
[00:00:00.000 --> 00:00:05.000]  大家好,今天跟大家看的經文是
[00:04:37.000 --> 00:04:38.000]  第30次
[00:04:38.000 --> 00:04:40.000]  「他必興旺」
[00:04:40.000 --> 00:04:42.000]  「我必須美」
[00:04:42.000 --> 00:04:46.000]  我再重新和大家看看這段經文
[00:04:46.000 --> 00:04:51.000]  「約翰和兩個門徒」
[00:04:51.000 --> 00:04:52.000]  約翰自己有門徒
[00:04:52.000 --> 00:04:53.000]  不少門徒
[00:04:53.000 --> 00:04:54.000]  很多門徒
[00:04:54.000 --> 00:04:55.000]  因為很多人去他那裡施洗
[00:04:55.000 --> 00:04:58.000]  然後一路聽他跟隨他
[00:04:58.000 --> 00:05:01.000]  有一天施洗約翰和兩個門徒走的時候
[00:05:01.000 --> 00:05:03.000]  見到耶穌
[00:05:03.000 --> 00:05:04.000]  他和兩個門徒說
[00:05:04.000 --> 00:05:06.000]  「你們兩個看看」
[00:05:06.000 --> 00:05:07.000]  「看啊」
[00:05:07.000 --> 00:05:10.000]  「這是神的羔羊」
[00:05:10.000 --> 00:05:11.000]  「哦?是嗎?」
[00:05:11.000 --> 00:05:13.000]  「即是神安排的彌賽亞」
[00:05:13.000 --> 00:05:15.000]  「為我們贖罪的那個嗎?」
[00:05:15.000 --> 00:05:16.000]  「是啊」
[00:05:16.000 --> 00:05:18.000]  於是兩個門徒聽到他說
[00:05:18.000 --> 00:05:19.000]  「師父啊」
[00:05:19.000 --> 00:05:22.000]  「我們想跟他」
[00:05:22.000 --> 00:05:23.000]  「哇」
[00:05:23.000 --> 00:05:25.000]  第一點
[00:05:25.000 --> 00:05:26.000]  兩個門徒說
[00:05:26.000 --> 00:05:29.000]  「我們想跟耶穌 神的羔羊」
[00:05:29.000 --> 00:05:32.000]  「如果你是施洗約翰怎麼辦?」
[00:05:32.000 --> 00:05:33.000]  「不是吧」
[00:05:33.000 --> 00:05:34.000]  「跟了我這麼久」
[00:05:34.000 --> 00:05:35.000]  「現在我介紹他」
[00:05:35.000 --> 00:05:37.000]  「你們馬上跟他?」
[00:05:37.000 --> 00:05:39.000]  「這麼不給面子?」
[00:05:39.000 --> 00:05:40.000]  「這樣也有的」
[00:05:40.000 --> 00:05:41.000]  「馬上放下我」
[00:05:41.000 --> 00:05:43.000]  「我就去跟他 神的羔羊」
[00:05:43.000 --> 00:05:44.000]  「那你當我什麼?」
[00:05:44.000 --> 00:05:46.000]  「你不當我師父了?」
[00:05:46.000 --> 00:05:48.000]  「很生氣啊」
[00:05:48.000 --> 00:05:50.000]  「知師不介紹他 神的羔羊」
[00:05:50.000 --> 00:05:53.000]  「一介紹你就去跟他了」
[00:05:53.000 --> 00:05:55.000]  「沒有記載施洗約翰生氣」
[00:05:55.000 --> 00:05:57.000]  「這麼久搞這麼多事」
[00:05:57.000 --> 00:05:59.000]  「多給點學費來」
[00:05:59.000 --> 00:06:00.000]  「就沒有了」
[00:06:00.000 --> 00:06:02.000]  這件事之後
[00:06:02.000 --> 00:06:05.000]  一講到兩個門徒就跟了耶穌
[00:06:05.000 --> 00:06:07.000]  這件事之後
[00:06:07.000 --> 00:06:08.000]  聖經特別說
[00:06:08.000 --> 00:06:10.000]  「尼哥底姆夜裡來見耶穌」
[00:06:10.000 --> 00:06:14.000]  「耶穌和門徒到了猶太地」
[00:06:14.000 --> 00:06:15.000]  「在那裡居住」
[00:06:15.000 --> 00:06:18.000]  「並且開始施洗了」
[00:06:18.000 --> 00:06:20.000]  你見到約翰有門徒
[00:06:20.000 --> 00:06:22.000]  耶穌也開始有門徒了
[00:06:22.000 --> 00:06:24.000]  他們去到猶太地
[00:06:24.000 --> 00:06:26.000]  猶太地即是南邊
[00:06:26.000 --> 00:06:27.000]  比較近耶路撒冷
[00:06:27.000 --> 00:06:29.000]  那邊叫猶太地
[00:06:29.000 --> 00:06:31.000]  由加利利北邊下來
[00:06:31.000 --> 00:06:34.000]  在那裡居住和施洗
[00:06:34.000 --> 00:06:36.000]  主耶穌也住在那裡
[00:06:36.000 --> 00:06:38.000]  和施洗
[00:06:38.000 --> 00:06:39.000]  於是
[00:06:39.000 --> 00:06:41.000]  剛剛跟約翰
[00:06:41.000 --> 00:06:43.000]  大家都做施洗
[00:06:43.000 --> 00:06:45.000]  那就爭生意
[00:06:45.000 --> 00:06:47.000]  爭客
[00:06:47.000 --> 00:06:49.000]  在靠近撒冷的哀戀
[00:06:49.000 --> 00:06:51.000]  也施洗約翰
[00:06:51.000 --> 00:06:52.000]  水多
[00:06:52.000 --> 00:06:54.000]  眾人又去約翰那裡施洗
[00:06:54.000 --> 00:06:56.000]  當時約翰還很興旺
[00:06:56.000 --> 00:06:57.000]  因為未坐牢
[00:06:57.000 --> 00:06:59.000]  但希倫未捉他
[00:06:59.000 --> 00:07:01.000]  希倫未捉他
[00:07:01.000 --> 00:07:03.000]  約翰的門徒
[00:07:03.000 --> 00:07:06.000]  和一個猶太人辯論結證禮
[00:07:06.000 --> 00:07:09.000]  這一句有點不明白
[00:07:09.000 --> 00:07:11.000]  施洗約翰的門徒
[00:07:11.000 --> 00:07:13.000]  和一個猶太人辯論結證禮
[00:07:13.000 --> 00:07:19.000]  然後就來找約翰
[00:07:19.000 --> 00:07:22.000]  然後就說
[00:07:22.000 --> 00:07:25.000]  你介紹他那個和別人施洗
[00:07:25.000 --> 00:07:27.000]  不關事
[00:07:27.000 --> 00:07:30.000]  因為他們在辯論結證的禮
[00:07:30.000 --> 00:07:32.000]  但是來找約翰
[00:07:32.000 --> 00:07:34.000]  不是說結證的禮
[00:07:34.000 --> 00:07:35.000]  老師你說說
[00:07:35.000 --> 00:07:37.000]  結證的禮是怎樣行的
[00:07:37.000 --> 00:07:39.000]  這位猶太人哥哥不是這樣說
[00:07:39.000 --> 00:07:41.000]  我們是這樣說
[00:07:41.000 --> 00:07:42.000]  那你怎麼說
[00:07:42.000 --> 00:07:43.000]  應該這樣問
[00:07:43.000 --> 00:07:44.000]  他不是
[00:07:44.000 --> 00:07:46.000]  來到見約翰就說
[00:07:46.000 --> 00:07:47.000]  拉比老師
[00:07:47.000 --> 00:07:49.000]  從前和你一起約旦河外
[00:07:49.000 --> 00:07:51.000]  你所見證的那一位
[00:07:51.000 --> 00:07:52.000]  就是耶穌
[00:07:52.000 --> 00:07:54.000]  現在他也開始施洗
[00:07:54.000 --> 00:07:56.000]  那些人都去了那裡
[00:07:56.000 --> 00:08:01.000]  究竟這一句說話
[00:08:01.000 --> 00:08:02.000]  是誰說的
[00:08:02.000 --> 00:08:04.000]  是約翰說的
[00:08:04.000 --> 00:08:06.000]  還是猶太人說的
[00:08:06.000 --> 00:08:08.000]  對不起
[00:08:08.000 --> 00:08:10.000]  是約翰的門徒說的
[00:08:10.000 --> 00:08:12.000]  還是猶太人說的
[00:08:12.000 --> 00:08:15.000]  真的不是很清楚
[00:08:15.000 --> 00:08:17.000]  因為沒有說
[00:08:17.000 --> 00:08:19.000]  他們兩個人
[00:08:19.000 --> 00:08:21.000]  一起來和耶穌說
[00:08:21.000 --> 00:08:23.000]  但來到又不是說
[00:08:23.000 --> 00:08:27.000]  還是一起來和約翰說
[00:08:27.000 --> 00:08:28.000]  但他來到
[00:08:28.000 --> 00:08:30.000]  他就不是說結證的禮
[00:08:30.000 --> 00:08:32.000]  是說了洗禮
[00:08:32.000 --> 00:08:34.000]  是說洗禮是說什麼呢
[00:08:34.000 --> 00:08:35.000]  喂
[00:08:35.000 --> 00:08:38.000]  現在很多人去了耶穌那裡洗禮
[00:08:38.000 --> 00:08:41.000]  那意思如果是猶太人說
[00:08:41.000 --> 00:08:43.000]  很多人去了他那裡
[00:08:43.000 --> 00:08:45.000]  那就是你不行了
[00:08:45.000 --> 00:08:46.000]  施洗了漢哥哥
[00:08:46.000 --> 00:08:48.000]  最後那些人都跟了那個
[00:08:48.000 --> 00:08:49.000]  你沒落了
[00:08:49.000 --> 00:08:51.000]  被人搶了客
[00:08:51.000 --> 00:08:53.000]  那就是
[00:08:53.000 --> 00:08:56.000]  你的結證的禮
[00:08:56.000 --> 00:08:57.000]  不太行
[00:08:57.000 --> 00:08:59.000]  是不是這個意思
[00:08:59.000 --> 00:09:01.000]  如果是約翰門徒說
[00:09:01.000 --> 00:09:02.000]  老師
[00:09:02.000 --> 00:09:04.000]  以前你介紹的那個
[00:09:04.000 --> 00:09:06.000]  現在他搶了你的生意
[00:09:06.000 --> 00:09:08.000]  如果是這樣的話
[00:09:08.000 --> 00:09:10.000]  就和猶太人變類
[00:09:10.000 --> 00:09:12.000]  結證的禮沒有關係
[00:09:12.000 --> 00:09:14.000]  所以其實這個結證的禮
[00:09:14.000 --> 00:09:15.000]  應該是說
[00:09:15.000 --> 00:09:16.000]  悔改的禮
[00:09:16.000 --> 00:09:18.000]  怎樣結證自己
[00:09:18.000 --> 00:09:20.000]  那約翰的門徒一定是說
[00:09:20.000 --> 00:09:22.000]  就是你做一個悔改
[00:09:22.000 --> 00:09:24.000]  悔改就可以了
[00:09:24.000 --> 00:09:25.000]  那可能猶太人就說
[00:09:25.000 --> 00:09:26.000]  悔改都還不夠
[00:09:26.000 --> 00:09:28.000]  於是大家就吵了
[00:09:28.000 --> 00:09:29.000]  那接著來到拉比亞
[00:09:29.000 --> 00:09:32.000]  很多人就走去耶穌那裡
[00:09:32.000 --> 00:09:34.000]  是不是他
[00:09:34.000 --> 00:09:36.000]  有了過你
[00:09:36.000 --> 00:09:39.000]  那約翰呢
[00:09:39.000 --> 00:09:40.000]  很厲害
[00:09:40.000 --> 00:09:41.000]  施洗約翰
[00:09:41.000 --> 00:09:43.000]  其實那些人去哪裡
[00:09:43.000 --> 00:09:46.000]  不到我們人說了算
[00:09:46.000 --> 00:09:49.000]  如果不是從天上賜的人
[00:09:49.000 --> 00:09:51.000]  不能得什麼
[00:09:51.000 --> 00:09:55.000]  如果不是天上賜多些人給耶穌
[00:09:55.000 --> 00:09:56.000]  不會在那裡
[00:09:56.000 --> 00:09:58.000]  是那些人賜給我
[00:09:58.000 --> 00:09:59.000]  後來現在賜給他
[00:09:59.000 --> 00:10:01.000]  是天上賜
[00:10:01.000 --> 00:10:02.000]  不是我們說的
[00:10:02.000 --> 00:10:04.000]  我們做自己的事就行了
[00:10:04.000 --> 00:10:05.000]  那其實
[00:10:05.000 --> 00:10:06.000]  不要緊
[00:10:06.000 --> 00:10:07.000]  我很開心
[00:10:07.000 --> 00:10:09.000]  那些人都走去人家那裡
[00:10:09.000 --> 00:10:10.000]  你還開心
[00:10:10.000 --> 00:10:11.000]  是啊
[00:10:11.000 --> 00:10:12.000]  因為我曾經說
[00:10:12.000 --> 00:10:14.000]  我不是基督
[00:10:14.000 --> 00:10:15.000]  我不是他
[00:10:15.000 --> 00:10:16.000]  我不是基督
[00:10:16.000 --> 00:10:19.000]  我只是奉差遣在他前面
[00:10:19.000 --> 00:10:21.000]  我只是開路
[00:10:21.000 --> 00:10:23.000]  打先鋒
[00:10:23.000 --> 00:10:25.000]  做先鋒是什麼
[00:10:25.000 --> 00:10:26.000]  走就走
[00:10:26.000 --> 00:10:27.000]  死就死
[00:10:27.000 --> 00:10:28.000]  站就站兩邊
[00:10:28.000 --> 00:10:30.000]  多數演戲都是這樣的
[00:10:30.000 --> 00:10:32.000]  我不是那個主角
[00:10:32.000 --> 00:10:34.000]  我只不過是配角
[00:10:34.000 --> 00:10:36.000]  我只是走在前面
[00:10:36.000 --> 00:10:38.000]  站在兩邊
[00:10:38.000 --> 00:10:40.000]  他還說
[00:10:40.000 --> 00:10:41.000]  其他經文說
[00:10:41.000 --> 00:10:42.000]  如果說級數
[00:10:42.000 --> 00:10:45.000]  我和他解鞋帶都未配
[00:10:45.000 --> 00:10:49.000]  一度說我和他提鞋都不配
[00:10:49.000 --> 00:10:50.000]  我和他解鞋帶
[00:10:50.000 --> 00:10:51.000]  拿鞋都不配
[00:10:51.000 --> 00:10:54.000]  這個解鞋帶和拿鞋
[00:10:54.000 --> 00:10:57.000]  是僕人階級裡面最低的那些
[00:10:57.000 --> 00:10:59.000]  或者奴隸裡面最低的那些
[00:10:59.000 --> 00:11:02.000]  就會和客人解鞋帶
[00:11:02.000 --> 00:11:04.000]  或者幫他拿鞋
[00:11:04.000 --> 00:11:06.000]  然後洗腳
[00:11:06.000 --> 00:11:08.000]  高一級的僕人洗
[00:11:08.000 --> 00:11:10.000]  你們自己可以給
[00:11:10.000 --> 00:11:11.000]  我做見證
[00:11:11.000 --> 00:11:13.000]  我一直都是這樣說
[00:11:13.000 --> 00:11:16.000]  我只不過是和他開路
[00:11:16.000 --> 00:11:17.000]  我不是他
[00:11:17.000 --> 00:11:18.000]  我不是基督
[00:11:18.000 --> 00:11:19.000]  然後他就說
[00:11:19.000 --> 00:11:20.000]  舉個例子
[00:11:20.000 --> 00:11:23.000]  好像新郎哥在
[00:11:23.000 --> 00:11:25.000]  我們做伴郎的
[00:11:25.000 --> 00:11:27.000]  站在一邊
[00:11:27.000 --> 00:11:28.000]  站著
[00:11:28.000 --> 00:11:30.000]  新郎的朋友站著
[00:11:30.000 --> 00:11:32.000]  聽見新郎的聲音
[00:11:32.000 --> 00:11:33.000]  就很開心
[00:11:33.000 --> 00:11:35.000]  他說話我們就支持他
[00:11:35.000 --> 00:11:37.000]  說得好
[00:11:37.000 --> 00:11:38.000]  故此
[00:11:38.000 --> 00:11:40.000]  我見到新郎哥
[00:11:40.000 --> 00:11:41.000]  即是主耶穌
[00:11:41.000 --> 00:11:43.000]  有很多人去他那裏
[00:11:43.000 --> 00:11:47.000]  我的喜樂就滿足了
[00:11:47.000 --> 00:11:48.000]  不錯
[00:11:48.000 --> 00:11:49.000]  他不說
[00:11:49.000 --> 00:11:50.000]  糟糕了
[00:11:50.000 --> 00:11:51.000]  有什麼辦法
[00:11:51.000 --> 00:11:54.000]  叫客人回來
[00:11:54.000 --> 00:11:56.000]  沒有人捐錢
[00:11:56.000 --> 00:11:57.000]  我們很窮
[00:11:57.000 --> 00:11:58.000]  他沒有這個
[00:11:58.000 --> 00:11:59.000]  他就說
[00:11:59.000 --> 00:12:00.000]  不要緊
[00:12:00.000 --> 00:12:02.000]  他才是主角
[00:12:02.000 --> 00:12:04.000]  他興旺我衰微
[00:12:04.000 --> 00:12:06.000]  第三點
[00:12:06.000 --> 00:12:08.000]  他必興旺我必衰微
[00:12:08.000 --> 00:12:10.000]  是今天主要的金句
[00:12:10.000 --> 00:12:12.000]  他必興旺我必衰微
[00:12:12.000 --> 00:12:13.000]  就是今天的金句
[00:12:13.000 --> 00:12:15.000]  三章三十節
[00:12:15.000 --> 00:12:17.000]  他必興旺我必衰微
[00:12:17.000 --> 00:12:18.000]  即是說
[00:12:18.000 --> 00:12:20.000]  他很謙卑
[00:12:20.000 --> 00:12:22.000]  主耶穌興旺就行了
[00:12:22.000 --> 00:12:25.000]  我是一路一路會差的
[00:12:25.000 --> 00:12:29.000]  因為我都想我的門徒都跟他
[00:12:29.000 --> 00:12:31.000]  其實我心就跟了他
[00:12:31.000 --> 00:12:33.000]  不過我是做先鋒
[00:12:33.000 --> 00:12:36.000]  所以我繼續站在先鋒的位置
[00:12:36.000 --> 00:12:37.000]  為他做見證
[00:12:37.000 --> 00:12:38.000]  叫人跟他
[00:12:38.000 --> 00:12:39.000]  所以他說
[00:12:39.000 --> 00:12:42.000]  看那神的高人
[00:12:42.000 --> 00:12:43.000]  一說
[00:12:43.000 --> 00:12:45.000]  兩個門徒就走了去他那裏
[00:12:45.000 --> 00:12:46.000]  跟著耶穌
[00:12:46.000 --> 00:12:47.000]  又少兩個門徒
[00:12:47.000 --> 00:12:49.000]  那怎麼開飯
[00:12:49.000 --> 00:12:50.000]  不要緊
[00:12:50.000 --> 00:12:51.000]  不要緊
[00:12:51.000 --> 00:12:52.000]  沒有面子
[00:12:52.000 --> 00:12:53.000]  沒有面子不要緊
[00:12:53.000 --> 00:12:54.000]  沒有飯開不要緊
[00:12:54.000 --> 00:12:55.000]  最重要
[00:12:55.000 --> 00:12:57.000]  主耶穌要興旺
[00:12:57.000 --> 00:12:58.000]  那你做什麼
[00:12:58.000 --> 00:12:59.000]  我為他開路
[00:12:59.000 --> 00:13:00.000]  想他興旺
[00:13:00.000 --> 00:13:01.000]  厲害
[00:13:01.000 --> 00:13:03.000]  施洗漢就說
[00:13:03.000 --> 00:13:04.000]  其實到了一日
[00:13:04.000 --> 00:13:06.000]  我是會逐漸衰微
[00:13:06.000 --> 00:13:08.000]  他必然興旺
[00:13:08.000 --> 00:13:11.000]  因為他才是救贖的主角
[00:13:11.000 --> 00:13:12.000]  看那神的高人
[00:13:12.000 --> 00:13:13.000]  哎喲
[00:13:13.000 --> 00:13:14.000]  他一批
[00:13:14.000 --> 00:13:15.000]  這樣就好了
[00:13:15.000 --> 00:13:16.000]  其實有時候
[00:13:16.000 --> 00:13:17.000]  心胸都要闊一點
[00:13:17.000 --> 00:13:19.000]  好像施洗漢那樣
[00:13:19.000 --> 00:13:20.000]  不要經常想著
[00:13:20.000 --> 00:13:21.000]  糟了
[00:13:21.000 --> 00:13:22.000]  在教會裏面
[00:13:22.000 --> 00:13:23.000]  很多人都聽他講
[00:13:23.000 --> 00:13:24.000]  哎呀
[00:13:24.000 --> 00:13:25.000]  糟了
[00:13:25.000 --> 00:13:26.000]  在教會裏面
[00:13:26.000 --> 00:13:27.000]  我的小組人少了
[00:13:27.000 --> 00:13:28.000]  他的人數就多了
[00:13:28.000 --> 00:13:29.000]  他的小組
[00:13:29.000 --> 00:13:30.000]  哎呀
[00:13:30.000 --> 00:13:31.000]  我不如不做了
[00:13:31.000 --> 00:13:32.000]  算了
[00:13:32.000 --> 00:13:33.000]  去另一間課
[00:13:33.000 --> 00:13:34.000]  不要緊
[00:13:34.000 --> 00:13:35.000]  如果不是天父給的
[00:13:35.000 --> 00:13:37.000]  他不會有那麼多人
[00:13:37.000 --> 00:13:38.000]  哇
[00:13:38.000 --> 00:13:39.000]  他什麼
[00:13:39.000 --> 00:13:40.000]  他的口才行
[00:13:40.000 --> 00:13:41.000]  靠一口
[00:13:41.000 --> 00:13:42.000]  那麼靠一口
[00:13:42.000 --> 00:13:43.000]  講
[00:13:43.000 --> 00:13:44.000]  是不是
[00:13:44.000 --> 00:13:45.000]  所以很多人跟著他
[00:13:45.000 --> 00:13:46.000]  我不跟了
[00:13:46.000 --> 00:13:47.000]  如果不是天父給的
[00:13:47.000 --> 00:13:48.000]  不會行的
[00:13:48.000 --> 00:13:50.000]  最重要是
[00:13:50.000 --> 00:13:52.000]  主的道興旺就行了
[00:13:52.000 --> 00:13:54.000]  我衰微沒問題
[00:13:54.000 --> 00:13:55.000]  哇
[00:13:55.000 --> 00:13:57.000]  這個就是施洗漢的空襟亮道
[00:13:57.000 --> 00:13:58.000]  真的不簡單
[00:13:58.000 --> 00:14:00.000]  而且看自己的忌諱
[00:14:00.000 --> 00:14:01.000]  看得很準
[00:14:01.000 --> 00:14:02.000]  太好了
[00:14:02.000 --> 00:14:04.000]  祝福施洗漢
[00:14:04.000 --> 00:14:07.000]  學習成為施洗漢
[00:14:07.000 --> 00:14:08.000]  他必興旺
[00:14:08.000 --> 00:14:10.000]  我必衰微
[00:14:10.000 --> 00:14:11.000]  這樣就好了
[00:14:11.000 --> 00:14:12.000]  祈禱
[00:14:12.000 --> 00:14:14.000]  天父說我們
[00:14:14.000 --> 00:14:15.000]  很多時候
[00:14:15.000 --> 00:14:17.000]  甚至在侍奉上
[00:14:17.000 --> 00:14:18.000]  都很顧自己
[00:14:18.000 --> 00:14:20.000]  人少了
[00:14:20.000 --> 00:14:21.000]  很沒面子
[00:14:21.000 --> 00:14:24.000]  人都跟著另一個人
[00:14:24.000 --> 00:14:26.000]  如果當日我是施洗漢
[00:14:26.000 --> 00:14:28.000]  我心裡會很惡心
[00:14:28.000 --> 00:14:30.000]  為什麼人都跟著我
[00:14:30.000 --> 00:14:32.000]  跟我的人越來越少
[00:14:32.000 --> 00:14:34.000]  本來我跟我的人很多
[00:14:34.000 --> 00:14:35.000]  要去撒冷的人
[00:14:35.000 --> 00:14:37.000]  都來我那裡受洗
[00:14:37.000 --> 00:14:40.000]  誰知現在都跟耶穌
[00:14:40.000 --> 00:14:41.000]  其實
[00:14:41.000 --> 00:14:42.000]  很重要
[00:14:42.000 --> 00:14:43.000]  因為你才是主角
[00:14:43.000 --> 00:14:45.000]  越多人跟就越好
[00:14:45.000 --> 00:14:46.000]  你是新郎哥
[00:14:46.000 --> 00:14:48.000]  我們只是伴郎
[00:14:48.000 --> 00:14:50.000]  主要幫助我們
[00:14:50.000 --> 00:14:52.000]  有時候我們在自己的人生裡
