
[00:00:00.000 --> 00:00:04.160]  再透過報紙看到很多關於印度的負面的一些消息
[00:01:45.640 --> 00:01:47.640]  他們信奉一個叫巴旦的邪靈
[00:01:47.640 --> 00:01:50.040]  他們是一個獵頭族
[00:01:50.040 --> 00:01:51.560]  他們是一群獵頭族
[00:01:51.560 --> 00:01:55.800]  他們喜歡把敵人的頭斬下來掛起來作為一種示威
[00:01:55.800 --> 00:01:59.200]  他們喜歡把敵人的頭砍下來作為戰利品
[00:01:59.200 --> 00:02:00.360]  宣示自己實力
[00:02:00.360 --> 00:02:03.960]  直到十九世紀末
[00:02:03.960 --> 00:02:06.000]  即是說不是很久之前的事
[00:02:06.000 --> 00:02:07.080]  並不是很久以前
[00:02:07.080 --> 00:02:09.720]  基督教的宣教士才來到這裡傳福音
[00:02:09.720 --> 00:02:11.640]  基督教的宣教士才來到這裡傳福音
[00:02:11.640 --> 00:02:13.640]  他們經過四代之一
[00:02:13.640 --> 00:02:14.760]  他們經過四代以後
[00:02:14.760 --> 00:02:19.320]  就由凶殘的獵頭族成為一個基督徒的村落
[00:02:19.320 --> 00:02:23.320]  他們由凶殘的獵頭族轉為一個模範的社區
[00:02:23.320 --> 00:02:27.240]  據統計他們基督徒的人口超過百分之九十
[00:02:27.240 --> 00:02:29.800]  據統計他們基督徒的人口佔百分之九十
[00:02:29.800 --> 00:02:34.600]  他們宣稱沒有露宿者、沒有乞丐、沒有人捱餓
[00:02:34.600 --> 00:02:37.720]  他們宣稱沒有流浪漢、沒有教化子、沒有人捱餓
[00:02:37.720 --> 00:02:41.840]  他們識字率即是說受教育是百分之一百
[00:02:41.840 --> 00:02:43.600]  他們識字率達到百分之一百
[00:02:43.600 --> 00:02:46.760]  他們差派超過一千個宣教士
[00:02:46.760 --> 00:02:48.920]  在印度和世界各地宣教
[00:02:48.920 --> 00:02:52.120]  他們差派一千多個宣教士到印度境內去宣教
[00:02:52.120 --> 00:02:53.800]  他們的經費從哪裡來呢?
[00:02:53.800 --> 00:02:54.800]  他們的經費從哪裡來呢?
[00:02:54.800 --> 00:02:57.560]  原來當地的婦人每次煮飯的時候
[00:02:57.560 --> 00:02:59.920]  原來當地的婦人每天做飯的時候
[00:02:59.920 --> 00:03:03.080]  她就會拿一堆米放在另一個袋子裡
[00:03:03.080 --> 00:03:04.920]  她們抓緊把米放在另一個袋子裡
[00:03:04.920 --> 00:03:07.480]  然後把這些米儲夠交回教會
[00:03:07.480 --> 00:03:09.400]  把這些集合起來交到教會手上
[00:03:09.400 --> 00:03:13.440]  教會就把這些米賣掉成為宣教士的經費
[00:03:13.440 --> 00:03:15.680]  教會把這些米拿到市場去賣
[00:03:15.680 --> 00:03:19.560]  當地有四十位議員來自不同的政黨
[00:03:19.560 --> 00:03:21.880]  當地有四十位議員來自不同的政黨
[00:03:21.880 --> 00:03:24.920]  他們有一個共同要遵守的政綱
[00:03:24.920 --> 00:03:26.800]  他們都有共同要遵守的政綱
[00:03:26.800 --> 00:03:28.840]  這個在世界各地都看不到的
[00:03:28.840 --> 00:03:30.760]  這在全基地沒有這個先例的
[00:03:30.760 --> 00:03:34.760]  包括有好明星勤奮誠實青年不貪污
[00:03:34.760 --> 00:03:38.880]  包括有好明星勤奮誠實青年不貪污
[00:03:38.880 --> 00:03:41.120]  還有是不喝酒
[00:03:41.120 --> 00:03:42.040]  還有不喝酒
[00:03:42.040 --> 00:03:44.400]  道德和性的方面沒有污點
[00:03:44.400 --> 00:03:45.880]  道德和性的方面沒有污點
[00:03:45.880 --> 00:03:47.560]  對當地的法律忠誠
[00:03:47.560 --> 00:03:48.680]  對當地法律忠誠
[00:03:48.680 --> 00:03:50.480]  對人民的福祉熱心
[00:03:50.480 --> 00:03:51.680]  對當地人民福祉熱心
[00:03:51.680 --> 00:03:53.280]  最後一個很重要的
[00:03:53.280 --> 00:03:53.960]  最後一個最重要的
[00:03:53.960 --> 00:03:57.720]  對自己教會忠誠和受眾人愛戴
[00:03:57.720 --> 00:04:00.200]  對自己教會忠誠和受眾人愛戴
[00:04:00.200 --> 00:04:02.080]  因為基督福音的緣故
[00:04:02.080 --> 00:04:03.640]  因為基督福音的緣故
[00:04:03.640 --> 00:04:05.200]  一個一個生命的改變
[00:04:05.200 --> 00:04:06.360]  一個一個人的生命轉化
[00:04:06.360 --> 00:04:09.800]  導致墨索蘭整個城市的改變
[00:04:09.800 --> 00:04:11.440]  導致這個城市整個改變
[00:04:11.440 --> 00:04:14.760]  在充滿本來混亂種族歧視
[00:04:14.760 --> 00:04:17.400]  階級制度貧富懸殊的印度
[00:04:17.400 --> 00:04:19.240]  神施行神跡歧視
[00:04:19.240 --> 00:04:21.320]  在一個充滿混亂種族歧視
[00:04:21.320 --> 00:04:23.640]  階級制度貧富懸殊的印度
[00:04:23.640 --> 00:04:25.720]  神施行神跡歧視
[00:04:25.720 --> 00:04:29.480]  很多年前我曾經去過泰國緬甸
[00:04:29.480 --> 00:04:33.000]  所謂金三角邊境一個地方叫滿星碟
[00:04:33.000 --> 00:04:35.800]  好多年前我曾經到過一個泰邊境
[00:04:35.800 --> 00:04:37.800]  泰北的地區叫滿星碟
[00:04:37.800 --> 00:04:39.320]  這個地方有什麼著名呢
[00:04:39.320 --> 00:04:40.400]  這個地方有什麼著名呢
[00:04:40.400 --> 00:04:43.000]  這個地方原來是當時的毒品大王
[00:04:43.000 --> 00:04:45.520]  昆沙佔領的地方
[00:04:45.520 --> 00:04:49.240]  原來當時有一個販毒大王叫昆沙佔領的地區
[00:04:49.240 --> 00:04:51.720]  他的部隊醫院也在那裏
[00:04:51.720 --> 00:04:53.360]  他的部隊醫院都駐紮在那裏
[00:04:53.360 --> 00:04:54.840]  我們去的時候
[00:04:54.840 --> 00:04:55.760]  我去的時候
[00:04:55.760 --> 00:04:59.840]  當地的宣教士會將我們一行成員的相片
[00:04:59.840 --> 00:05:04.240]  先透過一些中間人交給昆沙的部隊去審閱
[00:05:04.240 --> 00:05:06.200]  當地的宣教士把我們派的照片
[00:05:06.200 --> 00:05:09.520]  把一部分交給當地的軍隊來審查
[00:05:09.520 --> 00:05:11.600]  否則的話如果我們陌生人上去
[00:05:11.600 --> 00:05:13.400]  如果陌生人到那邊的話
[00:05:13.400 --> 00:05:17.600]  昆沙部隊可能怕是泰國的警察上去
[00:05:17.600 --> 00:05:19.480]  就會在山邊開槍殺死你
[00:05:19.480 --> 00:05:21.960]  當地昆沙部隊會懷疑
[00:05:21.960 --> 00:05:23.720]  我們是屬於泰國軍隊
[00:05:23.720 --> 00:05:24.960]  然後把我們射殺
[00:05:24.960 --> 00:05:27.000]  我們住在宣教士的家裏
[00:05:27.000 --> 00:05:30.760]  和他開了一個兒童之家
[00:05:30.760 --> 00:05:33.400]  我們當時住在宣教士開的家裏
[00:05:33.400 --> 00:05:35.240]  和一個兒童之家
[00:05:35.240 --> 00:05:37.480]  他家裏和兒童之家中間
[00:05:37.480 --> 00:05:39.600]  就是昆沙部隊的醫院
[00:05:39.600 --> 00:05:42.480]  他家和兒童之家中間是
[00:05:42.480 --> 00:05:44.320]  住在當地的昆沙部隊
[00:05:44.320 --> 00:05:48.640]  宣教士吩咐我們千萬不要露出相機
[00:05:48.640 --> 00:05:52.680]  宣教士呼籲我們千萬不要把照相機拿出來
[00:05:52.680 --> 00:05:55.080]  千萬不要拍照
[00:05:55.080 --> 00:05:56.600]  他會在裏面用槍射你
[00:05:56.600 --> 00:05:58.480]  他會馬上開槍射殺你
[00:05:58.480 --> 00:06:01.200]  當地的年輕人的結局
[00:06:01.200 --> 00:06:03.440]  當地住在那邊的年輕人的結局是什麼
[00:06:03.440 --> 00:06:06.360]  十五六歲可能就加入昆沙的部隊去販毒
[00:06:06.360 --> 00:06:09.960]  十五六歲就可能加入當地的部隊去販毒
[00:06:09.960 --> 00:06:12.080]  男生去做這個部隊
[00:06:12.080 --> 00:06:14.320]  男生是從事士兵
[00:06:14.320 --> 00:06:17.800]  女的就賣到曼谷做初級
[00:06:17.800 --> 00:06:20.720]  女的是賣到曼谷去做初級
[00:06:20.720 --> 00:06:24.760]  同樣也是因為宣教士去到這些村落
[00:06:24.760 --> 00:06:26.680]  同樣是因為宣教士到了那個地方
[00:06:26.680 --> 00:06:29.040]  我們見證一個又一個少數民族
[00:06:29.040 --> 00:06:31.000]  因為福音緣故生命的改變
[00:06:31.000 --> 00:06:32.840]  我們見證一個一個少數民族
[00:06:32.840 --> 00:06:34.280]  因為宣教士的權教關係
[00:06:34.280 --> 00:06:37.920]  他們由種鴉片改為種稻米脫貧
[00:06:37.920 --> 00:06:40.840]  他們原本是種鴉片到改種稻米脫貧
[00:06:40.840 --> 00:06:44.840]  整個泰北這些社區一片和諧
[00:06:44.840 --> 00:06:47.240]  整個泰北這個地區一片和諧
[00:06:47.240 --> 00:06:51.680]  甚至泰國政府一個不太人道的方法
[00:06:51.680 --> 00:06:54.640]  所以我們可以說泰國政府一個不太人道的方法
[00:06:54.640 --> 00:06:58.560]  當這些村落開發了一個山區的時候
[00:06:58.560 --> 00:07:00.560]  他們去開發這個村落的時候
[00:07:00.560 --> 00:07:03.520]  泰國政府就趕他們去再深遠的山區開發
[00:07:03.520 --> 00:07:05.920]  然後泰國政府就把這些民眾
[00:07:05.920 --> 00:07:08.120]  趕到另外一個更荒蕪的地方去開發
[00:07:08.120 --> 00:07:11.800]  但我想說的是上帝在一些泰北的山頭裏面
[00:07:11.800 --> 00:07:13.080]  施行了奇妙的作為
[00:07:13.080 --> 00:07:17.280]  我想述說的是上帝在泰北這個地區所施行的神蹟騎士
[00:07:17.280 --> 00:07:20.080]  教會今年的主題是更生、突破、轉化、成長
[00:07:20.080 --> 00:07:23.000]  教會今年的主題是更新、獨破、轉化、成長
[00:07:23.000 --> 00:07:25.400]  我一直都重複這個不是一個口號
[00:07:25.400 --> 00:07:27.080]  我一直來都重複這不是一個口號
[00:07:27.080 --> 00:07:29.280]  不是一個夢想
[00:07:29.280 --> 00:07:33.800]  而是相信好像聖經所說「這方本是神的大能,要教一切相信」
[00:07:33.800 --> 00:07:35.600]  而是相信是神的話語
[00:07:35.600 --> 00:07:38.560]  「這福音本是神的大能,要救一切相信的」
[00:07:38.560 --> 00:07:41.560]  還有我們相信「在人所不能,在神凡事都能」
[00:07:41.560 --> 00:07:43.800]  我們相信「在人所不能,在神凡事都能」
[00:07:43.800 --> 00:07:46.680]  我們相信神會使用我們的教會
[00:07:46.680 --> 00:07:51.480]  我們相信神會使用我們每一位弟兄姊妹的生命的轉化
[00:07:51.480 --> 00:07:54.120]  會使用我們在座每一位弟兄姊妹的生命轉化
[00:07:54.120 --> 00:07:55.560]  然後我們轉化教會
[00:07:55.560 --> 00:07:59.120]  然後轉化社區、轉化香港
[00:07:59.120 --> 00:08:00.720]  然後轉化社區、轉化香港
[00:08:00.720 --> 00:08:03.640]  可能大家說了這麼久到底什麼是轉化呢?
[00:08:03.640 --> 00:08:06.240]  我說了這麼久究竟什麼是轉化呢?
[00:08:06.240 --> 00:08:09.320]  我在維基百科有一個定義查到
[00:08:09.320 --> 00:08:11.440]  我在維基百科有一個定義
[00:08:11.440 --> 00:08:14.120]  他說在描述一件事情
[00:08:14.120 --> 00:08:16.080]  描述一件事物
[00:08:16.080 --> 00:08:18.120]  去轉變它原來的性質
[00:08:18.120 --> 00:08:19.640]  去轉變它原來的性質
[00:08:19.640 --> 00:08:23.160]  就轉化成一種和本質截然不同的事物
[00:08:23.160 --> 00:08:25.880]  然後轉化成另一種與本質截然不同的事物
[00:08:25.880 --> 00:08:27.400]  可能看了你都不明白
[00:08:27.400 --> 00:08:29.240]  就是看完大家也不曉得什麼真正的意思
[00:08:29.240 --> 00:08:31.400]  簡單來說就好像毛蟲變成蝴蝶
[00:08:31.400 --> 00:08:32.800]  我們做一個比喻就是
[00:08:32.800 --> 00:08:34.960]  把毛毛蟲轉化成一個美麗的蝴蝶
[00:08:34.960 --> 00:08:36.680]  一個生命的對變
[00:08:36.680 --> 00:08:38.040]  一個生命的蛻變
[00:08:38.040 --> 00:08:40.800]  它的本質都是毛蟲蝴蝶
[00:08:40.800 --> 00:08:42.960]  它本質都是毛毛蟲蝴蝶
[00:08:42.960 --> 00:08:45.520]  但是它整個的形態性質改變
[00:08:45.520 --> 00:08:47.520]  它的外貌形態都改變了
[00:08:47.520 --> 00:08:51.480]  我們怎樣能夠讓教會成為一間轉化型的教會呢?
[00:08:51.480 --> 00:08:56.240]  我們如何建立把監國境轉化成一個轉化型的教會呢?
[00:08:56.240 --> 00:08:58.760]  我自己提出有幾方面跟大家思考
[00:08:58.760 --> 00:09:01.200]  我下面提出幾個方面和大家一同思考
[00:09:01.200 --> 00:09:05.080]  第一個我們要重新教會的權柄
[00:09:05.080 --> 00:09:07.960]  第一點就是我們要重新教會的權柄
[00:09:07.960 --> 00:09:10.120]  今天早上我們讀的經文馬太福音
[00:09:10.120 --> 00:09:11.840]  今天我們早上讀的經文馬太福音
[00:09:11.840 --> 00:09:16.880]  那裏提到耶穌說我要把教會建立在盤石上面
[00:09:16.880 --> 00:09:20.280]  裏面提到耶穌要親自把教會建立在這個磐石上
[00:09:20.280 --> 00:09:22.480]  陰間的權柄不能勝過他
[00:09:22.480 --> 00:09:23.880]  陰間的權柄不能勝過他
[00:09:23.880 --> 00:09:27.040]  他甚至把天國的弱勢交給教會
[00:09:27.040 --> 00:09:30.240]  神甚至要把天國的弱勢交給他
[00:09:30.240 --> 00:09:31.880]  賦予他那個權柄
[00:09:31.880 --> 00:09:33.320]  賦予教會地上的權柄
[00:09:33.320 --> 00:09:36.480]  這段經文不是講彼得
[00:09:36.480 --> 00:09:37.800]  這段經文不是講彼得
[00:09:37.800 --> 00:09:38.800]  是講教會
[00:09:38.800 --> 00:09:39.800]  是講教會
[00:09:39.800 --> 00:09:41.680]  如果你仔細去研讀新約
[00:09:41.680 --> 00:09:43.040]  如果你仔細去研讀新約
[00:09:43.040 --> 00:09:48.640]  你會發現教會是神在地上完成使命的計劃
[00:09:48.640 --> 00:09:53.600]  你會馬上發現教會是神在地上所建立的一個群體
[00:09:53.600 --> 00:09:55.320]  它是世界的希望
[00:09:55.320 --> 00:09:56.520]  它是世界的盼望
[00:09:56.520 --> 00:09:59.320]  教會是完成大使命唯一的途徑
[00:09:59.320 --> 00:10:01.480]  教會是完成大使命的唯一途徑
[00:10:01.480 --> 00:10:04.560]  如果讀初期教會讀哲行傳的話
[00:10:04.560 --> 00:10:06.880]  如果大家讀初期教會讀使徒行傳
[00:10:06.880 --> 00:10:09.960]  你看看神使用每一個地方的教會
[00:10:09.960 --> 00:10:11.880]  帶來一種翻天覆地的改變
[00:10:11.880 --> 00:10:15.920]  你看到神使用每個教會帶來翻天覆地的改變
[00:10:15.920 --> 00:10:19.960]  我想如果教會不是世界的盼望和希望的話
[00:10:19.960 --> 00:10:22.440]  我想如果教會不是世界的盼望和希望的話
[00:10:22.440 --> 00:10:27.160]  牧師將會是世界上最愚蠢的工作
[00:10:27.160 --> 00:10:29.240]  牧師將會是世界上最愚蠢的工作
[00:10:29.240 --> 00:10:32.080]  基督徒是世界上最愚蠢的一群人
[00:10:32.080 --> 00:10:33.640]  基督徒是世界上最愚蠢的一群人
[00:10:33.640 --> 00:10:36.040]  因為我們每個星期坐在同一個地方
[00:10:36.040 --> 00:10:37.880]  因為我們每個星期坐在同一個地方
[00:10:37.880 --> 00:10:38.920]  同一段時間
[00:10:38.920 --> 00:10:39.560]  同一個時間
[00:10:39.560 --> 00:10:40.680]  一起聚會
[00:10:40.680 --> 00:10:41.480]  一起聚會
[00:10:41.480 --> 00:10:44.000]  但我們在講一些我們大家都不相信的東西
[00:10:44.000 --> 00:10:46.280]  但我們所傳講的都是大家不相信的話
[00:10:46.280 --> 00:10:47.680]  所以牧師也是傻的
[00:10:47.680 --> 00:10:49.800]  所以牧師是傻的
[00:10:49.800 --> 00:10:51.240]  當然牧師不是傻的
[00:10:51.240 --> 00:10:53.640]  但牧師是真的傻的
[00:10:53.640 --> 00:10:55.720]  我是在講如果我們坐在這裡
[00:10:55.720 --> 00:10:59.400]  我們今天組成一個群體的教會
[00:10:59.400 --> 00:11:00.600]  我們坐在這裡
[00:11:00.600 --> 00:11:02.360]  大家組成一個群體一個教會
[00:11:02.360 --> 00:11:04.800]  如果我們不相信馬太福音十六章所講的
[00:11:04.800 --> 00:11:06.360]  如果我們不相信馬太福音十六章所說的
[00:11:06.360 --> 00:11:09.040]  上帝已經將權柄交給我們
[00:11:09.040 --> 00:11:10.560]  上帝已經把權柄交給我們
[00:11:10.560 --> 00:11:13.240]  我們可以帶著上帝的權柄去改變這個世界
[00:11:13.240 --> 00:11:15.520]  我們可以帶著上帝的權柄來去改變世界
[00:11:15.520 --> 00:11:18.440]  有時候我們可能會陷入另一種試探
[00:11:18.440 --> 00:11:20.120]  有時候我們會陷入另一種試探
[00:11:20.120 --> 00:11:22.400]  我們會看到教會的軟弱和不足
[00:11:22.400 --> 00:11:24.360]  我們看到教會的軟弱和不足
[00:11:24.360 --> 00:11:26.400]  我們看到很多的缺點
[00:11:26.400 --> 00:11:27.560]  我們看到很多的缺點
[00:11:27.560 --> 00:11:32.120]  我們忘記上帝已經將這個權柄能力給過教會
[00:11:32.120 --> 00:11:34.240]  我們已經忘記上帝把權柄能力交給上帝
[00:11:34.240 --> 00:11:37.000]  所以我們遇到困難的時候我們會垂頭喪氣
[00:11:37.000 --> 00:11:38.520]  所以我們面對困難的時候我們會垂頭喪氣
[00:11:38.520 --> 00:11:39.800]  我們抬不起頭
[00:11:39.800 --> 00:11:40.600]  我們抬不起頭
[00:11:40.600 --> 00:11:42.800]  有時候我們牧師之間坐在一起
[00:11:42.800 --> 00:11:44.640]  都會問教會有多少人
[00:11:44.640 --> 00:11:46.840]  我們牧師之間坐在一起會問
[00:11:46.840 --> 00:11:48.520]  彼此問教會有幾個人
[00:11:48.520 --> 00:11:50.520]  好像賭錢玩滑鼠啤一樣
[00:11:50.520 --> 00:11:52.520]  好像我們賭博
[00:11:52.520 --> 00:11:54.520]  我教會七八十人
[00:11:54.520 --> 00:11:56.520]  我們教會七八十人
[00:11:56.520 --> 00:11:58.520]  七八十人都篤數
[00:11:58.520 --> 00:12:00.520]  七八十人都是虛報
[00:12:00.520 --> 00:12:02.520]  我教會七八百人
[00:12:02.520 --> 00:12:04.520]  我教會七百八十人
[00:12:04.520 --> 00:12:06.520]  我教會成千上萬人,真的很辛苦
[00:12:06.520 --> 00:12:08.520]  我教會成千上萬人,真的很辛苦
[00:12:08.520 --> 00:12:10.520]  其實有時候我們去想
[00:12:10.520 --> 00:12:12.520]  我們有時候在想
[00:12:12.520 --> 00:12:14.520]  我們這些小教會好像抬不起頭
[00:12:14.520 --> 00:12:16.520]  我們這些小教會像抬不起頭
[00:12:16.520 --> 00:12:18.520]  今天早上聖經告訴我們
[00:12:18.520 --> 00:12:20.520]  今天早上聖經告訴我們
[00:12:20.520 --> 00:12:22.520]  每一個神所設立的地上教會
[00:12:22.520 --> 00:12:24.520]  每一個神所設立的地上教會
[00:12:24.520 --> 00:12:26.520]  祂賦予我們權柄
[00:12:26.520 --> 00:12:28.520]  我們看教會不是人數的多少
[00:12:28.520 --> 00:12:30.520]  我們看教會不是人數的增長
[00:12:30.520 --> 00:12:32.520]  是要看質素的好壞
[00:12:32.520 --> 00:12:34.520]  要看人的素質的好壞
[00:12:34.520 --> 00:12:36.520]  這個是教會的權柄
[00:12:36.520 --> 00:12:38.520]  這是屬於教會的權柄
[00:12:38.520 --> 00:12:40.520]  第二個我想和大家思考
[00:12:40.520 --> 00:12:42.520]  就是國度的胸襟
[00:12:42.520 --> 00:12:44.520]  就是國度的胸襟
[00:12:44.520 --> 00:12:46.520]  什麼是國度的胸襟呢?
[00:12:46.520 --> 00:12:48.520]  什麼是國度的胸襟呢?
[00:12:48.520 --> 00:12:50.520]  國度的胸襟的反義詞
[00:12:50.520 --> 00:12:52.520]  國度的胸襟的反義詞
[00:12:52.520 --> 00:12:54.520]  就是本位主義或山頭主義
[00:12:54.520 --> 00:12:56.520]  國度的胸襟的反義詞是
[00:12:56.520 --> 00:12:58.520]  本位主義或山頭主義
[00:12:58.520 --> 00:13:00.520]  我們是一間浸信會
[00:13:00.520 --> 00:13:02.520]  我們是一間有宗派的教會
[00:13:02.520 --> 00:13:04.520]  我們是一間有宗派的教會
[00:13:04.520 --> 00:13:06.520]  當然我們會尊重浸信會的傳統和歷史
[00:13:06.520 --> 00:13:08.520]  當然我們會尊重浸信會的傳統和歷史
[00:13:08.520 --> 00:13:10.520]  當然我們會尊重浸信會的傳統和歷史
[00:13:10.520 --> 00:13:12.520]  但我們千萬不要以為浸信會是地上唯一的教會
[00:13:12.520 --> 00:13:14.520]  但我們千萬不要以為浸信會是地上唯一的教會
[00:13:14.520 --> 00:13:16.520]  但我們千萬不要以為浸信會是地上唯一的教會
[00:13:16.520 --> 00:13:18.520]  但我們千萬不要以為浸信會是地上唯一的教會
[00:13:18.520 --> 00:13:20.520]  上帝是使用不同的教會
[00:13:20.520 --> 00:13:22.520]  興起不同的教會完成祂的使命
[00:13:22.520 --> 00:13:24.520]  神是興起地上不同的教會去完成祂的使命
[00:13:24.520 --> 00:13:26.520]  神是興起地上不同的教會去完成祂的使命
[00:13:26.520 --> 00:13:28.520]  我們是求同存異彼此的合作
[00:13:28.520 --> 00:13:30.520]  我們是求同存異彼此的合作
[00:13:30.520 --> 00:13:32.520]  我們是求同存異彼此的合作
[00:13:32.520 --> 00:13:34.520]  我們是求同存異彼此的合作
[00:13:34.520 --> 00:13:36.520]  我們是求同存異彼此的合作
[00:13:36.520 --> 00:13:38.520]  我們是求同存異彼此的合作
[00:13:42.520 --> 00:13:44.520]  我們是求同存異彼此的合作
[00:13:44.520 --> 00:13:46.520]  我們是求同存異彼此的合作
[00:13:46.520 --> 00:13:48.520]  我們是求同存異彼此的合作
[00:13:48.520 --> 00:13:50.520]  我們是求同存異彼此的合作
[00:13:50.520 --> 00:13:52.520]  我們是求同存異彼此的合作
[00:13:52.520 --> 00:13:54.520]  我們是求同存異彼此的合作
[00:13:54.520 --> 00:13:56.520]  我們是求同存異彼此的合作
[00:13:56.520 --> 00:13:58.520]  我們是求同存異彼此的合作
[00:13:58.520 --> 00:14:00.520]  我們是求同存異彼此的合作
[00:14:00.520 --> 00:14:02.520]  我們是求同存異彼此的合作
[00:14:02.520 --> 00:14:04.520]  我們是求同存異彼此的合作
[00:14:04.520 --> 00:14:06.520]  我們是求同存異彼此的合作
[00:14:06.520 --> 00:14:08.520]  我們是求同存異彼此的合作
[00:14:08.520 --> 00:14:10.520]  我們是求同存異彼此的合作
[00:14:10.520 --> 00:14:12.520]  我們是求同存異彼此的合作
[00:14:12.520 --> 00:14:14.520]  我們是求同存異彼此的合作
[00:14:14.520 --> 00:14:16.520]  我們是求同存異彼此的合作
[00:14:16.520 --> 00:14:18.520]  我們是求同存異彼此的合作
[00:14:18.520 --> 00:14:20.520]  我們是求同存異彼此的合作
[00:14:20.520 --> 00:14:22.520]  我們是求同存異彼此的合作
[00:14:22.520 --> 00:14:24.520]  我們是求同存異彼此的合作
[00:14:24.520 --> 00:14:26.520]  我們是求同存異彼此的合作
[00:14:26.520 --> 00:14:28.520]  我們是求同存異彼此的合作
[00:14:28.520 --> 00:14:30.520]  我們是求同存異彼此的合作
[00:14:30.520 --> 00:14:32.520]  我們是求同存異彼此的合作
[00:14:32.520 --> 00:14:34.520]  我們是求同存異彼此的合作
[00:14:34.520 --> 00:14:36.520]  我們是求同存異彼此的合作
[00:14:36.520 --> 00:14:38.520]  我們是求同存異彼此的合作
[00:14:38.520 --> 00:14:40.520]  我們是求同存異彼此的合作
[00:14:40.520 --> 00:14:42.520]  我們是求同存異彼此的合作
[00:14:42.520 --> 00:14:44.520]  我們是求同存異彼此的合作
[00:14:44.520 --> 00:14:46.520]  我們是求同存異彼此的合作
[00:14:46.520 --> 00:14:48.520]  我們是求同存異彼此的合作
[00:14:48.520 --> 00:14:50.520]  我們是求同存異彼此的合作
[00:14:50.520 --> 00:14:52.520]  我們是求同存異彼此的合作
[00:14:52.520 --> 00:14:54.520]  我們是求同存異彼此的合作
[00:14:54.520 --> 00:14:56.520]  我們是求同存異彼此的合作
[00:14:56.520 --> 00:14:58.520]  我們是求同存異彼此的合作
[00:14:58.520 --> 00:15:00.520]  我們是求同存異彼此的合作
[00:15:00.520 --> 00:15:02.520]  我們是求同存異彼此的合作
[00:15:02.520 --> 00:15:04.520]  我們是求同存異彼此的合作
[00:15:04.520 --> 00:15:06.520]  我們是求同存異彼此的合作
