
[00:00:00.000 --> 00:00:18.000]  第九章:神的旨意
[00:11:24.000 --> 00:11:26.000]  因為我有阿伯拉罕的血緣,
[00:11:26.000 --> 00:11:28.000]  DNA在這裡,所以
[00:11:28.000 --> 00:11:30.000]  我就比外邦人優越了,
[00:11:30.000 --> 00:11:32.000]  然後其實他就要
[00:11:32.000 --> 00:11:34.000]  第九節就繼續說
[00:11:34.000 --> 00:11:36.000]  這個例子,以實瑪利
[00:11:36.000 --> 00:11:38.000]  和以實這個例子,
[00:11:38.000 --> 00:11:40.000]  到第十節的時候,
[00:11:40.000 --> 00:11:42.000]  保羅就說
[00:11:42.000 --> 00:11:44.000]  第二個例子,
[00:11:44.000 --> 00:11:46.000]  利伯加,利伯加就是
[00:11:46.000 --> 00:11:48.000]  以撒的妻子,
[00:11:48.000 --> 00:11:50.000]  你記住,阿伯拉罕
[00:11:50.000 --> 00:11:52.000]  和沙拉就生了以撒,
[00:11:52.000 --> 00:11:54.000]  於是以撒和利伯加
[00:11:54.000 --> 00:11:56.000]  就生了雅各和
[00:11:56.000 --> 00:11:58.000]  以素,兩個
[00:11:58.000 --> 00:12:00.000]  的例子,
[00:12:00.000 --> 00:12:02.000]  以撒和以實瑪利
[00:12:02.000 --> 00:12:04.000]  是一個例子,然後現在他要提
[00:12:04.000 --> 00:12:06.000]  第二個例子,就是以撒那兩個兒子
[00:12:06.000 --> 00:12:08.000]  以素和雅各,
[00:12:08.000 --> 00:12:10.000]  這個例子
[00:12:10.000 --> 00:12:12.000]  又代表了什麼呢?第十節
[00:12:12.000 --> 00:12:14.000]  不但如此,在利伯加
[00:12:14.000 --> 00:12:16.000]  從一個人,就是
[00:12:16.000 --> 00:12:18.000]  我們的祖宗懷了忍,
[00:12:18.000 --> 00:12:20.000]  因為在阿伯拉罕
[00:12:20.000 --> 00:12:22.000]  那個例子,以撒
[00:12:22.000 --> 00:12:24.000]  和以實瑪利
[00:12:24.000 --> 00:12:26.000]  是兩個不同的母親,
[00:12:26.000 --> 00:12:28.000]  他說這裡就不是了,同一個母親,
[00:12:28.000 --> 00:12:30.000]  都是利伯加生的,
[00:12:30.000 --> 00:12:32.000]  雅各和以素,而且
[00:12:32.000 --> 00:12:34.000]  不但只是同一個母親生,
[00:12:34.000 --> 00:12:36.000]  雙子還會有生下來,
[00:12:36.000 --> 00:12:38.000]  善惡還會有做出來,
[00:12:38.000 --> 00:12:40.000]  只因要顯明神
[00:12:40.000 --> 00:12:42.000]  所揀選人的旨意,
[00:12:42.000 --> 00:12:44.000]  十二節
[00:12:44.000 --> 00:12:46.000]  神就對利伯加說,
[00:12:46.000 --> 00:12:48.000]  將來大的要服事小的,
[00:12:48.000 --> 00:12:50.000]  不但如此,
[00:12:50.000 --> 00:12:52.000]  以素和雅各
[00:12:52.000 --> 00:12:54.000]  是同一個父親,同一個母親,
[00:12:54.000 --> 00:12:56.000]  而且他們還是同時
[00:12:56.000 --> 00:12:58.000]  又生出來的,
[00:12:58.000 --> 00:13:00.000]  他們是媽媽生的,
[00:13:00.000 --> 00:13:02.000]  而且媽媽生出來之後,
[00:13:02.000 --> 00:13:04.000]  神又特意揀那個小的,
[00:13:04.000 --> 00:13:06.000]  你看舊約就知道,
[00:13:06.000 --> 00:13:08.000]  小的指雅各,
[00:13:08.000 --> 00:13:10.000]  大的指以素,
[00:13:10.000 --> 00:13:12.000]  總之,
[00:13:12.000 --> 00:13:14.000]  神的旨意,
[00:13:14.000 --> 00:13:16.000]  總之雅各就是
[00:13:16.000 --> 00:13:18.000]  被揀選的族裔,
[00:13:18.000 --> 00:13:20.000]  以素就不是被揀選的族裔,
[00:13:20.000 --> 00:13:22.000]  以實瑪利,
[00:13:22.000 --> 00:13:24.000]  後來他的後代
[00:13:24.000 --> 00:13:26.000]  就變了今天的所謂阿拉伯人,
[00:13:26.000 --> 00:13:28.000]  巴勒斯坦人,
[00:13:28.000 --> 00:13:30.000]  這些都是以實瑪利的後代,
[00:13:30.000 --> 00:13:32.000]  以素的後代就是
[00:13:32.000 --> 00:13:34.000]  東人,不是猶太人,
[00:13:34.000 --> 00:13:36.000]  以色列人,
[00:13:36.000 --> 00:13:38.000]  唯有雅各的後裔
[00:13:38.000 --> 00:13:40.000]  就變成了以色列人,
[00:13:40.000 --> 00:13:42.000]  保羅這裡強調,
[00:13:42.000 --> 00:13:44.000]  用第二個例子,
[00:13:44.000 --> 00:13:46.000]  第一個例子就強調,
[00:13:46.000 --> 00:13:48.000]  不是所有有血緣的都是被揀選的,
[00:13:48.000 --> 00:13:50.000]  第二個例子就更加
[00:13:50.000 --> 00:13:52.000]  強調神的揀選
[00:13:52.000 --> 00:13:54.000]  是很奧秘的,
[00:13:54.000 --> 00:13:56.000]  同一個父母,
[00:13:56.000 --> 00:13:58.000]  同一個時間生出來,
[00:13:58.000 --> 00:14:00.000]  總之一個被揀選,一個沒有被揀選,
[00:14:00.000 --> 00:14:02.000]  而且揀選的規矩
[00:14:02.000 --> 00:14:04.000]  和當時的文化相反,
[00:14:04.000 --> 00:14:06.000]  當時的文化
[00:14:06.000 --> 00:14:08.000]  和中國人文化一樣,
[00:14:08.000 --> 00:14:10.000]  長子嫡孫應該是拿那份大的,
[00:14:10.000 --> 00:14:12.000]  但是神就總之
[00:14:12.000 --> 00:14:14.000]  揀了一個老二,
[00:14:14.000 --> 00:14:16.000]  不知道為什麼,
[00:14:16.000 --> 00:14:18.000]  說到這裡的時候,
[00:14:18.000 --> 00:14:20.000]  我不知道你有什麼反應,
[00:14:20.000 --> 00:14:22.000]  第一,一些以色列人
[00:14:22.000 --> 00:14:24.000]  可能就會很激氣,
[00:14:24.000 --> 00:14:26.000]  不過好像
[00:14:26.000 --> 00:14:28.000]  因為他強調一件事,
[00:14:28.000 --> 00:14:30.000]  你明白,他是在解構
[00:14:30.000 --> 00:14:32.000]  當時以色列人的說法,
[00:14:32.000 --> 00:14:34.000]  第一個說法是因為他們有血緣,
[00:14:34.000 --> 00:14:36.000]  所以他們比較威風,
[00:14:36.000 --> 00:14:38.000]  第二個說法就是說,
[00:14:38.000 --> 00:14:40.000]  為什麼神揀雅各不要以素呢?
[00:14:40.000 --> 00:14:42.000]  當時有些猶太人,
[00:14:42.000 --> 00:14:44.000]  保羅時候的猶太人的解經
[00:14:44.000 --> 00:14:46.000]  就會說,
[00:14:46.000 --> 00:14:48.000]  因為神預知,
[00:14:48.000 --> 00:14:50.000]  神是永恆這種,
[00:14:50.000 --> 00:14:52.000]  預先見到雅各會做的好行為,
[00:14:52.000 --> 00:14:54.000]  神預先見到
[00:14:54.000 --> 00:14:56.000]  以素會做的壞行為,
[00:14:56.000 --> 00:14:58.000]  包括為了一碗紅豆湯,
[00:14:58.000 --> 00:15:00.000]  放棄長子的名份,
[00:15:00.000 --> 00:15:02.000]  神在永恆中
[00:15:02.000 --> 00:15:04.000]  預先看到,
[00:15:04.000 --> 00:15:06.000]  所以就揀選雅各,
[00:15:06.000 --> 00:15:08.000]  因為他知道雅各是好人,
[00:15:08.000 --> 00:15:10.000]  以素是一個不好人,
[00:15:10.000 --> 00:15:12.000]  保羅在這裡強調,
[00:15:12.000 --> 00:15:14.000]  這種猶太人的想法是錯的,
[00:15:14.000 --> 00:15:16.000]  神揀選一個,
[00:15:16.000 --> 00:15:18.000]  不揀選第二個,
