
[00:00:00.000 --> 00:00:01.420]  各位大家好,早安
[00:02:13.960 --> 00:02:16.400]  我們要再想清楚我們的心
[00:02:16.400 --> 00:02:20.560]  如何才能得到上帝的喜悅呢?
[00:02:20.560 --> 00:02:23.480]  在今天我們再看撒姆爾記第十七章的時候
[00:02:23.480 --> 00:02:25.160]  我也想給大家看看
[00:02:25.160 --> 00:02:27.720]  其實整個撒姆爾記上下
[00:02:27.720 --> 00:02:31.600]  原本在希伯來是同一本書
[00:02:31.600 --> 00:02:35.160]  當中記載了三個他做的人物
[00:02:35.160 --> 00:02:39.160]  包括撒姆爾、訴羅和大衛
[00:02:39.160 --> 00:02:40.920]  特別我們看訴羅
[00:02:40.920 --> 00:02:44.000]  我們看到從撒姆爾記上第十章
[00:02:44.000 --> 00:02:47.080]  撒姆爾被高立成為王的時候
[00:02:47.080 --> 00:02:48.800]  到第十五章被臣嫌棄
[00:02:48.800 --> 00:02:50.280]  為什麼被臣嫌棄呢?
[00:02:50.280 --> 00:02:52.240]  在十五章二十八節說
[00:02:52.240 --> 00:02:53.520]  撒姆爾對訴羅說
[00:02:53.520 --> 00:02:56.280]  「今日耶和華使以色列國與你斷絕
[00:02:56.280 --> 00:02:59.720]  把這國賜給另一個比你更好的人」
[00:02:59.720 --> 00:03:01.200]  從這裡開始第二十六章
[00:03:01.200 --> 00:03:03.080]  我們看到大衛被高立
[00:03:03.080 --> 00:03:04.360]  很明顯
[00:03:04.360 --> 00:03:08.480]  上帝揀選了大衛代替訴羅
[00:03:08.480 --> 00:03:14.560]  去接續代表他去帶領以色列整個國家
[00:03:14.560 --> 00:03:16.080]  但很奇妙
[00:03:16.080 --> 00:03:17.680]  當你去到第二十六章的時候
[00:03:17.680 --> 00:03:20.920]  你看到我上次也在兩個月前說
[00:03:20.920 --> 00:03:24.040]  大衛已經被撒姆爾高立了
[00:03:24.040 --> 00:03:26.480]  那他什麼時候成為王呢?
[00:03:26.480 --> 00:03:27.440]  訴羅當上皇帝
[00:03:27.440 --> 00:03:29.240]  為什麼無緣無故把王位交給
[00:03:29.240 --> 00:03:33.400]  和他無緣無故不是子孫的大衛呢?
[00:03:33.400 --> 00:03:35.280]  大衛什麼時候登基呢?
[00:03:35.280 --> 00:03:37.520]  等等很多弔詭的問題
[00:03:37.520 --> 00:03:39.200]  但其實當我們回到經文的時候
[00:03:39.200 --> 00:03:40.200]  我們發覺
[00:03:40.200 --> 00:03:43.040]  原來在整個第十六章之後
[00:03:43.040 --> 00:03:43.800]  第十七章
[00:03:43.800 --> 00:03:46.480]  特別是第十七章今天要說的經文當中
[00:03:46.480 --> 00:03:50.640]  我們很容易將焦點放在哥利亞
[00:03:50.640 --> 00:03:53.800]  焦點放在大衛如何以小勝大
[00:03:53.800 --> 00:03:55.880]  一顆小石竟然打敗了一個巨人
[00:03:55.880 --> 00:03:59.400]  充滿著盔甲的巨人哥利亞當中
[00:03:59.400 --> 00:04:02.760]  但其實這不是今天經文的重點
[00:04:02.760 --> 00:04:06.040]  也不是撒姆爾的作者想大家留意的重點
[00:04:06.040 --> 00:04:09.640]  而撒姆爾想大家留意的就是
[00:04:09.640 --> 00:04:12.160]  在第十七章開始我們看到
[00:04:12.160 --> 00:04:19.000]  大衛和訴羅之間的差距越來越明顯
[00:04:19.000 --> 00:04:21.920]  哥利亞只是一個配角 是一個陪襯品
[00:04:21.920 --> 00:04:25.080]  我們看到大衛成為王的特質越來越明顯
[00:04:25.080 --> 00:04:30.760]  而訴羅王也揭示了他是一個失職、失責的王
[00:04:30.760 --> 00:04:32.640]  回到現實
[00:04:32.640 --> 00:04:33.440]  在今天
[00:04:33.440 --> 00:04:35.560]  可能你的焦點不是在聖經裡面
[00:04:35.560 --> 00:04:38.160]  我很希望大家將焦點放在神話當中
[00:04:38.160 --> 00:04:40.400]  而可能你會將焦點放在這顆東西裡面
[00:04:40.400 --> 00:04:45.040]  一顆微小到病菌、病毒都看不到
[00:04:45.040 --> 00:04:49.120]  但卻好像巨人哥利亞一樣影響了全世界
[00:04:49.120 --> 00:04:51.000]  被譽為在第二次世界大戰之後
[00:04:51.000 --> 00:04:54.200]  全世界面對一個最大的敵人
[00:04:54.200 --> 00:04:56.360]  超過一百萬人已經被感染
[00:04:56.360 --> 00:05:00.600]  也超過五萬人因為這個病毒而致死
[00:05:00.600 --> 00:05:04.440]  但我希望今天的訊息正正提醒我們
[00:05:04.440 --> 00:05:09.960]  我們不是將焦點放在微小的哥利亞
[00:05:09.960 --> 00:05:12.520]  這個COVID-19的病毒裡面
[00:05:12.520 --> 00:05:16.160]  而是我們看到《撒慕爾記》裡面所記載的
[00:05:16.160 --> 00:05:18.800]  訴羅和大衛
[00:05:18.800 --> 00:05:24.280]  兩個人以積烈的僕人領袖的特質的交替
[00:05:24.280 --> 00:05:28.320]  讓我們重新將焦點放在正確的方向上
[00:05:28.320 --> 00:05:31.560]  讓我們再為今天的訊息同心討告
[00:05:31.560 --> 00:05:32.560]  全能全知的主
[00:05:32.560 --> 00:05:35.080]  求上帝你的靈帶領我們
[00:05:35.080 --> 00:05:39.400]  讓我們今天無論在哪裡
[00:05:39.400 --> 00:05:42.040]  我們在聆聽神的話語的時候
[00:05:42.040 --> 00:05:44.320]  求聖靈打開我們的心
[00:05:44.320 --> 00:05:46.880]  讓我們的耳朵能夠聽得明
[00:05:46.880 --> 00:05:50.360]  我們的腦袋能夠想得明
[00:05:50.360 --> 00:05:52.280]  我們的心能夠收得到
[00:05:52.280 --> 00:05:54.360]  上帝給我們的話語
[00:05:54.360 --> 00:05:56.480]  讓我也成為你流通的管子
[00:05:56.480 --> 00:05:58.440]  以至藉著僕人的口
[00:05:58.440 --> 00:06:02.640]  能夠將《撒慕爾記》當中重要的訊息
[00:06:02.640 --> 00:06:05.160]  今日我們的應用
[00:06:05.160 --> 00:06:07.240]  放在第一次世界大戰的心裡面
[00:06:07.240 --> 00:06:09.200]  求上帝你的靈掌管
[00:06:09.200 --> 00:06:11.040]  今天整堂的宣講
[00:06:11.040 --> 00:06:12.840]  你都與我們眾人同在
[00:06:12.840 --> 00:06:14.160]  無論我們在哪裡
[00:06:14.160 --> 00:06:15.560]  我們都同感一靈
[00:06:15.560 --> 00:06:16.760]  同心敬拜
[00:06:16.760 --> 00:06:18.080]  奉耶穌基督名求
[00:06:18.080 --> 00:06:20.560]  阿們
[00:06:20.560 --> 00:06:25.760]  首先我們去看一看這位目光失焦的僕人
[00:06:25.760 --> 00:06:27.240]  衰落是誰呢?
[00:06:27.240 --> 00:06:30.120]  很明顯就是素羅
[00:06:30.120 --> 00:06:34.160]  我們看回素羅
[00:06:34.160 --> 00:06:36.080]  為何失職失責呢?
[00:06:36.080 --> 00:06:39.200]  其實剛才多謝黃志堅傳道
[00:06:39.200 --> 00:06:42.960]  幫我們讀了《撒慕爾記》上十七章的一部分
[00:06:42.960 --> 00:06:44.720]  但是我們不能整個十七章都讀完
[00:06:44.720 --> 00:06:46.080]  因為很長
[00:06:46.080 --> 00:06:47.480]  簡單交代一下背景
[00:06:47.480 --> 00:06:49.240]  由一至十六節
[00:06:49.240 --> 00:06:50.520]  十七章一至十六節
[00:06:50.520 --> 00:06:53.640]  正正是當時以色列軍和菲利士軍
[00:06:53.640 --> 00:06:55.800]  兩軍對壘在兩個山形當中
[00:06:55.800 --> 00:06:58.000]  中間有個爾拉谷
[00:06:58.000 --> 00:06:59.200]  兩隊對打的時候
[00:06:59.200 --> 00:07:01.320]  竟然有一個菲利士人
[00:07:01.320 --> 00:07:02.560]  叫哥利亞
[00:07:02.560 --> 00:07:04.800]  他身高九尺以上
[00:07:04.800 --> 00:07:08.000]  穿著很厲害的盔甲走出來
[00:07:08.000 --> 00:07:09.280]  罵戰
[00:07:09.280 --> 00:07:09.920]  單挑
[00:07:09.920 --> 00:07:13.720]  說誰能夠打贏我
[00:07:13.720 --> 00:07:15.400]  或者誰和我對打
[00:07:15.400 --> 00:07:16.800]  贏了的就贏了
[00:07:16.800 --> 00:07:20.720]  輸了的就要以後都要服侍贏了的那一方
[00:07:20.720 --> 00:07:21.760]  這個賭多大
[00:07:21.760 --> 00:07:25.440]  整個國家民族的賭注放上去
[00:07:25.440 --> 00:07:30.800]  誰有資格和這個菲利士人哥利亞對打呢?
[00:07:30.800 --> 00:07:33.480]  我們看回《撒慕爾記》上百章二十節
[00:07:33.480 --> 00:07:35.640]  為何以色列人要選黃呢?
[00:07:35.640 --> 00:07:38.280]  原來黃有個責任就是王治我們
[00:07:38.280 --> 00:07:39.280]  率領我們
[00:07:39.280 --> 00:07:41.080]  為我們爭戰
[00:07:41.080 --> 00:07:43.240]  所以當時最有資格出來
[00:07:43.240 --> 00:07:44.960]  代表以色列人打
[00:07:44.960 --> 00:07:46.200]  大哥利亞是誰?
[00:07:46.200 --> 00:07:47.840]  就是蘇羅王
[00:07:47.840 --> 00:07:49.960]  因為他成為以色列王
[00:07:49.960 --> 00:07:52.440]  他就要帶領以色列人去爭戰
[00:07:52.440 --> 00:07:56.440]  這個就是他的使命
[00:07:56.440 --> 00:07:57.480]  還有呢
[00:07:57.480 --> 00:07:59.000]  如果你留意
[00:07:59.000 --> 00:08:02.120]  在《撒慕爾記》上九章二十二節和十章二十三節
[00:08:02.120 --> 00:08:03.920]  都強調一點
[00:08:03.920 --> 00:08:05.520]  就是蘇羅的身形是怎樣的
[00:08:05.520 --> 00:08:07.320]  他比眾人高出頭
[00:08:07.320 --> 00:08:11.480]  所以其實蘇羅本身就好像以色列人當中的哥利亞一樣
[00:08:11.480 --> 00:08:12.480]  他是高人一等的
[00:08:12.480 --> 00:08:13.920]  我是說他的身形
[00:08:13.920 --> 00:08:18.560]  所以他很有責任和理所當然地
[00:08:18.560 --> 00:08:21.640]  應該代表以色列人出去迎戰哥利亞
[00:08:21.640 --> 00:08:23.400]  但是他推卸了責任
[00:08:23.400 --> 00:08:25.040]  而且他表現如何呢?
[00:08:25.040 --> 00:08:28.000]  在第十一節和第二十四節我們看到
[00:08:28.000 --> 00:08:31.240]  蘇羅和以色列眾人聽見菲利士人的說話
[00:08:31.240 --> 00:08:33.360]  驚惶非常害怕
[00:08:33.360 --> 00:08:36.520]  我們看到蘇羅和以色列人一樣
[00:08:36.520 --> 00:08:40.200]  都是很無能、很懦弱、很害怕
[00:08:40.200 --> 00:08:42.160]  在對方面前逃跑
[00:08:42.160 --> 00:08:44.640]  而且這個局面已經是四十天了
[00:08:44.640 --> 00:08:46.120]  由第十六節開始說
[00:08:46.120 --> 00:08:48.200]  菲利士人早晚都出來斬雀
[00:08:48.200 --> 00:08:49.800]  共四十天
[00:08:49.800 --> 00:08:51.080]  這個已而不缺
[00:08:51.080 --> 00:08:53.480]  四十天是更長的時間
[00:08:53.480 --> 00:08:55.080]  就像今天的疫情
[00:08:55.080 --> 00:08:56.440]  不止四十天
[00:08:56.440 --> 00:08:58.920]  但是它的傳播速度越來越快
[00:08:58.920 --> 00:09:02.960]  很多國家的領袖都不能果斷地應變
[00:09:02.960 --> 00:09:06.440]  拖拖拉拉、猶豫不決
[00:09:06.440 --> 00:09:11.080]  這個疫情由中國傳到世界各地
[00:09:11.080 --> 00:09:15.120]  歐洲、亞洲、其實歐洲、美國應該一早就知道這個疫情
[00:09:15.120 --> 00:09:16.960]  但是他們沒有及時做好準備
[00:09:16.960 --> 00:09:18.000]  沒有做好防疫措施
[00:09:18.000 --> 00:09:19.640]  沒有好好應對
[00:09:19.640 --> 00:09:23.120]  而且今天在歐洲和美國一個大爆發
[00:09:23.120 --> 00:09:25.320]  去到一個不可收拾的地步
[00:09:25.320 --> 00:09:27.000]  拖了這麼長的日子
[00:09:27.000 --> 00:09:28.480]  所以領袖不可以猶豫不決
[00:09:28.480 --> 00:09:30.920]  一定要果斷
[00:09:30.920 --> 00:09:34.320]  當時訴羅的倚靠是什麼呢?
[00:09:34.320 --> 00:09:38.240]  訴羅倚靠的不是倚靠上帝
[00:09:38.240 --> 00:09:39.760]  他沒有祈禱
[00:09:39.760 --> 00:09:42.120]  他沒有求問先知
[00:09:42.120 --> 00:09:46.480]  他們的軍隊當中也沒有人敢應戰
[00:09:46.480 --> 00:09:48.520]  他連自己都不敢
[00:09:48.520 --> 00:09:50.840]  他唯一倚靠的就是自己所擁有的東西
[00:09:50.840 --> 00:09:51.960]  他擁有什麼呢?
[00:09:51.960 --> 00:09:53.800]  他擁有很多錢
[00:09:53.800 --> 00:09:55.640]  所以就重金禮聘
[00:09:55.640 --> 00:09:58.600]  一定有勇戰的戰士出來
[00:09:58.600 --> 00:10:02.280]  他願意給他很多的金銀珠寶
[00:10:02.280 --> 00:10:04.240]  甚至將自己的女兒也嫁給他
[00:10:04.240 --> 00:10:08.120]  甚至他終身的家庭也不需要納糧
[00:10:08.120 --> 00:10:10.200]  能夠免做勞役等等
[00:10:10.200 --> 00:10:13.080]  這些重金禮聘有沒有人肯做呢?
[00:10:13.080 --> 00:10:15.760]  當大衛肯願意做的時候
[00:10:15.760 --> 00:10:18.720]  訴羅就將他的盔甲都借給大衛
[00:10:18.720 --> 00:10:20.640]  所以很想知道訴羅他倚靠的是什麼呢?
[00:10:20.640 --> 00:10:22.000]  倚靠他的財富地位
[00:10:22.000 --> 00:10:25.800]  倚靠他自己擁有的盔甲力量
[00:10:25.800 --> 00:10:28.760]  但其實這些盔甲只會左手左腳
[00:10:28.760 --> 00:10:33.920]  不能真正幫助他們打敗哥尼亞
[00:10:33.920 --> 00:10:35.760]  還有兩段經文提醒我們
[00:10:35.760 --> 00:10:38.960]  看到這個衰落的僕人為什麼會失焦
[00:10:38.960 --> 00:10:44.280]  第一段經文在撒姆爾記上的第十三章
[00:10:44.280 --> 00:10:45.680]  十三和十四節
[00:10:45.680 --> 00:10:47.360]  我讀給大家聽
[00:10:47.360 --> 00:10:49.720]  撒姆爾對訴羅說
[00:10:49.720 --> 00:10:51.560]  你做了糊塗事了
[00:10:51.560 --> 00:10:55.880]  沒有遵守耶和華神所吩咐你的命令
[00:10:55.880 --> 00:10:58.880]  不然耶和華會在以色列中
[00:10:58.880 --> 00:11:01.520]  建立你的國度直到永遠
[00:11:01.520 --> 00:11:03.800]  現在你的國度必不長久
[00:11:03.800 --> 00:11:07.680]  耶和華已經尋找一個合他心意的人
[00:11:07.680 --> 00:11:10.400]  立他百姓的君王
[00:11:10.400 --> 00:11:14.000]  因為你沒有遵守耶和華所吩咐你的
[00:11:14.000 --> 00:11:15.400]  是什麼一回事呢?
[00:11:15.400 --> 00:11:19.640]  原來當時訴羅也是要準備打仗
[00:11:19.640 --> 00:11:22.720]  他要獻祭的時候應該等撒姆爾
[00:11:22.720 --> 00:11:25.200]  作為當時的祭司去獻祭
[00:11:25.200 --> 00:11:26.760]  但是他沒有等撒姆爾來
[00:11:26.760 --> 00:11:28.840]  他自己私下獻祭
[00:11:28.840 --> 00:11:32.720]  沒有遵守耶和華上帝的吩咐
[00:11:32.720 --> 00:11:35.360]  這就是撒姆爾告訴訴羅
[00:11:35.360 --> 00:11:39.160]  你錯誤的地方
[00:11:39.160 --> 00:11:42.320]  我們看到訴羅王很心急
[00:11:42.320 --> 00:11:43.800]  沒有等候神
[00:11:43.800 --> 00:11:45.000]  沒有耐性
[00:11:45.000 --> 00:11:47.680]  憑血氣行事私下獻祭
[00:11:47.680 --> 00:11:49.520]  違反了神的誡命
[00:11:49.520 --> 00:11:52.320]  這是訴羅的致命傷
[00:11:52.320 --> 00:11:55.200]  一個衰落的失焦的主要原因
[00:11:55.200 --> 00:11:57.840]  第二個也是最嚴重的
[00:11:57.840 --> 00:12:01.800]  就是在第十五章裡面所記載
[00:12:01.800 --> 00:12:05.200]  當時訴羅王也奉命
[00:12:05.200 --> 00:12:08.880]  奉神的命要滅絕阿瑪利人
[00:12:08.880 --> 00:12:12.640]  將阿瑪利人的所有人和所有財產都要滅絕
[00:12:12.640 --> 00:12:16.120]  因為上帝要懲罰這個民族
[00:12:16.120 --> 00:12:19.920]  的確訴羅真的打成仗
[00:12:19.920 --> 00:12:27.160]  但是訴羅私下留下了一些好的牛、羊、物品
[00:12:27.160 --> 00:12:28.200]  保留著
[00:12:28.200 --> 00:12:30.320]  沒有完全的殺戮
[00:12:30.320 --> 00:12:34.280]  所以在22、23節撒姆爾這樣說
[00:12:34.280 --> 00:12:38.400]  「耶和華喜愛凡祭和祭物
[00:12:38.400 --> 00:12:41.000]  豈如喜愛人聽從他的話
[00:12:41.000 --> 00:12:43.880]  看,聽命聖於獻祭
[00:12:43.880 --> 00:12:46.400]  順從聖於公羊的自由
[00:12:46.400 --> 00:12:48.840]  活逆與占卜的罪相等
[00:12:48.840 --> 00:12:51.560]  還僅與拜偶像的罪業相同
[00:12:51.560 --> 00:12:54.080]  因為你厭棄耶和華的命令
[00:12:54.080 --> 00:12:58.280]  耶和華也厭棄你作王」
[00:12:58.280 --> 00:13:01.600]  訴羅雖然打敗了阿瑪利人
[00:13:01.600 --> 00:13:03.880]  但是他沒有遵照上帝的吩咐
[00:13:03.880 --> 00:13:07.200]  完全去殲滅阿瑪利人和當中的財產
[00:13:07.200 --> 00:13:09.280]  他私下沒有留一部分
[00:13:09.280 --> 00:13:10.520]  他還要將責任推卸
[00:13:10.520 --> 00:13:11.640]  是百姓叫我做的
[00:13:11.640 --> 00:13:13.920]  不是我想的 是百姓想做的
[00:13:13.920 --> 00:13:16.680]  完全沒有真心認罪悔改
[00:13:16.680 --> 00:13:18.080]  甚至說謊
[00:13:18.080 --> 00:13:19.720]  不認自己有錯
[00:13:19.720 --> 00:13:25.200]  這就是訴羅被上帝厭棄、棄絕的原因
[00:13:25.200 --> 00:13:28.240]  做一個簡單的小結
[00:13:28.240 --> 00:13:32.960]  我們看到從剛才十三章、十五章
[00:13:32.960 --> 00:13:35.480]  和剛剛的第十七章看到
[00:13:35.480 --> 00:13:37.520]  訴羅的懦弱、膽怯
[00:13:37.520 --> 00:13:39.400]  他怕輸、怕死
[00:13:39.400 --> 00:13:42.600]  他失職、失責、卸駁、拖延
[00:13:42.600 --> 00:13:44.320]  沒有盡上和的責任
[00:13:44.320 --> 00:13:46.640]  帶領以色列人民出戰
[00:13:46.640 --> 00:13:48.280]  他靠物質、靠自己
[00:13:48.280 --> 00:13:49.600]  不靠神
[00:13:49.600 --> 00:13:51.320]  甚至靠自己的重金禮聘
[00:13:51.320 --> 00:13:53.240]  或者靠自己的盔甲
[00:13:53.240 --> 00:13:55.320]  他不聽命、不順從
[00:13:55.320 --> 00:13:57.760]  沒有遵行上帝的命令
[00:13:57.760 --> 00:14:06.440]  而且他是一個還緊、活逆、雪荒、推卸的王
[00:14:06.440 --> 00:14:08.320]  為什麼訴羅會失焦呢?
[00:14:08.320 --> 00:14:09.880]  為什麼訴羅會衰落呢?
[00:14:09.880 --> 00:14:11.200]  除了這是他的軟弱之外
[00:14:11.200 --> 00:14:14.560]  你會看到他在三個迷失當中
[00:14:14.560 --> 00:14:16.800]  他被權力迷失了
[00:14:16.800 --> 00:14:19.200]  當人擁有越大的權力
[00:14:19.200 --> 00:14:20.640]  本來訴羅很謙卑的
[00:14:20.640 --> 00:14:22.920]  當他成為了王的時候
[00:14:22.920 --> 00:14:25.320]  他的心就變質了
[00:14:25.320 --> 00:14:28.120]  漸漸地從一個謙卑的
[00:14:28.120 --> 00:14:30.160]  跟隨神吩咐的
[00:14:30.160 --> 00:14:32.480]  到變成自己拿主意、自己決定
[00:14:32.480 --> 00:14:35.040]  不聽撒姆爾、不求問神
[00:14:35.040 --> 00:14:36.760]  不依靠神
[00:14:36.760 --> 00:14:38.040]  當神無道
[00:14:38.040 --> 00:14:40.000]  這是他在權力當中的迷失
[00:14:40.000 --> 00:14:42.640]  第二個迷失的就是
[00:14:42.640 --> 00:14:44.360]  好像今天的題目那樣說
[00:14:44.360 --> 00:14:45.360]  反過來
[00:14:45.360 --> 00:14:47.400]  他看重自己
[00:14:47.400 --> 00:14:48.800]  不看重神
[00:14:48.800 --> 00:14:50.560]  看重自己多於上帝
[00:14:50.560 --> 00:14:51.800]  失焦
[00:14:51.800 --> 00:14:52.320]  為什麼呢?
[00:14:52.320 --> 00:14:55.920]  因為他越多財富就越怕失去
[00:14:55.920 --> 00:14:58.400]  他越高位就越怕轉變
[00:14:58.400 --> 00:14:59.400]  他越看重自己
[00:14:59.400 --> 00:15:01.080]  目光就越狹窄
[00:15:01.080 --> 00:15:03.440]  所以他迷失了在自我當中
[00:15:03.440 --> 00:15:05.640]  其實訴羅也有很多焦慮
[00:15:05.640 --> 00:15:07.760]  他就在這個焦慮裡面
[00:15:07.760 --> 00:15:09.440]  在尋求自我自主
[00:15:09.440 --> 00:15:14.720]  和聽從上帝的張力當中迷失了
[00:15:14.720 --> 00:15:17.720]  所以訴羅的失焦就是因為他看重自己
[00:15:17.720 --> 00:15:20.080]  多於看重神
[00:15:20.080 --> 00:15:25.360]  這就是訴羅衰落的原因
[00:15:25.360 --> 00:15:26.960]  有一段經文大家很熟悉的
[00:15:26.960 --> 00:15:27.720]  不需要讀的
[00:15:27.720 --> 00:15:30.000]  一看這幅圖畫就知道是什麼
[00:15:30.000 --> 00:15:33.560]  就是耶穌在水面上行走
[00:15:33.560 --> 00:15:35.800]  當一群門徒看到的時候
[00:15:35.800 --> 00:15:36.560]  本來很害怕的
[00:15:36.560 --> 00:15:38.280]  但是認出耶穌 彼得就說
[00:15:38.280 --> 00:15:39.840]  我可不可以像耶穌那樣
[00:15:39.840 --> 00:15:41.120]  在水面上行走呢?
[00:15:41.120 --> 00:15:45.240]  記載《瑪利福音》第十四章28-31節
[00:15:45.240 --> 00:15:47.840]  很厲害啊
[00:15:47.840 --> 00:15:50.120]  彼得真的可以在水面上行走
[00:15:50.120 --> 00:15:51.480]  當他在走幾步的時候
[00:15:51.480 --> 00:15:53.320]  突然在第30節說
[00:15:53.320 --> 00:15:55.400]  只因見風很強
[00:15:55.400 --> 00:15:56.680]  害怕起來
[00:15:56.680 --> 00:15:57.600]  將要沉下去
[00:15:57.600 --> 00:15:58.480]  就哭著說
[00:15:58.480 --> 00:15:59.600]  主啊 救我
[00:15:59.600 --> 00:16:01.960]  耶穌就伸手拉著他
[00:16:01.960 --> 00:16:03.360]  你這小信的人
[00:16:03.360 --> 00:16:06.320]  為什麼疑惑呢?
[00:16:06.320 --> 00:16:08.520]  這段經文或這幅圖畫
[00:16:08.520 --> 00:16:13.520]  提醒了我們什麼呢?
[00:16:13.520 --> 00:16:14.840]  提醒了我們
[00:16:14.840 --> 00:16:18.160]  要將我們的焦點對準耶穌
[00:16:18.160 --> 00:16:19.360]  耶穌會幫助我們
[00:16:19.360 --> 00:16:21.000]  帶領我們經過
[00:16:21.000 --> 00:16:22.840]  如果你不將你的焦點對準耶穌
[00:16:22.840 --> 00:16:24.480]  當你看到旁邊的風浪
[00:16:24.480 --> 00:16:27.640]  可能就是你面對著工作的艱難
[00:16:27.640 --> 00:16:29.280]  面對著家庭的困惑
[00:16:29.280 --> 00:16:30.440]  面對著疾病
[00:16:30.440 --> 00:16:32.440]  面對著今天的新冠肺炎
[00:16:32.440 --> 00:16:35.200]  面對著很多很多的難題的時候
[00:16:35.200 --> 00:16:36.400]  你失去了焦點
[00:16:36.400 --> 00:16:37.440]  沒有對準神
[00:16:37.440 --> 00:16:40.760]  你就會沉下去
[00:16:40.760 --> 00:16:43.640]  所以我們要對準我們的心
[00:16:43.640 --> 00:16:44.680]  去倚靠神
[00:16:44.680 --> 00:16:47.040]  將我們的目光對準上帝
[00:16:47.040 --> 00:16:48.640]  不要看重自己
[00:16:48.640 --> 00:16:51.120]  我們不要倚靠自己所有的
[00:16:51.120 --> 00:16:54.200]  我們不可以不將神放在心裡
[00:16:54.200 --> 00:16:56.960]  我們將神放在心裡最高的位置
[00:16:56.960 --> 00:16:59.200]  有時候我們會被眼前的環境
[00:16:59.200 --> 00:17:01.680]  影響了我們的視線
[00:17:01.680 --> 00:17:03.000]  看不到神的大能
[00:17:03.000 --> 00:17:04.280]  只看到困難
[00:17:04.280 --> 00:17:06.480]  這就是我們失焦的原因
[00:17:06.480 --> 00:17:09.120]  所以我預備了一個反思問題給大家
[00:17:09.120 --> 00:17:12.880]  今天有什麼事情會令你失焦呢?
[00:17:12.880 --> 00:17:15.600]  有什麼事情會令你不看重神呢?
[00:17:15.600 --> 00:17:18.080]  反而會看重其他事情呢?
[00:17:18.080 --> 00:17:21.080]  求聖賢、求神的話語幫助我們
[00:17:21.080 --> 00:17:23.960]  讓我們將我們的重新焦點
[00:17:23.960 --> 00:17:26.480]  放在上帝的大能當中
[00:17:26.480 --> 00:17:28.640]  這就是在第一點
