
[00:00:00.000 --> 00:00:02.000]  我有一個簡單的祈禱
[00:02:52.000 --> 00:02:54.000]  好像很有動感
[00:02:54.000 --> 00:02:56.000]  到最後
[00:02:56.000 --> 00:02:57.000]  我所有的視線
[00:02:57.000 --> 00:03:01.000]  集中在父子相擁
[00:03:01.000 --> 00:03:03.000]  讓人感受到那一刻
[00:03:03.000 --> 00:03:06.000]  即是瞬間那份激情
[00:03:06.000 --> 00:03:07.000]  這就是林布蘭特
[00:03:07.000 --> 00:03:13.000]  第一幅有關浪子回頭的作品
[00:03:13.000 --> 00:03:14.000]  好
[00:03:14.000 --> 00:03:16.000]  大概在幾年之後
[00:03:16.000 --> 00:03:18.000]  一六三四年的時間
[00:03:18.000 --> 00:03:19.000]  林布蘭特
[00:03:19.000 --> 00:03:21.000]  他娶了一個富商
[00:03:21.000 --> 00:03:23.000]  這個女兒
[00:03:23.000 --> 00:03:26.000]  叫做薩基斯亞·優倫堡
[00:03:26.000 --> 00:03:28.000]  這位美女的女士
[00:03:28.000 --> 00:03:31.000]  不單止給林布蘭特
[00:03:31.000 --> 00:03:33.000]  有一個愛情
[00:03:33.000 --> 00:03:35.000]  他們彼此相愛
[00:03:35.000 --> 00:03:37.000]  更加為這位畫家
[00:03:37.000 --> 00:03:41.000]  帶來了巨額的遺產
[00:03:41.000 --> 00:03:42.000]  厲害了
[00:03:42.000 --> 00:03:44.000]  這段時間
[00:03:44.000 --> 00:03:47.000]  林布蘭特春風得意
[00:03:47.000 --> 00:03:48.000]  所以在這幅畫裡面
[00:03:48.000 --> 00:03:52.000]  看到他和新婚的太太在一起
[00:03:52.000 --> 00:03:53.000]  你看到
[00:03:53.000 --> 00:03:56.000]  可能你看到也不一定
[00:03:56.000 --> 00:03:58.000]  因為太遠了
[00:03:58.000 --> 00:04:02.000]  牆上有很多美酒佳餚
[00:04:02.000 --> 00:04:04.000]  然後林布蘭特
[00:04:04.000 --> 00:04:06.000]  他烈咀而笑
[00:04:06.000 --> 00:04:10.000]  一手抱著自己新婚的太太
[00:04:10.000 --> 00:04:12.000]  頭頂著頭
[00:04:12.000 --> 00:04:15.000]  高舉杯
[00:04:15.000 --> 00:04:17.000]  在過程當中
[00:04:17.000 --> 00:04:19.000]  回頭浪子
[00:04:19.000 --> 00:04:23.000]  有些略帶幽默的自娛或者自得
[00:04:23.000 --> 00:04:26.000]  他覺得自己的努力有所成果
[00:04:26.000 --> 00:04:28.000]  有收穫了
[00:04:28.000 --> 00:04:31.000]  他在感情上得到滿足了
[00:04:31.000 --> 00:04:35.000]  在回頭舉杯這個動作裡面
[00:04:35.000 --> 00:04:36.000]  我留意看這段時間
[00:04:36.000 --> 00:04:39.000]  他好像在向大家
[00:04:39.000 --> 00:04:42.000]  去顯露自己那種幸福
[00:04:42.000 --> 00:04:44.000]  你看多幸福
[00:04:44.000 --> 00:04:47.000]  這是一個值得自豪的人生
[00:04:47.000 --> 00:04:49.000]  這段時間林布蘭特
[00:04:49.000 --> 00:04:52.000]  可以說是集中了浪子
[00:04:52.000 --> 00:04:54.000]  所有特點於一身
[00:04:54.000 --> 00:04:55.000]  風流
[00:04:55.000 --> 00:04:56.000]  輝煌
[00:04:56.000 --> 00:04:57.000]  驕傲
[00:04:57.000 --> 00:04:58.000]  無禮
[00:04:58.000 --> 00:05:03.000]  自以為是
[00:05:03.000 --> 00:05:04.000]  林布蘭特
[00:05:04.000 --> 00:05:06.000]  其實他生長是一個
[00:05:06.000 --> 00:05:08.000]  相當富裕的家庭
[00:05:08.000 --> 00:05:15.000]  而家庭也給他一個比較寬容寬鬆的宗教氣氛
[00:05:15.000 --> 00:05:18.000]  讓他去自由的發展
[00:05:18.000 --> 00:05:20.000]  感謝主
[00:05:20.000 --> 00:05:22.000]  至少林布蘭特
[00:05:22.000 --> 00:05:24.000]  很喜歡閱讀
[00:05:24.000 --> 00:05:26.000]  很喜歡思考聖經
[00:05:26.000 --> 00:05:30.000]  並且將自己的默想所得
[00:05:30.000 --> 00:05:31.000]  化成了一些藝術作品
[00:05:31.000 --> 00:05:32.000]  一些畫作
[00:05:32.000 --> 00:05:34.000]  一些雕刻
[00:05:34.000 --> 00:05:36.000]  所以我們剛才看到第一幅
[00:05:36.000 --> 00:05:38.000]  是他的第一幅作品
[00:05:38.000 --> 00:05:40.000]  但是當林布蘭特
[00:05:40.000 --> 00:05:43.000]  他開始名成利就
[00:05:43.000 --> 00:05:44.000]  他的婚姻
[00:05:44.000 --> 00:05:46.000]  他的家庭
[00:05:46.000 --> 00:05:47.000]  他的事業
[00:05:47.000 --> 00:05:51.000]  都處於人生高峰的一段時間
[00:05:51.000 --> 00:05:53.000]  很可惜
[00:05:53.000 --> 00:05:55.000]  他又開始
[00:05:55.000 --> 00:06:00.000]  慢慢地去遠離神
[00:06:00.000 --> 00:06:02.000]  他開始
[00:06:02.000 --> 00:06:09.000]  過著一些揮金如土的奢華生活
[00:06:09.000 --> 00:06:10.000]  這個正好
[00:06:10.000 --> 00:06:12.000]  好像聖經當中的
[00:06:12.000 --> 00:06:18.000]  離家浪子的生活的一個寫照
[00:06:18.000 --> 00:06:21.000]  其實你和我
[00:06:21.000 --> 00:06:25.000]  曾經都是浪子
[00:06:25.000 --> 00:06:29.000]  我們曾經都像離家的小兒子一樣
[00:06:29.000 --> 00:06:32.000]  我們都會偏行己路
[00:06:32.000 --> 00:06:34.000]  不知道你同不同意
[00:06:34.000 --> 00:06:37.000]  或者你覺得是不是這樣
[00:06:37.000 --> 00:06:39.000]  我們有時候都會因為
[00:06:39.000 --> 00:06:41.000]  放縱自以為是
[00:06:41.000 --> 00:06:43.000]  我們沒有在主人面前
[00:06:43.000 --> 00:06:46.000]  謙卑去受教
[00:06:46.000 --> 00:06:50.000]  我們都沒有在我們生活的場景當中
[00:06:50.000 --> 00:06:53.000]  不是太認識大家的生活場景
[00:06:53.000 --> 00:06:54.000]  可能是在學校
[00:06:54.000 --> 00:06:55.000]  或者是家庭
[00:06:55.000 --> 00:06:56.000]  或者是職場
[00:06:56.000 --> 00:06:57.000]  或者是教會
[00:06:57.000 --> 00:06:59.000]  我們沒有去盡力的
[00:06:59.000 --> 00:07:00.000]  去毀身
[00:07:00.000 --> 00:07:01.000]  我們聖經所說
[00:07:01.000 --> 00:07:05.000]  要盡心盡性盡義盡力的愛神
[00:07:05.000 --> 00:07:09.000]  又要盡心盡性盡義盡力的愛人
[00:07:09.000 --> 00:07:13.000]  以至向後將榮耀歸給我們天父
[00:07:13.000 --> 00:07:14.000]  我們五逆
[00:07:14.000 --> 00:07:18.000]  不單止叫聖靈為我們擔憂
[00:07:18.000 --> 00:07:22.000]  其實也傷透了我們天父的心
[00:07:22.000 --> 00:07:24.000]  有人這樣說
[00:07:24.000 --> 00:07:26.000]  他說創天造地主
[00:07:26.000 --> 00:07:27.000]  他一無所缺
[00:07:27.000 --> 00:07:29.000]  你們同不同意嗎
[00:07:29.000 --> 00:07:31.000]  他一無所缺
[00:07:31.000 --> 00:07:33.000]  他說他並不需要
[00:07:33.000 --> 00:07:37.000]  也不用我們去為他做些什麼
[00:07:37.000 --> 00:07:40.000]  其實我們唯一可以為他做的
[00:07:40.000 --> 00:07:43.000]  就是為他納旁守腳
[00:07:43.000 --> 00:07:45.000]  帶來了傷痛
[00:07:45.000 --> 00:07:51.000]  有時候我們都是傷透我們天父的心
[00:07:51.000 --> 00:07:54.000]  我說我們都曾經是浪子
[00:07:54.000 --> 00:07:59.000]  我們曾經都像在家的弟子一樣
[00:07:59.000 --> 00:08:04.000]  雖然過著正常的生活
[00:08:04.000 --> 00:08:05.000]  聽聽話話
[00:08:05.000 --> 00:08:08.000]  或者我們都過著正常的教會生活
[00:08:08.000 --> 00:08:10.000]  我們又回來崇拜
[00:08:10.000 --> 00:08:12.000]  我們又參與不同的福善
[00:08:12.000 --> 00:08:15.000]  我們有奉獻等等等等
[00:08:15.000 --> 00:08:18.000]  我們覺得我們都不錯
[00:08:18.000 --> 00:08:22.000]  但是當我們苦心自問的時候
[00:08:22.000 --> 00:08:24.000]  有時候我們卻覺得
[00:08:24.000 --> 00:08:27.000]  我們沒有跟這個慈愛天父
[00:08:27.000 --> 00:08:30.000]  保持一個親密
[00:08:30.000 --> 00:08:34.000]  父子或者父女的關係
[00:08:34.000 --> 00:08:36.000]  大家不需要回答我
[00:08:36.000 --> 00:08:37.000]  如果零到十
[00:08:37.000 --> 00:08:40.000]  零是一同處很疏離的
[00:08:40.000 --> 00:08:42.000]  十一同處很親密的話
[00:08:42.000 --> 00:08:44.000]  你會給自己多少分呢
[00:08:51.000 --> 00:08:56.000]  我說我們都曾經是浪子
[00:08:56.000 --> 00:08:58.000]  有時候我們只滿足於
[00:08:58.000 --> 00:09:03.000]  去完成我們信徒的責任
[00:09:03.000 --> 00:09:05.000]  有時候好像像奴僕
[00:09:05.000 --> 00:09:07.000]  甚至像奴隸一樣
[00:09:07.000 --> 00:09:15.000]  我們不敢不逆我們天父的旨意
[00:09:15.000 --> 00:09:24.000]  但是我們卻沒有從心而發地去愛我們天父
[00:09:24.000 --> 00:09:26.000]  很多時候
[00:09:26.000 --> 00:09:28.000]  我們好像這個大兒子一樣
[00:09:28.000 --> 00:09:31.000]  已經成為了一個在家
[00:09:31.000 --> 00:09:33.000]  不是離家
[00:09:33.000 --> 00:09:38.000]  是在家的浪子
[00:09:38.000 --> 00:09:41.000]  作為麥楊姐姐所說的三個比喻
[00:09:41.000 --> 00:09:43.000]  我都要為自己的愚昧
[00:09:43.000 --> 00:09:46.000]  沒有專心跟隨主義迷失
[00:09:46.000 --> 00:09:49.000]  而負上責任
[00:09:49.000 --> 00:09:51.000]  作為麥楊
[00:09:51.000 --> 00:09:54.000]  我們沒有去在人生的重大
[00:09:54.000 --> 00:09:56.000]  或者重要的決定
[00:09:56.000 --> 00:09:58.000]  或者主要的點當中
[00:09:58.000 --> 00:10:02.000]  我們沒有去尋求主義的面和心意
[00:10:02.000 --> 00:10:05.000]  以致到我們必須為我們迷失
[00:10:05.000 --> 00:10:08.000]  負上代價
[00:10:08.000 --> 00:10:09.000]  作為浪子
[00:10:09.000 --> 00:10:13.000]  我們都沒有無可推諉的責任
[00:10:13.000 --> 00:10:17.000]  我們必須要像回頭的浪子一樣
[00:10:17.000 --> 00:10:23.000]  去請求天父的寬恕
[00:10:23.000 --> 00:10:25.000]  小兒子經常覺得
[00:10:25.000 --> 00:10:28.000]  好像父親的愛不夠
[00:10:28.000 --> 00:10:30.000]  好像父親沒有及時地
[00:10:30.000 --> 00:10:35.000]  將自己應得的去給他
[00:10:35.000 --> 00:10:40.000]  因此即使他明知道會傷透父親的心
[00:10:40.000 --> 00:10:43.000]  你知道父親在世的時候
[00:10:43.000 --> 00:10:46.000]  他要求分身家代表什麼
[00:10:46.000 --> 00:10:48.000]  他就像自己的父親一樣
[00:10:48.000 --> 00:10:50.000]  但是因為這樣的緣故
[00:10:50.000 --> 00:10:53.000]  他仍然主動地去爭取
[00:10:53.000 --> 00:10:56.000]  哪管是傷父親的心
[00:10:56.000 --> 00:11:01.000]  弟子一直以為父親不關心他
[00:11:01.000 --> 00:11:04.000]  不會為他付出什麼
[00:11:04.000 --> 00:11:06.000]  所以當小兒子回來
[00:11:06.000 --> 00:11:09.000]  父親坐在肥牛篤那段時間
[00:11:09.000 --> 00:11:11.000]  在埋怨
[00:11:11.000 --> 00:11:12.000]  其實你看看
[00:11:12.000 --> 00:11:15.000]  小兒子回轉歸來那段時間
[00:11:15.000 --> 00:11:17.000]  父親在門外見他
[00:11:17.000 --> 00:11:21.000]  是父親主動地跑過去擁抱他
[00:11:21.000 --> 00:11:23.000]  大兒子回來
[00:11:23.000 --> 00:11:25.000]  因為有些不好開心
[00:11:25.000 --> 00:11:28.000]  他不肯進去一起歡喜快樂
[00:11:28.000 --> 00:11:29.000]  是怎樣呢
[00:11:29.000 --> 00:11:31.000]  是父親出來
[00:11:31.000 --> 00:11:34.000]  是父親出來和他談
[00:11:34.000 --> 00:11:35.000]  他在埋怨
[00:11:35.000 --> 00:11:38.000]  他說這個小兒子浪費所有資材
[00:11:38.000 --> 00:11:40.000]  你又劏一隻肥牛篤
[00:11:40.000 --> 00:11:42.000]  但是我連一隻小山羊
[00:11:42.000 --> 00:11:45.000]  你都沒有給過我
[00:11:45.000 --> 00:11:47.000]  我一時想一想
[00:11:47.000 --> 00:11:52.000]  如果這個大兒子有一天跟父親說
[00:11:52.000 --> 00:11:53.000]  父親
[00:11:53.000 --> 00:11:56.000]  我想開個生日派對
[00:11:56.000 --> 00:11:58.000]  你可不可以給我一隻小山羊
[00:11:58.000 --> 00:12:02.000]  烤一串羊宴
[00:12:02.000 --> 00:12:06.000]  你猜猜這個父親會不會給呢
[00:12:06.000 --> 00:12:08.000]  聖經沒有說
[00:12:08.000 --> 00:12:10.000]  我們猜而已
[00:12:10.000 --> 00:12:11.000]  但是我覺得
[00:12:11.000 --> 00:12:15.000]  這個父親說我所有的東西都是你的
[00:12:15.000 --> 00:12:16.000]  是不是
[00:12:16.000 --> 00:12:20.000]  我相信你愛一隻小山羊都沒有問題
[00:12:20.000 --> 00:12:23.000]  你愛一隻肥牛篤都沒有問題
[00:12:23.000 --> 00:12:25.000]  不過你的大兒子
[00:12:25.000 --> 00:12:29.000]  他從來沒有向父親去求
[00:12:29.000 --> 00:12:32.000]  他做一個正常的孩子
[00:12:32.000 --> 00:12:34.000]  或者都不是一個孩子
[00:12:34.000 --> 00:12:37.000]  沒有跟這個父親建立一個親密的關係
[00:12:37.000 --> 00:12:39.000]  他做一個奴隸
[00:12:39.000 --> 00:12:41.000]  或者一個奴僕
[00:12:41.000 --> 00:12:43.000]  戰戰兢兢的
[00:12:43.000 --> 00:12:47.000]  很怕得罪這位主人
[00:12:47.000 --> 00:12:50.000]  但這位其實不是主人
[00:12:50.000 --> 00:12:53.000]  這位是你的父親
[00:12:55.000 --> 00:12:57.000]  以往在不同的場合
[00:12:57.000 --> 00:12:58.000]  不同的講道
[00:12:58.000 --> 00:13:00.000]  都分享過我自己成長的一些背景
[00:13:00.000 --> 00:13:01.000]  今天不再說
[00:13:01.000 --> 00:13:04.000]  我記得那段時間
[00:13:04.000 --> 00:13:06.000]  我還要考中學會考
[00:13:06.000 --> 00:13:12.000]  主人有一間不錯的中學去收我
[00:13:12.000 --> 00:13:14.000]  我拿自己的成績單
[00:13:14.000 --> 00:13:16.000]  不過收了之後就跟我說
[00:13:16.000 --> 00:13:17.000]  要安排一次
[00:13:17.000 --> 00:13:19.000]  安排什麼
[00:13:19.000 --> 00:13:21.000]  請你的家長來
[00:13:21.000 --> 00:13:23.000]  現在學校很好
[00:13:23.000 --> 00:13:24.000]  不單照顧學生
[00:13:24.000 --> 00:13:26.000]  希望你見一見家長
[00:13:26.000 --> 00:13:28.000]  當他發出這個
[00:13:28.000 --> 00:13:30.000]  我不知道叫什麼命令
[00:13:30.000 --> 00:13:31.000]  或者指示的時候
[00:13:31.000 --> 00:13:32.000]  我就是對不起
[00:13:32.000 --> 00:13:33.000]  我拿回一張紙
[00:13:33.000 --> 00:13:36.000]  我不來了
[00:13:36.000 --> 00:13:38.000]  我就去找另一間
[00:13:38.000 --> 00:13:42.000]  或者不需要見家長的學校
[00:13:42.000 --> 00:13:44.000]  你看到我就是這樣
[00:13:44.000 --> 00:13:47.000]  我沒有和我爸爸建立一個很親密的關係
[00:13:47.000 --> 00:13:51.000]  我不想煩到這個老爹
[00:13:51.000 --> 00:13:53.000]  我不覺得他會關心我
[00:13:53.000 --> 00:13:55.000]  我不覺得他會為我緣故
[00:13:55.000 --> 00:13:58.000]  去拿時間見見學校
[00:13:58.000 --> 00:13:59.000]  就長話短說
[00:13:59.000 --> 00:14:01.000]  就指我找到另一間學校
[00:14:01.000 --> 00:14:02.000]  不需要見家長的
[00:14:02.000 --> 00:14:04.000]  多好
[00:14:04.000 --> 00:14:05.000]  我就讀了
[00:14:05.000 --> 00:14:07.000]  讀完一年之後
[00:14:07.000 --> 00:14:08.000]  就派死票
[00:14:08.000 --> 00:14:10.000]  好壞不壞
[00:14:10.000 --> 00:14:12.000]  這間學校最先不見家長
[00:14:12.000 --> 00:14:14.000]  一年之後要見家長
[00:14:14.000 --> 00:14:15.000]  派死票
[00:14:15.000 --> 00:14:16.000]  見下家長
[00:14:16.000 --> 00:14:17.000]  聊下天
[00:14:17.000 --> 00:14:18.000]  鼓勵下
[00:14:18.000 --> 00:14:21.000]  因為再過都不夠一年
[00:14:21.000 --> 00:14:23.000]  要考A-Level
[00:14:23.000 --> 00:14:25.000]  當時真是煩
[00:14:25.000 --> 00:14:26.000]  我讀了一年
[00:14:26.000 --> 00:14:28.000]  沒理由走路
[00:14:28.000 --> 00:14:30.000]  我就預了
[00:14:30.000 --> 00:14:31.000]  隨便都說
[00:14:31.000 --> 00:14:33.000]  早上他不會來
[00:14:33.000 --> 00:14:34.000]  到時就跟學校說
[00:14:34.000 --> 00:14:36.000]  老爸沒空
[00:14:36.000 --> 00:14:37.000]  所以就
[00:14:37.000 --> 00:14:38.000]  我作封信
[00:14:38.000 --> 00:14:39.000]  等老爸寫個名
[00:14:39.000 --> 00:14:40.000]  或者歸下去
[00:14:40.000 --> 00:14:41.000]  就搞定
[00:14:41.000 --> 00:14:44.000]  我老爸竟然肯出現
[00:14:44.000 --> 00:14:46.000]  出現那段時間
[00:14:46.000 --> 00:14:48.000]  我的老師就聊下天
[00:14:48.000 --> 00:14:49.000]  問下
[00:14:49.000 --> 00:14:50.000]  說下
[00:14:50.000 --> 00:14:51.000]  我老爸說
[00:14:51.000 --> 00:14:52.000]  這個壞小子
[00:14:52.000 --> 00:14:54.000]  可能讀書一般般
[00:14:54.000 --> 00:14:56.000]  不過很有愛心
[00:14:56.000 --> 00:14:58.000]  他幫人勉勵補習
[00:14:58.000 --> 00:14:59.000]  我看一看老爸
[00:14:59.000 --> 00:15:01.000]  你怎麼知道
[00:15:01.000 --> 00:15:04.000]  我以為我老爸不會知道
[00:15:04.000 --> 00:15:06.000]  我老爸其實
[00:15:06.000 --> 00:15:08.000]  眼尾都會看我
[00:15:08.000 --> 00:15:10.000]  但是我一回望
[00:15:10.000 --> 00:15:11.000]  我又沒有和我爸爸
[00:15:11.000 --> 00:15:14.000]  建立很親密的關係
[00:15:14.000 --> 00:15:15.000]  因為我認識誰
[00:15:15.000 --> 00:15:17.000]  我住誰
[00:15:17.000 --> 00:15:18.000]  我至少知道
[00:15:18.000 --> 00:15:21.000]  要醒醒定定
[00:15:21.000 --> 00:15:22.000]  否則
[00:15:22.000 --> 00:15:25.000]  我就有牌照
[00:15:25.000 --> 00:15:28.000]  不知有時我們和天上父親
[00:15:28.000 --> 00:15:30.000]  會不會都是這樣
[00:15:30.000 --> 00:15:31.000]  以致我們沒辦法
[00:15:31.000 --> 00:15:34.000]  享受這份愛
[00:15:34.000 --> 00:15:35.000]  我一直看這段時間
[00:15:35.000 --> 00:15:37.000]  無論是離家的浪子
[00:15:37.000 --> 00:15:39.000]  或者在家的浪子
[00:15:39.000 --> 00:15:42.000]  他們最大的失誤是什麼
[00:15:42.000 --> 00:15:44.000]  就是沒有和這個父親
[00:15:44.000 --> 00:15:45.000]  建立一個
[00:15:45.000 --> 00:15:48.000]  合宜的親密的關係
[00:15:48.000 --> 00:15:49.000]  我再一次說
[00:15:49.000 --> 00:15:51.000]  要和父親建立
[00:15:51.000 --> 00:15:54.000]  合宜親密的關係
[00:15:54.000 --> 00:15:56.000]  我和我的天父都是
[00:15:56.000 --> 00:15:59.000]  我要努力和我的天父
[00:15:59.000 --> 00:16:02.000]  建立合宜的關係
[00:16:02.000 --> 00:16:03.000]  近年
[00:16:03.000 --> 00:16:06.000]  全世界這兩年的時間
[00:16:06.000 --> 00:16:08.000]  我知道疫情都影響得很深遠
[00:16:08.000 --> 00:16:10.000]  所以我們很想
[00:16:10.000 --> 00:16:11.000]  可以怎樣
[00:16:11.000 --> 00:16:13.000]  希望可以立即被控
[00:16:13.000 --> 00:16:15.000]  希望這個疫情
[00:16:15.000 --> 00:16:17.000]  可以盡快離開
[00:16:17.000 --> 00:16:21.000]  我們都不想處於低谷當中
[00:16:21.000 --> 00:16:23.000]  但當我們再看
[00:16:23.000 --> 00:16:24.000]  其實很多事情
[00:16:24.000 --> 00:16:26.000]  我一樣都有兩面
[00:16:26.000 --> 00:16:28.000]  因為銀面有兩面
[00:16:28.000 --> 00:16:30.000]  這幅都很出名的
[00:16:30.000 --> 00:16:32.000]  《美女與女巫》
[00:16:32.000 --> 00:16:33.000]  《美女與女巫》
[00:16:33.000 --> 00:16:35.000]  我們從一個角度去看
[00:16:35.000 --> 00:16:37.000]  似乎叫人生
[00:16:37.000 --> 00:16:38.000]  覺得很恐懼
[00:16:38.000 --> 00:16:40.000]  見到一個女巫
[00:16:40.000 --> 00:16:44.000]  我們見到一些很不順暢的處境
[00:16:44.000 --> 00:16:45.000]  或在低谷的時候
[00:16:45.000 --> 00:16:46.000]  我們都想走
[00:16:46.000 --> 00:16:48.000]  但從另一個角度來看
[00:16:48.000 --> 00:16:49.000]  我們看到一個
[00:16:49.000 --> 00:16:52.000]  如花似玉的美少女
[00:16:52.000 --> 00:16:54.000]  今天我們
[00:16:54.000 --> 00:16:56.000]  面對我們人生很多的困境
[00:16:56.000 --> 00:16:58.000]  很多困迫的那段時間
[00:16:58.000 --> 00:16:59.000]  可能我們覺得
[00:16:59.000 --> 00:17:01.000]  不是很好
[00:17:01.000 --> 00:17:03.000]  但我們再回望
[00:17:03.000 --> 00:17:04.000]  或者去了解
[00:17:04.000 --> 00:17:06.000]  很多不同人生的經歷那段時間
[00:17:06.000 --> 00:17:09.000]  原來很多人就在人生的低谷當中
[00:17:09.000 --> 00:17:12.000]  在人生的困局當中
[00:17:12.000 --> 00:17:14.000]  可能是失業
[00:17:14.000 --> 00:17:15.000]  可能是失學
[00:17:15.000 --> 00:17:16.000]  可能是失戀
[00:17:16.000 --> 00:17:18.000]  或者貧窮病患
[00:17:18.000 --> 00:17:20.000]  就在最低潮當中
[00:17:20.000 --> 00:17:23.000]  去經歷更新的時候
[00:17:23.000 --> 00:17:24.000]  在最低潮
[00:17:24.000 --> 00:17:26.000]  最困難當中的時間
[00:17:26.000 --> 00:17:31.000]  正是經歷這種轉化的時候
[00:17:31.000 --> 00:17:32.000]  所以當我們
[00:17:32.000 --> 00:17:33.000]  如果你現在
[00:17:33.000 --> 00:17:36.000]  落在很多不同的困局當中
[00:17:36.000 --> 00:17:38.000]  請你不要失去信心
[00:17:38.000 --> 00:17:39.000]  你繼續祈禱
[00:17:39.000 --> 00:17:40.000]  求主幫助
[00:17:40.000 --> 00:17:41.000]  讓這個
[00:17:41.000 --> 00:17:44.000]  好像不是很順暢的環境
[00:17:44.000 --> 00:17:49.000]  變成一個化妝偽妝的祝福
[00:17:49.000 --> 00:17:51.000]  小兒子離家之後
[00:17:51.000 --> 00:17:54.000]  任意放蕩浪費資材
[00:17:54.000 --> 00:17:55.000]  去到號召一切
[00:17:55.000 --> 00:17:57.000]  又遇到饑荒
[00:17:57.000 --> 00:17:58.000]  那段時間
