
[00:00:00.000 --> 00:00:06.500]  我相信每一位都經歷過離別的滋味
[00:02:09.000 --> 00:02:10.000]  現在正在籌備
[00:02:10.000 --> 00:02:12.000]  如果一切順利
[00:02:12.000 --> 00:02:14.000]  可能幾個月之後
[00:02:14.000 --> 00:02:16.000]  我又向你們告別
[00:02:16.000 --> 00:02:19.000]  別試一番滋味在心頭
[00:02:19.000 --> 00:02:21.000]  不過這次告別就好一點
[00:02:21.000 --> 00:02:22.000]  因為走的是我
[00:02:22.000 --> 00:02:24.000]  不是你們的牧師
[00:02:24.000 --> 00:02:27.000]  你們應該不會這麼淒涼
[00:02:27.000 --> 00:02:29.000]  過去幾年
[00:02:29.000 --> 00:02:31.000]  其實不少人都離開香港
[00:02:31.000 --> 00:02:33.000]  移居外地
[00:02:33.000 --> 00:02:37.000]  大家一定會經歷過很多送別的時刻
[00:02:37.000 --> 00:02:40.000]  在我們一生裏悲歡離合
[00:02:40.000 --> 00:02:44.000]  人生就好像利受和別恨
[00:02:44.000 --> 00:02:47.000]  交織而成的一幅圖畫
[00:02:47.000 --> 00:02:52.000]  元朝梁實浦先生在他的《西箱記》裏面
[00:02:52.000 --> 00:02:55.000]  很深切的刻畫出來
[00:02:55.000 --> 00:02:59.000]  他説:別恨利受,滿肺苦難逃竊
[00:02:59.000 --> 00:03:02.000]  隨子不待後事
[00:03:02.000 --> 00:03:06.000]  我千種相思,向誰說?
[00:03:06.000 --> 00:03:10.000]  人間的利受、別恨的痛苦
[00:03:10.000 --> 00:03:12.000]  上帝知不知道呢?
[00:03:12.000 --> 00:03:14.000]  上帝關不關心呢?
[00:03:14.000 --> 00:03:16.000]  上帝是知道的
[00:03:16.000 --> 00:03:18.000]  剛才主席領我們讀的
[00:03:18.000 --> 00:03:20.000]  《約翰福音》17章
[00:03:20.000 --> 00:03:25.000]  就是耶穌和門徒離別時的禱告
[00:03:25.000 --> 00:03:27.000]  其實在14章的時候
[00:03:27.000 --> 00:03:31.000]  在最後晚餐
[00:03:31.000 --> 00:03:35.000]  Apple Room談論、聊天裏面
[00:03:35.000 --> 00:03:37.000]  耶穌說:我去,我要走了
[00:03:37.000 --> 00:03:39.000]  我去為你們預備地方
[00:03:39.000 --> 00:03:42.000]  我將來會回來接你們
[00:03:42.000 --> 00:03:47.000]  15節,他和門徒離開Apple Room的樓房
[00:03:47.000 --> 00:03:49.000]  走到赫西瑪利
[00:03:49.000 --> 00:03:52.000]  17節,他做了一篇禱告
[00:03:52.000 --> 00:03:55.000]  這篇禱告可能在路途當中
[00:03:55.000 --> 00:03:59.000]  在赫西瑪利裡面祈禱都不出奇
[00:03:59.000 --> 00:04:01.000]  這篇是最長的
[00:04:01.000 --> 00:04:05.000]  耶穌記載最長的禱告
[00:04:05.000 --> 00:04:10.000]  有學者稱他為大祭司的祈禱
[00:04:10.000 --> 00:04:12.000]  因為他為自己祈禱
[00:04:12.000 --> 00:04:14.000]  也為門徒祈禱
[00:04:14.000 --> 00:04:16.000]  為普世的信徒祈禱
[00:04:16.000 --> 00:04:18.000]  有人稱他為最偉大的禱告
[00:04:18.000 --> 00:04:20.000]  有人比喻
[00:04:20.000 --> 00:04:25.000]  如果《新約聖經》是一個聖殿
[00:04:25.000 --> 00:04:28.000]  這篇禱告就是致聖所
[00:04:28.000 --> 00:04:31.000]  有人說:如果你用一個筒
[00:04:31.000 --> 00:04:34.000]  想將太平洋的水舀出來
[00:04:34.000 --> 00:04:40.000]  你就好像想用一個小時的時間研究這篇禱告
[00:04:40.000 --> 00:04:42.000]  我們只有一半小時
[00:04:42.000 --> 00:04:45.000]  我們用這段時間來思想
[00:04:45.000 --> 00:04:48.000]  究竟耶穌向門徒告別、離別
[00:04:48.000 --> 00:04:51.000]  他的禱告裡面有些什麼?
[00:04:51.000 --> 00:04:57.000]  裡面所講的對我們有什麼安慰、鼓勵、提醒?
[00:04:57.000 --> 00:04:59.000]  這是一個非常豐富的一篇禱告
[00:04:59.000 --> 00:05:01.000]  我是沒有資格講的
[00:05:01.000 --> 00:05:04.000]  因為這是致聖所
[00:05:04.000 --> 00:05:09.000]  這是《新約傳書》裡面最神聖的地方
[00:05:09.000 --> 00:05:11.000]  在這篇禱告裡面
[00:05:11.000 --> 00:05:12.000]  好像打開一個窗
[00:05:12.000 --> 00:05:16.000]  你看到我們救主的心情
[00:05:16.000 --> 00:05:18.000]  他是神,但他也是人
[00:05:18.000 --> 00:05:20.000]  他面對一班所愛的人
[00:05:20.000 --> 00:05:22.000]  他離別,向我們告別
[00:05:22.000 --> 00:05:23.000]  他為他們祈禱
[00:05:23.000 --> 00:05:27.000]  那種心境,你這一刻可以看到
[00:05:27.000 --> 00:05:32.000]  我們剛才讀過這段經文
[00:05:32.000 --> 00:05:34.000]  分三個段落
[00:05:34.000 --> 00:05:37.000]  第一部分是一到五章
[00:05:37.000 --> 00:05:46.000]  耶穌是為自己禱告
[00:05:46.000 --> 00:05:52.000]  然後他在第六節到第十九節
[00:05:52.000 --> 00:05:54.000]  一到五節為自己禱告
[00:05:54.000 --> 00:05:56.000]  十六到十九節為十一位門徒禱告
[00:05:56.000 --> 00:06:00.000]  而在第三部分
[00:06:00.000 --> 00:06:03.000]  第二十到二十六節是為信徒禱告
[00:06:03.000 --> 00:06:05.000]  我們首先看第一部分
[00:06:05.000 --> 00:06:15.000]  第一次耶穌求父榮耀他
[00:06:15.000 --> 00:06:19.000]  第二次耶穌求父榮耀他
[00:06:19.000 --> 00:06:22.000]  第一節,他說父下時候到了
[00:06:22.000 --> 00:06:24.000]  求你榮耀你的兒子
[00:06:24.000 --> 00:06:25.000]  讓兒子有榮耀你
[00:06:25.000 --> 00:06:26.000]  然後第五節
[00:06:26.000 --> 00:06:30.000]  父下現在讓我在你自己面前得著榮耀
[00:06:30.000 --> 00:06:32.000]  就是在創世以前
[00:06:32.000 --> 00:06:34.000]  我與你同享的榮耀
[00:06:34.000 --> 00:06:37.000]  這裡有兩次的求榮耀
[00:06:37.000 --> 00:06:39.000]  但是不同的意思
[00:06:39.000 --> 00:06:42.000]  第一節講的榮耀是指他上十字架
[00:06:42.000 --> 00:06:44.000]  第五節講的榮耀是
[00:06:44.000 --> 00:06:48.000]  求天父恢復他降世以前
[00:06:48.000 --> 00:06:50.000]  和聖父享有的榮耀
[00:06:50.000 --> 00:06:52.000]  我們先看第一節
[00:06:52.000 --> 00:06:53.000]  父下時候到了
[00:06:53.000 --> 00:06:55.000]  願你榮耀你的兒子
[00:06:55.000 --> 00:06:58.000]  使兒子有榮耀你
[00:06:58.000 --> 00:07:01.000]  什麼叫時候到了呢?
[00:07:01.000 --> 00:07:03.000]  大家記不記得耶穌出來傳道的時候
[00:07:03.000 --> 00:07:07.000]  他去參加迦南的婚宴
[00:07:07.000 --> 00:07:09.000]  不夠酒喝
[00:07:09.000 --> 00:07:11.000]  他母親跟他有些表示
[00:07:11.000 --> 00:07:16.000]  她說我的時候還沒有到
[00:07:16.000 --> 00:07:18.000]  然後在另一次
[00:07:18.000 --> 00:07:20.000]  她的家人跟她說
[00:07:20.000 --> 00:07:23.000]  如果你想提升自己的聲望
[00:07:23.000 --> 00:07:26.000]  你就要公開去耶路撒冷過節
[00:07:26.000 --> 00:07:29.000]  耶穌又回答我的時候還沒有到
[00:07:29.000 --> 00:07:31.000]  現在耶穌說時候到了
[00:07:31.000 --> 00:07:34.000]  如果你看約翰夫人第十二章
[00:07:34.000 --> 00:07:36.000]  你就明白什麼叫時候到了
[00:07:36.000 --> 00:07:38.000]  在十二章二十三到二十八節
[00:07:38.000 --> 00:07:39.000]  耶穌對他們說
[00:07:39.000 --> 00:07:44.000]  人子得榮耀的時候到了
[00:07:44.000 --> 00:07:46.000]  我現在心裡煩亂
[00:07:46.000 --> 00:07:48.000]  我應該說什麼呢?
[00:07:48.000 --> 00:07:51.000]  說父啊,救我脫離這時刻嗎?
[00:07:51.000 --> 00:07:54.000]  然而我正是為這緣故來的
[00:07:54.000 --> 00:07:56.000]  要面對這時刻
[00:07:56.000 --> 00:07:58.000]  父啊,願你榮耀你的命
[00:07:58.000 --> 00:08:00.000]  第十二章給我們看到
[00:08:00.000 --> 00:08:02.000]  耶穌的心情是複雜的
[00:08:02.000 --> 00:08:07.000]  一方面祂說自己得榮耀的時候到了
[00:08:07.000 --> 00:08:09.000]  但是祂又求天父脫離這個時候
[00:08:09.000 --> 00:08:10.000]  為什麼呢?
[00:08:10.000 --> 00:08:12.000]  這裡所說的得榮耀的時候
[00:08:12.000 --> 00:08:14.000]  就是上十字架的時候
[00:08:14.000 --> 00:08:19.000]  耶穌上十字架就是道成肉身的最高峰
[00:08:19.000 --> 00:08:22.000]  為什麼耶穌上十字架會得到榮耀呢?
[00:08:22.000 --> 00:08:26.000]  天父又怎樣因為耶穌上十字架而得榮耀呢?
[00:08:26.000 --> 00:08:27.000]  這是一個十分重要的問題
[00:08:27.000 --> 00:08:30.000]  我們要解釋給大家知道
[00:08:30.000 --> 00:08:33.000]  首先我們來定義什麼叫做榮耀神
[00:08:33.000 --> 00:08:36.000]  榮耀神就是很簡單的
[00:08:36.000 --> 00:08:40.000]  就是將神的美德彰顯出來
[00:08:40.000 --> 00:08:42.000]  祂的好的屬性彰顯出來
[00:08:42.000 --> 00:08:50.000]  神的美德包括祂的公義、聖潔、憐憫、愛、權能
[00:08:50.000 --> 00:08:54.000]  耶穌上十字架就彰顯了祂自己的美德
[00:08:54.000 --> 00:08:57.000]  祂的謙卑、祂的公義、祂的愛
[00:08:57.000 --> 00:09:00.000]  有罪為無罪的死
[00:09:00.000 --> 00:09:04.000]  所以上十字架就是得榮耀的時候
[00:09:04.000 --> 00:09:09.000]  因為在十字架上祂所有的屬性彰顯了出來
[00:09:09.000 --> 00:09:12.000]  我們看看十字架帶來什麼
[00:09:12.000 --> 00:09:15.000]  十字架第一就是帶來人類的救贖
[00:09:15.000 --> 00:09:18.000]  約翰福音12章23到24節
[00:09:18.000 --> 00:09:21.000]  耶穌說:人子得榮耀的時候到了
[00:09:21.000 --> 00:09:23.000]  我實實在在告訴你們
[00:09:23.000 --> 00:09:25.000]  一顆墨子若不落在地裡死了
[00:09:25.000 --> 00:09:26.000]  仍舊是一顆
[00:09:26.000 --> 00:09:30.000]  若是死了就揭出許多果實
[00:09:30.000 --> 00:09:33.000]  所以耶穌上十字架帶來人類的救贖
[00:09:33.000 --> 00:09:39.000]  還有耶穌基督的信徒就叫天父得著榮耀
[00:09:39.000 --> 00:09:42.000]  比如在彼書2章8到11節
[00:09:42.000 --> 00:09:48.000]  保羅解釋基督信徒帶來對天父的榮耀
[00:09:48.000 --> 00:09:51.000]  基督既然有人的樣子
[00:09:51.000 --> 00:09:54.000]  就至今卑微信徒至死
[00:09:54.000 --> 00:09:56.000]  而且死在十字架上
[00:09:56.000 --> 00:09:58.000]  因此神把他升為至高
[00:09:58.000 --> 00:10:01.000]  使榮耀歸以附實
[00:10:01.000 --> 00:10:04.000]  還有十字架的死大人復活
[00:10:04.000 --> 00:10:09.000]  臨前15章42到43節
[00:10:09.000 --> 00:10:11.000]  保羅說:死人復活也是這樣
[00:10:11.000 --> 00:10:14.000]  所中的是必朽懷的復活的是不朽懷的
[00:10:14.000 --> 00:10:18.000]  所中的是卑賤的復活的是榮耀的
[00:10:18.000 --> 00:10:21.000]  我們看到十字架是榮耀
[00:10:21.000 --> 00:10:24.000]  它彰顯了基督的榮耀
[00:10:24.000 --> 00:10:26.000]  也彰顯了上帝的榮耀
[00:10:26.000 --> 00:10:28.000]  因為上帝就是基督復活的那位
[00:10:28.000 --> 00:10:33.000]  基督的後面就是上帝,就是他的天父
[00:10:33.000 --> 00:10:41.000]  不過,這個榮耀是經過痛苦和死亡
[00:10:41.000 --> 00:10:45.000]  所以這條路是一條苦路
[00:10:45.000 --> 00:10:48.000]  其實基督是有選擇的
[00:10:48.000 --> 00:10:50.000]  他可以不上十字架
[00:10:50.000 --> 00:10:52.000]  他曾經說過
[00:10:52.000 --> 00:10:58.000]  你知道我可以求天父差派十二型天使來保護我
[00:10:58.000 --> 00:10:59.000]  你知不知道在舊約裡面
[00:10:59.000 --> 00:11:03.000]  一個天使就殺了十幾萬人
[00:11:03.000 --> 00:11:05.000]  十二型的天使來保護耶穌基督
[00:11:05.000 --> 00:11:07.000]  他可以這樣做
[00:11:07.000 --> 00:11:14.000]  但是他選擇上十字架
[00:11:14.000 --> 00:11:16.000]  你不要以為耶穌是神
[00:11:16.000 --> 00:11:18.000]  所以上十字架就沒那麼辛苦
[00:11:18.000 --> 00:11:19.000]  其實不是
[00:11:19.000 --> 00:11:22.000]  耶穌抗生成人就是100%的人
[00:11:22.000 --> 00:11:24.000]  他在十字架上受的痛苦
[00:11:24.000 --> 00:11:27.000]  和你和我如果被釘十字架的痛苦是一樣的
[00:11:27.000 --> 00:11:29.000]  而且更痛苦一點
[00:11:29.000 --> 00:11:32.000]  因為他會被天父離棄
[00:11:32.000 --> 00:11:34.000]  在十字架上他說過一句話
[00:11:34.000 --> 00:11:36.000]  我的神,我的神,為什麼離棄我
[00:11:36.000 --> 00:11:40.000]  你知不知道,聖子聖父從創世以前
[00:11:40.000 --> 00:11:44.000]  僅古到永遠都是三位一體
[00:11:44.000 --> 00:11:46.000]  沒有分離過
[00:11:46.000 --> 00:11:49.000]  我沒有分離過,將來都不會分離
[00:11:49.000 --> 00:11:51.000]  但是在十字架那一刻
[00:11:51.000 --> 00:11:52.000]  上帝和他分離
[00:11:52.000 --> 00:11:57.000]  這個痛苦是你和我沒有辦法了解
[00:11:57.000 --> 00:12:01.000]  耶穌究竟帶著什麼心態去十字架呢
[00:12:01.000 --> 00:12:03.000]  聖經跟我們有描寫
[00:12:03.000 --> 00:12:05.000]  在四福音裡面
[00:12:05.000 --> 00:12:09.000]  我們看到耶穌是堅定的向十字架前進
[00:12:09.000 --> 00:12:11.000]  比如老加福音九章十五節
[00:12:11.000 --> 00:12:14.000]  耶穌被接上升的日子快到了
[00:12:14.000 --> 00:12:17.000]  他就決意向耶路撒冷去
[00:12:17.000 --> 00:12:19.000]  什麼叫做決意呢
[00:12:19.000 --> 00:12:24.000]  決意英文就是Rectulately
[00:12:24.000 --> 00:12:27.000]  二塞亞書五十章形容他得好
[00:12:27.000 --> 00:12:32.000]  因此我板著簾,抱著堅硬的碎石
[00:12:32.000 --> 00:12:36.000]  好像一個很硬的石
[00:12:36.000 --> 00:12:38.000]  我自己的簾
[00:12:38.000 --> 00:12:40.000]  我就知道我不蒙羞
[00:12:40.000 --> 00:12:43.000]  因為上十字架是很沉重
[00:12:43.000 --> 00:12:45.000]  很重的痛苦
[00:12:45.000 --> 00:12:49.000]  但是他很堅決的面對
[00:12:49.000 --> 00:12:53.000]  他這樣做是為了叫天父得著榮耀
[00:12:53.000 --> 00:12:56.000]  在這裡我們停一停
[00:12:56.000 --> 00:12:58.000]  如果上帝要你受苦
[00:12:58.000 --> 00:13:00.000]  保佑他得著榮耀
[00:13:00.000 --> 00:13:02.000]  你願不願意
[00:13:02.000 --> 00:13:05.000]  很多年前我在中國華北訪問
[00:13:05.000 --> 00:13:09.000]  我和一位十八歲的女孩聊天
[00:13:09.000 --> 00:13:13.000]  她說羅穆斯我將來計劃讀醫科
[00:13:13.000 --> 00:13:15.000]  我說這個志願很好
[00:13:15.000 --> 00:13:17.000]  她說我讀醫科畢業
[00:13:17.000 --> 00:13:19.000]  我就去中東做醫生
[00:13:19.000 --> 00:13:22.000]  我說為什麼你會選擇去中東呢
[00:13:22.000 --> 00:13:25.000]  她說因為我要向穆斯林人傳福音
[00:13:25.000 --> 00:13:27.000]  他們中男輕女
[00:13:27.000 --> 00:13:29.000]  但是如果她知道我是醫生
[00:13:29.000 --> 00:13:31.000]  她就會信任我
[00:13:31.000 --> 00:13:35.000]  我越來越欣賞這位女基督徒的志願
[00:13:35.000 --> 00:13:37.000]  然後她就告訴我
[00:13:37.000 --> 00:13:40.000]  她說我這一輩子都不會結婚
[00:13:40.000 --> 00:13:42.000]  你現在才18歲
[00:13:42.000 --> 00:13:44.000]  為什麼你不會結婚呢
[00:13:44.000 --> 00:13:46.000]  因為每一個男孩
[00:13:46.000 --> 00:13:50.000]  會喜歡和一位一輩子在中東的女孩結婚
[00:13:50.000 --> 00:13:57.000]  等於唐若上帝要你放下全因堂的安書生活
[00:13:57.000 --> 00:14:02.000]  去為他受苦爭賤
[00:14:02.000 --> 00:14:05.000]  你願不願意
[00:14:05.000 --> 00:14:09.000]  或者你說穆斯我18歲的時候
[00:14:09.000 --> 00:14:11.000]  好像那個女孩一樣
[00:14:11.000 --> 00:14:12.000]  很多夢想
[00:14:12.000 --> 00:14:14.000]  我現在飽經滄桑
[00:14:14.000 --> 00:14:16.000]  已經不再做這些夢
[00:14:16.000 --> 00:14:19.000]  我都飽經滄桑
[00:14:19.000 --> 00:14:22.000]  我都仍然在做這些夢
[00:14:22.000 --> 00:14:26.000]  我鼓勵你都聆聽上帝的呼召
[00:14:26.000 --> 00:14:28.000]  我剛才說
[00:14:28.000 --> 00:14:31.000]  耶穌這段經文裡面
[00:14:31.000 --> 00:14:34.000]  兩次求天父榮耀他
[00:14:34.000 --> 00:14:39.000]  第一次講到十字隔上德榮耀
[00:14:39.000 --> 00:14:40.000]  講完了
[00:14:40.000 --> 00:14:43.000]  第二次耶穌在第五節對天父說
[00:14:43.000 --> 00:14:46.000]  父啊求你使我和你享榮耀
[00:14:46.000 --> 00:14:48.000]  就是未有世界意思
[00:14:48.000 --> 00:14:50.000]  我和你所有的榮耀
[00:14:50.000 --> 00:14:53.000]  耶穌求父恢復他以前享有的榮耀
[00:14:53.000 --> 00:14:56.000]  你知不知道耶穌以前享有的榮耀是怎樣的
[00:14:56.000 --> 00:14:59.000]  我用幾分鐘和大家分享
[00:14:59.000 --> 00:15:02.000]  有一些經文是給我們看到
[00:15:02.000 --> 00:15:05.000]  以前耶穌是怎樣榮耀的
[00:15:05.000 --> 00:15:07.000]  以塞亞書第六章
[00:15:07.000 --> 00:15:12.000]  以塞亞在電裡面看到上帝的榮耀
[00:15:12.000 --> 00:15:16.000]  他說我看見主在在高高的寶座上
[00:15:16.000 --> 00:15:18.000]  第六章一至五節
[00:15:18.000 --> 00:15:20.000]  他的衣裳垂下充滿聖殿
[00:15:20.000 --> 00:15:22.000]  在他上面有撒拉弗士納
[00:15:22.000 --> 00:15:24.000]  彼此高呼著書
[00:15:24.000 --> 00:15:26.000]  聖災聖災聖災
[00:15:26.000 --> 00:15:27.000]  萬鈞的夜皇華
[00:15:27.000 --> 00:15:29.000]  他的榮光充滿全地
[00:15:29.000 --> 00:15:32.000]  因呼叫者的聲音
[00:15:32.000 --> 00:15:33.000]  門檻的根基震撼
[00:15:33.000 --> 00:15:35.000]  電也充滿了煙雲
[00:15:35.000 --> 00:15:36.000]  那時我說
[00:15:36.000 --> 00:15:38.000]  我有禍了我滅亡了
[00:15:38.000 --> 00:15:40.000]  因為我是個咀唇不潔的人
[00:15:40.000 --> 00:15:43.000]  又住在咀唇不潔的民眾
[00:15:43.000 --> 00:15:50.000]  又因為我親眼看見萬軍之夜和華
[00:15:50.000 --> 00:15:52.000]  以塞亞所看到的是誰呢
[00:15:52.000 --> 00:15:55.000]  答案在楊福音第十二章
[00:15:55.000 --> 00:15:59.000]  以塞亞因為看見他耶穌
[00:15:59.000 --> 00:16:01.000]  他的榮耀就指著他說話
[00:16:01.000 --> 00:16:03.000]  原來以塞亞所看到的
[00:16:03.000 --> 00:16:04.000]  是耶穌基督
[00:16:04.000 --> 00:16:11.000]  未降生之前的耶穌基督
[00:16:11.000 --> 00:16:12.000]  另一段經文
[00:16:12.000 --> 00:16:14.000]  我們看到耶穌基督
[00:16:14.000 --> 00:16:16.000]  在降世成人之前的榮耀
[00:16:16.000 --> 00:16:18.000]  出開及其三十三章十八節
[00:16:18.000 --> 00:16:21.000]  摩西在曠野對上帝說
[00:16:21.000 --> 00:16:24.000]  求你給我看看你的榮耀
[00:16:24.000 --> 00:16:25.000]  耶和華說
[00:16:25.000 --> 00:16:27.000]  我要使我一切的美善
[00:16:27.000 --> 00:16:28.000]  都在你面前經過
[00:16:28.000 --> 00:16:30.000]  並且要將我的名字
[00:16:30.000 --> 00:16:32.000]  耶和華在你面前宣告出來
[00:16:32.000 --> 00:16:33.000]  他又說
[00:16:33.000 --> 00:16:34.000]  你不能夠看我的臉
[00:16:34.000 --> 00:16:39.000]  因為沒有人能夠看見我還活著
[00:16:39.000 --> 00:16:41.000]  康納我這裡有地方
[00:16:41.000 --> 00:16:43.000]  你要站在盤石上
[00:16:43.000 --> 00:16:45.000]  我的榮耀經過的時候
[00:16:45.000 --> 00:16:48.000]  我要把你放在盤石裡面
[00:16:48.000 --> 00:16:51.000]  我要用我的手遮蓋你
[00:16:51.000 --> 00:16:52.000]  直到我過去了
[00:16:52.000 --> 00:16:54.000]  然後我要收回我的手掌
[00:16:54.000 --> 00:16:56.000]  你就會看見我的背後
[00:16:56.000 --> 00:16:58.000]  他不能看見我的臉
[00:16:58.000 --> 00:17:01.000]  摩西在這裡看到的耶和華是誰呢
[00:17:01.000 --> 00:17:03.000]  約翰福音一章十八節說
[00:17:03.000 --> 00:17:05.000]  從來沒有人見過神
[00:17:05.000 --> 00:17:08.000]  只有在腐壞裡的獨生子
[00:17:08.000 --> 00:17:10.000]  將他顯明出來
[00:17:10.000 --> 00:17:13.000]  很多聖經學者都同意
[00:17:13.000 --> 00:17:15.000]  在舊約裡面
[00:17:15.000 --> 00:17:18.000]  所有聖經人物看到的耶和華
[00:17:18.000 --> 00:17:22.000]  就是抗世以前的耶穌基督
[00:17:22.000 --> 00:17:24.000]  你看不看到耶穌基督的榮耀
[00:17:24.000 --> 00:17:27.000]  他的聖潔 威嚴 主權 恩慈
[00:17:27.000 --> 00:17:30.000]  都是令我們驚心動魄
[00:17:30.000 --> 00:17:34.000]  但這位如此尊貴 榮耀的神
[00:17:34.000 --> 00:17:37.000]  竟然離開天上的榮華
[00:17:37.000 --> 00:17:42.000]  成為同精女瑪利亞所生
[00:17:42.000 --> 00:17:44.000]  承擔人一切的罪孽
[00:17:44.000 --> 00:17:48.000]  你和我又如何了解這個救贖呢
[00:17:48.000 --> 00:17:50.000]  我們講完第一段
[00:17:50.000 --> 00:17:53.000]  一到五節 耶穌為自己祈求
[00:17:53.000 --> 00:17:57.000]  求神讓祂在上十字架得著榮耀
[00:17:57.000 --> 00:17:59.000]  又叫天父得著榮耀
[00:17:59.000 --> 00:18:02.000]  又求神恢復祂創世以前的榮耀
[00:18:02.000 --> 00:18:09.000]  接著為那十一個門徒祈求
[00:18:09.000 --> 00:18:12.000]  求主保護他們 叫他們合而為一
[00:18:12.000 --> 00:18:15.000]  並且用真理看他們是否成聖
[00:18:15.000 --> 00:18:20.000]  我們又看到耶穌基督其實是關心門徒
[00:18:20.000 --> 00:18:22.000]  愛護門徒
[00:18:22.000 --> 00:18:25.000]  不是只把眼目放在自己身上
[00:18:25.000 --> 00:18:27.000]  然後在第二十到二十六節
[00:18:27.000 --> 00:18:29.000]  祂為後世所有人
[00:18:29.000 --> 00:18:31.000]  包括你和我們祈求
[00:18:31.000 --> 00:18:33.000]  祂求天父兩件事
[00:18:33.000 --> 00:18:37.000]  第一 叫門徒合而為一
[00:18:37.000 --> 00:18:41.000]  第二 讓門徒與自己永遠同在
[00:18:41.000 --> 00:18:44.000]  第三個祈求其實涉及兩點
[00:18:44.000 --> 00:18:47.000]  就是基督徒的身份和使命
[00:18:47.000 --> 00:18:52.000]  對你和我都有很重要的啟發
[00:18:52.000 --> 00:18:54.000]  基督徒的身份
[00:18:54.000 --> 00:18:56.000]  在這段經文提過五點
[00:18:56.000 --> 00:18:58.000]  第一 我們是屬於基督人
[00:18:58.000 --> 00:19:01.000]  耶穌說 我為你賜給我的人球
[00:19:01.000 --> 00:19:03.000]  上帝將我們賜給耶穌基督
[00:19:03.000 --> 00:19:05.000]  所以我們是屬於基督人
[00:19:05.000 --> 00:19:07.000]  第二 我們不屬於這個世界
[00:19:07.000 --> 00:19:11.000]  耶穌說 他們不屬於這世界像我不屬於世界一樣
[00:19:11.000 --> 00:19:15.000]  第三 耶穌給我們看
[00:19:15.000 --> 00:19:17.000]  我們的身份分別為聖
[00:19:17.000 --> 00:19:19.000]  求你用真理使他們成聖
[00:19:19.000 --> 00:19:21.000]  你的道就是真理
[00:19:21.000 --> 00:19:24.000]  我們是上帝在世界裡面
[00:19:24.000 --> 00:19:26.000]  拿出來成為聖徒
[00:19:26.000 --> 00:19:29.000]  特別是為他
[00:19:29.000 --> 00:19:34.000]  第四 耶穌將祂的榮耀賜給我們
[00:19:34.000 --> 00:19:37.000]  你賜給我的榮耀 我已經賜給他們
[00:19:37.000 --> 00:19:42.000]  第五 耶穌將我們分別為聖
[00:19:42.000 --> 00:19:44.000]  我們每一個人都屬於祂
[00:19:44.000 --> 00:19:46.000]  我們就合而為一
[00:19:46.000 --> 00:19:50.000]  那個氣質 那個實體
[00:19:50.000 --> 00:19:52.000]  耶穌就求使他們合而為一
[00:19:52.000 --> 00:19:54.000]  將我們合而為一
[00:19:54.000 --> 00:19:56.000]  我在他們裡面 你在我裡面
[00:19:56.000 --> 00:20:03.000]  使他們完完全全的合而為一
