
[00:00:00.000 --> 00:00:02.000]  我們開始的時候先祈禱好嗎?
[00:02:39.120 --> 00:02:42.680]  而我在這個星期日會講一個講道
[00:02:42.680 --> 00:02:44.880]  就叫做前途無憂
[00:02:44.880 --> 00:02:46.760]  前是一個錢的錢
[00:02:46.760 --> 00:02:48.960]  就是很多人為錢而煩惱的
[00:02:48.960 --> 00:02:51.160]  我會負責這個講道
[00:02:51.160 --> 00:02:54.040]  他們今天已經問了我兩手準備
[00:02:54.040 --> 00:02:56.840]  如果星期日打風的時候不能夠講
[00:02:56.840 --> 00:02:58.160]  那怎麼辦呢?
[00:02:58.160 --> 00:03:01.160]  應該已經給了另外一個日子去的了
[00:03:01.160 --> 00:03:02.640]  但我都不想改
[00:03:02.640 --> 00:03:04.840]  我希望特別是侍奉的人
[00:03:04.840 --> 00:03:07.200]  就不要因為我不用做了
[00:03:07.200 --> 00:03:08.600]  你就很開心
[00:03:08.600 --> 00:03:09.800]  這個是很危險的
[00:03:09.800 --> 00:03:12.400]  如果我少了機會去侍奉的話
[00:03:12.400 --> 00:03:13.840]  我是會很赤的
[00:03:13.840 --> 00:03:16.600]  我希望大家都能夠有一個愛慕神的心意
[00:03:16.600 --> 00:03:18.560]  以致你是很樂意的來去侍奉
[00:03:18.560 --> 00:03:22.000]  今天我也頗有把握講三章聖經
[00:03:22.000 --> 00:03:24.600]  第四、第五和第六章
[00:03:24.600 --> 00:03:28.360]  我們今天先看第四章
[00:03:28.360 --> 00:03:30.680]  第四章一開始的時候
[00:03:30.680 --> 00:03:33.680]  記不記得上次講到安息
[00:03:33.680 --> 00:03:34.960]  什麼叫安息呢?
[00:03:34.960 --> 00:03:36.240]  我們很自然一想到安息
[00:03:36.240 --> 00:03:36.880]  人就死了
[00:03:36.880 --> 00:03:38.160]  那叫安息是不是?
[00:03:38.160 --> 00:03:41.120]  但是你有沒有留意到第四章第八節裡面
[00:03:41.120 --> 00:03:44.520]  提到約書帶領他們的時候
[00:03:44.520 --> 00:03:46.640]  進到迦南地
[00:03:46.640 --> 00:03:49.440]  但是還沒有安息
[00:03:49.440 --> 00:03:51.200]  我們一起來讀
[00:03:51.200 --> 00:03:55.480]  《希伯來書》第四章第八節
[00:03:55.480 --> 00:03:57.720]  第四章第八節我們一起來讀出
[00:03:57.720 --> 00:04:02.000]  "若是約書也已叫他們享了安息"
[00:04:02.000 --> 00:04:06.000]  "後來神就不再提別的日子了"
[00:04:06.000 --> 00:04:08.480]  這裡給我們看到
[00:04:08.480 --> 00:04:14.240]  約書也沒有正式帶領以色列人進入真正的安息裡面
[00:04:14.240 --> 00:04:16.520]  這裡是帶出耶穌基督
[00:04:16.520 --> 00:04:20.040]  祂帶給我們的安息
[00:04:20.040 --> 00:04:24.200]  是超越了約書帶領以色列人進入迦南地的
[00:04:24.200 --> 00:04:27.480]  這一段裡面討論了三種的安息
[00:04:27.480 --> 00:04:29.760]  第一就是神的安息
[00:04:29.760 --> 00:04:33.120]  第二就是我們守安息日的安息
[00:04:33.120 --> 00:04:35.640]  或者我們星期日敬拜神
[00:04:35.640 --> 00:04:40.280]  第三就是因為我們相信神的話語
[00:04:40.280 --> 00:04:42.680]  我們遵從神的教導
[00:04:42.680 --> 00:04:45.080]  我們行在神的心意當中
[00:04:45.080 --> 00:04:48.600]  我們沒有什麼犯錯的時候
[00:04:48.600 --> 00:04:51.320]  我們內心裡面有這份安息
[00:04:51.320 --> 00:04:52.560]  有這份平靜
[00:04:52.560 --> 00:04:54.160]  就像中國人所說
[00:04:54.160 --> 00:04:59.440]  "平生不做虧心事"
[00:04:59.440 --> 00:05:00.600]  接著怎麼樣呢?
[00:05:00.600 --> 00:05:04.560]  "夜半敲門也不驚"
[00:05:04.560 --> 00:05:05.320]  是不是?
[00:05:05.320 --> 00:05:06.640]  但其實不是的
[00:05:06.640 --> 00:05:10.080]  你雖然平生不做虧心事
[00:05:10.080 --> 00:05:12.800]  但是夜半敲門你也會驚的
[00:05:13.520 --> 00:05:15.440]  因為你不知道是不是隔離火燭
[00:05:15.440 --> 00:05:17.880]  "走啦!叮噹!叮噹!"
[00:05:17.880 --> 00:05:18.680]  那你就會害怕
[00:05:18.680 --> 00:05:19.640]  你明白我的意思嗎?
[00:05:19.640 --> 00:05:22.280]  但是當你真的沒有犯錯的時候
[00:05:22.280 --> 00:05:24.880]  你的心裡面是不需要有這個懼怕的
[00:05:24.880 --> 00:05:25.880]  好了
[00:05:25.880 --> 00:05:27.760]  第七天就是安息日
[00:05:27.760 --> 00:05:29.400]  那拆開來跟大家說
[00:05:29.400 --> 00:05:31.880]  知不知道十誡裡面
[00:05:31.880 --> 00:05:34.600]  哪一條誡命是最長的?
[00:05:34.600 --> 00:05:36.760]  (第十)
[00:05:36.760 --> 00:05:37.800]  第十誡
[00:05:37.800 --> 00:05:39.000]  什麼不樂氣貪心啊
[00:05:39.000 --> 00:05:40.080]  什麼不樂貪戀人的妻子
[00:05:40.080 --> 00:05:40.600]  不是
[00:05:40.600 --> 00:05:42.480]  不是第十誡
[00:05:44.000 --> 00:05:44.800]  是什麼呢?
[00:05:44.800 --> 00:05:47.040]  嗯?
[00:05:47.040 --> 00:05:49.840]  沒錯
[00:05:49.840 --> 00:05:50.640]  第四誡
[00:05:50.640 --> 00:05:51.840]  第四誡是什麼呢?
[00:05:51.840 --> 00:05:55.440]  "當守安息日"
[00:05:55.440 --> 00:05:55.960]  啊?
[00:05:55.960 --> 00:05:57.320]  五個字要怎麼長呢?
[00:05:57.320 --> 00:05:58.600]  這個是我們吞了而已
[00:05:58.600 --> 00:06:00.320]  後面你看看聖經裡面
[00:06:00.320 --> 00:06:02.360]  是非常非常長的
[00:06:02.360 --> 00:06:05.440]  原來第四誡是很重要的
[00:06:05.440 --> 00:06:07.280]  第四誡是什麼呢?
[00:06:07.280 --> 00:06:10.480]  這一條誡命是站在人和神
[00:06:10.480 --> 00:06:12.600]  人和自己
[00:06:13.040 --> 00:06:14.520]  人和別人
[00:06:14.520 --> 00:06:17.360]  和萬物之間的關係
[00:06:17.360 --> 00:06:19.680]  接著那一條誡命就是
[00:06:19.680 --> 00:06:22.280]  正正式式人倫的關係了
[00:06:22.280 --> 00:06:23.520]  就是孝敬父母
[00:06:23.520 --> 00:06:26.160]  原來"當守安息日"是什麼呢?
[00:06:26.160 --> 00:06:28.480]  就是那一天不准工作
[00:06:28.480 --> 00:06:30.680]  不准工作不只是睡覺
[00:06:30.680 --> 00:06:32.400]  原來他們是要敬拜神的
[00:06:32.400 --> 00:06:33.400]  你明白我的意思嗎?
[00:06:33.400 --> 00:06:36.360]  所以這一條誡命就是人和神的關係
[00:06:36.360 --> 00:06:37.680]  好了
[00:06:37.680 --> 00:06:41.280]  因為他們每一個人的工作時間是很長的
[00:06:41.560 --> 00:06:43.240]  以色列人他們的工作時間
[00:06:43.240 --> 00:06:44.440]  你知不知道要做多少個小時呢?
[00:06:44.440 --> 00:06:47.280]  要做十二個小時的
[00:06:47.280 --> 00:06:50.200]  如果你記不記得耶穌說了一個比喻
[00:06:50.200 --> 00:06:55.760]  說一個葡萄園的主人
[00:06:55.760 --> 00:06:58.640]  出去找人去摘葡萄
[00:06:58.640 --> 00:07:01.560]  第一批人是六點鐘
[00:07:01.560 --> 00:07:03.560]  早上六點鐘出去
[00:07:03.560 --> 00:07:04.640]  呼召他們
[00:07:04.640 --> 00:07:07.840]  到後來就是九點、十二點鐘
[00:07:07.840 --> 00:07:09.520]  到最後是五點鐘
[00:07:09.520 --> 00:07:11.000]  再去找人去做
[00:07:11.000 --> 00:07:12.440]  但是做一個小時就休息了
[00:07:12.440 --> 00:07:14.920]  但是最後原來做一個小時的那個
[00:07:14.920 --> 00:07:17.720]  竟然跟第一個是什麼呢?
[00:07:17.720 --> 00:07:19.720]  是相同的工錢
[00:07:19.720 --> 00:07:21.560]  那你覺得神是不是很不公平呢?
[00:07:21.560 --> 00:07:24.600]  推介大家可以上基督教冥恩堂
[00:07:24.600 --> 00:07:26.080]  大報堂的網頁裡面
[00:07:26.080 --> 00:07:27.920]  有一個叫梁永善牧師講道
[00:07:27.920 --> 00:07:31.120]  你可以帶他進去找一篇道叫做
[00:07:31.120 --> 00:07:35.840]  "同籌不同功"
[00:07:35.840 --> 00:07:37.360]  就是說這個比喻
[00:07:37.360 --> 00:07:38.440]  那我在這裡不講了
[00:07:38.440 --> 00:07:40.240]  但是至少在這個比喻裡面
[00:07:40.240 --> 00:07:41.560]  是知道原來
[00:07:41.560 --> 00:07:44.120]  猶太人做事是做十二個小時的
[00:07:44.120 --> 00:07:46.920]  所以神一定要他們有一天
[00:07:46.920 --> 00:07:47.960]  來帶他去休息
[00:07:47.960 --> 00:07:50.720]  就是給自己的身體
[00:07:50.720 --> 00:07:53.120]  來帶他去那個的機能啊
[00:07:53.120 --> 00:07:55.480]  或者那個的體力可以恢復的
[00:07:55.480 --> 00:07:58.320]  所以這個是人對自己的
[00:07:58.320 --> 00:07:59.720]  還有
[00:07:59.720 --> 00:08:02.360]  就是他們什麼都不准做的嘛
[00:08:02.360 --> 00:08:03.680]  除了敬拜神之後
[00:08:03.680 --> 00:08:04.480]  就一定要怎樣呢?
[00:08:04.480 --> 00:08:05.760]  連飯都不用煮的
[00:08:05.760 --> 00:08:07.280]  就留在家裡
[00:08:07.280 --> 00:08:09.120]  是不可以出去玩的
[00:08:09.440 --> 00:08:11.160]  現在今天我們放假
[00:08:11.160 --> 00:08:12.080]  就是星期天
[00:08:12.080 --> 00:08:13.920]  我們比什麼還要累呢?
[00:08:13.920 --> 00:08:14.920]  比上班還要累
[00:08:14.920 --> 00:08:15.720]  有沒有留意啊?
[00:08:15.720 --> 00:08:16.600]  就是是啊
[00:08:16.600 --> 00:08:19.160]  特別是熱心的基督徒更加痛苦
[00:08:19.160 --> 00:08:20.720]  如果要開執事會的話
[00:08:20.720 --> 00:08:22.200]  崇拜主學
[00:08:22.200 --> 00:08:24.200]  接著還要開幾個鐘頭執事會
[00:08:24.200 --> 00:08:25.520]  說開到晚上七八點
[00:08:25.520 --> 00:08:27.240]  是比上班還要痛苦的
[00:08:27.240 --> 00:08:28.040]  好了
[00:08:28.040 --> 00:08:31.040]  你不要忘記他們不准出外
[00:08:31.040 --> 00:08:33.040]  於是就要留在家裡
[00:08:33.040 --> 00:08:34.800]  共聚天倫
[00:08:34.800 --> 00:08:38.280]  如果你再留意這一段聖經裡面
[00:08:38.280 --> 00:08:39.480]  當守安息人
[00:08:39.480 --> 00:08:40.460]  他就說到
[00:08:40.460 --> 00:08:42.280]  瀑被是不准工作的
[00:08:42.280 --> 00:08:43.600]  連瀑被都要休息
[00:08:43.600 --> 00:08:45.200]  不准耕地
[00:08:45.200 --> 00:08:46.760]  讓地土得到休息
[00:08:46.760 --> 00:08:49.480]  也讓牛群可以得到休息
[00:08:49.480 --> 00:08:51.920]  所以這個是跟萬物之間的關係
[00:08:51.920 --> 00:08:53.840]  大家回去看《出拉及記》
[00:08:53.840 --> 00:08:54.680]  如果沒有記錯的話
[00:08:54.680 --> 00:08:56.040]  第十九或二十章裡面
[00:08:56.040 --> 00:08:56.680]  你就會看到
[00:08:56.680 --> 00:08:58.280]  原來第四屆
[00:08:58.280 --> 00:09:01.400]  是十屆裡面最長的一條界面
[00:09:01.400 --> 00:09:03.840]  因為這條界面就站在人與神
[00:09:03.840 --> 00:09:04.640]  人與自己
[00:09:04.640 --> 00:09:06.480]  人與萬物之間的關係
[00:09:06.480 --> 00:09:07.560]  好了
[00:09:08.000 --> 00:09:09.040]  所以你看到
[00:09:09.040 --> 00:09:12.080]  《出拉及記》第二十章的
[00:09:12.080 --> 00:09:14.760]  第八到第十一節
[00:09:14.760 --> 00:09:16.200]  我們一起了讀
[00:09:16.200 --> 00:09:18.000]  就是第四屆了
[00:09:38.000 --> 00:09:59.680]  (《出拉及記》第四十章第七節)
[00:09:59.680 --> 00:10:00.480]  看到了沒有?
[00:10:00.480 --> 00:10:03.920]  原來安息日這一條界面是這麼長的
[00:10:03.920 --> 00:10:06.000]  其他的真的很短的
[00:10:06.000 --> 00:10:07.080]  就是
[00:10:07.280 --> 00:10:08.320]  不可奸淫
[00:10:08.320 --> 00:10:10.480]  就是不可作假見證
[00:10:10.480 --> 00:10:11.440]  真的只有幾個字而已
[00:10:11.440 --> 00:10:12.040]  你明白嗎?
[00:10:12.040 --> 00:10:14.440]  但是這一段的經文是最長的
[00:10:14.440 --> 00:10:16.360]  所以讓我們看得很清楚
[00:10:16.360 --> 00:10:17.360]  一件事是什麼呢?
[00:10:17.360 --> 00:10:19.640]  安息日是非常的重要
[00:10:19.640 --> 00:10:21.480]  第七天安息日的時候
[00:10:21.480 --> 00:10:22.880]  他們就要去敬拜神
[00:10:22.880 --> 00:10:24.800]  他們要去親近神
[00:10:24.800 --> 00:10:25.880]  但是呢
[00:10:25.880 --> 00:10:27.000]  就是請你記住
[00:10:27.000 --> 00:10:28.600]  安息日呢
[00:10:28.600 --> 00:10:31.000]  不是那個日子
[00:10:31.000 --> 00:10:32.040]  叫人安息
[00:10:32.040 --> 00:10:36.680]  而是人因為信服在神的話語裡面
[00:10:37.080 --> 00:10:41.200]  而神的話語是能夠令到我們心裡面
[00:10:41.200 --> 00:10:42.800]  得享安息
[00:10:42.800 --> 00:10:43.920]  這個很重要
[00:10:43.920 --> 00:10:44.560]  OK?
[00:10:44.560 --> 00:10:47.320]  好了,這種安息都是隨時隨地的
[00:10:47.320 --> 00:10:49.040]  所以不只是一個日子
[00:10:49.040 --> 00:10:50.720]  很可能你
[00:10:50.720 --> 00:10:51.600]  就是那一天
[00:10:51.600 --> 00:10:53.160]  你不去工作
[00:10:53.160 --> 00:10:56.400]  或者你可以很平靜地去休息一下
[00:10:56.400 --> 00:10:57.000]  休息一下
[00:10:57.000 --> 00:10:58.320]  這個就是安息了
[00:10:58.320 --> 00:11:01.200]  為什麼我上次好像講過呢
[00:11:01.200 --> 00:11:02.800]  我有一幅圖呢
[00:11:02.800 --> 00:11:04.720]  是我少年時代的時候
[00:11:04.720 --> 00:11:06.080]  看到的新聞圖片
[00:11:06.400 --> 00:11:08.320]  到現在還是很深印象的
[00:11:08.320 --> 00:11:10.720]  就是當年越南打仗的時候
[00:11:10.720 --> 00:11:12.920]  我說有一個嬰兒
[00:11:12.920 --> 00:11:14.840]  他是很安詳
[00:11:14.840 --> 00:11:17.400]  很甜蜜地躺在媽媽的懷抱裡面
[00:11:17.400 --> 00:11:19.440]  但是媽媽原來是一個乞丐
[00:11:19.440 --> 00:11:21.720]  很徬徨地伸起手
[00:11:21.720 --> 00:11:23.840]  就問別人來帶他去乞食
[00:11:23.840 --> 00:11:25.960]  但是那個嬰兒他是很安詳
[00:11:25.960 --> 00:11:27.640]  那張照片是拿了獎的
[00:11:27.640 --> 00:11:29.320]  就是因為對比很大
[00:11:29.320 --> 00:11:30.520]  媽媽很徬徨
[00:11:30.520 --> 00:11:32.360]  嬰兒很安詳
[00:11:32.360 --> 00:11:35.640]  就是因為他在媽媽的胸懷當中
[00:11:35.880 --> 00:11:38.640]  他是有這一份的安書在當中
[00:11:38.640 --> 00:11:41.760]  所以如果我們今天能夠在神的裡面
[00:11:41.760 --> 00:11:43.880]  我們相信我們的神保護我們
[00:11:43.880 --> 00:11:45.080]  照顧我們
[00:11:45.080 --> 00:11:47.960]  那時候縱使遇到困難的時候
[00:11:47.960 --> 00:11:50.080]  我們仍然是有這一份的安息
[00:11:50.080 --> 00:11:52.880]  好了,那我們就開始帶大家去看什麼呢
[00:11:52.880 --> 00:11:54.200]  就看第四章了
[00:11:54.200 --> 00:11:55.880]  第四章的第一節
[00:11:55.880 --> 00:11:56.840]  我們一起來讀出
[00:11:56.840 --> 00:12:00.320]  我們既蒙留下
[00:12:00.320 --> 00:12:03.440]  就進入黑暗式的嬰兒
[00:12:03.440 --> 00:12:05.280]  就當畏懼
[00:12:05.480 --> 00:12:09.600]  免得我們中間或有人似乎是
[00:12:09.600 --> 00:12:11.000]  講不上了
[00:12:11.000 --> 00:12:15.400]  今天是神允許我們可以得到安書
[00:12:15.400 --> 00:12:16.520]  得到安息的
[00:12:16.520 --> 00:12:18.760]  其實新作裡面耶穌也這麼說
[00:12:18.760 --> 00:12:22.360]  凡勞苦擔重擔的人
[00:12:22.360 --> 00:12:24.680]  可以到我這裡來
[00:12:24.680 --> 00:12:26.520]  我就使你們得什麼?
[00:12:26.520 --> 00:12:27.600]  安息
[00:12:27.600 --> 00:12:30.120]  那麼這個勞苦擔重擔的
[00:12:30.120 --> 00:12:33.600]  原來耶穌只是呼召那些搬運工人而已
[00:12:34.040 --> 00:12:37.800]  祂只是呼召那些做孤離的那些而已,是不是?
[00:12:37.800 --> 00:12:38.400]  不是的
[00:12:38.400 --> 00:12:40.880]  勞苦擔重擔的
[00:12:40.880 --> 00:12:45.480]  是指到我們無論身心靈裡面都非常疲乏
[00:12:45.480 --> 00:12:47.480]  祂說你來到我這裡得到什麼?
[00:12:47.480 --> 00:12:48.080]  安息
[00:12:48.080 --> 00:12:49.200]  不是叫你去死
[00:12:49.200 --> 00:12:51.680]  你心裡面有這份平靜
[00:12:51.680 --> 00:12:54.040]  所以這個是很清楚的
[00:12:54.040 --> 00:12:55.760]  但是神的允許
[00:12:55.760 --> 00:12:58.080]  你帶去給別人得到安息
[00:12:58.080 --> 00:13:00.760]  是有附帶條件在當中的
[00:13:01.240 --> 00:13:04.760]  他說到今天我們要當勿畏懼
[00:13:04.760 --> 00:13:06.760]  今天我們仍然缺乏了
[00:13:06.760 --> 00:13:08.080]  我已經多次強調
[00:13:08.080 --> 00:13:10.680]  缺乏了對神畏懼的心
[00:13:10.680 --> 00:13:13.680]  雖然家醜不出外傳
[00:13:13.680 --> 00:13:15.960]  但是我也希望冥恩堂的弟兄姊妹
[00:13:15.960 --> 00:13:18.160]  不是冥恩堂的弟兄姊妹
[00:13:18.160 --> 00:13:19.320]  聽了以後這段東西
[00:13:19.320 --> 00:13:21.200]  都不要來帶它揚出去
[00:13:21.200 --> 00:13:22.880]  那是什麼呢?
[00:13:22.880 --> 00:13:25.400]  你看回我們上個星期的程序表
[00:13:25.400 --> 00:13:26.960]  我也很驚訝
[00:13:26.960 --> 00:13:29.280]  原來我們五堂聚會
[00:13:29.680 --> 00:13:31.360]  那個遲到率
[00:13:31.360 --> 00:13:33.720]  是三分一以上
[00:13:33.720 --> 00:13:37.080]  就是說有三個人聚會
[00:13:37.080 --> 00:13:39.520]  就有一個人遲到
[00:13:39.520 --> 00:13:41.520]  其實是兩個多人而已
[00:13:41.520 --> 00:13:45.680]  我很難想象為什麼可以有這麼高的比例
[00:13:45.680 --> 00:13:47.640]  雖然我們有幾百人聚會
[00:13:47.640 --> 00:13:50.240]  但是那個遲到率竟然是很高的
[00:13:50.240 --> 00:13:53.360]  接下來特別還有一樣很奇怪的
[00:13:53.360 --> 00:13:55.120]  我只可以去解釋
[00:13:55.120 --> 00:13:56.880]  就是星期六早上
[00:13:57.040 --> 00:13:59.760]  可能是第二些教會的人來我們當中崇拜
[00:13:59.760 --> 00:14:01.600]  星期六早上多一些第二些教會的人來
[00:14:01.600 --> 00:14:04.840]  星期六早上的崇拜一樣
[00:14:04.840 --> 00:14:06.400]  遲到比例很高
[00:14:06.400 --> 00:14:09.520]  這個星期六是我去講道
[00:14:09.520 --> 00:14:13.200]  你不怕被我罵就來吧
[00:14:13.200 --> 00:14:14.800]  我一定會提醒他們
[00:14:14.800 --> 00:14:18.080]  因為我們是要敬畏我們的神
[00:14:18.080 --> 00:14:20.760]  我們的神是值得我們去尊重的
[00:14:20.760 --> 00:14:23.520]  我們怎麼可以這麼輕率、輕慢呢?
[00:14:23.520 --> 00:14:25.600]  所以聖經裡面多次提到
[00:14:25.680 --> 00:14:28.600]  我們要懷著畏懼的心
[00:14:28.600 --> 00:14:31.760]  免得我們中間有些人好像是趕不上
[00:14:31.760 --> 00:14:33.240]  趕不上的意思是什麼呢?
[00:14:33.240 --> 00:14:34.360]  就是我們會落後
[00:14:34.360 --> 00:14:35.400]  跌到後面
[00:14:35.400 --> 00:14:38.280]  這裡他講到安息的時候
[00:14:38.280 --> 00:14:42.280]  其實是在引用《耳塞》書66章的第一到第二節
[00:14:42.280 --> 00:14:45.520]  這個安息就是在司提反被殺
[00:14:45.520 --> 00:14:48.160]  大家知道司提反是第一個執事
[00:14:48.160 --> 00:14:50.840]  後來他來我講道的時候
[00:14:50.840 --> 00:14:53.720]  所以他被掃羅
[00:14:53.720 --> 00:14:54.640]  就是保羅
[00:14:54.800 --> 00:14:56.320]  就是大隊將他殺了
[00:14:56.320 --> 00:14:59.160]  他臨死之前去宣講一件事
[00:14:59.160 --> 00:15:01.080]  所以如果我們當中有做執事的
[00:15:01.080 --> 00:15:02.880]  你不要覺得你自己很辛苦
[00:15:02.880 --> 00:15:04.800]  你一定不及時提反的
[00:15:04.800 --> 00:15:05.920]  他簡直是死了
[00:15:05.920 --> 00:15:06.640]  你死不用死
[00:15:06.640 --> 00:15:07.880]  你還沒死嘛,是不是?
[00:15:07.880 --> 00:15:09.720]  好,我們一起來讀一讀
[00:15:09.720 --> 00:15:12.800]  《耳塞》書66章的第一到第二兩節,好嗎?
[00:15:12.800 --> 00:15:15.480]  第66章的第一到第二兩節
[00:15:15.480 --> 00:15:16.480]  這段經文就是
[00:15:16.480 --> 00:15:19.680]  在《試圖行傳》第七章49節裡面出現的
[00:15:19.680 --> 00:15:20.640]  好,我們一起來讀
[00:15:21.240 --> 00:15:34.240]  「耶和華如此說,天是我的座位,地是我的腳凳,你們要為我做何等的典禹?那裡是我安息的地方呢?
[00:15:34.240 --> 00:15:48.960]  耶和華說,這一切都是我所做的,所以就都有了,但我所看顧的,就是虛心痛悔,因我話而戰驚的人。」
[00:15:49.360 --> 00:15:53.640]  這裡說道,神說道,根本天地都是祂所做
[00:15:53.640 --> 00:15:58.640]  神根本就不需要一座的建築物來給你安歇的
[00:15:58.640 --> 00:16:01.360]  所以說道,誰是我安息的地方呢?
[00:16:01.360 --> 00:16:04.280]  我根本就不需要任何一些地方
[00:16:04.280 --> 00:16:07.760]  那麼,《試題版》的時候就引用過這一段的詩
[00:16:07.760 --> 00:16:09.280]  所以請你記住
[00:16:09.280 --> 00:16:12.960]  安息絕對不是空間的問題
[00:16:12.960 --> 00:16:15.040]  是心態的問題
[00:16:15.040 --> 00:16:16.160]  我想大家都會明白的
[00:16:16.720 --> 00:16:20.560]  有時候你可能不是很多事情要做,就當作休息吧
[00:16:20.560 --> 00:16:25.400]  當你坐在海邊,或者岸邊,你去休息一下的時候
[00:16:25.400 --> 00:16:27.640]  可以很平靜的,周圍沒有人搞你的
[00:16:27.640 --> 00:16:30.200]  但可能你的思緒很澎湃
[00:16:30.200 --> 00:16:33.480]  可能又想起這個,又想起那樣,又想起那樣
[00:16:33.480 --> 00:16:35.320]  你是很不安樂的
[00:16:35.320 --> 00:16:38.320]  那麼這個,雖然你外在好像不用做事
[00:16:38.320 --> 00:16:39.840]  停了你的工作
[00:16:39.840 --> 00:16:43.480]  但你的內心裡面是沒有真正的安息的
