
[00:00:00.000 --> 00:00:02.000]  記得在讀大學的時候
[00:02:35.000 --> 00:02:39.000]  因為在一個庇佬的時代
[00:02:39.000 --> 00:02:40.000]  快要結束了
[00:02:40.000 --> 00:02:43.000]  他看到耶利米書裡曾經說過
[00:02:43.000 --> 00:02:44.000]  七十年
[00:02:44.000 --> 00:02:47.000]  可以預言一個庇佬
[00:02:47.000 --> 00:02:49.000]  他狠切的禱告
[00:02:49.000 --> 00:02:52.000]  呼籲全國的人去禱告
[00:02:52.000 --> 00:02:55.000]  希望能夠歷史性地
[00:02:55.000 --> 00:02:59.000]  他們庇佬巴比倫完結
[00:02:59.000 --> 00:03:04.000]  果然這是禱告裡的事情發生
[00:03:04.000 --> 00:03:07.000]  公元586年
[00:03:07.000 --> 00:03:10.000]  巴比倫帝國便變亡
[00:03:10.000 --> 00:03:15.000]  繼而起來代替的是波斯帝國
[00:03:15.000 --> 00:03:19.000]  當時的古列王下詔說
[00:03:19.000 --> 00:03:23.000]  他們這些猶太人可以回到故土裡
[00:03:23.000 --> 00:03:26.000]  分批回到這個地方
[00:03:26.000 --> 00:03:33.000]  這是我上次所說的背景
[00:03:33.000 --> 00:03:37.000]  來到撒加利亞又過了十幾二十年
[00:03:37.000 --> 00:03:39.000]  為什麼過了十幾二十年
[00:03:39.000 --> 00:03:46.000]  因為大家可能在過去一個月
[00:03:46.000 --> 00:03:49.000]  都聽過黃毓民牧師說過撒加利亞書
[00:03:49.000 --> 00:03:51.000]  哈蓋書
[00:03:51.000 --> 00:03:54.000]  哈蓋的先知和撒加利亞先知
[00:03:54.000 --> 00:03:56.000]  都是一個回歸的先知
[00:03:56.000 --> 00:03:57.000]  《聖經》裡還有第三個
[00:03:57.000 --> 00:04:00.000]  就是馬拉基先知
[00:04:00.000 --> 00:04:03.000]  經歷過庇佬的回歸
[00:04:03.000 --> 00:04:04.000]  哈蓋先知
[00:04:04.000 --> 00:04:05.000]  如果大家都記得他
[00:04:05.000 --> 00:04:07.000]  很鼓勵他們
[00:04:07.000 --> 00:04:09.000]  趕快回來重建聖殿
[00:04:09.000 --> 00:04:11.000]  回來根基就做了
[00:04:11.000 --> 00:04:15.000]  但是這個阻礙十幾年停了工
[00:04:15.000 --> 00:04:19.000]  這個大概去到公元前520年的時間
[00:04:19.000 --> 00:04:21.000]  停了工再鼓勵他們
[00:04:21.000 --> 00:04:23.000]  趕快去重建聖殿
[00:04:23.000 --> 00:04:24.000]  哈蓋和撒加利亞
[00:04:24.000 --> 00:04:27.000]  都是有一個鼓勵的百姓在裡面
[00:04:27.000 --> 00:04:32.000]  哈蓋就說你們住自己有瓦頂的房屋
[00:04:32.000 --> 00:04:34.000]  而神自己都沒有一個天花板
[00:04:34.000 --> 00:04:37.000]  趕快去重建開封
[00:04:37.000 --> 00:04:38.000]  撒加利亞
[00:04:38.000 --> 00:04:41.000]  哈蓋書比較可能是欲緊
[00:04:41.000 --> 00:04:44.000]  因為他是比較年紀大一點
[00:04:44.000 --> 00:04:48.000]  曾經可能看過舊的聖殿
[00:04:48.000 --> 00:04:50.000]  這個撒加利亞年輕一點
[00:04:50.000 --> 00:04:53.000]  甚至可能是在秘魯的時代出世
[00:04:53.000 --> 00:04:55.000]  在巴比倫的地方
[00:04:55.000 --> 00:04:57.000]  撒加利亞就強調
[00:04:57.000 --> 00:05:00.000]  他知道神現在去回歸
[00:05:00.000 --> 00:05:04.000]  就是說神回到耶路撒冷有聖殿
[00:05:04.000 --> 00:05:05.000]  這是他的居所
[00:05:05.000 --> 00:05:08.000]  神越是有聖殿在居所裡面
[00:05:08.000 --> 00:05:13.000]  更加是保證神是施恩給他們的百姓
[00:05:13.000 --> 00:05:18.000]  所以這個恩典你們要快一點去拿到
[00:05:18.000 --> 00:05:21.000]  以及要去跟隨神的步伐在裡面
[00:05:21.000 --> 00:05:26.000]  所以撒加利亞的鼓勵的訊息是在這方面
[00:05:26.000 --> 00:05:30.000]  大家有沒有聽培靈會撒加利亞書
[00:05:30.000 --> 00:05:31.000]  一章到六章
[00:05:31.000 --> 00:05:33.000]  我今天說的是第七第八章
[00:05:33.000 --> 00:05:37.000]  因為我說的是歷史的事件
[00:05:37.000 --> 00:05:39.000]  所以是比較少的
[00:05:39.000 --> 00:05:41.000]  在整本書裡面
[00:05:41.000 --> 00:05:44.000]  大部份前後到九章十四章
[00:05:44.000 --> 00:05:45.000]  又是一些異象
[00:05:45.000 --> 00:05:47.000]  前面又是一些異象
[00:05:47.000 --> 00:05:49.000]  所謂看這些異象是怎樣說
[00:05:49.000 --> 00:05:53.000]  是可以去到一個很遠的遠景裡面
[00:05:53.000 --> 00:05:57.000]  對我們今天來說都是當然仍然有幫助
[00:05:57.000 --> 00:06:00.000]  但是我現在看這段經文是很獨立的
[00:06:00.000 --> 00:06:01.000]  第七第八章
[00:06:01.000 --> 00:06:03.000]  是當時一個歷史的背景
[00:06:03.000 --> 00:06:04.000]  一件事的發生
[00:06:04.000 --> 00:06:06.000]  當然我們裡面有很多學習
[00:06:06.000 --> 00:06:08.000]  因為我一直都在說
[00:06:08.000 --> 00:06:10.000]  由列王的時代一直在說
[00:06:10.000 --> 00:06:11.000]  到現在被擄了
[00:06:11.000 --> 00:06:12.000]  現在又回來了
[00:06:12.000 --> 00:06:15.000]  又有什麼事情發生呢
[00:06:15.000 --> 00:06:18.000]  所以這段經文就提及到這一點
[00:06:18.000 --> 00:06:23.000]  第一方面問題背後的問題
[00:06:23.000 --> 00:06:27.000]  看回大家第一到第三節那裡
[00:06:27.000 --> 00:06:30.000]  大樓侍王第四年九月
[00:06:30.000 --> 00:06:33.000]  就是基斯樓月初四
[00:06:33.000 --> 00:06:37.000]  就藉著哈加里亞的港
[00:06:37.000 --> 00:06:39.000]  臨到去對
[00:06:39.000 --> 00:06:41.000]  但是當時發生的事情
[00:06:41.000 --> 00:06:43.000]  就是有些伯特利人
[00:06:43.000 --> 00:06:45.000]  就差遣了兩個人
[00:06:45.000 --> 00:06:46.000]  一個叫沙利息
[00:06:46.000 --> 00:06:47.000]  一個叫利堅米勒
[00:06:47.000 --> 00:06:52.000]  他們去懇求耶華的恩
[00:06:52.000 --> 00:06:53.000]  想知道
[00:06:53.000 --> 00:06:56.000]  想問祭司
[00:06:56.000 --> 00:06:57.000]  又問先知
[00:06:57.000 --> 00:07:00.000]  他們這麼多年去禁食
[00:07:00.000 --> 00:07:02.000]  哭泣齋戒
[00:07:02.000 --> 00:07:03.000]  現在要不要停一下
[00:07:03.000 --> 00:07:04.000]  五月份那個
[00:07:04.000 --> 00:07:07.000]  這件事情是什麼時候呢
[00:07:07.000 --> 00:07:10.000]  因為寫得年日這麼清楚
[00:07:10.000 --> 00:07:14.000]  對照到那個比較準確的日子
[00:07:14.000 --> 00:07:18.000]  就是公元前五百一十八年十二月七號
[00:07:18.000 --> 00:07:19.000]  以陽曆來計
[00:07:19.000 --> 00:07:23.000]  那麼五百十八年是什麼日子呢
[00:07:23.000 --> 00:07:25.000]  剛才說的五百二十年
[00:07:25.000 --> 00:07:29.000]  就先前黃毓民牧師就說了很多
[00:07:29.000 --> 00:07:32.000]  那一年裡面蝦蓋的訊息
[00:07:32.000 --> 00:07:34.000]  就是那時候聖殿還沒起
[00:07:34.000 --> 00:07:35.000]  有根基
[00:07:35.000 --> 00:07:36.000]  現在趕快起了
[00:07:36.000 --> 00:07:40.000]  那麼現在就起了一半的中間的時間
[00:07:40.000 --> 00:07:42.000]  接著兩年之後
[00:07:42.000 --> 00:07:45.000]  就公元前五百一十六年
[00:07:45.000 --> 00:07:47.000]  聖殿就是重建完成的了
[00:07:47.000 --> 00:07:49.000]  那麼這個在中間的時間
[00:07:49.000 --> 00:07:51.000]  那當然這件事情
[00:07:51.000 --> 00:07:54.000]  是同這個聖殿重建有什麼關係呢
[00:07:54.000 --> 00:07:55.000]  可能有關係
[00:07:55.000 --> 00:07:59.000]  因為當時來講是北邊
[00:07:59.000 --> 00:08:01.000]  或者以前叫北角的
[00:08:01.000 --> 00:08:02.000]  八達利嘛
[00:08:02.000 --> 00:08:03.000]  八達利曾經在北角裡面
[00:08:03.000 --> 00:08:05.000]  一個的敬拜中心
[00:08:05.000 --> 00:08:07.000]  大家都知道要分了兩個敬拜中心
[00:08:07.000 --> 00:08:09.000]  一個南邊就是耶路撒冷的聖殿
[00:08:09.000 --> 00:08:10.000]  為什麼要分了
[00:08:10.000 --> 00:08:13.000]  因為兩個國家分裂了嘛
[00:08:13.000 --> 00:08:16.000]  變了他們就會在那裡有敬拜中心
[00:08:16.000 --> 00:08:18.000]  但是那個敬拜中心就很混亂
[00:08:18.000 --> 00:08:21.000]  當然很多都不是得過神的喜悅
[00:08:21.000 --> 00:08:24.000]  那麼他們現在就回來了
[00:08:24.000 --> 00:08:26.000]  那麼這兩個人的名字
[00:08:26.000 --> 00:08:29.000]  正正學者說不是希伯來的名字來的
[00:08:29.000 --> 00:08:31.000]  是一些巴比倫的名字
[00:08:31.000 --> 00:08:34.000]  很深信他們在巴比倫出世
[00:08:34.000 --> 00:08:36.000]  那麼那裡的名字就回來了
[00:08:36.000 --> 00:08:39.000]  那麼他們都很想知道
[00:08:39.000 --> 00:08:43.000]  究竟現在回來了
[00:08:43.000 --> 00:08:46.000]  那麼我們一直以來有一個哭泣齋戒
[00:08:46.000 --> 00:08:49.000]  你可以說是禁食的日子
[00:08:49.000 --> 00:08:50.000]  在五月份的時候
[00:08:50.000 --> 00:08:53.000]  那麼我們還需不需要做這件事呢
[00:08:53.000 --> 00:08:58.000]  那麼其實在兩章經文裡面所回答
[00:08:58.000 --> 00:09:01.000]  就不是單單回答五月那個禁食
[00:09:01.000 --> 00:09:03.000]  那麼如果你看剛才第八章講過
[00:09:03.000 --> 00:09:04.000]  分別就幾月了
[00:09:04.000 --> 00:09:07.000]  四月五月七月和十月
[00:09:07.000 --> 00:09:11.000]  那麼為什麼有那麼多個禁食的節期呢
[00:09:11.000 --> 00:09:16.000]  這個禁食的節期是一個很隆重的
[00:09:16.000 --> 00:09:17.000]  有很多的準備
[00:09:17.000 --> 00:09:19.000]  那麼先講七月
[00:09:19.000 --> 00:09:22.000]  七月一般來說就是贖罪日
[00:09:22.000 --> 00:09:24.000]  那贖罪日就是歷史悠久
[00:09:24.000 --> 00:09:27.000]  那麼他們就會禁食
[00:09:27.000 --> 00:09:29.000]  由祭司由聖殿
[00:09:29.000 --> 00:09:31.000]  那時候已經準備很多的
[00:09:31.000 --> 00:09:34.000]  就好像全國的一個向神
[00:09:34.000 --> 00:09:36.000]  是去應罪悔改的日子
[00:09:36.000 --> 00:09:41.000]  那麼這個是很隆重的一個節期
[00:09:41.000 --> 00:09:44.000]  但是大家都要在當中禁食
[00:09:44.000 --> 00:09:46.000]  要不要哭呢
[00:09:46.000 --> 00:09:48.000]  其實不一定的
[00:09:48.000 --> 00:09:54.000]  哭泣的問題就看當時他們自己的表達
[00:09:54.000 --> 00:09:56.000]  但如果你說哭成為一種禮儀
[00:09:56.000 --> 00:09:59.000]  那種哭好像是很虛假的
[00:09:59.000 --> 00:10:00.000]  有人哭喪
[00:10:00.000 --> 00:10:01.000]  找些人叫什麼
[00:10:01.000 --> 00:10:02.000]  我也不知道叫什麼人
[00:10:02.000 --> 00:10:04.000]  那些人是找來哭的
[00:10:04.000 --> 00:10:06.000]  那麼這個不是很理想
[00:10:06.000 --> 00:10:09.000]  但是當然是一個比較
[00:10:09.000 --> 00:10:11.000]  如果真是從內心裏面
[00:10:11.000 --> 00:10:13.000]  嘩 我的罪過
[00:10:13.000 --> 00:10:15.000]  那些的悔改
[00:10:15.000 --> 00:10:19.000]  就是流著淚去應罪悔改是好的事情
[00:10:19.000 --> 00:10:20.000]  好了 接著就是
[00:10:20.000 --> 00:10:24.000]  為什麼四月 五月 十月又有呢
[00:10:24.000 --> 00:10:25.000]  他們開始問的五月
[00:10:25.000 --> 00:10:27.000]  是主要來講就是
[00:10:27.000 --> 00:10:30.000]  在歷史上當然就是七十年前
[00:10:30.000 --> 00:10:33.000]  耶路撒冷那個淪陷
[00:10:33.000 --> 00:10:35.000]  不止七十年了
[00:10:35.000 --> 00:10:38.000]  再多一點就過了十幾年了
[00:10:38.000 --> 00:10:42.000]  接著就是四月
[00:10:42.000 --> 00:10:44.000]  順序來講
[00:10:44.000 --> 00:10:48.000]  四月就是耶路撒冷的城牆破壞了
[00:10:48.000 --> 00:10:51.000]  五月就淪陷了
[00:10:51.000 --> 00:10:55.000]  十月應該是之前
[00:10:55.000 --> 00:10:58.000]  十月是屬於再前一點的一個月份
[00:10:58.000 --> 00:11:03.000]  一個的期間就是尼布加利撒王圍城
[00:11:03.000 --> 00:11:09.000]  圍著這個耶路撒冷這個地方
[00:11:09.000 --> 00:11:11.000]  所以這些都是他們
[00:11:11.000 --> 00:11:13.000]  好像一些割爛的日子
[00:11:13.000 --> 00:11:15.000]  所以他們過去
[00:11:15.000 --> 00:11:17.000]  在七十年被擄的時間裏面
[00:11:17.000 --> 00:11:20.000]  就會紀念的
[00:11:20.000 --> 00:11:23.000]  但實上這個事情已經發生幾十年了
[00:11:23.000 --> 00:11:26.000]  除了那個贖罪日是一個很傳統的
[00:11:26.000 --> 00:11:27.000]  歷年來講
[00:11:27.000 --> 00:11:29.000]  所以說這個歷年
[00:11:29.000 --> 00:11:30.000]  為什麼說七十年呢
[00:11:30.000 --> 00:11:35.000]  就是後面第五節講過
[00:11:35.000 --> 00:11:37.000]  七十年來你們怎樣怎樣
[00:11:37.000 --> 00:11:40.000]  但是這樣的說法
[00:11:40.000 --> 00:11:42.000]  究竟還需不需要
[00:11:42.000 --> 00:11:44.000]  現在我們回歸了
[00:11:44.000 --> 00:11:46.000]  其實他們這樣問
[00:11:46.000 --> 00:11:47.000]  都有一個可能就是
[00:11:47.000 --> 00:11:50.000]  其實這些禮儀這些節期
[00:11:50.000 --> 00:11:52.000]  已經是很空洞的了
[00:11:52.000 --> 00:11:54.000]  我們未必喊得出來
[00:11:54.000 --> 00:11:56.000]  已經過了這麼多年的事情
[00:11:56.000 --> 00:11:57.000]  不太感動
[00:11:57.000 --> 00:11:59.000]  這是上一代的事情
[00:11:59.000 --> 00:12:00.000]  關我們什麼事呢
[00:12:00.000 --> 00:12:02.000]  他們自己那些不好的事情
[00:12:02.000 --> 00:12:04.000]  令到今天的懲罰
[00:12:04.000 --> 00:12:07.000]  或者是覺得有點厭煩
[00:12:07.000 --> 00:12:12.000]  很隆重又有很多禮儀的事情
[00:12:12.000 --> 00:12:15.000]  甚至可能都失去了意義
[00:12:15.000 --> 00:12:17.000]  有時我們可能
[00:12:17.000 --> 00:12:21.000]  我們中國人某些節期都會有
[00:12:21.000 --> 00:12:26.000]  但是就好像意義不太強
[00:12:26.000 --> 00:12:28.000]  好像端節我們的食粽
[00:12:28.000 --> 00:12:30.000]  但是其實是為了什麼呢
[00:12:30.000 --> 00:12:32.000]  我們都可能不會
[00:12:32.000 --> 00:12:34.000]  歷史背景這麼強
[00:12:34.000 --> 00:12:35.000]  你會想到這種情況
[00:12:35.000 --> 00:12:37.000]  他們很快都忘記了
[00:12:37.000 --> 00:12:39.000]  以前發生的事情
[00:12:39.000 --> 00:12:41.000]  所以已經沒有那種
[00:12:41.000 --> 00:12:46.000]  就是這麼痛悔
[00:12:46.000 --> 00:12:49.000]  一種的這麼慘情
[00:12:49.000 --> 00:12:50.000]  一種的感受
[00:12:50.000 --> 00:12:51.000]  甚至覺得很空洞
[00:12:51.000 --> 00:12:53.000]  很沒有意思
[00:12:53.000 --> 00:12:58.000]  有時我們都會從這個體會
[00:12:58.000 --> 00:13:00.000]  有時我們回教會都會這樣
[00:13:00.000 --> 00:13:01.000]  回崇拜都覺得
[00:13:01.000 --> 00:13:03.000]  今天回 明天不回
[00:13:03.000 --> 00:13:04.000]  都差不多而已
[00:13:04.000 --> 00:13:05.000]  這個禮拜回
[00:13:05.000 --> 00:13:06.000]  坐初聖的時候
[00:13:06.000 --> 00:13:08.000]  我們常常都回
[00:13:08.000 --> 00:13:10.000]  很開心 很有感受
[00:13:10.000 --> 00:13:11.000]  接著就慢慢信
[00:13:11.000 --> 00:13:13.000]  不如隔禮拜回
[00:13:13.000 --> 00:13:14.000]  這樣都差不多
[00:13:14.000 --> 00:13:16.000]  不如主餐禮拜先回
[00:13:16.000 --> 00:13:17.000]  那就差不多
[00:13:17.000 --> 00:13:18.000]  接著不如節期先回
[00:13:18.000 --> 00:13:19.000]  這樣都可以
[00:13:19.000 --> 00:13:21.000]  接著上網看看就算了
[00:13:21.000 --> 00:13:22.000]  都可以
[00:13:22.000 --> 00:13:24.000]  當然這個就是
[00:13:24.000 --> 00:13:26.000]  有時我們都會這樣的情況
[00:13:26.000 --> 00:13:28.000]  但是當然我們要
[00:13:28.000 --> 00:13:30.000]  要保持我們自己的熱心
[00:13:30.000 --> 00:13:31.000]  好了
[00:13:31.000 --> 00:13:33.000]  接著第二方面就是
[00:13:33.000 --> 00:13:34.000]  答非所問
[00:13:34.000 --> 00:13:36.000]  究竟去問這個問題
[00:13:36.000 --> 00:13:38.000]  從先知 濟施
[00:13:38.000 --> 00:13:40.000]  當然如果從
[00:13:40.000 --> 00:13:42.000]  撒加利亞的角度
[00:13:42.000 --> 00:13:44.000]  他就是從神的說話來
[00:13:44.000 --> 00:13:45.000]  所以第四節
[00:13:45.000 --> 00:13:47.000]  萬鈞基耶和說
[00:13:47.000 --> 00:13:48.000]  他說就臨到他了
[00:13:48.000 --> 00:13:49.000]  怎樣去答呢
[00:13:49.000 --> 00:13:51.000]  一班來自北邊的
[00:13:51.000 --> 00:13:53.000]  一些的代表呢
[00:13:53.000 --> 00:13:55.000]  他說你要跟他們
[00:13:55.000 --> 00:13:57.000]  百姓和濟施
[00:13:57.000 --> 00:13:58.000]  這首講
[00:13:58.000 --> 00:14:00.000]  這個題目
[00:14:00.000 --> 00:14:04.000]  其實觸發到神
[00:14:04.000 --> 00:14:06.000]  是一種體會
[00:14:06.000 --> 00:14:07.000]  就是你們問得好
[00:14:07.000 --> 00:14:08.000]  這個題目
[00:14:08.000 --> 00:14:10.000]  問得好的意思就是
[00:14:10.000 --> 00:14:11.000]  就是對了
[00:14:11.000 --> 00:14:12.000]  你問這個題目
[00:14:12.000 --> 00:14:14.000]  正正給我機會
[00:14:14.000 --> 00:14:18.000]  是去教訓一下
[00:14:18.000 --> 00:14:19.000]  你們這樣的感覺
[00:14:19.000 --> 00:14:22.000]  所以就全體百姓
[00:14:22.000 --> 00:14:23.000]  和濟施
[00:14:23.000 --> 00:14:24.000]  不是只是講給
[00:14:24.000 --> 00:14:26.000]  北邊那個代表聽
[00:14:26.000 --> 00:14:28.000]  就是整個國家都是
[00:14:28.000 --> 00:14:30.000]  甚至是在巴比倫
[00:14:30.000 --> 00:14:31.000]  現在還是
[00:14:31.000 --> 00:14:33.000]  還有人在巴比倫
[00:14:33.000 --> 00:14:34.000]  秘魯還沒有回來
[00:14:34.000 --> 00:14:35.000]  第二批還沒有出現
[00:14:35.000 --> 00:14:37.000]  隔了幾十年才出現
[00:14:37.000 --> 00:14:38.000]  第二批的
[00:14:38.000 --> 00:14:40.000]  伊斯拉尼希米
[00:14:40.000 --> 00:14:41.000]  那段時間
[00:14:41.000 --> 00:14:48.000]  基本上就是整個的百姓
[00:14:48.000 --> 00:14:50.000]  就是濟施
[00:14:50.000 --> 00:14:51.000]  說你七十年來
[00:14:51.000 --> 00:14:53.000]  五月七月禁食
[00:14:53.000 --> 00:14:55.000]  你真的向我禁食嗎
[00:14:55.000 --> 00:14:56.000]  給你吃
[00:14:56.000 --> 00:14:57.000]  吃喝
[00:14:57.000 --> 00:15:00.000]  不是為自己吃喝嗎
[00:15:00.000 --> 00:15:02.000]  這裡就
[00:15:02.000 --> 00:15:04.000]  耶和華神就藉著撒加利亞
[00:15:04.000 --> 00:15:06.000]  就回答這些所謂
[00:15:06.000 --> 00:15:09.000]  僵化了的隔夜油炸鬼
[00:15:09.000 --> 00:15:11.000]  這樣的信徒
[00:15:11.000 --> 00:15:12.000]  這樣就講這些話
[00:15:12.000 --> 00:15:14.000]  帶有些責備
[00:15:14.000 --> 00:15:16.000]  那原因是什麼呢
[00:15:16.000 --> 00:15:17.000]  為什麼無端端問個問題
[00:15:17.000 --> 00:15:19.000]  被人罵呢
[00:15:19.000 --> 00:15:21.000]  有時候我們覺得很糊塗
[00:15:21.000 --> 00:15:22.000]  我問你東西而已
[00:15:22.000 --> 00:15:23.000]  為什麼要罵我呢
[00:15:23.000 --> 00:15:25.000]  有時候會這樣的情況
[00:15:25.000 --> 00:15:26.000]  我們有時候都覺得
[00:15:26.000 --> 00:15:27.000]  不問就由自可問
[00:15:27.000 --> 00:15:29.000]  我們就生氣了
[00:15:29.000 --> 00:15:33.000]  有時候就像神就是這樣的感受
[00:15:33.000 --> 00:15:34.000]  有一本書叫
[00:15:34.000 --> 00:15:37.000]  《問題背後的問題》
[00:15:37.000 --> 00:15:39.000]  一個問題背後的問題
[00:15:39.000 --> 00:15:41.000]  當然那些文章是寫給職場
[00:15:41.000 --> 00:15:44.000]  寫給商界這樣講的
[00:15:44.000 --> 00:15:46.000]  問題背後的問題
[00:15:46.000 --> 00:15:48.000]  很重要的
[00:15:48.000 --> 00:15:49.000]  那個問題本身
[00:15:49.000 --> 00:15:51.000]  如果是一個好的問題
[00:15:51.000 --> 00:15:53.000]  它就能夠為你
[00:15:53.000 --> 00:15:55.000]  做出一個好的決定
[00:15:55.000 --> 00:15:56.000]  就是下一步
[00:15:56.000 --> 00:15:58.000]  問題背後的問題
[00:15:58.000 --> 00:15:59.000]  其實最重要
[00:15:59.000 --> 00:16:02.000]  在於人自己的心態是怎樣
[00:16:02.000 --> 00:16:05.000]  如果人自己是沒有一種
[00:16:05.000 --> 00:16:08.000]  誠實面對事實
[00:16:08.000 --> 00:16:12.000]  又不肯去檢討這些錯誤
[00:16:12.000 --> 00:16:15.000]  又不肯去勇於改進
[00:16:15.000 --> 00:16:18.000]  就會被工作上一直出現的問題
[00:16:18.000 --> 00:16:21.000]  吞噬自己
[00:16:21.000 --> 00:16:24.000]  所以那些人一碰到問題困難
[00:16:24.000 --> 00:16:28.000]  就會覺得自己很倒霉
[00:16:28.000 --> 00:16:32.000]  覺得自己很不幸
[00:16:32.000 --> 00:16:35.000]  想著找藉口逃避問題
[00:16:35.000 --> 00:16:37.000]  或者很馬虎
[00:16:37.000 --> 00:16:39.000]  只有一個邪惡就算了
[00:16:39.000 --> 00:16:42.000]  根本工作的事業
[00:16:42.000 --> 00:16:44.000]  就會走下坡的
[00:16:44.000 --> 00:16:45.000]  這樣的心態
[00:16:45.000 --> 00:16:48.000]  所以問題背後的問題很重要
[00:16:48.000 --> 00:16:51.000]  就是究竟你問的是什麼呢
[00:16:51.000 --> 00:16:54.000]  你的背後是什麼呢
[00:16:54.000 --> 00:16:56.000]  當然
[00:16:56.000 --> 00:16:59.000]  神就知道你是怎麼想的
[00:16:59.000 --> 00:17:03.000]  好像父母常常說的子女
[00:17:03.000 --> 00:17:05.000]  你動一下尾巴
[00:17:05.000 --> 00:17:07.000]  我就知道你想怎樣
[00:17:07.000 --> 00:17:09.000]  我記得小時候
[00:17:09.000 --> 00:17:11.000]  生病的時候
[00:17:11.000 --> 00:17:13.000]  一定要睡床
[00:17:13.000 --> 00:17:14.000]  要休息
[00:17:14.000 --> 00:17:15.000]  吃藥休息
[00:17:15.000 --> 00:17:16.000]  我常常跟媽媽說
[00:17:16.000 --> 00:17:18.000]  什麼時候可以下床
[00:17:18.000 --> 00:17:20.000]  媽媽知道
[00:17:20.000 --> 00:17:21.000]  下床是想看電視
[00:17:21.000 --> 00:17:22.000]  想去玩
[00:17:22.000 --> 00:17:25.000]  不能下床不可以
[00:17:25.000 --> 00:17:30.000]  總之就一直睡到休息睡到好為止
[00:17:30.000 --> 00:17:33.000]  總之就是這樣的情況
[00:17:33.000 --> 00:17:36.000]  或者印象是這樣
[00:17:36.000 --> 00:17:39.000]  現在說的就是這班代表
