
[00:00:00.000 --> 00:00:01.800]  在新一年裡面
[00:02:58.880 --> 00:03:01.800]  在文宿記十三章第一到第二節裡面
[00:03:01.800 --> 00:03:04.160]  聖經裡面很清楚的說
[00:03:04.160 --> 00:03:07.360]  他們要派一些領袖出去
[00:03:07.360 --> 00:03:09.760]  去了解這個地方
[00:03:09.760 --> 00:03:11.840]  你留意這是領袖
[00:03:11.840 --> 00:03:15.000]  這群人絕非泛泛之輩
[00:03:15.000 --> 00:03:18.120]  這群人是族長
[00:03:18.120 --> 00:03:20.560]  第三節裡面很清楚的說
[00:03:20.560 --> 00:03:23.080]  這群人是有才幹的
[00:03:23.080 --> 00:03:24.840]  是有才能的
[00:03:24.840 --> 00:03:26.440]  是傑出的子民
[00:03:26.440 --> 00:03:27.720]  摩西叫他們
[00:03:27.720 --> 00:03:30.280]  你們帶他們去看看這個地方
[00:03:30.280 --> 00:03:33.560]  城裡面的居民是強還是弱
[00:03:33.560 --> 00:03:35.680]  是多還是少
[00:03:35.680 --> 00:03:37.960]  這個地方是好還是壞
[00:03:37.960 --> 00:03:39.440]  是堅固的城邑
[00:03:39.440 --> 00:03:42.240]  還是很容易攻取的地方
[00:03:42.240 --> 00:03:44.840]  還有不如帶些實物回來
[00:03:44.840 --> 00:03:47.920]  結果這群人進去探索之後
[00:03:47.920 --> 00:03:49.400]  他們真的拿了一些果實
[00:03:49.400 --> 00:03:51.480]  聖經說他們要抬著回來
[00:03:51.480 --> 00:03:54.480]  找一個鑼台回來
[00:03:54.480 --> 00:03:56.360]  那些葡萄大得
[00:03:56.360 --> 00:04:01.200]  我相信比現在日本的鄉印葡萄更大顆
[00:04:01.200 --> 00:04:03.520]  還有就是那些翻石榴
[00:04:03.520 --> 00:04:05.120]  那些石榴是很大
[00:04:05.120 --> 00:04:07.320]  當我去到伊朗的時候
[00:04:07.320 --> 00:04:09.600]  我眼光大開
[00:04:09.600 --> 00:04:12.000]  伊朗裡面出的石榴你知道有多大嗎?
[00:04:12.000 --> 00:04:13.880]  是比西歐更大
[00:04:13.880 --> 00:04:15.320]  是這麼大
[00:04:15.320 --> 00:04:16.640]  是石榴
[00:04:16.640 --> 00:04:17.960]  好在是石榴
[00:04:17.960 --> 00:04:19.200]  如果是樓就慘了
[00:04:19.200 --> 00:04:21.320]  石榴是可以吃的
[00:04:21.320 --> 00:04:22.880]  那時候是這麼大
[00:04:22.880 --> 00:04:24.920]  你想想伊朗不是英許之地
[00:04:24.920 --> 00:04:26.440]  是近著英許之地
[00:04:26.440 --> 00:04:28.280]  石榴都這麼大
[00:04:28.280 --> 00:04:30.160]  所以我絕對體會到
[00:04:30.160 --> 00:04:33.360]  當時那些真的是流瀨宇物之地
[00:04:33.360 --> 00:04:35.680]  你看到這個地方是很美麗的
[00:04:35.680 --> 00:04:38.040]  但是當我們回去的時候
[00:04:38.040 --> 00:04:41.800]  雖然十二個領袖看的一樣
[00:04:41.800 --> 00:04:48.160]  但是每個人都有他自己不同的主觀的解讀和經驗
[00:04:48.160 --> 00:04:50.360]  有十個探子就說
[00:04:50.360 --> 00:04:51.080]  糟糕了
[00:04:51.080 --> 00:04:53.000]  雖然這個地方是很美麗
[00:04:53.000 --> 00:04:55.920]  但是裡面的居民高大威猛
[00:04:55.920 --> 00:04:57.840]  他們是吃人的
[00:04:57.840 --> 00:05:00.120]  我們一定不夠他們打的
[00:05:00.120 --> 00:05:02.280]  我們一定會輸硬
[00:05:02.280 --> 00:05:04.280]  第三十二、三十三節裡面
[00:05:04.280 --> 00:05:08.040]  他說我們看我們自己好像炸猛一樣
[00:05:08.040 --> 00:05:10.040]  我們被他一踩就踩死
[00:05:10.040 --> 00:05:13.320]  我們怎麼可以得到這個地方呢?
[00:05:13.320 --> 00:05:16.280]  如果你留意聖經的前文後理的時候
[00:05:16.280 --> 00:05:18.280]  聖經怎麼描繪這些人的話
[00:05:18.280 --> 00:05:22.520]  聖經用謠言這個字來描繪他們的論述
[00:05:22.520 --> 00:05:24.760]  就是說這不是一個事實
[00:05:24.760 --> 00:05:27.240]  雖然這群人是高大威猛
[00:05:27.240 --> 00:05:30.080]  但是有兩個很有信心的探子
[00:05:30.080 --> 00:05:32.800]  就是迦勒和約書亞
[00:05:32.800 --> 00:05:34.120]  他立刻說
[00:05:34.120 --> 00:05:35.320]  不是啊
[00:05:35.320 --> 00:05:36.680]  雖然這群人高大威猛
[00:05:36.680 --> 00:05:37.800]  但是我們上去吧
[00:05:37.800 --> 00:05:38.880]  贏定的
[00:05:38.880 --> 00:05:41.160]  第十三章的第三十節
[00:05:41.160 --> 00:05:42.360]  我們彌大人去看
[00:05:42.360 --> 00:05:44.880]  迦勒在摩西面前安撫百姓說
[00:05:44.880 --> 00:05:46.760]  我們立即上去德勒的地壩
[00:05:46.760 --> 00:05:48.920]  我們足能得勝
[00:05:48.920 --> 00:05:53.360]  他們有不同的體會
[00:05:53.360 --> 00:05:56.360]  迦勒和約書亞很深體會到
[00:05:56.360 --> 00:05:58.480]  既然神允許給我們的時候
[00:05:58.480 --> 00:06:00.960]  我們上去一定可以贏的
[00:06:00.960 --> 00:06:02.520]  打贏這場仗
[00:06:02.520 --> 00:06:04.520]  我們可以拿這些地方
[00:06:04.520 --> 00:06:08.240]  但是到今天還是一個很可悲的現實是什麼呢?
[00:06:08.560 --> 00:06:11.720]  負面的情緒往往容易感染人
[00:06:11.720 --> 00:06:15.240]  積極的鼓勵產生不了作用
[00:06:15.240 --> 00:06:18.960]  雖然迦勒這個信心的呼喊
[00:06:18.960 --> 00:06:20.920]  但是好像一隻小鳥
[00:06:20.920 --> 00:06:23.760]  在鬧市裡面發出的叫聲
[00:06:23.760 --> 00:06:26.520]  已經被其他的聲音掩蓋了
[00:06:26.520 --> 00:06:32.240]  其他的人因為這十個探子的噩耗
[00:06:32.240 --> 00:06:34.440]  受到很大的影響
[00:06:34.440 --> 00:06:38.080]  第十四章第一到第二節
[00:06:38.360 --> 00:06:41.640]  到當下全會眾大聲喧嚷
[00:06:41.640 --> 00:06:44.320]  那夜百姓都哭號
[00:06:44.320 --> 00:06:48.280]  以色列眾人向摩西亞倫發怨言
[00:06:48.280 --> 00:06:52.080]  這群人就埋怨摩西亞倫
[00:06:52.080 --> 00:06:53.400]  為什麼你要帶我們出來?
[00:06:53.400 --> 00:06:55.640]  為什麼要我們死在這個地方?
[00:06:55.640 --> 00:06:57.640]  我們一定打不過他們
[00:06:57.640 --> 00:07:02.840]  甚至他們要來帶去廢了摩西
[00:07:02.840 --> 00:07:04.960]  要另立領袖
[00:07:04.960 --> 00:07:05.880]  第四節
[00:07:06.080 --> 00:07:09.000]  他們要來帶去另立一個領袖
[00:07:09.000 --> 00:07:11.840]  要他們帶他們回到埃及這個地方
[00:07:11.840 --> 00:07:16.520]  你看到這十個探子帶出來的信息
[00:07:16.520 --> 00:07:19.920]  是如何影響當時的群眾
[00:07:19.920 --> 00:07:23.840]  但是已經被神磨練得很厲害的摩西
[00:07:23.840 --> 00:07:24.800]  在這個時候
[00:07:24.800 --> 00:07:26.520]  他沒有發脾氣
[00:07:26.520 --> 00:07:30.280]  他馬上俯伏在地向神禱告
[00:07:30.280 --> 00:07:33.880]  約書也和迦勒撕裂他的衣服
[00:07:34.160 --> 00:07:36.400]  同樣的俯伏在地
[00:07:36.400 --> 00:07:38.160]  並且他指出
[00:07:38.160 --> 00:07:39.320]  你們這樣做的時候
[00:07:39.320 --> 00:07:41.160]  其實不僅是反對摩西
[00:07:41.160 --> 00:07:44.760]  你是在反對、在叛逆耶和華
[00:07:44.760 --> 00:07:47.800]  你對神投下了不信任的一票
[00:07:47.800 --> 00:07:51.880]  我們一起了讀文素記十四章第七到第九節
[00:07:51.880 --> 00:07:54.160]  第七到第九節我們一起了讀
[00:07:54.160 --> 00:07:57.160]  對以色列傳媒眾說
[00:07:57.160 --> 00:08:01.520]  我們所窺探經過之地是極美之地
[00:08:01.520 --> 00:08:03.840]  耶和華若喜悅我們
[00:08:03.840 --> 00:08:06.480]  就必將我們領進那地
[00:08:06.480 --> 00:08:08.360]  把地賜給我們
[00:08:08.360 --> 00:08:11.280]  那地原是流奶與麥芝地
[00:08:11.280 --> 00:08:14.040]  但你們不可背叛耶和華
[00:08:14.040 --> 00:08:16.560]  也不要怕那地的居民
[00:08:16.560 --> 00:08:19.120]  因為他們是我們的食物
[00:08:19.120 --> 00:08:22.840]  並且任被他們的已經離開他們
[00:08:22.840 --> 00:08:25.320]  有耶和華與我們同在
[00:08:25.320 --> 00:08:26.920]  不要怕他們
[00:08:26.920 --> 00:08:30.400]  你們不要背叛耶和華
[00:08:30.840 --> 00:08:34.120]  這句話不是無限上綱上線
[00:08:34.120 --> 00:08:37.200]  而是你們對神沒有這份信心
[00:08:37.200 --> 00:08:39.960]  你們在背叛神
[00:08:39.960 --> 00:08:45.400]  所以他們對神有叛逆
[00:08:45.400 --> 00:08:49.800]  結果他們想要除滅摩西亞倫
[00:08:49.800 --> 00:08:52.400]  神立即向他們顯現
[00:08:52.400 --> 00:08:56.960]  神發出很嚴厲的警告和責備
[00:08:56.960 --> 00:08:59.600]  文素記第十四章
[00:08:59.600 --> 00:09:02.200]  然後神說
[00:09:02.200 --> 00:09:03.720]  「凱爾,我對摩西說
[00:09:03.720 --> 00:09:06.320]  這些百姓藐視我要到何時呢?
[00:09:06.320 --> 00:09:09.200]  我在他們中間行了這一切神蹟
[00:09:09.200 --> 00:09:11.480]  他們只不信我要到何時呢?
[00:09:11.480 --> 00:09:13.080]  我要叫瘟疫擊殺他們
[00:09:13.080 --> 00:09:15.080]  使他們不能承受那個地方
[00:09:15.080 --> 00:09:16.560]  讓他們的後裔成為大國
[00:09:16.560 --> 00:09:17.880]  讓他們更加強悍」
[00:09:17.880 --> 00:09:20.520]  不要忘記這群以色列人
[00:09:20.520 --> 00:09:25.000]  正在經歷神的很多特別的祝福和恩典
[00:09:25.000 --> 00:09:27.880]  埃及不讓他們離開的時候
[00:09:27.880 --> 00:09:32.240]  神是用十災來讓他們得到解脫
[00:09:32.240 --> 00:09:34.400]  他們經歷了這個神蹟
[00:09:34.400 --> 00:09:36.040]  水變血
[00:09:36.040 --> 00:09:37.760]  營災瓦災
[00:09:37.760 --> 00:09:39.160]  當他們離開埃及的時候
[00:09:39.160 --> 00:09:41.280]  被埃及的軍兵追殺
[00:09:41.280 --> 00:09:42.400]  紅海的水
[00:09:42.400 --> 00:09:45.360]  但是藉著摩西可以變成為乾地
[00:09:45.360 --> 00:09:47.640]  讓他們平安地度過
[00:09:47.640 --> 00:09:48.640]  他們在抗疫當中
[00:09:48.640 --> 00:09:52.760]  是享受著雲柱、火柱的隱蔽和照明
[00:09:52.760 --> 00:09:56.920]  他們正在吃天上降來的瑪那
[00:09:56.920 --> 00:09:58.200]  當他們沒有水喝的時候
[00:09:58.200 --> 00:10:00.840]  摩西利用象來擊打盤石
[00:10:00.840 --> 00:10:02.080]  叫盤石出水
[00:10:02.080 --> 00:10:03.480]  他們經歷了很多
[00:10:03.480 --> 00:10:05.480]  記住不是沒有
[00:10:05.480 --> 00:10:08.600]  但是竟然沒有這份信心
[00:10:08.600 --> 00:10:11.880]  結果神就要來懲罰他們
[00:10:11.880 --> 00:10:13.880]  就說到這群人不能夠進入迦南地
[00:10:13.880 --> 00:10:16.240]  只可以讓摩西進入
[00:10:16.240 --> 00:10:17.640]  但是摩西
[00:10:17.640 --> 00:10:18.640]  他絕不自私
[00:10:18.640 --> 00:10:20.760]  所以我們看到一個領袖很重要
[00:10:20.760 --> 00:10:23.160]  是如何影響群眾
[00:10:23.160 --> 00:10:24.960]  摩西沒有因為這個緣故而很開心
[00:10:24.960 --> 00:10:25.680]  說這樣很好
[00:10:25.680 --> 00:10:26.840]  就讓我進去
[00:10:26.840 --> 00:10:28.440]  摩西懇求神憐憫
[00:10:28.440 --> 00:10:30.440]  不要懲治這群人
[00:10:30.440 --> 00:10:32.600]  結果第37節
[00:10:32.600 --> 00:10:37.240]  神就要讓那些報惡信的十個探子
[00:10:37.240 --> 00:10:38.840]  即時的死亡
[00:10:38.840 --> 00:10:42.560]  即時的受瘟疫死去
[00:10:42.560 --> 00:10:44.760]  但是他們的下一代
[00:10:44.760 --> 00:10:46.240]  發怨言的人
[00:10:46.240 --> 00:10:47.520]  都同樣的
[00:10:47.520 --> 00:10:49.200]  雖然不用死
[00:10:49.200 --> 00:10:50.960]  但是沒辦法進入迦南地
[00:10:50.960 --> 00:10:52.840]  因為他們沒有這份信心
[00:10:52.840 --> 00:10:56.320]  我們一起來看文素14章29節
[00:10:56.320 --> 00:10:58.320]  我們一起讀出
[00:10:58.320 --> 00:11:01.600]  中間凡被掃點
[00:11:01.600 --> 00:11:03.480]  從二十歲以外
[00:11:03.480 --> 00:11:05.280]  向我發怨言的
[00:11:05.280 --> 00:11:07.320]  必得得盡我其誓
[00:11:07.320 --> 00:11:09.760]  應許你們不住的那地
[00:11:09.760 --> 00:11:12.080]  惟有耶夫尼的兒子
[00:11:12.080 --> 00:11:14.080]  迦納和嫩的兒子
[00:11:14.080 --> 00:11:16.080]  約書雅才能進去
[00:11:16.080 --> 00:11:19.280]  曾經發怨言的二十歲以外的人
[00:11:19.280 --> 00:11:20.960]  都不能夠進入迦南地
[00:11:20.960 --> 00:11:23.520]  甚至我們要在曠野裡漂流四十年
[00:11:23.520 --> 00:11:25.160]  因為原來這群探子
[00:11:25.160 --> 00:11:26.640]  探地的時候有四十天
[00:11:26.640 --> 00:11:28.520]  一天代替一年
[00:11:28.520 --> 00:11:30.960]  直到他們這一代的人離開之後
[00:11:30.960 --> 00:11:32.320]  他們的下一代的人
[00:11:32.320 --> 00:11:34.600]  才可以進入應許之地
[00:11:34.600 --> 00:11:36.480]  這裡我們有幾個很重要的
[00:11:36.480 --> 00:11:37.400]  屬靈的教導
[00:11:37.400 --> 00:11:38.200]  第一就是
[00:11:38.200 --> 00:11:39.360]  我們看的東西
[00:11:39.360 --> 00:11:41.160]  可能大家看的東西都是一樣
[00:11:41.160 --> 00:11:43.680]  但是很可能是我們的信心
[00:11:43.680 --> 00:11:45.200]  我們對神的體會
[00:11:45.200 --> 00:11:47.200]  我們會有不同的解讀
[00:11:47.200 --> 00:11:49.600]  第二方面就是有信心的人
[00:11:49.600 --> 00:11:52.760]  是會看到困難裡面的危機
[00:11:54.000 --> 00:11:55.920]  會看到很多的機會
[00:11:55.920 --> 00:11:57.200]  雖然有困難
[00:11:57.200 --> 00:11:59.200]  但是一定有很多祝福
[00:11:59.200 --> 00:12:01.200]  但是沒有信心的人
[00:12:01.200 --> 00:12:03.560]  往往看到在機會裡面
[00:12:03.560 --> 00:12:06.080]  有很多的代價
[00:12:06.080 --> 00:12:08.080]  他們未必願意付上
[00:12:08.080 --> 00:12:11.680]  於是他們會失去很多很多的機會
[00:12:11.680 --> 00:12:13.680]  所以大家看的東西是一樣
[00:12:13.680 --> 00:12:16.200]  但是大家怎樣去解讀很重要
[00:12:16.200 --> 00:12:18.360]  但是更大的一個悲哀是什麼呢?
[00:12:18.360 --> 00:12:19.520]  就是我們體會到
[00:12:19.520 --> 00:12:23.320]  破壞的力量比建設來得容易
[00:12:23.320 --> 00:12:26.240]  摧毀是容易過建立的
[00:12:26.240 --> 00:12:30.000]  雖然有迦勒不斷的來呼喊
[00:12:30.000 --> 00:12:31.680]  但是沒有人去理會他
[00:12:31.680 --> 00:12:34.080]  但是那十個探子的噩耗
[00:12:34.080 --> 00:12:36.080]  就是大家都接受
[00:12:36.080 --> 00:12:39.720]  所以破壞永遠比建設來得容易
[00:12:39.720 --> 00:12:42.720]  還有領袖的信心、言論
[00:12:42.720 --> 00:12:45.440]  生命的表現是在影響到周遭的人
[00:12:45.440 --> 00:12:47.200]  所以我們大家都不要期望
[00:12:47.200 --> 00:12:49.000]  我要做高位
[00:12:49.000 --> 00:12:50.720]  讓別人來羨慕
[00:12:50.720 --> 00:12:54.000]  因為受的刑責是會更加大的
[00:12:54.000 --> 00:12:56.000]  很簡單舉一個例子
[00:12:56.000 --> 00:12:58.840]  我們的新任律政司
[00:12:58.840 --> 00:13:01.040]  第一天出來講的是什麼呢?
[00:13:01.040 --> 00:13:03.040]  就是要認錯
[00:13:03.040 --> 00:13:04.800]  他就被人揭發了
[00:13:04.800 --> 00:13:08.360]  他那個獨立屋裡面原來有很多僭建
[00:13:08.360 --> 00:13:11.160]  還有被揭發了原來他有丈夫
[00:13:11.160 --> 00:13:11.960]  但是很奇怪
[00:13:11.960 --> 00:13:13.960]  他丈夫是住在隔壁那間屋的
[00:13:13.960 --> 00:13:16.760]  而這間屋裡面有一道暗門是互相通的
[00:13:16.760 --> 00:13:18.360]  現在又被人起底
[00:13:18.360 --> 00:13:21.600]  他的丈夫原來之前是有一段婚姻
[00:13:21.600 --> 00:13:23.120]  但是這段婚姻是怎麼樣呢?
[00:13:23.120 --> 00:13:24.040]  有三個子女
[00:13:24.040 --> 00:13:28.680]  小女兒是交通意外死亡
[00:13:28.680 --> 00:13:31.160]  大兒子是自殺身亡
[00:13:31.160 --> 00:13:35.080]  又被揭發了這個丈夫跟他的下屬有婚外情
[00:13:35.080 --> 00:13:37.200]  所以他太太要提出離婚
[00:13:37.200 --> 00:13:38.920]  但是他又不肯離開
[00:13:38.920 --> 00:13:40.680]  他被贍養費告到法庭
[00:13:40.680 --> 00:13:42.680]  結果他太太分了他幾億身家
[00:13:42.680 --> 00:13:45.800]  然後才再娶這個
[00:13:46.480 --> 00:13:49.040]  我想如果他不當律政司
[00:13:49.040 --> 00:13:51.040]  是不會有這些事情發生的
[00:13:51.040 --> 00:13:53.920]  但是當了律政司就糟糕了
[00:13:53.920 --> 00:13:55.920]  還有一個問題就是
[00:13:55.920 --> 00:13:57.280]  你不能去推搪
[00:13:57.280 --> 00:13:59.800]  因為他要有工程師的牌照
[00:13:59.800 --> 00:14:01.560]  昨天你有沒有看新聞
[00:14:01.560 --> 00:14:03.920]  傳媒拍了那些合約
[00:14:03.920 --> 00:14:06.080]  三十多條英文的合約裡面
[00:14:06.080 --> 00:14:07.800]  其中最後那條是什麼呢?
[00:14:07.800 --> 00:14:08.800]  是中文的
[00:14:08.800 --> 00:14:09.520]  就是說
[00:14:09.520 --> 00:14:10.160]  好了
[00:14:10.160 --> 00:14:11.360]  你要買這間屋
[00:14:11.360 --> 00:14:13.000]  我們原本有的東西
[00:14:13.000 --> 00:14:15.560]  你就不可以因為這樣的緣故就踢棄
[00:14:15.560 --> 00:14:18.920]  就是說他買的時候是知道有僭建的
[00:14:18.920 --> 00:14:21.360]  所以特別加了這條條款上去
[00:14:21.360 --> 00:14:23.360]  作為一個工程師
[00:14:23.360 --> 00:14:25.680]  作為一個律師
[00:14:25.680 --> 00:14:27.680]  但是你這麼做的時候
[00:14:27.680 --> 00:14:29.680]  普通人都還可以
[00:14:29.680 --> 00:14:32.040]  但是你做到這麼高位的時候
[00:14:32.040 --> 00:14:32.880]  怎麼辦呢?
[00:14:32.880 --> 00:14:35.320]  你想想如果他不當律政司的話
[00:14:35.320 --> 00:14:36.640]  是什麼事都沒有的
[00:14:36.640 --> 00:14:39.040]  我們還有一些擔心的是什麼呢?
[00:14:39.040 --> 00:14:41.040]  唐英年事件
[00:14:41.040 --> 00:14:43.040]  梁振英事件
[00:14:43.040 --> 00:14:45.040]  你也不是沒有教訓的
[00:14:45.320 --> 00:14:48.720]  你也不是那天才知道自己會當律政司的
[00:14:48.720 --> 00:14:50.160]  也沒有這個醒覺
[00:14:50.160 --> 00:14:53.280]  我想我們大家也是要迫切為香港祈禱
[00:14:53.280 --> 00:14:54.880]  你想想
[00:14:54.880 --> 00:14:57.080]  由這些人來帶領的時候
[00:14:57.080 --> 00:14:58.200]  怎麼辦呢?
[00:14:58.200 --> 00:14:59.040]  是不是?
[00:14:59.040 --> 00:15:00.560]  所以你看到一件事就是
[00:15:00.560 --> 00:15:02.560]  不要想著做領袖
[00:15:02.560 --> 00:15:04.120]  聖經裡面很清楚說
[00:15:04.120 --> 00:15:05.160]  作為一個領袖
[00:15:05.160 --> 00:15:08.680]  你受的審判刑罰是更加大的
[00:15:08.680 --> 00:15:09.960]  我經常舉個例子
[00:15:09.960 --> 00:15:11.480]  一個未信耶穌的人說髒話
[00:15:11.480 --> 00:15:13.280]  跟一個執事說髒話
[00:15:13.280 --> 00:15:14.360]  分別是很大的
[00:15:14.360 --> 00:15:15.640]  聽完同一句話
[00:15:15.640 --> 00:15:17.320]  那個執事的問題就大很多了
[00:15:17.320 --> 00:15:19.160]  那個執事說髒話跟我說髒話
[00:15:19.160 --> 00:15:20.360]  大家說同一句話
[00:15:20.360 --> 00:15:21.840]  我想我的問題是大很多的
[00:15:21.840 --> 00:15:22.680]  是不是?
[00:15:22.680 --> 00:15:24.280]  大家說同一句話而已
[00:15:24.280 --> 00:15:25.960]  但就是屬於你不同的身份
[00:15:25.960 --> 00:15:27.720]  所以作為一個領袖
[00:15:27.720 --> 00:15:29.480]  我們是要善無性功
[00:15:29.480 --> 00:15:30.760]  但是你知道
[00:15:30.760 --> 00:15:33.120]  人對你的要求是更加大的
[00:15:33.120 --> 00:15:35.760]  更加看到一件事的時候怎麼辦呢?
[00:15:35.760 --> 00:15:37.800]  就是真正的信心
[00:15:37.800 --> 00:15:40.080]  是建基於神的應許
[00:15:40.080 --> 00:15:42.280]  神的話語上面
[00:15:42.280 --> 00:15:44.040]  我要體會神的心意
[00:15:44.040 --> 00:15:46.280]  我們就能夠有信心面對前面的路
[00:15:46.280 --> 00:15:47.960]  如果小信的時候
[00:15:47.960 --> 00:15:49.440]  我們得不到祝福
[00:15:49.440 --> 00:15:51.840]  甚至我們連累了其他人
[00:15:51.840 --> 00:15:54.400]  在文宿的十四章的三十三節裡面
[00:15:54.400 --> 00:15:55.320]  很清楚地說
[00:15:55.320 --> 00:15:56.680]  你的兒女
[00:15:56.680 --> 00:15:59.040]  都不能夠立刻進到迦南地
[00:15:59.040 --> 00:16:00.400]  要等四十年之後
[00:16:00.400 --> 00:16:01.720]  你們這一代離開之後
[00:16:01.720 --> 00:16:02.920]  他才可以進到迦南地
[00:16:02.920 --> 00:16:04.760]  所以今天
[00:16:04.760 --> 00:16:06.040]  我們要很小心
[00:16:06.040 --> 00:16:08.280]  我們看回我們今天的教會
[00:16:08.280 --> 00:16:10.440]  我們現在得到這一間學校
[00:16:10.440 --> 00:16:12.200]  其實五年前
[00:16:12.200 --> 00:16:13.680]  我們是有一個機會
[00:16:14.120 --> 00:16:16.640]  如果在冥恩堂超過五年以上的人都會記得
[00:16:16.640 --> 00:16:19.000]  只不過我們失去了這個機會
[00:16:19.000 --> 00:16:21.320]  就在我們附近的富亨邨
[00:16:21.320 --> 00:16:24.320]  有一間大埔商會的幼稚園
[00:16:24.320 --> 00:16:26.040]  當年
[00:16:26.040 --> 00:16:27.760]  大埔商會裡面的負責人
[00:16:27.760 --> 00:16:29.360]  記住他們不是基督徒
[00:16:29.360 --> 00:16:31.280]  他走來跟我們說
[00:16:31.280 --> 00:16:33.560]  他想將這間的營運權
[00:16:33.560 --> 00:16:35.360]  全部交給我們教會
[00:16:35.360 --> 00:16:38.560]  我們可以叫做冥恩幼稚園
[00:16:38.560 --> 00:16:40.640]  很難得
