
[00:00:00.000 --> 00:00:04.000]  我們很感謝上帝透過成年區的師班
[00:04:25.000 --> 00:04:27.000]  當時他不知道
[00:04:27.000 --> 00:04:33.000]  所以他帶著船上的糧食是不足夠的
[00:04:33.000 --> 00:04:36.000]  他過了麥捷倫海峽之後
[00:04:36.000 --> 00:04:42.000]  他以為他們多去幾天就可以登陸一些島嶼
[00:04:42.000 --> 00:04:44.000]  但他想都想不到
[00:04:44.000 --> 00:04:47.000]  原來不是幾天
[00:04:47.000 --> 00:04:50.000]  過了六個星期他都還沒有找到島嶼
[00:04:50.000 --> 00:04:53.000]  而當時他已經缺水缺糧
[00:04:53.000 --> 00:04:57.000]  整艘船上的船員開始有病
[00:04:57.000 --> 00:05:00.000]  因為那些食物已經腐化
[00:05:00.000 --> 00:05:04.000]  也有很多的蟲來滋生
[00:05:04.000 --> 00:05:09.000]  甚至有些船員患了憂鬱症
[00:05:09.000 --> 00:05:12.000]  船員甚至開始吃老鼠
[00:05:12.000 --> 00:05:16.000]  他們的牛皮當成食物來吃
[00:05:16.000 --> 00:05:19.000]  整個事件讓我們看到
[00:05:19.000 --> 00:05:23.000]  直至1521年3月6日
[00:05:23.000 --> 00:05:27.000]  他們才可以安全抵達關島
[00:05:27.000 --> 00:05:31.000]  但原本估計四到五天的航程
[00:05:31.000 --> 00:05:34.000]  結果花了三個月二十天
[00:05:34.000 --> 00:05:37.000]  多犧牲了19個船員
[00:05:37.000 --> 00:05:40.000]  到最後他結束這個探險旅程的時候
[00:05:40.000 --> 00:05:44.000]  他們原初238個船員
[00:05:44.000 --> 00:05:47.000]  結束的時候請問大家猜一下
[00:05:47.000 --> 00:05:50.000]  剩下多少人能夠生存呢
[00:05:50.000 --> 00:05:54.000]  原來只剩下18個人
[00:05:54.000 --> 00:05:56.000]  這個代價真的很大
[00:05:56.000 --> 00:05:59.000]  甚至連麥捷倫先生
[00:05:59.000 --> 00:06:02.000]  最後在菲律賓的一個部落的戰爭裡面
[00:06:02.000 --> 00:06:06.000]  他自己也身亡
[00:06:06.000 --> 00:06:08.000]  問題出在哪裡呢
[00:06:08.000 --> 00:06:13.000]  當時他有羅盤 他有這個方向
[00:06:13.000 --> 00:06:18.000]  但可惜的是他沒有正確的地圖
[00:06:18.000 --> 00:06:21.000]  他所能夠掌握的資料原來是錯的
[00:06:21.000 --> 00:06:24.000]  以至他的準備也錯的
[00:06:24.000 --> 00:06:26.000]  估計也錯的
[00:06:26.000 --> 00:06:29.000]  我們今天人生去面對這個
[00:06:29.000 --> 00:06:32.000]  好像大海汪洋一樣
[00:06:32.000 --> 00:06:36.000]  你需要的就是要跟隨我們這位主耶穌
[00:06:36.000 --> 00:06:38.000]  祂是世界的光環
[00:06:38.000 --> 00:06:42.000]  跟隨祂的就不是在黑暗裡奔跑
[00:06:42.000 --> 00:06:45.000]  我們今天不單止要有這個正確的方向
[00:06:45.000 --> 00:06:49.000]  我們是需要上帝藉著聖經的說話
[00:06:49.000 --> 00:06:52.000]  聖經的說話是屹立不倒的
[00:06:52.000 --> 00:06:54.000]  經過這麼多年的歷史的洗禮
[00:06:54.000 --> 00:06:56.000]  甚至有很多人嘗試去批評
[00:06:56.000 --> 00:06:58.000]  去攻擊神的話
[00:06:58.000 --> 00:07:00.000]  但他仍然屹立不倒
[00:07:00.000 --> 00:07:04.000]  原因就是神的話是不會出爾反爾
[00:07:04.000 --> 00:07:08.000]  聖經裡面記載所有上帝的預言
[00:07:08.000 --> 00:07:10.000]  全部百分百應驗
[00:07:10.000 --> 00:07:14.000]  直到今天我們仍然存在這份信心
[00:07:14.000 --> 00:07:17.000]  特別是在最後還有這幾天
[00:07:17.000 --> 00:07:20.000]  在聖恩諸教會舉行inspired exhibit
[00:07:20.000 --> 00:07:22.000]  如果你沒去過請你快點去
[00:07:22.000 --> 00:07:24.000]  甚至可以把握最後一天
[00:07:24.000 --> 00:07:26.000]  11號禮拜二
[00:07:26.000 --> 00:07:29.000]  晚上不單止我在那裡講道
[00:07:29.000 --> 00:07:34.000]  那天我們會有Dr. Scott Carroll
[00:07:34.000 --> 00:07:41.000]  他是全世界一位很知名的古卷研究的專家
[00:07:41.000 --> 00:07:46.000]  他會親自帶領我們一起去看這個展覽館
[00:07:46.000 --> 00:07:48.000]  會個別去介紹那些古卷
[00:07:48.000 --> 00:07:57.000]  這些古卷包括一些經歷過希特勒殘害猶太人的時代
[00:07:57.000 --> 00:07:59.000]  一些遺留的古卷
[00:07:59.000 --> 00:08:03.000]  古卷留下來成為我們一個很大的鼓勵
[00:08:03.000 --> 00:08:05.000]  就是因為我們知道
[00:08:05.000 --> 00:08:07.000]  為什麼人們冒生命的危險
[00:08:07.000 --> 00:08:09.000]  都要去傳流神的話
[00:08:09.000 --> 00:08:13.000]  因為神的話確能夠讓人有生命
[00:08:13.000 --> 00:08:17.000]  能夠讓絕望的人看到真正的盼望
[00:08:17.000 --> 00:08:20.000]  讓黑暗裡的人看到曙光
[00:08:20.000 --> 00:08:22.000]  我們今天仍然相信神的話
[00:08:22.000 --> 00:08:25.000]  能夠靠著祂的應許
[00:08:25.000 --> 00:08:27.000]  祂這些生命的良
[00:08:27.000 --> 00:08:31.000]  讓我們饑渴的心靈得著滿足喜樂
[00:08:31.000 --> 00:08:33.000]  頂姐妹
[00:08:33.000 --> 00:08:37.000]  你今天怎樣去尊重上帝的話呢?
[00:08:37.000 --> 00:08:39.000]  在我們看阿摩斯書第八章之前
[00:08:39.000 --> 00:08:41.000]  讓我們一起有一個祈禱
[00:08:41.000 --> 00:08:42.000]  我們一起禱告
[00:08:42.000 --> 00:08:44.000]  天父上帝我們在你的面前
[00:08:44.000 --> 00:08:46.000]  我們願意謙卑
[00:08:46.000 --> 00:08:48.000]  我們願意感恩
[00:08:48.000 --> 00:08:50.000]  因為你為我們所傳流的
[00:08:50.000 --> 00:08:52.000]  是你寶貴的說話
[00:08:52.000 --> 00:08:54.000]  叫歷世歷代的聖徒
[00:08:54.000 --> 00:08:57.000]  雖然他們的人生都會遭遇不同的
[00:08:57.000 --> 00:08:59.000]  試煉、艱難
[00:08:59.000 --> 00:09:01.000]  甚至一些危險
[00:09:01.000 --> 00:09:03.000]  但我們仍然相信
[00:09:03.000 --> 00:09:06.000]  你的話語成為我們的安慰
[00:09:06.000 --> 00:09:08.000]  成為我們的力量
[00:09:08.000 --> 00:09:10.000]  也讓我們每一天
[00:09:10.000 --> 00:09:13.000]  成為我們腳前的燈路上的光
[00:09:13.000 --> 00:09:14.000]  指引我們
[00:09:14.000 --> 00:09:16.000]  以致我們不會迷失
[00:09:16.000 --> 00:09:19.000]  在我們人生的汪洋大海當中
[00:09:19.000 --> 00:09:21.000]  還有我們願意將來的時間
[00:09:21.000 --> 00:09:22.000]  仰望在你的手中
[00:09:22.000 --> 00:09:24.000]  願上帝親自向我們師恩
[00:09:24.000 --> 00:09:28.000]  個別在我們心靈的深處來說話
[00:09:28.000 --> 00:09:30.000]  同心祈禱
[00:09:30.000 --> 00:09:32.000]  奉主耶穌基督的聖名求
[00:09:32.000 --> 00:09:33.000]  阿們
[00:09:33.000 --> 00:09:35.000]  讓我們先一起來看
[00:09:35.000 --> 00:09:37.000]  阿摩斯書第八章
[00:09:37.000 --> 00:09:40.000]  整章的聖經就是預告了
[00:09:40.000 --> 00:09:44.000]  上帝要滅去以色列
[00:09:44.000 --> 00:09:47.000]  這個亡國的命運已經定了
[00:09:47.000 --> 00:09:50.000]  我們一起看頭三節
[00:09:50.000 --> 00:09:52.000]  這個段落我們一起讀
[00:09:52.000 --> 00:09:56.000]  主耶和華又指著我一件事
[00:09:56.000 --> 00:09:59.000]  我看見一腔夏天的果子
[00:09:59.000 --> 00:10:00.000]  他說
[00:10:00.000 --> 00:10:01.000]  阿摩斯啊
[00:10:01.000 --> 00:10:03.000]  你看見什麼
[00:10:03.000 --> 00:10:04.000]  我說
[00:10:04.000 --> 00:10:06.000]  看見一腔夏天的果子
[00:10:06.000 --> 00:10:08.000]  耶和華說
[00:10:08.000 --> 00:10:10.000]  我聞以色列的結局到了
[00:10:10.000 --> 00:10:13.000]  我必不再寬恕他們
[00:10:13.000 --> 00:10:14.000]  主耶和華說
[00:10:14.000 --> 00:10:15.000]  那日
[00:10:15.000 --> 00:10:18.000]  殿中的詩歌變為愛好
[00:10:18.000 --> 00:10:21.000]  必有許多詩手在各處拋棄
[00:10:21.000 --> 00:10:23.000]  無人作聲
[00:10:23.000 --> 00:10:25.000]  第一個段落
[00:10:25.000 --> 00:10:28.000]  是揭示了這本書的第四個意象
[00:10:28.000 --> 00:10:32.000]  說一腔夏天的果子
[00:10:32.000 --> 00:10:38.000]  以色列最著名的無話可說
[00:10:38.000 --> 00:10:40.000]  七八月份
[00:10:40.000 --> 00:10:42.000]  正是炎熱的夏天
[00:10:42.000 --> 00:10:44.000]  他們開始成熟
[00:10:44.000 --> 00:10:48.000]  果子成熟的時候就要收割
[00:10:48.000 --> 00:10:50.000]  不收割就壞了
[00:10:50.000 --> 00:10:52.000]  這個果子
[00:10:52.000 --> 00:10:54.000]  成熟的裏面
[00:10:54.000 --> 00:10:56.000]  讓我們看見
[00:10:56.000 --> 00:11:00.000]  與上帝要來的審判是對稱的
[00:11:00.000 --> 00:11:02.000]  為什麼這樣說呢
[00:11:02.000 --> 00:11:04.000]  因為耶和華問先知
[00:11:04.000 --> 00:11:05.000]  看見什麼
[00:11:05.000 --> 00:11:08.000]  他說看見一腔夏天的果子
[00:11:08.000 --> 00:11:09.000]  耶和華說
[00:11:09.000 --> 00:11:12.000]  我聞以色列的結局到了
[00:11:12.000 --> 00:11:15.000]  果子和結局在原文希伯來文
[00:11:15.000 --> 00:11:17.000]  是很相似的
[00:11:17.000 --> 00:11:20.000]  他們的發音也很相似
[00:11:20.000 --> 00:11:22.000]  這個相似的地方
[00:11:22.000 --> 00:11:24.000]  讓我們看見
[00:11:24.000 --> 00:11:26.000]  原來是直接有關係的
[00:11:26.000 --> 00:11:28.000]  上帝說的這些果子
[00:11:28.000 --> 00:11:32.000]  與以色列的國運的結束
[00:11:32.000 --> 00:11:34.000]  成為一個等號
[00:11:34.000 --> 00:11:36.000]  即是說成熟了
[00:11:36.000 --> 00:11:39.000]  上帝的審判的時間也到了
[00:11:39.000 --> 00:11:41.000]  所以我們看見
[00:11:41.000 --> 00:11:43.000]  到這個日子來臨的時候
[00:11:43.000 --> 00:11:47.000]  他們的詩歌會變成哀號
[00:11:47.000 --> 00:11:49.000]  有很多的詩橫遍野
[00:11:49.000 --> 00:11:53.000]  就是他們亡國出現的情況
[00:11:53.000 --> 00:11:55.000]  這個意象是很清晰的
[00:11:55.000 --> 00:11:57.000]  透過文學的技巧
[00:11:57.000 --> 00:11:59.000]  透過這個相關語調
[00:11:59.000 --> 00:12:02.000]  果子和結局
[00:12:02.000 --> 00:12:04.000]  是讓我們知道
[00:12:04.000 --> 00:12:07.000]  上帝很清楚的名言
[00:12:07.000 --> 00:12:09.000]  不能更改
[00:12:09.000 --> 00:12:12.000]  你說上帝為什麼還不能更改呢?
[00:12:12.000 --> 00:12:15.000]  因為如果你有讀亞摩斯書
[00:12:15.000 --> 00:12:17.000]  由第一章開始
[00:12:17.000 --> 00:12:19.000]  到第七章
[00:12:19.000 --> 00:12:21.000]  上帝是多次透過先知
[00:12:21.000 --> 00:12:23.000]  已經傳講他的預言
[00:12:23.000 --> 00:12:25.000]  警告、勸喻
[00:12:25.000 --> 00:12:28.000]  叫他們不要三番四次犯罪
[00:12:28.000 --> 00:12:30.000]  你們迴轉吧
[00:12:30.000 --> 00:12:34.000]  為什麼你們還要在你們的罪行裡
[00:12:34.000 --> 00:12:36.000]  不肯悔改呢?
[00:12:36.000 --> 00:12:38.000]  上帝是給他們足夠的時間
[00:12:38.000 --> 00:12:40.000]  給他們足夠的機會
[00:12:40.000 --> 00:12:41.000]  可惜
[00:12:41.000 --> 00:12:44.000]  臣的百姓卻是沉迷不悟
[00:12:44.000 --> 00:12:45.000]  這個很可惜的
[00:12:45.000 --> 00:12:47.000]  帶來第二個段落
[00:12:47.000 --> 00:12:49.000]  審判的原因
[00:12:49.000 --> 00:12:52.000]  審判的原因我們一起看第四到第六節
[00:12:52.000 --> 00:12:53.000]  我們一起讀
[00:12:53.000 --> 00:12:56.000]  你們這些要吞嚇窮乏人
[00:12:56.000 --> 00:12:59.000]  使困苦人衰敗的
[00:12:59.000 --> 00:13:01.000]  當聽我的話
[00:13:01.000 --> 00:13:04.000]  你們說月朔何時過去
[00:13:04.000 --> 00:13:05.000]  我們好買糧
[00:13:05.000 --> 00:13:07.000]  安息日何時過去
[00:13:07.000 --> 00:13:09.000]  我們好擺開墨紙
[00:13:09.000 --> 00:13:11.000]  賣出用小星斗
[00:13:11.000 --> 00:13:13.000]  收銀用大等紙
[00:13:13.000 --> 00:13:16.000]  用鬼詐的天秤欺控人
[00:13:16.000 --> 00:13:19.000]  好用銀紙賣貧窮人
[00:13:19.000 --> 00:13:22.000]  用一雙鞋換窮乏人
[00:13:22.000 --> 00:13:25.000]  將壞料的墨紙賣給人
[00:13:25.000 --> 00:13:26.000]  請大家留意
[00:13:26.000 --> 00:13:28.000]  上帝一開始就說
[00:13:28.000 --> 00:13:30.000]  為什麼要這樣審判他們
[00:13:30.000 --> 00:13:34.000]  因為主因就是他們這個時代
[00:13:34.000 --> 00:13:36.000]  他們國家裡面出現的
[00:13:36.000 --> 00:13:38.000]  這些權貴和富商
[00:13:38.000 --> 00:13:42.000]  他們欺壓那些貧窮人
[00:13:42.000 --> 00:13:44.000]  他們要他們好像消滅一樣
[00:13:44.000 --> 00:13:46.000]  他們不當他們是人
[00:13:46.000 --> 00:13:50.000]  他們當他們是一個生意上的籌碼
[00:13:50.000 --> 00:13:52.000]  來作買賣
[00:13:52.000 --> 00:13:54.000]  我們要留意
[00:13:54.000 --> 00:13:56.000]  今天基督徒可以營商
[00:13:56.000 --> 00:13:58.000]  我們營商不是一個問題
[00:13:58.000 --> 00:14:00.000]  問題是你的手法
[00:14:00.000 --> 00:14:03.000]  是不是用正當的方式
[00:14:03.000 --> 00:14:06.000]  而不是用這種鬼詐的手段
[00:14:06.000 --> 00:14:08.000]  上帝說你要聽我的話
[00:14:08.000 --> 00:14:11.000]  這個就是審判的定案
[00:14:11.000 --> 00:14:13.000]  他們是怎麼說的呢
[00:14:13.000 --> 00:14:15.000]  是你們自己說的
[00:14:15.000 --> 00:14:18.000]  這班富商權貴的人
[00:14:18.000 --> 00:14:21.000]  他們說我們有守月索
[00:14:21.000 --> 00:14:23.000]  就是那些節期的
[00:14:23.000 --> 00:14:24.000]  每個月的初一
[00:14:24.000 --> 00:14:27.000]  他們會有祭物帶過來聖殿
[00:14:27.000 --> 00:14:31.000]  安息日他們也有按時去遵守
[00:14:31.000 --> 00:14:33.000]  外表上他們是一班很敬虔的人
[00:14:33.000 --> 00:14:36.000]  但上帝說你們的敬拜是虛浮的
[00:14:36.000 --> 00:14:39.000]  上帝檢視我們每一個人都是
[00:14:39.000 --> 00:14:41.000]  不只是看你帶來的祭物
[00:14:41.000 --> 00:14:43.000]  是先檢查
[00:14:43.000 --> 00:14:45.000]  就是獻祭者的生命
[00:14:45.000 --> 00:14:49.000]  這班的獻祭者他們本身平日的生活
[00:14:49.000 --> 00:14:54.000]  他們只是以為用祭物去賄賂上帝
[00:14:54.000 --> 00:14:57.000]  上帝你不要看我平日我怎麼做生意
[00:14:57.000 --> 00:15:00.000]  上帝怎麼可以讓我們收買呢
[00:15:00.000 --> 00:15:01.000]  上帝在這裡說
[00:15:01.000 --> 00:15:07.000]  你們掛著的只不過是為了要作買賣
[00:15:07.000 --> 00:15:08.000]  你們怎麼買賣呢
[00:15:08.000 --> 00:15:11.000]  賣出的用小星斗
[00:15:11.000 --> 00:15:13.000]  就是你賣給人家的東西
[00:15:13.000 --> 00:15:14.000]  一斤的菜
[00:15:14.000 --> 00:15:17.000]  你不是用一斤的星斗
[00:15:17.000 --> 00:15:20.000]  你是縮小了的星斗賣給人家
[00:15:20.000 --> 00:15:21.000]  夠清的了
[00:15:21.000 --> 00:15:23.000]  其實那個沒有一斤
[00:15:23.000 --> 00:15:24.000]  但你們收的錢
[00:15:24.000 --> 00:15:26.000]  用大等紙
[00:15:26.000 --> 00:15:28.000]  加大了的
[00:15:28.000 --> 00:15:30.000]  我要收回十兩銀錢
[00:15:30.000 --> 00:15:33.000]  但原來你加大了等紙
[00:15:33.000 --> 00:15:35.000]  其實你收十兩
[00:15:35.000 --> 00:15:36.000]  不止收十兩
[00:15:36.000 --> 00:15:38.000]  你收到可能二十兩
[00:15:38.000 --> 00:15:41.000]  這些是暴利
[00:15:41.000 --> 00:15:43.000]  這個是詭詐的
[00:15:43.000 --> 00:15:45.000]  天秤不是正確的
[00:15:45.000 --> 00:15:48.000]  甚至你是當人的生命
[00:15:48.000 --> 00:15:49.000]  都是很自然的
[00:15:49.000 --> 00:15:51.000]  賤賣
[00:15:51.000 --> 00:15:52.000]  作買賣
[00:15:52.000 --> 00:15:53.000]  好用銀紙賣貧寒營
[00:15:53.000 --> 00:15:56.000]  用一雙鞋就可以換到窮乏人
[00:15:56.000 --> 00:16:00.000]  甚至將壞了的墨紙都賣給人
[00:16:00.000 --> 00:16:03.000]  上帝說這個就是我要控告你們的
[00:16:03.000 --> 00:16:06.000]  那個審判的原因
[00:16:06.000 --> 00:16:10.000]  這個罪行是很清楚不過
[00:16:10.000 --> 00:16:13.000]  正因為此我們可以看
[00:16:13.000 --> 00:16:16.000]  他們這些罪行可以用三句說話來總結
[00:16:16.000 --> 00:16:18.000]  是他們假冒為善
[00:16:18.000 --> 00:16:21.000]  他們守神的節日
[00:16:21.000 --> 00:16:22.000]  安息日
[00:16:22.000 --> 00:16:24.000]  但他們沒有活出平日
[00:16:24.000 --> 00:16:26.000]  信仰道德的生活行為
[00:16:26.000 --> 00:16:28.000]  他用偽造的良器
[00:16:28.000 --> 00:16:30.000]  這個是欺騙的手段
[00:16:30.000 --> 00:16:32.000]  他將人視為物件
[00:16:32.000 --> 00:16:36.000]  扭曲了人的價值
[00:16:36.000 --> 00:16:38.000]  這個是人貪婪的時候
[00:16:38.000 --> 00:16:40.000]  我們就看不見
[00:16:40.000 --> 00:16:43.000]  上帝的眼睛所看的每一個人的生命
[00:16:43.000 --> 00:16:44.000]  都是有價值的
[00:16:44.000 --> 00:16:46.000]  都是寶貴的
[00:16:46.000 --> 00:16:47.000]  既然是這樣的時候
[00:16:47.000 --> 00:16:54.000]  先知繼續宣講上帝的說話
[00:16:54.000 --> 00:16:57.000]  讓我們看第七節的時候
[00:16:57.000 --> 00:16:58.000]  到十四節
[00:16:58.000 --> 00:16:59.000]  有五方面
[00:16:59.000 --> 00:17:02.000]  上帝這個審判的預言
[00:17:02.000 --> 00:17:03.000]  第一方面
[00:17:03.000 --> 00:17:04.000]  第七節
[00:17:04.000 --> 00:17:08.000]  耶和華指著雅各的榮耀喜誓說
[00:17:08.000 --> 00:17:10.000]  他們的一切行為我必永遠不忘
[00:17:10.000 --> 00:17:13.000]  上帝不忘記這些子民所犯的罪
[00:17:13.000 --> 00:17:15.000]  他很肯定的
[00:17:15.000 --> 00:17:17.000]  他一定要追討他們的罪
[00:17:17.000 --> 00:17:19.000]  指著雅各的榮耀
[00:17:19.000 --> 00:17:21.000]  這是第三次在這本書出現的
[00:17:21.000 --> 00:17:23.000]  神要起誓
[00:17:23.000 --> 00:17:25.000]  在第四章的時候
[00:17:25.000 --> 00:17:28.000]  耶和華指著自己的聖潔起誓
[00:17:28.000 --> 00:17:30.000]  第六章第八節
[00:17:30.000 --> 00:17:32.000]  耶和華指著自己起誓
[00:17:32.000 --> 00:17:35.000]  而第三次在這裡出現
[00:17:35.000 --> 00:17:37.000]  三次的起誓
[00:17:37.000 --> 00:17:41.000]  都是和上帝要審判以色列有關係
[00:17:41.000 --> 00:17:43.000]  但是有很多人會問
[00:17:43.000 --> 00:17:46.000]  為什麼這裡指著雅各的榮耀起誓
[00:17:46.000 --> 00:17:48.000]  不是指著神自己呢
[00:17:48.000 --> 00:17:52.000]  原因就在前文第六章
[00:17:52.000 --> 00:17:55.000]  雅各他看自己這些榮耀
[00:17:55.000 --> 00:17:57.000]  他成為他的驕傲
[00:17:57.000 --> 00:17:59.000]  他以為他們今天國家富強
[00:17:59.000 --> 00:18:01.000]  他們的經濟繁榮
[00:18:01.000 --> 00:18:03.000]  他以為這一切
[00:18:03.000 --> 00:18:05.000]  是因為他們的國家領袖
[00:18:05.000 --> 00:18:07.000]  上帝要他的子民看見
[00:18:07.000 --> 00:18:10.000]  這一切都是來自上主的恩典
[00:18:10.000 --> 00:18:14.000]  所以他們自驕自傲的時候
[00:18:14.000 --> 00:18:17.000]  他忘卻將榮耀歸於神
[00:18:17.000 --> 00:18:19.000]  神指著的雅各的榮耀
[00:18:19.000 --> 00:18:22.000]  其實根本是屬於上帝自己
[00:18:22.000 --> 00:18:24.000]  上帝這樣說也是說明
[00:18:24.000 --> 00:18:26.000]  人不可以自誇
[00:18:26.000 --> 00:18:28.000]  我們要誇的
[00:18:28.000 --> 00:18:31.000]  只是我們指著我們這位為我們死
[00:18:31.000 --> 00:18:34.000]  在十字架上的主耶穌去自誇
[00:18:34.000 --> 00:18:37.000]  上帝要他的子民看見
[00:18:37.000 --> 00:18:43.000]  他要來追討他們不義的行為
[00:18:43.000 --> 00:18:45.000]  所以這個必不赦免
[00:18:45.000 --> 00:18:50.000]  是一個很嚴重的審判
[00:18:50.000 --> 00:18:52.000]  第二就是他們會有地震
[00:18:52.000 --> 00:18:54.000]  地豈不因這事震動
[00:18:54.000 --> 00:18:56.000]  其上居民不也悲哀嗎
[00:18:56.000 --> 00:18:59.000]  地必傳言將尼羅河漲起
[00:18:59.000 --> 00:19:01.000]  如同埃及湧上落下
[00:19:01.000 --> 00:19:05.000]  大自然的災害不一定是神的審判
[00:19:05.000 --> 00:19:07.000]  所以你今天見到某個地方
[00:19:07.000 --> 00:19:09.000]  如果有海嘯或者地震
[00:19:09.000 --> 00:19:11.000]  你不要馬上說
[00:19:11.000 --> 00:19:13.000]  是因為你們那裡的人
[00:19:13.000 --> 00:19:14.000]  就怎樣不好
[00:19:14.000 --> 00:19:15.000]  神要審判你
[00:19:15.000 --> 00:19:16.000]  不一定
[00:19:16.000 --> 00:19:20.000]  但是上帝在聖經裏面給我們看見
[00:19:20.000 --> 00:19:22.000]  他要審判他自己的子民
