
[00:00:00.000 --> 00:00:05.040]  繼續《家庭培訓》這個系列的第四堂
[00:05:39.320 --> 00:05:42.000]  於是就找他兩個過來
[00:05:42.000 --> 00:05:43.720]  說了以下那番話
[00:05:43.720 --> 00:05:46.240]  所以這個記載是很荒謬的
[00:05:46.240 --> 00:05:47.160]  沒有人會想到
[00:05:47.160 --> 00:05:49.200]  為什麼你會年紀老邁才想到
[00:05:49.200 --> 00:05:51.680]  要教這兩個兒子
[00:05:51.680 --> 00:05:53.240]  Focus on Family
[00:05:53.240 --> 00:05:55.400]  是一個基督教的學院
[00:05:55.400 --> 00:05:59.840]  他們當中有很多非常有教育經驗的
[00:05:59.840 --> 00:06:02.600]  一些心理學家都在這個機構當中
[00:06:02.600 --> 00:06:05.200]  Focus on Family 根據他們的研究
[00:06:05.200 --> 00:06:08.840]  他們說管教孩童的黃金年齡
[00:06:08.840 --> 00:06:11.480]  是13歲之前
[00:06:11.480 --> 00:06:14.080]  所以過了13歲基本上是有一個轉變的
[00:06:14.080 --> 00:06:15.200]  意思就是說
[00:06:15.200 --> 00:06:17.920]  當小孩出生到13歲之前
[00:06:17.920 --> 00:06:20.080]  是管教的黃金時期
[00:06:20.080 --> 00:06:21.480]  13歲之後
[00:06:21.480 --> 00:06:25.280]  你就開始要適應跟他慢慢做朋友的關係
[00:06:25.280 --> 00:06:27.000]  當然有些父母相反
[00:06:27.000 --> 00:06:27.720]  小孩小的時候
[00:06:27.720 --> 00:06:28.840]  我們是Buddy Buddy
[00:06:28.840 --> 00:06:30.400]  突然發覺出事了
[00:06:30.400 --> 00:06:31.600]  要管教了
[00:06:31.600 --> 00:06:32.680]  就太遲了
[00:06:32.680 --> 00:06:34.000]  應該是相反
[00:06:34.000 --> 00:06:36.160]  小孩到13歲之前
[00:06:36.160 --> 00:06:38.360]  是管教的黃金時期
[00:06:38.360 --> 00:06:41.800]  但是到了13歲之後可能又慢慢有一個轉變
[00:06:41.800 --> 00:06:43.200]  我們記得很多年前
[00:06:43.200 --> 00:06:47.680]  我們請了一位何博士來跟我們講教育兒女
[00:06:47.680 --> 00:06:50.040]  我記得後來他
[00:06:50.040 --> 00:06:52.160]  基本上每一張CD我都有買
[00:06:52.160 --> 00:06:53.160]  後來就聽了
[00:06:53.160 --> 00:06:55.080]  其中一張是說到
[00:06:55.080 --> 00:06:58.720]  他自己覺得很大的問題就是
[00:06:58.720 --> 00:07:00.600]  因為當開始
[00:07:00.600 --> 00:07:02.200]  父母年輕
[00:07:02.200 --> 00:07:04.200]  剛剛生完子女的時候
[00:07:04.200 --> 00:07:06.400]  子女13歲之前
[00:07:06.400 --> 00:07:08.280]  黃金的管教時期
[00:07:08.280 --> 00:07:09.800]  通常是父母最忙的時間
[00:07:09.800 --> 00:07:12.800]  因為那段時間你都是在打拼自己的經濟
[00:07:12.800 --> 00:07:15.640]  你沒什麼時間好好Focus
[00:07:15.640 --> 00:07:17.000]  很多時間去Focus
[00:07:17.000 --> 00:07:19.480]  我要好好藉著這個黃金的機會
[00:07:19.480 --> 00:07:20.440]  好好管教他
[00:07:20.440 --> 00:07:23.280]  以至於之後我就可以省下很多心
[00:07:23.280 --> 00:07:25.480]  所以在香港也好
[00:07:25.480 --> 00:07:27.640]  當然中國大陸更加嚴重
[00:07:27.640 --> 00:07:31.200]  我們國語部我認識的家庭大部分都是這樣的
[00:07:31.200 --> 00:07:33.760]  都是一生了子女就送回去
[00:07:33.760 --> 00:07:35.360]  給他們的爹地媽媽
[00:07:35.360 --> 00:07:37.600]  即是婆婆、爺爺、大
[00:07:37.600 --> 00:07:40.160]  他們自己繼續打拼事業
[00:07:40.160 --> 00:07:43.240]  到了某一天他們的經濟恢復了
[00:07:43.240 --> 00:07:46.560]  但是他們的子女已經過了管教的黃金時期
[00:07:46.560 --> 00:07:47.440]  才會接回來
[00:07:47.440 --> 00:07:49.640]  我現在接手了發覺
[00:07:49.640 --> 00:07:51.840]  所有的已經有些太遲
[00:07:51.840 --> 00:07:54.800]  所有的壞習慣已經形成
[00:07:54.800 --> 00:07:58.480]  因為那些孩子從小跟著婆婆長大
[00:07:58.480 --> 00:07:59.960]  到你接手的時候
[00:07:59.960 --> 00:08:03.760]  他的大媽廣場舞已經跳到出神入化了
[00:08:03.760 --> 00:08:07.000]  已經走上一條不歸路
[00:08:07.000 --> 00:08:08.680]  你有沒有看過那些視頻
[00:08:08.680 --> 00:08:11.120]  有個四歲的孩子跟著婆婆長大的
[00:08:11.120 --> 00:08:13.320]  跟著她一起跳大媽廣場舞
[00:08:13.320 --> 00:08:15.120]  跳到出神入化
[00:08:15.120 --> 00:08:17.280]  你的孩子四歲的時候
[00:08:17.280 --> 00:08:20.880]  跳廣場大媽舞是很可愛的
[00:08:20.880 --> 00:08:24.200]  但是你可以想像這個孩子到了他上學的時候
[00:08:24.200 --> 00:08:28.160]  萬一被同學發現你跳舞跳成這樣
[00:08:28.160 --> 00:08:30.320]  你就不用教朋友了
[00:08:30.320 --> 00:08:34.600]  所以跟著祖父母長大的
[00:08:34.600 --> 00:08:37.200]  始終會有少少的影響
[00:08:37.200 --> 00:08:39.000]  到了你要接手的時候
[00:08:39.000 --> 00:08:42.720]  你發覺所有的問題已經很難解決了
[00:08:42.720 --> 00:08:45.840]  當然我處理學校的學生
[00:08:45.840 --> 00:08:50.440]  就是同一班的教練負責「執手尾」
[00:08:50.440 --> 00:08:53.280]  我們認識他們的時候已經十七八歲了
[00:08:53.280 --> 00:08:57.600]  所以他們已經過了那個可管教的黃金時期
[00:08:57.600 --> 00:09:00.000]  如果他們的父母做了好工作的話
[00:09:00.000 --> 00:09:01.480]  我們就很省心
[00:09:01.480 --> 00:09:02.400]  但是他們做了壞的工作
[00:09:02.400 --> 00:09:04.480]  我們就要「執手尾」
[00:09:04.480 --> 00:09:08.160]  所以大家要珍惜孩童黃金時期
[00:09:08.160 --> 00:09:09.480]  十三歲之前
[00:09:09.480 --> 00:09:10.560]  就不要學「執手尾」
[00:09:10.560 --> 00:09:12.720]  到了七十歲才想起
[00:09:12.720 --> 00:09:13.960]  孩子原來是這樣
[00:09:13.960 --> 00:09:15.880]  要管教一下
[00:09:15.880 --> 00:09:18.200]  那時候就太遲了
[00:09:18.200 --> 00:09:20.000]  這是第一個「執手尾」
[00:09:20.000 --> 00:09:21.880]  所讓我們看到的錯誤
[00:09:21.880 --> 00:09:25.440]  希望父母避免這個錯誤
[00:09:25.440 --> 00:09:28.040]  第二樣我們看到
[00:09:28.040 --> 00:09:30.160]  「執手尾」第二個錯誤就是
[00:09:30.160 --> 00:09:34.160]  我稱之為「有教無管」
[00:09:34.160 --> 00:09:38.400]  這個心理學家Diana Borin
[00:09:38.400 --> 00:09:41.520]  她經過多年研究不同的父母風格
[00:09:41.520 --> 00:09:44.680]  她說父母風格基本上分四種
[00:09:44.680 --> 00:09:47.520]  第一種叫做「又不管又不教」
[00:09:47.520 --> 00:09:49.600]  當然這種是最差的
[00:09:49.600 --> 00:09:55.040]  完全忽視你的孩子
[00:09:55.040 --> 00:09:56.320]  這樣是不行的
[00:09:56.320 --> 00:09:59.680]  另外一種叫做「只教不管」
[00:09:59.680 --> 00:10:04.440]  你會教但不會實行父母風格
[00:10:04.440 --> 00:10:06.480]  去設定一些限制
[00:10:06.480 --> 00:10:07.360]  你不會管
[00:10:07.360 --> 00:10:08.680]  但你會教
[00:10:08.680 --> 00:10:10.320]  這個不對那個對
[00:10:10.320 --> 00:10:11.480]  但你不會做任何事
[00:10:11.480 --> 00:10:12.600]  以利就是這樣
[00:10:12.600 --> 00:10:14.280]  因為以利是祭司的身份
[00:10:14.280 --> 00:10:16.200]  其實他有權利
[00:10:16.200 --> 00:10:19.920]  將兩個兒子從他現任的崗位拉下來
[00:10:19.920 --> 00:10:21.680]  你們這樣是不行的
[00:10:21.680 --> 00:10:23.560]  限制就在這裡
[00:10:23.560 --> 00:10:24.440]  明天開始
[00:10:24.440 --> 00:10:27.400]  你們不可以再執行祭司的職務
[00:10:27.400 --> 00:10:28.480]  You are out
[00:10:28.480 --> 00:10:29.880]  他是有這樣的權利
[00:10:29.880 --> 00:10:30.920]  但他沒有用
[00:10:30.920 --> 00:10:33.760]  他只是說「我教你,你這樣是不對的」
[00:10:33.760 --> 00:10:35.760]  這叫「有教不過沒有管」
[00:10:35.760 --> 00:10:37.080]  沒有用他的權利
[00:10:37.080 --> 00:10:39.640]  所以神為什麼最後會罵以利
[00:10:39.640 --> 00:10:41.440]  因為即使到了七十歲
[00:10:41.440 --> 00:10:45.240]  他的兒子還沒有繼承祭司的職務
[00:10:45.240 --> 00:10:47.160]  所以他仍然在位
[00:10:47.160 --> 00:10:48.160]  他一天在位
[00:10:48.160 --> 00:10:50.080]  就一天還有權利
[00:10:50.080 --> 00:10:51.720]  既然那兩個兒子教成這樣
[00:10:51.720 --> 00:10:54.160]  麻煩你們兩個退位
[00:10:54.160 --> 00:10:55.080]  從明天開始
[00:10:55.080 --> 00:10:58.240]  輪不到你們再欺壓
[00:10:58.240 --> 00:10:59.520]  以利是眾人
[00:10:59.520 --> 00:11:02.160]  但他沒有實行他的權利
[00:11:02.160 --> 00:11:04.520]  所以稱之為他有教
[00:11:04.520 --> 00:11:05.640]  雖然教得遲
[00:11:05.640 --> 00:11:07.840]  至少有教,不過沒有管
[00:11:07.840 --> 00:11:08.880]  他說有些
[00:11:08.880 --> 00:11:10.600]  另外一類的兒童風格
[00:11:10.600 --> 00:11:12.320]  叫做「有管沒教」
[00:11:12.320 --> 00:11:13.600]  就是那種
[00:11:13.600 --> 00:11:15.440]  我不會跟你講道理
[00:11:15.440 --> 00:11:17.440]  只要你一天還住在我家
[00:11:17.440 --> 00:11:18.760]  吃著我的東西
[00:11:18.760 --> 00:11:20.040]  我說什麼你就做什麼
[00:11:20.040 --> 00:11:22.160]  所以那些叫「有管,不過沒教」
[00:11:22.160 --> 00:11:22.960]  你聽我就可以了
[00:11:22.960 --> 00:11:24.640]  我們家裡最民主的
[00:11:24.640 --> 00:11:25.480]  你是民,我是主
[00:11:25.480 --> 00:11:27.080]  你聽我
[00:11:27.080 --> 00:11:28.000]  民主
[00:11:28.000 --> 00:11:30.640]  所以這叫「有管沒教」
[00:11:30.640 --> 00:11:32.560]  他說最好的當然是
[00:11:32.560 --> 00:11:33.600]  「有管有教」
[00:11:33.600 --> 00:11:35.200]  有一個平衡
[00:11:35.200 --> 00:11:36.560]  有教的同時
[00:11:36.560 --> 00:11:38.840]  你會設立一個權利
[00:11:38.840 --> 00:11:41.240]  該管的時候就要管
[00:11:41.240 --> 00:11:42.640]  所以這就是
[00:11:42.640 --> 00:11:44.760]  以利第二個的錯誤
[00:11:44.760 --> 00:11:47.320]  就是神特別罵他的地方
[00:11:47.320 --> 00:11:48.400]  神特別提醒他
[00:11:48.400 --> 00:11:50.640]  你兩個兒子教成這樣
[00:11:50.640 --> 00:11:52.800]  你是不是應該教和管一下
[00:11:52.800 --> 00:11:54.200]  他是有權利管的
[00:11:54.200 --> 00:11:55.280]  不過他始終沒有
[00:11:55.280 --> 00:11:56.760]  他就繼續縱容
[00:11:56.760 --> 00:11:59.680]  他兩個兒子仍然在做祭司的職位
[00:11:59.680 --> 00:12:01.960]  仍然是繼續搶別人的玉
[00:12:01.960 --> 00:12:04.000]  繼續和那些婦女糾合
[00:12:04.000 --> 00:12:06.560]  所以他就隻眼開隻眼閉
[00:12:06.560 --> 00:12:08.240]  就是隨便講兩句
[00:12:08.240 --> 00:12:10.160]  於是就繼續放縱
[00:12:10.160 --> 00:12:13.760]  其實神一直沒有給他機會
[00:12:13.760 --> 00:12:15.360]  如果這件事的發生
[00:12:15.360 --> 00:12:17.920]  是發生在他七十歲的時候
[00:12:17.920 --> 00:12:21.160]  到他最後真是神要出手
[00:12:21.160 --> 00:12:22.720]  審判來到了
[00:12:22.720 --> 00:12:24.840]  大家知道以利是怎樣死的
[00:12:24.840 --> 00:12:26.840]  他基本上是肥死的
[00:12:26.840 --> 00:12:29.040]  所以他為甚麼會隻眼開隻眼閉
[00:12:29.040 --> 00:12:31.120]  也有可能他兒子搶回來的玉
[00:12:31.120 --> 00:12:32.360]  他應該有份吃
[00:12:32.360 --> 00:12:34.360]  所以他最後因為太肥
[00:12:34.360 --> 00:12:35.280]  坐一張椅子倒了
[00:12:35.280 --> 00:12:36.080]  他自己跌死
[00:12:36.080 --> 00:12:37.920]  所以他基本上是肥死的
[00:12:37.920 --> 00:12:41.120]  所以到他肥死的時候是九十八歲
[00:12:41.120 --> 00:12:42.360]  所以如果他現在是七十歲
[00:12:42.360 --> 00:12:45.720]  其實神都給他十八年的時間
[00:12:45.720 --> 00:12:47.240]  如果你想管
[00:12:47.240 --> 00:12:48.120]  你仍然可以管
[00:12:48.120 --> 00:12:49.040]  十八年來
[00:12:49.040 --> 00:12:51.160]  他仍然是祭司的職位
[00:12:51.160 --> 00:12:52.200]  他仍然有機會
[00:12:52.200 --> 00:12:53.960]  神說你仍然有機會
[00:12:53.960 --> 00:12:56.040]  如果你現在想運用你的權力
[00:12:56.040 --> 00:12:57.720]  雖然已經太遲了
[00:12:57.720 --> 00:12:59.920]  但你可以做些甚麼
[00:12:59.920 --> 00:13:03.400]  但至少他一直都沒有再管這件事
[00:13:03.400 --> 00:13:05.800]  罵兩句就算了
[00:13:05.800 --> 00:13:07.200]  就繼續讓他兒子放縱
[00:13:07.200 --> 00:13:09.040]  他繼續吃他得回來的玉
[00:13:09.040 --> 00:13:10.720]  最後他就
[00:13:10.720 --> 00:13:13.280]  當然這是非常悲慘的下場
[00:13:13.280 --> 00:13:14.840]  就自己肥死了
[00:13:14.840 --> 00:13:17.200]  以利是第二個錯誤
[00:13:17.200 --> 00:13:21.040]  當然華人父母通常都很懂得管教
[00:13:21.040 --> 00:13:24.000]  有人說華人父母不會錯過任何一個機會
[00:13:24.000 --> 00:13:25.840]  來教他兒子數學
[00:13:25.840 --> 00:13:27.440]  甚至一邊管一邊教
[00:13:27.440 --> 00:13:28.840]  discipline的時候
[00:13:28.840 --> 00:13:30.080]  不習慣打屁股
[00:13:30.080 --> 00:13:32.440]  不過一邊打一邊數著多少次
[00:13:32.440 --> 00:13:34.240]  拍屁股三次
[00:13:34.240 --> 00:13:35.720]  再來拍屁股兩次
[00:13:35.720 --> 00:13:38.920]  現在三等於幾十五
[00:13:38.920 --> 00:13:40.840]  一邊管一邊教
[00:13:40.840 --> 00:13:43.960]  discipline的時間都是教你數學的時間
[00:13:43.960 --> 00:13:47.840]  所以以利就是有教無管
[00:13:47.840 --> 00:13:48.960]  所以最好的方式
[00:13:48.960 --> 00:13:50.560]  就是有一個well balance
[00:13:50.560 --> 00:13:53.800]  該exercise你的authority的時候要exercise
[00:13:53.800 --> 00:13:56.600]  該教的時候就要跟他講道理
[00:13:56.600 --> 00:13:57.640]  這是第二個
[00:13:57.640 --> 00:14:00.960]  第三個就是我想跟大家分享
[00:14:00.960 --> 00:14:03.640]  在管教的方面
[00:14:03.640 --> 00:14:07.400]  其實聖經有提到神一些管教的方式
[00:14:07.400 --> 00:14:11.000]  亦都給現代的心理學家一些
[00:14:11.000 --> 00:14:13.200]  尤其是Christian的psychologist
[00:14:13.200 --> 00:14:14.840]  一些提醒
[00:14:14.840 --> 00:14:17.040]  提醒他們都come up with一些
[00:14:17.040 --> 00:14:21.240]  我覺得都幾有智慧的管教方法
[00:14:21.240 --> 00:14:23.840]  那麼你說神用什麼方式管教呢
[00:14:23.840 --> 00:14:28.160]  其實神通常用方式管教他的孩子
[00:14:28.160 --> 00:14:29.840]  就是通常用一種叫
[00:14:29.840 --> 00:14:33.360]  他會適當地讓他所愛的孩子
[00:14:33.360 --> 00:14:37.840]  去承擔 承受一些自然的後果
[00:14:37.840 --> 00:14:39.640]  這個承擔完自然的後果
[00:14:39.640 --> 00:14:41.360]  人是會成長的
[00:14:41.360 --> 00:14:43.040]  所以這個是
[00:14:43.040 --> 00:14:47.040]  大家知道自然後果和非自然後果是不同的
[00:14:47.040 --> 00:14:48.640]  因為有時管教的時候
[00:14:48.640 --> 00:14:52.240]  如果你用的不是叫做natural consequence
[00:14:52.240 --> 00:14:54.840]  你是用一些叫made up consequence
[00:14:54.840 --> 00:14:57.640]  那個後果是帶來不同的effect的
[00:14:57.640 --> 00:14:58.640]  分別在哪裏呢
[00:14:58.640 --> 00:15:02.440]  分別就例如你孩子拿著玩具在扔玩具
[00:15:02.440 --> 00:15:04.560]  很暴力地扔玩具
[00:15:04.560 --> 00:15:06.560]  扔爛了玩具
[00:15:06.560 --> 00:15:08.640]  如果你過去
[00:15:08.640 --> 00:15:09.840]  扔下去
[00:15:09.840 --> 00:15:12.440]  這個就叫做made up consequence
[00:15:12.440 --> 00:15:14.240]  這個是強制性的懲罰
[00:15:14.240 --> 00:15:16.640]  這個不是一個natural consequence
[00:15:16.640 --> 00:15:18.440]  那你說natural consequence是什麼
[00:15:18.440 --> 00:15:20.240]  就是玩具扔爛了沒得玩
[00:15:20.240 --> 00:15:22.640]  這個叫natural consequence
[00:15:22.640 --> 00:15:24.240]  這個就是讓你的孩子
[00:15:24.240 --> 00:15:28.040]  你的孩子去承擔自然的後果
[00:15:28.040 --> 00:15:28.840]  就是你可以扔
[00:15:28.840 --> 00:15:29.640]  不過扔爛了
[00:15:29.640 --> 00:15:31.240]  我不會再買新的
[00:15:31.240 --> 00:15:33.440]  就沒得玩 就是這樣
[00:15:33.440 --> 00:15:34.640]  但很多父母不是的
[00:15:34.640 --> 00:15:37.440]  扔爛了過去打屁股
[00:15:37.440 --> 00:15:40.840]  他承受了一個made up consequence
[00:15:40.840 --> 00:15:42.440]  但之後你又心軟
[00:15:42.440 --> 00:15:43.440]  買個新的給你
[00:15:43.440 --> 00:15:46.440]  所以他沒有suffer到這個natural consequence
[00:15:46.440 --> 00:15:50.840]  但神通常是利用一些很自然的後果
[00:15:50.840 --> 00:15:52.840]  讓我們去承擔
[00:15:52.840 --> 00:15:55.440]  透過承擔我們是成長的
[00:15:55.440 --> 00:15:58.040]  例如當你看《創世紀》的時候
[00:15:58.040 --> 00:16:01.040]  當神創造萬物的時候
[00:16:01.040 --> 00:16:02.440]  他做完人之後
[00:16:02.440 --> 00:16:04.840]  他都跟亞當夏娃說得很清楚
[00:16:04.840 --> 00:16:07.840]  就是說分別滑落樹的果子
[00:16:07.840 --> 00:16:09.640]  你們千萬不要吃
[00:16:09.640 --> 00:16:10.840]  如果吃了
[00:16:10.840 --> 00:16:13.040]  那我把natural consequence告訴你
[00:16:13.040 --> 00:16:15.840]  就是你會死
[00:16:15.840 --> 00:16:19.040]  大家知道神創造天地萬物的時候
[00:16:19.040 --> 00:16:21.440]  他不只是說有就有
[00:16:21.440 --> 00:16:23.040]  當他做植物的時候
[00:16:23.040 --> 00:16:24.840]  他不是說有植物就有植物
[00:16:24.840 --> 00:16:27.040]  他是對著地說的
[00:16:27.040 --> 00:16:28.440]  他是命令地
[00:16:28.440 --> 00:16:30.840]  地要生出植物
[00:16:30.840 --> 00:16:33.240]  水要滋生多生命
[00:16:33.240 --> 00:16:35.240]  就是有魚 飛鳥
[00:16:35.240 --> 00:16:39.240]  然後地也要有動物
[00:16:39.240 --> 00:16:41.240]  所以他每一次這樣說的時候
[00:16:41.240 --> 00:16:42.640]  發覺有一個pattern
[00:16:42.640 --> 00:16:43.440]  意思就是說
[00:16:43.440 --> 00:16:47.040]  當他對著地說地要生出植物
[00:16:47.040 --> 00:16:48.040]  意思就是說
[00:16:48.040 --> 00:16:49.840]  當地要生出植物的時候
[00:16:49.840 --> 00:16:51.440]  植物是出於地
[00:16:51.440 --> 00:16:53.840]  植物都是靠著地生長
[00:16:53.840 --> 00:16:56.440]  當植物死的時候歸於地
[00:16:56.440 --> 00:16:58.040]  所以是離不開的
[00:16:58.040 --> 00:16:59.640]  動物也是一樣
[00:16:59.640 --> 00:17:02.640]  水要滋生多生命
[00:17:02.640 --> 00:17:04.040]  於是有了魚
[00:17:04.040 --> 00:17:06.240]  魚是從水而來
[00:17:06.240 --> 00:17:08.240]  魚是靠水生存
[00:17:08.240 --> 00:17:09.640]  離開水就死亡
