
[00:00:00.000 --> 00:00:02.600]  弟兄姊妹 願你們平安
[00:04:31.680 --> 00:04:34.800]  去借很多屬靈的書籍去看
[00:04:34.800 --> 00:04:38.800]  只要你找到一些可靠的網址
[00:04:38.800 --> 00:04:41.680]  你就可以找到很多很多有用的資料
[00:04:41.680 --> 00:04:44.400]  去豐富你在這方面的知識
[00:04:44.400 --> 00:04:45.840]  不過我想提的
[00:04:45.840 --> 00:04:47.280]  你都要小心
[00:04:47.280 --> 00:04:48.800]  因為一個不經意
[00:04:48.800 --> 00:04:51.280]  你找了一些不盡不實的網址
[00:04:51.280 --> 00:04:55.120]  他提供了一些似是而非的資料給你的話
[00:04:55.120 --> 00:04:57.760]  而你有信以為真的話
[00:04:57.760 --> 00:04:59.280]  那就很大件事了
[00:04:59.280 --> 00:05:02.400]  那個後果很嚴重
[00:05:02.400 --> 00:05:03.920]  彼得在他的晚年
[00:05:03.920 --> 00:05:05.360]  在彼得後書
[00:05:05.360 --> 00:05:08.640]  就向教會的信徒去提醒他們
[00:05:08.640 --> 00:05:10.880]  要他們認識神
[00:05:10.880 --> 00:05:13.760]  不單止在這裡認識神
[00:05:13.760 --> 00:05:14.960]  還要求他們
[00:05:14.960 --> 00:05:17.760]  提醒他們要在生命經歷裡面
[00:05:17.760 --> 00:05:19.840]  繼續去認識神
[00:05:19.840 --> 00:05:21.920]  甚至乎在一章八節
[00:05:21.920 --> 00:05:23.600]  他提醒那些信徒
[00:05:23.600 --> 00:05:25.680]  要在他們的生命操練裡面
[00:05:25.680 --> 00:05:28.880]  不斷去追求去認識耶穌基督
[00:05:28.880 --> 00:05:30.000]  為什麼?
[00:05:30.000 --> 00:05:32.480]  為什麼彼得要這麼強烈
[00:05:32.480 --> 00:05:36.160]  去提醒那些信徒要去認識神呢?
[00:05:36.160 --> 00:05:38.000]  因為當時有些異端
[00:05:38.000 --> 00:05:41.120]  有些假教師的出現
[00:05:41.120 --> 00:05:44.400]  唯有那些信徒真的清楚認識真理
[00:05:44.400 --> 00:05:49.200]  他們才會懂得分辨那些錯誤
[00:05:49.200 --> 00:05:52.400]  那些虛假的教導
[00:05:52.400 --> 00:05:54.400]  其實彼得很擔心那些信徒
[00:05:54.400 --> 00:05:57.200]  在他們的信仰裡面會走樣
[00:05:57.200 --> 00:05:58.240]  大家知不知道?
[00:05:58.240 --> 00:05:59.440]  我相信大家都知道的
[00:05:59.440 --> 00:06:01.360]  其實走樣的信仰
[00:06:01.360 --> 00:06:05.440]  不需要將你整個的信仰
[00:06:05.440 --> 00:06:07.600]  全盤的去否定
[00:06:07.600 --> 00:06:11.760]  只需要有一點點的偏差
[00:06:11.760 --> 00:06:15.920]  那就會令到你的信仰的觀念會動搖
[00:06:15.920 --> 00:06:18.560]  而令到你的信仰根基
[00:06:18.560 --> 00:06:21.680]  會因為這樣而倒塌
[00:06:21.680 --> 00:06:24.080]  很容易會誤導
[00:06:24.080 --> 00:06:26.160]  被人帶走了你
[00:06:26.160 --> 00:06:27.760]  離開了真理
[00:06:27.760 --> 00:06:29.760]  遠離了上帝
[00:06:29.760 --> 00:06:33.120]  至於我們今天所看的彼得口書第二章
[00:06:33.120 --> 00:06:34.720]  第二章裡面的訊息
[00:06:34.720 --> 00:06:37.520]  主要彼得在描述一群人
[00:06:37.520 --> 00:06:39.280]  一群假先知
[00:06:39.280 --> 00:06:41.200]  一群假教師的真面目
[00:06:41.200 --> 00:06:42.880]  和他們的惡行
[00:06:42.880 --> 00:06:45.360]  今天讓我們繼續去看看
[00:06:45.360 --> 00:06:50.160]  去思想一下彼得對這群假教師嚴厲的斥責
[00:06:50.160 --> 00:06:52.720]  去看看那群假教師的生命
[00:06:52.720 --> 00:06:54.640]  究竟出了什麼問題
[00:06:54.640 --> 00:06:56.720]  對我們又有什麼提醒
[00:06:56.720 --> 00:06:59.120]  有什麼警戒呢
[00:06:59.120 --> 00:07:01.520]  今天我們要看的經文就是
[00:07:01.520 --> 00:07:04.480]  剛才讀過的彼得口書的二章
[00:07:04.480 --> 00:07:07.120]  十七到二十二節
[00:07:07.120 --> 00:07:10.960]  我的講題是「小心走樣的信仰」
[00:07:10.960 --> 00:07:16.080]  彼得在第二章提到有一群人在教會出現
[00:07:16.080 --> 00:07:19.120]  就是那群假先知、假教師
[00:07:19.120 --> 00:07:21.360]  究竟他們是什麼人呢
[00:07:21.360 --> 00:07:22.720]  簡單來說
[00:07:22.720 --> 00:07:25.840]  他們就是一群在他們生命品格上
[00:07:25.840 --> 00:07:29.120]  偏離了聖經教導的一群人
[00:07:29.120 --> 00:07:33.200]  他們不單止他們自己偏離了聖經教導
[00:07:33.200 --> 00:07:37.040]  他們更加將聖經真理扭曲了
[00:07:37.040 --> 00:07:39.680]  然後去教導身邊的人
[00:07:39.680 --> 00:07:41.680]  他們生活不道德
[00:07:41.680 --> 00:07:44.320]  他們又有貪婪
[00:07:44.320 --> 00:07:46.880]  他們貪心、貪錢
[00:07:46.880 --> 00:07:52.480]  經常滿腦子在想有什麼可以賺償
[00:07:52.480 --> 00:07:54.560]  他們不單止在這一方面
[00:07:54.560 --> 00:07:56.720]  他們更加嚴重的就是
[00:07:56.720 --> 00:08:01.200]  他們否定主耶穌基督的再來
[00:08:01.200 --> 00:08:04.720]  這是很嚴重的錯誤
[00:08:04.720 --> 00:08:10.000]  這就是我們可以辨別這群假教師的特徵
[00:08:10.000 --> 00:08:14.160]  當時的假教師應許那群聽眾
[00:08:14.160 --> 00:08:16.640]  只要聽他們的教導
[00:08:16.640 --> 00:08:23.920]  就可以享受一個那些教師所說的自由的人生
[00:08:23.920 --> 00:08:26.640]  彼得就用了一些很難聽的話
[00:08:26.640 --> 00:08:32.720]  以及用了幾個事物來形容這群假教師
[00:08:32.720 --> 00:08:34.080]  究竟是什麼呢
[00:08:34.080 --> 00:08:37.280]  不如我們進入經文逐個看看
[00:08:37.280 --> 00:08:39.520]  我們先看第十七節
[00:08:39.520 --> 00:08:44.240]  第十七節裡彼得形容那群假教師
[00:08:44.240 --> 00:08:48.720]  就好像那些無水的泉源
[00:08:48.720 --> 00:08:54.720]  當時以色列人往往要步行去找泉源
[00:08:54.720 --> 00:08:57.040]  去補充他們的食水
[00:08:57.040 --> 00:09:01.200]  倘若他們真的找到一個泉源
[00:09:01.200 --> 00:09:04.240]  但發覺沒有水
[00:09:04.240 --> 00:09:08.240]  他們的盼望很明顯就是落空
[00:09:08.240 --> 00:09:11.840]  他們心裡當然就會有個失望
[00:09:11.840 --> 00:09:13.680]  就好像你試想想
[00:09:13.680 --> 00:09:15.520]  當你去做了運動
[00:09:15.520 --> 00:09:17.680]  打了長波之後
[00:09:17.680 --> 00:09:18.960]  出了身汗
[00:09:18.960 --> 00:09:20.400]  最想做什麼?
[00:09:20.400 --> 00:09:22.640]  最想就是去找東西喝
[00:09:22.640 --> 00:09:26.560]  所以就會去附近的便利店
[00:09:26.560 --> 00:09:30.240]  去買一些冰凍的飲品來解渴
[00:09:30.240 --> 00:09:32.000]  但當你去到那個便利店
[00:09:32.000 --> 00:09:35.120]  你會發覺雪櫃壞了
[00:09:35.120 --> 00:09:37.280]  裡面沒有冰凍的飲品
[00:09:37.280 --> 00:09:38.560]  那怎麼辦?
[00:09:38.560 --> 00:09:39.840]  但不要緊
[00:09:39.840 --> 00:09:43.360]  隨便買些飲品都可以解渴
[00:09:43.360 --> 00:09:44.880]  但再看清楚一點
[00:09:44.880 --> 00:09:48.800]  整間店舖什麼都沒有賣
[00:09:48.800 --> 00:09:50.400]  特別是沒有賣那些飲品
[00:09:50.400 --> 00:09:52.480]  你很需要的那些飲品
[00:09:52.480 --> 00:09:55.200]  嘩!你的心情會怎樣?
[00:09:55.200 --> 00:09:58.080]  很明顯就是很失望
[00:09:58.080 --> 00:09:59.840]  甚至乎很生氣
[00:09:59.840 --> 00:10:01.520]  為什麼?
[00:10:01.520 --> 00:10:03.040]  我最需要的東西
[00:10:03.040 --> 00:10:05.120]  竟然這麼大間店舖
[00:10:05.120 --> 00:10:06.880]  一樣都沒有
[00:10:06.880 --> 00:10:08.880]  很失落、很失望
[00:10:08.880 --> 00:10:11.360]  其實這一班假教師都是一樣
[00:10:11.360 --> 00:10:13.600]  他們應許他們這班聽眾
[00:10:13.600 --> 00:10:15.280]  可以獲得的就是
[00:10:15.280 --> 00:10:18.560]  豐富、豐盛、自由的人生
[00:10:18.560 --> 00:10:20.640]  但其實跟他們的人
[00:10:20.640 --> 00:10:22.800]  最終的結局
[00:10:22.800 --> 00:10:25.680]  他們所得到的就是失望
[00:10:25.680 --> 00:10:27.840]  就是不滿足
[00:10:27.840 --> 00:10:31.200]  而假教師第二個形容
[00:10:31.200 --> 00:10:33.040]  彼得就形容他們就是
[00:10:33.040 --> 00:10:35.920]  狂風吹逼的霧氣
[00:10:35.920 --> 00:10:38.640]  霧氣是在一些特定的季節
[00:10:38.640 --> 00:10:41.040]  特定的時刻才會出現
[00:10:41.040 --> 00:10:43.440]  出現的時候若隱若現
[00:10:43.440 --> 00:10:45.600]  當狂風來到的時候
[00:10:45.600 --> 00:10:48.320]  一吹就會吹散
[00:10:48.320 --> 00:10:50.320]  彼得用這個霧氣來形容
[00:10:50.320 --> 00:10:52.480]  那班假教師的教導
[00:10:52.480 --> 00:10:54.800]  那個的暫時性和沒有實質
[00:10:54.800 --> 00:10:56.160]  不可靠
[00:10:56.160 --> 00:11:00.400]  同樣的跟隨那班假教師的教導的人
[00:11:00.400 --> 00:11:04.480]  最終所得到的就是失望和不滿足
[00:11:04.480 --> 00:11:07.200]  而第三個的比喻
[00:11:07.200 --> 00:11:09.680]  彼得就形容那班假教師
[00:11:09.680 --> 00:11:11.520]  就會有一樣東西
[00:11:11.520 --> 00:11:12.720]  有什麼?
[00:11:12.720 --> 00:11:16.320]  劍文說有漆黑的幽暗
[00:11:16.320 --> 00:11:18.400]  為他們存留
[00:11:18.400 --> 00:11:20.000]  這個代表著
[00:11:20.000 --> 00:11:22.240]  彼得想告訴那班假教師
[00:11:22.240 --> 00:11:27.360]  你們最終會面對那個可怕的結局
[00:11:27.360 --> 00:11:29.680]  彼得告訴他們
[00:11:29.680 --> 00:11:33.520]  上主必定會重重的去懲罰他們
[00:11:33.520 --> 00:11:36.880]  另外彼得在第十八節
[00:11:36.880 --> 00:11:39.920]  他提到這班假教師
[00:11:39.920 --> 00:11:42.640]  是怎樣去引誘人的
[00:11:42.640 --> 00:11:43.920]  劍文怎麼說
[00:11:43.920 --> 00:11:45.280]  那班假教師
[00:11:45.280 --> 00:11:49.280]  他們用虛假誇大的說話
[00:11:49.280 --> 00:11:50.880]  來引誘人
[00:11:50.880 --> 00:11:54.320]  還有他們用肉體的情慾
[00:11:54.320 --> 00:11:57.840]  淫蕩的事來引誘人
[00:11:57.840 --> 00:12:01.280]  究竟假教師引誘的是什麼人呢?
[00:12:01.280 --> 00:12:03.360]  劍文也有說
[00:12:03.360 --> 00:12:07.440]  就是那些剛剛脫離了錯謬生活的人
[00:12:07.440 --> 00:12:09.200]  就是剛剛信了耶穌
[00:12:09.200 --> 00:12:12.720]  離開了罪惡生活的信徒
[00:12:12.720 --> 00:12:13.600]  還有
[00:12:13.600 --> 00:12:17.760]  究竟他們說的虛假誇大的說話
[00:12:17.760 --> 00:12:20.080]  是什麼說話呢?
[00:12:20.080 --> 00:12:23.360]  就是假教師跟那班信徒說
[00:12:23.360 --> 00:12:25.280]  你們可以放心
[00:12:25.280 --> 00:12:30.160]  我們可以給你們最大的滿足
[00:12:30.160 --> 00:12:33.200]  你們可以享受到肉體的情慾
[00:12:33.200 --> 00:12:35.120]  還有可以任意去做
[00:12:35.120 --> 00:12:39.920]  你們想做的那些淫蕩的事
[00:12:39.920 --> 00:12:42.240]  他們應許那班信徒
[00:12:42.240 --> 00:12:44.720]  只要跟從他們
[00:12:44.720 --> 00:12:46.160]  信徒你們想怎樣
[00:12:46.160 --> 00:12:48.400]  你們喜歡什麼就做什麼
[00:12:48.400 --> 00:12:50.800]  你們可以很自由的
[00:12:50.800 --> 00:12:53.040]  假教師就用情慾的生活
[00:12:53.040 --> 00:12:54.480]  和自由的人生
[00:12:54.480 --> 00:12:56.880]  來好像魚餌一樣
[00:12:56.880 --> 00:13:00.320]  來引誘這班信徒上當
[00:13:00.320 --> 00:13:02.320]  我想起我以前
[00:13:02.320 --> 00:13:03.520]  也很久以前
[00:13:03.520 --> 00:13:06.320]  曾經看過的電視廣告
[00:13:06.320 --> 00:13:08.720]  在電視廣告裡面我看過一些
[00:13:08.720 --> 00:13:12.640]  說當你要錢周轉的時候
[00:13:12.640 --> 00:13:14.320]  某某兄弟就告訴你
[00:13:14.320 --> 00:13:17.120]  我怎樣也會幫你處理好
[00:13:17.120 --> 00:13:19.040]  又好像一些簽體廣告
[00:13:19.040 --> 00:13:22.560]  那裡說你只要給幾百元
[00:13:22.560 --> 00:13:25.120]  幾百元我就可以幫你變漂亮一點
[00:13:25.120 --> 00:13:26.720]  變瘦一點
[00:13:26.720 --> 00:13:28.400]  很多很多這樣的廣告
[00:13:28.400 --> 00:13:31.440]  都應許你找我們幫忙
[00:13:31.440 --> 00:13:34.720]  你就會得到很多很多好處
[00:13:34.720 --> 00:13:39.280]  但當你真的聽這些虛假誇大的說話
[00:13:39.280 --> 00:13:42.880]  希望可以在裡面得到滿足的時候
[00:13:42.880 --> 00:13:46.160]  最終的結果就是失望
[00:13:46.160 --> 00:13:48.000]  彼得在第十九節
[00:13:48.000 --> 00:13:50.400]  他更加用一些諷刺的說話
[00:13:50.400 --> 00:13:54.640]  來諷刺這班假教師
[00:13:54.640 --> 00:13:55.920]  諷刺他們什麼?
[00:13:55.920 --> 00:14:00.080]  就是說這班假教師其實自身難保
[00:14:00.080 --> 00:14:04.400]  他們會成為敗壞生活的奴隸
[00:14:04.400 --> 00:14:06.000]  失去自由
[00:14:06.000 --> 00:14:07.680]  你說多麼諷刺
[00:14:07.680 --> 00:14:08.960]  原本這班假教師
[00:14:08.960 --> 00:14:12.560]  自以為他們所說的那套信念
[00:14:12.560 --> 00:14:14.400]  可以給人自由
[00:14:14.400 --> 00:14:16.800]  但是彼得在那裡說
[00:14:16.800 --> 00:14:18.720]  他們其實那個生命
[00:14:18.720 --> 00:14:22.480]  他們自己的生命本身已經被制服了
[00:14:22.480 --> 00:14:25.120]  根本就是自身難保
[00:14:25.120 --> 00:14:28.000]  我以前聽過一個目者的分享
[00:14:28.000 --> 00:14:29.600]  我很認同
[00:14:29.600 --> 00:14:32.000]  他那時候分享的就是說
[00:14:32.000 --> 00:14:34.880]  他在舊約《創世紀》第二到第三章
[00:14:34.880 --> 00:14:36.880]  他看到一樣的東西
[00:14:36.880 --> 00:14:38.800]  就是他看到自由
[00:14:38.800 --> 00:14:41.360]  原來是神給人一份的禮物
[00:14:41.360 --> 00:14:44.240]  可以給人有一個選擇
[00:14:44.240 --> 00:14:46.000]  就是選擇信服神
[00:14:46.000 --> 00:14:47.840]  或者不信服神
[00:14:47.840 --> 00:14:51.120]  所以自由就是神賜給我們每一個人
[00:14:51.120 --> 00:14:54.640]  最寶貴最大的禮物
[00:14:54.640 --> 00:14:56.560]  不過同時間我會想到
[00:14:56.560 --> 00:15:00.480]  這份禮物其實也是一份很危險的禮物
[00:15:00.480 --> 00:15:02.400]  為什麼?
[00:15:02.400 --> 00:15:05.520]  因為當你擁有了這個自由的權利的時候
[00:15:05.520 --> 00:15:07.520]  同時間自由
[00:15:07.520 --> 00:15:10.800]  你都要為你這個擁有的自由
[00:15:10.800 --> 00:15:13.040]  你要付出代價
[00:15:13.040 --> 00:15:14.480]  我不知道大家
[00:15:14.480 --> 00:15:19.440]  喜不喜歡去參加去玩那些歷期活動
[00:15:19.440 --> 00:15:21.200]  如果你喜歡的話
[00:15:21.200 --> 00:15:22.560]  我相信你會覺得
[00:15:22.560 --> 00:15:26.320]  因為那個歷期活動很刺激很好玩
[00:15:26.320 --> 00:15:29.120]  有一次有兩個年輕人
[00:15:29.120 --> 00:15:30.560]  他們路過而已
[00:15:30.560 --> 00:15:32.560]  剛好看到有一幫人
[00:15:32.560 --> 00:15:36.720]  他們正在進行一個歷期活動
[00:15:36.720 --> 00:15:38.320]  他們看到很入神
[00:15:38.320 --> 00:15:40.160]  他們很想玩一份
[00:15:40.160 --> 00:15:42.720]  終於兩個年輕人
[00:15:42.720 --> 00:15:44.320]  就鼓起勇氣
[00:15:44.320 --> 00:15:46.880]  就去到那幫人裡面
[00:15:46.880 --> 00:15:49.120]  找那個歷期教練問他
[00:15:49.120 --> 00:15:51.920]  我們可不可以一起玩
[00:15:51.920 --> 00:15:55.120]  那個教練就回應他們的要求
[00:15:55.120 --> 00:15:56.320]  就跟他們說
[00:15:56.320 --> 00:16:00.640]  如果你們肯跟著我的規範來玩
[00:16:00.640 --> 00:16:02.080]  當然可以
[00:16:02.080 --> 00:16:04.240]  不過當然你要付錢
[00:16:04.240 --> 00:16:05.840]  他們真的很開心
[00:16:05.840 --> 00:16:08.000]  我們當然OK一起玩
[00:16:08.000 --> 00:16:09.600]  一口答應了
[00:16:09.600 --> 00:16:12.560]  他們如願可以參與是其中
[00:16:12.560 --> 00:16:14.800]  經過教練的講解
[00:16:14.800 --> 00:16:17.680]  還有教練的指導之後
[00:16:17.680 --> 00:16:19.840]  終於去玩了
[00:16:19.840 --> 00:16:23.440]  不過首先當然要穿上裝備
[00:16:23.440 --> 00:16:26.160]  他們就穿好安全帶
[00:16:26.160 --> 00:16:30.560]  然後就一起去到那個歷期活動的現場
[00:16:30.560 --> 00:16:33.280]  一起去玩
[00:16:33.280 --> 00:16:36.080]  他們去到這次那個地方
[00:16:36.080 --> 00:16:37.920]  就是一個懸崖的邊
[00:16:37.920 --> 00:16:39.040]  其實那個教練
[00:16:39.040 --> 00:16:42.320]  老早就在懸崖邊搭了一條木板
[00:16:42.320 --> 00:16:44.160]  這次的活動主要就是叫他們
[00:16:44.160 --> 00:16:46.560]  一個一個站上木板
[00:16:46.560 --> 00:16:50.640]  然後逐個逐個走出木板
[00:16:50.640 --> 00:16:52.000]  很自由自在
[00:16:52.000 --> 00:16:55.360]  很享受地去看看四周圍懸崖
[00:16:55.360 --> 00:16:58.160]  外面美麗的風景
[00:16:58.160 --> 00:17:00.800]  是不是很棒
[00:17:00.800 --> 00:17:04.320]  一個一個去經歷那個活動
[00:17:04.320 --> 00:17:07.120]  終於去到那兩個年輕人
[00:17:07.120 --> 00:17:08.720]  不過看一下他們的樣子
[00:17:08.720 --> 00:17:12.000]  咦 為什麼臉有藍色的
[00:17:12.000 --> 00:17:14.880]  好像有些不舒服
[00:17:14.880 --> 00:17:17.520]  樣子很不舒服
[00:17:17.520 --> 00:17:19.840]  還是他們害怕呢
[00:17:19.840 --> 00:17:23.520]  根本什麼事
[00:17:23.520 --> 00:17:25.520]  其實通通都不是
[00:17:25.520 --> 00:17:30.080]  那兩個年輕人就跟那個教練說
[00:17:30.080 --> 00:17:31.840]  教練呀教練
[00:17:31.840 --> 00:17:33.920]  我們有一個請求
[00:17:33.920 --> 00:17:37.040]  我們覺得那個安全帶
[00:17:37.040 --> 00:17:39.600]  綁得我們實在太緊
[00:17:39.600 --> 00:17:41.200]  很不舒服
[00:17:41.200 --> 00:17:44.960]  而且其實我們的平衡力都不錯
[00:17:44.960 --> 00:17:49.440]  我們覺得我們不需要綁這個安全帶
[00:17:49.440 --> 00:17:53.520]  我們就這樣走出那個木板
[00:17:53.520 --> 00:17:57.520]  自由自在無拘無束的享受整個過程
[00:17:57.520 --> 00:18:00.160]  會更加好
[00:18:00.160 --> 00:18:03.440]  當那個力奇教練聽到他們這樣說的時候
[00:18:03.440 --> 00:18:06.640]  你猜那個教練會不會讓他們這樣做
[00:18:06.640 --> 00:18:09.520]  有人說不會 另求
[00:18:09.520 --> 00:18:15.040]  但是那個力奇教練就笑笑口地回應他們兩個
[00:18:15.040 --> 00:18:16.640]  他說 好
[00:18:16.640 --> 00:18:19.440]  你們的提議非常好
[00:18:19.440 --> 00:18:21.040]  真的很自由
[00:18:21.040 --> 00:18:22.480]  真的無拘無束
[00:18:22.480 --> 00:18:25.840]  因為沒有那條安全帶綁著你
[00:18:25.840 --> 00:18:26.960]  同樣地
[00:18:26.960 --> 00:18:29.040]  你覺得你的平衡力很好
[00:18:29.040 --> 00:18:30.320]  你有信心
[00:18:30.320 --> 00:18:33.440]  不需要那個安全帶的幫助
[00:18:33.440 --> 00:18:36.240]  當然你會很享受這個過程
[00:18:36.240 --> 00:18:39.520]  不過我想告訴你一件事
[00:18:39.520 --> 00:18:43.040]  就是你這個要求的自由
[00:18:43.040 --> 00:18:46.480]  最終會給你的就是
[00:18:46.480 --> 00:18:48.320]  什麼
[00:18:48.320 --> 00:18:49.920]  四個字
[00:18:49.920 --> 00:18:54.640]  粉身碎骨
[00:18:54.640 --> 00:18:55.520]  兄弟姐妹
[00:18:55.520 --> 00:18:57.280]  如果是你的話
[00:18:57.280 --> 00:19:00.480]  你會不會像這兩個年輕人一樣要求
[00:19:00.480 --> 00:19:03.360]  想不想要這個自由
[00:19:03.360 --> 00:19:04.720]  大家明不明白
[00:19:04.720 --> 00:19:06.960]  人總是想要自由
[00:19:06.960 --> 00:19:09.280]  但是我們人很多時候沒有留意
[00:19:09.280 --> 00:19:11.600]  其實我們真的有些限制
[00:19:11.600 --> 00:19:14.480]  雖然可能我們覺得我們能搞定的
[00:19:14.480 --> 00:19:15.920]  沒問題的
[00:19:15.920 --> 00:19:18.400]  但是可能有時候
[00:19:18.400 --> 00:19:21.040]  我們都太高估了自己
[00:19:21.040 --> 00:19:22.720]  在尋求自由的過程裡面
[00:19:22.720 --> 00:19:27.680]  可能會令到我們陷入那個粉身碎骨
[00:19:27.680 --> 00:19:29.120]  有些人會說
[00:19:29.120 --> 00:19:31.280]  我有自制的能力
[00:19:31.280 --> 00:19:32.720]  我打一陣機
[00:19:32.720 --> 00:19:34.560]  無傷大也
[00:19:34.560 --> 00:19:37.440]  甚至乎不會太過影響我的
[00:19:37.440 --> 00:19:39.120]  我不會上癮
[00:19:39.120 --> 00:19:41.360]  我懂得停的
[00:19:41.360 --> 00:19:43.120]  是不是真的呢
[00:19:43.120 --> 00:19:44.640]  當然我想
[00:19:44.640 --> 00:19:46.800]  他真的可以有個自由去嘗試
[00:19:46.800 --> 00:19:47.920]  但是最終
[00:19:47.920 --> 00:19:50.240]  他會發現他其實成為
[00:19:50.240 --> 00:19:53.440]  他想著這個自由的奴隸
[00:19:53.440 --> 00:19:56.560]  會被這個自由所控制
[00:19:56.560 --> 00:19:59.680]  他就會負上沉重的代價
[00:19:59.680 --> 00:20:02.000]  在聖經裡面提醒我們
[00:20:02.000 --> 00:20:05.040]  其實這幫家教師的教導就是這樣
[00:20:05.040 --> 00:20:06.960]  好像給了那幫信徒
