
[00:00:00.000 --> 00:00:03.520]  今年是二零一九年
[00:03:29.360 --> 00:03:30.880]  所以當我們在祈禱裡面
[00:03:30.880 --> 00:03:34.040]  其實我們心靈的耳朵是闖開的
[00:03:34.040 --> 00:03:35.640]  我們屬靈的眼睛是打開
[00:03:35.640 --> 00:03:37.640]  看看神在做甚麼
[00:03:37.640 --> 00:03:40.480]  神在跟我們說甚麼
[00:03:40.480 --> 00:03:42.080]  所以當我們在祈禱裡面
[00:03:42.080 --> 00:03:44.920]  我們可以領受到神的心意
[00:03:44.920 --> 00:03:46.280]  神的聲音
[00:03:46.280 --> 00:03:49.080]  這就是一個寬易的祈禱
[00:03:49.080 --> 00:03:52.400]  是一個雙向的歷程
[00:03:52.400 --> 00:03:54.200]  所以在祈禱裡面
[00:03:54.200 --> 00:03:56.200]  我們可以將我們的期盼
[00:03:56.200 --> 00:03:57.360]  將我們的需要
[00:03:57.360 --> 00:03:58.360]  將我們的渴求
[00:03:58.360 --> 00:04:00.680]  將我們有的呈獻給神
[00:04:00.680 --> 00:04:02.560]  告訴神
[00:04:02.560 --> 00:04:03.880]  就好像我們通俗地說
[00:04:03.880 --> 00:04:04.960]  有碗話碗
[00:04:04.960 --> 00:04:06.200]  有碟話碟
[00:04:06.200 --> 00:04:07.560]  就是告訴神
[00:04:07.560 --> 00:04:08.920]  也都求祂幫助
[00:04:08.920 --> 00:04:11.280]  求祂施恩來承傳
[00:04:11.280 --> 00:04:13.080]  但同樣讓我們知道
[00:04:13.080 --> 00:04:14.840]  祈禱也都包括了
[00:04:14.840 --> 00:04:18.000]  我們來去正聽神的心意
[00:04:18.000 --> 00:04:19.720]  祂對我們有甚麼說話呢
[00:04:19.720 --> 00:04:21.800]  祂想我們怎樣去做呢
[00:04:21.800 --> 00:04:22.800]  當我們祈禱了之後
[00:04:22.800 --> 00:04:24.120]  祂有沒有一些回答
[00:04:24.120 --> 00:04:26.320]  有沒有一些指引呢
[00:04:26.320 --> 00:04:28.080]  原來一個祈禱的人
[00:04:28.080 --> 00:04:30.160]  就是在當中
[00:04:30.160 --> 00:04:33.920]  會張開耳朵來聽神的心意
[00:04:33.920 --> 00:04:36.560]  所以這就是我所認知的
[00:04:36.560 --> 00:04:40.680]  基督徒的祈禱的操練
[00:04:40.680 --> 00:04:41.600]  好了
[00:04:41.600 --> 00:04:44.320]  今天我們不只是去了解一下
[00:04:44.320 --> 00:04:45.680]  祈禱是甚麼
[00:04:45.680 --> 00:04:48.000]  今天我們很想去學習的是
[00:04:48.000 --> 00:04:52.480]  原來祈禱是可以帶來有力量
[00:04:52.480 --> 00:04:55.920]  祈禱出來的能力是大的
[00:04:55.920 --> 00:04:58.720]  是上帝透過聖經告訴我們
[00:04:58.720 --> 00:05:00.360]  這個是祂給我們的福分
[00:05:00.360 --> 00:05:01.840]  是給我們的權柄
[00:05:01.840 --> 00:05:03.800]  我們有沒有好好地運用
[00:05:03.800 --> 00:05:06.120]  好好地將一個屬靈的資源
[00:05:06.120 --> 00:05:07.680]  來實踐出來
[00:05:07.680 --> 00:05:09.240]  表達出來呢
[00:05:09.240 --> 00:05:12.120]  還是說我們只有一個G字
[00:05:12.120 --> 00:05:14.520]  但卻是沒有甚麼實踐呢
[00:05:14.520 --> 00:05:16.520]  求主幫助我們能夠明白
[00:05:16.520 --> 00:05:17.960]  並且更多的實踐
[00:05:17.960 --> 00:05:20.200]  以致我們都能夠經歷到
[00:05:20.200 --> 00:05:23.520]  祈禱出來的能力
[00:05:23.520 --> 00:05:25.200]  好了
[00:05:25.200 --> 00:05:26.960]  那有甚麼能力呢
[00:05:26.960 --> 00:05:29.760]  當我們說祈禱出來是有能力的話
[00:05:29.760 --> 00:05:32.200]  究竟有甚麼能力呢
[00:05:32.200 --> 00:05:32.800]  在今早
[00:05:32.800 --> 00:05:36.160]  我很想和弟兄姊妹分享的兩個層面
[00:05:36.160 --> 00:05:38.120]  很清楚地讓我們體會到
[00:05:38.120 --> 00:05:39.760]  祈禱產生的能力
[00:05:39.760 --> 00:05:43.280]  可以有兩個層面向我們去顯明
[00:05:43.280 --> 00:05:44.080]  第一個層面
[00:05:44.080 --> 00:05:46.160]  我們常常都會意會得到
[00:05:46.160 --> 00:05:47.520]  明白得到的
[00:05:47.520 --> 00:05:49.000]  祈禱有甚麼能力呢
[00:05:49.000 --> 00:05:49.840]  很簡單
[00:05:49.840 --> 00:05:52.120]  就是當我們祈求的事情
[00:05:52.120 --> 00:05:54.000]  很想得到一些東西
[00:05:54.000 --> 00:05:55.680]  很需要得到的幫助
[00:05:55.680 --> 00:05:56.960]  當我們祈禱之後
[00:05:56.960 --> 00:05:58.240]  交託給神之後
[00:05:58.240 --> 00:06:01.200]  在神的旨意的容許接納底下
[00:06:01.200 --> 00:06:03.400]  成全了
[00:06:03.400 --> 00:06:04.520]  是吧
[00:06:04.520 --> 00:06:05.560]  得著了
[00:06:05.560 --> 00:06:08.040]  有能力驅使這些東西
[00:06:08.040 --> 00:06:10.600]  達標了
[00:06:10.600 --> 00:06:12.400]  我們會覺得很開心
[00:06:12.400 --> 00:06:13.800]  神聽了我們禱告
[00:06:13.800 --> 00:06:15.120]  神顯出祂的大能
[00:06:15.120 --> 00:06:16.320]  去成就一些
[00:06:16.320 --> 00:06:19.080]  我心裏真的很想期盼的事情
[00:06:19.080 --> 00:06:20.920]  所以我們心裏很驚訝
[00:06:20.920 --> 00:06:21.720]  很開心
[00:06:21.720 --> 00:06:23.680]  很雀躍
[00:06:23.680 --> 00:06:25.160]  祈禱有這樣的能力
[00:06:25.160 --> 00:06:26.520]  你經歷過沒有呢
[00:06:26.520 --> 00:06:29.000]  你體會有多少呢
[00:06:29.000 --> 00:06:31.640]  聖經裏面真是多得很這一類的見證
[00:06:31.640 --> 00:06:33.160]  有機會如果你翻查聖經
[00:06:33.160 --> 00:06:35.120]  由《創世紀》到《啟示錄》
[00:06:35.120 --> 00:06:36.800]  你會發現在祈禱中
[00:06:36.800 --> 00:06:39.280]  蒙神英文而成就的事多得很
[00:06:39.280 --> 00:06:40.640]  所以弟兄姊妹
[00:06:40.640 --> 00:06:41.880]  除非我們不相信聖經
[00:06:41.880 --> 00:06:42.880]  如果我們相信的話
[00:06:42.880 --> 00:06:45.560]  這些就是真實的例子來告訴我們
[00:06:45.560 --> 00:06:47.200]  神就是一個這樣的神
[00:06:47.200 --> 00:06:49.960]  今天我們一樣可以在當中經歷
[00:06:49.960 --> 00:06:51.400]  神聽禱告
[00:06:51.400 --> 00:06:52.360]  顯出大能
[00:06:52.360 --> 00:06:55.400]  成就我們祈求的事
[00:06:55.400 --> 00:06:57.600]  舉一個例子來說明
[00:06:57.600 --> 00:07:00.760]  譬如我們翻開《使徒行傳》第十二章裏面
[00:07:00.760 --> 00:07:02.160]  我們就看到了
[00:07:02.160 --> 00:07:03.560]  《使徒行傳》十二章裏面
[00:07:03.560 --> 00:07:05.440]  我們就很清楚地看到
[00:07:05.440 --> 00:07:09.520]  彼得是被人捉了
[00:07:09.520 --> 00:07:13.280]  當時希律王很想去顯他的威風
[00:07:13.280 --> 00:07:15.280]  又對基督教有點不妥
[00:07:15.280 --> 00:07:17.560]  他於是殺了雅各
[00:07:17.560 --> 00:07:18.720]  不單止殺了雅各
[00:07:18.720 --> 00:07:21.320]  也知道人們喜歡他做這些事
[00:07:21.320 --> 00:07:22.400]  他就捉了彼得
[00:07:22.400 --> 00:07:23.600]  捉了彼得之後
[00:07:23.600 --> 00:07:25.440]  他還想準備去審問他
[00:07:25.440 --> 00:07:28.120]  不過未審問之前不如等他坐牢
[00:07:28.120 --> 00:07:28.880]  不單止坐牢
[00:07:28.880 --> 00:07:31.360]  還嚴密地看著他
[00:07:31.360 --> 00:07:33.640]  分四班人來看他
[00:07:33.640 --> 00:07:35.000]  每班就四個人
[00:07:35.000 --> 00:07:37.000]  而那些人就坐在他兩旁
[00:07:37.000 --> 00:07:38.840]  走都不能走
[00:07:38.840 --> 00:07:41.360]  一個很大的打擊
[00:07:41.360 --> 00:07:43.120]  對教會來說
[00:07:43.120 --> 00:07:44.120]  靖姐妹
[00:07:44.120 --> 00:07:46.000]  如果教會今天面對這樣的事
[00:07:46.000 --> 00:07:48.480]  我們會怎麼做?
[00:07:48.480 --> 00:07:50.880]  其中很重要的就是我們禱告
[00:07:50.880 --> 00:07:55.320]  所以初期教會都沒有忽略這一點
[00:07:55.320 --> 00:07:58.680]  所以我們在讀聖經的《使徒行傳》第十二章第五節
[00:07:58.680 --> 00:08:00.080]  我們就讀到這句說話
[00:08:00.080 --> 00:08:01.080]  那裡怎麼說?
[00:08:01.080 --> 00:08:05.000]  「於是彼得被囚在監裡
[00:08:05.000 --> 00:08:10.160]  教會卻為他切切地禱告神」
[00:08:10.160 --> 00:08:11.800]  很清楚的
[00:08:11.800 --> 00:08:14.000]  主啊,我們的使徒
[00:08:14.000 --> 00:08:16.080]  我們的帶領者是被捉了入監
[00:08:16.080 --> 00:08:17.200]  我們要禱告求主
[00:08:17.200 --> 00:08:18.800]  幫助施恩成全
[00:08:18.800 --> 00:08:20.480]  釋放他等等
[00:08:20.480 --> 00:08:22.880]  因為他被希律王在逼迫
[00:08:22.880 --> 00:08:26.360]  所以我們就看見教會切切為他祈禱
[00:08:26.360 --> 00:08:28.520]  神聽了他們禱告
[00:08:28.520 --> 00:08:29.560]  結果我們一直讀聖經
[00:08:29.560 --> 00:08:31.480]  從第六節開始讀的時候就看見
[00:08:31.480 --> 00:08:33.720]  上帝伸出祂大能的手
[00:08:33.720 --> 00:08:35.280]  做祂奇妙的作為
[00:08:35.280 --> 00:08:36.040]  於是怎樣?
[00:08:36.040 --> 00:08:38.880]  差遣天使去幫助彼得
[00:08:38.880 --> 00:08:41.320]  有光照耀
[00:08:41.320 --> 00:08:43.240]  又有天使拍下彼得
[00:08:43.240 --> 00:08:44.840]  拍醒他告訴他不用怕
[00:08:44.840 --> 00:08:45.680]  我們救你
[00:08:45.680 --> 00:08:46.680]  你起來吧
[00:08:46.680 --> 00:08:48.520]  束上帶子穿鞋
[00:08:48.520 --> 00:08:50.880]  再披上外衣跟我走
[00:08:50.880 --> 00:08:53.040]  彼得當時就是這樣起身去走
[00:08:53.040 --> 00:08:55.320]  他真的有時覺得自己是否在做夢
[00:08:55.320 --> 00:08:57.080]  看見異象是否真的
[00:08:57.080 --> 00:08:57.720]  是真的
[00:08:57.720 --> 00:08:58.280]  走著走著
[00:08:58.280 --> 00:08:59.800]  門又打開了
[00:08:59.800 --> 00:09:01.680]  出了大門後
[00:09:01.680 --> 00:09:03.080]  天使就走了
[00:09:03.080 --> 00:09:04.320]  他真的醒了
[00:09:04.320 --> 00:09:06.800]  這件事是真的
[00:09:06.800 --> 00:09:09.400]  神釋放了他
[00:09:09.400 --> 00:09:10.640]  克服了很多困難
[00:09:10.640 --> 00:09:15.440]  人以為很多障礙都可以超越了
[00:09:15.440 --> 00:09:16.480]  為甚麼呢?
[00:09:16.480 --> 00:09:17.680]  是否偶然呢?
[00:09:17.680 --> 00:09:19.880]  如果我們看回《上文夏利》就清楚知道
[00:09:19.880 --> 00:09:23.280]  教會的設設去禱告
[00:09:23.280 --> 00:09:27.680]  是禱告了帶來上帝能力的彰顯
[00:09:27.680 --> 00:09:28.960]  所以彼得釋放了之後
[00:09:28.960 --> 00:09:30.240]  他就想想應該去哪裏
[00:09:30.240 --> 00:09:34.200]  他記起有馬可和他的媽媽瑪利亞
[00:09:34.200 --> 00:09:35.600]  那裏經常有人禱告
[00:09:35.600 --> 00:09:36.400]  聖經都是這樣說的
[00:09:36.400 --> 00:09:37.120]  第十二節
[00:09:37.120 --> 00:09:38.200]  他們經常聚集禱告
[00:09:38.200 --> 00:09:39.320]  所以他就去那裏
[00:09:39.320 --> 00:09:40.440]  去拍門的時候
[00:09:40.440 --> 00:09:43.920]  那些人去應門很驚訝
[00:09:43.920 --> 00:09:45.160]  你不應該坐在監獄裏
[00:09:45.160 --> 00:09:46.040]  為甚麼在這裏?
[00:09:46.040 --> 00:09:47.360]  釋放了
[00:09:47.360 --> 00:09:48.720]  不敢相信
[00:09:48.720 --> 00:09:49.920]  大家都不敢相信
[00:09:49.920 --> 00:09:51.760]  神的大能彰顯到一個地步
[00:09:51.760 --> 00:09:53.040]  叫人都不敢相信
[00:09:53.040 --> 00:09:54.160]  但卻是真實
[00:09:54.160 --> 00:09:54.920]  所以彼得說
[00:09:54.920 --> 00:09:57.080]  是呀,是我呀,是我呀
[00:09:57.080 --> 00:09:59.480]  所以我們看到
[00:09:59.480 --> 00:10:01.000]  初期教會
[00:10:01.000 --> 00:10:03.920]  是很深的經歷上帝大能的作為
[00:10:03.920 --> 00:10:05.800]  但他們沒有忘記一件事
[00:10:05.800 --> 00:10:07.280]  是祈禱
[00:10:07.280 --> 00:10:08.440]  是一齊的祈禱
[00:10:08.440 --> 00:10:10.280]  是很多人的祈禱
[00:10:10.280 --> 00:10:11.640]  是切切的禱告
[00:10:11.640 --> 00:10:13.360]  是象徵了那種深度
[00:10:13.360 --> 00:10:14.440]  那種的迫切
[00:10:14.440 --> 00:10:15.680]  不是家家醫禱告
[00:10:15.680 --> 00:10:17.640]  不是只說一些話就算了
[00:10:17.640 --> 00:10:19.320]  是一種真誠的禱告
[00:10:19.320 --> 00:10:21.040]  上帝在祂的眉中
[00:10:21.040 --> 00:10:22.760]  就成就這件大事
[00:10:22.760 --> 00:10:23.960]  釋放大能
[00:10:23.960 --> 00:10:26.240]  拯救彼得
[00:10:26.240 --> 00:10:27.880]  頂姐妹
[00:10:27.880 --> 00:10:29.280]  你相信嗎?
[00:10:29.280 --> 00:10:31.160]  祈禱出來的能力
[00:10:31.160 --> 00:10:33.760]  整本聖經都充滿在這種見證
[00:10:33.760 --> 00:10:35.520]  我不相信這些見證
[00:10:35.520 --> 00:10:38.000]  只是停留在二千年前的初期教會
[00:10:38.000 --> 00:10:40.680]  或者幾千年舊約的以色列人中
[00:10:40.680 --> 00:10:42.600]  我相信神是真實的神
[00:10:42.600 --> 00:10:44.560]  祂今天可以在我們中間
[00:10:44.560 --> 00:10:46.720]  成就同樣的事
[00:10:46.720 --> 00:10:49.000]  但問題是有沒有禱告
[00:10:49.000 --> 00:10:50.000]  我們有沒有禱告
[00:10:50.000 --> 00:10:51.000]  我們個人有沒有禱告
[00:10:51.000 --> 00:10:53.080]  我們教會是否熱衷於祈禱
[00:10:53.080 --> 00:10:54.520]  是否充滿了禱告的氣氛
[00:10:54.520 --> 00:10:56.520]  這就是一個很大的考驗
[00:10:56.520 --> 00:10:57.560]  但如果我們肯的話
[00:10:57.560 --> 00:10:59.320]  我相信神是信實的
[00:10:59.320 --> 00:11:00.760]  祂的話語是真實的時候
[00:11:00.760 --> 00:11:02.480]  我們就可以很經歷到
[00:11:02.480 --> 00:11:06.160]  禱告所帶來的那種能力
[00:11:06.160 --> 00:11:07.760]  其中一個能力的章徵就是
[00:11:07.760 --> 00:11:11.280]  祈求的就成就了
[00:11:11.280 --> 00:11:15.200]  祈求的就成就了
[00:11:15.200 --> 00:11:16.760]  講完聖經的見證
[00:11:16.760 --> 00:11:19.560]  容許我講一些近代的見證
[00:11:19.560 --> 00:11:24.000]  今天是2019年第一個的主日
[00:11:24.000 --> 00:11:29.520]  上個主日就是2018年的最後一個主日
[00:11:29.520 --> 00:11:30.960]  那個主日也很獨特的
[00:11:30.960 --> 00:11:33.440]  特別是我自己在五堂崇拜
[00:11:33.440 --> 00:11:35.080]  五堂崇拜的時候
[00:11:35.080 --> 00:11:38.840]  有一位我中學的同學
[00:11:38.840 --> 00:11:41.160]  中學的同學
[00:11:41.160 --> 00:11:46.320]  即是說距離現在是四十多年了
[00:11:46.320 --> 00:11:48.640]  他坐在前面的位置
[00:11:48.640 --> 00:11:50.920]  第六、七行左右
[00:11:50.920 --> 00:11:55.560]  他是從多倫多回來的
[00:11:55.560 --> 00:11:58.400]  我已經和他很多年沒有見面了
[00:11:58.400 --> 00:11:59.640]  真的差不多畢業之後
[00:11:59.640 --> 00:12:00.720]  都在想有沒有見過他
[00:12:00.720 --> 00:12:02.920]  不過現在很感謝這些科技
[00:12:02.920 --> 00:12:04.360]  Facebook等等
[00:12:04.360 --> 00:12:05.400]  所以聯繫起來
[00:12:05.400 --> 00:12:07.640]  所以他回來和我聯絡
[00:12:07.640 --> 00:12:09.880]  然後和他聊天
[00:12:09.880 --> 00:12:11.840]  他剛剛沒多久從多倫多回來
[00:12:11.840 --> 00:12:13.840]  坐在我這裡一起崇拜
[00:12:13.840 --> 00:12:16.440]  名字叫做Joseph
[00:12:16.440 --> 00:12:19.200]  所以我很難得和他聚舊
[00:12:19.200 --> 00:12:21.920]  聊回過去、聊回現在等等
[00:12:21.920 --> 00:12:24.640]  他也是一位很虔誠的基督徒
[00:12:24.640 --> 00:12:27.960]  也是教會這邊的執事、長老之類的
[00:12:27.960 --> 00:12:28.720]  和他聊的時候
[00:12:28.720 --> 00:12:30.640]  原來我發現聊著聊著
[00:12:30.640 --> 00:12:31.880]  原來這位Joseph
[00:12:31.880 --> 00:12:33.480]  這位弟兄
[00:12:33.480 --> 00:12:35.280]  這位同學、中學同學
[00:12:35.280 --> 00:12:40.080]  原來很多時候經歷了神禱告的英雲
[00:12:40.080 --> 00:12:45.320]  他也很樂意為這些事做見證
[00:12:45.320 --> 00:12:46.840]  所以當我和他聊的時候
[00:12:46.840 --> 00:12:48.400]  我也是心裡很有感動
[00:12:48.400 --> 00:12:49.240]  特別是我在想
[00:12:49.240 --> 00:12:51.680]  我快要講到是講祈禱的時候
[00:12:51.680 --> 00:12:52.960]  於是我就和他講
[00:12:52.960 --> 00:12:55.640]  更多了解他那種禱告蒙混的經歷
[00:12:55.640 --> 00:12:57.120]  也得到他的同意之後
[00:12:57.120 --> 00:12:58.320]  我又分享一個
[00:12:58.320 --> 00:13:01.560]  其中他自己很深刻的經歷
[00:13:01.560 --> 00:13:04.920]  禱告蒙混上帝顯出大能
[00:13:04.920 --> 00:13:07.840]  成就他心中的意願
[00:13:07.840 --> 00:13:09.480]  是甚麼呢?
[00:13:09.480 --> 00:13:12.040]  原來我這位中學的同學
[00:13:12.040 --> 00:13:13.520]  他呢
[00:13:13.520 --> 00:13:14.520]  大家都想像
[00:13:14.520 --> 00:13:15.560]  和我差不多年紀了
[00:13:15.560 --> 00:13:16.320]  應該是吧?
[00:13:16.320 --> 00:13:17.760]  中學同學
[00:13:17.760 --> 00:13:19.440]  原來他在九年前
[00:13:19.440 --> 00:13:23.280]  就有嚴重的白內障
[00:13:23.280 --> 00:13:24.360]  眼睛
[00:13:24.360 --> 00:13:25.600]  嚴重的白內障
[00:13:25.600 --> 00:13:28.160]  兩隻眼睛都是要做手術的
[00:13:28.160 --> 00:13:29.120]  但是你知道
[00:13:29.120 --> 00:13:30.800]  也不是那麼容易的
[00:13:30.800 --> 00:13:32.320]  要排期的
[00:13:32.320 --> 00:13:34.760]  當時他的眼睛
[00:13:34.760 --> 00:13:37.320]  是有800度的近視的
[00:13:37.320 --> 00:13:38.160]  800度的近視
[00:13:38.160 --> 00:13:39.280]  要排期
[00:13:39.280 --> 00:13:40.960]  一排已經排了多久呢?
[00:13:40.960 --> 00:13:42.360]  超過一年
[00:13:42.360 --> 00:13:44.840]  所以原來他在九年前發現
[00:13:44.840 --> 00:13:46.680]  結果要到大概八年前
[00:13:46.680 --> 00:13:48.560]  他才有機會做手術
[00:13:48.560 --> 00:13:50.760]  做手術也很開心
[00:13:50.760 --> 00:13:52.280]  但是不知為甚麼
[00:13:52.280 --> 00:13:53.080]  種種的因素
[00:13:53.080 --> 00:13:53.880]  他做的手術
[00:13:53.880 --> 00:13:57.600]  不可以一次過做兩隻
[00:13:57.600 --> 00:13:59.920]  先做就做一隻
[00:13:59.920 --> 00:14:01.720]  做一隻就是右眼
[00:14:01.720 --> 00:14:03.320]  手術很成功
[00:14:03.320 --> 00:14:05.280]  做完之後就直了晶片
[00:14:05.280 --> 00:14:07.000]  視力很有改善
[00:14:07.000 --> 00:14:08.520]  而且近視由800度
[00:14:08.520 --> 00:14:09.920]  減到多少度呢?
[00:14:09.920 --> 00:14:11.560]  減到50度
[00:14:11.560 --> 00:14:13.520]  多好啊
[00:14:13.520 --> 00:14:15.120]  很開心
[00:14:15.120 --> 00:14:16.640]  但是他說
[00:14:16.640 --> 00:14:19.200]  接著惡夢就來了
[00:14:19.200 --> 00:14:21.200]  知道為甚麼嗎?
[00:14:21.200 --> 00:14:22.160]  做了一隻
[00:14:22.160 --> 00:14:24.120]  這個是很好的
[00:14:24.120 --> 00:14:26.520]  但是這個還是左眼
[00:14:26.520 --> 00:14:28.480]  800度
[00:14:28.480 --> 00:14:29.920]  所以他做的時候
[00:14:29.920 --> 00:14:31.880]  發現原來是很不妥的
[00:14:31.880 --> 00:14:33.960]  他的左右視力很不平衡的時候
[00:14:33.960 --> 00:14:36.640]  時時有反胃和作嘔的感覺
[00:14:36.640 --> 00:14:39.880]  令他非常辛苦
[00:14:39.880 --> 00:14:41.440]  那你當然馬上想起
[00:14:41.440 --> 00:14:43.720]  快點做你的左眼
[00:14:43.720 --> 00:14:45.160]  他也是這樣想
[00:14:45.160 --> 00:14:46.400]  但是當他跟醫生說的時候
[00:14:46.400 --> 00:14:48.400]  醫生告訴他
[00:14:48.400 --> 00:14:50.040]  大概三個多月後
[00:14:50.040 --> 00:14:51.600]  至少
[00:14:51.600 --> 00:14:52.560]  是不是很久?
[00:14:52.560 --> 00:14:53.760]  差不多一百天
[00:14:53.760 --> 00:14:57.120]  還要捱一百天的左右視力不平衡
[00:14:57.120 --> 00:14:59.520]  還有經常有作嘔、反胃等等的時候
[00:14:59.520 --> 00:15:01.960]  他覺得很辛苦
[00:15:01.960 --> 00:15:04.160]  他又要做行政的、做財務的
[00:15:04.160 --> 00:15:05.480]  經常要看電腦
[00:15:05.480 --> 00:15:07.320]  他覺得很辛苦
[00:15:07.320 --> 00:15:08.200]  我們說得俗一點
[00:15:08.200 --> 00:15:09.920]  就是很難忍受的
[00:15:09.920 --> 00:15:11.520]  所以他真的覺得很困難
[00:15:11.520 --> 00:15:14.040]  但是他是一個信主的人
[00:15:14.040 --> 00:15:15.960]  他也將他心中的難處
[00:15:15.960 --> 00:15:17.720]  全部的
[00:15:17.720 --> 00:15:18.840]  透過禱告
[00:15:18.840 --> 00:15:20.520]  帶到神的面前
[00:15:20.520 --> 00:15:21.120]  所以有一天
[00:15:21.120 --> 00:15:22.760]  當他在家的時候
[00:15:22.760 --> 00:15:24.840]  他可以安靜下來的時候
[00:15:24.840 --> 00:15:25.880]  他告訴我
[00:15:25.880 --> 00:15:27.160]  他還帶著淚水
[00:15:27.160 --> 00:15:30.720]  去到神的面前去禱告
[00:15:30.720 --> 00:15:31.880]  一方面
[00:15:31.880 --> 00:15:32.800]  告訴神
[00:15:32.800 --> 00:15:33.680]  你是信實的神
[00:15:33.680 --> 00:15:35.000]  我是很相信的
[00:15:35.000 --> 00:15:36.720]  但是一方面他也告訴神
[00:15:36.720 --> 00:15:39.680]  我現在的警方真的很慘
[00:15:39.680 --> 00:15:42.560]  真的忍不住
