
[00:00:00.000 --> 00:00:03.460]  我找另一支本跟他說一聲 你要叫他看《撒慕爾記下》
[00:05:05.320 --> 00:05:08.200]  講到現在我已經是多次提及
[00:05:08.200 --> 00:05:11.420]  突然之間如果你有機會接觸《釋經書》的時候
[00:05:11.420 --> 00:05:15.200]  你總會見到有一派的《釋經學者》
[00:05:15.200 --> 00:05:17.720]  認為大衛是虛偽的
[00:05:17.720 --> 00:05:21.400]  玩政治手段的 充滿謀略的
[00:05:21.400 --> 00:05:26.020]  很有公心計等等的
[00:05:26.020 --> 00:05:28.860]  這樣的理解 請你記清楚
[00:05:28.860 --> 00:05:31.200]  是有的 有這樣的《釋經學者》
[00:05:31.200 --> 00:05:34.000]  但是我們普遍在主流的看法
[00:05:34.000 --> 00:05:36.000]  是不太接納這種說法的
[00:05:36.000 --> 00:05:40.020]  一會兒我講下去的時候 更加多的證據證明
[00:05:40.020 --> 00:05:42.700]  是大衛不是演戲的
[00:05:42.700 --> 00:05:46.880]  我們見到大衛聽到蘇羅父子的死訊之後
[00:05:46.880 --> 00:05:48.420]  即時的反應
[00:05:48.420 --> 00:05:51.440]  《釋經學者》《撒末爾記》下一章11到12節
[00:05:51.440 --> 00:05:54.480]  撕裂衣服 跟從他的人也是如此
[00:05:54.480 --> 00:05:57.620]  而且悲哀哭號 禁食到晚上
[00:05:57.620 --> 00:06:00.420]  在蘇羅和他兒子約拿丹并尤華的
[00:06:00.420 --> 00:06:03.540]  民以色列的人倒在刀下
[00:06:03.540 --> 00:06:07.740]  你要記住 當時國家是分裂了的
[00:06:07.740 --> 00:06:10.820]  以及如何面對已經分裂的國家
[00:06:10.820 --> 00:06:12.820]  能夠未來統一呢
[00:06:12.820 --> 00:06:18.220]  這是一個很危機的時刻
[00:06:18.220 --> 00:06:19.980]  一個很重要的時刻
[00:06:19.980 --> 00:06:21.980]  如果大衛處理得不好
[00:06:21.980 --> 00:06:23.360]  國家就繼續分裂下去
[00:06:23.360 --> 00:06:24.680]  如果他處理得好
[00:06:24.680 --> 00:06:26.200]  國家有機會
[00:06:26.200 --> 00:06:27.420]  說的是有機會
[00:06:27.420 --> 00:06:30.620]  有機會可以被統一和合一
[00:06:30.620 --> 00:06:34.140]  我見到大衛這裡是發乎真誠地
[00:06:34.140 --> 00:06:38.200]  悲哀哭號 甚至禁食
[00:06:38.200 --> 00:06:39.940]  這個禁食不需要刻意的
[00:06:39.940 --> 00:06:42.620]  你試想想 如果你傷心欲絕
[00:06:42.620 --> 00:06:44.860]  你想想 你大部份聽到人傷心欲絕
[00:06:44.860 --> 00:06:47.220]  就是吃不下飯 對嗎
[00:06:47.220 --> 00:06:50.100]  你見到人平時吃一碗飯
[00:06:50.100 --> 00:06:51.300]  突然今晚吃十碗飯
[00:06:51.300 --> 00:06:52.900]  你問他為甚麼 因為很傷心
[00:06:52.900 --> 00:06:53.900]  有沒有這樣的人呢
[00:06:53.900 --> 00:06:55.900]  通常都很難找到
[00:06:55.900 --> 00:06:58.700]  是傷心到不能夠吃東西
[00:06:58.700 --> 00:07:00.700]  所以這裡禁食到晚上
[00:07:00.700 --> 00:07:03.820]  是一件很自然的一種表現
[00:07:03.820 --> 00:07:04.780]  不需要刻意去做
[00:07:04.780 --> 00:07:06.780]  因為太傷心
[00:07:06.780 --> 00:07:08.180]  當然我們看到
[00:07:08.180 --> 00:07:13.460]  在大衛面對蘇羅的死訊感態度的話
[00:07:13.460 --> 00:07:15.900]  他是一種以德報怨
[00:07:15.900 --> 00:07:20.380]  並沒有以惡報惡的一種王者品德
[00:07:20.380 --> 00:07:22.300]  我們另一方面看到的
[00:07:22.300 --> 00:07:26.060]  看到大衛不是虛假的原因
[00:07:26.060 --> 00:07:31.180]  他怎樣去對待殺害蘇羅王的人呢
[00:07:31.180 --> 00:07:32.220]  當時是這樣的
[00:07:32.220 --> 00:07:35.340]  蘇羅和約拿丹一起出去打仗
[00:07:35.340 --> 00:07:37.900]  蘇羅王未死的只是重傷
[00:07:37.900 --> 00:07:39.660]  接著有一個少年人經過
[00:07:39.660 --> 00:07:41.780]  蘇羅王就問他你是甚麼人
[00:07:41.780 --> 00:07:42.820]  接著就跟他說
[00:07:42.820 --> 00:07:44.380]  你不如一刀殺了我
[00:07:44.380 --> 00:07:47.540]  免得我落在我仇敵的手上被他們羞辱
[00:07:47.540 --> 00:07:49.660]  這個少年人就殺了蘇羅王
[00:07:49.660 --> 00:07:51.260]  殺了他之後
[00:07:51.260 --> 00:07:54.780]  就走來報信給大衛聽
[00:07:54.780 --> 00:07:57.060]  這個少年人很明顯地
[00:07:57.060 --> 00:07:58.260]  聖經沒有說
[00:07:58.260 --> 00:08:01.420]  但你看情節應該可以估計到他想做甚麼
[00:08:01.420 --> 00:08:07.300]  既然蘇羅王是大衛的仇人仇敵
[00:08:07.300 --> 00:08:09.860]  而你現在走來報信告訴他
[00:08:09.860 --> 00:08:10.820]  你的仇敵死了
[00:08:10.820 --> 00:08:13.260]  是不是應該重重有賞
[00:08:13.260 --> 00:08:13.980]  應該是這樣
[00:08:13.980 --> 00:08:16.300]  他會覺得起碼大衛聽完之後
[00:08:16.300 --> 00:08:19.940]  都想回去十魂八塊才走
[00:08:19.940 --> 00:08:21.620]  但我們看到經文不是這樣說
[00:08:21.620 --> 00:08:23.740]  在撒末爾記下一章十三到十五節
[00:08:23.740 --> 00:08:26.540]  大衛就問這個報信的少年人
[00:08:26.540 --> 00:08:27.420]  你是哪裏的人
[00:08:27.420 --> 00:08:29.660]  他說我是阿瑪力克人的兒子
[00:08:29.660 --> 00:08:32.620]  大衛就說你身手殺害耶和華的受告者
[00:08:32.620 --> 00:08:33.900]  怎麽不畏懼呢
[00:08:33.900 --> 00:08:35.660]  大衛就叫了一個少年人來說
[00:08:35.660 --> 00:08:37.020]  你去殺他吧
[00:08:37.020 --> 00:08:39.820]  他是為了蘇羅而報仇
[00:08:39.820 --> 00:08:42.820]  這個我看到大衛的真誠
[00:08:42.820 --> 00:08:44.860]  第三我們看到的就是
[00:08:44.860 --> 00:08:50.980]  他口袋的那些是口袋蘇羅父子
[00:08:50.980 --> 00:08:55.060]  經文提到蘇羅和他的兒子死了之後
[00:08:55.060 --> 00:08:59.500]  敵人就將他們兩個屍首懸掛在城門外
[00:08:59.500 --> 00:09:02.500]  這個在舊約裏面是一個很大的羞辱
[00:09:02.500 --> 00:09:04.540]  我們中國人說死無全屍
[00:09:04.540 --> 00:09:06.780]  死得不得好葬
[00:09:06.780 --> 00:09:11.740]  這些就是很大的人生最差的結果
[00:09:11.740 --> 00:09:13.300]  也是最大的詛咒
[00:09:13.300 --> 00:09:15.940]  猶太人在舊約裏面都有這個觀念
[00:09:15.940 --> 00:09:17.940]  死得不得好葬
[00:09:17.940 --> 00:09:22.500]  被人懸掛在城牆以外示眾
[00:09:22.500 --> 00:09:24.060]  是一個很大的羞辱
[00:09:24.060 --> 00:09:26.740]  有一班民衆冒死夜晚
[00:09:26.740 --> 00:09:32.140]  就將蘇羅和約拿丹的遺體搬回來安葬了
[00:09:32.140 --> 00:09:33.860]  大衛聽到這個消息之後
[00:09:33.860 --> 00:09:35.900]  口袋這批人
[00:09:35.900 --> 00:09:42.100]  你看到這裏仍然覺得大衛是弄虛作假
[00:09:42.100 --> 00:09:44.340]  但是第三件事你見到
[00:09:44.340 --> 00:09:46.140]  就是大衛作哀歌
[00:09:46.140 --> 00:09:48.500]  然後全騙猶太人
[00:09:48.500 --> 00:09:49.900]  這裏說的是特別猶太人
[00:09:49.900 --> 00:09:53.580]  因為當時已經分裂了以色列和猶太兩個地方
[00:09:53.580 --> 00:09:56.420]  在這個時候你見到
[00:09:56.420 --> 00:10:00.220]  大衛作哀歌就等於像現在你參加安息禮拜
[00:10:00.220 --> 00:10:07.780]  家屬總會走出來說死者的生前事蹟
[00:10:07.780 --> 00:10:11.900]  生前事蹟一般上和哀歌一樣
[00:10:11.900 --> 00:10:14.780]  都是引惡揚善的
[00:10:14.780 --> 00:10:16.500]  並不等於說謊
[00:10:16.500 --> 00:10:18.220]  是不需要的
[00:10:18.220 --> 00:10:20.340]  因為一個人已經死了
[00:10:20.340 --> 00:10:23.380]  你還要說他的壞話來做甚麼呢
[00:10:23.380 --> 00:10:25.340]  你講的通常都是講他的好處
[00:10:25.340 --> 00:10:29.300]  留下他的好東西給他後人紀念
[00:10:29.300 --> 00:10:33.020]  不會說我爸爸有三妻四妾
[00:10:33.020 --> 00:10:35.180]  不顧家難倒又吸毒
[00:10:35.180 --> 00:10:39.060]  你說不說你絕對不會這樣聽到這些
[00:10:39.060 --> 00:10:41.620]  所以大衛這一刻作哀歌的時候
[00:10:41.620 --> 00:10:45.420]  亦有種作用就是引惡揚善不等於說謊
[00:10:45.420 --> 00:10:49.940]  因為一個人的厚德
[00:10:49.940 --> 00:10:51.580]  亦是厚度
[00:10:51.580 --> 00:10:54.900]  他將哀歌傳遍了猶太人
[00:10:54.900 --> 00:10:56.100]  是想做甚麼事呢
[00:10:56.100 --> 00:11:01.540]  讓猶太人紀念蘇羅王和他的兒子的美德
[00:11:01.540 --> 00:11:02.940]  好的東西
[00:11:02.940 --> 00:11:05.460]  如果這樣你還覺得他弄虛作假的話
[00:11:05.460 --> 00:11:07.260]  就很難想像
[00:11:07.260 --> 00:11:10.460]  大衛從種種跡象見到的
[00:11:10.460 --> 00:11:13.980]  他是一個王者的品德是很重要的
[00:11:13.980 --> 00:11:16.660]  他不單止不以惡報惡
[00:11:16.660 --> 00:11:19.180]  而且是以善勝惡
[00:11:19.180 --> 00:11:22.100]  這是一個很重要的事情
[00:11:22.100 --> 00:11:27.580]  接著經文就提到王者的日漸強盛
[00:11:27.580 --> 00:11:29.940]  我們看到蘇羅王死後
[00:11:29.940 --> 00:11:32.300]  國家陷入了一個全新的局面
[00:11:32.300 --> 00:11:33.700]  大衛只要求那個東西的話
[00:11:33.700 --> 00:11:35.500]  究竟我應該去哪裏呢
[00:11:35.500 --> 00:11:36.940]  這是一個很重要的時刻
[00:11:36.940 --> 00:11:39.340]  究竟我應該下一步怎樣做
[00:11:39.340 --> 00:11:41.020]  去哪裏做
[00:11:41.020 --> 00:11:42.260]  做些甚麼
[00:11:42.260 --> 00:11:43.220]  這是他求甚麼的
[00:11:43.220 --> 00:11:44.220]  要不然就跟他說
[00:11:44.220 --> 00:11:46.180]  你上到希伯來的那個地方
[00:11:46.180 --> 00:11:47.500]  就是屬於猶太地
[00:11:47.500 --> 00:11:50.220]  在那裏就被高納為王
[00:11:50.220 --> 00:11:51.620]  所以這章經文是很重要的
[00:11:51.620 --> 00:11:55.300]  證明大衛是用一個正式的儀式
[00:11:55.300 --> 00:11:56.660]  高納做皇帝
[00:11:56.660 --> 00:11:58.500]  他不是謀朝篡位的
[00:11:58.500 --> 00:12:06.660]  他有一個合法的接續做第二任皇帝的權力
[00:12:06.660 --> 00:12:10.220]  我們見到當時分裂了
[00:12:10.220 --> 00:12:14.700]  厄尼爾手握軍權在手
[00:12:14.700 --> 00:12:17.660]  就捧了蘇羅王的第二個兒子
[00:12:17.660 --> 00:12:21.260]  伊斯波切上來做皇帝
[00:12:21.260 --> 00:12:24.900]  厄尼爾是明知道上帝的心意
[00:12:24.900 --> 00:12:26.660]  不是要伊斯波切做的
[00:12:26.660 --> 00:12:28.380]  後來我們見到經文很清楚看到
[00:12:28.380 --> 00:12:29.940]  厄尼爾是知道的
[00:12:29.940 --> 00:12:32.740]  他故意要捧伊斯波切出來做皇帝
[00:12:32.740 --> 00:12:35.700]  是想他自己得著利益
[00:12:35.700 --> 00:12:38.660]  因為伊斯波切只是一個傀儡王
[00:12:38.660 --> 00:12:43.180]  真正影響伊斯波切的就是厄尼爾
[00:12:43.180 --> 00:12:45.580]  因為他手執軍權
[00:12:45.580 --> 00:12:51.500]  最近清朝有一個皇帝叫康熙王
[00:12:51.500 --> 00:12:56.020]  如果你有看金庸小說《鹿鼎記》
[00:12:56.020 --> 00:12:59.620]  就會看到韋小寶和康熙皇帝
[00:12:59.620 --> 00:13:06.380]  康熙登基的時候大概是13、14歲左右
[00:13:06.380 --> 00:13:11.340]  但是當時有一個手握兵權的大臣
[00:13:11.340 --> 00:13:12.860]  武功又了得
[00:13:12.860 --> 00:13:18.540]  在朝廷裏面已經勾結了一班大臣
[00:13:18.540 --> 00:13:22.460]  所以康熙是一個傀儡王又這麼年輕
[00:13:22.460 --> 00:13:27.020]  這個人叫做奧拜
[00:13:27.020 --> 00:13:35.820]  正經說是厄尼爾捧了伊斯波切出來做皇帝
[00:13:35.820 --> 00:13:38.820]  但是當時康熙年輕
[00:13:38.820 --> 00:13:42.100]  但是非常有智謀
[00:13:42.100 --> 00:13:45.740]  當然在政史裏面沒有說他認識韋小寶
[00:13:45.740 --> 00:13:47.740]  也不知道有沒有韋小寶這個人
[00:13:47.740 --> 00:13:52.940]  但是他當時找了十幾個少年雙撲手
[00:13:52.940 --> 00:13:56.100]  來到後宮跟他玩雙撲
[00:13:56.100 --> 00:14:03.180]  令到奧拜誤以為康熙是一個年輕人喜歡玩
[00:14:03.180 --> 00:14:05.180]  就像現在的小朋友在玩遊戲一樣
[00:14:05.180 --> 00:14:09.540]  沉迷於雙撲不理朝野之事
[00:14:09.540 --> 00:14:14.740]  這個奧拜對康熙的戒心日漸減低
[00:14:14.740 --> 00:14:18.140]  康熙真的很認真去玩雙撲玩了一年多
[00:14:18.140 --> 00:14:20.140]  玩了一年多之後時機成熟
[00:14:20.140 --> 00:14:26.180]  就召奧拜進宮見他
[00:14:26.180 --> 00:14:31.140]  見到的時候奧拜懶不防守的情況下
[00:14:31.140 --> 00:14:35.220]  一進來十幾個少年雙撲手就按住他
[00:14:35.220 --> 00:14:38.500]  這個叫做「矮多嬲死象」的現象
[00:14:38.500 --> 00:14:40.660]  奧拜還以為康熙在玩
[00:14:40.660 --> 00:14:42.660]  就叫他不要玩放我走
[00:14:42.660 --> 00:14:44.660]  一按得到他怎會玩呢
[00:14:44.660 --> 00:14:50.180]  在那一刻就抓了奧拜判以終身監禁
[00:14:50.180 --> 00:14:56.660]  康熙正式獨攬大權治理朝野的歲數
[00:14:56.660 --> 00:14:59.660]  年僅十五歲
[00:14:59.660 --> 00:15:02.660]  在中國皇朝裏面他不是最年輕
[00:15:02.660 --> 00:15:09.940]  不過在十五歲禁志勇相傳下去管治的國家
[00:15:09.940 --> 00:15:14.060]  我相信他是絕無僅有的人物
[00:15:14.060 --> 00:15:18.380]  但是伊斯波哲沒有康熙那麼幸運
[00:15:18.380 --> 00:15:21.420]  他面對的不是奧拜
[00:15:21.420 --> 00:15:23.420]  面對的是厄尼爾
[00:15:23.420 --> 00:15:27.260]  手執軍權是迫害得很厲害
[00:15:27.260 --> 00:15:29.260]  他是一個傀儡王
[00:15:29.260 --> 00:15:34.260]  厄尼爾明知上帝的心意不是想在伊斯波哲做王
[00:15:34.260 --> 00:15:36.260]  但他是私心甚重
[00:15:36.260 --> 00:15:39.260]  他是想自己得著益處
[00:15:39.260 --> 00:15:43.260]  在這段期間如果大衛力處理得差是很大的問題
[00:15:43.260 --> 00:15:48.260]  兩個皇朝是產生很多磨擦
[00:15:48.260 --> 00:15:50.260]  下星期會講其中一件事
[00:15:50.260 --> 00:15:54.260]  你開始問為什麼會記載那段經文
[00:15:54.260 --> 00:15:56.260]  發生什麼事
[00:15:56.260 --> 00:15:59.260]  為什麼一句說話導致有人死亡
[00:15:59.260 --> 00:16:01.260]  死了又成為一個伏線
[00:16:01.260 --> 00:16:04.260]  虐壓是違背皇命
[00:16:04.260 --> 00:16:09.260]  做出一件令大衛很難處理的事情
[00:16:09.260 --> 00:16:13.260]  年輕的時候你看薩姆爾紀上下
[00:16:13.260 --> 00:16:14.260]  列王紀上下
[00:16:14.260 --> 00:16:15.260]  歷代之上下
[00:16:15.260 --> 00:16:16.260]  你會很不明白
[00:16:16.260 --> 00:16:19.260]  覺得大衛一早應該殺了他
[00:16:19.260 --> 00:16:21.260]  為何要等到晚年
[00:16:21.260 --> 00:16:23.260]  大衛晚年臨死前
[00:16:23.260 --> 00:16:27.260]  交下了一個殺戮名單給所羅門
[00:16:27.260 --> 00:16:29.260]  跟所羅門說
[00:16:29.260 --> 00:16:33.260]  你要殺這個殺那個
[00:16:33.260 --> 00:16:35.260]  究竟那段經文如何理解
[00:16:35.260 --> 00:16:38.260]  大衛是一個很記仇的人
[00:16:38.260 --> 00:16:41.260]  請留意
[00:16:41.260 --> 00:16:45.260]  經文的記載不會講背後動機
[00:16:45.260 --> 00:16:50.260]  所以會更加陰謀論去理解大衛
[00:16:50.260 --> 00:16:52.260]  但如果不陰謀論的話
[00:16:52.260 --> 00:16:54.260]  你又如何理解大衛臨死前
[00:16:54.260 --> 00:16:57.260]  交下了一張殺戮名單給所羅門王呢
[00:16:57.260 --> 00:16:59.260]  這是我們遲些要交代的
[00:16:59.260 --> 00:17:00.260]  我們看看聖經說
[00:17:00.260 --> 00:17:03.260]  大衛加日見強盛蘇羅
[00:17:03.260 --> 00:17:05.260]  加日見衰弱
[00:17:05.260 --> 00:17:07.260]  作者想提出一件事
[00:17:07.260 --> 00:17:09.260]  告訴讀者一件事
[00:17:09.260 --> 00:17:12.260]  當我們看舊有歷史的時候
[00:17:12.260 --> 00:17:14.260]  我們要明白一件事
[00:17:14.260 --> 00:17:18.260]  在現實的王朝的昌盛
[00:17:18.260 --> 00:17:23.260]  聖經可以用兩節經文交代
[00:17:23.260 --> 00:17:25.260]  但在現實的王朝
[00:17:25.260 --> 00:17:28.260]  對比不是那麼昌盛
[00:17:28.260 --> 00:17:32.260]  聖經可以用十節二十節經文交代
[00:17:32.260 --> 00:17:34.260]  他想說什麼
[00:17:34.260 --> 00:17:38.260]  他想說的是上帝體的成功
[00:17:38.260 --> 00:17:40.260]  和世人體的成功
[00:17:40.260 --> 00:17:42.260]  上帝體的昌盛
[00:17:42.260 --> 00:17:44.260]  和世人體的昌盛
[00:17:44.260 --> 00:17:48.260]  的標準是很不一樣的
[00:17:48.260 --> 00:17:52.260]  就算我們在歷史文獻裡面
[00:17:52.260 --> 00:17:54.260]  找到某一個王朝
[00:17:54.260 --> 00:17:55.260]  很顯赫的
[00:17:55.260 --> 00:17:57.260]  原來在當時非常顯赫
[00:17:57.260 --> 00:18:00.260]  但聖經裡面只有一兩節就講了
[00:18:00.260 --> 00:18:02.260]  為什麼那麼有趣呢
[00:18:02.260 --> 00:18:04.260]  他想告訴你
[00:18:04.260 --> 00:18:07.260]  作者是很刻意地這樣描述的
[00:18:07.260 --> 00:18:10.260]  他想告訴讀者一件事
[00:18:10.260 --> 00:18:12.260]  在歷史當中
[00:18:12.260 --> 00:18:16.260]  上帝怎樣看王朝的成衰
[00:18:16.260 --> 00:18:19.260]  上帝怎樣看成與敗
[00:18:19.260 --> 00:18:23.260]  昌盛還是衰弱
[00:18:23.260 --> 00:18:25.260]  這個是由上帝看的
[00:18:25.260 --> 00:18:29.260]  不是我們人類歷史裡面怎樣看
[00:18:29.260 --> 00:18:32.260]  人類歷史說這個人怎樣成功也好
[00:18:32.260 --> 00:18:34.260]  怎樣偉大也好
[00:18:34.260 --> 00:18:37.260]  在上帝來說不一定是
[00:18:37.260 --> 00:18:38.260]  在人類歷史看起來
[00:18:38.260 --> 00:18:40.260]  這個人不是很大成就也好
[00:18:40.260 --> 00:18:42.260]  但反而在上帝看起來
[00:18:42.260 --> 00:18:44.260]  他是的
[00:18:44.260 --> 00:18:46.260]  重點是上帝怎樣看
[00:18:46.260 --> 00:18:47.260]  不是世人怎樣看
[00:18:47.260 --> 00:18:49.260]  因為世人對我們的評價
[00:18:49.260 --> 00:18:51.260]  很快就過去了
[00:18:51.260 --> 00:18:52.260]  但上帝對我們的評價
[00:18:52.260 --> 00:18:55.260]  是有永恆的價值的
[00:18:55.260 --> 00:18:56.260]  所以跟你隔天的節目說一聲
[00:18:56.260 --> 00:19:00.260]  最重要是上帝怎樣看你
[00:19:00.260 --> 00:19:02.260]  我們看到
[00:19:02.260 --> 00:19:06.260]  第一節緊接著第二節
[00:19:06.260 --> 00:19:10.260]  奇怪地說的是大衛家族的成員
[00:19:10.260 --> 00:19:12.260]  但這裡沒有所羅門的名字
[00:19:12.260 --> 00:19:13.260]  因為還沒有拔士巴出現
[00:19:13.260 --> 00:19:17.260]  他總共有六個兒子
[00:19:17.260 --> 00:19:20.260]  說大衛家昌盛強盛
[00:19:20.260 --> 00:19:22.260]  為什麼說到有六個兒子呢
[00:19:22.260 --> 00:19:24.260]  而不是說其他的正職
[00:19:24.260 --> 00:19:26.260]  剛剛做皇帝那裡有正職呢
[00:19:26.260 --> 00:19:27.260]  第二
[00:19:27.260 --> 00:19:29.260]  在舊約的觀念是這樣的
[00:19:29.260 --> 00:19:32.260]  一個人蒙福昌盛
[00:19:32.260 --> 00:19:35.260]  是兒女眾多
[00:19:35.260 --> 00:19:37.260]  產業眾多
[00:19:37.260 --> 00:19:39.260]  你從阿伯拉罕開始看到
[00:19:39.260 --> 00:19:42.260]  大衛王朝到所羅門王朝都是這樣的
[00:19:42.260 --> 00:19:44.260]  這是一個猶太人舊約裡面
