
[00:00:00.000 --> 00:00:03.040]  今日的題目是福音轉化關係
[00:05:50.840 --> 00:05:52.960]  和收版叫阿尼西牟
[00:05:52.960 --> 00:05:56.840]  這個阿尼西牟有什麼特別呢
[00:05:56.840 --> 00:05:58.840]  就是他是一個出走的奴隸
[00:05:58.840 --> 00:06:01.080]  話說就估計
[00:06:01.080 --> 00:06:04.760]  解經家就估計他可能偷了主人的一些東西
[00:06:05.200 --> 00:06:06.960]  又或者他犯了一些事
[00:06:06.960 --> 00:06:10.160]  他就出走離開費利門的家
[00:06:10.160 --> 00:06:12.880]  輾轉他就去到羅馬
[00:06:12.880 --> 00:06:15.040]  接觸到 遇到保羅
[00:06:15.040 --> 00:06:16.880]  保羅當時坐在監獄
[00:06:16.880 --> 00:06:21.600]  然後保羅就向這個阿尼西牟傳福音
[00:06:21.600 --> 00:06:24.200]  然後這個阿尼西牟就信了主
[00:06:24.200 --> 00:06:27.760]  之後他繼續留在保羅的身邊
[00:06:27.760 --> 00:06:29.520]  去照顧保羅
[00:06:29.520 --> 00:06:32.920]  讓保羅可以專心地傳道
[00:06:34.120 --> 00:06:35.320]  成爲了保羅
[00:06:35.320 --> 00:06:38.040]  他在經文裏面說他的心肝
[00:06:38.040 --> 00:06:40.040]  就是一個很親密的同伴
[00:06:40.040 --> 00:06:41.120]  一個弟兄
[00:06:41.120 --> 00:06:45.360]  於是保羅就寫了一封信給
[00:06:45.360 --> 00:06:47.520]  阿尼西牟的主人
[00:06:47.520 --> 00:06:49.160]  費利門
[00:06:49.160 --> 00:06:51.800]  他做什麼呢
[00:06:51.800 --> 00:06:56.520]  他很想費利門重新去接納這個奴隸
[00:06:56.520 --> 00:07:00.720]  看待他好像主內的弟兄一樣
[00:07:01.520 --> 00:07:04.200]  同時他在信裏面暗示
[00:07:04.200 --> 00:07:09.080]  希望費利門可以釋放這個阿尼西牟的奴隸
[00:07:09.080 --> 00:07:12.920]  讓他可以回到保羅的身邊
[00:07:12.920 --> 00:07:15.120]  去照顧正在坐牢的保羅
[00:07:15.120 --> 00:07:17.560]  讓他可以專心地傳道
[00:07:17.560 --> 00:07:21.960]  說起第一世紀的奴隸制度
[00:07:21.960 --> 00:07:24.560]  也要給大家一點點資料
[00:07:24.560 --> 00:07:26.640]  第一世紀的奴隸制度
[00:07:26.640 --> 00:07:29.960]  第一世紀的奴隸制度
[00:07:29.960 --> 00:07:33.280]  是整個羅馬帝國的經濟命脈
[00:07:33.280 --> 00:07:36.240]  在當時的統計裏面
[00:07:36.240 --> 00:07:39.120]  一些羅馬帝國裏面的大城市
[00:07:39.120 --> 00:07:43.400]  三分之一的人口是奴隸
[00:07:43.400 --> 00:07:45.760]  很厲害
[00:07:45.760 --> 00:07:49.520]  這些人爲什麼會做奴隸呢
[00:07:49.520 --> 00:07:51.480]  可能他是戰俘
[00:07:51.480 --> 00:07:53.320]  或者他是孤兒
[00:07:53.320 --> 00:07:57.960]  也有人自己自動賣身去做奴隸
[00:07:59.480 --> 00:08:01.760]  羅馬的奴隸有些是終身的
[00:08:01.760 --> 00:08:04.440]  有些是三十歲就可以做自由人
[00:08:04.440 --> 00:08:09.120]  釋放了之後就會自動成爲羅馬公民
[00:08:09.120 --> 00:08:12.880]  一個最重要的地方就是
[00:08:12.880 --> 00:08:15.720]  奴隸一般是沒有自己的身份的
[00:08:15.720 --> 00:08:19.400]  他是一個附屬主人的財產
[00:08:19.400 --> 00:08:25.480]  雖然他沒有個人的身份價值
[00:08:25.480 --> 00:08:28.520]  但是他的待遇是不差的
[00:08:29.760 --> 00:08:34.040]  因爲他至少的住宿和生活是得到保障的
[00:08:34.040 --> 00:08:41.760]  而且有些奴隸可以得到一些很高的職位
[00:08:41.760 --> 00:08:43.840]  比如有些奴隸可以做律師
[00:08:43.840 --> 00:08:45.800]  接受教育
[00:08:45.800 --> 00:08:46.520]  做醫生
[00:08:46.520 --> 00:08:50.560]  甚至可以買奴隸去投資
[00:08:50.560 --> 00:08:51.840]  主人死了之後
[00:08:51.840 --> 00:08:55.760]  可能在遺圖裏面把部分的遺產給奴隸
[00:08:55.760 --> 00:08:57.760]  但是就算是這樣
[00:08:58.600 --> 00:09:00.520]  一天那個人是奴隸
[00:09:00.520 --> 00:09:04.480]  他都永遠不可以和主人平起平坐的
[00:09:04.480 --> 00:09:07.880]  他仍然是主人的一個財產
[00:09:07.880 --> 00:09:12.600]  所以奴隸制度很肯定
[00:09:12.600 --> 00:09:16.400]  不是神最初創造這個世界的時候
[00:09:16.400 --> 00:09:19.480]  一個屬於神秩序的公義制度
[00:09:19.480 --> 00:09:22.520]  但是很奇怪
[00:09:22.520 --> 00:09:25.200]  不論在福音書裏面講到耶穌
[00:09:25.200 --> 00:09:27.360]  或者在保羅書信裏面
[00:09:27.360 --> 00:09:29.240]  他從來都沒有講到
[00:09:29.240 --> 00:09:33.800]  保羅或者耶穌是有意要推翻這個奴隸制度的
[00:09:33.800 --> 00:09:38.040]  因爲牽涉的東西不容易
[00:09:38.040 --> 00:09:39.520]  不簡單
[00:09:39.520 --> 00:09:40.720]  但是相反的
[00:09:40.720 --> 00:09:42.640]  就是在一個這麼不義
[00:09:42.640 --> 00:09:45.320]  一個這麼失序的世界裏面
[00:09:45.320 --> 00:09:47.720]  保羅寫了這一封《腓力門書》
[00:09:47.720 --> 00:09:51.800]  他講到其實福音
[00:09:51.800 --> 00:09:56.760]  不是一定要去改變那個不公義的制度
[00:09:56.760 --> 00:10:01.960]  福音首先去改變不公義制度裏面的人的生命
[00:10:01.960 --> 00:10:05.800]  以至他們的關係可以被轉化
[00:10:05.800 --> 00:10:07.800]  今天和大家分享
[00:10:07.800 --> 00:10:11.920]  福音如何轉化在失序的世界裏面的人際關係
[00:10:11.920 --> 00:10:13.160]  在這封信裏面
[00:10:13.160 --> 00:10:15.080]  剛纔八至二十節裏面
[00:10:15.080 --> 00:10:16.720]  我看到三點
[00:10:16.720 --> 00:10:18.520]  很想和大家分享
[00:10:18.520 --> 00:10:20.680]  第一 憑愛心行事
[00:10:20.680 --> 00:10:22.400]  第二 天國關係
[00:10:22.400 --> 00:10:25.080]  第三 在基督裏面接納
[00:10:26.680 --> 00:10:30.200]  首先我們看第八至十四節
[00:10:30.200 --> 00:10:32.040]  在一至七節的時候
[00:10:32.040 --> 00:10:34.840]  保羅就用一貫的書信去問安
[00:10:34.840 --> 00:10:36.520]  和稱讚腓力門
[00:10:36.520 --> 00:10:37.600]  第八節開始
[00:10:37.600 --> 00:10:41.120]  他就進入他寫這封信的正題
[00:10:41.120 --> 00:10:43.840]  其實在整封信裏面
[00:10:43.840 --> 00:10:47.680]  保羅是想向腓力門作出一些請求
[00:10:47.680 --> 00:10:49.320]  但是在這封信裏面
[00:10:49.320 --> 00:10:51.880]  你發覺其實保羅的言辭
[00:10:51.880 --> 00:10:54.360]  是和加拉太書很不同的
[00:10:54.360 --> 00:10:57.360]  在加拉太書裏面 保羅是很直斥其非
[00:10:57.360 --> 00:10:58.960]  但是在腓力門書裏面
[00:10:58.960 --> 00:11:00.960]  保羅是非常婉轉
[00:11:00.960 --> 00:11:04.480]  婉轉到解經家兜兜轉轉
[00:11:04.480 --> 00:11:05.720]  用了很多方法
[00:11:05.720 --> 00:11:08.880]  都猜不到保羅其實想說什麼
[00:11:08.880 --> 00:11:11.080]  八至十四節裏面
[00:11:11.080 --> 00:11:14.200]  講了八節裏面
[00:11:14.200 --> 00:11:17.160]  他都沒有講到他有什麼請求
[00:11:17.160 --> 00:11:18.680]  其實他真正的請求
[00:11:18.680 --> 00:11:19.760]  到了第十七節
[00:11:19.760 --> 00:11:22.640]  他才正式具體地講
[00:11:22.640 --> 00:11:25.280]  第八至九節他講到
[00:11:25.280 --> 00:11:27.960]  他自己和腓力門的關係
[00:11:27.960 --> 00:11:29.160]  他說第八節
[00:11:29.160 --> 00:11:31.480]  雖然我靠着基督能放膽
[00:11:31.480 --> 00:11:33.600]  吩咐你做該做的事
[00:11:33.600 --> 00:11:36.280]  可是像我這上了年紀的保羅
[00:11:36.280 --> 00:11:39.280]  現在又是爲基督耶穌被囚的
[00:11:39.280 --> 00:11:42.480]  寧可憑着愛心求你
[00:11:42.480 --> 00:11:44.800]  他一直在整封信裏面
[00:11:44.800 --> 00:11:48.800]  他用同公 親密的同伴
[00:11:48.800 --> 00:11:54.080]  和弟兄來稱呼腓力門的商人
[00:11:54.080 --> 00:11:58.920]  他在這裏很想向腓力門有一個請求
[00:11:58.920 --> 00:12:01.720]  但是第八節他講得很清楚
[00:12:01.720 --> 00:12:03.920]  他說他靠着耶穌基督
[00:12:03.920 --> 00:12:07.280]  本來是可以放膽吩咐
[00:12:07.280 --> 00:12:09.800]  你做一件這樣的事
[00:12:09.800 --> 00:12:12.200]  但是意思就是保羅說
[00:12:12.200 --> 00:12:15.200]  他覺得他自己作爲一個使徒
[00:12:15.200 --> 00:12:18.840]  他絕對可以用權柄
[00:12:18.840 --> 00:12:22.440]  吩咐腓力門去做以下的事
[00:12:22.440 --> 00:12:25.360]  但是他決定不用這個權柄
[00:12:25.360 --> 00:12:28.440]  因爲他很想腓力門
[00:12:28.440 --> 00:12:31.720]  他做以下保羅所請求的事
[00:12:31.720 --> 00:12:33.600]  是出於愛心
[00:12:33.600 --> 00:12:37.000]  出於基督的愛
[00:12:37.000 --> 00:12:40.400]  特別是他和腓力門之間的關係
[00:12:40.400 --> 00:12:41.840]  他想到這個情誼
[00:12:41.840 --> 00:12:44.800]  他很想腓力門想到這個情誼的時候
[00:12:44.800 --> 00:12:47.160]  出於愛心去做一個決定
[00:12:47.160 --> 00:12:48.800]  第九節他說
[00:12:48.800 --> 00:12:52.520]  你看我已經是一個上了年紀的保羅
[00:12:52.520 --> 00:12:54.680]  現在又爲基督被囚
[00:12:54.680 --> 00:12:57.760]  即是說我是一個很有需要的人
[00:12:57.760 --> 00:12:59.960]  我很需要有人照顧我
[00:12:59.960 --> 00:13:04.320]  我憑着愛心去求你
[00:13:04.320 --> 00:13:07.240]  然後第十至第十三節他說
[00:13:07.240 --> 00:13:08.520]  就是爲了什麼呢?
[00:13:08.520 --> 00:13:11.280]  爲了我在菌所中所生的兒子
[00:13:11.280 --> 00:13:13.160]  阿彌西某求你
[00:13:13.160 --> 00:13:15.280]  從前他與你沒有益處
[00:13:15.280 --> 00:13:18.240]  但如今與你我也有益處
[00:13:18.240 --> 00:13:21.040]  我現在打發他回到你那裏去
[00:13:21.040 --> 00:13:23.000]  他使我心甘
[00:13:23.000 --> 00:13:25.160]  我本來有意將他留下
[00:13:25.160 --> 00:13:29.280]  在我爲福音所受的菌所中替你侍候我
[00:13:29.280 --> 00:13:31.040]  但不知道你的意見
[00:13:31.040 --> 00:13:32.600]  我不願意這樣做
[00:13:32.600 --> 00:13:35.400]  好使你的善行不是出於勉強
[00:13:35.400 --> 00:13:38.080]  而是出於自願
[00:13:38.080 --> 00:13:43.200]  他提到他與阿彌西某的關係
[00:13:43.200 --> 00:13:48.680]  他說阿彌西某是在我菌所中生的兒子
[00:13:48.680 --> 00:13:51.160]  即是我帶他信主
[00:13:51.160 --> 00:13:54.080]  以前他對你和我都沒有益處
[00:13:54.080 --> 00:13:54.880]  很有趣
[00:13:54.880 --> 00:13:59.400]  原來阿彌西某這個名字的意思就是有益處
[00:13:59.400 --> 00:14:01.040]  所以他說
[00:14:01.040 --> 00:14:02.920]  以前因爲他出走了
[00:14:02.920 --> 00:14:04.320]  對你是沒有益處
[00:14:04.320 --> 00:14:06.440]  但現在因爲他信了主
[00:14:06.440 --> 00:14:11.400]  對你和我的侍奉都大有益處
[00:14:11.400 --> 00:14:15.320]  其實在短短與保羅相處的時間裏
[00:14:15.320 --> 00:14:19.640]  阿彌西某已經成爲了保羅一個很親密的同伴
[00:14:19.640 --> 00:14:21.080]  第十二節他說
[00:14:21.080 --> 00:14:23.720]  他已經成爲了我的心肝
[00:14:23.720 --> 00:14:27.720]  保羅很想將阿彌西某留在他的身邊
[00:14:27.720 --> 00:14:30.400]  代替腓里門去侍候他
[00:14:30.400 --> 00:14:33.560]  好讓保羅可以專心地去傳導
[00:14:33.560 --> 00:14:36.520]  但是第十四節保羅再一次說
[00:14:36.520 --> 00:14:41.560]  他不想腓里門做這個決定是出於勉強
[00:14:41.560 --> 00:14:44.680]  而是出於自願
[00:14:44.680 --> 00:14:48.080]  他不想因爲他是仕途保羅
[00:14:48.080 --> 00:14:49.520]  大石砸死蟹
[00:14:49.520 --> 00:14:50.800]  因爲壓力
[00:14:50.800 --> 00:14:51.840]  因爲責任
[00:14:51.840 --> 00:14:54.640]  因爲權柄而去做這個決定
[00:14:54.640 --> 00:14:58.000]  他很想腓里門
[00:14:58.000 --> 00:15:02.440]  他想到他和保羅之間的關係
[00:15:02.440 --> 00:15:04.720]  他想到保羅的需要
[00:15:04.720 --> 00:15:08.520]  他從愛心裏面去做一個決定
[00:15:08.520 --> 00:15:11.320]  所以第一點我看到福音如何轉化
[00:15:11.320 --> 00:15:14.040]  失序世界裏面的人際關係
[00:15:14.040 --> 00:15:16.920]  就是憑着愛心行事
[00:15:16.920 --> 00:15:20.920]  從剛纔我讀的經文八至十四節裏面
[00:15:20.920 --> 00:15:25.120]  你發覺在保羅的言語裏面
[00:15:25.120 --> 00:15:29.920]  他勸腓里門人與人之間交往的原則
[00:15:29.920 --> 00:15:36.480]  他完全沒有提及羅馬法律要求如何處理一個出走的奴隸
[00:15:36.480 --> 00:15:38.280]  你就要這樣這樣這樣
[00:15:38.280 --> 00:15:39.640]  他也沒有提及
[00:15:39.640 --> 00:15:44.520]  他不想腓里門用他因爲仕途保羅的權柄
[00:15:44.520 --> 00:15:47.520]  責任去做一個回應
[00:15:47.520 --> 00:15:49.920]  他想腓里門去做一個決定
[00:15:49.920 --> 00:15:53.040]  那個依據是更高層次
[00:15:53.040 --> 00:15:56.520]  是出於在基督裏面的愛心
[00:15:56.520 --> 00:15:58.680]  這是一個更高的原則
[00:15:58.680 --> 00:16:02.720]  這個也是福音轉化了人的生命之後
[00:16:02.720 --> 00:16:06.520]  我們行事爲人一個更高的原則
[00:16:06.520 --> 00:16:08.600]  福音釋放了我
[00:16:08.600 --> 00:16:11.480]  從律法規條裏面
[00:16:11.480 --> 00:16:15.480]  遵守律法責任規條裏面去釋放了我
[00:16:15.480 --> 00:16:19.440]  叫我的行事爲人是因爲我在基督裏面的關係
[00:16:19.440 --> 00:16:25.280]  藉着聖靈在每個處境裏面來提醒我應該如何去回應
[00:16:25.280 --> 00:16:30.560]  保羅說因爲在耶穌基督裏受割禮不受割禮都沒有功效
[00:16:30.560 --> 00:16:36.440]  唯獨使人發出人類的信心纔有功效
[00:16:36.440 --> 00:16:38.400]  神的愛是什麼呢?
[00:16:38.400 --> 00:16:44.440]  神的愛就是讓我們用憐憫的眼光去看待對方的處境
[00:16:44.440 --> 00:16:49.840]  然後以同理心願意進入別人的困境裏面去思考
[00:16:49.840 --> 00:16:53.800]  再決定我應該如何去回應
[00:16:53.800 --> 00:16:58.800]  爲什麼我說福音給我們一個更高的原則呢?
[00:16:58.800 --> 00:17:01.400]  而且更加有效呢?
[00:17:01.400 --> 00:17:07.480]  今年新冠肺炎的疫情裏面
[00:17:07.480 --> 00:17:11.400]  我們都有很多的規條要遵守
[00:17:11.400 --> 00:17:19.560]  無論是限聚令、口罩令、社交距離、強制檢測等等
[00:17:19.560 --> 00:17:23.320]  你發覺年初的時候人們都很守規矩
[00:17:23.320 --> 00:17:26.560]  很願意去遵守這些規則
[00:17:26.560 --> 00:17:32.720]  但是慢慢到了年底抗疫疲勞
[00:17:32.720 --> 00:17:35.840]  於是人的罪性就出來了
[00:17:35.840 --> 00:17:38.040]  很想按照自己的喜好
[00:17:38.040 --> 00:17:39.840]  不理會其他人
[00:17:39.840 --> 00:17:42.000]  很多人都不遵守了
[00:17:42.000 --> 00:17:45.880]  現在我這幾天出門去買東西
[00:17:45.880 --> 00:17:49.000]  我都發現其實有很多人真的沒有遵守
[00:17:49.000 --> 00:17:51.960]  特別是假期的時候
[00:17:51.960 --> 00:17:57.840]  於是我們發現疫情一波比一波嚴重
[00:17:57.840 --> 00:18:00.440]  所以其實我們透過這些事情
[00:18:00.440 --> 00:18:06.880]  我就已經看到單靠律法是不能夠徹底改變人
[00:18:06.880 --> 00:18:09.640]  唯有從人的心底裏面
[00:18:09.640 --> 00:18:13.600]  發出那種真正憐憫人的心
[00:18:13.600 --> 00:18:18.800]  考慮到我不想自己受感染傳到其他人
[00:18:18.800 --> 00:18:24.840]  這份憐憫人的心纔會有功效長久
[00:18:24.840 --> 00:18:27.440]  這就是福音轉化我們的生命
[00:18:27.440 --> 00:18:28.800]  一個很重要的
[00:18:28.800 --> 00:18:30.360]  當然靠我們自己做不到
[00:18:30.360 --> 00:18:33.440]  但是聖靈在我們裏面幫助我們
[00:18:33.440 --> 00:18:34.840]  有那份愛心
[00:18:34.840 --> 00:18:38.160]  我願意去遵守
[00:18:38.160 --> 00:18:40.280]  我記得我未信主之前
[00:18:40.280 --> 00:18:45.240]  我覺得有時候孝順父母都很不容易
[00:18:45.240 --> 00:18:48.120]  因爲我的父母都不是那麼可愛
[00:18:48.120 --> 00:18:52.440]  有時候我的父母都有一種很操控性的性格
[00:18:52.440 --> 00:18:55.320]  我發覺孝順父母很不容易
[00:18:55.320 --> 00:18:57.800]  但是當我信了主之後
[00:18:57.800 --> 00:19:01.200]  我就發覺孝順父母對我來說
[00:19:01.200 --> 00:19:06.120]  不只是一個規條或者一個律法
[00:19:06.120 --> 00:19:11.960]  而是我知道神的心意是想我去孝順父母的時候
[00:19:11.960 --> 00:19:15.080]  我能夠發覺我那種孝順父母
[00:19:15.080 --> 00:19:16.920]  不是出於責任性
[00:19:16.920 --> 00:19:21.760]  而是我從心底裏靠聖靈去幫我
[00:19:21.760 --> 00:19:28.720]  有那份愛心來照顧、去順服、去孝順父母
[00:19:28.720 --> 00:19:34.120]  所以照顧父母就好像我去坐在耶穌身上一樣
[00:19:34.120 --> 00:19:40.480]  我就發覺福音可以釋放我和人的關係
[00:19:40.480 --> 00:19:43.760]  我不知道弟兄姊妹在你信主之後
[00:19:43.760 --> 00:19:47.520]  你和人的關係在這方面有沒有轉化呢?
[00:19:47.520 --> 00:19:50.040]  無論是你和家人的關係
[00:19:50.040 --> 00:19:54.040]  或者你和你身邊的同事、上司
[00:19:54.040 --> 00:19:58.320]  甚至如果你是教會團契的一個組長
[00:19:58.320 --> 00:19:59.640]  你去關心他
[00:19:59.640 --> 00:20:01.440]  是不是因爲你是一個組長
[00:20:01.440 --> 00:20:02.720]  責任式呢?
[00:20:02.720 --> 00:20:05.480]  還是你真的能夠從心底裏
[00:20:05.480 --> 00:20:09.560]  有基督那份的愛、憑愛心來做呢?
[00:20:09.560 --> 00:20:11.760]  如果你說我其實還沒成功
[00:20:11.760 --> 00:20:16.000]  不要緊,祈禱求主幫助我們
[00:20:16.000 --> 00:20:17.240]  第二方面
[00:20:17.240 --> 00:20:20.400]  福音如何轉化失序世界、人際關係
[00:20:20.400 --> 00:20:22.520]  就是天國關係優先
[00:20:22.520 --> 00:20:24.600]  第15至16節
[00:20:24.600 --> 00:20:25.600]  我們看到
[00:20:25.600 --> 00:20:28.320]  進一步保羅提到費利門
[00:20:28.320 --> 00:20:31.200]  你現在和你的奴隸
[00:20:31.200 --> 00:20:34.480]  阿彌西姆的關係也都改變了
[00:20:34.480 --> 00:20:36.560]  第15至16節
[00:20:36.560 --> 00:20:38.760]  大家可以聽我讀
[00:20:38.760 --> 00:20:43.880]  他暫時離開你,也許是要讓你永遠得着他
[00:20:43.880 --> 00:20:47.240]  不再是奴隸,而是高過奴隸
[00:20:47.240 --> 00:20:51.000]  是親愛的弟兄,對我確實如此
[00:20:51.000 --> 00:20:52.520]  何況對你呢?
[00:20:52.520 --> 00:20:57.680]  無論在肉身或在主裏更是如此
[00:20:57.680 --> 00:21:03.960]  第15節其實在一開始的原文有個「因爲」
