
[00:00:00.000 --> 00:00:03.200]  人生最基本的三個問題的答案
[00:03:57.840 --> 00:03:59.840]  很多的事情一轉眼都做完了
[00:03:59.840 --> 00:04:01.840]  一轉眼又年底了
[00:04:01.840 --> 00:04:03.840]  我說一轉眼今年又沒有了
[00:04:03.840 --> 00:04:05.840]  所以年紀越大越覺得說
[00:04:05.840 --> 00:04:07.840]  有人說一句話說
[00:04:07.840 --> 00:04:09.840]  青春就好像衛生紙一樣
[00:04:09.840 --> 00:04:11.840]  看著很多用著用著就不夠用了
[00:04:11.840 --> 00:04:13.840]  所以有時候人就是這樣子
[00:04:13.840 --> 00:04:15.840]  所以年輕的時候覺得
[00:04:15.840 --> 00:04:16.840]  我不需要討論這個問題
[00:04:16.840 --> 00:04:18.840]  人死了往哪裡去了
[00:04:18.840 --> 00:04:20.840]  可是蠻重要 因為蠻重要
[00:04:20.840 --> 00:04:22.840]  我們都需要知道說
[00:04:22.840 --> 00:04:24.840]  生命其實蠻短暫
[00:04:24.840 --> 00:04:26.840]  需要在趁著我們還有機會的時候
[00:04:26.840 --> 00:04:28.840]  也需要來討論說
[00:04:28.840 --> 00:04:29.840]  到底我們有一天死了
[00:04:29.840 --> 00:04:31.840]  人是否有歸宿
[00:04:31.840 --> 00:04:33.840]  我們人生應該怎麼看死亡
[00:04:33.840 --> 00:04:35.840]  如果死了一了百了
[00:04:35.840 --> 00:04:36.840]  那無所謂
[00:04:36.840 --> 00:04:38.840]  再是你怎麼生活都可以
[00:04:38.840 --> 00:04:39.840]  但如果不是的話
[00:04:39.840 --> 00:04:42.840]  那我們需要重新選擇一個對的態度
[00:04:42.840 --> 00:04:44.840]  來面對我們現有的時間
[00:04:44.840 --> 00:04:46.840]  有限的這種的生活
[00:04:46.840 --> 00:04:49.840]  那麼在哥林多前書的十五章十九節
[00:04:49.840 --> 00:04:51.840]  那邊講了一段經文
[00:04:51.840 --> 00:04:54.840]  我覺得很有意思的經文
[00:04:54.840 --> 00:04:56.840]  我們一起來讀好不好
[00:04:56.840 --> 00:04:59.840]  在PowerPoint上面我們一起來讀
[00:04:59.840 --> 00:05:03.840]  我們信基督的人只在今生有希望
[00:05:03.840 --> 00:05:08.840]  我們就比世界上任何人更可憐
[00:05:08.840 --> 00:05:10.840]  這句話是我最近讀經讀到
[00:05:10.840 --> 00:05:12.840]  讓我很深感受的一句話
[00:05:12.840 --> 00:05:14.840]  也是讓我思想很久
[00:05:14.840 --> 00:05:17.840]  那我覺得這句話不是一句
[00:05:17.840 --> 00:05:19.840]  你一懂就明的話
[00:05:19.840 --> 00:05:20.840]  這句話是我覺得
[00:05:20.840 --> 00:05:23.840]  你要花很久的時間慢慢去揣摩
[00:05:23.840 --> 00:05:24.840]  慢慢去品嘗
[00:05:24.840 --> 00:05:27.840]  你才會知道這句話很有味道
[00:05:27.840 --> 00:05:29.840]  但是至少字面上告訴我們
[00:05:29.840 --> 00:05:32.840]  這句話為基督教的信仰
[00:05:32.840 --> 00:05:34.840]  定下了一個很重要的觀點
[00:05:34.840 --> 00:05:38.840]  那就是說原來我們今生
[00:05:38.840 --> 00:05:40.840]  會領受神很多的祝福
[00:05:40.840 --> 00:05:42.840]  可是神有更多的祝福
[00:05:42.840 --> 00:05:45.840]  是在過了今生之後留給我們的
[00:05:45.840 --> 00:05:48.840]  所以如果我們信耶穌的人活著
[00:05:48.840 --> 00:05:50.840]  只有今生有希望的話
[00:05:50.840 --> 00:05:52.840]  其實我們是很可憐
[00:05:52.840 --> 00:05:54.840]  所以這是一個我們需要來
[00:05:54.840 --> 00:05:57.840]  開始慢慢揣摩的一節聖經
[00:05:57.840 --> 00:05:59.840]  我信主很久了十幾年
[00:05:59.840 --> 00:06:02.840]  然後在信主過程當中
[00:06:02.840 --> 00:06:04.840]  我覺得凡是信主的人都知道
[00:06:04.840 --> 00:06:06.840]  你在世上今生的時候
[00:06:06.840 --> 00:06:08.840]  其實你也可以經歷到神很多的恩典
[00:06:08.840 --> 00:06:09.840]  很多的福氣
[00:06:09.840 --> 00:06:11.840]  無論是我自己經歷到的
[00:06:11.840 --> 00:06:13.840]  還是我身邊的人
[00:06:13.840 --> 00:06:14.840]  還是我認識的基督徒
[00:06:14.840 --> 00:06:16.840]  他們告訴我他們的經歷
[00:06:16.840 --> 00:06:17.840]  我們都知道信主的人
[00:06:17.840 --> 00:06:18.840]  信耶穌的人
[00:06:18.840 --> 00:06:19.840]  認識耶穌的人
[00:06:19.840 --> 00:06:22.840]  在今生其實你經歷到很多的福氣
[00:06:22.840 --> 00:06:24.840]  無論是比方說我信主前
[00:06:24.840 --> 00:06:26.840]  完全不知道人生為什麼而活
[00:06:26.840 --> 00:06:27.840]  然後信了主之後
[00:06:27.840 --> 00:06:30.840]  人生有了一個很清晰的方向
[00:06:30.840 --> 00:06:33.840]  有一個很知道有什麼動力
[00:06:33.840 --> 00:06:35.840]  應該鼓勵你繼續活下去
[00:06:35.840 --> 00:06:37.840]  然後可能信主前有些人覺得
[00:06:37.840 --> 00:06:38.840]  沒什麼智慧
[00:06:38.840 --> 00:06:39.840]  信主之後發現
[00:06:39.840 --> 00:06:41.840]  原來你可以越來越有智慧
[00:06:41.840 --> 00:06:42.840]  你的EQ越來越高
[00:06:42.840 --> 00:06:43.840]  以前完全不知道怎麼樣
[00:06:43.840 --> 00:06:44.840]  人際關係相處
[00:06:44.840 --> 00:06:47.840]  現在越來越懂了
[00:06:47.840 --> 00:06:49.840]  有些是覺得說信主之後
[00:06:49.840 --> 00:06:51.840]  他經歷到神的醫治
[00:06:51.840 --> 00:06:54.840]  因為我們在座的人可能
[00:06:54.840 --> 00:06:56.840]  不是每個人都可以在一個
[00:06:56.840 --> 00:06:58.840]  很單純的家庭出生成長
[00:06:58.840 --> 00:07:01.840]  有些人你們背後可能也有故事
[00:07:01.840 --> 00:07:02.840]  如果好故事還好
[00:07:02.840 --> 00:07:03.840]  有些是壞故事
[00:07:03.840 --> 00:07:05.840]  所以你一路走過來
[00:07:05.840 --> 00:07:08.840]  可能你生命就有一些的傷痕
[00:07:08.840 --> 00:07:09.840]  一直都沒有醫治過
[00:07:09.840 --> 00:07:11.840]  可是有些信主之後就發現
[00:07:11.840 --> 00:07:13.840]  神的愛慢慢醫治你的傷痕
[00:07:13.840 --> 00:07:14.840]  就不會讓你現在活著
[00:07:14.840 --> 00:07:17.840]  還是滿肚子的憤怒
[00:07:17.840 --> 00:07:19.840]  滿肚子的覺得全世界對不起你
[00:07:19.840 --> 00:07:21.840]  滿肚子的苦讀
[00:07:21.840 --> 00:07:23.840]  所以這就是神的醫治
[00:07:23.840 --> 00:07:26.840]  然後有時候人生會遇到苦難
[00:07:26.840 --> 00:07:27.840]  會遇到挫折
[00:07:27.840 --> 00:07:29.840]  信主最大的一個好處就是
[00:07:29.840 --> 00:07:30.840]  我們在苦難當中
[00:07:30.840 --> 00:07:33.840]  我們真的可以禱告
[00:07:33.840 --> 00:07:36.840]  信主前我覺得人生沒有依靠
[00:07:36.840 --> 00:07:38.840]  就是所有東西都要靠自己
[00:07:38.840 --> 00:07:39.840]  年輕時還OK
[00:07:39.840 --> 00:07:41.840]  可是你發現年紀越大
[00:07:41.840 --> 00:07:44.840]  越覺得自己其實根本不可靠
[00:07:44.840 --> 00:07:46.840]  我約了你下禮拜吃飯的話
[00:07:46.840 --> 00:07:48.840]  其實我不確定我能夠來得到
[00:07:48.840 --> 00:07:50.840]  就是我不會故意放你飛機
[00:07:50.840 --> 00:07:51.840]  但是我今晚睡著
[00:07:51.840 --> 00:07:52.840]  明天起不起的來
[00:07:52.840 --> 00:07:54.840]  也不在我掌握當中
[00:07:54.840 --> 00:07:56.840]  所以凡事就覺得說
[00:07:56.840 --> 00:07:59.840]  好像自己其實並不那麼可靠
[00:07:59.840 --> 00:08:01.840]  於是發現說如果有一位神
[00:08:01.840 --> 00:08:02.840]  祂能夠聽你禱告
[00:08:02.840 --> 00:08:04.840]  你凡事可以交托
[00:08:04.840 --> 00:08:06.840]  要同時聖經的教導
[00:08:06.840 --> 00:08:08.840]  有鼓勵你活得很積極
[00:08:08.840 --> 00:08:10.840]  可以盡情的享用神給你的時間
[00:08:10.840 --> 00:08:13.840]  神給你的一些才幹去用的
[00:08:13.840 --> 00:08:16.840]  淋漓盡盡的去發揮也不錯
[00:08:16.840 --> 00:08:18.840]  所以活得積極的同時又有依靠
[00:08:18.840 --> 00:08:20.840]  所以我覺得新的主之後
[00:08:20.840 --> 00:08:22.840]  很多的福氣
[00:08:22.840 --> 00:08:24.840]  但是這些經文告訴我們說
[00:08:24.840 --> 00:08:26.840]  這些福氣如果新的主人
[00:08:26.840 --> 00:08:29.840]  只有今生有希望
[00:08:29.840 --> 00:08:32.840]  你還沒有嘗到最大的福分
[00:08:32.840 --> 00:08:33.840]  他說我們就比世界上
[00:08:33.840 --> 00:08:36.840]  任何人都更可憐
[00:08:36.840 --> 00:08:38.840]  因為在今生當中
[00:08:38.840 --> 00:08:41.840]  神為我們基督徒安排了人生
[00:08:41.840 --> 00:08:43.840]  其實今生的時間
[00:08:43.840 --> 00:08:45.840]  是為永恆做一個預備
[00:08:45.840 --> 00:08:47.840]  所以今生我們或許還沒有
[00:08:47.840 --> 00:08:50.840]  可以領受到神所有給我們的祝福
[00:08:50.840 --> 00:08:52.840]  我們還是很多的不完美
[00:08:52.840 --> 00:08:55.840]  還是很多的不足的地方
[00:08:55.840 --> 00:08:58.840]  所以有很多神留給我們的祝福
[00:08:58.840 --> 00:09:01.840]  是留在永恆當中留給我們的
[00:09:01.840 --> 00:09:04.840]  所以這是給我們很大的一個盼望
[00:09:04.840 --> 00:09:05.840]  所以今天我們就來
[00:09:05.840 --> 00:09:06.840]  從聖經來討論說
[00:09:06.840 --> 00:09:08.840]  到底我們應該用什麼的態度
[00:09:08.840 --> 00:09:11.840]  面對死亡這樣的事情
[00:09:11.840 --> 00:09:13.840]  第一個我先講壞消息
[00:09:13.840 --> 00:09:16.840]  就是聖經告訴我們說
[00:09:16.840 --> 00:09:18.840]  第一個很殘酷的事實就是
[00:09:18.840 --> 00:09:21.840]  每個人都要面對死亡跟審判
[00:09:21.840 --> 00:09:23.840]  聖經告訴我們兩個很重要的觀念
[00:09:23.840 --> 00:09:25.840]  一個是死亡的觀念
[00:09:25.840 --> 00:09:27.840]  一個是審判的觀念
[00:09:27.840 --> 00:09:30.840]  這個是至少我在國內的時候
[00:09:30.840 --> 00:09:32.840]  至少我很少想到死亡的事情
[00:09:32.840 --> 00:09:36.840]  因為國內可能是儒家思想
[00:09:36.840 --> 00:09:41.840]  孔子所說的非之生焉之死
[00:09:41.840 --> 00:09:43.840]  生活的事情都搞不清楚
[00:09:43.840 --> 00:09:44.840]  你討論死後幹什麼呢
[00:09:44.840 --> 00:09:46.840]  所以中國人很實際的
[00:09:46.840 --> 00:09:49.840]  都討論說吃飽了就算
[00:09:49.840 --> 00:09:50.840]  但是人生活著
[00:09:50.840 --> 00:09:52.840]  其實我們會想到死亡
[00:09:52.840 --> 00:09:55.840]  無論你提不提你面不面對
[00:09:55.840 --> 00:09:56.840]  死亡是一個事實
[00:09:56.840 --> 00:10:00.840]  不會因為說你不提就不會發生
[00:10:00.840 --> 00:10:03.840]  中國人是一個很忌諱講死亡的民族
[00:10:03.840 --> 00:10:06.840]  但是並不會因為我們忌諱
[00:10:06.840 --> 00:10:08.840]  不談這個話題
[00:10:08.840 --> 00:10:11.840]  結果中國人就沒有死了
[00:10:11.840 --> 00:10:13.840]  所以中國有十幾億的人
[00:10:13.840 --> 00:10:15.840]  因為他們都沒有死
[00:10:15.840 --> 00:10:16.840]  不會是因為這樣
[00:10:16.840 --> 00:10:18.840]  無論你提不提你面不面對
[00:10:18.840 --> 00:10:20.840]  死亡是一個很事實
[00:10:20.840 --> 00:10:22.840]  那麼聖經就把這個事實
[00:10:22.840 --> 00:10:24.840]  背後的原因告訴我們
[00:10:24.840 --> 00:10:27.840]  在羅馬書的五章十二節
[00:10:27.840 --> 00:10:30.840]  聖經對死做了一個解釋
[00:10:30.840 --> 00:10:33.840]  他說罪從一個人進入世界
[00:10:33.840 --> 00:10:35.840]  因著罪死接踵而來
[00:10:35.840 --> 00:10:38.840]  於是死亡臨到了全人類
[00:10:38.840 --> 00:10:41.840]  因為人人都犯了罪
[00:10:41.840 --> 00:10:42.840]  所以聖經的解釋是
[00:10:42.840 --> 00:10:45.840]  他把死跟罪連在一起
[00:10:45.840 --> 00:10:46.840]  來解釋說
[00:10:46.840 --> 00:10:48.840]  我們每個人都會面對死亡
[00:10:48.840 --> 00:10:50.840]  是因為我們都有罪
[00:10:50.840 --> 00:10:53.840]  所以從我們的祖先亞當一個人
[00:10:53.840 --> 00:10:54.840]  就進了全世界
[00:10:54.840 --> 00:10:57.840]  因為第一個人類選擇了離開神
[00:10:57.840 --> 00:10:58.840]  選擇了背叛神
[00:10:58.840 --> 00:10:59.840]  我不要你管我
[00:10:59.840 --> 00:11:01.840]  我要我自己來定我的命運
[00:11:01.840 --> 00:11:04.840]  我要按照我的方法去生活
[00:11:04.840 --> 00:11:05.840]  那結果從此
[00:11:05.840 --> 00:11:08.840]  我們就跟這位賜我們生命的主
[00:11:08.840 --> 00:11:09.840]  脫離了關係
[00:11:09.840 --> 00:11:10.840]  那結果我們的生命
[00:11:10.840 --> 00:11:13.840]  就不會永遠可以永恆的活下去
[00:11:13.840 --> 00:11:15.840]  死亡因此來到
[00:11:15.840 --> 00:11:17.840]  那第二個觀念是更恐怖
[00:11:17.840 --> 00:11:18.840]  第二個觀念
[00:11:18.840 --> 00:11:21.840]  如果死了沒事那還好
[00:11:21.840 --> 00:11:22.840]  可是聖經告訴我們說
[00:11:22.840 --> 00:11:23.840]  不是死了沒事
[00:11:23.840 --> 00:11:25.840]  死了就還有事
[00:11:25.840 --> 00:11:27.840]  就是希伯來書的九章二十七節
[00:11:27.840 --> 00:11:29.840]  告訴我們一個更嚴重的觀念
[00:11:29.840 --> 00:11:32.840]  他說到了時候人人必有一死
[00:11:32.840 --> 00:11:36.840]  死後有上帝的審判
[00:11:36.840 --> 00:11:39.840]  這個觀念反而比死亡更難接受
[00:11:39.840 --> 00:11:41.840]  如果死了就一了百了
[00:11:41.840 --> 00:11:43.840]  反而沒那麼恐怖
[00:11:43.840 --> 00:11:46.840]  如果死後有審判
[00:11:46.840 --> 00:11:50.840]  那我們就要很謹慎的知道說
[00:11:50.840 --> 00:11:53.840]  怎麼樣去預備我們死後之後
[00:11:53.840 --> 00:11:54.840]  接受審判的時候
[00:11:54.840 --> 00:11:57.840]  我們怎麼預備
[00:11:57.840 --> 00:12:01.840]  如果你知道在美國的司法
[00:12:01.840 --> 00:12:02.840]  是很複雜的
[00:12:02.840 --> 00:12:04.840]  如果你要打一場官司
[00:12:04.840 --> 00:12:05.840]  你用很多個小時
[00:12:05.840 --> 00:12:07.840]  什麼請律師啊預備啊
[00:12:07.840 --> 00:12:09.840]  所以如果死後真的有一個審判
[00:12:09.840 --> 00:12:10.840]  你在世的時候
[00:12:10.840 --> 00:12:12.840]  也需要很多時間預備說
[00:12:12.840 --> 00:12:13.840]  那死後怎麼辦
[00:12:13.840 --> 00:12:15.840]  如果真的有審判
[00:12:15.840 --> 00:12:20.840]  有很多今天無論是基督徒
[00:12:20.840 --> 00:12:22.840]  包括在教會
[00:12:22.840 --> 00:12:26.840]  很少聽到有關審判這樣的信息
[00:12:26.840 --> 00:12:28.840]  我們都避開不談
[00:12:28.840 --> 00:12:30.840]  我們比較避開不談
[00:12:30.840 --> 00:12:31.840]  我們有時候會覺得
[00:12:31.840 --> 00:12:34.840]  如果不談審判這件事
[00:12:34.840 --> 00:12:37.840]  或許不會嚇到那些非基督徒
[00:12:37.840 --> 00:12:39.840]  但是有時候我想相反
[00:12:39.840 --> 00:12:40.840]  當我們忘記了
[00:12:40.840 --> 00:12:42.840]  有審判這回事的時候
[00:12:42.840 --> 00:12:43.840]  我們也突然間
[00:12:43.840 --> 00:12:45.840]  沒有了傳福音的動力
[00:12:45.840 --> 00:12:47.840]  因為有審判
[00:12:47.840 --> 00:12:48.840]  所以你必須要把這個
[00:12:48.840 --> 00:12:51.840]  真實的消息告訴身邊的人
[00:12:51.840 --> 00:12:53.840]  不會因為你不告訴他就沒有
[00:12:53.840 --> 00:12:54.840]  不會因為你說
[00:12:54.840 --> 00:12:55.840]  不要告訴他
[00:12:55.840 --> 00:12:57.840]  這世界上有地心引力
[00:12:57.840 --> 00:12:58.840]  所以免得他五樓
[00:12:58.840 --> 00:13:00.840]  跳下來的時候會摔死
[00:13:00.840 --> 00:13:01.840]  你不告訴他
[00:13:01.840 --> 00:13:02.840]  他將來摔死
[00:13:02.840 --> 00:13:04.840]  所以我們的責任
[00:13:04.840 --> 00:13:06.840]  是要把一個很真實的事件
[00:13:06.840 --> 00:13:07.840]  告訴我們
[00:13:07.840 --> 00:13:08.840]  就聖經如果告訴我們
[00:13:08.840 --> 00:13:09.840]  說有審判
[00:13:09.840 --> 00:13:13.840]  我們就要很如實地去接受
[00:13:13.840 --> 00:13:14.840]  在聖經裡面
[00:13:14.840 --> 00:13:15.840]  你發現很奇妙
[00:13:15.840 --> 00:13:17.840]  我們聽到審判會覺得很恐怖
[00:13:17.840 --> 00:13:18.840]  就是哇
[00:13:18.840 --> 00:13:22.840]  有一天要站在上帝面前說交葬
[00:13:22.840 --> 00:13:23.840]  所以很恐怖
[00:13:23.840 --> 00:13:24.840]  可是你知道
[00:13:24.840 --> 00:13:26.840]  聖經裡面提到審判的時候
[00:13:26.840 --> 00:13:29.840]  其實審判是福音的一部分
[00:13:29.840 --> 00:13:31.840]  審判是福音的一部分
[00:13:31.840 --> 00:13:33.840]  你知道對一些人來講
[00:13:33.840 --> 00:13:36.840]  審判是一個好消息
[00:13:36.840 --> 00:13:39.840]  特別是如果我們活在這個
[00:13:39.840 --> 00:13:40.840]  很不公義
[00:13:40.840 --> 00:13:42.840]  很不公平的世代
[00:13:42.840 --> 00:13:45.840]  你是其中一個受害者的話
[00:13:45.840 --> 00:13:46.840]  當你聽到有一天
[00:13:46.840 --> 00:13:48.840]  神藉著審判
[00:13:48.840 --> 00:13:50.840]  還你一個公道的時候
[00:13:50.840 --> 00:13:51.840]  對你來講
[00:13:51.840 --> 00:13:54.840]  這是一個很大的好消息
[00:13:54.840 --> 00:13:56.840]  You almost looking forward to it
[00:13:56.840 --> 00:13:59.840]  因為這是一個很大的消息
[00:13:59.840 --> 00:14:01.840]  如果你經歷過文革
[00:14:01.840 --> 00:14:02.840]  你經歷過二戰
[00:14:02.840 --> 00:14:05.840]  或者你經歷過南京大屠殺
[00:14:05.840 --> 00:14:07.840]  你就會知道說
[00:14:07.840 --> 00:14:10.840]  公義有多重要
[00:14:10.840 --> 00:14:11.840]  人的公義很有限
[00:14:11.840 --> 00:14:16.840]  就算一個人殺了五百或者一千人
[00:14:16.840 --> 00:14:19.840]  你只能判他一次死刑而已
[00:14:19.840 --> 00:14:20.840]  要麼就終身監禁
[00:14:20.840 --> 00:14:22.840]  美國很多州是沒有死刑
[00:14:22.840 --> 00:14:25.840]  所以人所能夠判的
[00:14:25.840 --> 00:14:27.840]  其實人的公義很有限
[00:14:27.840 --> 00:14:30.840]  很難做到絕對的公平公義
[00:14:30.840 --> 00:14:32.840]  神所設立的審判
[00:14:32.840 --> 00:14:34.840]  有一天他答應我們說
[00:14:34.840 --> 00:14:36.840]  還你們一個公道
[00:14:36.840 --> 00:14:37.840]  因為神會在審判當中
[00:14:37.840 --> 00:14:39.840]  讓所有人都看到說
[00:14:39.840 --> 00:14:42.840]  他是絕對公義公平的
[00:14:42.840 --> 00:14:44.840]  所以那個才是真正
[00:14:44.840 --> 00:14:45.840]  活在這個世上
[00:14:45.840 --> 00:14:47.840]  特別是那些被欺壓的人
[00:14:47.840 --> 00:14:49.840]  他們聽到審判的時候
[00:14:49.840 --> 00:14:51.840]  他們會覺得這是一個好消息
[00:14:51.840 --> 00:14:53.840]  這是我在等待
[00:14:53.840 --> 00:14:55.840]  神有一天那個公義的審判
[00:14:55.840 --> 00:14:59.840]  因為這世上有很多太不公義的事
[00:14:59.840 --> 00:15:00.840]  罪所造成的後果
[00:15:00.840 --> 00:15:05.840]  不是我們想像中這麼的輕鬆
[00:15:05.840 --> 00:15:06.840]  其實神很奇妙
[00:15:06.840 --> 00:15:08.840]  就是我剛信主的時候
[00:15:08.840 --> 00:15:11.840]  就開始遇到一些很黑暗的事情
[00:15:11.840 --> 00:15:14.840]  我記得我第一次遇到很黑暗的事情
[00:15:14.840 --> 00:15:16.840]  是我一個很好的朋友
[00:15:16.840 --> 00:15:19.840]  他的妹妹那時候讀中學
[00:15:19.840 --> 00:15:21.840]  妹妹是個很漂亮的女孩
[00:15:21.840 --> 00:15:23.840]  她參加全校的那種選美
[00:15:23.840 --> 00:15:24.840]  拿了第三名
[00:15:24.840 --> 00:15:26.840]  所以是個那種校花之類的
[00:15:26.840 --> 00:15:28.840]  所以後來就認識了一個
[00:15:28.840 --> 00:15:29.840]  基督徒的男朋友
[00:15:29.840 --> 00:15:30.840]  這個基督徒是
[00:15:30.840 --> 00:15:32.840]  至少他自稱是基督徒
[00:15:32.840 --> 00:15:34.840]  可是他已經有黑社會背景
[00:15:34.840 --> 00:15:36.840]  那麼他們就站在一起
[00:15:36.840 --> 00:15:37.840]  就談戀愛了
[00:15:37.840 --> 00:15:38.840]  站在一起
[00:15:38.840 --> 00:15:39.840]  但後來發現
[00:15:39.840 --> 00:15:42.840]  這個有黑社會背景的基督徒
[00:15:42.840 --> 00:15:45.840]  把那個女的賣到北京
[00:15:45.840 --> 00:15:47.840]  賣到北京的妓院
[00:15:47.840 --> 00:15:49.840]  就被鎖起來
[00:15:49.840 --> 00:15:50.840]  有一次很久以後
