
[00:00:00.000 --> 00:00:02.000]  剛才我們唱的詩歌
[00:01:43.000 --> 00:01:45.000]  我內心是百感交集
[00:01:45.000 --> 00:01:47.500]  如果你熟悉不是大慈的場景
[00:01:47.500 --> 00:01:50.500]  如果你熟悉鄙視大慈的場景
[00:01:50.500 --> 00:01:53.000]  其實是對當時已經失去
[00:01:53.000 --> 00:01:56.000]  宗教熱情的猶太人的信仰
[00:01:56.000 --> 00:01:57.500]  一個很無情的批判
[00:01:57.500 --> 00:02:00.000]  其實當時對一些已經失去
[00:02:00.000 --> 00:02:02.000]  宗教熱情的猶太信仰
[00:02:02.000 --> 00:02:03.500]  一個很無情的批評
[00:02:03.500 --> 00:02:06.500]  或者對當時已經扭曲的宗教制度
[00:02:06.500 --> 00:02:07.500]  一個的審判
[00:02:07.500 --> 00:02:12.000]  或者是當時已經扭曲的宗教制度
[00:02:12.000 --> 00:02:13.500]  是一個審判
[00:02:13.500 --> 00:02:16.500]  不是大慈可以說是一個人間的縮影
[00:02:16.500 --> 00:02:19.500]  鄙視大慈可以說是一個人間的縮影
[00:02:19.500 --> 00:02:21.500]  或者甚至是教會的縮影
[00:02:21.500 --> 00:02:23.000]  甚至可以說是教會的縮影
[00:02:23.000 --> 00:02:25.500]  因為你在從中看到種種人生百態
[00:02:25.500 --> 00:02:28.500]  因為從當中你可以看到種種人生的百態
[00:02:28.500 --> 00:02:32.500]  我和何牧師都是師承孫寶玲牧師的
[00:02:32.500 --> 00:02:38.500]  我跟何牧師都是師承孫寶玲牧師的
[00:02:38.500 --> 00:02:41.500]  孫牧師在約翰福音裏面是權威
[00:02:41.500 --> 00:02:44.500]  孫牧師在約翰福音裏面權威
[00:02:44.500 --> 00:02:46.500]  那我就受他的影響
[00:02:46.500 --> 00:02:48.000]  那我就受他的影響
[00:02:48.000 --> 00:02:50.500]  他比較用一個敘事文學的角度
[00:02:50.500 --> 00:02:52.500]  去研究約翰福音
[00:02:52.500 --> 00:02:54.500]  他比較用一個敘事文學的角度去研究
[00:02:54.500 --> 00:02:55.500]  如果從敘事文學的角度
[00:02:55.500 --> 00:02:57.500]  那個場景那個setting
[00:02:57.500 --> 00:02:59.500]  如果用敘事文學的那個態度
[00:02:59.500 --> 00:03:01.500]  那個場景
[00:03:01.500 --> 00:03:05.500]  是一個很重要的線索進入經文的世界裏面
[00:03:05.500 --> 00:03:09.500]  是一個很重要的線索進入經文的世界裏面
[00:03:09.500 --> 00:03:11.500]  在座有沒有誰去過聖地
[00:03:11.500 --> 00:03:13.500]  在座有沒有誰去過聖地
[00:03:13.500 --> 00:03:14.500]  除了師母和我
[00:03:14.500 --> 00:03:16.500]  除了師母還有
[00:03:16.500 --> 00:03:20.500]  今天跟大家免費去遊聖殿
[00:03:20.500 --> 00:03:26.500]  這個是聖殿那個不是大池的平面圖
[00:03:26.500 --> 00:03:29.500]  如果你從那個圖片所見
[00:03:29.500 --> 00:03:31.500]  如果你從圖片所見
[00:03:31.500 --> 00:03:33.500]  這個不是大池
[00:03:33.500 --> 00:03:36.500]  是正正在聖殿的旁邊
[00:03:36.500 --> 00:03:39.500]  這個不是大池是在聖殿的旁邊
[00:03:39.500 --> 00:03:41.500]  如果一些朝聖的人
[00:03:41.500 --> 00:03:42.500]  如果一些朝聖的人
[00:03:42.500 --> 00:03:44.500]  他帶著一些憲制的生畜
[00:03:44.500 --> 00:03:45.500]  他拿一些憲制的生畜
[00:03:45.500 --> 00:03:51.500]  他就要由你們望向的左上角那個入口那裏進入
[00:03:51.500 --> 00:03:54.500]  就大家所看的左上口那邊進去
[00:03:54.500 --> 00:03:56.500]  所以必經之路就是不是大池
[00:03:56.500 --> 00:03:58.500]  所以他一定要經過比試大池
[00:03:58.500 --> 00:04:01.500]  然後就透過陽門進入這個聖殿
[00:04:01.500 --> 00:04:03.500]  之後透過陽門就進入聖殿
[00:04:03.500 --> 00:04:06.500]  現在陽門如果你去過聖殿就叫做獅子門
[00:04:06.500 --> 00:04:08.500]  如果陽門你去過聖殿就叫做獅子門
[00:04:08.500 --> 00:04:15.500]  而這個不是大池的旁邊
[00:04:15.500 --> 00:04:17.500]  比試大池的旁邊
[00:04:17.500 --> 00:04:20.500]  就是這個陽門
[00:04:20.500 --> 00:04:22.500]  這就是陽門
[00:04:22.500 --> 00:04:23.500]  我都進過去了
[00:04:23.500 --> 00:04:24.500]  由這裏進入過去
[00:04:24.500 --> 00:04:26.500]  我都從這裏進入過去
[00:04:26.500 --> 00:04:27.500]  不單止這樣
[00:04:27.500 --> 00:04:30.500]  因為猶太人很多規矩
[00:04:30.500 --> 00:04:31.500]  不單止這樣猶太人很多規矩
[00:04:31.500 --> 00:04:33.500]  一般人由金門那裏進入
[00:04:33.500 --> 00:04:34.500]  一般人從金門那裏進入
[00:04:34.500 --> 00:04:39.500]  因為他怕你弄髒地方就要從陽門那裏進入
[00:04:39.500 --> 00:04:41.500]  但是聖訓就從陽門那邊進去
[00:04:41.500 --> 00:04:45.500]  在聖經的第二第三節形容到不是大池
[00:04:45.500 --> 00:04:48.500]  在聖經裏面第二第三節形容到比試大池
[00:04:48.500 --> 00:04:50.500]  他旁邊有五個狼子
[00:04:50.500 --> 00:04:51.500]  他旁邊有五個狼子
[00:04:51.500 --> 00:04:52.500]  這幅圖是假的
[00:04:52.500 --> 00:04:53.500]  這幅圖是假的
[00:04:53.500 --> 00:04:56.500]  如果有個這麼漂亮的池我都會住
[00:04:56.500 --> 00:04:58.500]  如果有這麼漂亮的池我都會住
[00:04:58.500 --> 00:04:59.500]  好像豪宅的會所
[00:04:59.500 --> 00:05:00.500]  像豪宅那個會所
[00:05:00.500 --> 00:05:02.500]  那裏形容到不是大池
[00:05:02.500 --> 00:05:04.500]  就塘滿各式各樣的病人
[00:05:04.500 --> 00:05:07.500]  那裏形容到不是大池是塘滿各式各樣的病人
[00:05:07.500 --> 00:05:11.500]  剛才提到有黑眼 瘸腿 血氣 膚乾 種種的病人
[00:05:11.500 --> 00:05:15.500]  剛才我們提到有瞎眼 瘸腿 褲肝的很多的病人
[00:05:15.500 --> 00:05:17.500]  那些人為甚麼聚集在這裏呢
[00:05:17.500 --> 00:05:18.500]  那些人為甚麼要聚集在這裏呢
[00:05:18.500 --> 00:05:19.500]  因為他們相信一個傳說
[00:05:19.500 --> 00:05:21.500]  因為他們相信一個傳說
[00:05:21.500 --> 00:05:22.500]  他們相信一個神話
[00:05:22.500 --> 00:05:23.500]  他們相信一個神話
[00:05:23.500 --> 00:05:26.500]  就是天使定期下來會攪動那個池水
[00:05:26.500 --> 00:05:28.500]  就是天使定期下來會攪動那個池水
[00:05:28.500 --> 00:05:32.500]  任何病患會第一個跳進那個池水裏
[00:05:32.500 --> 00:05:34.500]  任何有病患第一個跳進那個池水裏
[00:05:34.500 --> 00:05:36.500]  無論任何奇難雜症都可以痊癒
[00:05:36.500 --> 00:05:38.500]  不管你任何的病都可以痊癒
[00:05:38.500 --> 00:05:42.500]  所以第三第四節的後半節
[00:05:42.500 --> 00:05:45.500]  所以第三和第四節的後半節
[00:05:45.500 --> 00:05:47.500]  一幅很觸動人的圖畫
[00:05:47.500 --> 00:05:49.500]  一幅很觸動人的圖畫
[00:05:49.500 --> 00:05:51.500]  那裏就好像我形容不是大池
[00:05:51.500 --> 00:05:52.500]  那裏就好像我形容不是大池
[00:05:52.500 --> 00:05:53.500]  好像人間地獄
[00:05:53.500 --> 00:05:54.500]  這我就形容必是大池
[00:05:54.500 --> 00:05:56.500]  好像人間地獄一樣
[00:05:56.500 --> 00:05:58.500]  躺滿很多有病被遺棄的人
[00:05:58.500 --> 00:06:01.500]  躺滿很多有病被遺棄的人
[00:06:01.500 --> 00:06:02.500]  他們守著一個神話
[00:06:02.500 --> 00:06:03.500]  他們守著一個神話
[00:06:03.500 --> 00:06:04.500]  他們守著一個神話
[00:06:04.500 --> 00:06:05.500]  他們守著一個神話
[00:06:05.500 --> 00:06:06.500]  他們守著一個神話
[00:06:06.500 --> 00:06:07.500]  他們守著一個神話
[00:06:07.500 --> 00:06:08.500]  他們守著一個神話
[00:06:08.500 --> 00:06:09.500]  他們的盼望就是有一天我成為那個幸運的人
[00:06:09.500 --> 00:06:12.500]  他們的盼望就是有一天我成為那個幸運的人
[00:06:12.500 --> 00:06:13.500]  他們的盼望就是有一天我成為那個幸運的人
[00:06:13.500 --> 00:06:16.500]  其實幾個月前我有機會和師母去聖地學習
[00:06:16.500 --> 00:06:20.500]  其實幾個月前我有機會和師母去聖地學習
[00:06:20.500 --> 00:06:26.500]  特別痛恨郭和Karen上載的相片
[00:06:26.500 --> 00:06:27.500]  特別痛恨郭和Karen上載的相片
[00:06:27.500 --> 00:06:30.500]  所以有點不喜歡
[00:06:30.500 --> 00:06:33.500]  開玩笑的
[00:06:33.500 --> 00:06:34.500]  我親身去過不是大池
[00:06:34.500 --> 00:06:35.500]  我親身去過不是大池
[00:06:35.500 --> 00:06:36.500]  我親身去過不是大池
[00:06:36.500 --> 00:06:37.500]  其實不是大池今天就是考古學發現的不是大池
[00:06:37.500 --> 00:06:39.500]  其實不是大池今天就是考古學發現的不是大池
[00:06:39.500 --> 00:06:40.500]  其實不是大池今天就是考古學發現的不是大池
[00:06:40.500 --> 00:06:41.500]  其實不是大池今天就是考古學發現的不是大池
[00:06:41.500 --> 00:06:42.500]  其實不是大池今天就是考古學發現的不是大池
[00:06:42.500 --> 00:06:43.500]  其實不是大池今天就是考古學發現的不是大池
[00:06:43.500 --> 00:06:44.500]  其實不是大池今天就是考古學發現的不是大池
[00:06:44.500 --> 00:06:50.500]  我親身去過不是大池今天就是考古學發現的不是大池
[00:06:50.500 --> 00:06:51.500]  我親身去過不是大池今天就是考古學發現的不是大池
[00:06:51.500 --> 00:06:52.500]  我親身去過不是大池今天就是考古學發現的不是大池
[00:06:52.500 --> 00:06:53.500]  我親身去過不是大池今天就是考古學發現的不是大池
[00:06:53.500 --> 00:06:54.500]  我親身去過不是大池今天就是考古學發現的不是大池
[00:06:54.500 --> 00:06:55.500]  我親身去過不是大池今天就是考古學發現的不是大池
[00:06:55.500 --> 00:06:56.500]  我親身去過不是大池今天就是考古學發現的不是大池
[00:06:56.500 --> 00:06:57.500]  我親身去過不是大池今天就是考古學發現的不是大池
[00:06:57.500 --> 00:06:58.500]  我親身去過不是大池今天就是考古學發現的不是大池
[00:06:58.500 --> 00:06:59.500]  我親身去過不是大池今天就是考古學發現的不是大池
[00:07:14.500 --> 00:07:34.500]  我親身去過不是大池今天就是考古學發現的不是大池
[00:07:34.500 --> 00:08:01.500]  我親身去過不是大池今天就是考古學發現的不是大池
[00:08:01.500 --> 00:08:28.500]  我親身去過不是大池今天就是考古學發現的不是大池
[00:08:28.500 --> 00:08:34.500]  我親身去過不是大池今天就是考古學發現的不是大池
[00:08:34.500 --> 00:08:35.500]  我親身去過不是大池今天就是考古學發現的不是大池
[00:08:35.500 --> 00:08:36.500]  我親身去過不是大池今天就是考古學發現的不是大池
[00:08:36.500 --> 00:08:37.500]  我親身去過不是大池今天就是考古學發現的不是大池
[00:08:37.500 --> 00:08:38.500]  我親身去過不是大池今天就是考古學發現的不是大池
[00:08:38.500 --> 00:08:39.500]  我親身去過不是大池今天就是考古學發現的不是大池
[00:08:39.500 --> 00:08:40.500]  我親身去過不是大池今天就是考古學發現的不是大池
[00:08:40.500 --> 00:08:41.500]  我親身去過不是大池今天就是考古學發現的不是大池
[00:08:41.500 --> 00:08:42.500]  我親身去過不是大池今天就是考古學發現的不是大池
[00:08:42.500 --> 00:08:43.500]  我親身去過不是大池今天就是考古學發現的不是大池
[00:08:58.500 --> 00:09:20.500]  我親身去過不是大池今天就是考古學發現的不是大池
[00:09:28.500 --> 00:09:49.500]  我親身去過不是大池今天就是考古學發現的不是大池
[00:09:59.500 --> 00:10:25.500]  我親身去過不是大池今天就是考古學發現的不是大池
[00:10:28.500 --> 00:10:57.500]  我親身去過不是大池今天就是考古學發現的不是大池
[00:10:58.500 --> 00:11:27.500]  我親身去過不是大池今天就是考古學發現的不是大池
[00:11:28.500 --> 00:11:57.500]  我親身去過不是大池今天就是考古學發現的不是大池
[00:11:58.500 --> 00:12:26.500]  我親身去過不是大池今天就是考古學發現的不是大池
[00:12:28.500 --> 00:12:57.500]  我親身去過不是大池今天就是考古學發現的不是大池
[00:12:58.500 --> 00:13:27.500]  我親身去過不是大池今天就是考古學發現的不是大池
[00:13:28.500 --> 00:13:57.500]  我親身去過不是大池今天就是考古學發現的不是大池
[00:13:58.500 --> 00:14:27.500]  我親身去過不是大池今天就是考古學發現的不是大池
[00:14:28.500 --> 00:14:57.500]  我親身去過不是大池今天就是考古學發現的不是大池
[00:14:58.500 --> 00:15:27.500]  我親身去過不是大池今天就是考古學發現的不是大池
[00:15:28.500 --> 00:15:57.500]  我親身去過不是大池今天就是考古學發現的不是大池
[00:15:58.500 --> 00:16:27.500]  我親身去過不是大池今天就是考古學發現的不是大池
[00:16:28.500 --> 00:16:57.500]  我親身去過不是大池今天就是考古學發現的不是大池
[00:16:58.500 --> 00:17:27.500]  我親身去過不是大池今天就是考古學發現的不是大池
[00:17:28.500 --> 00:17:56.500]  我親身去過不是大池今天就是考古學發現的不是大池
[00:17:58.500 --> 00:18:01.500]  就在旁邊有一個不是大池
[00:18:01.500 --> 00:18:08.500]  當耶穌出現在這位朋友的面前
[00:18:08.500 --> 00:18:12.500]  他沒有存在任何的期望
[00:18:12.500 --> 00:18:18.500]  不是大池旁邊是聖殿
[00:18:18.500 --> 00:18:23.500]  我自己理解聖殿不是一個宗教場所
[00:18:23.500 --> 00:18:28.500]  聖殿不是一個讓人自誇有多宏偉的建築物
[00:18:28.500 --> 00:18:33.500]  聖殿不是一個讓人自誇有多宏偉的建築物
[00:18:33.500 --> 00:18:42.500]  聖殿不是一個讓少數宗教領袖為所欲為的地方
[00:18:42.500 --> 00:18:46.500]  聖殿不是一個讓少數宗教領袖為所欲為的地方
[00:18:46.500 --> 00:18:49.500]  聖殿不是一個讓少數宗教領袖為所欲為的地方
[00:18:49.500 --> 00:18:52.500]  聖殿是承載一位超越限制的上帝的臨在
[00:18:52.500 --> 00:18:57.500]  聖殿是承載一位超越限制的上帝的臨在
[00:18:57.500 --> 00:19:02.500]  聖殿是一個聲稱神與人同在,人與人相遇的地方
[00:19:02.500 --> 00:19:05.500]  聖殿是一個神與人同在,人與人相遇的地方
[00:19:05.500 --> 00:19:09.500]  聖殿是見證以色列歷史興衰的地方
[00:19:09.500 --> 00:19:14.500]  聖殿是見證以色列歷史興衰的地方
[00:19:14.500 --> 00:19:17.500]  聖殿也是讓人發現經歷神的地方
[00:19:17.500 --> 00:19:20.500]  聖殿都是一個讓人發現和經歷神的地方
[00:19:20.500 --> 00:19:24.500]  聖殿是將神的慈愛和公義現身的地方
[00:19:24.500 --> 00:19:27.500]  聖殿是把神的慈愛和公義顯現的地方
[00:19:27.500 --> 00:19:30.500]  大家看不看到,無論是畢氏大祠
[00:19:30.500 --> 00:19:35.500]  無論是聖殿,無論是教會,無論任何一個團體
[00:19:35.500 --> 00:19:41.500]  一旦扭曲了功能,就是災難的開始
[00:19:41.500 --> 00:19:46.500]  難怪畢氏大祠是人間的縮影
[00:19:46.500 --> 00:19:50.500]  甚至是教會的縮影
[00:19:50.500 --> 00:19:55.500]  因為在這裡隨手可得的是很多限制
[00:19:55.500 --> 00:20:01.500]  很多不足,很多不可能,很多白費,很多冷漠
[00:20:01.500 --> 00:20:08.500]  很多無盡的等候,等奇蹟,等有心人,等等等等等
[00:20:08.500 --> 00:20:14.500]  總之在那裡等,慢慢形成畢氏大祠這種文化
[00:20:14.500 --> 00:20:20.500]  無奈又無助,沒有盼望又沒有前景
[00:20:20.500 --> 00:20:25.500]  親愛的弟兄姐妹,我覺得可怕的地方在什麼?
[00:20:25.500 --> 00:20:29.500]  這才是真正人間的地獄
[00:20:29.500 --> 00:20:34.500]  你不再存有任何的希望
[00:20:34.500 --> 00:20:41.500]  所以當耶穌眾人裡面尋他千百度
[00:20:41.500 --> 00:20:45.500]  主動問他一個很奇怪的問題
[00:20:45.500 --> 00:20:51.500]  他就問他,你要痊癒嗎?
[00:20:51.500 --> 00:20:54.500]  好像很廢話似的
[00:20:54.500 --> 00:20:57.500]  哪個病人不想痊癒?
[00:20:57.500 --> 00:21:03.500]  耶穌的問的意思,那個用意何在呢?
[00:21:03.500 --> 00:21:08.500]  所以難怪這個病人不斷為自己的問題作出很多解釋
[00:21:08.500 --> 00:21:12.500]  所以難怪這個病人對自己的問題作出不斷的解釋
[00:21:12.500 --> 00:21:14.500]  就是言下之意
[00:21:14.500 --> 00:21:15.500]  就是言下之意
[00:21:15.500 --> 00:21:16.500]  哥哥啊
[00:21:16.500 --> 00:21:17.500]  哥哥啊
[00:21:17.500 --> 00:21:20.500]  不是那個,不是那個姓周的哥哥
[00:21:20.500 --> 00:21:22.500]  有頭髮,誰想做辣妹呢?
[00:21:22.500 --> 00:21:27.500]  如果我是幸運的話,我不會選擇這樣子的
[00:21:27.500 --> 00:21:30.500]  你以為我想怎樣?
[00:21:30.500 --> 00:21:31.500]  你以為我想怎樣?
[00:21:31.500 --> 00:21:32.500]  我又不夠人渣
[00:21:32.500 --> 00:21:33.500]  我又不夠人渣
[00:21:33.500 --> 00:21:34.500]  又沒有人幫我
[00:21:34.500 --> 00:21:35.500]  又沒有人幫我
[00:21:35.500 --> 00:21:36.500]  我不在這裡等死,我要做什麼?
[00:21:36.500 --> 00:21:38.500]  我不在這裡等死,我要做什麼?
[00:21:38.500 --> 00:21:41.500]  你留意這位病人有一個特性
[00:21:41.500 --> 00:21:44.500]  你留意這位病人有一個特性
[00:21:44.500 --> 00:21:48.500]  這個病人不斷地在解釋問題
[00:21:48.500 --> 00:21:51.500]  這個病人不斷地在那裡解釋問題
[00:21:51.500 --> 00:22:00.500]  這個是我自己之前在做行政牧師的時候
[00:22:00.500 --> 00:22:03.500]  很多時候我都跟一些同工分享
[00:22:03.500 --> 00:22:05.500]  這是我以前做行政牧師的時候
[00:22:05.500 --> 00:22:07.500]  我跟很多同工的分享
[00:22:07.500 --> 00:22:09.500]  你不要不斷地解釋那些問題
[00:22:09.500 --> 00:22:11.500]  你不要不斷地解釋那些問題
[00:22:11.500 --> 00:22:13.500]  我想你解決那些問題
[00:22:13.500 --> 00:22:14.500]  我想你解決那些問題
[00:22:14.500 --> 00:22:16.500]  因為那個問題可以不斷地解釋下去
[00:22:16.500 --> 00:22:19.500]  因為那個問題可以不斷地去解釋下去
[00:22:19.500 --> 00:22:21.500]  耶穌祂說一語道破
[00:22:21.500 --> 00:22:22.500]  耶穌一語道破
[00:22:22.500 --> 00:22:24.500]  你想不想解決問題?
[00:22:24.500 --> 00:22:25.500]  你想不想解決問題?
[00:22:25.500 --> 00:22:26.500]  你要痊癒嗎?
[00:22:26.500 --> 00:22:27.500]  你要痊癒嗎?
[00:22:27.500 --> 00:22:30.500]  他就解釋,我又不夠人快,又沒有人幫我
[00:22:30.500 --> 00:22:33.500]  那個人就解釋我,又不夠人快,又沒有人幫我
[00:22:33.500 --> 00:22:35.500]  你是不是想解決問題?
[00:22:35.500 --> 00:22:37.500]  耶穌就問你是不是想解決問題
[00:22:37.500 --> 00:22:39.500]  最核心就是你想不想好?
[00:22:39.500 --> 00:22:40.500]  最核心就是你想不想好?
[00:22:40.500 --> 00:22:42.500]  大家懂不懂得那個分別?
[00:22:42.500 --> 00:22:44.500]  大家懂不懂得那個分別?
[00:22:44.500 --> 00:22:46.500]  解釋問題和解決問題的分別是什麼?
[00:22:46.500 --> 00:22:48.500]  解釋問題和解決問題的分別
[00:22:48.500 --> 00:22:50.500]  我想阿Ken應該最懂
[00:22:50.500 --> 00:22:52.500]  我想阿Ken是最懂的了
[00:22:52.500 --> 00:22:54.500]  我在浸信會侍奉了幾十年
[00:22:54.500 --> 00:22:55.500]  我在浸信會侍奉了幾十年
[00:22:55.500 --> 00:22:58.500]  我經常取笑浸信會的一些文化
[00:22:58.500 --> 00:23:00.500]  我經常取笑浸信會的一些文化
[00:23:00.500 --> 00:23:03.500]  要浸要信要開會
[00:23:03.500 --> 00:23:05.500]  要浸要信要開會
[00:23:05.500 --> 00:23:07.500]  我自己做行政牧師
[00:23:07.500 --> 00:23:08.500]  我自己做行政牧師
[00:23:08.500 --> 00:23:09.500]  我是專業開會的
[00:23:09.500 --> 00:23:10.500]  我是專業開會的
[00:23:10.500 --> 00:23:12.500]  我每天就是開會
[00:23:12.500 --> 00:23:13.500]  我每天就是開會
[00:23:13.500 --> 00:23:14.500]  每天就是解決問題
[00:23:14.500 --> 00:23:15.500]  每天就是解決問題
[00:23:15.500 --> 00:23:16.500]  不是解釋問題
[00:23:16.500 --> 00:23:17.500]  不是解釋問題
[00:23:17.500 --> 00:23:18.500]  或者至少解釋完的問題
[00:23:18.500 --> 00:23:20.500]  我們都要解決那個問題
[00:23:20.500 --> 00:23:21.500]  至少我解釋問題之後
[00:23:21.500 --> 00:23:22.500]  我會解決問題
[00:23:22.500 --> 00:23:24.500]  否則我們就會陷入一種
[00:23:24.500 --> 00:23:26.500]  以而不決,決而不行的循環
[00:23:26.500 --> 00:23:29.500]  不然我們就陷入以而不決,決而不行的狀態
[00:23:29.500 --> 00:23:31.500]  我們總有新的理由去解釋
[00:23:31.500 --> 00:23:33.500]  我們總有新的理由去解釋
[00:23:33.500 --> 00:23:35.500]  我們卻沒有集中去解決那個問題
[00:23:35.500 --> 00:23:37.500]  但是我們要集中去解決問題
[00:23:37.500 --> 00:23:40.500]  所以耶穌問你要痊癒嗎?
[00:23:40.500 --> 00:23:42.500]  所以耶穌問你要痊癒嗎?
[00:23:42.500 --> 00:23:45.500]  如果大家看不是大慈這個字的意思
[00:23:45.500 --> 00:23:47.500]  如果大家看不是大慈這個字的意思
[00:23:47.500 --> 00:23:49.500]  就是你要跳下去才可以得到憐憫
[00:23:49.500 --> 00:23:51.500]  就是跳下去才可以得到憐憫
[00:23:51.500 --> 00:23:53.500]  要跳下去才可以得到憐憫
[00:23:53.500 --> 00:23:55.500]  要跳下去才可以得到憐憫
[00:23:55.500 --> 00:23:56.500]  我經常想像
[00:23:56.500 --> 00:23:57.500]  我經常想像
[00:23:57.500 --> 00:23:58.500]  可能我們是香港人
[00:23:58.500 --> 00:23:59.500]  可能我們是香港人
[00:23:59.500 --> 00:24:00.500]  可能我們是香港人
[00:24:00.500 --> 00:24:02.500]  你說頭腦轉得快一點
[00:24:02.500 --> 00:24:04.500]  你說頭腦轉得快一點
[00:24:04.500 --> 00:24:05.500]  你說頭腦轉得快一點
[00:24:05.500 --> 00:24:06.500]  或者比較狡猾一點
[00:24:06.500 --> 00:24:07.500]  或者比較狡猾一點
[00:24:07.500 --> 00:24:08.500]  或者比較狡猾一點
[00:24:08.500 --> 00:24:09.500]  我如果是這個病人
[00:24:09.500 --> 00:24:10.500]  如果我是這個病人的話
[00:24:10.500 --> 00:24:11.500]  如果我是這個病人的話
[00:24:11.500 --> 00:24:12.500]  我記得躺在那個池邊
[00:24:12.500 --> 00:24:13.500]  我記得躺在那個池邊
[00:24:13.500 --> 00:24:14.500]  我一定會睡在那個池旁邊
[00:24:14.500 --> 00:24:15.500]  我一定會睡在那個池旁邊
[00:24:15.500 --> 00:24:17.500]  稍微水有一點動
[00:24:17.500 --> 00:24:18.500]  稍微水有一點動
[00:24:18.500 --> 00:24:19.500]  我一個轉身就搞定了
[00:24:19.500 --> 00:24:20.500]  我一個轉身就搞定了
[00:24:20.500 --> 00:24:21.500]  我一轉身我就跳下去
[00:24:21.500 --> 00:24:24.500]  再不是用我們浸信會的制度
[00:24:24.500 --> 00:24:25.500]  再不是用浸信會的制度
[00:24:25.500 --> 00:24:28.500]  我們開個會來輪籌
[00:24:28.500 --> 00:24:31.500]  最多阿Sam拿一號籌
[00:24:31.500 --> 00:24:32.500]  最多阿Sam拿一號
[00:24:32.500 --> 00:24:33.500]  我排五十
[00:24:33.500 --> 00:24:35.500]  我排三十八年都排到籌
[00:24:35.500 --> 00:24:36.500]  我排五十
[00:24:36.500 --> 00:24:37.500]  我排三十八年都排到籌
[00:24:37.500 --> 00:24:38.500]  你明不明白我們擺平他
[00:24:38.500 --> 00:24:39.500]  你明不明白我們擺平他
[00:24:39.500 --> 00:24:40.500]  所以大家可以輪流
[00:24:40.500 --> 00:24:41.500]  但是似乎這個人
[00:24:41.500 --> 00:24:42.500]  但是似乎這個人
[00:24:42.500 --> 00:24:44.500]  真的看到他有些問題
[00:24:44.500 --> 00:24:47.500]  好像這個人真的看到他有些問題
