
[00:00:00.000 --> 00:00:05.080]  我首先要考大家幾條通識問題
[00:05:03.400 --> 00:05:06.920]  除了約書亞和迦勒
[00:05:06.920 --> 00:05:12.680]  我估計摩西大約每一天在曠野裏要做100個安息禮拜
[00:05:12.680 --> 00:05:14.920]  當然可能不是他一個人做
[00:05:14.920 --> 00:05:17.800]  但是每一天會埋葬100個人
[00:05:17.800 --> 00:05:21.640]  他看到人生的短暫痛苦
[00:05:21.640 --> 00:05:25.320]  罪所帶來的懲罰
[00:05:25.320 --> 00:05:27.080]  他離世之前
[00:05:27.080 --> 00:05:29.080]  他望著這個艱難美地
[00:05:29.080 --> 00:05:31.080]  他自己都進不去
[00:05:31.080 --> 00:05:33.080]  他就寫了這首詩
[00:05:34.040 --> 00:05:37.560]  神學家Isaac Taylor評論這首詩
[00:05:37.560 --> 00:05:41.560]  他認為這是人類作品的極品
[00:05:41.560 --> 00:05:44.520]  是sublime最勁的
[00:05:44.520 --> 00:05:48.920]  我自己其實認識這首詩很久
[00:05:48.920 --> 00:05:50.920]  從中學開始唸到現在
[00:05:50.920 --> 00:05:54.680]  我都發現我不能夠很充分地表達出
[00:05:54.680 --> 00:05:56.680]  我不是一個詩人
[00:05:56.680 --> 00:06:00.200]  不能夠充分地表達出他摩西的情感
[00:06:00.200 --> 00:06:02.200]  那個靈愁
[00:06:02.200 --> 00:06:05.720]  如果我要用一幅圖畫來描寫這首詩
[00:06:05.720 --> 00:06:10.520]  我就用一幅碧海藍天的圖畫
[00:06:10.520 --> 00:06:13.720]  我覺得摩西心裏面的感受
[00:06:13.720 --> 00:06:16.040]  好像海洋般深
[00:06:16.040 --> 00:06:19.080]  而他的神學理念、神學思想
[00:06:19.080 --> 00:06:21.080]  好像天般高
[00:06:21.080 --> 00:06:23.080]  今天我們沒有時間講完
[00:06:23.080 --> 00:06:25.640]  譬如摩西稱呼神、稱呼主
[00:06:25.640 --> 00:06:28.360]  第一句那個主叫Adonai
[00:06:28.360 --> 00:06:32.280]  接著後來又稱呼耶和華
[00:06:32.280 --> 00:06:34.360]  接著又稱呼主我的神
[00:06:34.360 --> 00:06:36.360]  Elohim Jehovah
[00:06:36.360 --> 00:06:39.880]  每一個名稱都有不同的意思
[00:06:39.880 --> 00:06:41.880]  是一個很深的神學境界
[00:06:41.880 --> 00:06:42.840]  我今天不會講
[00:06:42.840 --> 00:06:46.840]  不過如果用一幅畫來描寫
[00:06:46.840 --> 00:06:48.840]  就是海那麽深
[00:06:48.840 --> 00:06:50.840]  天那麽高
[00:06:50.840 --> 00:06:56.360]  還有這首詩將人生的短暫
[00:06:56.360 --> 00:06:58.840]  和無奈寫得淋漓盡致
[00:06:58.840 --> 00:07:00.840]  剛才杜先生跟我們讀得很好
[00:07:00.840 --> 00:07:04.520]  我很欣賞大家杜先生的語調
[00:07:04.520 --> 00:07:06.520]  將這首詩發揮出來
[00:07:06.520 --> 00:07:11.960]  或者你會說李白對人生的短暫都寫得很好
[00:07:11.960 --> 00:07:13.960]  沒錯 寫得好
[00:07:13.960 --> 00:07:18.120]  但是摩西首詩有些東西是李白首詩沒有的
[00:07:18.120 --> 00:07:19.320]  就是他將人生
[00:07:19.320 --> 00:07:21.320]  不單止寫人生的短暫
[00:07:21.320 --> 00:07:25.480]  他也將上帝的永恆表達出來
[00:07:25.480 --> 00:07:28.760]  還有摩西首詩是為我們帶來希望
[00:07:28.760 --> 00:07:30.120]  這首詩告訴我們知道
[00:07:30.120 --> 00:07:35.320]  永恆的上帝是眷顧世人解決了罪的問題
[00:07:35.320 --> 00:07:38.920]  以致我們能夠回到上帝那裡
[00:07:38.920 --> 00:07:41.400]  享受到今生的豐盛
[00:07:41.400 --> 00:07:43.400]  和來世的永生
[00:07:43.400 --> 00:07:45.800]  所以今天我們要透過這首詩
[00:07:45.800 --> 00:07:49.800]  來思考上帝賜給我們甚麼的應許和福氣
[00:07:49.800 --> 00:07:51.800]  這首詩是希望的詩
[00:07:51.800 --> 00:07:53.800]  不是低沉的詩
[00:07:56.440 --> 00:07:59.080]  摩西首詩其實是一個禱告
[00:07:59.080 --> 00:08:01.560]  在第一節和第二節
[00:08:01.560 --> 00:08:04.520]  摩西就表達了他對神的信心
[00:08:04.520 --> 00:08:07.960]  可以說是摩西的信仰宣言
[00:08:07.960 --> 00:08:10.440]  The Statement of Faith
[00:08:10.440 --> 00:08:11.640]  信仰宣言
[00:08:11.640 --> 00:08:13.640]  在第一節摩西提到
[00:08:13.640 --> 00:08:19.000]  主啊!祢世世代代作我們的居所
[00:08:19.000 --> 00:08:23.080]  居所這兩個字
[00:08:23.080 --> 00:08:27.800]  原文的意思是一個有保障的住所
[00:08:27.800 --> 00:08:31.160]  保障的住所
[00:08:31.160 --> 00:08:33.160]  Protective Shelter
[00:08:33.160 --> 00:08:35.160]  摩西寫這首詩的時候
[00:08:35.160 --> 00:08:39.000]  以色列人已經在曠野漂流了幾十年
[00:08:39.000 --> 00:08:42.920]  他們住在帳棚裡面居無定所
[00:08:42.920 --> 00:08:44.520]  所以摩西這句
[00:08:44.520 --> 00:08:47.160]  祢世世代代作我們的居所
[00:08:47.160 --> 00:08:49.160]  其實是很不簡單
[00:08:49.160 --> 00:08:52.520]  顯示出摩西在一個變幻的人生裡面
[00:08:52.520 --> 00:08:55.800]  他看到上帝是他的依靠
[00:08:55.800 --> 00:08:59.320]  其實我們經歷過人生不少日子
[00:08:59.320 --> 00:09:00.760]  或者或多或少
[00:09:00.760 --> 00:09:02.440]  大家看看自己的年紀是怎樣
[00:09:02.440 --> 00:09:07.560]  你都明白世上很多東西都靠不住
[00:09:07.560 --> 00:09:13.800]  過去二十年香港已經經歷過金融風暴
[00:09:13.800 --> 00:09:16.840]  沙士、金融海嘯
[00:09:16.840 --> 00:09:20.680]  很多生命財產一夜就沒有了
[00:09:20.680 --> 00:09:23.240]  長江一個龍捲風
[00:09:23.240 --> 00:09:26.760]  幾秒鐘以內就令到一隻船沉
[00:09:26.760 --> 00:09:28.760]  幾百人喪生
[00:09:28.760 --> 00:09:36.840]  最近新聞提到香港一些屋苑的水喉管含鉛量可能過高
[00:09:36.840 --> 00:09:41.480]  你和我幾十年來都不會想到香港的水有問題
[00:09:41.480 --> 00:09:45.480]  不會想到靠不住
[00:09:45.480 --> 00:09:50.840]  一個聰明的人知道世界上很多東西都靠不住
[00:09:50.840 --> 00:09:53.800]  他會尋求上帝的庇護
[00:09:53.800 --> 00:09:59.400]  上帝不單止為你將來在天堂裡面預備居所
[00:09:59.400 --> 00:10:03.880]  在今生裡面上帝都願意作你的保障
[00:10:03.880 --> 00:10:05.880]  作你的居所
[00:10:05.880 --> 00:10:08.840]  解決你面對的問題
[00:10:08.840 --> 00:10:10.840]  你現在面對的問題
[00:10:10.840 --> 00:10:11.960]  你說很實在的
[00:10:11.960 --> 00:10:13.960]  或者是健康的問題
[00:10:13.960 --> 00:10:15.960]  或者是職業的問題
[00:10:15.960 --> 00:10:17.960]  人際關係的問題
[00:10:17.960 --> 00:10:19.960]  經濟的問題
[00:10:19.960 --> 00:10:21.960]  愛情的問題
[00:10:21.960 --> 00:10:23.960]  上帝都顧念
[00:10:23.960 --> 00:10:25.960]  你可以來到上帝面前
[00:10:25.960 --> 00:10:29.960]  從祂那裡得到保護和祝福
[00:10:29.960 --> 00:10:35.960]  摩西在第二節提到上帝的創造能力和他的永恆
[00:10:35.960 --> 00:10:43.960]  「一山未曾生出,第二世界你未曾造成,從僅古到永遠,你是神。」
[00:10:43.960 --> 00:10:45.960]  這兩節經文
[00:10:45.960 --> 00:10:49.960]  加起來就說了很多東西
[00:10:49.960 --> 00:10:51.960]  他表達到上帝的永恆
[00:10:51.960 --> 00:10:55.960]  他創造的大能和他對我們的眷顧
[00:10:55.960 --> 00:10:59.960]  這兩節經文可以說是摩西的信仰宣言
[00:10:59.960 --> 00:11:03.960]  弟兄姊妹,你有沒有為自己訂立一個信仰宣言?
[00:11:03.960 --> 00:11:09.960]  究竟你可不可以用一兩句話講出你信上帝是怎樣?
[00:11:09.960 --> 00:11:13.960]  很多人信耶穌就是下巴輕輕
[00:11:13.960 --> 00:11:17.960]  就是在頭腦上朦朦地知道有位神
[00:11:17.960 --> 00:11:19.960]  牧師又說有
[00:11:19.960 --> 00:11:21.960]  隔離番團契他們每個人都說見證
[00:11:21.960 --> 00:11:24.960]  我說沒有就很愚蠢的
[00:11:24.960 --> 00:11:26.960]  人有,我又有
[00:11:26.960 --> 00:11:28.960]  但是沒有信到入心
[00:11:28.960 --> 00:11:34.960]  又沒有在行動上來信服這位神
[00:11:34.960 --> 00:11:38.960]  沒有在你的生命裏面去經歷這位神
[00:11:38.960 --> 00:11:42.960]  換句話說,你可能信得不真
[00:11:42.960 --> 00:11:46.960]  那你對上帝的信心是不是真實的呢?
[00:11:46.960 --> 00:11:50.960]  你有沒有能夠來到他面前尋求保護
[00:11:50.960 --> 00:11:54.960]  因為你還是靠自己的聰明,自己的智慧
[00:11:54.960 --> 00:11:56.960]  炒下股票雙雙落落
[00:11:56.960 --> 00:11:58.960]  或者做下這樣做下那樣
[00:11:58.960 --> 00:12:04.960]  但是沒有讓上帝來帶領你去面對人生的風雨
[00:12:04.960 --> 00:12:06.960]  如果你說牧師
[00:12:06.960 --> 00:12:08.960]  我其實都很想有一個穩固
[00:12:08.960 --> 00:12:10.960]  一個清晰的信仰基礎
[00:12:10.960 --> 00:12:12.960]  但是不懂得怎樣做
[00:12:12.960 --> 00:12:14.960]  我鼓勵你散會之後
[00:12:14.960 --> 00:12:17.960]  去找我們一位教母同工
[00:12:17.960 --> 00:12:20.960]  他們很樂意會和你坐下
[00:12:20.960 --> 00:12:23.960]  談一下我們是怎樣信耶穌
[00:12:23.960 --> 00:12:26.960]  上帝在我生命裏面是怎樣真
[00:12:26.960 --> 00:12:31.960]  希望你都可以經歷這個真實的上帝
[00:12:31.960 --> 00:12:33.960]  因為上帝是很真
[00:12:33.960 --> 00:12:39.960]  祂世世代代作我們的居所
[00:12:39.960 --> 00:12:41.960]  第三到第六節
[00:12:41.960 --> 00:12:44.960]  摩西蓋探人生的短暫
[00:12:44.960 --> 00:12:49.960]  摩西說:你(上帝)使人歸回塵土說
[00:12:49.960 --> 00:12:51.960]  你們世人要歸回
[00:12:51.960 --> 00:12:54.960]  在你看來千年如已過的昨日
[00:12:54.960 --> 00:12:56.960]  猶如夜間的一間
[00:12:56.960 --> 00:12:58.960]  你叫他們如水沖去
[00:12:58.960 --> 00:13:00.960]  他們如睡一覺
[00:13:00.960 --> 00:13:02.960]  早晨他們如生長的草
[00:13:02.960 --> 00:13:04.960]  早晨發芽生長
[00:13:04.960 --> 00:13:07.960]  晚上角下枯幹
[00:13:07.960 --> 00:13:09.960]  第四節提到
[00:13:09.960 --> 00:13:12.960]  在你看來千年如已過的昨日
[00:13:12.960 --> 00:13:14.960]  猶如夜間的一間
[00:13:14.960 --> 00:13:16.960]  這句詩將人的短暫
[00:13:16.960 --> 00:13:19.960]  和神的永恆作一個比較
[00:13:19.960 --> 00:13:22.960]  上帝是不受時間約束的
[00:13:22.960 --> 00:13:24.960]  時間是上帝所創造
[00:13:24.960 --> 00:13:26.960]  所以在上帝眼中
[00:13:26.960 --> 00:13:28.960]  沒有過去沒有將來
[00:13:28.960 --> 00:13:31.960]  永遠都是現在
[00:13:31.960 --> 00:13:33.960]  他對摩西說
[00:13:33.960 --> 00:13:36.960]  I am who I am
[00:13:36.960 --> 00:13:38.960]  我是自有永有的
[00:13:38.960 --> 00:13:40.960]  其實英文就傳神多了
[00:13:40.960 --> 00:13:42.960]  I am 是現代詞
[00:13:42.960 --> 00:13:43.960]  Who I am
[00:13:43.960 --> 00:13:47.960]  即是過去將來全部在神的眼中都是I am
[00:13:47.960 --> 00:13:49.960]  你有沒有想到耶穌釘十字架
[00:13:49.960 --> 00:13:51.960]  在上帝眼中是剛剛發生的
[00:13:51.960 --> 00:13:53.960]  因為一千年就是一間
[00:13:53.960 --> 00:13:55.960]  一間英文就是一個watch
[00:13:55.960 --> 00:13:57.960]  幾個小時
[00:13:57.960 --> 00:13:58.960]  兩間
[00:13:58.960 --> 00:13:59.960]  二千年就是兩間
[00:13:59.960 --> 00:14:01.960]  我跟你這樣計算
[00:14:01.960 --> 00:14:02.960]  耶穌基督釘十字架
[00:14:02.960 --> 00:14:04.960]  在上帝眼中是剛剛發生的
[00:14:04.960 --> 00:14:07.960]  你十年前的錯犯
[00:14:07.960 --> 00:14:08.960]  在上帝眼中
[00:14:08.960 --> 00:14:10.960]  在現在犯
[00:14:10.960 --> 00:14:13.960]  你不要以為十年前我犯了罪
[00:14:13.960 --> 00:14:14.960]  牧師不施
[00:14:14.960 --> 00:14:15.960]  上帝也不施
[00:14:15.960 --> 00:14:16.960]  感謝主
[00:14:16.960 --> 00:14:18.960]  牧師不施也不奇怪
[00:14:18.960 --> 00:14:20.960]  但上帝一定施
[00:14:20.960 --> 00:14:22.960]  第五節說
[00:14:22.960 --> 00:14:25.960]  「你叫他們如水沖去」
[00:14:25.960 --> 00:14:27.960]  這句詩和李白的
[00:14:27.960 --> 00:14:29.960]  「黃河之水天上來」
[00:14:29.960 --> 00:14:30.960]  「奔流到海不復回」
[00:14:30.960 --> 00:14:33.960]  有二曲同工之妙
[00:14:33.960 --> 00:14:37.960]  人生是短暫
[00:14:37.960 --> 00:14:41.960]  人生因為罪帶來很多痛苦
[00:14:41.960 --> 00:14:50.960]  你猜上帝體諒人生的短暫和痛苦嗎?
[00:14:50.960 --> 00:14:52.960]  《約翰福音》記載一件事
[00:14:52.960 --> 00:14:54.960]  讓我們看到上帝
[00:14:54.960 --> 00:14:57.960]  其實很體諒我們的短暫和痛苦
[00:14:57.960 --> 00:14:59.960]  在《約翰福音》十一章說到
[00:14:59.960 --> 00:15:02.960]  耶穌有一位朋友叫拉薩路
[00:15:02.960 --> 00:15:04.960]  拉薩路死了
[00:15:04.960 --> 00:15:06.960]  聖經說耶穌哭了
[00:15:06.960 --> 00:15:07.960]  耶穌哭了
[00:15:07.960 --> 00:15:09.960]  為什麼耶穌要哭呢?
[00:15:09.960 --> 00:15:11.960]  祂是創造天地的神
[00:15:11.960 --> 00:15:13.960]  而且耶穌明明說過
[00:15:13.960 --> 00:15:16.960]  拉薩路的死是為了榮耀神
[00:15:16.960 --> 00:15:17.960]  而且耶穌幾分鐘之後
[00:15:17.960 --> 00:15:19.960]  就要祂從死裡復活
[00:15:19.960 --> 00:15:22.960]  為什麼要哭呢?
[00:15:22.960 --> 00:15:24.960]  我相信耶穌哭的原因有兩個
[00:15:24.960 --> 00:15:27.960]  第一 祂同情人的生離死別
[00:15:27.960 --> 00:15:30.960]  耶穌道成肉身是一個完全的人
[00:15:30.960 --> 00:15:32.960]  祂有感情 有感受
[00:15:32.960 --> 00:15:35.960]  祂體諒我們的痛苦
[00:15:35.960 --> 00:15:39.960]  第二 祂感嘆罪帶來的災難
[00:15:39.960 --> 00:15:42.960]  因為死是從罪來的
[00:15:42.960 --> 00:15:43.960]  有罪所以有死
[00:15:43.960 --> 00:15:47.960]  有死就是有生離死別
[00:15:47.960 --> 00:15:49.960]  摩西在第三至第六節
[00:15:49.960 --> 00:15:51.960]  也為這兩方面感嘆
[00:15:51.960 --> 00:15:59.960]  人生的短暫和人犯罪所帶來的災難
[00:15:59.960 --> 00:16:01.960]  在第七至十一節
[00:16:01.960 --> 00:16:04.960]  摩西提到上帝的憤怒
[00:16:04.960 --> 00:16:07.960]  他有五次提到上帝的憤怒
[00:16:07.960 --> 00:16:11.960]  我們看第七至第九節說
[00:16:11.960 --> 00:16:13.960]  「我們因你的怒氣而消滅
[00:16:13.960 --> 00:16:15.960]  因你的憤怒而驚惶
[00:16:15.960 --> 00:16:18.960]  你將我們的罪孽擺在你面前
[00:16:18.960 --> 00:16:22.960]  將我們的忍惡擺在你面光之中
[00:16:22.960 --> 00:16:25.960]  我們經過的日子都在你震怒之下
[00:16:25.960 --> 00:16:27.960]  我們杜盡的年歲
[00:16:27.960 --> 00:16:31.960]  好仗一聲嘆息」
[00:16:31.960 --> 00:16:35.960]  這裡提到人隱藏的罪惡
[00:16:35.960 --> 00:16:39.960]  我們可能覺得沒有人知道
[00:16:39.960 --> 00:16:41.960]  但是在上帝面前已經很清楚
[00:16:41.960 --> 00:16:43.960]  全部擺在這裡
[00:16:43.960 --> 00:16:45.960]  你想像上一張桌子
[00:16:45.960 --> 00:16:46.960]  你所犯的罪
[00:16:46.960 --> 00:16:47.960]  你說一句謊話
[00:16:47.960 --> 00:16:49.960]  你對人一個的嬲怒
[00:16:49.960 --> 00:16:50.960]  你一個的不饒恕
[00:16:50.960 --> 00:16:53.960]  全部擺在上帝的桌子上
[00:16:53.960 --> 00:16:54.960]  我想到一個例子
[00:16:54.960 --> 00:16:57.960]  就是我們大家都有身體檢查
[00:16:57.960 --> 00:16:58.960]  每年一次
[00:16:58.960 --> 00:17:00.960]  兩年一次
[00:17:00.960 --> 00:17:02.960]  醫生就說你的血脂高
[00:17:02.960 --> 00:17:04.960]  不要吃那麼多肉
[00:17:04.960 --> 00:17:05.960]  吃清一點
[00:17:05.960 --> 00:17:07.960]  我們平時就不聽醫生的話
[00:17:07.960 --> 00:17:09.960]  但是檢查前那三天
[00:17:09.960 --> 00:17:11.960]  我們吃得很清
[00:17:11.960 --> 00:17:14.960]  而且我們每年一次的驗牙
[00:17:14.960 --> 00:17:16.960]  醫生說你要用電子牙刷
[00:17:16.960 --> 00:17:17.960]  刷兩分鐘
[00:17:17.960 --> 00:17:19.960]  我們平時什麼都不用
[00:17:19.960 --> 00:17:23.960]  但是到驗牙之前那一晚
[00:17:23.960 --> 00:17:24.960]  就用電子牙刷
[00:17:24.960 --> 00:17:25.960]  刷十分鐘
[00:17:25.960 --> 00:17:28.960]  想著明天應該OK了
[00:17:28.960 --> 00:17:30.960]  醫生知不知道?
[00:17:30.960 --> 00:17:31.960]  全部知道了
[00:17:31.960 --> 00:17:35.960]  所以不能隱藏
[00:17:35.960 --> 00:17:36.960]  弟兄姊妹
[00:17:36.960 --> 00:17:40.960]  你心裡有沒有一些隱藏的罪?
[00:17:40.960 --> 00:17:46.960]  還沒有向上帝認罪悔改
[00:17:46.960 --> 00:17:48.960]  耶穌基督在路加福音第十二章
[00:17:48.960 --> 00:17:50.960]  就說了一個比喻
[00:17:50.960 --> 00:17:52.960]  勉勵我們趁還有機會
[00:17:52.960 --> 00:17:55.960]  就要和上帝和好
[00:17:55.960 --> 00:17:58.960]  在路加福音十二章五十八到五十九節
[00:17:58.960 --> 00:17:59.960]  耶穌說
[00:17:59.960 --> 00:18:02.960]  你和告你的對頭去見官
[00:18:02.960 --> 00:18:03.960]  還在路上
[00:18:03.960 --> 00:18:07.960]  務要盡力和他了結
[00:18:07.960 --> 00:18:10.960]  恐怕他拉你到官面前
[00:18:10.960 --> 00:18:11.960]  官交付差役
[00:18:11.960 --> 00:18:14.960]  差役把你下在監裡
[00:18:14.960 --> 00:18:15.960]  我告訴你們
[00:18:15.960 --> 00:18:17.960]  若有搬民前沒有還清
[00:18:17.960 --> 00:18:20.960]  你絕不能從那裡出來
[00:18:20.960 --> 00:18:26.960]  若有一天上帝要和你算帳
[00:18:26.960 --> 00:18:29.960]  如果你趁這個機會還沒有搞定
[00:18:29.960 --> 00:18:30.960]  還沒有和上帝和好
[00:18:30.960 --> 00:18:32.960]  將來就沒有機會
[00:18:32.960 --> 00:18:35.960]  有一天你和我都要到上帝面前
[00:18:35.960 --> 00:18:37.960]  接受他的審判
[00:18:37.960 --> 00:18:41.960]  這個審判官就是那位創造天地的神
[00:18:41.960 --> 00:18:44.960]  他也是在你的生命裡賜福過你
[00:18:44.960 --> 00:18:46.960]  而且呼喚你去相信他
[00:18:46.960 --> 00:18:49.960]  他親自來到這個世界為你釘十字架
[00:18:49.960 --> 00:18:52.960]  叫一切相信的不致滅亡
[00:18:52.960 --> 00:18:55.960]  反得永生
[00:18:55.960 --> 00:18:59.960]  但是在審判那一天
[00:18:59.960 --> 00:19:02.960]  他會坐在審判座上
[00:19:02.960 --> 00:19:04.960]  他的救恩再不提供給你
[00:19:04.960 --> 00:19:08.960]  他對罪的憤怒要向你展開
[00:19:08.960 --> 00:19:12.960]  很多人低估了上帝對罪的憤怒
[00:19:12.960 --> 00:19:17.960]  很多人低估了將來面對審判的嚴重性
[00:19:17.960 --> 00:19:21.960]  你有沒有低估神的憤怒
[00:19:21.960 --> 00:19:27.960]  不單止未信的人將來要面對上帝白色大寶座的審判
[00:19:27.960 --> 00:19:31.960]  就是基督徒將來都會面對另一個審判
[00:19:31.960 --> 00:19:33.960]  就是基督臺前的審判
[00:19:33.960 --> 00:19:37.960]  大家基督徒都記得耶穌所講的比喻
[00:19:37.960 --> 00:19:39.960]  一個僕人有五千銀子
[00:19:39.960 --> 00:19:41.960]  有三千有一千
[00:19:41.960 --> 00:19:44.960]  將來在基督臺前你要交賬
