
[00:00:00.000 --> 00:00:06.800]  天父當我們想到你透過耶穌成就在我們生命當中的救恩的時候
[00:05:55.880 --> 00:05:58.640]  原來老年人的貧窮問題更加艱難
[00:05:58.640 --> 00:06:00.280]  我們再看下一張slide
[00:06:00.280 --> 00:06:08.880]  原來每兩個老年人就有一個活在貧窮線底下
[00:06:08.880 --> 00:06:11.320]  老人家要撿紙皮
[00:06:11.320 --> 00:06:14.640]  就因為他要交劏房租
[00:06:14.640 --> 00:06:16.440]  因為居屋又住不到
[00:06:16.440 --> 00:06:21.080]  其實這些個案是一點都不少的
[00:06:21.080 --> 00:06:23.080]  我們再看下一張slide
[00:06:23.080 --> 00:06:27.360]  這些貧窮問題帶來給他們很具體的影響是怎樣呢
[00:06:27.360 --> 00:06:31.640]  這裏就提到原來有65%的基層兒童
[00:06:31.640 --> 00:06:34.520]  他們生病患病的時候
[00:06:34.520 --> 00:06:38.120]  是不敢即時求醫或者會延遲求醫
[00:06:38.120 --> 00:06:39.680]  原因是什麼
[00:06:39.680 --> 00:06:41.360]  一方面是家裏的財政問題
[00:06:41.360 --> 00:06:44.480]  另一方面爸爸媽媽都要去謀生
[00:06:44.480 --> 00:06:47.320]  根本都沒有人可以照顧陪著他們
[00:06:47.320 --> 00:06:48.600]  那就先勾一下
[00:06:48.600 --> 00:06:50.280]  喝幾杯茶看看會不會好一點
[00:06:50.280 --> 00:06:52.080]  喝多點水
[00:06:52.080 --> 00:06:54.720]  而在基層青年來説
[00:06:54.720 --> 00:06:57.680]  哪怕他們很想努力向上人
[00:06:57.680 --> 00:07:00.160]  但真的輸在起飽線
[00:07:00.160 --> 00:07:02.360]  現在的大學又要看學興趣
[00:07:02.360 --> 00:07:03.120]  學樂器
[00:07:03.120 --> 00:07:05.960]  不刁鑽的樂器都不考慮
[00:07:05.960 --> 00:07:07.560]  莫說去補習
[00:07:07.560 --> 00:07:11.680]  所以原來只有13%的基層青年
[00:07:11.680 --> 00:07:14.600]  是可以接受到高等教育
[00:07:14.600 --> 00:07:18.520]  即是進到中學之後再去升學
[00:07:18.520 --> 00:07:20.480]  很多人都因為這樣放棄
[00:07:20.480 --> 00:07:23.280]  甚至對前路對他們身處社會
[00:07:23.280 --> 00:07:25.840]  都沒有什麼期盼也沒有什麼希望
[00:07:25.840 --> 00:07:27.760]  我們再下一張slide
[00:07:27.760 --> 00:07:30.800]  再左連100年的數字
[00:07:30.800 --> 00:07:33.400]  讓我們看到有4萬個小朋友
[00:07:33.400 --> 00:07:38.280]  其實是居住在條件很差的地方
[00:07:38.280 --> 00:07:44.400]  有21萬香港人口是住在劏房
[00:07:44.400 --> 00:07:47.040]  然後是我們新創的棺材屋
[00:07:47.040 --> 00:07:49.480]  籠屋天台屋裏面
[00:07:49.480 --> 00:07:55.160]  這些房間的間隔可以細到只有30至40呎
[00:07:55.160 --> 00:07:57.040]  30至40呎是多少?
[00:07:57.040 --> 00:07:58.680]  大家有打羽毛球
[00:07:58.680 --> 00:08:03.840]  你看到羽毛球牆的紅色格就是30至40呎
[00:08:03.840 --> 00:08:05.600]  嘩!這麼長
[00:08:05.600 --> 00:08:07.360]  當然它可能沒有這麼長
[00:08:07.360 --> 00:08:08.680]  就闊一點點
[00:08:08.680 --> 00:08:11.440]  但面積就是這樣
[00:08:11.440 --> 00:08:14.880]  大家一會兒可以去羽毛球場看一看
[00:08:14.880 --> 00:08:17.120]  我們這樣去想一想
[00:08:17.120 --> 00:08:21.920]  我們就會知道其實我們在說貧窮問題的時候
[00:08:21.920 --> 00:08:25.800]  我們人是一個全人的一個狀態
[00:08:25.800 --> 00:08:28.200]  即是身心靈身心社靈各方面
[00:08:28.200 --> 00:08:31.960]  你可以想像到當經濟出現貧窮的時候
[00:08:31.960 --> 00:08:34.840]  其實其他方面都免不了受影響
[00:08:34.840 --> 00:08:36.160]  我們再下一張
[00:08:36.160 --> 00:08:37.960]  會有關係貧窮
[00:08:37.960 --> 00:08:40.880]  剛才我們看到青少年基層青年
[00:08:40.880 --> 00:08:42.160]  他們沒有動機
[00:08:42.160 --> 00:08:43.720]  動機上都貧窮
[00:08:43.720 --> 00:08:51.760]  更莫說心靈我連第一餐飯都感到朝不保夕的時候
[00:08:51.760 --> 00:08:55.120]  又怎敢再奢求心靈的滿足
[00:08:55.120 --> 00:08:57.320]  回教會不用謀生
[00:08:57.320 --> 00:08:59.160]  車費都想省下
[00:08:59.160 --> 00:09:01.240]  我們再下一張
[00:09:01.240 --> 00:09:03.960]  所以教官去整理
[00:09:03.960 --> 00:09:06.160]  我覺得真是一個值得我們去
[00:09:06.160 --> 00:09:08.200]  讓我們去具體
[00:09:08.200 --> 00:09:10.560]  具體多一點去了解一下
[00:09:10.560 --> 00:09:14.240]  其實貧窮人士他們面對的情況是怎樣
[00:09:14.240 --> 00:09:17.880]  他們至少是在面對這六項的難題
[00:09:17.880 --> 00:09:20.040]  細粒的字我沒得整大
[00:09:20.040 --> 00:09:21.280]  因為空間有限
[00:09:21.280 --> 00:09:23.760]  他們問題太多空間有限
[00:09:23.760 --> 00:09:27.120]  只可以整大標題給大家看
[00:09:27.120 --> 00:09:32.600]  我試過看一個好像是無線還是什麼整的新聞節目
[00:09:32.600 --> 00:09:38.120]  就是邀請一些比較富裕一點的朋友
[00:09:38.120 --> 00:09:43.080]  親身住在一個基層人士的住屋裏面
[00:09:43.080 --> 00:09:45.160]  體驗一下一個星期
[00:09:45.160 --> 00:09:47.920]  讓他們去體驗一下其實他們有多困難
[00:09:47.920 --> 00:09:50.120]  我看的其中一個個案就是說
[00:09:50.120 --> 00:09:52.120]  那間屋真的很小
[00:09:52.120 --> 00:09:55.760]  以致他根本就是朝寒晚策
[00:09:55.760 --> 00:09:59.200]  吃完飯就要快快去收拾桌子
[00:09:59.200 --> 00:10:00.480]  小朋友做功課
[00:10:00.480 --> 00:10:01.840]  做完功課又要收拾桌子
[00:10:01.840 --> 00:10:02.920]  為什麼又要收拾
[00:10:02.920 --> 00:10:05.280]  因為否則不收拾桌子
[00:10:05.280 --> 00:10:07.280]  就不能鋪地隻躺著
[00:10:07.280 --> 00:10:09.280]  因為都沒有地方去擺床
[00:10:09.280 --> 00:10:14.080]  你就可以想像家長鋪張床都要躺下去
[00:10:14.080 --> 00:10:18.520]  又怕小朋友的手躺得不好
[00:10:18.520 --> 00:10:21.800]  伸了地板毛就要擦眼睛又怕有細菌
[00:10:21.800 --> 00:10:26.600]  就要抹一抹地才再鋪張床褥在那裏
[00:10:26.600 --> 00:10:31.560]  可想而知朝寒晚策都要這樣花時間
[00:10:31.560 --> 00:10:33.160]  又說要省車錢
[00:10:33.160 --> 00:10:35.400]  坐電車不要坐地鐵
[00:10:35.400 --> 00:10:40.160]  根本都不會再有任何多出來的時間
[00:10:40.160 --> 00:10:42.680]  說什麼社交 說什麼親子關係
[00:10:42.680 --> 00:10:44.680]  說什麼技能提升
[00:10:44.680 --> 00:10:49.240]  所以為什麼貧窮的問題
[00:10:49.240 --> 00:10:54.920]  是很大機會一直一代一代滾下去
[00:10:54.920 --> 00:11:02.920]  港福堂是一間很重視我們實踐基督徒使命的一間教會
[00:11:02.920 --> 00:11:04.160]  我們作門徒
[00:11:04.160 --> 00:11:06.440]  我們不只是關心傳福音
[00:11:06.440 --> 00:11:10.160]  所以當我們教會在說外展事公的時候
[00:11:10.160 --> 00:11:14.800]  傳道 社關 差傳是大家三為一體
[00:11:14.800 --> 00:11:16.800]  三合一 不是三為一體
[00:11:16.800 --> 00:11:19.920]  三合一都是這種外展事公
[00:11:19.920 --> 00:11:24.240]  我們會知道我們帶著天國的福音
[00:11:24.240 --> 00:11:27.720]  我們出去接觸我們的鄰舍的時候
[00:11:27.720 --> 00:11:31.480]  既需要福音也需要麵包
[00:11:31.480 --> 00:11:39.000]  所以社關部過往不斷很積極
[00:11:39.000 --> 00:11:41.000]  盡量推動弟兄姊妹
[00:11:41.000 --> 00:11:43.280]  我們提供一些平台
[00:11:43.280 --> 00:11:48.440]  我們就不可以包攬香港所有的社關項目
[00:11:48.440 --> 00:11:51.720]  我們部員有限 部目也只有兩個
[00:11:51.720 --> 00:11:53.080]  還要兼顧其他東西
[00:11:53.080 --> 00:11:57.320]  但我們至少想提供一些平台給大家認識
[00:11:57.320 --> 00:12:00.800]  然後大家就知道原來這些人有些需要
[00:12:00.800 --> 00:12:02.200]  會不會是我的負擔
[00:12:02.200 --> 00:12:04.600]  我會不會想繼續去維生下去
[00:12:04.600 --> 00:12:06.280]  不用黏著社關部
[00:12:06.280 --> 00:12:08.120]  我自己就跟這間機構聯絡
[00:12:08.120 --> 00:12:10.520]  我們最想見到這樣
[00:12:10.520 --> 00:12:13.080]  大家就持續維生地服侍
[00:12:13.080 --> 00:12:15.240]  社關部去提供這個平台
[00:12:15.240 --> 00:12:19.360]  讓大家有機會去接觸 去認識
[00:12:19.360 --> 00:12:23.240]  當我們在說關懷弱勢社群的時候
[00:12:23.240 --> 00:12:25.000]  其實除了貧困
[00:12:25.000 --> 00:12:30.320]  我們會知道裡面還包括有身處社會邊緣的人
[00:12:30.320 --> 00:12:32.120]  甚至有被欺壓的人
[00:12:32.120 --> 00:12:35.640]  其實我認為這三樣東西總是連在一起的
[00:12:35.640 --> 00:12:37.920]  有一樣往往有另一樣
[00:12:37.920 --> 00:12:40.560]  當我提議一下這些具體類別
[00:12:40.560 --> 00:12:42.200]  你就估計到
[00:12:42.200 --> 00:12:47.160]  老弱孤寡 長者 以前是做基層工作
[00:12:47.160 --> 00:12:49.640]  然後老年都沒有什麼積蓄
[00:12:49.640 --> 00:12:53.080]  政府的社會保障又很有限
[00:12:53.080 --> 00:12:56.120]  讓你不至於死
[00:12:56.120 --> 00:12:57.960]  或者不用露宿街頭這麼慘
[00:12:57.960 --> 00:13:00.880]  而現在看病都很擔心
[00:13:00.880 --> 00:13:06.480]  老弱孤寡 殘疾人士 精神病康復者
[00:13:06.480 --> 00:13:10.640]  少數族裔 因為他聽得懂中文很厲害
[00:13:10.640 --> 00:13:13.040]  你要他看中文都真的不用想
[00:13:13.040 --> 00:13:14.360]  不懂看中文
[00:13:14.360 --> 00:13:16.160]  今時今日你都會知道
[00:13:16.160 --> 00:13:20.120]  在香港其實工作向上游
[00:13:20.120 --> 00:13:22.880]  你很快見到你的司令
[00:13:22.880 --> 00:13:25.840]  更新人士 在囚人士等等
[00:13:25.840 --> 00:13:30.280]  這些都是我們一提到社關的時候
[00:13:30.280 --> 00:13:36.280]  我們很想關顧和與這些弱勢社群去同行
[00:13:36.280 --> 00:13:38.200]  當提到社關的使命
[00:13:38.200 --> 00:13:39.400]  我們再看下一張slide
[00:13:39.400 --> 00:13:42.560]  大家會看到一句你很熟悉的經文
[00:13:42.560 --> 00:13:43.560]  閉上眼睛都會背
[00:13:43.560 --> 00:13:44.800]  可不可以閉上眼睛就背
[00:13:44.800 --> 00:13:46.160]  世人啊
[00:13:46.160 --> 00:13:48.800]  耶和華與子是你何為善
[00:13:48.800 --> 00:13:51.440]  他向你們所要的是什麼呢
[00:13:51.440 --> 00:13:54.280]  只要你們行公義好憐憫
[00:13:54.280 --> 00:13:55.400]  多謝施班支持
[00:13:55.400 --> 00:13:58.240]  傳謙卑的心與你的神同行
[00:13:58.240 --> 00:13:59.560]  這個是和修本
[00:13:59.560 --> 00:14:01.160]  和我的本有一點點不同
[00:14:01.160 --> 00:14:03.320]  可能你背過另一個version
[00:14:03.320 --> 00:14:05.120]  今天不是說這段經文
[00:14:05.120 --> 00:14:07.120]  但為什麼都想highlight呢
[00:14:07.120 --> 00:14:10.320]  是因為我覺得都幾特別
[00:14:10.320 --> 00:14:12.320]  上帝一般去吩咐他的子民
[00:14:12.320 --> 00:14:13.600]  要遵守什麼
[00:14:13.600 --> 00:14:15.680]  要聽他的指示的時候
[00:14:15.680 --> 00:14:20.200]  總是叫以色列民 瓦國家 以法連
[00:14:20.200 --> 00:14:22.000]  但這裡說世人
[00:14:22.000 --> 00:14:26.320]  彷彿上帝在吩咐 說的是
[00:14:26.320 --> 00:14:30.560]  行公義好憐憫
[00:14:30.560 --> 00:14:35.480]  這是上帝說是普世善的價值
[00:14:35.480 --> 00:14:37.200]  今天我們說普世價值
[00:14:37.200 --> 00:14:39.440]  不容易找到大家認同
[00:14:39.440 --> 00:14:41.840]  但上帝以他的權威
[00:14:41.840 --> 00:14:44.960]  說行公義好憐憫
[00:14:44.960 --> 00:14:49.680]  這個是我作為創造的主宰告訴你
[00:14:49.680 --> 00:14:53.200]  這是普世善的價值
[00:14:53.200 --> 00:14:55.280]  沒有做就是沒有行善
[00:14:55.280 --> 00:14:58.120]  相反你就是行惡
[00:14:58.120 --> 00:14:59.840]  若果對世人
[00:14:59.840 --> 00:15:03.400]  上帝這裡是一個勸誡
[00:15:03.400 --> 00:15:05.600]  我猜大家會明白
[00:15:05.600 --> 00:15:08.880]  對於我們這些領受過上帝恩典的人
[00:15:08.880 --> 00:15:11.240]  我們說我們認識上帝
[00:15:11.240 --> 00:15:14.680]  我們知耶穌的救恩不但領受了
[00:15:14.680 --> 00:15:17.680]  還有聖靈的能力在我們當中
[00:15:17.680 --> 00:15:21.960]  你就會知道上帝對我們的要求不低
[00:15:21.960 --> 00:15:26.680]  所以當上帝再去吩咐他的子民
[00:15:26.680 --> 00:15:32.360]  當耶穌與一群當時緊密跟隨他的門徒
[00:15:32.360 --> 00:15:35.840]  當末世來臨的時候
[00:15:35.840 --> 00:15:39.320]  耶穌其中一件要提他們留意的事
[00:15:39.320 --> 00:15:41.200]  就是讓他們知道
[00:15:41.200 --> 00:15:43.680]  當末世來臨的時候
[00:15:43.680 --> 00:15:49.560]  人子就是耶穌他要以一個君王的姿態再來
[00:15:49.560 --> 00:15:52.240]  坐在他榮耀的寶座上
[00:15:52.240 --> 00:15:54.520]  耶穌告訴門徒
[00:15:54.520 --> 00:15:57.760]  他到時作為這位榮耀的君王
[00:15:57.760 --> 00:16:02.200]  他判斷他子民的準則是什麼
[00:16:02.200 --> 00:16:05.320]  《新命紀》的時候我們很少有機會讀經文
[00:16:05.320 --> 00:16:06.160]  太長篇幅了
[00:16:06.160 --> 00:16:07.440]  這次我們一起讀
[00:16:07.440 --> 00:16:11.200]  《馬太福音》25章31至46節
[00:16:11.200 --> 00:16:12.440]  我們一起讀
[00:16:13.680 --> 00:16:15.680]  「在他榮耀的寶座上」
[00:16:43.680 --> 00:16:45.680]  「在他榮耀的寶座上」
[00:16:45.680 --> 00:16:47.680]  「在他榮耀的寶座上」
[00:16:47.680 --> 00:16:49.680]  「在他榮耀的寶座上」
[00:16:49.680 --> 00:16:51.680]  「在他榮耀的寶座上」
[00:16:51.680 --> 00:16:53.680]  「在他榮耀的寶座上」
[00:16:53.680 --> 00:16:55.680]  「在他榮耀的寶座上」
[00:16:55.680 --> 00:16:57.680]  「在他榮耀的寶座上」
[00:16:57.680 --> 00:16:59.680]  「在他榮耀的寶座上」
[00:16:59.680 --> 00:17:01.680]  「在他榮耀的寶座上」
[00:17:01.680 --> 00:17:03.680]  「在他榮耀的寶座上」
[00:17:03.680 --> 00:17:05.680]  「在他榮耀的寶座上」
[00:17:05.680 --> 00:17:07.680]  「在他榮耀的寶座上」
[00:17:07.680 --> 00:17:09.680]  「在他榮耀的寶座上」
[00:17:09.680 --> 00:17:13.680]  「在他榮耀的寶座上」
[00:17:13.680 --> 00:17:15.680]  「在他榮耀的寶座上」
[00:17:15.680 --> 00:17:17.680]  「在他榮耀的寶座上」
[00:17:17.680 --> 00:17:19.680]  「在他榮耀的寶座上」
[00:17:19.680 --> 00:17:21.680]  「在他榮耀的寶座上」
[00:17:21.680 --> 00:17:23.680]  「在他榮耀的寶座上」
[00:17:23.680 --> 00:17:25.680]  「在他榮耀的寶座上」
[00:17:25.680 --> 00:17:27.680]  「在他榮耀的寶座上」
[00:17:27.680 --> 00:17:29.680]  「在他榮耀的寶座上」
[00:17:29.680 --> 00:17:31.680]  「在他榮耀的寶座上」
[00:17:31.680 --> 00:17:33.680]  「在他榮耀的寶座上」
[00:17:33.680 --> 00:17:35.680]  「在他榮耀的寶座上」
[00:17:35.680 --> 00:17:37.680]  「在他榮耀的寶座上」
[00:17:37.680 --> 00:17:39.680]  「在他榮耀的寶座上」
[00:17:39.680 --> 00:17:41.680]  「在他榮耀的寶座上」
[00:17:41.680 --> 00:17:43.680]  「在他榮耀的寶座上」
[00:17:43.680 --> 00:17:45.680]  「在他榮耀的寶座上」
[00:17:45.680 --> 00:17:47.680]  「在他榮耀的寶座上」
[00:17:47.680 --> 00:17:49.680]  「在他榮耀的寶座上」
[00:17:49.680 --> 00:17:51.680]  「在他榮耀的寶座上」
[00:17:51.680 --> 00:17:53.680]  「在他榮耀的寶座上」
[00:17:53.680 --> 00:17:55.680]  「在他榮耀的寶座上」
[00:17:55.680 --> 00:17:57.680]  「在他榮耀的寶座上」
[00:17:57.680 --> 00:17:59.680]  「在他榮耀的寶座上」
[00:17:59.680 --> 00:18:01.680]  「在他榮耀的寶座上」
[00:18:01.680 --> 00:18:03.680]  「在他榮耀的寶座上」
[00:18:03.680 --> 00:18:07.680]  「在他榮耀的寶座上」
[00:18:07.680 --> 00:18:09.680]  「在他榮耀的寶座上」
[00:18:09.680 --> 00:18:11.680]  「在他榮耀的寶座上」
[00:18:11.680 --> 00:18:13.680]  「在他榮耀的寶座上」
[00:18:13.680 --> 00:18:15.680]  「在他榮耀的寶座上」
[00:18:15.680 --> 00:18:17.680]  「在他榮耀的寶座上」
[00:18:17.680 --> 00:18:19.680]  「在他榮耀的寶座上」
[00:18:19.680 --> 00:18:21.680]  「在他榮耀的寶座上」
[00:18:21.680 --> 00:18:23.680]  「在他榮耀的寶座上」
[00:18:23.680 --> 00:18:25.680]  「在他榮耀的寶座上」
[00:18:25.680 --> 00:18:27.680]  「在他榮耀的寶座上」
[00:18:27.680 --> 00:18:29.680]  「在他榮耀的寶座上」
[00:18:29.680 --> 00:18:31.680]  「在他榮耀的寶座上」
[00:18:31.680 --> 00:18:33.680]  「在他榮耀的寶座上」
[00:18:33.680 --> 00:18:35.680]  「在他榮耀的寶座上」
[00:18:35.680 --> 00:18:37.680]  「在他榮耀的寶座上」
[00:18:37.680 --> 00:18:39.680]  「在他榮耀的寶座上」
[00:18:39.680 --> 00:18:41.680]  「在他榮耀的寶座上」
[00:18:41.680 --> 00:18:43.680]  「在他榮耀的寶座上」
[00:18:43.680 --> 00:18:45.680]  「在他榮耀的寶座上」
[00:18:45.680 --> 00:18:47.680]  「在他榮耀的寶座上」
[00:18:47.680 --> 00:18:49.680]  「在他榮耀的寶座上」
[00:18:49.680 --> 00:18:51.680]  「在他榮耀的寶座上」
[00:18:51.680 --> 00:18:53.680]  「在他榮耀的寶座上」
[00:18:53.680 --> 00:18:55.680]  「在他榮耀的寶座上」
[00:18:55.680 --> 00:18:57.680]  「在他榮耀的寶座上」
[00:18:57.680 --> 00:19:01.680]  「在他榮耀的寶座上」
[00:19:01.680 --> 00:19:03.680]  「在他榮耀的寶座上」
[00:19:03.680 --> 00:19:05.680]  「在他榮耀的寶座上」
[00:19:05.680 --> 00:19:07.680]  「在他榮耀的寶座上」
[00:19:07.680 --> 00:19:09.680]  「在他榮耀的寶座上」
[00:19:09.680 --> 00:19:11.680]  「在他榮耀的寶座上」
[00:19:11.680 --> 00:19:13.680]  「在他榮耀的寶座上」
[00:19:13.680 --> 00:19:15.680]  「在他榮耀的寶座上」
[00:19:15.680 --> 00:19:17.680]  「在他榮耀的寶座上」
[00:19:17.680 --> 00:19:19.680]  「在他榮耀的寶座上」
[00:19:19.680 --> 00:19:21.680]  「在他榮耀的寶座上」
[00:19:21.680 --> 00:19:23.680]  「在他榮耀的寶座上」
[00:19:23.680 --> 00:19:25.680]  「在他榮耀的寶座上」
[00:19:25.680 --> 00:19:27.680]  「在他榮耀的寶座上」
[00:19:27.680 --> 00:19:29.680]  「在他榮耀的寶座上」
[00:19:29.680 --> 00:19:31.680]  「在他榮耀的寶座上」
[00:19:31.680 --> 00:19:33.680]  「在他榮耀的寶座上」
[00:19:33.680 --> 00:19:35.680]  「在他榮耀的寶座上」
[00:19:35.680 --> 00:19:37.680]  「在他榮耀的寶座上」
[00:19:37.680 --> 00:19:39.680]  「在他榮耀的寶座上」
[00:19:39.680 --> 00:19:41.680]  「在他榮耀的寶座上」
[00:19:41.680 --> 00:19:43.680]  「在他榮耀的寶座上」
[00:19:43.680 --> 00:19:45.680]  「在他榮耀的寶座上」
[00:19:45.680 --> 00:19:47.680]  「在他榮耀的寶座上」
[00:19:47.680 --> 00:19:49.680]  「在他榮耀的寶座上」
