
[00:00:00.000 --> 00:00:03.000]  各位弟兄姊妹 再次問候大家平安
[00:02:15.000 --> 00:02:18.000]  背到你走到一個階段 你覺得很累
[00:02:18.000 --> 00:02:21.000]  沒什麼力氣再走下去
[00:02:22.000 --> 00:02:27.000]  究竟我們人生是否真的有這麼多的重擔
[00:02:27.000 --> 00:02:30.000]  這麼多的包袱 一定要這樣去背
[00:02:30.000 --> 00:02:33.000]  這樣去走前面的路呢
[00:02:33.000 --> 00:02:36.000]  我們來到上帝施恩寶座面前
[00:02:36.000 --> 00:02:38.000]  我們低頭安靜
[00:02:38.000 --> 00:02:45.000]  弟兄姊妹首先請你為自己去祈禱
[00:02:45.000 --> 00:02:47.000]  安靜你的心
[00:02:47.000 --> 00:02:51.000]  你求上帝的靈親自向你說話
[00:02:52.000 --> 00:02:55.000]  親自向我們每一位弟兄姊妹說話
[00:02:55.000 --> 00:02:58.000]  打開我們的心 打開我們的耳朵
[00:02:58.000 --> 00:03:00.000]  讓我們聽得清楚
[00:03:00.000 --> 00:03:02.000]  和我們願意接受神的教導
[00:03:02.000 --> 00:03:05.000]  將以下這段時間交給我們
[00:03:05.000 --> 00:03:07.000]  在這段時間裏
[00:03:07.000 --> 00:03:09.000]  我們要去祈禱
[00:03:09.000 --> 00:03:13.000]  我們要去接受神的教導
[00:03:13.000 --> 00:03:15.000]  我們要去接受神的教導
[00:03:15.000 --> 00:03:17.000]  我們要去接受神的教導
[00:03:17.000 --> 00:03:19.000]  我們要去接受神的教導
[00:03:20.000 --> 00:03:22.000]  將以下這段時間交上
[00:03:22.000 --> 00:03:24.000]  禱告奉耶穌基督死命求
[00:03:24.000 --> 00:03:25.000]  阿們
[00:03:25.000 --> 00:03:28.000]  好 首先第一點想和大家分享的時候
[00:03:28.000 --> 00:03:31.000]  這些重擔其實很難擔的
[00:03:31.000 --> 00:03:36.000]  這個是我們現實的情況常常會發生的
[00:03:36.000 --> 00:03:38.000]  因為我們人生裏面實在太多重擔了
[00:03:38.000 --> 00:03:41.000]  以致我們不是那麼容易得到安息的
[00:03:41.000 --> 00:03:43.000]  在二十節到二十四節
[00:03:43.000 --> 00:03:45.000]  剛才我們讀過了
[00:03:45.000 --> 00:03:48.000]  每一個人一定會有自己的包袱
[00:03:49.000 --> 00:03:50.000]  自己的重擔
[00:03:50.000 --> 00:03:52.000]  你有你的 我有我的
[00:03:52.000 --> 00:03:55.000]  有時說出來也很難讓其他人完全明白
[00:03:55.000 --> 00:04:00.000]  有些人以為我們信了耶穌就沒有重擔要揹
[00:04:00.000 --> 00:04:02.000]  是不是呢
[00:04:02.000 --> 00:04:04.000]  事實上真的不是
[00:04:04.000 --> 00:04:06.000]  沒有人能夠倖免
[00:04:06.000 --> 00:04:09.000]  就算我們信了耶穌一樣也會有重擔
[00:04:09.000 --> 00:04:11.000]  而我們在聖經裏面
[00:04:11.000 --> 00:04:13.000]  我們信的耶穌基督我們的主
[00:04:13.000 --> 00:04:16.000]  其實人生裏面也有很多的重擔
[00:04:17.000 --> 00:04:19.000]  你想想我們信的耶穌也有重擔
[00:04:19.000 --> 00:04:21.000]  何況是我們自己
[00:04:21.000 --> 00:04:23.000]  耶穌有什麼重擔呢
[00:04:23.000 --> 00:04:25.000]  剛才我們看經文的時候
[00:04:25.000 --> 00:04:27.000]  看到耶穌其實侍奉很忙的
[00:04:27.000 --> 00:04:29.000]  你留意一下經文裏面
[00:04:29.000 --> 00:04:31.000]  耶穌不斷走很多不同的地方
[00:04:31.000 --> 00:04:33.000]  日以繼夜這樣
[00:04:33.000 --> 00:04:36.000]  由早到晚很多人來找他
[00:04:36.000 --> 00:04:39.000]  趕鬼啊 醫病啊 教導啊
[00:04:39.000 --> 00:04:43.000]  好像一個病人見完一個病人又來這樣
[00:04:43.000 --> 00:04:46.000]  全日都很累的
[00:04:47.000 --> 00:04:49.000]  我也記得以前曾經有一年
[00:04:49.000 --> 00:04:52.000]  我去印尼一些比較偏僻的地方
[00:04:52.000 --> 00:04:54.000]  去探訪教會
[00:04:54.000 --> 00:04:57.000]  當日當地的同工就告訴我
[00:04:57.000 --> 00:05:00.000]  牧師今天的行程最主要就是去
[00:05:00.000 --> 00:05:02.000]  十二間的教會
[00:05:02.000 --> 00:05:05.000]  去探訪一下當地那間教會的傳道人
[00:05:05.000 --> 00:05:08.000]  和他們分享一下 激勵一下他們
[00:05:08.000 --> 00:05:10.000]  因為他們一個人在不同的角落
[00:05:10.000 --> 00:05:12.000]  自己的教會裏面侍奉
[00:05:12.000 --> 00:05:14.000]  平時很少對外有聯繫
[00:05:14.000 --> 00:05:16.000]  去關心一下他們 支持一下他們
[00:05:17.000 --> 00:05:20.000]  十二間教會 牧師 十二間教會多不多
[00:05:20.000 --> 00:05:23.000]  你安排吧 你覺得OK就OK
[00:05:23.000 --> 00:05:29.000]  接著他就安排了早上六時出車
[00:05:29.000 --> 00:05:33.000]  他開的車六時就出發了
[00:05:33.000 --> 00:05:36.000]  原來一路去的時候
[00:05:36.000 --> 00:05:39.000]  每一間教會和每一間教會都相隔很遠
[00:05:39.000 --> 00:05:42.000]  不是我想像中那麼近距離
[00:05:42.000 --> 00:05:44.000]  可能由這裏
[00:05:45.000 --> 00:05:48.000]  要開一小時車才去第二間教會
[00:05:48.000 --> 00:05:51.000]  但如是者去到不同的教會
[00:05:51.000 --> 00:05:53.000]  和不同的傳道人
[00:05:53.000 --> 00:05:55.000]  祈禱 分享 彼此激勵
[00:05:55.000 --> 00:06:00.000]  一路去到晚上八時的時候
[00:06:00.000 --> 00:06:03.000]  負責開車的同工就問
[00:06:03.000 --> 00:06:05.000]  牧師你肚不肚餓
[00:06:05.000 --> 00:06:07.000]  我說少少吧
[00:06:07.000 --> 00:06:09.000]  晚上八時
[00:06:09.000 --> 00:06:12.000]  牧師我們還欠兩間
[00:06:13.000 --> 00:06:15.000]  不如我們探訪這兩間教會
[00:06:15.000 --> 00:06:18.000]  吃東西順路就走
[00:06:18.000 --> 00:06:21.000]  他開車那麼辛苦
[00:06:21.000 --> 00:06:23.000]  他都說好 我沒理由說不好
[00:06:23.000 --> 00:06:27.000]  繼續去 如是者探訪完之後
[00:06:27.000 --> 00:06:29.000]  回程已經是十時
[00:06:29.000 --> 00:06:33.000]  他唯有在沿途見到一些很簡單的食物
[00:06:33.000 --> 00:06:35.000]  街上有些食物就買了上車
[00:06:35.000 --> 00:06:37.000]  一路回程一路這樣吃
[00:06:37.000 --> 00:06:39.000]  他都吃不到東西
[00:06:39.000 --> 00:06:41.000]  他一路開車吃不到東西 是我吃的
[00:06:42.000 --> 00:06:44.000]  我們試過這樣的行程
[00:06:44.000 --> 00:06:46.000]  早上六時
[00:06:46.000 --> 00:06:48.000]  直至晚上十一點
[00:06:48.000 --> 00:06:51.000]  回到我住的地方才休息
[00:06:51.000 --> 00:06:56.000]  但你想想耶穌出來侍奉的生活
[00:06:56.000 --> 00:07:00.000]  可能祂經常都很忙碌
[00:07:00.000 --> 00:07:04.000]  不單是身體上的困倦
[00:07:04.000 --> 00:07:06.000]  而耶穌來這個世界上的目的
[00:07:06.000 --> 00:07:08.000]  祂行很多異能
[00:07:08.000 --> 00:07:11.000]  祂行很多異能目的是要傳天國的福音
[00:07:12.000 --> 00:07:14.000]  將這個訊息告訴大家
[00:07:14.000 --> 00:07:18.000]  祂就是預定的將要來的尼塞亞救我們
[00:07:18.000 --> 00:07:21.000]  但是周圍的人反應
[00:07:21.000 --> 00:07:24.000]  不是我們想像中那麼好
[00:07:24.000 --> 00:07:27.000]  耶穌知道他在地上的日子時間不多
[00:07:27.000 --> 00:07:29.000]  所以祂很肉緊地
[00:07:29.000 --> 00:07:31.000]  責備那些不信的人
[00:07:31.000 --> 00:07:33.000]  特別在21至24節
[00:07:33.000 --> 00:07:35.000]  21節這裡這樣說
[00:07:35.000 --> 00:07:37.000]  好 21節我們再讀
[00:07:37.000 --> 00:07:40.000]  21節讀到24節 預備 1 2 3
[00:07:41.000 --> 00:07:43.000]  波拉信啊 你有和了
[00:07:43.000 --> 00:07:46.000]  拔菜大啊 你有和了
[00:07:46.000 --> 00:07:49.000]  因為在你們中間所行的異能
[00:07:49.000 --> 00:07:51.000]  若行在推羅西頓
[00:07:51.000 --> 00:07:55.000]  他們早已披麻蒙灰悔改了
[00:07:55.000 --> 00:07:57.000]  但我告訴你們
[00:07:57.000 --> 00:07:59.000]  當審判的日子
[00:07:59.000 --> 00:08:01.000]  推羅西頓所受的
[00:08:01.000 --> 00:08:04.000]  比你們還容易受呢
[00:08:04.000 --> 00:08:06.000]  23節 加巴隆啊
[00:08:06.000 --> 00:08:08.000]  你已經升到天上
[00:08:09.000 --> 00:08:11.000]  將來必墜落陰間
[00:08:11.000 --> 00:08:14.000]  因為在你那裡所行的異能
[00:08:14.000 --> 00:08:16.000]  若行在索多瑪
[00:08:16.000 --> 00:08:19.000]  他還可以存到今日
[00:08:19.000 --> 00:08:21.000]  但我告訴你們
[00:08:21.000 --> 00:08:23.000]  當審判的日子
[00:08:23.000 --> 00:08:25.000]  索多瑪所受的
[00:08:25.000 --> 00:08:27.000]  比你們還容易呢
[00:08:27.000 --> 00:08:29.000]  哇 這裡看不看得到
[00:08:29.000 --> 00:08:31.000]  其實耶穌都很兇的
[00:08:31.000 --> 00:08:33.000]  這裡說一些恐嚇
[00:08:33.000 --> 00:08:35.000]  類似恐嚇 兇他們的說話
[00:08:35.000 --> 00:08:38.000]  你們看看你們這樣的收場
[00:08:39.000 --> 00:08:41.000]  引起舊約所說的
[00:08:41.000 --> 00:08:43.000]  推羅西頓 索多瑪
[00:08:43.000 --> 00:08:45.000]  如果你們認識的時候
[00:08:45.000 --> 00:08:47.000]  這些都是舊約先知
[00:08:47.000 --> 00:08:49.000]  罵到他們七彩的城市
[00:08:49.000 --> 00:08:51.000]  甚至後來
[00:08:51.000 --> 00:08:54.000]  傾滅了這個城 淹沒了
[00:08:54.000 --> 00:08:56.000]  這三個
[00:08:56.000 --> 00:08:59.000]  哥拉遜 白菜大 加巴隆
[00:08:59.000 --> 00:09:01.000]  這三個城市被耶穌點名
[00:09:01.000 --> 00:09:03.000]  公開指責罵他們
[00:09:03.000 --> 00:09:05.000]  為什麼
[00:09:05.000 --> 00:09:07.000]  因為他們親眼看到
[00:09:08.000 --> 00:09:10.000]  但他們仍然硬著心牆
[00:09:10.000 --> 00:09:12.000]  不肯悔改
[00:09:12.000 --> 00:09:14.000]  所以耶穌就罵他們
[00:09:14.000 --> 00:09:16.000]  我想一下 耶穌都很辛苦
[00:09:16.000 --> 00:09:18.000]  面對著這些
[00:09:18.000 --> 00:09:20.000]  學生說來說去都不聽教的
[00:09:20.000 --> 00:09:22.000]  你都會很辛苦
[00:09:22.000 --> 00:09:24.000]  子女說來說去都不理你
[00:09:24.000 --> 00:09:26.000]  你都會很辛苦
[00:09:26.000 --> 00:09:28.000]  還有一件事
[00:09:28.000 --> 00:09:30.000]  我想到耶穌都會
[00:09:30.000 --> 00:09:32.000]  在人的角度我會這樣想
[00:09:32.000 --> 00:09:34.000]  耶穌是一個老師
[00:09:34.000 --> 00:09:36.000]  當時是一個拉比夫子
[00:09:37.000 --> 00:09:38.000]  他門下都有一些學生
[00:09:38.000 --> 00:09:40.000]  如果你看經文
[00:09:40.000 --> 00:09:42.000]  這段經文之前
[00:09:42.000 --> 00:09:44.000]  他猜拍了十二個門徒
[00:09:44.000 --> 00:09:46.000]  出去傳福音
[00:09:46.000 --> 00:09:48.000]  這十二個門徒
[00:09:48.000 --> 00:09:50.000]  你留意經文裡面所說
[00:09:50.000 --> 00:09:52.000]  出去傳福音很成功
[00:09:52.000 --> 00:09:54.000]  很多人帶領了很多人
[00:09:54.000 --> 00:09:56.000]  信耶穌的歸主
[00:09:56.000 --> 00:09:58.000]  但反過來
[00:09:58.000 --> 00:10:00.000]  耶穌自己本身
[00:10:00.000 --> 00:10:02.000]  他身邊的人
[00:10:02.000 --> 00:10:04.000]  對他這個階段
[00:10:04.000 --> 00:10:06.000]  很冷淡
[00:10:08.000 --> 00:10:09.000]  你想一下
[00:10:09.000 --> 00:10:11.000]  如果一個老師
[00:10:11.000 --> 00:10:13.000]  教你的老師
[00:10:13.000 --> 00:10:15.000]  和學生考同一份卷
[00:10:15.000 --> 00:10:17.000]  學生出來有九十分
[00:10:17.000 --> 00:10:19.000]  但老師考同一份卷
[00:10:19.000 --> 00:10:21.000]  只有四十分
[00:10:21.000 --> 00:10:23.000]  會怎樣呢
[00:10:23.000 --> 00:10:25.000]  人的角度都會覺得
[00:10:25.000 --> 00:10:27.000]  哎呀 為什麼會這樣
[00:10:27.000 --> 00:10:29.000]  覺得自己很失敗
[00:10:29.000 --> 00:10:31.000]  很丟臉
[00:10:31.000 --> 00:10:33.000]  甚至做著做著
[00:10:33.000 --> 00:10:35.000]  我都不想做了
[00:10:36.000 --> 00:10:37.000]  實在這個在人來說
[00:10:37.000 --> 00:10:39.000]  重擔真的很大
[00:10:39.000 --> 00:10:41.000]  得不到安息
[00:10:41.000 --> 00:10:43.000]  各位弟兄姊妹
[00:10:43.000 --> 00:10:45.000]  今天在你的生活上面
[00:10:45.000 --> 00:10:48.000]  你面對著什麼困難
[00:10:48.000 --> 00:10:51.000]  或者有什麼重擔
[00:10:51.000 --> 00:10:53.000]  令到你
[00:10:53.000 --> 00:10:55.000]  不斷生活下去的時候
[00:10:55.000 --> 00:10:57.000]  令到你的意志都很消沉
[00:10:57.000 --> 00:11:00.000]  會不會是你的工作
[00:11:00.000 --> 00:11:03.000]  你的家庭
[00:11:05.000 --> 00:11:06.000]  甚至經濟
[00:11:06.000 --> 00:11:10.000]  身體患病
[00:11:10.000 --> 00:11:13.000]  甚至如果你們當中
[00:11:13.000 --> 00:11:15.000]  有些在教會裏面
[00:11:15.000 --> 00:11:17.000]  侍奉得很多侍奉的
[00:11:17.000 --> 00:11:19.000]  會不會這些侍奉
[00:11:19.000 --> 00:11:21.000]  都成為一種壓力
[00:11:21.000 --> 00:11:23.000]  一些重擔呢
[00:11:23.000 --> 00:11:25.000]  勞苦擔重擔
[00:11:25.000 --> 00:11:27.000]  是很難擔的
[00:11:27.000 --> 00:11:29.000]  以致很多時候我們
[00:11:29.000 --> 00:11:31.000]  都得不到安息
[00:11:31.000 --> 00:11:33.000]  那怎麼辦呢
[00:11:34.000 --> 00:11:37.000]  重擔其實不是不能夠擔的
[00:11:37.000 --> 00:11:39.000]  都可以擔的
[00:11:39.000 --> 00:11:41.000]  我們就看看耶穌基督
[00:11:41.000 --> 00:11:43.000]  他怎樣面對這個重擔
[00:11:43.000 --> 00:11:45.000]  耶穌基督他怎樣面對重擔呢
[00:11:45.000 --> 00:11:47.000]  我們看看25,26節
[00:11:47.000 --> 00:11:49.000]  我們一齊再讀
[00:11:49.000 --> 00:11:51.000]  預備 1,2,3
[00:11:51.000 --> 00:11:53.000]  那是耶穌說
[00:11:53.000 --> 00:11:55.000]  父啊天地的主
[00:11:55.000 --> 00:11:57.000]  我感謝你
[00:11:57.000 --> 00:11:59.000]  因為你將這些事
[00:11:59.000 --> 00:12:01.000]  向聰明通達人就藏起來
[00:12:01.000 --> 00:12:03.000]  向鷹孩就顯出來
[00:12:04.000 --> 00:12:05.000]  父啊是的
[00:12:05.000 --> 00:12:07.000]  因為你的美意
[00:12:07.000 --> 00:12:09.000]  本是如此
[00:12:09.000 --> 00:12:11.000]  一切所有的
[00:12:11.000 --> 00:12:13.000]  對不起 先讀到這裏
[00:12:13.000 --> 00:12:15.000]  這裏很有趣
[00:12:15.000 --> 00:12:17.000]  剛才明明在罵那些城市
[00:12:17.000 --> 00:12:19.000]  突然之間對象又罵那些人
[00:12:19.000 --> 00:12:21.000]  轉回去和天父上帝祈禱
[00:12:21.000 --> 00:12:23.000]  整個語氣都不同了
[00:12:23.000 --> 00:12:25.000]  這是一個什麼語氣
[00:12:25.000 --> 00:12:28.000]  這是一個感恩的語氣
[00:12:28.000 --> 00:12:30.000]  反而多謝
[00:12:30.000 --> 00:12:32.000]  耶穌是不是疏了
[00:12:33.000 --> 00:12:34.000]  這麼辛苦的日子裏
[00:12:34.000 --> 00:12:36.000]  反而還和天父
[00:12:36.000 --> 00:12:38.000]  多謝天父
[00:12:38.000 --> 00:12:40.000]  為什麼
[00:12:40.000 --> 00:12:43.000]  因為耶穌在忙碌的生活裏
[00:12:43.000 --> 00:12:45.000]  領略了一個很清楚的道理
[00:12:45.000 --> 00:12:47.000]  原來
[00:12:47.000 --> 00:12:49.000]  祂所做的很多事
[00:12:49.000 --> 00:12:51.000]  去傳很多天國的福音
[00:12:51.000 --> 00:12:53.000]  這個天國福音
[00:12:53.000 --> 00:12:55.000]  對一些自以為很聰明的人
[00:12:55.000 --> 00:12:57.000]  就好像當時民事百里賽人來說
[00:12:57.000 --> 00:12:59.000]  他們是不會明白的
[00:12:59.000 --> 00:13:01.000]  反而對一些
[00:13:02.000 --> 00:13:03.000]  不是這樣的人
[00:13:03.000 --> 00:13:05.000]  就好像當時的平民
[00:13:05.000 --> 00:13:07.000]  低下階層
[00:13:07.000 --> 00:13:09.000]  不是一些知識份子的人
[00:13:09.000 --> 00:13:11.000]  反而他們簡單一點
[00:13:11.000 --> 00:13:13.000]  單純一點
[00:13:13.000 --> 00:13:15.000]  就會明白這個天國的道理
[00:13:15.000 --> 00:13:17.000]  所以耶穌會明白
[00:13:17.000 --> 00:13:19.000]  那些人是否接受他
[00:13:19.000 --> 00:13:21.000]  信不信這個福音
[00:13:21.000 --> 00:13:23.000]  不是耶穌的責任
[00:13:23.000 --> 00:13:25.000]  我以前讀大學的時候
[00:13:25.000 --> 00:13:27.000]  我參與學園傳道會
[00:13:27.000 --> 00:13:29.000]  一個專門在校園裏
[00:13:29.000 --> 00:13:31.000]  傳福音的一個基督教機構
[00:13:32.000 --> 00:13:33.000]  他裏面有一句口號
[00:13:33.000 --> 00:13:35.000]  影響了我二十多年
[00:13:35.000 --> 00:13:37.000]  未到三十年
[00:13:37.000 --> 00:13:39.000]  影響我二十多年的人生
[00:13:39.000 --> 00:13:41.000]  他說什麼
[00:13:41.000 --> 00:13:43.000]  他裏面說
[00:13:43.000 --> 00:13:45.000]  我們成功的見證
[00:13:45.000 --> 00:13:47.000]  是單單
[00:13:47.000 --> 00:13:49.000]  分享耶穌基督
[00:13:49.000 --> 00:13:51.000]  是藉著聖靈的大能
[00:13:51.000 --> 00:13:54.000]  並要將結果交託給神
[00:13:54.000 --> 00:13:56.000]  他提醒我
[00:13:56.000 --> 00:13:58.000]  原來我和別人去傳福音
[00:13:58.000 --> 00:14:00.000]  別人信不信
[00:14:01.000 --> 00:14:02.000]  也不是我的責任
[00:14:02.000 --> 00:14:04.000]  我的責任只是
[00:14:04.000 --> 00:14:06.000]  單單成為一個流通的管子
[00:14:06.000 --> 00:14:08.000]  和別人分享
[00:14:08.000 --> 00:14:10.000]  結果是怎樣
[00:14:10.000 --> 00:14:12.000]  交託給上帝
[00:14:12.000 --> 00:14:14.000]  耶穌亦很清楚明白
[00:14:14.000 --> 00:14:16.000]  雖然他面對著很多挫折
[00:14:16.000 --> 00:14:18.000]  真的
[00:14:18.000 --> 00:14:20.000]  先知在自己的家鄉
[00:14:20.000 --> 00:14:22.000]  真的不吃香
[00:14:22.000 --> 00:14:24.000]  耶穌面對著這些人的反應
[00:14:24.000 --> 00:14:26.000]  但是他內心裏
[00:14:26.000 --> 00:14:28.000]  不會因為這些事情
[00:14:28.000 --> 00:14:30.000]  令他感到很大的挫折感
[00:14:31.000 --> 00:14:32.000]  失敗感
[00:14:32.000 --> 00:14:34.000]  相反他一直侍奉的過程當中
[00:14:34.000 --> 00:14:36.000]  雖然忙碌
[00:14:36.000 --> 00:14:38.000]  但是他內心裏
[00:14:38.000 --> 00:14:40.000]  仍然有真正的平安
[00:14:40.000 --> 00:14:42.000]  他仍然和天父的關係
[00:14:42.000 --> 00:14:44.000]  接觸得很緊密
[00:14:44.000 --> 00:14:46.000]  以致每一天
[00:14:46.000 --> 00:14:48.000]  雖然他侍奉這麼多重擔
[00:14:48.000 --> 00:14:51.000]  但是有天父和他一起的時候
[00:14:51.000 --> 00:14:53.000]  以致他的生命
[00:14:53.000 --> 00:14:56.000]  不會被這些重擔壓得很辛苦
[00:14:56.000 --> 00:14:58.000]  他的重擔亦都變成
[00:14:59.000 --> 00:15:01.000]  一個很容易擔的生活
[00:15:01.000 --> 00:15:04.000]  在我過往侍奉的人生中
[00:15:04.000 --> 00:15:06.000]  我都經歷過
[00:15:06.000 --> 00:15:08.000]  有一次對於我來說
[00:15:08.000 --> 00:15:10.000]  是很大的重擔
[00:15:10.000 --> 00:15:12.000]  或者是一個挫折
[00:15:12.000 --> 00:15:14.000]  什麼挫折呢
[00:15:14.000 --> 00:15:16.000]  我都上過報紙
[00:15:16.000 --> 00:15:18.000]  我都上過香港的報紙
[00:15:18.000 --> 00:15:20.000]  為什麼呢
[00:15:20.000 --> 00:15:22.000]  若干年有一次
[00:15:22.000 --> 00:15:24.000]  因為我們以前服侍的教會
[00:15:24.000 --> 00:15:26.000]  和一間學校
[00:15:26.000 --> 00:15:28.000]  在學校裏面
[00:15:29.000 --> 00:15:30.000]  有一個營會
[00:15:30.000 --> 00:15:32.000]  生命教育營會
[00:15:32.000 --> 00:15:34.000]  帶一些學生
[00:15:34.000 --> 00:15:37.000]  去經歷一些歷期活動
[00:15:37.000 --> 00:15:39.000]  特別有一次
[00:15:39.000 --> 00:15:41.000]  要去到一個墳場裏面
[00:15:41.000 --> 00:15:44.000]  去看看別人的墓碑
[00:15:44.000 --> 00:15:46.000]  看看別人幾多歲
[00:15:46.000 --> 00:15:48.000]  何時死亡
[00:15:48.000 --> 00:15:50.000]  然後在裏面
[00:15:50.000 --> 00:15:52.000]  讓一些經民反思一下
[00:15:52.000 --> 00:15:54.000]  生命、人生的短暫
[00:15:54.000 --> 00:15:56.000]  我們怎樣去尋找
[00:15:56.000 --> 00:15:58.000]  自己人生的方向
[00:15:59.000 --> 00:16:00.000]  這是我們那次活動的目的
[00:16:00.000 --> 00:16:02.000]  但那次完結後
[00:16:02.000 --> 00:16:05.000]  回來後過了幾天
[00:16:05.000 --> 00:16:07.000]  就開始有記者
[00:16:07.000 --> 00:16:10.000]  來這間中學拍照
[00:16:10.000 --> 00:16:12.000]  為什麼呢
[00:16:12.000 --> 00:16:14.000]  事源有一些
[00:16:14.000 --> 00:16:17.000]  沒有參加這個營會的同學
[00:16:17.000 --> 00:16:19.000]  他們聽到有些同學
[00:16:19.000 --> 00:16:21.000]  去完之後回來說
[00:16:21.000 --> 00:16:23.000]  我們那晚很厲害
[00:16:23.000 --> 00:16:26.000]  我們晚上去墳場
[00:16:27.000 --> 00:16:29.000]  沒有去參加的同學
[00:16:29.000 --> 00:16:31.000]  他們就覺得
[00:16:31.000 --> 00:16:33.000]  為什麼我們學校
[00:16:33.000 --> 00:16:35.000]  要搞這些事
[00:16:35.000 --> 00:16:37.000]  第一,晚上去別人的墳場
[00:16:37.000 --> 00:16:39.000]  幹什麼呢
[00:16:39.000 --> 00:16:41.000]  第二,真的對那些先人
[00:16:41.000 --> 00:16:43.000]  不敬了
[00:16:43.000 --> 00:16:45.000]  踩別人的墳地
[00:16:45.000 --> 00:16:47.000]  當中有很多不同的看法
[00:16:47.000 --> 00:16:49.000]  和一些誤解
[00:16:49.000 --> 00:16:51.000]  所以他們其實
[00:16:51.000 --> 00:16:53.000]  沒有做過什麼
[00:16:53.000 --> 00:16:55.000]  只是他們在網上
[00:16:56.000 --> 00:16:57.000]  互聯網上
[00:16:57.000 --> 00:16:59.000]  表達他們的意見
[00:16:59.000 --> 00:17:01.000]  你知道一個人這樣表達
[00:17:01.000 --> 00:17:03.000]  兩個人這樣表達
[00:17:03.000 --> 00:17:05.000]  就像雪球一樣越滾越大
[00:17:05.000 --> 00:17:07.000]  然後就被報館的記者看到
[00:17:07.000 --> 00:17:09.000]  其實我不覺得
[00:17:09.000 --> 00:17:11.000]  有新聞價值
[00:17:11.000 --> 00:17:13.000]  記者就覺得
[00:17:13.000 --> 00:17:15.000]  這件事情
[00:17:15.000 --> 00:17:18.000]  基督教學校踐踏先人墳地
[00:17:18.000 --> 00:17:20.000]  之類的題目
[00:17:20.000 --> 00:17:23.000]  記者就來採訪我們
[00:17:26.000 --> 00:17:27.000]  其實那段時間
[00:17:27.000 --> 00:17:29.000]  真的有很大壓力
[00:17:29.000 --> 00:17:31.000]  因為每一天
[00:17:31.000 --> 00:17:33.000]  在互聯網上
[00:17:33.000 --> 00:17:35.000]  已經成為整間學校
[00:17:35.000 --> 00:17:37.000]  很熱門的話題
[00:17:37.000 --> 00:17:39.000]  也上了報紙
[00:17:39.000 --> 00:17:41.000]  對學校的聲譽
[00:17:41.000 --> 00:17:43.000]  也有影響
[00:17:43.000 --> 00:17:45.000]  我和負責的老師
[00:17:45.000 --> 00:17:47.000]  一開始也會不開心
[00:17:47.000 --> 00:17:49.000]  但我們一起去祈禱
[00:17:49.000 --> 00:17:51.000]  很好,我們在過程中
[00:17:51.000 --> 00:17:53.000]  沒有人推卸責任
