
[00:00:00.000 --> 00:00:02.360]  各位靈姐妹,我們今天讀經
[00:02:16.960 --> 00:02:18.960]  聖靈神的恩典
[00:02:18.960 --> 00:02:21.960]  就讓你能夠經歷到,原來這麼棒這麼好
[00:02:21.960 --> 00:02:23.960]  在聖餐裡面我們經歷到神
[00:02:23.960 --> 00:02:26.960]  和經歷到神給我們這份力量
[00:02:26.960 --> 00:02:29.960]  盼望,充滿著期待
[00:02:29.960 --> 00:02:32.960]  面對前面的生活
[00:02:32.960 --> 00:02:34.960]  不是什麼神奇力量
[00:02:34.960 --> 00:02:36.960]  而是聖靈的恩典
[00:02:36.960 --> 00:02:38.960]  藉著這個聖餐
[00:02:38.960 --> 00:02:41.960]  讓我們經歷得到
[00:02:41.960 --> 00:02:45.960]  聖餐,如果你記得的時候
[00:02:45.960 --> 00:02:47.960]  我們說了已經三次
[00:02:47.960 --> 00:02:50.960]  第一次說聖餐就是說一下紀念
[00:02:50.960 --> 00:02:53.960]  我們宣道會,特別是我們的傳統是紀念說
[00:02:53.960 --> 00:02:56.960]  主要的意義是紀念主耶穌基督
[00:02:56.960 --> 00:02:58.960]  為我們受苦受死
[00:02:58.960 --> 00:03:00.960]  第二次說聖餐是
[00:03:00.960 --> 00:03:02.960]  祝謝,說那個動作
[00:03:02.960 --> 00:03:04.960]  祝謝是感恩的意思
[00:03:04.960 --> 00:03:08.960]  感謝主耶穌基督為我們寫在十字架上寫生拯救
[00:03:08.960 --> 00:03:11.960]  第三次對上一個月我們說一下
[00:03:11.960 --> 00:03:13.960]  領聖餐的時候的態度
[00:03:13.960 --> 00:03:16.960]  包括原來我們要審查自己的罪
[00:03:16.960 --> 00:03:20.960]  和我們身邊的弟兄姊妹那份的合一團契
[00:03:20.960 --> 00:03:22.960]  今天最後一講
[00:03:22.960 --> 00:03:24.960]  最後一講我們說期盼
[00:03:24.960 --> 00:03:27.960]  我們看看今天這一段的經文
[00:03:27.960 --> 00:03:29.960]  怎麼樣讓我們看到聖餐
[00:03:29.960 --> 00:03:32.960]  讓我們有期待,有盼望
[00:03:32.960 --> 00:03:36.960]  在馬太福音26章29節
[00:03:36.960 --> 00:03:38.960]  很簡單,我們再讀一次
[00:03:38.960 --> 00:03:40.960]  預備,1,2,3
[00:03:40.960 --> 00:03:46.960]  但我告訴你們,從今以後我不再喝這葡萄汁
[00:03:46.960 --> 00:03:49.960]  直到我在我父的國內
[00:03:49.960 --> 00:03:52.960]  和你們學生的那日子
[00:03:52.960 --> 00:03:56.960]  馬太福音26章這裡說到耶穌和一群門徒
[00:03:56.960 --> 00:04:00.960]  吃最後晚餐,如月節的晚餐
[00:04:00.960 --> 00:04:02.960]  同樣也是在當中
[00:04:02.960 --> 00:04:06.960]  設立聖餐主的餐
[00:04:06.960 --> 00:04:10.960]  如月節就是以色列人他們紀念神
[00:04:10.960 --> 00:04:12.960]  在當年出埃及地的時候
[00:04:12.960 --> 00:04:14.960]  神的拯救
[00:04:14.960 --> 00:04:17.960]  主的聖餐,祂的抹餅,祂的舉杯
[00:04:17.960 --> 00:04:21.960]  是紀念基督,主耶穌基督為我們捨身流血
[00:04:21.960 --> 00:04:23.960]  主耶穌基督在這裡
[00:04:23.960 --> 00:04:27.960]  你留意一下,祂不單止做了聖餐的動作
[00:04:27.960 --> 00:04:29.960]  抹餅,舉杯
[00:04:29.960 --> 00:04:31.960]  祂還加多了這一句
[00:04:31.960 --> 00:04:37.960]  但我告訴你們,從今以後我不再喝這葡萄汁
[00:04:37.960 --> 00:04:45.960]  直到我在我父的國內和你們學生的那日子
[00:04:45.960 --> 00:04:47.960]  這一節的經文
[00:04:47.960 --> 00:04:50.960]  怎樣讓我們透過聖餐
[00:04:50.960 --> 00:04:52.960]  更加經歷到神的恩典
[00:04:52.960 --> 00:04:56.960]  和經歷到我們人生是充滿希望的呢
[00:04:56.960 --> 00:04:58.960]  我們求聖靈幫助我們今天
[00:04:58.960 --> 00:05:00.960]  再盡心去看這一節的經文
[00:05:00.960 --> 00:05:02.960]  我們低頭祈禱
[00:05:31.960 --> 00:05:33.960]  首先第一點我們看看
[00:05:33.960 --> 00:05:35.960]  暫時離別
[00:05:35.960 --> 00:05:36.960]  暫時離別
[00:05:36.960 --> 00:05:38.960]  為什麼這樣說呢
[00:05:38.960 --> 00:05:42.960]  從今以後我不再喝這葡萄汁
[00:05:42.960 --> 00:05:46.960]  直到我在我父的國內和你們學生的那日子
[00:05:46.960 --> 00:05:49.960]  耶穌說了一段時間
[00:05:49.960 --> 00:05:52.960]  由這個聖餐之後
[00:05:52.960 --> 00:05:54.960]  耶穌被出賣
[00:05:54.960 --> 00:05:58.960]  走去十字架,被釘在十字架上死
[00:05:58.960 --> 00:06:02.960]  他肉身真的死了
[00:06:02.960 --> 00:06:04.960]  以致到耶穌說
[00:06:04.960 --> 00:06:07.960]  日後我不能再像現在這樣
[00:06:07.960 --> 00:06:09.960]  和你們同一班門徒
[00:06:09.960 --> 00:06:10.960]  一起聚集
[00:06:10.960 --> 00:06:11.960]  一起有愛言
[00:06:11.960 --> 00:06:14.960]  一起有主的聖餐
[00:06:14.960 --> 00:06:16.960]  不能再和他們喝葡萄汁
[00:06:16.960 --> 00:06:18.960]  吃這個餅
[00:06:18.960 --> 00:06:21.960]  但是這是一個時間性的表達
[00:06:21.960 --> 00:06:25.960]  由現在至到什麼時候
[00:06:25.960 --> 00:06:27.960]  弟兄姊妹
[00:06:27.960 --> 00:06:31.960]  我們崇拜都是由九點至到十點鬆一點
[00:06:31.960 --> 00:06:33.960]  都是一個小時鬆一點的時間
[00:06:33.960 --> 00:06:35.960]  是有時間性的
[00:06:35.960 --> 00:06:36.960]  耶穌也是
[00:06:36.960 --> 00:06:38.960]  他的表達就是
[00:06:38.960 --> 00:06:41.960]  耶穌的離開是有時間性
[00:06:41.960 --> 00:06:43.960]  什麼時候會離開
[00:06:43.960 --> 00:06:45.960]  但是
[00:06:45.960 --> 00:06:47.960]  會有一天
[00:06:47.960 --> 00:06:49.960]  是有期限的
[00:06:49.960 --> 00:06:51.960]  這個離別是暫時
[00:06:51.960 --> 00:06:53.960]  在離別當中的過程
[00:06:53.960 --> 00:06:55.960]  耶穌不是和我們一起的時候
[00:06:55.960 --> 00:06:57.960]  我們正在面對的挑戰
[00:06:57.960 --> 00:06:59.960]  我們正在面對的困難
[00:06:59.960 --> 00:07:00.960]  是有時間性的
[00:07:00.960 --> 00:07:02.960]  終有一天是會完結的
[00:07:02.960 --> 00:07:04.960]  這是一個很重要的力量
[00:07:04.960 --> 00:07:05.960]  很重要的盼望
[00:07:05.960 --> 00:07:08.960]  原來地上所有一切的東西
[00:07:08.960 --> 00:07:09.960]  終有一天會完結
[00:07:09.960 --> 00:07:11.960]  包括我們現在正在面對的
[00:07:11.960 --> 00:07:14.960]  逼迫挑戰困難苦楚
[00:07:14.960 --> 00:07:18.960]  都是會有完結的一天
[00:07:18.960 --> 00:07:20.960]  自從主耶穌基督他死
[00:07:20.960 --> 00:07:22.960]  復活升天之後
[00:07:22.960 --> 00:07:24.960]  門徒他們的確不能夠見到耶穌
[00:07:24.960 --> 00:07:25.960]  歷世歷代的基督徒
[00:07:25.960 --> 00:07:28.960]  都面對很多不同的逼迫挑戰
[00:07:28.960 --> 00:07:29.960]  但是暫時的
[00:07:29.960 --> 00:07:30.960]  我們想一下
[00:07:30.960 --> 00:07:31.960]  在永恆
[00:07:31.960 --> 00:07:32.960]  永恆有多長
[00:07:32.960 --> 00:07:35.960]  很長很長很長
[00:07:35.960 --> 00:07:38.960]  長到我們數不到
[00:07:38.960 --> 00:07:42.960]  我們的人生
[00:07:42.960 --> 00:07:43.960]  長
[00:07:43.960 --> 00:07:44.960]  可能有一百歲
[00:07:44.960 --> 00:07:47.960]  甚至有的人一百歲多一點
[00:07:47.960 --> 00:07:49.960]  或者有的人短一點
[00:07:49.960 --> 00:07:50.960]  但是在這個永恆裡面
[00:07:50.960 --> 00:07:53.960]  都是一個很短暫的瞬間
[00:07:53.960 --> 00:07:56.960]  將會過去
[00:07:56.960 --> 00:07:58.960]  很短暫
[00:07:58.960 --> 00:08:00.960]  我前幾天
[00:08:00.960 --> 00:08:01.960]  很不小心
[00:08:01.960 --> 00:08:03.960]  我拉一個閘下來的時候
[00:08:03.960 --> 00:08:04.960]  那個車房閘
[00:08:04.960 --> 00:08:06.960]  我拉下來的時候
[00:08:06.960 --> 00:08:09.960]  弄爆了兩隻手指甲
[00:08:09.960 --> 00:08:10.960]  弄爆了兩隻手指甲
[00:08:10.960 --> 00:08:11.960]  雖然不是爆了很多
[00:08:11.960 --> 00:08:12.960]  但是都見血
[00:08:12.960 --> 00:08:14.960]  兩隻都見血
[00:08:14.960 --> 00:08:17.960]  爆的那一刻很痛
[00:08:17.960 --> 00:08:19.960]  然後找些東西包紮住
[00:08:19.960 --> 00:08:22.960]  它都是很痛
[00:08:22.960 --> 00:08:23.960]  我才明白
[00:08:23.960 --> 00:08:25.960]  原來十指痛貴心
[00:08:25.960 --> 00:08:26.960]  真的很厲害
[00:08:26.960 --> 00:08:27.960]  痛到入心入肺
[00:08:27.960 --> 00:08:28.960]  那種痛法
[00:08:28.960 --> 00:08:29.960]  是很難以形容的
[00:08:29.960 --> 00:08:31.960]  這些簡直滿清十大酷刑
[00:08:31.960 --> 00:08:32.960]  可以用這個方法
[00:08:32.960 --> 00:08:34.960]  都是很行的
[00:08:34.960 --> 00:08:36.960]  不小心這樣
[00:08:36.960 --> 00:08:38.960]  用膠布包住它
[00:08:38.960 --> 00:08:40.960]  輕輕不小心
[00:08:40.960 --> 00:08:41.960]  按一下手機
[00:08:41.960 --> 00:08:42.960]  動一下
[00:08:42.960 --> 00:08:45.960]  又再痛過
[00:08:45.960 --> 00:08:46.960]  然後我告訴自己
[00:08:46.960 --> 00:08:48.960]  不要緊
[00:08:48.960 --> 00:08:49.960]  我身體都幾好
[00:08:49.960 --> 00:08:51.960]  新陳代謝都幾好
[00:08:51.960 --> 00:08:53.960]  那些指甲會長出來
[00:08:53.960 --> 00:08:54.960]  很快的
[00:08:54.960 --> 00:08:55.960]  很快就不痛了
[00:08:55.960 --> 00:08:58.960]  長出來很快就不痛了
[00:08:58.960 --> 00:08:59.960]  當我每一次不小心
[00:08:59.960 --> 00:09:01.960]  卡到那塊指甲的時候
[00:09:01.960 --> 00:09:02.960]  很痛
[00:09:02.960 --> 00:09:03.960]  我就告訴你
[00:09:03.960 --> 00:09:04.960]  很快會過去
[00:09:04.960 --> 00:09:06.960]  不痛的
[00:09:06.960 --> 00:09:07.960]  真的
[00:09:07.960 --> 00:09:08.960]  大概
[00:09:08.960 --> 00:09:09.960]  後來
[00:09:09.960 --> 00:09:10.960]  慢慢慢慢
[00:09:10.960 --> 00:09:11.960]  初頭都不小心
[00:09:11.960 --> 00:09:12.960]  都會卡一下
[00:09:12.960 --> 00:09:13.960]  都會很痛的
[00:09:13.960 --> 00:09:15.960]  大概三四天左右
[00:09:15.960 --> 00:09:17.960]  雖然現在不是長了很多
[00:09:17.960 --> 00:09:19.960]  但是傷口的位置
[00:09:19.960 --> 00:09:24.960]  已經沒那麼痛了
[00:09:24.960 --> 00:09:26.960]  弟兄姊妹
[00:09:26.960 --> 00:09:29.960]  今天你承受著什麼痛苦
[00:09:29.960 --> 00:09:32.960]  困難
[00:09:32.960 --> 00:09:34.960]  好像我們在這些困難當中
[00:09:34.960 --> 00:09:37.960]  我們每一天面對的時候
[00:09:37.960 --> 00:09:38.960]  很難過
[00:09:38.960 --> 00:09:40.960]  真的很難過
[00:09:40.960 --> 00:09:43.960]  但是一切總會過去
[00:09:43.960 --> 00:09:44.960]  雖然現在耶穌
[00:09:44.960 --> 00:09:46.960]  不是用他的肉身的狀態
[00:09:46.960 --> 00:09:47.960]  來陪著我們
[00:09:47.960 --> 00:09:48.960]  聖靈和我們同在
[00:09:48.960 --> 00:09:50.960]  我們的眼睛不能夠看到
[00:09:50.960 --> 00:09:52.960]  好像以前的門徒一樣
[00:09:52.960 --> 00:09:53.960]  看到耶穌
[00:09:53.960 --> 00:09:54.960]  聽到耶穌的聲音
[00:09:54.960 --> 00:09:57.960]  在我們身邊
[00:09:57.960 --> 00:10:00.960]  甚至
[00:10:00.960 --> 00:10:01.960]  主有時候都會容讓
[00:10:01.960 --> 00:10:03.960]  我們在這個人世間裡
[00:10:03.960 --> 00:10:04.960]  會遇到一些挑戰
[00:10:04.960 --> 00:10:08.960]  碰到有不同的歷練
[00:10:08.960 --> 00:10:10.960]  苦楚困難
[00:10:10.960 --> 00:10:13.960]  但是這些都是短暫
[00:10:13.960 --> 00:10:17.960]  因為主的恩典夠我們用
[00:10:17.960 --> 00:10:18.960]  他告訴我們
[00:10:18.960 --> 00:10:20.960]  他從來不會離棄我們
[00:10:20.960 --> 00:10:22.960]  雖然耶穌的肉身
[00:10:22.960 --> 00:10:24.960]  已經不在地上
[00:10:24.960 --> 00:10:26.960]  聖靈陪伴我們
[00:10:26.960 --> 00:10:28.960]  還有這一段時間
[00:10:28.960 --> 00:10:30.960]  是短暫的
[00:10:30.960 --> 00:10:32.960]  將會過去
[00:10:32.960 --> 00:10:33.960]  Amen
[00:10:33.960 --> 00:10:35.960]  第二點
[00:10:35.960 --> 00:10:37.960]  主必再來
[00:10:37.960 --> 00:10:39.960]  主是會回來的
[00:10:39.960 --> 00:10:41.960]  在路加福音22章18節
[00:10:41.960 --> 00:10:43.960]  和哥林多前書11章26節
[00:10:43.960 --> 00:10:44.960]  我們一起讀
[00:10:44.960 --> 00:10:46.960]  預備 1 2 3
[00:10:46.960 --> 00:10:47.960]  我告訴你們
[00:10:47.960 --> 00:10:49.960]  從今以後
[00:10:49.960 --> 00:10:51.960]  我不再喝這葡萄汁
[00:10:51.960 --> 00:10:53.960]  直到神的國來到
[00:10:53.960 --> 00:10:55.960]  你們每逢吃這餅
[00:10:55.960 --> 00:10:57.960]  喝這杯
[00:10:57.960 --> 00:10:59.960]  是表明主的死
[00:10:59.960 --> 00:11:02.960]  直等到他來
[00:11:02.960 --> 00:11:03.960]  在路加福音
[00:11:03.960 --> 00:11:05.960]  另外一個記載說
[00:11:05.960 --> 00:11:08.960]  直等到神的國來
[00:11:08.960 --> 00:11:10.960]  在哥林多前書
[00:11:10.960 --> 00:11:11.960]  本來也說
[00:11:11.960 --> 00:11:13.960]  直等到他來
[00:11:13.960 --> 00:11:15.960]  他就是主耶穌基督
[00:11:15.960 --> 00:11:16.960]  我們做基督徒
[00:11:16.960 --> 00:11:17.960]  我們很知道
[00:11:17.960 --> 00:11:18.960]  聽過很多次
[00:11:18.960 --> 00:11:20.960]  神也應許過很多次
[00:11:20.960 --> 00:11:22.960]  他將會再一次
[00:11:22.960 --> 00:11:24.960]  回來這個世界上
[00:11:24.960 --> 00:11:26.960]  第二次的降臨
[00:11:26.960 --> 00:11:28.960]  那一天
[00:11:28.960 --> 00:11:30.960]  是耶穌肯定我們
[00:11:30.960 --> 00:11:32.960]  他一定回來
[00:11:32.960 --> 00:11:34.960]  我們是等得到的
[00:11:34.960 --> 00:11:36.960]  其實等
[00:11:36.960 --> 00:11:38.960]  也不是太難
[00:11:38.960 --> 00:11:39.960]  等
[00:11:39.960 --> 00:11:41.960]  但最難最慘的是什麼
[00:11:41.960 --> 00:11:43.960]  是我們等的時候
[00:11:43.960 --> 00:11:44.960]  我們不肯定
[00:11:44.960 --> 00:11:46.960]  究竟能不能等到呢
[00:11:46.960 --> 00:11:50.960]  我想起我年少的時候
[00:11:50.960 --> 00:11:52.960]  我不知道有沒有和你們分享過
[00:11:52.960 --> 00:11:55.960]  我年少曾經有一段片段
[00:11:55.960 --> 00:11:57.960]  那時候是那些年
[00:11:57.960 --> 00:11:58.960]  我很年輕
[00:11:58.960 --> 00:12:00.960]  我約會了一個女孩
[00:12:00.960 --> 00:12:03.960]  那次是我第一次約那個女孩
[00:12:03.960 --> 00:12:04.960]  那個女孩生日
[00:12:04.960 --> 00:12:06.960]  那一晚我約她
[00:12:06.960 --> 00:12:08.960]  在香港某個地鐵站
[00:12:08.960 --> 00:12:10.960]  出口那裡等
[00:12:10.960 --> 00:12:13.960]  所以我就整理好自己
[00:12:13.960 --> 00:12:14.960]  約她的時間
[00:12:14.960 --> 00:12:15.960]  我就提早一點
[00:12:15.960 --> 00:12:16.960]  去到那裡
[00:12:16.960 --> 00:12:17.960]  站在那裡
[00:12:17.960 --> 00:12:18.960]  一早等她來
[00:12:18.960 --> 00:12:22.960]  時間到了
[00:12:22.960 --> 00:12:24.960]  為什麼還沒來
[00:12:24.960 --> 00:12:25.960]  不要緊
[00:12:25.960 --> 00:12:27.960]  可能有時候女孩會晚一點
[00:12:27.960 --> 00:12:29.960]  多等十分鐘再看看
[00:12:29.960 --> 00:12:31.960]  哎呀 還沒來
[00:12:31.960 --> 00:12:33.960]  為什麼呢
[00:12:33.960 --> 00:12:35.960]  一直在等
[00:12:35.960 --> 00:12:36.960]  都還沒來
[00:12:36.960 --> 00:12:37.960]  哎呀 很心急
[00:12:37.960 --> 00:12:38.960]  什麼事呢
[00:12:38.960 --> 00:12:40.960]  她是不是有意外
[00:12:40.960 --> 00:12:41.960]  其實她是不是不想來
[00:12:41.960 --> 00:12:42.960]  敷衍我
[00:12:43.960 --> 00:12:44.960]  究竟什麼原因呢
[00:12:44.960 --> 00:12:46.960]  是不是今天我見不到她呢
[00:12:46.960 --> 00:12:48.960]  這個原本是很興奮的
[00:12:48.960 --> 00:12:50.960]  她答應我出來吃飯
[00:12:50.960 --> 00:12:51.960]  在她生日出來吃飯
[00:12:51.960 --> 00:12:52.960]  很開心的
[00:12:52.960 --> 00:12:55.960]  你知道啦
[00:12:55.960 --> 00:12:57.960]  在我那個年輕的年代
[00:12:57.960 --> 00:12:59.960]  我們年輕人買不起那些
[00:12:59.960 --> 00:13:01.960]  很大個的水壺
[00:13:01.960 --> 00:13:03.960]  所以我沒辦法聯絡到她
[00:13:03.960 --> 00:13:06.960]  我又不知道她做什麼事情
[00:13:06.960 --> 00:13:08.960]  那怎麼辦
[00:13:08.960 --> 00:13:12.960]  是不是我記錯時間了
[00:13:12.960 --> 00:13:14.960]  應該不是吧
[00:13:14.960 --> 00:13:16.960]  那怎麼辦呢
[00:13:16.960 --> 00:13:18.960]  繼續站在那裡等
[00:13:18.960 --> 00:13:19.960]  等啊 等啊 等啊
[00:13:19.960 --> 00:13:21.960]  等了半小時
[00:13:21.960 --> 00:13:23.960]  還沒來
[00:13:23.960 --> 00:13:25.960]  不行 我要有耐性
[00:13:25.960 --> 00:13:27.960]  要等
[00:13:27.960 --> 00:13:28.960]  繼續等 等 等 等
[00:13:28.960 --> 00:13:29.960]  我都不知道
[00:13:29.960 --> 00:13:31.960]  後來真的等不到了
[00:13:31.960 --> 00:13:34.960]  過了很久
[00:13:34.960 --> 00:13:36.960]  我就找到一個電話亭
[00:13:36.960 --> 00:13:38.960]  打電話給她
[00:13:38.960 --> 00:13:39.960]  入錢的那些
[00:13:39.960 --> 00:13:41.960]  打電話給她
[00:13:42.960 --> 00:13:44.960]  打她去她家
[00:13:44.960 --> 00:13:46.960]  她聽電話
[00:13:46.960 --> 00:13:50.960]  原來她有來到
[00:13:50.960 --> 00:13:52.960]  只不過是她去了
[00:13:52.960 --> 00:13:53.960]  同一個地鐵站
[00:13:53.960 --> 00:13:55.960]  在不同的出口
[00:13:55.960 --> 00:13:58.960]  多麼可惜
[00:13:58.960 --> 00:14:01.960]  等來等去
[00:14:01.960 --> 00:14:03.960]  到最後都等不到
[00:14:03.960 --> 00:14:05.960]  弟兄姊妹
[00:14:05.960 --> 00:14:06.960]  今天不同了
[00:14:06.960 --> 00:14:08.960]  聖經裡面耶穌告訴我們
[00:14:08.960 --> 00:14:10.960]  不會
[00:14:10.960 --> 00:14:12.960]  祂說得很清楚
[00:14:12.960 --> 00:14:14.960]  祂一定會回來
[00:14:14.960 --> 00:14:16.960]  我們是會等到
[00:14:16.960 --> 00:14:18.960]  是會見到祂的
[00:14:18.960 --> 00:14:20.960]  耶穌一定會想盡辦法
[00:14:20.960 --> 00:14:22.960]  讓我們見到祂
[00:14:22.960 --> 00:14:24.960]  天國其實已經
[00:14:24.960 --> 00:14:26.960]  不斷降臨在這個地上
[00:14:26.960 --> 00:14:28.960]  彰顯著
[00:14:28.960 --> 00:14:30.960]  但是仍然未完全
[00:14:30.960 --> 00:14:32.960]  我過往在港島和大家分享過
[00:14:32.960 --> 00:14:34.960]  已然未然這個天國
[00:14:34.960 --> 00:14:36.960]  Already but not yet
[00:14:36.960 --> 00:14:38.960]  我們弟兄姊妹
[00:14:38.960 --> 00:14:40.960]  我們信耶穌的人
[00:14:40.960 --> 00:14:41.960]  我們認真跟從主的門徒
[00:14:41.960 --> 00:14:43.960]  我們生活在這個世界上
[00:14:43.960 --> 00:14:44.960]  我們會發現
[00:14:44.960 --> 00:14:47.960]  原來神給我們的價值觀
[00:14:47.960 --> 00:14:49.960]  和這個世界上很多不同
[00:14:49.960 --> 00:14:50.960]  很多矛盾
[00:14:50.960 --> 00:14:51.960]  很多掙扎
[00:14:51.960 --> 00:14:52.960]  甚至有很多的張力
[00:14:52.960 --> 00:14:53.960]  很多的逼迫
[00:14:53.960 --> 00:14:55.960]  困難苦楚
[00:14:55.960 --> 00:14:57.960]  但是這些將會過去
[00:14:57.960 --> 00:15:00.960]  終有一天
[00:15:00.960 --> 00:15:02.960]  天國是必會完全這樣
[00:15:02.960 --> 00:15:05.960]  在地上彰顯和降臨
[00:15:05.960 --> 00:15:07.960]  在那個日子
[00:15:07.960 --> 00:15:08.960]  就是這個物質的世界
[00:15:08.960 --> 00:15:09.960]  終有一天
[00:15:09.960 --> 00:15:10.960]  終結的日子
[00:15:10.960 --> 00:15:11.960]  我們說
[00:15:11.960 --> 00:15:13.960]  俗稱是世界末日
[00:15:13.960 --> 00:15:15.960]  要等到何時
[00:15:15.960 --> 00:15:17.960]  哪一天是世界末日
[00:15:17.960 --> 00:15:19.960]  你知不知道
[00:15:19.960 --> 00:15:22.960]  我都不知道
[00:15:22.960 --> 00:15:24.960]  我相信你們都不能夠告訴我
[00:15:24.960 --> 00:15:26.960]  哪一年哪一月哪一日是世界末日
[00:15:26.960 --> 00:15:28.960]  不過我們
[00:15:28.960 --> 00:15:31.960]  近年都有很多啟示給我們
[00:15:31.960 --> 00:15:33.960]  一個COVID-19這個疫症
[00:15:33.960 --> 00:15:35.960]  搞到整個世界
[00:15:35.960 --> 00:15:37.960]  人心惶惶
[00:15:37.960 --> 00:15:38.960]  很混亂
[00:15:38.960 --> 00:15:40.960]  簡直好像翻天覆地一樣
[00:15:40.960 --> 00:15:42.960]  而我們再看看這個世界
[00:15:42.960 --> 00:15:43.960]  不同的地方
[00:15:43.960 --> 00:15:45.960]  各地都有很多黑暗的勢力
[00:15:45.960 --> 00:15:46.960]  很多腐敗
[00:15:46.960 --> 00:15:47.960]  很多惡人
[00:15:47.960 --> 00:15:48.960]  壞人
[00:15:48.960 --> 00:15:49.960]  任意的破壞
[00:15:49.960 --> 00:15:51.960]  很多地方充滿著
[00:15:51.960 --> 00:15:52.960]  不公平
[00:15:52.960 --> 00:15:53.960]  不公義
[00:15:53.960 --> 00:15:54.960]  不公道
[00:15:54.960 --> 00:15:56.960]  父母子女
[00:15:56.960 --> 00:15:58.960]  反目成仇
[00:15:58.960 --> 00:16:00.960]  正如馬太夫人一直說
[00:16:00.960 --> 00:16:03.960]  民要攻打民
[00:16:03.960 --> 00:16:04.960]  國要攻打國
[00:16:06.960 --> 00:16:07.960]  好像我們一直
[00:16:07.960 --> 00:16:08.960]  在這個地上生活的時候
[00:16:08.960 --> 00:16:10.960]  發現聖經裏面所說
[00:16:10.960 --> 00:16:11.960]  很多末日的徵兆
[00:16:11.960 --> 00:16:13.960]  越來越明顯
[00:16:13.960 --> 00:16:16.960]  有時我們生活在這個世界上
[00:16:16.960 --> 00:16:18.960]  正正就是
[00:16:18.960 --> 00:16:20.960]  天國未完全降臨
[00:16:20.960 --> 00:16:21.960]  我們就承受著
[00:16:21.960 --> 00:16:22.960]  當中一些的壓力
[00:16:22.960 --> 00:16:23.960]  一些的困難
[00:16:23.960 --> 00:16:25.960]  但是弟兄姊妹
[00:16:25.960 --> 00:16:27.960]  再忍耐多一會
[00:16:27.960 --> 00:16:30.960]  主必會快來
[00:16:30.960 --> 00:16:32.960]  祂要統治這個地上
[00:16:34.960 --> 00:16:35.960]  再一次拯救我們
[00:16:35.960 --> 00:16:39.960]  主必在來
[00:16:39.960 --> 00:16:41.960]  是我們每一次領受聖餐的時候
[00:16:41.960 --> 00:16:42.960]  一個很重要的訊息
[00:16:42.960 --> 00:16:44.960]  祂一定回來
[00:16:44.960 --> 00:16:45.960]  我們是等得到的
[00:16:45.960 --> 00:16:47.960]  所以第三點
[00:16:47.960 --> 00:16:51.960]  同享筵席
