
[00:00:00.000 --> 00:00:06.000]  主席:各位師妹,早安,先聽神的道義,先同心的祈禱
[00:10:37.000 --> 00:10:40.000]  主席:我們打開聖經一起讀,不要太長
[00:10:40.000 --> 00:10:43.000]  主席:我們一起讀,用普通話也好,廣東話也好
[00:10:43.000 --> 00:10:47.000]  主席:我今天就用普通話讀,考考我的普通話
[00:10:48.000 --> 00:11:05.000]  主席:當時,約書亞叫了女面人、扎特人和馬拉斯半支派的人來,對他們說:耶穌華,吾人摩斯所吩咐你們的,你們都遵守了
[00:11:05.000 --> 00:11:09.000]  主席:我所吩咐你們的,你們也都聽從了
[00:11:10.000 --> 00:11:23.000]  主席:你們這許多日子,從沒有脫離你們的體中,直到今日,並守了耶穌華,你們神所吩咐你們當守的
[00:11:23.000 --> 00:11:32.000]  主席:如今,耶穌華,你們神教授他所吟許的,使你們提宋思想平安
[00:11:33.000 --> 00:11:43.000]  主席:現在可以轉回你們的帳篷,到耶穌華的復仁摩斯的約旦河東所去你們回憶之地
[00:11:43.000 --> 00:11:53.000]  主席:只要切切聽真神,耶穌華復仁摩斯所吩咐你們的,切命律法
[00:11:54.000 --> 00:12:06.000]  主席:愛耶穌華,你們的神,請他一切的道,守他的誡命,真靠他,盡心盡性侍奉他
[00:12:07.000 --> 00:12:24.000]  主席:在這裏講了多重的關係,包括有三方面的關係,第一方面的關係,是談及到約書亞裏面耶華和選民以色列的關係
[00:12:25.000 --> 00:12:42.000]  主席:所以在這裏一開始講耶華復仁摩斯所吩咐你們的,你們都遵守了,這裏是介紹到耶華神和以色列民之間的關係
[00:12:43.000 --> 00:13:00.000]  主席:只不過在第22章更加狹窄地去討論到這兩個半支派,即裏面人,加德人和馬來西半支派,這兩個半支派的關係
[00:13:00.000 --> 00:13:08.000]  主席:他不單止提到耶華神和以色列民的關係,他並且談及到以色列和馬來西半支派的關係
[00:13:09.000 --> 00:13:18.000]  主席:他不單止提到耶華神和以色列民的關係,他並且談及到以色列的領袖,即摩西約書亞和全以色列民之間的關係
[00:13:18.000 --> 00:13:24.000]  主席:不光提到了和選民的關係,也提到了摩西約書亞和他們的關係
[00:13:25.000 --> 00:13:42.000]  主席:第二重的關係,不單止神和人的關係,領袖和他的子民的關係,而且還有第三重的關係,就是以色列民和支派之間的關係
[00:13:42.000 --> 00:13:51.000]  主席:是兩個半支派和其餘的十個半支派的關係,和其他九個半支派的關係
[00:13:52.000 --> 00:14:17.000]  主席:弟兄姊妹,人在地上都有不同的關係,你和你的家人的關係,你和父母之間的關係,你和兄弟姊妹的關係,還有你和你的朋友之間的關係
[00:14:18.000 --> 00:14:30.000]  主席:在不同層次的關係裏面,你都有不同層次的約定,照道理你和父母的關係,應該層次是最緊密的
[00:14:30.000 --> 00:14:40.000]  主席:另外,你就和兄弟姊妹之間的關係,或者最後一層,就是和你的朋友之間的關係
[00:14:41.000 --> 00:14:56.000]  主席:你不可以將這個不同層次的關係混淆,你不可以將這個關係搗亂,如果你說你和朋友的關係比你和父母的關係好,那就是說你處事處關係有問題
[00:14:57.000 --> 00:15:13.000]  主席:如果你說你和你太太或你丈夫的關係,及不上你和另外你的同事的關係,那就是說你夫妻之間有問題
[00:15:14.000 --> 00:15:28.000]  主席:這段聖經其實講了這三層的關係,耶和華神允許了以色列民,由始祖阿伯拉罕的時候已經講了
[00:15:28.000 --> 00:15:43.000]  主席:我要你的子孫後裔多到如海邊的沙一樣,天上的星那麼繁多,耶和華神還做得到嗎?
[00:15:44.000 --> 00:15:55.000]  主席:在前文第21章我們講了,他做了,他甚至將他們帶到英許地裏面,給他們的英許地
[00:15:55.000 --> 00:16:07.000]  主席:所以在第21章的最後,第41至45節,不是講了耶和華神落實了,將所有的地都分好了給十二個支派
[00:16:08.000 --> 00:16:31.000]  主席:至於以色列民之間的關係如何呢?在這段聖經就告訴我們,原來這兩個半支派,即是里邊人,加德人和馬來西亞半支派的人,都落實了他們和領袖約書亞的約定
[00:16:32.000 --> 00:16:41.000]  主席:這個兩個半支派,里邊人,加德人和馬來西亞半支派的人,都履行了和領袖約書亞的約定
[00:16:41.000 --> 00:17:00.000]  主席:什麼約定呢?還記得這個故事嗎?當以色列人進入英許地之前,離開約旦河,有兩個支派,里邊和加德,他們見到約旦河東的地方很美麗
[00:17:01.000 --> 00:17:24.000]  主席:於是他們就走去和摩西和約書亞講,和當時的祭司以利亞薩,我們不過河了,我希望你將約旦河東的這個地方賜給我們這兩個支派,成為我們的地業
[00:17:25.000 --> 00:17:35.000]  主席:這兩個支派要的地是什麼地呢?
[00:17:36.000 --> 00:18:01.000]  主席:我有行在公元2000年的時候,去以色列讀書,去探訪那些地方的時候,就真的去過這個地區,這個地區叫做哥蘭高地,哥蘭高地是約旦河東的山上的一塊高地
[00:18:02.000 --> 00:18:27.000]  主席:其實如果你今天去旅行,你一定會去加利利海,去加利利海你一定會坐船,千萬不要現在去,很大風的,冬天開始起風,你如果暈船的話,我保證你一定暈,
[00:18:28.000 --> 00:18:55.000]  主席:那你從加利利海看上去,向東看就見到哥蘭高地,其實哥蘭高地不是很高,就是那座山,你就這樣看都看得到上頂,根據地理學家的說法,那裡的高度大約是300米左右,從海拔數上去,
[00:18:56.000 --> 00:19:20.000]  主席:我們坐旅遊巴上去哥蘭高地,坐旅遊巴上去哥蘭高地是很危險的,就要在哥蘭高地的南端,比較沒有那麼斜的地方,走一條迂迴曲折的小路,車路長山,
[00:19:21.000 --> 00:19:45.000]  主席:那條迂迴曲折的道路,一邊是懸崖,一邊是路,我們坐旅遊巴就見到,以為跌下去了,下面還沒上哥蘭高地就是乾地,爛地石頭,
[00:19:46.000 --> 00:19:55.000]  主席:我們坐旅遊巴上去哥蘭高地,坐旅遊巴上去哥蘭高地是很危險的,一邊是路,一邊是路,我們坐旅遊巴上去哥蘭高地就是爛地,爛地石頭,
[00:19:55.000 --> 00:20:02.000]  主席:我們坐旅遊巴上去哥蘭高地,坐旅遊巴上去哥蘭高地就是爛地,爛地石頭,
[00:20:03.000 --> 00:20:25.000]  主席:一兩朵我想在多倫多會見到,全地你看不到那麼盡都是太陽花,種太陽花種子,駕駛了半個小時之後,走過另一塊地,全部都是種菜,
[00:20:26.000 --> 00:20:49.000]  主席:一兩朵我想在多倫多會見到,全地你看不到那麼盡都是太陽花,種太陽花種子,駕駛了半個小時之後,走過另一塊地,全部都是種菜,種太陽花種子,
[00:20:50.000 --> 00:21:11.000]  主席:原來在上面和下面是兩個天地,這兩個字牌見到那麼好的地,自己說要留在這裏,約翰說不行,摩西說不行,
[00:21:12.000 --> 00:21:32.000]  主席:你真的背棄你的兄弟,見好你就自己立了先,他們說不會,我們只是將家人先放在這裏,我會陪著其他所有伊斯蘭人過了約旦河,拿了英許地我才回去,
[00:21:33.000 --> 00:21:50.000]  主席:就是在這個約定之下,這兩個字牌和其他十個字牌一同進了英許地,得到所有地了。
[00:21:51.000 --> 00:22:10.000]  主席:這上面已經講過了,約書亞在這裏做一個評語,你們真的按照你們的約定,在很多日子的時間,沒有撇棄過你們的兄弟,直到今天,
[00:22:11.000 --> 00:22:40.000]  主席:2015年9月10月4日,好像在耶和華神面前發誓,守好這個約,做好你們的工作,連神也做好他的工作,分配所有地給所有十個字牌之後,你們做得好,
[00:22:41.000 --> 00:23:04.000]  主席:可以回去了,回到你們原本在約旦河東的時候,你們所要的地,在這個過程當中,就涉及了一個字牌,叫馬來西亞字牌,馬來西亞字牌因此就可以分到約旦河東和馬來西亞每處有一塊地。
[00:23:05.000 --> 00:23:22.000]  主席:馬來西亞可以分到河東和河西都可以分到一塊地,這樣可能不公平,每個字牌分一塊地,為什麽馬來西亞字牌可以分兩塊地呢?
[00:23:23.000 --> 00:23:50.000]  主席:上帝當然是偏心,我這樣問你們當然說不是,上帝當然不是偏心,答案也不是偏心,為什麽不是偏心呢?因為一個原因,馬來西亞是約瑟字牌約瑟的大兒子,和大兒子可以分兩塊地。
[00:23:51.000 --> 00:24:16.000]  主席:上帝在民數記和生命記裏定下了一個律例,大兒子分兩份的家產,分地他也分兩份,於是在東他分了一份,西他分了一份,等於上帝是按照他的律例典章,很公平地分好這個地。
[00:24:17.000 --> 00:24:26.000]  主席:因此為什麽就算馬來西亞字牌沒有要求在約旦河東拿地,他們也有一份。
[00:24:27.000 --> 00:24:47.000]  主席:因此為什麽就算馬來西亞字牌沒有要求在約旦河東拿地,他們也有一份。
[00:24:48.000 --> 00:24:58.000]  主席:從其餘的九個半支派,約定也做好了,又履行了。
[00:24:58.000 --> 00:25:13.000]  主席:第三,作為領袖的約書,看到這兩個半支派,並且看到耶和華所做的所有事情,都認同,全部都履行了。
[00:25:14.000 --> 00:25:24.000]  主席:請師妹,這就是一個見證,一個能夠落實承諾的一個屬靈美麗的見證。
[00:25:24.000 --> 00:25:39.000]  主席:特別當我們談到耶和華,他將他很多年前應許了阿伯拉罕始祖的約定都履行了之後,
[00:25:40.000 --> 00:25:47.000]  主席:神對始祖阿伯拉罕的啟示都已經落實了。
[00:25:47.000 --> 00:25:53.000]  主席:來到第二,約書22章可以說是一個大團圓的結局。
[00:25:53.000 --> 00:25:56.000]  主席:來到22章可以說是一個大團圓的結局。
[00:25:56.000 --> 00:26:08.000]  主席:就好像我們看粵語長片一樣,最後,全部人都拖出手來,齊歡唱,同慶賀,就是這個時間。
[00:26:09.000 --> 00:26:13.000]  主席:這個時間是我們值得高興的時間。
[00:26:13.000 --> 00:26:21.000]  主席:每一個人都言而有信,做到他所追求的工作。
[00:26:21.000 --> 00:26:31.000]  主席:每一個人都言而有信,做到他所追求的工作。
[00:26:32.000 --> 00:26:39.000]  主席:那你在家裏能否做到言而有信的人呢?
[00:26:39.000 --> 00:26:50.000]  主席:現在這個世界上,如果你是一個言而有信的人,是有絕對的優勢。
[00:26:50.000 --> 00:27:01.000]  主席:而作為基督徒的人,如果能夠做到言而有信的話,這就是你的見證能力。
[00:27:02.000 --> 00:27:13.000]  主席:當你言而有信的時候,當你有虧損的時候,人們就會看到你真正的屬靈的質素。
[00:27:13.000 --> 00:27:26.000]  主席:在這個時代裏面,有多少人真的言而有信?
[00:27:27.000 --> 00:27:32.000]  主席:你和你的父母是不是言而有信?
[00:27:32.000 --> 00:27:37.000]  主席:你和你身邊的妻子是不是言而有信?
[00:27:37.000 --> 00:27:41.000]  主席:你和你身邊的丈夫是不是言而有信?
[00:27:41.000 --> 00:27:47.000]  主席:如果他們沒有言而有信的話,你會怎樣呢?
[00:27:47.000 --> 00:27:55.000]  主席:你知不知道很多男士或女士,他們結婚之後都會做一件事?
[00:27:56.000 --> 00:28:00.000]  主席:就叫做私己錢。
[00:28:00.000 --> 00:28:03.000]  主席:都會有私房錢。
[00:28:03.000 --> 00:28:05.000]  主席:你有沒有?
[00:28:05.000 --> 00:28:07.000]  主席:你有沒有?
[00:28:07.000 --> 00:28:09.000]  主席:你有沒有?
[00:28:09.000 --> 00:28:12.000]  主席:今天有很多人。
[00:28:12.000 --> 00:28:14.000]  主席:今天有好多人。
[00:28:14.000 --> 00:28:18.000]  主席:我認識的。原來他們結婚之後,戶口不是聯名的。
[00:28:18.000 --> 00:28:21.000]  主席:結婚之後,戶口不是聯名的。
[00:28:21.000 --> 00:28:23.000]  主席:不會讓對方知道的。
[00:28:23.000 --> 00:28:25.000]  主席:不會讓對方知道的。
[00:28:26.000 --> 00:28:27.000]  主席:有多少錢不會讓對方知道的。
[00:28:27.000 --> 00:28:32.000]  主席:甚至有聯名戶口,都自己靜悄悄地開了個人戶口。
[00:28:32.000 --> 00:28:36.000]  主席:即使有聯名戶口,也會靜悄悄地開一個自己的戶口。
[00:28:36.000 --> 00:28:38.000]  主席:即使有聯名戶口,也會靜悄悄地開一個自己的戶口。
[00:28:38.000 --> 00:28:40.000]  主席:你什麼時候才會知道呢?
[00:28:40.000 --> 00:28:42.000]  主席:他死了的時候。
[00:28:42.000 --> 00:28:45.000]  主席:無端端銀行說要凍結他的戶口,要打電話來給你。
[00:28:45.000 --> 00:28:47.000]  主席:你想怎樣?那你就知道了。
[00:28:47.000 --> 00:28:52.000]  主席:如果是這樣,凍結戶口,銀行打電話來告訴你想怎樣。
[00:28:53.000 --> 00:28:56.000]  主席:為什麼要有私房錢呢?
[00:28:56.000 --> 00:28:59.000]  主席:因為現在的人,夫妻都信不過對方。
[00:28:59.000 --> 00:29:02.000]  主席:結局是怎樣?
[00:29:02.000 --> 00:29:07.000]  主席:丈夫或太太的衣服。
[00:29:07.000 --> 00:29:11.000]  主席:對丈夫來說,太太的衣服。
[00:29:11.000 --> 00:29:13.000]  主席:有這樣的諺語。
[00:29:13.000 --> 00:29:16.000]  主席:娘親親。
[00:29:16.000 --> 00:29:20.000]  主席:你娘親親還是你媽媽親親?
[00:29:21.000 --> 00:29:23.000]  主席:父親親。
[00:29:23.000 --> 00:29:26.000]  主席:都不及近身前親。
[00:29:26.000 --> 00:29:31.000]  主席:有什麼問題,坐底過荷包有些錢?
[00:29:31.000 --> 00:29:35.000]  主席:就是他的意求。
[00:29:35.000 --> 00:29:39.000]  主席:因為現在人,雙方自己給錢沒有誠信。
[00:29:39.000 --> 00:29:44.000]  主席:你信不信得過你的丈夫?
[00:29:44.000 --> 00:29:47.000]  主席:你信不信得過你的太太?
[00:29:47.000 --> 00:29:50.000]  主席:你信不信得過你身邊的同事?
[00:29:51.000 --> 00:29:53.000]  主席:他告訴你他做了。
[00:29:53.000 --> 00:29:55.000]  主席:是不是真的做了?
[00:29:55.000 --> 00:29:58.000]  主席:我就很深體會了,過去幾個月。
[00:29:58.000 --> 00:30:02.000]  主席:你跟他說,你做了沒有?
[00:30:02.000 --> 00:30:05.000]  主席:他說差不多了。
[00:30:05.000 --> 00:30:07.000]  主席:差不多即是還沒有做?
[00:30:07.000 --> 00:30:10.000]  主席:不是,正在做。
[00:30:10.000 --> 00:30:13.000]  主席:正在做即是還沒有做?
[00:30:13.000 --> 00:30:17.000]  主席:他說不是,有事了。
[00:30:17.000 --> 00:30:20.000]  主席:我說你電郵給我看。
[00:30:21.000 --> 00:30:23.000]  主席:我沒有。
[00:30:23.000 --> 00:30:26.000]  主席:搞到這樣的時候。
[00:30:26.000 --> 00:30:29.000]  主席:根本沒有誠信。
[00:30:29.000 --> 00:30:33.000]  主席:親愛的,當人沒有誠信的時候。
[00:30:33.000 --> 00:30:36.000]  主席:當人沒有誠信的時候。
[00:30:36.000 --> 00:30:40.000]  主席:這個世界就只有自私。
[00:30:40.000 --> 00:30:43.000]  主席:我們看見這段聖經。
[00:30:43.000 --> 00:30:46.000]  主席:看一個美好的圖畫。
[00:30:47.000 --> 00:30:53.000]  主席:當所有人,甚至連夜,他都落實他的說話。
[00:30:53.000 --> 00:30:56.000]  主席:多麼美妙的事。
[00:30:56.000 --> 00:30:59.000]  主席:多麼美麗的情景。
[00:30:59.000 --> 00:31:03.000]  主席:你知不知道當大家都值得相信的時候。
[00:31:03.000 --> 00:31:08.000]  主席:你心中的擔憂少很多。
[00:31:08.000 --> 00:31:11.000]  主席:你心中的擔憂就會少很多。
[00:31:11.000 --> 00:31:14.000]  主席:真的很多。
[00:31:17.000 --> 00:31:19.000]  主席:在這段聖經當中。
[00:31:19.000 --> 00:31:22.000]  主席:其實告訴我們。
[00:31:22.000 --> 00:31:25.000]  主席:這麼美麗的情景。
[00:31:25.000 --> 00:31:27.000]  主席:這樣的關係。
[00:31:27.000 --> 00:31:31.000]  主席:其實是以色列民嚮往,並且以後應該繼續有的生活。
[00:31:31.000 --> 00:31:40.000]  主席:他們應該竭力保守這種關係。
[00:31:40.000 --> 00:31:43.000]  主席:他們應該全力去保守這種關係。
[00:31:44.000 --> 00:31:50.000]  主席:而這也是新約聖經的耶穌在他的門徒保羅曾經說過的一番話。
[00:31:50.000 --> 00:31:54.000]  主席:這也是耶穌在他的門徒保羅曾經所說的一句話。
[00:31:54.000 --> 00:32:00.000]  主席:縱然我們失信,但我們的主仍然可信敵。
[00:32:00.000 --> 00:32:08.000]  主席:因為信耶穌,就能夠給你一份很安樂的生活。
[00:32:08.000 --> 00:32:12.000]  主席:你不需要擔心祂還會騙你。
[00:32:13.000 --> 00:32:14.000]  主席:你不需要擔心祂還會騙你。
[00:32:14.000 --> 00:32:17.000]  主席:你不需要擔心祂還會騙你。
[00:32:17.000 --> 00:32:21.000]  主席:就像你身邊的伴侶一樣。
[00:32:21.000 --> 00:32:28.000]  主席:你如果和祂完全關係很好,沒有隱藏的。
[00:32:28.000 --> 00:32:31.000]  主席:大家經常都信守承諾。
[00:32:31.000 --> 00:32:37.000]  主席:你就不會擔心,當你生病的時候,祂會不理你。
[00:32:37.000 --> 00:32:41.000]  主席:祂不會說你死你淺。
[00:32:42.000 --> 00:32:44.000]  主席:祂會拿一杯水給你喝。
[00:32:44.000 --> 00:32:47.000]  主席:你會有這樣的安心。
[00:32:47.000 --> 00:32:53.000]  主席:這種的關係,其實應該在婚姻裏面是最好的表達。
[00:32:53.000 --> 00:32:56.000]  主席:因為我們將會看見。
[00:32:56.000 --> 00:33:07.000]  主席:到了第五節的時候,就形容了耶和華神和以色列人的關係,就好像一對夫婦的關係。
[00:33:08.000 --> 00:33:12.000]  主席:我讀一次,你們留心聽,第五節:
[00:33:12.000 --> 00:33:18.000]  主席:只要切切地謹慎遵行耶和華僕人摩西所吩咐你們的誡命律法,
[00:33:18.000 --> 00:33:26.000]  主席:我耶華你們的神行他一切的道,守他的誡命,尊靠他,盡心盡聖,侍奉他。
[00:33:27.000 --> 00:33:44.000]  主席:只要切切地謹慎遵行耶華僕人摩西所吩咐你們的誡命律法,我耶華你們的神行他一切的道,守他的誡命,尊靠他,盡心盡聖,侍奉他。
[00:33:45.000 --> 00:33:58.000]  主席:這裡就形容了耶華神和他的子民在這樣的光景,就是這一刻,應該有的生命生活的那種美麗的情況。
[00:33:58.000 --> 00:34:05.000]  主席:在這裡介紹了六方面他們的生命生活是怎樣的。
[00:34:06.000 --> 00:34:18.000]  主席:當大家都信守承諾之後,他們的親密程度是會自動自覺地進入一種會謹慎遵行神律法的態度。
[00:34:19.000 --> 00:34:41.000]  主席:會愛耶華神,行耶華神一切的道,守他的誡命,尊靠他,盡心盡聖,侍奉他。
[00:34:42.000 --> 00:34:58.000]  主席:這裡不是代表他們的關係好得好像回復到古代那樣,父女等老公起床的時候就灌盆水給丈夫、官人起床洗臉,幫你安排一切,不是這樣的情況。
[00:34:58.000 --> 00:35:07.000]  主席:是一種很體貼的情形。
[00:35:09.000 --> 00:35:19.000]  主席:希伯來文在這裡連續用了這六個分詞,介紹了這份甜蜜的關係到怎樣的地步。
[00:35:19.000 --> 00:35:23.000]  主席:有幾個字我要解釋一下。
[00:35:23.000 --> 00:35:34.000]  主席:首先是愛字,愛字其實是一種完全的付出。
[00:35:35.000 --> 00:35:47.000]  主席:行和守,就是希伯來文裡面兩個字,叫做 halakka,是希伯來文兩個字,halakka所衍生出來的動詞。
[00:35:47.000 --> 00:35:57.000]  主席:尊靠他,就是我們今天經常用的一個字,擁抱他。
[00:35:58.000 --> 00:36:07.000]  主席:最後是盡心盡性侍奉他,意思就是毫無保留。
[00:36:07.000 --> 00:36:22.000]  主席:其實這一節經文不是出自這裡,這節經文是出自在《生命記》第六章第四至第九節。
[00:36:22.000 --> 00:36:25.000]  主席:象徵著一種什麼關係呢?
[00:36:25.000 --> 00:36:36.000]  主席:完全沒有芥蒂,沒有任何間隔。
[00:36:36.000 --> 00:36:53.000]  主席:完全沒有保留,完全願意付出,信賴對方,願意將自己付出給對方,完全委託在對方的管理之下。
