
[00:00:00.000 --> 00:00:01.960]  各位朋友可能你會這樣想
[00:01:22.420 --> 00:01:23.720]  出生然後怎樣
[00:01:23.720 --> 00:01:25.420]  那條路就是一條路
[00:01:25.420 --> 00:01:26.420]  個個都要走
[00:01:26.420 --> 00:01:28.920]  無論你怎樣壯健 怎樣長壽
[00:01:28.920 --> 00:01:30.420]  都要走一條路
[00:01:30.420 --> 00:01:32.020]  但是很感謝神
[00:01:32.020 --> 00:01:33.720]  或者說感謝耶穌
[00:01:33.720 --> 00:01:35.420]  因為聖誕節就近了
[00:01:35.420 --> 00:01:37.420]  多講幾句耶穌這個字
[00:01:37.420 --> 00:01:39.620]  可能對你來講都不會陌生
[00:01:39.620 --> 00:01:42.420]  甚至乎在聖誕節你可以多講給人聽
[00:01:42.420 --> 00:01:43.620]  耶穌為什麼降生
[00:01:43.620 --> 00:01:45.620]  你都可以講這段詩給人聽
[00:01:45.620 --> 00:01:47.620]  在大家的祥寒裏面
[00:01:47.620 --> 00:01:49.220]  就有了一節聖經
[00:01:49.220 --> 00:01:51.020]  那些經文這樣講
[00:01:51.020 --> 00:01:53.820]  如果大家可以的話就一方見面
[00:01:53.820 --> 00:01:55.620]  那些吃東西不需要介意的
[00:01:55.620 --> 00:01:57.120]  因為我都習慣了
[00:01:57.120 --> 00:01:59.220]  人家吃東西我講話的
[00:01:59.220 --> 00:02:01.320]  因為只有這樣情況下
[00:02:01.320 --> 00:02:03.620]  你就幫到我 是不是
[00:02:03.620 --> 00:02:04.820]  其實不是一家之愛
[00:02:04.820 --> 00:02:05.820]  如果你有時間留下來
[00:02:05.820 --> 00:02:08.320]  我和你聊聊天都可以
[00:02:08.320 --> 00:02:09.420]  經文這樣寫的
[00:02:09.420 --> 00:02:11.820]  「我實實在在的告訴你們
[00:02:11.820 --> 00:02:14.820]  那聽我話又信猜我來者的
[00:02:14.820 --> 00:02:16.120]  就有永生
[00:02:16.120 --> 00:02:17.620]  不至於定罪
[00:02:17.620 --> 00:02:19.920]  是已經出死入生了」
[00:02:19.920 --> 00:02:22.720]  留心 最後那一詞出死入生
[00:02:22.720 --> 00:02:25.120]  這個是每一個人
[00:02:25.120 --> 00:02:26.420]  都有機會
[00:02:26.420 --> 00:02:28.220]  我用機會這個詞
[00:02:28.220 --> 00:02:32.720]  去接受這個賜福的
[00:02:32.720 --> 00:02:37.020]  人的定命就是出生入死
[00:02:37.020 --> 00:02:38.720]  定局來的 沒得變的
[00:02:38.720 --> 00:02:39.720]  你叻不叻都好
[00:02:39.720 --> 00:02:41.620]  秦始皇都搞不定
[00:02:41.620 --> 00:02:42.820]  是不是
[00:02:42.820 --> 00:02:45.620]  你就算科學家 醫生
[00:02:45.620 --> 00:02:48.620]  你都沒辦法改變這個出死入生
[00:02:48.620 --> 00:02:51.820]  但是 耶穌基督在二千年前
[00:02:51.820 --> 00:02:54.120]  就將這個詞改了
[00:02:54.120 --> 00:02:56.720]  出生入 出死入生
[00:02:56.720 --> 00:02:57.820]  可能你一聽的時候
[00:02:57.820 --> 00:02:59.220]  這個是一個醫學問題
[00:02:59.220 --> 00:03:00.920]  不是 是壽命問題
[00:03:00.920 --> 00:03:03.520]  不是 是一個信仰問題
[00:03:03.520 --> 00:03:04.620]  是一個人活著的
[00:03:04.620 --> 00:03:06.520]  有沒有價值的問題
[00:03:06.520 --> 00:03:07.120]  為什麼要這樣講
[00:03:07.120 --> 00:03:08.220]  你看前面的話
[00:03:08.220 --> 00:03:10.420]  他說我實在告訴你們
[00:03:10.420 --> 00:03:13.920]  哪些人可以出死入生呢
[00:03:13.920 --> 00:03:16.920]  聽這個我者之耶穌
[00:03:16.920 --> 00:03:19.120]  聽耶穌所講的說話
[00:03:19.120 --> 00:03:22.120]  又相信
[00:03:22.120 --> 00:03:25.820]  他來就不是貿然的
[00:03:25.820 --> 00:03:28.120]  被命中口含來
[00:03:28.120 --> 00:03:28.820]  不是
[00:03:28.820 --> 00:03:31.020]  他是一個定命
[00:03:31.020 --> 00:03:33.520]  上帝將他猜在這個世界上
[00:03:33.520 --> 00:03:36.720]  他說你聽了話又信的人
[00:03:36.720 --> 00:03:39.020]  接著下面說就有永生
[00:03:39.020 --> 00:03:41.020]  他不是說你不會死
[00:03:41.020 --> 00:03:42.720]  他說你就有永生
[00:03:42.720 --> 00:03:45.120]  接著說不自定罪
[00:03:45.120 --> 00:03:46.220]  出死入生
[00:03:46.220 --> 00:03:48.220]  這樣時間有限
[00:03:48.220 --> 00:03:49.620]  所以我只容易二十分鐘
[00:03:49.620 --> 00:03:52.120]  因為你們要上班
[00:03:52.120 --> 00:03:54.120]  我想用一個故事告訴大家
[00:03:54.120 --> 00:03:55.820]  看看你的看法怎樣
[00:03:55.820 --> 00:03:57.720]  這個故事我從一本書裡面看到
[00:03:57.720 --> 00:03:59.220]  很有意思的
[00:03:59.220 --> 00:04:01.720]  它說到底
[00:04:01.720 --> 00:04:05.420]  人是否相信上帝聽祈禱呢
[00:04:05.420 --> 00:04:07.620]  因為這個是今早我都有經歷的
[00:04:07.620 --> 00:04:11.620]  我今早八點鐘回教會有祈禱會
[00:04:11.620 --> 00:04:16.020]  我在行程中間
[00:04:16.020 --> 00:04:16.820]  我向上帝禱告
[00:04:16.820 --> 00:04:17.720]  我向上帝說
[00:04:17.720 --> 00:04:19.420]  今天午餐會裡面
[00:04:19.420 --> 00:04:21.420]  我可不可以向你祈禱
[00:04:21.420 --> 00:04:22.420]  那些來的朋友
[00:04:22.420 --> 00:04:24.620]  每個人都可以信耶穌呢
[00:04:24.620 --> 00:04:26.120]  當我作這個祈禱的時候
[00:04:26.120 --> 00:04:26.920]  可能現在收回
[00:04:26.920 --> 00:04:28.120]  我不敢了
[00:04:28.120 --> 00:04:28.920]  因為為什麼呢
[00:04:28.920 --> 00:04:31.020]  如果我這樣祈禱到時不成事
[00:04:31.020 --> 00:04:32.920]  好像上帝沒有聽我祈禱
[00:04:32.920 --> 00:04:33.920]  後來我一轉眼
[00:04:33.920 --> 00:04:34.720]  哇 神啊
[00:04:34.720 --> 00:04:36.120]  求你
[00:04:36.120 --> 00:04:38.620]  這些事情一定成事的
[00:04:38.620 --> 00:04:43.320]  求你愛他們中間每一個人
[00:04:43.320 --> 00:04:45.020]  神愛世人
[00:04:45.020 --> 00:04:46.020]  所以各位朋友
[00:04:46.020 --> 00:04:48.020]  今天你們來參加這個午餐會
[00:04:48.020 --> 00:04:52.020]  是神的愛幫助你
[00:04:52.020 --> 00:04:54.720]  讓你的朋友邀請你
[00:04:54.720 --> 00:04:55.920]  我告訴你
[00:04:55.920 --> 00:04:58.020]  還有很多你不認識的人
[00:04:58.020 --> 00:04:59.620]  他為你祈禱
[00:04:59.620 --> 00:05:00.520]  我臨出來之前
[00:05:00.520 --> 00:05:01.520]  我開完會
[00:05:01.520 --> 00:05:02.620]  我的同事要吃飯
[00:05:02.620 --> 00:05:03.420]  我說我記住
[00:05:03.420 --> 00:05:05.220]  你們吃飯的時候我祈禱
[00:05:05.220 --> 00:05:05.920]  他們在吃東西的時候
[00:05:05.920 --> 00:05:07.620]  我已經在說了
[00:05:07.620 --> 00:05:08.520]  很多你不認識的人
[00:05:08.520 --> 00:05:09.220]  為你祈禱
[00:05:09.220 --> 00:05:10.020]  為什麼呢
[00:05:10.020 --> 00:05:11.820]  因為神就是愛
[00:05:11.820 --> 00:05:14.720]  我很希望今天中午這個時分
[00:05:14.720 --> 00:05:18.320]  每一個參加這個午宴的朋友
[00:05:18.320 --> 00:05:20.920]  你都能夠經歷到神的愛
[00:05:20.920 --> 00:05:23.020]  我為什麼說用這個
[00:05:23.020 --> 00:05:25.520]  作為一個開始講故事呢
[00:05:25.520 --> 00:05:29.820]  因為時間不容許我講這麼詳細
[00:05:29.820 --> 00:05:31.120]  我可以講一點
[00:05:31.120 --> 00:05:31.920]  有一本書
[00:05:31.920 --> 00:05:35.920]  這本書講基督徒的無神論者
[00:05:35.920 --> 00:05:37.820]  基督徒的無神論者
[00:05:37.820 --> 00:05:39.820]  這本書裡面有一章
[00:05:39.820 --> 00:05:41.920]  這個作者是這樣講的
[00:05:41.920 --> 00:05:43.620]  他說很多人相信神
[00:05:43.620 --> 00:05:46.420]  但是不相信祈禱的能力
[00:05:46.420 --> 00:05:47.620]  他用了一個例子
[00:05:47.620 --> 00:05:49.120]  不知道這個例子你聽過沒有
[00:05:49.120 --> 00:05:50.420]  是屬實是不屬實
[00:05:50.420 --> 00:05:50.820]  我不知道
[00:05:50.820 --> 00:05:52.520]  但是書裡面這樣記載
[00:05:52.520 --> 00:05:53.020]  他說有一次
[00:05:53.020 --> 00:05:56.820]  有一個牧師向教會的信徒呼籲
[00:05:56.820 --> 00:05:58.320]  他說求神使
[00:05:58.320 --> 00:06:02.520]  他那間教堂旁邊的酒吧
[00:06:02.520 --> 00:06:04.320]  不要再這麼吵架
[00:06:04.320 --> 00:06:06.020]  早點結業
[00:06:06.020 --> 00:06:09.420]  於是那些牧師和全體教友一起祈禱
[00:06:09.420 --> 00:06:12.220]  他在一次晚間祈禱會之後
[00:06:12.220 --> 00:06:14.820]  他懇求神將這個鄰近社區
[00:06:14.820 --> 00:06:17.120]  這個酒吧這麼多罪案
[00:06:17.120 --> 00:06:19.720]  希望這些人能夠從中解決出來
[00:06:19.720 --> 00:06:22.620]  祈禱之後幾個禮拜
[00:06:22.620 --> 00:06:26.520]  那間酒吧被閃電擊中
[00:06:26.520 --> 00:06:28.720]  父子一舉
[00:06:28.720 --> 00:06:29.420]  父子一舉
[00:06:29.420 --> 00:06:33.220]  酒吧東主聽聞說
[00:06:33.220 --> 00:06:36.420]  這個教會的祈禱團體
[00:06:36.420 --> 00:06:38.120]  曾經說這件事我祈禱過
[00:06:38.120 --> 00:06:40.120]  是哪件事不知道
[00:06:40.120 --> 00:06:45.220]  於是這個酒吧的東主就去到法院告這間教會
[00:06:45.220 --> 00:06:46.620]  他告了什麼教會呢
[00:06:46.620 --> 00:06:48.720]  他說因為他們祈禱
[00:06:48.720 --> 00:06:53.220]  令到我這間酒吧有罪
[00:06:53.220 --> 00:06:55.520]  父子一舉
[00:06:55.520 --> 00:06:59.620]  經過一個訴訟期間
[00:06:59.620 --> 00:07:00.820]  這個酒吧東主認為
[00:07:00.820 --> 00:07:04.320]  這是祈禱出來的效應
[00:07:04.320 --> 00:07:07.520]  但是那個牧師林鎮
[00:07:07.520 --> 00:07:10.420]  在答辯的時候
[00:07:10.420 --> 00:07:12.520]  他就否認這個指控
[00:07:12.520 --> 00:07:15.220]  他說我們教會的確有祈禱
[00:07:15.220 --> 00:07:17.420]  不過我不肯定
[00:07:17.420 --> 00:07:21.720]  我們會眾個個都以為這件事會發生
[00:07:21.720 --> 00:07:24.620]  我們不會以為這件事會發生
[00:07:24.620 --> 00:07:29.320]  這個法官就在法官椅上
[00:07:29.320 --> 00:07:31.020]  又很驚訝
[00:07:31.020 --> 00:07:34.420]  又一副無奈很困惑的樣子
[00:07:34.420 --> 00:07:36.020]  就說了這句話
[00:07:36.020 --> 00:07:37.920]  我真是難以置信
[00:07:37.920 --> 00:07:39.820]  在我面前
[00:07:39.820 --> 00:07:43.820]  有一位相信祈禱能力的酒吧東主
[00:07:43.820 --> 00:07:49.720]  和一位不相信祈禱能力的牧師
[00:07:49.720 --> 00:07:50.420]  他怎麼判呢
[00:07:50.420 --> 00:07:52.720]  沒有說那個指控怎麼判
[00:07:52.720 --> 00:07:56.020]  不過我相信今天禱告裡面
[00:07:56.020 --> 00:07:57.520]  神是愛你
[00:07:57.520 --> 00:07:59.120]  我為你禱告
[00:07:59.120 --> 00:08:00.520]  神一定聽
[00:08:00.520 --> 00:08:01.620]  問題就是
[00:08:01.620 --> 00:08:04.120]  你相不相信你接不接受
[00:08:04.120 --> 00:08:06.420]  是在於你自己的權利
[00:08:06.420 --> 00:08:08.820]  耶穌說那聽我的話
[00:08:08.820 --> 00:08:10.820]  這個聽我的話是指什麼呢
[00:08:10.820 --> 00:08:13.820]  就是指聖經上的說話
[00:08:13.820 --> 00:08:15.420]  我們今天就算講道
[00:08:15.420 --> 00:08:16.420]  有些講故事
[00:08:16.420 --> 00:08:17.820]  有些講人生經歷
[00:08:17.820 --> 00:08:21.020]  但是如果要你能夠相信接受耶穌
[00:08:21.020 --> 00:08:23.120]  莫過於聖經的說話
[00:08:23.120 --> 00:08:24.720]  聖經告訴我們
[00:08:24.720 --> 00:08:27.220]  罪的功架乃是死
[00:08:27.220 --> 00:08:28.820]  聖經告訴我們
[00:08:28.820 --> 00:08:29.820]  按著定命
[00:08:29.820 --> 00:08:31.220]  人人都有一死
[00:08:31.220 --> 00:08:33.020]  死後且有壽
[00:08:33.020 --> 00:08:34.720]  聖經告訴我們
[00:08:34.720 --> 00:08:36.920]  罪是從一個人進入世界
[00:08:36.920 --> 00:08:38.520]  死也是從罪來的
[00:08:38.520 --> 00:08:40.020]  於是死了臨到眾人
[00:08:40.020 --> 00:08:42.120]  因為眾人都犯了罪
[00:08:42.120 --> 00:08:43.720]  聖經還告訴我們
[00:08:43.720 --> 00:08:46.720]  人不單單是身體會結束
[00:08:46.720 --> 00:08:47.920]  還有一樣東西
[00:08:47.920 --> 00:08:51.120]  永生會永遠滅亡
[00:08:51.120 --> 00:08:53.120]  很多人不信永生
[00:08:53.120 --> 00:08:54.320]  其實神造萬物
[00:08:54.320 --> 00:08:55.320]  國安其事
[00:08:55.320 --> 00:08:56.520]  漢為美好
[00:08:56.520 --> 00:08:58.620]  早在人被造的時候
[00:08:58.620 --> 00:09:00.520]  將永遠放在人類裏面
[00:09:00.520 --> 00:09:03.620]  這個永遠如果以我們通常講掛說話
[00:09:03.620 --> 00:09:06.320]  就說有沒有靈
[00:09:06.320 --> 00:09:08.220]  有些沒有靈魂在裏面
[00:09:08.220 --> 00:09:10.820]  這個人就行屍走肉
[00:09:10.820 --> 00:09:12.220]  是不是
[00:09:12.220 --> 00:09:14.020]  有沒有靈這個東西
[00:09:14.020 --> 00:09:15.520]  不是你講不講問題
[00:09:15.520 --> 00:09:17.920]  而是你敢不敢講問題
[00:09:17.920 --> 00:09:19.020]  哪些人有靈
[00:09:19.020 --> 00:09:21.720]  有些人一對罪惡很有敏感的
[00:09:21.720 --> 00:09:22.120]  是不是
[00:09:22.120 --> 00:09:26.320]  有些人犯罪是完全無動於衷的
[00:09:26.320 --> 00:09:27.820]  所以上帝造人的時候
[00:09:27.820 --> 00:09:29.520]  已經將永遠放在裏面
[00:09:29.520 --> 00:09:32.320]  問題就是我們不知道這個永遠在哪裏
[00:09:32.320 --> 00:09:35.220]  因此我們就醉生夢死
[00:09:35.220 --> 00:09:37.820]  我們就行屍走肉
[00:09:37.820 --> 00:09:40.820]  我們就放縱自己的肉體
[00:09:40.820 --> 00:09:42.420]  聖經講罪的時候
[00:09:42.420 --> 00:09:45.820]  不是單單只你做出來的惡的行為那些罪
[00:09:45.820 --> 00:09:46.820]  聖經講罪的時候
[00:09:46.820 --> 00:09:48.620]  雅各書第一章說
[00:09:48.620 --> 00:09:54.420]  屍肉懷胎就生出罪惡
[00:09:54.420 --> 00:09:56.120]  人如果沒有思想上面
[00:09:56.120 --> 00:09:59.320]  沒有意念上面之先
[00:09:59.320 --> 00:10:01.220]  未必有個行動
[00:10:01.220 --> 00:10:02.620]  但是有了那個意念之後
[00:10:02.620 --> 00:10:03.920]  你未必做了出來
[00:10:03.920 --> 00:10:06.020]  所以世人都犯了罪
[00:10:06.020 --> 00:10:10.520]  這句說話就不是只是說那些坐牢的那些
[00:10:10.520 --> 00:10:11.720]  法庭要代判那些
[00:10:11.720 --> 00:10:12.920]  不是
[00:10:12.920 --> 00:10:14.520]  世人之所有的人
[00:10:14.520 --> 00:10:16.120]  是神所愛的人
[00:10:16.120 --> 00:10:17.220]  都有罪
[00:10:17.220 --> 00:10:18.920]  既然有罪那怎麼辦呢
[00:10:18.920 --> 00:10:20.720]  罪的功架是死
[00:10:20.720 --> 00:10:23.620]  因此人會在這個定局裏面
[00:10:23.620 --> 00:10:25.420]  第一身體一定要死亡
[00:10:25.420 --> 00:10:26.620]  這個是肯定的
[00:10:26.620 --> 00:10:29.020]  第二最可惜的時刻就是
[00:10:29.020 --> 00:10:31.620]  死後且有審判
[00:10:31.620 --> 00:10:33.120]  這個審判的時候
[00:10:33.120 --> 00:10:34.220]  何去何從
[00:10:34.220 --> 00:10:38.220]  哪條路是永生之路還是滅亡之路呢
[00:10:38.220 --> 00:10:42.120]  這個就是為什麼很多人流離的時候
[00:10:42.120 --> 00:10:43.920]  很害怕
[00:10:43.920 --> 00:10:46.520]  我接二連三所聽到的
[00:10:46.520 --> 00:10:48.220]  所見到的
[00:10:48.220 --> 00:10:50.320]  就是有些人
[00:10:50.320 --> 00:10:55.120]  我看到你們這裏有個福親晚會的預告
[00:10:55.120 --> 00:10:57.120]  請問余德純先生說
[00:10:57.120 --> 00:10:59.320]  我上個星期六才聽他說的
[00:10:59.320 --> 00:11:01.420]  他說他太太來不知道這次會不會過
[00:11:01.420 --> 00:11:05.320]  他太太最後走的時候是笑著走的
[00:11:05.320 --> 00:11:07.520]  人走的時候是笑著走的
[00:11:07.520 --> 00:11:08.820]  這個真是不容置我
[00:11:08.820 --> 00:11:11.220]  不是他傻了笑著走
[00:11:11.220 --> 00:11:15.020]  是因為他完全識破合同條款
[00:11:15.020 --> 00:11:16.520]  所以我相信
[00:11:16.520 --> 00:11:18.120]  我不是跟他做預告
[00:11:18.120 --> 00:11:21.420]  不過你們可以預先買一條票就可以了
[00:11:21.420 --> 00:11:22.820]  值得聽
[00:11:22.820 --> 00:11:24.120]  那晚我聽完之後
[00:11:24.120 --> 00:11:26.920]  對生性的問題重新有個想法
[00:11:26.920 --> 00:11:29.020]  既然如此罪的功架是死
[00:11:29.020 --> 00:11:30.720]  人活在恐懼中間
[00:11:30.720 --> 00:11:33.120]  因為不知前面走什麼路
[00:11:33.120 --> 00:11:34.820]  我最近遇到一個情況
[00:11:34.820 --> 00:11:36.220]  是我的女兒跟我說
[00:11:36.220 --> 00:11:38.620]  她說我大學有一個好同學
[00:11:38.620 --> 00:11:43.220]  那個好同學的媽媽快沒期了
[00:11:43.220 --> 00:11:46.220]  她說你幫她祈禱
[00:11:46.220 --> 00:11:49.920]  後來我跟她途中趕去的時候
[00:11:49.920 --> 00:11:50.920]  問她為什麼
[00:11:50.920 --> 00:11:52.620]  她說我想我媽媽得救
[00:11:52.620 --> 00:11:54.320]  我問她
[00:11:54.320 --> 00:11:55.520]  那這個同學信你人生命嗎
[00:11:55.520 --> 00:11:56.620]  她說她沒有
[00:11:56.620 --> 00:11:57.620]  她說她自己沒信耶穌
[00:11:57.620 --> 00:11:58.820]  為什麼要阿伯說
[00:11:58.820 --> 00:12:02.220]  因為她知道將來有天堂
[00:12:02.220 --> 00:12:03.420]  人好命好命
[00:12:03.420 --> 00:12:05.020]  你將來去哪裡
[00:12:05.020 --> 00:12:07.520]  你的親人會去哪裡
[00:12:07.520 --> 00:12:08.720]  你如果不想的時候
[00:12:08.720 --> 00:12:12.220]  你不知道原來一個人可以出死入生
[00:12:12.220 --> 00:12:14.220]  這個生不是指這個生命的生
[00:12:14.220 --> 00:12:16.420]  這個生是指永生的生
[00:12:16.420 --> 00:12:19.120]  離開這個必然的困局
[00:12:19.120 --> 00:12:20.320]  走滅亡之路
[00:12:20.320 --> 00:12:22.020]  然後進入永生
[00:12:22.020 --> 00:12:22.820]  所以耶穌說
[00:12:22.820 --> 00:12:26.820]  聽我話有信猜我來者的就有永生
[00:12:26.820 --> 00:12:31.720]  你只要聽了肯相信就有永生
[00:12:31.720 --> 00:12:33.820]  然後下面這兩個字寫在下面
[00:12:33.820 --> 00:12:37.020]  他說不至於定罪
[00:12:37.020 --> 00:12:38.420]  一講不至於定罪
[00:12:38.420 --> 00:12:41.020]  我想香港人到這個時候應該很敏感
[00:12:41.020 --> 00:12:43.620]  應該很明白什麼叫定罪
[00:12:43.620 --> 00:12:47.220]  就是那些潮流問題
[00:12:47.220 --> 00:12:49.420]  話說你幾十年前做過事
[00:12:49.420 --> 00:12:50.920]  只要一找出來
[00:12:50.920 --> 00:12:54.620]  有就有 沒就沒了 是不是
[00:12:54.620 --> 00:12:57.020]  我不是評論現在的政治人物
[00:12:57.020 --> 00:12:58.020]  因為我不想做
[00:12:58.020 --> 00:12:58.820]  反正我還沒講
[00:12:58.820 --> 00:12:59.820]  我只是告訴你
[00:12:59.820 --> 00:13:01.620]  從你年幼到現在
[00:13:01.620 --> 00:13:03.820]  請問你有哪一件事情
[00:13:03.820 --> 00:13:05.420]  你覺得一生人到現在
[00:13:05.420 --> 00:13:08.620]  一點錯處都沒有做過有沒有
[00:13:08.620 --> 00:13:09.920]  沒有講過壞話
[00:13:09.920 --> 00:13:11.920]  心裡沒有想過壞事
[00:13:11.920 --> 00:13:13.120]  或者這麼說
[00:13:13.120 --> 00:13:14.920]  你從小到大到現在
[00:13:14.920 --> 00:13:20.920]  每一件事都可以見光行不行
[00:13:20.920 --> 00:13:22.920]  不要說不可告人
[00:13:22.920 --> 00:13:25.820]  見光行不行
[00:13:25.820 --> 00:13:27.920]  很多人就是因為這個緣故
[00:13:27.920 --> 00:13:32.220]  上上等等要命
[00:13:32.220 --> 00:13:34.520]  包括基督徒在內
[00:13:34.520 --> 00:13:37.520]  如果基督徒到今天仍然有罪疚感
[00:13:37.520 --> 00:13:38.020]  我告訴你
[00:13:38.020 --> 00:13:40.120]  你的罪未得赦免
[00:13:40.120 --> 00:13:42.420]  一個罪得赦免的人是什麼人
[00:13:42.420 --> 00:13:45.720]  是完全沒有了那種內疚感
[00:13:45.720 --> 00:13:48.520]  是被撒旦控告的
[00:13:48.520 --> 00:13:50.420]  耶和華神詩人怎麼說
[00:13:50.420 --> 00:13:52.020]  東來西有多遠
[00:13:52.020 --> 00:13:53.420]  他叫我們這些過犯來
[00:13:53.420 --> 00:13:55.420]  我們也有多遠
[00:13:55.420 --> 00:13:57.420]  東來西有多遠
[00:13:57.420 --> 00:13:59.220]  不知道多遠
[00:13:59.220 --> 00:14:00.020]  所以基督徒
[00:14:00.020 --> 00:14:01.520]  如果你過去的日子
[00:14:01.520 --> 00:14:02.520]  有人得罪你
[00:14:02.520 --> 00:14:04.220]  或者你曾經得罪過人
[00:14:04.220 --> 00:14:06.420]  你不要被撒旦接著這件事
[00:14:06.420 --> 00:14:08.820]  在你心目中成為一個控告
[00:14:08.820 --> 00:14:09.920]  如果有人得罪過你
[00:14:09.920 --> 00:14:11.220]  或者你得罪過人
[00:14:11.220 --> 00:14:12.320]  今時今日你面對他的時候
[00:14:12.320 --> 00:14:13.420]  你不敢向他傳播音訊
[00:14:13.420 --> 00:14:13.820]  為什麼
[00:14:13.820 --> 00:14:15.220]  因為你不敢
[00:14:15.220 --> 00:14:17.020]  我曾經得罪過他
[00:14:17.020 --> 00:14:19.720]  但如果你已經求上帝赦免
[00:14:19.720 --> 00:14:21.320]  你向人道歉過之後
[00:14:21.320 --> 00:14:22.720]  你安放膽去做
[00:14:22.720 --> 00:14:25.120]  因為上帝再不計算我們的罪
[00:14:25.120 --> 00:14:26.420]  神赦免我們的罪
[00:14:26.420 --> 00:14:28.920]  叫我們不至於定罪
[00:14:28.920 --> 00:14:31.720]  這個是我們信仰裏面最大的恩典
[00:14:31.720 --> 00:14:33.720]  無論你過去做什麼都好
[00:14:33.720 --> 00:14:34.420]  真的這樣說
[00:14:34.420 --> 00:14:35.020]  不是我講的
[00:14:35.020 --> 00:14:37.220]  是聖經講的
[00:14:37.220 --> 00:14:39.620]  只要我們約認自己的罪
[00:14:39.620 --> 00:14:41.220]  神是信實的
[00:14:41.220 --> 00:14:42.720]  是公義的
[00:14:42.720 --> 00:14:43.420]  留心
[00:14:43.420 --> 00:14:44.920]  信實他一定做的
[00:14:44.920 --> 00:14:46.320]  公義他秉公處理
[00:14:46.320 --> 00:14:50.220]  不會枉法的
[00:14:50.220 --> 00:14:51.820]  但是信實的是公義的
[00:14:51.820 --> 00:14:55.520]  必要赦免我們的罪
[00:14:55.520 --> 00:14:56.920]  接著下面一句
[00:14:56.920 --> 00:15:00.020]  洗淨我們一切的不義
[00:15:00.020 --> 00:15:01.920]  什麼叫洗淨
[00:15:01.920 --> 00:15:03.420]  我想現在香港人都沒什麼明白
[00:15:03.420 --> 00:15:04.020]  什麼叫洗淨
[00:15:04.020 --> 00:15:07.120]  這些衣服都是給阿姐洗的
[00:15:07.120 --> 00:15:08.820]  或者扔去洗衣機洗的
[00:15:08.820 --> 00:15:13.120]  你試一下自己親手去洗一些髒東西
[00:15:13.120 --> 00:15:17.120]  洗淨就是再沒有任何垃圾在那裏
[00:15:17.120 --> 00:15:19.520]  你人生裏面過去無論任何污點
[00:15:19.520 --> 00:15:20.620]  人家得罪你
[00:15:20.620 --> 00:15:21.620]  你很生氣的
[00:15:21.620 --> 00:15:24.120]  或者你曾經做過傷害人的事件
[00:15:24.120 --> 00:15:26.020]  你永遠記住的
[00:15:26.020 --> 00:15:27.820]  走不掉的
[00:15:27.820 --> 00:15:30.020]  就算日子久了
[00:15:30.020 --> 00:15:30.920]  模糊了
[00:15:30.920 --> 00:15:32.920]  仍然耿耿於懷
[00:15:32.920 --> 00:15:33.820]  但是聖經說
[00:15:33.820 --> 00:15:37.120]  不至於定罪
[00:15:37.120 --> 00:15:37.920]  誰講的
[00:15:37.920 --> 00:15:39.220]  不是法官講的
[00:15:39.220 --> 00:15:40.720]  不至於是這個審判
[00:15:40.720 --> 00:15:42.520]  我們的創造宇宙
