
[00:00:00.000 --> 00:00:02.000]  (主席)在突然間去平安
[00:02:14.000 --> 00:02:18.000]  為主工作絕不會是徒然的
[00:02:18.000 --> 00:02:20.000]  很喜歡這個絕字
[00:02:20.000 --> 00:02:22.000]  絕不會是徒然的
[00:02:22.000 --> 00:02:25.000]  我想起在世界上的事情
[00:02:25.000 --> 00:02:29.000]  我們所做的一切都會過去
[00:02:29.000 --> 00:02:32.000]  我想我移了民三十多年
[00:02:32.000 --> 00:02:33.000]  三十年前左右
[00:02:33.000 --> 00:02:35.000]  Bill Gates先生寫了一個
[00:02:35.000 --> 00:02:39.000]  Windows 3的操控電腦軟件
[00:02:39.000 --> 00:02:41.000]  就成為了大富翁
[00:02:41.000 --> 00:02:42.000]  一個軟件
[00:02:42.000 --> 00:02:45.000]  不過現在還有沒有人用Windows 3呢
[00:02:45.000 --> 00:02:46.000]  沒有了
[00:02:46.000 --> 00:02:48.000]  過時了
[00:02:48.000 --> 00:02:51.000]  十幾年前製造的手機連同記事簿
[00:02:51.000 --> 00:02:52.000]  我都買了一部
[00:02:52.000 --> 00:02:54.000]  二合一功能的手機
[00:02:54.000 --> 00:02:59.000]  現在已經完全被智能手機取代了
[00:02:59.000 --> 00:03:02.000]  人在世上所做的事
[00:03:02.000 --> 00:03:04.000]  或者所發明的事
[00:03:04.000 --> 00:03:06.000]  隨著時間流逝
[00:03:06.000 --> 00:03:08.000]  過了一百幾十年
[00:03:08.000 --> 00:03:12.000]  都是會變成徒然的
[00:03:12.000 --> 00:03:16.000]  唯有為主做的工作
[00:03:16.000 --> 00:03:19.000]  是永遠長存的
[00:03:19.000 --> 00:03:22.000]  亦都是會被主紀念
[00:03:22.000 --> 00:03:24.000]  因此
[00:03:24.000 --> 00:03:27.000]  哥倫多前書十五章十八節說
[00:03:27.000 --> 00:03:30.000]  絕不會是徒然的
[00:03:30.000 --> 00:03:33.000]  希望大家能夠記得
[00:03:33.000 --> 00:03:36.000]  天國系列就講了一段時間
[00:03:36.000 --> 00:03:38.000]  我相信大家都會知道
[00:03:38.000 --> 00:03:41.000]  聖經的主題就是天國
[00:03:41.000 --> 00:03:43.000]  在舊約裏面
[00:03:43.000 --> 00:03:47.000]  上帝所關心的是天國
[00:03:47.000 --> 00:03:53.000]  他亦都將他怎樣去實踐天國的計劃
[00:03:53.000 --> 00:03:57.000]  藉著一些對他有信心的人的生命
[00:03:57.000 --> 00:04:00.000]  向我們預示了出來
[00:04:00.000 --> 00:04:04.000]  到了上帝認為合適的時機
[00:04:04.000 --> 00:04:06.000]  就是二千年之前
[00:04:06.000 --> 00:04:10.000]  主耶穌就以天國的王的身份
[00:04:10.000 --> 00:04:11.000]  降生
[00:04:11.000 --> 00:04:12.000]  就職
[00:04:12.000 --> 00:04:14.000]  接受試探
[00:04:14.000 --> 00:04:16.000]  施行統治
[00:04:16.000 --> 00:04:19.000]  打擊撒旦的角度
[00:04:19.000 --> 00:04:22.000]  最後死在十字架上
[00:04:22.000 --> 00:04:24.000]  粉碎了撒旦的權柄
[00:04:24.000 --> 00:04:27.000]  顯示上帝愛世人
[00:04:27.000 --> 00:04:31.000]  和完成了救贖的工作
[00:04:31.000 --> 00:04:32.000]  之後呢
[00:04:32.000 --> 00:04:36.000]  這位天國的王就升了回去天家
[00:04:36.000 --> 00:04:40.000]  不過主耶穌還會再回來
[00:04:40.000 --> 00:04:42.000]  那個時候
[00:04:42.000 --> 00:04:45.000]  這個世界就會完全的過去
[00:04:45.000 --> 00:04:49.000]  天堂就會完全的實現
[00:04:49.000 --> 00:04:52.000]  近年來比較少看到一些作者
[00:04:52.000 --> 00:04:56.000]  寫書來講主的再來的事
[00:04:56.000 --> 00:04:58.000]  但是在上個世紀
[00:04:58.000 --> 00:05:02.000]  這個題目曾經成為一個熱門的題目
[00:05:02.000 --> 00:05:05.000]  尤其是在七十年代
[00:05:05.000 --> 00:05:09.000]  那個時候中東就爆發了石油危機
[00:05:09.000 --> 00:05:12.000]  有很多書就繪影繪聲
[00:05:12.000 --> 00:05:17.000]  就講到主耶穌很快就會再回來
[00:05:17.000 --> 00:05:20.000]  兩年前都有一位美國人
[00:05:20.000 --> 00:05:22.000]  叫做Camping
[00:05:22.000 --> 00:05:27.000]  他就預測耶穌在2011年會再回來
[00:05:27.000 --> 00:05:30.000]  結果當然是錯的
[00:05:30.000 --> 00:05:33.000]  我覺得最近講過耶穌
[00:05:33.000 --> 00:05:36.000]  這位天國君王的出生
[00:05:36.000 --> 00:05:37.000]  就職
[00:05:37.000 --> 00:05:39.000]  使用君王的權柄
[00:05:39.000 --> 00:05:40.000]  死亡
[00:05:40.000 --> 00:05:41.000]  復活
[00:05:41.000 --> 00:05:43.000]  也都應該講一下
[00:05:43.000 --> 00:05:44.000]  祂的再來
[00:05:44.000 --> 00:05:47.000]  才是比較完整的
[00:05:47.000 --> 00:05:49.000]  今天我就和大家一起思想
[00:05:49.000 --> 00:05:53.000]  有關主要再回來
[00:05:53.000 --> 00:05:57.000]  和祂回來之前的預兆
[00:05:57.000 --> 00:06:00.000]  希望我們不會很輕易的
[00:06:00.000 --> 00:06:02.000]  信任任何的人
[00:06:02.000 --> 00:06:05.000]  對主再來的預測
[00:06:05.000 --> 00:06:07.000]  即使有博士銜頭的人
[00:06:07.000 --> 00:06:09.000]  都一樣會錯的
[00:06:09.000 --> 00:06:12.000]  我記得大約20多年前
[00:06:12.000 --> 00:06:15.000]  有一位擁有兩個博士學位的
[00:06:15.000 --> 00:06:17.000]  華人知名講員
[00:06:17.000 --> 00:06:20.000]  他說那個時候
[00:06:20.000 --> 00:06:24.000]  應該大概是吹到第二號了
[00:06:24.000 --> 00:06:26.000]  因為那個時候
[00:06:26.000 --> 00:06:30.000]  剛剛有一隻遊船漏油
[00:06:30.000 --> 00:06:32.000]  污染了一些海洋
[00:06:32.000 --> 00:06:35.000]  而他的結論就跟著下去
[00:06:35.000 --> 00:06:39.000]  主就快要再來
[00:06:39.000 --> 00:06:43.000]  很多前千禧連派的牧師講員
[00:06:43.000 --> 00:06:46.000]  都把啟示錄的事件
[00:06:46.000 --> 00:06:50.000]  我覺得他們好像放在火車軌上
[00:06:50.000 --> 00:06:53.000]  然後就看看現在的世局
[00:06:53.000 --> 00:06:54.000]  看看世局的局勢
[00:06:54.000 --> 00:06:55.000]  時事的新聞
[00:06:55.000 --> 00:06:59.000]  來決定現在火車已經開到哪一個站
[00:06:59.000 --> 00:07:02.000]  這樣很快就會到最後一站
[00:07:02.000 --> 00:07:04.000]  天堂站
[00:07:04.000 --> 00:07:07.000]  即是主耶穌再回來
[00:07:07.000 --> 00:07:10.000]  我講啟示錄的時候曾經講過
[00:07:10.000 --> 00:07:12.000]  啟示錄就不是一本
[00:07:12.000 --> 00:07:15.000]  預測未來世界發展的書
[00:07:15.000 --> 00:07:20.000]  所以不要以世局來預測主的再來
[00:07:20.000 --> 00:07:22.000]  但可能有人說
[00:07:22.000 --> 00:07:26.000]  主耶穌都曾經教導門徒
[00:07:26.000 --> 00:07:30.000]  主耶穌說你們要從無花果樹學一個教訓
[00:07:30.000 --> 00:07:34.000]  當枝子呈現嫩綠的顏色
[00:07:34.000 --> 00:07:36.000]  長出新葉的時候
[00:07:36.000 --> 00:07:40.000]  你們就知道夏天就要到了
[00:07:40.000 --> 00:07:44.000]  同樣你們看見這一切現象
[00:07:44.000 --> 00:07:47.000]  就知道時候快到了
[00:07:47.000 --> 00:07:49.000]  就在門口了
[00:07:49.000 --> 00:07:54.000]  好像主耶穌都教我們要看預兆
[00:07:54.000 --> 00:07:59.000]  不過如果我們清楚上文的話
[00:07:59.000 --> 00:08:01.000]  就會知道
[00:08:01.000 --> 00:08:07.000]  主耶穌其實很可能是在講聖殿被毀的事
[00:08:07.000 --> 00:08:12.000]  那件事其實在主後70年就已經發生了
[00:08:12.000 --> 00:08:15.000]  至於主再來的時間
[00:08:15.000 --> 00:08:18.000]  如果我們要看預兆的話
[00:08:18.000 --> 00:08:24.000]  今天的經文給了我們一個很簡單的預兆
[00:08:24.000 --> 00:08:25.000]  我們不需要看多
[00:08:25.000 --> 00:08:27.000]  只要看一個預兆
[00:08:27.000 --> 00:08:31.000]  一個預兆就夠了
[00:08:31.000 --> 00:08:33.000]  在未思想今天的經文之前
[00:08:33.000 --> 00:08:35.000]  我想先聲明一點
[00:08:35.000 --> 00:08:40.000]  主耶穌會再來是肯定的
[00:08:40.000 --> 00:08:44.000]  因為主自己親口講過
[00:08:44.000 --> 00:08:47.000]  在我父親家裡有許多住的地方
[00:08:47.000 --> 00:08:53.000]  我去是為你們預備地方
[00:08:53.000 --> 00:08:55.000]  若不是這樣
[00:08:55.000 --> 00:08:57.000]  我就不說這話
[00:08:57.000 --> 00:09:00.000]  我去為你們預備地方以後
[00:09:00.000 --> 00:09:02.000]  要再回來
[00:09:02.000 --> 00:09:05.000]  接你們到我那裡去
[00:09:05.000 --> 00:09:08.000]  為要使你們跟我同在一個地方
[00:09:08.000 --> 00:09:10.000]  這是主耶穌親口講的
[00:09:10.000 --> 00:09:13.000]  而當主耶穌升了天之後
[00:09:13.000 --> 00:09:15.000]  天使也是這樣講
[00:09:15.000 --> 00:09:18.000]  這位離開你們
[00:09:18.000 --> 00:09:20.000]  被接升天的耶穌
[00:09:20.000 --> 00:09:24.000]  你們看見他怎樣升天
[00:09:24.000 --> 00:09:28.000]  他也要怎樣回來
[00:09:28.000 --> 00:09:30.000]  但是我們也要同時
[00:09:30.000 --> 00:09:32.000]  記得主耶穌也講過
[00:09:32.000 --> 00:09:36.000]  至於那要臨到的日子和時間
[00:09:36.000 --> 00:09:38.000]  沒有人知道
[00:09:38.000 --> 00:09:41.000]  天上的天使不知道
[00:09:41.000 --> 00:09:43.000]  兒子也不知道
[00:09:43.000 --> 00:09:47.000]  只有父親知道
[00:09:47.000 --> 00:09:50.000]  我們要從今天的經文來思想
[00:09:50.000 --> 00:09:53.000]  有關主再來的預兆
[00:09:53.000 --> 00:09:55.000]  貼薩羅尼加是保羅
[00:09:55.000 --> 00:09:58.000]  第二次旅行報到時
[00:09:58.000 --> 00:10:00.000]  建立的教會
[00:10:00.000 --> 00:10:05.000]  由於保羅看到馬其頓的異象
[00:10:05.000 --> 00:10:09.000]  他去到當時的羅馬省
[00:10:09.000 --> 00:10:11.000]  馬其頓傳福音
[00:10:11.000 --> 00:10:15.000]  保羅去的第一個城市是菲律賓
[00:10:15.000 --> 00:10:19.000]  貼薩羅尼加是第二個城市
[00:10:19.000 --> 00:10:24.000]  貼薩羅尼加是今天希臘的北面
[00:10:24.000 --> 00:10:30.000]  這個城市仍然存在
[00:10:30.000 --> 00:10:32.000]  在保羅的時代
[00:10:32.000 --> 00:10:38.000]  貼薩羅尼加是在一條羅馬很重要的大路上
[00:10:38.000 --> 00:10:41.000]  那條大路是連接西面的羅馬
[00:10:41.000 --> 00:10:44.000]  和東面的君士坦丁堡
[00:10:44.000 --> 00:10:47.000]  由於那裡的地理位置很重要
[00:10:47.000 --> 00:10:50.000]  保羅就在那裡傳福音
[00:10:50.000 --> 00:10:51.000]  很可惜
[00:10:51.000 --> 00:10:55.000]  保羅只能夠在那裡停留了幾個星期
[00:10:55.000 --> 00:10:59.000]  就被當時的當地的猶太人搞事
[00:10:59.000 --> 00:11:01.000]  令他很快地離開了
[00:11:01.000 --> 00:11:04.000]  去到另一個城市
[00:11:04.000 --> 00:11:06.000]  但是我們感謝上帝
[00:11:06.000 --> 00:11:10.000]  保羅在那裡工作的時間短
[00:11:10.000 --> 00:11:12.000]  但是仍然有效
[00:11:12.000 --> 00:11:14.000]  有人是信了主耶穌
[00:11:14.000 --> 00:11:19.000]  他們也很關心主再來的問題
[00:11:19.000 --> 00:11:23.000]  在保羅寫給貼薩羅尼加的第一封信
[00:11:23.000 --> 00:11:26.000]  保羅就向他們講解
[00:11:26.000 --> 00:11:28.000]  主再來的時候
[00:11:28.000 --> 00:11:31.000]  已經死了的信徒
[00:11:31.000 --> 00:11:34.000]  是會和主耶穌一起再回來的
[00:11:34.000 --> 00:11:37.000]  所以仍然是存活的基督徒
[00:11:37.000 --> 00:11:39.000]  就不用憂傷
[00:11:39.000 --> 00:11:41.000]  當時可能以為
[00:11:41.000 --> 00:11:44.000]  糟糕了 死了怎麼辦 下次見不到主
[00:11:44.000 --> 00:11:45.000]  不是的
[00:11:45.000 --> 00:11:48.000]  其實他們會見到主
[00:11:48.000 --> 00:11:50.000]  甚至會和主一起回來
[00:11:50.000 --> 00:11:54.000]  但是似乎在不同的時代的人
[00:11:54.000 --> 00:11:57.000]  都有人很喜歡猜測
[00:11:57.000 --> 00:11:59.000]  主什麼時候會再回來
[00:11:59.000 --> 00:12:02.000]  在保羅的時代也是一樣
[00:12:02.000 --> 00:12:05.000]  貼薩羅尼加的信徒
[00:12:05.000 --> 00:12:08.000]  可能受到一些人的教導
[00:12:08.000 --> 00:12:11.000]  告訴他們主再來的日子到了
[00:12:11.000 --> 00:12:13.000]  甚至可能過了
[00:12:13.000 --> 00:12:17.000]  在今天的經文第二章第二節提到這一點
[00:12:17.000 --> 00:12:23.000]  故此保羅就再寫這封貼薩羅尼加後書
[00:12:23.000 --> 00:12:27.000]  將主再來的預兆告訴他們
[00:12:27.000 --> 00:12:29.000]  叫他們留意這個預兆
[00:12:29.000 --> 00:12:31.000]  並且教導他們
[00:12:31.000 --> 00:12:34.000]  不需要看太多的預兆
[00:12:34.000 --> 00:12:39.000]  一個預兆就知道主耶穌是不是很快就會來
[00:12:39.000 --> 00:12:41.000]  這樣真的很好
[00:12:41.000 --> 00:12:44.000]  我們不用留意太多的時事新聞
[00:12:44.000 --> 00:12:47.000]  好像歐盟國的成員
[00:12:47.000 --> 00:12:50.000]  還是低於十個國家的時候
[00:12:50.000 --> 00:12:52.000]  那時候就有人預測了
[00:12:52.000 --> 00:12:53.000]  基督徒預測了
[00:12:53.000 --> 00:12:56.000]  當歐盟國有十個成員國的時候
[00:12:56.000 --> 00:12:58.000]  這樣就末日近了
[00:12:58.000 --> 00:13:00.000]  主耶穌要回來了
[00:13:00.000 --> 00:13:02.000]  為什麼他們會這樣說呢
[00:13:02.000 --> 00:13:06.000]  因為在啟示六十七章十二節說
[00:13:06.000 --> 00:13:09.000]  你看見的那十個國
[00:13:09.000 --> 00:13:12.000]  是指十個還沒有開始統治的王
[00:13:12.000 --> 00:13:14.000]  他們要承受王權
[00:13:14.000 --> 00:13:17.000]  跟那獸一同統治一個小時
[00:13:17.000 --> 00:13:20.000]  但是現在歐盟國家的成員國
[00:13:20.000 --> 00:13:22.000]  已經超過十幾個國家
[00:13:22.000 --> 00:13:24.000]  已經有一段日子了
[00:13:24.000 --> 00:13:26.000]  就沒有人出來解釋
[00:13:26.000 --> 00:13:28.000]  為什麼主耶穌還沒有再來
[00:13:28.000 --> 00:13:31.000]  所以我們要看預言的話
[00:13:31.000 --> 00:13:32.000]  看預兆的話
[00:13:32.000 --> 00:13:33.000]  我們要留意
[00:13:33.000 --> 00:13:37.000]  今天普羅所教我們看的預兆是什麼
[00:13:37.000 --> 00:13:41.000]  就是在帖撒羅尼加二章三到四節
[00:13:41.000 --> 00:13:44.000]  普羅說不要讓任何人
[00:13:44.000 --> 00:13:46.000]  用任何手段欺騙你們
[00:13:46.000 --> 00:13:48.000]  因為那日子來到以前
[00:13:48.000 --> 00:13:52.000]  必定先有最後的反叛
[00:13:52.000 --> 00:13:58.000]  那注定滅亡的不法者要出現
[00:13:58.000 --> 00:14:01.000]  那不法者要反對一切
[00:14:01.000 --> 00:14:05.000]  被人稱為神明或崇拜的對象
[00:14:05.000 --> 00:14:08.000]  把自己高抬在一切之上
[00:14:08.000 --> 00:14:12.000]  他甚至去坐在上帝的聖殿裡
[00:14:12.000 --> 00:14:14.000]  自稱為上帝
[00:14:14.000 --> 00:14:16.000]  我們要留意
[00:14:16.000 --> 00:14:20.000]  帖撒羅尼加後書的題材是書信
[00:14:20.000 --> 00:14:22.000]  不是好像啟示錄那樣
[00:14:22.000 --> 00:14:28.000]  用了很多圖像符號去講一些啟示
[00:14:28.000 --> 00:14:31.000]  因此我們可以按字面的意義
[00:14:31.000 --> 00:14:34.000]  去理解普羅教道
[00:14:34.000 --> 00:14:39.000]  我們要留意主再來之前的預兆
[00:14:39.000 --> 00:14:41.000]  只有一個
[00:14:41.000 --> 00:14:44.000]  就是有一位不法者
[00:14:44.000 --> 00:14:47.000]  華本翻譯為大罪人
[00:14:47.000 --> 00:14:49.000]  他會出現
[00:14:49.000 --> 00:14:52.000]  這個人最主要的特徵是什麼呢?
[00:14:52.000 --> 00:14:56.000]  他把自己高抬在一切之上
[00:14:56.000 --> 00:15:00.000]  甚至去坐在上帝的聖殿裡
[00:15:00.000 --> 00:15:02.000]  自稱為上帝
[00:15:02.000 --> 00:15:04.000]  在這個特徵裡
[00:15:04.000 --> 00:15:06.000]  我們要留意兩點
[00:15:06.000 --> 00:15:09.000]  就是聖殿和這位不法者
[00:15:09.000 --> 00:15:12.000]  要坐在上帝的聖殿裡
[00:15:12.000 --> 00:15:15.000]  自稱為上帝
[00:15:15.000 --> 00:15:18.000]  事實上有關不法者的出現
[00:15:18.000 --> 00:15:22.000]  在舊約的《但義理書》都已經有提過
[00:15:22.000 --> 00:15:26.000]  或者我讀一讀《但義理書》的預言給大家聽
[00:15:26.000 --> 00:15:27.000]  不是預言
[00:15:27.000 --> 00:15:31.000]  是《但義理書》九章二十三至二十七節
[00:15:31.000 --> 00:15:33.000]  現在請留意者信息
[00:15:33.000 --> 00:15:34.000]  明白者意象
[00:15:34.000 --> 00:15:42.000]  七個七十年是上帝所定要解救你同胞和聖神脫離罪惡的時間
[00:15:42.000 --> 00:15:44.000]  那時他要赦免罪惡
[00:15:44.000 --> 00:15:46.000]  帶來永久的正義
[00:15:46.000 --> 00:15:49.000]  使意象和預言實現
[00:15:49.000 --> 00:15:51.000]  聖殿得以重新奉獻
[00:15:51.000 --> 00:15:52.000]  你要知道
[00:15:52.000 --> 00:15:53.000]  要了解
[00:15:53.000 --> 00:15:57.000]  從頒布復興重建耶路撒冷的命令
[00:15:57.000 --> 00:16:00.000]  到上帝選定的領袖出現
[00:16:00.000 --> 00:16:03.000]  期間必經過七個七年
[00:16:03.000 --> 00:16:05.000]  耶路撒冷城將重建
[00:16:05.000 --> 00:16:08.000]  有街道和鞏固的防禦
[00:16:08.000 --> 00:16:11.000]  他將建立七個六十二年
[00:16:11.000 --> 00:16:15.000]  但那是一段困苦的時期
[00:16:15.000 --> 00:16:17.000]  過了這時期
[00:16:17.000 --> 00:16:20.000]  上帝選定的領袖將被枉殺
[00:16:20.000 --> 00:16:25.000]  這城和聖殿將被一個皇后的入侵軍隊所摧毀
[00:16:25.000 --> 00:16:28.000]  結局將像洪水沖來
[00:16:28.000 --> 00:16:32.000]  把上帝所定的戰爭和毀滅帶來
[00:16:32.000 --> 00:16:35.000]  那皇后要跟人締結盟約七年
[00:16:35.000 --> 00:16:37.000]  但是七年過了一半
[00:16:37.000 --> 00:16:42.000]  她就要禁止人獻生祭或公物
[00:16:42.000 --> 00:16:45.000]  那時那毀滅性的可憎之物
[00:16:45.000 --> 00:16:48.000]  要被放置在聖殿的最高處
[00:16:48.000 --> 00:16:50.000]  留在那裡
[00:16:50.000 --> 00:16:53.000]  一直到那把他放置在那裡的人
[00:16:53.000 --> 00:16:56.000]  遭受上帝為他定下的災難
[00:16:56.000 --> 00:17:00.000]  但以利舒的經文是一個意象
[00:17:00.000 --> 00:17:04.000]  講解這個意象的是一位天使
[00:17:04.000 --> 00:17:09.000]  他向丹爾李解釋他所看到的意象
[00:17:09.000 --> 00:17:12.000]  既然是意象
[00:17:12.000 --> 00:17:16.000]  就不一定是完全按字面的意義去理解
[00:17:16.000 --> 00:17:19.000]  而是要小心去理解
[00:17:19.000 --> 00:17:23.000]  七個七十年就是四百九十年
[00:17:23.000 --> 00:17:25.000]  七七四十九
[00:17:25.000 --> 00:17:29.000]  但是這個四百九十年
[00:17:29.000 --> 00:17:32.000]  是分為三段的
[00:17:32.000 --> 00:17:35.000]  第一段是七個七年
[00:17:35.000 --> 00:17:37.000]  就是四十九年
[00:17:37.000 --> 00:17:42.000]  第二段是七個六十二年
[00:17:42.000 --> 00:17:45.000]  就是四百三十四年
[00:17:45.000 --> 00:17:49.000]  然後最後一段是七年
[00:17:49.000 --> 00:17:57.000]  這三段的時間其實不是連接在一起的
[00:17:57.000 --> 00:18:00.000]  在七個六十二年過去之後
[00:18:00.000 --> 00:18:02.000]  有兩件特別的事情發生
[00:18:02.000 --> 00:18:08.000]  就是上帝選定的領袖將被枉殺
[00:18:08.000 --> 00:18:14.000]  這成和聖殿將被一個皇后的入侵軍隊所摧毀
[00:18:14.000 --> 00:18:18.000]  上帝選定的領袖將被枉殺
[00:18:18.000 --> 00:18:22.000]  就是指耶穌基督被殺
[00:18:22.000 --> 00:18:28.000]  耶穌基督被殺大約是公元三十年左右
[00:18:28.000 --> 00:18:38.000]  第二件事就是這成和聖殿將被一個皇后的入侵軍隊所摧毀
[00:18:38.000 --> 00:18:42.000]  這件事發生在公元七十年
[00:18:42.000 --> 00:18:47.000]  距離耶穌死了都有四十年的時間
[00:18:47.000 --> 00:18:51.000]  最後七年就分為兩段
[00:18:51.000 --> 00:18:54.000]  每段有三年半
[00:18:54.000 --> 00:18:58.000]  在第一段的三年半過去之後
[00:18:58.000 --> 00:19:00.000]  就有一件特別事件發生
[00:19:00.000 --> 00:19:03.000]  就是他要禁止人獻生祭華公民
[00:19:03.000 --> 00:19:09.000]  那時那毀滅性的可憎之物要被放置在聖殿的最高處
[00:19:09.000 --> 00:19:13.000]  這件事在歷史上從未發生過
[00:19:13.000 --> 00:19:19.000]  因此最後七年仍然未曾來到
[00:19:19.000 --> 00:19:28.000]  換句話說我們現在活在的時間就是在第二段的時間和最後七年之間
[00:19:28.000 --> 00:19:32.000]  第二段七個六十年和最後七年之間
[00:19:32.000 --> 00:19:44.000]  但以李書這一段的預言和保羅提到的不法者進入聖殿自稱為上帝應該是同一件事
[00:19:44.000 --> 00:19:51.000]  而這件事也是主耶穌在《馬大福音》二十四章十五節提到的
[00:19:51.000 --> 00:20:01.000]  「你們看見先知但義理所說的那毀滅性的可憎之物站在神聖地方的時候」
[00:20:01.000 --> 00:20:04.000]  讀者必須領會這句話的含義
[00:20:04.000 --> 00:20:12.000]  故此保羅提出這件事作為主在來之前的重要預兆是很有根據的
[00:20:12.000 --> 00:20:16.000]  有舊約的但義理說有主耶穌自己說過的話
[00:20:16.000 --> 00:20:18.000]  作為根據
[00:20:18.000 --> 00:20:24.000]  對貼薩羅尼加的信徒來說這是一個預兆
[00:20:24.000 --> 00:20:28.000]  因為當保羅寫這封信的時候
[00:20:28.000 --> 00:20:38.000]  聖殿未曾被羅馬人打破燒毀
[00:20:38.000 --> 00:20:45.000]  因此他們只需要留意有沒有一個人是進入聖殿自稱為上帝
[00:20:45.000 --> 00:20:47.000]  這個預兆就可以了
[00:20:47.000 --> 00:20:54.000]  但是對我們現在做基督徒來說就變成了有兩個預兆
[00:20:54.000 --> 00:20:59.000]  因為現在耶路撒冷沒有聖殿
[00:20:59.000 --> 00:21:06.000]  因此這個預兆如果要按字面意義應驗的話
[00:21:06.000 --> 00:21:12.000]  聖殿必須要在耶路撒冷被重建
[00:21:12.000 --> 00:21:19.000]  然後再有不法者出現進入聖殿自稱為上帝
[00:21:19.000 --> 00:21:24.000]  這樣主耶穌是不是很快會再回來呢?
[00:21:24.000 --> 00:21:27.000]  我相信不會的
[00:21:27.000 --> 00:21:32.000]  因為現在聖殿都未曾被重建
[00:21:32.000 --> 00:21:38.000]  至於那個不法者我們不妨想想他會是一個怎樣的人呢?
[00:21:38.000 --> 00:21:44.000]  我相信從但義理書的預言和現代的政治大局來看
[00:21:44.000 --> 00:21:51.000]  我估計這個不法者一定是一位政治兼宗教領袖
[00:21:51.000 --> 00:21:55.000]  他能夠做一些事情為中東帶來和平
[00:21:55.000 --> 00:22:02.000]  也能夠說服中東的國家去給以色列人重建聖殿
[00:22:02.000 --> 00:22:09.000]  很不簡單因為現在那個聖殿的地方有一個金頂的回教廟在那裡
