
[00:00:00.000 --> 00:00:01.960]  讓我們一起在聆聽主的說話
[00:04:27.840 --> 00:04:31.560]  如果尼布甲尼撒王不好好處理的話
[00:04:31.560 --> 00:04:36.920]  只是一味去支持彈爾里及他三個朋友的話
[00:04:36.920 --> 00:04:42.960]  這班加勒底人可能就會推翻尼布甲尼撒王的政權
[00:04:42.960 --> 00:04:46.680]  換句話說新巴比倫帝更早完結
[00:04:46.680 --> 00:04:52.240]  但是他最後利用了這三個同伴
[00:04:52.240 --> 00:04:56.240]  甚至將他們扔進獅子坑裡面
[00:04:56.240 --> 00:05:03.440]  嘗試用這個情況去平息了這班加勒底人的挑釁
[00:05:03.440 --> 00:05:08.600]  所以這三個同伴已經做過一個見證給我們看
[00:05:08.600 --> 00:05:11.240]  當他不是做一個虧欠
[00:05:11.240 --> 00:05:14.920]  他只不過是堅持他們所相信的神
[00:05:14.920 --> 00:05:18.280]  不敬拜尼布甲尼撒王這個金像
[00:05:18.280 --> 00:05:20.320]  都落到這個地步
[00:05:20.320 --> 00:05:23.200]  來到今天我們所看的這段經文
[00:05:23.200 --> 00:05:24.760]  可以說
[00:05:24.760 --> 00:05:28.560]  但是你要處理尼布甲尼撒王
[00:05:28.560 --> 00:05:31.000]  是一個很貼身的問題
[00:05:31.000 --> 00:05:36.120]  只是針對尼布甲尼撒王的將來要面對的遭遇
[00:05:36.120 --> 00:05:37.640]  就是他發了一個夢
[00:05:37.640 --> 00:05:40.840]  在這個夢裡面很奇怪
[00:05:40.840 --> 00:05:43.480]  而所有的知識解釋不了
[00:05:43.480 --> 00:05:47.720]  而要召到彈爾里這位法提莎薩
[00:05:47.720 --> 00:05:49.240]  來到他當中
[00:05:49.240 --> 00:05:50.560]  去為他解釋
[00:05:50.560 --> 00:05:52.640]  彈爾里怎麼面對好呢?
[00:05:52.640 --> 00:05:54.360]  怎麼好說呢?
[00:05:54.360 --> 00:05:56.960]  而彈爾里說的時候
[00:05:56.960 --> 00:05:58.320]  說的內容
[00:05:58.320 --> 00:06:01.960]  是否適合尼布甲尼撒王聽呢?
[00:06:01.960 --> 00:06:05.040]  就成為了彈爾里在這個時候
[00:06:05.040 --> 00:06:09.720]  如何取態去作出怎樣的虧欠
[00:06:09.720 --> 00:06:11.360]  所以今天我給了一個題目
[00:06:11.360 --> 00:06:13.040]  這段經文叫做
[00:06:13.040 --> 00:06:16.440]  《全廣叫人討厭的福音》
[00:06:16.440 --> 00:06:19.960]  或者我覺得軟一點
[00:06:19.960 --> 00:06:24.840]  全廣一個人一般不喜歡的一個福音
[00:06:24.840 --> 00:06:26.200]  我們一起看看
[00:06:26.200 --> 00:06:28.640]  怎樣在一個這樣的大前提之下
[00:06:28.640 --> 00:06:31.480]  彈爾里他真的作出一個
[00:06:31.480 --> 00:06:34.600]  忠言逆耳的規權
[00:06:34.600 --> 00:06:38.720]  去到這位彈爾里所面對的君王
[00:06:38.720 --> 00:06:43.080]  而這位君王他預知的表現
[00:06:43.080 --> 00:06:46.560]  彈爾里也都是否因此而打折扣
[00:06:46.560 --> 00:06:49.960]  去說一些比較好聽的說話呢?
[00:06:49.960 --> 00:06:51.640]  而這點也發展到今天
[00:06:51.640 --> 00:06:52.840]  我們作為基督徒
[00:06:52.840 --> 00:06:54.200]  在這個世界我們說
[00:06:54.200 --> 00:06:56.880]  全福音作見證
[00:06:56.880 --> 00:06:59.520]  我們應該怎樣的態度呢?
[00:06:59.520 --> 00:07:01.280]  讓我們一起去看看
[00:07:01.280 --> 00:07:03.960]  我們回到這段經文的內容
[00:07:03.960 --> 00:07:05.600]  我們再一次讀一下
[00:07:05.600 --> 00:07:07.480]  雖然是長一點
[00:07:07.480 --> 00:07:10.440]  不過有很多的內容
[00:07:10.440 --> 00:07:14.160]  細節我覺得值得大家再讀的時候
[00:07:14.160 --> 00:07:16.520]  去明白多一點
[00:07:16.520 --> 00:07:17.440]  讓我們一起打開
[00:07:17.440 --> 00:07:19.240]  《彈爾里書》第四章
[00:07:19.240 --> 00:07:22.880]  第十九節至第二十七節的經文
[00:07:22.880 --> 00:07:25.080]  讓我們一起去讀多一次
[00:07:25.080 --> 00:07:27.680]  找到之後我們一起讀
[00:07:27.680 --> 00:07:31.960]  於是稱為伯提莎薩的彈爾里
[00:07:31.960 --> 00:07:33.760]  京雅遍時
[00:07:33.760 --> 00:07:35.640]  心意驚惶
[00:07:35.640 --> 00:07:36.800]  王說
[00:07:36.800 --> 00:07:38.640]  伯提莎薩啊
[00:07:38.640 --> 00:07:42.480]  不要因夢和夢的講解驚惶
[00:07:42.480 --> 00:07:44.960]  伯提莎薩回答說
[00:07:44.960 --> 00:07:46.320]  我主啊
[00:07:46.320 --> 00:07:49.960]  願這夢歸於恨乎你的人
[00:07:49.960 --> 00:07:53.160]  講解歸於你的獨敵人
[00:07:53.160 --> 00:07:56.160]  你所見的樹漸長
[00:07:56.160 --> 00:07:58.040]  而且堅固
[00:07:58.040 --> 00:07:59.880]  高得頂天
[00:07:59.880 --> 00:08:02.640]  從地極都能看見
[00:08:02.640 --> 00:08:04.400]  葉子華美
[00:08:04.400 --> 00:08:06.280]  果子甚多
[00:08:06.280 --> 00:08:08.840]  可作眾生的食物
[00:08:08.840 --> 00:08:12.320]  田野的走獸住在其下
[00:08:12.320 --> 00:08:15.960]  天空的飛鳥縮在世上
[00:08:15.960 --> 00:08:17.040]  王啊
[00:08:17.040 --> 00:08:21.120]  這漸長又堅固的樹就是你
[00:08:21.120 --> 00:08:24.320]  你的歸世漸長及天
[00:08:24.320 --> 00:08:27.680]  你的權柄管到地極
[00:08:27.680 --> 00:08:31.240]  王既放見一位守望的聖者
[00:08:31.240 --> 00:08:33.360]  從天而降
[00:08:33.360 --> 00:08:34.280]  說
[00:08:34.280 --> 00:08:37.840]  將這樹坎伐毀壞
[00:08:37.840 --> 00:08:41.240]  樹披將要留在地內
[00:08:41.240 --> 00:08:44.560]  用鐵圈和銅圈箍住
[00:08:44.560 --> 00:08:47.440]  在田野的青草中
[00:08:47.440 --> 00:08:49.880]  讓天怒敵失
[00:08:49.880 --> 00:08:53.680]  使他與地上的獸一同吃草
[00:08:53.680 --> 00:08:56.160]  直到經過七期
[00:08:56.160 --> 00:08:57.160]  王啊
[00:08:57.160 --> 00:08:59.720]  講解者是者若
[00:08:59.720 --> 00:09:02.120]  臨到我主我王的事
[00:09:02.120 --> 00:09:04.960]  是出於至高者的命
[00:09:04.960 --> 00:09:08.440]  你必將講出離開世人
[00:09:08.440 --> 00:09:11.080]  與野地的獸同居
[00:09:11.080 --> 00:09:12.960]  吃草如牛
[00:09:12.960 --> 00:09:16.480]  被天怒敵失
[00:09:16.480 --> 00:09:19.000]  且要經過七期
[00:09:19.000 --> 00:09:24.240]  讓你知道至高者在人的國中掌權
[00:09:24.240 --> 00:09:28.160]  要將國賜予誰就賜予誰
[00:09:28.160 --> 00:09:32.080]  守望者既吩咐全留樹披
[00:09:32.080 --> 00:09:35.640]  讓你知道諸天掌權
[00:09:35.640 --> 00:09:39.160]  以後你的國必定歸你
[00:09:39.160 --> 00:09:40.160]  王啊
[00:09:40.160 --> 00:09:42.960]  求你願立我的諫言
[00:09:42.960 --> 00:09:46.720]  以施行公義斷絕罪過
[00:09:46.720 --> 00:09:51.000]  以憐憫窮人除掉罪孽
[00:09:51.000 --> 00:09:55.880]  法者你的平安可以延長
[00:09:55.880 --> 00:09:58.640]  上文我已經講過了
[00:09:58.640 --> 00:10:03.840]  突然間上帝為尼布甲尼撒王
[00:10:03.840 --> 00:10:06.400]  正在享受一個很平靜
[00:10:06.400 --> 00:10:10.960]  很安穩、很開心、很安舒
[00:10:10.960 --> 00:10:12.520]  或者用今天講的
[00:10:12.520 --> 00:10:15.960]  很疏忽的富貴生活
[00:10:15.960 --> 00:10:17.760]  突然間給他一個夢
[00:10:17.760 --> 00:10:21.440]  這個夢騷擾到他很嚴重
[00:10:21.440 --> 00:10:23.400]  各位上文也都講過
[00:10:23.400 --> 00:10:25.760]  這些突然其來的
[00:10:25.760 --> 00:10:28.280]  我們可以說是騙魂
[00:10:28.280 --> 00:10:30.520]  或者一些不好的事情
[00:10:30.520 --> 00:10:33.720]  不要走去賴魔鬼
[00:10:33.720 --> 00:10:35.520]  不要老是說
[00:10:35.520 --> 00:10:38.480]  所有不幸的事情都由魔鬼而出
[00:10:38.480 --> 00:10:42.480]  甚至引用約伯記
[00:10:42.480 --> 00:10:44.800]  說魔鬼搞的事情
[00:10:44.800 --> 00:10:45.440]  其實不是
[00:10:45.440 --> 00:10:46.960]  沒有上帝的允許
[00:10:46.960 --> 00:10:51.840]  甚至有時沒有上帝主動的去執行的話
[00:10:51.840 --> 00:10:54.880]  這些事情是不會發生的
[00:10:54.880 --> 00:11:00.640]  而上帝也都會直接向屬他的子民
[00:11:00.640 --> 00:11:05.000]  作出一些試驗的經歷
[00:11:05.000 --> 00:11:08.000]  使我們在過程當中
[00:11:08.000 --> 00:11:10.320]  能夠去學會一些
[00:11:10.320 --> 00:11:12.760]  是上帝要我們學的功課
[00:11:12.760 --> 00:11:17.160]  尤其是一些我們以責以為常
[00:11:17.160 --> 00:11:21.000]  以為自己已經得了的事情
[00:11:21.000 --> 00:11:23.680]  這一點我覺得特別是針對我們基督徒
[00:11:23.680 --> 00:11:25.240]  是需要理解的
[00:11:25.240 --> 00:11:26.840]  因為如果我們不理解的話
[00:11:26.840 --> 00:11:28.800]  我們只認為上帝指示祝福
[00:11:28.800 --> 00:11:30.720]  於是扶我所有的生命生活
[00:11:30.720 --> 00:11:32.520]  應該是順暢的話
[00:11:32.520 --> 00:11:34.200]  我告訴大家
[00:11:34.200 --> 00:11:40.120]  上帝有時給的一些不幸事情
[00:11:40.120 --> 00:11:41.560]  是你很不喜歡
[00:11:41.560 --> 00:11:42.600]  我也很不喜歡
[00:11:42.600 --> 00:11:47.320]  我做牧者要為此而傷心的時候的事情
[00:11:47.320 --> 00:11:50.960]  其實上帝有他本身的意義在其中
[00:11:50.960 --> 00:11:51.480]  好了
[00:11:51.480 --> 00:11:54.120]  這是上文告訴我們的背景
[00:11:54.120 --> 00:11:55.720]  相約節事解釋不了
[00:11:55.720 --> 00:12:00.040]  於是乎上帝召了彈爾里
[00:12:00.040 --> 00:12:00.960]  不是上帝
[00:12:00.960 --> 00:12:03.760]  尼泊卡尼撒王召了彈爾里進入
[00:12:03.760 --> 00:12:06.800]  到了第八節我們回顧一下
[00:12:06.800 --> 00:12:09.480]  第四章第八節裡面
[00:12:09.480 --> 00:12:11.040]  有一句這樣的記載
[00:12:11.040 --> 00:12:14.520]  他說「抹後了照我神的名稱
[00:12:14.520 --> 00:12:17.200]  百提沙薩的彈爾里
[00:12:17.200 --> 00:12:19.120]  來到我面前
[00:12:19.120 --> 00:12:21.560]  他裡頭有神聖的靈
[00:12:21.560 --> 00:12:25.400]  我就將夢告訴他」
[00:12:25.400 --> 00:12:29.120]  這句話我想再重申再提一次
[00:12:29.120 --> 00:12:30.000]  為什麼呢?
[00:12:30.000 --> 00:12:33.240]  請留意這個聖經的記載
[00:12:33.240 --> 00:12:38.360]  是刻意地將彈爾里以及百提沙薩
[00:12:38.360 --> 00:12:42.040]  這個名字並排而寫的
[00:12:42.040 --> 00:12:46.160]  一方面反映出尼泊卡尼撒王
[00:12:46.160 --> 00:12:49.440]  其實他心裡面認為彈爾里的神
[00:12:49.440 --> 00:12:50.760]  其實與我們所
[00:12:50.760 --> 00:12:54.600]  他自己加勒底人所相信的神沒有什麼分別
[00:12:54.600 --> 00:12:56.880]  他加勒底人的神
[00:12:56.880 --> 00:12:59.960]  是叫做Bel或者Bab
[00:12:59.960 --> 00:13:01.280]  就是百提沙薩
[00:13:01.280 --> 00:13:03.360]  就是我們中文翻譯的「百」
[00:13:03.360 --> 00:13:05.600]  來的意思
[00:13:05.600 --> 00:13:07.200]  提撒薩是什麼意思?
[00:13:07.200 --> 00:13:10.280]  提撒薩就是保護他的
[00:13:10.280 --> 00:13:15.280]  彈爾里在尼泊卡尼撒王裡面的就是
[00:13:15.280 --> 00:13:20.320]  由我們加勒底的神招住的那位
[00:13:20.320 --> 00:13:22.680]  但是聖經的作者
[00:13:22.680 --> 00:13:24.520]  特別是彈爾里書的作者
[00:13:24.520 --> 00:13:25.960]  首先我要強調
[00:13:25.960 --> 00:13:29.080]  彈爾里書是誰作的我也不知道
[00:13:29.080 --> 00:13:30.520]  如果有人說彈爾里書
[00:13:30.520 --> 00:13:32.760]  就是彈爾里自己寫的
[00:13:32.760 --> 00:13:34.960]  這個有一個很大的疑問在《色經》上面
[00:13:34.960 --> 00:13:36.600]  不過這個今天不處理了
[00:13:36.600 --> 00:13:38.760]  你不是教《色經》學
[00:13:38.760 --> 00:13:44.520]  不過作者刻意將彈爾里這個名字
[00:13:44.520 --> 00:13:47.000]  與百提沙薩放在一起
[00:13:47.000 --> 00:13:49.440]  是刻意告訴我們知道
[00:13:49.440 --> 00:13:52.960]  彈爾里所面對的尼泊卡尼撒王
[00:13:52.960 --> 00:13:56.040]  與彈爾里他是來服侍
[00:13:56.040 --> 00:13:59.640]  彈爾里所面對著的尼泊卡尼撒王
[00:13:59.640 --> 00:14:02.360]  兩者是互相在這裡
[00:14:02.360 --> 00:14:05.600]  有一個張力存在的其中
[00:14:05.600 --> 00:14:08.080]  而在這個存在的過程裡面
[00:14:08.080 --> 00:14:09.240]  就給我們看見
[00:14:09.240 --> 00:14:12.720]  彈爾里有一個特色的突顯出來
[00:14:12.720 --> 00:14:17.840]  就是一位真是願意去關心人
[00:14:17.840 --> 00:14:21.800]  用上帝關心人的心智
[00:14:21.800 --> 00:14:24.880]  來對參與侍奉的彈爾里
[00:14:24.880 --> 00:14:28.440]  而不是一個用世俗人那種的心態
[00:14:28.440 --> 00:14:32.280]  而是來對侍奉在這個世界裡面
[00:14:32.280 --> 00:14:35.120]  那種或者工作的態度
[00:14:35.120 --> 00:14:40.520]  來面對這個世界的一種所謂基督徒的侍奉
[00:14:40.520 --> 00:14:42.160]  我們仔細去看看這段《聖經》
[00:14:42.160 --> 00:14:45.400]  一開始又用了類似的記載
[00:14:45.400 --> 00:14:46.400]  第四章十九節
[00:14:46.400 --> 00:14:48.200]  他說 於是稱為
[00:14:48.200 --> 00:14:54.080]  百提沙薩的彈爾里經瓦遍時
[00:14:54.080 --> 00:14:56.680]  有時候《聖經》有些東西我們看就很快過
[00:14:56.680 --> 00:15:00.720]  但是當你留意一下這個一對的形容
[00:15:00.720 --> 00:15:02.320]  又再次出現
[00:15:02.320 --> 00:15:06.360]  百提沙薩的彈爾里
[00:15:06.360 --> 00:15:07.360]  換句話來說
[00:15:07.360 --> 00:15:09.880]  作者是清楚知道
[00:15:09.880 --> 00:15:14.280]  彈爾里現在處理的環境
[00:15:14.280 --> 00:15:18.240]  世界有一套觀念套在他身上
[00:15:18.240 --> 00:15:23.080]  彈爾里又怎樣在這個觀念裡面去回應
[00:15:23.080 --> 00:15:24.720]  恰當地回應呢
[00:15:24.720 --> 00:15:26.720]  既然你說我是百提沙薩
[00:15:26.720 --> 00:15:28.600]  那我不如就扮演出
[00:15:28.600 --> 00:15:32.000]  好像加勒底人的神保護我
[00:15:32.000 --> 00:15:34.920]  照著我來我去參與在這個世界裡面
[00:15:34.920 --> 00:15:36.440]  是不是用這種觀念呢
[00:15:36.440 --> 00:15:39.520]  其實引申到今天一個觀念就是
[00:15:39.520 --> 00:15:42.600]  教會經常說要搞Community Church
[00:15:42.600 --> 00:15:44.120]  要融入社區
[00:15:44.120 --> 00:15:45.600]  其實這種觀念
[00:15:45.600 --> 00:15:47.520]  是不是真的在《聖經》裡面
[00:15:47.520 --> 00:15:51.080]  想順道處理的一種觀念呢
[00:15:51.080 --> 00:15:52.440]  世人的觀念就是
[00:15:52.440 --> 00:15:54.360]  或者今天的教會的觀念就是
[00:15:54.360 --> 00:15:57.120]  我越多做一些像這個世界的事情
[00:15:57.120 --> 00:15:59.560]  就能夠越跟這個世界的人接軌
[00:15:59.560 --> 00:16:02.840]  很自然就會帶他進入上帝的裡面
[00:16:02.840 --> 00:16:04.920]  是不是這樣呢
[00:16:04.920 --> 00:16:06.520]  還是你仍然要保持著
[00:16:06.520 --> 00:16:09.760]  彈爾里他本身的名字
[00:16:09.760 --> 00:16:16.960]  耶和華的那位所委派屬於耶和華神的人呢
[00:16:16.960 --> 00:16:18.360]  我們一起去看看
[00:16:18.360 --> 00:16:19.520]  十九節他這樣說
[00:16:19.520 --> 00:16:20.440]  他說
[00:16:20.440 --> 00:16:25.840]  這位伯提沙薩的彈爾里在這個時候驚訝
[00:16:25.840 --> 00:16:29.960]  而且心意驚惶
[00:16:29.960 --> 00:16:33.640]  於是黃就對他這樣說了一番話
[00:16:33.640 --> 00:16:36.360]  黃說伯提沙薩
[00:16:36.360 --> 00:16:40.600]  不要因夢和夢的講解驚惶
[00:16:40.600 --> 00:16:43.320]  伯提沙薩就回答說
[00:16:43.320 --> 00:16:45.160]  我主啊
[00:16:45.160 --> 00:16:49.520]  願這夢歸於恨護你的人
[00:16:49.520 --> 00:16:54.920]  講解歸於你的敵人
[00:16:54.920 --> 00:17:02.560]  這句話帶出一個很多的問題出現
[00:17:02.560 --> 00:17:03.760]  首先我們要了解
[00:17:03.760 --> 00:17:09.640]  侍奉是不是一種只是按你的工作描述
[00:17:09.640 --> 00:17:12.760]  很多牧者說我的基督徒有一個工作描述
[00:17:12.760 --> 00:17:16.280]  按照你的工作描述去做
[00:17:16.280 --> 00:17:17.840]  你就等於一個好的基督徒
[00:17:17.840 --> 00:17:22.200]  甚至教會的設計都是把信徒套了一個説法
[00:17:22.200 --> 00:17:24.520]  一個定了的格式
[00:17:24.520 --> 00:17:27.720]  你做完就回到團契
[00:17:27.720 --> 00:17:29.520]  回到教會聚會
[00:17:29.520 --> 00:17:32.240]  一定要實體崇拜
[00:17:32.240 --> 00:17:35.760]  最近我和一個弟兄都討論到
[00:17:35.760 --> 00:17:37.160]  他住在溫哥華
[00:17:37.160 --> 00:17:38.760]  他說
[00:17:38.760 --> 00:17:40.320]  現在溫哥華
[00:17:40.320 --> 00:17:41.760]  溫哥華有很多教會
[00:17:41.760 --> 00:17:42.520]  大家如果知道
[00:17:42.520 --> 00:17:44.040]  很多華人教會
[00:17:44.040 --> 00:17:47.760]  每一間教會都在萎縮
[00:17:47.760 --> 00:17:49.920]  他問我
[00:17:49.920 --> 00:17:53.080]  怎樣處理好
[00:17:53.080 --> 00:17:55.480]  因為溫哥華教會以前做很多活動
[00:17:55.480 --> 00:17:56.840]  社區活動
[00:17:56.840 --> 00:17:58.640]  吸引了很多人回教會
[00:17:58.640 --> 00:18:00.120]  很多朋友
[00:18:00.120 --> 00:18:02.560]  現在自從COVID之後
[00:18:02.560 --> 00:18:03.360]  很多萎縮
[00:18:03.360 --> 00:18:04.760]  怎樣
[00:18:04.760 --> 00:18:07.040]  這件事他説真是很惡劣
[00:18:07.040 --> 00:18:08.880]  好不好
[00:18:08.880 --> 00:18:11.760]  我的觀念就是好事
[00:18:11.760 --> 00:18:13.240]  為什麼是好事
[00:18:13.240 --> 00:18:16.680]  暴露了教會這麼多年來做的事
[00:18:16.680 --> 00:18:19.760]  只是按本子辦事
[00:18:19.760 --> 00:18:21.680]  搞了這些事
[00:18:21.680 --> 00:18:23.560]  搞了這些事工出來
[00:18:23.560 --> 00:18:25.320]  就等同於教會
[00:18:25.320 --> 00:18:26.920]  你搞到很多人回來
[00:18:26.920 --> 00:18:27.920]  就是成功的教會
[00:18:27.920 --> 00:18:29.280]  搞了很多事出來
[00:18:29.280 --> 00:18:34.360]  而人回來就失敗了教會
[00:18:34.360 --> 00:18:37.000]  但如果你用這種思維
[00:18:37.000 --> 00:18:39.080]  去面對尼布甲尼修王
[00:18:39.080 --> 00:18:40.760]  他應該見到這位王的時候
[00:18:40.760 --> 00:18:42.600]  應該說一些好聽的説話
[00:18:42.600 --> 00:18:44.880]  但是在這段聖經一開始
[00:18:44.880 --> 00:18:47.720]  卻記載出來很不同的就是
[00:18:47.720 --> 00:18:50.720]  百提莎薩的旦爾里
[00:18:50.720 --> 00:18:54.120]  感到很驚慌遍時
[00:18:54.120 --> 00:18:57.240]  驚慌遍時是兩個字
[00:18:57.240 --> 00:18:58.720]  在《圓聞聖經》裏面
[00:18:58.720 --> 00:19:01.280]  是指他非常驚訝
[00:19:01.280 --> 00:19:04.320]  而且定下來了
[00:19:04.320 --> 00:19:06.800]  不懂怎麼說
[00:19:06.800 --> 00:19:10.200]  呆了在這裏
[00:19:10.200 --> 00:19:13.120]  大家不要漏掉
[00:19:13.120 --> 00:19:14.800]  百提莎薩的旦爾里
[00:19:14.800 --> 00:19:18.280]  在這一刻是甚麼身份
[00:19:18.280 --> 00:19:25.760]  他是宗巴比倫節時的頭
[00:19:25.760 --> 00:19:29.840]  如果頭都出來了的時候
[00:19:29.840 --> 00:19:33.080]  都有這樣的表現
[00:19:33.080 --> 00:19:35.120]  下面的馬仔我們已經知道
[00:19:35.120 --> 00:19:37.080]  很不妥
[00:19:37.080 --> 00:19:42.880]  旦爾里是不是都不妥
[00:19:42.880 --> 00:19:45.600]  而且聖經裏再記載多一樣東西
[00:19:45.600 --> 00:19:47.680]  他心意驚惶
[00:19:47.680 --> 00:19:51.960]  這幅圖畫是甚麼情況呢
[00:19:51.960 --> 00:19:53.720]  我想到一個比喻
[00:19:53.720 --> 00:19:57.480]  大約是等於
[00:19:57.480 --> 00:20:00.640]  有一個人去看醫生
[00:20:00.640 --> 00:20:04.080]  醫生就說做一些檢查
[00:20:04.080 --> 00:20:07.360]  做完檢查後通常要做甚麼
[00:20:07.360 --> 00:20:09.080]  就是看檢查
[00:20:09.080 --> 00:20:10.400]  我的醫生也是這樣
[00:20:10.400 --> 00:20:12.320]  對於我而言
[00:20:12.320 --> 00:20:16.640]  誰知你去到覆診時看報告
[00:20:16.640 --> 00:20:18.840]  醫生就跟你說
[00:20:18.840 --> 00:20:20.600]  請坐下
[00:20:20.600 --> 00:20:23.800]  醫生看著螢幕
[00:20:23.800 --> 00:20:27.400]  所有報告都是電腦人員做的
[00:20:27.400 --> 00:20:29.080]  看著螢幕
[00:20:29.080 --> 00:20:31.400]  他呆了不作聲
[00:20:31.400 --> 00:20:35.120]  那你會怎樣
[00:20:35.120 --> 00:20:37.840]  你也害怕吧
[00:20:37.840 --> 00:20:40.600]  我也試過跟醫生說
[00:20:40.600 --> 00:20:42.680]  有些問題
[00:20:42.680 --> 00:20:45.640]  甚麼問題
