
[00:00:00.000 --> 00:00:04.640]  親愛的聖靈,我們懇求禰來到我們當中,禰充滿這個地方,
[00:14:58.000 --> 00:15:04.000]  要跟神相近,要排除一切跟神相敵對的東西。
[00:15:04.000 --> 00:15:08.000]  魔鬼就是敵對神的頭目。
[00:15:08.000 --> 00:15:12.000]  所以聖經說,抵擋魔鬼,魔鬼就必離開你們逃跑了。
[00:15:12.000 --> 00:15:20.000]  我們必須抵擋魔鬼,魔鬼離開我們以後,我們的心就能夠跟上帝相近。
[00:15:20.000 --> 00:15:28.000]  聖經說明說,這個是背離上帝的世界,是誰所掌管的呢?是魔鬼所掌管的。
[00:15:28.000 --> 00:15:40.000]  就好像彼得前書第五章第八節那邊說,你們的仇敵魔鬼,如同哄叫的獅子,遍地遊行,尋找的是可吞噬的人。
[00:15:40.000 --> 00:15:46.000]  魔鬼巴不得我們順從他,而不順從上帝。
[00:15:46.000 --> 00:15:55.000]  所以魔鬼用盡各種的方法,為了就是要我們歸順他,而不歸順上帝。
[00:15:55.000 --> 00:16:06.000]  世俗化其中的一個有效方法,就是讓我們跟世界為朋友,就自然跟上帝為敵。
[00:16:06.000 --> 00:16:16.000]  反過來,如果我們想跟神相近的時候,我們就要抵擋魔鬼,使他不能夠來控制我們。
[00:16:16.000 --> 00:16:25.000]  因此雅各提醒信徒必須抵擋魔鬼,這樣魔鬼就必然會離開我們。
[00:16:25.000 --> 00:16:34.000]  不過話說回來,信徒不要說抵擋,有時候我們連魔鬼的那些詭計,我們也認不清。
[00:16:34.000 --> 00:16:48.000]  很容易我們就中了撒旦魔鬼的圈套,不知不覺的就離上帝越來越遠,甚至最終斷了跟上帝的那種關係,我們都不知道。
[00:16:48.000 --> 00:16:56.000]  其實這跟不認識上帝是同樣的道理,你沒有認清神的全能,你就不會順從他;
[00:16:56.000 --> 00:17:01.000]  而你沒認清魔鬼的詭計,你就會跟從他。
[00:17:01.000 --> 00:17:07.000]  是什麼可以使得我們對屬靈的事情有清楚的認識呢?
[00:17:07.000 --> 00:17:10.000]  其實是神的話。
[00:17:10.000 --> 00:17:18.000]  當耶穌被魔鬼試探的時候,耶穌是用什麼來對付魔鬼呢?
[00:17:18.000 --> 00:17:23.000]  祂是用神的話,祂完全用聖經上的話來對付。
[00:17:23.000 --> 00:17:31.000]  所以今天我們要學習順服神,要抵擋魔鬼的時候,我們要靠神的話。
[00:17:31.000 --> 00:17:42.000]  第三點,雅各告訴我們說,我們要跟神相近,就要常常地親近神。
[00:17:42.000 --> 00:17:49.000]  說到親近神的時候,我們很容易想到的就是要讀經,要禱告。
[00:17:49.000 --> 00:17:54.000]  其實這只是親近神的一部分的行動。
[00:17:54.000 --> 00:18:00.000]  重要的是什麼?重要的是要把神放在我們生活的中心。
[00:18:00.000 --> 00:18:09.000]  思想、行動都是以神為主要的中心。
[00:18:09.000 --> 00:18:21.000]  我們都很明白一件事情,就是我們要跟一個人相親,並不一定要常常聽著他在我們的耳邊來說話。
[00:18:21.000 --> 00:18:24.000]  比如說我要跟我的母親相親,
[00:18:24.000 --> 00:18:32.000]  其實我不想我母親整天都在我耳邊嘮嘮叨叨的,要聽她在我耳邊說話。
[00:18:32.000 --> 00:18:39.000]  或者,也不一定要我們常常對她說話,才叫做相親。
[00:18:39.000 --> 00:18:49.000]  在聽不到對方說話的時候,你能夠想著他所說過的話,做過的事情,也是一種的親近。
[00:18:49.000 --> 00:18:52.000]  不一定要整天讀著他的話。
[00:18:52.000 --> 00:18:59.000]  就是說,我們不一定要整天都讀著聖經的話,才叫做親近上帝。
[00:18:59.000 --> 00:19:10.000]  反而,在我們日常生活裡面,常常想著他的話,想著他對我們說過的話,那才叫做真正的親近。
[00:19:10.000 --> 00:19:22.000]  更進一步地,做他喜歡我們做的事情,使對方歡喜,使對方喜悅,這是一種的相親。
[00:19:22.000 --> 00:19:28.000]  所以,親近神,讀經禱告,一定是重要的。
[00:19:28.000 --> 00:19:35.000]  就等於,你想聽神的話,也讓神聽你說話,讀經禱告是重要的。
[00:19:35.000 --> 00:19:41.000]  但是,時時常常地以他的思想為你的思想,
[00:19:41.000 --> 00:19:53.000]  以他喜歡的方式來做你的事情,做你的工作,甚至做他的工作,這更是一種親近神的行動。
[00:19:53.000 --> 00:20:01.000]  所以,聖經第四章第八節那邊說,你們親近上帝,上帝就必親近你們。
[00:20:01.000 --> 00:20:11.000]  如果我們常常地用這些事情來親近上帝的話,上帝必然親近我們,跟我們相近。
[00:20:11.000 --> 00:20:17.000]  來到最後的時候,你看雅各稱那些曾經遠離上帝的人是什麼?
[00:20:17.000 --> 00:20:20.000]  他們是有罪的人。
[00:20:20.000 --> 00:20:25.000]  提醒他們要悔改,要歸向上帝。
[00:20:25.000 --> 00:20:27.000]  他們必須做的是什麼?
[00:20:27.000 --> 00:20:35.000]  就是從外到內的那種捷徑,以至於他們才能夠重新地回到神的面前。
[00:20:35.000 --> 00:20:45.000]  更是要從心底裡面有一種悔改的哀愁,以至於他們表示他們誠意的那種悔罪。
[00:20:45.000 --> 00:20:50.000]  這樣才能得到上帝的那種願望。
[00:20:50.000 --> 00:20:59.000]  有一個女孩子,她違反了她父親的命令,做了一件事情使她父親很不開心。
[00:20:59.000 --> 00:21:04.000]  她坐在父親的面前,做錯事情的人會怎麼樣?
[00:21:04.000 --> 00:21:08.000]  就是低垂著頭,不敢看對方。
[00:21:08.000 --> 00:21:14.000]  這女孩子也是一樣,她不敢看她父親,一直都在低垂著頭。
[00:21:14.000 --> 00:21:20.000]  她很怕她父親怎麼樣看她,所以她不敢望她父親。
[00:21:20.000 --> 00:21:25.000]  她認為她這樣得罪她父親,她父親一定很生氣。
[00:21:25.000 --> 00:21:36.000]  她在想象著她父親怎麼樣看她,一定是狠狠地在看著她,因為她做錯了事情,違反了她父親。
[00:21:36.000 --> 00:21:42.000]  所以她一直都不敢抬頭看她父親,一直都沒有抬頭望她父親。
[00:21:42.000 --> 00:21:51.000]  只是憑心裡面的感覺,去感覺,去估計她父親的心意,父親的面貌是怎麼樣的。
[00:21:51.000 --> 00:21:58.000]  在一段沈默的時間之後,她忽然間聽到她父親說,望著我。
[00:21:58.000 --> 00:22:03.000]  她還是不敢看,一直心裡面都很害怕。
[00:22:03.000 --> 00:22:10.000]  心裡面想,我如果抬頭看的時候,我一定看到的是狠狠望著我的一對眼睛。
[00:22:10.000 --> 00:22:19.000]  但是在父親的命令之下,她還是要抬頭望她父親,一望之下使她很驚訝。
[00:22:19.000 --> 00:22:23.000]  你想,她父親會有怎麼樣的表情?
[00:22:23.000 --> 00:22:33.000]  原來她父親兩個眼睛正在流著眼淚,很溫和地在望著她,滿臉慈愛地望著她。
[00:22:33.000 --> 00:22:44.000]  這女孩子非常的感動,衝上前抱著她父親。在那一刻,什麼問題都解決了,什麼事情都解決了。
[00:22:44.000 --> 00:22:52.000]  她原本以為她父親會很生氣,但是原來她父親仍然那麼的愛她,對她仍然那麼的慈愛。
[00:22:52.000 --> 00:23:00.000]  她以為她父親會恨她,卻想不到父親是難過多過痛恨她。
[00:23:00.000 --> 00:23:07.000]  如果她不抬頭望她父親,她永遠都不會明白這一點。
[00:23:07.000 --> 00:23:14.000]  如果她沒有抬頭望她父親,她永遠都跟父親有隔膜。
[00:23:14.000 --> 00:23:19.000]  她以為她父親會恨她,她以為事情還沒有得到解決。
[00:23:19.000 --> 00:23:28.000]  我不知道你有多久沒有檢討你跟神的那種關係,你跟神是相敬的呢,還是相離的呢?
[00:23:28.000 --> 00:23:33.000]  你親近神,神就親近你。
[00:23:33.000 --> 00:23:45.000]  巴不得我們都能夠抬頭看看我們的上帝,望著祂,你就知道你應該做什麼,你應該有什麼行動來回應祂。
[00:23:45.000 --> 00:23:59.000]  你的神,你的上帝,永遠都沒有恨你,沒有離棄你,祂在等著你的回應。只要你抬頭望祂,你就知道你應該做的是什麼。
[00:23:59.000 --> 00:24:24.000]  主雖然我們每一位相信你的人,我們都成為天國的兒女,都在你的名下有份,但是主讓我們不以這個為滿足,讓我們常常檢討我們跟禰的關係到底是怎麼樣。
[00:24:24.000 --> 00:24:44.000]  我們是與你相敬,還是相離?我們是體貼你的心,還是常常責你生氣?主要求你幫助帶領我們,但願我們在你面前,我們願意抬頭望你。
[00:24:44.000 --> 00:25:01.000]  我們看著你的時候,我們就知道你想要我們做什麼,你想要我們回應什麼。主要是讓我們這段時間,我們安靜在主禰面前。
[00:25:01.000 --> 00:25:14.000]  弟兄姊妹,讓我們安靜在神的面前,讓我們就用這段時間來檢討我們跟神的關係。
[00:25:14.000 --> 00:25:41.000]  在我們過往的日子當中,我們的生活是否世俗化?我們是不是愛世界多過愛我們的神?我們是不是體貼世俗的事物多過體貼上帝的心意?
[00:25:41.000 --> 00:26:02.000]  再看看我們有沒有順服神?我們有沒有提高警惕抵擋魔鬼?我們有沒有清靜我們的神?
[00:26:02.000 --> 00:26:23.000]  這清靜不只是每天讀經禱告,更是常常想著主的話,願意按照祂心意來做,合乎祂心意的事情。
[00:26:23.000 --> 00:26:37.000]  天主上替我們承認我們是軟弱的,很多時候我們都忽略了我們跟禰的那種關係的清靜,主求禰赦免我們,憐憫我們。
[00:26:37.000 --> 00:26:46.000]  主讓我們願意與禰相近,我們整個的生命都跟禰相近。
[00:26:46.000 --> 00:27:15.000]  教我們行事為人,常常以禰的話為標準,教我們順服在禰面前,教我們提高警惕不中撒旦的圈套,教我們整個的心,整個思想都清靜。
[00:27:15.000 --> 00:27:29.000]  主憐憫我們,赦免我們過去的軟弱,堅定我們,讓我們在禰面前站立得住,讓我們在往後的日子更忠心地緊緊地跟隨禰。
[00:27:29.000 --> 00:27:33.000]  感謝禰聽我們的禱告,奉主耶穌這個神明,Amen。
