
[00:00:00.000 --> 00:00:03.080]  很高興能夠見到大家回來神的殿
[00:04:22.320 --> 00:04:24.600]  他們屬靈上那種失敗
[00:04:24.600 --> 00:04:29.000]  是一個循環的方式呈現他們的墮落
[00:04:29.000 --> 00:04:31.400]  正如我們今天說一個球賽
[00:04:31.400 --> 00:04:34.000]  無論你上半場打得多精彩都好
[00:04:34.000 --> 00:04:36.520]  如果你下半場是失敗的話
[00:04:36.520 --> 00:04:38.720]  這個賽果就是失敗的
[00:04:38.720 --> 00:04:41.000]  我們今天要謹慎
[00:04:41.000 --> 00:04:45.040]  不要以為自己一定可以堅定不移
[00:04:45.040 --> 00:04:47.640]  我們能夠站穩
[00:04:47.640 --> 00:04:50.400]  原來在末世的末期
[00:04:50.400 --> 00:04:53.520]  這個世界有很多似是而非的道理
[00:04:53.520 --> 00:04:55.480]  甚至是敵基督
[00:04:55.480 --> 00:05:00.240]  甚至將來在耶穌回來之前
[00:05:00.240 --> 00:05:03.240]  這個世界有很多混亂的事
[00:05:03.240 --> 00:05:04.920]  更加的明顯
[00:05:04.920 --> 00:05:06.840]  我們作為神的兒女
[00:05:06.840 --> 00:05:08.840]  你必須回到一個原點
[00:05:08.840 --> 00:05:11.160]  就是你信仰的基礎上
[00:05:11.160 --> 00:05:13.800]  你必須是很好的
[00:05:13.800 --> 00:05:17.560]  認真鄭重地去屬讀神的說話
[00:05:17.560 --> 00:05:21.320]  我們在第二章逐一來拆解
[00:05:21.320 --> 00:05:23.480]  他們失敗的原因
[00:05:23.480 --> 00:05:26.240]  是很值得我們引以為鑑的
[00:05:26.240 --> 00:05:31.120]  史詩記確是一個令人很悲哀的一段歷史
[00:05:31.120 --> 00:05:33.640]  你說那時候很混亂 也很妥異
[00:05:33.640 --> 00:05:37.280]  但是更加我們在波金這個事件裏面
[00:05:37.280 --> 00:05:40.200]  你就會看到那個問題的所在
[00:05:40.200 --> 00:05:42.120]  甚麼是波金事件呢?
[00:05:42.120 --> 00:05:46.480]  歷史往往都會用一些地方發生了一些事的時候
[00:05:46.480 --> 00:05:48.840]  是要警惕我們的
[00:05:48.840 --> 00:05:51.200]  我們先一起讀頭五節
[00:05:51.200 --> 00:05:53.440]  我們先了解一下波金是甚麼
[00:05:53.440 --> 00:05:54.520]  我們一起讀
[00:05:54.520 --> 00:05:58.960]  「耶和華的使者從吉甲上到波金說:
[00:05:58.960 --> 00:06:01.240]  『我領你們從埃及上來
[00:06:01.240 --> 00:06:03.600]  帶你們到我向你們列祖
[00:06:03.600 --> 00:06:05.320]  起誓應許之地』
[00:06:05.320 --> 00:06:09.040]  我曾說:『我永不廢棄我與你們的約
[00:06:09.040 --> 00:06:12.360]  你們不可與這地的居民納約
[00:06:12.360 --> 00:06:14.720]  要拆毀他們的祭壇
[00:06:14.720 --> 00:06:17.280]  你們竟沒有聽從我的話
[00:06:17.280 --> 00:06:19.360]  你們為何這樣做呢?
[00:06:19.360 --> 00:06:20.760]  因此我說:
[00:06:20.760 --> 00:06:24.320]  『我必不將他們從你們面前說出
[00:06:24.320 --> 00:06:27.080]  他們必作你們立下的荊棘
[00:06:27.080 --> 00:06:30.560]  他們的神明必成為你們的圈套』
[00:06:30.560 --> 00:06:35.360]  耶和華的使者向以色列眾人說這些話的時候
[00:06:35.360 --> 00:06:37.520]  百姓放聲大哭
[00:06:37.520 --> 00:06:41.400]  於是他們給那地方起名叫波金
[00:06:41.400 --> 00:06:44.800]  並在那裡向耶和華獻祭」
[00:06:44.800 --> 00:06:49.360]  這段經文提到耶和華的使者
[00:06:49.360 --> 00:06:51.760]  由吉甲這個地方去到波金
[00:06:51.760 --> 00:06:55.360]  吉甲就是約書亞時代他們回望的所在之處
[00:06:55.360 --> 00:07:00.440]  是神的子民和上帝敬拜的一個中心之地
[00:07:00.440 --> 00:07:04.400]  這段經文就是要我們看到
[00:07:04.400 --> 00:07:09.720]  上帝是訴諸於他與以色列民的列祖
[00:07:09.720 --> 00:07:12.600]  由出埃及那個年代
[00:07:12.600 --> 00:07:14.640]  講到神與他們起誓
[00:07:14.640 --> 00:07:17.520]  神永遠不會廢棄他的約
[00:07:17.520 --> 00:07:19.680]  神是守約思慈愛的
[00:07:19.680 --> 00:07:21.760]  祂講得出他們也做得到
[00:07:21.760 --> 00:07:25.360]  祂將這個流瀾與密之地賜給以色列民
[00:07:25.360 --> 00:07:27.960]  成為他們永久的居業
[00:07:27.960 --> 00:07:30.600]  可惜的是神的百姓
[00:07:30.600 --> 00:07:33.840]  只是領受約的那份應許
[00:07:33.840 --> 00:07:35.240]  很多人都是這樣的
[00:07:35.240 --> 00:07:37.480]  信耶穌 信主
[00:07:37.480 --> 00:07:40.720]  你只是以為當然有福氣
[00:07:40.720 --> 00:07:43.560]  但原來信耶穌還有另一方面
[00:07:43.560 --> 00:07:46.440]  神是要求我們在他的聖約之下
[00:07:46.440 --> 00:07:49.320]  你要來清除偶像
[00:07:49.320 --> 00:07:52.680]  專心一而去跟隨神 侍奉神
[00:07:52.680 --> 00:07:54.840]  神是公義的審判者
[00:07:54.840 --> 00:07:58.640]  神說你們竟沒有聽從我的話
[00:07:58.640 --> 00:08:00.640]  所以在波金這個地方
[00:08:00.640 --> 00:08:03.760]  上帝透過他的使者作這個宣告
[00:08:03.760 --> 00:08:04.960]  百姓一聽到
[00:08:04.960 --> 00:08:07.120]  他們就放聲大哭
[00:08:07.120 --> 00:08:10.840]  波金的原文的意思就是哀哭
[00:08:10.840 --> 00:08:11.840]  哀哭
[00:08:11.840 --> 00:08:12.880]  這個歷史
[00:08:12.880 --> 00:08:16.360]  正是《史詩記》在第二個序言裡面
[00:08:16.360 --> 00:08:19.440]  要告訴我們是一個預告
[00:08:19.440 --> 00:08:22.560]  原來整本《史詩記》的歷史
[00:08:22.560 --> 00:08:27.160]  就是讓我們看見神的子民不斷重複墮落
[00:08:27.160 --> 00:08:28.440]  這個墮落裡面
[00:08:28.440 --> 00:08:30.480]  但是神都沒有厭棄他們
[00:08:30.480 --> 00:08:34.080]  神多次又興起史詩詬問他們
[00:08:34.080 --> 00:08:35.280]  但到最後
[00:08:35.280 --> 00:08:37.280]  他們在這本書的末了
[00:08:37.280 --> 00:08:42.520]  竟然出現了辯雅敏的支派
[00:08:42.520 --> 00:08:49.960]  差點兒被其他十一個支派的以色列人殲滅了
[00:08:49.960 --> 00:08:54.440]  這個幾乎是滅絕一個支派的危機
[00:08:54.440 --> 00:08:57.440]  但是他們在那個地方
[00:08:57.440 --> 00:09:00.560]  他們在伯特利去哀哭
[00:09:00.560 --> 00:09:02.960]  這種哀哭讓我們看見
[00:09:02.960 --> 00:09:04.560]  由《史詩記》的序言
[00:09:04.560 --> 00:09:06.840]  到《史詩記》的終結
[00:09:06.840 --> 00:09:09.360]  都其實是一個哀哭的歷史
[00:09:09.360 --> 00:09:12.560]  今天我們有沒有為自己的軟弱
[00:09:12.560 --> 00:09:14.480]  為自己的沉淪
[00:09:14.480 --> 00:09:18.280]  甚至一種習慣性的跌倒
[00:09:18.280 --> 00:09:19.920]  你有沒有哀哭過
[00:09:19.920 --> 00:09:24.600]  你必須要在神面前做一個誠心實意的悔罪者
[00:09:24.600 --> 00:09:26.960]  否則你很難看見
[00:09:26.960 --> 00:09:29.640]  你怎樣可以專心去侍奉神
[00:09:29.640 --> 00:09:32.240]  我們看一看這個歷史
[00:09:32.240 --> 00:09:35.000]  就是讓我們看見神的子民
[00:09:35.000 --> 00:09:37.320]  他第一樣墮落的原因
[00:09:37.320 --> 00:09:39.400]  是他不聽從神的話
[00:09:39.400 --> 00:09:45.920]  他沒有忠心來照著上帝和他的列祖所守的約
[00:09:45.920 --> 00:09:49.760]  所命定的要求來遵守
[00:09:49.760 --> 00:09:52.440]  他是一個背弱的子民
[00:09:52.440 --> 00:09:54.800]  這是不是我們今天的寫照呢
[00:09:54.800 --> 00:09:56.560]  我們思想一下
[00:09:56.560 --> 00:09:59.760]  你今天要讀《史詩記》的話
[00:09:59.760 --> 00:10:01.320]  你不是為別人去讀
[00:10:01.320 --> 00:10:02.440]  你為自己
[00:10:02.440 --> 00:10:04.640]  你首先問自己這個問題
[00:10:04.640 --> 00:10:07.800]  我們在《史詩記》裏面有三處的地方
[00:10:07.800 --> 00:10:11.840]  也看見神和他的子民的對質
[00:10:11.840 --> 00:10:14.960]  剛剛讀完第一節到第五節
[00:10:14.960 --> 00:10:17.200]  就是神差遣他的使者
[00:10:17.200 --> 00:10:20.360]  在波金這個地方向他們說話
[00:10:20.360 --> 00:10:24.400]  就是你們不要聽從我的話
[00:10:24.400 --> 00:10:27.800]  這是一個很嚴重的指控
[00:10:27.800 --> 00:10:30.760]  到了第六章第七到第十節
[00:10:30.760 --> 00:10:35.480]  神差遣他的先知去責備他的子民
[00:10:35.480 --> 00:10:39.080]  當時他們是被米顛人圍困
[00:10:39.080 --> 00:10:41.720]  他們在苦難裏面又再次向神呼求
[00:10:41.720 --> 00:10:47.600]  神興起《史詩記》來拯救他們
[00:10:47.600 --> 00:10:50.160]  但他們也是在這個循環底下
[00:10:50.160 --> 00:10:53.360]  又再次獲得神的恩典又墮落
[00:10:53.360 --> 00:10:54.880]  到第十章是甚麼呢
[00:10:54.880 --> 00:10:59.480]  就是他們面對菲律賓人和阿滿人的那種圍困
[00:10:59.480 --> 00:11:02.280]  在苦難裏面再次向神呼求
[00:11:02.280 --> 00:11:04.960]  結果神這次是差遣誰呢
[00:11:04.960 --> 00:11:06.600]  神差遣他自己
[00:11:06.600 --> 00:11:10.200]  神親自向他們說話
[00:11:10.200 --> 00:11:13.280]  說你們是違約的一群子民
[00:11:13.280 --> 00:11:15.400]  你們沒有聽從我的說話
[00:11:15.400 --> 00:11:17.120]  去侍奉別國的神明
[00:11:17.120 --> 00:11:20.000]  三段經文共通的地方
[00:11:20.000 --> 00:11:21.880]  都是同一的指控
[00:11:21.880 --> 00:11:25.360]  這是與上帝所說的聖約
[00:11:25.360 --> 00:11:28.520]  由亞伯拉罕到約書亞的那個年代
[00:11:28.520 --> 00:11:30.160]  是一脈相承
[00:11:30.160 --> 00:11:32.200]  這成為我們去認識舊約
[00:11:32.200 --> 00:11:34.040]  聖經的啟示
[00:11:34.040 --> 00:11:35.680]  接續到新約
[00:11:35.680 --> 00:11:38.240]  耶穌基督為我們所承就會救恩
[00:11:38.240 --> 00:11:40.240]  一脈相承
[00:11:40.240 --> 00:11:42.360]  耶穌為我們眾人的罪
[00:11:42.360 --> 00:11:43.440]  寫在十字架上
[00:11:43.440 --> 00:11:45.640]  正正就是這個神的羔羊
[00:11:45.640 --> 00:11:48.880]  祂能夠作任何人作不到的事
[00:11:48.880 --> 00:11:51.720]  沒有地上任何一個人
[00:11:51.720 --> 00:11:57.160]  是能夠完完全全行得上帝的心意和要求
[00:11:57.160 --> 00:12:00.440]  我們需要不斷在我們的人生裏面
[00:12:00.440 --> 00:12:03.040]  你要正視你心中的偶像
[00:12:03.040 --> 00:12:07.720]  你要除掉你內心的仇恨或者黑暗
[00:12:07.720 --> 00:12:10.640]  我們需要被上帝光照的時候
[00:12:10.640 --> 00:12:12.240]  你要誠實
[00:12:12.240 --> 00:12:14.640]  當他們進入迦南地之後
[00:12:14.640 --> 00:12:16.560]  這一群神的子民
[00:12:16.560 --> 00:12:18.800]  是將他們的迦南地
[00:12:18.800 --> 00:12:22.520]  很多的城鎮是以愛邦賈臣來命名的
[00:12:22.520 --> 00:12:25.760]  例如我們讀到舊約很出名的其中一個城市
[00:12:25.760 --> 00:12:27.560]  叫做「伯氏墨」
[00:12:27.560 --> 00:12:29.560]  「伯氏墨」這個名詞
[00:12:29.560 --> 00:12:32.840]  其實代表著他們迦南人敬拜的那個戰神
[00:12:32.840 --> 00:12:34.680]  「伯雅納」
[00:12:34.680 --> 00:12:37.600]  在推羅和西頓這些大的地方
[00:12:37.600 --> 00:12:40.520]  他們是很盛行去拜巴黎的
[00:12:40.520 --> 00:12:44.120]  所以神清楚嚴厲地在罪言
[00:12:44.120 --> 00:12:45.840]  第二個罪言的警告
[00:12:45.840 --> 00:12:48.920]  就是祂不再協助他們趕走那些迦南人
[00:12:48.920 --> 00:12:50.720]  迦南人被留下
[00:12:50.720 --> 00:12:54.200]  是要試煉以色列人是否真的聽話
[00:12:54.200 --> 00:12:57.600]  是否真正願意去信服上帝
[00:12:57.600 --> 00:13:00.640]  當他們聽到這個宣告的時候
[00:13:00.640 --> 00:13:03.400]  神的百姓就在波金這個地方哀哭
[00:13:03.400 --> 00:13:08.920]  神亦都預告愛邦的神明要成為他們的網羅
[00:13:08.920 --> 00:13:11.640]  這個亦都出現在書末
[00:13:11.640 --> 00:13:13.320]  關於這個「辯雅敏之派」
[00:13:13.320 --> 00:13:15.320]  差點在內戰中被滅絕
[00:13:15.320 --> 00:13:17.200]  這件事的史實
[00:13:17.200 --> 00:13:20.200]  我們今天要看一看
[00:13:20.200 --> 00:13:23.200]  約書亞他死前和死後
[00:13:23.200 --> 00:13:27.320]  其實在第一章和第二章都有被引述的
[00:13:27.320 --> 00:13:28.920]  為什麼這麼重要呢
[00:13:28.920 --> 00:13:30.600]  約書亞這個人物
[00:13:30.600 --> 00:13:35.320]  因為我們看到第一章其實是一個結果
[00:13:35.320 --> 00:13:38.400]  結果的原因是第二章才交代
[00:13:38.400 --> 00:13:40.400]  有一個因果的關係
[00:13:40.400 --> 00:13:46.520]  而兩件事無論在軍事上要得著他們的土地
[00:13:46.520 --> 00:13:51.880]  還是他們屬靈的生命的墮落失敗
[00:13:51.880 --> 00:13:53.720]  其實彼此有關聯
[00:13:53.720 --> 00:13:55.960]  正正是因為他們靈命的失敗
[00:13:55.960 --> 00:13:58.360]  導致他們沒有完成上帝
[00:13:58.360 --> 00:14:01.560]  要他們真正佔據迦南地
[00:14:01.560 --> 00:14:04.760]  將那些拜偶像的外族趕出
[00:14:04.760 --> 00:14:06.760]  當我們讀這段經文
[00:14:06.760 --> 00:14:08.520]  我嘗試用綠色的字
[00:14:08.520 --> 00:14:12.920]  就是highlight那個是應許之地的「應許」
[00:14:12.920 --> 00:14:15.200]  但是藍色的字就是代表著
[00:14:15.200 --> 00:14:17.120]  他們的屬靈生命
[00:14:17.120 --> 00:14:18.400]  神有要求
[00:14:18.400 --> 00:14:23.040]  就是你們必須要敬畏神和侍奉耶和華
[00:14:23.040 --> 00:14:25.160]  在這個對比之下
[00:14:25.160 --> 00:14:27.840]  亦都讓我們很清楚明顯的
[00:14:27.840 --> 00:14:30.760]  就是看到約書亞的時代
[00:14:30.760 --> 00:14:32.760]  和他死了之後的時代
[00:14:32.760 --> 00:14:35.400]  出現了很大的落差
[00:14:35.400 --> 00:14:38.160]  簡直是180度的相反
[00:14:38.160 --> 00:14:40.440]  約書亞在世的時候
[00:14:40.440 --> 00:14:44.600]  和他一齊來服侍那些長老在世的時候
[00:14:44.600 --> 00:14:47.240]  百姓是侍奉耶和華的
[00:14:47.240 --> 00:14:50.440]  但是竟然新的一代興起的時候
[00:14:50.440 --> 00:14:51.840]  他們不認識神
[00:14:51.840 --> 00:14:55.960]  亦都不知道耶和華為以色列所做的事
[00:14:55.960 --> 00:15:00.760]  這個落差帶來一個很大的缺口
[00:15:00.760 --> 00:15:02.280]  我們今天
[00:15:02.280 --> 00:15:04.800]  其實對我們這個年代
[00:15:04.800 --> 00:15:07.520]  普世的教會都出現一個問題
[00:15:07.520 --> 00:15:12.000]  就是全球的教會老化
[00:15:12.000 --> 00:15:13.600]  我們要正視這個問題
[00:15:13.600 --> 00:15:18.160]  就必須要從生命的根基去檢視
[00:15:18.160 --> 00:15:22.200]  「跨代同行」是我們今年教會的主題
[00:15:22.200 --> 00:15:24.360]  教會為什麼要強調這個主題
[00:15:24.360 --> 00:15:26.240]  就是讓我們看見
[00:15:26.240 --> 00:15:28.040]  我們不要失守
[00:15:28.040 --> 00:15:31.760]  在我們從兒童到少年期
[00:15:31.760 --> 00:15:34.120]  甚至少年期要進入大學
[00:15:34.120 --> 00:15:36.720]  去到職稱這些階段
[00:15:36.720 --> 00:15:39.360]  往往就是這些轉折位
[00:15:39.360 --> 00:15:42.760]  我們失掉了我們的下一代
[00:15:42.760 --> 00:15:45.000]  我們需要好好帶領他們
[00:15:45.000 --> 00:15:46.680]  來明白上帝的心意
[00:15:46.680 --> 00:15:50.360]  上帝很願意去祝福我們今天
[00:15:50.360 --> 00:15:53.840]  我們每一個教會的青少年的工作
[00:15:53.840 --> 00:15:56.320]  但是很多時候
[00:15:56.320 --> 00:15:58.840]  我們見到眼前的困難
[00:15:58.840 --> 00:16:01.400]  我們就會覺得
[00:16:01.400 --> 00:16:05.080]  是不是我們沒有辦法去克服和做得到呢?
[00:16:05.080 --> 00:16:07.280]  我很想和頂姐妹們來看一下
[00:16:07.280 --> 00:16:10.480]  在這段經文裏面講到
[00:16:10.480 --> 00:16:13.160]  他們失敗的第二個原因
[00:16:13.160 --> 00:16:16.960]  就是他們神的子民不認識耶和華
[00:16:16.960 --> 00:16:20.320]  也都不知道祂為子民所做的事
[00:16:20.320 --> 00:16:24.240]  一方面我們說為什麼他們不認識耶和華呢?
[00:16:24.240 --> 00:16:25.360]  但是我們要明白
[00:16:25.360 --> 00:16:27.400]  這裏講到不只是不認識
[00:16:27.400 --> 00:16:31.680]  他們不知道神在他們身上所做的奇事
[00:16:31.680 --> 00:16:34.680]  這是一個經驗
[00:16:34.680 --> 00:16:37.160]  我們今天和我們的下一代分享
[00:16:37.160 --> 00:16:39.640]  不只是頭腦上的知識
[00:16:39.640 --> 00:16:41.000]  耶和華是怎樣
[00:16:41.000 --> 00:16:42.160]  祂無所不能
[00:16:42.160 --> 00:16:45.480]  這些教義上你準確都還不足夠
[00:16:45.480 --> 00:16:48.560]  你是要和下一代一起去經驗
[00:16:48.560 --> 00:16:50.640]  上帝在我們這一代裏面
[00:16:50.640 --> 00:16:53.080]  祂怎樣來叫我經歷
[00:16:53.080 --> 00:16:55.520]  祂是那個又真又活的上帝
[00:16:55.520 --> 00:16:59.440]  同樣今天對於下一代新生的年青人
[00:16:59.440 --> 00:17:03.480]  你們所信的神和我所信的是沒有分別的
[00:17:03.480 --> 00:17:07.560]  當我們要將這種信仰的經驗帶進去的時候
[00:17:07.560 --> 00:17:12.640]  不是通過一個單向式的傳遞
[00:17:12.640 --> 00:17:15.880]  不只是講道或者主日學
[00:17:15.880 --> 00:17:17.080]  或者查經
[00:17:17.080 --> 00:17:18.280]  還需要什麼?
[00:17:18.280 --> 00:17:20.960]  還需要生命的一種交往
[00:17:20.960 --> 00:17:22.360]  你要和祂同行
[00:17:22.360 --> 00:17:25.680]  你要帶著祂一起去生活
[00:17:25.680 --> 00:17:28.760]  我自己本身是信義代的一個基督徒
[00:17:28.760 --> 00:17:33.440]  我爸爸在我未出世之前信了主
[00:17:33.440 --> 00:17:39.480]  我媽媽在我出世之後很快就信了主
[00:17:39.480 --> 00:17:42.760]  所以我從小父母帶我回教會
[00:17:42.760 --> 00:17:47.760]  我還記得當時父親是一個裁縫
[00:17:47.760 --> 00:17:54.440]  我們家在唐樓開了一間家庭式的製衣廠
[00:17:54.440 --> 00:17:55.440]  我很有印象
[00:17:55.440 --> 00:18:00.280]  我每次讀完下午班小學的時候
[00:18:00.280 --> 00:18:03.200]  我回到家就看到爸爸還是很勤力
[00:18:03.200 --> 00:18:06.760]  在製作裁衣和紙板
[00:18:06.760 --> 00:18:08.840]  但是他一到星期日
[00:18:08.840 --> 00:18:11.880]  他一定會放下所有的工作
[00:18:11.880 --> 00:18:14.720]  而且那個製衣廠星期天不開工
[00:18:14.720 --> 00:18:18.560]  他就帶著我們的子女回到禮拜堂
[00:18:18.560 --> 00:18:21.720]  我自幼就在禮拜堂聽主的學
[00:18:21.720 --> 00:18:22.600]  成長
[00:18:22.600 --> 00:18:25.320]  我還有一些依稀的印象
[00:18:25.320 --> 00:18:27.680]  因為我爸爸很早就去世了
[00:18:27.680 --> 00:18:28.840]  我九歲半的時候
[00:18:28.840 --> 00:18:32.080]  爸爸因為有爆血管
[00:18:32.080 --> 00:18:35.120]  十二個小時就被天父接走
[00:18:35.120 --> 00:18:37.320]  我在我的少年期成長的時候
[00:18:37.320 --> 00:18:39.920]  我經常有一個掙扎
[00:18:39.920 --> 00:18:41.320]  就是爸爸在眾人面前
[00:18:41.320 --> 00:18:44.400]  都是一個很好的被人稱讚的人
[00:18:44.400 --> 00:18:47.800]  但是為什麼天父要這麼早接他走
[00:18:47.800 --> 00:18:49.200]  我的困惑
[00:18:49.200 --> 00:18:53.920]  原來成為日後可以幫助新一代的年輕人
[00:18:53.920 --> 00:18:55.520]  他們的困惑
[00:18:55.520 --> 00:18:59.360]  我曾經和一些年輕人分享我的故事的時候
[00:18:59.360 --> 00:19:02.120]  是可以觸動他們的內心
[00:19:02.120 --> 00:19:03.760]  我說當時我的掙扎就是
[00:19:03.760 --> 00:19:06.480]  上帝 你是不是不公義
[00:19:06.480 --> 00:19:09.160]  你是不是不公平呢
[00:19:09.160 --> 00:19:13.120]  別人有他們的父親可以陪伴他們走這麼多年的日子
[00:19:13.120 --> 00:19:15.280]  為什麼唯獨我是要這樣
[00:19:15.280 --> 00:19:18.000]  但是上帝給我一個很清楚的答案
[00:19:18.000 --> 00:19:19.760]  祂說我的兒子
[00:19:19.760 --> 00:19:21.120]  你知不知道
[00:19:21.120 --> 00:19:22.400]  原來我們每一個人
[00:19:22.400 --> 00:19:26.560]  有真正完全的父親是天上的爸爸
[00:19:26.560 --> 00:19:29.600]  我們地上每一個的父親都有缺失
[00:19:29.600 --> 00:19:31.000]  都有不完全
[00:19:31.000 --> 00:19:34.280]  你不需要為此感到遺憾
