
[00:00:00.000 --> 00:00:03.020]  今日這一段 剛才大家讀的經文
[00:04:47.140 --> 00:04:52.020]  甚至可以引伸到神的國度
[00:04:52.020 --> 00:05:03.240]  我們都會承認 人人都希望建造一個安全 舒適
[00:05:03.240 --> 00:05:07.160]  可以有所發展的一個居住環境
[00:05:07.160 --> 00:05:11.860]  我們不斷努力 或者有些人移民到處去
[00:05:11.860 --> 00:05:15.920]  都是想求一個這樣的生活環境
[00:05:15.920 --> 00:05:25.060]  是安全的 舒適的 可以發展個人所長的一個生活環境
[00:05:25.060 --> 00:05:27.860]  但是聖經這裡說
[00:05:27.860 --> 00:05:31.680]  如果那個地方居住的人
[00:05:31.680 --> 00:05:34.640]  他們的生活方式和他們的目標
[00:05:34.640 --> 00:05:37.160]  如果是不符合神的心意的時候
[00:05:37.160 --> 00:05:39.680]  他們必然會失敗
[00:05:39.680 --> 00:05:43.120]  他們不可能得到這個居住環境
[00:05:43.120 --> 00:05:48.080]  無論他們想建造 或者是去守住一個這樣的環境
[00:05:48.080 --> 00:05:52.720]  或者是一個這樣的地方 一個這樣的社會 一個這樣的國家
[00:05:52.720 --> 00:05:55.480]  如果他們不符合神的心意的時候
[00:05:55.480 --> 00:06:02.580]  他們必然會失敗
[00:06:02.580 --> 00:06:06.440]  舊約裡面 創世紀講到巴別塔的時候
[00:06:06.440 --> 00:06:14.900]  巴別塔這個例子就是一個非常好的 徒然建造的一個例子
[00:06:14.900 --> 00:06:18.860]  根據創世紀十一章那裡記載說
[00:06:18.860 --> 00:06:22.440]  當時那幫人是非常之有決心
[00:06:22.440 --> 00:06:25.020]  他們很齊心 很努力
[00:06:25.020 --> 00:06:28.420]  他們很有智慧 很有方法
[00:06:28.420 --> 00:06:34.940]  想建一個可以通天的一個塔
[00:06:34.940 --> 00:06:39.180]  但是他們的目標不是去榮耀神
[00:06:39.180 --> 00:06:42.600]  而是只是為傳揚他們自己的命
[00:06:42.600 --> 00:06:46.500]  想自己威風
[00:06:46.500 --> 00:06:50.840]  他們驕傲 神不喜悅他們這個建築
[00:06:50.840 --> 00:06:53.840]  神變亂他們的口音和語言
[00:06:53.840 --> 00:06:58.120]  讓他們不能夠溝通 讓他們不能夠合作
[00:06:58.120 --> 00:07:00.080]  談不攏 於是怎樣?
[00:07:00.080 --> 00:07:05.040]  唯有中途就放棄這個工程 半途而廢
[00:07:05.040 --> 00:07:09.940]  徒然努力
[00:07:09.940 --> 00:07:12.020]  另外一個例子
[00:07:12.020 --> 00:07:19.680]  耶利哥城就是一個徒然看守城池的一個很好的例子
[00:07:19.680 --> 00:07:23.840]  根據約書亞記第六章的記載
[00:07:23.840 --> 00:07:27.560]  當時耶利哥城是守衛森嚴
[00:07:27.560 --> 00:07:29.780]  城牆高大
[00:07:29.780 --> 00:07:35.260]  但是被以色列人圍繞城牆七天之後
[00:07:35.260 --> 00:07:39.000]  在摧國聲和呼喊聲之下
[00:07:39.000 --> 00:07:42.900]  城牆自動倒塌
[00:07:42.900 --> 00:07:48.600]  可以說城委人亡
[00:07:48.600 --> 00:07:56.240]  守不住 只是靠人守不住城
[00:07:56.240 --> 00:07:59.560]  這一節的聖經提醒我們
[00:07:59.560 --> 00:08:04.540]  如果不按神的心意和神的道德標準來生活
[00:08:04.540 --> 00:08:07.080]  人無論多麼努力
[00:08:07.080 --> 00:08:13.980]  都無法建造一個能夠安居樂業的地方
[00:08:13.980 --> 00:08:18.980]  我們看看現今的社會就知道
[00:08:18.980 --> 00:08:20.980]  我們看看歷史
[00:08:20.980 --> 00:08:24.620]  看看現今的大國強國
[00:08:24.620 --> 00:08:27.280]  我們就知道這節聖經所說的
[00:08:27.280 --> 00:08:37.120]  是所謂「此言不虛」
[00:08:37.120 --> 00:08:41.940]  我們看第二節
[00:08:41.940 --> 00:08:45.000]  「你們清晨早起 夜晚安歇
[00:08:45.000 --> 00:08:47.500]  吃爐碌得來的 本是枉言
[00:08:47.500 --> 00:08:56.040]  惟有耶和華所親外的 必叫他安然睡覺」
[00:08:56.040 --> 00:09:01.640]  有工開 有飯開 有覺好睡
[00:09:01.640 --> 00:09:06.120]  這是人所要的最基本
[00:09:06.120 --> 00:09:12.760]  但亦是最重要的一個需要
[00:09:12.760 --> 00:09:18.240]  但聖經說 如果不是神賜給我們這些東西
[00:09:18.240 --> 00:09:23.160]  我們都不可能有 不可能享受得到
[00:09:23.160 --> 00:09:29.400]  特別想想睡覺那方面
[00:09:29.400 --> 00:09:32.640]  我們想做些甚麼工作
[00:09:32.640 --> 00:09:35.080]  我們想吃些甚麼
[00:09:35.080 --> 00:09:37.720]  大致上我們可以自己決定
[00:09:37.720 --> 00:09:40.760]  計劃是自己做到的
[00:09:40.760 --> 00:09:43.600]  但唯獨想有覺好睡
[00:09:43.600 --> 00:09:46.520]  想睡得香甜
[00:09:46.520 --> 00:09:48.600]  似乎我們控制不了
[00:09:48.600 --> 00:09:53.720]  否則就不用那麼多人失眠
[00:09:53.720 --> 00:09:55.240]  聖經說
[00:09:55.240 --> 00:10:01.640]  「惟有耶和華所親外的 必叫他安然睡覺」
[00:10:01.640 --> 00:10:05.560]  怎樣才算是耶和華所親愛的人?
[00:10:05.560 --> 00:10:10.080]  怎樣才算是耶和華所親愛的人?
[00:10:10.080 --> 00:10:15.320]  我們看針言三章十二節
[00:10:15.320 --> 00:10:22.960]  「因為耶和華所愛的他必責備 正如父親責備所喜愛的兒子」
[00:10:22.960 --> 00:10:26.440]  跳去看二十四節
[00:10:26.440 --> 00:10:31.760]  「你躺下必不懼怕 你躺臥睡得香甜」
[00:10:31.760 --> 00:10:35.600]  這兩節聖經加起來說
[00:10:35.600 --> 00:10:39.960]  哪些是神所親愛的人?
[00:10:39.960 --> 00:10:43.640]  就是那些願意接受神教導的人
[00:10:43.640 --> 00:10:47.920]  願意聽按神吩咐生活的人
[00:10:47.920 --> 00:10:50.440]  那些就是神所親愛的人
[00:10:50.440 --> 00:10:57.720]  那他們就可以睡得香甜
[00:10:57.720 --> 00:11:05.560]  所以綜合詩篇一二七的第一第二節來說
[00:11:05.560 --> 00:11:12.720]  我們可以說是一個國家、一個社會、一個家庭
[00:11:12.720 --> 00:11:17.440]  他們能不能夠享受到所謂安居樂業的時候
[00:11:17.440 --> 00:11:27.120]  是在乎願不願意按神的心意來生活
[00:11:27.120 --> 00:11:29.840]  我們看看詩篇三十三篇十二節
[00:11:29.840 --> 00:11:34.720]  也是說同樣的道理
[00:11:34.720 --> 00:11:37.640]  「以耶和華為神的 哪國是有福的?
[00:11:37.640 --> 00:11:43.440]  他所揀選為自己產業的 哪民是有福的?」
[00:11:43.440 --> 00:11:52.000]  敬畏神的人和國家才是真正有福
[00:11:52.000 --> 00:11:57.280]  我們看回詩篇一八二十七篇第三節
[00:11:57.280 --> 00:12:00.280]  「兒女是耶和華所賜的產業
[00:12:00.280 --> 00:12:08.080]  所懷的胎是他所給的賞賜」
[00:12:08.080 --> 00:12:12.400]  我們很多時候說兒女是神給我們的產業
[00:12:12.400 --> 00:12:15.640]  某程度上我們以為是我們的產業
[00:12:15.640 --> 00:12:19.080]  就是神給兒女我們作為我們的產業
[00:12:19.080 --> 00:12:22.640]  其實聖經的原文的意思是說
[00:12:22.640 --> 00:12:29.200]  兒女是神的產業
[00:12:29.200 --> 00:12:34.520]  神把這些產業賜給我們
[00:12:34.520 --> 00:12:38.120]  意思其實是說這些產業仍然是神的
[00:12:38.120 --> 00:12:42.160]  神交給我們去保管
[00:12:42.160 --> 00:12:47.680]  交給我們去照顧、去栽培
[00:12:47.680 --> 00:12:49.760]  就是說將來要交賬的
[00:12:49.760 --> 00:12:55.360]  就好像那些在福音書裡面耶穌說的比喻
[00:12:55.360 --> 00:13:00.440]  神給多少錢、多少城市、多少產業
[00:13:00.440 --> 00:13:03.360]  那些僕人去管理的時候
[00:13:03.360 --> 00:13:09.400]  他們個別將來要向主人交賬
[00:13:09.400 --> 00:13:13.440]  所以我們要好好教導我們的兒女
[00:13:13.440 --> 00:13:24.280]  千萬不要讓世界、世俗、撒旦擄走任何一個
[00:13:24.280 --> 00:13:28.080]  千萬不要讓他們走失一個
[00:13:28.080 --> 00:13:30.160]  否則到時怎樣?
[00:13:30.160 --> 00:13:33.280]  交不到賬、交給你的東西不見了
[00:13:33.280 --> 00:13:40.200]  多尷尬
[00:13:40.200 --> 00:13:45.000]  第四節
[00:13:45.000 --> 00:13:56.480]  少年時所生的兒女,好像勇士守中的箭
[00:13:56.480 --> 00:14:00.080]  我們很多時候中國人都會覺得
[00:14:00.080 --> 00:14:05.440]  跟猶太人、似乎跟以色列人的古時的想法都好像是一樣
[00:14:05.440 --> 00:14:15.040]  兒女是你的家族裏面的保衛的力量,或者是征戰的力量
[00:14:15.040 --> 00:14:21.440]  在聖經用箭來比喻兒女是非常之適切的
[00:14:21.440 --> 00:14:30.080]  而且是可以有很精彩的生活應用的演繹的
[00:14:30.080 --> 00:14:36.280]  你想想,一支箭交給一個勇士,落在勇士的手裏面會怎樣?
[00:14:36.280 --> 00:14:41.080]  那個勇士當然不會將它丟到後面,或者藏在櫃裏面
[00:14:41.080 --> 00:14:42.680]  那個勇士怎樣?
[00:14:42.680 --> 00:14:48.960]  所謂拉弓就搭箭,射,會將箭射出去
[00:14:48.960 --> 00:14:51.840]  勇士不會亂射箭出去
[00:14:51.840 --> 00:14:53.880]  他一定有既定的目標
[00:14:53.880 --> 00:15:00.440]  而且當那支箭射出去的時候,他一定期待那支箭是射向一個既定的目標
[00:15:00.440 --> 00:15:08.200]  或者是箭靶上面的雄心
[00:15:08.200 --> 00:15:13.600]  如果那支箭射不中雄心呢?
[00:15:13.600 --> 00:15:18.200]  那又怎樣呢?
[00:15:18.200 --> 00:15:24.480]  那他如果射不中雄心,他就不是勇士了
[00:15:24.480 --> 00:15:30.280]  那他就浪費了那支箭
[00:15:30.280 --> 00:15:37.240]  很有趣的是,舊約希伯來文犯罪那個字
[00:15:37.240 --> 00:15:43.800]  那個字原本的意思就是射不中雄心
[00:15:43.800 --> 00:15:47.320]  雄心可以代表神的要求、神的吩咐
[00:15:47.320 --> 00:15:52.400]  達不到神的要求,不按神的吩咐來生活
[00:15:52.400 --> 00:15:59.560]  或者是偏離神的要求,就是犯罪
[00:15:59.560 --> 00:16:03.640]  是不是很有意思?
[00:16:03.640 --> 00:16:07.000]  當兒女長大的時候,我們作為父母的
[00:16:07.000 --> 00:16:11.080]  都很希望兒女能夠出到社會裏面工作
[00:16:11.080 --> 00:16:13.640]  去獨立生活,是不是?
[00:16:13.640 --> 00:16:22.360]  我們更加希望他們能夠達到父母心目中的目標
[00:16:22.360 --> 00:16:24.240]  所以問題在哪裏呢?
[00:16:24.240 --> 00:16:32.480]  父母心目中的目標是甚麼呢?
[00:16:32.480 --> 00:16:38.040]  我們希望子女出到去能夠達到父母心目中的目標
[00:16:38.040 --> 00:16:41.120]  就好像一個勇士將箭射出去那樣
[00:16:41.120 --> 00:16:45.040]  希望是射中雄心
[00:16:45.040 --> 00:16:48.520]  基督徒父母當然期待兒女出到社會裏面
[00:16:48.520 --> 00:16:52.920]  獨立生活的時候,她能夠成為一個敬虔的人
[00:16:52.920 --> 00:17:00.880]  能夠達到神的要求,走在神的路上,不偏離
[00:17:00.880 --> 00:17:06.360]  是不是?這個都是我們基督徒父母想希望的事
[00:17:06.360 --> 00:17:16.600]  如果達不到這個目標,那又怎樣呢?
[00:17:16.600 --> 00:17:20.920]  那就浪費了神賜給我們的產業
[00:17:20.920 --> 00:17:28.160]  以及我們將來不能交帳
[00:17:28.160 --> 00:17:37.120]  這樣,怎樣可以保證射出去的箭能夠射中雄心呢?
[00:17:37.120 --> 00:17:41.920]  是不是隨便射出去之後,希望有好運氣
[00:17:41.920 --> 00:17:46.800]  那些箭自動射中雄心呢?
[00:17:46.800 --> 00:17:50.360]  如果我們有試過去玩射箭,你知道第一次的時候
[00:17:50.360 --> 00:17:53.000]  你又沒有甚麼練習,沒甚麼力的時候
[00:17:53.000 --> 00:17:57.680]  你隨便射一射的時候,你通常有甚麼結果呢?
[00:17:57.680 --> 00:18:03.280]  我試過很用心去射也好,連箭靶也射不中
[00:18:03.280 --> 00:18:13.960]  不要說雄心,甚至不知道射了去哪裡
[00:18:13.960 --> 00:18:17.640]  又或者是不是我們當箭射出去的時候
[00:18:17.640 --> 00:18:27.880]  希望有一陣大風將這支箭射中雄心呢?
[00:18:27.880 --> 00:18:31.840]  我相信大家都會想得到
[00:18:31.840 --> 00:18:35.640]  如果我們這樣希望這樣做,這樣來射箭
[00:18:35.640 --> 00:18:38.760]  射中目標的機會幾乎可以等於零
[00:18:38.760 --> 00:18:44.080]  我們心裡有數知道
[00:18:44.080 --> 00:18:48.720]  怎樣可以保證兒女出到社會獨立生活的時候
[00:18:48.720 --> 00:18:52.760]  他們能夠成為經前的人呢?
[00:18:52.760 --> 00:18:55.920]  是不是隨便推他們出去,到年紀了
[00:18:55.920 --> 00:19:00.960]  即是上大學了,你去獨立了,獨立生活了
[00:19:00.960 --> 00:19:04.720]  是不是推他們出去,然後希望有好運氣
[00:19:04.720 --> 00:19:09.480]  他們自動成為經前的人呢?
[00:19:09.480 --> 00:19:13.560]  或者希望出去之後,有好運氣也是
[00:19:13.560 --> 00:19:16.720]  用社會的潮流、風氣
[00:19:16.720 --> 00:19:23.800]  自動將他們改變成為經前的人呢?
[00:19:23.800 --> 00:19:26.360]  這樣做行不行呢?
[00:19:26.360 --> 00:19:28.760]  相信大家心裡也有數
[00:19:28.760 --> 00:19:32.720]  這樣做的成功機會不會有多少
[00:19:32.720 --> 00:19:36.880]  因為我們知道現今的潮流、現今的風氣
[00:19:36.880 --> 00:19:44.800]  只會將他們越吹越遠、越來越偏離神的要求
[00:19:44.800 --> 00:19:54.040]  越來越難射中目標,是不是?
[00:19:54.040 --> 00:19:57.160]  再問剛才我的問題
[00:19:57.160 --> 00:20:03.760]  怎樣才可以保證能夠射中雄心呢?
[00:20:03.760 --> 00:20:14.800]  相信大家都會認同,那個保證是在射箭出去之前的準備功夫
[00:20:14.800 --> 00:20:20.000]  射箭出去之後,你沒有什麼好再做的了
[00:20:20.000 --> 00:20:24.680]  你等待結果而已,是不是?
[00:20:24.680 --> 00:20:28.200]  而且那個結果是必然有的結果
[00:20:28.200 --> 00:20:32.160]  結果是視乎你射出去之前的功夫
[00:20:32.160 --> 00:20:37.920]  各樣的準備、練習,是不是?
[00:20:37.920 --> 00:20:41.840]  同樣,兒女出到社會或者長大之後
[00:20:41.840 --> 00:20:43.120]  他是否經前呢?
[00:20:43.120 --> 00:20:45.520]  不是等他進入社會之後
[00:20:45.520 --> 00:20:49.560]  他會自動決定,或者改變成為經前的人
[00:20:49.560 --> 00:20:52.040]  神的恩典或許會改變一個人
[00:20:52.040 --> 00:20:56.640]  但是我們知道,其實那個決定在哪裡呢?
[00:20:56.640 --> 00:21:04.280]  在他未進入社會之前的訓練和教導
[00:21:04.280 --> 00:21:17.240]  是視乎父母怎樣一早教導他成為經前的人
[00:21:17.240 --> 00:21:25.280]  怎樣去預備射那支箭,才能夠射得好呢?
[00:21:25.280 --> 00:21:28.440]  我在Youtube上,馬上上網看,學一下
[00:21:28.440 --> 00:21:31.000]  其實我家附近有一個射箭場
[00:21:31.000 --> 00:21:35.040]  偶爾經常見到一些人很冷,下大雪也去射箭
[00:21:35.040 --> 00:21:38.600]  很熱也有些人去射,很晚很早也有人去射
[00:21:38.600 --> 00:21:41.920]  我本來沒有時間,否則我真的想去作拜
[00:21:41.920 --> 00:21:46.200]  去訪問一下他,怎樣才射得好呢?
[00:21:46.200 --> 00:21:50.360]  唯有在Youtube上找一些資料
[00:21:50.360 --> 00:21:54.680]  我看完三幾個之後,我學到幾樣東西
[00:21:54.680 --> 00:21:57.840]  其實要學的東西很多,射箭很多
[00:21:57.840 --> 00:22:02.840]  不過拿三幾樣跟我們的講道有關
[00:22:02.840 --> 00:22:09.760]  首先要選擇箭,怎樣選擇呢?
[00:22:09.760 --> 00:22:18.320]  選擇箭竿,要圓、直、順滑
[00:22:18.320 --> 00:22:23.600]  大家想想,如果箭竿又粗糙又不直、彎彎的
[00:22:23.600 --> 00:22:27.960]  又怎樣射得準呢?
[00:22:27.960 --> 00:22:30.120]  我不知道你真的有玩過射箭嗎?
[00:22:30.120 --> 00:22:32.280]  如果你隨便去那些地方玩玩
[00:22:32.280 --> 00:22:35.920]  你隨時會有幾支箭,其中一兩支真的彎彎的
[00:22:35.920 --> 00:22:37.920]  你一射出去,你會知道有什麼結果
[00:22:37.920 --> 00:22:44.960]  就是它放著放著,其實它會飄到其他地方
[00:22:44.960 --> 00:22:52.760]  要選擇箭的時候,首先我們對箭的質素要求要高
[00:22:52.760 --> 00:22:58.960]  有高的要求,不可以馬虎
[00:22:58.960 --> 00:23:01.680]  這樣應用在教導兒女身上
[00:23:01.680 --> 00:23:11.120]  就是說,我們從小就要教導他們有高的屬靈質素
[00:23:11.120 --> 00:23:16.560]  對兒女要有高的屬靈質素的要求
[00:23:16.560 --> 00:23:22.560]  不可以馬虎
[00:23:22.560 --> 00:23:29.360]  第二,要按正確的方法來不斷操練射箭
[00:23:29.360 --> 00:23:32.880]  而且不斷要向著目標來射
[00:23:32.880 --> 00:23:39.920]  而心目中是需要射中紅心
[00:23:39.920 --> 00:23:44.960]  不是隨便射出去
[00:23:44.960 --> 00:23:53.760]  應用在兒女身上就是,我們要教導他們認真去讀經、祈禱
[00:23:53.760 --> 00:23:57.960]  而目標是要對準神
[00:23:57.960 --> 00:24:03.960]  就是要更加去認識神、敬畏神
[00:24:03.960 --> 00:24:08.960]  不是隨便去崇拜、團契
[00:24:08.960 --> 00:24:12.240]  不是隨便做做樣子就可以
[00:24:12.240 --> 00:24:16.680]  是要有一個既定的目標
[00:24:16.680 --> 00:24:25.680]  第三,射箭的距離要由近一直練,然後慢慢增加距離
[00:24:25.680 --> 00:24:30.280]  由遠、由近至遠,增加射程的距離
[00:24:30.280 --> 00:24:34.680]  就是說不斷要增加難度
[00:24:34.680 --> 00:24:40.160]  而且要克服較高難度的挑戰
[00:24:40.160 --> 00:24:46.360]  兒女在成長的過程裡,他們會越來越多的活動要參加
[00:24:46.360 --> 00:24:50.040]  我們做有兒女的就知道了
[00:24:50.040 --> 00:24:53.240]  時間是不夠用的
[00:24:53.240 --> 00:24:59.360]  要維持穩定的靈修或者參加教會的聚會
[00:24:59.360 --> 00:25:02.240]  就越來越困難
[00:25:02.240 --> 00:25:05.840]  越來越是高的難度
[00:25:05.840 --> 00:25:09.440]  是很大的挑戰
[00:25:09.440 --> 00:25:16.520]  在這個時候,聰明的父母就要為兒女作出聰明的選擇
[00:25:16.520 --> 00:25:20.320]  還要有所取捨
[00:25:20.320 --> 00:25:27.000]  就是要保持足夠的時間用在靈性上
[00:25:27.000 --> 00:25:31.920]  用在靈性上的操練上
[00:25:31.920 --> 00:25:36.800]  有時間靜才去參加其他的活動
[00:25:36.800 --> 00:25:40.840]  不夠時間,情願學小樣
[00:25:40.840 --> 00:25:49.640]  千萬不要削減靈修或者參加教會聚會團契的時間
[00:25:49.640 --> 00:25:57.440]  我們不要本末倒置,或者輕重不分
[00:25:57.440 --> 00:26:03.880]  我們為兒女定的人生目標應該是什麼呢?
[00:26:03.880 --> 00:26:09.800]  聖經很清楚告訴我們,我們就是要他們長大成人之後
[00:26:09.800 --> 00:26:11.800]  能夠成為敬虔的人
[00:26:11.800 --> 00:26:22.200]  他們能夠承接聖經、承接福音和承接舊因
[00:26:22.200 --> 00:26:30.440]  我們想想,如果我們不認清楚這個人生目標
[00:26:30.440 --> 00:26:33.440]  而不斷去操練的時候
[00:26:33.440 --> 00:26:42.160]  我們怎會捨得種紅心呢?
[00:26:42.160 --> 00:26:49.000]  我們要把兒女帶到神那裡,是我們的責任
[00:26:49.000 --> 00:26:53.720]  也是我們的人生目標
[00:26:53.720 --> 00:27:05.760]  我們是不是一直把自己和子女的人生目標定為做個敬虔的人呢?
[00:27:05.760 --> 00:27:14.440]  我們要多點去反省這件事
[00:27:14.440 --> 00:27:19.800]  我們再看詩篇125篇第五節
[00:27:19.800 --> 00:27:30.800]  「箭袋充滿的人便為有福,他們在城門口和囚的說話的時候,必不致羞愧。」
[00:27:30.800 --> 00:27:36.400]  這裡好像想起一些沒什麼法治的地方
[00:27:36.400 --> 00:27:38.400]  你想到一些大家族
[00:27:38.400 --> 00:27:43.880]  如果你的家族很大,兒子眾多,你一定贏了
[00:27:43.880 --> 00:27:56.520]  你跟別人談判的時候,一定贏了所有的無敵
[00:27:56.520 --> 00:28:03.080]  其實這節聖經暗示箭袋裡面的箭不單是多
[00:28:03.080 --> 00:28:07.120]  多是沒有用的,如果是枝枝嫩的話
[00:28:07.120 --> 00:28:11.680]  即是說裡面的箭是高質素的箭
[00:28:11.680 --> 00:28:16.600]  表示能夠枝枝箭射出去都能夠命中雄心
[00:28:16.600 --> 00:28:20.640]  這裡也表示說
[00:28:20.640 --> 00:28:27.320]  這裡作為父母能夠教導到敬虔的兒女的人
[00:28:27.320 --> 00:28:31.520]  這樣的人才是真正有福
[00:28:31.520 --> 00:28:35.720]  我在施布珍的《釋經書》裡面
[00:28:35.720 --> 00:28:38.120]  看到一段他引述的說話
[00:28:38.120 --> 00:28:41.760]  他引述一個16世紀的聖經學者的說話
[00:28:41.760 --> 00:28:46.040]  這個聖經學者叫做Henry Smith
[00:28:46.040 --> 00:28:50.120]  我覺得他講得很好,所以我講給大家聽
[00:28:50.120 --> 00:28:56.360]  他說「兒女就好像弓箭,如果教導得好
[00:28:56.360 --> 00:29:04.120]  他們就會射向父母的仇敵,保護父母
[00:29:04.120 --> 00:29:14.800]  但如果教導得差,他們會亂射,射向父母」
[00:29:14.800 --> 00:29:19.360]  這句說話聽起來真的很令人害怕
[00:29:19.360 --> 00:29:24.520]  但很多時卻是現實的問題
[00:29:24.520 --> 00:29:30.720]  當父母眼見兒女走差、學壞、離棄神的時候
[00:29:30.720 --> 00:29:42.400]  他們會很傷心,就像箭射中心臟一樣痛
[00:29:42.400 --> 00:29:49.720]  大家再想想,箭能否射中紅心是操控在誰手上?
[00:29:49.720 --> 00:29:54.520]  是操控在勇士的手上
[00:29:54.520 --> 00:29:59.240]  我們作為父母的就是那個勇士
[00:29:59.240 --> 00:30:01.560]  而兒女能否成為敬虔的人
[00:30:01.560 --> 00:30:07.360]  亦操控在我們作為父母的手上
[00:30:07.360 --> 00:30:10.520]  當然很多時會有例外
[00:30:10.520 --> 00:30:20.680]  很敬虔的父母有時不知為何仍然會出現所謂不肖的子弟
[00:30:20.680 --> 00:30:23.920]  神會明白我們,當我們向神交仗的時候
[00:30:23.920 --> 00:30:29.480]  神會知道,但是我們作為父母
[00:30:29.480 --> 00:30:41.280]  我們需要自己盡心盡力去教導好我們的兒女
[00:30:41.280 --> 00:30:44.560]  最後我想請大家跟我一起讀
[00:30:44.560 --> 00:30:47.120]  印在程序表上的回應經文
[00:30:47.120 --> 00:30:53.200]  就是《針研三章》第五至第六節
[00:30:53.200 --> 00:30:55.200]  我們一起讀
[00:30:55.200 --> 00:31:00.680]  「你要專心仰賴耶和華,不可依靠自己的聰明
[00:31:00.680 --> 00:31:13.000]  在你一切所行的事上,都要認定他,他必指引你的路」
[00:31:13.000 --> 00:31:20.280]  這篇聖經告訴我們
[00:31:20.280 --> 00:31:23.720]  如果我們想擴展神的國度
[00:31:23.720 --> 00:31:28.240]  想見到神的國度在地上發生
[00:31:28.240 --> 00:31:37.920]  如果我們想建立一個安全,可以安居樂業的地方
[00:31:37.920 --> 00:31:41.360]  可以安居樂業的家庭
[00:31:41.360 --> 00:31:45.720]  我們首先要教導好我們的兒女
[00:31:45.720 --> 00:31:49.200]  讓我們的兒女成為敬虔的人
