
[00:00:00.000 --> 00:00:03.140]  今天和大家繼續看這個詩篇23篇
[00:02:04.920 --> 00:02:09.200]  這個神父是在聖律師那裡教生物學的
[00:02:09.200 --> 00:02:11.320]  我很喜歡生物
[00:02:11.320 --> 00:02:13.200]  我跟他做了朋友
[00:02:13.200 --> 00:02:14.820]  因為我每一次下課
[00:02:14.820 --> 00:02:17.340]  我就好像吸血的蚊子一樣
[00:02:17.340 --> 00:02:18.380]  去問他問題
[00:02:18.380 --> 00:02:19.260]  他是他說
[00:02:19.260 --> 00:02:21.080]  為什麼你好像一隻蚊子一樣
[00:02:21.080 --> 00:02:22.800]  常常好像在吸我的血
[00:02:22.800 --> 00:02:24.120]  因為我好學
[00:02:24.120 --> 00:02:25.240]  不明白
[00:02:25.240 --> 00:02:26.580]  我就去問他
[00:02:26.580 --> 00:02:28.320]  大家成為了朋友
[00:02:28.320 --> 00:02:31.620]  我就帶他去我乾爹那裡和尚寺
[00:02:31.620 --> 00:02:34.360]  他從來都不會去和尚寺
[00:02:34.360 --> 00:02:36.160]  他是一個外國人
[00:02:36.160 --> 00:02:39.640]  那個叫什麼
[00:02:39.640 --> 00:02:41.460]  南斯拉夫
[00:02:41.460 --> 00:02:43.220]  好像是南斯拉夫人
[00:02:43.220 --> 00:02:45.400]  南斯拉夫的足球國腳
[00:02:45.400 --> 00:02:47.520]  但是後來做了神父
[00:02:47.520 --> 00:02:50.100]  在香港我們學校那裡教書
[00:02:50.100 --> 00:02:53.140]  我帶他去和尚寺見識一下
[00:02:53.140 --> 00:02:56.260]  跟著我跟他走到山上走
[00:02:56.260 --> 00:02:56.860]  走什麼呢?
[00:02:56.860 --> 00:02:58.720]  因為他是生物學家
[00:02:58.720 --> 00:03:01.580]  他就走去看花草樹木
[00:03:01.580 --> 00:03:06.120]  突然間我們走到一個山谷
[00:03:06.120 --> 00:03:09.500]  本來太陽很亮很猛
[00:03:09.500 --> 00:03:11.560]  但走到不是變黑黑的
[00:03:11.560 --> 00:03:12.280]  不可能的
[00:03:12.280 --> 00:03:14.820]  但是這裡這麼陰暗
[00:03:14.820 --> 00:03:20.380]  看上去原來這個山中間就是那個山谷的地方
[00:03:20.380 --> 00:03:21.860]  所以我的感受
[00:03:21.860 --> 00:03:22.780]  幾十年了
[00:03:22.780 --> 00:03:24.540]  這是七三年之前的事
[00:03:24.540 --> 00:03:25.500]  是不是幾十年了
[00:03:25.500 --> 00:03:26.940]  我都很有深刻的印象
[00:03:26.940 --> 00:03:28.620]  每一次我讀到這個詩
[00:03:28.620 --> 00:03:31.300]  我雖然走到死蔭的幽谷
[00:03:31.300 --> 00:03:34.900]  我也有那種感覺
[00:03:34.900 --> 00:03:38.660]  原來可以好像在走一個平坦的大路
[00:03:38.660 --> 00:03:40.580]  突然間當你進入了一個山谷
[00:03:40.580 --> 00:03:44.860]  或者有些地方進入了一個森林裏面的時候
[00:03:44.860 --> 00:03:46.780]  你真的看不到太陽
[00:03:46.780 --> 00:03:50.500]  因為那些樹都遮住了
[00:03:50.500 --> 00:03:53.180]  這個作者他就說死蔭
[00:03:53.180 --> 00:03:54.340]  我給了大家筆記
[00:03:54.340 --> 00:03:56.060]  我拿筆記出來
[00:03:56.060 --> 00:03:57.540]  這個死蔭是什麼呢?
[00:03:57.540 --> 00:03:59.420]  是陰影和死亡
[00:03:59.420 --> 00:04:04.340]  是代表了黑暗危險孤單淒涼傷痛
[00:04:04.340 --> 00:04:07.300]  這個字我在《聖經》裏面找過很多
[00:04:07.300 --> 00:04:10.700]  從原文去找這個字的用途
[00:04:10.700 --> 00:04:13.740]  都是講到這個含義在這裏
[00:04:13.740 --> 00:04:16.460]  是好像一個exodus experience
[00:04:16.460 --> 00:04:19.140]  好像一個出埃及的一個經歷
[00:04:19.140 --> 00:04:20.900]  這裏寫了用英文
[00:04:20.900 --> 00:04:24.020]  the Israelites就是以色列人的experience
[00:04:24.020 --> 00:04:28.620]  他們experience the dreadful death shadow of wilderness
[00:04:28.620 --> 00:04:33.580]  他們在這個曠野那裏其實是很恐怖的
[00:04:33.580 --> 00:04:35.420]  曠野無人之地
[00:04:35.420 --> 00:04:36.140]  為什麼無人之地
[00:04:36.140 --> 00:04:37.580]  是人不會住的地方
[00:04:37.580 --> 00:04:38.380]  是不是
[00:04:38.380 --> 00:04:41.020]  如果你說人煙稠密的地方
[00:04:41.020 --> 00:04:41.820]  那就是什麼
[00:04:41.820 --> 00:04:43.700]  肯定應該很安全
[00:04:43.700 --> 00:04:45.340]  安全不是沒有賊
[00:04:45.340 --> 00:04:46.940]  那是另外一件事
[00:04:46.940 --> 00:04:49.540]  但是不會有隻老虎走出來吧
[00:04:49.540 --> 00:04:51.340]  不會有隻豺狼走出來吧
[00:04:51.340 --> 00:04:53.300]  香港地現在沒有什麼
[00:04:53.300 --> 00:04:55.220]  不過野豬都會有的
[00:04:55.220 --> 00:04:56.780]  前幾天有沒有看到報紙
[00:04:56.780 --> 00:04:59.140]  我看到有隻野豬走去不知道哪裏
[00:04:59.140 --> 00:05:02.940]  警察的不知道什麼部那裏
[00:05:02.940 --> 00:05:05.540]  居然這麼斗膽
[00:05:05.540 --> 00:05:07.780]  都是野豬而已
[00:05:07.780 --> 00:05:09.580]  是不是野豬一隻
[00:05:09.580 --> 00:05:12.500]  不過野豬都會咬人的
[00:05:12.500 --> 00:05:15.940]  他們其實是好像以色列人
[00:05:15.940 --> 00:05:18.260]  這個司令23篇雖然是
[00:05:18.260 --> 00:05:20.020]  好像一個牧羊人的心聲
[00:05:20.020 --> 00:05:22.340]  但是其實也是可以代表了
[00:05:22.340 --> 00:05:25.220]  以色列人他們的經歷
[00:05:25.220 --> 00:05:27.380]  他們的經歷他們的experience是什麼
[00:05:27.380 --> 00:05:30.420]  是dreadful death shadow of wilderness
[00:05:30.420 --> 00:05:32.740]  but God is with them
[00:05:32.740 --> 00:05:37.540]  在摩西是摩西的帶領底下
[00:05:37.540 --> 00:05:40.860]  神叫他們去離開埃及
[00:05:40.860 --> 00:05:42.300]  經過曠野
[00:05:42.300 --> 00:05:44.060]  去到這個加拿美地
[00:05:44.060 --> 00:05:45.980]  神給了一個目的地給他們
[00:05:45.980 --> 00:05:47.300]  叫他們去
[00:05:47.300 --> 00:05:49.740]  會不會去不到
[00:05:49.740 --> 00:05:52.020]  一定去得到
[00:05:52.020 --> 00:05:53.580]  但是又有些人去不到
[00:05:53.580 --> 00:05:55.020]  因為什麼呢
[00:05:55.020 --> 00:05:56.620]  當那些人叛逆
[00:05:56.620 --> 00:05:57.780]  不信服神
[00:05:57.780 --> 00:05:59.380]  甚至賣冤神
[00:05:59.380 --> 00:06:01.300]  甚至想殺摩西
[00:06:01.300 --> 00:06:03.940]  甚至說我們回頭更好
[00:06:03.940 --> 00:06:08.260]  寧願回頭做奴隸都比跟著你好
[00:06:08.260 --> 00:06:11.740]  這些人不信任神的時候
[00:06:11.740 --> 00:06:13.860]  就算神告訴你
[00:06:13.860 --> 00:06:15.140]  這樣走
[00:06:15.140 --> 00:06:16.140]  但是有些人不信
[00:06:16.140 --> 00:06:17.580]  因為不信的緣故
[00:06:17.580 --> 00:06:22.340]  一樣會發生問題
[00:06:22.340 --> 00:06:26.020]  所以這裡是講到很強調
[00:06:26.020 --> 00:06:28.020]  這個經文就是說
[00:06:28.020 --> 00:06:29.660]  But God is with them
[00:06:29.660 --> 00:06:30.980]  神與他們同在
[00:06:30.980 --> 00:06:32.500]  所以今天我和大家分享
[00:06:32.500 --> 00:06:35.420]  我很快講完這個死淫的幽谷
[00:06:35.420 --> 00:06:36.940]  其實重點在哪裡
[00:06:36.940 --> 00:06:39.700]  講到神與我們同在
[00:06:39.700 --> 00:06:42.420]  這個是今天想和大家講的重點
[00:06:42.420 --> 00:06:44.340]  再看幾節經文
[00:06:44.340 --> 00:06:45.980]  耶利米蘇第二章第六節
[00:06:45.980 --> 00:06:47.100]  他們並不問
[00:06:47.100 --> 00:06:49.380]  哪令我們從埃及地上來
[00:06:49.380 --> 00:06:53.420]  引導我們走過曠野沙漠有坑洞之地
[00:06:53.420 --> 00:06:57.900]  走過乾旱死淫
[00:06:57.900 --> 00:07:03.500]  所以說這是一個出埃及的一個心聲
[00:07:03.500 --> 00:07:04.780]  沒有人經過
[00:07:04.780 --> 00:07:08.860]  沒有人居住之地的耶和華
[00:07:08.860 --> 00:07:11.620]  在哪裡呢?
[00:07:11.620 --> 00:07:13.460]  去到瑪麗芬第四章第六節
[00:07:13.460 --> 00:07:16.540]  那在在黑暗裡的百姓看見了大江
[00:07:16.540 --> 00:07:18.100]  在在死淫之地的人
[00:07:18.100 --> 00:07:20.100]  有江照耀他們
[00:07:20.100 --> 00:07:24.340]  有時人生不一定去一個這樣的環境
[00:07:24.340 --> 00:07:25.340]  這個環境是什麼?
[00:07:25.340 --> 00:07:28.460]  是一個我們叫做physical environment
[00:07:28.460 --> 00:07:33.100]  就是說實際來說那裡是有很多蛇蟲鼠蟻
[00:07:33.100 --> 00:07:34.060]  那些小事
[00:07:34.060 --> 00:07:35.700]  不過現在都不小事了
[00:07:35.700 --> 00:07:38.300]  現在蟻有紅蟻
[00:07:38.300 --> 00:07:40.020]  蚊子現在蚊子很害怕
[00:07:40.020 --> 00:07:43.060]  我想如果現在買一些蚊燈
[00:07:43.060 --> 00:07:45.020]  在新加坡買蚊燈一定行
[00:07:45.020 --> 00:07:46.020]  OK
[00:07:46.020 --> 00:07:47.060]  蚊香都會行
[00:07:47.060 --> 00:07:48.060]  蚊帖都會行
[00:07:48.060 --> 00:07:49.420]  是不是?
[00:07:49.420 --> 00:07:51.020]  香港你都不要說不是
[00:07:51.020 --> 00:07:56.540]  現在香港都隨時岌岌可危
[00:07:56.540 --> 00:07:57.540]  但是呢
[00:07:57.540 --> 00:07:59.860]  原來我們人不一定要在這種環境
[00:07:59.860 --> 00:08:02.980]  原來我們人一樣可以在黑暗的當中
[00:08:02.980 --> 00:08:03.980]  什麼黑暗?
[00:08:03.980 --> 00:08:05.100]  道德淪亡
[00:08:05.100 --> 00:08:06.500]  是不是?
[00:08:06.500 --> 00:08:07.460]  白可以變黑
[00:08:07.460 --> 00:08:10.100]  黑可以變白
[00:08:10.100 --> 00:08:12.220]  七個人按著打一個人
[00:08:12.220 --> 00:08:14.740]  反過來他說他襲擊他們
[00:08:14.740 --> 00:08:15.300]  是
[00:08:15.300 --> 00:08:16.540]  他都有動過手
[00:08:16.540 --> 00:08:19.420]  但是一個打七個
[00:08:19.420 --> 00:08:23.660]  你猜是誰會傷得更重呢?
[00:08:23.660 --> 00:08:26.700]  所以這個世界就是這樣的
[00:08:26.700 --> 00:08:28.420]  這個世界是這樣的
[00:08:28.420 --> 00:08:30.980]  你以為是很光明的地方
[00:08:30.980 --> 00:08:34.380]  其實可以是很黑暗的地方
[00:08:34.380 --> 00:08:37.260]  你不要以為在學校很安全
[00:08:37.260 --> 00:08:38.940]  學校都有欺凌
[00:08:38.940 --> 00:08:41.460]  我都認識有些小朋友不肯上學
[00:08:41.460 --> 00:08:43.060]  因為被人欺凌
[00:08:43.060 --> 00:08:45.420]  我以前都欺凌過人
[00:08:45.420 --> 00:08:49.060]  在小學的時候天天打架
[00:08:49.060 --> 00:08:50.700]  不過我們那些是玩玩而已
[00:08:50.700 --> 00:08:51.660]  講規矩的
[00:08:51.660 --> 00:08:52.860]  我記得有一次
[00:08:52.860 --> 00:08:55.980]  直接約了一個同學去沙池打過
[00:08:55.980 --> 00:08:58.900]  沙池就是踏波子
[00:08:58.900 --> 00:09:00.660]  放學後去沙池打過
[00:09:00.660 --> 00:09:01.940]  他不守規矩
[00:09:01.940 --> 00:09:03.660]  他扯衣服
[00:09:03.660 --> 00:09:05.900]  還有起腳
[00:09:05.900 --> 00:09:07.500]  我說我們講明
[00:09:07.500 --> 00:09:08.740]  只可以用手打
[00:09:08.740 --> 00:09:09.540]  不可以拔衣服
[00:09:09.540 --> 00:09:10.580]  又不可以用腳
[00:09:10.580 --> 00:09:12.860]  你為什麼又起腳又拔衣服呢?
[00:09:12.860 --> 00:09:15.300]  我們那時候有規矩的
[00:09:15.300 --> 00:09:16.500]  那時候我生氣了
[00:09:16.500 --> 00:09:19.340]  抱著女兒在地上滾地
[00:09:19.340 --> 00:09:20.580]  那次簡直滾地
[00:09:20.580 --> 00:09:22.100]  滾到全身都是花泥
[00:09:22.100 --> 00:09:23.940]  結果我媽罰我跪在地上
[00:09:23.940 --> 00:09:25.900]  在街上罰我
[00:09:25.900 --> 00:09:27.500]  跪著就跪著
[00:09:27.500 --> 00:09:29.420]  拉著耳朵就拉著耳朵
[00:09:29.420 --> 00:09:30.420]  接著她走了
[00:09:30.420 --> 00:09:32.140]  接著我拿錢出來在地上
[00:09:32.140 --> 00:09:33.380]  放一個錢在地上
[00:09:33.380 --> 00:09:34.500]  放第二個錢在地上打
[00:09:34.500 --> 00:09:35.460]  扔在地上
[00:09:35.460 --> 00:09:39.180]  這樣別人走過來贏我自己在玩
[00:09:39.180 --> 00:09:40.620]  唉
[00:09:40.620 --> 00:09:44.100]  所以這個世界其實有很多很多黑暗的東西
[00:09:44.100 --> 00:09:45.260]  是罪惡的黑暗
[00:09:45.260 --> 00:09:50.220]  不一定是那個環境有猛獸、豺狼、野虎那種黑暗
[00:09:50.220 --> 00:09:51.940]  啟述十七章第十四節
[00:09:51.940 --> 00:09:53.820]  「他們將與羔羊作戰
[00:09:53.820 --> 00:09:55.780]  羔羊必勝過他們
[00:09:55.780 --> 00:09:58.460]  因為羔羊是萬主之寵、萬王之王」
[00:09:58.460 --> 00:10:01.020]  這個就是講到耶穌基督
[00:10:01.020 --> 00:10:06.700]  「而和羔羊在一起的是蒙召被選中心的人」
[00:10:06.700 --> 00:10:09.780]  在這個《讓分八章》十至十二節
[00:10:09.780 --> 00:10:12.580]  「耶穌藉彼腰來對他們誅婦人
[00:10:12.580 --> 00:10:14.060]  那些人在哪裡
[00:10:14.060 --> 00:10:15.940]  會有任何人定你的罪嗎
[00:10:15.940 --> 00:10:17.100]  她說主我沒有
[00:10:17.100 --> 00:10:18.940]  耶穌說我也不定你的罪
[00:10:18.940 --> 00:10:19.460]  去吧
[00:10:19.460 --> 00:10:21.980]  從今以後不要再犯罪了
[00:10:21.980 --> 00:10:23.660]  耶穌又對眾人說
[00:10:23.660 --> 00:10:25.420]  我就是世界的光
[00:10:25.420 --> 00:10:26.340]  跟從我的
[00:10:26.340 --> 00:10:28.300]  必不在黑暗裡走
[00:10:28.300 --> 00:10:30.860]  卻要得著生命的光」
[00:10:30.860 --> 00:10:34.460]  很明顯主耶穌不是講到這個世界黑漆漆沒有光
[00:10:34.460 --> 00:10:35.260]  我就是光
[00:10:35.260 --> 00:10:36.300]  我給你幾個電筒
[00:10:36.300 --> 00:10:38.100]  或者你跟著我走就看見這條路
[00:10:38.100 --> 00:10:40.340]  當然不是指這個了
[00:10:40.340 --> 00:10:44.140]  是講到這個道德真理之光
[00:10:44.140 --> 00:10:44.940]  是不是
[00:10:44.940 --> 00:10:46.420]  屬靈的光
[00:10:46.420 --> 00:10:48.420]  唯有跟隨著耶穌基督
[00:10:48.420 --> 00:10:50.740]  祂就是道路真理生命
[00:10:50.740 --> 00:10:51.540]  聖經甚至說
[00:10:51.540 --> 00:10:52.900]  「若不藉著我
[00:10:52.900 --> 00:10:55.300]  沒有人能夠到婦那裡去」
[00:10:55.300 --> 00:10:57.620]  祂是唯一的真理的光
[00:10:57.620 --> 00:10:59.980]  所以這個就是死刃的幽谷
[00:10:59.980 --> 00:11:03.060]  其實我們現在都可以經歷死刃的幽谷
[00:11:03.060 --> 00:11:06.540]  不一定說被黑社會在恐嚇我們
[00:11:06.540 --> 00:11:10.820]  或者好像今屆選舉有些人都說好像
[00:11:10.820 --> 00:11:13.020]  似乎好像被人恐嚇到
[00:11:13.020 --> 00:11:15.620]  又哭哭啼啼又取消
[00:11:15.620 --> 00:11:16.740]  我不知道什麼人恐嚇他
[00:11:16.740 --> 00:11:17.140]  不知道
[00:11:17.140 --> 00:11:18.740]  我完全不認識
[00:11:18.740 --> 00:11:19.620]  我又不知道
[00:11:19.620 --> 00:11:24.340]  不過起碼他覺得有人在恐嚇他
[00:11:24.340 --> 00:11:25.740]  他很害怕
[00:11:25.740 --> 00:11:30.460]  「我就是來到世上的光
[00:11:30.460 --> 00:11:33.180]  只凡信我的不住在黑暗裡」
[00:11:33.180 --> 00:11:34.260]  是不是
[00:11:34.260 --> 00:11:38.060]  所以這個是說到屬靈的生命的光
[00:11:38.060 --> 00:11:42.420]  不是說到真是黑色沒有燈那種的光
[00:11:42.420 --> 00:11:44.620]  最後一次引用的就是
[00:11:44.620 --> 00:11:46.540]  路加分一章七十九字
[00:11:46.540 --> 00:11:49.780]  「要照亮坐在黑暗中死刃裡的人
[00:11:49.780 --> 00:11:53.820]  把我們的腳引到和平的路上」
[00:11:53.820 --> 00:11:55.980]  什麼叫和平的路上
[00:11:55.980 --> 00:11:58.900]  原來我們每一個人都不是很和平
[00:11:58.900 --> 00:12:00.540]  如果不是
[00:12:00.540 --> 00:12:03.060]  就不會有保羅說到什麼
[00:12:03.060 --> 00:12:05.420]  就是將這和好的道理
[00:12:05.420 --> 00:12:08.500]  和平的道理交託給我們
[00:12:08.500 --> 00:12:10.820]  要傳一個和平的福音
[00:12:10.820 --> 00:12:12.300]  使人與神和好
[00:12:12.300 --> 00:12:13.860]  與人和好
[00:12:13.860 --> 00:12:15.140]  是不是
[00:12:15.140 --> 00:12:17.460]  所以不要以為我們是和好
[00:12:17.460 --> 00:12:19.020]  我們在世界可以居住得
[00:12:19.020 --> 00:12:19.980]  妥妥點點
[00:12:19.980 --> 00:12:21.820]  跟隔壁鄰居都沒什麼問題
[00:12:21.820 --> 00:12:22.940]  跟家人都沒問題
[00:12:22.940 --> 00:12:26.420]  但是其實原來我們是與神為敵的
[00:12:26.420 --> 00:12:28.620]  因為如果我們未認識神
[00:12:28.620 --> 00:12:29.940]  與世俗為友
[00:12:29.940 --> 00:12:31.460]  聖經說「與世俗為友」
[00:12:31.460 --> 00:12:33.900]  世界上的做法、看法
[00:12:33.900 --> 00:12:35.620]  為友、為朋友
[00:12:35.620 --> 00:12:36.140]  就是什麼
[00:12:36.140 --> 00:12:38.940]  是與神為敵的
[00:12:38.940 --> 00:12:40.780]  每個人都是這樣
[00:12:40.780 --> 00:12:42.660]  人人都是這樣
[00:12:42.660 --> 00:12:44.580]  在街市如果賣東西
[00:12:44.580 --> 00:12:45.780]  不是每個人都是這樣
[00:12:45.780 --> 00:12:47.060]  不過在街市賣東西
[00:12:47.060 --> 00:12:50.020]  一斤哪裡有十六兩
[00:12:50.020 --> 00:12:51.580]  十二兩嘛
[00:12:51.580 --> 00:12:53.220]  每個人都是這樣
[00:12:53.220 --> 00:12:55.740]  所以他一斤給你十二兩
[00:12:55.740 --> 00:12:57.020]  他不覺得有什麼問題
[00:12:57.020 --> 00:12:58.380]  因為整條街市都是這樣
[00:12:58.380 --> 00:12:59.500]  如果他給你十六兩
[00:12:59.500 --> 00:13:01.860]  隨時會被人罵
[00:13:01.860 --> 00:13:03.540]  會不會啊
[00:13:03.540 --> 00:13:04.420]  是會的
[00:13:04.420 --> 00:13:07.380]  我弟弟是公共工程師
[00:13:07.380 --> 00:13:09.700]  他在加拿大Winnipeg那裡
[00:13:09.700 --> 00:13:11.260]  Manitoba U畢業
[00:13:11.260 --> 00:13:13.940]  19…應該七幾年畢業
[00:13:13.940 --> 00:13:14.980]  他退休了
[00:13:14.980 --> 00:13:16.140]  這個小孩兩歲
[00:13:16.140 --> 00:13:17.700]  最小的弟弟
[00:13:17.700 --> 00:13:18.940]  他七幾年畢業
[00:13:18.940 --> 00:13:20.780]  他回來香港第一份工
[00:13:20.780 --> 00:13:22.420]  第一天上班打開抽屜
[00:13:22.420 --> 00:13:25.420]  一疊錢在那裡
[00:13:25.420 --> 00:13:26.260]  他說
[00:13:26.260 --> 00:13:28.900]  為什麼一疊錢在那裡
[00:13:28.900 --> 00:13:30.460]  問隔壁的同事
[00:13:30.460 --> 00:13:31.540]  個個看一看
[00:13:31.540 --> 00:13:34.460]  笑一笑不出聲
[00:13:34.460 --> 00:13:35.820]  下班後關上門櫃
[00:13:35.820 --> 00:13:36.420]  凍皂人低
[00:13:36.420 --> 00:13:37.100]  早上起床
[00:13:37.100 --> 00:13:38.580]  又一疊錢在那裡
[00:13:38.580 --> 00:13:40.820]  他說為什麼還有一疊錢在那裡
[00:13:40.820 --> 00:13:41.620]  有些同事說
[00:13:41.620 --> 00:13:44.220]  那就拿了它
[00:13:44.220 --> 00:13:47.340]  他在香港某大建築公司
[00:13:47.340 --> 00:13:49.300]  我忘記他講過給我聽
[00:13:49.300 --> 00:13:51.700]  是一間建築的公司
[00:13:51.700 --> 00:13:53.500]  你知道香港很多建築公司
[00:13:53.500 --> 00:13:55.100]  以前那個年代
[00:13:55.100 --> 00:13:57.060]  不一定是新鴻基那些
[00:13:57.060 --> 00:13:58.900]  不知道有個金字的我記得
[00:13:58.900 --> 00:14:00.140]  好像有個印有個金字的
[00:14:00.140 --> 00:14:01.940]  不知道金什麼
[00:14:01.940 --> 00:14:02.940]  過了第三天
[00:14:02.940 --> 00:14:03.620]  他又打開抽屜
[00:14:03.620 --> 00:14:05.300]  又有一疊錢在那裡
[00:14:05.300 --> 00:14:07.100]  那些同事不出聲了
[00:14:07.100 --> 00:14:08.660]  他就關上抽屜
[00:14:08.660 --> 00:14:11.780]  第四天那些錢不見了
[00:14:11.780 --> 00:14:15.540]  你說是什麼原因呢
[00:14:15.540 --> 00:14:19.140]  我最近又跟一個姐妹分手
[00:14:19.140 --> 00:14:20.340]  她說是啊
[00:14:20.340 --> 00:14:23.460]  她說我做的那間公司
[00:14:23.460 --> 00:14:24.900]  新年的時候
[00:14:24.900 --> 00:14:26.660]  有一些那些廠家
[00:14:26.660 --> 00:14:27.500]  來派利是
[00:14:27.500 --> 00:14:28.660]  這很正常
[00:14:28.660 --> 00:14:30.420]  你知道你做trading
[00:14:30.420 --> 00:14:32.620]  新年那些廠家走過來
[00:14:32.620 --> 00:14:33.540]  拜年了
[00:14:33.540 --> 00:14:34.260]  這很普遍
[00:14:34.260 --> 00:14:35.380]  這真的很正常
[00:14:35.380 --> 00:14:37.060]  那封封利是給你很正常的
[00:14:37.060 --> 00:14:38.060]  是不是
[00:14:38.060 --> 00:14:40.500]  新年嘛
[00:14:40.500 --> 00:14:41.740]  他拿個利是
[00:14:41.740 --> 00:14:42.620]  嘩這麼厚的
[00:14:42.620 --> 00:14:43.980]  他又不會在人家面前拿
[00:14:43.980 --> 00:14:45.540]  這麼厚的這封利是
[00:14:45.540 --> 00:14:50.060]  嘩難道他給500元的10元紙鵝
[00:14:50.060 --> 00:14:53.420]  那不就有50張了是不是
[00:14:53.420 --> 00:14:56.820]  500元也不少了這封利是
[00:14:56.820 --> 00:14:57.900]  10元紙鵝
[00:14:57.900 --> 00:14:58.860]  是不是這樣
[00:14:58.860 --> 00:15:00.020]  弄得這麼大一疊
[00:15:00.020 --> 00:15:01.300]  走了之後一看
[00:15:01.300 --> 00:15:02.620]  你猜多少錢
[00:15:02.620 --> 00:15:04.500]  一萬元
[00:15:04.500 --> 00:15:05.580]  嘩是不是
[00:15:05.580 --> 00:15:06.820]  一萬元
[00:15:06.820 --> 00:15:08.420]  嚇到他有沒有搞錯
[00:15:08.420 --> 00:15:10.260]  他report給他的上司
[00:15:10.260 --> 00:15:11.220]  他說不要緊
[00:15:11.220 --> 00:15:12.740]  差不多每個人都是這樣的
[00:15:12.740 --> 00:15:16.260]  at least我知道就行了
[00:15:16.260 --> 00:15:18.220]  你看到這個世界嗎
[00:15:18.220 --> 00:15:20.420]  各樣的試探引誘
[00:15:20.420 --> 00:15:21.980]  不是用錢
[00:15:21.980 --> 00:15:23.660]  很多東西可以的
[00:15:23.660 --> 00:15:24.900]  引誘你是不是
[00:15:24.900 --> 00:15:26.740]  還有
[00:15:26.740 --> 00:15:30.580]  後來第二年不給錢了
[00:15:30.580 --> 00:15:32.780]  給什麼
[00:15:32.780 --> 00:15:34.740]  罐頭鮑魚
[00:15:34.740 --> 00:15:36.180]  一罐一隻那些多少錢
[00:15:36.180 --> 00:15:37.900]  要不要300元一罐
