
[00:00:00.000 --> 00:00:03.920]  今天我們要分享的題目叫做改革之路
[00:01:12.440 --> 00:01:14.040]  我唯一就是認得自己的衣服
[00:01:14.040 --> 00:01:16.200]  因為我的衣服是加大碼的
[00:01:16.200 --> 00:01:17.400]  其他的東西我不知道怎麼辦
[00:01:17.400 --> 00:01:19.560]  於是我同學說不行我們就停
[00:01:19.560 --> 00:01:21.040]  我們要再想過
[00:01:21.040 --> 00:01:22.280]  我們要搞好現在
[00:01:22.280 --> 00:01:24.880]  我們要怎麼處理好我們自己的東西
[00:01:24.880 --> 00:01:26.160]  如果不是去到都不能再修理
[00:01:26.160 --> 00:01:28.640]  都不知道那些東西是你的還是我的
[00:01:28.640 --> 00:01:31.800]  有時我們的生命都可能出現一個狀況
[00:01:31.800 --> 00:01:34.480]  我們覺得可能要重新來過
[00:01:34.480 --> 00:01:36.960]  要撥亂反正
[00:01:36.960 --> 00:01:39.920]  有時生命會出現我們不能夠預計的狀況
[00:01:39.920 --> 00:01:41.800]  那些不能夠預計的狀況
[00:01:41.800 --> 00:01:45.840]  打亂了我們原先的生活模式和狀況
[00:01:45.840 --> 00:01:47.640]  有時社會的改變
[00:01:47.640 --> 00:01:49.320]  為我們的生命帶來了
[00:01:49.320 --> 00:01:53.120]  不能夠預計的一些衝擊或者變遷
[00:01:53.120 --> 00:01:55.240]  有時可能生命亦都會出現
[00:01:55.240 --> 00:01:58.200]  突如其來的壓力和張力
[00:01:58.200 --> 00:02:01.800]  我們覺得有很多我們處理不完的事情
[00:02:01.800 --> 00:02:04.720]  但是我們又不知道怎樣入手
[00:02:04.720 --> 00:02:07.720]  今天我們會去看一段聖經
[00:02:07.720 --> 00:02:09.680]  這段聖經我們會見到一個
[00:02:09.680 --> 00:02:12.240]  很亂很亂的局面裏面
[00:02:12.240 --> 00:02:17.360]  但是有一班人決意踏上改革之路
[00:02:17.360 --> 00:02:19.320]  可能這一刻你會覺得
[00:02:19.320 --> 00:02:22.520]  我的生命都不像你剛才說的那麼亂
[00:02:22.520 --> 00:02:25.080]  我現在的生命都叫做井井有條
[00:02:25.080 --> 00:02:27.040]  又開開心心
[00:02:27.040 --> 00:02:29.000]  但是其實今天我們學的功課
[00:02:29.000 --> 00:02:30.480]  我們一會兒會去看
[00:02:30.480 --> 00:02:33.400]  不是一時三刻我們做的功課
[00:02:33.400 --> 00:02:37.800]  而是應該我們一生去學習和跟隨的功課
[00:02:37.800 --> 00:02:40.800]  所以今天當我們一起去看改革之路的時候
[00:02:40.800 --> 00:02:44.920]  我們會去到列王幾下的十一至十二章
[00:02:44.920 --> 00:02:45.880]  如果大家記得
[00:02:45.880 --> 00:02:47.560]  當我們說列王幾下九章
[00:02:47.560 --> 00:02:50.120]  我講到阿哈王朝的終結
[00:02:50.120 --> 00:02:55.400]  如果大家記得我一開始就講秋天的童話的結局
[00:02:55.400 --> 00:02:57.600]  大家有沒有回去看阿秋的童話
[00:02:57.600 --> 00:03:00.200]  他真是好看
[00:03:00.200 --> 00:03:04.200]  但是我們看完阿哈王朝的終結之後
[00:03:04.200 --> 00:03:06.520]  苗牧師和我們分享第十章
[00:03:06.520 --> 00:03:09.280]  第十章是講耶護善惠
[00:03:09.280 --> 00:03:12.720]  然後怎樣消滅了阿哈的家室
[00:03:12.720 --> 00:03:15.360]  清除了巴力的廟
[00:03:15.360 --> 00:03:18.800]  而耶護自己的生命亦都完結
[00:03:18.800 --> 00:03:22.160]  當我們去看完北國以色列的時候
[00:03:22.160 --> 00:03:25.080]  究竟南國猶大又是怎樣的呢
[00:03:25.080 --> 00:03:26.680]  如果我們記得在第九章
[00:03:26.680 --> 00:03:29.760]  其實當時南國的皇帝阿哈謝
[00:03:29.760 --> 00:03:32.680]  是和北國的皇帝一起打仗的
[00:03:32.680 --> 00:03:35.040]  當耶護善惠的時候
[00:03:35.040 --> 00:03:37.720]  他不單止殺了北國的皇帝
[00:03:37.720 --> 00:03:42.160]  他連南國的皇帝阿哈謝也殺了
[00:03:42.160 --> 00:03:45.160]  而當南國的皇帝阿哈謝死了之後
[00:03:45.160 --> 00:03:47.480]  究竟發生了什麼事情呢
[00:03:47.480 --> 00:03:48.800]  到了第十一章
[00:03:48.800 --> 00:03:53.400]  我們發現原來出現了另一個很可怕的亂局
[00:03:53.400 --> 00:03:56.040]  我們一起去讀列王記下十一章
[00:03:56.040 --> 00:03:57.840]  一、二、三
[00:03:57.840 --> 00:04:00.960]  阿哈謝的母親阿他利亞
[00:04:00.960 --> 00:04:03.000]  見他兒子死了
[00:04:03.000 --> 00:04:05.840]  就起來剿滅皇室
[00:04:05.840 --> 00:04:07.400]  哇 發生什麼事情呢
[00:04:07.400 --> 00:04:10.280]  原來阿他利亞的兒子死了
[00:04:10.280 --> 00:04:13.720]  居然消滅了整個皇室
[00:04:13.720 --> 00:04:16.000]  你說為什麼會這樣呢
[00:04:16.000 --> 00:04:19.160]  原來阿他利亞是阿哈的女兒
[00:04:19.160 --> 00:04:22.560]  他看到自己爸爸的皇朝被人滅了
[00:04:22.560 --> 00:04:24.960]  於是他看到發生這樣的事情
[00:04:24.960 --> 00:04:27.800]  他決定首先先發制人
[00:04:27.800 --> 00:04:29.440]  採取行動
[00:04:29.440 --> 00:04:33.640]  殲滅了整個皇室能夠繼位的人
[00:04:33.640 --> 00:04:37.560]  然後篡位自立為王
[00:04:37.560 --> 00:04:39.760]  面對這個這麼亂的情景
[00:04:39.760 --> 00:04:43.720]  有一幫人他們踏上了改革之路
[00:04:43.720 --> 00:04:45.360]  而在這個改革之路裡面
[00:04:45.360 --> 00:04:47.920]  我們有什麼值得我們去學習呢
[00:04:47.920 --> 00:04:49.400]  我們一起去看
[00:04:49.400 --> 00:04:51.040]  今天我們學的第一個功課
[00:04:51.040 --> 00:04:53.040]  是在我們的遺訓裡面
[00:04:53.040 --> 00:04:54.960]  去做勇敢的事
[00:04:54.960 --> 00:04:57.840]  我們首先一起去讀第二章第三節
[00:04:57.840 --> 00:04:58.680]  我們一起讀 好嗎
[00:04:58.680 --> 00:04:59.880]  一二三
[00:04:59.880 --> 00:05:02.280]  但若蘭王的女兒
[00:05:02.280 --> 00:05:05.440]  阿哈謝的妹子若是巴
[00:05:05.440 --> 00:05:08.520]  將阿哈謝的兒子若阿斯
[00:05:08.520 --> 00:05:11.840]  從那被殺的王子中偷出來
[00:05:11.840 --> 00:05:16.120]  把他和他的母親都藏在臥房裡
[00:05:16.120 --> 00:05:19.720]  躲避阿他利亞 免得被殺
[00:05:19.720 --> 00:05:22.000]  若阿斯和他的母親
[00:05:22.000 --> 00:05:25.080]  藏在耶和華的殿裡六年
[00:05:25.080 --> 00:05:27.760]  阿他利亞散了國慰
[00:05:27.760 --> 00:05:29.400]  這裡告訴我們有一個人
[00:05:29.400 --> 00:05:30.720]  他是阿哈謝
[00:05:30.720 --> 00:05:32.560]  就是被殺的皇帝的妹妹
[00:05:32.560 --> 00:05:34.440]  叫做若是巴
[00:05:34.440 --> 00:05:36.720]  他在很重要的時候
[00:05:36.720 --> 00:05:38.520]  在他的遺訓裡面
[00:05:38.520 --> 00:05:39.760]  做了很重要的事
[00:05:39.760 --> 00:05:42.240]  就是將阿哈謝的兒子若阿斯
[00:05:42.240 --> 00:05:45.400]  從本來要被殺的王子中偷出來
[00:05:45.400 --> 00:05:49.080]  然後把他藏在臥房裡
[00:05:49.080 --> 00:05:51.360]  躲避阿他利亞
[00:05:51.360 --> 00:05:56.800]  之後又將他藏在耶和華的殿裡六年
[00:05:56.800 --> 00:05:59.200]  若是巴是誰呢?
[00:05:59.200 --> 00:06:02.120]  他除了是阿哈謝的妹妹
[00:06:02.120 --> 00:06:06.360]  他也是大祭司耶和耶大的太太
[00:06:06.360 --> 00:06:07.800]  所以對於他來說
[00:06:07.800 --> 00:06:11.920]  最容易就是將他藏在耶和華的殿裡
[00:06:11.920 --> 00:06:14.280]  以及藏在耶和華的殿裡
[00:06:14.280 --> 00:06:16.160]  其實是最好的地方
[00:06:16.160 --> 00:06:16.640]  為什麼?
[00:06:16.640 --> 00:06:18.800]  因為阿他利亞是外邦人
[00:06:18.800 --> 00:06:20.760]  外邦人不能夠進聖殿
[00:06:20.760 --> 00:06:22.480]  不過其實他也沒什麼興趣進聖殿
[00:06:22.480 --> 00:06:24.600]  因為聖經說他專拜巴力的
[00:06:24.600 --> 00:06:27.080]  所以他沒什麼興趣進聖殿
[00:06:27.080 --> 00:06:31.560]  而將若阿斯藏在聖殿就是最好的地方
[00:06:31.560 --> 00:06:32.920]  之後
[00:06:32.920 --> 00:06:37.840]  耶和耶大開始計劃將若阿斯擁立為王
[00:06:37.840 --> 00:06:40.120]  我們看看聖經之後怎麼說吧
[00:06:40.120 --> 00:06:42.520]  我們從第四節讀到第八節
[00:06:42.520 --> 00:06:43.320]  我們一起讀
[00:06:43.320 --> 00:06:44.400]  一二三
[00:06:44.400 --> 00:06:51.680]  第七年耶和耶大打法人叫加利人和護衛兵的眾伯夫長
[00:06:51.680 --> 00:06:54.840]  領他們進了耶和華的殿
[00:06:54.840 --> 00:06:56.640]  與他們立約
[00:06:56.640 --> 00:06:59.840]  使他們在耶和華殿裡起誓
[00:06:59.840 --> 00:07:03.360]  又將王的賢子旨給他們看
[00:07:03.360 --> 00:07:04.960]  吩咐他們說
[00:07:04.960 --> 00:07:07.000]  你們當這樣行
[00:07:07.000 --> 00:07:11.800]  凡安息日進班的三分之一要看守王宮
[00:07:11.800 --> 00:07:14.520]  三分之一要在蘇爾門
[00:07:14.520 --> 00:07:18.200]  三分之一要在護衛兵院的後門
[00:07:18.200 --> 00:07:20.200]  這樣把守王宮
[00:07:20.200 --> 00:07:21.640]  難阻閒人
[00:07:21.640 --> 00:07:25.640]  你們安息日所有出班的三分之二
[00:07:25.640 --> 00:07:28.800]  要在耶和華的殿裡護衛王
[00:07:28.800 --> 00:07:30.800]  各人手拿兵器
[00:07:30.800 --> 00:07:32.560]  四圍護衛王
[00:07:32.560 --> 00:07:36.640]  凡擅入你們班次的必當致死
[00:07:36.640 --> 00:07:38.480]  王出入的時候
[00:07:38.480 --> 00:07:40.640]  你們當跟隨他
[00:07:40.640 --> 00:07:42.120]  大祭師耶賀耶大
[00:07:42.120 --> 00:07:44.960]  開始計劃如何擁立若阿斯維王
[00:07:44.960 --> 00:07:46.440]  在他這個計劃裡面
[00:07:46.440 --> 00:07:49.840]  每一個人都需要在他們的崗位上
[00:07:49.840 --> 00:07:52.080]  為神做勇敢的事
[00:07:52.080 --> 00:07:55.720]  首先是他叫了護衛兵和百夫長
[00:07:55.720 --> 00:07:58.000]  帶他們進到耶和華的殿
[00:07:58.000 --> 00:07:59.040]  與他們立約
[00:07:59.040 --> 00:08:00.640]  並且叫他們起誓
[00:08:00.640 --> 00:08:03.560]  之後就將王的賢子旨給他們看
[00:08:03.560 --> 00:08:04.760]  他們之前應該不知道
[00:08:04.760 --> 00:08:07.720]  原來王的賢子就在那裡
[00:08:07.720 --> 00:08:09.840]  而在時機成熟的時候
[00:08:09.840 --> 00:08:12.960]  這個計劃是需要每一個人的參與
[00:08:12.960 --> 00:08:15.880]  是需要皇宮的護衛兵
[00:08:15.880 --> 00:08:18.960]  以及聖殿的護衛兵一起參與
[00:08:18.960 --> 00:08:21.360]  也都需要值班的護衛兵
[00:08:21.360 --> 00:08:24.120]  以及優班的護衛兵一起參與
[00:08:24.120 --> 00:08:26.480]  我們看到在安息日值班的
[00:08:26.480 --> 00:08:28.600]  三分之一要看守皇宮
[00:08:28.600 --> 00:08:30.480]  三分之一要在蘇爾門
[00:08:30.480 --> 00:08:33.560]  三分之一要在護衛兵院的後門
[00:08:33.560 --> 00:08:34.400]  另外
[00:08:34.400 --> 00:08:36.400]  優班的三分之二
[00:08:36.400 --> 00:08:39.720]  就在耶和華殿裡護衛王
[00:08:39.720 --> 00:08:41.120]  時間很重要
[00:08:41.120 --> 00:08:42.640]  他們選了安息日
[00:08:42.640 --> 00:08:44.920]  為什麼安息日這麼重要呢?
[00:08:44.920 --> 00:08:45.760]  因為你想想
[00:08:45.760 --> 00:08:49.160]  如果平時有三分之二值班的護衛兵
[00:08:49.160 --> 00:08:51.200]  突然間全部走出來
[00:08:51.200 --> 00:08:52.840]  你會不會察覺呢?
[00:08:52.840 --> 00:08:54.400]  你會察覺的
[00:08:54.400 --> 00:08:55.480]  但是在安息日
[00:08:55.480 --> 00:08:57.160]  為什麼是最好的時機呢?
[00:08:57.160 --> 00:08:58.120]  因為安息日
[00:08:58.120 --> 00:09:00.520]  他們全部都會去聖殿敬拜的
[00:09:00.520 --> 00:09:01.920]  所以安息日
[00:09:01.920 --> 00:09:05.520]  就是去執行這個計劃最好的時機
[00:09:05.520 --> 00:09:07.920]  接著各人手拿兵器
[00:09:07.920 --> 00:09:09.560]  盡他們的責任
[00:09:09.560 --> 00:09:11.760]  在他們的崗位上面
[00:09:11.760 --> 00:09:13.600]  去做勇敢的事
[00:09:13.600 --> 00:09:16.000]  我們繼續看看第九和第十節怎麼說
[00:09:16.000 --> 00:09:16.360]  好不好?
[00:09:16.360 --> 00:09:16.880]  我們一起讀
[00:09:16.880 --> 00:09:17.920]  一二三
[00:09:17.920 --> 00:09:22.160]  頌伯夫長就照著祭司耶和耶大
[00:09:22.160 --> 00:09:24.600]  一切所吩咐的去行
[00:09:24.600 --> 00:09:26.720]  各大所管安息日
[00:09:26.720 --> 00:09:28.520]  進班出班的人
[00:09:28.520 --> 00:09:31.080]  來見祭司耶和耶大
[00:09:31.080 --> 00:09:35.800]  祭司便將耶和華殿裡所藏大衛王的槍
[00:09:35.800 --> 00:09:38.760]  和盾牌交給伯夫長
[00:09:38.760 --> 00:09:41.720]  護衛兵手中各拿兵器
[00:09:41.720 --> 00:09:43.840]  在壇和殿那裡
[00:09:43.840 --> 00:09:46.240]  從壇右直到殿左
[00:09:46.240 --> 00:09:48.280]  站在王子的四衛
[00:09:48.280 --> 00:09:49.600]  這裡就告訴我們
[00:09:49.600 --> 00:09:51.720]  他們按著這個計劃
[00:09:51.720 --> 00:09:54.600]  去執行他們崗位上面要做的事
[00:09:54.600 --> 00:09:56.040]  在這裡有一個很特別的東西
[00:09:56.040 --> 00:10:00.720]  第十節說祭司將耶和華殿裡所藏大衛王的槍
[00:10:00.720 --> 00:10:02.720]  和盾牌交給他們
[00:10:02.720 --> 00:10:03.760]  聖經學者說
[00:10:03.760 --> 00:10:05.040]  其實這些兵器
[00:10:05.040 --> 00:10:06.960]  超過150年了
[00:10:06.960 --> 00:10:08.560]  今天如果我叫你打仗
[00:10:08.560 --> 00:10:10.720]  我給你清朝的武器
[00:10:10.720 --> 00:10:12.080]  你覺得有沒有用?
[00:10:12.080 --> 00:10:14.840]  但是這裡其實有一個很特別的意義
[00:10:14.840 --> 00:10:19.440]  將大衛王的槍和盾牌交給這些人
[00:10:19.440 --> 00:10:20.920]  其實是在說
[00:10:20.920 --> 00:10:27.080]  約亞斯才是大衛王朝的正式繼任人
[00:10:27.080 --> 00:10:30.000]  而當他們都在他們的位置
[00:10:30.000 --> 00:10:32.640]  一起去執行他們的崗位
[00:10:32.640 --> 00:10:33.840]  所要做的事上面
[00:10:33.840 --> 00:10:35.080]  接著發生什麼事情呢?
[00:10:35.080 --> 00:10:36.680]  我們讀第十二節好不好?
[00:10:36.680 --> 00:10:37.120]  我們一起讀
[00:10:37.120 --> 00:10:38.160]  一二三
[00:10:38.160 --> 00:10:40.160]  祭司令王子出來
[00:10:40.160 --> 00:10:42.200]  給他大賞冠冕
[00:10:42.200 --> 00:10:44.360]  將律法書交給他
[00:10:44.360 --> 00:10:45.720]  供他為王
[00:10:45.720 --> 00:10:47.400]  眾人就拍掌說
[00:10:47.400 --> 00:10:48.440]  冤枉萬歲
[00:10:48.440 --> 00:10:49.600]  我們給他掌聲好不好?
[00:10:49.600 --> 00:10:54.880]  其實是想嘗試給大家一些聲音效果
[00:10:54.880 --> 00:10:57.960]  不知道你旁邊的那個睡了沒有
[00:10:57.960 --> 00:11:03.280]  但是當他們一起去執行這個計劃
[00:11:03.280 --> 00:11:06.080]  各人勇敢做他們積分做的事
[00:11:06.080 --> 00:11:09.680]  他們就擁立了約亞斯
[00:11:09.680 --> 00:11:12.320]  成為一個正式的繼任人
[00:11:12.320 --> 00:11:14.000]  當這些所有事情發生的時候
[00:11:14.000 --> 00:11:15.480]  到了十三節到第六節
[00:11:15.480 --> 00:11:16.800]  聖經告訴我們
[00:11:16.800 --> 00:11:19.920]  當阿塔利亞聽到護衛兵的聲音
[00:11:19.920 --> 00:11:24.160]  他看到百夫長和吹號的人士立左右
[00:11:24.160 --> 00:11:26.600]  國民歡樂吹號
[00:11:26.600 --> 00:11:28.560]  他就撕裂衣服說
[00:11:28.560 --> 00:11:30.320]  反啊!反啊!
[00:11:30.320 --> 00:11:32.560]  他知道大勢已去
[00:11:32.560 --> 00:11:35.520]  而大祭司爺爺和大臣和百夫長說
[00:11:35.520 --> 00:11:37.520]  要將他趕出灣外
[00:11:37.520 --> 00:11:38.320]  為什麼呢?
[00:11:38.320 --> 00:11:41.200]  因為不可以在神的殿裡面去殺他
[00:11:41.200 --> 00:11:43.200]  於是那些兵就閃開
[00:11:43.200 --> 00:11:46.720]  他就去馬路上回皇宮的時候
[00:11:46.720 --> 00:11:50.040]  就在那裡被殺了
[00:11:50.040 --> 00:11:51.480]  這個記載告訴我們
[00:11:51.480 --> 00:11:53.840]  有時候很混亂的情境裡面
[00:11:53.840 --> 00:11:55.520]  我們需要學習
[00:11:55.520 --> 00:11:59.800]  在我們的崗位上面去做勇敢的事
[00:11:59.800 --> 00:12:01.440]  有時候當我們去說
[00:12:01.440 --> 00:12:03.400]  在崗位上面做勇敢的事
[00:12:03.400 --> 00:12:05.040]  我們很多時候都會記起
[00:12:05.040 --> 00:12:07.280]  很多時候在戰爭裡面
[00:12:07.280 --> 00:12:09.480]  很多不同的見證
[00:12:09.480 --> 00:12:11.000]  很多時候在戰爭裡面
[00:12:11.000 --> 00:12:15.600]  殘酷的侵略者殺害無辜的婦女和兒童
[00:12:15.600 --> 00:12:17.200]  而很多時候在戰爭裡面
[00:12:17.200 --> 00:12:18.760]  很多基督徒的見證
[00:12:18.760 --> 00:12:20.400]  就是他們勇敢站出來
[00:12:20.400 --> 00:12:24.680]  去保護那些婦女和兒童
[00:12:24.680 --> 00:12:27.800]  我們有時候要在我們的崗位上面
[00:12:27.800 --> 00:12:30.560]  為神做勇敢的事
[00:12:30.560 --> 00:12:34.040]  我也看回在2007年發生一個
[00:12:34.040 --> 00:12:37.760]  在美國弗吉尼亞州一個槍擊的事件
[00:12:37.760 --> 00:12:40.400]  當時有一個槍手在學校裡面
[00:12:40.400 --> 00:12:42.600]  在班房 逐個班房
[00:12:42.600 --> 00:12:44.320]  其中一個班房的時候
[00:12:44.320 --> 00:12:47.120]  突然間班房的門卡住了
[00:12:47.120 --> 00:12:50.240]  原來是一位七十多歲的老師
[00:12:50.240 --> 00:12:52.240]  他卡住了門
[00:12:52.240 --> 00:12:53.360]  然後叫他的學生
[00:12:53.360 --> 00:12:56.480]  你快點在窗那裡逃走
[00:12:56.480 --> 00:12:59.160]  這位七十多歲猶太裔的老師
[00:12:59.160 --> 00:13:02.840]  原來自己曾經經歷過納粹黨的屠殺
[00:13:02.840 --> 00:13:05.120]  之後他移居去了以色列
[00:13:05.120 --> 00:13:06.600]  再移居去了美國
[00:13:06.600 --> 00:13:10.040]  就在那個千鈞一刻的時間
[00:13:10.040 --> 00:13:12.960]  他在他的崗位做出勇敢的事
[00:13:12.960 --> 00:13:15.520]  救了他的學生
[00:13:15.520 --> 00:13:17.520]  我們知道他的結局
[00:13:17.520 --> 00:13:21.640]  就是被這個槍手射殺
[00:13:21.640 --> 00:13:23.160]  在四世紀
[00:13:23.160 --> 00:13:25.120]  有一位很出名的主教
[00:13:25.120 --> 00:13:27.720]  叫做金口若望
[00:13:27.720 --> 00:13:29.800]  他當時在東羅馬帝國
[00:13:29.800 --> 00:13:32.320]  面對著當時的權貴
[00:13:32.320 --> 00:13:36.200]  面對著當時去帶領國家的領袖
[00:13:36.200 --> 00:13:42.640]  去責備他們所做不合神心意的事
[00:13:42.640 --> 00:13:46.400]  他的後果是被皇后去流放
[00:13:46.400 --> 00:13:47.800]  但當他知道這個消息
[00:13:47.800 --> 00:13:49.520]  那些人問他的時候
[00:13:49.520 --> 00:13:51.440]  他這樣的回答
[00:13:51.440 --> 00:13:54.560]  他說 我害不害怕死亡
[00:13:54.560 --> 00:13:55.920]  我不害怕死亡
[00:13:55.920 --> 00:13:59.160]  因為我知道耶穌在我生命裡面
[00:13:59.160 --> 00:14:01.520]  我害不害怕流放
[00:14:01.520 --> 00:14:03.280]  我不害怕流放
[00:14:03.280 --> 00:14:06.480]  因為全地都屬於神
[00:14:06.480 --> 00:14:09.360]  我害不害怕失去了財產
[00:14:09.360 --> 00:14:10.280]  我不害怕
[00:14:10.280 --> 00:14:12.880]  因為我是空手而來到這個世界
[00:14:12.880 --> 00:14:16.040]  亦都將要空手而去
[00:14:16.040 --> 00:14:19.000]  重要的是今天我們有沒有做神
[00:14:19.000 --> 00:14:21.040]  捍衛正的事
[00:14:21.040 --> 00:14:22.240]  今天你可能覺得
[00:14:22.240 --> 00:14:23.280]  啊 都感謝主
[00:14:23.280 --> 00:14:26.480]  我不需要勇氣去做剛才你講的幾樣東西
[00:14:26.480 --> 00:14:28.840]  但是今天可能我們都需要
[00:14:28.840 --> 00:14:30.280]  在我們的崗位上面
[00:14:30.280 --> 00:14:32.320]  為神做勇敢的事
[00:14:32.320 --> 00:14:37.280]  可能是一個很難傳福音的環境和文化裡面
[00:14:37.280 --> 00:14:39.520]  我們怎樣努力去傳福音
[00:14:39.520 --> 00:14:41.920]  可能是我們見到很多有需要的人
[00:14:41.920 --> 00:14:45.600]  但我們勇敢站出來去成為他們的保護
[00:14:45.600 --> 00:14:48.000]  或者是看到很多有需要的人
[00:14:48.000 --> 00:14:51.240]  我們願意勇敢去成為他們的幫助
[00:14:51.240 --> 00:14:52.720]  今天我們問自己
[00:14:52.720 --> 00:14:54.000]  在我們的遺憾裡面
[00:14:54.000 --> 00:14:56.200]  我們可以為神做些什麼
[00:14:56.200 --> 00:14:58.840]  如果我們需要去為神做勇敢的決定
[00:14:58.840 --> 00:15:00.680]  和行動的時候
[00:15:00.680 --> 00:15:03.200]  我們又願不願意這樣做呢
[00:15:03.200 --> 00:15:07.800]  其實這個不單止是改革之路要有的方向
[00:15:07.800 --> 00:15:11.960]  亦都是應該是我們一生學習的功課
[00:15:11.960 --> 00:15:14.840]  而今天我們接著看第二個的學習
[00:15:14.840 --> 00:15:17.520]  是我們要認定和傳承
[00:15:17.520 --> 00:15:19.640]  跟隨上帝的生命方向
[00:15:19.640 --> 00:15:22.080]  我們首先回到十一章十二節
[00:15:22.080 --> 00:15:22.760]  我們一起讀
[00:15:22.760 --> 00:15:23.880]  一二三
[00:15:23.880 --> 00:15:25.920]  祭司令王子出來
[00:15:25.920 --> 00:15:28.000]  給他戴上冠冕
[00:15:28.000 --> 00:15:30.120]  將律法書交給他
[00:15:30.120 --> 00:15:31.520]  告他作王
[00:15:31.520 --> 00:15:33.400]  眾人就拍掌說
[00:15:33.400 --> 00:15:34.880]  願王萬歲
[00:15:34.880 --> 00:15:38.720]  在這裡其實有三個登基的步驟
[00:15:38.720 --> 00:15:41.000]  第一個是戴上冠冕
[00:15:41.000 --> 00:15:43.400]  第二個是律法書交給他
[00:15:43.400 --> 00:15:46.560]  第三個是用由高舉為王
[00:15:46.560 --> 00:15:49.680]  其實我們知道英國國王登基的時候
[00:15:49.680 --> 00:15:52.760]  他都會被賦予一本聖經
[00:15:52.760 --> 00:15:56.160]  是代表著國王的權力並非絕對
[00:15:56.160 --> 00:15:59.280]  而國王的權力是在神的律法
[00:15:59.280 --> 00:16:01.480]  和神的王權之下
[00:16:01.480 --> 00:16:02.560]  所以在這裡
[00:16:02.560 --> 00:16:05.600]  當這個王登基被賦予律法書
[00:16:05.600 --> 00:16:06.920]  同樣是告訴他
[00:16:06.920 --> 00:16:09.160]  君王的權力不是絕對
[00:16:09.160 --> 00:16:11.600]  君王的權力是在神的律法
[00:16:11.600 --> 00:16:14.400]  和神的王權之下
[00:16:14.400 --> 00:16:16.400]  所以今天我們知道
[00:16:16.400 --> 00:16:19.120]  我們的生命不是我們喜歡怎樣就怎樣
[00:16:19.120 --> 00:16:24.680]  而是我們要認定跟隨上帝的生命方向
[00:16:24.680 --> 00:16:27.320]  接著我們看第十七和第十八節
[00:16:27.320 --> 00:16:28.800]  發生了兩件事
[00:16:28.800 --> 00:16:29.920]  第一件事我們一起讀
[00:16:29.920 --> 00:16:31.240]  第十七節我們一起讀
[00:16:31.240 --> 00:16:32.320]  一二三
[00:16:32.320 --> 00:16:36.800]  夜鶴夜大使王和民與耶和華立約
[00:16:36.800 --> 00:16:38.600]  作耶和華的民
[00:16:38.600 --> 00:16:41.040]  由使王與民立約
[00:16:41.040 --> 00:16:43.520]  這裡有兩個的立約
[00:16:43.520 --> 00:16:46.640]  首先是王和民一起立的約
[00:16:46.640 --> 00:16:50.160]  這個約是代表著君王和人民
[00:16:50.160 --> 00:16:53.320]  都一起遵守耶和華的律法
[00:16:53.320 --> 00:16:57.400]  而第二個的立約是做君王的同盟立約
[00:16:57.400 --> 00:17:01.480]  代表著他願意按照耶和華的律法
[00:17:01.480 --> 00:17:04.000]  去善待人民
