
[00:00:00.000 --> 00:00:02.000]  各位影子們新年平安
[00:01:36.000 --> 00:01:39.000]  人生很多時候都會有這樣的情況
[00:01:39.000 --> 00:01:41.000]  在清水地溪水旁
[00:01:41.000 --> 00:01:43.000]  我們很有信心
[00:01:43.000 --> 00:01:45.000]  安然被主帶領
[00:01:45.000 --> 00:01:49.000]  但是若在高山峻嶺的崎嶇路
[00:01:49.000 --> 00:01:51.000]  死暗幽谷的黑暗夜
[00:01:51.000 --> 00:01:53.000]  你的信心是不是這樣呢
[00:01:53.000 --> 00:01:57.000]  其實我們仍然是作為主的羊
[00:01:57.000 --> 00:01:59.000]  需要祂逐步帶領
[00:01:59.000 --> 00:02:02.000]  所以當我們認信我們是主的羊
[00:02:02.000 --> 00:02:05.000]  主就一路帶領我們
[00:02:05.000 --> 00:02:07.000]  為甚麼我們要做主的羊呢
[00:02:07.000 --> 00:02:09.000]  其實答案很簡單
[00:02:09.000 --> 00:02:13.000]  主耶穌不單止是群羊的大牧者
[00:02:13.000 --> 00:02:17.000]  原來主耶穌是羊本身
[00:02:17.000 --> 00:02:22.000]  聖經裏面有1100節的經文
[00:02:22.000 --> 00:02:24.000]  是跟羊有關係
[00:02:24.000 --> 00:02:26.000]  有些是講山羊
[00:02:26.000 --> 00:02:27.000]  有些是講綿羊
[00:02:27.000 --> 00:02:29.000]  有些是講羊羔
[00:02:29.000 --> 00:02:32.000]  有些是講野山羊
[00:02:32.000 --> 00:02:36.000]  甚至魚節的羔羊等等
[00:02:36.000 --> 00:02:43.000]  裏面不單止講到我們和以色列人好像被牧羊一樣
[00:02:43.000 --> 00:02:46.000]  原來耶穌基督祂本身是羊
[00:02:46.000 --> 00:02:52.000]  如果要用兩隻羊來總結耶穌基督的一生的話
[00:02:52.000 --> 00:02:55.000]  我就會說祂是被殺的羔羊
[00:02:55.000 --> 00:02:58.000]  和補助的聖羔羊
[00:02:58.000 --> 00:03:02.000]  代表祂來到這個世間的使命身份
[00:03:02.000 --> 00:03:04.000]  代表祂得榮耀之後
[00:03:04.000 --> 00:03:07.000]  成為我們信仰的對象
[00:03:07.000 --> 00:03:11.000]  在聖經裏面
[00:03:11.000 --> 00:03:14.000]  菲律賓書2章5至8節
[00:03:14.000 --> 00:03:18.000]  講到耶穌基督本來與神同等
[00:03:18.000 --> 00:03:21.000]  但是祂並沒有因為這樣的緣故
[00:03:21.000 --> 00:03:25.000]  自處而不放下祂的身段
[00:03:25.000 --> 00:03:30.000]  反而是虛己取了奴僕的形象
[00:03:30.000 --> 00:03:32.000]  成為人的樣式
[00:03:32.000 --> 00:03:33.000]  謙卑馴服
[00:03:33.000 --> 00:03:34.000]  以至於死
[00:03:34.000 --> 00:03:38.000]  且死在十字架上
[00:03:38.000 --> 00:03:43.000]  有人說今天我們社會和教會當中
[00:03:43.000 --> 00:03:46.000]  第一個要操練和學習的功課
[00:03:46.000 --> 00:03:49.000]  就是submission 馴服
[00:03:49.000 --> 00:03:51.000]  你看看整個世界
[00:03:51.000 --> 00:03:53.000]  很多既有的秩序
[00:03:53.000 --> 00:03:56.000]  都是失序
[00:03:56.000 --> 00:04:06.000]  運向一種好像虛無和個人自我中心的狀況
[00:04:06.000 --> 00:04:08.000]  在很多領域裏面
[00:04:08.000 --> 00:04:10.000]  個個都要自己出聲
[00:04:10.000 --> 00:04:15.000]  自己的意見是被接納才算數
[00:04:15.000 --> 00:04:18.000]  無論自己的意見是否最好意見
[00:04:18.000 --> 00:04:20.000]  有時候在教會的侍奉當中
[00:04:20.000 --> 00:04:25.000]  我們仍然看到很多人將這種觀念帶入教會
[00:04:25.000 --> 00:04:28.000]  而且有時候在侍奉上
[00:04:28.000 --> 00:04:33.000]  我們缺乏一種謙卑馴服
[00:04:33.000 --> 00:04:36.000]  這種馴服是因為馴服神
[00:04:36.000 --> 00:04:38.000]  而彼此馴服
[00:04:38.000 --> 00:04:41.000]  同時至於死
[00:04:41.000 --> 00:04:45.000]  死就是說完全將自我放下
[00:04:45.000 --> 00:04:47.000]  倒空自己
[00:04:47.000 --> 00:04:48.000]  沒有自我
[00:04:48.000 --> 00:04:50.000]  且死在十字架上
[00:04:50.000 --> 00:04:53.000]  一種經歷很難過
[00:04:53.000 --> 00:04:57.000]  很辛苦的一種經歷
[00:04:57.000 --> 00:05:02.000]  如果我們要從耶穌基督這隻羊學一個功課
[00:05:02.000 --> 00:05:03.000]  我們學什麼呢
[00:05:03.000 --> 00:05:05.000]  就是學習祂付代價
[00:05:05.000 --> 00:05:07.000]  將生命曉澱
[00:05:07.000 --> 00:05:09.000]  為眾人犧牲
[00:05:09.000 --> 00:05:11.000]  這種榜樣
[00:05:11.000 --> 00:05:12.000]  祂是被殺的公羊
[00:05:12.000 --> 00:05:14.000]  如果我們要做一個門徒
[00:05:14.000 --> 00:05:17.000]  我們要學習祂為別人付出
[00:05:17.000 --> 00:05:20.000]  付出這個代價
[00:05:20.000 --> 00:05:21.000]  是什麼呢
[00:05:21.000 --> 00:05:24.000]  是要通過謙卑馴服
[00:05:24.000 --> 00:05:26.000]  聽神的聲音
[00:05:26.000 --> 00:05:28.000]  馴服神的旨意
[00:05:28.000 --> 00:05:30.000]  多過聽人的聲音
[00:05:30.000 --> 00:05:33.000]  和按著自己的意思來走
[00:05:33.000 --> 00:05:36.000]  最近有一個七十多歲的老牧師
[00:05:36.000 --> 00:05:37.000]  是我的朋友
[00:05:37.000 --> 00:05:39.000]  約我出去吃午飯
[00:05:39.000 --> 00:05:44.000]  他以前輩的身份訓練我
[00:05:44.000 --> 00:05:47.000]  他說牧師哪有人像你這麼傻
[00:05:47.000 --> 00:05:49.000]  你看我現在七十多歲
[00:05:49.000 --> 00:05:52.000]  還在教會做主任牧師
[00:05:52.000 --> 00:05:54.000]  他說你教會的人沒有叫你退休
[00:05:54.000 --> 00:05:56.000]  你自動請纓
[00:05:56.000 --> 00:05:59.000]  你到這個時候
[00:05:59.000 --> 00:06:00.000]  就是工作
[00:06:00.000 --> 00:06:02.000]  你每個月的薪金
[00:06:02.000 --> 00:06:04.000]  用來看鐵打
[00:06:04.000 --> 00:06:06.000]  買糖給孫子也好
[00:06:06.000 --> 00:06:09.000]  為什麼要退休
[00:06:09.000 --> 00:06:12.000]  我就對著這個老牧師笑笑
[00:06:12.000 --> 00:06:14.000]  我說有時候我們廣道
[00:06:14.000 --> 00:06:16.000]  不要說做基督徒
[00:06:16.000 --> 00:06:17.000]  做牧師
[00:06:17.000 --> 00:06:20.000]  我們要以自己的生命行動
[00:06:20.000 --> 00:06:22.000]  來印證自己的道理
[00:06:22.000 --> 00:06:24.000]  是自己所信
[00:06:24.000 --> 00:06:27.000]  I preach what I believe
[00:06:27.000 --> 00:06:30.000]  I preach what I convicted
[00:06:30.000 --> 00:06:31.000]  如果你說的話
[00:06:31.000 --> 00:06:32.000]  自己都沒有自信
[00:06:32.000 --> 00:06:34.000]  不肯去走的話
[00:06:34.000 --> 00:06:36.000]  弟兄姊妹怎麼佔拿怎麼信
[00:06:36.000 --> 00:06:38.000]  當你去輔導人的時候
[00:06:38.000 --> 00:06:41.000]  你怎麼有說服力呢
[00:06:41.000 --> 00:06:44.000]  我說人活著不單靠食物
[00:06:44.000 --> 00:06:47.000]  世界裡的錢財賺不完
[00:06:47.000 --> 00:06:50.000]  有哪個人到你臨終的時候
[00:06:50.000 --> 00:06:53.000]  你的存摺剛剛好是零的呢
[00:06:53.000 --> 00:06:55.000]  一定是有剩的
[00:06:55.000 --> 00:06:58.000]  你不用擔心棺材本問題
[00:06:58.000 --> 00:07:05.000]  為什麼我要為我自己的餘生
[00:07:05.000 --> 00:07:07.000]  而放棄上帝的聲音
[00:07:07.000 --> 00:07:09.000]  去繼續用我的羽毛
[00:07:09.000 --> 00:07:12.000]  來換取美食呢
[00:07:12.000 --> 00:07:15.000]  這個牧師就無言以對
[00:07:15.000 --> 00:07:18.000]  我說如果我輔導一個弟兄姊妹
[00:07:18.000 --> 00:07:20.000]  他聽到神的聲音
[00:07:20.000 --> 00:07:24.000]  要將他幾十萬月薪的工作放下
[00:07:24.000 --> 00:07:26.000]  如果這個聲音真的來自神
[00:07:26.000 --> 00:07:28.000]  要他做一樣工作
[00:07:28.000 --> 00:07:32.000]  我去叫他要聽神的聲音的時候
[00:07:32.000 --> 00:07:34.000]  他可能會說牧師
[00:07:34.000 --> 00:07:37.000]  你雞碎人工和我們怎麼比呢
[00:07:37.000 --> 00:07:38.000]  如果你站在我的位置
[00:07:38.000 --> 00:07:40.000]  你不是這個想法
[00:07:40.000 --> 00:07:42.000]  我至少雞碎的人工
[00:07:42.000 --> 00:07:45.000]  去印證我能夠放棄
[00:07:45.000 --> 00:07:47.000]  我才能夠說服
[00:07:47.000 --> 00:07:49.000]  這個幾十萬月薪的人
[00:07:49.000 --> 00:07:51.000]  如果他聽到上帝的聲音
[00:07:51.000 --> 00:07:52.000]  要他做一些
[00:07:52.000 --> 00:07:56.000]  上帝在他人生的下半場要做的事
[00:07:56.000 --> 00:07:58.000]  其實任何的數人決定
[00:07:58.000 --> 00:08:00.000]  是在說一個價碼
[00:08:00.000 --> 00:08:02.000]  有一些物質數字的東西
[00:08:02.000 --> 00:08:04.000]  你是要付代價
[00:08:04.000 --> 00:08:05.000]  是要犧牲
[00:08:05.000 --> 00:08:07.000]  是要放下的
[00:08:07.000 --> 00:08:10.000]  這個就是被殺的羔羊
[00:08:10.000 --> 00:08:13.000]  向我們展示的一樣東西
[00:08:13.000 --> 00:08:15.000]  所謂的工作
[00:08:15.000 --> 00:08:18.000]  很多時候是有相當多的人
[00:08:18.000 --> 00:08:22.000]  的付上和放下而成
[00:08:22.000 --> 00:08:24.000]  我在這個堂
[00:08:24.000 --> 00:08:27.000]  2003年建堂的時候
[00:08:27.000 --> 00:08:30.000]  我好感受到
[00:08:30.000 --> 00:08:34.000]  上帝當時那種感動的工作
[00:08:34.000 --> 00:08:38.000]  2003年沙士金融風暴
[00:08:38.000 --> 00:08:40.000]  弟兄姊妹做生意
[00:08:40.000 --> 00:08:41.000]  現金周轉
[00:08:41.000 --> 00:08:43.000]  都好有困難
[00:08:43.000 --> 00:08:49.000]  還要建一間這麼華麗的堂
[00:08:49.000 --> 00:08:53.000]  有一個做文員的姊妹
[00:08:53.000 --> 00:08:56.000]  她就去沙田看到杜豐山
[00:08:56.000 --> 00:08:58.000]  在那裡的十字架
[00:08:58.000 --> 00:09:01.000]  她說正因為這樣的環境
[00:09:01.000 --> 00:09:04.000]  上帝要我們在這個地方
[00:09:04.000 --> 00:09:07.000]  建立一個燈台來見證
[00:09:07.000 --> 00:09:10.000]  這個文員的肢體
[00:09:10.000 --> 00:09:12.000]  他一個月的工資不高
[00:09:12.000 --> 00:09:14.000]  但是他竟然是願意
[00:09:14.000 --> 00:09:16.000]  將兩年的奉獻
[00:09:16.000 --> 00:09:19.000]  兩年的人工奉獻出來
[00:09:19.000 --> 00:09:21.000]  這個不是窮寡婦的消遣
[00:09:21.000 --> 00:09:22.000]  是什麼呢
[00:09:22.000 --> 00:09:25.000]  有一個初信主的弟兄
[00:09:25.000 --> 00:09:26.000]  911之後
[00:09:26.000 --> 00:09:28.000]  將他所有美國的訂單
[00:09:28.000 --> 00:09:30.000]  都完全失去
[00:09:30.000 --> 00:09:33.000]  他就憑信心在神面前說
[00:09:33.000 --> 00:09:35.000]  如果上帝你給我訂單
[00:09:35.000 --> 00:09:37.000]  我第一張訂單
[00:09:37.000 --> 00:09:39.000]  好像獻首生一樣獻給你
[00:09:39.000 --> 00:09:43.000]  誰知第一張訂單價值不菲
[00:09:43.000 --> 00:09:45.000]  那個時候就掙扎得肉赤
[00:09:45.000 --> 00:09:47.000]  是在論百萬
[00:09:47.000 --> 00:09:50.000]  結果他以一個初信的人
[00:09:50.000 --> 00:09:52.000]  據我所知
[00:09:52.000 --> 00:09:56.000]  他真是履行他在神面前的承諾
[00:09:56.000 --> 00:09:58.000]  弟兄姊妹
[00:09:58.000 --> 00:10:01.000]  掃靈的事不是說玩的
[00:10:01.000 --> 00:10:03.000]  是你要肉赤
[00:10:03.000 --> 00:10:06.000]  有些代價會付出來
[00:10:06.000 --> 00:10:11.000]  當時弟兄姊妹覺得籌款都困難
[00:10:11.000 --> 00:10:14.000]  我和師母回去祈禱
[00:10:14.000 --> 00:10:18.000]  我們有一層當時50年的舊樓
[00:10:18.000 --> 00:10:20.000]  我們跟師母說
[00:10:20.000 --> 00:10:22.000]  不要想退休的事
[00:10:22.000 --> 00:10:25.000]  兒女公書教學只有上帝
[00:10:25.000 --> 00:10:28.000]  我們按下去拿到多少錢
[00:10:28.000 --> 00:10:30.000]  我們放在教會
[00:10:30.000 --> 00:10:32.000]  好像祭司抬著約季歌
[00:10:32.000 --> 00:10:33.000]  約彈河
[00:10:33.000 --> 00:10:35.000]  憑信心
[00:10:35.000 --> 00:10:37.000]  我和師母談了
[00:10:37.000 --> 00:10:39.000]  她支持之後
[00:10:39.000 --> 00:10:42.000]  我在富麗華酒店有一次講道提到
[00:10:42.000 --> 00:10:44.000]  很奇妙
[00:10:44.000 --> 00:10:47.000]  那個禮拜我收到很多電話
[00:10:47.000 --> 00:10:49.000]  約我出來聖誕
[00:10:49.000 --> 00:10:51.000]  將一些我從未接受過
[00:10:51.000 --> 00:10:53.000]  面額的支票給我
[00:10:53.000 --> 00:10:56.000]  牧師我們不會讓你賣樓
[00:10:56.000 --> 00:10:58.000]  這句話很感動
[00:10:58.000 --> 00:11:02.000]  你一個傳道人
[00:11:02.000 --> 00:11:04.000]  在你侍奉十幾二十年裡
[00:11:04.000 --> 00:11:07.000]  有一兩句說話令你很窩心
[00:11:07.000 --> 00:11:09.000]  弟兄姊妹說
[00:11:09.000 --> 00:11:11.000]  你有這樣的行動
[00:11:11.000 --> 00:11:15.000]  但我們愛惜你不會讓你賣樓
[00:11:15.000 --> 00:11:18.000]  雖然我樂意這樣去做
[00:11:18.000 --> 00:11:20.000]  在那個禮拜裡
[00:11:20.000 --> 00:11:24.000]  我們已經將我們所要購買堂祠的
[00:11:24.000 --> 00:11:28.000]  超過一半的數目籌到
[00:11:28.000 --> 00:11:31.000]  那次裡真的有很多
[00:11:31.000 --> 00:11:34.000]  說不出的感恩和見證
[00:11:34.000 --> 00:11:36.000]  被殺的羔羊
[00:11:36.000 --> 00:11:39.000]  如折犧牲替代的羔羊
[00:11:39.000 --> 00:11:43.000]  主怎樣成為我們做門徒的榜樣呢
[00:11:43.000 --> 00:11:45.000]  就要學習主的謙卑
[00:11:45.000 --> 00:11:46.000]  順服
[00:11:46.000 --> 00:11:48.000]  為了神的旨意
[00:11:48.000 --> 00:11:50.000]  順服以至於死
[00:11:50.000 --> 00:11:53.000]  就是擾電自己的生命
[00:11:53.000 --> 00:11:56.000]  甚至死在十字架上
[00:11:56.000 --> 00:12:00.000]  這個就是主為我們示範的
[00:12:00.000 --> 00:12:04.000]  但是一個凡是願意為主而付出的人
[00:12:04.000 --> 00:12:06.000]  上帝並沒有虧待他
[00:12:06.000 --> 00:12:09.000]  所以我們看見菲律賓書裡說
[00:12:09.000 --> 00:12:12.000]  因著耶穌基督的付出
[00:12:12.000 --> 00:12:16.000]  主將他升為至高
[00:12:16.000 --> 00:12:18.000]  由此給他
[00:12:18.000 --> 00:12:20.000]  消乎萬名之上的名
[00:12:20.000 --> 00:12:24.000]  叫一切在天上地上地底下
[00:12:24.000 --> 00:12:27.000]  無不因耶穌的名而屈膝
[00:12:27.000 --> 00:12:30.000]  稱耶穌為主
[00:12:30.000 --> 00:12:33.000]  當我們學校主這樣做的時候
[00:12:33.000 --> 00:12:37.000]  我們也要學校主那種
[00:12:37.000 --> 00:12:39.000]  是因為付出
[00:12:39.000 --> 00:12:42.000]  而獲得神對他的肯定
[00:12:42.000 --> 00:12:43.000]  honor
[00:12:43.000 --> 00:12:47.000]  honor這個字眼我覺得不容易翻譯
[00:12:47.000 --> 00:12:49.000]  honor就很容易
[00:12:49.000 --> 00:12:51.000]  聖經說honor thy parent
[00:12:51.000 --> 00:12:53.000]  就是尊敬你的父母
[00:12:53.000 --> 00:12:54.000]  如果我反過來
[00:12:54.000 --> 00:12:56.000]  什麼叫honor system呢
[00:12:56.000 --> 00:12:59.000]  在美國有些地方
[00:12:59.000 --> 00:13:00.000]  沒有人查你飛的
[00:13:00.000 --> 00:13:03.000]  沒有人去監督你的
[00:13:03.000 --> 00:13:05.000]  而你自動要拍卡
[00:13:05.000 --> 00:13:06.000]  自動要給錢
[00:13:06.000 --> 00:13:08.000]  自動要什麼的
[00:13:08.000 --> 00:13:13.000]  真的很容易走法律犯罪
[00:13:13.000 --> 00:13:15.000]  你們要恭喜我
[00:13:15.000 --> 00:13:17.000]  我早幾天就拿了一張
[00:13:17.000 --> 00:13:19.000]  綠色的獎者卡
[00:13:19.000 --> 00:13:23.000]  合法地拍獎者卡
[00:13:23.000 --> 00:13:24.000]  不過我有點失望
[00:13:24.000 --> 00:13:26.000]  沒有人查我身份證
[00:13:26.000 --> 00:13:31.000]  因為我身份證的年月日
[00:13:31.000 --> 00:13:33.000]  通通不對的報大數
[00:13:33.000 --> 00:13:36.000]  我也不知道我現在幾歲
[00:13:36.000 --> 00:13:38.000]  不過身份證就說
[00:13:38.000 --> 00:13:39.000]  你是夠資格
[00:13:39.000 --> 00:13:41.000]  我獎者卡了
[00:13:41.000 --> 00:13:43.000]  美國雖然有honor system
[00:13:43.000 --> 00:13:46.000]  但是你被抓到不honor的時候
[00:13:46.000 --> 00:13:48.000]  罰得很厲害
[00:13:48.000 --> 00:13:50.000]  無論罰車錢
[00:13:50.000 --> 00:13:52.000]  或者罰騙稅
[00:13:52.000 --> 00:13:55.000]  或者過海關的東西
[00:13:55.000 --> 00:13:58.000]  有一次我和師母帶著熱餅
[00:13:58.000 --> 00:14:00.000]  去三環市探望女兒
[00:14:00.000 --> 00:14:02.000]  原來熱餅有些過得
[00:14:02.000 --> 00:14:04.000]  有些不過得
[00:14:04.000 --> 00:14:06.000]  這些東西就師母報
[00:14:06.000 --> 00:14:08.000]  她就矇查查
[00:14:08.000 --> 00:14:10.000]  問你有沒有熱餅
[00:14:10.000 --> 00:14:12.000]  好像不知道有沒有
[00:14:12.000 --> 00:14:14.000]  熱餅裡面有沒有肉
[00:14:14.000 --> 00:14:17.000]  有沒有蛋黃等等的東西
[00:14:17.000 --> 00:14:18.000]  她又不知道
[00:14:18.000 --> 00:14:19.000]  無力以對
[00:14:19.000 --> 00:14:21.000]  結果去抽青
[00:14:21.000 --> 00:14:22.000]  一咬開
[00:14:22.000 --> 00:14:23.000]  熱餅有蛋黃
[00:14:23.000 --> 00:14:26.000]  原來蛋黃的熱餅就不能帶
[00:14:26.000 --> 00:14:28.000]  豆沙的熱餅就行
[00:14:28.000 --> 00:14:30.000]  還有一種
[00:14:30.000 --> 00:14:31.000]  可能你很喜歡吃的
[00:14:31.000 --> 00:14:33.000]  五仁又不行
[00:14:33.000 --> 00:14:34.000]  為什麼
[00:14:34.000 --> 00:14:37.000]  五仁裡面有些肉碎肉粒
[00:14:37.000 --> 00:14:38.000]  都不行
[00:14:38.000 --> 00:14:39.000]  結果被他充公
[00:14:39.000 --> 00:14:41.000]  幾乎罰錢
[00:14:41.000 --> 00:14:43.000]  我們不知道
[00:14:43.000 --> 00:14:46.000]  我們是很忠實的人
[00:14:46.000 --> 00:14:48.000]  我們是honor的人
[00:14:48.000 --> 00:14:50.000]  不過不知道這些東西
[00:14:50.000 --> 00:14:53.000]  是蛋黃和不蛋黃的分別
[00:14:53.000 --> 00:14:56.000]  有臘肉和沒有臘肉的分別
[00:14:56.000 --> 00:14:57.000]  很重要
[00:14:57.000 --> 00:14:59.000]  honor是什麼呢
[00:14:59.000 --> 00:15:01.000]  honor就是為一種榮譽
[00:15:01.000 --> 00:15:02.000]  為一種誠信
[00:15:02.000 --> 00:15:03.000]  為一種尊榮
[00:15:03.000 --> 00:15:05.000]  為一種光彩
[00:15:05.000 --> 00:15:09.000]  而生活的態度和行為
[00:15:09.000 --> 00:15:12.000]  最近在一個茶經的餐會裡面
[00:15:12.000 --> 00:15:13.000]  旁邊有個弟兄
[00:15:13.000 --> 00:15:16.000]  介紹我去看一齣電影
[00:15:16.000 --> 00:15:18.000]  叫American Sniper
[00:15:18.000 --> 00:15:20.000]  又是打打殺殺
[00:15:20.000 --> 00:15:21.000]  不是的牧師
[00:15:21.000 --> 00:15:23.000]  你看到最後才知道這個人
[00:15:23.000 --> 00:15:28.000]  他雖然四次被徵召
[00:15:28.000 --> 00:15:30.000]  殺了一百六十幾個人
[00:15:30.000 --> 00:15:33.000]  是軍界裡面的神槍手傳奇
[00:15:33.000 --> 00:15:36.000]  最後被人殺死了
[00:15:36.000 --> 00:15:40.000]  他成長的背景是很不同的
[00:15:40.000 --> 00:15:42.000]  結果我和師母去看
[00:15:42.000 --> 00:15:46.000]  其中一個對白很特別
[00:15:46.000 --> 00:15:48.000]  What are we live for
[00:15:48.000 --> 00:15:53.000]  這個狙擊手被挑選出來
[00:15:53.000 --> 00:15:55.000]  就是那些Navy SEAL
[00:15:55.000 --> 00:15:57.000]  海軍的精英部隊
[00:15:57.000 --> 00:15:59.000]  海豹部隊
[00:15:59.000 --> 00:16:03.000]  對著美軍的海軍陸戰隊
[00:16:03.000 --> 00:16:05.000]  What are we live for
[00:16:05.000 --> 00:16:07.000]  究竟我們為什麼活
[00:16:07.000 --> 00:16:08.000]  We live for honor
[00:16:08.000 --> 00:16:10.000]  We die for honor
[00:16:10.000 --> 00:16:13.000]  我們為了一種尊榮
[00:16:13.000 --> 00:16:15.000]  為了一種光彩而活
[00:16:15.000 --> 00:16:18.000]  死亡也是為了光榮
[00:16:18.000 --> 00:16:20.000]  為了一種光彩而活
[00:16:20.000 --> 00:16:22.000]  所以退役的時候
[00:16:22.000 --> 00:16:25.000]  有Honorably discharged
[00:16:25.000 --> 00:16:29.000]  不是Honorably discharged
[00:16:29.000 --> 00:16:30.000]  Honorably discharged就是說
[00:16:30.000 --> 00:16:32.000]  你在服役的時候
[00:16:32.000 --> 00:16:34.000]  從沒有犯錯
[00:16:34.000 --> 00:16:36.000]  又沒有軍事法庭審訊
[00:16:36.000 --> 00:16:39.000]  是很光榮完成
[00:16:39.000 --> 00:16:42.000]  你作為一個國民當兵的責任
[00:16:42.000 --> 00:16:43.000]  然後退役
[00:16:43.000 --> 00:16:45.000]  Honorably discharged
[00:16:45.000 --> 00:16:47.000]  Honor我們有時候說
[00:16:47.000 --> 00:16:48.000]  Honor thy parent
[00:16:48.000 --> 00:16:51.000]  原來這個Honor是什麼呢
[00:16:51.000 --> 00:16:53.000]  美國軍人說
[00:16:53.000 --> 00:16:55.000]  我們的Honor就是God
[00:16:55.000 --> 00:16:56.000]  Country
[00:16:56.000 --> 00:16:57.000]  Family
[00:16:57.000 --> 00:16:59.000]  其實都幾特別
[00:16:59.000 --> 00:17:01.000]  你雖然以為他打仗
[00:17:01.000 --> 00:17:03.000]  原來他有一個更高宏觀的理想
[00:17:03.000 --> 00:17:04.000]  我們為上帝
[00:17:04.000 --> 00:17:05.000]  為信仰
[00:17:05.000 --> 00:17:06.000]  為國家
[00:17:06.000 --> 00:17:08.000]  為家庭的價值
[00:17:08.000 --> 00:17:10.000]  來打仗生活
[00:17:10.000 --> 00:17:14.000]  我們活是為了一種尊榮光彩
[00:17:14.000 --> 00:17:19.000]  我們死也是為了一種尊榮光彩而死
[00:17:19.000 --> 00:17:22.000]  我想到如果世界之恥
[00:17:22.000 --> 00:17:24.000]  為了一個國家
[00:17:24.000 --> 00:17:28.000]  可能爭領海領域
[00:17:28.000 --> 00:17:30.000]  或者石油的資源
[00:17:30.000 --> 00:17:32.000]  或者意識形態的分別
[00:17:32.000 --> 00:17:34.000]  都可以提升到
[00:17:34.000 --> 00:17:36.000]  We live for honor
[00:17:36.000 --> 00:17:38.000]  We die for honor
[00:17:38.000 --> 00:17:41.000]  我們基督徒是為了什麼而活呢
[00:17:41.000 --> 00:17:45.000]  我們基督徒豈不是要為上帝的Honor
[00:17:45.000 --> 00:17:47.000]  不是為我自己的Honor光彩
[00:17:47.000 --> 00:17:50.000]  是為上帝的光彩榮耀
[00:17:50.000 --> 00:17:54.000]  為上帝在我生命裏賦予我的尊嚴
[00:17:54.000 --> 00:17:56.000]  來生活
[00:17:56.000 --> 00:17:59.000]  甚至死亡
[00:17:59.000 --> 00:18:03.000]  這是主耶穌坐在寶座上的聖羔羊
[00:18:03.000 --> 00:18:05.000]  就是被殺的羔羊
[00:18:05.000 --> 00:18:09.000]  被神提升到一個地步
[00:18:09.000 --> 00:18:12.000]  接受天君天使的敬拜
[00:18:12.000 --> 00:18:15.000]  接受各方各族各民而來
[00:18:15.000 --> 00:18:18.000]  得救的人尊崇敬拜
[00:18:18.000 --> 00:18:20.000]  甚至他佩德
[00:18:20.000 --> 00:18:21.000]  是什麼呢
[00:18:21.000 --> 00:18:24.000]  將天使都不能夠打開
[00:18:24.000 --> 00:18:28.000]  幕後的歷史書卷打開
[00:18:28.000 --> 00:18:30.000]  你想想
[00:18:30.000 --> 00:18:33.000]  主耶穌為我們示範一種榜樣
[00:18:33.000 --> 00:18:35.000]  如果你們要學
[00:18:35.000 --> 00:18:37.000]  我覺得在被殺的羔羊
[00:18:37.000 --> 00:18:39.000]  和尊貴的羔羊身上
[00:18:39.000 --> 00:18:44.000]  我們學信服和學Honor
[00:18:44.000 --> 00:18:49.000]  最近剛剛過去一個禮拜
[00:18:49.000 --> 00:18:51.000]  教會有個弟兄組織了一個
