
[00:00:00.000 --> 00:00:07.520]  阿里路亞 今天是最後一次的2023年聚會
[00:05:30.800 --> 00:05:32.320]  容易不容易
[00:05:32.320 --> 00:05:33.880]  不容易
[00:05:33.880 --> 00:05:40.360]  因此迪瑪貪愛現金的世界就離棄保羅走了
[00:05:40.360 --> 00:05:44.400]  回到洛杉磯來了
[00:05:44.400 --> 00:05:48.000]  這邊buffet這麼多
[00:05:48.000 --> 00:05:50.320]  四季buffet
[00:05:50.320 --> 00:05:53.960]  中餐二十五塊
[00:05:53.960 --> 00:05:57.040]  中西日韓全都有
[00:05:57.040 --> 00:06:02.640]  還有點心
[00:06:02.640 --> 00:06:06.320]  今天我們從我們Temple City家開車來的時候
[00:06:06.320 --> 00:06:09.320]  經過我們的一條路上面有一家的
[00:06:09.320 --> 00:06:14.760]  港式的洋茶
[00:06:14.760 --> 00:06:17.360]  你不可思議
[00:06:17.360 --> 00:06:21.440]  那個排隊這樣子排下去
[00:06:21.440 --> 00:06:25.800]  大概可能有四五十個人在排隊
[00:06:25.800 --> 00:06:28.320]  去吃洋茶
[00:06:28.320 --> 00:06:30.200]  我一看我說
[00:06:30.200 --> 00:06:33.920]  教會教這樣子就好了
[00:06:33.920 --> 00:06:36.360]  陵陽堂有一天大家是排隊
[00:06:36.360 --> 00:06:39.240]  在那邊十一點十五分還沒到
[00:06:39.240 --> 00:06:44.920]  哎呀九點就在那邊排隊啊
[00:06:44.920 --> 00:06:48.320]  現在你會怎麼樣
[00:06:48.320 --> 00:06:50.960]  這個世界太吸引人了是嗎
[00:06:50.960 --> 00:06:53.320]  所以難怪迪瑪會貪愛世界啊
[00:06:53.320 --> 00:06:54.600]  說實在我們罵她的時候
[00:06:54.600 --> 00:06:57.800]  你要想想看你最好不要亂罵
[00:06:57.800 --> 00:07:04.000]  可能你有一天你也落跑是不是
[00:07:04.000 --> 00:07:09.040]  迪瑪因為貪愛世界就離開保羅走了
[00:07:09.040 --> 00:07:12.360]  今天也有很多的基督徒
[00:07:12.360 --> 00:07:14.720]  走走走走走走走到一半不見了
[00:07:14.720 --> 00:07:16.800]  有沒有
[00:07:16.800 --> 00:07:18.640]  我回想我自己新竹的時候
[00:07:18.640 --> 00:07:21.000]  我是小學五年級升六年級的時候
[00:07:21.000 --> 00:07:24.040]  一個同學把我帶到教會去
[00:07:24.040 --> 00:07:26.600]  那時候還是這個小學嘛
[00:07:26.600 --> 00:07:32.480]  所以是參加這個兒童主日學
[00:07:32.480 --> 00:07:35.640]  我一去看到教會裡面唱詩歌
[00:07:35.640 --> 00:07:38.800]  哎呀我就被吸引了我就留下來了
[00:07:38.800 --> 00:07:43.600]  帶我來那個同學呢
[00:07:43.600 --> 00:07:49.360]  一個禮拜之後不見了
[00:07:49.360 --> 00:07:53.240]  所以你知道嗎我後來我新竹之後
[00:07:53.240 --> 00:07:55.080]  因為也是都是一路讀書啊
[00:07:55.080 --> 00:07:57.720]  離開了畢業之後就再也沒聯繫了
[00:07:57.720 --> 00:08:00.480]  我就一直想找她
[00:08:00.480 --> 00:08:06.920]  往上面打她的名字就找不到她
[00:08:06.920 --> 00:08:09.800]  我想到是她把福音帶給我
[00:08:09.800 --> 00:08:11.400]  雖然她沒有直接傳給我
[00:08:11.400 --> 00:08:12.840]  她把我帶到教會了
[00:08:12.840 --> 00:08:17.920]  但是她自己呢就離開了
[00:08:17.920 --> 00:08:18.920]  我一想到我在初中
[00:08:18.920 --> 00:08:22.200]  我在高中的時候在教會裡面服侍
[00:08:22.200 --> 00:08:24.120]  跟我一起在那邊信主
[00:08:24.120 --> 00:08:26.040]  跟我一起在那邊服侍的
[00:08:26.040 --> 00:08:33.240]  這些的人好多個就中途就不見了
[00:08:33.240 --> 00:08:35.720]  請問留著沒
[00:08:35.720 --> 00:08:37.800]  迪瑪半途而廢
[00:08:37.800 --> 00:08:40.200]  今天也有很多的人來到教會
[00:08:40.200 --> 00:08:41.840]  信了耶穌受了洗
[00:08:41.840 --> 00:08:45.640]  但是呢離開了
[00:08:45.640 --> 00:08:48.720]  很可惜
[00:08:48.720 --> 00:08:52.720]  過去三年的疫情
[00:08:52.720 --> 00:08:55.120]  我們原本國語堂是有兩堂聚會
[00:08:55.120 --> 00:08:58.240]  早堂八點是不是
[00:08:58.240 --> 00:09:05.600]  然後呢第二堂是十一點十五分
[00:09:05.600 --> 00:09:11.120]  疫情之後全部變成一堂了
[00:09:11.120 --> 00:09:15.920]  現在要恢復兩堂也不太容易了
[00:09:15.920 --> 00:09:19.800]  有些人已經掛在網上面了
[00:09:19.800 --> 00:09:23.600]  好像不知道什麼時候她才會回來
[00:09:23.600 --> 00:09:31.000]  也許直到主耶穌再來時候
[00:09:31.000 --> 00:09:35.320]  希望有一天在天堂能夠看到她
[00:09:35.320 --> 00:09:40.520]  好我現在在對網上的說話
[00:09:40.520 --> 00:09:43.280]  當然我們還是了解
[00:09:43.280 --> 00:09:46.000]  有的人真的是不能來是嗎
[00:09:46.000 --> 00:09:47.560]  真的是不能來
[00:09:47.560 --> 00:09:53.200]  那真的到底有多少個是真的呢
[00:09:53.200 --> 00:09:56.200]  如果你餐廳可以去
[00:09:56.200 --> 00:09:58.600]  如果你旅遊可以去旅
[00:09:58.600 --> 00:10:01.200]  你就沒有原因說
[00:10:01.200 --> 00:10:06.120]  我不能夠來聚會嘛是不是
[00:10:06.120 --> 00:10:07.960]  所以我也碰到有一次我在餐廳吃飯
[00:10:07.960 --> 00:10:09.560]  碰到有一個人
[00:10:09.560 --> 00:10:11.440]  他說他認識我
[00:10:11.440 --> 00:10:12.960]  哦不是我認識你
[00:10:12.960 --> 00:10:14.680]  我說哦你認識我
[00:10:14.680 --> 00:10:18.160]  我怎麼不認識他
[00:10:18.160 --> 00:10:20.320]  因為疫情也三年過去了
[00:10:20.320 --> 00:10:22.640]  以前疫情前
[00:10:22.640 --> 00:10:25.440]  他就是有來有沒來
[00:10:25.440 --> 00:10:28.960]  偶爾來有又不來你懂我意思嗎
[00:10:28.960 --> 00:10:31.320]  疫情之後呢
[00:10:31.320 --> 00:10:32.720]  但是他都還知道
[00:10:32.720 --> 00:10:35.200]  他說可不知我都知道
[00:10:35.200 --> 00:10:40.400]  你上禮拜講到的是講什麼
[00:10:40.400 --> 00:10:42.640]  哈勒路亞感謝讚美主
[00:10:42.640 --> 00:10:46.360]  至少表示他在網上還蠻認真的
[00:10:46.360 --> 00:10:49.080]  可是我更希望看見丟子們們
[00:10:49.080 --> 00:10:52.520]  在食品當中見面是嗎
[00:10:52.520 --> 00:10:54.120]  親愛的丟子們
[00:10:54.120 --> 00:10:55.680]  我們這條信仰的道路
[00:10:55.680 --> 00:10:59.360]  不是只是禮拜天聚會而已
[00:10:59.360 --> 00:10:59.960]  你知道嗎
[00:10:59.960 --> 00:11:02.880]  不能夠停留在只有禮拜天聚會
[00:11:02.880 --> 00:11:05.400]  很多的人停止聚會
[00:11:05.400 --> 00:11:07.640]  所以聖經西摩萊書裡面告訴我們說
[00:11:07.640 --> 00:11:11.360]  不可以停止聚會有沒有
[00:11:11.360 --> 00:11:16.200]  免得停止慣了
[00:11:16.200 --> 00:11:18.920]  停止聚會變成一種習慣
[00:11:18.920 --> 00:11:23.760]  不聚會可以變成一個習慣的
[00:11:23.760 --> 00:11:28.000]  所以禮拜天來聚會
[00:11:28.000 --> 00:11:30.400]  我記得以前我們重年期的時候
[00:11:30.400 --> 00:11:32.840]  這個牧師的教導裡面都是這樣子的
[00:11:32.840 --> 00:11:38.320]  禮拜天要守主日要守主日是不是
[00:11:38.320 --> 00:11:43.320]  甚至我們看了一部電影叫火戰車
[00:11:43.320 --> 00:11:46.040]  是一個OM宣教士的
[00:11:46.040 --> 00:11:50.560]  他為了不在禮拜天去參加比賽
[00:11:50.560 --> 00:11:53.680]  他改跑400公尺
[00:11:53.680 --> 00:11:58.920]  這一個宣教士就是為了遵守主日
[00:11:58.920 --> 00:12:00.640]  但是現在這樣子的教導
[00:12:00.640 --> 00:12:02.360]  這樣子的一個觀念
[00:12:02.360 --> 00:12:06.080]  在教會裡面越來越淡了
[00:12:06.080 --> 00:12:08.480]  請問這條道路上面
[00:12:08.480 --> 00:12:10.920]  我們需要死守到底
[00:12:10.920 --> 00:12:12.800]  我們需要忠心到底
[00:12:12.800 --> 00:12:15.240]  今年我們教會的連主題是什麼
[00:12:15.240 --> 00:12:20.120]  誰還記得
[00:12:20.120 --> 00:12:24.040]  Faithful to the end
[00:12:24.040 --> 00:12:32.000]  忠心到底
[00:12:32.000 --> 00:12:36.320]  所以保羅在這裡提到迪瑪的時候
[00:12:36.320 --> 00:12:38.200]  他提到他半途而廢
[00:12:38.200 --> 00:12:40.120]  他因為貪愛現金的世界
[00:12:40.120 --> 00:12:41.720]  他所以說半途而廢
[00:12:41.720 --> 00:12:45.640]  但是同時保羅也針對雅基布
[00:12:45.640 --> 00:12:47.320]  提到雅基布
[00:12:47.320 --> 00:12:50.000]  雅基布他提醒他
[00:12:50.000 --> 00:12:53.040]  他勉勵他
[00:12:53.040 --> 00:12:59.600]  雅基布據說是使徒斐利門的兒子
[00:12:59.600 --> 00:13:04.880]  他也是歌羅西教會的一個領袖
[00:13:04.880 --> 00:13:05.800]  保羅在這裡提到說
[00:13:05.800 --> 00:13:11.000]  他說他是跟他在斐利門書第二節
[00:13:11.000 --> 00:13:12.440]  斐利門書沒有章
[00:13:12.440 --> 00:13:13.840]  就是一章
[00:13:13.840 --> 00:13:16.280]  他第二節這樣說
[00:13:16.280 --> 00:13:23.080]  他說他提到雅基布是與我們同當兵的
[00:13:23.080 --> 00:13:26.520]  Of fellow soldiers
[00:13:26.520 --> 00:13:29.440]  當兵是什麼意思
[00:13:29.440 --> 00:13:31.880]  當兵是打仗的是不是
[00:13:31.880 --> 00:13:32.800]  他是我們的當兵
[00:13:32.800 --> 00:13:33.960]  他是我的同袍
[00:13:33.960 --> 00:13:36.320]  他是跟我在戰場上一起作戰的
[00:13:36.320 --> 00:13:39.040]  所以保羅形容在傳福音這件事情上
[00:13:39.040 --> 00:13:42.800]  他說雅基布是跟我一起在福音工廠上面的
[00:13:42.800 --> 00:13:46.440]  福音軍兵是一起打仗的
[00:13:46.440 --> 00:13:50.760]  一起打這場屬靈征戰的
[00:13:50.760 --> 00:13:53.000]  保羅講這句話
[00:13:53.000 --> 00:13:58.440]  表明雅基布是跟他一起在宣教工廠上面
[00:13:58.440 --> 00:14:02.640]  在努力傳揚福音的
[00:14:02.640 --> 00:14:07.280]  那麼保羅對他的勉勵是什麼
[00:14:07.280 --> 00:14:08.960]  保羅對他的勉勵我們一起來讀
[00:14:08.960 --> 00:14:13.080]  預備 請勿要謹慎
[00:14:13.080 --> 00:14:19.040]  盡你從族所授的職份
[00:14:19.040 --> 00:14:22.640]  這句話什麼意思
[00:14:22.640 --> 00:14:25.400]  保羅說謹慎
[00:14:25.400 --> 00:14:26.960]  下一句話他說
[00:14:26.960 --> 00:14:29.920]  盡你從族所授的職份
[00:14:29.920 --> 00:14:36.240]  英文說Complete the work you have received in the law
[00:14:36.240 --> 00:14:42.080]  完成你從族所託付給你的什麼
[00:14:42.080 --> 00:14:46.840]  你的工作
[00:14:46.840 --> 00:14:49.360]  請大家注意
[00:14:49.360 --> 00:14:53.440]  上帝託付給我們的工作是什麼
[00:14:53.440 --> 00:14:55.640]  你說愛爾曼穆斯這個是雅基布
[00:14:55.640 --> 00:14:57.000]  跟我有什麼關係
[00:14:57.000 --> 00:14:58.840]  我們讀聖經一定要跟我們有關係
[00:14:58.840 --> 00:15:00.640]  如果讀聖經跟你沒有關係
[00:15:00.640 --> 00:15:03.000]  這個聖經你就白讀了對不對
[00:15:03.000 --> 00:15:04.000]  講到也是如此
[00:15:04.000 --> 00:15:05.320]  講了半天到
[00:15:05.320 --> 00:15:06.360]  跟你沒有關係
[00:15:06.360 --> 00:15:08.600]  那這個道也白講了是不是
[00:15:08.600 --> 00:15:10.800]  所以我多年前聽過有一個弟兄跟我講
[00:15:10.800 --> 00:15:12.560]  他說我穆斯講道
[00:15:12.560 --> 00:15:15.040]  他說我真不知道他在講什麼
[00:15:15.040 --> 00:15:17.240]  我說你講講看他講什麼吧
[00:15:17.240 --> 00:15:20.360]  他說講到那個大祭司
[00:15:20.360 --> 00:15:22.680]  他那天就在講大祭司
[00:15:22.680 --> 00:15:25.040]  身上穿的那個衣服是什麼樣子
[00:15:25.040 --> 00:15:26.040]  什麼做的
[00:15:26.040 --> 00:15:29.400]  然後胸牌多個寶石什麼什麼
[00:15:29.400 --> 00:15:31.360]  他說講完之後
[00:15:31.360 --> 00:15:36.600]  我不知道他那天講那個信息幹嘛
[00:15:36.600 --> 00:15:38.200]  請問
[00:15:38.200 --> 00:15:41.280]  這穆斯有沒有講聖經有沒有
[00:15:41.280 --> 00:15:42.440]  有
[00:15:42.440 --> 00:15:44.920]  那問題在哪裡
[00:15:44.920 --> 00:15:46.960]  問題在哪裡
[00:15:46.960 --> 00:15:49.440]  大祭司的衣服跟我有什麼關係
[00:15:49.440 --> 00:15:51.480]  對不對有沒有關係
[00:15:51.480 --> 00:15:53.120]  有沒有關係嘛
[00:15:53.120 --> 00:15:54.320]  有
[00:15:54.320 --> 00:15:56.480]  聖經講大祭司的衣服有沒有關係啊
[00:15:56.480 --> 00:15:57.960]  有
[00:15:57.960 --> 00:16:03.000]  問題是說沒有application
[00:16:03.000 --> 00:16:05.360]  沒有把神的話應用出來
[00:16:05.360 --> 00:16:06.560]  所以親愛的牛仔妹
[00:16:06.560 --> 00:16:07.520]  寶樂在這裡說
[00:16:07.520 --> 00:16:09.400]  敬你從主所受的子分
[00:16:09.400 --> 00:16:10.480]  當你在讀的時候
[00:16:10.480 --> 00:16:14.640]  牛仔妹當我們在這裡分享這一節聖經的時候
[00:16:14.640 --> 00:16:15.360]  我要問說
[00:16:15.360 --> 00:16:16.360]  親愛的牛仔妹
[00:16:16.360 --> 00:16:20.160]  主給你有沒有子分
[00:16:20.160 --> 00:16:21.400]  有沒有
[00:16:21.400 --> 00:16:25.200]  有沒有什麼work是主給我們的
[00:16:25.200 --> 00:16:27.040]  基督徒你受洗了之後
[00:16:27.040 --> 00:16:30.120]  主給你什麼work沒有
[00:16:30.120 --> 00:16:31.520]  你說沒有啊
[00:16:31.520 --> 00:16:34.520]  受了洗之後就等著上天堂了
[00:16:34.520 --> 00:16:36.280]  所以很多基督徒就是這種觀念啊
[00:16:36.280 --> 00:16:37.080]  是不是
[00:16:37.080 --> 00:16:39.040]  不是
[00:16:39.040 --> 00:16:40.880]  信了耶穌之後
[00:16:40.880 --> 00:16:41.880]  你信了主之後
[00:16:41.880 --> 00:16:43.320]  你成為基督徒之後
[00:16:43.320 --> 00:16:45.680]  主就說去
[00:16:45.680 --> 00:16:48.840]  使萬民做主的門徒
[00:16:48.840 --> 00:16:51.360]  奉父子聖靈的名給他們施洗
[00:16:51.360 --> 00:16:52.960]  凡我所吩咐他們的
[00:16:52.960 --> 00:16:55.320]  都教訓他們遵守
[00:16:55.320 --> 00:16:56.120]  是不是
[00:16:56.120 --> 00:16:57.400]  這個叫做什麼
[00:16:57.400 --> 00:17:00.560]  大使命
[00:17:00.560 --> 00:17:01.480]  跟你旁邊說
[00:17:01.480 --> 00:17:02.920]  主給你大使命
[00:17:02.920 --> 00:17:05.560]  主託付給你大使命
[00:17:05.560 --> 00:17:06.560]  有沒有
[00:17:06.560 --> 00:17:09.880]  你們都沒有那麼興奮啊
[00:17:09.880 --> 00:17:11.040]  有始有終
[00:17:11.040 --> 00:17:13.040]  最後一天也要興奮
[00:17:13.040 --> 00:17:14.520]  最後一天也要得勝的
[00:17:14.520 --> 00:17:16.120]  有沒有
[00:17:16.120 --> 00:17:19.600]  有沒有
[00:17:19.600 --> 00:17:21.520]  親愛的牛仔妹
[00:17:21.520 --> 00:17:23.880]  主託付給我們每一個人
[00:17:23.880 --> 00:17:24.800]  不是只有傳道人
[00:17:24.800 --> 00:17:27.120]  不是只有牧師才要傳福音
[00:17:27.120 --> 00:17:27.800]  親愛的牛仔妹
[00:17:27.800 --> 00:17:28.920]  一個基督徒
[00:17:28.920 --> 00:17:30.160]  你一受洗了
[00:17:30.160 --> 00:17:31.280]  你信了主的
[00:17:31.280 --> 00:17:32.040]  你那一天
[00:17:32.040 --> 00:17:34.520]  你就是主的見證人
[00:17:34.520 --> 00:17:36.240]  但聖靈降臨在你們身上
[00:17:36.240 --> 00:17:39.480]  你們就必得著能力
[00:17:39.480 --> 00:17:40.600]  然後呢
[00:17:40.600 --> 00:17:42.360]  必要在耶路撒冷
[00:17:42.360 --> 00:17:43.560]  猶太前地
[00:17:43.560 --> 00:17:44.600]  和撒瑪利亞
[00:17:44.600 --> 00:17:45.760]  祠道地級
[00:17:45.760 --> 00:17:51.800]  做我的見證人
[00:17:51.800 --> 00:17:55.200]  所以基督教有一個異端叫做
[00:17:55.200 --> 00:17:58.120]  耶和華見證人
[00:17:58.120 --> 00:17:58.840]  我告訴你
[00:17:58.840 --> 00:18:01.160]  我們常常講別人異端
[00:18:01.160 --> 00:18:05.160]  我發現別人異端比我們還正統
[00:18:05.160 --> 00:18:06.400]  就是他信起來
[00:18:06.400 --> 00:18:07.680]  他傳起來
[00:18:07.680 --> 00:18:11.080]  人家覺得他們信得好像比較正統
[00:18:11.080 --> 00:18:11.840]  是不是
[00:18:11.840 --> 00:18:13.440]  我們這些正統教會
[00:18:13.440 --> 00:18:17.080]  反而不太正統
[00:18:17.080 --> 00:18:18.920]  他說我是耶和華的見證人
[00:18:18.920 --> 00:18:20.240]  他根據是什麼
[00:18:20.240 --> 00:18:22.800]  他說就是使徒心專
[00:18:22.800 --> 00:18:24.440]  一章八節這句話說到
[00:18:24.440 --> 00:18:30.000]  You will be my witness
[00:18:30.000 --> 00:18:33.800]  你要成為我的見證人
[00:18:33.800 --> 00:18:35.440]  那這個女是指誰
[00:18:35.440 --> 00:18:42.240]  每一個基督徒
[00:18:42.240 --> 00:18:46.920]  所以保羅對雅基布的這一個吩咐
[00:18:46.920 --> 00:18:52.280]  第一名他的意思就是說
[00:18:52.280 --> 00:18:55.720]  雅基布你要專心一致
[00:18:55.720 --> 00:18:57.760]  全力以赴
[00:18:57.760 --> 00:19:02.160]  全副精力聚焦於祖所託付你的施工上
[00:19:02.160 --> 00:19:05.440]  努力的完成它
[00:19:05.440 --> 00:19:08.720]  保羅講這段話
[00:19:08.720 --> 00:19:12.000]  剛才我們提到說
[00:19:12.000 --> 00:19:17.360]  迪瑪貪愛世界就離棄保羅走了
[00:19:17.360 --> 00:19:22.000]  你看看那同一段的聖經裡面
[00:19:22.000 --> 00:19:23.840]  提摩太后書第四章
[00:19:23.840 --> 00:19:25.560]  那是第九節講的
[00:19:25.560 --> 00:19:26.840]  提摩太后書第四章
[00:19:26.840 --> 00:19:29.120]  七到八節保羅在講什麼呢
[00:19:29.120 --> 00:19:30.000]  我們起來念
[00:19:30.000 --> 00:19:31.360]  來 預備 請
[00:19:31.360 --> 00:19:33.080]  那美好的仗
[00:19:33.080 --> 00:19:34.920]  我已經打過了
[00:19:34.920 --> 00:19:36.200]  當跑的路
[00:19:36.200 --> 00:19:39.520]  我已經跑盡了
[00:19:39.520 --> 00:19:41.240]  已經守住了
[00:19:41.240 --> 00:19:44.160]  從此以後
[00:19:44.160 --> 00:19:45.600]  為我存留
[00:19:45.600 --> 00:19:48.400]  就是按照公益審判的主
[00:19:48.400 --> 00:19:50.920]  到了那日要賜給我的
[00:19:50.920 --> 00:19:52.160]  不但賜給我
[00:19:52.160 --> 00:19:55.560]  也賜給凡愛慕他顯現的人
[00:19:55.560 --> 00:19:56.880]  保羅在這裡講的說
[00:19:56.880 --> 00:19:57.640]  那美好的仗
[00:19:57.640 --> 00:20:00.000]  我們都知道保羅這句話很熟悉的
[00:20:00.000 --> 00:20:02.600]  那美好的仗我已經怎麼樣
[00:20:02.600 --> 00:20:03.720]  打過了
[00:20:03.720 --> 00:20:05.920]  當跑的路我已經怎麼樣
[00:20:05.920 --> 00:20:06.800]  跑盡了
[00:20:06.800 --> 00:20:09.680]  所信的道我已經怎麼樣
[00:20:09.680 --> 00:20:12.960]  守住了
[00:20:12.960 --> 00:20:17.080]  保羅講到提摩離開他走的時候
[00:20:17.080 --> 00:20:21.120]  他前面講他自己的一生
[00:20:21.120 --> 00:20:27.560]  他是忠心到底的
[00:20:27.560 --> 00:20:30.320]  他盡了他所能的
[00:20:30.320 --> 00:20:32.160]  他盡到哪 到哪一個地方
[00:20:32.160 --> 00:20:36.320]  就把福音傳給別人
[00:20:36.320 --> 00:20:40.840]  他為了主的道他堅持到底
[00:20:40.840 --> 00:20:42.480]  千秋之輩
[00:20:42.480 --> 00:20:49.680]  這是每一個基督徒保羅給我們的榜樣
[00:20:49.680 --> 00:20:51.720]  然後你注意看
[00:20:51.720 --> 00:20:53.400]  保羅之所以如此
[00:20:53.400 --> 00:20:54.640]  他說什麼呢
[00:20:54.640 --> 00:20:56.840]  他說從此之後
[00:20:56.840 --> 00:21:03.160]  有公益的冠冕為我存留
