
[00:00:00.000 --> 00:00:03.600]  有好多次培訓的時候
[00:01:20.720 --> 00:01:24.720]  或者係最長,長輩
[00:01:24.720 --> 00:01:26.720]  最淑齡嘅長輩喺度
[00:01:26.720 --> 00:01:27.720]  咁嘅時間呢
[00:01:27.720 --> 00:01:29.720]  佢哋就用一個主禱問呢
[00:01:29.720 --> 00:01:31.720]  作為一種嘅結束
[00:01:31.720 --> 00:01:35.720]  用主禱問作為一個禱告
[00:01:35.720 --> 00:01:37.720]  無可厚非
[00:01:37.720 --> 00:01:39.720]  唔係錯嘅
[00:01:39.720 --> 00:01:41.720]  但係呢
[00:01:41.720 --> 00:01:44.720]  如果主禱問係一個嘅代替品
[00:01:44.720 --> 00:01:47.720]  係代替到因為冇牧者喺度禱告
[00:01:47.720 --> 00:01:49.720]  冇牧者喺度祝福
[00:01:49.720 --> 00:01:51.720]  問題呢
[00:01:51.720 --> 00:01:53.720]  就出現啦
[00:01:53.720 --> 00:01:57.720]  主禱問唔係咁用嘅
[00:01:57.720 --> 00:01:59.720]  主禱問應該係乜嘢呢
[00:01:59.720 --> 00:02:01.720]  無論你有牧者喺度又好
[00:02:01.720 --> 00:02:02.720]  冇牧者喺度又好
[00:02:02.720 --> 00:02:03.720]  有人祝福又好
[00:02:03.720 --> 00:02:05.720]  冇人祝福又好
[00:02:05.720 --> 00:02:08.720]  其實繼續不斷個原則
[00:02:08.720 --> 00:02:11.720]  都要跟住嚟到去行
[00:02:11.720 --> 00:02:13.720]  實際上嚴格嚟講
[00:02:13.720 --> 00:02:15.720]  主禱問
[00:02:15.720 --> 00:02:18.720]  唔應該叫做主禱問
[00:02:18.720 --> 00:02:21.720]  因為呢個唔係主嘅禱問
[00:02:21.720 --> 00:02:24.720]  留意嚟到聖經嘅時間
[00:02:24.720 --> 00:02:27.720]  就係盧格芬講到門徒進前來
[00:02:27.720 --> 00:02:29.720]  就問耶穌主呀
[00:02:29.720 --> 00:02:32.720]  你可唔可以教我哋禱告呢
[00:02:32.720 --> 00:02:36.720]  係耶穌教門徒嘅禱告嘅禱文
[00:02:36.720 --> 00:02:38.720]  係因為咁樣嘅緣故
[00:02:38.720 --> 00:02:42.720]  主禱問實質上係門徒嘅禱文
[00:02:42.720 --> 00:02:45.720]  係耶穌佢都教導我哋嘅禱文
[00:02:45.720 --> 00:02:47.720]  而當我留意再一次嚟到
[00:02:47.720 --> 00:02:49.720]  睇到呢個主禱問嘅時候
[00:02:49.720 --> 00:02:51.720]  佢哋有好多嘅嘢呢
[00:02:51.720 --> 00:02:53.720]  我哋背就係背咗啦
[00:02:53.720 --> 00:02:55.720]  但實際上唔係跟住嚟做㗎喎
[00:02:55.720 --> 00:02:57.720]  我舉一個好簡單嘅例
[00:02:57.720 --> 00:02:59.720]  喺一個下令會
[00:02:59.720 --> 00:03:01.720]  咁大家都背住
[00:03:01.720 --> 00:03:03.720]  背完哂之後呢
[00:03:03.720 --> 00:03:05.720]  有啲人跟住就去服侍啦
[00:03:05.720 --> 00:03:07.720]  咁我記得我坐喺度嗰圍呢
[00:03:07.720 --> 00:03:09.720]  六個人去做服侍
[00:03:09.720 --> 00:03:11.720]  有兩個人坐喺度嗰啲下令會嘅時間
[00:03:11.720 --> 00:03:13.720]  嗰兩個人呢
[00:03:13.720 --> 00:03:15.720]  咁就食㗎喇喎
[00:03:15.720 --> 00:03:17.720]  就唔使等㗎喇
[00:03:17.720 --> 00:03:19.720]  有啲人不湯有啲人不飯
[00:03:19.720 --> 00:03:21.720]  咁你都去服侍佢哋
[00:03:21.720 --> 00:03:23.720]  得兩個呢就奉旨㗎
[00:03:23.720 --> 00:03:25.720]  咁坐喺度嘅時候呢就大擦喇
[00:03:25.720 --> 00:03:27.720]  大擦嘅時間呢
[00:03:27.720 --> 00:03:29.720]  下令會呢
[00:03:29.720 --> 00:03:31.720]  靚嘅嘢唔多㗎
[00:03:31.720 --> 00:03:33.720]  我都話畀大家聽
[00:03:33.720 --> 00:03:35.720]  即係靚嘅嘢唔多
[00:03:35.720 --> 00:03:37.720]  我特別睇見呢就係話
[00:03:37.720 --> 00:03:39.720]  有啲可能係切得唔夠細
[00:03:39.720 --> 00:03:41.720]  其實就唔夠分嘅
[00:03:41.720 --> 00:03:43.720]  八個人食嘅嘢
[00:03:43.720 --> 00:03:45.720]  得個五六嚿
[00:03:45.720 --> 00:03:47.720]  五六嚿
[00:03:47.720 --> 00:03:49.720]  豬扒
[00:03:49.720 --> 00:03:51.720]  或者炸石斑
[00:03:51.720 --> 00:03:53.720]  或者之類嘩
[00:03:53.720 --> 00:03:55.720]  我見到佢兩個呢
[00:03:55.720 --> 00:03:57.720]  一聲就夾咗嗰個最大㗎啦
[00:03:57.720 --> 00:03:59.720]  跟住呢就第二大嘅咁就夾咗
[00:03:59.720 --> 00:04:01.720]  夾咗之後就食㗎喇
[00:04:01.720 --> 00:04:03.720]  我諗一諗
[00:04:03.720 --> 00:04:05.720]  啱啱背完柱土文
[00:04:05.720 --> 00:04:07.720]  到底我哋知唔知個柱土文係講乜嘅呢
[00:04:07.720 --> 00:04:09.720]  咁
[00:04:09.720 --> 00:04:11.720]  嗱另一方面呢我都睇到好多
[00:04:11.720 --> 00:04:13.720]  屋企嘅裏面
[00:04:13.720 --> 00:04:15.720]  背柱土文我哋今日住柱土文
[00:04:15.720 --> 00:04:17.720]  咁一背背完咗之後呢
[00:04:17.720 --> 00:04:19.720]  咁個大仔呢就攞住碗飯
[00:04:19.720 --> 00:04:21.720]  夾晒啲餸然後走咗去電視機
[00:04:21.720 --> 00:04:23.720]  嗰度咁就睇電視㗎啦
[00:04:23.720 --> 00:04:25.720]  跟住個女呢就夾咗之後呢
[00:04:25.720 --> 00:04:27.720]  就去咗另一個地方
[00:04:27.720 --> 00:04:29.720]  嚟到做佢嗰啲嘢即係自己食自己㗎
[00:04:29.720 --> 00:04:31.720]  所以呢喺個
[00:04:31.720 --> 00:04:33.720]  屋企嘅裏面
[00:04:33.720 --> 00:04:35.720]  我係人客
[00:04:35.720 --> 00:04:37.720]  去到個屋企嘅裏面呢
[00:04:37.720 --> 00:04:39.720]  一家得四口子
[00:04:39.720 --> 00:04:41.720]  兩夫婦就陪住我同我太太食飯
[00:04:41.720 --> 00:04:43.720]  兩個仔兩個女呢
[00:04:43.720 --> 00:04:45.720]  即係個兩個仔女呢就走咗去第二度
[00:04:45.720 --> 00:04:47.720]  唔係走埋一齊㗎
[00:04:47.720 --> 00:04:49.720]  有多個時候
[00:04:49.720 --> 00:04:51.720]  有一種嘅感覺
[00:04:51.720 --> 00:04:53.720]  柱土文背係背咗
[00:04:53.720 --> 00:04:55.720]  但係實際上
[00:04:55.720 --> 00:04:57.720]  我哋有冇感覺到呢個柱土文係對我講㗎呢
[00:04:57.720 --> 00:04:59.720]  我哋今日呢就係因為咁嘅緣故呢
[00:04:59.720 --> 00:05:01.720]  特別同大家
[00:05:01.720 --> 00:05:03.720]  再一次嚟到去思想
[00:05:03.720 --> 00:05:05.720]  到底柱土文
[00:05:05.720 --> 00:05:07.720]  帶出嘅訊息係乜嘢
[00:05:07.720 --> 00:05:09.720]  而喺我哋日常生活當中
[00:05:09.720 --> 00:05:11.720]  我哋有幾多方面嘅生活
[00:05:11.720 --> 00:05:13.720]  係跟住
[00:05:13.720 --> 00:05:15.720]  主教我哋嘅土文
[00:05:15.720 --> 00:05:17.720]  嚟到去生活嘅呢
[00:05:17.720 --> 00:05:19.720]  我哋一齊讀一讀
[00:05:19.720 --> 00:05:21.720]  今日
[00:05:21.720 --> 00:05:23.720]  我哋嘅經文
[00:05:23.720 --> 00:05:25.720]  我相信你哋背都識背
[00:05:25.720 --> 00:05:27.720]  我哋淨係由第九節
[00:05:27.720 --> 00:05:29.720]  去到十三節
[00:05:29.720 --> 00:05:31.720]  第九去到十三節
[00:05:31.720 --> 00:05:33.720]  搵到個時候
[00:05:33.720 --> 00:05:35.720]  我哋一齊嚟到讀
[00:05:35.720 --> 00:05:37.720]  所以你哋土告
[00:05:37.720 --> 00:05:39.720]  要咁樣說
[00:05:39.720 --> 00:05:41.720]  我哋在天上的乎
[00:05:41.720 --> 00:05:43.720]  願人都尊你的名為聖
[00:05:43.720 --> 00:05:45.720]  願你的國降臨
[00:05:45.720 --> 00:05:47.720]  願你的旨意
[00:05:47.720 --> 00:05:49.720]  行在地上
[00:05:49.720 --> 00:05:51.720]  如同行在天上
[00:05:51.720 --> 00:05:53.720]  我哋日用的飲食
[00:05:53.720 --> 00:05:55.720]  今日賜給我哋
[00:05:55.720 --> 00:05:57.720]  免我哋的債
[00:05:57.720 --> 00:05:59.720]  如同我哋免了人的債
[00:05:59.720 --> 00:06:01.720]  不叫我哋遇見試探
[00:06:01.720 --> 00:06:03.720]  救我哋脫離凶惡
[00:06:03.720 --> 00:06:05.720]  因為國度權柄榮耀
[00:06:05.720 --> 00:06:07.720]  全是你的
[00:06:07.720 --> 00:06:09.720]  直到永遠
[00:06:09.720 --> 00:06:11.720]  在這段聖經當中
[00:06:11.720 --> 00:06:13.720]  主教我哋的土告
[00:06:13.720 --> 00:06:15.720]  非常清楚
[00:06:15.720 --> 00:06:17.720]  首先
[00:06:17.720 --> 00:06:19.720]  係注重關係
[00:06:19.720 --> 00:06:21.720]  第九節
[00:06:21.720 --> 00:06:23.720]  我哋土告的時候
[00:06:23.720 --> 00:06:25.720]  耶穌基督教導我哋
[00:06:25.720 --> 00:06:27.720]  我哋要咁樣說
[00:06:27.720 --> 00:06:29.720]  係我門
[00:06:29.720 --> 00:06:33.720]  我唔知道大家土告嘅時間
[00:06:33.720 --> 00:06:35.720]  有幾多時候
[00:06:35.720 --> 00:06:37.720]  係為自己
[00:06:37.720 --> 00:06:39.720]  土告多啲
[00:06:39.720 --> 00:06:41.720]  可唔可以舉手
[00:06:41.720 --> 00:06:43.720]  為自己土告
[00:06:43.720 --> 00:06:45.720]  我聽日去做乜
[00:06:45.720 --> 00:06:47.720]  我而家遇到乜嘢困難
[00:06:47.720 --> 00:06:49.720]  我而家乜乜唔開心
[00:06:49.720 --> 00:06:51.720]  為自己土告多啲
[00:06:51.720 --> 00:06:53.720]  舉手
[00:06:53.720 --> 00:06:57.720]  你相唔相信
[00:06:57.720 --> 00:06:59.720]  有人做過個調查
[00:06:59.720 --> 00:07:01.720]  百分之九十以上嘅人
[00:07:01.720 --> 00:07:03.720]  係為自己土告
[00:07:03.720 --> 00:07:05.720]  第二係為我哋最親嘅人
[00:07:05.720 --> 00:07:07.720]  同唔同意
[00:07:07.720 --> 00:07:09.720]  我又想問一問
[00:07:09.720 --> 00:07:11.720]  到底恩福同呢個調查
[00:07:11.720 --> 00:07:13.720]  係咪相近呢
[00:07:13.720 --> 00:07:15.720]  有幾多人
[00:07:15.720 --> 00:07:17.720]  土告嘅時間
[00:07:17.720 --> 00:07:19.720]  大部分係為自己同自己親嘅人
[00:07:19.720 --> 00:07:21.720]  愛嘅人土告
[00:07:21.720 --> 00:07:23.720]  可唔可以舉手
[00:07:23.720 --> 00:07:25.720]  我相信呢個調查
[00:07:25.720 --> 00:07:27.720]  差唔多
[00:07:27.720 --> 00:07:29.720]  百分之九十以上
[00:07:29.720 --> 00:07:31.720]  係為自己同自己最親嘅人
[00:07:31.720 --> 00:07:33.720]  土告
[00:07:33.720 --> 00:07:35.720]  係呢段聖經當中
[00:07:35.720 --> 00:07:37.720]  我哋在天上嘅父
[00:07:37.720 --> 00:07:41.720]  佢稱神係佢嘅乜嘢關係
[00:07:41.720 --> 00:07:43.720]  係父親嘅關係
[00:07:43.720 --> 00:07:45.720]  不過係天上嘅父親
[00:07:45.720 --> 00:07:47.720]  所以第一種嘅關係
[00:07:47.720 --> 00:07:49.720]  就係我哋同神嘅關係
[00:07:49.720 --> 00:07:51.720]  係一個父親同我哋嘅關係
[00:07:51.720 --> 00:07:53.720]  到底帶出嚟嘅係一個乜嘢嘅意思呢
[00:07:53.720 --> 00:07:55.720]  佢所帶出嚟
[00:07:55.720 --> 00:07:57.720]  第一
[00:07:57.720 --> 00:07:59.720]  我同佢唔係淨係頭腦上
[00:07:59.720 --> 00:08:03.720]  呢個係高高在上
[00:08:03.720 --> 00:08:05.720]  同我冇關嘅
[00:08:05.720 --> 00:08:07.720]  我有需要我就見一見
[00:08:07.720 --> 00:08:09.720]  冇需要我就唔見佢
[00:08:09.720 --> 00:08:11.720]  如果你諗到呢個係我哋嘅
[00:08:11.720 --> 00:08:13.720]  爸爸嘅時候
[00:08:13.720 --> 00:08:15.720]  我想問一問大家
[00:08:15.720 --> 00:08:17.720]  特別作為一個細嘅細蚊仔
[00:08:17.720 --> 00:08:19.720]  有軟弱有需要嘅細蚊仔
[00:08:19.720 --> 00:08:21.720]  嗱我想問一問大家
[00:08:21.720 --> 00:08:23.720]  有幾多人你覺得呢
[00:08:23.720 --> 00:08:25.720]  雖然我長大咗喇
[00:08:25.720 --> 00:08:27.720]  我哋嘅年歲大咗喇
[00:08:27.720 --> 00:08:29.720]  但係我哋係有需要有憂慮
[00:08:29.720 --> 00:08:31.720]  我哋有好多嘅嘢
[00:08:31.720 --> 00:08:33.720]  我哋實在唔能夠淨係靠自己
[00:08:33.720 --> 00:08:35.720]  搞得掂嘅可唔可以舉手
[00:08:35.720 --> 00:08:37.720]  嗱全部都係
[00:08:37.720 --> 00:08:39.720]  全部都係百分之百
[00:08:39.720 --> 00:08:41.720]  喺一個細蚊仔
[00:08:41.720 --> 00:08:43.720]  當我哋認為佢哋自己
[00:08:43.720 --> 00:08:45.720]  無能為力
[00:08:45.720 --> 00:08:47.720]  唔係靠自己搞得掂
[00:08:47.720 --> 00:08:49.720]  佢哋有需要有憂慮嘅時間
[00:08:49.720 --> 00:08:51.720]  你諗一諗
[00:08:51.720 --> 00:08:53.720]  特別係細個嘅細蚊仔
[00:08:53.720 --> 00:08:55.720]  有可能
[00:08:55.720 --> 00:08:57.720]  唔理唔睬阿爸
[00:08:57.720 --> 00:08:59.720]  唔見阿爸
[00:08:59.720 --> 00:09:01.720]  有咩需要唔話畀阿爸聽
[00:09:01.720 --> 00:09:03.720]  唔問阿爸
[00:09:03.720 --> 00:09:05.720]  有冇咁嘅可能
[00:09:05.720 --> 00:09:07.720]  少呀
[00:09:07.720 --> 00:09:09.720]  冇可能呀
[00:09:09.720 --> 00:09:11.720]  當然講緊嘅父親
[00:09:11.720 --> 00:09:13.720]  亦都係父母
[00:09:13.720 --> 00:09:15.720]  係講緊父母
[00:09:15.720 --> 00:09:17.720]  任何細蚊仔喺佢哋有需要嘅時間
[00:09:17.720 --> 00:09:19.720]  一定會搵爹地
[00:09:19.720 --> 00:09:21.720]  媽咪係咪呀
[00:09:21.720 --> 00:09:23.720]  呢個係正常嘅嘢
[00:09:23.720 --> 00:09:25.720]  嗱今日呢我哋要睇一睇
[00:09:25.720 --> 00:09:27.720]  到底我哋同我哋嘅爸爸嘅關係
[00:09:27.720 --> 00:09:29.720]  同天父嘅關係
[00:09:29.720 --> 00:09:31.720]  父母嘅關係
[00:09:31.720 --> 00:09:33.720]  係唔係真係對稱嘅呢一種嘅關係
[00:09:33.720 --> 00:09:35.720]  我幾耐
[00:09:35.720 --> 00:09:37.720]  見吓佢
[00:09:37.720 --> 00:09:39.720]  我幾耐
[00:09:39.720 --> 00:09:41.720]  同佢傾一次計
[00:09:41.720 --> 00:09:43.720]  我幾耐會同佢傾心吐意呢
[00:09:43.720 --> 00:09:47.720]  問一問我哋自己
[00:09:47.720 --> 00:09:49.720]  每日
[00:09:49.720 --> 00:09:51.720]  一起身
[00:09:51.720 --> 00:09:53.720]  爸爸多謝你
[00:09:53.720 --> 00:09:55.720]  俾我有好嘅睡眠
[00:09:55.720 --> 00:09:57.720]  我今日能夠親近到你
[00:09:57.720 --> 00:09:59.720]  我可以同你傾心吐意
[00:09:59.720 --> 00:10:01.720]  我多謝你
[00:10:01.720 --> 00:10:03.720]  有冇呢一個呢
[00:10:03.720 --> 00:10:05.720]  有幾多人已經成為一種
[00:10:05.720 --> 00:10:07.720]  習慣
[00:10:07.720 --> 00:10:09.720]  一睜大眼
[00:10:09.720 --> 00:10:11.720]  甚至一醒未起身
[00:10:11.720 --> 00:10:13.720]  都已經諗住
[00:10:13.720 --> 00:10:15.720]  父親
[00:10:15.720 --> 00:10:17.720]  天父多謝你
[00:10:17.720 --> 00:10:19.720]  你已經諗到
[00:10:19.720 --> 00:10:21.720]  同佢祈禱
[00:10:21.720 --> 00:10:23.720]  已經係祈禱先
[00:10:23.720 --> 00:10:25.720]  舉手有幾多人係咁
[00:10:25.720 --> 00:10:27.720]  少咗好多
[00:10:27.720 --> 00:10:29.720]  係咪呀
[00:10:29.720 --> 00:10:31.720]  真係少咗好多
[00:10:31.720 --> 00:10:33.720]  成為我哋嘅習慣
[00:10:33.720 --> 00:10:35.720]  一起身睜大眼
[00:10:35.720 --> 00:10:37.720]  我已經諗到天父已經開始同佢祈禱
[00:10:37.720 --> 00:10:39.720]  跟住呢
[00:10:39.720 --> 00:10:41.720]  呢一個嘅天父
[00:10:41.720 --> 00:10:43.720]  唔係淨係
[00:10:43.720 --> 00:10:45.720]  我嘅天父
[00:10:45.720 --> 00:10:47.720]  講到係乜嘢呀
[00:10:47.720 --> 00:10:49.720]  係我哋嘅天父
[00:10:49.720 --> 00:10:51.720]  如果呢個係我哋嘅天父嘅時候
[00:10:51.720 --> 00:10:53.720]  呢個我哋係邊個呀
[00:10:53.720 --> 00:10:55.720]  我就想問呀
[00:10:55.720 --> 00:10:57.720]  我哋係邊個呀
[00:10:57.720 --> 00:10:59.720]  我哋係邊個呀
[00:10:59.720 --> 00:11:01.720]  係含不冷嘅信徒
[00:11:01.720 --> 00:11:03.720]  所有嘅信徒
[00:11:03.720 --> 00:11:05.720]  既然係咁樣嘅時間
[00:11:05.720 --> 00:11:07.720]  喺我哋禱告嘅時間
[00:11:07.720 --> 00:11:09.720]  我哋會唔會都將整個
[00:11:09.720 --> 00:11:11.720]  我哋認識嘅
[00:11:11.720 --> 00:11:13.720]  知道嘅弟兄姊妹
[00:11:13.720 --> 00:11:15.720]  弟兄姊妹
[00:11:15.720 --> 00:11:17.720]  佢哋嘅需要都放在我哋嘅禱告當中
[00:11:17.720 --> 00:11:19.720]  或者從報章
[00:11:19.720 --> 00:11:21.720]  從傳媒我哋睇到各地
[00:11:21.720 --> 00:11:23.720]  教會嘅需要
[00:11:23.720 --> 00:11:25.720]  信徒嘅需要
[00:11:25.720 --> 00:11:27.720]  傳福音嘅需要 報道嘅需要
[00:11:27.720 --> 00:11:29.720]  會擺喺我哋嘅禱告當中
[00:11:29.720 --> 00:11:31.720]  有幾多人都有呢一個嘅習慣
[00:11:31.720 --> 00:11:33.720]  每日我哋都紀念
[00:11:33.720 --> 00:11:35.720]  啱啱睇到聖經
[00:11:35.720 --> 00:11:39.720]  非洲嗰度
[00:11:39.720 --> 00:11:41.720]  有問題
[00:11:41.720 --> 00:11:43.720]  教會
[00:11:43.720 --> 00:11:45.720]  俾人拆毀
[00:11:45.720 --> 00:11:47.720]  有呢個信徒
[00:11:47.720 --> 00:11:49.720]  俾人擄走 有呢個宣教士
[00:11:49.720 --> 00:11:51.720]  喺南非
[00:11:51.720 --> 00:11:53.720]  都有同樣嘅問題
[00:11:53.720 --> 00:11:55.720]  北非有同樣嘅問題
[00:11:55.720 --> 00:11:59.720]  宣教士被擄走
[00:11:59.720 --> 00:12:01.720]  作為人質
[00:12:01.720 --> 00:12:03.720]  敘利亞有呢個弟兄姊妹
[00:12:03.720 --> 00:12:05.720]  同樣遭遇
[00:12:05.720 --> 00:12:07.720]  同類嘅事情
[00:12:07.720 --> 00:12:09.720]  印度特別喺嗰啲
[00:12:09.720 --> 00:12:11.720]  印度教嘅
[00:12:11.720 --> 00:12:13.720]  部族同埋回教嘅部族
[00:12:13.720 --> 00:12:15.720]  宣教士非常嘅危險
[00:12:15.720 --> 00:12:17.720]  我想問問大家
[00:12:17.720 --> 00:12:19.720]  有幾多人喺你哋禱告嘅裏面
[00:12:19.720 --> 00:12:21.720]  都習慣
[00:12:21.720 --> 00:12:23.720]  嚟到呢啲嘅弟兄姊妹禱告
[00:12:23.720 --> 00:12:25.720]  可唔可以舉手
[00:12:25.720 --> 00:12:27.720]  係咪好少呢
[00:12:27.720 --> 00:12:29.720]  我哋睇返嘅時間
[00:12:29.720 --> 00:12:31.720]  我哋就會感覺到
[00:12:31.720 --> 00:12:33.720]  原來耶穌教我哋嘅禱告
[00:12:33.720 --> 00:12:35.720]  係重視呢個關係
[00:12:35.720 --> 00:12:37.720]  我同神嘅關係
[00:12:37.720 --> 00:12:39.720]  佢係我嘅父親
[00:12:39.720 --> 00:12:41.720]  但呢一方面佢唔係淨係我嘅父親
[00:12:41.720 --> 00:12:43.720]  佢係我哋全部信徒嘅父親
[00:12:43.720 --> 00:12:45.720]  因為咁樣嘅緣故
[00:12:45.720 --> 00:12:47.720]  我哋要
[00:12:47.720 --> 00:12:49.720]  切身處地
[00:12:49.720 --> 00:12:51.720]  為到呢啲各地嘅信徒
[00:12:51.720 --> 00:12:53.720]  佢哋嘅需要嚟到禱告
[00:12:53.720 --> 00:12:55.720]  第三個關係
[00:12:55.720 --> 00:12:57.720]  唔係地上嘅父親
[00:12:57.720 --> 00:12:59.720]  你要記得佢係我哋在天上嘅父親
[00:12:59.720 --> 00:13:01.720]  呢個天呢個字
[00:13:01.720 --> 00:13:03.720]  係複數嘅
[00:13:03.720 --> 00:13:05.720]  希臘文
[00:13:05.720 --> 00:13:07.720]  呢個字嘅本身呢個複數
[00:13:07.720 --> 00:13:09.720]  我可以話
[00:13:09.720 --> 00:13:11.720]  即係從聖經
[00:13:11.720 --> 00:13:13.720]  同埋文獻嘅裏面
[00:13:13.720 --> 00:13:15.720]  係可以有三種唔同嘅含義
[00:13:15.720 --> 00:13:17.720]  第一種嘅含義係一個大氣層
[00:13:17.720 --> 00:13:19.720]  Heavens
[00:13:19.720 --> 00:13:21.720]  可以係一個大氣層
[00:13:21.720 --> 00:13:23.720]  第二呢你亦都可以咁講
[00:13:23.720 --> 00:13:25.720]  係整個
[00:13:25.720 --> 00:13:27.720]  或者
[00:13:27.720 --> 00:13:29.720]  我哋可以話太空
[00:13:29.720 --> 00:13:31.720]  成個太空
[00:13:31.720 --> 00:13:33.720]  係超越咗大氣層嘅呢個太空
[00:13:33.720 --> 00:13:35.720]  第三
[00:13:35.720 --> 00:13:37.720]  我哋都可以咁講
[00:13:37.720 --> 00:13:39.720]  原來呢個天呢個字
[00:13:39.720 --> 00:13:41.720]  唔係整到
[00:13:41.720 --> 00:13:43.720]  淨係講到大氣層同埋太空
[00:13:43.720 --> 00:13:45.720]  咁簡單嘅
[00:13:45.720 --> 00:13:47.720]  甚至係聖經裏面係包含緊
[00:13:47.720 --> 00:13:49.720]  包含緊呢個物質
[00:13:49.720 --> 00:13:51.720]  以外嘅整個
[00:13:51.720 --> 00:13:53.720]  嘅空間
[00:13:53.720 --> 00:13:55.720]  整個嘅地方
[00:13:55.720 --> 00:13:57.720]  整個嘅存在物
[00:13:57.720 --> 00:13:59.720]  物質以外嗰啲
[00:13:59.720 --> 00:14:01.720]  都係屬於天
[00:14:01.720 --> 00:14:03.720]  既然係咁樣嘅時候
[00:14:03.720 --> 00:14:05.720]  我哋都會諗得到
[00:14:05.720 --> 00:14:07.720]  我哋係天上嘅負
[00:14:07.720 --> 00:14:09.720]  到底係一個點樣嘅負呢
[00:14:09.720 --> 00:14:11.720]  係包括整個大氣層嘅裏面
[00:14:11.720 --> 00:14:13.720]  包括太空
[00:14:13.720 --> 00:14:15.720]  包括甚至人肉眼見唔到嘅
[00:14:15.720 --> 00:14:17.720]  物質以外嘅任何一個唔同嘅地方
[00:14:17.720 --> 00:14:19.720]  一個咁樣嘅負層
[00:14:19.720 --> 00:14:21.720]  讓我哋嘅眼目
[00:14:21.720 --> 00:14:23.720]  如果呢個係天上嘅負嘅時候
[00:14:23.720 --> 00:14:25.720]  我哋始終返屋企嘅時候
[00:14:25.720 --> 00:14:27.720]  係返嗰度屋企嘅時候
[00:14:27.720 --> 00:14:29.720]  我哋嘅眼目
[00:14:29.720 --> 00:14:31.720]  就唔會淨係
[00:14:31.720 --> 00:14:33.720]  注視地上
[00:14:33.720 --> 00:14:35.720]  我想問大家
[00:14:35.720 --> 00:14:37.720]  有幾多人
[00:14:37.720 --> 00:14:39.720]  討告嘅當中
[00:14:39.720 --> 00:14:41.720]  大部分
[00:14:41.720 --> 00:14:43.720]  你討告嘅內容
[00:14:43.720 --> 00:14:45.720]  係為咗
[00:14:45.720 --> 00:14:47.720]  地上嘅嘢
[00:14:47.720 --> 00:14:49.720]  生活上嘅嘢
[00:14:49.720 --> 00:14:51.720]  物質上嘅嘢
[00:14:51.720 --> 00:14:53.720]  係嗰啲短暫嘅嘢
[00:14:53.720 --> 00:14:55.720]  嚟到討告嘅
[00:14:55.720 --> 00:14:57.720]  可唔可以舉手呀
[00:14:57.720 --> 00:14:59.720]  ok
[00:14:59.720 --> 00:15:01.720]  咁都係
[00:15:01.720 --> 00:15:03.720]  大部分啦我哋叫佢做
[00:15:03.720 --> 00:15:05.720]  其實更加重要嘅一樣嘢呢
[00:15:05.720 --> 00:15:07.720]  係原來為到一啲有永恆
[00:15:07.720 --> 00:15:09.720]  價值嘅嘢係更加重要
[00:15:09.720 --> 00:15:11.720]  我唔知道有幾多人都為到
[00:15:11.720 --> 00:15:13.720]  臨時號下午見證
