
[00:00:00.000 --> 00:00:07.700]  其實今天的題目也是教會在這一年所安排的、所編排的一些主題
[00:01:56.800 --> 00:02:00.800]  可以付出這些金錢去讀這些課程
[00:02:00.800 --> 00:02:03.800]  所以我們真的需要在這個特別的項目裏面
[00:02:03.800 --> 00:02:05.800]  如果真的是城市的話
[00:02:05.800 --> 00:02:09.800]  我們真的需要大概要二十萬的奉獻
[00:02:09.800 --> 00:02:10.800]  只是這個時工
[00:02:10.800 --> 00:02:13.800]  我們希望能夠幫到一些在囚人士
[00:02:13.800 --> 00:02:16.800]  未來五年來讀我們的聖經學院
[00:02:16.800 --> 00:02:18.800]  不過我現在不呼籲
[00:02:18.800 --> 00:02:20.800]  因為我們未知道城不成事
[00:02:20.800 --> 00:02:22.800]  所以為我們祈禱
[00:02:22.800 --> 00:02:23.800]  如果真的是城市
[00:02:23.800 --> 00:02:26.800]  我們是全香港第一間的聖經學院
[00:02:26.800 --> 00:02:27.800]  有這個機會
[00:02:27.800 --> 00:02:32.800]  能夠將一個學位帶到去給在囚人士
[00:02:32.800 --> 00:02:34.800]  所以祈求天父都繼續給我們
[00:02:34.800 --> 00:02:36.800]  在一個新的概念裏面
[00:02:36.800 --> 00:02:38.800]  我們能夠有這樣的接觸的面
[00:02:38.800 --> 00:02:40.800]  都是神的恩典
[00:02:40.800 --> 00:02:41.800]  所以管教
[00:02:41.800 --> 00:02:43.800]  我深信每一個管教
[00:02:43.800 --> 00:02:44.800]  被管教的人
[00:02:44.800 --> 00:02:47.800]  一定不一定覺得是很開心
[00:02:47.800 --> 00:02:49.800]  這個也是聖經講得很清楚
[00:02:49.800 --> 00:02:51.800]  所以今天當我們要思考
[00:02:51.800 --> 00:02:53.800]  一個似乎這麼嚴肅的問題
[00:02:53.800 --> 00:02:55.800]  但是跟愛有關係的時候
[00:02:55.800 --> 00:02:57.800]  我就想起希伯牙書第十二章
[00:02:57.800 --> 00:02:59.800]  由第五節到第十一節
[00:02:59.800 --> 00:03:00.800]  我們一起讀一讀
[00:03:00.800 --> 00:03:02.800]  看看神怎樣去提醒我們
[00:03:02.800 --> 00:03:04.800]  關於管教這個題目
[00:03:04.800 --> 00:03:05.800]  我們一起中讀
[00:03:05.800 --> 00:03:06.800]  準備一二三
[00:03:06.800 --> 00:03:11.800]  你們有忘了那勸你們如同勸兒子的話說
[00:03:11.800 --> 00:03:15.800]  我而輕看主的管教
[00:03:15.800 --> 00:03:17.800]  被他責備的時候
[00:03:17.800 --> 00:03:19.800]  也不可灰心
[00:03:19.800 --> 00:03:21.800]  因為主所愛的
[00:03:21.800 --> 00:03:23.800]  他必管教
[00:03:23.800 --> 00:03:27.800]  由邊打凡所收納的兒子
[00:03:27.800 --> 00:03:29.800]  你們所忍受的
[00:03:29.800 --> 00:03:31.800]  是神管教你們
[00:03:31.800 --> 00:03:34.800]  待你們如同待兒子
[00:03:34.800 --> 00:03:38.800]  應有兒子不被父親管教的呢
[00:03:38.800 --> 00:03:42.800]  管教原是眾子所共受的
[00:03:42.800 --> 00:03:44.800]  你們若不受管教
[00:03:44.800 --> 00:03:46.800]  就是獅子
[00:03:46.800 --> 00:03:48.800]  不是兒子了
[00:03:48.800 --> 00:03:49.800]  再者
[00:03:49.800 --> 00:03:53.800]  我們曾有身生的父管教我們
[00:03:53.800 --> 00:03:56.800]  我們尚且敬重他
[00:03:56.800 --> 00:03:58.800]  何況萬靈的父
[00:03:58.800 --> 00:04:02.800]  我們豈不更當信服他得心安
[00:04:02.800 --> 00:04:07.800]  身生的父都是暫隨己意管教我們
[00:04:07.800 --> 00:04:11.800]  唯有萬靈的父管教我們
[00:04:11.800 --> 00:04:14.800]  時要我們得益處
[00:04:14.800 --> 00:04:17.800]  使我們在他的聖潔上有份
[00:04:17.800 --> 00:04:19.800]  凡管教的事
[00:04:19.800 --> 00:04:22.800]  當時不覺得快樂
[00:04:22.800 --> 00:04:24.800]  反覺得受苦
[00:04:24.800 --> 00:04:27.800]  後來卻為那經練過的人
[00:04:27.800 --> 00:04:30.800]  結出平安的果子
[00:04:30.800 --> 00:04:32.800]  就是兒
[00:04:32.800 --> 00:04:34.800]  很明顯這裡看到
[00:04:34.800 --> 00:04:36.800]  我們做父母的
[00:04:36.800 --> 00:04:38.800]  是有責任去管教
[00:04:38.800 --> 00:04:40.800]  順帝所託付給我們的兒女
[00:04:40.800 --> 00:04:44.800]  而同樣神他自己也給我們一個榜樣
[00:04:44.800 --> 00:04:47.800]  我們經常說神是天上的爸爸
[00:04:47.800 --> 00:04:49.800]  他是我們在天上的爸爸
[00:04:49.800 --> 00:04:52.800]  當然現在在所謂的男女平等
[00:04:52.800 --> 00:04:54.800]  很多的觀念底下
[00:04:54.800 --> 00:04:55.800]  很多人都會問
[00:04:55.800 --> 00:04:57.800]  為何不是在天上的媽媽
[00:04:57.800 --> 00:04:59.800]  但是我覺得在聖經裡
[00:04:59.800 --> 00:05:01.800]  爸爸的觀念
[00:05:01.800 --> 00:05:03.800]  其實都是講父母的觀念
[00:05:03.800 --> 00:05:04.800]  所以換言之
[00:05:04.800 --> 00:05:07.800]  其實父母管教子女的責任
[00:05:07.800 --> 00:05:12.800]  也是上帝給了我們這個權柄
[00:05:12.800 --> 00:05:14.800]  去管教我們的兒女
[00:05:14.800 --> 00:05:16.800]  而同樣我們的天上的爸爸
[00:05:16.800 --> 00:05:18.800]  也都有這個權柄
[00:05:18.800 --> 00:05:21.800]  來管教他自己的兒子
[00:05:21.800 --> 00:05:24.800]  當然我們如何透過這段聖經
[00:05:24.800 --> 00:05:27.800]  看到管教和愛的關係
[00:05:27.800 --> 00:05:29.800]  我們從四方面去思考
[00:05:29.800 --> 00:05:32.800]  第一我們先看回這個原因
[00:05:32.800 --> 00:05:34.800]  為何會有管教呢
[00:05:34.800 --> 00:05:36.800]  聖經裡說
[00:05:36.800 --> 00:05:40.800]  不可輕看主的管教
[00:05:40.800 --> 00:05:45.800]  他說你們千萬不要輕看主的管教
[00:05:45.800 --> 00:05:46.800]  這個不可
[00:05:46.800 --> 00:05:48.800]  在原文裡是一個命令
[00:05:48.800 --> 00:05:50.800]  他吩咐我們
[00:05:50.800 --> 00:05:55.800]  我們千萬不要當主的管教是武道
[00:05:55.800 --> 00:05:57.800]  如果講得比較俗一點
[00:05:57.800 --> 00:05:59.800]  我們不要當它是武道
[00:05:59.800 --> 00:06:01.800]  每一個神的管教
[00:06:01.800 --> 00:06:02.800]  主的管教
[00:06:02.800 --> 00:06:03.800]  一定有它的作用
[00:06:03.800 --> 00:06:05.800]  而它的作用是什麼呢
[00:06:05.800 --> 00:06:08.800]  就是希望能夠糾正我們
[00:06:08.800 --> 00:06:10.800]  這個管教的字
[00:06:10.800 --> 00:06:11.800]  是包括糾正
[00:06:11.800 --> 00:06:12.800]  包括責備
[00:06:12.800 --> 00:06:13.800]  包括懲罰
[00:06:13.800 --> 00:06:16.800]  所以在猶太人的習慣當中
[00:06:16.800 --> 00:06:20.800]  父親的權柄其實是很大的
[00:06:20.800 --> 00:06:23.800]  他有權真的去責罰
[00:06:23.800 --> 00:06:24.800]  去教導
[00:06:24.800 --> 00:06:27.800]  去懲罰他們的子女
[00:06:27.800 --> 00:06:28.800]  所以換言之
[00:06:28.800 --> 00:06:29.800]  在這個過程裡
[00:06:29.800 --> 00:06:31.800]  我們看到
[00:06:31.800 --> 00:06:33.800]  真正管教的原因
[00:06:33.800 --> 00:06:34.800]  為何有愛呢
[00:06:34.800 --> 00:06:36.800]  因為管教的本身
[00:06:36.800 --> 00:06:39.800]  是希望糾正我們一些的錯誤
[00:06:39.800 --> 00:06:43.800]  然後走回一條正路
[00:06:43.800 --> 00:06:46.800]  所以我相信我們每一個人
[00:06:46.800 --> 00:06:49.800]  都想做一個理直氣壯的人
[00:06:49.800 --> 00:06:51.800]  我們希望在這個社會當中
[00:06:51.800 --> 00:06:53.800]  我們都能夠堂堂正正
[00:06:53.800 --> 00:06:54.800]  做回一個
[00:06:54.800 --> 00:06:56.800]  就算不要說神仙
[00:06:56.800 --> 00:06:57.800]  就是這個社會
[00:06:57.800 --> 00:07:01.800]  對我們覺得認可的人
[00:07:01.800 --> 00:07:03.800]  我深信這是我們每一個人的
[00:07:03.800 --> 00:07:05.800]  基本的觀念
[00:07:05.800 --> 00:07:06.800]  走在善的那邊
[00:07:06.800 --> 00:07:08.800]  走在正的那邊
[00:07:08.800 --> 00:07:10.800]  做一個正直的人
[00:07:10.800 --> 00:07:11.800]  有時管教
[00:07:11.800 --> 00:07:13.800]  就是因為神看到我們
[00:07:13.800 --> 00:07:15.800]  或者我們父母看到我們
[00:07:15.800 --> 00:07:17.800]  有些地方是做得不好的
[00:07:17.800 --> 00:07:20.800]  所以祂會管教我們
[00:07:20.800 --> 00:07:23.800]  讓我們能夠糾正我們的錯誤
[00:07:23.800 --> 00:07:26.800]  走回一條正確的路
[00:07:26.800 --> 00:07:28.800]  所以管教的原因
[00:07:28.800 --> 00:07:30.800]  是一個糾正
[00:07:30.800 --> 00:07:31.800]  有時會責罰
[00:07:31.800 --> 00:07:33.800]  但為何會責罰呢
[00:07:33.800 --> 00:07:35.800]  所以第二就是管教的方式
[00:07:35.800 --> 00:07:37.800]  如果我們看這裡的管教方式
[00:07:37.800 --> 00:07:39.800]  我們有些人會覺得
[00:07:39.800 --> 00:07:40.800]  不是吧
[00:07:40.800 --> 00:07:41.800]  我們的神這麼惡
[00:07:41.800 --> 00:07:44.800]  祂會鞭打我們
[00:07:44.800 --> 00:07:46.800]  一想到鞭打
[00:07:46.800 --> 00:07:48.800]  我們就想起什麼呢
[00:07:48.800 --> 00:07:49.800]  想起體罰
[00:07:49.800 --> 00:07:51.800]  現在香港不准體罰
[00:07:51.800 --> 00:07:53.800]  學校不可以體罰
[00:07:53.800 --> 00:07:54.800]  其實十年前
[00:07:54.800 --> 00:07:56.800]  我和師母去美國講道的時候
[00:07:56.800 --> 00:07:57.800]  我們第一堂講道
[00:07:57.800 --> 00:07:59.800]  我們講關於管教
[00:07:59.800 --> 00:08:00.800]  關於體罰兩個字
[00:08:00.800 --> 00:08:02.800]  第一次馬上跟我們講
[00:08:02.800 --> 00:08:05.800]  你以後不要再放這個power point
[00:08:05.800 --> 00:08:06.800]  管有體罰兩個字
[00:08:06.800 --> 00:08:09.800]  因為美國的年輕人
[00:08:09.800 --> 00:08:11.800]  是可以告父母體罰的
[00:08:11.800 --> 00:08:13.800]  可以告的
[00:08:13.800 --> 00:08:14.800]  馬上要放下
[00:08:14.800 --> 00:08:17.800]  那究竟聖經裡面
[00:08:17.800 --> 00:08:19.800]  是不是強調體罰呢
[00:08:19.800 --> 00:08:21.800]  你發覺這裡鞭打
[00:08:21.800 --> 00:08:22.800]  在舊約裡面
[00:08:22.800 --> 00:08:23.800]  神用祂的象
[00:08:23.800 --> 00:08:26.800]  用祂的肝來打
[00:08:26.800 --> 00:08:28.800]  當然我想起我自己小時候
[00:08:28.800 --> 00:08:29.800]  我小時候
[00:08:29.800 --> 00:08:31.800]  學校是可以體罰的
[00:08:31.800 --> 00:08:32.800]  我小時候
[00:08:32.800 --> 00:08:33.800]  我讀小學
[00:08:33.800 --> 00:08:34.800]  三年班開始
[00:08:34.800 --> 00:08:36.800]  學校就有體罰
[00:08:36.800 --> 00:08:37.800]  為什麼三年班開始呢
[00:08:37.800 --> 00:08:39.800]  就因為我三年班
[00:08:39.800 --> 00:08:41.800]  插班去了一間學校
[00:08:41.800 --> 00:08:42.800]  為什麼會插班去一間學校呢
[00:08:42.800 --> 00:08:44.800]  就因為我讀那間小學
[00:08:44.800 --> 00:08:45.800]  一年班 二年班
[00:08:45.800 --> 00:08:47.800]  接著那間學校就倒閉了
[00:08:47.800 --> 00:08:48.800]  沒有三年班讀
[00:08:48.800 --> 00:08:50.800]  於是被迫我們要插班
[00:08:50.800 --> 00:08:51.800]  當然你插班
[00:08:51.800 --> 00:08:52.800]  我們要插班
[00:08:52.800 --> 00:08:53.800]  當然你插班
[00:08:53.800 --> 00:08:55.800]  在那個年代插班
[00:08:55.800 --> 00:08:57.800]  當然是插一些
[00:08:57.800 --> 00:08:59.800]  不出名的學校
[00:08:59.800 --> 00:09:01.800]  一間沒有人讀的小學
[00:09:01.800 --> 00:09:02.800]  是一間全新的小學
[00:09:02.800 --> 00:09:04.800]  當時我那間小學是全新的
[00:09:04.800 --> 00:09:05.800]  在荃灣
[00:09:05.800 --> 00:09:06.800]  是今天沒有人認識這間小學
[00:09:06.800 --> 00:09:07.800]  不過就因為它收我
[00:09:07.800 --> 00:09:08.800]  就誤解了
[00:09:08.800 --> 00:09:09.800]  就進去了
[00:09:09.800 --> 00:09:10.800]  讀三年班
[00:09:10.800 --> 00:09:11.800]  是一間天主教學校
[00:09:11.800 --> 00:09:14.800]  校長和老師
[00:09:14.800 --> 00:09:16.800]  是很嚴的
[00:09:16.800 --> 00:09:17.800]  嚴到是可以
[00:09:17.800 --> 00:09:18.800]  在當時如果是
[00:09:18.800 --> 00:09:20.800]  可以用間尺來打
[00:09:20.800 --> 00:09:21.800]  知道嗎
[00:09:21.800 --> 00:09:24.800]  如果你英文揭錯書
[00:09:24.800 --> 00:09:26.800]  打我都覺得OK
[00:09:26.800 --> 00:09:27.800]  它說page 75
[00:09:27.800 --> 00:09:28.800]  你保持到25頁
[00:09:28.800 --> 00:09:29.800]  我當然打
[00:09:29.800 --> 00:09:32.800]  但是我覺得最不服氣的
[00:09:32.800 --> 00:09:33.800]  有一件事就是
[00:09:33.800 --> 00:09:34.800]  都打
[00:09:34.800 --> 00:09:35.800]  上體育課都打
[00:09:35.800 --> 00:09:36.800]  他說你跑得太慢
[00:09:36.800 --> 00:09:37.800]  打
[00:09:37.800 --> 00:09:39.800]  到現在我都開始勾頭
[00:09:39.800 --> 00:09:41.800]  為什麼我跑得慢一點
[00:09:41.800 --> 00:09:42.800]  都要打
[00:09:42.800 --> 00:09:43.800]  所以我覺得
[00:09:43.800 --> 00:09:45.800]  那時候不是很合理
[00:09:45.800 --> 00:09:47.800]  但是那時候真的有一個
[00:09:47.800 --> 00:09:48.800]  這樣的體罰
[00:09:48.800 --> 00:09:49.800]  是容許
[00:09:49.800 --> 00:09:50.800]  當然不是很大力
[00:09:50.800 --> 00:09:51.800]  大家放心
[00:09:51.800 --> 00:09:52.800]  不是很大力
[00:09:52.800 --> 00:09:55.800]  不過我覺得體罰
[00:09:55.800 --> 00:09:57.800]  未必一定有效
[00:09:57.800 --> 00:09:59.800]  打劫我們都是這麼頑皮
[00:09:59.800 --> 00:10:01.800]  但是反而
[00:10:01.800 --> 00:10:03.800]  去到六年班的時候
[00:10:03.800 --> 00:10:05.800]  我記得有一次的懲罰
[00:10:05.800 --> 00:10:07.800]  是校長的懲罰
[00:10:07.800 --> 00:10:09.800]  就因為我們全班
[00:10:09.800 --> 00:10:11.800]  全班一起出貓
[00:10:11.800 --> 00:10:12.800]  你知道出貓不要自己出
[00:10:12.800 --> 00:10:14.800]  自己出很蠢的
[00:10:14.800 --> 00:10:15.800]  當然全班一起出
[00:10:15.800 --> 00:10:17.800]  如果抓到就全班一起罰
[00:10:17.800 --> 00:10:18.800]  OK的
[00:10:18.800 --> 00:10:20.800]  全班一起出貓
[00:10:20.800 --> 00:10:23.800]  但是居然那次校長
[00:10:23.800 --> 00:10:26.800]  走進我們這班的班房
[00:10:26.800 --> 00:10:27.800]  沒有打我們
[00:10:27.800 --> 00:10:29.800]  因為全班不知道怎麼打
[00:10:29.800 --> 00:10:30.800]  全班
[00:10:30.800 --> 00:10:33.800]  但是他在黑板那邊寫幾個字
[00:10:33.800 --> 00:10:34.800]  這幾個字
[00:10:34.800 --> 00:10:36.800]  到我今天都沒辦法忘記
[00:10:36.800 --> 00:10:37.800]  這幾個字
[00:10:37.800 --> 00:10:39.800]  還有當時校長的景象
[00:10:39.800 --> 00:10:40.800]  校長的樣子
[00:10:40.800 --> 00:10:45.800]  他寫了靜坐思己過
[00:10:45.800 --> 00:10:47.800]  然後哭著走
[00:10:47.800 --> 00:10:48.800]  校長哭著走
[00:10:48.800 --> 00:10:49.800]  平時打到他飛起來
[00:10:49.800 --> 00:10:51.800]  校長哭著走
[00:10:51.800 --> 00:10:53.800]  因為多麼感動
[00:10:53.800 --> 00:10:54.800]  所以各位電影節目
[00:10:54.800 --> 00:10:56.800]  哭就多麼好
[00:10:56.800 --> 00:10:58.800]  眼淚是很豪華的
[00:10:58.800 --> 00:11:02.800]  至此我們全班都生成
[00:11:02.800 --> 00:11:04.800]  結果因為我們那一屆
[00:11:04.800 --> 00:11:06.800]  去考升中試
[00:11:06.800 --> 00:11:09.800]  差不多百分之九十幾的百分比
[00:11:09.800 --> 00:11:10.800]  都考進中學
[00:11:10.800 --> 00:11:12.800]  至此我們這間
[00:11:12.800 --> 00:11:14.800]  名不經傳的小學
[00:11:14.800 --> 00:11:17.800]  在荃灣就變成名校
[00:11:17.800 --> 00:11:19.800]  但是打了四年
[00:11:19.800 --> 00:11:21.800]  四年
[00:11:21.800 --> 00:11:22.800]  我們電影節目
[00:11:22.800 --> 00:11:23.800]  有時候回望
[00:11:23.800 --> 00:11:26.800]  是不是真的聖經強調體佛
[00:11:26.800 --> 00:11:28.800]  我經常都在想這個問題
[00:11:28.800 --> 00:11:30.800]  所以我特意嘗試研究
[00:11:30.800 --> 00:11:32.800]  在邊帶的字
[00:11:32.800 --> 00:11:33.800]  雖然不同的解經家
[00:11:33.800 --> 00:11:35.800]  當然有不同的說法
[00:11:35.800 --> 00:11:36.800]  但是我覺得
[00:11:36.800 --> 00:11:39.800]  反而我看完不同教導那邊的時候
[00:11:39.800 --> 00:11:41.800]  我就發覺其實聖經那邊的
[00:11:41.800 --> 00:11:45.800]  所謂好像是體佛的觀點當中
[00:11:45.800 --> 00:11:48.800]  其實真的不一定是體佛
[00:11:48.800 --> 00:11:49.800]  而是甚麼呢
[00:11:49.800 --> 00:11:51.800]  而是一些懲罰
[00:11:51.800 --> 00:11:55.800]  讓你能夠一生記住
[00:11:55.800 --> 00:11:57.800]  這個邊打
[00:11:57.800 --> 00:11:59.800]  這個校長他沒有邊打我們
[00:11:59.800 --> 00:12:00.800]  他最後一次
[00:12:00.800 --> 00:12:02.800]  自此之後沒有打過我們
[00:12:02.800 --> 00:12:04.800]  但是因為那幾個字
[00:12:04.800 --> 00:12:06.800]  因為那些眼淚
[00:12:06.800 --> 00:12:07.800]  讓我們整班
[00:12:07.800 --> 00:12:09.800]  真的很努力地讀書
[00:12:09.800 --> 00:12:11.800]  其實我們那班都算很聰明
[00:12:11.800 --> 00:12:14.800]  讀了半年書就考到中學
[00:12:14.800 --> 00:12:16.800]  三年半都沒讀過書
[00:12:16.800 --> 00:12:19.800]  到六年班就去吧
[00:12:19.800 --> 00:12:22.800]  結果差不多九十幾個百分比
[00:12:22.800 --> 00:12:24.800]  考到入中學
[00:12:24.800 --> 00:12:28.800]  在當時來說是沒有可能的情況
[00:12:28.800 --> 00:12:31.800]  但是這個校長
[00:12:31.800 --> 00:12:34.800]  我小學畢業了差不多二十五年
[00:12:34.800 --> 00:12:36.800]  二十五年畢業之後
[00:12:36.800 --> 00:12:39.800]  有一天他在太子道見到我
[00:12:39.800 --> 00:12:41.800]  我認識他
[00:12:41.800 --> 00:12:42.800]  我當然認識他
[00:12:42.800 --> 00:12:45.800]  他打了那麼多年不認識他
[00:12:45.800 --> 00:12:47.800]  他一見到我
[00:12:47.800 --> 00:12:48.800]  他說何之敵
[00:12:48.800 --> 00:12:50.800]  嚇到我
[00:12:50.800 --> 00:12:53.800]  難道我真是五十年不變
[00:12:53.800 --> 00:12:56.800]  通常校長記得學生
[00:12:56.800 --> 00:12:57.800]  一是最壞
[00:12:57.800 --> 00:12:59.800]  一是最乖
[00:12:59.800 --> 00:13:00.800]  大家覺得我最壞
[00:13:00.800 --> 00:13:02.800]  最乖你們決定
[00:13:02.800 --> 00:13:03.800]  所以你會發覺
[00:13:03.800 --> 00:13:04.800]  沒有可能的事
[00:13:04.800 --> 00:13:06.800]  管教的方式
[00:13:06.800 --> 00:13:07.800]  沒錯
[00:13:07.800 --> 00:13:09.800]  有時是嚴厲
[00:13:09.800 --> 00:13:10.800]  但是這個嚴厲
[00:13:10.800 --> 00:13:11.800]  我覺得聖經裡
[00:13:11.800 --> 00:13:13.800]  不一定是邊打
[00:13:13.800 --> 00:13:14.800]  但是這個嚴厲
[00:13:14.800 --> 00:13:16.800]  是讓我們記得
[00:13:16.800 --> 00:13:19.800]  原來這個過程裡
[00:13:19.800 --> 00:13:21.800]  它讓我們能夠看得到
[00:13:21.800 --> 00:13:22.800]  我的人生
[00:13:22.800 --> 00:13:24.800]  不是活在昔日
[00:13:24.800 --> 00:13:27.800]  那種的人生當中
[00:13:27.800 --> 00:13:28.800]  所以這個方式
[00:13:28.800 --> 00:13:31.800]  我覺得不一定是體罰
[00:13:31.800 --> 00:13:34.800]  而是一種的過程
[00:13:34.800 --> 00:13:35.800]  而這個過程
[00:13:35.800 --> 00:13:37.800]  是令我們能夠永遠記得
[00:13:37.800 --> 00:13:38.800]  所以到今天
[00:13:38.800 --> 00:13:40.800]  我真的不會忘記
[00:13:40.800 --> 00:13:41.800]  那幾個黑板
[00:13:41.800 --> 00:13:42.800]  那幾個字
[00:13:42.800 --> 00:13:45.800]  那時候已經是下午六點多的時候
[00:13:45.800 --> 00:13:46.800]  我們佛樓堂
[00:13:46.800 --> 00:13:48.800]  佛樓堂他寫這幾個字
[00:13:48.800 --> 00:13:49.800]  所以頂智慧
[00:13:49.800 --> 00:13:51.800]  我們的神的管教
[00:13:51.800 --> 00:13:53.800]  其實透過這個校長
[00:13:53.800 --> 00:13:56.800]  我看到她的那份愛
[00:13:56.800 --> 00:13:57.800]  我們只是十幾歲
[00:13:57.800 --> 00:13:59.800]  十幾十二三歲
[00:13:59.800 --> 00:14:01.800]  一個修女
[00:14:01.800 --> 00:14:03.800]  她終身教育
[00:14:03.800 --> 00:14:05.800]  她九個多歲才離開世界
[00:14:05.800 --> 00:14:06.800]  我都有去修道院探過她
[00:14:06.800 --> 00:14:08.800]  她離世之前
[00:14:08.800 --> 00:14:10.800]  當時她都不記得我
[00:14:10.800 --> 00:14:11.800]  原因是什麼呢
[00:14:11.800 --> 00:14:13.800]  因為她已經忘記了一切
[00:14:13.800 --> 00:14:14.800]  因為她可能已經是
[00:14:14.800 --> 00:14:15.800]  老人癡呆症
[00:14:15.800 --> 00:14:16.800]  不記得一切
[00:14:16.800 --> 00:14:17.800]  每個人都不記得一切
[00:14:17.800 --> 00:14:19.800]  但是上帝使用了她
[00:14:19.800 --> 00:14:21.800]  人生的過程中
[00:14:21.800 --> 00:14:23.800]  幫助我們這班人
[00:14:23.800 --> 00:14:25.800]  能夠成長
[00:14:25.800 --> 00:14:27.800]  透過她的管教
[00:14:27.800 --> 00:14:29.800]  而同樣上帝的管教一樣
[00:14:29.800 --> 00:14:31.800]  所以當上帝有管教的時候
[00:14:31.800 --> 00:14:33.800]  我們不要馬上打退堂鼓
[00:14:33.800 --> 00:14:34.800]  但我還問上帝
[00:14:34.800 --> 00:14:35.800]  你是不是真的
[00:14:35.800 --> 00:14:36.800]  我怎麼會這樣
[00:14:36.800 --> 00:14:37.800]  怎麼會這樣
[00:14:37.800 --> 00:14:38.800]  對的
[00:14:38.800 --> 00:14:39.800]  我們未必開心
[00:14:39.800 --> 00:14:41.800]  不過我們這樣想
[00:14:41.800 --> 00:14:42.800]  可能這個管教
[00:14:42.800 --> 00:14:44.800]  正正是帶出了
[00:14:44.800 --> 00:14:46.800]  上帝對我們的愛
[00:14:46.800 --> 00:14:47.800]  為什麼呢
[00:14:47.800 --> 00:14:48.800]  為什麼
[00:14:48.800 --> 00:14:50.800]  因為管教的對象
[00:14:50.800 --> 00:14:52.800]  這個聖經我覺得很清楚
[00:14:52.800 --> 00:14:53.800]  管教的對象
[00:14:53.800 --> 00:14:54.800]  第五節已經說了
[00:14:54.800 --> 00:14:56.800]  我兒
[00:14:56.800 --> 00:14:57.800]  去到第七節
[00:14:57.800 --> 00:14:58.800]  他說
[00:14:58.800 --> 00:15:00.800]  今天我管教你
[00:15:00.800 --> 00:15:01.800]  是因為待你們
[00:15:01.800 --> 00:15:04.800]  如同自己的兒子
[00:15:04.800 --> 00:15:05.800]  大家明白我的意思嗎
[00:15:05.800 --> 00:15:06.800]  他說
[00:15:06.800 --> 00:15:08.800]  我待你們如同待兒子
[00:15:08.800 --> 00:15:10.800]  這個兒子是一個眾數
[00:15:10.800 --> 00:15:11.800]  就是說
[00:15:11.800 --> 00:15:13.800]  神愛我們是一個眾數
[00:15:13.800 --> 00:15:14.800]  每一個在神裡面
[00:15:14.800 --> 00:15:16.800]  認識耶穌基督的人
[00:15:16.800 --> 00:15:18.800]  我們已經是屬於神的兒女
[00:15:18.800 --> 00:15:19.800]  所以今天你隔壁那個
[00:15:19.800 --> 00:15:21.800]  也是神的兒女
[00:15:21.800 --> 00:15:22.800]  你跟隔壁的人
[00:15:22.800 --> 00:15:23.800]  也是神的兒女
[00:15:23.800 --> 00:15:24.800]  我們有這個身份
[00:15:24.800 --> 00:15:25.800]  這個是眾數
