
[00:00:00.000 --> 00:00:02.240]  先讓我們在聆聽主的說話
[00:02:25.040 --> 00:02:29.600]  在前面我們從第六節到第八節的裏面
[00:02:29.600 --> 00:02:32.320]  我們看到一個現象
[00:02:32.320 --> 00:02:35.440]  就是在這個世界當中
[00:02:35.440 --> 00:02:39.880]  很多人很懂得說很多的說話來討好你
[00:02:39.880 --> 00:02:41.800]  你喜歡聽的東西
[00:02:41.800 --> 00:02:43.760]  他就會提供給你聽
[00:02:43.760 --> 00:02:47.240]  甚至你不想投入的事情
[00:02:47.240 --> 00:02:49.920]  他也都可以被重奏輕地
[00:02:49.920 --> 00:02:53.360]  說一些你不需要有多少投入的事情
[00:02:53.800 --> 00:02:55.840]  這些現象其實
[00:02:55.840 --> 00:02:59.160]  我們現在這個資訊世界特別
[00:02:59.160 --> 00:03:02.480]  我們所謂的社交網絡
[00:03:02.480 --> 00:03:03.800]  social media
[00:03:03.800 --> 00:03:08.800]  流行的世界就最典型明白顯露出來
[00:03:08.800 --> 00:03:13.880]  你留意一下看無論在今天所看的所謂YouTube也好
[00:03:13.880 --> 00:03:15.800]  你看的TikTok也好
[00:03:15.800 --> 00:03:17.320]  你看的X也好
[00:03:17.320 --> 00:03:18.920]  你看的Flash也好
[00:03:18.920 --> 00:03:21.200]  你看所有的Instagram也好
[00:03:21.200 --> 00:03:23.520]  點出名的東西
[00:03:23.800 --> 00:03:25.000]  你都會看到
[00:03:25.000 --> 00:03:28.920]  只要你開著電話
[00:03:28.920 --> 00:03:30.240]  開著電腦
[00:03:30.240 --> 00:03:33.600]  他就會灌輸一些你喜歡聽的東西
[00:03:33.600 --> 00:03:35.080]  他不需要是真實的
[00:03:35.080 --> 00:03:36.680]  他只需要你喜歡
[00:03:36.680 --> 00:03:39.040]  你就會很自然被吸引下去
[00:03:39.040 --> 00:03:41.360]  在這樣的狀態之下
[00:03:41.360 --> 00:03:44.600]  他就會在模型當中
[00:03:44.600 --> 00:03:48.520]  藉著你的收看賺到很多的金錢
[00:03:48.520 --> 00:03:50.880]  所以當我們看回
[00:03:51.040 --> 00:03:56.280]  這段聖經哥羅西書第二章第六至第八節的時候
[00:03:56.280 --> 00:04:00.720]  保羅很清楚提醒哥羅西教會
[00:04:00.720 --> 00:04:04.640]  你們必須要非常之小心
[00:04:04.640 --> 00:04:07.920]  我們活在這個世界的上面
[00:04:07.920 --> 00:04:11.640]  縱使你是信了主之後
[00:04:11.640 --> 00:04:19.400]  你不會是免疫於這個世界對你的吸引
[00:04:19.880 --> 00:04:21.440]  所以在特別第八節
[00:04:21.440 --> 00:04:24.560]  第八節在和合本聖經裡面說
[00:04:24.560 --> 00:04:26.120]  我們要謹慎
[00:04:26.120 --> 00:04:30.120]  恐怕有人用他的理學和虛空的妄言
[00:04:30.120 --> 00:04:31.920]  不照著基督
[00:04:31.920 --> 00:04:35.240]  乃照著人間的遺傳和世上的小學
[00:04:35.240 --> 00:04:37.400]  就把你們老去
[00:04:37.400 --> 00:04:40.720]  我們強調了老去這個字眼
[00:04:40.720 --> 00:04:45.320]  是你很不由自主地被吸引拿開了
[00:04:45.320 --> 00:04:46.800]  他用什麼手法呢
[00:04:47.000 --> 00:04:51.760]  和合本和原文希臘文版本最大的分別
[00:04:51.760 --> 00:04:55.280]  就在次序上有些不同
[00:04:55.280 --> 00:04:56.840]  在和合本上面
[00:04:56.840 --> 00:05:00.560]  他會將有一句說話擺前了很多
[00:05:00.560 --> 00:05:03.240]  就是不照著基督
[00:05:03.240 --> 00:05:04.560]  你會留意到
[00:05:04.560 --> 00:05:09.440]  他緊接恐怕有人用理學和虛空的妄言
[00:05:09.440 --> 00:05:11.880]  馬上就說不照著基督
[00:05:11.880 --> 00:05:14.320]  在原文聖經裡面的次序
[00:05:14.320 --> 00:05:16.560]  不照著基督這個說話
[00:05:16.560 --> 00:05:18.560]  是擺到最後
[00:05:18.560 --> 00:05:23.960]  乃照著人間的遺傳和世上的小學的最後
[00:05:23.960 --> 00:05:28.520]  換句話說
[00:05:28.520 --> 00:05:32.160]  保羅當他寫這封信的時候
[00:05:32.160 --> 00:05:34.800]  提醒教會每一個信徒
[00:05:34.800 --> 00:05:37.160]  在這個世界裡面
[00:05:37.160 --> 00:05:40.040]  很多人用很多花言巧語
[00:05:40.040 --> 00:05:43.720]  去擄掠你的生命
[00:05:44.480 --> 00:05:46.720]  他什麼方法都會做
[00:05:46.720 --> 00:05:50.080]  只要你適合聽的說話他就會說
[00:05:50.080 --> 00:05:53.760]  但最不適合聽的就擺在最後
[00:05:53.760 --> 00:05:55.800]  什麼是最不適合聽的
[00:05:55.800 --> 00:05:58.160]  基督就是最不適合聽的
[00:05:58.160 --> 00:06:00.560]  在這個世界很多人經常說
[00:06:00.560 --> 00:06:01.920]  你說耶穌
[00:06:01.920 --> 00:06:04.000]  其實一聽這句說話
[00:06:04.000 --> 00:06:04.920]  廣東話
[00:06:04.920 --> 00:06:09.240]  你說耶穌其實是很強烈的反感
[00:06:09.240 --> 00:06:12.160]  就是說什麼意思呢
[00:06:12.520 --> 00:06:14.360]  耶穌的事情你不要告訴我
[00:06:14.360 --> 00:06:16.240]  為什麼耶穌的事情不要說
[00:06:16.240 --> 00:06:20.160]  因為耶穌說的事情是針對人的罪性來講
[00:06:20.160 --> 00:06:22.760]  人們是不喜歡聽的
[00:06:22.760 --> 00:06:24.880]  但人們喜歡聽什麼
[00:06:24.880 --> 00:06:26.840]  信義的東西
[00:06:26.840 --> 00:06:29.000]  信義的是什麼
[00:06:29.000 --> 00:06:33.200]  說一些你喜歡聽的古靈精怪的東西
[00:06:33.200 --> 00:06:34.880]  皮毛的東西
[00:06:34.880 --> 00:06:38.680]  好像他很懂得世界原始的事情
[00:06:38.680 --> 00:06:41.360]  所以說一些小學
[00:06:41.360 --> 00:06:44.600]  小學這個字眼在原文不是小學
[00:06:44.600 --> 00:06:47.080]  小學 primary school 的意思
[00:06:47.080 --> 00:06:49.880]  是說一些很飄渺
[00:06:49.880 --> 00:06:52.600]  好像很原始的東西
[00:06:52.600 --> 00:06:54.480]  用英文說
[00:06:54.480 --> 00:06:55.880]  他說 matter
[00:06:55.880 --> 00:06:58.320]  matter 你明白什麼嗎
[00:06:58.320 --> 00:07:00.200]  最原始的東西
[00:07:00.200 --> 00:07:02.360]  你說穆斯林我也不知道
[00:07:02.360 --> 00:07:04.000]  你有沒有具體的例子說
[00:07:04.000 --> 00:07:08.480]  今天什麼人很喜歡說一些微小的原始的東西
[00:07:08.480 --> 00:07:09.880]  DNA
[00:07:12.040 --> 00:07:13.600]  幹細胞
[00:07:13.600 --> 00:07:16.680]  這些很耳熟
[00:07:16.680 --> 00:07:18.320]  為什麼呢
[00:07:18.320 --> 00:07:20.320]  這些東西說了之後
[00:07:20.320 --> 00:07:22.840]  說了之後你聽完以為自己懂
[00:07:22.840 --> 00:07:24.080]  其實對你沒有影響
[00:07:24.080 --> 00:07:26.760]  但是如果說基督就不同了
[00:07:26.760 --> 00:07:30.120]  基督每樣東西都是針對你的罪性
[00:07:30.120 --> 00:07:32.960]  回教會很多人
[00:07:32.960 --> 00:07:35.880]  尤其是有些牧者
[00:07:35.880 --> 00:07:39.280]  他明白人性是這樣的時候
[00:07:40.120 --> 00:07:41.560]  他不忠於上帝
[00:07:41.560 --> 00:07:43.680]  於是乎他就說一些你喜歡聽的東西
[00:07:43.680 --> 00:07:46.680]  信義的東西
[00:07:46.680 --> 00:07:48.440]  讚頌你的東西
[00:07:48.440 --> 00:07:49.600]  他就說盡
[00:07:49.600 --> 00:07:52.560]  但是如果一說到罪的問題
[00:07:52.560 --> 00:07:54.760]  說到死的問題
[00:07:54.760 --> 00:07:55.800]  他就不說
[00:07:55.800 --> 00:07:57.960]  因為這些是難堪的人
[00:07:57.960 --> 00:07:59.960]  是趕客的
[00:07:59.960 --> 00:08:04.920]  不過真正信主的人一定要說到這些題目
[00:08:04.920 --> 00:08:07.080]  因為信主的人一定要面對自己的罪
[00:08:07.080 --> 00:08:09.640]  而這個正正是創世紀開始
[00:08:09.640 --> 00:08:10.440]  已經說
[00:08:10.440 --> 00:08:12.440]  人因為犯了罪
[00:08:12.440 --> 00:08:14.120]  在罪的當中
[00:08:14.120 --> 00:08:17.520]  上帝不忍見人在這樣的狀態之下
[00:08:17.520 --> 00:08:19.520]  需要處理他
[00:08:19.520 --> 00:08:23.360]  在這些種種的背景之下
[00:08:23.360 --> 00:08:26.320]  保羅提出了這個警醒
[00:08:26.320 --> 00:08:28.880]  這個就是我們上文所看的
[00:08:28.880 --> 00:08:31.480]  但是知道這一切
[00:08:31.480 --> 00:08:35.240]  這個世界種種的古古惑惑的做法
[00:08:37.000 --> 00:08:42.880]  那你應該怎樣真的能夠回到上帝的裡面
[00:08:42.880 --> 00:08:45.160]  可以成為一個新造的人
[00:08:45.160 --> 00:08:46.680]  可以成為一個
[00:08:46.680 --> 00:08:50.440]  可以和基督耶穌一同死
[00:08:50.440 --> 00:08:52.080]  同一同埋葬
[00:08:52.080 --> 00:08:54.080]  以至於可以再次復活
[00:08:54.080 --> 00:08:56.080]  有生命的盼望呢
[00:08:56.080 --> 00:08:58.280]  保羅就在今天這段聖經
[00:08:58.280 --> 00:09:02.000]  從第九節開始解釋
[00:09:02.000 --> 00:09:04.000]  所以在和合本裡面
[00:09:04.000 --> 00:09:06.320]  就介紹了一個很重要的字眼
[00:09:06.320 --> 00:09:07.520]  人們認為
[00:09:07.520 --> 00:09:09.200]  因為什麼東西
[00:09:09.200 --> 00:09:13.720]  我們才和這個世界的做法不同
[00:09:13.720 --> 00:09:14.240]  沒錯
[00:09:14.240 --> 00:09:16.080]  你可能在這個世界裡面
[00:09:16.080 --> 00:09:19.640]  你和人可以打交道打得非常好
[00:09:19.640 --> 00:09:22.040]  你可以在這個短短的人生裡面
[00:09:22.040 --> 00:09:23.280]  和人打交道
[00:09:23.280 --> 00:09:24.320]  討人喜悅
[00:09:24.320 --> 00:09:27.200]  然後可以在當中賺取到很多利益
[00:09:27.200 --> 00:09:28.160]  沒錯
[00:09:28.160 --> 00:09:29.720]  這個真的是事實
[00:09:29.720 --> 00:09:33.480]  我不怕說我以前在香港做會計的時候
[00:09:34.520 --> 00:09:36.880]  我的老闆就是我的上司
[00:09:36.880 --> 00:09:37.800]  都和我說
[00:09:37.800 --> 00:09:39.000]  我在做數的時候
[00:09:39.000 --> 00:09:42.080]  我發覺有些數是不清楚的時候
[00:09:42.080 --> 00:09:43.200]  我和他說
[00:09:43.200 --> 00:09:46.000]  我說這些是什麼數來的老闆
[00:09:46.000 --> 00:09:49.200]  因為我做下去我簽名的
[00:09:49.200 --> 00:09:50.880]  他只是說了一句
[00:09:50.880 --> 00:09:52.080]  你不知道這麼多東西
[00:09:52.080 --> 00:09:54.200]  你照做就行了
[00:09:54.200 --> 00:09:55.880]  我說你如果要我照做
[00:09:55.880 --> 00:09:59.880]  不如你簽名吧
[00:09:59.880 --> 00:10:01.160]  他馬上翻臉
[00:10:01.160 --> 00:10:03.520]  在辦公室那裡罵到全層樓
[00:10:03.520 --> 00:10:05.920]  全個辦公室都知道
[00:10:05.920 --> 00:10:09.720]  說我不合作
[00:10:09.720 --> 00:10:12.760]  你如果和他合作
[00:10:12.760 --> 00:10:16.200]  那條數可以有百幾二百萬可以拿回來
[00:10:16.200 --> 00:10:20.840]  自己同事自己慢慢用
[00:10:20.840 --> 00:10:21.880]  所以你看看
[00:10:21.880 --> 00:10:23.040]  在這個世界上面
[00:10:23.040 --> 00:10:26.040]  基督徒處事和這個世界的人處事
[00:10:26.040 --> 00:10:28.680]  其實是截然不同的
[00:10:28.680 --> 00:10:29.600]  怎樣不同
[00:10:29.600 --> 00:10:30.400]  就是這段
[00:10:30.400 --> 00:10:34.520]  從第九節開始的「因為」要解釋給我們知道
[00:10:34.520 --> 00:10:37.160]  好了 不如我們一起回到這段聖經
[00:10:37.160 --> 00:10:38.640]  我們讀讀好嗎
[00:10:38.640 --> 00:10:41.440]  Joe剛才字正腔圓
[00:10:41.440 --> 00:10:42.960]  我們讀了一次
[00:10:42.960 --> 00:10:47.280]  我們再次自己讀讀熟悉這段經文
[00:10:47.280 --> 00:10:48.680]  說些什麼內容
[00:10:48.680 --> 00:10:50.640]  好 請大家一起打開
[00:10:50.640 --> 00:10:52.160]  《哥羅西書》第二章
[00:10:52.160 --> 00:10:54.720]  從第六節到第十五節
[00:10:54.720 --> 00:10:57.680]  我們一起再讀一次
[00:10:57.680 --> 00:10:59.760]  找到一張我一起讀
[00:10:59.760 --> 00:11:04.240]  你們既然接受了主基督耶穌
[00:11:04.240 --> 00:11:06.760]  就當遵行而行
[00:11:06.760 --> 00:11:10.040]  在他裡面生根建造
[00:11:10.040 --> 00:11:11.880]  信心堅固
[00:11:11.880 --> 00:11:14.880]  正如你們所領的教訓
[00:11:14.880 --> 00:11:18.560]  感謝的心也更增長了
[00:11:18.560 --> 00:11:20.680]  你們要謹慎
[00:11:20.680 --> 00:11:25.800]  恐怕有人用他的理學和虛空的妄言
[00:11:25.800 --> 00:11:30.280]  不照著基督乃照人間的遺傳
[00:11:30.280 --> 00:11:32.480]  和世上的小學
[00:11:32.480 --> 00:11:35.000]  就把你們擄去
[00:11:35.000 --> 00:11:38.880]  因為神本性一切的封城
[00:11:38.880 --> 00:11:44.040]  都有形 有體地居住在基督裡面
[00:11:44.040 --> 00:11:48.680]  你們在他裡面也得了封城
[00:11:48.680 --> 00:11:53.520]  他是各樣執政掌權者的元首
[00:11:53.520 --> 00:11:56.480]  你們在他裡面也受了
[00:11:56.480 --> 00:11:59.840]  不是人手所行的割禮
[00:11:59.840 --> 00:12:05.360]  乃是基督使你們脫去肉體情慾的割禮
[00:12:05.360 --> 00:12:09.200]  你們既受洗與他一同埋葬
[00:12:09.200 --> 00:12:12.920]  也就在此與他一同復活
[00:12:12.920 --> 00:12:18.520]  都因信那叫他從死裡復活神的功用
[00:12:18.520 --> 00:12:23.280]  你們從前在過犯和未受割禮的肉體中
[00:12:23.280 --> 00:12:24.560]  死了
[00:12:24.560 --> 00:12:28.040]  神赦免了你們一切過犯
[00:12:28.040 --> 00:12:31.960]  便叫你們與基督一同活過來
[00:12:31.960 --> 00:12:35.560]  猶圖沒了在律例上所寫
[00:12:35.560 --> 00:12:39.880]  攻擊我們 有礙於我們的自具
[00:12:39.880 --> 00:12:43.960]  把他撤去 釘在十字架上
[00:12:43.960 --> 00:12:48.480]  既將一切執政的掌權的老來
[00:12:48.480 --> 00:12:55.240]  明顯給眾人看 就像著十字架跨勝
[00:12:55.240 --> 00:13:01.080]  上週我們過了復活節的節期
[00:13:01.080 --> 00:13:05.080]  讓我們一起思想基督耶穌的復活
[00:13:05.080 --> 00:13:09.440]  在這個世界有人說復活是真的嗎?
[00:13:09.440 --> 00:13:11.120]  吹水而已
[00:13:11.120 --> 00:13:12.960]  騙人而已
[00:13:12.960 --> 00:13:16.200]  死了怎麼會復活呢?
[00:13:16.200 --> 00:13:24.200]  沒錯 死了的人根本是不會復活的
[00:13:24.200 --> 00:13:26.160]  是不是呢?
[00:13:26.160 --> 00:13:28.960]  這種說法就是我們先前所說的
[00:13:28.960 --> 00:13:33.120]  這些世上的小學
[00:13:33.120 --> 00:13:36.440]  人從創造的時候
[00:13:36.440 --> 00:13:40.360]  很清楚地告訴我們一件事
[00:13:40.360 --> 00:13:44.280]  人不是只有軀殼
[00:13:44.280 --> 00:13:50.520]  不是只有短短幾十年的時間
[00:13:50.520 --> 00:13:52.800]  因為神造人的時候
[00:13:52.800 --> 00:13:57.480]  有將神的靈擺在人的裡面
[00:13:57.480 --> 00:14:02.680]  人的靈和神的靈是同樣的靈
[00:14:02.680 --> 00:14:07.200]  所以神的靈是永恆的話
[00:14:07.200 --> 00:14:10.600]  人的靈也是永恆的
[00:14:10.600 --> 00:14:12.320]  困惑點就在這裡
[00:14:12.320 --> 00:14:14.160]  因為人犯了罪之後
[00:14:14.160 --> 00:14:16.840]  這個身體被敗壞
[00:14:16.840 --> 00:14:21.800]  而這個靈也同樣開始被侵蝕
[00:14:21.800 --> 00:14:23.440]  所以在聖經裡面
[00:14:23.440 --> 00:14:26.920]  包括誕耳理書裡面講得很清楚
[00:14:26.920 --> 00:14:31.240]  原來人無論你信主好不信主好
[00:14:31.240 --> 00:14:34.600]  你最終都會復活的
[00:14:34.600 --> 00:14:39.040]  不過你的復活有不同之處
[00:14:39.040 --> 00:14:42.040]  當人如果相信上帝罪得赦免
[00:14:42.040 --> 00:14:44.240]  我們稍後會說
[00:14:44.240 --> 00:14:47.720]  上帝就會給他一個新的身體
[00:14:47.720 --> 00:14:50.560]  一個不扭壞的身體
[00:14:50.560 --> 00:14:54.080]  是可以活在永恆裡面的
[00:14:54.080 --> 00:14:57.200]  如一個不信主的人
[00:14:57.200 --> 00:14:59.080]  人死如燈滅
[00:14:59.080 --> 00:15:01.640]  No, this is not the right thing
[00:15:01.640 --> 00:15:02.920]  這個不是事實
[00:15:02.920 --> 00:15:04.680]  因為人間講出來
[00:15:04.680 --> 00:15:07.200]  讓你容易聽
[00:15:07.200 --> 00:15:11.160]  一了百了
[00:15:11.160 --> 00:15:12.680]  原來聖經告訴他
[00:15:12.680 --> 00:15:14.440]  人縱使你不信主也好
[00:15:14.440 --> 00:15:16.360]  同樣會復活
[00:15:16.360 --> 00:15:18.280]  上帝會給你一個新的身體
[00:15:18.280 --> 00:15:21.440]  那個是原本會扭壞的身體
[00:15:21.440 --> 00:15:22.440]  你說是嗎
[00:15:22.440 --> 00:15:24.840]  穆斯林我不擔心
[00:15:24.840 --> 00:15:26.120]  我火化的
[00:15:26.120 --> 00:15:27.480]  我燒了
[00:15:27.480 --> 00:15:29.320]  或者我埋葬了
[00:15:29.320 --> 00:15:31.040]  化了水
[00:15:31.040 --> 00:15:31.880]  你不用擔心
[00:15:31.880 --> 00:15:34.240]  上帝會給你那個原本的你
[00:15:34.240 --> 00:15:35.360]  你說怎樣
[00:15:35.360 --> 00:15:37.160]  這個上帝的工作不到你說
[00:15:37.160 --> 00:15:38.920]  因為他是你的創造主
[00:15:38.920 --> 00:15:42.240]  他有辦法將舊的身體給你
[00:15:42.240 --> 00:15:44.680]  但當你用舊的身體去復活的時候
[00:15:44.680 --> 00:15:47.960]  你就會在復活過後被審判
[00:15:47.960 --> 00:15:51.840]  然後去承受你所擔當的罪
[00:15:51.840 --> 00:15:54.520]  是甚麼懲罰
[00:15:54.520 --> 00:15:56.920]  我們基督徒為甚麼要傳福音告訴別人
[00:15:56.920 --> 00:15:58.240]  最主要的原因就是
[00:15:58.240 --> 00:16:02.080]  我們不想看到人在這樣的光景
[00:16:02.080 --> 00:16:04.840]  而且是一個永恆的事情
[00:16:04.840 --> 00:16:06.040]  更重要的一件事是
[00:16:06.040 --> 00:16:07.320]  因為我們看到
[00:16:07.320 --> 00:16:13.120]  上帝的心意是讓人活在他裡面有永恆的享受
[00:16:13.120 --> 00:16:15.200]  在上帝的創造裡面
[00:16:15.200 --> 00:16:19.760]  能夠反映出神的創造的榮美
[00:16:19.760 --> 00:16:20.960]  那些不信的
[00:16:20.960 --> 00:16:24.280]  或者傳一些想你不信主的人
[00:16:24.280 --> 00:16:25.960]  他因為容易
[00:16:25.960 --> 00:16:27.440]  你也覺得很容易
[00:16:27.440 --> 00:16:28.480]  所以我不信主
[00:16:28.480 --> 00:16:30.240]  所以我就可以很自由
[00:16:30.240 --> 00:16:32.120]  做甚麼都可以
[00:16:32.120 --> 00:16:33.520]  是 你可以做甚麼都可以
[00:16:33.520 --> 00:16:35.480]  上帝也可以做甚麼都可以
[00:16:35.480 --> 00:16:38.760]  但是到上帝做甚麼都可以的時候
[00:16:38.760 --> 00:16:42.440]  就不到你去選擇
[00:16:42.440 --> 00:16:48.520]  保羅在這裡提醒了哥羅西書的教會
[00:16:48.520 --> 00:16:50.040]  讓哥羅西教會的人
[00:16:50.040 --> 00:16:53.600]  他明白到有這麼大的吸引力
[00:16:53.600 --> 00:16:55.280]  那不如回來
[00:16:55.280 --> 00:16:56.040]  我們看一下
[00:16:56.040 --> 00:17:00.280]  上帝怎樣扭轉這個人會死亡的局面
[00:17:00.280 --> 00:17:04.120]  而怎樣帶來一個新的生命盼望給我們看
[00:17:04.120 --> 00:17:06.240]  第九節至第十五節
[00:17:06.240 --> 00:17:11.880]  這裡上帝透過保羅這個過來人
[00:17:11.880 --> 00:17:15.760]  去介紹基督耶穌這位主
[00:17:15.760 --> 00:17:19.440]  是怎樣為你和我這些相信上帝的人
[00:17:19.440 --> 00:17:21.480]  肯認罪悔改的人
[00:17:21.480 --> 00:17:24.880]  進入一個超脫的人生
[00:17:24.880 --> 00:17:30.080]  是和我們一般世上所有其他人所傳的信息
[00:17:30.080 --> 00:17:32.440]  是截然不同的
[00:17:32.440 --> 00:17:35.160]  是脫離開他們所看的人生
[00:17:35.160 --> 00:17:39.480]  進入一個上帝創造人的人生
[00:17:39.480 --> 00:17:40.440]  說甚麼呢
[00:17:40.440 --> 00:17:42.160]  所以一開始在這裡說
[00:17:42.160 --> 00:17:46.000]  因為神的本性
[00:17:46.000 --> 00:17:47.680]  一切的豐盛
[00:17:47.680 --> 00:17:53.800]  都有形有體地居住在基督裡面
[00:17:53.800 --> 00:17:56.560]  因為基督是上帝的兒子
[00:17:56.560 --> 00:18:01.720]  祂來到這個世界的上面
[00:18:01.720 --> 00:18:05.440]  祂就將上帝的豐盛
[00:18:05.440 --> 00:18:09.400]  以一個實體形式展現出來
[00:18:09.400 --> 00:18:13.920]  放在你和我的面前
[00:18:13.920 --> 00:18:16.120]  請留意這句說話
[00:18:16.120 --> 00:18:19.240]  這個實體是上帝豐盛
[00:18:19.240 --> 00:18:22.320]  豐盛這個字眼可以解釋為
[00:18:22.320 --> 00:18:26.960]  完完整整上帝的神聖
[00:18:26.960 --> 00:18:30.720]  上帝是看不見的靈
[00:18:30.720 --> 00:18:32.840]  看不見我就不用相信
[00:18:32.840 --> 00:18:34.280]  看不見即是沒有
[00:18:34.280 --> 00:18:34.880]  是不是
[00:18:34.880 --> 00:18:35.560]  不是
[00:18:35.560 --> 00:18:36.800]  很多東西你都看不見
[00:18:36.800 --> 00:18:38.200]  空氣你都看不見
[00:18:38.200 --> 00:18:39.960]  氧氣你都看不見
[00:18:39.960 --> 00:18:41.760]  就算大氣電波
[00:18:41.760 --> 00:18:43.240]  大興子媒網上的
[00:18:43.240 --> 00:18:45.240]  現在你在看直播
[00:18:45.240 --> 00:18:49.760]  我們的直播都是用網上看不到的東西
[00:18:49.760 --> 00:18:52.320]  叫電波
[00:18:52.320 --> 00:18:55.040]  在傳遞給你
[00:18:55.040 --> 00:18:57.240]  所以有一點邏輯的人
[00:18:57.240 --> 00:19:00.040]  你都會明白
[00:19:00.040 --> 00:19:03.440]  看不到不代表不存在
[00:19:03.440 --> 00:19:06.640]  但是上帝將一個看不到
[00:19:06.640 --> 00:19:10.920]  用人看不到的神
[00:19:10.920 --> 00:19:14.680]  以一個實體的耶穌展現在這個世界裡面
[00:19:14.680 --> 00:19:17.040]  二千多年前祂來到這個世界裡面
[00:19:17.040 --> 00:19:18.480]  展現給我們看
[00:19:18.480 --> 00:19:21.240]  上帝是怎麼想的
[00:19:21.240 --> 00:19:22.720]  我的女兒剛剛結婚
[00:19:22.720 --> 00:19:23.680]  今晚擺酒
[00:19:23.680 --> 00:19:26.920]  大興子媒請準時到
[00:19:26.920 --> 00:19:31.280]  聊聊天也好
[00:19:31.280 --> 00:19:34.080]  在很多的事情裡面
[00:19:34.080 --> 00:19:39.240]  上帝享受的是你跟祂的交心
[00:19:39.240 --> 00:19:41.840]  一個好的婚禮
[00:19:41.840 --> 00:19:47.000]  不是搞得多麼堂皇
[00:19:47.000 --> 00:19:54.360]  而是你跟賓客是不是有交往
[00:19:54.360 --> 00:20:00.360]  所以昨天祂叫我去借飯禱告
[00:20:00.360 --> 00:20:02.200]  我強調的是一班
[00:20:02.200 --> 00:20:08.240]  所有家人和朋友的關係的建立交心
[00:20:08.240 --> 00:20:11.560]  在藉著一個婚姻的成立
[00:20:11.560 --> 00:20:15.360]  而建立一個更穩固的關係
[00:20:15.360 --> 00:20:17.080]  我用了一個字眼
[00:20:17.080 --> 00:20:19.600]  Bondage
[00:20:19.600 --> 00:20:21.120]  大興子媒
[00:20:21.120 --> 00:20:26.280]  上帝是想我們跟祂建立一個關係
[00:20:26.280 --> 00:20:28.440]  所以我們看不到祂
[00:20:28.440 --> 00:20:34.000]  祂就展現給我們出來去看
[00:20:34.000 --> 00:20:36.120]  就用了耶穌基督
[00:20:36.120 --> 00:20:39.880]  顯然是將上帝原原本本的屬性
[00:20:39.880 --> 00:20:40.800]  就是這裡所說的
[00:20:40.800 --> 00:20:44.080]  上帝的本性一切的豐盛
[00:20:44.080 --> 00:20:46.480]  一個原備的上帝
