
[00:00:00.000 --> 00:00:09.000]  有時我們都會喜歡用聖經的金句作為我們人生的座右銘
[00:03:21.000 --> 00:03:24.000]  針研一些很濃縮的金句、佳句
[00:03:24.000 --> 00:03:27.000]  去嘗試在當中學習一些功課
[00:03:27.000 --> 00:03:28.000]  特別學習的就是
[00:03:28.000 --> 00:03:30.000]  我們可以怎樣信靠主
[00:03:30.000 --> 00:03:34.000]  以至得到主的指引
[00:03:34.000 --> 00:03:35.000]  好了
[00:03:35.000 --> 00:03:36.000]  在這裡我們看見第五節
[00:03:36.000 --> 00:03:41.000]  那裡說你要專心仰賴耶和華不可依靠自己的聰明
[00:03:41.000 --> 00:03:44.000]  當我們看見這一節的下半節
[00:03:44.000 --> 00:03:46.000]  不可依靠自己的聰明的時候
[00:03:46.000 --> 00:03:49.000]  有時候我們會衍生一種錯誤的想法
[00:03:49.000 --> 00:03:52.000]  就以為人可能不是很聰明
[00:03:52.000 --> 00:03:54.000]  沒什麼聰明
[00:03:54.000 --> 00:03:57.000]  可能我們有一種這樣的誤解
[00:03:57.000 --> 00:03:59.000]  但是如果你問我
[00:03:59.000 --> 00:04:02.000]  我覺得人其實都挺聰明的
[00:04:02.000 --> 00:04:04.000]  不知道你同不同意呢
[00:04:04.000 --> 00:04:07.000]  人是萬物之靈
[00:04:07.000 --> 00:04:10.000]  人是有理性
[00:04:10.000 --> 00:04:13.000]  人是可以想很多東西的
[00:04:13.000 --> 00:04:14.000]  是不是
[00:04:14.000 --> 00:04:15.000]  而且不單止懂得想東西
[00:04:15.000 --> 00:04:17.000]  是可以想通了很多東西
[00:04:17.000 --> 00:04:19.000]  看通了很多東西
[00:04:19.000 --> 00:04:22.000]  所以我們才有一些知識的累積
[00:04:22.000 --> 00:04:24.000]  有很多經驗的累積
[00:04:24.000 --> 00:04:26.000]  以致我們可以應付這個世界
[00:04:26.000 --> 00:04:29.000]  我們可以發展文化、發展文明
[00:04:29.000 --> 00:04:31.000]  是因為人有理性
[00:04:31.000 --> 00:04:33.000]  人是很聰明的
[00:04:33.000 --> 00:04:35.000]  我們拿起手機
[00:04:35.000 --> 00:04:36.000]  大家可以知道
[00:04:36.000 --> 00:04:38.000]  不簡單的一回事
[00:04:38.000 --> 00:04:41.000]  手機就發現不簡單的一回事
[00:04:41.000 --> 00:04:43.000]  我們又想想
[00:04:43.000 --> 00:04:45.000]  我們看到很多的
[00:04:45.000 --> 00:04:48.000]  在科技上的進步
[00:04:48.000 --> 00:04:51.000]  我們又看到很多的哲理
[00:04:51.000 --> 00:04:53.000]  說的話是很深奧
[00:04:53.000 --> 00:04:58.000]  但是真的有他的亮光智慧在其中
[00:04:58.000 --> 00:05:00.000]  今天我們這個世界已經不是
[00:05:00.000 --> 00:05:03.000]  怎樣去登陸月球
[00:05:03.000 --> 00:05:05.000]  大家知不知道現在在想去哪裡
[00:05:05.000 --> 00:05:07.000]  是登陸火星
[00:05:07.000 --> 00:05:10.000]  已經為了去到火星那裡來做預備
[00:05:10.000 --> 00:05:11.000]  所以你想想
[00:05:11.000 --> 00:05:13.000]  我們怎麼可以這樣做呢
[00:05:13.000 --> 00:05:14.000]  靜下來一想
[00:05:14.000 --> 00:05:17.000]  其實人真的挺聰明
[00:05:17.000 --> 00:05:18.000]  人是有聰明
[00:05:18.000 --> 00:05:20.000]  所以在這節經文裡面
[00:05:20.000 --> 00:05:21.000]  我們不要誤會以為
[00:05:21.000 --> 00:05:24.000]  這節經文是反對人是聰明
[00:05:24.000 --> 00:05:25.000]  人是沒有聰明
[00:05:25.000 --> 00:05:27.000]  不是這樣的意思
[00:05:27.000 --> 00:05:28.000]  而事實上當我們讀聖經
[00:05:28.000 --> 00:05:29.000]  我們又發現
[00:05:29.000 --> 00:05:31.000]  在聖經裡面都有描述
[00:05:31.000 --> 00:05:33.000]  耶穌基督是很聰明的
[00:05:33.000 --> 00:05:36.000]  大家記不記得是來自哪一些經文
[00:05:36.000 --> 00:05:39.000]  在路加福音的第二章那裡
[00:05:39.000 --> 00:05:41.000]  說到耶穌去到這個聖殿裡面
[00:05:41.000 --> 00:05:43.000]  和律法師來對待的時候
[00:05:43.000 --> 00:05:45.000]  凡聽見他的都稀奇
[00:05:45.000 --> 00:05:49.000]  他的聰明和他的應對
[00:05:49.000 --> 00:05:51.000]  然後在二章的第52節那裡說
[00:05:51.000 --> 00:05:53.000]  耶穌的智慧和新量
[00:05:53.000 --> 00:05:55.000]  並神和人喜愛他的心
[00:05:55.000 --> 00:05:57.000]  都一起增長
[00:05:57.000 --> 00:05:59.000]  所以耶穌是很聰明的
[00:05:59.000 --> 00:06:01.000]  耶穌是充滿了智慧的
[00:06:01.000 --> 00:06:03.000]  人是可以這樣
[00:06:03.000 --> 00:06:04.000]  所以在這裡
[00:06:04.000 --> 00:06:06.000]  第一,我們不要有誤解
[00:06:06.000 --> 00:06:09.000]  以為說是不可以靠自己的聰明的時候
[00:06:09.000 --> 00:06:11.000]  我們誤會以為人是不聰明
[00:06:11.000 --> 00:06:12.000]  不需要聰明
[00:06:12.000 --> 00:06:13.000]  做人糊里糊塗
[00:06:13.000 --> 00:06:15.000]  混混沌沌就可以過活
[00:06:15.000 --> 00:06:17.000]  就是了,不是這樣的意思
[00:06:17.000 --> 00:06:19.000]  我相信如果大家仔細的思想
[00:06:19.000 --> 00:06:20.000]  你會發現
[00:06:20.000 --> 00:06:22.000]  在這一節經文第五節裡面
[00:06:22.000 --> 00:06:24.000]  很強調的是什麼呢?
[00:06:24.000 --> 00:06:26.000]  不是說人沒有聰明
[00:06:26.000 --> 00:06:34.000]  而是說不要依靠自己的聰明
[00:06:34.000 --> 00:06:35.000]  不要自以為是
[00:06:35.000 --> 00:06:37.000]  用我們俗一點的說話
[00:06:37.000 --> 00:06:38.000]  不要自以為是
[00:06:38.000 --> 00:06:40.000]  不要以為自己很聰明
[00:06:40.000 --> 00:06:41.000]  懂得想很多東西
[00:06:41.000 --> 00:06:42.000]  懂得做很多事情
[00:06:42.000 --> 00:06:44.000]  於是我們就自以為是了
[00:06:44.000 --> 00:06:46.000]  我們覺得我們可以靠自己的聰明智慧
[00:06:46.000 --> 00:06:47.000]  可以應對很多問題
[00:06:47.000 --> 00:06:49.000]  可以處理很多複雜的事情
[00:06:49.000 --> 00:06:50.000]  可以完成很多的任務
[00:06:50.000 --> 00:06:51.000]  於是我們就覺得
[00:06:51.000 --> 00:06:52.000]  哎,我很厲害
[00:06:52.000 --> 00:06:54.000]  神在哪裡呢?
[00:06:54.000 --> 00:06:56.000]  不需要啦
[00:06:56.000 --> 00:06:57.000]  不需要什麼投靠
[00:06:57.000 --> 00:07:00.000]  這樣就不應該了
[00:07:00.000 --> 00:07:02.000]  所以不是說我們不聰明
[00:07:02.000 --> 00:07:05.000]  而是說我們不要投靠這些東西
[00:07:05.000 --> 00:07:06.000]  我們不要以為
[00:07:06.000 --> 00:07:09.000]  什麼都靠自己就行了
[00:07:09.000 --> 00:07:12.000]  《針研的智慧者道》提醒我們
[00:07:12.000 --> 00:07:15.000]  不要依靠自己的聰明
[00:07:15.000 --> 00:07:16.000]  或者可以退一步來說
[00:07:16.000 --> 00:07:18.000]  正因為人是很聰明
[00:07:18.000 --> 00:07:20.000]  所以才要提醒這句話
[00:07:20.000 --> 00:07:21.000]  因為很多時候
[00:07:21.000 --> 00:07:24.000]  我們以為自己是很聰明
[00:07:24.000 --> 00:07:27.000]  當然這句話再說的時候
[00:07:27.000 --> 00:07:29.000]  不要依靠自己的聰明的時候
[00:07:29.000 --> 00:07:31.000]  意思就是帶著一個含義
[00:07:31.000 --> 00:07:33.000]  就是你不要以為你的聰明智慧
[00:07:33.000 --> 00:07:35.000]  不是神給你的
[00:07:35.000 --> 00:07:37.000]  其實是神給你的
[00:07:37.000 --> 00:07:39.000]  所以當我們有聰明智慧的時候
[00:07:39.000 --> 00:07:41.000]  我們要認定這些聰明智慧
[00:07:41.000 --> 00:07:43.000]  其實是源於神
[00:07:43.000 --> 00:07:44.000]  有很多人很聰明
[00:07:44.000 --> 00:07:45.000]  但是他不覺得
[00:07:45.000 --> 00:07:47.000]  這些是上帝給他的恩賜財蓋
[00:07:47.000 --> 00:07:49.000]  所以他就全靠自己
[00:07:49.000 --> 00:07:50.000]  但是我們認識主的人
[00:07:50.000 --> 00:07:51.000]  我們應該要知道
[00:07:51.000 --> 00:07:53.000]  神給我們很多的聰明智慧
[00:07:53.000 --> 00:07:54.000]  我們一定要怎樣?
[00:07:54.000 --> 00:07:56.000]  是去感謝神
[00:07:56.000 --> 00:07:57.000]  是從祂那裡來的
[00:07:57.000 --> 00:07:59.000]  我們要歸榮要給祂
[00:07:59.000 --> 00:08:01.000]  我們用盡我們很多的聰明智慧
[00:08:01.000 --> 00:08:03.000]  但是我們最終是承認
[00:08:03.000 --> 00:08:05.000]  是上帝給我們的
[00:08:05.000 --> 00:08:09.000]  這樣我們就不是依靠自己的聰明
[00:08:09.000 --> 00:08:11.000]  大家都很熟悉的一位人物
[00:08:11.000 --> 00:08:12.000]  但爾利
[00:08:12.000 --> 00:08:14.000]  聰不聰明的人?
[00:08:14.000 --> 00:08:15.000]  但爾利很聰明
[00:08:15.000 --> 00:08:17.000]  我們有機會看但爾利書的第一章
[00:08:17.000 --> 00:08:18.000]  第二章你就看到
[00:08:18.000 --> 00:08:20.000]  他雖然被擄了
[00:08:20.000 --> 00:08:22.000]  去到巴比倫這個地方
[00:08:22.000 --> 00:08:25.000]  尼布甲尼撒王那裡去服侍
[00:08:25.000 --> 00:08:27.000]  但是
[00:08:27.000 --> 00:08:31.000]  他遇到很多的困難
[00:08:31.000 --> 00:08:32.000]  但是他自己
[00:08:32.000 --> 00:08:34.000]  靠著神來怎樣?
[00:08:34.000 --> 00:08:36.000]  去面對種種的挑戰
[00:08:36.000 --> 00:08:38.000]  讀聖經我們知道有一次
[00:08:38.000 --> 00:08:40.000]  這位皇帝就發了個夢
[00:08:40.000 --> 00:08:45.000]  他很想了解這個夢究竟是怎樣
[00:08:45.000 --> 00:08:48.000]  於是他就召集一班術士、哲士
[00:08:48.000 --> 00:08:49.000]  來問他們
[00:08:49.000 --> 00:08:51.000]  了解一下這個夢是怎樣
[00:08:51.000 --> 00:08:52.000]  那些人就問他
[00:08:52.000 --> 00:08:53.000]  你發了個什麼夢
[00:08:53.000 --> 00:08:55.000]  讓我可以幫你
[00:08:55.000 --> 00:08:56.000]  結果皇帝怎樣說?
[00:08:56.000 --> 00:08:57.000]  他說
[00:08:57.000 --> 00:08:59.000]  我忘記了
[00:08:59.000 --> 00:09:00.000]  雖然忘記了
[00:09:00.000 --> 00:09:02.000]  但是他要那些哲士、術士
[00:09:02.000 --> 00:09:03.000]  要跟他解夢
[00:09:03.000 --> 00:09:05.000]  這個完全是沒可能的事
[00:09:05.000 --> 00:09:06.000]  所以那些人都
[00:09:06.000 --> 00:09:07.000]  我們這樣說
[00:09:07.000 --> 00:09:09.000]  都不明白
[00:09:09.000 --> 00:09:11.000]  但是就在這個時候
[00:09:11.000 --> 00:09:13.000]  但爾利就願意走出來
[00:09:13.000 --> 00:09:15.000]  去幫助他們
[00:09:15.000 --> 00:09:17.000]  但是當他幫助的時候
[00:09:17.000 --> 00:09:18.000]  他知道他的智慧
[00:09:18.000 --> 00:09:19.000]  不是從他那裡來
[00:09:19.000 --> 00:09:20.000]  所以他就懇求神
[00:09:20.000 --> 00:09:22.000]  將這個智慧給他
[00:09:22.000 --> 00:09:24.000]  而結果神真的給他有智慧
[00:09:24.000 --> 00:09:26.000]  讓他能夠了解這個夢
[00:09:26.000 --> 00:09:27.000]  和講解這個夢
[00:09:27.000 --> 00:09:29.000]  而聖經裡面就給我們看到
[00:09:29.000 --> 00:09:32.000]  但爾利就歸榮耀給神
[00:09:32.000 --> 00:09:33.000]  再一次認定
[00:09:33.000 --> 00:09:35.000]  我能夠做到這件事
[00:09:35.000 --> 00:09:36.000]  我能夠得到智慧
[00:09:36.000 --> 00:09:37.000]  認識這個夢
[00:09:37.000 --> 00:09:38.000]  解這個夢
[00:09:38.000 --> 00:09:39.000]  是上帝給我的
[00:09:39.000 --> 00:09:41.000]  我要稱頌你、讚美你
[00:09:41.000 --> 00:09:43.000]  他這樣就是很聰明
[00:09:43.000 --> 00:09:46.000]  但是沒有依靠自己的聰明
[00:09:46.000 --> 00:09:47.000]  反而是認定
[00:09:47.000 --> 00:09:51.000]  這些聰明智慧是從上帝那裡來
[00:09:51.000 --> 00:09:53.000]  我相信這個就是
[00:09:53.000 --> 00:09:56.000]  聖經裡面很清楚的教導
[00:09:56.000 --> 00:09:58.000]  所以求主幫助我們
[00:09:58.000 --> 00:09:59.000]  我們一方面不否定
[00:09:59.000 --> 00:10:01.000]  聰明智慧的價值
[00:10:01.000 --> 00:10:04.000]  但是讓我們不要以為
[00:10:04.000 --> 00:10:08.000]  這一切就是自己所擁有
[00:10:08.000 --> 00:10:09.000]  忘記了神
[00:10:09.000 --> 00:10:12.000]  或者說我們只是依靠自己的聰明智慧的時候
[00:10:12.000 --> 00:10:15.000]  我們沒有去依靠神
[00:10:15.000 --> 00:10:18.000]  那真言的智慧者就提醒我們
[00:10:18.000 --> 00:10:20.000]  千萬不要這樣
[00:10:20.000 --> 00:10:22.000]  千萬不要這樣
[00:10:22.000 --> 00:10:23.000]  當我們這樣明白了
[00:10:23.000 --> 00:10:25.000]  這個稍微叫做是
[00:10:25.000 --> 00:10:27.000]  消極一點的層面的時候
[00:10:27.000 --> 00:10:28.000]  我們不要這樣
[00:10:28.000 --> 00:10:29.000]  不要那樣的時候
[00:10:29.000 --> 00:10:32.000]  但是我們需要更進一步的去學習
[00:10:32.000 --> 00:10:34.000]  我們應該怎樣
[00:10:34.000 --> 00:10:37.000]  而經文裡面也很清楚的告訴我們
[00:10:37.000 --> 00:10:40.000]  不單止提醒我們不要依靠自己的聰明
[00:10:40.000 --> 00:10:42.000]  提醒我們要什麼
[00:10:42.000 --> 00:10:46.000]  你要專心仰賴耶和華
[00:10:46.000 --> 00:10:48.000]  很簡單很正面
[00:10:48.000 --> 00:10:50.000]  告訴我們積極的層面
[00:10:50.000 --> 00:10:52.000]  我們屬主的人要做什麼
[00:10:52.000 --> 00:10:55.000]  就是要專心仰賴耶和華
[00:10:55.000 --> 00:10:59.000]  就是專心的去信靠主
[00:10:59.000 --> 00:11:02.000]  Trust 信靠主
[00:11:02.000 --> 00:11:04.000]  我們和合本翻譯做仰賴
[00:11:04.000 --> 00:11:06.000]  但是其實意思是和信靠一樣的
[00:11:06.000 --> 00:11:08.000]  當我們有機會讀聖經的時候
[00:11:08.000 --> 00:11:10.000]  你發現在聖經裡面有很多經文提醒
[00:11:10.000 --> 00:11:12.000]  我們是要依靠上帝的
[00:11:12.000 --> 00:11:15.000]  你回去查一下你就知道了
[00:11:15.000 --> 00:11:17.000]  譬如我們很熟悉的經文
[00:11:17.000 --> 00:11:19.000]  當將你的事交託耶和華
[00:11:19.000 --> 00:11:20.000]  並依靠他
[00:11:20.000 --> 00:11:23.000]  他就必成全
[00:11:23.000 --> 00:11:24.000]  有這樣的經文
[00:11:24.000 --> 00:11:26.000]  然後詩篇115篇
[00:11:26.000 --> 00:11:27.000]  又另外有經文以色列
[00:11:27.000 --> 00:11:29.000]  你要依靠耶和華
[00:11:29.000 --> 00:11:31.000]  他是你的幫助和你的盾牌
[00:11:31.000 --> 00:11:34.000]  阿倫加你要依靠耶和華
[00:11:34.000 --> 00:11:37.000]  他是你們的幫助和你們的盾牌
[00:11:37.000 --> 00:11:38.000]  你們要敬畏耶和華
[00:11:38.000 --> 00:11:40.000]  要依靠耶和華
[00:11:40.000 --> 00:11:43.000]  他是你們的幫助是你們的盾牌
[00:11:43.000 --> 00:11:45.000]  詩篇115篇就是講這些
[00:11:45.000 --> 00:11:47.000]  我這些只是舉例
[00:11:47.000 --> 00:11:48.000]  但當你要查的時候
[00:11:48.000 --> 00:11:50.000]  很多經文提醒我們
[00:11:50.000 --> 00:11:51.000]  為什麼呢?
[00:11:51.000 --> 00:11:53.000]  因為這是我們信仰裡面一個
[00:11:53.000 --> 00:11:56.000]  很重要的元素
[00:11:56.000 --> 00:11:59.000]  基督徒的生命其中一個很重要的元素就是
[00:11:59.000 --> 00:12:02.000]  信靠 依靠
[00:12:02.000 --> 00:12:04.000]  從信心入門
[00:12:04.000 --> 00:12:09.000]  亦都是繼續延續這個活潑的信心
[00:12:09.000 --> 00:12:11.000]  而我們和學本的翻譯
[00:12:11.000 --> 00:12:13.000]  他就用到這個仰賴
[00:12:13.000 --> 00:12:15.000]  仰賴亦都有好處
[00:12:15.000 --> 00:12:17.000]  雖然翻譯不是直接用倚靠
[00:12:17.000 --> 00:12:18.000]  但都有一個好處就是
[00:12:18.000 --> 00:12:21.000]  幫我們打開另一種的了解
[00:12:21.000 --> 00:12:23.000]  仰賴 大家去想像一下
[00:12:23.000 --> 00:12:24.000]  究竟那個意思是什麼
[00:12:24.000 --> 00:12:28.000]  仰 仰是向上
[00:12:28.000 --> 00:12:30.000]  即是說我們是向上望
[00:12:30.000 --> 00:12:33.000]  上帝 賴是依賴
[00:12:33.000 --> 00:12:35.000]  就是我們現在整個生命
[00:12:35.000 --> 00:12:41.000]  是投向這位在上的上帝
[00:12:41.000 --> 00:12:44.000]  一位我們看不見的上帝
[00:12:44.000 --> 00:12:46.000]  但我們有的是神給我們的信心
[00:12:46.000 --> 00:12:48.000]  我們就是打開在神的面前
[00:12:48.000 --> 00:12:50.000]  我們去信靠祂
[00:12:50.000 --> 00:12:51.000]  我們去投靠祂
[00:12:51.000 --> 00:12:54.000]  我們相信祂會指引我們的道路
[00:12:54.000 --> 00:12:55.000]  祂會光照我們
[00:12:55.000 --> 00:12:56.000]  祂會保守我們
[00:12:56.000 --> 00:12:59.000]  祂會帶領我們
[00:12:59.000 --> 00:13:03.000]  就是這樣去活出我們基督徒的生命
[00:13:03.000 --> 00:13:06.000]  真言的智慧者就是提醒我們
[00:13:06.000 --> 00:13:09.000]  你要專心仰賴耶和華
[00:13:09.000 --> 00:13:11.000]  不要倚靠自己的聰明
[00:13:11.000 --> 00:13:13.000]  所以等於會讓我們都給錢勉勵
[00:13:13.000 --> 00:13:17.000]  去學習這個屬靈的功課
[00:13:17.000 --> 00:13:19.000]  今天你的信心有沒有呢?
[00:13:19.000 --> 00:13:22.000]  你的信心是信一些教條的信心嗎?
[00:13:22.000 --> 00:13:24.000]  信一個組織的信心嗎?
[00:13:24.000 --> 00:13:27.000]  信一個教的信心嗎?
[00:13:27.000 --> 00:13:29.000]  還是說你真的是整個人仰望上帝
[00:13:29.000 --> 00:13:31.000]  投靠這一位看不見的
[00:13:31.000 --> 00:13:35.000]  但我們真的相信祂這樣的信心呢?
[00:13:35.000 --> 00:13:38.000]  聖經裏面信心的最精要的意義就是
[00:13:38.000 --> 00:13:41.000]  我們真的把整個生命放在上帝那裏
[00:13:41.000 --> 00:13:43.000]  所以這個是很重要的
[00:13:43.000 --> 00:13:46.000]  這也是真言這句說話提醒我們的
[00:13:46.000 --> 00:13:48.000]  求主幫助我們
[00:13:48.000 --> 00:13:51.000]  當然當我們講這個信心的時候
[00:13:51.000 --> 00:13:53.000]  信經是容易些的
[00:13:53.000 --> 00:13:56.000]  人生路誰不想一帆風順
[00:13:56.000 --> 00:13:58.000]  每樣都如意
[00:13:58.000 --> 00:14:02.000]  所以在那個時候我們講信心都比較容易些
[00:14:02.000 --> 00:14:04.000]  但是我們都知道
[00:14:04.000 --> 00:14:08.000]  人生的道路都不是所有的一帆風順
[00:14:08.000 --> 00:14:10.000]  當我們遇到很多的風浪
[00:14:10.000 --> 00:14:11.000]  很多的衝擊
[00:14:11.000 --> 00:14:13.000]  甚至很多打擊的時候
[00:14:13.000 --> 00:14:15.000]  我們還有沒有信心呢?
[00:14:15.000 --> 00:14:17.000]  還是說把我們的信心摺起來
[00:14:17.000 --> 00:14:19.000]  把我們的信心丟掉呢?
[00:14:19.000 --> 00:14:22.000]  這個就值得我們思考了
[00:14:22.000 --> 00:14:24.000]  我也認識一些基督徒
[00:14:24.000 --> 00:14:27.000]  當他們很有信心慢慢成長的時候
[00:14:27.000 --> 00:14:30.000]  但是突然間遇到一些比較大的打擊之後
[00:14:30.000 --> 00:14:32.000]  他真的沒有了之後
[00:14:32.000 --> 00:14:34.000]  然後一直不回教會
[00:14:34.000 --> 00:14:37.000]  所以信心都是一個考驗來的
[00:14:37.000 --> 00:14:41.000]  我們要學習這個信靠神的功課也都不容易
[00:14:41.000 --> 00:14:44.000]  但是我們是要一生去學這個功課
[00:14:44.000 --> 00:14:47.000]  所以信經的時候我們彼此勉勵
[00:14:47.000 --> 00:14:48.000]  繼續有信心
[00:14:48.000 --> 00:14:50.000]  但是我們更加的要學習
[00:14:50.000 --> 00:14:51.000]  就是當我們遇到逆境
[00:14:51.000 --> 00:14:52.000]  遇到打擊
[00:14:52.000 --> 00:14:54.000]  遇到挫敗的時候
[00:14:54.000 --> 00:14:58.000]  我們要繼續去仰望這位上帝
[00:14:58.000 --> 00:15:01.000]  這位活著的上帝
[00:15:01.000 --> 00:15:04.000]  拯救我們的上帝
[00:15:04.000 --> 00:15:10.000]  那我們就可以保持我們這種信心的動力
[00:15:10.000 --> 00:15:13.000]  今天我們有還是沒有呢?
[00:15:13.000 --> 00:15:15.000]  遇到困難的時候
[00:15:15.000 --> 00:15:18.000]  是不是我們就生發很多的埋怨呢?
[00:15:18.000 --> 00:15:20.000]  就很多的牢嘈呢?
[00:15:20.000 --> 00:15:23.000]  這個就是考驗我們在信心的路上
[00:15:23.000 --> 00:15:27.000]  究竟是去到哪一個地步
[00:15:27.000 --> 00:15:32.000]  這個時候都很想分享一位屬靈人物的經驗
[00:15:32.000 --> 00:15:35.000]  讓他那種信心的擺上
[00:15:35.000 --> 00:15:38.000]  都成為了我們一些的借鏡
[00:15:38.000 --> 00:15:40.000]  一些的激勵
[00:15:40.000 --> 00:15:42.000]  這位人物我不知道你熟不熟悉
[00:15:42.000 --> 00:15:45.000]  其實在基督教圈子
[00:15:45.000 --> 00:15:48.000]  應該是有名的人物來的
[00:15:48.000 --> 00:15:51.000]  他的名字就叫做摩根牧師
[00:15:51.000 --> 00:15:53.000]  摩根牧師
[00:15:53.000 --> 00:15:55.000]  Campbell Morgan
[00:15:55.000 --> 00:15:57.000]  他是一位十九世紀下半葉
[00:15:57.000 --> 00:15:59.000]  以至到二十世紀初期的
[00:15:59.000 --> 00:16:02.000]  一位很有名的傳道人
[00:16:02.000 --> 00:16:04.000]  是在英國那裡的
[00:16:04.000 --> 00:16:10.000]  也都被人譽為一個解經的王子
[00:16:10.000 --> 00:16:12.000]  解經王子
[00:16:12.000 --> 00:16:15.000]  講道的王子就是施布真牧師
[00:16:15.000 --> 00:16:18.000]  他講道解經對聖經那種掌握
[00:16:18.000 --> 00:16:20.000]  對聖經那種純熟
[00:16:20.000 --> 00:16:22.000]  還有帶出來很多的亮光
[00:16:22.000 --> 00:16:24.000]  他真是出了名
[00:16:24.000 --> 00:16:26.000]  但是弟兄姊妹
[00:16:26.000 --> 00:16:30.000]  這是後期他在神面前蒙恩的一個美好見證
[00:16:30.000 --> 00:16:34.000]  但是其實他初出來傳道的時候
[00:16:34.000 --> 00:16:36.000]  其實他一樣遇到很多的挫敗
[00:16:36.000 --> 00:16:38.000]  遇到很多的困難
[00:16:38.000 --> 00:16:40.000]  不過有一樣是值得我們效法
[00:16:40.000 --> 00:16:44.000]  就是他仍然對神有信心
