
[00:00:00.000 --> 00:00:02.500]  我們說我們要看路德的故事
[00:03:09.400 --> 00:03:11.320]  所以就去了那裡
[00:03:11.320 --> 00:03:13.960]  本來就想著很好
[00:03:13.960 --> 00:03:15.680]  誰知道就災禍連連了
[00:03:15.680 --> 00:03:16.360]  怎麼這樣說呢?
[00:03:16.360 --> 00:03:17.560]  就是沒多久
[00:03:17.560 --> 00:03:19.960]  這個以利米勒就去世了
[00:03:19.960 --> 00:03:24.160]  就在摩崖這個地方去世了
[00:03:24.160 --> 00:03:27.560]  他的兩個兒子就娶了摩崖的女子
[00:03:27.560 --> 00:03:28.800]  做老婆了
[00:03:28.800 --> 00:03:29.880]  就娶了
[00:03:29.880 --> 00:03:31.760]  其中一個就是路德
[00:03:31.760 --> 00:03:32.920]  路德就是這樣
[00:03:32.920 --> 00:03:35.680]  就進了這個家庭的當中
[00:03:35.680 --> 00:03:38.400]  但是又好景不常了
[00:03:38.400 --> 00:03:40.360]  之後十年之後
[00:03:40.360 --> 00:03:42.520]  其實這兩個兒子
[00:03:42.520 --> 00:03:45.480]  就是納米他們兩個兒子
[00:03:45.480 --> 00:03:48.280]  包括路德的老公
[00:03:48.280 --> 00:03:49.720]  都過世了
[00:03:49.720 --> 00:03:51.720]  所以三個人
[00:03:51.720 --> 00:03:53.960]  變成這個家庭全部男丁
[00:03:53.960 --> 00:03:56.200]  就全部去世了
[00:03:56.200 --> 00:03:58.080]  只剩下三個寡婦
[00:03:58.080 --> 00:04:00.080]  其實對於納米來說
[00:04:00.080 --> 00:04:02.120]  他是一個以色列人
[00:04:02.120 --> 00:04:03.840]  他在摩崖這個地方
[00:04:03.840 --> 00:04:05.640]  其實都無依無靠的
[00:04:05.640 --> 00:04:09.280]  當日他跟著以利米勒去到那個地方
[00:04:09.280 --> 00:04:11.480]  他帶著兩個摩崖的媳婦
[00:04:11.480 --> 00:04:13.080]  真是不知道怎麼辦
[00:04:13.080 --> 00:04:14.480]  然後他就聽到了
[00:04:14.480 --> 00:04:16.520]  他說聽到在以色列那裡
[00:04:16.520 --> 00:04:19.160]  神再一次來賜福給以色列民
[00:04:19.160 --> 00:04:21.160]  賜了糧食給他們
[00:04:21.160 --> 00:04:22.480]  那他就想
[00:04:22.480 --> 00:04:25.320]  不如我就帶著兩個媳婦回去
[00:04:25.320 --> 00:04:27.920]  回歸回去以色列
[00:04:27.920 --> 00:04:30.600]  神給我們這個應去之地
[00:04:30.600 --> 00:04:32.240]  所以他就起行了
[00:04:32.240 --> 00:04:34.560]  但是走著走著的時候
[00:04:34.560 --> 00:04:36.840]  他就忽然間跟他們兩個媳婦說
[00:04:36.840 --> 00:04:37.720]  他就說
[00:04:37.720 --> 00:04:39.520]  你們都是不要跟著我了
[00:04:39.520 --> 00:04:41.120]  其實你們跟著我
[00:04:41.120 --> 00:04:43.080]  都沒有用的
[00:04:43.080 --> 00:04:46.280]  你們都不能夠找到好的歸宿了
[00:04:46.280 --> 00:04:46.920]  在那裡
[00:04:46.920 --> 00:04:48.440]  你們走吧
[00:04:48.440 --> 00:04:49.200]  不如你們走吧
[00:04:49.200 --> 00:04:50.480]  不要跟我回去
[00:04:50.480 --> 00:04:55.400]  我相信納米都是一個很好的奶奶
[00:04:55.400 --> 00:04:57.720]  兩個媳婦都不願意
[00:04:57.720 --> 00:05:00.600]  結果納米又再跟他們說了一番話
[00:05:00.600 --> 00:05:01.960]  我們就開始讀了
[00:05:01.960 --> 00:05:06.280]  我們讀第一章十一至十三節
[00:05:06.280 --> 00:05:07.400]  納米說
[00:05:07.400 --> 00:05:09.760]  我的女兒 回去吧
[00:05:09.760 --> 00:05:11.640]  為何要跟我去呢
[00:05:11.640 --> 00:05:15.080]  我還能生兒子作你們的丈夫嗎
[00:05:15.080 --> 00:05:17.280]  我的女兒 回去吧
[00:05:17.280 --> 00:05:18.720]  我年紀老了
[00:05:18.720 --> 00:05:20.560]  不能再有丈夫
[00:05:20.560 --> 00:05:22.600]  就算我還有希望
[00:05:22.600 --> 00:05:24.080]  今夜有丈夫
[00:05:24.080 --> 00:05:26.240]  而且也生了兒子
[00:05:26.240 --> 00:05:29.200]  你們豈能等著他們長大呢
[00:05:29.200 --> 00:05:32.080]  你們能守住自己不嫁人嗎
[00:05:32.080 --> 00:05:34.440]  我的女兒 不要這樣
[00:05:34.440 --> 00:05:36.040]  我比你們更苦
[00:05:36.040 --> 00:05:39.280]  因為耶和華伸手擊打我
[00:05:39.280 --> 00:05:41.640]  這番說話解釋得很清楚
[00:05:41.640 --> 00:05:45.040]  為何祂希望他們回到自己的地方
[00:05:45.040 --> 00:05:45.800]  意思是
[00:05:45.800 --> 00:05:47.640]  其實你跟著我是沒有希望的
[00:05:47.640 --> 00:05:49.880]  我已經不能再生兒子
[00:05:49.880 --> 00:05:51.720]  成為你們的丈夫
[00:05:51.720 --> 00:05:53.760]  而你跟著我也是沒有意思的
[00:05:53.760 --> 00:05:56.240]  我不能給你一個好的歸宿了
[00:05:56.240 --> 00:05:57.640]  然後祂就說
[00:05:57.640 --> 00:05:58.760]  今天我這麼苦
[00:05:58.760 --> 00:06:01.000]  其實納米這個名字
[00:06:01.000 --> 00:06:04.280]  原先的意思是甜的意思
[00:06:04.280 --> 00:06:05.160]  本身它的名字是甜的
[00:06:05.160 --> 00:06:06.600]  但祂說今天我這麼苦
[00:06:06.600 --> 00:06:07.440]  今天我這麼慘
[00:06:07.440 --> 00:06:08.680]  喪夫喪子
[00:06:08.680 --> 00:06:10.240]  是因為耶和華
[00:06:10.240 --> 00:06:11.400]  我相信是神
[00:06:11.400 --> 00:06:12.800]  擊打我
[00:06:12.800 --> 00:06:14.640]  來不保守我
[00:06:14.640 --> 00:06:18.200]  所以你們還是回去吧
[00:06:18.200 --> 00:06:20.040]  其實聽起來也挺有道理的
[00:06:20.040 --> 00:06:21.840]  聽起來也挺有道理的
[00:06:21.840 --> 00:06:22.680]  你這樣跟著我
[00:06:22.680 --> 00:06:24.680]  我真的沒有前途
[00:06:24.680 --> 00:06:25.640]  沒有明天
[00:06:25.640 --> 00:06:28.760]  如果想著有一個好的歸宿的話
[00:06:28.760 --> 00:06:31.320]  我聽完納米這番說話
[00:06:31.320 --> 00:06:33.480]  我們就看看他們兩個媳婦
[00:06:33.480 --> 00:06:35.320]  是怎樣回應的
[00:06:35.320 --> 00:06:38.120]  其實他們做了兩個不同的選擇
[00:06:38.120 --> 00:06:41.280]  我們一起讀十四至十五節
[00:06:41.280 --> 00:06:43.560]  兩個媳婦又放聲大哭
[00:06:43.560 --> 00:06:46.080]  娥爾巴和婆婆吻別
[00:06:46.080 --> 00:06:49.360]  但是路德卻緊跟著納米
[00:06:49.360 --> 00:06:51.160]  納米說看
[00:06:51.160 --> 00:06:53.560]  你嫂嫂已經回她的百姓
[00:06:53.560 --> 00:06:55.720]  和她的神明那裡去了
[00:06:55.720 --> 00:06:58.400]  你也跟你嫂嫂回去吧
[00:06:58.400 --> 00:07:01.640]  娥爾巴就是路德的嫂嫂
[00:07:01.640 --> 00:07:02.840]  那她就選了
[00:07:02.840 --> 00:07:04.000]  是呀是呀
[00:07:04.000 --> 00:07:05.240]  你聽你奶奶你敢不敢
[00:07:05.240 --> 00:07:06.280]  雖然我很捨不得你
[00:07:06.280 --> 00:07:08.080]  但是好吧既然你這樣說
[00:07:08.080 --> 00:07:08.840]  我回去吧
[00:07:08.840 --> 00:07:10.600]  那她就回去看了
[00:07:10.600 --> 00:07:13.240]  但是路德就完全不同了
[00:07:13.240 --> 00:07:14.160]  相反的方向
[00:07:14.160 --> 00:07:16.080]  就不斷跟著納米
[00:07:16.080 --> 00:07:17.680]  納米就直接說
[00:07:17.680 --> 00:07:21.400]  你嫂嫂已經去了她自己的神明那裡
[00:07:21.400 --> 00:07:22.600]  你也回去吧
[00:07:22.600 --> 00:07:26.800]  你不要記得納米是信神的
[00:07:26.800 --> 00:07:28.320]  他叫他媳婦
[00:07:28.320 --> 00:07:30.080]  你回去你的神明那裡吧
[00:07:30.080 --> 00:07:31.360]  我猜不定的
[00:07:31.360 --> 00:07:33.440]  就是他這樣
[00:07:33.440 --> 00:07:38.160]  但是你會看到聖經說
[00:07:38.160 --> 00:07:40.720]  納米就很捨不得他嫂嫂
[00:07:40.720 --> 00:07:41.880]  然後就說了
[00:07:41.880 --> 00:07:44.360]  我們很經典
[00:07:44.360 --> 00:07:45.120]  在《路德記》裡面
[00:07:45.120 --> 00:07:46.080]  如果你讀的
[00:07:46.080 --> 00:07:48.200]  一定會忘記說的這番話
[00:07:48.200 --> 00:07:51.080]  我們一起來讀十六至十七節
[00:07:51.080 --> 00:07:52.160]  路德說
[00:07:52.160 --> 00:07:53.520]  不要催我回去
[00:07:53.520 --> 00:07:54.880]  不跟隨你
[00:07:54.880 --> 00:07:56.320]  你往哪裏去
[00:07:56.320 --> 00:07:58.040]  我也往哪裏去
[00:07:58.040 --> 00:07:59.880]  你在哪裏住宿
[00:07:59.880 --> 00:08:01.880]  我也在哪裏住宿
[00:08:01.880 --> 00:08:04.000]  你的國就是我的國
[00:08:04.000 --> 00:08:06.160]  你的神就是我的神
[00:08:06.160 --> 00:08:07.720]  你在哪裏死
[00:08:07.720 --> 00:08:09.440]  我也在哪裏死
[00:08:09.440 --> 00:08:11.080]  也葬在哪裏
[00:08:11.080 --> 00:08:14.160]  除非死能使你相離
[00:08:14.160 --> 00:08:18.000]  不然願耶和華重重地降罰於我
[00:08:18.000 --> 00:08:18.800]  哇
[00:08:18.800 --> 00:08:20.840]  都挺堅決的
[00:08:20.840 --> 00:08:21.960]  你去哪裏
[00:08:21.960 --> 00:08:23.600]  我去哪裏
[00:08:23.600 --> 00:08:24.520]  你住哪裏
[00:08:24.520 --> 00:08:26.080]  除非死
[00:08:26.080 --> 00:08:27.760]  才可以跟你分離
[00:08:27.760 --> 00:08:29.280]  你的神就是我的神
[00:08:29.280 --> 00:08:29.880]  你要記住
[00:08:29.880 --> 00:08:31.640]  她是一個外邦女子
[00:08:31.640 --> 00:08:33.160]  她是這樣說的
[00:08:33.160 --> 00:08:35.200]  還有你會記得
[00:08:35.200 --> 00:08:39.680]  其實以色列人是不喜歡摩訶人的
[00:08:39.680 --> 00:08:41.720]  其實她這個選擇
[00:08:41.720 --> 00:08:43.120]  你想想你比較一下
[00:08:43.120 --> 00:08:47.480]  究竟是俄爾巴的嫂子聰明一點
[00:08:47.480 --> 00:08:49.320]  還是她聰明一點呢
[00:08:49.320 --> 00:08:51.200]  如果你在表面看
[00:08:51.200 --> 00:08:53.200]  現在你跟奶奶去以色列
[00:08:53.200 --> 00:08:56.080]  去一個別人不喜歡你的地方
[00:08:56.080 --> 00:08:57.320]  然後還有
[00:08:57.320 --> 00:08:58.760]  她奶奶說到
[00:08:58.760 --> 00:09:03.120]  你回到自己的神那裏吧,神會打我
[00:09:03.120 --> 00:09:06.560]  你要跟我去以色列
[00:09:06.560 --> 00:09:07.600]  你想想
[00:09:07.600 --> 00:09:08.240]  哇
[00:09:08.240 --> 00:09:10.480]  我去那裏的神這樣對我
[00:09:10.480 --> 00:09:11.680]  我會怎樣
[00:09:11.680 --> 00:09:17.880]  但是路德就是這樣選擇了這條路
[00:09:17.880 --> 00:09:21.640]  其實為什麼說他單純對神的信靠
[00:09:21.640 --> 00:09:23.160]  其實我們要了解
[00:09:23.160 --> 00:09:26.800]  一個猶太人家庭裏面的習俗
[00:09:26.800 --> 00:09:30.000]  因為他們相信耶和華是真神
[00:09:30.000 --> 00:09:32.200]  他們在他們的家庭裏面
[00:09:32.200 --> 00:09:37.640]  將神的作為、慈愛各樣是代代相傳的
[00:09:37.640 --> 00:09:38.680]  他們是一路一路
[00:09:38.680 --> 00:09:44.640]  將神的事蹟、慈愛各樣東西
[00:09:44.640 --> 00:09:46.880]  一代一代地講下去
[00:09:46.880 --> 00:09:49.160]  所以這一刻雖然羅華爾米
[00:09:49.160 --> 00:09:52.000]  她因為遭遇了極大的苦難
[00:09:52.000 --> 00:09:53.880]  所以這一刻她可能會吐腐水
[00:09:53.880 --> 00:09:56.480]  但是應該在她的家庭裏面
[00:09:56.480 --> 00:09:59.400]  當路德進入了這一個以色列人家庭裏面
[00:09:59.400 --> 00:10:01.600]  她應該已經聽了很多很多
[00:10:01.600 --> 00:10:03.760]  關於耶和華神的事
[00:10:03.760 --> 00:10:05.920]  其實耶和華怎樣去對祂的子民
[00:10:05.920 --> 00:10:07.120]  是怎樣去愛祂們
[00:10:07.120 --> 00:10:07.960]  怎樣去慈愛祂們
[00:10:07.960 --> 00:10:09.160]  怎樣去信神
[00:10:09.160 --> 00:10:10.560]  她已經聽了很多
[00:10:10.560 --> 00:10:13.800]  其實她已經相信這個是真神
[00:10:13.800 --> 00:10:15.480]  所以縱然這一刻
[00:10:15.480 --> 00:10:19.320]  她的婆婆是這樣去講
[00:10:19.320 --> 00:10:20.080]  她們經歷了
[00:10:20.080 --> 00:10:20.880]  但是她都相信
[00:10:20.880 --> 00:10:23.000]  這個神其實怎樣都好
[00:10:23.000 --> 00:10:24.400]  經過這麼多的事跡
[00:10:24.400 --> 00:10:26.560]  這麼多人的見證
[00:10:26.560 --> 00:10:27.960]  都是信神的上帝
[00:10:27.960 --> 00:10:30.240]  所以她就是相信
[00:10:30.240 --> 00:10:32.320]  這個就是這樣
[00:10:32.320 --> 00:10:35.160]  這個是我值得相信的真神
[00:10:35.160 --> 00:10:37.000]  而她這個單純的態度
[00:10:37.000 --> 00:10:38.560]  其實真的很幫助到她
[00:10:38.560 --> 00:10:40.080]  因為她也是因為這樣
[00:10:40.080 --> 00:10:41.320]  單純地去說
[00:10:41.320 --> 00:10:42.120]  婆婆
[00:10:42.120 --> 00:10:43.000]  這個是我的婆婆
[00:10:43.000 --> 00:10:43.880]  她對我這麼好
[00:10:43.880 --> 00:10:45.320]  我是要孝順她的
[00:10:45.320 --> 00:10:48.000]  我離開她好像不是這麼好
[00:10:48.000 --> 00:10:49.120]  我很想很單純
[00:10:49.120 --> 00:10:50.760]  我不想自己這麼多
[00:10:50.760 --> 00:10:52.920]  有沒有歸宿這件事是另外一件事
[00:10:52.920 --> 00:10:54.120]  但是我很想
[00:10:54.120 --> 00:10:56.640]  來到去服侍我這個婆婆
[00:10:56.640 --> 00:10:58.320]  所以她就是這樣跟著她
[00:10:58.320 --> 00:11:00.200]  而這個這麼單純的想法
[00:11:00.200 --> 00:11:01.720]  這個這麼善良的想法
[00:11:01.720 --> 00:11:03.560]  其實就幫助了她
[00:11:03.560 --> 00:11:05.000]  這個外邦女子
[00:11:05.000 --> 00:11:06.720]  從一個拜偶像的地方
[00:11:06.720 --> 00:11:08.320]  或者她自己以前也是拜偶像
[00:11:08.320 --> 00:11:10.920]  進入了神的應去之地
[00:11:10.920 --> 00:11:12.000]  去了以色列
[00:11:12.000 --> 00:11:13.640]  而她能夠認識到
[00:11:13.640 --> 00:11:16.520]  真真正正地跟隨這個真神
[00:11:16.520 --> 00:11:18.640]  在她的以色列這個地方
[00:11:18.640 --> 00:11:21.480]  來到領受上帝給她的祝福
[00:11:21.480 --> 00:11:24.480]  所以這個單純讓她能夠這樣
[00:11:24.480 --> 00:11:25.880]  她有一個專一
[00:11:25.880 --> 00:11:30.360]  也就是這樣來到跟隨了神
[00:11:30.360 --> 00:11:32.960]  第二點我們想跟大家一起讀下去的時候
[00:11:32.960 --> 00:11:34.760]  就見到其實老大很單純
[00:11:34.760 --> 00:11:35.800]  她說 剛才我們說
[00:11:35.800 --> 00:11:38.480]  她其實真的想照顧婆婆
[00:11:38.480 --> 00:11:41.960]  其實當人遇到很困難的時候
[00:11:41.960 --> 00:11:43.280]  我不知道我們怎樣去面對困難
[00:11:43.280 --> 00:11:45.160]  很多時候我們都會
[00:11:45.160 --> 00:11:46.960]  唉 沒了心機
[00:11:46.960 --> 00:11:48.200]  很沮喪
[00:11:48.200 --> 00:11:49.560]  沒了動力
[00:11:49.560 --> 00:11:52.200]  然後就放屁 躺平
[00:11:52.200 --> 00:11:54.640]  現在很流行說我們躺平
[00:11:54.640 --> 00:11:59.680]  但是老大她單單有課孝順婆婆的心
[00:11:59.680 --> 00:12:01.880]  她就想我應該怎樣去做呢
[00:12:01.880 --> 00:12:03.760]  其實她去到以色列
[00:12:03.760 --> 00:12:05.680]  沒有任何的依靠的
[00:12:05.680 --> 00:12:06.360]  她有什麼呢
[00:12:06.360 --> 00:12:07.560]  沒有人 又沒有物
[00:12:07.560 --> 00:12:08.000]  什麼都沒有
[00:12:08.000 --> 00:12:10.280]  對於她來說是一個異邦
[00:12:10.280 --> 00:12:13.120]  所以她單單只能夠
[00:12:13.120 --> 00:12:14.640]  在她心裏面有神
[00:12:14.640 --> 00:12:15.600]  依靠神
[00:12:15.600 --> 00:12:16.880]  然後她堅持
[00:12:16.880 --> 00:12:18.360]  那我也要過活的
[00:12:18.360 --> 00:12:20.920]  所以她就選擇了殷勤
[00:12:20.920 --> 00:12:22.840]  她選擇了不沮喪 不自卑
[00:12:22.840 --> 00:12:24.960]  因為人家是歧視她的
[00:12:24.960 --> 00:12:26.280]  她選擇了不自卑
[00:12:26.280 --> 00:12:27.280]  當她知道
[00:12:27.280 --> 00:12:29.960]  其實當時的律法有一樣
[00:12:29.960 --> 00:12:32.080]  就是說那些田
[00:12:32.080 --> 00:12:34.000]  可以收割的時候
[00:12:34.000 --> 00:12:35.760]  很多墨水掉了下來
[00:12:35.760 --> 00:12:36.920]  那就可以
[00:12:36.920 --> 00:12:38.760]  那個律法是要容許
[00:12:38.760 --> 00:12:39.960]  那些孤寡的人
[00:12:39.960 --> 00:12:40.920]  去到那些田裏
[00:12:40.920 --> 00:12:42.440]  總之那些田不是他們的
[00:12:42.440 --> 00:12:44.920]  都可以去到那裏來撿那些墨水
[00:12:44.920 --> 00:12:46.320]  保護他們
[00:12:46.320 --> 00:12:48.560]  是讓他們可以過活的
[00:12:48.560 --> 00:12:51.440]  她知道就有一條這樣的律法
[00:12:51.440 --> 00:12:54.760]  她就去到跟她婆婆說
[00:12:54.760 --> 00:12:57.640]  二章二節我們一起讀
[00:12:57.640 --> 00:12:59.520]  容我往田間去
[00:12:59.520 --> 00:13:01.080]  我夢誰的恩
[00:13:01.080 --> 00:13:04.240]  就在誰的身後拾取墨水
[00:13:04.240 --> 00:13:06.400]  那我米雪女兒
[00:13:06.400 --> 00:13:08.400]  你只管她
[00:13:08.400 --> 00:13:10.440]  不自卑 不沮喪
[00:13:10.440 --> 00:13:12.040]  選擇殷勤
[00:13:12.040 --> 00:13:13.920]  她就來到跟婆婆說
[00:13:13.920 --> 00:13:15.040]  讓我去拾墨水
[00:13:15.040 --> 00:13:15.960]  然後她說
[00:13:15.960 --> 00:13:17.560]  我只能夠交託神
[00:13:17.560 --> 00:13:19.400]  我都不知道可以去哪裏
[00:13:19.400 --> 00:13:21.840]  唯有神說讓我去哪裏
[00:13:21.840 --> 00:13:22.720]  我夢誰的恩
[00:13:22.720 --> 00:13:23.960]  哪裏有好心人
[00:13:23.960 --> 00:13:26.960]  讓我在祂的田裏拾墨水
[00:13:26.960 --> 00:13:28.440]  我就在那裏
[00:13:28.440 --> 00:13:30.280]  於是她就來到
[00:13:30.280 --> 00:13:32.960]  一個大財主的田裏
[00:13:32.960 --> 00:13:34.120]  神帶領她
[00:13:34.120 --> 00:13:35.440]  大家有讀《老德記》
[00:13:35.440 --> 00:13:37.560]  知道哪個大財主嗎
[00:13:37.560 --> 00:13:38.280]  波亞斯
[00:13:38.280 --> 00:13:39.640]  沒錯 就是波亞斯
[00:13:39.640 --> 00:13:41.640]  在這個大財主的田裏
[00:13:41.640 --> 00:13:47.120]  其實原來這個波亞斯是
[00:13:47.120 --> 00:13:50.320]  伊利米拉 他們是親屬
[00:13:50.320 --> 00:13:52.800]  是親人 是近親
[00:13:52.800 --> 00:13:56.400]  不過他去到這個田裏的時候
[00:13:56.400 --> 00:13:58.160]  其實當然不知道
[00:13:58.160 --> 00:13:58.960]  他就去到
[00:13:58.960 --> 00:14:01.200]  他是很殷勤 很勤力
[00:14:01.200 --> 00:14:04.600]  因為真的要婆婆有得吃
[00:14:04.600 --> 00:14:05.480]  我要拾多些
[00:14:05.480 --> 00:14:08.040]  還有因為收割的日子過了之後就沒有了
[00:14:08.040 --> 00:14:09.200]  所以他要儲糧
[00:14:09.200 --> 00:14:10.400]  要拾多些
[00:14:10.400 --> 00:14:12.520]  即是要娶之後吃
[00:14:12.520 --> 00:14:15.320]  他就很殷勤 很努力地去做
[00:14:15.320 --> 00:14:19.600]  那天剛好波亞斯就在田裏
[00:14:19.600 --> 00:14:21.120]  他都不知道
[00:14:21.120 --> 00:14:22.480]  都不懂得撈米
[00:14:22.480 --> 00:14:24.120]  不懂得路德
[00:14:24.120 --> 00:14:28.040]  就問那個管著田裏的人
[00:14:28.040 --> 00:14:30.200]  這位女子是哪位
[00:14:30.200 --> 00:14:31.120]  他就跟她說
[00:14:31.120 --> 00:14:32.720]  這個就是路德
[00:14:32.720 --> 00:14:35.720]  然後將他的事情告訴她
[00:14:35.720 --> 00:14:39.560]  波亞斯的心聽完之後就很感動
[00:14:39.560 --> 00:14:43.360]  然後他就對撈米就吩咐
[00:14:43.360 --> 00:14:45.480]  如果這樣 你記住
[00:14:45.480 --> 00:14:49.400]  之後都來我那塊田裏去撿墨水
[00:14:49.400 --> 00:14:50.800]  你要繼續來
[00:14:50.800 --> 00:14:52.840]  然後你口渴的時候
[00:14:52.840 --> 00:14:54.920]  我的僕人打的水
[00:14:54.920 --> 00:14:56.560]  你都可以拿來喝
[00:14:56.560 --> 00:15:00.120]  然後還專門叫人掉墨水給他撿
[00:15:00.120 --> 00:15:01.160]  有沒有這麼好的人
[00:15:01.160 --> 00:15:03.120]  你會不會這麼好
[00:15:03.120 --> 00:15:04.120]  很明顯
[00:15:04.120 --> 00:15:07.960]  其實這個是神給他一個很大的恩惠
[00:15:07.960 --> 00:15:10.520]  竟然去到一塊田裏
[00:15:10.520 --> 00:15:13.400]  那個人會對他這樣
[00:15:13.400 --> 00:15:16.840]  然後路德就受寵若驚
[00:15:16.840 --> 00:15:19.080]  然後他就去說
[00:15:19.080 --> 00:15:21.000]  然後我們看看波亞斯又怎樣回應他
[00:15:21.000 --> 00:15:23.760]  我們讀十字到十二節
[00:15:23.760 --> 00:15:25.120]  路德就念復於地
[00:15:25.120 --> 00:15:26.840]  叩拜對她說
[00:15:26.840 --> 00:15:28.760]  我既是外邦女子
[00:15:28.760 --> 00:15:31.160]  怎麼會在你眼中蒙印
[00:15:31.160 --> 00:15:33.320]  使你這樣照顧我呢
[00:15:33.320 --> 00:15:35.160]  波亞斯回答她說
[00:15:35.160 --> 00:15:36.960]  自從你丈夫死後
[00:15:36.960 --> 00:15:39.000]  凡你向婆婆所行的
[00:15:39.000 --> 00:15:42.200]  以及你離開父母和你的出生地
[00:15:42.200 --> 00:15:44.520]  到數不相識的百姓中
[00:15:44.520 --> 00:15:47.000]  這些事人都告訴我了
[00:15:47.000 --> 00:15:50.280]  耶和華照你所行的報上你
