
[00:00:00.000 --> 00:00:02.440]  在我們自己的崗位裡面能夠去侍奉著
[00:01:54.280 --> 00:01:57.600]  在啟示錄第二至第三章
[00:01:57.600 --> 00:02:02.080]  如果那些比較老練的基督徒
[00:02:02.080 --> 00:02:06.360]  你知道這兩章聖經就是七教會書信
[00:02:06.360 --> 00:02:11.760]  就是基督寫給當時七個的教會
[00:02:11.760 --> 00:02:13.600]  這個是我想的講題
[00:02:13.600 --> 00:02:15.000]  就是我過去退休會
[00:02:15.000 --> 00:02:19.840]  在明尼蘇萊爾的退休會想到底要講些什麼
[00:02:19.840 --> 00:02:22.040]  當然最好就是講新約書信
[00:02:22.040 --> 00:02:25.240]  因為我星期二
[00:02:25.240 --> 00:02:26.440]  是不是星期二開始
[00:02:26.440 --> 00:02:29.400]  我的按line加上星期二晚開始
[00:02:29.400 --> 00:02:31.040]  講新約書信
[00:02:31.040 --> 00:02:33.680]  我覺得不如想想講新約書信
[00:02:33.680 --> 00:02:36.280]  但想著想著一路這樣去到祈禱
[00:02:36.280 --> 00:02:37.840]  一路去到等候的時候
[00:02:37.840 --> 00:02:43.320]  我都覺得都是可能回到這七封的信
[00:02:43.320 --> 00:02:45.960]  是基督當時寫給教會的
[00:02:45.960 --> 00:02:46.720]  出自啟示錄
[00:02:46.720 --> 00:02:47.800]  如果你有聖經的話
[00:02:47.800 --> 00:02:49.360]  打開啟示錄
[00:02:49.360 --> 00:02:51.160]  啟示錄是最後一本書
[00:02:51.160 --> 00:02:53.640]  聖經有六十六卷書
[00:02:53.640 --> 00:02:55.480]  舊約有三十九卷
[00:02:55.480 --> 00:02:57.000]  新約有二十七卷
[00:02:57.000 --> 00:02:59.320]  最後的一卷叫做Revelation
[00:02:59.320 --> 00:03:00.840]  叫做啟示錄
[00:03:00.840 --> 00:03:02.160]  啟示錄是什麼呢
[00:03:02.160 --> 00:03:03.240]  很多時候我們
[00:03:03.240 --> 00:03:05.560]  特別是華人的信徒
[00:03:05.560 --> 00:03:07.520]  特別是那些比較老牌的信徒
[00:03:07.520 --> 00:03:08.920]  我們經常都搞錯
[00:03:08.920 --> 00:03:12.320]  我們當啟示錄是預先寫好的新聞報導
[00:03:12.320 --> 00:03:15.360]  這個是錯得非常交關
[00:03:15.360 --> 00:03:17.240]  到底啟示錄是做什麼的
[00:03:17.240 --> 00:03:22.040]  啟示錄其實就是想告訴我們
[00:03:22.040 --> 00:03:23.560]  當時的教會的處境
[00:03:23.560 --> 00:03:25.160]  針對當時的教會處境
[00:03:25.160 --> 00:03:27.840]  上帝要將一些最終極的事情
[00:03:27.840 --> 00:03:29.680]  去啟示出來
[00:03:29.680 --> 00:03:31.840]  最值得我們緊張的
[00:03:31.840 --> 00:03:34.000]  最值得我們關心的事情
[00:03:34.000 --> 00:03:35.480]  去啟示出來
[00:03:35.480 --> 00:03:37.000]  最主要寫給誰
[00:03:37.000 --> 00:03:39.720]  不是寫給我們今時今日二十一世紀的人
[00:03:39.720 --> 00:03:41.280]  寫給當時的人
[00:03:41.280 --> 00:03:43.000]  所以你看啟示錄的時候
[00:03:43.000 --> 00:03:44.920]  一定要想回當時的處境
[00:03:44.920 --> 00:03:46.720]  他們正在遇見什麼
[00:03:46.720 --> 00:03:48.360]  於是啟示錄就用當時
[00:03:48.360 --> 00:03:49.680]  他們能夠明白的方法
[00:03:49.680 --> 00:03:51.520]  來跟他們溝通
[00:03:51.520 --> 00:03:52.320]  這個是啟示錄
[00:03:52.320 --> 00:03:56.080]  不是預先寫好的新聞報導
[00:03:56.080 --> 00:04:00.440]  我們打開第二至第三章之前
[00:04:00.440 --> 00:04:01.920]  第一章說什麼呢
[00:04:01.920 --> 00:04:03.800]  他們發生什麼處境
[00:04:03.800 --> 00:04:08.880]  第一章第九節
[00:04:08.880 --> 00:04:10.720]  寫信的人叫約翰
[00:04:10.720 --> 00:04:12.600]  相信就是使徒約翰
[00:04:12.600 --> 00:04:15.120]  就是十二使徒裡面剩下的那個
[00:04:15.120 --> 00:04:17.400]  死剩總是約翰
[00:04:17.400 --> 00:04:19.640]  就是他開始跟耶穌的時候
[00:04:19.640 --> 00:04:21.000]  最年輕的那個
[00:04:21.000 --> 00:04:22.440]  或者他遭遇不同的事
[00:04:22.440 --> 00:04:26.160]  所以他就是剩下的那個
[00:04:26.160 --> 00:04:28.120]  我約翰就是你們的弟兄
[00:04:28.120 --> 00:04:29.320]  在耶穌裡面
[00:04:29.320 --> 00:04:32.960]  和你們一同的在患難的國度
[00:04:32.960 --> 00:04:34.800]  忍耐裡面有份
[00:04:34.800 --> 00:04:36.480]  為上帝的道
[00:04:36.480 --> 00:04:38.360]  和為耶穌作的見證
[00:04:38.360 --> 00:04:42.600]  曾在南明叫做拔摩的海島上
[00:04:42.600 --> 00:04:46.200]  有一主日我被聖靈感動
[00:04:46.200 --> 00:04:51.160]  聽見在我後面有大聲音吹號角說
[00:04:51.160 --> 00:04:54.360]  要把你所看見的寫在書上
[00:04:54.360 --> 00:04:58.480]  既給爾弗索 史梅蘭 別伽摩
[00:04:58.480 --> 00:05:01.560]  推亞 推拉 薩迪 菲拉 鐵菲
[00:05:01.560 --> 00:05:04.000]  老弟家七個的教會
[00:05:04.000 --> 00:05:05.160]  當時到底發生什麼事
[00:05:05.160 --> 00:05:07.560]  這裡大概有些蛛絲馬跡告訴你
[00:05:07.560 --> 00:05:08.760]  約翰在哪裡
[00:05:08.760 --> 00:05:10.680]  在一個叫做拔摩的海島上
[00:05:10.680 --> 00:05:12.360]  當時羅馬帝國
[00:05:12.360 --> 00:05:14.200]  對於一些
[00:05:14.200 --> 00:05:18.200]  特別在政權上去挑戰他們的人
[00:05:18.200 --> 00:05:19.880]  或者一些所謂政治犯
[00:05:19.880 --> 00:05:21.560]  他們就會流放他
[00:05:21.560 --> 00:05:25.640]  去到希臘那些西的海島那裡
[00:05:25.640 --> 00:05:28.040]  大家可能有去過希臘玩
[00:05:28.040 --> 00:05:29.640]  那些海島很漂亮的
[00:05:29.640 --> 00:05:30.760]  以前不是這樣的
[00:05:30.760 --> 00:05:33.600]  以前不是去那裡度假
[00:05:33.600 --> 00:05:36.120]  以前是流放你去那裡
[00:05:36.120 --> 00:05:37.360]  exile你去那裡
[00:05:37.360 --> 00:05:40.080]  不要那麼多聲音
[00:05:40.080 --> 00:05:41.080]  當時發生什麼事
[00:05:41.080 --> 00:05:44.480]  大概當時是第一世紀末的時候
[00:05:44.480 --> 00:05:46.960]  大概第一世紀的九十年代
[00:05:46.960 --> 00:05:48.160]  九十年代發生什麼事
[00:05:48.160 --> 00:05:51.520]  當時有一個羅馬帝王叫做Domitian
[00:05:51.520 --> 00:05:53.200]  當時我們知道那個處境
[00:05:53.200 --> 00:05:56.680]  大概就是用很多的壓力
[00:05:56.680 --> 00:06:00.520]  去給當時很少的教會
[00:06:00.520 --> 00:06:02.120]  不同地方的教會
[00:06:02.120 --> 00:06:05.720]  大家知道主耶穌來的時候大概什麼時間
[00:06:05.720 --> 00:06:08.400]  大概是主後三十年死而復活
[00:06:08.400 --> 00:06:10.280]  主後三十年的時候
[00:06:10.280 --> 00:06:12.640]  所以耶穌過了之後
[00:06:12.640 --> 00:06:13.720]  有第一代的信徒
[00:06:13.720 --> 00:06:16.160]  然後有第一代的教會出現
[00:06:16.160 --> 00:06:16.840]  到這個時候
[00:06:16.840 --> 00:06:18.600]  主後大概九十年代的時候
[00:06:18.600 --> 00:06:21.240]  已經是第二代的信徒出現
[00:06:21.240 --> 00:06:24.120]  所以約翰其實是第一代最後最後那個
[00:06:24.120 --> 00:06:26.800]  所以我們叫他死靜種
[00:06:26.800 --> 00:06:30.160]  他剩下那一代最後的一個見證人
[00:06:30.160 --> 00:06:32.720]  見證耶穌曾經做過的事
[00:06:32.720 --> 00:06:35.720]  見證耶穌所建立的天國
[00:06:35.720 --> 00:06:37.400]  他繼續將福音傳開
[00:06:37.400 --> 00:06:40.000]  所以第二代的信徒在教會那裡
[00:06:40.000 --> 00:06:42.280]  他們延去傳福音的時候
[00:06:42.280 --> 00:06:43.840]  他們傳的福音是什麼呢
[00:06:43.840 --> 00:06:45.640]  今天我們想起傳福音是什麼
[00:06:45.640 --> 00:06:47.920]  我們想想神愛你等等
[00:06:47.920 --> 00:06:49.760]  真正福音是什麼
[00:06:49.760 --> 00:06:52.880]  聖經裡面說福音Gospel
[00:06:52.880 --> 00:06:56.360]  是宣告一個王者來道
[00:06:56.360 --> 00:06:58.480]  That is the Gospel
[00:06:58.480 --> 00:07:00.400]  And there is only one King
[00:07:00.400 --> 00:07:03.960]  只有一個我們值得去歌頌
[00:07:03.960 --> 00:07:06.080]  一個值得我們跟從的人
[00:07:06.080 --> 00:07:07.640]  就是耶穌基督
[00:07:07.640 --> 00:07:09.480]  如果你將這個福音
[00:07:09.480 --> 00:07:11.600]  在當時羅馬帝國傳出來的時候
[00:07:11.600 --> 00:07:13.680]  就很大件事了
[00:07:13.680 --> 00:07:15.200]  因為當時的羅馬帝王
[00:07:15.200 --> 00:07:17.120]  譬如Domitian
[00:07:17.120 --> 00:07:20.120]  他會認為什麼
[00:07:20.120 --> 00:07:22.160]  你作反是吧
[00:07:22.160 --> 00:07:26.600]  煽動或者危害國安等等
[00:07:26.600 --> 00:07:28.840]  所以這些傳福音的人
[00:07:28.840 --> 00:07:32.080]  包括約翰其中一個
[00:07:32.080 --> 00:07:35.120]  就是被當時的羅馬帝國
[00:07:35.120 --> 00:07:38.880]  認為是威脅當時的安危
[00:07:38.880 --> 00:07:40.520]  國家的安危
[00:07:40.520 --> 00:07:42.440]  所以就將他樓房
[00:07:42.440 --> 00:07:44.480]  有一點像今天的文字獄
[00:07:44.480 --> 00:07:45.240]  是不是
[00:07:45.240 --> 00:07:46.920]  如果你報導什麼
[00:07:46.920 --> 00:07:51.480]  是影響我們羅馬帝國中央的
[00:07:51.480 --> 00:07:57.240]  那我們就將你exile
[00:07:57.240 --> 00:07:58.480]  所以這樣的傳福音的時候
[00:07:58.480 --> 00:07:59.480]  一定會被排斥
[00:07:59.480 --> 00:08:00.640]  一定會很艱難
[00:08:00.640 --> 00:08:01.440]  當時的教會
[00:08:01.440 --> 00:08:03.240]  就是遇見一個這樣的處境
[00:08:03.240 --> 00:08:06.240]  所以為什麼才有啟示錄出現
[00:08:06.240 --> 00:08:07.240]  不是預先寫好
[00:08:07.240 --> 00:08:09.600]  明天三點鐘一定會下雨
[00:08:09.600 --> 00:08:11.160]  不是預測
[00:08:11.160 --> 00:08:12.960]  而是最主要告訴我們
[00:08:12.960 --> 00:08:14.080]  真正的真相
[00:08:14.080 --> 00:08:15.320]  這個世界的真相
[00:08:15.320 --> 00:08:18.960]  誰才是真的帝王
[00:08:18.960 --> 00:08:21.080]  特別當時的羅馬帝國
[00:08:21.080 --> 00:08:23.720]  在地中海的東部
[00:08:23.720 --> 00:08:31.280]  他們宣傳一種叫做帝王的崇拜
[00:08:31.280 --> 00:08:32.880]  就是設立一些廟宇
[00:08:32.880 --> 00:08:37.600]  那些廟宇就是有羅馬帝王的像在那裡的
[00:08:37.600 --> 00:08:39.680]  那你就要上去供奉他
[00:08:39.680 --> 00:08:40.960]  特別到Domitian的時候
[00:08:40.960 --> 00:08:43.520]  就是處後九十年代的時候
[00:08:43.520 --> 00:08:46.960]  Domitian甚至說他自己是living god
[00:08:46.960 --> 00:08:48.040]  不過我們怎麼知道呢
[00:08:48.040 --> 00:08:52.760]  因為現在我們找回Domitian當時的硬幣
[00:08:52.760 --> 00:08:56.760]  我們今天不用現金
[00:08:56.760 --> 00:08:58.920]  記得我們那些比較老的人
[00:08:58.920 --> 00:09:01.360]  我們還用現金
[00:09:01.360 --> 00:09:03.920]  我們家裡有很多現金
[00:09:03.920 --> 00:09:05.680]  特別是那些神沙
[00:09:05.680 --> 00:09:06.800]  那些硬幣
[00:09:06.800 --> 00:09:10.640]  每一個硬幣都是那些政治宣傳的工具
[00:09:10.640 --> 00:09:12.960]  找回當時Domitian的那些硬幣
[00:09:12.960 --> 00:09:16.680]  就說他是Son of God
[00:09:16.680 --> 00:09:18.880]  說他是Lord and God
[00:09:18.880 --> 00:09:21.880]  主和神
[00:09:21.880 --> 00:09:26.440]  所以啟示錄就用很多這樣的語句來反駁
[00:09:26.440 --> 00:09:28.160]  到底真正的帝王
[00:09:28.160 --> 00:09:32.160]  真正的掌管宇宙的是哪一個呢
[00:09:32.160 --> 00:09:35.040]  不是Domitian 是耶穌基督
[00:09:35.040 --> 00:09:39.680]  所以當時特別是羅馬的東邊
[00:09:39.680 --> 00:09:41.400]  Roman East
[00:09:41.400 --> 00:09:43.080]  地中海的東邊的世界
[00:09:43.080 --> 00:09:45.480]  就是今天的土耳其
[00:09:45.480 --> 00:09:46.600]  希臘
[00:09:46.600 --> 00:09:48.560]  再過去以色列巴勒斯坦地
[00:09:48.560 --> 00:09:52.360]  他推行很多這些叫做Emperor's worship
[00:09:52.360 --> 00:09:53.960]  Imperial cult Imperial religion
[00:09:53.960 --> 00:09:58.040]  就是要那些掌管帝國的人
[00:09:58.040 --> 00:10:00.640]  被供奉和被敬拜
[00:10:00.640 --> 00:10:03.480]  如果你是教會
[00:10:03.480 --> 00:10:05.040]  有沒有麻煩
[00:10:05.040 --> 00:10:06.560]  都挺麻煩的
[00:10:06.560 --> 00:10:08.720]  你想像一下某一些地方
[00:10:08.720 --> 00:10:11.000]  那個教會裡面
[00:10:11.000 --> 00:10:13.320]  首先你唱贊美詩唱給耶穌之前
[00:10:13.320 --> 00:10:16.560]  你一定要唱國歌
[00:10:16.560 --> 00:10:18.720]  唱國歌 敬拜隊要練什麼
[00:10:18.720 --> 00:10:20.320]  每天都要唱國歌
[00:10:20.320 --> 00:10:21.400]  練好一首國歌
[00:10:21.400 --> 00:10:25.160]  你唱完一首國歌才好唱給耶穌基督聽
[00:10:25.160 --> 00:10:27.080]  或者你看著那個台
[00:10:27.080 --> 00:10:28.280]  或者看著那個教會
[00:10:28.280 --> 00:10:30.800]  很多時候教會有一個標誌是十字架
[00:10:30.800 --> 00:10:34.600]  十字架那邊旁邊
[00:10:34.600 --> 00:10:39.440]  就放那個帝王的照片在那裡
[00:10:39.440 --> 00:10:40.800]  或者帝王的照片放中間
[00:10:40.800 --> 00:10:42.960]  十字架放在旁邊
[00:10:42.960 --> 00:10:45.440]  就是一種這樣的情況
[00:10:45.440 --> 00:10:46.520]  如果你不聽我的話
[00:10:46.520 --> 00:10:47.880]  就好像約翰那樣
[00:10:47.880 --> 00:10:52.440]  被流放到去拔摩的海上
[00:10:52.440 --> 00:10:54.200]  這個七教會的書信
[00:10:54.200 --> 00:10:55.520]  就是寫給當時
[00:10:55.520 --> 00:10:57.440]  在現在的土耳其
[00:10:57.440 --> 00:10:59.400]  七個地方的教會
[00:10:59.400 --> 00:11:01.080]  你看到這個地圖
[00:11:01.080 --> 00:11:04.480]  剛才我們不是讀了很多這些地名嗎
[00:11:04.480 --> 00:11:06.520]  記不記得讀了什麼地名
[00:11:06.520 --> 00:11:08.120]  伊弗索你記得嗎
[00:11:08.120 --> 00:11:09.440]  你記得伊弗索
[00:11:09.440 --> 00:11:12.520]  如果你不記得七個教會的地方名
[00:11:12.520 --> 00:11:13.680]  或者教會的名字
[00:11:13.680 --> 00:11:14.840]  你記住伊弗索就可以了
[00:11:14.840 --> 00:11:19.000]  其他的不是經常出現的
[00:11:19.000 --> 00:11:22.600]  由伊弗索開始直到第七個是哪個
[00:11:22.600 --> 00:11:24.000]  老第加拿大
[00:11:24.000 --> 00:11:25.720]  這七個教會
[00:11:25.720 --> 00:11:27.360]  所以七封書信
[00:11:27.360 --> 00:11:29.760]  就會按照當時的地圖
[00:11:29.760 --> 00:11:32.520]  大概那個路線
[00:11:32.520 --> 00:11:35.080]  可能是那些郵政的路線
[00:11:35.080 --> 00:11:36.640]  就是你寄信的時候
[00:11:36.640 --> 00:11:38.760]  郵差派不同的地方
[00:11:38.760 --> 00:11:39.960]  那個路線有一點點像
[00:11:39.960 --> 00:11:42.840]  Amazon Truck那些地圖
[00:11:42.840 --> 00:11:43.840]  跟著跟著去
[00:11:43.840 --> 00:11:46.440]  你知道我家買了Amazon的東西
[00:11:46.440 --> 00:11:48.080]  我是最後那個
[00:11:48.080 --> 00:11:49.000]  我不知道為什麼
[00:11:49.000 --> 00:11:50.000]  每次都是這樣
[00:11:50.000 --> 00:11:52.320]  永遠都是最後最後才到我的
[00:11:52.320 --> 00:11:54.800]  我就是老第加教會
[00:11:54.800 --> 00:11:56.760]  七封書信
[00:11:56.760 --> 00:11:58.520]  針對當時的處境
[00:11:58.520 --> 00:12:01.640]  七個城市裡面有不同的House Churches
[00:12:01.640 --> 00:12:04.280]  七封書信都有它相似的格式
[00:12:04.280 --> 00:12:06.880]  首先基督說他自己是誰
[00:12:06.880 --> 00:12:09.360]  用不同的稱呼來介紹自己
[00:12:09.360 --> 00:12:10.040]  然後他就說
[00:12:10.040 --> 00:12:12.560]  我知道你教會發生什麼事
[00:12:12.560 --> 00:12:15.640]  因為上帝知道我們教會發生什麼事
[00:12:15.640 --> 00:12:18.040]  所以就會說出
[00:12:18.040 --> 00:12:21.160]  七個教會的所謂Evaluation
[00:12:21.160 --> 00:12:22.600]  我怎麼看你們
[00:12:22.600 --> 00:12:25.800]  然後第三樣東西就是
[00:12:25.800 --> 00:12:26.600]  經常有一句話
[00:12:26.600 --> 00:12:28.160]  你要做些什麼
[00:12:28.160 --> 00:12:29.240]  你要改變些什麼
[00:12:29.240 --> 00:12:31.320]  或者你要繼續去做些什麼
[00:12:31.320 --> 00:12:33.920]  這個就是對教會的忠告
[00:12:33.920 --> 00:12:35.960]  然後最後有一個Promise
[00:12:35.960 --> 00:12:38.000]  凡有耳聽的
[00:12:38.000 --> 00:12:39.360]  必須要聽
[00:12:39.360 --> 00:12:41.040]  上帝給你的Promise
[00:12:41.040 --> 00:12:42.160]  忍耐到底
[00:12:42.160 --> 00:12:44.920]  你繼續堅守真道的話
[00:12:44.920 --> 00:12:46.520]  你就會OK了
[00:12:46.520 --> 00:12:47.800]  有Promise給你
[00:12:47.800 --> 00:12:49.920]  今天我們看第一封的書信
[00:12:49.920 --> 00:12:53.160]  二章第一節
[00:12:53.160 --> 00:12:54.040]  說些什麼呢
[00:12:54.040 --> 00:12:55.120]  寫給二福所
[00:12:55.120 --> 00:12:59.760]  他說你要寫信給二福所教會的使者
[00:12:59.760 --> 00:13:02.080]  那右手拿著七火星
[00:13:02.080 --> 00:13:07.320]  在七個金燈台中間行走的這封書
[00:13:07.320 --> 00:13:08.000]  寫給二福所
[00:13:08.000 --> 00:13:10.560]  二福所當時是一個很大的城市
[00:13:10.560 --> 00:13:12.360]  大概第三第四大城市
[00:13:12.360 --> 00:13:15.440]  你知不知道那是幾大城市在美國
[00:13:15.440 --> 00:13:16.920]  三是嗎
[00:13:16.920 --> 00:13:18.440]  所以為什麼DNC也來了
[00:13:18.440 --> 00:13:20.600]  阻礙了我們
[00:13:20.600 --> 00:13:22.920]  當時二福所也是一個大的海港
[00:13:22.920 --> 00:13:25.640]  就是Metropolitan City
[00:13:25.640 --> 00:13:27.360]  正因為是大城市的緣故
[00:13:27.360 --> 00:13:31.320]  所以那個是經濟文化宗教的命脈
[00:13:31.320 --> 00:13:33.880]  當時不同的這些大的城市
[00:13:33.880 --> 00:13:40.120]  都想京城羅馬來代他們好一點
[00:13:40.120 --> 00:13:41.840]  要討好他們
[00:13:41.840 --> 00:13:45.000]  如果你建一個帝王的廟在我們中間
[00:13:45.000 --> 00:13:46.440]  那就好了
[00:13:46.440 --> 00:13:47.400]  為什麼
[00:13:47.400 --> 00:13:53.600]  那些資金和經濟宗教就會更加的蓬勃
[00:13:53.600 --> 00:13:56.040]  所以那些城市
[00:13:56.040 --> 00:13:59.600]  特別是今天土耳其那裡的主要城市
[00:13:59.600 --> 00:14:05.160]  經常爭誰能夠做到省份裡面最大最大的
[00:14:05.160 --> 00:14:08.560]  二福所當然就是其中一個
[00:14:08.560 --> 00:14:10.200]  你記得《士郎行傳》裡面說到
[00:14:10.200 --> 00:14:12.400]  保羅去到全福音的時候
[00:14:12.400 --> 00:14:15.440]  他在一個宣教旅程他來到二福所
[00:14:15.440 --> 00:14:18.720]  並且他在那裡留了三年的時間
[00:14:18.720 --> 00:14:20.800]  我相信保羅在那裡看中了這個地方
[00:14:20.800 --> 00:14:21.760]  是一個很重要的地方
[00:14:21.760 --> 00:14:23.200]  所以在那裡留了三年
[00:14:23.200 --> 00:14:26.160]  去到牧羊教會和在那裡差派其他宣教士
[00:14:26.160 --> 00:14:27.760]  做很多宣教的工作
[00:14:27.760 --> 00:14:29.520]  當時寫二福所書的時候
[00:14:29.520 --> 00:14:31.040]  說的是二福所書
[00:14:31.040 --> 00:14:32.480]  二福所書不是啟示錄
[00:14:32.480 --> 00:14:33.000]  二福所書
[00:14:33.000 --> 00:14:35.720]  你知道《新約》裡面其中一本書信就是二福所書
[00:14:35.720 --> 00:14:38.200]  但是保羅寫的時候
[00:14:38.200 --> 00:14:39.600]  寫給二福所的教會
[00:14:39.600 --> 00:14:42.760]  大概是主後六十年左右的時候
[00:14:42.760 --> 00:14:45.000]  啟示我什麼時候寫?
[00:14:45.000 --> 00:14:47.640]  主後九十年
[00:14:47.640 --> 00:14:53.240]  所以二福所教會應該已經有四十年左右
[00:14:53.240 --> 00:14:55.120]  四十年左右的教會
[00:14:55.120 --> 00:14:56.360]  都不算是新的教會
[00:14:56.360 --> 00:14:59.080]  因為我們的教會是baby
[00:14:59.080 --> 00:15:00.600]  就是八年而已
[00:15:00.600 --> 00:15:02.440]  二福所四十年這麼久
[00:15:02.440 --> 00:15:04.480]  一個比較有些歷史
[00:15:04.480 --> 00:15:06.120]  有些根基的教會
[00:15:06.120 --> 00:15:07.320]  他就寫信給他
[00:15:07.320 --> 00:15:10.200]  他說右手拿著七星的
[00:15:10.200 --> 00:15:14.560]  在七個金燈台中間行走的
[00:15:14.560 --> 00:15:16.600]  這裡是講一些符號
[00:15:16.600 --> 00:15:18.080]  講一些象徵
[00:15:18.080 --> 00:15:19.480]  為什麼會拿著七星?
[00:15:19.480 --> 00:15:20.400]  你可以想像
[00:15:20.400 --> 00:15:24.160]  你試一下在你的腦海裡面畫一幅這樣的畫
[00:15:24.160 --> 00:15:28.480]  基督是拿著七火星
[00:15:28.480 --> 00:15:31.480]  是一幅怎樣的畫?
[00:15:31.480 --> 00:15:34.640]  可能我們想到的就是很浪漫
[00:15:34.640 --> 00:15:38.600]  我知道有些電影節目會去看流星雨
[00:15:38.600 --> 00:15:42.720]  特意去黑漆漆的地方去餵蚊子
[00:15:42.720 --> 00:15:45.280]  然後去看流星雨
[00:15:45.280 --> 00:15:47.480]  當時他們想起七星是什麼?
[00:15:47.480 --> 00:15:49.920]  剛才我不是說那些硬幣嗎?
[00:15:49.920 --> 00:15:52.080]  你知道Domitian其中一些硬幣
[00:15:52.080 --> 00:15:53.600]  他所印出來的硬幣
[00:15:53.600 --> 00:15:55.560]  鑄造出來的硬幣
[00:15:55.560 --> 00:16:02.680]  就是有個羅馬帝王的異象在裡面
[00:16:02.680 --> 00:16:07.520]  然後就有七顆星圍著他
[00:16:07.520 --> 00:16:10.600]  羅馬帝王才是拿著七顆星的
[00:16:10.600 --> 00:16:12.040]  基督說不是
[00:16:12.040 --> 00:16:15.720]  基督說我才是右手拿著七星
[00:16:15.720 --> 00:16:19.200]  就是說他掌握著世界
[00:16:19.200 --> 00:16:21.160]  並且掌握著幾個教會?
[00:16:21.160 --> 00:16:22.760]  七個教會
[00:16:22.760 --> 00:16:26.400]  當然七也是symbolic number
[00:16:26.400 --> 00:16:27.480]  寫給七個教會
[00:16:27.480 --> 00:16:30.440]  就自然是寫給所有的教會
[00:16:30.440 --> 00:16:33.720]  他說他知道了所有事情所發生
[00:16:33.720 --> 00:16:34.920]  拿著七星
[00:16:34.920 --> 00:16:37.880]  並且在七個金燈台中間來行走
[00:16:37.880 --> 00:16:40.920]  就是每個教會可以當作是一個金燈台
[00:16:40.920 --> 00:16:42.000]  這個是猶太教
[00:16:42.000 --> 00:16:46.800]  金燈台是猶太教一個最悠久的符號
[00:16:46.800 --> 00:16:47.680]  金燈台
[00:16:47.680 --> 00:16:49.080]  你看到這張照片
[00:16:49.080 --> 00:16:51.440]  你快要到西牆的時候可以猶生
[00:16:51.440 --> 00:16:54.560]  就是一個大的金燈台
[00:16:54.560 --> 00:16:56.280]  放在你面前
[00:16:56.280 --> 00:17:00.560]  這個是以色列國的符號
[00:17:00.560 --> 00:17:01.600]  是他的象徵
[00:17:01.600 --> 00:17:07.000]  代表以色列應當成為萬國之光
[00:17:07.000 --> 00:17:08.800]  《二錯下書》有這麼說
[00:17:08.800 --> 00:17:12.360]  上帝揀選以色列不是因為他們特別好一點
[00:17:12.360 --> 00:17:15.040]  可以在別人面前威風一點
[00:17:15.040 --> 00:17:16.160]  上帝揀選以色列
[00:17:16.160 --> 00:17:18.000]  以色列成為他的工具
