
[00:00:00.000 --> 00:00:05.240]  聖誕節我也喜歡跟弟兄姊妹分享聖誕的經文或者聖誕詩歌
[00:01:48.040 --> 00:01:50.760]  那就是記號了」
[00:01:50.760 --> 00:01:53.400]  忽然有一大隊天兵
[00:01:53.400 --> 00:01:56.480]  同那天使讚美神說
[00:01:56.480 --> 00:02:00.240]  「在至高之處榮耀歸於神
[00:02:00.240 --> 00:02:05.000]  在地上平安歸於他所喜悅的人」
[00:02:05.000 --> 00:02:09.160]  一段是讓我們能夠感受到那份歡喜
[00:02:09.160 --> 00:02:12.240]  歡欣、平安的場面
[00:02:12.240 --> 00:02:14.560]  這個都是我們比較多讀
[00:02:14.560 --> 00:02:17.840]  比較熟悉的聖誕節一些的經文
[00:02:17.840 --> 00:02:18.920]  另外一段在路加菲奧
[00:02:18.920 --> 00:02:20.040]  同樣是第二章
[00:02:20.040 --> 00:02:24.080]  記載了一個西面的人物
[00:02:24.080 --> 00:02:27.840]  他怎樣為約瑟的家庭祝福
[00:02:27.840 --> 00:02:31.240]  但他說的話其實都是頗特別的
[00:02:31.240 --> 00:02:33.360]  我們一起重讀這段經文
[00:02:33.360 --> 00:02:36.320]  在二章的三十四到三十五節
[00:02:36.320 --> 00:02:39.520]  這位西面對瑪利亞說了一句話
[00:02:39.520 --> 00:02:40.480]  我們一起重讀
[00:02:40.480 --> 00:02:42.000]  預備起
[00:02:42.000 --> 00:02:44.360]  「西面給他們祝福
[00:02:44.360 --> 00:02:48.440]  並且向孩子的母親瑪利亞說
[00:02:48.440 --> 00:02:51.360]  這孩子被上帝揀選
[00:02:51.360 --> 00:02:55.280]  是要使以色列中許多人滅亡
[00:02:55.280 --> 00:02:57.120]  許多人得救
[00:02:57.120 --> 00:03:01.240]  要成為許多人毀謗的對象
[00:03:01.240 --> 00:03:06.000]  並因此揭露了這些人心底的疑念
[00:03:06.000 --> 00:03:10.240]  由上要將利劍刺透你的心」
[00:03:10.240 --> 00:03:12.000]  待會我們會再看多一次
[00:03:12.000 --> 00:03:15.320]  但最重要是這番說話
[00:03:15.320 --> 00:03:19.920]  不像天使和牧羊人所說的場面
[00:03:19.920 --> 00:03:22.360]  這番說話其實有人聽完之後
[00:03:22.360 --> 00:03:24.720]  不知道你的感受是怎樣
[00:03:24.720 --> 00:03:27.680]  其實好像都頗不安
[00:03:27.680 --> 00:03:31.840]  所說的不是一些平安的說話
[00:03:31.840 --> 00:03:33.680]  其實在聖誕節裏面
[00:03:33.680 --> 00:03:36.800]  這些正正都是我們去經歷到的
[00:03:36.800 --> 00:03:42.480]  聖誕節提到我們有耶穌基督降生的描述
[00:03:42.480 --> 00:03:44.320]  而最主要的經文
[00:03:44.320 --> 00:03:50.040]  就是在盧家鋒和馬太鋒這兩本書裏面的第一、第二章
[00:03:50.040 --> 00:03:53.400]  所以都鼓勵弟兄姊妹可以回去慢慢再讀
[00:03:53.400 --> 00:03:54.800]  但在這段經文裏面
[00:03:54.800 --> 00:03:56.840]  我想弟兄姊妹留意一樣是甚麼呢?
[00:03:56.840 --> 00:03:59.680]  如果我們有聖誕的禮物或是祝福的話
[00:03:59.680 --> 00:04:01.040]  從這兩段經文
[00:04:01.040 --> 00:04:04.120]  盧家鋒、馬太鋒第一、第二章裏面
[00:04:04.120 --> 00:04:08.520]  提醒我們是神的話必然成就
[00:04:08.520 --> 00:04:09.960]  你會看到很多人
[00:04:09.960 --> 00:04:12.960]  在這兩本書的一、二章裏面
[00:04:12.960 --> 00:04:18.680]  包括剛才所讀的牧羊人、瑪利亞、穆西勉
[00:04:18.680 --> 00:04:21.200]  甚至待會我們會看多一點的時候
[00:04:21.200 --> 00:04:23.800]  其實你會看到最重要的一個是
[00:04:23.800 --> 00:04:26.800]  神的話必然成就
[00:04:26.800 --> 00:04:30.560]  我相信這是聖誕裏面的祝福
[00:04:30.560 --> 00:04:35.840]  不安中的平安
[00:04:35.840 --> 00:04:41.280]  剛才我們看到牧羊人遇到天使的時候的場面
[00:04:41.280 --> 00:04:47.080]  其實都開始不是一個那麼平安或是寬恩
[00:04:47.080 --> 00:04:48.920]  當牧羊人見到天使的時候
[00:04:48.920 --> 00:04:50.640]  他們的反應是甚麼呢?
[00:04:50.640 --> 00:04:53.120]  就甚懼怕
[00:04:53.120 --> 00:04:54.480]  其實在聖誕裏面
[00:04:54.480 --> 00:04:57.640]  待會讀經文給我們看見
[00:04:57.640 --> 00:05:01.280]  是不少不安的場面
[00:05:01.280 --> 00:05:02.880]  當牧羊人見到天使
[00:05:02.880 --> 00:05:04.760]  他們會懼怕
[00:05:04.760 --> 00:05:05.760]  如果我們有印象
[00:05:05.760 --> 00:05:07.200]  盧家鋒一章裏面
[00:05:07.200 --> 00:05:11.080]  撒加利亞和瑪利亞同樣不安
[00:05:11.080 --> 00:05:14.920]  當主的使者和撒加利亞相遇的時候
[00:05:14.920 --> 00:05:16.640]  撒加利亞的反應是甚麼呢?
[00:05:16.640 --> 00:05:19.520]  驚慌、害怕
[00:05:19.520 --> 00:05:22.960]  瑪利亞聽到天使和她說的話
[00:05:22.960 --> 00:05:25.840]  同樣的反應就是驚慌
[00:05:25.840 --> 00:05:28.960]  所以這個都是我們有時印象當中
[00:05:28.960 --> 00:05:31.800]  原來耶穌降生前後
[00:05:31.800 --> 00:05:36.920]  那個聖誕的日子都是有不安的
[00:05:36.920 --> 00:05:39.400]  直至到耶穌在祂的父親
[00:05:39.400 --> 00:05:41.280]  以至耶穌出生之後的狀況
[00:05:41.280 --> 00:05:44.400]  同樣是令人不安的
[00:05:44.400 --> 00:05:45.440]  在《馬達科姆》裏面
[00:05:45.440 --> 00:05:46.680]  就記載得比較多一點
[00:05:46.680 --> 00:05:48.000]  《馬達科姆》的第一章裏面
[00:05:48.000 --> 00:05:49.040]  告訴我們
[00:05:49.040 --> 00:05:52.720]  當約瑟遇見天使報信的時候
[00:05:52.720 --> 00:05:55.200]  雖然沒有描述約瑟是怎樣的心情
[00:05:55.200 --> 00:05:57.120]  但這個使者跟他說
[00:05:57.120 --> 00:05:59.320]  不要怕
[00:05:59.320 --> 00:06:00.880]  其實我們可以想像到
[00:06:00.880 --> 00:06:02.680]  約瑟是很驚慌
[00:06:02.680 --> 00:06:05.680]  有一次瑪利亞或者其他人
[00:06:05.680 --> 00:06:07.840]  甚至約瑟可能比瑪利亞更加驚慌
[00:06:07.840 --> 00:06:09.640]  可能差不多
[00:06:09.640 --> 00:06:12.720]  因為他知道他的未婚妻懷了孕
[00:06:12.720 --> 00:06:15.520]  但在他的不安裏面
[00:06:15.520 --> 00:06:18.800]  神告訴他不要怕
[00:06:18.800 --> 00:06:21.280]  當希臘王聽到幾個博士
[00:06:21.280 --> 00:06:24.640]  來到他面前問猶太人的王在哪裏
[00:06:24.640 --> 00:06:26.320]  希臘王的反應是甚麼
[00:06:26.320 --> 00:06:28.280]  心裡不安
[00:06:28.280 --> 00:06:30.480]  以至這個消息傳開的時候
[00:06:30.480 --> 00:06:33.280]  整個耶路撒冷城裏面的人
[00:06:33.280 --> 00:06:35.920]  都心裡不安
[00:06:35.920 --> 00:06:36.800]  所以讓我們看見
[00:06:36.800 --> 00:06:41.080]  原來這是一個不安的場面
[00:06:41.080 --> 00:06:45.040]  不安裏面我們又見到有平安
[00:06:45.040 --> 00:06:46.760]  因為這個嬰孩的出世
[00:06:46.760 --> 00:06:50.240]  是帶來以色列的安慰
[00:06:50.240 --> 00:06:55.440]  在西冕跟瑪利亞說話之前
[00:06:55.440 --> 00:06:58.160]  聖經形容西冕是一個
[00:06:58.160 --> 00:07:01.800]  盼望以色列安慰者來到的人
[00:07:01.800 --> 00:07:03.600]  所以當他見到耶穌的時候
[00:07:03.600 --> 00:07:05.240]  他就得到安慰
[00:07:05.240 --> 00:07:10.400]  他知道這就是帶來平安的彌賽亞
[00:07:10.400 --> 00:07:12.920]  是以色列的安慰者終於來了
[00:07:12.920 --> 00:07:17.720]  這個盼望、這個應許終於實現了
[00:07:17.720 --> 00:07:19.360]  所以雖然是不安
[00:07:19.360 --> 00:07:21.960]  雖然我們剛才所看的很多場面都不安
[00:07:21.960 --> 00:07:23.400]  但在不安裏面
[00:07:23.400 --> 00:07:27.280]  我們仍然會聽到神說不要怕
[00:07:27.280 --> 00:07:31.160]  神的應許一定會成就
[00:07:31.160 --> 00:07:33.760]  不安裏面仍然有神的看顧
[00:07:33.760 --> 00:07:36.560]  有神賜給我們的平安
[00:07:36.560 --> 00:07:39.760]  所以無論是在不安裏面經歷過的
[00:07:39.760 --> 00:07:44.600]  瑪利亞也好、約瑟也好、西冕也好
[00:07:44.600 --> 00:07:46.880]  其實我們很相信在不安裏面
[00:07:46.880 --> 00:07:51.040]  我們更加有主的看顧、主賜的平安
[00:07:51.040 --> 00:07:52.080]  特別是在西冕
[00:07:52.080 --> 00:07:54.320]  我想用它來作為一個見證
[00:07:54.320 --> 00:07:56.480]  西冕縱然在不安裏面
[00:07:56.480 --> 00:07:58.680]  整個耶路撒冷都不安的時候
[00:07:58.680 --> 00:08:03.040]  西冕反而在神面前有一個讚美的祈禱
[00:08:03.040 --> 00:08:06.960]  去表達他在整個耶路撒冷不安的時候
[00:08:06.960 --> 00:08:10.480]  他怎樣在神面前告訴神
[00:08:10.480 --> 00:08:13.000]  他的平安是很特別的
[00:08:13.000 --> 00:08:15.120]  我想邀請大家一起來讀這段經文
[00:08:15.120 --> 00:08:18.280]  是西冕向神的一個禱告
[00:08:18.280 --> 00:08:20.520]  我們一起來從當中看看
[00:08:20.520 --> 00:08:25.440]  西冕如何在不安中有那份很特別的平安
[00:08:25.440 --> 00:08:26.720]  我們一起讀完這段經文
[00:08:26.720 --> 00:08:27.960]  預備起
[00:08:27.960 --> 00:08:31.360]  主啊,如今可以照你的話
[00:08:31.360 --> 00:08:34.640]  釋放僕人,安然去世
[00:08:34.640 --> 00:08:39.080]  因為我的眼睛已經看見你的救恩
[00:08:39.080 --> 00:08:43.120]  就是你在萬民面前所預備的
[00:08:43.120 --> 00:08:46.040]  是照亮愛邦人的光
[00:08:46.040 --> 00:08:50.120]  又是你問以色列的榮耀
[00:08:50.120 --> 00:08:53.440]  西冕見到以色列的安慰者
[00:08:53.440 --> 00:08:55.640]  見到以色列的榮耀
[00:08:55.640 --> 00:08:58.720]  見到神這個應許的實現
[00:08:58.720 --> 00:09:00.080]  所以西冕講了一句說話
[00:09:00.080 --> 00:09:02.280]  我們可能有時也會聽到
[00:09:02.280 --> 00:09:04.600]  他很願意,他很快地說
[00:09:04.600 --> 00:09:07.560]  我可以按食主懷
[00:09:07.560 --> 00:09:10.680]  當然他用的就是安然去世
[00:09:10.680 --> 00:09:12.040]  如果我跟一般人說
[00:09:12.040 --> 00:09:13.480]  他可以怎樣
[00:09:13.480 --> 00:09:15.000]  很放心走
[00:09:15.000 --> 00:09:17.200]  你放心去
[00:09:17.200 --> 00:09:19.880]  我不知道這個對各位來講
[00:09:19.880 --> 00:09:20.800]  大英姐妹來講
[00:09:20.800 --> 00:09:24.160]  你覺得如果人生去到一個階段
[00:09:24.160 --> 00:09:25.640]  我很放心走
[00:09:25.640 --> 00:09:28.000]  是不是最大的平安
[00:09:28.000 --> 00:09:30.200]  我想在西冕的身上
[00:09:30.200 --> 00:09:33.400]  他可以很放心
[00:09:33.400 --> 00:09:35.280]  他可以很釋放
[00:09:35.280 --> 00:09:37.520]  他可以安然去世
[00:09:37.520 --> 00:09:39.440]  縱然在不安裏面
[00:09:39.440 --> 00:09:42.760]  他有這份很特別
[00:09:42.760 --> 00:09:45.000]  很不同的平安
[00:09:45.000 --> 00:09:49.080]  不安裏面可以有平安
[00:09:49.080 --> 00:09:50.920]  但平安的時候
[00:09:50.920 --> 00:09:55.200]  我們又要很小心
[00:09:55.200 --> 00:09:59.400]  其實平安裏面是否真的百分之一百的平安
[00:09:59.400 --> 00:10:01.720]  是否真的可以安安樂樂
[00:10:01.720 --> 00:10:04.920]  是否好像所說的安定繁榮
[00:10:04.920 --> 00:10:09.640]  平安裏面原來是有不安的
[00:10:09.640 --> 00:10:12.600]  我們看回剛才《路加坊二章》的時候
[00:10:12.600 --> 00:10:14.880]  告訴我們天使報佳音
[00:10:14.880 --> 00:10:16.720]  這是我們一直以來在聖誕的時候
[00:10:16.720 --> 00:10:17.440]  我們也會看的
[00:10:17.440 --> 00:10:18.600]  天使報佳音
[00:10:18.600 --> 00:10:21.160]  所以我們有時也會鼓勵大英姐妹
[00:10:21.160 --> 00:10:23.800]  可以聖誕期間出去報佳音
[00:10:23.800 --> 00:10:26.960]  將大好的訊息
[00:10:26.960 --> 00:10:28.520]  大喜的訊息
[00:10:28.520 --> 00:10:29.760]  好像天使一樣
[00:10:29.760 --> 00:10:31.400]  向我們這個社區
[00:10:31.400 --> 00:10:33.280]  向我們身邊的人說
[00:10:33.280 --> 00:10:35.280]  所以天使報佳音就是因為
[00:10:35.280 --> 00:10:36.800]  當聖經描述到
[00:10:36.800 --> 00:10:38.320]  天使和這班妹妹說
[00:10:38.320 --> 00:10:41.160]  我有大喜的訊息
[00:10:41.160 --> 00:10:43.040]  來告訴大家
[00:10:43.040 --> 00:10:45.960]  所以這是一個大喜的訊息
[00:10:45.960 --> 00:10:49.440]  是每一個人都有關係的
[00:10:49.440 --> 00:10:52.240]  然後天使就讚美神
[00:10:52.240 --> 00:10:54.080]  在這個氛圍裏面
[00:10:54.080 --> 00:10:56.480]  牧羊人西勉阿拿
[00:10:56.480 --> 00:10:58.480]  在《路加坊二章》記載
[00:10:58.480 --> 00:11:00.120]  其實他們很感動
[00:11:00.120 --> 00:11:02.080]  他們甚至很興奮
[00:11:02.080 --> 00:11:03.480]  他們覺得整個環境
[00:11:03.480 --> 00:11:06.000]  如果我們再讀《路加坊二章》的時候
[00:11:06.000 --> 00:11:08.200]  我們能夠感受得多的是一種
[00:11:08.200 --> 00:11:12.120]  安康、祥和、很歡欣的氛圍
[00:11:12.120 --> 00:11:13.440]  我希望大家有機會
[00:11:13.440 --> 00:11:15.520]  真的回去讀《路加坊二章》的時候
[00:11:15.520 --> 00:11:17.440]  你就會體會得很多
[00:11:17.440 --> 00:11:19.040]  因為他們很經歷到
[00:11:19.040 --> 00:11:21.120]  當他們的盼望
[00:11:21.120 --> 00:11:23.760]  期盼以色列的安慰者
[00:11:23.760 --> 00:11:26.800]  期盼神給他們的拯救
[00:11:26.800 --> 00:11:28.040]  他們很體會、很經歷
[00:11:28.040 --> 00:11:32.080]  就是盼望、經歷神這個應許的成就
[00:11:32.080 --> 00:11:34.920]  所以是一個很平安的氛圍
[00:11:34.920 --> 00:11:37.160]  這也是很實在的
[00:11:37.160 --> 00:11:38.640]  但我想給大家看到的是
[00:11:38.640 --> 00:11:40.080]  平安裏面
[00:11:40.080 --> 00:11:43.600]  原來仍然會有不安
[00:11:43.600 --> 00:11:46.520]  平安不一定是百分之一百
[00:11:46.520 --> 00:11:50.200]  平安裏面其實可能會存在不安
[00:11:50.200 --> 00:11:55.600]  我就用回天使向牧羊人所說的一句話
[00:11:55.600 --> 00:11:57.200]  我們都很熟悉的
[00:11:57.200 --> 00:12:01.920]  就是有大喜的訊息來宣告
[00:12:01.920 --> 00:12:04.440]  大喜的訊息其實有什麼意思呢?
[00:12:04.440 --> 00:12:06.320]  就是報佳音
[00:12:06.320 --> 00:12:08.920]  就是我們今天所說的全福音
[00:12:08.920 --> 00:12:12.880]  大喜的訊息其實意思跟我們今天說的福音
[00:12:12.880 --> 00:12:14.160]  是所說的一樣
[00:12:14.160 --> 00:12:15.240]  就是福音
[00:12:15.240 --> 00:12:16.600]  福音又是什麼呢?
[00:12:16.600 --> 00:12:18.680]  我們有人形容福音就是什麼?
[00:12:18.680 --> 00:12:20.560]  就是好消息
[00:12:20.560 --> 00:12:22.160]  Good news
[00:12:22.160 --> 00:12:23.280]  就是好的消息
[00:12:23.280 --> 00:12:25.080]  就是大喜的訊息
[00:12:25.080 --> 00:12:28.440]  所以當這個訊息宣佈之後
[00:12:28.440 --> 00:12:32.320]  其實是應該讓人得到喜樂、得到平安的
[00:12:32.320 --> 00:12:35.240]  不會有一些不好的東西
[00:12:35.240 --> 00:12:38.880]  其實這個在背後的一般用法都是這樣
[00:12:38.880 --> 00:12:40.600]  其實這個字大喜的訊息
[00:12:40.600 --> 00:12:42.520]  福音也好、好消息也好
[00:12:42.520 --> 00:12:46.680]  其實通常當時是用在打仗的場景
[00:12:46.680 --> 00:12:49.880]  打仗的時候,國家跟國家之間的打仗
[00:12:49.880 --> 00:12:53.160]  最後結果就是有一個國家贏了
[00:12:53.160 --> 00:12:54.320]  打勝仗
[00:12:54.320 --> 00:12:56.800]  打勝仗的國家就會派一些人
[00:12:56.800 --> 00:12:58.800]  回去由前線
[00:12:58.800 --> 00:13:01.840]  就是很快希望將勝利的訊息
[00:13:01.840 --> 00:13:06.320]  傳送回到他們的國家國王後方裡面
[00:13:06.320 --> 00:13:08.560]  所以這個好消息
[00:13:08.560 --> 00:13:10.840]  這個大喜的訊息就是在說
[00:13:10.840 --> 00:13:13.400]  這場仗我們打贏了
[00:13:13.400 --> 00:13:15.400]  我們可以將勝利的消息
[00:13:15.400 --> 00:13:18.000]  帶回到我們的國家來報告
[00:13:18.000 --> 00:13:20.720]  就是這樣的大喜的訊息
[00:13:20.720 --> 00:13:22.400]  當然有時候我們也會想一想
[00:13:22.400 --> 00:13:26.320]  如果這些國家終於結束戰爭
[00:13:26.320 --> 00:13:27.680]  打贏了
[00:13:27.680 --> 00:13:29.520]  會不會真的天下太平呢?
[00:13:29.520 --> 00:13:31.480]  大家都很平安
[00:13:31.480 --> 00:13:33.400]  所以收到這個大好的訊息
[00:13:33.400 --> 00:13:34.680]  這個喜訊
[00:13:34.680 --> 00:13:36.600]  應該真的很開心
[00:13:36.600 --> 00:13:38.200]  很平安、很喜樂
[00:13:38.200 --> 00:13:39.960]  要慶祝
[00:13:39.960 --> 00:13:41.240]  但很想大家去想一想
[00:13:41.240 --> 00:13:44.800]  其實當這個大喜的訊息傳回去
[00:13:44.800 --> 00:13:48.400]  後方傳回到國家的時候
[00:13:48.400 --> 00:13:51.440]  可能真的很多人都會很開心
[00:13:51.440 --> 00:13:52.640]  大家都很安樂
[00:13:52.640 --> 00:13:53.560]  不用再打仗了
[00:13:53.560 --> 00:13:54.920]  因為已經完結了
[00:13:54.920 --> 00:13:56.520]  是不是呢?
[00:13:56.520 --> 00:13:57.640]  我想當中
[00:13:57.640 --> 00:13:59.200]  如果大家可以想一想的時候
[00:13:59.200 --> 00:14:04.000]  有些人可能心裡面不一定平安
[00:14:04.000 --> 00:14:05.920]  在平安裡面
[00:14:05.920 --> 00:14:07.160]  都會有不安
[00:14:07.160 --> 00:14:10.720]  有些什麼人不安呢?
[00:14:10.720 --> 00:14:16.120]  那些在前線打仗的軍人的家屬
[00:14:16.120 --> 00:14:17.760]  大家可以想多一點
[00:14:17.760 --> 00:14:18.920]  在前線打仗的時候
[00:14:18.920 --> 00:14:21.200]  那時候不是現代的訊息
[00:14:21.200 --> 00:14:23.400]  可以什麼時候的戰報回來
[00:14:23.400 --> 00:14:25.800]  知道那場仗打成怎樣
[00:14:25.800 --> 00:14:29.960]  知道有多少傷亡的數字
[00:14:29.960 --> 00:14:30.520]  沒有的
[00:14:30.520 --> 00:14:31.880]  那時候不是這樣的
[00:14:31.880 --> 00:14:33.760]  那時候要一段時間
[00:14:33.760 --> 00:14:35.720]  才可以將訊息帶回去
[00:14:35.720 --> 00:14:38.760]  所以縱然這個好消息打贏了
[00:14:38.760 --> 00:14:39.880]  勝利了
[00:14:39.880 --> 00:14:41.360]  回去的時候
[00:14:41.360 --> 00:14:44.200]  其實可能當班斯回朝
[00:14:44.200 --> 00:14:47.880]  這些軍隊要回到自己的國家
[00:14:47.880 --> 00:14:51.440]  其實可能其中不少的家人
[00:14:51.440 --> 00:14:53.040]  他們會很不安
[00:14:53.040 --> 00:14:55.440]  他們不知道他的丈夫
[00:14:55.440 --> 00:14:56.440]  他的父親
[00:14:56.440 --> 00:14:57.840]  他的兄弟
[00:14:57.840 --> 00:14:59.840]  還有他的兒子
[00:14:59.840 --> 00:15:03.440]  是不是可以安然無恙地回來
[00:15:03.440 --> 00:15:06.360]  所以縱然是一個大喜的訊息
[00:15:06.360 --> 00:15:10.480]  縱然是一個勝利的好消息
[00:15:10.480 --> 00:15:14.080]  但可能當中仍然有不安
[00:15:14.080 --> 00:15:15.440]  我相信這個正正就是
[00:15:15.440 --> 00:15:18.240]  我們在人生裏面要面對
[00:15:18.240 --> 00:15:20.920]  縱然有人告訴你很平安
[00:15:20.920 --> 00:15:23.560]  但其實原來我們都要很小心
[00:15:23.560 --> 00:15:27.200]  仍然可能平安裏面會有不安
[00:15:27.200 --> 00:15:31.480]  其實在西面見到瑪麗亞
[00:15:31.480 --> 00:15:32.680]  這個家庭的獸
[00:15:32.680 --> 00:15:34.160]  剛才我們有讀的
[00:15:34.160 --> 00:15:36.520]  其實西面見到這個
[00:15:36.520 --> 00:15:38.600]  以色列的安慰
[00:15:38.600 --> 00:15:41.360]  帶來安慰的嬰兒出現之後
[00:15:41.360 --> 00:15:45.080]  其實祂所說的話就是平安裏面的不安
[00:15:45.080 --> 00:15:47.160]  祂告訴這個媽媽知道
[00:15:47.160 --> 00:15:49.880]  其實耶穌來到
[00:15:49.880 --> 00:15:53.080]  是讓社會可能帶來不安
[00:15:53.080 --> 00:15:56.560]  是讓人與人之間可能會有不安
[00:15:56.560 --> 00:15:59.400]  更加直接是讓祂的母親
[00:15:59.400 --> 00:16:03.040]  帶來這份不安
[00:16:03.040 --> 00:16:08.240]  我們知道耶穌另外一個稱呼名字是甚麼
[00:16:08.240 --> 00:16:09.960]  以賽亞先知告訴我們
[00:16:09.960 --> 00:16:12.320]  祂也是和平的君王
[00:16:12.320 --> 00:16:13.800]  但原來和平的君王
[00:16:13.800 --> 00:16:17.320]  都要經歷不安的人生
[00:16:17.320 --> 00:16:19.320]  和平的君王不一定
[00:16:19.320 --> 00:16:21.960]  讓一來就會帶來和平
[00:16:21.960 --> 00:16:23.520]  和平的君王也不一定是
[00:16:23.520 --> 00:16:26.840]  他自己的人生便會很平平安安
[00:16:26.840 --> 00:16:29.720]  其實和平的君王在祂出生之後
[00:16:29.720 --> 00:16:30.880]  馬太夫人告訴我們
[00:16:30.880 --> 00:16:34.640]  祂也要經歷一個不安的人生
[00:16:34.640 --> 00:16:35.840]  在這個經歷裏面
[00:16:35.840 --> 00:16:36.680]  一個很特別的地方
[00:16:36.680 --> 00:16:37.480]  我想大家留意
[00:16:37.480 --> 00:16:41.080]  其實就是神的話語
[00:16:41.080 --> 00:16:46.200]  神的預告是成就
[00:16:46.200 --> 00:16:48.600]  耶穌要經歷這個不安的人生
[00:16:48.600 --> 00:16:51.080]  但當中提醒我們這裡最後一句話
[00:16:51.080 --> 00:16:55.360]  是要應驗主席先知所說的話
[00:16:55.360 --> 00:16:57.800]  然後在繼續祂說的時候
[00:16:57.800 --> 00:16:58.520]  祂告訴我們
[00:16:58.520 --> 00:17:03.360]  是應驗了先知耶利米的話
[00:17:03.360 --> 00:17:05.280]  最後當祂回到亞撒勒的時候
[00:17:05.280 --> 00:17:08.400]  同樣也是馬太這位作者所說
[00:17:08.400 --> 00:17:11.600]  祂是應驗先知所說的
[00:17:11.600 --> 00:17:13.600]  和平的君要經歷不安的人生
[00:17:13.600 --> 00:17:16.120]  甚至可能是好像走難一樣
[00:17:16.120 --> 00:17:17.440]  但最重要
[00:17:17.440 --> 00:17:22.440]  在當中是神話語應許的應驗
[00:17:22.440 --> 00:17:26.480]  聖誕的祝福是神話語的成就
[00:17:26.480 --> 00:17:30.000]  同樣在神話語應驗當中
[00:17:30.000 --> 00:17:31.640]  不一定是人想像
[00:17:31.640 --> 00:17:33.800]  好像一切都是美好
[00:17:33.800 --> 00:17:36.120]  一切都是歡欣快樂
[00:17:36.120 --> 00:17:37.520]  神話語的應驗
[00:17:37.520 --> 00:17:40.720]  可能也是讓人經歷一些不安
[00:17:40.720 --> 00:17:42.560]  所以平安裏面
[00:17:42.560 --> 00:17:45.240]  仍然會有不安的時候
[00:17:45.240 --> 00:17:48.440]  保羅同樣在給教會的書信裏面
[00:17:48.440 --> 00:17:51.920]  很清楚、很明白提醒弟兄姊妹
[00:17:51.920 --> 00:17:53.720]  特別在他們面對
[00:17:53.720 --> 00:17:57.480]  好像前面很多事情看不清楚
[00:17:57.480 --> 00:18:00.160]  耶穌基督好像還沒回來的時候
[00:18:00.160 --> 00:18:01.960]  去告訴弟兄姊妹
[00:18:01.960 --> 00:18:04.440]  在平安穩妥的時候
[00:18:04.440 --> 00:18:08.640]  災難可能會突然間來到
[00:18:08.640 --> 00:18:11.480]  其實簡單來看就是提醒我們
[00:18:11.480 --> 00:18:13.240]  無論我們今天所謂的
[00:18:13.240 --> 00:18:15.480]  平安、安定、繁榮
[00:18:15.480 --> 00:18:16.320]  有多少年
[00:18:16.320 --> 00:18:18.640]  五十年也好、一百年也好
[00:18:18.640 --> 00:18:21.000]  其實我們不要誇口
