
[00:00:00.000 --> 00:00:03.900]  今天我要跟各位來分享的是
[00:03:55.860 --> 00:03:57.860]  其實在神裡面
[00:03:57.860 --> 00:04:01.040]  這就是小事情嘛
[00:04:01.040 --> 00:04:02.060]  對不對
[00:04:02.060 --> 00:04:04.160]  他把古派把心中的難處
[00:04:04.160 --> 00:04:07.600]  帶到神的面前
[00:04:07.600 --> 00:04:08.760]  他向神禱告
[00:04:08.760 --> 00:04:12.240]  然後他又上到守望台
[00:04:12.240 --> 00:04:17.000]  或者望樓
[00:04:17.000 --> 00:04:19.740]  城牆
[00:04:19.740 --> 00:04:20.440]  有城牆
[00:04:20.440 --> 00:04:22.200]  但是城門口
[00:04:22.200 --> 00:04:24.100]  或者是每隔一段地方
[00:04:24.100 --> 00:04:27.240]  會有一個高起來的一個樓
[00:04:27.240 --> 00:04:28.760]  那麼叫做望樓
[00:04:28.760 --> 00:04:30.560]  或者守望台
[00:04:30.560 --> 00:04:32.960]  那麼越高看得越遠
[00:04:32.960 --> 00:04:34.360]  他就上去那邊
[00:04:34.360 --> 00:04:36.140]  他可能是想說
[00:04:36.140 --> 00:04:38.040]  我要更靠近神
[00:04:38.040 --> 00:04:39.960]  我要更看到神
[00:04:39.960 --> 00:04:42.200]  我要更聽到神
[00:04:42.200 --> 00:04:45.960]  他就上去禱告
[00:04:45.960 --> 00:04:50.500]  他不因為將來荒涼的景象
[00:04:50.500 --> 00:04:53.640]  而失去了盼望
[00:04:53.640 --> 00:04:56.700]  各位弟兄姊妹朋友們
[00:04:56.700 --> 00:05:03.460]  我們也有許多的不如意的事情
[00:05:03.460 --> 00:05:08.000]  那麼有的時候我們真的是
[00:05:08.000 --> 00:05:13.040]  甚至於呼天不應 叫地不靈
[00:05:13.040 --> 00:05:15.240]  那荒涼的景象
[00:05:15.240 --> 00:05:18.340]  或者是陷在泥潭之中
[00:05:18.340 --> 00:05:22.100]  或者是處在死因幽谷
[00:05:22.100 --> 00:05:26.900]  但是神要藉著哈巴古先知
[00:05:26.900 --> 00:05:30.600]  要讓我們看到
[00:05:30.600 --> 00:05:32.700]  我們不要失去盼望
[00:05:32.700 --> 00:05:35.900]  這是一個信心的先知
[00:05:35.900 --> 00:05:39.360]  哈巴古書就記載著
[00:05:39.360 --> 00:05:41.600]  這個先知他的心力路程
[00:05:41.600 --> 00:05:44.740]  他一路走來
[00:05:44.740 --> 00:05:49.240]  最後他就安靜地等候
[00:05:49.240 --> 00:05:53.160]  看神的作為
[00:05:53.160 --> 00:05:57.200]  最後他就因救主喜樂
[00:05:57.200 --> 00:05:59.360]  他站了一身
[00:05:59.360 --> 00:06:04.560]  這是我們今天基本上要講的
[00:06:04.560 --> 00:06:06.200]  哈巴古的時代
[00:06:06.200 --> 00:06:09.000]  他的背景是這樣
[00:06:09.000 --> 00:06:13.440]  基本上在主前625年到539年
[00:06:13.440 --> 00:06:18.340]  將近八九十年的時間
[00:06:18.340 --> 00:06:20.900]  那個時候是在南國
[00:06:20.900 --> 00:06:24.400]  就是猶大南國約西亞
[00:06:24.400 --> 00:06:27.940]  就塞亞王的時代
[00:06:27.940 --> 00:06:32.340]  其實他是跟耶利米先知是同一個時代的
[00:06:32.340 --> 00:06:37.960]  但是耶利米先知他傳揚的信息是
[00:06:37.960 --> 00:06:41.800]  看到神用巴比倫人
[00:06:41.800 --> 00:06:45.340]  用迦勒底人來懲罰猶太人
[00:06:45.340 --> 00:06:46.900]  來懲罰以色列人
[00:06:46.900 --> 00:06:50.040]  那個時候北國以色列已經亡國了
[00:06:50.040 --> 00:06:55.440]  南國猶大還在苟延殘喘
[00:06:55.440 --> 00:06:58.900]  而哈巴古他是看到
[00:06:58.900 --> 00:07:02.660]  巴比倫人的罪惡跟他們的殘酷
[00:07:02.660 --> 00:07:06.000]  巴比倫人非常的殘酷
[00:07:06.000 --> 00:07:07.940]  而且他們是敗偶像
[00:07:07.940 --> 00:07:14.100]  甚至於他們完全不尊重神
[00:07:14.100 --> 00:07:16.040]  但是也很奇怪
[00:07:16.040 --> 00:07:18.200]  巴比倫興起的時候
[00:07:18.200 --> 00:07:21.260]  卻是尼布甲尼撒
[00:07:21.260 --> 00:07:23.240]  在《大英》裡書的時候
[00:07:23.240 --> 00:07:25.260]  他還特別遵從神
[00:07:25.260 --> 00:07:27.260]  是不是
[00:07:27.260 --> 00:07:31.200]  那麼那個時候在哈巴古書一章六節他說
[00:07:31.200 --> 00:07:33.640]  來我們一起來念
[00:07:33.640 --> 00:07:36.940]  我必興起迦勒底人
[00:07:36.940 --> 00:07:40.300]  就是那殘忍暴躁之名
[00:07:40.300 --> 00:07:42.140]  通行遍地
[00:07:42.140 --> 00:07:45.840]  暫居那不屬自己的住處
[00:07:45.840 --> 00:07:47.640]  往
[00:07:47.640 --> 00:07:50.240]  用勾詞往字
[00:07:50.240 --> 00:07:51.260]  OK
[00:07:51.260 --> 00:07:54.440]  其實一章六節他是講
[00:07:54.440 --> 00:07:58.860]  那個時候哈巴古巴比倫人尼布甲尼撒
[00:07:58.860 --> 00:08:00.760]  已經瀕臨城下
[00:08:00.760 --> 00:08:05.900]  已經甚至於好幾次打進耶路撒冷城
[00:08:05.900 --> 00:08:08.160]  他有的時候打完了以後
[00:08:08.160 --> 00:08:09.860]  努力一翻
[00:08:09.860 --> 00:08:11.760]  他就走了
[00:08:11.760 --> 00:08:14.300]  甚至於把你的城門拆了
[00:08:14.300 --> 00:08:16.340]  表示說他隨時可以再來
[00:08:16.340 --> 00:08:23.560]  或者立一個王來隱瞞至疑
[00:08:23.560 --> 00:08:26.640]  所以他占據了那個地方
[00:08:26.640 --> 00:08:28.640]  《聖經》上面說他們多殘酷
[00:08:28.640 --> 00:08:29.640]  十五節他說
[00:08:29.640 --> 00:08:31.240]  剛剛我們講的
[00:08:31.240 --> 00:08:33.700]  巴比倫人用鉤子
[00:08:33.700 --> 00:08:37.100]  他們用鉤子鉤俘虜
[00:08:37.100 --> 00:08:38.160]  你知道嗎
[00:08:38.160 --> 00:08:38.900]  《聖經》上面講
[00:08:38.900 --> 00:08:42.760]  甚至於他把人肋骨這一根
[00:08:42.760 --> 00:08:45.160]  他用鉤子這樣刺進你的肉裡面
[00:08:45.160 --> 00:08:47.940]  然後鉤到你的肋骨拉著你走
[00:08:47.940 --> 00:08:50.240]  你跑哪裡去
[00:08:50.240 --> 00:08:54.560]  或者像用網子網人 像網魚一樣
[00:08:54.560 --> 00:08:57.800]  有一個約亞新王
[00:08:57.800 --> 00:09:01.660]  就是這樣被他們一路鉤
[00:09:01.660 --> 00:09:03.500]  鉤到尼尼維
[00:09:03.500 --> 00:09:07.360]  鉤到巴比倫城的首都那邊去的
[00:09:07.360 --> 00:09:12.260]  所以非常殘酷 非常凶殘的
[00:09:12.260 --> 00:09:16.760]  他就處在那個時代
[00:09:16.760 --> 00:09:18.400]  那個時候
[00:09:18.400 --> 00:09:22.940]  哈巴古他看到這個老百姓遠離的神
[00:09:22.940 --> 00:09:24.540]  看到巴比倫的凶殘
[00:09:24.540 --> 00:09:28.140]  看到國家幾乎滅亡了
[00:09:28.140 --> 00:09:30.400]  所以他就憂國憂民
[00:09:30.400 --> 00:09:32.160]  他甚至於向神呼喊說
[00:09:32.160 --> 00:09:35.000]  神啊 我抱緊你
[00:09:35.000 --> 00:09:37.240]  求你來抱緊以色列民
[00:09:37.240 --> 00:09:39.600]  求你來抱緊猶大的人啊
[00:09:39.600 --> 00:09:41.640]  你的百姓啊
[00:09:41.640 --> 00:09:44.660]  他就這樣子天天在那邊呼喊
[00:09:44.660 --> 00:09:47.860]  真的是憂國憂民的心啊
[00:09:47.860 --> 00:09:50.600]  馬丁路德就有一次講到哈巴古
[00:09:50.600 --> 00:09:53.740]  他說
[00:09:53.740 --> 00:09:57.640]  他說他把正在哭泣的人
[00:09:57.640 --> 00:10:00.800]  擁抱在自己的懷中
[00:10:00.800 --> 00:10:05.200]  像母親抱住傷心的孩子
[00:10:05.200 --> 00:10:09.360]  一再安慰那些哭著不停的孩子一樣
[00:10:09.360 --> 00:10:13.200]  說好了 不要再哭了
[00:10:13.200 --> 00:10:15.960]  好像媽媽一樣 不是嗎
[00:10:15.960 --> 00:10:19.260]  所以我一直很納悶
[00:10:19.260 --> 00:10:24.800]  為什麼哈巴古不是哭泣的先知
[00:10:24.800 --> 00:10:27.700]  反而伊利米斯
[00:10:27.700 --> 00:10:32.440]  那哈巴古只是性侵的先知啊
[00:10:32.440 --> 00:10:33.940]  你知道嗎
[00:10:33.940 --> 00:10:37.900]  哈巴古是活在這個世代裡面
[00:10:37.900 --> 00:10:41.800]  那個時候是屬靈的衰退期的
[00:10:41.800 --> 00:10:44.600]  百姓遠離了神
[00:10:44.600 --> 00:10:47.160]  他們拜偶像行邪惡的事
[00:10:47.160 --> 00:10:50.700]  甚至於罪惡暴力不公義的事
[00:10:50.700 --> 00:10:53.000]  愈發的加震了
[00:10:53.000 --> 00:10:55.300]  在那個世代裡面
[00:10:55.300 --> 00:10:56.800]  我們看到
[00:10:56.800 --> 00:10:59.440]  如果今天我們活在這個世代裡面
[00:10:59.440 --> 00:11:01.700]  我真的不知道要怎麼活啊
[00:11:01.700 --> 00:11:03.200]  換句話說
[00:11:03.200 --> 00:11:04.800]  不公不義
[00:11:04.800 --> 00:11:07.400]  罪惡邪惡暴力
[00:11:07.400 --> 00:11:10.200]  別人看你有什麼好東西就來搶
[00:11:10.200 --> 00:11:11.760]  不高興就火燒
[00:11:11.760 --> 00:11:13.940]  看你不順眼就打你兩槍
[00:11:13.940 --> 00:11:16.560]  哎呦 好像是現在嘛
[00:11:16.560 --> 00:11:17.700]  對不對
[00:11:17.700 --> 00:11:20.800]  但是我們有盼望
[00:11:20.800 --> 00:11:24.000]  我們也要像哈巴古一樣
[00:11:24.000 --> 00:11:25.500]  我們要呼喊
[00:11:25.500 --> 00:11:28.060]  我們要擁抱我們的神
[00:11:28.060 --> 00:11:31.160]  我們要Claim unto God
[00:11:31.160 --> 00:11:32.240]  我們的神
[00:11:32.240 --> 00:11:36.060]  我們要緊緊的抱住我們的神
[00:11:36.060 --> 00:11:38.300]  其實我們是神的兒女
[00:11:38.300 --> 00:11:42.000]  我相信祂會再次帶領我們的
[00:11:42.000 --> 00:11:44.560]  衣食誰有哭泣
[00:11:44.560 --> 00:11:49.060]  早晨必歡呼收割
[00:11:49.060 --> 00:11:50.400]  好的
[00:11:50.400 --> 00:11:53.460]  所以到了第二章的時候呢
[00:11:53.460 --> 00:11:55.700]  哈巴古先生就說神啊
[00:11:55.700 --> 00:11:57.160]  你到底有沒有聽到
[00:11:57.160 --> 00:12:00.000]  為什麼寂寞不語呢
[00:12:00.000 --> 00:12:02.400]  聖經上面一開始也有一個例子
[00:12:02.400 --> 00:12:04.000]  你記得嗎
[00:12:04.000 --> 00:12:06.600]  這以色列百姓在
[00:12:06.600 --> 00:12:10.260]  埃及被苦待了四百年
[00:12:10.260 --> 00:12:11.360]  是不是
[00:12:11.360 --> 00:12:14.300]  那麼法老王要他們做苦功
[00:12:14.300 --> 00:12:16.760]  甚至於不給他們
[00:12:16.760 --> 00:12:19.560]  做牆的泥跟草
[00:12:19.560 --> 00:12:22.200]  要他們做累死了
[00:12:22.200 --> 00:12:24.960]  他們不是也是呼求神嘛
[00:12:24.960 --> 00:12:27.120]  神聽了他們的禱告
[00:12:27.120 --> 00:12:28.860]  興起了摩西
[00:12:28.860 --> 00:12:33.460]  我相信神也是聽了百姓的禱告
[00:12:33.460 --> 00:12:36.160]  興起了哈巴古
[00:12:36.160 --> 00:12:37.760]  哈巴古就問神說
[00:12:37.760 --> 00:12:40.900]  為什麼你不理睬我們啊
[00:12:40.900 --> 00:12:43.120]  神啊你有沒有看到我們
[00:12:43.120 --> 00:12:46.860]  這個迦勒底人這麼殘暴他
[00:12:46.860 --> 00:12:48.900]  暴虐帶我們他罪惡
[00:12:48.900 --> 00:12:51.500]  而且百姓遠離神
[00:12:51.500 --> 00:12:54.060]  哈巴古二章七節
[00:12:54.060 --> 00:12:56.400]  他就說來我們請來面
[00:12:56.400 --> 00:12:59.260]  我要站在守望所
[00:12:59.260 --> 00:13:02.160]  立在望樓上觀看
[00:13:02.160 --> 00:13:05.060]  看耶和華對我說什麼話
[00:13:05.060 --> 00:13:09.120]  我可用什麼話向祂訴冤
[00:13:09.120 --> 00:13:14.960]  訴冤呢 他其實原文有一個意思是說訊問
[00:13:14.960 --> 00:13:16.700]  換句話說
[00:13:16.700 --> 00:13:18.420]  假如你向神禱告
[00:13:18.420 --> 00:13:21.360]  有的時候我們在家裡面禱告
[00:13:21.360 --> 00:13:24.760]  啊 神啊求你讓這個事情發生
[00:13:24.760 --> 00:13:27.160]  神啊求你醫治我的病
[00:13:27.160 --> 00:13:30.860]  神啊求你怎麼樣怎麼樣
[00:13:30.860 --> 00:13:34.120]  但是如果說神沒有聆聽
[00:13:34.120 --> 00:13:36.660]  沒有應你的禱告
[00:13:36.660 --> 00:13:39.200]  你會怎麼樣
[00:13:39.200 --> 00:13:43.100]  我們不會說就不信神了
[00:13:43.100 --> 00:13:44.660]  或許我們會說
[00:13:44.660 --> 00:13:48.160]  哎呀 我要像哈巴古一樣
[00:13:48.160 --> 00:13:50.020]  到望樓上
[00:13:50.020 --> 00:13:53.120]  我不是叫你跑到你家的屋頂上面
[00:13:53.120 --> 00:13:56.260]  就是說你要大聲一點
[00:13:56.260 --> 00:14:00.760]  讓這個禱告能夠達到天天
[00:14:00.760 --> 00:14:04.800]  這個趙雍雞牧師說
[00:14:04.800 --> 00:14:07.900]  他其實他是根據保羅說的
[00:14:07.900 --> 00:14:11.400]  保羅說有三層天嘛
[00:14:11.400 --> 00:14:14.760]  第一層天就是在我們生活這個大氣層裡面
[00:14:14.760 --> 00:14:16.300]  第二層就是太空
[00:14:16.300 --> 00:14:19.960]  第三層天就是天國所在
[00:14:19.960 --> 00:14:21.060]  保羅說要怎麼樣
[00:14:21.060 --> 00:14:25.860]  通過第一層天到第二層天再到神的寶座前
[00:14:25.860 --> 00:14:28.060]  那麼趙雍雞牧師說
[00:14:28.060 --> 00:14:31.900]  這有這個蠟風頂
[00:14:31.900 --> 00:14:35.560]  你的禱告到了這邊碰就打回來
[00:14:35.560 --> 00:14:37.160]  出不去了
[00:14:37.160 --> 00:14:40.920]  他說除非你的禱告火熱
[00:14:40.920 --> 00:14:43.220]  把那個蠟風頂給他燒透了
[00:14:43.220 --> 00:14:45.020]  咻就過去了
[00:14:45.020 --> 00:14:48.420]  一路來到神的寶座前
[00:14:48.420 --> 00:14:51.060]  所以有的時候我們禱告
[00:14:51.060 --> 00:14:53.400]  我比較喜歡講
[00:14:53.400 --> 00:14:55.900]  我喜歡講不是光禱告
[00:14:55.900 --> 00:14:58.000]  還有宣告
[00:14:58.000 --> 00:15:00.160]  你懂我意思嗎
[00:15:00.160 --> 00:15:02.820]  譬如我身體有病痛我可以禱告說
[00:15:02.820 --> 00:15:07.760]  神啊求你醫治我身體的病痛
[00:15:07.760 --> 00:15:09.960]  沒有錯
[00:15:09.960 --> 00:15:11.500]  我也可以宣告
[00:15:11.500 --> 00:15:15.500]  神啊我宣告我身體病痛要好起來
[00:15:15.500 --> 00:15:18.500]  有的人不喜歡你做宣告
[00:15:18.500 --> 00:15:22.500]  你怎麼知道神要讓你身體好起來
[00:15:22.500 --> 00:15:23.400]  是不是
[00:15:23.400 --> 00:15:25.800]  但是這是我們個人的
[00:15:25.800 --> 00:15:30.720]  我們對用我們的禱告或者宣告
[00:15:30.720 --> 00:15:32.660]  禱告是prayer
[00:15:32.660 --> 00:15:34.620]  宣告是decoration
[00:15:34.620 --> 00:15:37.700]  還有proclamation
[00:15:37.700 --> 00:15:40.120]  什麼叫decoration
[00:15:40.120 --> 00:15:42.060]  在政治上面decoration
[00:15:42.060 --> 00:15:46.060]  就是說我向你宣戰
[00:15:46.060 --> 00:15:48.060]  也是decoration這個字
[00:15:48.060 --> 00:15:52.620]  我國家的宣告我的立場也是decoration
[00:15:52.620 --> 00:15:53.420]  是不是這樣
[00:15:53.420 --> 00:15:56.020]  那麼proclamation也是宣告
[00:15:56.020 --> 00:15:58.620]  所以我們可以
[00:15:58.620 --> 00:16:00.900]  來到神面前我們也可以禱告
[00:16:00.900 --> 00:16:03.100]  我們也可以宣告
[00:16:03.100 --> 00:16:03.560]  是不是
[00:16:03.560 --> 00:16:06.760]  有的時候我喜歡這麼講
[00:16:06.760 --> 00:16:10.460]  假如我今天為禹輝禱告
[00:16:10.460 --> 00:16:12.960]  神啊求你醫治他
[00:16:12.960 --> 00:16:16.660]  神啊你看著辦
[00:16:16.660 --> 00:16:19.960]  你是恩典慈愛憐憫的事
[00:16:19.960 --> 00:16:22.060]  你要他好你就讓他好
[00:16:22.060 --> 00:16:24.260]  你不要他讓他好就不讓他好
[00:16:24.260 --> 00:16:25.360]  他氣怎麼下
[00:16:25.360 --> 00:16:28.920]  你到底要不要我好啊
[00:16:28.920 --> 00:16:31.860]  所以有的時候宣告也不為過
[00:16:31.860 --> 00:16:33.000]  是不是
[00:16:33.000 --> 00:16:34.160]  讓我們憑著信心
[00:16:34.160 --> 00:16:37.000]  因為這是一個信心的行為
[00:16:37.000 --> 00:16:37.960]  是不是
[00:16:37.960 --> 00:16:40.000]  譬如講說
[00:16:40.000 --> 00:16:42.900]  聖經上面有許多的例子是
[00:16:42.900 --> 00:16:44.560]  當神應許你
[00:16:44.560 --> 00:16:47.400]  你就可以抓到那個應許你就可以宣告
[00:16:47.400 --> 00:16:49.300]  這不一定立刻就發生
[00:16:49.300 --> 00:16:52.160]  但是你知道神應許你了
[00:16:52.160 --> 00:16:55.260]  神應許我們要有平安有喜樂要有一致
[00:16:55.260 --> 00:16:57.960]  我可以按照神的應許
[00:16:57.960 --> 00:17:01.660]  我來做禱告宣告
[00:17:01.660 --> 00:17:06.160]  在台中有一間教會叫做必師大教會
[00:17:06.160 --> 00:17:08.660]  他們成立三年的時候
[00:17:08.660 --> 00:17:11.260]  現在已經二十多年了
[00:17:11.260 --> 00:17:13.160]  當他們成立三年的時候
[00:17:13.160 --> 00:17:15.660]  有一次他們看到
[00:17:15.660 --> 00:17:20.760]  以沙雅書 上面六十二章六到七節
[00:17:20.760 --> 00:17:22.260]  我們來念一下
[00:17:22.260 --> 00:17:27.400]  耶路撒冷 我在你城上設立守望
[00:17:27.400 --> 00:17:30.400]  他們奏業必不靜默
[00:17:30.400 --> 00:17:32.400]  呼籲耶和華的
[00:17:32.400 --> 00:17:34.300]  你們不要歇息
[00:17:34.300 --> 00:17:36.760]  也不要使他歇息
[00:17:36.760 --> 00:17:42.500]  只等他使耶路撒冷在地上成為可讚美的
[00:17:42.500 --> 00:17:46.000]  哇 你發現這個禱告
[00:17:46.000 --> 00:17:49.400]  這幾句話有什麼力量嗎
[00:17:49.400 --> 00:17:52.200]  我甚至可以這樣子講
[00:17:52.200 --> 00:17:56.660]  興萬愛啊 我要在你城上設立守望
[00:17:56.660 --> 00:17:58.600]  因為耶路撒冷就是指的教會
[00:17:58.600 --> 00:18:01.760]  就是聖城 就是聖殿所在
[00:18:01.760 --> 00:18:05.960]  興萬愛啊 我要在你城上設立守望
[00:18:05.960 --> 00:18:09.060]  他們必奏業 必不靜默
[00:18:09.060 --> 00:18:12.400]  我們奏業 必不靜謐
[00:18:12.400 --> 00:18:14.600]  呼籲耶和華的
[00:18:14.600 --> 00:18:17.300]  你們 我們不會再歇息
[00:18:17.300 --> 00:18:20.000]  也不要使他歇息
[00:18:20.000 --> 00:18:26.800]  只等他使興萬愛在地上成為可讚美的
[00:18:26.800 --> 00:18:28.800]  哇 這個多漂亮
[00:18:28.800 --> 00:18:32.300]  我們要來像這個樣子的禱告
[00:18:32.300 --> 00:18:35.500]  這教會成立了三年
[00:18:35.500 --> 00:18:38.700]  他們看到這一句話
[00:18:38.700 --> 00:18:43.000]  他們就說我們要找一個守望樓
[00:18:43.000 --> 00:18:46.900]  我們要在那個守望樓要去禱告
[00:18:46.900 --> 00:18:50.500]  所以他們就在台中市區找
[00:18:50.500 --> 00:18:53.600]  那個時候台中最高的一棟樓房
[00:18:53.600 --> 00:18:55.400]  十二層樓
[00:18:55.400 --> 00:18:58.600]  那二十多年前了
[00:18:58.600 --> 00:19:03.500]  所以他們就去跟那個樓主跟他商量
[00:19:03.500 --> 00:19:07.100]  說我們可不可以用你的天台
[00:19:07.100 --> 00:19:09.400]  天台就是樓頂
[00:19:09.400 --> 00:19:11.900]  一般是沒有房子 是露天的
[00:19:11.900 --> 00:19:16.900]  他說我們可以自己搭個簡便的一個禱告的地方
[00:19:16.900 --> 00:19:19.300]  我們稱它為守望樓
[00:19:19.300 --> 00:19:21.700]  我們要在這裡禱告
[00:19:21.700 --> 00:19:26.700]  結果那個房屋主居然答應了他們
[00:19:26.700 --> 00:19:29.700]  而且不要他們錢
[00:19:29.700 --> 00:19:39.400]  後來那地方成為台中教會都知道的守望樓
[00:19:39.400 --> 00:19:42.600]  所以每個月固定
[00:19:42.600 --> 00:19:45.300]  除了他們自己在用 每個月固定
[00:19:45.300 --> 00:19:48.800]  那附近的教會都來那個守望樓
[00:19:48.800 --> 00:19:53.300]  到那個全市最高的一個樓上
[00:19:53.300 --> 00:19:55.300]  在那裡禱告
[00:19:55.300 --> 00:20:02.600]  我們認為如果你越靠近神是不是越能夠紅垂聽
[00:20:02.600 --> 00:20:05.900]  你是不是越聽得越清楚
[00:20:05.900 --> 00:20:10.500]  你在那個上面好像神是垂手可得
[00:20:10.500 --> 00:20:14.800]  你在那個地方你就感覺到神就在這裡
[00:20:14.800 --> 00:20:16.800]  是不是
[00:20:16.800 --> 00:20:18.000]  感謝神
[00:20:18.000 --> 00:20:24.500]  那麼就這樣子守望樓的禱告台
[00:20:24.500 --> 00:20:27.000]  當然啦
[00:20:27.000 --> 00:20:31.000]  哈巴古說神啊你怎麼靜默不語呢
[00:20:31.000 --> 00:20:37.500]  所以神就跟他說我要你把我跟你說的都寫下來
[00:20:37.500 --> 00:20:41.000]  並且你跟你的百姓去分享
[00:20:41.000 --> 00:20:43.800]  叫他們也要有盼望
[00:20:43.800 --> 00:20:46.500]  你知道什麼叫盼望
[00:20:46.500 --> 00:20:49.800]  這字很有意思啦
[00:20:49.800 --> 00:20:54.000]  盼望是不是Wish
