
[00:00:00.000 --> 00:00:08.080]  今天去到《生命記》第三十章
[00:02:56.040 --> 00:02:58.320]  毀身向神信奉
[00:02:58.320 --> 00:03:10.120]  第三十章是神為了那些會犯罪的
[00:03:10.120 --> 00:03:13.320]  會對神違背的人所寫的
[00:03:17.640 --> 00:03:22.920]  但神仍然呼喚人回頭去為祂而活
[00:03:22.920 --> 00:03:28.800]  親愛的姐妹,這句對你和我都能夠實用的,是不是呢
[00:03:28.800 --> 00:03:33.760]  今天我們正是這樣
[00:03:33.760 --> 00:03:41.720]  這張聖經可以分為三大段
[00:03:45.280 --> 00:03:50.240]  第一節到第十節,可以解釋為一個開放的將來
[00:03:50.240 --> 00:03:58.560]  第十一節到第十四節,一個開放的道
[00:03:58.560 --> 00:04:07.840]  最後去到第十五節到二十節,一個開放的抉擇
[00:04:14.520 --> 00:04:19.680]  回到第一段,神說明對祂的子民有一個開放的將來
[00:04:19.680 --> 00:04:36.840]  大家可以注意到第二十八章,神就說當以色列人違背神
[00:04:36.840 --> 00:04:41.920]  不聽祂的話語的時候,會遇到的是神給他們的咒詛和刑罰
[00:04:45.520 --> 00:04:50.440]  這樣的時候,以色列人會受到他們的仇敵
[00:04:50.440 --> 00:04:53.840]  戰敗他們,將他們分散到各處
[00:04:53.840 --> 00:05:02.240]  在同教會的歷史裡面,我們真的確知後來真的這樣發生
[00:05:10.360 --> 00:05:16.360]  後來巴比倫人真的征服了耶路撒冷,將耶路撒冷摧殘
[00:05:16.360 --> 00:05:20.240]  又將那些以色列人帶走,將他們流亡到別的地方
[00:05:20.240 --> 00:05:26.000]  所以神的審判會臨到祂的子民
[00:05:26.000 --> 00:05:38.680]  但第三十章雖然知道前面他們要受神的審判
[00:05:38.680 --> 00:05:43.000]  但現在神仍然給他們一個氧氣,去傳播他們
[00:05:43.000 --> 00:05:55.160]  但實在不會因為以色列人的失敗和犯罪,神就在那個地方被困住
[00:05:55.160 --> 00:06:04.880]  絕對不會因為以色列人他們對神的不信服,神就在那個地方都遇到失敗
[00:06:09.680 --> 00:06:16.680]  在以色列人以往,現在將來的失敗當中,我們的神仍然堅守祂的應許
[00:06:16.680 --> 00:06:30.680]  神對阿伯拉罕老祖所發出的那個應許,直著這個以色列民族神要賜福世界各地的人
[00:06:34.680 --> 00:06:38.680]  成為了他曾經立的約,一路的堅守信實
[00:06:38.680 --> 00:06:55.680]  因此第三十章一到三次說,以色列人他們會失敗的,但以色列人必須回轉回到神那處
[00:07:02.680 --> 00:07:10.680]  在第四次說,就算你們被趕散,就算去到天涯,以往你的神也必從那裡召聚你回來
[00:07:10.680 --> 00:07:15.680]  神一定將你們歸回
[00:07:15.680 --> 00:07:27.680]  第四次,第五次,第六次,所有那麼多神的動作,都要神去做主位的
[00:07:33.680 --> 00:07:40.680]  所以,如果說以色列人前面還有盼望的話,那個因的關鍵不是在以色列人
[00:07:40.680 --> 00:07:47.680]  那個關鍵不是在乎以色列人他們有能力繼續存活
[00:07:47.680 --> 00:07:54.680]  那個因素是神的應許,要歸回他們
[00:07:58.680 --> 00:08:02.680]  我們說前途是開放的,因為神在掌權
[00:08:02.680 --> 00:08:10.680]  因為神他的愛,他的恩典,他的信實
[00:08:23.680 --> 00:08:30.680]  神的信實,神的掌權的關鍵在哪裡呢?以色列人必須願意轉回歸向神
[00:08:30.680 --> 00:08:42.680]  很想說神他的心意,人的轉回,這兩個因素在接下來幾節是怎麼顯明出來的
[00:08:42.680 --> 00:08:48.680]  神的方面,神會成就的
[00:08:51.680 --> 00:08:54.680]  人的方面,人又必須怎樣回應
[00:08:54.680 --> 00:09:06.680]  你不能夠將這兩個因素,神和人,將它分開的,在聖經裡面見到神和人雙方那種的混合
[00:09:06.680 --> 00:09:19.680]  早幾天我們思想過一句話叫做,你要盡心盡性
[00:09:22.680 --> 00:09:27.680]  在這幾段聖經裡面,這個盡心盡性起碼用過三次
[00:09:27.680 --> 00:09:32.680]  在聖經的開始和結束
[00:09:32.680 --> 00:09:36.680]  是應用在以色列人身上
[00:09:36.680 --> 00:09:43.680]  又在聖經的中間,說到神的時候
[00:09:43.680 --> 00:09:47.680]  請大家看第二節
[00:09:52.680 --> 00:09:59.680]  當你和你的子孫,若盡心盡性歸向耶和華你的神
[00:09:59.680 --> 00:10:05.680]  這個就是以色列人,他們必須做的
[00:10:05.680 --> 00:10:10.680]  又去到第十節了
[00:10:18.680 --> 00:10:29.680]  第十節說,你若聽從耶和華你神的話,謹守遵行在佛書上所寫的誡命律例,又盡心盡性歸向耶和華
[00:10:29.680 --> 00:10:37.680]  這個就是這段聖經的外在框架
[00:10:37.680 --> 00:10:43.680]  就像是包著這段聖經的表皮
[00:10:46.680 --> 00:10:48.680]  是神所立下的條件
[00:10:48.680 --> 00:10:56.680]  人必須悔改,轉回他們的神
[00:10:56.680 --> 00:11:01.680]  必須盡心的信服他們
[00:11:01.680 --> 00:11:09.680]  唯有人這樣做的時候,神才真正將他們歸回
[00:11:09.680 --> 00:11:14.680]  請大家看看第六節的中間
[00:11:16.680 --> 00:11:20.680]  第六節,耶和華你神必將你心裡和你後裔心裡的污穢除掉
[00:11:20.680 --> 00:11:37.680]  原文說,在心中行國禮,討叫你盡心盡性愛耶和華你的神
[00:11:42.680 --> 00:11:46.680]  這個就是神的應許,祂會怎樣做
[00:11:46.680 --> 00:11:50.680]  在這段聖經的中間
[00:11:50.680 --> 00:11:55.680]  就是神必定會將他們帶回來的那種應許
[00:11:55.680 --> 00:12:04.680]  我們在這裏見到什麼,先見到的是消極的方面
[00:12:13.680 --> 00:12:21.680]  除非神祂自己去運作,否則人的回轉向神,自己不會回轉的
[00:12:21.680 --> 00:12:34.680]  除非神祂主動地將他們的心行國禮,否則人都不會回應神的
[00:12:43.680 --> 00:12:49.680]  意思是除非神採取主動去幫他們回轉,否則他們就不會回轉的
[00:12:49.680 --> 00:13:00.680]  但是積極的方面,神就說明我真的會這樣在你心裏運作的
[00:13:09.680 --> 00:13:17.680]  神說我明知你們這些人自己不可能做到的,但是我就應許要在你心裏做這樣的工作
[00:13:17.680 --> 00:13:30.680]  但是見不見到神向我們基本的要求,叫我們盡心盡性盡力去愛神的時候
[00:13:35.680 --> 00:13:39.680]  就成為了神在我們心裏工作的結果
[00:13:39.680 --> 00:13:49.680]  神的律法要求的時候,神在祂的恩典裏面就為我們成就
[00:13:49.680 --> 00:14:01.680]  神祂自己的律法,神自己的恩典在這聖經裏面就結合了
[00:14:05.680 --> 00:14:09.680]  用我們人的智慧去了解這一點是很困難的
[00:14:09.680 --> 00:14:23.680]  人自己的責任,我們必須怎樣去做,神的掌權,神要採取主動
[00:14:23.680 --> 00:14:31.680]  另一方面我們必須選擇去悔改
[00:14:32.680 --> 00:14:35.680]  悔轉向神
[00:14:35.680 --> 00:14:42.680]  在我們的思想,我們的決心上去信服這位神
[00:14:42.680 --> 00:14:46.680]  這個真是我們的責任
[00:14:46.680 --> 00:14:49.680]  我們不是機械人
[00:14:49.680 --> 00:14:55.680]  我們不是那個木偶跟著繩子去拉去動
[00:14:55.680 --> 00:14:59.680]  沒有人可以強迫我們去做
[00:15:01.680 --> 00:15:03.680]  沒有人可以代你去做
[00:15:03.680 --> 00:15:08.680]  是神呼召你和我這樣去做
[00:15:08.680 --> 00:15:14.680]  如果你轉回,當你轉回的時候
[00:15:14.680 --> 00:15:30.680]  當我們真的轉回的時候,然後發覺原來是神在他的恩典裏面在感動著,在幫助著我們
[00:15:32.680 --> 00:15:41.680]  將恩典賜給我們,以致我們有這種力量去從悔轉過來,歸向他的恩典
[00:15:41.680 --> 00:15:53.680]  有時候很難掌握這些真理,好像有一點矛盾那樣,但是都在這聖經裏面
[00:15:53.680 --> 00:15:58.680]  在聖經其他方面都有這樣的記載
[00:16:02.680 --> 00:16:04.680]  在以色列書第36章
[00:16:04.680 --> 00:16:15.680]  以色列向那些被放逐的人,向他們講道
[00:16:15.680 --> 00:16:24.680]  以色列就在那裏大聲呼喚,他必須回轉歸向神
[00:16:28.680 --> 00:16:33.680]  在以色列書第36章第26節,就是神講以下的說話
[00:16:33.680 --> 00:16:43.680]  以色列書第36章第26節,聖經這樣說
[00:16:58.680 --> 00:17:06.680]  將新靈放在你們裏面,又從你們的肉體中除掉石心,賜給你們肉心
[00:17:06.680 --> 00:17:16.680]  我們去到新約的舍行主,我們再見到同樣這兩個因素的連合
[00:17:23.680 --> 00:17:28.680]  在五旬節那天,彼得向那些群眾講道之後
[00:17:28.680 --> 00:17:36.680]  那些群眾就開這個問題,我們都怎樣行呢?
[00:17:36.680 --> 00:17:49.680]  彼得講道完,他真的感受到必須有所回應,就是發問剛才的問題
[00:17:52.680 --> 00:17:55.680]  那些群眾怎樣回應彼得?說悔改
[00:17:55.680 --> 00:17:57.680]  他真的悔改了
[00:17:57.680 --> 00:18:11.680]  接著路加記載,舍行主說主將得救的人是主,天賤加給他們
[00:18:17.680 --> 00:18:23.680]  再遲一些,高尼留這個外邦人,他都悔改歸向神的時候
[00:18:23.680 --> 00:18:30.680]  那些仕途怎樣解釋高尼留歸向主呢?
[00:18:30.680 --> 00:18:43.680]  他所寫的,就是神都將悔改的心賜給這個外邦人
[00:18:48.680 --> 00:18:56.680]  所以我們必須去悔改,但悔改這回事是神給我們的恩典,禮物
[00:18:56.680 --> 00:19:01.680]  兩個因素同樣真確
[00:19:01.680 --> 00:19:08.680]  這段聖經生命記要將這兩個因素表明出來
[00:19:08.680 --> 00:19:14.680]  就指向前面一個開放的將來
[00:19:17.680 --> 00:19:20.680]  開放的原因,因為神掌管萬有
[00:19:20.680 --> 00:19:33.680]  神在他的恩典裡面,就呼著我們,使我們能夠去向他迴轉
[00:19:33.680 --> 00:19:38.680]  前面將來是開放的
[00:19:38.680 --> 00:19:44.680]  對我們每一位親愛的姐妹個人是這麼真確
[00:19:47.680 --> 00:19:55.680]  任何時間我們發到自己的違背,自己的不順從,違背神的時候
[00:19:55.680 --> 00:20:07.680]  我們站這麼容易就這樣想完了,神都會放棄我了,我不行了
[00:20:07.680 --> 00:20:10.680]  但真相不是這樣
[00:20:16.680 --> 00:20:22.680]  是神將我們召回,神說就算你這樣,我會將你歸回的
[00:20:22.680 --> 00:20:26.680]  不單止為個人
[00:20:26.680 --> 00:20:32.680]  我使你向著整個神的子民來發言
[00:20:32.680 --> 00:20:39.680]  引領我們思想到我們的教會或宗教會
[00:20:45.680 --> 00:20:51.680]  我有時候就想到今天的教會,特別在那些稍微富有的教會當中
[00:20:51.680 --> 00:21:02.680]  所以聽到神在啟示錄向老弟家的教會所說的話
[00:21:02.680 --> 00:21:11.680]  我們的主向老弟家所說的話是非常難聽的
[00:21:15.680 --> 00:21:20.680]  主耶穌說老弟家的教會,你說自己富有,你一無所缺
[00:21:20.680 --> 00:21:25.680]  有時候教會都會說這樣的說話
[00:21:25.680 --> 00:21:32.680]  有人聽了發達福音就會用這些說話來說
[00:21:32.680 --> 00:21:39.680]  世界上的物質,我們教會所需要的,我們全部都有了
[00:21:41.680 --> 00:21:45.680]  所有這麼多美麗的外表體來的,祝福我們都有了
[00:21:45.680 --> 00:21:47.680]  我們真是很不錯了
[00:21:47.680 --> 00:21:59.680]  但是神向著老弟家教會所說的話
[00:21:59.680 --> 00:22:04.680]  你就沒有看到你自己在那裏的貧窮,在那裏的可憐,甚至赤身
[00:22:08.680 --> 00:22:12.680]  這就是我們的主看到教會屬靈的真相
[00:22:12.680 --> 00:22:20.680]  自我滿足的時候,神真正怎麼看呢?
[00:22:20.680 --> 00:22:25.680]  這不是留下了教會他們的結局嗎?
[00:22:25.680 --> 00:22:33.680]  不是啊,只是向這樣的教會耶穌說以下的話
[00:22:38.680 --> 00:22:42.680]  看啊,我在你教會門外敲門,我想進入來
[00:22:42.680 --> 00:22:54.680]  很多時候我們將這個第二十字,啟示錄三章二十字,當一個個人悔改信主
[00:22:54.680 --> 00:22:57.680]  其實不是,是向教會說的
[00:22:57.680 --> 00:23:00.680]  香港是富有的教會
[00:23:00.680 --> 00:23:06.680]  耶穌基督說我在你的教會門外
[00:23:08.680 --> 00:23:10.680]  進到你的教會和你一起
[00:23:10.680 --> 00:23:13.680]  但是我很想進來
[00:23:13.680 --> 00:23:18.680]  只要你打開你的門,我就要進來
[00:23:18.680 --> 00:23:26.680]  有沒有令我們出奇呢?
[00:23:26.680 --> 00:23:30.680]  教會都發現耶穌在門外,教會都需要請祂進來
[00:23:30.680 --> 00:23:35.680]  這個就要悔改了
[00:23:37.680 --> 00:23:40.680]  當我們肯悔改的時候,神就將我們歸回
[00:23:40.680 --> 00:23:47.680]  前途是開放的
[00:23:47.680 --> 00:23:50.680]  神是掌管,神是沒有人連
[00:23:50.680 --> 00:24:04.680]  所以生命記第三十章第一開始那裡是一個開放的前途
[00:24:04.680 --> 00:24:07.680]  跟著開放的道
[00:24:07.680 --> 00:24:15.680]  我們在第十一至第十四節開放的道,我們要用我們的思想
[00:24:15.680 --> 00:24:27.680]  第三十章開始那裡說,你必須要信服,謹守神的道,神的倫理
[00:24:27.680 --> 00:24:33.680]  你可以想像以色列人他們的回應
[00:24:35.680 --> 00:24:39.680]  佛娘,你的律法太過艱難了,我們做不到的了
[00:24:39.680 --> 00:24:47.680]  你的律法又高超,又太過理想化了
[00:24:47.680 --> 00:24:55.680]  都不像實際的,你都不會想到我們這樣去做的了
[00:24:55.680 --> 00:25:02.680]  你就高高在天,但是我們是在踏足地上的
[00:25:04.680 --> 00:25:06.680]  太難了
[00:25:06.680 --> 00:25:15.680]  在下一節聖經,神就針對這種態度
[00:25:15.680 --> 00:25:23.680]  神說,今天我給你們一切的律例典章
[00:25:29.680 --> 00:25:34.680]  讓這些神向我們基本的要求去信服進行神的道
[00:25:34.680 --> 00:25:43.680]  我們過去這個禮拜真的用不同的角度來看到這些神的誡明
[00:25:43.680 --> 00:25:57.680]  在第十一至第十四節,神用非常清楚強烈的四個筆來解釋
[00:25:59.680 --> 00:26:01.680]  不是太困難的
[00:26:01.680 --> 00:26:04.680]  不是超越你們的能力的
[00:26:04.680 --> 00:26:08.680]  不是說高高在天的
[00:26:08.680 --> 00:26:13.680]  也不是說在海洋的另一邊達不到
[00:26:13.680 --> 00:26:22.680]  首先不是太難,不是超越你們的能力
[00:26:22.680 --> 00:26:27.680]  有些事就真的這麼困難
[00:26:29.680 --> 00:26:32.680]  詩篇第一百三十一篇,是詩人這樣說
[00:26:32.680 --> 00:26:36.680]  那些是語大而不能夠明白的事,我沒有說自己去處理
[00:26:36.680 --> 00:26:46.680]  本書來說,我都需要謙卑,我這個詩人不是樣樣都知道的
[00:26:46.680 --> 00:26:54.680]  在《新冥紀》第二十九章,二十九節
[00:27:00.680 --> 00:27:09.680]  神說,秘密的事歸於耶和華,但是神向我們顯明的事是你們知道的
[00:27:09.680 --> 00:27:18.680]  確是有些事情,神選擇不向我們顯明
[00:27:18.680 --> 00:27:26.680]  但是神就說,我的律例、誡明就不是這麼難的
[00:27:30.680 --> 00:27:38.680]  神說,我想你們過怎樣的生活,這些的命令不是太遠的,不是太難的
[00:27:38.680 --> 00:27:48.680]  在尼加書說,人啊,神已經向你顯明,祂要向你要的是什麼
[00:27:58.680 --> 00:28:04.680]  你不是神,說明祂要你好憐憫,你要謙卑的與神同行,要信服祂
[00:28:04.680 --> 00:28:12.680]  有些人真的對這段聖經有些誤解,我想更正他
[00:28:23.680 --> 00:28:32.680]  有些誤解就說,你看看,神在舊約的時候,就將那些誡明說得這麼艱深,根本沒有人可以做得到
[00:28:32.680 --> 00:28:40.680]  所以他就有理由,當我們失敗的時候,他就罰我們
[00:28:48.680 --> 00:28:57.680]  就像一間學校的校長,他那些校規訂得非常艱深,都明知那些學童無法遵守
[00:28:57.680 --> 00:29:09.680]  然後校長就在那裡看著學生,學生真的達不到的時候,校長就在那裡打噴嚏,掩著他們的耳朵等等
[00:29:09.680 --> 00:29:14.680]  各位,你對神的形象是不是這樣的?
[00:29:14.680 --> 00:29:17.680]  不是啊,神不是這樣的
[00:29:19.680 --> 00:29:27.680]  我們從新約聖經就知道,神的誡明,不能夠藉著誡明使我們變好,甚至是用誡明來救我們
[00:29:45.680 --> 00:29:52.680]  上神一早已經拯救了以色列人,然後才給誡明去幫他們遵守
[00:29:52.680 --> 00:30:07.680]  保羅在羅馬書就說明,律法就顯出我們人有罪
[00:30:12.680 --> 00:30:18.680]  然後律法就驅使我們去到救恩那裡去領受神的拯救
[00:30:18.680 --> 00:30:32.680]  但是我們失敗的原因,就不要賴著律法,賴著律法那麼高使得我們達不到,不是這樣的
[00:30:37.680 --> 00:30:43.680]  其實原因就是我們自己選擇不去遵從神,我們去選擇違背
[00:30:43.680 --> 00:30:53.680]  因此錯就不在神的律法,錯在我們
[00:31:02.680 --> 00:31:08.680]  保羅不是說過,律法,律法,律法都很麻煩,律法結果就帶來死亡
[00:31:08.680 --> 00:31:13.680]  但這不是保羅的意思
[00:31:13.680 --> 00:31:20.680]  我們真的很壞,再回去讀羅馬書第七,第八章
[00:31:20.680 --> 00:31:31.680]  保羅說明在羅馬書第七,第八章,神所給的律法本是好的
[00:31:33.680 --> 00:31:37.680]  真正產生死亡,是我們裡面的罪
[00:31:37.680 --> 00:31:54.680]  是我們裡面的罪導致死亡,不是律法本身
[00:31:59.680 --> 00:32:04.680]  我們看看羅馬書第七章,第七章第七節
[00:32:04.680 --> 00:32:14.680]  保羅在羅馬書第七章第七節這樣說,這樣我們可以說什麼呢?
[00:32:14.680 --> 00:32:17.680]  律法是罪惡,斷乎不是
[00:32:24.680 --> 00:32:32.680]  羅馬書第七章第十節,本來叫人活的誡命,反倒叫我死
[00:32:32.680 --> 00:32:35.680]  第十二節
[00:32:35.680 --> 00:32:44.680]  律法是聖潔的,誡命也是聖潔,公義良善是好的
[00:32:48.680 --> 00:32:57.680]  到了羅馬書第七章第十三節說,既如此,那良善的是叫我死,斷乎不是
[00:32:57.680 --> 00:33:04.680]  是將死亡帶給我,在那裏說明那是罪
[00:33:04.680 --> 00:33:14.680]  第十六節的下半節說,我本來就答應律法是良善的
[00:33:19.680 --> 00:33:27.680]  第十二節保羅說,按照我裏面的意思,我是喜歡神的律,保羅是很清楚這樣說的
[00:33:27.680 --> 00:33:38.680]  神將律法給過以色列人,叫他們能夠按照律法去行
[00:33:38.680 --> 00:33:45.680]  是一個神從他的恩典裏面給人的禮物,是一個好的禮物
[00:33:49.680 --> 00:33:57.680]  但正因為在以色列人當中的罪,又在你和我裏面的罪,這些罪帶來死亡
[00:33:57.680 --> 00:34:03.680]  那怎能夠一些好的東西帶來死亡呢
[00:34:03.680 --> 00:34:08.680]  我能夠用以下的例證來解釋
[00:34:08.680 --> 00:34:13.680]  大家知道那些硬殼果,花生
[00:34:15.680 --> 00:34:23.680]  花生好呀,是食物來的,是有營養的,滿有蛋白質的
[00:34:23.680 --> 00:34:27.680]  是神創造了這東西給我們的
[00:34:27.680 --> 00:34:34.680]  但有些人呢,吃花生可以死的
[00:34:34.680 --> 00:34:39.680]  不是花生本身有問題
[00:34:46.680 --> 00:34:53.680]  原來我這個人對花生敏感,有了敏感,可以致死的
[00:34:53.680 --> 00:34:57.680]  所以問題在我這裏
[00:34:57.680 --> 00:35:00.680]  不要怪花生,它是好的
[00:35:00.680 --> 00:35:14.680]  原來在我裏面,有些情況就搞到有反應,這個反應使得我更加不舒服,甚至會死
[00:35:16.680 --> 00:35:27.680]  這就是羅馬遜所說的,你看看,神給我們的律法是對我們好的
[00:35:27.680 --> 00:35:44.680]  在詩篇第十九篇,詩篇第一一九篇,都講到神的律例是多麼甜美,比瘋狂下敵的物更甜
[00:35:46.680 --> 00:35:52.680]  你可以喜愛,你可以靠著它來存活
[00:35:52.680 --> 00:36:06.680]  你們都明知道那個詩人,他在喜愛神的律法,他本身不算是十全十美,沒有罪,不是嗎?
[00:36:06.680 --> 00:36:09.680]  他自己都明知道自己有罪
[00:36:09.680 --> 00:36:14.680]  但是向神承認自己的罪
[00:36:15.680 --> 00:36:17.680]  就知道神的赦免
[00:36:17.680 --> 00:36:22.680]  他們就循著信服的心,歸回神
[00:36:22.680 --> 00:36:38.680]  請大家記得我所說的話,神的律法給過我們,不是藉著律法使我們得著救恩
[00:36:46.680 --> 00:36:53.680]  讓我們已經接受了救恩的人,接受了,又有神的律法按照去進行
[00:36:53.680 --> 00:37:07.680]  是按照神的意思,神就說明神的律例不是高高在上,不切實際,不行得到的
[00:37:11.680 --> 00:37:15.680]  神呼籲我們按照神的道去生活
[00:37:15.680 --> 00:37:34.680]  不是太難,不是我們不能夠去做,但是接著說,神的律例不是高不可攀的,神的律例不是我們掌握不到的
[00:37:42.680 --> 00:38:03.680]  意思不是說神的律法有某些人就做到了,譬如有些人他們很有學問,有些人去到海外,有些人去海外取經,有些人拿到博士的位置,他們才做到,不是這個意思
[00:38:07.680 --> 00:38:19.680]  給教會的牧師,長輩,領袖,不是,給那些牧職人員,神的律例是為每一位的
[00:38:29.680 --> 00:38:39.680]  去到新聞記第三十一章,就說你要找所有的人來,男女大人小人一起來,讓他們能夠聽到和遵守律法
[00:38:39.680 --> 00:38:46.680]  所以十一至十三次有四個不
[00:38:46.680 --> 00:38:52.680]  接著去到第十四次,講回肯定的說話
[00:39:00.680 --> 00:39:07.680]  這道第十四節這麼近你,就在你口中,在你心裡,使你可以進行
[00:39:07.680 --> 00:39:24.680]  在新聞記第四章第七節,非常有趣,就說到很近,是神很近我們,使我們可以向祂求告
[00:39:28.680 --> 00:39:31.680]  第四章就神與我們十分相近
[00:39:31.680 --> 00:39:47.680]  去到第三十章,就說到神的道很近我們,在我們的口中,在我們的心中
[00:39:47.680 --> 00:39:52.680]  但是是不是真的這樣呢?
[00:39:58.680 --> 00:40:02.680]  我發現到這就是今天教會生活的矛盾
[00:40:02.680 --> 00:40:16.680]  我們今天來說是空前的,我們的世界,我們的教會,聖經的數量多得很
[00:40:16.680 --> 00:40:24.680]  但是一路有聖經這麼多,聖經的知識就越來越少
[00:40:28.680 --> 00:40:32.680]  聖經越多,就越少人真的去讀聖經
[00:40:32.680 --> 00:40:48.680]  聖經教導我們將神的話語藏在我們的記憶,我們的心中,但是越來越少
[00:40:48.680 --> 00:40:56.680]  我不敢說香港的情況,但是可以說英國的情況
[00:40:58.680 --> 00:41:00.680]  英國他們做很多的測試
[00:41:00.680 --> 00:41:13.680]  就發現到在英國那些所謂福音派的信徒當中,他們對聖經的知識是越來越少
[00:41:13.680 --> 00:41:23.680]  如果我們沒有神的話,在我們的頭腦裏面,心思裏面,我們怎樣講道進行呢?
[00:41:29.680 --> 00:41:35.680]  你根本就不知道聖經的內容,你怎樣能夠要求他們有聖經行事的標準呢?
[00:41:35.680 --> 00:41:47.680]  神已經將它畫刺給我們,可想而知在我們的水唇,在我們的心思裏面,上上存著神的話語
[00:41:56.680 --> 00:42:03.680]  有些人就跟我說,好似講幾句讚的說話,哎呀牧師呀,你將神的話語講得這麼精簡
[00:42:03.680 --> 00:42:10.680]  多謝你這樣讚我,其實不是我
[00:42:10.680 --> 00:42:14.680]  神老祖就將祂的話講得很簡單
[00:42:14.680 --> 00:42:18.680]  神將祂畫刺給我們
[00:42:18.680 --> 00:42:24.680]  整個聖經從頭到尾,神刺下
[00:42:26.680 --> 00:42:33.680]  叫我們閱讀,叫我們研究,叫我們共同去儲藏神的話
[00:42:33.680 --> 00:42:44.680]  祂刺給我們教牧童宮,他們應該自己去研究,然後宣講神的話
[00:42:44.680 --> 00:42:49.680]  但是很可惜,有些人就不是這樣去宣講
[00:42:56.680 --> 00:43:00.680]  事實上,我們為了我們年輕的親愛的信徒,有以下的恐懼
[00:43:00.680 --> 00:43:07.680]  我們的聖經就是我們的手提電話
[00:43:07.680 --> 00:43:13.680]  我們真的很容易,點幾點就過了幾頁
[00:43:13.680 --> 00:43:18.680]  回到臉書,用這些方法
[00:43:23.680 --> 00:43:27.680]  聖經是什麼,對我們來說就好似揭來揭去,點幾點那些
[00:43:27.680 --> 00:43:43.680]  因為手提電話的版面是這麼小的,所以你點幾點就不知道現在我就是聖經,中間前面後面找不到
[00:43:50.680 --> 00:44:00.680]  好像我們拿著一本聖經,一看就知道這個是以塞瓦書,整本書,去到新約就有菲利比書,拿著手提電話就做不到這種意識,是不是呢
[00:44:00.680 --> 00:44:11.680]  你不要誤會,我也用的,因為拿著手提電話就讀到,也有它的好處
[00:44:11.680 --> 00:44:16.680]  但是整本聖經是給了我們手術的時候
[00:44:17.680 --> 00:44:20.680]  真的有始有終
[00:44:20.680 --> 00:44:34.680]  一路看到聖經裡面偉大的內容,我們在去哪一章,在去哪一處,有一本聖經就一目了然
[00:44:34.680 --> 00:44:42.680]  神很想我們知道我們所讀的聖經的內容,現在去到哪一處
[00:44:46.680 --> 00:44:51.680]  然後由聖經裡面一切的教導,神一切的心意
[00:44:51.680 --> 00:44:59.680]  容許我能夠和我們親愛的信徒講幾句心底話
[00:44:59.680 --> 00:45:06.680]  有時候我們去到書店那裡,去找一些書來看
[00:45:06.680 --> 00:45:13.680]  我不是說今天下面我們培靈會的書攤
[00:45:15.680 --> 00:45:18.680]  但是現在世界出的書真的滿有垃圾
[00:45:18.680 --> 00:45:26.680]  他有一本這樣的書,他說你做生意的方法就是耶穌
[00:45:26.680 --> 00:45:29.680]  耶穌吃什麼的
[00:45:29.680 --> 00:45:37.680]  我怎樣按照耶穌基督的食材去選擇自己的食物
[00:45:37.680 --> 00:45:41.680]  我怎樣能夠不要落後
[00:45:46.680 --> 00:45:53.680]  有些用這些好像耶穌的名字的範圍的書,實在不能夠幫我們明白聖經本身
[00:45:53.680 --> 00:46:01.680]  如果你要買書,真的要買一些能夠幫你明白聖經內容的書
