
[00:00:00.000 --> 00:00:02.000]  各位姐妹 大家早安
[00:05:28.800 --> 00:05:32.040]  如果現在我們要推派代表
[00:05:32.040 --> 00:05:35.240]  來找說誰最適合來當網紅啊
[00:05:35.240 --> 00:05:39.880]  誰最適合來當今日的基督教的
[00:05:39.880 --> 00:05:40.980]  基督的代言人
[00:05:40.980 --> 00:05:42.980]  你會想到誰呢
[00:05:42.980 --> 00:05:44.320]  我們可能都會想到
[00:05:44.320 --> 00:05:46.560]  馬丁路德
[00:05:46.560 --> 00:05:47.960]  宋尚捷
[00:05:47.960 --> 00:05:50.060]  或者是約翰威斯底
[00:05:50.060 --> 00:05:51.360]  我們會想到說
[00:05:51.360 --> 00:05:53.700]  哎呀就是這些大人物
[00:05:53.700 --> 00:05:54.860]  如果不是這些大人物
[00:05:54.860 --> 00:05:56.600]  你想到的可能是你教會的牧師
[00:05:56.600 --> 00:05:58.240]  或者是你的小組長
[00:05:58.240 --> 00:06:01.600]  我們可能不會把我們自己放到裡面
[00:06:01.600 --> 00:06:04.540]  因為要代言的時候
[00:06:04.540 --> 00:06:06.980]  你就必須要站在公眾面前
[00:06:06.980 --> 00:06:11.220]  你就是要來傳遞耶穌基督的信息
[00:06:11.220 --> 00:06:13.280]  今天我們剛剛讀的經文裡面
[00:06:13.280 --> 00:06:16.020]  我們其實就讀到了
[00:06:16.020 --> 00:06:20.920]  有一位傳揚基督的奧秘的小人物
[00:06:20.920 --> 00:06:22.920]  有一天我做了一個夢
[00:06:22.920 --> 00:06:25.160]  11月22號我做了一個夢
[00:06:25.160 --> 00:06:27.160]  做夢起來的時候
[00:06:27.160 --> 00:06:30.000]  我就決定我要把這個題目定做
[00:06:30.000 --> 00:06:33.000]  傳揚基督奧秘的小人物
[00:06:33.000 --> 00:06:34.300]  其實這一段經文
[00:06:34.300 --> 00:06:36.400]  其實就是在傳揚基督的奧秘
[00:06:36.400 --> 00:06:38.300]  但是我特別把小人物
[00:06:38.300 --> 00:06:39.900]  把它放在這裡
[00:06:39.900 --> 00:06:42.240]  把它放大
[00:06:42.240 --> 00:06:45.120]  在今天我要講的這個經文裡面
[00:06:45.120 --> 00:06:47.720]  有兩大主題
[00:06:47.720 --> 00:06:50.880]  一段是保羅認識基督的奧秘
[00:06:50.880 --> 00:06:55.380]  另外一個就是保羅他傳揚基督的奧秘
[00:06:55.380 --> 00:06:56.820]  一個是認識
[00:06:56.820 --> 00:07:01.100]  一個是傳揚
[00:07:01.100 --> 00:07:05.800]  保羅什麼時候認識基督的奧秘呢
[00:07:05.800 --> 00:07:08.440]  其實保羅我們都知道
[00:07:08.440 --> 00:07:10.940]  也許在座當中有人不認識保羅
[00:07:10.940 --> 00:07:15.180]  保羅他是一個熱心的猶太教徒
[00:07:15.180 --> 00:07:17.740]  他總是逼迫基督徒
[00:07:17.740 --> 00:07:20.640]  不管男女老少
[00:07:20.640 --> 00:07:23.320]  只要讓他知道你在哪裡
[00:07:23.320 --> 00:07:27.720]  他就想盡辦法把你捉到肩裡面
[00:07:27.720 --> 00:07:31.460]  有一次他就前往大瑪瑟的路上
[00:07:31.460 --> 00:07:33.360]  要去逼迫基督徒
[00:07:33.360 --> 00:07:35.300]  結果在這條路上的時候
[00:07:35.300 --> 00:07:37.060]  就被大光一照
[00:07:37.060 --> 00:07:38.100]  撲倒在地
[00:07:38.100 --> 00:07:39.540]  眼睛看不見
[00:07:39.540 --> 00:07:40.800]  就有人跟他
[00:07:40.800 --> 00:07:42.140]  有聲音對他講話
[00:07:42.140 --> 00:07:45.280]  其他人都沒有聽見
[00:07:45.280 --> 00:07:46.340]  這個聲音就跟他說
[00:07:46.340 --> 00:07:48.580]  我就是你所逼迫的耶穌
[00:07:48.580 --> 00:07:51.120]  就在那一次當中
[00:07:51.120 --> 00:07:56.420]  在史圖形傳第26章也有記載到
[00:07:56.420 --> 00:07:58.660]  就在那個時候主對他說
[00:07:58.660 --> 00:08:01.260]  你要將所看見的
[00:08:01.260 --> 00:08:05.060]  還有我所指示你的證明出來
[00:08:05.060 --> 00:08:10.100]  主要差遣他到外邦人當中
[00:08:10.100 --> 00:08:13.060]  所以保羅在那個時候他就領受了
[00:08:13.060 --> 00:08:16.800]  他要成為一個基督的代言人
[00:08:16.800 --> 00:08:17.700]  去哪裡
[00:08:17.700 --> 00:08:19.800]  去外邦當中
[00:08:19.800 --> 00:08:21.880]  所以我們都知道保羅的信息
[00:08:21.880 --> 00:08:23.740]  他所傳遞的內容就是
[00:08:23.740 --> 00:08:25.820]  耶穌基督是神的兒子
[00:08:25.820 --> 00:08:27.380]  他是救主
[00:08:27.380 --> 00:08:29.520]  他是猶太人
[00:08:29.520 --> 00:08:34.020]  耶穌是猶太人所預言中的那位拯救者
[00:08:34.020 --> 00:08:35.120]  彌賽亞
[00:08:35.120 --> 00:08:36.460]  那位受告者
[00:08:36.460 --> 00:08:38.420]  那位君王
[00:08:38.420 --> 00:08:41.660]  耶穌已經來到這世界上
[00:08:41.660 --> 00:08:42.760]  但是被猶太人
[00:08:42.760 --> 00:08:45.100]  你們這些人釘死在世界上
[00:08:45.100 --> 00:08:46.440]  所以保羅呢
[00:08:46.440 --> 00:08:50.580]  他就是一生領受了這樣的意象
[00:08:50.580 --> 00:08:52.240]  領受了這樣的奧秘
[00:08:52.240 --> 00:08:54.640]  他也傳遞這樣的奧秘
[00:08:54.640 --> 00:08:58.120]  當然我們也知道保羅他在信主之後
[00:08:58.120 --> 00:09:01.820]  他在曠野也受到了更多的歧視
[00:09:01.820 --> 00:09:05.280]  甚至我們知道他曾經
[00:09:05.280 --> 00:09:06.380]  可能就是指著他
[00:09:06.380 --> 00:09:07.460]  聖經裡面所說的
[00:09:07.460 --> 00:09:09.860]  他口中所說的就是指著他自己
[00:09:09.860 --> 00:09:13.560]  曾經被提到三層天上
[00:09:13.560 --> 00:09:17.560]  被神給他有特殊的歧視
[00:09:17.560 --> 00:09:21.060]  神厭縱他
[00:09:21.060 --> 00:09:23.540]  在我們剛剛讀到的經文裡面
[00:09:23.540 --> 00:09:25.940]  有一句話抓住我的心
[00:09:25.940 --> 00:09:27.100]  他說 保羅說
[00:09:27.100 --> 00:09:31.080]  我深知基督的奧秘
[00:09:31.080 --> 00:09:33.320]  我深知基督的奧秘
[00:09:33.320 --> 00:09:34.680]  弟兄姊妹
[00:09:34.680 --> 00:09:37.120]  今天我們都讀了神的話語
[00:09:37.120 --> 00:09:41.280]  我們深知神的奧秘嗎
[00:09:41.280 --> 00:09:45.560]  是的 我們已經都知道神的奧秘
[00:09:45.560 --> 00:09:47.760]  那什麼是奧秘呢
[00:09:47.760 --> 00:09:52.400]  奧秘這個字在信約裡面用到的特別多
[00:09:52.400 --> 00:09:54.900]  將近三十次
[00:09:54.900 --> 00:09:58.440]  那每一次保羅在使用的時候
[00:09:58.440 --> 00:09:59.840]  都是在講到
[00:09:59.840 --> 00:10:02.700]  這是神所隱藏起來的
[00:10:02.700 --> 00:10:04.740]  這是神的秘密
[00:10:04.740 --> 00:10:07.680]  神的思想 神的計畫
[00:10:07.680 --> 00:10:10.720]  它是有個隱秘性的
[00:10:10.720 --> 00:10:12.720]  保羅說 我深知道
[00:10:12.720 --> 00:10:17.920]  上帝所隱藏起來的秘密
[00:10:17.920 --> 00:10:21.000]  這個秘密有什麼特別呢
[00:10:21.000 --> 00:10:22.020]  沒什麼特別
[00:10:22.020 --> 00:10:24.020]  只是沒有人知道
[00:10:24.020 --> 00:10:25.500]  我告訴你一個秘密
[00:10:25.500 --> 00:10:28.600]  這個秘密沒有人知道
[00:10:28.600 --> 00:10:30.240]  真的是沒有人知道
[00:10:30.240 --> 00:10:31.140]  為什麼呢
[00:10:31.140 --> 00:10:33.000]  因為這是從神而來的
[00:10:33.000 --> 00:10:36.000]  這個不是從人發明出來的
[00:10:36.000 --> 00:10:39.480]  這乃是聖靈所啟示的
[00:10:39.480 --> 00:10:43.180]  也就是上帝自己把祂自己的心意
[00:10:43.180 --> 00:10:45.880]  向保羅來說明
[00:10:45.880 --> 00:10:47.420]  那弟兄姊妹你會說
[00:10:47.420 --> 00:10:51.260]  那這啟示有什麼特別的
[00:10:51.260 --> 00:10:54.600]  今天如果沒有這個啟示
[00:10:54.600 --> 00:10:58.020]  上帝不把祂的秘密揭露出來
[00:10:58.020 --> 00:11:02.960]  你我就不知道什麼是救恩
[00:11:02.960 --> 00:11:05.260]  也就是啟示來到的時候
[00:11:05.260 --> 00:11:09.980]  救恩就會臨到
[00:11:09.980 --> 00:11:12.100]  萬物都不知道
[00:11:12.100 --> 00:11:13.980]  天使也不知道
[00:11:13.980 --> 00:11:15.580]  只有今天
[00:11:15.580 --> 00:11:18.120]  只有我們這些
[00:11:18.120 --> 00:11:19.420]  信耶穌的人
[00:11:19.420 --> 00:11:23.620]  我們明白上帝的心意
[00:11:23.620 --> 00:11:26.560]  那也許弟兄姊妹在座我們當中
[00:11:26.560 --> 00:11:27.860]  可能你還不曉得
[00:11:27.860 --> 00:11:29.600]  到底這奧秘是什麼
[00:11:29.600 --> 00:11:32.060]  所以如果你真的還不知道的話
[00:11:32.060 --> 00:11:34.500]  今天我們必須要認識這個奧秘
[00:11:34.500 --> 00:11:36.200]  因為這個奧秘
[00:11:36.200 --> 00:11:40.100]  對我們一生有一個重大重大的影響
[00:11:40.100 --> 00:11:43.100]  是我們信仰的核心
[00:11:43.100 --> 00:11:44.980]  聖經裡面有很多的奧秘
[00:11:44.980 --> 00:11:45.680]  我剛剛說到的
[00:11:45.680 --> 00:11:48.720]  你去新約裡面查詢一下的奧秘
[00:11:48.720 --> 00:11:50.240]  就有很多的奧秘
[00:11:50.240 --> 00:11:51.640]  那這些的奧秘呢
[00:11:51.640 --> 00:11:53.480]  歸類就有這些
[00:11:53.480 --> 00:11:55.080]  有基督的奧秘
[00:11:55.080 --> 00:11:56.660]  有天國的奧秘
[00:11:56.660 --> 00:12:01.420]  有教會是基督的心腹的奧秘
[00:12:01.420 --> 00:12:02.420]  天國的奧秘
[00:12:02.420 --> 00:12:04.760]  我們以前可能不曉得
[00:12:04.760 --> 00:12:06.000]  猶太人甚至猶太人
[00:12:06.000 --> 00:12:08.560]  他們都沒有天國的概念
[00:12:08.560 --> 00:12:12.260]  我們不要以為猶太人他們就知道
[00:12:12.260 --> 00:12:14.600]  他們知道有天國這件事情
[00:12:14.600 --> 00:12:15.740]  沒有
[00:12:15.740 --> 00:12:18.080]  在舊約的時候這些的猶太百姓
[00:12:18.080 --> 00:12:19.440]  他們只知道
[00:12:19.440 --> 00:12:22.920]  人死之後是在陰間的
[00:12:22.920 --> 00:12:24.320]  是進入陰間的
[00:12:24.320 --> 00:12:27.680]  他們不曉得有天國的概念
[00:12:27.680 --> 00:12:28.920]  耶穌來的時候
[00:12:28.920 --> 00:12:31.420]  他就告訴
[00:12:31.420 --> 00:12:32.620]  他說
[00:12:32.620 --> 00:12:33.620]  以色列百姓
[00:12:33.620 --> 00:12:34.820]  什麼是神的國
[00:12:34.820 --> 00:12:35.820]  什麼是天國
[00:12:35.820 --> 00:12:36.860]  天國進了
[00:12:36.860 --> 00:12:38.160]  你們要悔改
[00:12:38.160 --> 00:12:40.060]  天國裡面是什麼樣的情況
[00:12:40.060 --> 00:12:43.960]  耶穌已經講得很清楚了
[00:12:43.960 --> 00:12:44.860]  那保羅呢
[00:12:44.860 --> 00:12:47.040]  他進一步的把基督的奧秘
[00:12:47.040 --> 00:12:49.000]  基督與教會之間
[00:12:49.000 --> 00:12:51.400]  這樣的神所隱藏的
[00:12:51.400 --> 00:12:53.440]  到底
[00:12:53.440 --> 00:12:55.380]  神在地上
[00:12:55.380 --> 00:12:58.920]  對這世上的人有什麼心意
[00:12:58.920 --> 00:13:02.020]  到底神的百姓跟神之間
[00:13:02.020 --> 00:13:08.420]  有什麼關係
[00:13:08.420 --> 00:13:09.720]  在《啟示錄》裡面
[00:13:09.720 --> 00:13:12.900]  第十章第七節裡面講到
[00:13:12.900 --> 00:13:14.800]  當第七位天使
[00:13:14.800 --> 00:13:16.800]  崔皓發聲的時候
[00:13:16.800 --> 00:13:18.600]  神的奧秘
[00:13:18.600 --> 00:13:20.340]  就怎麼樣呢
[00:13:20.340 --> 00:13:22.840]  就成全了
[00:13:22.840 --> 00:13:25.340]  所以今天我們對於奧秘
[00:13:25.340 --> 00:13:27.180]  雖然保羅已經講了
[00:13:27.180 --> 00:13:28.840]  但是我們還是覺得
[00:13:28.840 --> 00:13:30.720]  有時候我們讀神的話
[00:13:30.720 --> 00:13:32.080]  他說 榮耀啊 榮耀啊
[00:13:32.080 --> 00:13:34.780]  將來你們會得榮耀
[00:13:34.780 --> 00:13:36.660]  我們都能夠明白嗎
[00:13:36.660 --> 00:13:38.980]  其實我們還是不太明白
[00:13:38.980 --> 00:13:41.600]  我們只能明白那個表面
[00:13:41.600 --> 00:13:44.360]  我們好像只能看到那個蘋果
[00:13:44.360 --> 00:13:45.660]  長這樣子
[00:13:45.660 --> 00:13:47.400]  但是蘋果裡面到底什麼滋味
[00:13:47.400 --> 00:13:48.860]  弟兄姊妹
[00:13:48.860 --> 00:13:49.960]  不知道
[00:13:49.960 --> 00:13:50.840]  甚至你都不知道
[00:13:50.840 --> 00:13:54.100]  蘋果的皮裡面的肉
[00:13:54.100 --> 00:13:55.240]  長什麼樣
[00:13:55.240 --> 00:13:57.140]  我們只知道看到好像這個
[00:13:57.140 --> 00:13:59.680]  這個保羅所應許的未來
[00:13:59.680 --> 00:14:03.520]  他的書信裡面所應許的這些的未來
[00:14:03.520 --> 00:14:05.680]  我們只能看到一個輪廓
[00:14:05.680 --> 00:14:07.380]  但是到底實際是怎麼樣
[00:14:07.380 --> 00:14:08.460]  弟兄姊妹
[00:14:08.460 --> 00:14:11.520]  我們只有到那日與主面對面的時候
[00:14:11.520 --> 00:14:13.120]  我們才知道
[00:14:13.120 --> 00:14:15.100]  但是今天我們已經知道
[00:14:15.100 --> 00:14:16.600]  將來的情形
[00:14:16.600 --> 00:14:18.900]  它是一個概括的描述的時候
[00:14:18.900 --> 00:14:20.400]  我們裡面就知道
[00:14:20.400 --> 00:14:22.360]  哇 有那個
[00:14:22.360 --> 00:14:24.840]  將來真的有那個蘋果存在
[00:14:24.840 --> 00:14:27.180]  我用蘋果來形容
[00:14:27.180 --> 00:14:27.900]  這些的
[00:14:27.900 --> 00:14:30.340]  他所說的這些的應許
[00:14:30.340 --> 00:14:31.340]  這些的
[00:14:31.340 --> 00:14:36.940]  以蘋果來形容它的這樣的實體
[00:14:36.940 --> 00:14:39.620]  這一些保羅在聖經裡面
[00:14:39.620 --> 00:14:42.360]  所說的這些都會應驗
[00:14:42.360 --> 00:14:44.860]  也就是說神的話語都不是
[00:14:44.860 --> 00:14:48.060]  都不會落空的
[00:14:48.060 --> 00:14:51.200]  那到底什麼是奧秘的內容呢
[00:14:51.200 --> 00:14:53.360]  其實很簡單
[00:14:53.360 --> 00:14:56.240]  保羅在這裡所講的基督的奧秘
[00:14:56.240 --> 00:14:59.300]  有時候我們會說這是福音的奧秘
[00:14:59.300 --> 00:15:01.540]  有時候說是基督的奧秘
[00:15:01.540 --> 00:15:03.780]  但是哥羅西書裡面講到說
[00:15:03.780 --> 00:15:05.240]  這奧秘是什麼
[00:15:05.240 --> 00:15:06.340]  就是基督
[00:15:06.340 --> 00:15:11.080]  他直直的就是耶穌基督
[00:15:11.080 --> 00:15:12.020]  但是這個奧秘
[00:15:12.020 --> 00:15:13.980]  耶穌基督來有什麼影響
[00:15:13.980 --> 00:15:15.360]  這裡告訴我們
[00:15:15.360 --> 00:15:18.060]  這個奧秘就是外邦人
[00:15:18.060 --> 00:15:19.460]  沒有信主的人
[00:15:19.460 --> 00:15:21.220]  非猶太人
[00:15:21.220 --> 00:15:25.500]  他們能夠在耶穌基督裡
[00:15:25.500 --> 00:15:28.040]  然後藉著福音
[00:15:28.040 --> 00:15:29.300]  藉著耶穌基督
[00:15:29.300 --> 00:15:32.300]  可以同為後世
[00:15:32.300 --> 00:15:33.380]  同為一體
[00:15:33.380 --> 00:15:36.000]  同盟一宿
[00:15:36.000 --> 00:15:37.080]  保羅的話
[00:15:37.080 --> 00:15:40.420]  其實有時候真的叫我們很難
[00:15:40.420 --> 00:15:43.180]  真實的去理解
[00:15:43.180 --> 00:15:44.320]  只能就是說
[00:15:44.320 --> 00:15:45.620]  同為後世
[00:15:45.620 --> 00:15:46.820]  同為一體
[00:15:46.820 --> 00:15:47.620]  同盟一宿
[00:15:47.620 --> 00:15:49.780]  那怎麼樣呢
[00:15:49.780 --> 00:15:52.260]  可能我們今天讀完這些話語
[00:15:52.260 --> 00:15:54.660]  對我們裡面
[00:15:54.660 --> 00:15:58.060]  產生不了什麼樣的一個能力
[00:15:58.060 --> 00:16:00.060]  或者對我們生命裡面
[00:16:00.060 --> 00:16:04.640]  有什麼樣的改變
[00:16:04.640 --> 00:16:07.340]  我們從羅馬書來看
[00:16:07.340 --> 00:16:09.640]  他其實也是寫著一樣的奧秘
[00:16:09.640 --> 00:16:11.240]  也是在寫一樣的事情
[00:16:11.240 --> 00:16:15.180]  說到我們認識基督的這些基督徒
[00:16:15.180 --> 00:16:16.780]  我們是兒女
[00:16:16.780 --> 00:16:18.680]  就便是後世
[00:16:18.680 --> 00:16:20.880]  就是神的後世
[00:16:20.880 --> 00:16:23.420]  和基督同做後世
[00:16:23.420 --> 00:16:26.120]  如果我們和祂一同受苦
[00:16:26.120 --> 00:16:28.860]  也必和祂一同得榮耀
[00:16:28.860 --> 00:16:29.900]  你們有沒有發現
[00:16:29.900 --> 00:16:32.500]  在這裡也是有三個同
[00:16:32.500 --> 00:16:34.100]  剛剛那裡有三個同
[00:16:34.100 --> 00:16:35.640]  剛剛那三個同
[00:16:35.640 --> 00:16:37.060]  是講到我們
[00:16:37.060 --> 00:16:38.600]  同為後世
[00:16:38.600 --> 00:16:39.940]  同為一體
[00:16:39.940 --> 00:16:41.480]  同盟一宿
[00:16:41.480 --> 00:16:42.700]  後世是什麼
[00:16:42.700 --> 00:16:43.940]  現在我簡單解釋
[00:16:43.940 --> 00:16:45.540]  後世就是代表
[00:16:45.540 --> 00:16:47.140]  你有一個
[00:16:47.140 --> 00:16:51.020]  在法律上面有一個繼承權
[00:16:51.020 --> 00:16:53.380]  今天
[00:16:53.380 --> 00:16:54.580]  財主死了
[00:16:54.580 --> 00:16:56.320]  財主有沒有兒子
[00:16:56.320 --> 00:16:59.460]  這件事情
[00:16:59.460 --> 00:17:02.620]  這件事情呢
[00:17:02.620 --> 00:17:04.120]  不能夠決定
[00:17:04.120 --> 00:17:07.340]  他能不能夠繼承他的產業
[00:17:07.340 --> 00:17:09.900]  而是有合法的繼承權
[00:17:09.900 --> 00:17:11.240]  叫做後世
[00:17:11.240 --> 00:17:13.180]  你可以繼承
[00:17:13.180 --> 00:17:15.600]  在法律上你可以繼承他
[00:17:15.600 --> 00:17:19.380]  你才算是可以真實的繼承
[00:17:19.380 --> 00:17:21.120]  所以今天我們呢
[00:17:21.120 --> 00:17:23.180]  我們被上帝得著了
[00:17:23.180 --> 00:17:26.920]  我們這些就是上帝的產業
[00:17:26.920 --> 00:17:28.580]  在佛所書裡面說
[00:17:28.580 --> 00:17:31.320]  神要在信徒裡面得基業
[00:17:31.320 --> 00:17:31.820]  弟兄姊妹
[00:17:31.820 --> 00:17:34.920]  我們就是被神得著的
[00:17:34.920 --> 00:17:36.800]  神得著我們做什麼
[00:17:36.800 --> 00:17:38.060]  神得著我們
[00:17:38.060 --> 00:17:44.360]  好讓祂的產業可以歸給我們
[00:17:44.360 --> 00:17:48.080]  現在我們不感覺到這個有什麼特別的
[00:17:48.080 --> 00:17:50.500]  因為我所說的這個
[00:17:50.500 --> 00:17:51.840]  神所賜福的產業
[00:17:51.840 --> 00:17:53.420]  在你現實的生活中
[00:17:53.420 --> 00:17:55.220]  在我們現實的生活中
