
[00:00:00.000 --> 00:00:03.280]  今天的題目叫做「如何維繫合一」
[00:10:04.320 --> 00:10:07.120]  這個人說要受割禮,那個人說不需要受割禮
[00:10:07.120 --> 00:10:11.760]  所以他說他很主動去到耶路撒冷教會的領袖
[00:10:11.760 --> 00:10:15.920]  就是去商討這個重要的問題
[00:10:15.920 --> 00:10:21.280]  一個很願意溝通去解決問題的行動
[00:10:21.280 --> 00:10:24.480]  而這個討論的結果是怎樣呢
[00:10:24.480 --> 00:10:27.840]  其實第三節已經告訴我們了,如果我們看第三節
[00:10:27.840 --> 00:10:34.240]  他說「與我同去的提多,雖是希臘人,也沒有勉強他受割禮」
[00:10:34.240 --> 00:10:40.640]  即是怎樣呢,他們商討完之後,決定信耶穌的非猶太人是不需要受割禮的
[00:10:40.640 --> 00:10:44.640]  是不需要跟隨猶太的律法的
[00:10:44.640 --> 00:10:49.600]  我看了這段視頻,我覺得提多挺勇敢的,跟保祿一起去
[00:10:49.600 --> 00:10:53.600]  如果去到耶路撒冷,談完之後,說你要受割禮
[00:10:53.600 --> 00:10:57.280]  那你就在耶路撒冷受割禮,才離開的
[00:10:57.280 --> 00:10:59.040]  我覺得提多挺勇敢的
[00:10:59.040 --> 00:11:07.200]  我們知道了,原來他跟耶路撒冷的領袖商討之後的結果就是怎樣
[00:11:07.200 --> 00:11:10.160]  信耶穌的非猶太人是不需要跟隨猶太的律法
[00:11:10.160 --> 00:11:13.200]  所以提多亦都不需要受割禮
[00:11:13.200 --> 00:11:17.440]  好了,但第四到五節保羅告訴我們發生了一些事
[00:11:17.440 --> 00:11:22.160]  就是原來在這個會議裏面,有一些人偷走了進來
[00:11:22.160 --> 00:11:25.440]  偷走了進來,保羅稱呼他們是假弟兄
[00:11:25.440 --> 00:11:27.200]  為甚麼叫做假弟兄呢
[00:11:27.200 --> 00:11:31.520]  因為這些人想說你要受割禮
[00:11:31.520 --> 00:11:34.320]  他想告訴你,你信耶穌是不夠的
[00:11:34.320 --> 00:11:37.120]  你要繼續遵守猶太的律法
[00:11:37.120 --> 00:11:41.760]  保羅稱這些為假弟兄,因為他們表面上好像跟隨耶穌
[00:11:41.760 --> 00:11:44.480]  但其實裏面不是真正跟隨真理
[00:11:44.480 --> 00:11:49.040]  因為他們想強加真理以外的東西
[00:11:49.040 --> 00:11:52.080]  在非猶太人身上
[00:11:52.080 --> 00:11:58.480]  面對這些人,他們想剝奪他們在基督裏面的自由
[00:11:58.480 --> 00:12:02.160]  但面對這些人,保羅的回應是甚麼呢
[00:12:02.160 --> 00:12:05.440]  保羅的回應是,我面對這些人
[00:12:05.440 --> 00:12:10.560]  我一刻的功夫也沒有容讓信服他們
[00:12:10.560 --> 00:12:14.800]  保羅說,面對他們不是真理的企圖
[00:12:14.800 --> 00:12:17.200]  保羅說「我企硬,企硬」
[00:12:17.200 --> 00:12:21.040]  對,我一刻的功夫也沒有容讓他們
[00:12:21.040 --> 00:12:24.320]  我們說感恩保羅在真理上「企硬」
[00:12:24.320 --> 00:12:26.480]  否則今天就不能吃焗豬扒飯
[00:12:26.480 --> 00:12:30.800]  我經過大家樂有焗素豬扒飯
[00:12:30.800 --> 00:12:34.400]  今天又要受割禮
[00:12:34.400 --> 00:12:37.600]  但保羅亦跟加拉太教會說
[00:12:37.600 --> 00:12:45.840]  「因為我企硬,所以今天福音的真理仍然存在你們中間」
[00:12:45.840 --> 00:12:51.040]  在信仰群體中,我們可能會面對不同的意見和看法
[00:12:51.040 --> 00:12:53.840]  但我們有沒有盡力去溝通呢
[00:12:53.840 --> 00:12:57.120]  我曾認識一位朋友,他踢球很厲害
[00:12:57.120 --> 00:13:01.280]  他跟另一位朋友一起踢球很厲害
[00:13:01.280 --> 00:13:04.240]  他們組了一隊球隊,經常贏球
[00:13:04.240 --> 00:13:08.480]  我經常形容他們好像以前我們看過卡通片
[00:13:08.480 --> 00:13:11.200]  「足球小將」的拍檔一樣
[00:13:11.200 --> 00:13:16.320]  但我跟他們聊天時,不同的人對於「足球小將」的拍檔是誰最好呢
[00:13:16.320 --> 00:13:18.000]  原來他們都有不同的看法
[00:13:18.000 --> 00:13:20.560]  有些人說應該是戴志偉和泰來
[00:13:20.560 --> 00:13:22.400]  但有些人說應該是戴志偉和小志強
[00:13:22.400 --> 00:13:23.760]  不過不要緊
[00:13:23.760 --> 00:13:26.960]  最重要的是他們好像是最佳拍檔
[00:13:26.960 --> 00:13:30.320]  因為他們有一個「硬朗大隻」
[00:13:30.320 --> 00:13:33.360]  另一個「靈活精巧」
[00:13:33.360 --> 00:13:36.160]  他們兩個踢球實在是最佳拍檔
[00:13:36.160 --> 00:13:39.920]  但有一天他們因為有些誤會而翻臉
[00:13:39.920 --> 00:13:43.440]  拍檔片後大家沒有再聊天
[00:13:43.440 --> 00:13:44.320]  於是怎樣呢
[00:13:44.320 --> 00:13:46.480]  他們對球隊都拆夥了
[00:13:46.480 --> 00:13:49.520]  一個人帶著另一位朋友參加比賽
[00:13:49.520 --> 00:13:51.840]  另一個人帶著另一位朋友參加比賽
[00:13:51.840 --> 00:13:55.200]  但你預計得到,成績沒有以前那麼好
[00:13:55.200 --> 00:13:57.920]  以前經常晉級,去準決賽等
[00:13:57.920 --> 00:14:02.800]  但分開後,他們的成績大不如前
[00:14:02.800 --> 00:14:05.680]  其實我們是同學,過了很久了
[00:14:05.680 --> 00:14:07.600]  大家現在只有這個年紀
[00:14:07.600 --> 00:14:11.120]  我們去一個最近同學的聚會裏面
[00:14:11.120 --> 00:14:12.560]  原來大家聊著聊著
[00:14:12.560 --> 00:14:15.760]  發現原來昔日都是為了一句說話
[00:14:15.760 --> 00:14:19.360]  因為大家不同的看法就翻臉了
[00:14:19.360 --> 00:14:22.160]  我們想想,如果當時有溝通
[00:14:22.160 --> 00:14:24.240]  這個是不是可以解決呢
[00:14:24.240 --> 00:14:28.400]  大家可以仍然繼續踢好場球呢
[00:14:28.400 --> 00:14:30.080]  但我想說今天在這裏
[00:14:30.080 --> 00:14:32.640]  保羅給我們學習另一個很重要的功課
[00:14:32.640 --> 00:14:35.280]  我們不單止要竭力溝通
[00:14:35.280 --> 00:14:36.720]  我們更加要怎樣呢
[00:14:36.720 --> 00:14:39.040]  謹守真道
[00:14:39.040 --> 00:14:41.600]  很多時候我們中國人說一句說話
[00:14:41.600 --> 00:14:43.440]  叫以和為貴,對不對
[00:14:43.440 --> 00:14:44.720]  有大清提醒我
[00:14:44.720 --> 00:14:46.880]  他說,因為我不是很熟悉儒家思想
[00:14:46.880 --> 00:14:50.720]  他說以和為貴不代表不講真理
[00:14:50.720 --> 00:14:54.880]  所以我們不要只覺得和諧和諧就可以了
[00:14:54.880 --> 00:14:59.520]  我們一定要在溝通裏面去持守真理
[00:14:59.520 --> 00:15:03.200]  我曾經以前在另一個教會有一個小組
[00:15:03.200 --> 00:15:06.880]  我發現他們覺得總之有些什麼
[00:15:06.880 --> 00:15:08.640]  總之和諧就可以了
[00:15:08.640 --> 00:15:09.920]  所以很多時候我們在聊天
[00:15:09.920 --> 00:15:11.360]  有時有些意見不一樣的時候
[00:15:11.360 --> 00:15:12.720]  有個肢體就會馬上
[00:15:12.720 --> 00:15:14.560]  我剛剛想說話,剛剛想表達的時候
[00:15:14.560 --> 00:15:15.760]  他就會馬上跳出來說
[00:15:15.760 --> 00:15:17.120]  Peace! Peace!
[00:15:17.120 --> 00:15:18.640]  然後我就說,啥?
[00:15:18.640 --> 00:15:19.440]  Peace!
[00:15:19.440 --> 00:15:22.080]  我未講我自己的看法
[00:15:22.080 --> 00:15:24.560]  然後有另外一些大家不同意見的時候
[00:15:24.560 --> 00:15:26.160]  剛好有人想說話
[00:15:26.160 --> 00:15:26.960]  他就跳出來
[00:15:26.960 --> 00:15:29.440]  Peace! Peace!
[00:15:29.440 --> 00:15:34.560]  我說,其實未有Peace,因為大家都未講出意見
[00:15:34.560 --> 00:15:36.800]  我們不要誤會
[00:15:36.800 --> 00:15:39.200]  然後他剛剛就想說話的時候
[00:15:39.200 --> 00:15:42.960]  不要緊,什麼都好
[00:15:42.960 --> 00:15:45.120]  算了!算了!
[00:15:45.120 --> 00:15:47.680]  但保祿說真理不算的
[00:15:47.680 --> 00:15:50.720]  就是說在我們溝通的裏面
[00:15:50.720 --> 00:15:52.000]  我們要怎樣?
[00:15:52.000 --> 00:15:54.560]  要握緊真理
[00:15:54.560 --> 00:15:56.080]  如果在溝通裏面
[00:15:56.080 --> 00:15:58.000]  保祿說不要緊
[00:15:58.000 --> 00:15:59.360]  Peace! Peace!
[00:15:59.360 --> 00:16:01.360]  提多你受國禮
[00:16:01.360 --> 00:16:02.160]  對不對?
[00:16:02.160 --> 00:16:03.920]  不是這樣,對不對?
[00:16:03.920 --> 00:16:05.360]  所以我們要知道
[00:16:05.360 --> 00:16:07.280]  我們不單止要溝通
[00:16:07.280 --> 00:16:10.000]  如果涉及真理的問題
[00:16:10.000 --> 00:16:11.680]  我們一定要怎樣?
[00:16:11.680 --> 00:16:14.880]  竭力去保護真理
[00:16:14.880 --> 00:16:16.480]  當我們溝通
[00:16:16.480 --> 00:16:19.040]  當我們竭力去保護真理的時候
[00:16:19.040 --> 00:16:21.120]  我們學今天的第二個功課
[00:16:21.120 --> 00:16:22.880]  今天的第二個功課是
[00:16:22.880 --> 00:16:27.440]  「不計身份,單一為主,彼此幫助」
[00:16:27.440 --> 00:16:30.080]  我們一起從第六到第十節
[00:16:30.080 --> 00:16:31.280]  一二三
[00:16:31.280 --> 00:16:34.240]  至於那些有名望的人
[00:16:34.240 --> 00:16:36.560]  不論他是何等人
[00:16:36.560 --> 00:16:38.480]  都與我無干
[00:16:38.480 --> 00:16:40.960]  神不以外貌取人
[00:16:40.960 --> 00:16:42.960]  那些有名望的
[00:16:42.960 --> 00:16:45.760]  並沒有加則何什麼
[00:16:45.760 --> 00:16:49.360]  反倒看見了主托我全福音
[00:16:49.360 --> 00:16:51.760]  給那未受國禮的人
[00:16:51.760 --> 00:16:54.240]  正如托彼得全福音
[00:16:54.240 --> 00:16:56.400]  給那受國禮的人
[00:16:56.400 --> 00:16:58.000]  那敢動彼得
[00:16:58.000 --> 00:17:01.840]  叫他為受國禮之人作使徒的
[00:17:01.840 --> 00:17:03.520]  也敢動我
[00:17:03.520 --> 00:17:06.960]  叫我為外邦人作使徒
[00:17:06.960 --> 00:17:10.400]  猶知道所賜給我的恩典
[00:17:10.400 --> 00:17:13.920]  那稱為教會處石的下個
[00:17:13.920 --> 00:17:15.680]  飢發若寒
[00:17:15.680 --> 00:17:17.920]  就是向我和巴拿巴
[00:17:17.920 --> 00:17:21.040]  用右手行雙膠之禮
[00:17:21.040 --> 00:17:24.080]  叫我門往外邦人那裡去
[00:17:24.080 --> 00:17:27.440]  他們往受國禮的人那裡去
[00:17:27.440 --> 00:17:30.480]  只是願意我們紀念窮人
[00:17:30.480 --> 00:17:34.000]  這也是我本來熱心去行的
[00:17:34.000 --> 00:17:35.920]  這裡開始是保羅說一件事
[00:17:35.920 --> 00:17:37.280]  他說那些有名望的
[00:17:37.280 --> 00:17:37.920]  即是怎樣
[00:17:37.920 --> 00:17:39.760]  耶路撒亞教會的領袖
[00:17:39.760 --> 00:17:40.320]  接著他說
[00:17:40.320 --> 00:17:42.960]  不論他是何等人
[00:17:42.960 --> 00:17:45.200]  即是說我不理他以前是怎樣
[00:17:45.200 --> 00:17:46.560]  因為原文其實亦就是
[00:17:46.560 --> 00:17:48.240]  「不論以前是怎樣」
[00:17:48.240 --> 00:17:49.440]  這裡想說什麼呢
[00:17:49.440 --> 00:17:51.760]  其實這裡有兩個方向
[00:17:51.760 --> 00:17:52.400]  第一樣東西
[00:17:52.400 --> 00:17:55.600]  我們知道其實耶路撒亞教會的領袖
[00:17:55.600 --> 00:17:56.800]  其實我們剛才都讀過了
[00:17:56.800 --> 00:17:59.680]  就是彼得、約翰和瓦割
[00:17:59.680 --> 00:18:00.560]  是的
[00:18:00.560 --> 00:18:03.520]  其實他們本身的出身
[00:18:03.520 --> 00:18:05.680]  都不是很顯赫的
[00:18:05.680 --> 00:18:06.640]  但是我們不要覺得
[00:18:06.640 --> 00:18:07.920]  因為他們的出身不顯赫
[00:18:07.920 --> 00:18:09.600]  神就不用他們
[00:18:09.600 --> 00:18:11.360]  他們的出身不顯赫
[00:18:11.360 --> 00:18:13.760]  但是今天他們成為耶路撒亞
[00:18:13.760 --> 00:18:17.360]  被尊重和耶路撒亞教會的領袖
[00:18:17.360 --> 00:18:18.480]  但是另一方面
[00:18:18.480 --> 00:18:19.760]  從另一個角度來看
[00:18:19.760 --> 00:18:22.400]  今天他們貴為了
[00:18:22.400 --> 00:18:24.240]  耶路撒亞教會的領袖
[00:18:24.240 --> 00:18:25.440]  但是保羅說
[00:18:25.440 --> 00:18:28.560]  不會因為他們有名望
[00:18:28.560 --> 00:18:30.240]  或者他們有地位
[00:18:30.240 --> 00:18:32.720]  就影響保羅自己
[00:18:32.720 --> 00:18:35.680]  對事情的看法和決定
