
[00:00:00.000 --> 00:00:03.300]  在新年的時候,剛剛過了新年
[00:02:12.000 --> 00:02:14.600]  經文是《馬太福音》
[00:02:14.600 --> 00:02:16.400]  這個經文我們分兩部分的
[00:02:16.400 --> 00:02:18.200]  這個殺種的比喻
[00:02:18.200 --> 00:02:20.400]  第一部分就是殺種比喻的內容
[00:02:20.400 --> 00:02:22.600]  就是一至九節在這裏
[00:02:22.600 --> 00:02:24.600]  一個是十八節到二十三節
[00:02:24.600 --> 00:02:27.400]  就是殺種比喻的解釋
[00:02:27.400 --> 00:02:28.600]  不是太複雜的
[00:02:28.600 --> 00:02:31.200]  讀完你就應該明白了
[00:02:31.200 --> 00:02:33.000]  我們一起讀一次
[00:02:33.000 --> 00:02:34.400]  一二三
[00:02:34.400 --> 00:02:35.800]  就在那天
[00:02:35.800 --> 00:02:38.000]  耶穌從房子裏出來
[00:02:38.000 --> 00:02:39.400]  坐在海邊
[00:02:39.400 --> 00:02:42.800]  有一大羣人到他那裏聚集
[00:02:42.800 --> 00:02:45.200]  他只好上船坐下
[00:02:45.200 --> 00:02:47.600]  衆人都站在岸上
[00:02:47.600 --> 00:02:50.600]  他用比喻對他們講了許多話
[00:02:50.600 --> 00:02:54.400]  他說:有一個殺種的出來殺種
[00:02:54.400 --> 00:02:55.800]  他殺的時候
[00:02:55.800 --> 00:02:57.600]  有的落在路旁
[00:02:57.600 --> 00:03:00.200]  飛了來把他們喫掉了
[00:03:00.200 --> 00:03:03.600]  有的落在土淺的石頭地上
[00:03:03.600 --> 00:03:05.400]  因爲土不深
[00:03:05.400 --> 00:03:07.800]  很快就長出苗來
[00:03:07.800 --> 00:03:09.600]  太陽出來一曬
[00:03:09.600 --> 00:03:12.200]  因爲沒有根就枯乾了
[00:03:12.200 --> 00:03:14.400]  有的落在荊棘裏
[00:03:14.400 --> 00:03:16.000]  荊棘長起來
[00:03:16.000 --> 00:03:17.800]  把它擠住了
[00:03:17.800 --> 00:03:20.200]  又有的落在好土裏
[00:03:20.200 --> 00:03:21.800]  就結出果實
[00:03:21.800 --> 00:03:23.200]  有一百倍
[00:03:23.200 --> 00:03:24.600]  有六十倍的
[00:03:24.600 --> 00:03:26.400]  有三十倍的
[00:03:26.400 --> 00:03:29.600]  有二的就應當聽
[00:03:29.600 --> 00:03:31.400]  這個是比喻的內容
[00:03:31.400 --> 00:03:34.400]  然後下一段就講比喻的解釋
[00:03:34.400 --> 00:03:36.400]  解釋完之後看你明不明白
[00:03:36.400 --> 00:03:37.600]  我們一起再讀
[00:03:37.600 --> 00:03:38.800]  一二三
[00:03:38.800 --> 00:03:39.600]  所以
[00:03:39.600 --> 00:03:42.800]  你們要聽這殺種的比喻
[00:03:42.800 --> 00:03:46.400]  凡聽見天國的道而不明白的
[00:03:46.400 --> 00:03:48.000]  那惡者就來
[00:03:48.000 --> 00:03:51.600]  把殺在他心裏的奪去了
[00:03:51.600 --> 00:03:54.400]  這就是殺在路旁的了
[00:03:54.400 --> 00:03:56.600]  殺在石頭地上的
[00:03:56.600 --> 00:03:58.400]  就是人聽了道
[00:03:58.400 --> 00:04:00.400]  立刻歡喜靈愁
[00:04:00.400 --> 00:04:02.600]  只因心裏沒有根
[00:04:02.600 --> 00:04:04.400]  不過是暫時的
[00:04:04.400 --> 00:04:08.200]  一旦爲道遭受患難或迫害
[00:04:08.200 --> 00:04:10.200]  立刻就跌倒
[00:04:10.200 --> 00:04:11.800]  殺在荊棘裏的
[00:04:11.800 --> 00:04:14.000]  就是人聽了道
[00:04:14.000 --> 00:04:16.800]  後來由世上的憂慮
[00:04:16.800 --> 00:04:18.400]  前才的迷惑
[00:04:18.400 --> 00:04:20.200]  把道擠住了
[00:04:20.200 --> 00:04:22.000]  結不出果實
[00:04:22.000 --> 00:04:23.800]  殺在好土裏的
[00:04:23.800 --> 00:04:25.400]  就是人聽了道
[00:04:25.400 --> 00:04:26.600]  明白了
[00:04:26.600 --> 00:04:28.400]  後來結了果實
[00:04:28.400 --> 00:04:29.800]  有一百倍的
[00:04:29.800 --> 00:04:31.000]  有六十倍的
[00:04:31.000 --> 00:04:33.400]  有三十倍的
[00:04:33.400 --> 00:04:35.200]  這個就是解釋
[00:04:35.200 --> 00:04:37.600]  在比喻裏面有四種土壤
[00:04:37.600 --> 00:04:40.000]  然後有四種不同的結果
[00:04:40.000 --> 00:04:41.200]  我不知道你讀完之後
[00:04:41.200 --> 00:04:43.400]  你會不會立刻有一種共鳴
[00:04:43.400 --> 00:04:47.400]  就是你自己屬於哪種土壤
[00:04:47.400 --> 00:04:48.400]  有沒有
[00:04:48.400 --> 00:04:49.200]  你立刻讀完之後
[00:04:49.200 --> 00:04:50.600]  有沒有覺得有一瓣是你的
[00:04:50.600 --> 00:04:51.800]  四瓣裏面
[00:04:51.800 --> 00:04:54.800]  總有一瓣吧
[00:04:54.800 --> 00:04:56.800]  有沒有
[00:04:56.800 --> 00:04:57.600]  有
[00:04:57.600 --> 00:04:59.000]  我不問你哪一瓣
[00:04:59.000 --> 00:05:01.400]  你又再想一個問題
[00:05:01.400 --> 00:05:02.400]  你滿不滿意
[00:05:02.400 --> 00:05:05.400]  現在你的種子的生長情況
[00:05:05.400 --> 00:05:07.000]  你每個人都有種子
[00:05:07.000 --> 00:05:08.600]  你剛纔說有一瓣是你的
[00:05:08.600 --> 00:05:09.600]  除非你是第一瓣
[00:05:09.600 --> 00:05:11.800]  那粒種子被人拿走了
[00:05:11.800 --> 00:05:13.400]  不過你坐在這裏的話
[00:05:13.400 --> 00:05:15.200]  就是那粒種子還沒走
[00:05:15.200 --> 00:05:16.200]  是不是
[00:05:16.200 --> 00:05:16.800]  那你就想想
[00:05:16.800 --> 00:05:18.800]  你滿不滿意這個種子
[00:05:18.800 --> 00:05:23.000]  在你生命裏面的生長狀況
[00:05:23.000 --> 00:05:26.000]  不如我們看一看
[00:05:26.000 --> 00:05:27.200]  很簡單
[00:05:27.200 --> 00:05:28.600]  這樣容易一點
[00:05:28.600 --> 00:05:30.000]  是不是清楚一點
[00:05:30.000 --> 00:05:32.200]  不用一堆文字出來了
[00:05:32.200 --> 00:05:33.400]  這是第一款的
[00:05:33.400 --> 00:05:36.400]  落在路旁的生命是什麼意思呢
[00:05:36.400 --> 00:05:38.400]  就是說
[00:05:38.400 --> 00:05:40.600]  在路旁裏面飛鳥爬走了
[00:05:40.600 --> 00:05:42.600]  就是說聽見了的人不明白
[00:05:42.600 --> 00:05:44.600]  就沒有了
[00:05:44.600 --> 00:05:46.400]  不明白就沒有了是什麼意思呢
[00:05:46.400 --> 00:05:48.200]  我仍然認爲這類人
[00:05:48.200 --> 00:05:49.200]  其實就是
[00:05:49.200 --> 00:05:50.800]  左而右而出
[00:05:50.800 --> 00:05:52.000]  跟他說了不明白
[00:05:52.000 --> 00:05:53.200]  那就算了
[00:05:53.200 --> 00:05:54.200]  也不自在
[00:05:54.200 --> 00:05:57.800]  是一種無心裝作也不自在的狀態
[00:05:57.800 --> 00:05:59.800]  所以隨時都沒有了
[00:05:59.800 --> 00:06:00.800]  聽完就沒有了
[00:06:00.800 --> 00:06:02.000]  聽完又沒有了
[00:06:02.000 --> 00:06:05.200]  因爲其實對他來說也沒所謂
[00:06:05.200 --> 00:06:06.800]  第二款是什麼呢
[00:06:06.800 --> 00:06:10.800]  第二款就是落在地裏很淺土裏面
[00:06:10.800 --> 00:06:11.800]  這種人其實很喜歡
[00:06:11.800 --> 00:06:13.200]  哇 好啊 基督徒好啊
[00:06:13.200 --> 00:06:15.200]  我認識很多基督徒朋友都很好
[00:06:15.200 --> 00:06:16.400]  道德也很有道理
[00:06:16.400 --> 00:06:17.400]  很好
[00:06:17.400 --> 00:06:18.400]  教會的人也很好
[00:06:18.400 --> 00:06:19.600]  師哥也很好
[00:06:19.600 --> 00:06:21.000]  好啊好啊好啊
[00:06:21.000 --> 00:06:23.600]  只不過去到沒多久
[00:06:23.600 --> 00:06:25.800]  他不是一種特別追求真理
[00:06:25.800 --> 00:06:28.000]  你叫他回去看聖經
[00:06:28.000 --> 00:06:29.000]  不行
[00:06:29.000 --> 00:06:29.800]  回小組
[00:06:29.800 --> 00:06:30.800]  不行
[00:06:30.800 --> 00:06:33.400]  出來喫飯也OK
[00:06:33.400 --> 00:06:37.800]  但是他對真理的追求是不認真的
[00:06:37.800 --> 00:06:39.800]  不是特別盡心的
[00:06:39.800 --> 00:06:41.000]  也經不起考驗的
[00:06:41.000 --> 00:06:43.400]  所以當他一有困難的時候
[00:06:43.400 --> 00:06:45.600]  他馬上想的不是想他的神
[00:06:45.600 --> 00:06:48.400]  他馬上想的只是看到他眼前的困難
[00:06:48.400 --> 00:06:52.200]  有時候當我們的目光只看到困難的時候
[00:06:52.200 --> 00:06:56.000]  我就不會記得我認識的神是一個怎樣的神
[00:06:56.000 --> 00:06:59.000]  我就會不太記得聖經裏面有什麼應許
[00:06:59.000 --> 00:07:02.000]  有什麼聖經在幫我面對困難
[00:07:02.000 --> 00:07:05.000]  因爲我的眼光是在看着我眼前的困難
[00:07:05.000 --> 00:07:09.000]  所以有時候當我們的眼睛只看到眼前的困難
[00:07:09.000 --> 00:07:11.800]  很多時候我們很容易會灰心喪志
[00:07:11.800 --> 00:07:13.400]  因爲只看到困難
[00:07:13.400 --> 00:07:14.400]  會看得很大
[00:07:14.400 --> 00:07:17.000]  如果你記得我有一次講道
[00:07:17.000 --> 00:07:20.000]  要勇敢走出去
[00:07:20.000 --> 00:07:22.000]  你勇敢走出去的時候
[00:07:22.000 --> 00:07:24.200]  你如果只是眼睛看到前面的困難
[00:07:24.200 --> 00:07:25.000]  看到波浪
[00:07:25.000 --> 00:07:26.200]  你不敢走出去
[00:07:26.200 --> 00:07:27.400]  你一定要看遠一點
[00:07:27.400 --> 00:07:30.000]  看到你信的神是一個怎樣的神
[00:07:30.000 --> 00:07:32.000]  你纔會夠膽走出去
[00:07:32.000 --> 00:07:33.000]  所以在這裏我們說
[00:07:33.000 --> 00:07:35.000]  其實有時候我們需要
[00:07:35.000 --> 00:07:38.000]  其中一個盡心去認識真理的方法
[00:07:38.000 --> 00:07:40.000]  就是草經文
[00:07:40.000 --> 00:07:41.000]  以前我記得
[00:07:41.000 --> 00:07:43.000]  我現在背草經文都很困難
[00:07:43.000 --> 00:07:45.000]  通常是幼稚園背的
[00:07:45.000 --> 00:07:46.000]  小朋友背的
[00:07:46.000 --> 00:07:47.000]  主日學背的
[00:07:47.000 --> 00:07:48.000]  是最記得的
[00:07:48.000 --> 00:07:49.000]  草經文
[00:07:49.000 --> 00:07:51.000]  現在在向日葵那裏
[00:07:51.000 --> 00:07:54.000]  是一個月還是一個星期草一節經文
[00:07:54.000 --> 00:07:56.000]  好像是一個月
[00:07:56.000 --> 00:07:58.000]  你們不用一個月吧
[00:07:58.000 --> 00:07:59.000]  一個星期吧
[00:07:59.000 --> 00:08:01.000]  都看少你們了
[00:08:01.000 --> 00:08:02.000]  你們這麼聰明
[00:08:02.000 --> 00:08:03.000]  一天都草到
[00:08:03.000 --> 00:08:04.000]  如果你們要草的話
[00:08:04.000 --> 00:08:06.000]  草經文的好處
[00:08:06.000 --> 00:08:07.000]  好像尤譚一樣
[00:08:07.000 --> 00:08:09.000]  把經文藏在心裏
[00:08:09.000 --> 00:08:10.000]  內化了它
[00:08:10.000 --> 00:08:12.000]  內化了之後
[00:08:12.000 --> 00:08:13.000]  在不知不覺間
[00:08:13.000 --> 00:08:15.000]  那些說話成爲你自然的反應
[00:08:15.000 --> 00:08:17.000]  就好像媽媽從小教你有禮貌
[00:08:17.000 --> 00:08:19.000]  見到別人要說多謝
[00:08:19.000 --> 00:08:21.000]  你自然有一種自然的反應
[00:08:21.000 --> 00:08:23.000]  會懂得在那個處境裏
[00:08:23.000 --> 00:08:26.000]  你懂得想起那些說話
[00:08:26.000 --> 00:08:27.000]  我們說
[00:08:27.000 --> 00:08:29.000]  你要經歷過掙扎的信仰
[00:08:29.000 --> 00:08:32.000]  你纔有經得起考驗的信心
[00:08:32.000 --> 00:08:33.000]  所以如果你在信仰裏
[00:08:33.000 --> 00:08:35.000]  從來沒有經歷過掙扎
[00:08:35.000 --> 00:08:36.000]  沒有曾經有一刻
[00:08:36.000 --> 00:08:38.000]  你覺得信的東西
[00:08:38.000 --> 00:08:40.000]  和你處身的現實裏
[00:08:40.000 --> 00:08:43.000]  不是可以連結的
[00:08:43.000 --> 00:08:45.000]  其實你考驗不了
[00:08:45.000 --> 00:08:47.000]  你的信仰有多真
[00:08:47.000 --> 00:08:49.000]  例如考試
[00:08:49.000 --> 00:08:50.000]  你不考試
[00:08:50.000 --> 00:08:51.000]  你不知道自己是否真的懂
[00:08:51.000 --> 00:08:53.000]  我經常笑我一個年輕人
[00:08:53.000 --> 00:08:55.000]  你看着那本書是否真的可以
[00:08:55.000 --> 00:08:57.000]  他預備考試只是看着那本書
[00:08:57.000 --> 00:08:59.000]  他說可以
[00:08:59.000 --> 00:09:01.000]  我說不是要數數嗎
[00:09:01.000 --> 00:09:03.000]  不用
[00:09:03.000 --> 00:09:04.000]  結果他回來跟我說
[00:09:04.000 --> 00:09:05.000]  媽媽我真的要相信你
[00:09:05.000 --> 00:09:07.000]  當然比我兒子更好
[00:09:07.000 --> 00:09:12.000]  有時候就是
[00:09:12.000 --> 00:09:15.000]  你要在一個真實的處境考驗過
[00:09:15.000 --> 00:09:17.000]  你才知道是否真的懂
[00:09:17.000 --> 00:09:18.000]  見工
[00:09:18.000 --> 00:09:19.000]  你以爲自己一出來
[00:09:19.000 --> 00:09:20.000]  大把人請我
[00:09:20.000 --> 00:09:22.000]  還是反過來
[00:09:22.000 --> 00:09:23.000]  可能是很沒有自信
[00:09:23.000 --> 00:09:24.000]  沒有人請
[00:09:24.000 --> 00:09:25.000]  你見了工
[00:09:25.000 --> 00:09:27.000]  你才知道原來很多人真的欣賞你
[00:09:27.000 --> 00:09:29.000]  或者你見了工之後
[00:09:29.000 --> 00:09:31.000]  你才發覺原來是不行的
[00:09:31.000 --> 00:09:33.000]  是有些東西要修正的
[00:09:33.000 --> 00:09:34.000]  工作壓力
[00:09:34.000 --> 00:09:36.000]  在工作壓力裏
[00:09:36.000 --> 00:09:38.000]  我如何去考驗我的實力
[00:09:38.000 --> 00:09:39.000]  考驗我的EQ
[00:09:39.000 --> 00:09:40.000]  我的IQ
[00:09:40.000 --> 00:09:42.000]  其實在一個實際處境裏
[00:09:42.000 --> 00:09:43.000]  才能考驗到
[00:09:43.000 --> 00:09:45.000]  你有的資料有多少
[00:09:45.000 --> 00:09:47.000]  在實踐裏
[00:09:47.000 --> 00:09:50.000]  去經驗你所聽到
[00:09:50.000 --> 00:09:52.000]  所明白的聖經
[00:09:52.000 --> 00:09:56.000]  問題有時候在我們實際處境的掙扎裏
[00:09:56.000 --> 00:09:58.000]  很多時候我們要選擇
[00:09:58.000 --> 00:10:00.000]  相信什麼
[00:10:00.000 --> 00:10:02.000]  我都說每一個處境是你選擇的
[00:10:02.000 --> 00:10:04.000]  你選擇去看一些積極的東西
[00:10:04.000 --> 00:10:07.000]  還是選擇去相信一些
[00:10:07.000 --> 00:10:10.000]  你其實不是真的相信的東西
[00:10:10.000 --> 00:10:12.000]  這是你的選擇
[00:10:12.000 --> 00:10:14.000]  你需要相信的是什麼
[00:10:14.000 --> 00:10:16.000]  有一個聖經的學者
[00:10:16.000 --> 00:10:17.000]  他說
[00:10:17.000 --> 00:10:20.000]  我們一定要容許上帝的說話和我們對質
[00:10:20.000 --> 00:10:22.000]  即是說
[00:10:22.000 --> 00:10:24.000]  要擾亂我們的安全
[00:10:24.000 --> 00:10:26.000]  這些是很直譯的中文
[00:10:26.000 --> 00:10:29.000]  其實英文會好一點
[00:10:29.000 --> 00:10:32.000]  顛覆我們自滿的情緒
[00:10:32.000 --> 00:10:34.000]  推翻我們的思想
[00:10:34.000 --> 00:10:35.000]  行爲的模式
[00:10:35.000 --> 00:10:36.000]  我都不知道
[00:10:36.000 --> 00:10:37.000]  總之直譯吧
[00:10:37.000 --> 00:10:38.000]  如果你不明白
[00:10:38.000 --> 00:10:41.000]  你自己翻譯英文吧
[00:10:41.000 --> 00:10:44.000]  原本是英文
[00:10:44.000 --> 00:10:47.000]  意思就是
[00:10:47.000 --> 00:10:49.000]  要用神的話去改變我們
[00:10:49.000 --> 00:10:51.000]  拆我們
[00:10:51.000 --> 00:10:52.000]  如果你看福音書
[00:10:52.000 --> 00:10:54.000]  特別是約翰福音
[00:10:54.000 --> 00:10:55.000]  就是耶穌的宣講
[00:10:55.000 --> 00:10:56.000]  耶穌的教導
[00:10:56.000 --> 00:10:59.000]  是經常令人不舒服的
[00:10:59.000 --> 00:11:00.000]  因爲耶穌說的話
[00:11:00.000 --> 00:11:02.000]  就好像一面鏡子照着他們
[00:11:02.000 --> 00:11:03.000]  耶穌說的話
[00:11:03.000 --> 00:11:06.000]  照着他們的罪和醜惡
[00:11:06.000 --> 00:11:07.000]  有時我靈脩
[00:11:07.000 --> 00:11:09.000]  我只問基本幾個問題
[00:11:09.000 --> 00:11:11.000]  我不知道你靈脩是怎樣
[00:11:11.000 --> 00:11:12.000]  我的靈脩
[00:11:12.000 --> 00:11:14.000]  通常是問幾個最基本的問題
[00:11:14.000 --> 00:11:15.000]  就是在這段經文裏
[00:11:15.000 --> 00:11:17.000]  我認識神是什麼
[00:11:17.000 --> 00:11:19.000]  有什麼提醒我祂的屬性
[00:11:19.000 --> 00:11:21.000]  在這段經文裏
[00:11:21.000 --> 00:11:23.000]  我看到自己有什麼罪
[00:11:23.000 --> 00:11:26.000]  或者我看到自己有什麼反省
[00:11:26.000 --> 00:11:27.000]  或者在這段經文裏
[00:11:27.000 --> 00:11:29.000]  我今天有什麼回應
[00:11:29.000 --> 00:11:30.000]  我有沒有想到
[00:11:30.000 --> 00:11:32.000]  在這段經文裏提醒我
[00:11:32.000 --> 00:11:33.000]  可以做一些事
[00:11:33.000 --> 00:11:36.000]  其實在看聖經的過程裏
[00:11:36.000 --> 00:11:38.000]  我就要去嘗試
[00:11:38.000 --> 00:11:40.000]  在我們現實生活裏
[00:11:40.000 --> 00:11:44.000]  我要和經文連結掛鉤
[00:11:44.000 --> 00:11:45.000]  如果我看這件事
[00:11:45.000 --> 00:11:47.000]  當作是一種文學
[00:11:47.000 --> 00:11:48.000]  看完之後很欣賞
[00:11:48.000 --> 00:11:50.000]  接着串起來
[00:11:50.000 --> 00:11:53.000]  其實那是平面的信仰
[00:11:53.000 --> 00:11:56.000]  究竟怎樣實際應用呢
[00:11:56.000 --> 00:11:59.000]  我覺得我們等下再說
[00:11:59.000 --> 00:12:01.000]  第三種就是
[00:12:01.000 --> 00:12:03.000]  落在經濟裏
[00:12:03.000 --> 00:12:05.000]  經濟就是世上的憂慮
[00:12:05.000 --> 00:12:07.000]  錢財的迷惑
[00:12:07.000 --> 00:12:09.000]  有些東西吸引了它
[00:12:09.000 --> 00:12:10.000]  這些實際的東西
[00:12:10.000 --> 00:12:11.000]  在實踐裏
[00:12:11.000 --> 00:12:13.000]  很多是在吸引我們
[00:12:13.000 --> 00:12:14.000]  很多很實際的東西
[00:12:14.000 --> 00:12:15.000]  這裏的例子
[00:12:15.000 --> 00:12:17.000]  就是一些你的憂慮
[00:12:17.000 --> 00:12:20.000]  令你憂心到想不起上帝
[00:12:20.000 --> 00:12:21.000]  你只是很憂心
[00:12:21.000 --> 00:12:23.000]  很掛憐自己眼前的問題
[00:12:23.000 --> 00:12:26.000]  有些錢財的迷惑吸引你
[00:12:26.000 --> 00:12:28.000]  有些人未必是錢財的迷惑
[00:12:28.000 --> 00:12:29.000]  現在吸引我們的是
[00:12:29.000 --> 00:12:31.000]  網上的喜樂
[00:12:31.000 --> 00:12:34.000]  網上的資訊
[00:12:34.000 --> 00:12:35.000]  各樣東西
[00:12:35.000 --> 00:12:37.000]  可以令我們更加
[00:12:37.000 --> 00:12:39.000]  捉住我們的心
[00:12:39.000 --> 00:12:42.000]  信徒是因爲環境逼人的時候
[00:12:42.000 --> 00:12:44.000]  有時信心就很動搖
[00:12:44.000 --> 00:12:45.000]  一動搖就很容易
[00:12:45.000 --> 00:12:47.000]  對神沒有那種堅持的信仰
[00:12:47.000 --> 00:12:48.000]  信仰呢
[00:12:48.000 --> 00:12:50.000]  我不知道你如何形容
[00:12:50.000 --> 00:12:51.000]  信仰的路
[00:12:51.000 --> 00:12:52.000]  我有時經常形容
[00:12:52.000 --> 00:12:54.000]  是一個跑馬拉松
[00:12:54.000 --> 00:12:55.000]  跑馬拉松
[00:12:55.000 --> 00:12:56.000]  即是你未到終點
[00:12:56.000 --> 00:12:57.000]  還可以跑
[00:12:57.000 --> 00:12:58.000]  特別是年輕人
[00:12:58.000 --> 00:12:59.000]  有多少是兒童主養
[00:12:59.000 --> 00:13:00.000]  學上來的
[00:13:00.000 --> 00:13:01.000]  有沒有
[00:13:01.000 --> 00:13:02.000]  你想想
[00:13:02.000 --> 00:13:03.000]  沒有
[00:13:03.000 --> 00:13:04.000]  哇
[00:13:04.000 --> 00:13:10.000]  還有一個
[00:13:10.000 --> 00:13:12.000]  但是你不要那麼開心
[00:13:12.000 --> 00:13:13.000]  我們雖然爲你鼓掌
[00:13:13.000 --> 00:13:15.000]  你一天未離開這個世界
[00:13:15.000 --> 00:13:17.000]  還在一個跑道上
[00:13:17.000 --> 00:13:20.000]  還可以排跑
[00:13:20.000 --> 00:13:21.000]  年輕人去信主
[00:13:21.000 --> 00:13:23.000]  是特別容易
[00:13:23.000 --> 00:13:24.000]  很熱心
[00:13:24.000 --> 00:13:25.000]  很投入的
[00:13:25.000 --> 00:13:27.000]  在讀書的時候
[00:13:27.000 --> 00:13:29.000]  但到他畢業去到工作的時候
[00:13:29.000 --> 00:13:31.000]  面對那種現實社會的衝擊
[00:13:31.000 --> 00:13:33.000]  其實是很容易讓我們動搖的
[00:13:33.000 --> 00:13:34.000]  有多少個
[00:13:34.000 --> 00:13:36.000]  在你身邊
[00:13:36.000 --> 00:13:37.000]  從年輕人
[00:13:37.000 --> 00:13:38.000]  現在是年輕人
[00:13:38.000 --> 00:13:39.000]  在你的少年時代
[00:13:39.000 --> 00:13:41.000]  去到青年時代
[00:13:41.000 --> 00:13:43.000]  其實很多人都已經動搖了
[00:13:43.000 --> 00:13:44.000]  其實不是動搖
[00:13:44.000 --> 00:13:46.000]  他未必對神不信
[00:13:46.000 --> 00:13:47.000]  他仍然相信神
[00:13:47.000 --> 00:13:48.000]  存在的
[00:13:48.000 --> 00:13:50.000]  只不過在他生活裏
[00:13:50.000 --> 00:13:52.000]  他不能夠有空間容許上帝
[00:13:52.000 --> 00:13:53.000]  在他的生命裏
[00:13:53.000 --> 00:13:55.000]  所以他回不了教會
[00:13:55.000 --> 00:13:57.000]  因爲他工作已經拿了他半條命
[00:13:57.000 --> 00:13:59.000]  所以他不能夠去做任何的事
[00:13:59.000 --> 00:14:01.000]  爲上帝做任何的事
[00:14:01.000 --> 00:14:03.000]  因爲他已經沒有那種心力能力
[00:14:03.000 --> 00:14:06.000]  這些就是扯了他
[00:14:06.000 --> 00:14:08.000]  有些人是信了耶穌很多年之後
[00:14:08.000 --> 00:14:10.000]  臨尾纔不信
[00:14:10.000 --> 00:14:13.000]  我們就說在跑道臨尾就停了
[00:14:13.000 --> 00:14:14.000]  未去到終點
[00:14:14.000 --> 00:14:15.000]  他離開了
[00:14:15.000 --> 00:14:17.000]  但我又覺得同樣
[00:14:17.000 --> 00:14:19.000]  有一天他只要未離開這個世界
[00:14:19.000 --> 00:14:20.000]  他仍然在跑道里
[00:14:20.000 --> 00:14:22.000]  他可以繼續起來繼續去跑
[00:14:22.000 --> 00:14:24.000]  這是一種
[00:14:24.000 --> 00:14:25.000]  怎麼說呢
[00:14:25.000 --> 00:14:27.000]  是上帝給我們一個機會
[00:14:27.000 --> 00:14:28.000]  是很大的恩典
[00:14:28.000 --> 00:14:31.000]  總之我們在世上仍然在跑道里
[00:14:31.000 --> 00:14:33.000]  對長跑手來說
[00:14:33.000 --> 00:14:35.000]  我自己覺得跑馬拉松
[00:14:35.000 --> 00:14:37.000]  那種精神
[00:14:37.000 --> 00:14:41.000]  有時候過程能夠完成賽事
[00:14:41.000 --> 00:14:43.000]  比名次更有意思
[00:14:43.000 --> 00:14:45.000]  你同不同意嗎
[00:14:45.000 --> 00:14:47.000]  跑馬拉松那種精神
[00:14:47.000 --> 00:14:49.000]  對長跑選手來說
[00:14:49.000 --> 00:14:51.000]  或者旁觀
[00:14:51.000 --> 00:14:53.000]  觀戰那些也是
