
[00:00:00.000 --> 00:00:03.160]  讀一段聖經 我們在路加福音第九章
[00:01:56.680 --> 00:02:01.280]  這為什麼我們把今天這個主日定為小主主日
[00:02:01.280 --> 00:02:04.680]  因為教會若是想要擴張要成長
[00:02:04.680 --> 00:02:09.980]  小主的事功是絕對不可缺少的一環
[00:02:09.980 --> 00:02:14.480]  小主是教會能夠滿足人心的一個橋梁
[00:02:14.480 --> 00:02:18.780]  小主也是神塑造我們生命的一個場所
[00:02:18.780 --> 00:02:23.580]  小主更是教會事功發展的一個動力
[00:02:23.580 --> 00:02:25.480]  所以今天當我們要準備
[00:02:25.480 --> 00:02:27.880]  要進入神一個新的季節
[00:02:27.880 --> 00:02:30.880]  我們能夠在向左向右擴張的時候
[00:02:30.880 --> 00:02:33.480]  我們真的需要在小主的事功
[00:02:33.480 --> 00:02:36.780]  小主的慕養上能夠再一次被更新
[00:02:36.780 --> 00:02:37.580]  阿們
[00:02:37.580 --> 00:02:39.580]  所以今天早上從三方面
[00:02:39.580 --> 00:02:42.480]  來講到小主慕養的更新
[00:02:42.480 --> 00:02:45.580]  首先第一個我們要在意象上更新
[00:02:45.580 --> 00:02:49.880]  跟你們說在意象上更新
[00:02:49.880 --> 00:02:52.880]  在今天這段聖經當中你會發現
[00:02:52.880 --> 00:02:56.780]  門徒們看見許多人
[00:02:56.780 --> 00:03:01.880]  跟耶穌看見許多人反應是不一樣的
[00:03:01.880 --> 00:03:04.380]  門徒看見許多人
[00:03:04.380 --> 00:03:07.080]  他們就覺得很麻煩不是嗎
[00:03:07.080 --> 00:03:09.680]  所以他們來到主面前對主說
[00:03:09.680 --> 00:03:13.380]  請你打發他們叫他們散開吧
[00:03:13.380 --> 00:03:16.580]  讓他們去解決他們自己的問題吧
[00:03:16.580 --> 00:03:19.680]  我們在這裡有的自己有的吃就不錯了
[00:03:19.680 --> 00:03:22.080]  根本沒辦法照顧他們
[00:03:22.080 --> 00:03:25.280]  讓他們自行去解決吃的問題吧
[00:03:25.280 --> 00:03:27.880]  請他們散開
[00:03:27.880 --> 00:03:30.780]  沒想到耶穌反過來對他們說
[00:03:30.780 --> 00:03:34.080]  你們給他們吃吧
[00:03:34.080 --> 00:03:35.780]  從這裡我們真的可以看見
[00:03:35.780 --> 00:03:40.880]  一個小主外展的意象跟使命
[00:03:40.880 --> 00:03:44.880]  弟兄姊妹很多時候當我們在做小主教會的時候
[00:03:44.880 --> 00:03:47.580]  我們要明白小主教會的目的
[00:03:47.580 --> 00:03:50.880]  絕對不是只是為我們在教會裡面
[00:03:50.880 --> 00:03:54.480]  找到一個溫暖的小窩而已
[00:03:54.480 --> 00:03:55.780]  當然在教會裡面
[00:03:55.780 --> 00:03:58.780]  你能夠有一個溫暖的小窩是很重要的
[00:03:58.780 --> 00:04:00.180]  在這裡有些弟兄姊妹
[00:04:00.180 --> 00:04:02.980]  我們彼此的扶持一同的成長
[00:04:02.980 --> 00:04:04.480]  特別在大教會
[00:04:04.480 --> 00:04:08.480]  在大教會你一定要找到一個合適的小主來參加
[00:04:08.480 --> 00:04:11.980]  否則的話來到教會看見這麼多人人來人往
[00:04:11.980 --> 00:04:15.180]  就是沒有人停下來跟你說一句話你知道嗎
[00:04:15.180 --> 00:04:17.980]  你需要有一個溫暖的小窩
[00:04:17.980 --> 00:04:22.180]  有一批弟兄姊妹在這裡彼此的扶持
[00:04:22.180 --> 00:04:23.380]  但第二點今天很多時候
[00:04:23.380 --> 00:04:26.180]  教會會落入另外一個陷阱的裡面
[00:04:26.180 --> 00:04:28.680]  就是我們來到教會
[00:04:28.680 --> 00:04:31.180]  只想有一個很好的崇拜
[00:04:31.180 --> 00:04:32.580]  很好的講道
[00:04:32.580 --> 00:04:34.080]  有一個很好的場地
[00:04:34.080 --> 00:04:35.680]  有一個很好的一些弟兄姊妹
[00:04:35.680 --> 00:04:38.280]  在一起就滿足了
[00:04:38.280 --> 00:04:40.580]  我們卻忘記主給我們的使命
[00:04:40.580 --> 00:04:44.680]  是去使萬民做主的門徒
[00:04:44.680 --> 00:04:46.380]  我們卻忽略了主的應許
[00:04:46.380 --> 00:04:50.580]  是施比授更為有福
[00:04:50.580 --> 00:04:52.780]  弟兄姊妹今天我們來到神的面前
[00:04:52.780 --> 00:04:55.480]  我們看見我們德蒙神的恩典
[00:04:55.480 --> 00:04:58.880]  德蒙神的祝福是一件好事情
[00:04:58.880 --> 00:04:59.680]  但是你要記得
[00:04:59.680 --> 00:05:02.480]  當主耶穌在呼召彼得的時候
[00:05:02.480 --> 00:05:05.780]  你記得主耶穌怎麼對彼得說的嗎
[00:05:05.780 --> 00:05:07.480]  主耶穌是不是對彼得說
[00:05:07.480 --> 00:05:09.880]  彼得你要得魚了
[00:05:09.880 --> 00:05:11.480]  是不是這樣說的
[00:05:11.480 --> 00:05:13.280]  不是 是怎麼說的
[00:05:13.280 --> 00:05:17.480]  你要得人如得魚
[00:05:17.480 --> 00:05:20.080]  所以是得人不是得魚
[00:05:20.080 --> 00:05:24.180]  跟你媽說是得人不是得魚
[00:05:24.180 --> 00:05:26.780]  是得人如魚一樣
[00:05:26.780 --> 00:05:30.280]  當然神是樂意讓我們得魚的
[00:05:30.280 --> 00:05:32.480]  我們看見當後來主耶穌
[00:05:32.480 --> 00:05:33.780]  從死裡復活之後
[00:05:33.780 --> 00:05:35.680]  彼得要再去打魚 記得嗎
[00:05:35.680 --> 00:05:37.280]  耶穌還是很憐憫他的
[00:05:37.280 --> 00:05:39.080]  還是給他多少條魚
[00:05:39.080 --> 00:05:42.080]  一百五十三條魚 哈利路亞
[00:05:42.080 --> 00:05:44.080]  但主呼召我們的目的
[00:05:44.080 --> 00:05:47.280]  不是叫我們地上只是得魚而已
[00:05:47.280 --> 00:05:50.280]  不是在地上得以豐足而已
[00:05:50.280 --> 00:05:55.580]  主的心意是要我們得人如得魚
[00:05:55.580 --> 00:05:57.280]  弟兄姊妹很多時候我發現
[00:05:57.280 --> 00:05:58.980]  很多基督徒我們在生活
[00:05:58.980 --> 00:06:00.380]  在每天的生活當中
[00:06:00.380 --> 00:06:03.780]  我們常常想要尋求神的心意
[00:06:03.780 --> 00:06:06.180]  我們想要明白神的心意
[00:06:06.180 --> 00:06:08.580]  但我發現在我們追求神的心意當中
[00:06:08.580 --> 00:06:11.580]  卻忽略了一個最基本
[00:06:11.580 --> 00:06:14.180]  也是好像一個最明顯的心意
[00:06:14.180 --> 00:06:15.980]  在聖經當中
[00:06:15.980 --> 00:06:18.980]  那就是主願意萬人得救
[00:06:18.980 --> 00:06:22.080]  不願意一人沉淪
[00:06:22.080 --> 00:06:23.880]  在路加福音十五章裡面
[00:06:23.880 --> 00:06:26.380]  主耶穌講了一連串的比喻
[00:06:26.380 --> 00:06:29.380]  我們看見主耶穌用三個比喻
[00:06:29.380 --> 00:06:31.480]  來講同一件事情
[00:06:31.480 --> 00:06:36.180]  想想看主講一件事情講三遍
[00:06:36.180 --> 00:06:38.680]  可見的這件事情是很重要的事情
[00:06:38.680 --> 00:06:39.780]  不是嗎
[00:06:39.780 --> 00:06:41.280]  在路加福音十五章裡面
[00:06:41.280 --> 00:06:44.680]  主耶穌講到一個失揚的比喻
[00:06:44.680 --> 00:06:46.980]  失去的揚被找回來
[00:06:46.980 --> 00:06:48.480]  講到失錢的比喻
[00:06:48.480 --> 00:06:50.380]  失去的錢被找回來
[00:06:50.380 --> 00:06:54.080]  還有一個失去的兒子被找回來
[00:06:54.080 --> 00:06:57.480]  每一個比喻都講到失去的被尋回
[00:06:57.480 --> 00:06:59.980]  每一個比喻都講到
[00:06:59.980 --> 00:07:02.580]  當這個失去的被尋回的時候
[00:07:02.580 --> 00:07:05.980]  帶來極大的歡喜快樂
[00:07:05.980 --> 00:07:08.980]  可見你要知道什麼事情
[00:07:08.980 --> 00:07:11.880]  是最令神喜悅的嗎
[00:07:11.880 --> 00:07:16.480]  什麼事情是最讓神歡喜快樂的嗎
[00:07:16.480 --> 00:07:19.680]  那就當一個失散的靈魂
[00:07:19.680 --> 00:07:21.780]  被迴轉來歸向神的時候
[00:07:21.780 --> 00:07:24.080]  我告訴你 上帝最開心
[00:07:24.080 --> 00:07:25.380]  你們
[00:07:25.380 --> 00:07:28.480]  每當我讀到路加福音十五章
[00:07:28.480 --> 00:07:30.980]  主耶穌尋找迷失的揚的比喻的時候
[00:07:30.980 --> 00:07:33.180]  我都很被觸動
[00:07:33.180 --> 00:07:35.980]  路加福音十五章第三節第五節這裡
[00:07:35.980 --> 00:07:37.980]  耶穌就用比喻說
[00:07:37.980 --> 00:07:39.880]  你們中間誰有一百隻揚
[00:07:39.880 --> 00:07:40.980]  失去一隻
[00:07:40.980 --> 00:07:43.780]  不把這九十九隻瞥在曠野
[00:07:43.780 --> 00:07:47.080]  去找那失去的揚直到找著了呢
[00:07:47.080 --> 00:07:51.680]  找著了就歡歡喜喜的扛在肩上回到家裡
[00:07:51.680 --> 00:07:52.380]  我不知道每一次
[00:07:52.380 --> 00:07:54.080]  當你讀到這段經文的時候
[00:07:54.080 --> 00:07:56.480]  你的反應是什麼
[00:07:56.480 --> 00:07:58.680]  每一次我讀到經文我常說
[00:07:58.680 --> 00:08:00.880]  主啊 不是如此的
[00:08:00.880 --> 00:08:01.880]  想想看
[00:08:01.880 --> 00:08:03.680]  如果你有一百隻揚
[00:08:03.680 --> 00:08:05.780]  有一隻揚走丟了
[00:08:05.780 --> 00:08:07.080]  請問你
[00:08:07.080 --> 00:08:09.980]  你會把九十九隻揚瞥在曠野
[00:08:09.980 --> 00:08:11.380]  講得很清楚
[00:08:11.380 --> 00:08:13.680]  瞥在曠野
[00:08:13.680 --> 00:08:15.480]  去尋找那一隻失去的揚
[00:08:15.480 --> 00:08:17.280]  你會這樣做嗎
[00:08:17.280 --> 00:08:19.580]  絕對不會
[00:08:19.580 --> 00:08:20.580]  絕對不會
[00:08:20.580 --> 00:08:21.180]  想想看
[00:08:21.180 --> 00:08:23.780]  你把九十九隻揚瞥在曠野
[00:08:23.780 --> 00:08:28.180]  萬一豺狼野獸來把九十九隻吃掉怎麼辦
[00:08:28.180 --> 00:08:31.780]  我寧願保留著九十九隻
[00:08:31.780 --> 00:08:35.880]  你所有的常識就應該保留九十九隻
[00:08:35.880 --> 00:08:37.280]  那個迷失的揚
[00:08:37.280 --> 00:08:40.080]  如果回來感謝在美主
[00:08:40.080 --> 00:08:42.580]  如果不回來就祝福他去吧
[00:08:42.580 --> 00:08:45.280]  不是就是這樣嗎
[00:08:45.280 --> 00:08:47.780]  這是人之常情就是這樣的
[00:08:47.780 --> 00:08:51.580]  我怎麼會撇下九十九隻在曠野
[00:08:51.580 --> 00:08:54.380]  但主耶穌在這講得很清楚
[00:08:54.380 --> 00:08:59.180]  他會撇下九十九隻在曠野
[00:08:59.180 --> 00:09:02.280]  去尋找那個迷失的揚
[00:09:02.280 --> 00:09:05.880]  找到了就歡喜快樂了
[00:09:05.880 --> 00:09:09.380]  你真的明白主的心意嗎
[00:09:09.380 --> 00:09:11.980]  在聖經裡面充滿這樣的例子
[00:09:11.980 --> 00:09:14.080]  你還記得有一次主耶穌在
[00:09:14.080 --> 00:09:18.080]  跟那個撒瑪利亞婦人在井旁在談話
[00:09:18.080 --> 00:09:20.280]  你知道這件事情的發生是很有意思
[00:09:20.280 --> 00:09:24.080]  在約翰福音四章三節到第四節
[00:09:24.080 --> 00:09:27.580]  這裡講到主耶穌離了猶太就往伽利利去
[00:09:27.580 --> 00:09:29.380]  第四節怎麼說
[00:09:29.380 --> 00:09:31.480]  必須經過撒瑪利亞
[00:09:31.480 --> 00:09:33.480]  必須這裡說
[00:09:33.480 --> 00:09:36.180]  但事實上如果了解當時猶太人的背景
[00:09:36.180 --> 00:09:40.080]  就發現其實撒瑪利亞是一個混種的一個地方
[00:09:40.080 --> 00:09:44.080]  所以從猶太人角度那是一個不大潔淨的城市
[00:09:44.080 --> 00:09:47.280]  所有猶太人都要寧願繞過撒瑪利亞
[00:09:47.280 --> 00:09:49.380]  也不要經過撒瑪利亞
[00:09:49.380 --> 00:09:51.780]  沒有人是必須經過撒瑪利亞
[00:09:51.780 --> 00:09:54.580]  但耶穌為什麼這裡說必須經過
[00:09:54.580 --> 00:09:57.980]  因為祂要尋找這個迷失的羊
[00:09:57.980 --> 00:10:00.680]  因為祂要尋找這位撒瑪利亞婦人
[00:10:00.680 --> 00:10:02.380]  要把福音帶給她
[00:10:02.380 --> 00:10:03.380]  哈利路亞
[00:10:03.380 --> 00:10:09.980]  第二點 主的心永遠是在那第100隻羊的身上
[00:10:09.980 --> 00:10:13.280]  你們你明白主的心意嗎
[00:10:13.280 --> 00:10:17.580]  今天我看見很多人總是追求來追求去
[00:10:17.580 --> 00:10:20.180]  就是不明白主的心
[00:10:20.180 --> 00:10:22.080]  今天在教會裡面我們也看看
[00:10:22.080 --> 00:10:24.480]  很容易去注重那99隻
[00:10:24.480 --> 00:10:26.780]  我們教會最喜歡屬羊了
[00:10:26.780 --> 00:10:30.280]  99隻羊太好了 馬上就要100了
[00:10:30.280 --> 00:10:33.880]  我們小組最喜歡屬羊多少個人
[00:10:33.880 --> 00:10:38.180]  我們看見常常我們注重我們所有的羊群
[00:10:38.180 --> 00:10:42.480]  可是卻忽略了主的使命跟心意
[00:10:42.480 --> 00:10:47.080]  這為什麼小組常常變得死氣沉沉的原因
[00:10:47.080 --> 00:10:49.780]  就是因為我們不再傳福音了
[00:10:49.780 --> 00:10:52.280]  不再有外展的意象
[00:10:52.280 --> 00:10:56.580]  結果小組就變成基督徒俱樂部了 不是嗎
[00:10:56.580 --> 00:11:00.580]  我們在一起很好 一起郊遊 一起度假 一起吃飯
[00:11:00.580 --> 00:11:01.980]  哈利路亞
[00:11:01.980 --> 00:11:03.580]  第二點 這不是不好
[00:11:03.580 --> 00:11:06.080]  在小組裡面找到一批屬靈的同伴
[00:11:06.080 --> 00:11:09.080]  我們一起能夠享受 郊遊 度假
[00:11:09.080 --> 00:11:11.580]  真是Wonderful thing
[00:11:11.580 --> 00:11:14.180]  但讓我們在這裡不要忽略了
[00:11:14.180 --> 00:11:19.180]  我們看見小組真正的目的是要傳主的福音
[00:11:19.180 --> 00:11:20.580]  你們
[00:11:20.580 --> 00:11:25.380]  事實上小組是一個最合聖經的傳福音的方式
[00:11:25.380 --> 00:11:26.980]  你知道嗎
[00:11:26.980 --> 00:11:29.080]  以前我還記得我們在教會裡面
[00:11:29.080 --> 00:11:30.480]  都是鼓勵大家傳福音
[00:11:30.480 --> 00:11:32.380]  都要傳一對一的傳福音
[00:11:32.380 --> 00:11:34.780]  個人步道已經很強調
[00:11:34.780 --> 00:11:37.380]  所以我年輕的時代就被訓練 拿了四律
[00:11:37.380 --> 00:11:39.080]  你聽過四律嗎
[00:11:39.080 --> 00:11:42.980]  你如果聽過四律 那是你有把年紀了
[00:11:42.980 --> 00:11:44.380]  四律
[00:11:44.380 --> 00:11:46.580]  我以前在台大的時候
[00:11:46.580 --> 00:11:48.880]  一個宿舍一個廁所敲門
[00:11:48.880 --> 00:11:52.680]  跟人家個別傳福音 個人談到 拿了四律
[00:11:52.680 --> 00:11:54.780]  很辛苦 很辛苦
[00:11:54.780 --> 00:11:57.480]  但是根據統計調查發現
[00:11:57.480 --> 00:11:59.880]  和室去個人步道的基礎圖紙
[00:11:59.880 --> 00:12:02.180]  不過是十分之一 根據統計
[00:12:02.180 --> 00:12:04.980]  真的是有這種N次 十分之一
[00:12:04.980 --> 00:12:07.680]  其他的不是就覺得充滿罪惡感
[00:12:07.680 --> 00:12:10.980]  要不然就根本不關我事 根本不要去做
[00:12:10.980 --> 00:12:13.780]  但如果我們仔細讀聖經
[00:12:13.780 --> 00:12:16.780]  當耶穌說你們要得人如得魚的時候
[00:12:16.780 --> 00:12:21.980]  其實整個背景不是指的釣魚的漁夫
[00:12:21.980 --> 00:12:25.080]  這整個背景是講到一個社群
[00:12:25.080 --> 00:12:29.180]  一個捕魚的社群來講的
[00:12:29.180 --> 00:12:31.980]  這裡是有人在撒網 有人捕網
[00:12:31.980 --> 00:12:33.980]  有人清理 有人買賣
[00:12:33.980 --> 00:12:37.180]  然後最後大家一起收成
[00:12:37.180 --> 00:12:42.180]  我就想到 這不就是小組的模式嗎
[00:12:42.180 --> 00:12:43.980]  我們小組聚會當中也是
[00:12:43.980 --> 00:12:46.980]  有人邀請做工作 有人帶敬拜
[00:12:46.980 --> 00:12:49.780]  有人做教導 有人帶茶點
[00:12:49.780 --> 00:12:51.280]  然後一起收成
[00:12:51.280 --> 00:12:54.080]  這不就是小組的模式嗎
[00:12:54.080 --> 00:12:56.080]  所以得人如魚
[00:12:56.080 --> 00:13:00.280]  其實是神給小組的一個應許
[00:13:00.280 --> 00:13:02.780]  你們 求主幫助我們
[00:13:02.780 --> 00:13:04.580]  讓我們真的明白神的心
[00:13:04.580 --> 00:13:05.980]  當我們小組在一起的時候
[00:13:05.980 --> 00:13:09.280]  其實得人如魚的應許
[00:13:09.280 --> 00:13:10.780]  是給我們小組
[00:13:10.780 --> 00:13:13.180]  小組是最好的模式
[00:13:13.180 --> 00:13:15.780]  來做傳福音的工作
[00:13:15.780 --> 00:13:18.780]  生命河是一條不斷湧流的江河
[00:13:18.780 --> 00:13:20.480]  你們 我常常說
[00:13:20.480 --> 00:13:22.080]  如果生命河不再湧流
[00:13:22.080 --> 00:13:23.980]  就變成什麼
[00:13:23.980 --> 00:13:27.680]  就變成生命沼澤了
[00:13:27.680 --> 00:13:31.480]  我請問你 你要不要成為生命沼澤
[00:13:31.480 --> 00:13:33.280]  不要
[00:13:33.280 --> 00:13:35.280]  如果你不要成為生命沼澤
[00:13:35.280 --> 00:13:36.780]  你就要湧流
[00:13:36.780 --> 00:13:39.980]  你們 不要死水一灘
[00:13:39.980 --> 00:13:41.980]  要活水湧流出去
[00:13:41.980 --> 00:13:43.380]  你們 跟你們說
[00:13:43.380 --> 00:13:47.680]  永遠不要成為沼澤 跟他說
[00:13:47.680 --> 00:13:50.180]  要在意象上更新
[00:13:50.180 --> 00:13:52.780]  第二 要在服飾上更新
[00:13:52.780 --> 00:13:56.980]  跟你們說要在服飾上更新
[00:13:56.980 --> 00:13:58.480]  我們看見馬太福音
[00:13:58.480 --> 00:14:01.480]  在講到五秉二虞的神蹟的時候
[00:14:01.480 --> 00:14:03.480]  特別提到一件事情
[00:14:03.480 --> 00:14:06.080]  在馬太福音十四章十九節這裡說
[00:14:06.080 --> 00:14:08.780]  於是吩咐眾人坐在草地上
[00:14:08.780 --> 00:14:10.480]  拿著五個秉兩條魚
[00:14:10.480 --> 00:14:11.480]  望著天祝福
[00:14:11.480 --> 00:14:13.780]  撥開秉遞給門徒
[00:14:13.780 --> 00:14:14.880]  然後呢
[00:14:14.880 --> 00:14:18.180]  門徒又遞給眾人
[00:14:18.180 --> 00:14:21.680]  這裡我們看見一個很重要的原則
[00:14:21.680 --> 00:14:25.080]  就是神恩典傳遞的原則
[00:14:25.080 --> 00:14:30.180]  神的恩典是從祖傳遞到門徒身上
[00:14:30.180 --> 00:14:33.980]  然後門徒呢 再傳遞給眾人
[00:14:33.980 --> 00:14:36.280]  我相信這是其中的每一個人
[00:14:36.280 --> 00:14:39.980]  也需要繼續不斷地傳遞到下一個人
[00:14:39.980 --> 00:14:43.980]  否則的話祖的恩典就會停止了
[00:14:43.980 --> 00:14:45.480]  要注意喔
[00:14:45.480 --> 00:14:48.480]  不是等你吃飽了再傳
[00:14:48.480 --> 00:14:51.180]  而是在傳的過程當中
[00:14:51.180 --> 00:14:52.980]  邊吃邊傳
[00:14:52.980 --> 00:14:55.780]  跟你們說要邊吃邊傳
[00:14:55.780 --> 00:14:58.480]  然後大家才能一同吃飽
[00:14:58.480 --> 00:15:01.680]  在這裡我們看一個非常重要的真理
[00:15:01.680 --> 00:15:02.680]  就在教會裡面
[00:15:02.680 --> 00:15:04.680]  我們每一個人
[00:15:04.680 --> 00:15:07.680]  都要參與在牧養的工作裡面
[00:15:07.680 --> 00:15:11.180]  跟你們說每個人都要參與
[00:15:11.180 --> 00:15:12.480]  有時候你想到小組教育
[00:15:12.480 --> 00:15:13.780]  想說阿斯穆斯的責任
[00:15:13.780 --> 00:15:14.880]  小組長的責任
[00:15:14.880 --> 00:15:16.280]  驅牧的責任
[00:15:16.280 --> 00:15:20.380]  是每一個人都要參與的
[00:15:20.380 --> 00:15:22.380]  因為這是傳遞的原則
[00:15:22.380 --> 00:15:24.580]  每一個人都需要傳遞
[00:15:24.580 --> 00:15:28.580]  而且不是等我們吃飽了再傳到下一個
[00:15:28.580 --> 00:15:31.380]  如果是這樣的話就很難傳了
[00:15:31.380 --> 00:15:32.580]  因為等到小組長吃飽
[00:15:32.580 --> 00:15:35.680]  我們都通通餓死了
[00:15:35.680 --> 00:15:37.880]  小組長是一邊領受
[00:15:37.880 --> 00:15:39.580]  一邊傳遞分享
[00:15:39.580 --> 00:15:40.680]  你也是一樣
[00:15:40.680 --> 00:15:42.280]  一邊領受神的恩典
[00:15:42.280 --> 00:15:44.780]  一邊就要分享出去
[00:15:44.780 --> 00:15:46.880]  你領受了神的話語了嗎
[00:15:46.880 --> 00:15:50.080]  那你就要與別人分享神的話語嗎
[00:15:50.080 --> 00:15:51.880]  你領受了神的愛了嗎
[00:15:51.880 --> 00:15:54.780]  你就要把神的愛分享出去嗎
[00:15:54.780 --> 00:15:56.980]  關心你身旁周圍的人
[00:15:56.980 --> 00:15:59.180]  把神的愛能夠分享關懷
[00:15:59.180 --> 00:16:02.380]  讓他們能夠明白上帝的恩典
[00:16:02.380 --> 00:16:04.980]  丁宏杰 今天你來到我們教會
[00:16:04.980 --> 00:16:08.180]  你一定要有一個清楚的學習跟認識
[00:16:08.180 --> 00:16:09.880]  就是不要在這個教會裡面
[00:16:09.880 --> 00:16:12.880]  拼命就等牧師要來帶領你
[00:16:12.880 --> 00:16:15.680]  來餵養你 來幫助你
[00:16:15.680 --> 00:16:18.380]  那是舊約時代的觀念
[00:16:18.380 --> 00:16:21.780]  在舊約時代人們要等祭司
[00:16:21.780 --> 00:16:25.480]  只有祭司能夠把人帶到神的面前
[00:16:25.480 --> 00:16:28.480]  可是今天我們來到新約時代了
[00:16:28.480 --> 00:16:30.080]  你就是祭司了
[00:16:30.080 --> 00:16:33.280]  跟你朋友說你就是祭司了
[00:16:33.280 --> 00:16:36.680]  神的心意是要你把別人帶到神的面前
[00:16:36.680 --> 00:16:39.780]  換句話說是別人在等你了
[00:16:39.780 --> 00:16:41.580]  你不用再等牧師了
[00:16:41.580 --> 00:16:45.880]  很多人等著你要進入神的恩典之門當中
[00:16:45.880 --> 00:16:48.480]  神的心意是要你來服侍
[00:16:48.480 --> 00:16:51.580]  你身旁周圍的人 Amen
[00:16:51.580 --> 00:16:55.080]  那你說牧師我們怎麼開始服侍呢
[00:16:55.080 --> 00:16:56.780]  這些年我越來越看見
[00:16:56.780 --> 00:17:02.380]  小組是一個最好開始服侍的場所
[00:17:02.380 --> 00:17:04.080]  因為在小組的裡面
[00:17:04.080 --> 00:17:06.080]  我們可以彼此扶持嗎
[00:17:06.080 --> 00:17:10.580]  彼此照顧 彼此的鼓勵 彼此的提醒
[00:17:10.580 --> 00:17:13.880]  你知道你要做任何事情
[00:17:13.880 --> 00:17:15.780]  如果只有你一個人去做
[00:17:15.780 --> 00:17:18.080]  就感覺很困難不是嗎
[00:17:18.080 --> 00:17:20.480]  但如果你有個伴一起做
[00:17:20.480 --> 00:17:23.480]  忽然間你會覺得沒有那麼困難了
[00:17:23.480 --> 00:17:26.280]  就好像你想去健身房去運動
[00:17:26.280 --> 00:17:28.280]  很多人都有健身房的會員
[00:17:28.280 --> 00:17:31.880]  買了這個會員一年還沒去幾次
[00:17:31.880 --> 00:17:34.080]  可是如果你有一個伴的話
[00:17:34.080 --> 00:17:36.580]  一起去你就有勁兒對不對
[00:17:36.580 --> 00:17:39.680]  每天你會持續去做
[00:17:39.680 --> 00:17:41.680]  服侍也是這樣子
[00:17:41.680 --> 00:17:43.780]  如果只有你一個人去服侍
[00:17:43.780 --> 00:17:46.680]  你真的覺得吃力不討好
[00:17:46.680 --> 00:17:50.780]  搞了兩三下就burn out不幹了
[00:17:50.780 --> 00:17:52.480]  可是如果你有伴
[00:17:52.480 --> 00:17:55.180]  一批童工一起去服侍
[00:17:55.180 --> 00:17:58.480]  你真的會發現分享的喜樂是加倍的
[00:17:58.480 --> 00:18:02.180]  分擔的重擔是減半的
[00:18:02.180 --> 00:18:03.280]  我還記得有一次我們教會
[00:18:03.280 --> 00:18:05.080]  在辦特會的時候
[00:18:05.080 --> 00:18:07.580]  我們很缺乏兒童服侍的童工
[00:18:07.580 --> 00:18:10.280]  跟交通指揮的童工
[00:18:10.280 --> 00:18:12.380]  這兩件事情都是吃力不討好
