
[00:00:00.000 --> 00:00:05.320]  今年講到我的經文系列是講針研
[00:01:48.720 --> 00:01:51.680]  其間父親又引用了惡人的聲音
[00:01:51.680 --> 00:01:53.640]  去到二十節至到三十三節
[00:01:53.640 --> 00:01:55.720]  又有另外的聲音,就是智慧的聲音
[00:01:55.720 --> 00:01:59.040]  重溫一下,第八節至到十九節
[00:01:59.040 --> 00:02:00.640]  父親的聲音說甚麼呢?
[00:02:00.640 --> 00:02:03.120]  提醒我們要重視父母的教導
[00:02:03.120 --> 00:02:04.920]  父母就像上帝的代表一樣
[00:02:04.920 --> 00:02:06.520]  給我們很多勸誡
[00:02:06.520 --> 00:02:10.800]  第二,要慎防惡人的甜言蜜語
[00:02:10.800 --> 00:02:12.160]  他會誘惑我們
[00:02:12.160 --> 00:02:15.040]  行在不正直的當中
[00:02:15.040 --> 00:02:17.120]  跟他們同流合污
[00:02:17.120 --> 00:02:20.960]  甚至要禁止我們走惡人的道路
[00:02:20.960 --> 00:02:24.000]  所以三個的「我而」分了三段
[00:02:24.000 --> 00:02:27.800]  實際上惡人是怎樣去誘騙我們
[00:02:27.800 --> 00:02:29.360]  跟他們同流合污呢?
[00:02:29.360 --> 00:02:32.480]  他用了三個詭計
[00:02:32.480 --> 00:02:34.720]  第一就是結黨
[00:02:34.720 --> 00:02:37.200]  你跟我們一起來吧
[00:02:37.200 --> 00:02:39.320]  人都很喜歡一起的
[00:02:39.320 --> 00:02:40.600]  但他們一起做甚麼呢?
[00:02:40.600 --> 00:02:42.680]  我們叫做一起造世界
[00:02:42.680 --> 00:02:45.200]  以權勢在造世界的過程
[00:02:45.200 --> 00:02:47.800]  我們能夠好像陰間一樣
[00:02:47.800 --> 00:02:49.560]  將人活活地吞下
[00:02:49.560 --> 00:02:53.120]  有很多人喜歡戀慕這種權力
[00:02:53.120 --> 00:02:56.840]  我們能夠來到
[00:02:56.840 --> 00:02:58.680]  好像近期那種
[00:02:58.680 --> 00:03:01.280]  拿人命的
[00:03:01.280 --> 00:03:02.760]  第三是以財利
[00:03:02.760 --> 00:03:04.920]  不只是害人的命
[00:03:04.920 --> 00:03:08.440]  可能是另一個更重要的
[00:03:08.440 --> 00:03:10.280]  是想得到錢
[00:03:10.280 --> 00:03:11.920]  以財利來誘騙他們
[00:03:11.920 --> 00:03:13.440]  你們必得各樣的寶物
[00:03:13.440 --> 00:03:15.880]  將所擄來的是裝滿整間屋
[00:03:15.880 --> 00:03:16.800]  裝滿之後
[00:03:16.800 --> 00:03:17.880]  你和我一起分
[00:03:17.880 --> 00:03:18.720]  你的錢就是我的錢
[00:03:18.720 --> 00:03:20.000]  我的錢就是你的錢
[00:03:20.000 --> 00:03:22.400]  有不同享有難同當
[00:03:22.400 --> 00:03:25.960]  這個就是那些惡人去誘騙人
[00:03:25.960 --> 00:03:28.160]  去到第三段
[00:03:28.160 --> 00:03:29.360]  或者其實應該是第二段
[00:03:29.360 --> 00:03:32.320]  不過有第三把聲音
[00:03:32.320 --> 00:03:34.160]  是智慧的聲音
[00:03:34.160 --> 00:03:36.440]  二十節至到三十三節
[00:03:36.440 --> 00:03:39.200]  其實同樣有三個的段落
[00:03:39.200 --> 00:03:42.320]  第一章二十節至到二十一節
[00:03:42.320 --> 00:03:45.560]  是智慧向公眾大聲疾呼
[00:03:45.560 --> 00:03:48.080]  第二段是二十二節至到二十七節
[00:03:48.080 --> 00:03:52.640]  智慧苦口婆心地勸人要回轉
[00:03:52.640 --> 00:03:54.680]  第二八節至到三十三節
[00:03:54.680 --> 00:03:55.880]  智慧繼續說
[00:03:55.880 --> 00:03:57.960]  如果繼續不回轉
[00:03:57.960 --> 00:03:58.880]  繼續不悔改
[00:03:58.880 --> 00:04:00.560]  那些冥頑不靈的人
[00:04:00.560 --> 00:04:03.280]  那個悲慘的結局是怎樣的呢?
[00:04:03.280 --> 00:04:05.280]  但其實它留著一線的空間
[00:04:05.280 --> 00:04:08.440]  說如果回轉的人的結局又是怎樣呢?
[00:04:08.440 --> 00:04:10.520]  我們今天就花一點時間
[00:04:10.520 --> 00:04:13.880]  來看二十節至到三十三節
[00:04:13.880 --> 00:04:16.280]  很想請丁小妹跟我一起中毒
[00:04:16.280 --> 00:04:19.320]  一章二十節至到二十一節
[00:04:19.320 --> 00:04:20.800]  一二三
[00:04:20.800 --> 00:04:23.760]  智慧在街市上呼喊
[00:04:23.760 --> 00:04:26.080]  在歡闊處發聲
[00:04:26.080 --> 00:04:28.600]  在熱鬧街頭喊叫
[00:04:28.600 --> 00:04:33.160]  在城門口在城中發出言語
[00:04:33.160 --> 00:04:36.080]  智慧在這裡被用了一種二人法
[00:04:36.080 --> 00:04:37.680]  在這裡說話
[00:04:37.680 --> 00:04:39.440]  在這裡呼叫
[00:04:39.440 --> 00:04:40.560]  大聲的呼叫
[00:04:40.560 --> 00:04:41.960]  她在哪裡說呢?
[00:04:41.960 --> 00:04:43.920]  聽聞出現在幾個地方
[00:04:43.920 --> 00:04:47.000]  街市上街市你去不去的?
[00:04:47.000 --> 00:04:48.320]  你去街市做什麼的?
[00:04:48.320 --> 00:04:49.760]  多數是街市買菜
[00:04:49.760 --> 00:04:51.320]  當日的社會街市
[00:04:51.320 --> 00:04:53.360]  除了有些人可以去買菜買賣
[00:04:53.360 --> 00:04:56.240]  其實都在說那些貨物雜散
[00:04:56.240 --> 00:04:59.240]  就是在做生意買賣的地方
[00:04:59.240 --> 00:05:01.160]  不只是為了今天生活
[00:05:01.160 --> 00:05:04.600]  而是他們都要做買賣的
[00:05:04.600 --> 00:05:07.880]  也是百姓平日經常出現的地方
[00:05:07.880 --> 00:05:10.920]  歡闊處不只是說一個大的地方
[00:05:10.920 --> 00:05:13.480]  歡闊處可以說是一個廣場
[00:05:13.480 --> 00:05:16.960]  一個公眾聚集或者休憩的地方
[00:05:16.960 --> 00:05:18.520]  還有熱鬧的街頭
[00:05:18.520 --> 00:05:20.680]  是人嬉來讓往
[00:05:20.680 --> 00:05:22.360]  即是出出入入的地方
[00:05:22.360 --> 00:05:24.080]  城門口城中
[00:05:24.080 --> 00:05:30.560]  就是說不只是以前的人出入一個城門
[00:05:30.560 --> 00:05:32.960]  那裡並且代表一個地方
[00:05:32.960 --> 00:05:37.400]  如果百姓有什麼事要找人主持公道
[00:05:37.400 --> 00:05:39.280]  要審理案件
[00:05:39.280 --> 00:05:41.280]  就在城門口
[00:05:41.280 --> 00:05:43.240]  所以我們都可以想像
[00:05:43.240 --> 00:05:46.720]  今天如果在大埔或香港街市上
[00:05:46.720 --> 00:05:48.160]  我們說大型村有街市
[00:05:48.160 --> 00:05:49.440]  大埔區有街市
[00:05:49.440 --> 00:05:51.680]  歡闊處廣場的地方
[00:05:51.680 --> 00:05:53.680]  我們隔離的風水球場
[00:05:53.680 --> 00:05:56.680]  有什麼重要的事就在那裡搞
[00:05:56.680 --> 00:05:59.880]  嬉來讓往的地方可能是巴士站
[00:05:59.880 --> 00:06:01.880]  或者購物的地方
[00:06:01.880 --> 00:06:06.160]  城門口城中出入的地方
[00:06:06.160 --> 00:06:08.320]  除了我們有幾個口岸出入
[00:06:08.320 --> 00:06:11.000]  往返大陸
[00:06:11.000 --> 00:06:12.880]  可以坐船可以坐火車
[00:06:12.880 --> 00:06:14.520]  有些人坐飛機
[00:06:14.520 --> 00:06:16.040]  還有一個仲裁的地方
[00:06:16.040 --> 00:06:18.680]  可能就是法院的地方
[00:06:18.680 --> 00:06:20.680]  全部是在說什麼呢?
[00:06:20.680 --> 00:06:24.560]  在說百姓經常出入聚居
[00:06:24.560 --> 00:06:25.880]  是很多人的
[00:06:25.880 --> 00:06:27.200]  是公開的
[00:06:27.200 --> 00:06:30.000]  智慧不是藏起來說
[00:06:30.000 --> 00:06:32.520]  小聲勸導你悔改吧
[00:06:32.520 --> 00:06:33.240]  不是
[00:06:33.240 --> 00:06:34.160]  智慧是什麼?
[00:06:34.160 --> 00:06:36.000]  在公開的地方
[00:06:36.000 --> 00:06:38.000]  有兩點我們可以注意
[00:06:38.000 --> 00:06:41.600]  智慧不是隱藏難尋的
[00:06:41.600 --> 00:06:45.080]  在公眾是顯而易見的
[00:06:45.080 --> 00:06:47.320]  不是要你上深山
[00:06:47.320 --> 00:06:50.480]  尋找一個名師去指點你迷津
[00:06:50.480 --> 00:06:54.320]  而是在你日常出入的地方
[00:06:54.320 --> 00:06:55.720]  就已經找到了
[00:06:55.720 --> 00:06:56.400]  第二
[00:06:56.400 --> 00:06:58.680]  智慧不是單一和被動的
[00:06:58.680 --> 00:06:59.680]  為什麼這樣說呢?
[00:06:59.680 --> 00:07:02.760]  在這裡研究真言的人經常說智慧
[00:07:02.760 --> 00:07:07.000]  因為它的文字是一個女性的字
[00:07:07.000 --> 00:07:11.440]  覺得這是一個智慧女神
[00:07:11.800 --> 00:07:16.040]  認為這個智慧是一個女人
[00:07:16.040 --> 00:07:20.320]  這是一個文字上的表達方式
[00:07:20.320 --> 00:07:21.360]  我舉個例子
[00:07:21.360 --> 00:07:22.920]  其實想說什麼呢?
[00:07:22.920 --> 00:07:23.840]  舉個例子
[00:07:23.840 --> 00:07:26.720]  我們文字有陰性陽性
[00:07:26.720 --> 00:07:28.720]  如果我寫一篇文章
[00:07:28.720 --> 00:07:30.520]  要說中國
[00:07:30.520 --> 00:07:32.960]  中國什麼?
[00:07:32.960 --> 00:07:35.160]  你不想經常寫中國
[00:07:35.160 --> 00:07:36.920]  你會用一個代名詞用什麼呢?
[00:07:36.920 --> 00:07:38.440]  「他」
[00:07:38.440 --> 00:07:41.040]  「他」是表達有企人邊的「他」
[00:07:41.040 --> 00:07:42.440]  有女字旁的「他」
[00:07:42.440 --> 00:07:46.480]  有十字頂的死物「他」
[00:07:46.480 --> 00:07:47.120]  有動物「他」
[00:07:47.120 --> 00:07:47.920]  你用哪個「他」呢?
[00:07:47.920 --> 00:07:50.920]  一般文字上用什麼「他」呢?
[00:07:50.920 --> 00:07:51.920]  女字旁
[00:07:51.920 --> 00:07:52.760]  好了
[00:07:52.760 --> 00:07:54.360]  中國是不是女人呢?
[00:07:54.360 --> 00:07:56.840]  不知道
[00:07:56.840 --> 00:07:57.920]  其實是一個國家
[00:07:57.920 --> 00:07:59.840]  這是文字上的表達
[00:07:59.840 --> 00:08:03.960]  文字有陰性陽性
[00:08:03.960 --> 00:08:05.000]  如果用陰性
[00:08:05.000 --> 00:08:06.240]  我們不要說女性
[00:08:06.240 --> 00:08:08.440]  雖然陰性有時候也代表女性
[00:08:08.440 --> 00:08:10.360]  不一定是女人
[00:08:10.720 --> 00:08:13.240]  更重要的是這裡說的智慧
[00:08:13.240 --> 00:08:16.160]  不單不代表只是一個女人
[00:08:16.160 --> 00:08:16.960]  不只是一個
[00:08:16.960 --> 00:08:18.040]  是眾數
[00:08:18.040 --> 00:08:19.640]  很多的
[00:08:19.640 --> 00:08:21.360]  原來很多智慧
[00:08:21.360 --> 00:08:24.960]  在這些公開的地方大聲疾呼
[00:08:24.960 --> 00:08:28.880]  上帝也是這樣
[00:08:28.880 --> 00:08:30.920]  在很多的地方
[00:08:30.920 --> 00:08:32.760]  並且用了很多的渠道
[00:08:32.760 --> 00:08:35.120]  不斷向人發出呼聲
[00:08:35.120 --> 00:08:40.520]  有時候說無處不在的勸導
[00:08:40.520 --> 00:08:42.960]  我們也可以用一些生活的事例去體會一下
[00:08:42.960 --> 00:08:47.120]  智慧就好像是那些新開的樓盤
[00:08:47.120 --> 00:08:48.920]  準備開售
[00:08:48.920 --> 00:08:50.360]  那些經紀在附近
[00:08:50.360 --> 00:08:51.680]  你一去到那個地方
[00:08:51.680 --> 00:08:53.320]  就有很多經紀在那裡
[00:08:53.320 --> 00:08:56.320]  想你去看看這些示範單位
[00:08:56.320 --> 00:08:57.320]  不過他們懂得選擇
[00:08:57.320 --> 00:08:58.800]  有些人覺得會買
[00:08:58.800 --> 00:08:59.960]  就靠近你
[00:08:59.960 --> 00:09:01.840]  那些不會買的就不靠近你
[00:09:01.840 --> 00:09:05.000]  智慧有時候就好像你進一間店舖
[00:09:05.000 --> 00:09:06.360]  你想看看東西
[00:09:06.360 --> 00:09:07.280]  想買東西
[00:09:07.280 --> 00:09:10.880]  我們就不太喜歡那些售貨員走過來
[00:09:10.880 --> 00:09:12.920]  但他就偏偏走過來說
[00:09:12.920 --> 00:09:14.080]  這件又多漂亮
[00:09:14.080 --> 00:09:15.200]  這件又多好
[00:09:15.200 --> 00:09:15.960]  請看看
[00:09:15.960 --> 00:09:16.600]  然後我們就說
[00:09:16.600 --> 00:09:17.960]  行了,我自己看
[00:09:17.960 --> 00:09:20.240]  或者智慧就像什麼呢
[00:09:20.240 --> 00:09:21.200]  有人也說
[00:09:21.200 --> 00:09:23.560]  智慧就好像那些義工
[00:09:23.560 --> 00:09:24.240]  什麼義工呢
[00:09:24.240 --> 00:09:25.680]  五賣旗的那些義工
[00:09:25.680 --> 00:09:27.600]  每逢星期三、六早上
[00:09:27.600 --> 00:09:29.720]  你總是走過每一個路口
[00:09:29.720 --> 00:09:31.160]  火車站的出入口
[00:09:31.160 --> 00:09:33.160]  過馬路的出入口
[00:09:33.160 --> 00:09:36.680]  或者商場的附近的出入口
[00:09:36.680 --> 00:09:38.760]  總會有一個人等著你
[00:09:38.760 --> 00:09:39.360]  就是這麼說
[00:09:39.360 --> 00:09:41.560]  智慧在公開的地方
[00:09:41.560 --> 00:09:43.880]  上帝也透過很多的渠道
[00:09:43.880 --> 00:09:46.320]  來向我們傳遞聲音
[00:09:46.320 --> 00:09:49.280]  有時候上帝會透過教會的傳達人
[00:09:49.280 --> 00:09:52.160]  教會的頂尖會導師跟我們說話
[00:09:52.160 --> 00:09:54.240]  有時候也會透過在學校裡面
[00:09:54.240 --> 00:09:55.960]  有老師傳遞的訊息
[00:09:55.960 --> 00:09:57.960]  或者同學給我們的勸導
[00:09:57.960 --> 00:10:00.640]  有時候上帝也會透過我們的同事
[00:10:00.640 --> 00:10:01.880]  我們的朋友
[00:10:01.880 --> 00:10:04.200]  我們的家人
[00:10:04.200 --> 00:10:05.240]  去勸喻我們
[00:10:05.240 --> 00:10:06.960]  多數勸喻我們什麼呢
[00:10:06.960 --> 00:10:07.880]  年輕人
[00:10:07.880 --> 00:10:09.400]  吾堂有很多的年輕人在這裡
[00:10:09.400 --> 00:10:11.680]  勸喻我們要勤力讀書
[00:10:11.680 --> 00:10:13.040]  不要走錯路
[00:10:13.040 --> 00:10:14.320]  不要接觸毒品
[00:10:14.320 --> 00:10:16.040]  不要跟壞人相處
[00:10:16.040 --> 00:10:17.160]  不要賭錢
[00:10:17.160 --> 00:10:18.200]  要大眼識人
[00:10:18.200 --> 00:10:19.880]  要用心工作
[00:10:19.880 --> 00:10:20.400]  是不是
[00:10:20.400 --> 00:10:23.320]  有很多很多這些聲音
[00:10:23.320 --> 00:10:26.880]  但是人聽了這些聲音的時候會怎樣呢
[00:10:26.880 --> 00:10:28.640]  人聽了這些聲音的時候
[00:10:28.640 --> 00:10:30.840]  我們總有一些的反應
[00:10:30.840 --> 00:10:34.280]  《針研》第一章22節到27節
[00:10:34.280 --> 00:10:36.160]  智慧在說什麼呢
[00:10:36.160 --> 00:10:37.560]  智慧說
[00:10:37.560 --> 00:10:40.680]  你們愚昧人喜愛愚昧
[00:10:40.680 --> 00:10:43.040]  亵渺人喜歡亵渺
[00:10:43.040 --> 00:10:45.200]  愚頑人恨惡之色
[00:10:45.200 --> 00:10:47.680]  要到何時呢
[00:10:47.680 --> 00:10:48.720]  智慧在說
[00:10:48.720 --> 00:10:51.360]  在指出一些人
[00:10:51.360 --> 00:10:58.920]  繼續背棄上帝的時間是很長的
[00:10:58.920 --> 00:11:02.560]  智慧大聖的疾呼呼籲什麼呢
[00:11:02.560 --> 00:11:05.440]  呼籲那些人要來悔改
[00:11:05.440 --> 00:11:06.560]  第23節
[00:11:06.560 --> 00:11:11.040]  「你們當因我的責備迴轉」
[00:11:11.040 --> 00:11:12.720]  停一停在這裡
[00:11:12.720 --> 00:11:15.600]  22節說的愚昧人
[00:11:15.600 --> 00:11:17.120]  亵渺人
[00:11:17.120 --> 00:11:18.720]  亵渺人
[00:11:18.720 --> 00:11:20.680]  其實是同一類
[00:11:20.680 --> 00:11:23.320]  在說愚昧
[00:11:23.320 --> 00:11:25.040]  不是他真的愚蠢
[00:11:25.040 --> 00:11:27.160]  而是在說那些他真的頭腦簡單
[00:11:27.160 --> 00:11:27.840]  心思單純
[00:11:27.840 --> 00:11:28.840]  人說他就相信
[00:11:28.840 --> 00:11:30.120]  你繼續人說
[00:11:30.120 --> 00:11:33.640]  你就相信自己不分別一下要到何時呢
[00:11:33.640 --> 00:11:35.080]  那些亵渺人是什麼人呢
[00:11:35.080 --> 00:11:36.680]  就是自高自大
[00:11:36.680 --> 00:11:37.480]  好批評
[00:11:37.480 --> 00:11:38.680]  指指點點
[00:11:38.680 --> 00:11:39.520]  甚至是識少少
[00:11:39.520 --> 00:11:40.440]  扮代表
[00:11:40.440 --> 00:11:43.280]  你不聽勸要到何時呢
[00:11:43.280 --> 00:11:44.400]  那些愚頑人
[00:11:44.400 --> 00:11:46.200]  愚頑人是固執
[00:11:46.200 --> 00:11:48.400]  認為只有自己對
[00:11:48.400 --> 00:11:49.440]  那些人
[00:11:49.440 --> 00:11:50.280]  不理
[00:11:50.280 --> 00:11:52.040]  身邊可能有新的知識
[00:11:52.040 --> 00:11:53.880]  上帝有新的說話
[00:11:53.880 --> 00:11:57.280]  你不理要到何時呢
[00:11:57.280 --> 00:12:00.280]  接著志偉就勸導
[00:12:00.280 --> 00:12:06.000]  你們當因我的責備迴轉
[00:12:06.000 --> 00:12:07.320]  我罵你
[00:12:07.320 --> 00:12:08.440]  你就迴轉
[00:12:08.440 --> 00:12:10.120]  你就很知錯
[00:12:10.120 --> 00:12:11.400]  最簡單的解釋
[00:12:11.400 --> 00:12:12.560]  但原來
[00:12:12.560 --> 00:12:16.080]  你們當因我的責備迴轉
[00:12:16.080 --> 00:12:18.640]  就是說你們不要繼續不理下去
[00:12:18.640 --> 00:12:20.120]  繼續不聽
[00:12:20.120 --> 00:12:20.920]  我說你
[00:12:20.920 --> 00:12:23.080]  你就回頭
[00:12:23.080 --> 00:12:24.920]  更精彩的說
[00:12:24.920 --> 00:12:28.560]  是回到我的責備來
[00:12:28.560 --> 00:12:30.800]  就是你回來聽我罵
[00:12:30.800 --> 00:12:33.200]  你回來聽我管教
[00:12:33.200 --> 00:12:36.040]  你回來聽我指正
[00:12:36.040 --> 00:12:36.960]  原來
[00:12:36.960 --> 00:12:39.120]  志偉在呼籲
[00:12:39.120 --> 00:12:40.560]  在大街
[00:12:40.560 --> 00:12:41.440]  大巷
[00:12:41.440 --> 00:12:43.120]  公眾的地方
[00:12:43.120 --> 00:12:44.920]  呼籲那些人要什麼
[00:12:44.920 --> 00:12:47.520]  面對
[00:12:47.520 --> 00:12:49.520]  如果這個志偉在說上帝的時候
[00:12:49.520 --> 00:12:52.960]  面對上帝的責備
[00:12:52.960 --> 00:12:53.360]  嘩
[00:12:53.360 --> 00:12:54.480]  真的不容易
[00:12:54.480 --> 00:12:55.360]  回來被你罵
[00:12:55.360 --> 00:12:57.560]  有沒有人喜歡
[00:12:57.560 --> 00:12:58.800]  這個社會
[00:12:58.800 --> 00:13:00.560]  經常都在說
[00:13:00.560 --> 00:13:03.520]  我們要正面鼓勵
[00:13:03.520 --> 00:13:05.160]  讓小朋友
[00:13:05.160 --> 00:13:08.440]  讓年青人在積極鼓勵底下
[00:13:08.440 --> 00:13:09.440]  來對成長
[00:13:09.440 --> 00:13:11.480]  不要只是罵他們
[00:13:11.480 --> 00:13:15.040]  不要只是懲罰他們
[00:13:15.040 --> 00:13:16.320]  其實某程度都是對的
[00:13:16.320 --> 00:13:18.400]  我們都應該多一點來對
[00:13:18.400 --> 00:13:20.840]  欣賞多一點來對鼓勵
[00:13:20.840 --> 00:13:25.280]  但是記得如果真的做錯事的時候
[00:13:25.280 --> 00:13:28.760]  其實我們也應該被人罵一下
[00:13:28.760 --> 00:13:29.320]  我們經常說
[00:13:29.320 --> 00:13:31.520]  如果我們太小都不被人罵的時候
[00:13:31.520 --> 00:13:32.720]  我們長大後
[00:13:32.720 --> 00:13:34.320]  我們的臉皮
[00:13:34.320 --> 00:13:35.600]  都很薄弱
[00:13:35.600 --> 00:13:37.600]  不被人罵就可以了
[00:13:37.600 --> 00:13:39.400]  不被人說就可以了
[00:13:39.400 --> 00:13:40.440]  一說
[00:13:40.440 --> 00:13:42.560]  我們要麼躲起來
[00:13:42.560 --> 00:13:45.960]  要麼就劈炮
[00:13:45.960 --> 00:13:47.640]  所以這裡
[00:13:47.640 --> 00:13:48.600]  《針研》的作者
[00:13:48.600 --> 00:13:49.640]  或者《針研》
[00:13:49.640 --> 00:13:51.640]  用這個擬人的方式來說
[00:13:51.640 --> 00:13:54.440]  你回來面對我罵
[00:13:54.440 --> 00:13:57.440]  是一個不容易的呼籲
[00:13:57.440 --> 00:13:59.960]  你應該回來
[00:13:59.960 --> 00:14:00.560]  迴轉
[00:14:00.560 --> 00:14:01.720]  那種迴轉
[00:14:01.720 --> 00:14:03.800]  我們本來是向東的
[00:14:03.800 --> 00:14:05.040]  迴轉代表什麼呢?
[00:14:05.040 --> 00:14:06.320]  我們現在要向西
[00:14:06.320 --> 00:14:07.760]  本來我們背向上帝的
[00:14:07.760 --> 00:14:09.920]  我們現在要回來面對上帝
[00:14:09.920 --> 00:14:11.520]  本來我們走惡路的
[00:14:11.520 --> 00:14:13.440]  我們現在要回來走正路
[00:14:13.440 --> 00:14:15.720]  本來我們不理會上帝的話
[00:14:15.720 --> 00:14:17.720]  我們現在要回來面對
[00:14:17.720 --> 00:14:19.720]  好,你就罵我吧
[00:14:19.720 --> 00:14:23.440]  你就教我吧
[00:14:23.440 --> 00:14:26.520]  面對上帝的責備
[00:14:26.520 --> 00:14:29.160]  其實上帝最終的心意是怎樣呢?
[00:14:29.160 --> 00:14:30.480]  面對上帝的責備
[00:14:30.480 --> 00:14:31.920]  上帝最終的心意
[00:14:31.920 --> 00:14:34.120]  不是要置人於死地
[00:14:34.120 --> 00:14:35.440]  不是要罵人
[00:14:35.440 --> 00:14:36.920]  罵到人我們說得出口
[00:14:36.920 --> 00:14:38.800]  狗血淋頭
[00:14:38.800 --> 00:14:40.960]  或者要落你面
[00:14:40.960 --> 00:14:42.680]  不是
[00:14:42.680 --> 00:14:45.040]  第23至下半節
[00:14:45.040 --> 00:14:48.000]  《針研話》這個智慧話
[00:14:48.000 --> 00:14:51.000]  「我要將我的靈囂冠你們
[00:14:51.000 --> 00:14:54.320]  將我的話指示你們」
[00:14:54.320 --> 00:14:57.880]  當你們肯回頭面對我的責備的時候
[00:14:57.880 --> 00:14:59.760]  我是給你什麼呢?
[00:14:59.760 --> 00:15:01.320]  是,沒錯是責備
[00:15:01.320 --> 00:15:03.520]  但這個責備的背後
[00:15:03.520 --> 00:15:05.920]  我是要給我的靈
[00:15:05.920 --> 00:15:07.520]  我的話
[00:15:07.520 --> 00:15:08.640]  在舊約的時代
[00:15:08.640 --> 00:15:09.720]  我的靈
[00:15:09.720 --> 00:15:10.720]  上帝的靈
[00:15:10.720 --> 00:15:15.000]  上帝的話是代表先知的積分
[00:15:15.000 --> 00:15:17.080]  《針研》寫的
[00:15:17.080 --> 00:15:19.760]  不只是給個別的百姓
[00:15:19.760 --> 00:15:22.800]  其實是給整個以色列民族
[00:15:22.800 --> 00:15:26.560]  他們呼籲整個以色列民族要回轉要悔改
[00:15:26.560 --> 00:15:29.400]  不要再去做上帝不喜悅的事情
[00:15:29.400 --> 00:15:31.760]  當以色列整個民族願意回轉
[00:15:31.760 --> 00:15:32.960]  願意悔改的時候
[00:15:32.960 --> 00:15:36.480]  上帝就將一個先知的積分給他
[00:15:36.480 --> 00:15:39.920]  其實一開始上帝已經將先知的積分給以色列人
[00:15:39.920 --> 00:15:43.040]  因為上帝揀選整個以色列的民族
[00:15:43.040 --> 00:15:45.600]  不只是讓他們得到祝福
[00:15:45.600 --> 00:15:49.800]  不只是讓他們可以活在上帝的陰秘下
[00:15:49.800 --> 00:15:53.240]  而是要他們做這個恩典的器皿
[00:15:53.240 --> 00:15:56.800]  要將上帝的福氣帶給外邦人
[00:15:56.800 --> 00:15:59.400]  所以就好像一個先知的積分
[00:15:59.400 --> 00:16:01.680]  將上帝對人的心意
[00:16:01.680 --> 00:16:05.440]  來去顯明
[00:16:05.440 --> 00:16:06.320]  所以上帝說
[00:16:06.320 --> 00:16:09.200]  如果你願意回轉面對我的責備
[00:16:09.200 --> 00:16:11.440]  最終是要怎樣?
[00:16:11.440 --> 00:16:13.880]  最終我不是想打你
[00:16:13.880 --> 00:16:17.640]  最終我是想祝福你
[00:16:17.640 --> 00:16:20.680]  想重新給你一個使命
[00:16:20.680 --> 00:16:23.600]  想你作為我的代言人
[00:16:23.600 --> 00:16:25.960]  有這個先知的積分
