
[00:00:00.000 --> 00:00:04.780]  好 今天我就在講《羅馬書》第十四章
[00:02:33.700 --> 00:02:37.520]  其實我們要想多一點點的 為什麼呢?
[00:02:37.520 --> 00:02:42.800]  比如說 保羅最有名講基督徒和舊約
[00:02:42.800 --> 00:02:45.940]  律法關係的書 大概是《加拿大書》
[00:02:45.940 --> 00:02:50.900]  而在《加拿大書》裡面 保羅是非常兇狠的
[00:02:50.900 --> 00:02:52.580]  就是他非常兇的
[00:02:52.580 --> 00:02:57.340]  他說加拿大人其實是信了一個別的福音
[00:02:57.340 --> 00:03:03.080]  他如果要這樣 要為受割禮 要守律法而去得救的話
[00:03:03.080 --> 00:03:07.580]  他們傳這個福音 這個別的福音的人是該受咒詛
[00:03:07.580 --> 00:03:10.800]  而信這個福音的人也是該受咒詛
[00:03:10.800 --> 00:03:13.060]  我簡單來說 我就想跟你說
[00:03:13.060 --> 00:03:15.540]  《加拿大書》或者《加拿大教會》
[00:03:15.540 --> 00:03:20.980]  和羅馬的教會是有完全不同的分別的
[00:03:20.980 --> 00:03:27.240]  加拿大人是被人引誘去要因他的行為而稱義
[00:03:27.240 --> 00:03:31.480]  而羅馬這兩個信心堅定或者是堅強
[00:03:31.480 --> 00:03:32.860]  或者信心軟弱的人
[00:03:32.860 --> 00:03:37.160]  都是完全篤信保羅所講的因信稱義
[00:03:37.160 --> 00:03:40.080]  所以羅馬書裡面都是講因信稱義
[00:03:40.080 --> 00:03:45.680]  而他們的問題就不是說他們去跟那些禮儀
[00:03:45.680 --> 00:03:49.220]  究竟是不是因為靠著禮儀而得救 完全不是的
[00:03:49.220 --> 00:03:51.660]  所以我想我們要明白這一點
[00:03:51.660 --> 00:03:55.160]  另外一本書 值得保羅有講到
[00:03:55.160 --> 00:04:00.120]  我們和舊約的一些禮儀的關係 就是《哥倫西書》
[00:04:00.120 --> 00:04:04.440]  原來《哥倫西書》學者覺得背景是講到有一些
[00:04:04.440 --> 00:04:07.440]  可能一些哲學的理論
[00:04:07.440 --> 00:04:14.140]  當時希臘的哲學或者一些異端的崛起在教會裡面
[00:04:14.140 --> 00:04:18.920]  教導那些人要通過做一些禮儀
[00:04:18.920 --> 00:04:23.400]  或者是輔導自己去達到一個屬靈的效果
[00:04:23.400 --> 00:04:25.400]  或者屬靈的成長
[00:04:25.400 --> 00:04:29.380]  保羅也是很兇的 基本上是不會容許他們
[00:04:29.380 --> 00:04:32.720]  或者是拒絕他們要去走那條路的
[00:04:32.720 --> 00:04:38.600]  和《羅馬書》裡面說 你喜歡搜一搜 那個態度也是很不同
[00:04:38.600 --> 00:04:41.040]  所以我想你明白我的意思
[00:04:41.040 --> 00:04:44.340]  就是說其實加拿大教會的情況
[00:04:44.340 --> 00:04:46.600]  和《哥倫西教會》的情況
[00:04:46.600 --> 00:04:49.620]  和《羅馬教會》的情況是很不同的
[00:04:49.620 --> 00:04:53.000]  有沒有另外一個比較相似的?
[00:04:53.000 --> 00:04:56.720]  有一點點相似的就是《哥倫多教會》的情況
[00:04:56.720 --> 00:05:05.600]  《哥倫多教會》的情況重點是在那些被獻過給偶像的肉那裡
[00:05:05.600 --> 00:05:09.560]  有些人他其實就真的知識上知道
[00:05:09.560 --> 00:05:11.240]  那些東西是害不了我的
[00:05:11.240 --> 00:05:15.000]  於是他其實很自由地去吃
[00:05:15.000 --> 00:05:18.160]  但是保羅說你這個知識其實讓你自大了
[00:05:18.160 --> 00:05:19.400]  自大的意思是什麼呢?
[00:05:19.400 --> 00:05:24.140]  就是讓你沒有想過可以伴到你周圍那些
[00:05:24.140 --> 00:05:31.000]  仍然看到那些肉被獻過的時候
[00:05:31.000 --> 00:05:34.560]  覺得那些肉是髒了 是不可以吃的人
[00:05:34.560 --> 00:05:37.800]  他說你的知識是正確的 但是你的做法是錯的
[00:05:37.800 --> 00:05:43.920]  因為不是你去享受你的自由
[00:05:43.920 --> 00:05:47.540]  而是你怎麼去用你的自由去詛咒你的弟兄姐妹
[00:05:47.540 --> 00:05:52.640]  所以這個和《羅馬教會》的情況是有一點點相似的
[00:05:52.640 --> 00:05:54.460]  或者是挺相似的 但是有一件事
[00:05:54.460 --> 00:05:56.660]  也有一些東西是不同的 比如說
[00:05:56.660 --> 00:06:02.340]  在《羅馬教會》裡面就不只是說一些獻過祭的肉那麼簡單
[00:06:02.340 --> 00:06:04.440]  他們的問題是吃 連肉都不吃
[00:06:04.440 --> 00:06:09.520]  其實是說一些《舊約聖經》裡面的一些食物的禮儀
[00:06:09.520 --> 00:06:12.180]  尤其是血的問題
[00:06:12.180 --> 00:06:16.560]  就是說那些動物是應該要流乾了血才拿去煮的
[00:06:16.560 --> 00:06:22.240]  而《羅馬教會》的情況就是可能有一幫猶太人
[00:06:22.240 --> 00:06:25.260]  最主要是猶太人的弟兄姐妹
[00:06:25.260 --> 00:06:26.840]  他們信了耶穌之後
[00:06:26.840 --> 00:06:30.200]  他們被他們自己的猶太人趕走了
[00:06:30.200 --> 00:06:34.720]  他們要買那些正確預備的肉
[00:06:34.720 --> 00:06:37.920]  其實在羅馬人的世界是找不到的
[00:06:37.920 --> 00:06:43.680]  但是他們又被他們自己從前猶太人的群體去拒絕了
[00:06:43.680 --> 00:06:47.180]  所以於是他們很難在外面找到一個
[00:06:47.180 --> 00:06:52.320]  可以他們很良心上覺得很乾淨的肉去吃
[00:06:52.320 --> 00:06:54.240]  於是有些人甚至是說
[00:06:54.240 --> 00:06:56.200]  那我就連肉都不吃了
[00:06:56.200 --> 00:06:59.500]  於是就吃素吃齋這樣的情況
[00:06:59.500 --> 00:07:03.160]  所以我想 中括這麼多的東西
[00:07:03.160 --> 00:07:09.160]  最近或者最對我們有幫助的就是耶路撒冷會議
[00:07:09.160 --> 00:07:14.320]  我今天在我的篇文裡面 我都有講到
[00:07:14.320 --> 00:07:17.800]  其實這個是羅馬書第十四、十五章的
[00:07:17.800 --> 00:07:21.600]  一種神學或者歷史的背景
[00:07:21.600 --> 00:07:26.660]  但是你回到《史猶行傳》第十五章
[00:07:26.660 --> 00:07:29.020]  其實都有一個難題在這裡
[00:07:29.020 --> 00:07:29.980]  那個難題是什麼呢?
[00:07:29.980 --> 00:07:32.320]  就是譬如我在這裡講二十節
[00:07:32.320 --> 00:07:36.720]  我說雅各的總結是說
[00:07:36.720 --> 00:07:38.880]  外邦人不需要守律法
[00:07:38.880 --> 00:07:41.880]  但是他又加了一個禁戒
[00:07:41.880 --> 00:07:44.960]  禁戒三樣東西 偶像所沾污的東西
[00:07:44.960 --> 00:07:46.720]  不是因為那些東西是污糟了
[00:07:46.720 --> 00:07:50.560]  而是因為他不想其他猶太人
[00:07:50.560 --> 00:07:52.080]  你看看二十一節那裡
[00:07:52.080 --> 00:07:54.800]  因為每一城裡面都有很多猶太人
[00:07:54.800 --> 00:07:57.080]  是熟讀了摩西的書卷
[00:07:57.080 --> 00:08:00.660]  而他們是跟隨了摩西的做法
[00:08:00.660 --> 00:08:03.440]  或者上帝在舊約聖經裡面的那個
[00:08:03.440 --> 00:08:06.740]  於是如果你去吃那些偶像
[00:08:06.740 --> 00:08:08.240]  那你就令到別人叛逃了
[00:08:08.240 --> 00:08:12.520]  或者令到別人不會去聆聽你的福音
[00:08:12.520 --> 00:08:14.860]  偶像沾污的東西是一件事
[00:08:14.860 --> 00:08:17.520]  血是一件事 還有另外一個就是勒死的
[00:08:17.520 --> 00:08:19.360]  其實這三樣東西
[00:08:19.360 --> 00:08:23.120]  都是跟叛不叛徒的人有關係
[00:08:23.120 --> 00:08:26.000]  但是如果你真的去仔細去看
[00:08:26.000 --> 00:08:28.640]  《史猶行傳》第十五章第二十節的時候
[00:08:28.640 --> 00:08:30.400]  你會發現除了這三樣東西
[00:08:30.400 --> 00:08:33.480]  他還要他們禁戒淫亂
[00:08:33.480 --> 00:08:36.320]  那問題來了 禁戒淫亂
[00:08:36.320 --> 00:08:39.540]  那是不是難道現在淫亂都可以了?
[00:08:39.540 --> 00:08:41.660]  只不過是因為不想猶太人跌倒
[00:08:41.660 --> 00:08:44.200]  所以叫你不要 這是不可能的
[00:08:44.200 --> 00:08:48.000]  其實新約聖經裡面有這麼多淫亂的經節
[00:08:48.000 --> 00:08:50.040]  絕對是不可能是這樣的
[00:08:50.040 --> 00:08:55.680]  所以我想聖經學者在十五章二十節裡面
[00:08:55.680 --> 00:08:59.960]  都是有很多不同的討論的
[00:08:59.960 --> 00:09:02.200]  但是簡單來說
[00:09:02.200 --> 00:09:06.320]  大部分人會覺得有一些東西
[00:09:06.320 --> 00:09:10.000]  是因為要叛倒不叛倒的問題 是舊約禮儀
[00:09:10.000 --> 00:09:13.560]  現在已經不是再形容在我們的身上
[00:09:13.560 --> 00:09:16.800]  不過我們繼續去做 因為不想人叛倒
[00:09:16.800 --> 00:09:22.040]  但是也有另外一方面 講到這個淫亂的東西
[00:09:22.040 --> 00:09:29.280]  其實舊約新約是永遠通行有效的一件事情
[00:09:29.280 --> 00:09:30.920]  雖然你看到我的掙扎
[00:09:30.920 --> 00:09:32.880]  但是我沒有時間去探討這件事情
[00:09:32.880 --> 00:09:34.720]  但是我想你知道
[00:09:34.720 --> 00:09:38.380]  其實這件事情都是要重要思考的
[00:09:38.380 --> 00:09:41.360]  但是總括我想你知道的就是說
[00:09:41.360 --> 00:09:44.120]  《摩馬書》第十四章
[00:09:44.120 --> 00:09:47.800]  在這裡想面對所要做的一個問題
[00:09:47.800 --> 00:09:50.880]  是一個當時非常獨特的問題
[00:09:50.880 --> 00:09:54.800]  和我們今天或者和之後初期教會以後
[00:09:54.800 --> 00:09:58.480]  那個世界其實是有一個脫離的
[00:09:58.480 --> 00:10:03.640]  除非你今天做的事工是指向那些猶太人
[00:10:03.640 --> 00:10:11.800]  OK 它就不是說我們做基督徒有所有的自由
[00:10:11.800 --> 00:10:14.360]  不過我們要做一個好見證
[00:10:14.360 --> 00:10:15.760]  不是這麼簡單的
[00:10:15.760 --> 00:10:17.440]  我們有自由吸煙 有自由喝酒
[00:10:17.440 --> 00:10:19.000]  我想它不是在說這個東西
[00:10:19.000 --> 00:10:22.560]  它是在說舊約和新約的關係
[00:10:22.560 --> 00:10:24.000]  很多人講這段聖經
[00:10:24.000 --> 00:10:26.640]  就是講《摩馬書》第十四章的時候
[00:10:26.640 --> 00:10:29.920]  鍾意引用馬丁路德的一句名言
[00:10:29.920 --> 00:10:31.520]  馬丁路德的一句名言
[00:10:31.520 --> 00:10:37.240]  A Christian is a perfectly free lord of all, subject to none.
[00:10:37.240 --> 00:10:45.120]  A Christian is a perfectly dutiful servant of all, subject to all.
[00:10:45.120 --> 00:10:49.200]  它意思就是說我們有自由
[00:10:49.200 --> 00:10:54.320]  不過我們也都要用那個自由來服侍其他人
[00:10:54.320 --> 00:10:57.280]  於是我們成為眾人的僕人
[00:10:57.280 --> 00:11:01.640]  嚴格來說這個名言
[00:11:01.640 --> 00:11:06.040]  就不可以應用在《摩馬書》第十四章那裡
[00:11:06.040 --> 00:11:09.640]  為什麼呢?因為這句名言是出於
[00:11:09.640 --> 00:11:13.440]  路德的一本著作 很重要的著作
[00:11:13.440 --> 00:11:17.800]  其實是改革運動裡面
[00:11:17.800 --> 00:11:20.680]  路德所寫的三大作品的其中一本
[00:11:20.680 --> 00:11:22.480]  叫《On the Freedom of a Christian》
[00:11:22.480 --> 00:11:24.600]  有時叫做《Christian Liberty》
[00:11:24.600 --> 00:11:26.200]  《一個基督徒的自由》
[00:11:26.200 --> 00:11:28.600]  如果你去看這本書
[00:11:28.600 --> 00:11:32.480]  大概看一下它的Outline的時候
[00:11:32.480 --> 00:11:34.400]  其實是路德在講
[00:11:34.400 --> 00:11:38.200]  因為主耶穌基督的十字架、祂的救恩
[00:11:38.200 --> 00:11:40.240]  一個基督徒已經自由了
[00:11:40.240 --> 00:11:44.000]  他再不需要去承傳律法
[00:11:44.000 --> 00:11:48.320]  他再不需要自己去完美的去承就這個律法
[00:11:48.320 --> 00:11:53.840]  而在這本書裡面 路德是開始
[00:11:53.840 --> 00:11:59.080]  發展他的那個恩順、清義的信息
[00:11:59.080 --> 00:12:01.400]  當你去明白這件事的時候
[00:12:01.400 --> 00:12:03.760]  就是說我們自由了
[00:12:03.760 --> 00:12:05.960]  我們由律法的捆綁當中自由了
[00:12:05.960 --> 00:12:07.800]  我們再不需要遵守律法
[00:12:07.800 --> 00:12:11.640]  我們不是再靠律法去清義
[00:12:11.640 --> 00:12:14.920]  而是靠耶穌去清義的時候
[00:12:14.920 --> 00:12:16.320]  但是另外一方面
[00:12:16.320 --> 00:12:19.000]  我們現在自由了
[00:12:19.000 --> 00:12:21.120]  從罪裡面得到自由的時候
[00:12:21.120 --> 00:12:24.520]  我們要用我們的自由去服侍上帝、服侍人
[00:12:24.520 --> 00:12:26.200]  這個是路德的
[00:12:26.200 --> 00:12:30.080]  如果你將它和《羅馬書》第十四章平衡的時候
[00:12:30.080 --> 00:12:32.360]  你會發現《羅馬書》第十四章
[00:12:32.360 --> 00:12:36.840]  根本就不是在講從律法裡面得自由
[00:12:36.840 --> 00:12:39.080]  這個不是那個問題
[00:12:39.080 --> 00:12:40.760]  他們不是在找一個
[00:12:40.760 --> 00:12:42.600]  我以後不用再守律法了
[00:12:42.600 --> 00:12:44.440]  我現在可以靠著耶穌基督
[00:12:44.440 --> 00:12:51.000]  那個是在《羅馬書》前面第三、第四、第五章那裡
[00:12:51.000 --> 00:12:53.160]  已經是講了恩順、清義的了
[00:12:53.160 --> 00:12:55.960]  它這裡講的是禮儀
[00:12:55.960 --> 00:12:57.560]  是舊約的禮儀
[00:12:57.560 --> 00:12:59.640]  作為一個恩順、清義的基督徒
[00:12:59.640 --> 00:13:00.960]  還需要繼續守嗎?
[00:13:00.960 --> 00:13:02.360]  有些人轉數快
[00:13:02.360 --> 00:13:04.720]  他就說 我知道了 不用了
[00:13:04.720 --> 00:13:06.440]  另外一個人轉數慢一點
[00:13:06.440 --> 00:13:09.600]  他還是在想這件事的
[00:13:09.600 --> 00:13:11.280]  所以嚴格來說
[00:13:11.280 --> 00:13:16.080]  馬丁·路德的這個名言
[00:13:16.080 --> 00:13:20.800]  是和《羅馬書》第十四章是不相符的
[00:13:20.800 --> 00:13:25.560]  不過我聽了太多人會引用這句話了
[00:13:25.560 --> 00:13:27.200]  最後想講一講
[00:13:27.200 --> 00:13:29.000]  剛才我們已經講了
[00:13:29.000 --> 00:13:31.080]  最後的應用可能是
[00:13:31.080 --> 00:13:34.760]  在當時的應用就是一個自由了的信徒
[00:13:34.760 --> 00:13:40.280]  他怎樣去接納這幫仍然在律法禮儀
[00:13:40.280 --> 00:13:45.120]  影子底下活著的仕途
[00:13:45.120 --> 00:13:51.360]  我其實一直嘗試想用一個圖畫來總結整個教導
[00:13:51.360 --> 00:13:56.440]  其中一樣 當人講到自由的時候
[00:13:56.440 --> 00:13:59.440]  很容易就想起這幅金魚的圖畫
[00:13:59.440 --> 00:14:03.240]  這個金魚從金魚缸跳了出來
[00:14:03.240 --> 00:14:05.200]  這個是自由的代表
[00:14:05.200 --> 00:14:07.440]  但是如果你想一想
[00:14:07.440 --> 00:14:09.840]  這個圖畫其實是很有問題的
[00:14:09.840 --> 00:14:11.640]  為什麼問題在哪裡呢?
[00:14:11.640 --> 00:14:15.320]  就是金魚跳了出來之後會怎樣的?
[00:14:15.320 --> 00:14:19.720]  會死的 它沒有了水其實是不行的
[00:14:19.720 --> 00:14:22.800]  你不可以叫它跳了出來 它就死的了
[00:14:22.800 --> 00:14:27.280]  所以有另外一幅圖畫可能更可以代表這件事
[00:14:27.280 --> 00:14:32.720]  就是由一個小的金魚缸跳到一個大的金魚缸
[00:14:32.720 --> 00:14:36.520]  就是新藥的寬度是寬過舊藥
[00:14:36.520 --> 00:14:39.200]  但是你可不可以跳離開水呢?
[00:14:39.200 --> 00:14:40.480]  其實是不可以的
[00:14:40.480 --> 00:14:43.760]  如果你跳離開了上帝的律法
[00:14:43.760 --> 00:14:45.400]  嚴格來說你是死定的了
[00:14:45.400 --> 00:14:47.120]  所以其中一樣東西
[00:14:47.120 --> 00:14:51.600]  我們不斷在講我們從律法中被自由的時候
[00:14:51.600 --> 00:14:52.640]  其實我們要很小心
[00:14:52.640 --> 00:14:58.200]  我們要講的是律法當中某一些的禮儀
[00:14:58.200 --> 00:14:59.560]  為什麼這樣講呢?
[00:14:59.560 --> 00:15:01.240]  譬如說十誡
[00:15:01.240 --> 00:15:04.640]  十誡究竟是不是我們現在自由不用再守十誡呢?
[00:15:04.640 --> 00:15:08.440]  這個你要畫一個很大的問號在那裡
[00:15:08.440 --> 00:15:11.840]  其實有一些解經家去到《羅馬書》第十四章
[00:15:11.840 --> 00:15:13.400]  講到守日不守日
[00:15:13.400 --> 00:15:15.000]  他們就說 啊
[00:15:15.000 --> 00:15:19.400]  保羅覺得 原來第四屆不用再守了
[00:15:19.400 --> 00:15:20.600]  那當然是錯的
[00:15:20.600 --> 00:15:25.000]  問題他不是在講安息日第四屆
[00:15:25.000 --> 00:15:29.120]  或者現在變成主日是否需要守的問題
[00:15:29.120 --> 00:15:33.880]  他是在講其它的一些日子、節期
[00:15:33.880 --> 00:15:38.320]  我們今天普遍的教會都是認同
[00:15:38.320 --> 00:15:42.400]  十誡是繼續在基督徒生命裡面有效的
[00:15:42.400 --> 00:15:46.800]  沒有一個基督徒可以不活在上帝的律法裡面
[00:15:46.800 --> 00:15:49.280]  過了期那些、沒有效那些
[00:15:49.280 --> 00:15:52.640]  是律法當中某一些禮儀的事情
[00:15:52.640 --> 00:15:57.080]  但是上帝給我們的啟示的律法仍然存在
[00:15:57.080 --> 00:15:59.480]  因為如果不存在的話
[00:15:59.480 --> 00:16:01.000]  就等於我們沒有水
[00:16:01.000 --> 00:16:03.720]  沒有水就會死人的
[00:16:03.720 --> 00:16:06.800]  魚永遠要在水當中
[00:16:06.800 --> 00:16:08.480]  魚脫離了水
[00:16:08.480 --> 00:16:11.320]  脫離了上帝的道人
[00:16:11.320 --> 00:16:14.000]  上帝的話語、上帝的律法的時候
[00:16:14.000 --> 00:16:16.880]  一定是死在岸邊的
[00:16:16.880 --> 00:16:19.080]  所以從某個角度來說
[00:16:19.080 --> 00:16:22.200]  你可以說當我們由舊約進入新約的時候
[00:16:22.200 --> 00:16:26.120]  有一點像這條魚由一個小江跳去大江
[00:16:26.120 --> 00:16:31.400]  不過這個圖畫仍然有一個很大的弱點
[00:16:31.400 --> 00:16:34.360]  那個弱點就是新約和舊約是脫節的
[00:16:34.360 --> 00:16:37.280]  你會發覺嗎?你明白嗎?
[00:16:37.280 --> 00:16:39.680]  其實新約舊約不是脫節的
[00:16:39.680 --> 00:16:41.280]  它是連在一起的
[00:16:41.280 --> 00:16:43.320]  所以最後我找到一幅圖畫
[00:16:43.320 --> 00:16:51.560]  是可以總結羅馬書第十四章裡面所講的背後的意義
[00:16:51.560 --> 00:16:53.960]  怎樣我們由舊約進入新約
[00:16:53.960 --> 00:16:55.960]  你看這個圖畫我很喜歡
[00:16:55.960 --> 00:16:58.960]  這個圖畫是講這個魚缸
[00:16:58.960 --> 00:17:02.080]  現在是在海的當中
[00:17:02.080 --> 00:17:06.480]  然後是邀請這些在魚缸裡面的魚
[00:17:06.480 --> 00:17:09.880]  是游出魚缸進入大海的當中
[00:17:09.880 --> 00:17:11.360]  你要很小心
[00:17:11.360 --> 00:17:13.720]  那些魚不是離開水的
[00:17:13.720 --> 00:17:16.760]  如果那些魚跳上岸,那些魚就死了
[00:17:16.760 --> 00:17:17.320]  是不是?
[00:17:17.320 --> 00:17:21.280]  所以它只不過是曾幾何時在舊約裡面
[00:17:21.280 --> 00:17:27.040]  上帝是在用舊約很多的禮儀去指向預表耶穌基督
[00:17:27.040 --> 00:17:29.800]  但是現在耶穌基督已經來了
[00:17:29.800 --> 00:17:32.560]  我們再不需要在舊約的禮儀裡面
[00:17:32.560 --> 00:17:33.600]  我們可以自由
[00:17:33.600 --> 00:17:36.080]  還有我加了一個十字架
[00:17:36.080 --> 00:17:42.040]  那些魚是被邀請出來進入十字架裡面的封城
[00:17:42.040 --> 00:17:48.680]  這個是我最後構想出來的一個思念
[00:17:48.680 --> 00:17:50.680]  去總結羅馬書第十四章
[00:17:50.680 --> 00:17:54.240]  當然當中有很多很困難的事情
[00:17:54.240 --> 00:17:56.240]  我們要不斷的繼續去掙扎
[00:17:56.240 --> 00:18:01.800]  但我希望這一篇道或者這一個附加篇
[00:18:01.800 --> 00:18:04.960]  是對你明白聖經
[00:18:04.960 --> 00:18:09.400]  明白舊約、新約的關係是有一點點幫助
[00:18:09.400 --> 00:18:14.200]  願上帝祝福每一位弟兄姊妹
