
[00:00:00.000 --> 00:00:08.000]  也和大家繼續看大衛亡命天涯的故事
[00:01:53.440 --> 00:01:56.240]  大衛都遇到一件很不公義的事
[00:01:56.240 --> 00:02:01.840]  我們要去學習以一個神的僕人的身份去面對
[00:02:01.840 --> 00:02:04.240]  怎樣能夠化干戈為玉帛
[00:02:04.240 --> 00:02:06.480]  我們才一起有禱告
[00:02:06.480 --> 00:02:08.960]  昌哥天父,我們求祢用祢的靈帶領我們
[00:02:08.960 --> 00:02:11.840]  在這一刻,當我們再去聆聽祢的話語的時候
[00:02:11.840 --> 00:02:13.200]  求祢幫助我們
[00:02:13.200 --> 00:02:16.640]  讓我們信服在祢神的話語的帶領當中
[00:02:16.640 --> 00:02:18.160]  讓我成為祢流通的管子
[00:02:18.160 --> 00:02:21.440]  以致我宣講的時候,是有聖靈的帶領
[00:02:21.440 --> 00:02:23.680]  同樣,聖靈也不單止帶領我的嘴唇
[00:02:23.680 --> 00:02:25.680]  也帶領著我的耳朵
[00:02:25.680 --> 00:02:28.640]  以致當我們聆聽祢的話語的時候
[00:02:28.640 --> 00:02:31.280]  我們知道是聖靈親自向我們說話
[00:02:31.280 --> 00:02:34.560]  求主祢不單止打開我們的耳朵,也打開我們的心
[00:02:34.560 --> 00:02:37.520]  以致我們能夠讓祢的話語在我們心田裡面
[00:02:37.520 --> 00:02:41.360]  去萌芽、去成長、去結果
[00:02:41.360 --> 00:02:43.680]  以致我們成為一個合理心意的僕人
[00:02:43.680 --> 00:02:46.080]  求祢帶領我們接下來的時間
[00:02:46.080 --> 00:02:49.120]  祈禱教託,奉耶穌基督命求,阿們
[00:03:16.800 --> 00:03:18.800]  剪羊毛的時間
[00:03:18.800 --> 00:03:21.440]  大衛就派了十個僕人
[00:03:21.440 --> 00:03:23.440]  去到大衛身邊就跟他說
[00:03:23.440 --> 00:03:25.040]  喂,給點食物來,好嗎?
[00:03:25.040 --> 00:03:28.960]  你放羊的時候,我的僕人也曾經保護過你的
[00:03:28.960 --> 00:03:32.960]  南伯聽完,不單止拒絕了大衛的請求
[00:03:32.960 --> 00:03:35.280]  更加大大地侮辱大衛
[00:03:35.280 --> 00:03:37.280]  大衛非常生氣,於是就說
[00:03:37.280 --> 00:03:40.560]  好,我就派兵來攻打你們
[00:03:40.560 --> 00:03:44.160]  我要在明天早上,你們全部南丁都死了
[00:03:46.800 --> 00:03:48.800]  再看下一節
[00:03:48.800 --> 00:03:54.560]  大衛曾說,我在曠野為那人看守他一切所有的
[00:03:54.560 --> 00:03:57.120]  以致他未失去任何一樣東西
[00:03:57.120 --> 00:03:58.480]  實在是徒然了
[00:03:58.480 --> 00:04:01.760]  他竟然向我以惡暴鮮
[00:04:01.760 --> 00:04:03.760]  反贖那八的南丁
[00:04:03.760 --> 00:04:05.440]  我約留一個到明天早上
[00:04:05.440 --> 00:04:07.440]  怨神重重地懲罰大衛
[00:04:07.440 --> 00:04:10.640]  聽完不知道大家有什麼感覺
[00:04:10.640 --> 00:04:12.640]  有三個問題要預先處理
[00:04:12.640 --> 00:04:14.640]  第一個問題就是
[00:04:14.640 --> 00:04:16.640]  大衛好像整個黑社會一樣
[00:04:16.640 --> 00:04:18.640]  收保衛費
[00:04:18.640 --> 00:04:20.640]  第二個問題就是
[00:04:20.640 --> 00:04:22.640]  為什麼,如果大家記得我上次說到
[00:04:22.640 --> 00:04:26.640]  大衛剛剛饒恕了掃羅兩次
[00:04:26.640 --> 00:04:28.640]  為什麼要擺在24和26張
[00:04:28.640 --> 00:04:32.640]  這個25張在這兩張經文中間,這麼奇妙
[00:04:32.640 --> 00:04:36.640]  還記得如果上次這麼說
[00:04:36.640 --> 00:04:38.640]  大衛行公義
[00:04:38.640 --> 00:04:42.640]  對掃羅以德報怨
[00:04:42.640 --> 00:04:44.640]  為什麼他可以兩次饒恕掃羅
[00:04:44.640 --> 00:04:46.640]  為什麼這一次就饒恕不了那八
[00:04:46.640 --> 00:04:48.640]  忍受不了呢
[00:04:48.640 --> 00:04:50.640]  我們先了解這三個問題
[00:04:50.640 --> 00:04:52.640]  第一個問題就是
[00:04:52.640 --> 00:04:54.640]  大衛是不是正在收保護費呢
[00:04:54.640 --> 00:04:56.640]  好像爛仔一樣
[00:04:56.640 --> 00:04:58.640]  留意一下經文背景
[00:04:58.640 --> 00:05:00.640]  在這裡講解
[00:05:00.640 --> 00:05:04.640]  在一個家蜜展羊毛的時候
[00:05:04.640 --> 00:05:06.640]  在一個家蜜的地方展羊毛的時候
[00:05:06.640 --> 00:05:08.640]  是好日子
[00:05:08.640 --> 00:05:10.640]  為什麼呢,是一個收成期
[00:05:10.640 --> 00:05:12.640]  每年羊肥肥白白
[00:05:12.640 --> 00:05:14.640]  生了很多羊毛的時候
[00:05:14.640 --> 00:05:16.640]  展羊毛的時候
[00:05:16.640 --> 00:05:18.640]  其實是一個豐收的時間
[00:05:18.640 --> 00:05:20.640]  等於你種稻田
[00:05:20.640 --> 00:05:22.640]  豐收的時候
[00:05:22.640 --> 00:05:24.640]  大家會很開心慶祝
[00:05:24.640 --> 00:05:26.640]  一方面慶祝有豐富的收成
[00:05:26.640 --> 00:05:28.640]  另一方面將你所得的
[00:05:28.640 --> 00:05:30.640]  特別有錢的人將他所得的
[00:05:30.640 --> 00:05:32.640]  和旁邊的僕人和鄰者分享
[00:05:32.640 --> 00:05:36.640]  彼此一起將感恩歸給上帝
[00:05:36.640 --> 00:05:38.640]  慶賀
[00:05:38.640 --> 00:05:40.640]  所以其實
[00:05:40.640 --> 00:05:42.640]  拿百
[00:05:42.640 --> 00:05:44.640]  如果他跟從律法
[00:05:44.640 --> 00:05:46.640]  跟從文化背景
[00:05:46.640 --> 00:05:48.640]  他很應該將他所擁有豐富的東西
[00:05:48.640 --> 00:05:50.640]  和身邊的人分享
[00:05:50.640 --> 00:05:52.640]  而剛才也說了
[00:05:52.640 --> 00:05:54.640]  其實要證明證據
[00:05:54.640 --> 00:05:56.640]  大衛真的幫過拿百
[00:05:56.640 --> 00:05:58.640]  後來拿百的僕人也這樣說
[00:05:58.640 --> 00:06:00.640]  在第十五十六節說
[00:06:00.640 --> 00:06:02.640]  那些人對我們很好
[00:06:02.640 --> 00:06:04.640]  我們在田野和他們一起的時候
[00:06:04.640 --> 00:06:06.640]  他們沒有欺壓我們
[00:06:06.640 --> 00:06:08.640]  他們像一道牆一樣
[00:06:08.640 --> 00:06:10.640]  保護著我們的羊
[00:06:10.640 --> 00:06:12.640]  以致我們沒有損失
[00:06:12.640 --> 00:06:14.640]  沒有被其他動物或其他人搶走
[00:06:14.640 --> 00:06:16.640]  所以其實大衛不是收保護費
[00:06:16.640 --> 00:06:18.640]  也不是欺壓富商
[00:06:18.640 --> 00:06:20.640]  而是他
[00:06:20.640 --> 00:06:22.640]  請求拿百能夠慷慨地
[00:06:22.640 --> 00:06:24.640]  將他的食物和他分享
[00:06:24.640 --> 00:06:26.640]  他行公義好憐憫
[00:06:26.640 --> 00:06:28.640]  將他們一起有貢獻的東西
[00:06:28.640 --> 00:06:30.640]  大家分享成果
[00:06:30.640 --> 00:06:32.640]  但是拿百沒有做到
[00:06:32.640 --> 00:06:34.640]  第二個我們要留意的是
[00:06:34.640 --> 00:06:36.640]  很特別
[00:06:36.640 --> 00:06:38.640]  為什麼放在二十五章裡面呢
[00:06:38.640 --> 00:06:40.640]  當然很自然的原因
[00:06:40.640 --> 00:06:42.640]  就是按時間次序
[00:06:42.640 --> 00:06:44.640]  看一下有沒有幅圖
[00:06:44.640 --> 00:06:50.640]  按時間次序就是大衛第一次
[00:06:50.640 --> 00:06:52.640]  饒恕蘇羅
[00:06:52.640 --> 00:06:54.640]  就是在他
[00:06:54.640 --> 00:06:56.640]  隱居底洞裡面
[00:06:56.640 --> 00:06:58.640]  柯大大的時候
[00:06:58.640 --> 00:07:00.640]  大衛就沒有趁機會
[00:07:00.640 --> 00:07:02.640]  殺害蘇羅
[00:07:02.640 --> 00:07:04.640]  成人之危
[00:07:04.640 --> 00:07:06.640]  第二個原因
[00:07:06.640 --> 00:07:08.640]  跳快了
[00:07:08.640 --> 00:07:10.640]  二十四、二十五、二十六章其實都有同一個主題
[00:07:10.640 --> 00:07:12.640]  這個主題就是
[00:07:12.640 --> 00:07:14.640]  我們不單止一個做君王的
[00:07:14.640 --> 00:07:16.640]  要有一個領導的才華
[00:07:16.640 --> 00:07:18.640]  要有一個
[00:07:18.640 --> 00:07:20.640]  很有執行軍事的能力
[00:07:20.640 --> 00:07:22.640]  而更加作為上帝的僕人
[00:07:22.640 --> 00:07:24.640]  更加要懂得好好控制情緒
[00:07:24.640 --> 00:07:26.640]  道德的價值
[00:07:26.640 --> 00:07:28.640]  和對神的敬畏和公義
[00:07:28.640 --> 00:07:30.640]  所以二十四、二十五、二十六章
[00:07:30.640 --> 00:07:32.640]  其實是有同一個主題
[00:07:32.640 --> 00:07:34.640]  第三
[00:07:34.640 --> 00:07:36.640]  你在這裡可以看到
[00:07:36.640 --> 00:07:38.640]  其實拿白和蘇羅很相似
[00:07:38.640 --> 00:07:40.640]  其實整個十五二記
[00:07:40.640 --> 00:07:42.640]  上一段時間都是在說
[00:07:42.640 --> 00:07:44.640]  蘇羅和
[00:07:44.640 --> 00:07:46.640]  大衛之間生命的
[00:07:46.640 --> 00:07:48.640]  比較和他們互動的
[00:07:48.640 --> 00:07:50.640]  情況
[00:07:50.640 --> 00:07:52.640]  那去到二十五章
[00:07:52.640 --> 00:07:54.640]  為什麼突然間好像不見了蘇羅
[00:07:54.640 --> 00:07:56.640]  就出現了拿白呢
[00:07:58.640 --> 00:08:00.640]  其實就是在說
[00:08:00.640 --> 00:08:02.640]  拿白
[00:08:02.640 --> 00:08:04.640]  很像蘇羅
[00:08:04.640 --> 00:08:06.640]  怎樣相似呢
[00:08:06.640 --> 00:08:08.640]  第一就是大家都是君王的領袖
[00:08:08.640 --> 00:08:10.640]  蘇羅不用說
[00:08:10.640 --> 00:08:12.640]  如果你有機會去看經文
[00:08:12.640 --> 00:08:14.640]  可能也要打開你的聖經
[00:08:14.640 --> 00:08:16.640]  在你正在看網上的時候
[00:08:16.640 --> 00:08:18.640]  在三六節說
[00:08:18.640 --> 00:08:20.640]  他在迦女擺設筵席
[00:08:20.640 --> 00:08:22.640]  如同皇的筵席
[00:08:22.640 --> 00:08:24.640]  即是記得
[00:08:24.640 --> 00:08:26.640]  拿白在迦米這個地方差不多是土皇帝
[00:08:26.640 --> 00:08:28.640]  第二就是
[00:08:28.640 --> 00:08:30.640]  大衛
[00:08:30.640 --> 00:08:32.640]  跟隨了蘇羅多年
[00:08:32.640 --> 00:08:34.640]  幫他打敗敵人
[00:08:34.640 --> 00:08:36.640]  但最後得到什麼呢
[00:08:36.640 --> 00:08:38.640]  什麼都得不到
[00:08:38.640 --> 00:08:40.640]  蘇羅搶奪了東西
[00:08:40.640 --> 00:08:42.640]  踢他走,還說要殺他
[00:08:42.640 --> 00:08:44.640]  沒有相似過大衛
[00:08:44.640 --> 00:08:46.640]  今天也是
[00:08:46.640 --> 00:08:48.640]  當大衛為拿白保護羊群
[00:08:48.640 --> 00:08:50.640]  但拿白是
[00:08:50.640 --> 00:08:52.640]  不理大衛,侮辱他
[00:08:52.640 --> 00:08:54.640]  第三
[00:08:54.640 --> 00:08:56.640]  蘇羅很有趣
[00:08:56.640 --> 00:08:58.640]  原來蘇羅一家人
[00:08:58.640 --> 00:09:00.640]  都很喜歡大衛
[00:09:00.640 --> 00:09:02.640]  例如
[00:09:02.640 --> 00:09:04.640]  你看到蘇羅的女兒米格
[00:09:04.640 --> 00:09:06.640]  也很喜歡大衛
[00:09:06.640 --> 00:09:08.640]  約拿丹也很喜歡大衛
[00:09:08.640 --> 00:09:10.640]  蘇羅的神僕也很喜歡大衛
[00:09:10.640 --> 00:09:12.640]  拿白也是,他的僕人也很欣賞大衛
[00:09:12.640 --> 00:09:14.640]  後來出現的
[00:09:14.640 --> 00:09:16.640]  拿白的妻子亞比蓋
[00:09:16.640 --> 00:09:18.640]  同樣也很欣賞大衛
[00:09:18.640 --> 00:09:20.640]  而最重要的是這一點
[00:09:20.640 --> 00:09:22.640]  拿白的名字是什麼意思呢
[00:09:22.640 --> 00:09:24.640]  在經文裡
[00:09:24.640 --> 00:09:26.640]  他是一個愚頑人
[00:09:26.640 --> 00:09:28.640]  是剛愎行惡的人
[00:09:28.640 --> 00:09:30.640]  即是很剛硬
[00:09:30.640 --> 00:09:32.640]  行事邪惡
[00:09:32.640 --> 00:09:34.640]  在二十五節
[00:09:34.640 --> 00:09:36.640]  連他的妻子亞比蓋也形容拿白
[00:09:36.640 --> 00:09:38.640]  他性情兇暴,像他的名字一樣
[00:09:38.640 --> 00:09:40.640]  叫拿白,是愚頑的意思
[00:09:40.640 --> 00:09:42.640]  愚頑即是蠢
[00:09:42.640 --> 00:09:44.640]  不是的,其實在原文
[00:09:44.640 --> 00:09:46.640]  不是說蠢,不是說IQ智商低
[00:09:46.640 --> 00:09:48.640]  好像蘇羅也是
[00:09:48.640 --> 00:09:50.640]  蘇羅也曾經被人說
[00:09:50.640 --> 00:09:52.640]  他是一個愚昧的人
[00:09:52.640 --> 00:09:54.640]  在十三章的時候,也是第一次犯錯
[00:09:54.640 --> 00:09:56.640]  撒姆爾對蘇羅說
[00:09:56.640 --> 00:09:58.640]  你是糊塗人,你不聽神的吩咐
[00:09:58.640 --> 00:10:00.640]  到上次說到
[00:10:00.640 --> 00:10:02.640]  二十六章,蘇羅自己也說
[00:10:02.640 --> 00:10:04.640]  我是糊塗人
[00:10:04.640 --> 00:10:06.640]  其實回看上文下理
[00:10:06.640 --> 00:10:08.640]  真正的愚蠢是蘇羅
[00:10:08.640 --> 00:10:10.640]  而拿白
[00:10:10.640 --> 00:10:12.640]  就好像一個
[00:10:12.640 --> 00:10:14.640]  比喻那樣
[00:10:14.640 --> 00:10:16.640]  影射著,投射著
[00:10:16.640 --> 00:10:18.640]  蘇羅的生命
[00:10:18.640 --> 00:10:20.640]  而在整個舊約裡面
[00:10:20.640 --> 00:10:22.640]  什麼叫做愚昧呢?
[00:10:22.640 --> 00:10:24.640]  在詩篇十四章一節說
[00:10:24.640 --> 00:10:26.640]  愚昧人心中沒有上帝
[00:10:26.640 --> 00:10:28.640]  其實愚昧不是指
[00:10:28.640 --> 00:10:30.640]  IQ低,不然拿白
[00:10:30.640 --> 00:10:32.640]  怎會做到土皇帝,蘇羅怎會做到
[00:10:32.640 --> 00:10:34.640]  君皇領袖呢?
[00:10:34.640 --> 00:10:36.640]  而是他們心裡沒有上帝
[00:10:36.640 --> 00:10:38.640]  就是代表愚昧的意思
[00:10:38.640 --> 00:10:40.640]  在詩篇十四篇一節是這樣說
[00:10:40.640 --> 00:10:42.640]  所以我們看到
[00:10:42.640 --> 00:10:44.640]  原來一個不關心貧窮人
[00:10:44.640 --> 00:10:46.640]  或者勞瀑的人,他就是一個愚昧的人
[00:10:46.640 --> 00:10:48.640]  心中沒有上帝的人
[00:10:48.640 --> 00:10:50.640]  好像蘇羅和拿白
[00:10:50.640 --> 00:10:52.640]  他們最大的罪不是愚蠢,不是IQ低
[00:10:52.640 --> 00:10:54.640]  而是他們心裡沒有上帝
[00:10:54.640 --> 00:10:58.640]  接著我們要處理的第三個問題是什麼?
[00:10:58.640 --> 00:11:00.640]  為什麼大衛能夠
[00:11:00.640 --> 00:11:02.640]  容忍蘇羅,但是忍不了拿白呢?
[00:11:02.640 --> 00:11:04.640]  兩次,大衛割了
[00:11:04.640 --> 00:11:06.640]  蘇羅的衣服在詩篇十四章
[00:11:06.640 --> 00:11:08.640]  大衛進到
[00:11:08.640 --> 00:11:10.640]  蘇羅睡覺的地方,軍營裡面
[00:11:10.640 --> 00:11:12.640]  他都阻止他的手下
[00:11:12.640 --> 00:11:14.640]  去殺蘇羅
[00:11:14.640 --> 00:11:16.640]  大家記得為什麼嗎?
[00:11:16.640 --> 00:11:18.640]  因為他在強調這是耶和的受高者
[00:11:18.640 --> 00:11:20.640]  他尊敬上帝
[00:11:20.640 --> 00:11:22.640]  所以他也尊敬上帝所高納的君王
[00:11:22.640 --> 00:11:24.640]  他沒有這樣做
[00:11:24.640 --> 00:11:26.640]  第二個原因是
[00:11:26.640 --> 00:11:28.640]  因為拿白當然不是受高者
[00:11:28.640 --> 00:11:30.640]  情緒
[00:11:30.640 --> 00:11:32.640]  為什麼是情緒呢?
[00:11:32.640 --> 00:11:38.640]  如果你還記得
[00:11:38.640 --> 00:11:40.640]  在剛才讀的第一節
[00:11:40.640 --> 00:11:42.640]  撒姆爾離世
[00:11:42.640 --> 00:11:44.640]  為什麼會放在
[00:11:44.640 --> 00:11:46.640]  這段經文裡面呢?
[00:11:46.640 --> 00:11:48.640]  當然是因為時間的吻合
[00:11:48.640 --> 00:11:50.640]  第二,撒姆爾的離開
[00:11:50.640 --> 00:11:52.640]  其實對大衛是一個很大的打擊
[00:11:52.640 --> 00:11:54.640]  雖然不是一個
[00:11:54.640 --> 00:11:56.640]  親屬
[00:11:56.640 --> 00:11:58.640]  但是一個屬靈的師父
[00:11:58.640 --> 00:12:00.640]  他是高納大衛的
[00:12:00.640 --> 00:12:02.640]  所以唯有撒姆爾能夠證明
[00:12:02.640 --> 00:12:04.640]  大衛是上帝
[00:12:04.640 --> 00:12:06.640]  高納的君王的一個最有力的證據
[00:12:06.640 --> 00:12:10.640]  而撒姆爾死了
[00:12:10.640 --> 00:12:12.640]  大衛心裡很難過
[00:12:12.640 --> 00:12:14.640]  沒有了這個靠山
[00:12:14.640 --> 00:12:16.640]  因為撒姆爾是宗教領袖
[00:12:16.640 --> 00:12:18.640]  蘇羅也給了幾分面子
[00:12:18.640 --> 00:12:20.640]  撒姆爾
[00:12:20.640 --> 00:12:22.640]  不敢隨時攻擊大衛
[00:12:22.640 --> 00:12:24.640]  但是現在連蘇羅
[00:12:24.640 --> 00:12:26.640]  連撒姆爾也死了
[00:12:26.640 --> 00:12:28.640]  大衛很難過
[00:12:28.640 --> 00:12:30.640]  以及失去了心靈的支柱
[00:12:30.640 --> 00:12:32.640]  第二個就是長期的鬱結
[00:12:32.640 --> 00:12:34.640]  如果你看回大衛的生平
[00:12:34.640 --> 00:12:36.640]  他是第幾個兒子?
[00:12:36.640 --> 00:12:38.640]  第八個兒子
[00:12:38.640 --> 00:12:40.640]  第八個兒子
[00:12:40.640 --> 00:12:42.640]  幾乎連耶西也不記得有一個兒子
[00:12:42.640 --> 00:12:44.640]  放羊
[00:12:44.640 --> 00:12:46.640]  放羊的兒子還沒回來
[00:12:46.640 --> 00:12:48.640]  給撒姆爾看看可不可以高納
[00:12:48.640 --> 00:12:50.640]  打仗的時候
[00:12:50.640 --> 00:12:52.640]  都被哥哥勸他
[00:12:52.640 --> 00:12:54.640]  小孩子回牧羊吧
[00:12:54.640 --> 00:12:56.640]  不要理打仗的事
[00:12:56.640 --> 00:12:58.640]  蘇羅王搶了他的東西
[00:12:58.640 --> 00:13:00.640]  他有他的妻子
[00:13:00.640 --> 00:13:02.640]  他的好朋友約拿丹
[00:13:02.640 --> 00:13:04.640]  很多神佛都喜歡他
[00:13:04.640 --> 00:13:06.640]  但是蘇羅王不僅趕走了
[00:13:06.640 --> 00:13:08.640]  更加要人生的安全危險
[00:13:08.640 --> 00:13:10.640]  被追殺
[00:13:10.640 --> 00:13:12.640]  大衛長期處於一個
[00:13:12.640 --> 00:13:14.640]  亡命天涯的日子
[00:13:14.640 --> 00:13:16.640]  被要逃難
[00:13:16.640 --> 00:13:18.640]  又要照顧六百人的飲食
[00:13:18.640 --> 00:13:20.640]  所以長期面對很大壓力
[00:13:20.640 --> 00:13:22.640]  而且更加
[00:13:22.640 --> 00:13:24.640]  這次被拿伯很嚴重的輕視
[00:13:24.640 --> 00:13:26.640]  很嚴重的沒禮貌
[00:13:26.640 --> 00:13:28.640]  很嚴重的攻擊
[00:13:28.640 --> 00:13:30.640]  其實呢
[00:13:30.640 --> 00:13:32.640]  大衛是很有禮貌
[00:13:32.640 --> 00:13:34.640]  很謙恭的去到拿伯面前
[00:13:34.640 --> 00:13:36.640]  請十個僕人來
[00:13:36.640 --> 00:13:38.640]  十個
[00:13:38.640 --> 00:13:40.640]  在第六節說
[00:13:40.640 --> 00:13:42.640]  願你來年平安
[00:13:42.640 --> 00:13:44.640]  三次去講平安
[00:13:44.640 --> 00:13:46.640]  到第八節你見到
[00:13:46.640 --> 00:13:48.640]  最後那句話
[00:13:48.640 --> 00:13:50.640]  請你隨手
[00:13:50.640 --> 00:13:52.640]  隨意分些食物給僕人
[00:13:52.640 --> 00:13:54.640]  和你的兒子大衛
[00:13:54.640 --> 00:13:56.640]  很謙卑的說
[00:13:56.640 --> 00:13:58.640]  大衛換來的是
[00:13:58.640 --> 00:14:00.640]  什麼呢?
[00:14:00.640 --> 00:14:02.640]  是換來一個很大的羞辱
[00:14:02.640 --> 00:14:04.640]  大衛的僕人說
[00:14:04.640 --> 00:14:06.640]  大衛是誰?
[00:14:06.640 --> 00:14:08.640]  耶穌兒子是誰?
[00:14:08.640 --> 00:14:10.640]  今天伯役主人和
[00:14:10.640 --> 00:14:12.640]  逃奔的僕人太多了
[00:14:12.640 --> 00:14:14.640]  多囂張
[00:14:14.640 --> 00:14:16.640]  怎會不認識大衛呢?
[00:14:16.640 --> 00:14:18.640]  蘇羅殺死千千
[00:14:18.640 --> 00:14:20.640]  大衛殺死萬萬
[00:14:20.640 --> 00:14:22.640]  連隔壁國家的人都聽過這句話
[00:14:22.640 --> 00:14:24.640]  怎會不認識大衛呢?
[00:14:24.640 --> 00:14:26.640]  還要再囂張他們這群
[00:14:26.640 --> 00:14:28.640]  伯役主人
[00:14:28.640 --> 00:14:30.640]  好像烏合之眾
[00:14:30.640 --> 00:14:32.640]  這樣的僕人
[00:14:32.640 --> 00:14:34.640]  這樣羞辱大衛和他六百個
[00:14:34.640 --> 00:14:36.640]  的跟隨者
[00:14:36.640 --> 00:14:38.640]  而你上一次見到拿伯說
[00:14:38.640 --> 00:14:40.640]  我那些飲食
[00:14:40.640 --> 00:14:42.640]  我的羊毛
[00:14:42.640 --> 00:14:44.640]  怎會讓我不知道那些人
[00:14:44.640 --> 00:14:46.640]  有多自我的傲慢
[00:14:46.640 --> 00:14:48.640]  在他的說話裏
[00:14:48.640 --> 00:14:50.640]  完全帶出來
[00:14:50.640 --> 00:14:52.640]  所以拿伯的以怨報德
[00:14:52.640 --> 00:14:54.640]  的說話和態度
[00:14:54.640 --> 00:14:56.640]  加上大衛自己內心的憂傷
[00:14:56.640 --> 00:14:58.640]  長期被輕視
[00:14:58.640 --> 00:15:00.640]  負傷的壓力
[00:15:00.640 --> 00:15:02.640]  一時情緒激發
[00:15:02.640 --> 00:15:04.640]  結果他就用一場暴力的行動
[00:15:04.640 --> 00:15:06.640]  去殺戮
[00:15:06.640 --> 00:15:08.640]  去發洩他心頭的憤怒和情緒
[00:15:08.640 --> 00:15:10.640]  我們說因一時風平浪靜
[00:15:10.640 --> 00:15:12.640]  退一步海闊天空
[00:15:12.640 --> 00:15:14.640]  但這次大衛
[00:15:14.640 --> 00:15:16.640]  完全被情緒失控
[00:15:16.640 --> 00:15:18.640]  忍不到追不到
[00:15:18.640 --> 00:15:22.640]  在初期教父奧古斯丁曾經說過
[00:15:22.640 --> 00:15:24.640]  憤怒的人將會認為
[00:15:24.640 --> 00:15:26.640]  自己的怒氣是很合理的
[00:15:26.640 --> 00:15:28.640]  大衛這次的怒氣
[00:15:28.640 --> 00:15:30.640]  他覺得很合理
[00:15:30.640 --> 00:15:32.640]  他完全沒有祈禱
[00:15:32.640 --> 00:15:34.640]  完全沒有求問上帝
[00:15:34.640 --> 00:15:36.640]  起碼在聖經裏你找不到
[00:15:36.640 --> 00:15:38.640]  他將這些倚靠神的心
[00:15:38.640 --> 00:15:40.640]  一時之間拋於腦後
[00:15:40.640 --> 00:15:42.640]  這裏突然間好像回到現代
[00:15:42.640 --> 00:15:44.640]  說回現代版
[00:15:44.640 --> 00:15:46.640]  我自己說一些失敗的例子
[00:15:46.640 --> 00:15:48.640]  這幅相我在網上找的
[00:15:48.640 --> 00:15:50.640]  不是我真實的情況
[00:15:50.640 --> 00:15:52.640]  不過你知道我們教會
[00:15:52.640 --> 00:15:54.640]  榮光街或周圍街都是這樣的
[00:15:54.640 --> 00:15:56.640]  有很多車位
[00:15:56.640 --> 00:15:58.640]  但多數都是被雪糕桶霸佔著
[00:15:58.640 --> 00:16:00.640]  我經常都會很生氣
[00:16:00.640 --> 00:16:02.640]  生人霸死地
[00:16:02.640 --> 00:16:04.640]  九成時間
[00:16:04.640 --> 00:16:06.640]  都被雪糕桶霸佔車位
[00:16:06.640 --> 00:16:08.640]  我都知道是車房
[00:16:08.640 --> 00:16:10.640]  或街邊商戶
[00:16:10.640 --> 00:16:12.640]  去霸佔
[00:16:12.640 --> 00:16:14.640]  他們隨時可以
[00:16:14.640 --> 00:16:16.640]  拿走雪糕桶給自己或客人用
[00:16:16.640 --> 00:16:18.640]  我們就不能用
[00:16:18.640 --> 00:16:20.640]  有一次我趕時間回來教會
[00:16:20.640 --> 00:16:22.640]  我找不到車位
[00:16:22.640 --> 00:16:24.640]  他拿走了雪糕桶就拍下去
[00:16:24.640 --> 00:16:26.640]  當我拍完之後下車
[00:16:26.640 --> 00:16:28.640]  有一個人
[00:16:28.640 --> 00:16:30.640]  我覺得是眼睜睜地看著我
[00:16:30.640 --> 00:16:32.640]  那我就很生氣
[00:16:32.640 --> 00:16:34.640]  看甚麼看?你們這班人
[00:16:34.640 --> 00:16:36.640]  經常都在霸佔,你們生人霸死地
