
[00:00:00.000 --> 00:00:07.880]  特曼西·達賓奇在畫了一幅繪製人口的《最後晚餐》之前
[00:02:18.520 --> 00:02:21.680]  當達文西在神面前認罪
[00:02:21.680 --> 00:02:26.840]  才能夠勝過自己的淚氣不再報復
[00:02:26.840 --> 00:02:31.120]  不再被他的仇恨去駕馭
[00:02:31.120 --> 00:02:35.320]  他就可以讓主耶穌的愛釋放
[00:02:35.320 --> 00:02:42.440]  為了這幅作品寫上絕妙的一筆
[00:02:42.440 --> 00:02:47.240]  寬恕是很不容易的功課
[00:02:47.240 --> 00:02:49.920]  主通文裏面
[00:02:49.920 --> 00:02:53.480]  「念我們的債如同我們免了人的債」
[00:02:53.480 --> 00:03:00.640]  正正就是一課知義恆難的課題
[00:03:00.640 --> 00:03:03.880]  中國文字最有意思
[00:03:03.880 --> 00:03:06.600]  「人」字旁邊一個「責」
[00:03:06.600 --> 00:03:09.640]  「責任」的「責」
[00:03:09.640 --> 00:03:14.760]  代表著還債是人的責任
[00:03:14.760 --> 00:03:18.720]  債不還清是最大的痛苦
[00:03:18.720 --> 00:03:23.200]  會使人失去了自由 失去了平安
[00:03:23.200 --> 00:03:27.960]  基督徒對罪也應該有這樣的感覺
[00:03:27.960 --> 00:03:29.160]  在我們的生活當中
[00:03:29.160 --> 00:03:33.320]  一發現有過失或者隱惡的時候
[00:03:33.320 --> 00:03:37.240]  我們就應該覺得好像欠債一樣
[00:03:37.240 --> 00:03:41.120]  失去了平安和快樂
[00:03:41.120 --> 00:03:47.400]  要切法地 趕快地去還清它
[00:03:47.400 --> 00:03:49.160]  有基督生命的人
[00:03:49.160 --> 00:03:54.560]  一定會愛慕聖潔 恨護罪惡
[00:03:54.560 --> 00:03:57.600]  我們生活在世界上小不免
[00:03:57.600 --> 00:04:01.280]  會沾染罪惡 互惠
[00:04:01.280 --> 00:04:04.800]  但我們若果對罪有敏銳的感覺
[00:04:04.800 --> 00:04:09.040]  一沾染罪就會極其的不安
[00:04:09.040 --> 00:04:13.320]  就算是普通道德觀念不認為是罪的事情
[00:04:13.320 --> 00:04:17.400]  我們在神的光照之中也會自殘營餵
[00:04:17.400 --> 00:04:19.800]  而需要神的赦免
[00:04:19.800 --> 00:04:26.560]  我們才能得回那份失去了的平安
[00:04:26.560 --> 00:04:30.720]  免我們的債如同我們免了人的債
[00:04:30.720 --> 00:04:33.440]  如果我們仔細地比較一下
[00:04:33.440 --> 00:04:37.000]  路加福音就更加清楚地說明
[00:04:37.000 --> 00:04:38.800]  這個債是什麼?
[00:04:38.800 --> 00:04:41.920]  這個債是罪
[00:04:41.920 --> 00:04:45.200]  路加福音十一章四節
[00:04:45.200 --> 00:04:46.760]  赦免我們的罪
[00:04:46.760 --> 00:04:51.800]  因為我們也赦免凡虧欠我們的人
[00:04:51.800 --> 00:04:53.920]  Forgive us our sins
[00:04:53.920 --> 00:04:56.120]  for we also forgive everyone
[00:04:56.120 --> 00:04:58.960]  who sins against us
[00:04:58.960 --> 00:05:00.600]  明顯的在這裡
[00:05:00.600 --> 00:05:03.760]  我們是求我們這位天上的父
[00:05:03.760 --> 00:05:05.680]  免我們的債
[00:05:05.680 --> 00:05:09.280]  這個債不是我們的信用卡數
[00:05:09.280 --> 00:05:12.120]  不是白紙黑字的欠單
[00:05:12.120 --> 00:05:15.760]  而是我們的罪
[00:05:15.760 --> 00:05:17.680]  我們求神赦免我們的罪
[00:05:17.680 --> 00:05:19.640]  是最自然不過的事
[00:05:19.640 --> 00:05:24.040]  但是人是有很多古怪念頭的動物
[00:05:24.040 --> 00:05:26.560]  我們對罪的自我解釋
[00:05:26.560 --> 00:05:30.400]  往往令我們自己身陷於罪
[00:05:30.400 --> 00:05:32.880]  而不知罪
[00:05:32.880 --> 00:05:35.680]  我們好會自圓其說
[00:05:35.680 --> 00:05:36.840]  我們會說
[00:05:36.840 --> 00:05:41.040]  人在江湖身不由己
[00:05:41.040 --> 00:05:42.440]  不是我想的
[00:05:42.440 --> 00:05:45.040]  是環境使然
[00:05:45.040 --> 00:05:46.640]  我們說謊
[00:05:46.640 --> 00:05:50.640]  又說是說白色的謊言
[00:05:50.640 --> 00:05:51.960]  我們這樣做
[00:05:51.960 --> 00:05:55.240]  都是為其他人好
[00:05:55.240 --> 00:05:58.160]  我們又好會好理性化地
[00:05:58.160 --> 00:06:03.600]  替自己所犯的講好說話
[00:06:03.600 --> 00:06:06.240]  我們又好容易將我們所犯的罪
[00:06:06.240 --> 00:06:07.840]  輕易地抹殺
[00:06:07.840 --> 00:06:10.880]  把矛頭指向其他人
[00:06:10.880 --> 00:06:14.280]  我之所以犯這個罪
[00:06:14.280 --> 00:06:15.760]  發這個脾氣
[00:06:15.760 --> 00:06:17.640]  完全不關我的事
[00:06:17.640 --> 00:06:18.880]  是因為他
[00:06:18.880 --> 00:06:20.160]  他
[00:06:20.160 --> 00:06:21.600]  他們的關係
[00:06:21.600 --> 00:06:23.000]  我之所以說謊
[00:06:23.000 --> 00:06:25.760]  是因為要為他掩飾
[00:06:25.760 --> 00:06:29.360]  要替他講好說話的關係
[00:06:29.360 --> 00:06:31.080]  這個「他」
[00:06:31.080 --> 00:06:35.600]  就是最好的藉口
[00:06:35.600 --> 00:06:37.440]  更加容易的是
[00:06:37.440 --> 00:06:40.720]  我們做了錯事
[00:06:40.720 --> 00:06:44.680]  我們都不覺得是錯
[00:06:44.680 --> 00:06:46.160]  例如說
[00:06:46.160 --> 00:06:49.920]  我們給現金不用給GST
[00:06:49.920 --> 00:06:50.880]  我們說
[00:06:50.880 --> 00:06:53.160]  個個都是這樣的
[00:06:53.160 --> 00:06:55.000]  我們看翻版電影
[00:06:55.000 --> 00:06:58.120]  看翻版DVD
[00:06:58.120 --> 00:07:00.480]  買翻版CD等等
[00:07:00.480 --> 00:07:01.600]  我們說
[00:07:01.600 --> 00:07:04.440]  個個都是這樣的
[00:07:04.440 --> 00:07:06.160]  我們開車超速
[00:07:06.160 --> 00:07:07.720]  過線不打燈
[00:07:07.720 --> 00:07:08.560]  我們說
[00:07:08.560 --> 00:07:11.640]  個個都是這樣的
[00:07:11.640 --> 00:07:13.920]  我們開始模糊了
[00:07:13.920 --> 00:07:17.040]  開始自己都可以說服自己
[00:07:17.040 --> 00:07:21.400]  這個不算罪
[00:07:21.400 --> 00:07:25.440]  詩人在詩篇五十一篇一到二節說
[00:07:25.440 --> 00:07:26.160]  神啊
[00:07:26.160 --> 00:07:28.920]  求祢按祢的慈愛憐恤我
[00:07:28.920 --> 00:07:31.040]  按祢豐盛的慈悲
[00:07:31.040 --> 00:07:33.040]  塗抹我的過犯
[00:07:33.040 --> 00:07:36.520]  求祢將我的罪業洗除淨盡
[00:07:36.520 --> 00:07:40.960]  並揭除我的罪
[00:07:40.960 --> 00:07:42.000]  第十節
[00:07:42.000 --> 00:07:42.480]  神啊
[00:07:42.480 --> 00:07:44.920]  求祢為我做清潔的心
[00:07:44.920 --> 00:07:49.880]  使我裡面重新有正直的靈
[00:07:49.880 --> 00:07:51.160]  第十七節
[00:07:51.160 --> 00:07:53.400]  神所要的祭就是
[00:07:53.400 --> 00:07:54.840]  憂傷的靈
[00:07:54.840 --> 00:07:55.400]  神啊
[00:07:55.400 --> 00:07:57.440]  憂傷痛悔的心
[00:07:57.440 --> 00:08:01.240]  祢必不輕看
[00:08:01.240 --> 00:08:03.720]  求父神赦免我們的罪
[00:08:03.720 --> 00:08:06.960]  免我們的罪是理所當然的
[00:08:06.960 --> 00:08:08.720]  最重要的是
[00:08:08.720 --> 00:08:11.520]  我們是不是知罪
[00:08:11.520 --> 00:08:16.000]  是不是有一顆憂傷痛悔的心
[00:08:16.000 --> 00:08:22.000]  如果有的話 主必不輕看
[00:08:22.000 --> 00:08:22.960]  我們傳福音
[00:08:22.960 --> 00:08:26.000]  要對象明白他是一個罪人
[00:08:26.000 --> 00:08:27.840]  其實都不是一件很難的事
[00:08:27.840 --> 00:08:30.080]  我見這麼多的人
[00:08:30.080 --> 00:08:32.440]  覺得他們自己完全沒有罪的
[00:08:32.440 --> 00:08:34.840]  只是屬於極少數
[00:08:34.840 --> 00:08:38.600]  原來人大多數都知道自己有罪
[00:08:38.600 --> 00:08:40.000]  肯不肯悔改呢
[00:08:40.000 --> 00:08:43.280]  又是另一個問題
[00:08:43.280 --> 00:08:46.480]  約翰一書 一章八到九節
[00:08:46.480 --> 00:08:48.280]  我們若說自己沒有罪
[00:08:48.280 --> 00:08:49.520]  便是自欺
[00:08:49.520 --> 00:08:53.720]  真理不在我們心裡了
[00:08:53.720 --> 00:08:55.560]  我們若認自己的罪
[00:08:55.560 --> 00:08:57.040]  甚是信實的
[00:08:57.040 --> 00:08:58.400]  是公義的
[00:08:58.400 --> 00:09:00.480]  必要赦免我們的罪
[00:09:00.480 --> 00:09:05.560]  洗淨我們一切的不義
[00:09:05.560 --> 00:09:12.600]  免我們的罪如同我們免了人的罪
[00:09:12.600 --> 00:09:15.680]  要我們求父神赦免我們的罪
[00:09:15.680 --> 00:09:18.800]  免我們的債不難
[00:09:18.800 --> 00:09:22.160]  我們被罪被債壓到透不過氣
[00:09:22.160 --> 00:09:23.520]  我們總是希望
[00:09:23.520 --> 00:09:29.600]  可以不再活在罪的纏繞當中
[00:09:29.600 --> 00:09:33.160]  要我們有一顆憂傷痛悔的心
[00:09:33.160 --> 00:09:34.480]  難一點了
[00:09:34.480 --> 00:09:35.880]  但都還可以
[00:09:35.880 --> 00:09:39.560]  因為這些罪始終是我們自己所犯
[00:09:39.560 --> 00:09:41.840]  自己所作的
[00:09:41.840 --> 00:09:44.800]  罪的定義是甚麼
[00:09:44.800 --> 00:09:46.680]  羅馬書三章二十三節
[00:09:46.680 --> 00:09:47.840]  世人都犯了罪
[00:09:47.840 --> 00:09:50.360]  規決了神的榮耀
[00:09:50.360 --> 00:09:53.040]  神的標準是完全的
[00:09:53.040 --> 00:09:55.040]  祂是要我們做每一樣事情
[00:09:55.040 --> 00:09:56.760]  都好像射箭一樣
[00:09:56.760 --> 00:09:58.400]  射中雄心
[00:09:58.400 --> 00:10:00.600]  跟著祂的標準
[00:10:00.600 --> 00:10:02.240]  若果有偏差的話
[00:10:02.240 --> 00:10:05.480]  就是規決了神的榮耀
[00:10:05.480 --> 00:10:07.520]  就是犯了罪
[00:10:07.520 --> 00:10:10.480]  我們只要明白這一點
[00:10:10.480 --> 00:10:12.880]  我們要悔改是不難的
[00:10:12.880 --> 00:10:13.960]  因為事實上
[00:10:13.960 --> 00:10:16.280]  我們的確是
[00:10:16.280 --> 00:10:20.320]  虧欠了神
[00:10:20.320 --> 00:10:23.960]  免我們的債如同我們免了人的債
[00:10:23.960 --> 00:10:25.960]  主土民的這一句土民
[00:10:25.960 --> 00:10:28.560]  最困難的不是明白自己
[00:10:28.560 --> 00:10:31.120]  規決了神的榮耀
[00:10:31.120 --> 00:10:32.560]  願意悔改
[00:10:32.560 --> 00:10:35.560]  求神免我們的債
[00:10:35.560 --> 00:10:38.640]  而是在後面這一句
[00:10:38.640 --> 00:10:43.160]  如同我們免了人的債
[00:10:43.160 --> 00:10:43.880]  記住
[00:10:43.880 --> 00:10:45.080]  這句土民不是說
[00:10:45.080 --> 00:10:50.280]  免我們的債如同我們將來免了人的債
[00:10:50.280 --> 00:10:51.280]  也不是說
[00:10:51.280 --> 00:10:53.480]  免我們的債如同我們
[00:10:53.480 --> 00:10:56.720]  有朝一日免了人的債
[00:10:56.720 --> 00:10:57.440]  也不是說
[00:10:57.440 --> 00:10:59.080]  免我們的債
[00:10:59.080 --> 00:11:01.160]  我們現在就承諾
[00:11:01.160 --> 00:11:04.840]  以後要免人的債
[00:11:04.840 --> 00:11:07.400]  因為承諾很容易做的
[00:11:07.400 --> 00:11:11.480]  能不能夠實行才是困難
[00:11:11.480 --> 00:11:14.280]  將來怎樣說就容易
[00:11:14.280 --> 00:11:15.880]  我們是有心的
[00:11:15.880 --> 00:11:16.640]  我沒有懷疑過
[00:11:16.640 --> 00:11:18.600]  我們做出這個決定的時候
[00:11:18.600 --> 00:11:20.160]  那份的真心
[00:11:20.160 --> 00:11:23.720]  但是有走出來嗎
[00:11:23.720 --> 00:11:24.800]  有朝一日
[00:11:24.800 --> 00:11:26.800]  就是說不是今天
[00:11:26.800 --> 00:11:30.880]  那會是哪一天呢
[00:11:30.880 --> 00:11:33.680]  如同我們免了人的債
[00:11:33.680 --> 00:11:35.040]  在原文希臘文上面
[00:11:35.040 --> 00:11:36.000]  我們知道
[00:11:36.000 --> 00:11:37.720]  這個是過去式Eris
[00:11:37.720 --> 00:11:40.080]  已經完成了
[00:11:40.080 --> 00:11:42.120]  我們求神赦免我們的罪
[00:11:42.120 --> 00:11:46.320]  如同我們赦免了人的罪
[00:11:46.320 --> 00:11:48.480]  再說一次
[00:11:48.480 --> 00:11:51.240]  我們求神赦免我們的罪
[00:11:51.240 --> 00:11:56.240]  如同我們赦免了人的罪
[00:11:56.240 --> 00:11:57.240]  哦
[00:11:57.240 --> 00:11:59.080]  你上一次
[00:11:59.080 --> 00:12:04.400]  赦免人的罪是什麼時候
[00:12:04.400 --> 00:12:06.200]  這句土文很嚴重
[00:12:06.200 --> 00:12:08.160]  也是最清晰的
[00:12:08.160 --> 00:12:11.720]  我們求神依照我們自己
[00:12:11.720 --> 00:12:15.520]  怎樣對待別人得罪我們的方法
[00:12:15.520 --> 00:12:19.280]  來對待我們自己的罪
[00:12:19.280 --> 00:12:20.560]  讓我再說一次
[00:12:20.560 --> 00:12:22.840]  我們求神依照我們自己
[00:12:22.840 --> 00:12:26.480]  怎樣對待別人得罪我們的方法
[00:12:26.480 --> 00:12:30.480]  來對待我們自己的罪
[00:12:30.480 --> 00:12:32.800]  所以每一次
[00:12:32.800 --> 00:12:36.000]  我們若果以不真誠的心
[00:12:36.000 --> 00:12:38.000]  不原諒的心去對待
[00:12:38.000 --> 00:12:40.600]  得罪我們的人的時候
[00:12:40.600 --> 00:12:42.840]  我們正在求神
[00:12:42.840 --> 00:12:49.120]  用同一個方法對待我們
[00:12:49.120 --> 00:12:50.920]  說到怎樣對待
[00:12:50.920 --> 00:12:53.240]  得罪我們的人的時候
[00:12:53.240 --> 00:12:54.800]  我們就要知道
[00:12:54.800 --> 00:13:00.560]  我們怎樣理解寬恕
[00:13:00.560 --> 00:13:01.640]  基本上
[00:13:01.640 --> 00:13:04.960]  我們可以有三個不同的態度
[00:13:04.960 --> 00:13:08.720]  去面對寬恕
[00:13:08.720 --> 00:13:09.800]  第一種態度
[00:13:09.800 --> 00:13:11.760]  我們會說
[00:13:11.760 --> 00:13:17.160]  我不能夠寬恕這個人
[00:13:17.160 --> 00:13:19.360]  主耶穌很清楚地
[00:13:19.360 --> 00:13:23.880]  叫我們向父神去求寬恕
[00:13:23.880 --> 00:13:27.720]  如同我們寬恕別人一樣
[00:13:27.720 --> 00:13:28.480]  就是說
[00:13:28.480 --> 00:13:30.880]  我們不寬恕別人的話
[00:13:30.880 --> 00:13:32.280]  我們還會不會
[00:13:32.280 --> 00:13:33.760]  這麼理直氣壯地
[00:13:33.760 --> 00:13:37.680]  走到去父神那裡去求寬恕
[00:13:37.680 --> 00:13:40.680]  我們若果有寬恕別人的話
[00:13:40.680 --> 00:13:43.200]  我們就可以坦然無懼的
[00:13:43.200 --> 00:13:48.720]  走到去私恩寶座面前去求寬恕
[00:13:48.720 --> 00:13:50.480]  更多的時候
[00:13:50.480 --> 00:13:53.680]  我們會給自己一個很好的理由
[00:13:53.680 --> 00:13:55.160]  我們說
[00:13:55.160 --> 00:13:57.520]  這個人真是衰到貼地
[00:13:57.520 --> 00:13:58.880]  不值得原諒
[00:13:58.880 --> 00:14:00.680]  不值得饒恕
[00:14:00.680 --> 00:14:02.000]  我們越說就越生氣
[00:14:02.000 --> 00:14:04.720]  越想就越生氣
[00:14:04.720 --> 00:14:07.240]  可惜真相是
[00:14:07.240 --> 00:14:10.040]  沒有人傷害我們
[00:14:10.040 --> 00:14:14.640]  比得上我們傷害我們的神
[00:14:14.640 --> 00:14:16.600]  感心
[00:14:16.600 --> 00:14:18.320]  沒有人傷害我們
[00:14:18.320 --> 00:14:22.520]  比得上我們傷害我們的神
[00:14:22.520 --> 00:14:25.920]  感心
[00:14:25.920 --> 00:14:27.040]  說到寬恕
[00:14:27.040 --> 00:14:31.160]  我們就不可以不回到馬太福音十八章
[00:14:31.160 --> 00:14:32.880]  那裡說到天國
[00:14:32.880 --> 00:14:34.080]  好像一個王
[00:14:34.080 --> 00:14:37.160]  要跟他的僕人算帳
[00:14:37.160 --> 00:14:38.520]  有人帶了一個
[00:14:38.520 --> 00:14:41.600]  欠一千萬銀子的來到
[00:14:41.600 --> 00:14:44.720]  因為他沒有什麼償還的物件
[00:14:44.720 --> 00:14:45.880]  主人吩咐
[00:14:45.880 --> 00:14:48.480]  將他和他妻子、兒女
[00:14:48.480 --> 00:14:50.840]  並且一切所有的
[00:14:50.840 --> 00:14:54.280]  都賣了去償還
[00:14:54.280 --> 00:14:58.800]  但是那個僕人就苦服拜他
[00:14:58.800 --> 00:15:00.400]  並且說
[00:15:00.400 --> 00:15:02.760]  主啊,寬容我
[00:15:02.760 --> 00:15:07.560]  將來我都要還清
[00:15:07.560 --> 00:15:10.960]  那個僕人的主人就動了慈心
[00:15:10.960 --> 00:15:12.560]  將他釋放了
[00:15:12.560 --> 00:15:16.680]  並且免了他的債
[00:15:16.680 --> 00:15:18.960]  說時遲那時快
[00:15:18.960 --> 00:15:20.520]  這個僕人出來
[00:15:20.520 --> 00:15:24.840]  遇見到一個同伴欠他十兩銀子
[00:15:24.840 --> 00:15:26.400]  我們要留意
[00:15:26.400 --> 00:15:28.440]  這個人欠主人多少?
[00:15:28.440 --> 00:15:30.880]  是一千萬銀子
[00:15:30.880 --> 00:15:33.480]  他的同伴欠他多少?
[00:15:33.480 --> 00:15:36.040]  十兩銀子
[00:15:36.040 --> 00:15:40.720]  但是他隨即
[00:15:40.720 --> 00:15:42.520]  撐著他的同伴
[00:15:42.520 --> 00:15:44.120]  插著他的喉嚨
[00:15:44.120 --> 00:15:48.040]  說你將所欠的還給我
[00:15:48.040 --> 00:15:51.960]  他的同伴就苦服哀求他
[00:15:51.960 --> 00:15:53.000]  他這樣說
[00:15:53.000 --> 00:15:54.840]  寬容我
[00:15:54.840 --> 00:15:57.800]  將來我必還清
[00:15:57.800 --> 00:16:00.200]  這句說話是不是似曾相識?
[00:16:00.200 --> 00:16:03.840]  就是這個僕人剛才去求他的主人
[00:16:03.840 --> 00:16:08.360]  說的同一句說話
[00:16:08.360 --> 00:16:11.080]  但是這次他不肯
[00:16:11.080 --> 00:16:14.760]  竟然將他的同伴抓去坐牢
[00:16:14.760 --> 00:16:17.040]  其他的同伴都看不過眼
[00:16:17.040 --> 00:16:19.800]  看到他所做的就很憂愁
[00:16:19.800 --> 00:16:22.200]  將這件事告訴主人
[00:16:22.200 --> 00:16:25.000]  於是主人就叫他來
[00:16:25.000 --> 00:16:31.400]  馬太福音十八章三十二到三十五節對他說
[00:16:31.400 --> 00:16:33.040]  你這惡奴才
[00:16:33.040 --> 00:16:34.360]  你讓求我
[00:16:34.360 --> 00:16:37.160]  我就把你所欠的都免了
[00:16:37.160 --> 00:16:39.480]  你不應當連率你的同伴
[00:16:39.480 --> 00:16:42.040]  讓我連率你嗎?
[00:16:42.040 --> 00:16:43.480]  主人就大怒
[00:16:43.480 --> 00:16:45.280]  把他交給掌刑的
[00:16:45.280 --> 00:16:48.360]  讓他還清了所欠的債
[00:16:48.360 --> 00:16:51.440]  你們各人若不從心裡饒恕你的弟兄
[00:16:51.440 --> 00:16:57.160]  我天父也要這樣待你們了
[00:16:57.160 --> 00:16:58.240]  各位朋友
[00:16:58.240 --> 00:16:59.440]  各位弟兄姊妹
[00:16:59.440 --> 00:17:03.440]  這個故事熟悉嗎?
[00:17:03.440 --> 00:17:04.200]  沒錯
[00:17:04.200 --> 00:17:05.400]  其中一個原因
[00:17:05.400 --> 00:17:08.560]  是因為我們讀過這個故事很多次
[00:17:08.560 --> 00:17:09.400]  我們讀聖經
[00:17:09.400 --> 00:17:10.640]  讀馬太福音
[00:17:10.640 --> 00:17:12.080]  讀這個故事
[00:17:12.080 --> 00:17:14.760]  都真的很多年了
[00:17:14.760 --> 00:17:17.880]  這個故事已經耳熟能詳
[00:17:17.880 --> 00:17:21.240]  我們也懂得說
[00:17:21.240 --> 00:17:23.720]  但是另外一個原因
[00:17:23.720 --> 00:17:25.120]  會不會是
[00:17:25.120 --> 00:17:26.760]  這個是你
[00:17:26.760 --> 00:17:29.320]  是我的故事呢?
[00:17:29.320 --> 00:17:30.840]  我們其實是不是
[00:17:30.840 --> 00:17:33.040]  很多時候都好像這個
[00:17:33.040 --> 00:17:37.120]  沒有憐憫的奴才一樣?
[00:17:37.120 --> 00:17:39.160]  我們指責這個沒有憐憫的奴才
[00:17:39.160 --> 00:17:41.440]  是極之容易的事
[00:17:41.440 --> 00:17:42.880]  我們甚至不明白
[00:17:42.880 --> 00:17:45.360]  他為什麼會這麼絕情
[00:17:45.360 --> 00:17:47.160]  他自己一千萬銀子的債
[00:17:47.160 --> 00:17:50.960]  都可以被抹去十兩銀子而已
[00:17:50.960 --> 00:17:55.000]  他竟然要插住對方的喉嚨
[00:17:55.000 --> 00:17:56.520]  這麼計較
[00:17:56.520 --> 00:17:59.360]  這麼殘忍
[00:17:59.360 --> 00:18:00.240]  或者
[00:18:00.240 --> 00:18:02.040]  我們不會這麼殘暴
[00:18:02.040 --> 00:18:03.360]  不會這麼暴戾
[00:18:03.360 --> 00:18:05.240]  我們不會插住他的喉嚨
[00:18:05.240 --> 00:18:08.000]  但是我們會饒恕他嗎?
[00:18:08.000 --> 00:18:12.160]  會抹去那十兩銀子的債嗎?
[00:18:12.160 --> 00:18:14.440]  你的答案是什麼?
[00:18:14.440 --> 00:18:15.440]  或者你會說
[00:18:15.440 --> 00:18:17.160]  是十兩銀子而已
[00:18:17.160 --> 00:18:19.160]  十三歲
[00:18:19.160 --> 00:18:20.400]  好了
[00:18:20.400 --> 00:18:23.760]  假如是一百兩呢?
[00:18:23.760 --> 00:18:26.280]  一千兩呢?
[00:18:26.280 --> 00:18:30.680]  我們的答案還會不會這麼肯定?
[00:18:30.680 --> 00:18:36.760]  又或者我們的答案會越來越小聲?
[00:18:36.760 --> 00:18:38.640]  有一位弟兄去見他的牧者
[00:18:38.640 --> 00:18:39.880]  他說
[00:18:39.880 --> 00:18:42.120]  我知道我是個基督徒
[00:18:42.120 --> 00:18:44.200]  但是有一個人做了一件事
[00:18:44.200 --> 00:18:47.520]  傷害得我很厲害
[00:18:47.520 --> 00:18:49.120]  我真的沒有辦法忘記
[00:18:49.120 --> 00:18:52.400]  也沒有辦法寬恕
[00:18:52.400 --> 00:18:53.920]  牧師回答說
[00:18:53.920 --> 00:18:57.560]  你真的沒有辦法饒恕他?
[00:18:57.560 --> 00:18:59.400]  那個人說我已經試過了
[00:18:59.400 --> 00:19:03.640]  但是我真的不能夠原諒他
[00:19:03.640 --> 00:19:06.240]  我想起他就已經生氣了
[00:19:06.240 --> 00:19:07.120]  牧師說
[00:19:07.120 --> 00:19:08.160]  沒錯
[00:19:08.160 --> 00:19:12.800]  我們很多時候都說不能夠原諒人
[00:19:12.800 --> 00:19:15.040]  但問題是
[00:19:15.040 --> 00:19:20.640]  你會不會原諒他?
[00:19:20.640 --> 00:19:23.480]  你能不能夠原諒一個人
[00:19:23.480 --> 00:19:29.560]  就視乎你會不會原諒他
[00:19:29.560 --> 00:19:35.120]  於是處理寬恕的第二種態度就是
[00:19:35.120 --> 00:19:38.040]  我會不會寬恕
[00:19:38.040 --> 00:19:40.880]  這個人
[00:19:40.880 --> 00:19:43.960]  原來我不能夠原諒他
[00:19:43.960 --> 00:19:45.760]  這句話
[00:19:45.760 --> 00:19:49.520]  不經意地成為了我們最好的藉口
[00:19:49.520 --> 00:19:51.440]  不是我們不想
[00:19:51.440 --> 00:19:55.080]  而是我們不能夠而已
[00:19:55.080 --> 00:19:59.640]  但是將問題再一次先倒轉來問
[00:19:59.640 --> 00:20:01.560]  我們先問
[00:20:01.560 --> 00:20:05.880]  我們會不會原諒他?
[00:20:05.880 --> 00:20:11.200]  當我們將能不能夠這個本事放下的時候
[00:20:11.200 --> 00:20:12.880]  我們所要面對的
[00:20:12.880 --> 00:20:15.360]  就只是很簡單的
[00:20:15.360 --> 00:20:18.320]  好像馬太福音十八章所說
[00:20:18.320 --> 00:20:22.200]  這個主人問的問題
[00:20:22.200 --> 00:20:25.680]  你不應當連率你的同伴
[00:20:25.680 --> 00:20:30.040]  像我連率你嗎?
[00:20:30.040 --> 00:20:33.120]  你會不會連率你的同伴
[00:20:33.120 --> 00:20:38.760]  好像主連率你一樣呢?
[00:20:38.760 --> 00:20:40.840]  若果我們會原諒
[00:20:40.840 --> 00:20:42.560]  會寬恕的時候
[00:20:42.560 --> 00:20:44.120]  我們還有希望
[00:20:44.120 --> 00:20:45.800]  我們會原諒他
[00:20:45.800 --> 00:20:49.680]  即使是暫時未能夠
[00:20:49.680 --> 00:20:51.600]  我們見到這個人的時候
[00:20:51.600 --> 00:20:58.400]  我們就不會有一份這麼重的怒氣
[00:20:58.400 --> 00:21:03.320]  那一份見到他背後撿起他前面的那份感覺
[00:21:03.320 --> 00:21:06.560]  我們不是要求原諒之後
[00:21:06.560 --> 00:21:10.600]  立刻又變成唐詩斗那樣
[00:21:10.600 --> 00:21:13.160]  寬恕是一個過程
[00:21:13.160 --> 00:21:15.200]  當我們答說
[00:21:15.200 --> 00:21:18.440]  我們會寬恕這個人的時候
