
[00:00:00.000 --> 00:00:04.320]  很感恩 雖然今天下著黃雨
[00:02:38.640 --> 00:02:42.440]  提摩泰 後書第一章三至五節
[00:02:42.440 --> 00:02:47.440]  是一個屬靈的父親對一個屬靈的兒子所講的
[00:02:47.440 --> 00:02:49.440]  我們一起來讀 好不好 預備起
[00:02:49.440 --> 00:02:50.840]  我感謝神
[00:02:50.840 --> 00:02:56.240]  就是我接續祖先用清潔的良心所侍奉的神
[00:02:56.240 --> 00:02:59.840]  祈禱的時候不住地想念祢
[00:02:59.840 --> 00:03:01.640]  紀念祢的眼淚
[00:03:01.640 --> 00:03:05.240]  晝夜切想 想要見祢
[00:03:05.240 --> 00:03:07.840]  好叫我滿心快樂
[00:03:07.840 --> 00:03:11.240]  想到祢心裡無偽之信
[00:03:11.240 --> 00:03:15.440]  這信是先在祢外祖母羅兒
[00:03:15.440 --> 00:03:18.840]  和祢母親有離基心裡的
[00:03:18.840 --> 00:03:24.040]  我深信也在祢心裡
[00:03:24.040 --> 00:03:29.240]  保羅 他成為提摩泰一個屬靈的父親
[00:03:29.240 --> 00:03:32.440]  一個屬靈的父親在這裡 你看到
[00:03:32.440 --> 00:03:36.040]  他時時會想念這個兒子
[00:03:36.040 --> 00:03:38.040]  並且會為他感謝神
[00:03:38.040 --> 00:03:44.440]  為他來禱告 紀念他
[00:03:44.440 --> 00:03:50.240]  他知道提摩泰的伏事是滿有眼淚的
[00:03:50.240 --> 00:03:53.640]  在這個時候 他去鼓勵他的時候
[00:03:53.640 --> 00:03:56.640]  不單他知道他的信仰的傳承
[00:03:56.640 --> 00:03:58.240]  是去到提摩泰那裡
[00:03:58.240 --> 00:04:00.240]  他並且提醒他
[00:04:00.240 --> 00:04:05.040]  喂 你的信心 這個真實的信心
[00:04:05.040 --> 00:04:07.240]  並且從哪裡來呢
[00:04:07.240 --> 00:04:11.840]  至少 從小 原來就是從你外祖母羅兒
[00:04:11.840 --> 00:04:15.640]  和你母親有離基的心裡
[00:04:15.640 --> 00:04:17.440]  他說深信現在都在你裡面
[00:04:17.440 --> 00:04:20.040]  這個信仰是非常重要
[00:04:20.040 --> 00:04:26.640]  因為是支持提摩泰繼續來伏事
[00:04:26.640 --> 00:04:28.240]  當我看到這段經文的時候
[00:04:28.240 --> 00:04:33.640]  我就想起一個很熟悉的情況
[00:04:33.640 --> 00:04:39.840]  我的兒子 他也是第三代的基督徒
[00:04:39.840 --> 00:04:46.640]  他和他的婆婆有一個很親密的關係
[00:04:46.640 --> 00:04:49.440]  我想起我媽媽的信心
[00:04:49.440 --> 00:04:54.040]  在年輕的時候 我媽媽還沒有我之前
[00:04:54.040 --> 00:04:57.440]  她就被一個街坊邀請到一間禮拜堂
[00:04:57.440 --> 00:05:01.040]  來聽福音 第一次聽到的時候
[00:05:01.040 --> 00:05:03.640]  那個牧師就說
[00:05:03.640 --> 00:05:07.840]  「利器偶像歸向真神」
[00:05:07.840 --> 00:05:11.040]  我媽媽就入了耳
[00:05:11.040 --> 00:05:15.440]  她聽到 她走到 回到家的時候
[00:05:15.440 --> 00:05:17.640]  她就對她的奶奶說
[00:05:17.640 --> 00:05:19.840]  就是我媽媽說
[00:05:19.840 --> 00:05:23.640]  她說「我今天信了耶穌」
[00:05:23.640 --> 00:05:28.040]  「我以後不再拜神了」
[00:05:28.040 --> 00:05:35.840]  哇 她的信心在裡面
[00:05:35.840 --> 00:05:40.240]  並且我媽媽為我的爸爸禱告
[00:05:40.240 --> 00:05:45.040]  三十多四十年之後 她才信耶穌
[00:05:45.040 --> 00:05:47.240]  她經常跟人說
[00:05:47.240 --> 00:05:51.040]  「你記住禱告 為你未信的丈夫來禱告」
[00:05:51.040 --> 00:05:54.640]  因為有一天她也會信耶穌
[00:05:54.640 --> 00:05:59.240]  她這個信心一直在她的每一個生活裡面
[00:05:59.240 --> 00:06:03.840]  來表演
[00:06:03.840 --> 00:06:08.040]  不是真的剛好
[00:06:08.040 --> 00:06:12.840]  我和我的兒子做恩賜測試的時候
[00:06:12.840 --> 00:06:15.440]  我和我的兒子都有恩賜
[00:06:15.440 --> 00:06:18.440]  都有信心的恩賜
[00:06:18.440 --> 00:06:21.640]  這個信心是承傳自哪裡呢?
[00:06:21.640 --> 00:06:24.440]  是我的媽媽
[00:06:24.440 --> 00:06:26.440]  以致我的兒子和我
[00:06:26.440 --> 00:06:31.640]  今天都得到這個信心
[00:06:31.640 --> 00:06:33.640]  我們會說
[00:06:33.640 --> 00:06:37.440]  一個信仰要去傳承
[00:06:37.440 --> 00:06:39.440]  可能我們要問 為甚麼?
[00:06:39.440 --> 00:06:43.640]  為甚麼要傳下去呢?
[00:06:43.640 --> 00:06:46.240]  聖經很清楚告訴我們
[00:06:46.240 --> 00:06:50.640]  因為這是神所吩咐的事
[00:06:50.640 --> 00:06:52.040]  生命紀這裡這樣說
[00:06:52.040 --> 00:06:56.240]  「我今天所吩咐你的話 都要記在心上」
[00:06:56.240 --> 00:06:58.640]  「也要殷勤教導你的兒女」
[00:06:58.640 --> 00:07:03.240]  「無論你坐在家裡 走在路上 躺在起來 都要談論」
[00:07:03.240 --> 00:07:07.440]  「也要繫在手上為記號 戴在額上為經文」
[00:07:07.440 --> 00:07:10.840]  「又要寫在你的門屋的門框上」
[00:07:10.840 --> 00:07:13.840]  「並你的城門上」
[00:07:13.840 --> 00:07:16.440]  當我看到這裡的時候
[00:07:16.440 --> 00:07:19.040]  我就在我家裡看一看
[00:07:19.040 --> 00:07:23.640]  我們看一看這張PowerPoint
[00:07:23.640 --> 00:07:28.440]  我就在家裡拍了我家裡有的經文的飾物
[00:07:28.440 --> 00:07:30.240]  原來都不少
[00:07:30.240 --> 00:07:31.440]  其實在這裡說甚麼?
[00:07:31.440 --> 00:07:33.240]  其實神提醒我們
[00:07:33.240 --> 00:07:36.440]  我們今天仍然用這個方法是甚麼呢?
[00:07:36.440 --> 00:07:39.040]  就是用盡一切的方法
[00:07:39.040 --> 00:07:40.240]  去怎樣?
[00:07:40.240 --> 00:07:42.840]  去提醒自己 提醒我們的下一代
[00:07:42.840 --> 00:07:44.440]  用神的話語去提醒
[00:07:44.440 --> 00:07:47.640]  不單是家裡有一些經文的飾物
[00:07:47.640 --> 00:07:51.040]  我又看到連我們的衣服
[00:07:51.040 --> 00:07:56.840]  連我兒子 之前他們年輕人戴的一個手鐲
[00:07:56.840 --> 00:08:00.040]  在經文的提醒
[00:08:00.040 --> 00:08:04.240]  是要我們來敬畏我們的神
[00:08:04.240 --> 00:08:06.640]  去認識我們的神
[00:08:06.640 --> 00:08:08.640]  為甚麼我們要傳呢?
[00:08:08.640 --> 00:08:12.040]  為甚麼我們要將信仰傳給下一代呢?
[00:08:12.040 --> 00:08:14.440]  不單是神的吩咐
[00:08:14.440 --> 00:08:19.840]  因為好東西我們一定會給下一代
[00:08:19.840 --> 00:08:20.840]  作為父母
[00:08:20.840 --> 00:08:22.840]  這個我們心裡很清楚
[00:08:22.840 --> 00:08:24.240]  如果你沒做過爸爸媽媽
[00:08:24.240 --> 00:08:27.640]  可能你還要等一個時期
[00:08:27.640 --> 00:08:30.040]  當你做過爸爸媽媽
[00:08:30.040 --> 00:08:32.040]  你知道那件事是好的時候
[00:08:32.040 --> 00:08:33.640]  你就會怎樣?
[00:08:33.640 --> 00:08:36.840]  一定會給你的子女
[00:08:36.840 --> 00:08:42.440]  好東西怎麼會不給你的子女呢?
[00:08:42.440 --> 00:08:45.440]  吃的 住的
[00:08:45.440 --> 00:08:49.040]  不在話下
[00:08:49.040 --> 00:08:51.440]  我記得我的媽媽
[00:08:51.440 --> 00:08:55.040]  在我十幾歲的時候
[00:08:55.040 --> 00:08:59.640]  她就將大部分的儲蓄
[00:08:59.640 --> 00:09:03.640]  買了一個鋼琴給我
[00:09:03.640 --> 00:09:05.840]  她對我說
[00:09:05.840 --> 00:09:09.240]  她說你學彈琴吧
[00:09:09.240 --> 00:09:17.640]  因為彈琴是可以服侍神的
[00:09:17.640 --> 00:09:20.640]  在我很年輕的時候
[00:09:20.640 --> 00:09:23.440]  我已經去服侍
[00:09:23.440 --> 00:09:25.240]  幾十年的日子
[00:09:25.240 --> 00:09:27.240]  叫我知道
[00:09:27.240 --> 00:09:34.840]  服侍神是一個蒙福的道路
[00:09:34.840 --> 00:09:37.640]  所以去年
[00:09:37.640 --> 00:09:42.440]  當我兒子施敬在澳洲回來之後
[00:09:42.440 --> 00:09:46.640]  他說他選擇回到母校
[00:09:46.640 --> 00:09:50.240]  來做一個服侍人的工作
[00:09:50.240 --> 00:09:57.440]  就是一個信徒校務的工作
[00:09:57.440 --> 00:10:01.040]  當我聽到他做這個選擇的時候
[00:10:01.040 --> 00:10:04.440]  我心裡有無盡的感激
[00:10:04.440 --> 00:10:07.240]  我感謝我們的神
[00:10:07.240 --> 00:10:12.640]  祂選擇了一條服侍神的路
[00:10:12.640 --> 00:10:16.440]  我跟我的同工說
[00:10:16.440 --> 00:10:18.640]  我很開心
[00:10:18.640 --> 00:10:20.440]  我一直等這個日子
[00:10:20.440 --> 00:10:22.040]  一直等這個日子
[00:10:22.040 --> 00:10:26.440]  我可以全家的來服侍我的主
[00:10:26.440 --> 00:10:28.440]  我們看看生命記
[00:10:28.440 --> 00:10:32.040]  這裡說到當日
[00:10:32.040 --> 00:10:36.040]  約書亞帶領以色列人
[00:10:36.040 --> 00:10:38.640]  進入迦南之前
[00:10:38.640 --> 00:10:40.240]  去應許他們之前
[00:10:40.240 --> 00:10:43.640]  他都叫他們要選擇
[00:10:43.640 --> 00:10:44.640]  去勸他們
[00:10:44.640 --> 00:10:46.840]  現在你們要敬畏耶和華
[00:10:46.840 --> 00:10:49.440]  誠心實意的來侍奉祂
[00:10:49.440 --> 00:10:52.840]  如果你們以為侍奉耶和華不好
[00:10:52.840 --> 00:10:55.440]  今天你們就選擇要侍奉的
[00:10:55.440 --> 00:10:57.640]  不過約書亞說
[00:10:57.640 --> 00:10:59.840]  至於我和我家
[00:10:59.840 --> 00:11:04.240]  我們必定侍奉耶和華
[00:11:04.240 --> 00:11:07.640]  這個牌子
[00:11:07.640 --> 00:11:10.440]  As for me and my house
[00:11:10.440 --> 00:11:13.640]  We will serve the law
[00:11:13.640 --> 00:11:15.640]  就是這一句金句
[00:11:15.640 --> 00:11:17.640]  至於我和我家
[00:11:17.640 --> 00:11:21.640]  我們必定侍奉耶和華
[00:11:21.640 --> 00:11:23.840]  這個牌子是我結婚的時候
[00:11:23.840 --> 00:11:25.640]  一些結婚禮物
[00:11:25.640 --> 00:11:26.840]  這麼多年來
[00:11:26.840 --> 00:11:29.240]  我都掛在我的門上
[00:11:29.240 --> 00:11:31.040]  出入的時候
[00:11:31.040 --> 00:11:33.840]  都提醒自己
[00:11:33.840 --> 00:11:36.240]  至於我和我家
[00:11:36.240 --> 00:11:41.440]  我們必定侍奉耶和華
[00:11:41.440 --> 00:11:44.240]  父母都是將最好的
[00:11:44.240 --> 00:11:49.040]  來給我們的兒女
[00:11:49.040 --> 00:11:50.440]  我們知道
[00:11:50.440 --> 00:11:52.240]  為什麼我們要傳承
[00:11:52.240 --> 00:11:53.640]  我們最好的信仰
[00:11:53.640 --> 00:11:55.240]  最真實的信仰
[00:11:55.240 --> 00:11:57.240]  因為這個是神的吩咐
[00:11:57.240 --> 00:12:01.840]  因為這是一個好的事
[00:12:01.840 --> 00:12:04.440]  那到底要傳什麼呢
[00:12:04.440 --> 00:12:07.040]  信仰傳承的內容是什麼呢
[00:12:07.040 --> 00:12:10.440]  當然是聖經
[00:12:10.440 --> 00:12:11.840]  是不是
[00:12:11.840 --> 00:12:13.440]  但中間裡面
[00:12:13.440 --> 00:12:14.640]  最重要的
[00:12:14.640 --> 00:12:15.840]  讓我們的下一代
[00:12:15.840 --> 00:12:17.040]  讓我們的世世代代
[00:12:17.040 --> 00:12:19.240]  要知道的是什麼
[00:12:19.240 --> 00:12:22.840]  神是獨一的主
[00:12:22.840 --> 00:12:24.440]  生命記裡面
[00:12:24.440 --> 00:12:26.840]  要說以色列你要聽
[00:12:26.840 --> 00:12:28.240]  你要聽
[00:12:28.240 --> 00:12:33.840]  耶和華說我們的神是獨一的主
[00:12:33.840 --> 00:12:35.840]  並且我們要知道
[00:12:35.840 --> 00:12:37.640]  這個獨一的主
[00:12:37.640 --> 00:12:39.640]  是一個愛我們的神
[00:12:39.640 --> 00:12:42.840]  我們要我們的下一代都要知道
[00:12:42.840 --> 00:12:45.040]  我們這個獨一的真神
[00:12:45.040 --> 00:12:48.440]  是一個愛我們的神
[00:12:48.440 --> 00:12:49.840]  這一節的金句
[00:12:49.840 --> 00:12:52.640]  我相信每一個十元仔
[00:12:52.640 --> 00:12:54.440]  我們大部分人在這裡
[00:12:54.440 --> 00:12:56.440]  都應該悉念的
[00:12:56.440 --> 00:12:58.440]  神愛世人
[00:12:58.440 --> 00:13:00.440]  甚至將祂的獨生子
[00:13:00.440 --> 00:13:01.640]  賜給他們
[00:13:01.640 --> 00:13:03.640]  叫一切信祂的不致滅亡
[00:13:03.640 --> 00:13:04.840]  反得永生
[00:13:04.840 --> 00:13:06.240]  這個大好的信息
[00:13:06.240 --> 00:13:08.440]  這個福音的信息
[00:13:08.440 --> 00:13:11.440]  這個信仰
[00:13:11.440 --> 00:13:15.440]  是要我們傳下去
[00:13:15.440 --> 00:13:16.840]  獨一的神
[00:13:16.840 --> 00:13:19.440]  是一個愛我們的神
[00:13:19.440 --> 00:13:20.840]  有一首的詩歌
[00:13:20.840 --> 00:13:23.040]  大人十元仔都這麼喜歡唱的
[00:13:23.040 --> 00:13:24.440]  就是主耶穌愛我
[00:13:24.440 --> 00:13:27.240]  主耶穌愛我
[00:13:27.240 --> 00:13:28.640]  因為有什麼
[00:13:28.640 --> 00:13:31.640]  聖經告訴我
[00:13:31.640 --> 00:13:33.240]  讓每一個的孩子
[00:13:33.240 --> 00:13:37.240]  都知道這件事
[00:13:37.240 --> 00:13:39.040]  我們知道
[00:13:39.040 --> 00:13:40.640]  信仰要傳承
[00:13:40.640 --> 00:13:43.640]  因為神自己這樣吩咐
[00:13:43.640 --> 00:13:45.440]  因為我們都知道
[00:13:45.440 --> 00:13:48.040]  是一個真實的信仰
[00:13:48.040 --> 00:13:49.240]  我們又知道
[00:13:49.240 --> 00:13:51.040]  這個信仰告訴我們
[00:13:51.040 --> 00:13:52.440]  這個是獨一的神
[00:13:52.440 --> 00:13:56.640]  這個獨一的神是愛我們的神
[00:13:56.640 --> 00:13:57.840]  我們知道原因
[00:13:57.840 --> 00:14:00.840]  我們知道傳承的內容之後
[00:14:00.840 --> 00:14:03.040]  正正是我以下最想說的
[00:14:03.040 --> 00:14:05.440]  到底有什麼方法呢
[00:14:05.440 --> 00:14:07.240]  我們傳承下去的時候
[00:14:07.240 --> 00:14:09.040]  到底有什麼方法呢
[00:14:09.040 --> 00:14:10.240]  是很想今天
[00:14:10.240 --> 00:14:11.440]  大家我們一齊的
[00:14:11.440 --> 00:14:13.440]  來思想
[00:14:13.440 --> 00:14:14.840]  傳承
[00:14:14.840 --> 00:14:16.440]  一個信仰的傳承
[00:14:16.440 --> 00:14:18.640]  我們想
[00:14:18.640 --> 00:14:20.440]  教會
[00:14:20.440 --> 00:14:22.440]  當然是最大的責任
[00:14:22.440 --> 00:14:23.640]  對的
[00:14:23.640 --> 00:14:25.440]  一個宗教的教育
[00:14:25.440 --> 00:14:28.240]  今天神都託付了給教會
[00:14:28.240 --> 00:14:29.640]  包括
[00:14:29.640 --> 00:14:30.440]  我們說這個教會
[00:14:30.440 --> 00:14:32.440]  包括我們所有的
[00:14:32.440 --> 00:14:33.840]  基督教的學校
[00:14:33.840 --> 00:14:35.840]  機構
[00:14:35.840 --> 00:14:41.440]  我們自己的這間培理的幼稚園
[00:14:41.440 --> 00:14:43.440]  可能我們會問
[00:14:43.440 --> 00:14:45.440]  到底什麼時候開始
[00:14:45.440 --> 00:14:49.240]  這個宗教教育的呢
[00:14:49.240 --> 00:14:51.840]  有一次有一個家長
[00:14:51.840 --> 00:14:54.640]  他帶了一個一年級的學生
[00:14:54.640 --> 00:14:55.840]  五六歲左右
[00:14:55.840 --> 00:14:57.240]  去見一個牧師
[00:14:57.240 --> 00:14:58.240]  就問
[00:14:58.240 --> 00:14:59.440]  牧師啊
[00:14:59.440 --> 00:15:00.840]  我什麼時候開始
[00:15:00.840 --> 00:15:04.840]  來將聖經教導給他
[00:15:04.840 --> 00:15:08.840]  這個牧師就說
[00:15:08.840 --> 00:15:12.440]  你慢了六年
[00:15:12.440 --> 00:15:13.840]  這個家長
[00:15:13.840 --> 00:15:15.240]  這個媽媽
[00:15:15.240 --> 00:15:18.240]  是什麼意思呢
[00:15:18.240 --> 00:15:19.840]  如果我要說
[00:15:19.840 --> 00:15:20.840]  哦
[00:15:20.840 --> 00:15:21.640]  是
[00:15:21.640 --> 00:15:22.840]  雖然是慢了
[00:15:22.840 --> 00:15:24.040]  不過怎麼樣
[00:15:24.040 --> 00:15:26.440]  還可以的
[00:15:26.440 --> 00:15:27.440]  我們看一看
[00:15:27.440 --> 00:15:28.840]  以下這個
[00:15:28.840 --> 00:15:30.640]  一分鐘的短片
[00:15:30.640 --> 00:15:33.240]  你看這個小朋友
[00:15:33.240 --> 00:15:35.040]  只有兩歲
[00:15:35.040 --> 00:15:35.840]  只有兩歲
[00:15:35.840 --> 00:15:38.040]  你看一看
[00:15:38.040 --> 00:15:39.440]  讓我們一起來看
[00:15:49.240 --> 00:15:52.240]  人從哪裡來的
[00:15:52.240 --> 00:15:56.240]  圳圈從哪裡來的
[00:15:56.240 --> 00:16:01.240]  是一個人在這麼福氣
[00:16:01.240 --> 00:16:06.240]  他的名字是什麼意思呢
[00:16:06.240 --> 00:16:14.240]  你的名字是什麼意思呢
[00:16:14.240 --> 00:16:17.240]  你媽媽的名字是什麼意思呢
[00:16:18.240 --> 00:16:20.240]  你媽媽的名字是什麼意思呢
[00:16:20.240 --> 00:16:21.240]  你媽媽的名字是什麼意思呢
[00:16:21.240 --> 00:16:22.240]  你媽媽的名字是什麼意思呢
[00:16:22.240 --> 00:16:23.240]  你媽媽的名字是什麼意思呢
[00:16:23.240 --> 00:16:24.240]  你媽媽的名字是什麼意思呢
[00:16:24.240 --> 00:16:25.240]  你媽媽的名字是什麼意思呢
[00:16:25.240 --> 00:16:26.240]  你媽媽的名字是什麼意思呢
[00:16:26.240 --> 00:16:27.240]  你媽媽的名字是什麼意思呢
[00:16:27.240 --> 00:16:28.240]  你媽媽的名字是什麼意思呢
[00:16:28.240 --> 00:16:29.240]  你媽媽的名字是什麼意思呢
[00:16:29.240 --> 00:16:30.240]  你媽媽的名字是什麼意思呢
[00:16:30.240 --> 00:16:31.240]  你媽媽的名字是什麼意思呢
[00:16:31.240 --> 00:16:32.240]  你媽媽的名字是什麼意思呢
[00:16:32.240 --> 00:16:33.240]  你媽媽的名字是什麼意思呢
[00:16:33.240 --> 00:16:34.240]  你媽媽的名字是什麼意思呢
[00:16:34.240 --> 00:16:35.240]  你媽媽的名字是什麼意思呢
[00:16:35.240 --> 00:16:36.240]  你媽媽的名字是什麼意思呢
[00:16:36.240 --> 00:16:37.240]  你媽媽的名字是什麼意思呢
[00:16:37.240 --> 00:16:38.240]  你媽媽的名字是什麼意思呢
[00:16:38.240 --> 00:16:58.240]  你媽媽的名字是什麼意思呢
[00:16:58.240 --> 00:17:10.240]  你媽媽的名字是什麼意思呢
[00:17:10.240 --> 00:17:38.240]  你媽媽的名字是什麼意思呢
[00:17:38.240 --> 00:17:40.240]  你媽媽的名字是什麼意思呢
[00:17:40.240 --> 00:17:41.240]  你媽媽的名字是什麼意思呢
[00:17:41.240 --> 00:17:42.240]  你媽媽的名字是什麼意思呢
[00:17:42.240 --> 00:17:43.240]  你媽媽的名字是什麼意思呢
[00:17:43.240 --> 00:17:44.240]  你媽媽的名字是什麼意思呢
[00:17:44.240 --> 00:17:45.240]  你媽媽的名字是什麼意思呢
[00:17:45.240 --> 00:17:46.240]  你媽媽的名字是什麼意思呢
[00:17:46.240 --> 00:17:47.240]  你媽媽的名字是什麼意思呢
[00:17:47.240 --> 00:17:48.240]  你媽媽的名字是什麼意思呢
[00:17:48.240 --> 00:17:49.240]  你媽媽的名字是什麼意思呢
[00:17:49.240 --> 00:17:50.240]  你媽媽的名字是什麼意思呢
[00:17:50.240 --> 00:17:51.240]  你媽媽的名字是什麼意思呢
[00:17:51.240 --> 00:17:52.240]  你媽媽的名字是什麼意思呢
[00:17:52.240 --> 00:17:53.240]  你媽媽的名字是什麼意思呢
[00:17:53.240 --> 00:17:54.240]  你媽媽的名字是什麼意思呢
[00:17:54.240 --> 00:17:55.240]  你媽媽的名字是什麼意思呢
[00:17:55.240 --> 00:17:56.240]  你媽媽的名字是什麼意思呢
[00:17:56.240 --> 00:17:57.240]  你媽媽的名字是什麼意思呢
[00:17:57.240 --> 00:17:58.240]  你媽媽的名字是什麼意思呢
[00:17:58.240 --> 00:18:14.240]  你媽媽的名字是什麼意思呢
[00:18:14.240 --> 00:18:29.240]  你媽媽的名字是什麼意思呢
[00:18:29.240 --> 00:18:49.240]  你媽媽的名字是什麼意思呢
[00:18:49.240 --> 00:19:04.240]  你媽媽的名字是什麼意思呢
[00:19:04.240 --> 00:19:24.240]  你媽媽的名字是什麼意思呢
[00:19:24.240 --> 00:19:39.240]  你媽媽的名字是什麼意思呢
[00:19:39.240 --> 00:19:54.240]  你媽媽的名字是什麼意思呢
[00:19:54.240 --> 00:20:09.240]  你媽媽的名字是什麼意思呢
[00:20:09.240 --> 00:20:29.240]  你媽媽的名字是什麼意思呢
[00:20:29.240 --> 00:20:44.240]  你媽媽的名字是什麼意思呢
[00:20:44.240 --> 00:20:59.240]  你媽媽的名字是什麼意思呢
[00:20:59.240 --> 00:21:14.240]  你媽媽的名字是什麼意思呢
[00:21:14.240 --> 00:21:29.240]  你媽媽的名字是什麼意思呢
[00:21:29.240 --> 00:21:49.240]  你媽媽的名字是什麼意思呢
[00:21:49.240 --> 00:21:59.240]  你媽媽的名字是什麼意思呢
[00:21:59.240 --> 00:22:09.240]  你媽媽的名字是什麼意思呢
[00:22:09.240 --> 00:22:19.240]  你媽媽的名字是什麼意思呢
[00:22:19.240 --> 00:22:29.240]  你媽媽的名字是什麼意思呢
[00:22:29.240 --> 00:22:39.240]  你媽媽的名字是什麼意思呢
[00:22:39.240 --> 00:22:49.240]  你媽媽的名字是什麼意思呢
[00:22:49.240 --> 00:22:59.240]  你媽媽的名字是什麼意思呢
[00:22:59.240 --> 00:23:09.240]  你媽媽的名字是什麼意思呢
[00:23:09.240 --> 00:23:19.240]  你媽媽的名字是什麼意思呢
[00:23:19.240 --> 00:23:29.240]  你媽媽的名字是什麼意思呢
[00:23:29.240 --> 00:23:39.240]  你媽媽的名字是什麼意思呢
[00:23:39.240 --> 00:23:49.240]  你媽媽的名字是什麼意思呢
[00:23:49.240 --> 00:23:59.240]  你媽媽的名字是什麼意思呢
[00:23:59.240 --> 00:24:09.240]  你媽媽的名字是什麼意思呢
[00:24:09.240 --> 00:24:19.240]  你媽媽的名字是什麼意思呢
[00:24:19.240 --> 00:24:29.240]  你媽媽的名字是什麼意思呢
[00:24:29.240 --> 00:24:39.240]  你媽媽的名字是什麼意思呢
[00:24:39.240 --> 00:24:49.240]  你媽媽的名字是什麼意思呢
[00:24:49.240 --> 00:24:59.240]  你媽媽的名字是什麼意思呢
[00:24:59.240 --> 00:25:09.240]  你媽媽的名字是什麼意思呢
[00:25:09.240 --> 00:25:19.240]  你媽媽的名字是什麼意思呢
[00:25:19.240 --> 00:25:39.240]  你媽媽的名字是什麼意思呢
[00:25:39.240 --> 00:25:49.240]  你媽媽的名字是什麼意思呢
[00:25:49.240 --> 00:25:59.240]  你媽媽的名字是什麼意思呢
[00:25:59.240 --> 00:26:09.240]  你媽媽的名字是什麼意思呢
[00:26:09.240 --> 00:26:19.240]  你媽媽的名字是什麼意思呢
[00:26:19.240 --> 00:26:29.240]  你媽媽的名字是什麼意思呢
[00:26:29.240 --> 00:26:39.240]  你媽媽的名字是什麼意思呢
[00:26:39.240 --> 00:26:49.240]  你媽媽的名字是什麼意思呢
[00:26:49.240 --> 00:26:59.240]  你媽媽的名字是什麼意思呢
[00:26:59.240 --> 00:27:09.240]  你媽媽的名字是什麼意思呢
[00:27:09.240 --> 00:27:19.240]  你媽媽的名字是什麼意思呢
[00:27:19.240 --> 00:27:29.240]  你媽媽的名字是什麼意思呢
[00:27:29.240 --> 00:27:39.240]  你媽媽的名字是什麼意思呢
[00:27:39.240 --> 00:27:49.240]  你媽媽的名字是什麼意思呢
[00:27:49.240 --> 00:28:09.240]  你媽媽的名字是什麼意思呢
[00:28:09.240 --> 00:28:19.240]  你媽媽的名字是什麼意思呢
[00:28:19.240 --> 00:28:29.240]  你媽媽的名字是什麼意思呢
