
[00:00:00.000 --> 00:00:04.400]  我以前講道我從來都不講啟示錄的
[00:02:16.680 --> 00:02:21.000]  這個夢是什麼呢 就是歷史四個時代的發展
[00:02:21.000 --> 00:02:25.560]  那個巨大的偶像 金頭 銀胸 銅腰 鐵腿
[00:02:25.560 --> 00:02:28.520]  代表四大帝國 聖經很明顯
[00:02:28.520 --> 00:02:31.240]  它的寓言是歷史發展的
[00:02:31.240 --> 00:02:35.920]  不是說看相 將來可能有桃花運 不是那些
[00:02:35.920 --> 00:02:38.200]  是整個歷史那種的
[00:02:38.200 --> 00:02:43.560]  它講到巴比倫 到波斯 到希臘 到羅馬
[00:02:43.560 --> 00:02:49.960]  羅馬又分為二 最後化為鐵 泥 混伴的十個腳趾頭
[00:02:49.960 --> 00:02:56.320]  由上帝在《但以理》講明大帝國的命定和興亡
[00:02:56.320 --> 00:02:59.120]  而這個《但以理》書的寓言
[00:02:59.120 --> 00:03:01.960]  究竟是不是真的在講歷史發展呢
[00:03:01.960 --> 00:03:04.120]  耶穌肯定了
[00:03:04.120 --> 00:03:07.120]  因為耶穌講到聖殿被毀的時候
[00:03:07.120 --> 00:03:11.520]  祂就提到讀者經的人需要會義
[00:03:11.520 --> 00:03:17.920]  就是說讀大理會到耶穌的時候 寓言還在應驗中
[00:03:17.920 --> 00:03:25.240]  所以從《但以理》之後有沒有希臘 羅馬
[00:03:25.240 --> 00:03:27.160]  我們是不是真的這樣講呢
[00:03:27.160 --> 00:03:28.560]  大家發現 是的
[00:03:28.560 --> 00:03:33.800]  因為耶穌說到羅馬的時候 都是在應驗《但以理》書的寓言
[00:03:33.800 --> 00:03:36.200]  而《但以理》書講的是什麼呢
[00:03:36.200 --> 00:03:41.680]  我要指示你 老路臨完必有的事
[00:03:41.680 --> 00:03:45.040]  因為這是關乎末後的定期
[00:03:45.040 --> 00:03:48.000]  就是神對末後是有了一個定期的
[00:03:48.000 --> 00:03:52.360]  就是神知道未來怎麼發展 所以有祂的確定的做法
[00:03:52.360 --> 00:03:57.720]  而且祂還是有老路 就是神有懲罰的來臨
[00:03:57.720 --> 00:03:59.640]  對世界那種的譴責
[00:03:59.640 --> 00:04:02.720]  然後當時和《但以理》傾的聖者
[00:04:02.720 --> 00:04:06.840]  有人說那可能就是耶穌本身 或者是加帕列天使
[00:04:06.840 --> 00:04:10.760]  他說現在我要回去與波斯的魔君爭戰
[00:04:10.760 --> 00:04:14.280]  我去後希臘的魔君必來
[00:04:14.280 --> 00:04:18.280]  波斯魔君就是每個地方都有魔鬼控制的力量
[00:04:18.280 --> 00:04:21.880]  所以他來的時候被波斯魔君阻擋
[00:04:21.880 --> 00:04:24.120]  他去都要和他爭戰
[00:04:24.120 --> 00:04:27.720]  但是波斯之後就到希臘
[00:04:27.720 --> 00:04:32.480]  後來希臘就是亞歷山大大帝興起
[00:04:32.480 --> 00:04:34.200]  就是西方力量的興起
[00:04:34.200 --> 00:04:35.960]  接著到羅馬帝國
[00:04:35.960 --> 00:04:39.760]  就是四大帝國根據語言裡面說
[00:04:39.760 --> 00:04:42.840]  後兩個都是希臘的 那邊來的
[00:04:42.840 --> 00:04:47.160]  而這個希臘那邊來的魔鬼的那個
[00:04:47.160 --> 00:04:51.200]  也成為強大的國家的勢力
[00:04:51.200 --> 00:04:55.400]  到羅馬亡了之後 一路到今天歐洲
[00:04:55.400 --> 00:04:58.800]  是繼續的 這樣才奇怪
[00:04:58.800 --> 00:05:04.400]  所以這些很奇怪的語言你估不到這樣逐步應驗
[00:05:04.400 --> 00:05:09.280]  但是你說到代表歷史四大帝國威榮的巨像
[00:05:09.280 --> 00:05:13.160]  這個巨像是被石頭扔倒了
[00:05:13.160 --> 00:05:17.640]  是非人手的 上帝打碎了帝國的威榮
[00:05:17.640 --> 00:05:20.200]  而羅馬帝國的碎裂
[00:05:20.200 --> 00:05:26.360]  就是羅馬之地有七座山 叫做七頭
[00:05:26.360 --> 00:05:29.720]  它的腳趾有十隻 腳趾有十角
[00:05:29.720 --> 00:05:33.040]  就是後來說的 啟紹說的 七頭就有二
[00:05:33.040 --> 00:05:34.600]  大理也有這樣說的
[00:05:34.600 --> 00:05:38.200]  就是說羅馬倒塌之後
[00:05:38.200 --> 00:05:43.560]  它有十大民族 十大蠻族分裂了羅馬
[00:05:43.560 --> 00:05:46.320]  十隻角一直都不明白 七頭就明白
[00:05:46.320 --> 00:05:50.160]  因為聖經說明七座山 羅馬有七座山
[00:05:50.160 --> 00:05:54.880]  七頭的怪獸就代表羅馬和歐洲
[00:05:54.880 --> 00:05:56.560]  但是十角是什麼呢?
[00:05:56.560 --> 00:06:01.560]  原來我們查歷史就是十個蠻族將羅馬瓜分了
[00:06:01.560 --> 00:06:04.280]  所以到了後來的時代
[00:06:04.280 --> 00:06:07.360]  就有一大紅龍是七頭十角
[00:06:07.360 --> 00:06:09.960]  然後大紅龍突然退隱之後就到
[00:06:09.960 --> 00:06:13.080]  那隻怪獸上來就是十角七頭
[00:06:13.080 --> 00:06:14.800]  十角就是分裂了歐洲
[00:06:14.800 --> 00:06:18.400]  其實也是七頭 就是歐洲的羅馬那個地方
[00:06:18.400 --> 00:06:21.240]  這裡形成一個共同體
[00:06:21.240 --> 00:06:24.680]  這隻獸是十隻角黏在一起的
[00:06:24.680 --> 00:06:29.560]  因此就開始發覺歐洲成為一個共同體的寓言
[00:06:29.560 --> 00:06:34.840]  竟然到20世紀分裂了的歐洲就成為共同體了
[00:06:34.840 --> 00:06:38.160]  既是這裡 也是歐盟
[00:06:38.160 --> 00:06:40.880]  很奇妙的寓言應驗
[00:06:40.880 --> 00:06:43.520]  所以十隻腳指所代表的
[00:06:43.520 --> 00:06:45.880]  那個象的十隻腳指就是十大民族
[00:06:45.880 --> 00:06:49.480]  十大民族就是今天的歐洲的那些國
[00:06:49.480 --> 00:06:54.680]  德國、法國、英國這些族裔就是那些蠻族
[00:06:54.680 --> 00:06:57.280]  就是滅了羅馬的蠻族的後人
[00:06:57.280 --> 00:07:00.560]  羅馬叫他們做蠻族 他們很野蠻
[00:07:00.560 --> 00:07:03.080]  但是他們現在變成文明的領頭了
[00:07:03.080 --> 00:07:07.600]  認為他們的文明是世界要跟的 就是這樣來的
[00:07:07.600 --> 00:07:10.880]  所以耶穌的寓言就傳遍是這樣說的
[00:07:10.880 --> 00:07:12.720]  這個天國福音會傳遍天下
[00:07:12.720 --> 00:07:15.440]  對萬民作見證 要末期先來
[00:07:15.440 --> 00:07:19.680]  那耶穌說到什麼時候世界末日到呢? 福音傳遍的時候
[00:07:19.680 --> 00:07:22.880]  「你看見先知大人所說的那行毀壞可憎的
[00:07:22.880 --> 00:07:26.680]  站在聖地讀者經的人需要會議」
[00:07:26.680 --> 00:07:28.720]  就是說到末日的時候
[00:07:28.720 --> 00:07:32.160]  在聖地的「可憎」這個一般是指基督
[00:07:32.160 --> 00:07:36.000]  但是同時也有可能是指耶穌之後
[00:07:36.000 --> 00:07:42.560]  聖殿被毀 但是末期就要到福音傳遍了
[00:07:42.560 --> 00:07:44.440]  所以什麼時候福音傳遍呢?
[00:07:44.440 --> 00:07:46.520]  中國一直都沒有開放
[00:07:46.520 --> 00:07:48.240]  那就不用怕末日到了
[00:07:48.240 --> 00:07:50.600]  中國開放 中國很難相信
[00:07:50.600 --> 00:07:53.760]  福音傳遍了七八十年 還差穆斯林
[00:07:53.760 --> 00:07:55.360]  不用怕 穆斯林還沒有
[00:07:55.360 --> 00:07:57.160]  就是伊斯蘭教還沒有 很多人相信
[00:07:57.160 --> 00:08:00.840]  最近消息說伊朗福音大復興
[00:08:00.840 --> 00:08:03.600]  開始伊斯蘭教很多人相信耶穌
[00:08:03.600 --> 00:08:07.120]  耶穌有一個顯現 現在有很多說法
[00:08:07.120 --> 00:08:12.800]  就是說 接著如果伊斯蘭教世界普遍傳遍
[00:08:12.800 --> 00:08:15.520]  就會回來了 先不要這麼快
[00:08:15.520 --> 00:08:18.920]  傳遍就回來了 當然要傳多一點
[00:08:18.920 --> 00:08:22.560]  但是現在傳遍了 是不是現在呢?
[00:08:22.560 --> 00:08:25.840]  我們就在這些問題上很有趣
[00:08:25.840 --> 00:08:32.560]  就是末世的「十國七頭獸」和「大淫婦」是什麼呢?
[00:08:32.560 --> 00:08:35.800]  以前小時候 十幾二十歲都看過一些書
[00:08:35.800 --> 00:08:40.000]  說過的 就是歐洲的共同體那一類
[00:08:40.000 --> 00:08:44.520]  約翰描述大紅龍的七頭十國
[00:08:44.520 --> 00:08:48.960]  這個就是指羅馬的 約翰說的那個
[00:08:48.960 --> 00:08:51.960]  就是羅馬是七個頭 就是七座山
[00:08:51.960 --> 00:08:54.360]  十國就是後來的分裂的意思
[00:08:54.360 --> 00:09:00.440]  那個曾經迫害過一個女人 懷了一個嬰孩
[00:09:00.440 --> 00:09:03.800]  那個大概是迫害以色列和耶穌
[00:09:03.800 --> 00:09:07.440]  嬰孩就是基督教 耶穌那個女人可能就是知識
[00:09:07.440 --> 00:09:11.160]  一般的解釋就是這樣 今天就不說那些部份了
[00:09:11.160 --> 00:09:13.840]  約翰時代的羅馬帝國
[00:09:13.840 --> 00:09:21.280]  他不可以直接罵羅馬帝國 所以用怪獸來表達
[00:09:21.280 --> 00:09:25.680]  七個頭 那條龍就是暗喻羅馬帝國
[00:09:25.680 --> 00:09:28.400]  他們迫害基督教 就摧毀以色列
[00:09:28.400 --> 00:09:33.080]  當時就是把那個懷了嬰孩的女人追殺
[00:09:33.080 --> 00:09:35.920]  但是那個又跑掉了 在抗爭那裡
[00:09:35.920 --> 00:09:39.600]  那個可能的意思就是 以色列並沒有被他滅了
[00:09:39.600 --> 00:09:43.200]  所以後來會復國的 他的預言都很奇妙
[00:09:43.200 --> 00:09:47.360]  那個龍用噴水想淹死他 淹不死的
[00:09:47.360 --> 00:09:51.960]  而那個嬰孩已經上了天 就是說耶穌復活在天上
[00:09:51.960 --> 00:09:56.480]  就是說這裡大紅龍就停止活動了
[00:09:56.480 --> 00:09:59.080]  就是古代到中世紀完結
[00:09:59.080 --> 00:10:03.280]  然後新的獸出來 都是七頭十國
[00:10:03.280 --> 00:10:10.000]  以前七頭上有冠冕 就是指羅馬
[00:10:10.000 --> 00:10:14.080]  七頭指七頭三 指統一的羅馬 羅馬有權柄
[00:10:14.080 --> 00:10:17.040]  到歐洲的時候就是十個國有冠冕
[00:10:17.040 --> 00:10:19.760]  已經分裂成不同的國
[00:10:19.760 --> 00:10:26.000]  20世紀中二後 就是歐盟和北約的結合
[00:10:26.000 --> 00:10:28.720]  這個就是末世時代的出現
[00:10:28.720 --> 00:10:31.120]  如果不是這樣 我們都不知道什麼是七頭十國
[00:10:31.120 --> 00:10:33.280]  如果中世紀看不明白說什麼
[00:10:33.280 --> 00:10:38.560]  但到今天歐洲的發展 看來好像是聖經說的那樣
[00:10:38.560 --> 00:10:43.680]  約翰預言有個大淫婦 坐在縱水之上
[00:10:43.680 --> 00:10:45.640]  縱水就是縱民
[00:10:45.640 --> 00:10:51.520]  很多國度裡面 之上有個淫婦
[00:10:51.520 --> 00:10:55.440]  站在珠紅色的獸的七頭十國
[00:10:55.440 --> 00:10:58.400]  聖經用淫婦這個字是指什麼呢?
[00:10:58.400 --> 00:11:03.440]  如果看《荷西亞書》就知道 淫婦就是指背叛了神
[00:11:03.440 --> 00:11:06.080]  《荷西亞書》就是以色列背叛神
[00:11:06.080 --> 00:11:09.680]  所以神給以色列稱之為淫婦
[00:11:09.680 --> 00:11:12.640]  叫荷西亞取淫婦為妻
[00:11:12.640 --> 00:11:18.080]  就是說以色列恨淫 大恨淫亂離棄
[00:11:18.080 --> 00:11:23.920]  它信耶和華 但它背叛神 拜偶像 拜其他東西
[00:11:23.920 --> 00:11:29.760]  變成了離棄神 用大淫婦來代表
[00:11:29.760 --> 00:11:33.600]  所以耶利米斯說以色列家
[00:11:33.600 --> 00:11:37.600]  你們向我恨鬼 真是妻子恨鬼離開那張帳篷
[00:11:37.600 --> 00:11:42.560]  所以聖經用淫婦 背棄了她的家
[00:11:42.560 --> 00:11:46.080]  代表以色列離棄神
[00:11:46.080 --> 00:11:50.320]  而啟示說到七頭就是女人所在 七座山
[00:11:50.320 --> 00:11:54.720]  七頭就是指七座山 即是指羅馬城的七座山
[00:11:54.720 --> 00:12:00.240]  明顯就是羅馬時的歐洲和它勢力和文化分裂為十個國
[00:12:00.240 --> 00:12:03.680]  後來很多個國 但原本是十個蠻族
[00:12:03.680 --> 00:12:10.800]  後來這些多元的聯盟就形成了活世時代的開始
[00:12:10.800 --> 00:12:16.640]  大淫婦就是說當歐洲列強背叛上帝的時候
[00:12:16.640 --> 00:12:21.280]  歐洲我們都知道 曾經十九世紀有很多傳福音
[00:12:21.280 --> 00:12:25.040]  來到中國等等 英國 德國 很多傳教士
[00:12:25.040 --> 00:12:27.760]  我們都是他們的國子
[00:12:27.760 --> 00:12:32.480]  但今天歐洲 德國也好 法國也好
[00:12:32.480 --> 00:12:38.960]  荷蘭這些所有的國 全部都是LGBTQ
[00:12:38.960 --> 00:12:45.040]  全部都是放縱吸大麻吸毒 是自由的
[00:12:45.040 --> 00:12:50.160]  就完全為了LGBTQ所得到的好處
[00:12:50.160 --> 00:12:54.480]  就要摧毀基督教 摧毀基督教的宇宙觀
[00:12:54.480 --> 00:12:58.080]  所以突然間有個轉變 二十世紀的轉變
[00:12:58.080 --> 00:13:01.680]  第一它變成了一種強權形態 就是NATO
[00:13:01.680 --> 00:13:05.280]  很多國家聯合起來 以前它獨自去侵略人家
[00:13:05.280 --> 00:13:08.320]  但後來連在一起 一個很強大的勢力
[00:13:08.320 --> 00:13:14.080]  歐盟是經濟體 它又已經背叛了神
[00:13:14.080 --> 00:13:17.520]  雖然原則上有些國教還是基督教
[00:13:17.520 --> 00:13:22.560]  德國 瑞典 挪威都是用聖義宗
[00:13:22.560 --> 00:13:26.800]  英國就是聖公會
[00:13:26.800 --> 00:13:30.720]  但是人民已經不再順義
[00:13:30.720 --> 00:13:34.640]  跟著那種放縱形態的文化
[00:13:34.640 --> 00:13:39.120]  所以是褻瀆上帝 破壞家庭 吸毒 合法放縱情慾
[00:13:39.120 --> 00:13:42.560]  就是這樣 我估計這種
[00:13:42.560 --> 00:13:45.520]  今天美國 殺到美國了這段時間
[00:13:45.520 --> 00:13:48.960]  之前美國守的時候 現在美國也衝過來
[00:13:48.960 --> 00:13:50.960]  開始就形成一個
[00:13:50.960 --> 00:13:55.120]  我認為這個就是指敵基督時代的文化
[00:13:55.120 --> 00:13:58.720]  所以當那個法國在奧運會
[00:13:58.720 --> 00:14:02.720]  它開幕禮的時候出現那些很淫亂的畫面
[00:14:02.720 --> 00:14:06.320]  如果你明白 你不知道說什麼就無所謂了
[00:14:06.320 --> 00:14:08.560]  你知道說什麼 因為我們讀過文化學
[00:14:08.560 --> 00:14:16.160]  我們知道它是褻瀆基督 將希臘的酒神Dionysus
[00:14:16.160 --> 00:14:18.800]  作為一個主角 藍色的肥佬
[00:14:18.800 --> 00:14:21.040]  沒什麼穿衣服的 坐在桌子上
[00:14:21.040 --> 00:14:23.520]  那張桌子好像耶穌和張曼珊一樣
[00:14:23.520 --> 00:14:28.000]  那個就是酒神 酒神代表放縱在希臘的神話裡面
[00:14:28.000 --> 00:14:32.240]  就是淫亂和放縱 就是宣揚一個這樣的訊息
[00:14:32.240 --> 00:14:35.840]  歐洲已經變成這樣的歐洲
[00:14:35.840 --> 00:14:39.440]  而那些獸就是指王 又是指國
[00:14:39.440 --> 00:14:41.040]  就是權柄能力
[00:14:41.040 --> 00:14:45.360]  就是說歐洲是多文多人多國多分
[00:14:45.360 --> 00:14:46.800]  大淫婦站在上面
[00:14:46.800 --> 00:14:49.200]  就是說在末日的時候
[00:14:49.200 --> 00:14:53.920]  已經成為一個歐洲的霸權 背叛了神
[00:14:53.920 --> 00:14:57.840]  所以我們看那幅圖上面是大淫婦坐在大陸
[00:14:57.840 --> 00:15:00.800]  後面那些是高樓大廈 有直升機
[00:15:00.800 --> 00:15:03.840]  下面就是英國當它強大的時候
[00:15:03.840 --> 00:15:06.240]  侵略世界很多地方 好像是八爪魚
[00:15:06.240 --> 00:15:08.640]  樣樣都搶了
[00:15:08.640 --> 00:15:15.120]  那麼這個大淫婦的淫亂是什麼呢?
[00:15:15.120 --> 00:15:18.640]  在《約翰一書》第二章十九節說
[00:15:18.640 --> 00:15:20.960]  他就說這個所謂的敵基督
[00:15:20.960 --> 00:15:25.520]  就是我們中間出去 卻不是屬我們的
[00:15:25.520 --> 00:15:27.840]  是基督教裡面出來的
[00:15:27.840 --> 00:15:29.520]  但已經不是真是信基督了
[00:15:29.520 --> 00:15:33.280]  就是否認基督 表面上可能他還是教會的人
[00:15:33.280 --> 00:15:35.840]  那些叫做離道反教 寶萊所說的
[00:15:35.840 --> 00:15:40.320]  他是大罪人 寶萊貼十來家後書裡面說的
[00:15:40.320 --> 00:15:42.880]  是抵擋著高抬自己
[00:15:42.880 --> 00:15:46.640]  超過一切稱為神的 一切受人敬拜的
[00:15:46.640 --> 00:15:48.080]  就是高過其他神
[00:15:48.080 --> 00:15:51.120]  甚至坐在上帝殿裡自稱是上帝
[00:15:51.120 --> 00:15:56.320]  這個說法就是他們已經是取代上帝的位
[00:15:56.320 --> 00:16:01.280]  那個是誰出去 就是自我
[00:16:01.280 --> 00:16:04.320]  所以這個肉體的情慾 眼目的情慾
[00:16:04.320 --> 00:16:06.560]  還有今生的驕傲
[00:16:06.560 --> 00:16:08.640]  這個就是指敵基督
[00:16:08.640 --> 00:16:10.720]  淫亂是指離棄上帝
[00:16:10.720 --> 00:16:13.760]  一個放縱情慾的文化
[00:16:13.760 --> 00:16:20.720]  混淆癡紅 顛倒倫理 破壞家庭
[00:16:20.720 --> 00:16:24.960]  混淆性別 吸毒 吸大麻 全部合法
[00:16:24.960 --> 00:16:28.960]  崇拜物質榮華 經濟集團的勢力
[00:16:28.960 --> 00:16:31.120]  政治上意識形態
[00:16:31.120 --> 00:16:34.880]  表面上就驕傲國家 這樣就難受了
[00:16:34.880 --> 00:16:38.160]  還讀聖經 但全部不是
[00:16:38.160 --> 00:16:42.240]  所以今天我們都看到
[00:16:42.240 --> 00:16:46.640]  很多好像是驕傲儀式 但實際背叛了
[00:16:46.640 --> 00:16:50.960]  所以我弄出來的第一幅就是大淫婦
[00:16:50.960 --> 00:16:57.040]  第二幅就是奧運會
[00:16:57.040 --> 00:17:01.200]  第三幅不說了 你看就明白
[00:17:01.200 --> 00:17:04.640]  說了是犯法的
[00:17:04.640 --> 00:17:07.600]  這是一個大勢力的出現
[00:17:07.600 --> 00:17:09.920]  就是歐洲最先背叛
[00:17:09.920 --> 00:17:12.880]  第二隻獸更加難明白 是什麼來的呢?
[00:17:12.880 --> 00:17:17.440]  幕後有個霸主型的大國
[00:17:17.440 --> 00:17:22.640]  范爾里書說到有第四隻獸 很有力量
[00:17:22.640 --> 00:17:26.800]  海上有四隻獸 第四隻有十隻角
[00:17:26.800 --> 00:17:29.840]  那些角又長出一個小角
[00:17:29.840 --> 00:17:33.200]  這個角有眼像人的眼 又口說誇大
[00:17:33.200 --> 00:17:35.760]  這個角與聖文爭戰 聖了它
[00:17:35.760 --> 00:17:39.600]  後來又興起一王 必向至高者説誇大
[00:17:39.600 --> 00:17:43.360]  必折磨至高者的聖文 必想改變哲學律法
[00:17:43.360 --> 00:17:45.760]  最後那個就是迪基督
[00:17:45.760 --> 00:17:47.760]  可能是這個國出來的
[00:17:47.760 --> 00:17:51.840]  就是由十隻角分裂到歐洲
[00:17:51.840 --> 00:17:54.720]  另外出一個很強的新的國出來
[00:17:54.720 --> 00:18:01.680]  它是有眼像人一樣 將人提高的
[00:18:01.680 --> 00:18:04.880]  誇大的 反對神的
[00:18:04.880 --> 00:18:07.520]  誇大人的權力和地位
[00:18:07.520 --> 00:18:12.000]  以人為偶像 崇拜自我權力的一個這樣的文化
[00:18:12.000 --> 00:18:15.200]  這個文化會成為一個超級的霸權
[00:18:15.200 --> 00:18:18.400]  就會放縱吸毒 破壞婚姻性別
[00:18:18.400 --> 00:18:21.680]  毀壞時期等等 毀壞時期很簡單
[00:18:21.680 --> 00:18:24.800]  聖誕節 聖誕節改做Happy Holiday
[00:18:24.800 --> 00:18:27.200]  這些事情已經出現了
[00:18:27.200 --> 00:18:28.640]  我才突然間明白
[00:18:28.640 --> 00:18:32.640]  這個時候說的可能就是現在這個時代發生的
[00:18:32.640 --> 00:18:36.000]  如果不是的話 我可能說錯了
[00:18:36.000 --> 00:18:38.240]  都是我猜的 我推論的
[00:18:38.240 --> 00:18:39.520]  但是我突然間明白
[00:18:39.520 --> 00:18:43.360]  因為我時評論看到這個情況出現
[00:18:43.360 --> 00:18:46.640]  哪個國是由歐洲出來很強大的呢?
[00:18:46.640 --> 00:18:50.640]  你應該想到 我們都要為美國祈禱
[00:18:50.640 --> 00:18:53.680]  因為我來的時候 美國是很基督教的
[00:18:53.680 --> 00:18:55.440]  我們留學的時候
[00:18:55.440 --> 00:18:59.920]  但是現在美國好像已經背叛了基督教
[00:18:59.920 --> 00:19:03.600]  甚至政治暗殺可以出現
[00:19:03.600 --> 00:19:06.160]  跟我們來的時候 美國是很不一樣的
[00:19:06.160 --> 00:19:07.600]  所以一定要為美國祈禱
[00:19:07.600 --> 00:19:12.640]  因為一個原本是跟從神的青九道建立的美國文化
[00:19:12.640 --> 00:19:17.120]  但是它另外有一個世俗文化的傳統在美國
[00:19:17.120 --> 00:19:22.560]  那個就是由美國在裸美的時候
[00:19:22.560 --> 00:19:27.040]  其實是維吉尼亞那家公司搶奪土地
[00:19:27.040 --> 00:19:29.280]  就殺了很多原住民
[00:19:29.280 --> 00:19:32.400]  但是清教徒來就沒有殺原住民的
[00:19:32.400 --> 00:19:34.160]  是跟他好朋友的
[00:19:34.160 --> 00:19:36.160]  我查回那段歷史
[00:19:36.160 --> 00:19:39.920]  有另外一個世俗力量是政治和軍事的
[00:19:39.920 --> 00:19:42.080]  一個屬靈力量是清教徒的
[00:19:42.080 --> 00:19:45.520]  他們將美國建立希望一個基督教為本國的
[00:19:45.520 --> 00:19:49.520]  所以美國很多基督徒是遵守基督徒的生命
[00:19:49.520 --> 00:19:52.320]  但是美國的政治是走另一條路
[00:19:52.320 --> 00:19:53.840]  世俗主義的路
[00:19:53.840 --> 00:19:55.840]  所以這個第二隻獸出現
[00:19:55.840 --> 00:20:00.880]  啟示獄說有兩國如同羊羔在地上出來
[00:20:00.880 --> 00:20:04.640]  羊羔好像是基督教背景
[00:20:04.640 --> 00:20:06.240]  但是說話好像龍
[00:20:06.240 --> 00:20:08.800]  但是它開始慢慢變成魔鬼
[00:20:08.800 --> 00:20:10.480]  它做到頭一隻獸權
[00:20:10.480 --> 00:20:13.120]  就是歐洲的權柄開始有
[00:20:13.120 --> 00:20:18.080]  而且叫人拜那個死傷醫好的頭的獸
[00:20:18.080 --> 00:20:20.720]  就好像歐洲打仗第二次大戰
[00:20:20.720 --> 00:20:23.360]  第一次大戰傷了之後去救回他
[00:20:23.360 --> 00:20:26.240]  而且它有大騎士能夠叫火從天降
[00:20:26.240 --> 00:20:31.200]  就是它有很強的天上射下來的軍事力量
[00:20:31.200 --> 00:20:32.800]  我們都猜到是什麼
[00:20:32.800 --> 00:20:35.520]  而且它走很多騎士
[00:20:35.520 --> 00:20:38.480]  就是很多科技產生很厲害的東西
[00:20:38.480 --> 00:20:40.400]  所以從這裡我們推論
[00:20:40.400 --> 00:20:44.720]  是指一個有基督教精神又背叛了基督的國
[00:20:44.720 --> 00:20:47.920]  它來自地似乎代表世俗主義
[00:20:47.920 --> 00:20:49.360]  說話好像龍
[00:20:49.360 --> 00:20:52.160]  表現上好像魔鬼
[00:20:52.160 --> 00:20:54.320]  是背叛上帝法則
[00:20:54.320 --> 00:20:58.320]  這個就是將歐洲舊時墮落的時期的
[00:20:58.320 --> 00:21:01.840]  那種世俗文化帶了來美國
[00:21:01.840 --> 00:21:04.720]  它軍事力量很強大的
[00:21:04.720 --> 00:21:09.280]  那接著666是什麼呢
[00:21:09.280 --> 00:21:12.480]  就是十國獸之後第二隻獸叫眾人
[00:21:12.480 --> 00:21:14.720]  無論大小貧富自主為奴的
[00:21:14.720 --> 00:21:17.280]  在右手上壓上一個印記
[00:21:17.280 --> 00:21:20.320]  這個印記有獸的名字和獸的數目
[00:21:20.320 --> 00:21:25.920]  如果沒有獸的名字就不得做買賣
[00:21:25.920 --> 00:21:30.560]  它說你有智慧就明白666的數目
[00:21:30.560 --> 00:21:32.800]  為什麼用666呢
[00:21:32.800 --> 00:21:35.920]  因為約翰不可以直接指羅馬
[00:21:35.920 --> 00:21:40.320]  但其實羅馬王尼祿王
[00:21:40.320 --> 00:21:42.960]  它是一個名字的密碼
[00:21:42.960 --> 00:21:46.400]  尼祿王的數目字是666
[00:21:46.400 --> 00:21:48.560]  就是專殺基督徒的那個
