
[00:00:00.000 --> 00:00:03.120]  C.S. Lewis 的《Mere Christianity》裡面
[00:08:12.120 --> 00:08:14.800]  他是愛我為我寫記
[00:08:14.800 --> 00:08:15.520]  我都跟你講
[00:08:15.520 --> 00:08:18.880]  保羅只會講耶穌
[00:08:18.880 --> 00:08:20.600]  他的腦袋在想耶穌
[00:08:20.600 --> 00:08:23.600]  他想到他所有
[00:08:23.600 --> 00:08:26.320]  擁有的功德完全出於耶穌
[00:08:26.320 --> 00:08:30.320]  而這件事完全反轉了他的人生
[00:08:30.320 --> 00:08:32.360]  他的應用並不是
[00:08:32.360 --> 00:08:35.120]  既然一切耶穌已經幫我買熟了
[00:08:35.120 --> 00:08:37.680]  我現在可以去犯罪
[00:08:37.680 --> 00:08:39.560]  不用怕因為有面世金牌
[00:08:39.560 --> 00:08:40.400]  他而是說
[00:08:40.400 --> 00:08:43.880]  因為一切被耶穌所買熟了
[00:08:43.880 --> 00:08:47.240]  今天我所有的一切
[00:08:47.240 --> 00:08:48.640]  都是屬於他的
[00:08:48.640 --> 00:08:51.000]  但他又不是
[00:08:51.000 --> 00:08:52.760]  很不上帝
[00:08:52.760 --> 00:08:55.320]  不過沒辦法地給耶穌
[00:08:55.320 --> 00:08:57.560]  而是他歡歡喜喜地
[00:08:57.560 --> 00:08:59.320]  將自己一生完全交給耶穌
[00:08:59.320 --> 00:09:03.120]  因為他是愛我為我寫記
[00:09:03.120 --> 00:09:03.920]  完結的時候
[00:09:03.920 --> 00:09:07.280]  我想大力去看《On Hover》
[00:09:07.280 --> 00:09:09.280]  《On Hover》大家都可能知道
[00:09:09.280 --> 00:09:12.480]  他是一個路德宗的牧師
[00:09:12.480 --> 00:09:14.720]  他寫了一本書很有名
[00:09:14.720 --> 00:09:16.320]  叫《The Course of Discipleship》
[00:09:16.320 --> 00:09:17.240]  簡單來說
[00:09:17.240 --> 00:09:19.560]  這本書是講耶穌
[00:09:19.560 --> 00:09:22.000]  他嘗試去解釋
[00:09:22.000 --> 00:09:25.160]  耶穌的登山寶佛
[00:09:25.160 --> 00:09:26.720]  從一個解經的角度來說
[00:09:26.720 --> 00:09:29.440]  這本書真的不太值得看
[00:09:29.440 --> 00:09:31.000]  不過他的引言
[00:09:31.000 --> 00:09:32.640]  那三十頁的引言
[00:09:32.640 --> 00:09:34.880]  差不多是背了下去
[00:09:34.880 --> 00:09:35.640]  很棒的
[00:09:35.640 --> 00:09:37.920]  頭三十頁的引言
[00:09:37.920 --> 00:09:41.080]  是經典來的
[00:09:41.080 --> 00:09:43.600]  我現在給了一點點引言
[00:09:43.600 --> 00:09:47.160]  看看他怎麼講路德當年的經驗
[00:09:47.160 --> 00:09:50.720]  就是由羅馬天主教的內功裡面走出
[00:09:50.720 --> 00:09:56.560]  走入一個真正恩順清儀的內功
[00:09:56.560 --> 00:09:59.080]  當宗教改革發生時
[00:09:59.080 --> 00:10:01.480]  上帝的旨意讓馬丁路德
[00:10:01.480 --> 00:10:05.720]  恢復了純粹和昂貴恩典的福音
[00:10:05.720 --> 00:10:07.760]  路德出生於修道院
[00:10:07.760 --> 00:10:09.960]  是一個修士
[00:10:09.960 --> 00:10:13.920]  所有這一切都是上帝計劃的一部分
[00:10:13.920 --> 00:10:16.040]  路德丟棄了一切
[00:10:16.040 --> 00:10:17.680]  而追隨基督
[00:10:17.680 --> 00:10:21.080]  走上絕對服侍他的道路
[00:10:21.080 --> 00:10:24.120]  他為了過基督徒的生活
[00:10:24.120 --> 00:10:25.840]  而放棄了世界
[00:10:25.840 --> 00:10:27.920]  路德放棄了一切
[00:10:27.920 --> 00:10:30.520]  不過他還沒有放棄自己的功德
[00:10:30.520 --> 00:10:33.000]  這是關鍵
[00:10:33.000 --> 00:10:36.800]  修道主義把做門徒的謙卑工作
[00:10:36.800 --> 00:10:40.240]  變成為聖徒的功德活動
[00:10:40.240 --> 00:10:43.640]  並把做門徒的自我捨棄
[00:10:43.640 --> 00:10:49.160]  變成宗教徒的狂妄的屬靈自負驕傲
[00:10:49.160 --> 00:10:52.960]  世界悄悄進入修道生活的中心
[00:10:52.960 --> 00:10:56.480]  並且再一次帶來浩劫
[00:10:56.480 --> 00:10:59.640]  修道士本來是要逃避世界
[00:10:59.640 --> 00:11:03.400]  結果卻用巧妙的方法迷戀世界
[00:11:03.400 --> 00:11:05.360]  修道士什麼都沒有了
[00:11:05.360 --> 00:11:07.040]  但是他所放棄的所有東西
[00:11:07.040 --> 00:11:09.160]  其實是在換取另外一些東西
[00:11:09.160 --> 00:11:10.720]  就是功德
[00:11:10.720 --> 00:11:14.360]  而他的功德就是世界的核心
[00:11:14.360 --> 00:11:17.560]  其實修道士也是在迷戀世界
[00:11:17.560 --> 00:11:19.680]  這是很可怕的一件事
[00:11:19.680 --> 00:11:22.760]  由於宗教生活已經失去基礎
[00:11:22.760 --> 00:11:25.520]  當他打開聖經開始明白
[00:11:25.520 --> 00:11:27.440]  沒有一個人可以憑自己的功德
[00:11:27.440 --> 00:11:29.600]  得到上帝的接納
[00:11:29.600 --> 00:11:33.800]  所以路德只有緊緊抓住、抓住因鏈
[00:11:33.800 --> 00:11:39.120]  就在整個修道世界在他面前徹底崩潰的時候
[00:11:39.120 --> 00:11:45.120]  他在基督裡看到了上帝向他伸出拯救之手
[00:11:45.120 --> 00:11:46.520]  這個就是恩順清義
[00:11:46.520 --> 00:11:48.560]  就是完全遺靠基督
[00:11:48.560 --> 00:11:51.640]  他在信仰中抓住那指手
[00:11:51.640 --> 00:11:56.000]  相信無論我們過著多麼良善的生活
[00:11:56.000 --> 00:12:02.240]  我們所能做的是不僅是徒勞的因鏈
[00:12:02.240 --> 00:12:06.480]  把自己吸引的因鏈是昂貴的因鏈
[00:12:06.480 --> 00:12:10.640]  這種因鏈粉碎了他整個的存在
[00:12:10.640 --> 00:12:14.320]  他必須再一次放棄自己的慾望
[00:12:14.320 --> 00:12:16.960]  而去跟隨主耶穌基督
[00:12:16.960 --> 00:12:21.280]  第一次追隨是他在進入修道院的時候
[00:12:21.280 --> 00:12:24.120]  那時除了敬虔的自我以外
[00:12:24.120 --> 00:12:26.040]  他把一切都拋棄了
[00:12:26.040 --> 00:12:27.240]  一切都拋棄了
[00:12:27.240 --> 00:12:32.000]  不過他所有拋棄的東西是換來自己的敬虔
[00:12:32.000 --> 00:12:37.840]  這一次連他自己的敬虔、自己所有的東西都要被拋棄
[00:12:37.840 --> 00:12:39.120]  至今為止
[00:12:39.120 --> 00:12:45.040]  基督徒的生活一直就是少數優秀分子
[00:12:45.040 --> 00:12:51.080]  在特別有利的修道主義條件下的成就
[00:12:51.080 --> 00:12:58.000]  現在卻成了每個生活在世界中的基督徒的義務了
[00:12:58.000 --> 00:13:01.600]  在人的日常生活的職業中
[00:13:01.600 --> 00:13:05.920]  都必須完全服從基督的誡命
[00:13:05.920 --> 00:13:09.280]  我想清晰地講這句說話
[00:13:09.280 --> 00:13:10.200]  究竟他講了甚麼
[00:13:10.200 --> 00:13:10.960]  他講了兩件事
[00:13:10.960 --> 00:13:13.800]  路德發現了兩件事
[00:13:13.800 --> 00:13:17.800]  第一他發現這個修道院的系統是完全腐敗的
[00:13:17.800 --> 00:13:19.320]  是不行的
[00:13:19.320 --> 00:13:24.000]  他放棄了一切為要換取自己的功德
[00:13:24.000 --> 00:13:25.600]  所以他第二次再放棄的時候
[00:13:25.600 --> 00:13:28.440]  連自己的功德都要放棄
[00:13:28.440 --> 00:13:31.200]  變成一切屬於基督
[00:13:31.200 --> 00:13:33.600]  但當他從修道院走回到世界的時候
[00:13:33.600 --> 00:13:35.160]  他明白一件事
[00:13:35.160 --> 00:13:38.000]  因為當時羅馬天主教的思想是
[00:13:38.000 --> 00:13:40.360]  你不可以要求全世界的人
[00:13:40.360 --> 00:13:43.240]  都像修道院裡面的人那麼有功德
[00:13:43.240 --> 00:13:44.400]  你明白嗎
[00:13:44.400 --> 00:13:46.880]  於是你們這些普通人
[00:13:46.880 --> 00:13:49.880]  隨科逐流無所謂
[00:13:49.880 --> 00:13:51.680]  上帝給了你一些恩典
[00:13:51.680 --> 00:13:56.040]  然後你以後在煉獄裏面多整幾百年
[00:13:56.040 --> 00:13:59.400]  或者你有後人幫你買一些贖罪券
[00:13:59.400 --> 00:14:00.920]  那就早早入天堂
[00:14:00.920 --> 00:14:02.520]  你是沒辦法靠自己的了
[00:14:02.520 --> 00:14:03.600]  沒什麼所謂
[00:14:03.600 --> 00:14:05.280]  你繼續隨科逐流
[00:14:05.280 --> 00:14:07.160]  繼續犯罪
[00:14:07.160 --> 00:14:11.080]  當路德從修道院走出來的時候
[00:14:11.080 --> 00:14:13.240]  他發現原來這個世界
[00:14:13.240 --> 00:14:17.120]  就沒有頭等、次等、三等的基督徒
[00:14:17.120 --> 00:14:19.560]  只有一等的基督徒
[00:14:19.560 --> 00:14:23.640]  那一等的基督徒就是完全被上帝掌控佔據的人
[00:14:23.640 --> 00:14:25.240]  於是他發現
[00:14:25.240 --> 00:14:27.880]  原來整個理念是錯的
[00:14:27.880 --> 00:14:29.840]  如果恩信聖義是正確的話
[00:14:29.840 --> 00:14:33.200]  沒有一個人可以說
[00:14:33.200 --> 00:14:38.240]  我不需要完全的純樸基督
[00:14:38.240 --> 00:14:39.320]  兩個意義
[00:14:39.320 --> 00:14:40.240]  第一個
[00:14:40.240 --> 00:14:41.680]  作為一個聖職人士
[00:14:41.680 --> 00:14:42.640]  即是我作為律師
[00:14:42.640 --> 00:14:43.880]  就不給你聖結
[00:14:43.880 --> 00:14:46.120]  不給你高層次
[00:14:46.120 --> 00:14:46.760]  是一樣的
[00:14:46.760 --> 00:14:49.720]  因為我們大家都活在一個世界裏面
[00:14:49.720 --> 00:14:51.600]  但從另一個角度來說
[00:14:51.600 --> 00:14:53.720]  上帝對你的純樸的要求
[00:14:53.720 --> 00:14:55.280]  和對我純樸的要求
[00:14:55.280 --> 00:14:57.680]  是沒有分別的
[00:14:57.680 --> 00:14:59.680]  我們只有一等的基督徒
[00:14:59.680 --> 00:15:02.200]  只不過我們的崗位不一樣
[00:15:02.200 --> 00:15:03.360]  你有沒有去想這件事
[00:15:03.360 --> 00:15:05.280]  如果你練這個內功
[00:15:05.280 --> 00:15:08.480]  你的人生會變成怎樣呢?
[00:15:08.480 --> 00:15:10.600]  三點
[00:15:10.600 --> 00:15:12.360]  完了
[00:15:12.360 --> 00:15:17.720]  警醒提防虛假自異的福音
[00:15:17.720 --> 00:15:18.880]  第二
[00:15:18.880 --> 00:15:20.080]  基督功勞
[00:15:20.080 --> 00:15:21.280]  全部都是基督功勞
[00:15:21.280 --> 00:15:23.960]  不是買樓的舊恩
[00:15:23.960 --> 00:15:25.160]  第三
[00:15:25.160 --> 00:15:27.280]  如果我們真的明白
[00:15:27.280 --> 00:15:28.800]  恩信聖義
[00:15:28.800 --> 00:15:30.800]  不再是我
[00:15:30.800 --> 00:15:32.360]  我的今生
[00:15:32.360 --> 00:15:35.040]  全屬於主耶穌基督
[00:15:35.040 --> 00:15:35.720]  我做一個祈禱
[00:15:35.720 --> 00:15:36.560]  然後我們有時間
[00:15:36.560 --> 00:15:38.640]  稍微遲一下
[00:15:38.640 --> 00:15:41.200]  大家分組就祈禱就完成了
[00:15:41.200 --> 00:15:42.640]  我們天父我們再次感謝你
[00:15:42.640 --> 00:15:44.320]  讓我們通過這段日子
[00:15:44.320 --> 00:15:46.720]  可以去思想
[00:15:46.720 --> 00:15:48.720]  一本不容易讀
[00:15:48.720 --> 00:15:52.920]  但是卻又我們必須要讀的書
[00:15:52.920 --> 00:15:57.160]  不容易讀是因為
[00:15:57.160 --> 00:16:01.800]  這個世界有很多不同的
[00:16:01.800 --> 00:16:03.000]  解說的方法
[00:16:03.000 --> 00:16:04.360]  以致今天
[00:16:04.360 --> 00:16:07.760]  我們教會對加泰書的明白是
[00:16:07.760 --> 00:16:11.000]  很混亂
[00:16:11.000 --> 00:16:12.000]  但是
[00:16:12.000 --> 00:16:13.920]  困難閱讀的地方亦都是
[00:16:13.920 --> 00:16:15.640]  我們沒有辦法想像
[00:16:15.640 --> 00:16:19.280]  保羅所勾畫的一個基督人生
[00:16:19.280 --> 00:16:20.880]  是完全
[00:16:20.880 --> 00:16:23.760]  馴服在主耶穌基督面前的生命
[00:16:23.760 --> 00:16:26.160]  因為在我們的世界裏面
[00:16:26.160 --> 00:16:29.480]  都有很多錯誤的思想
[00:16:29.480 --> 00:16:33.120]  我們把基督徒變成了很多層次
[00:16:33.120 --> 00:16:35.360]  於是我們給自己藉口
[00:16:35.360 --> 00:16:36.360]  告訴他們
[00:16:36.360 --> 00:16:38.760]  當然我們沒有辦法做到那麼好
[00:16:38.760 --> 00:16:40.440]  我們沒有辦法那麼投入
[00:16:40.440 --> 00:16:43.560]  不過我們都是基督徒
[00:16:43.560 --> 00:16:44.920]  其實
[00:16:44.920 --> 00:16:46.360]  我們真的要問我們自己
[00:16:46.360 --> 00:16:49.160]  我們是否明白甚麼叫恩順清義
[00:16:49.160 --> 00:16:51.560]  它再不是一個教義
[00:16:51.560 --> 00:16:52.800]  頭腦上的教義
[00:16:52.800 --> 00:16:53.840]  而是一個生命
[00:16:53.840 --> 00:16:56.040]  一種內功
[00:16:56.040 --> 00:16:56.840]  主要幫助我們
[00:16:56.840 --> 00:17:00.320]  因為我們也活在一個很混亂的時代
[00:17:00.320 --> 00:17:02.480]  因為我們已經
[00:17:02.480 --> 00:17:04.880]  失傳了這個內功這麼多年
[00:17:04.880 --> 00:17:07.240]  於是我們只看外功
[00:17:07.240 --> 00:17:09.880]  甚至我們有些宣教士去到
[00:17:09.880 --> 00:17:11.000]  穆斯林的地方
[00:17:11.000 --> 00:17:13.200]  見到穆斯林的聖人都覺得
[00:17:13.200 --> 00:17:16.200]  他們的上帝其實不就是和我們同一個上帝
[00:17:16.200 --> 00:17:17.760]  我們根本不明白
[00:17:17.760 --> 00:17:22.000]  其實在核心最不一樣的不是外在的東西
[00:17:22.000 --> 00:17:24.120]  是內在的東西
[00:17:24.120 --> 00:17:25.240]  主要幫助我們
[00:17:25.240 --> 00:17:26.320]  回到福音
[00:17:26.320 --> 00:17:29.000]  因為我們信教徒是信福音
[00:17:29.000 --> 00:17:33.320]  不是信愛人如己
[00:17:33.320 --> 00:17:35.960]  貢獻社會
[00:17:35.960 --> 00:17:38.520]  幫助我們找到這個中心
[00:17:38.520 --> 00:17:42.240]  其他的一切自然會發生
[00:17:42.240 --> 00:17:43.320]  祝福我們當中
[00:17:43.320 --> 00:17:44.240]  每一位弟兄姊妹
[00:17:44.240 --> 00:17:44.920]  我們這樣祈禱
[00:17:44.920 --> 00:17:46.520]  是同主耶穌基督明求
[00:17:46.520 --> 00:17:47.320]  Amen
