
[00:00:00.000 --> 00:00:03.560]  各位電視節目的早晨 今天有一個叫教育主人
[00:01:53.040 --> 00:01:59.540]  讓我們在生活裏看到一個基督徒的樣式
[00:01:59.540 --> 00:02:04.540]  成為炎 成為光 來見證在人的面前
[00:02:04.540 --> 00:02:09.540]  求你引導我們 我們祈禱奉祖耶穌的聖名祈求 阿們
[00:02:09.540 --> 00:02:21.040]  不知道你會不會覺得有時候信耶穌的人 總是跟身邊沒有信耶穌的人有種格格不入的感覺
[00:02:21.040 --> 00:02:29.540]  我講的意思就是 有些時候人們覺得沒問題 小事的 用不著這麼緊張
[00:02:29.540 --> 00:02:34.540]  他們覺得吸煙 喝酒 甚至說髒話都不是問題
[00:02:34.540 --> 00:02:39.040]  但是基督徒又說不行的 不好的 我們不會做
[00:02:39.040 --> 00:02:46.540]  打麻將 吸煙 喝酒 流行歌 電影 工作 很多家庭的婚姻問題
[00:02:46.540 --> 00:02:55.540]  很多時候我們跟那些沒信的人 都有一定的分別 有不同的價值取向
[00:02:55.540 --> 00:02:58.540]  很多時候我們很小心地去選擇
[00:02:58.540 --> 00:03:02.040]  很多時候我們很小心地去決定做與不做
[00:03:02.040 --> 00:03:07.540]  於是身邊的那些沒信的人就覺得 這麼麻煩的 信耶穌的人
[00:03:07.540 --> 00:03:10.540]  星期天叫你去行山 你都不去
[00:03:10.540 --> 00:03:13.540]  我以前就喜歡行山的 沒信耶穌的時候
[00:03:13.540 --> 00:03:18.540]  信了耶穌之後 行山藥就全掉了 因為他們只有星期天有空
[00:03:18.540 --> 00:03:27.540]  所以有些人就說 我信耶穌的人都挺束縛的 不知道你有沒有這種感覺
[00:03:27.540 --> 00:03:31.540]  不單止沒信的人會覺得信耶穌有束縛
[00:03:31.540 --> 00:03:36.040]  可能有些信了耶穌的人都會覺得很有壓力
[00:03:36.040 --> 00:03:45.040]  很多做不到 的確 做人真的不簡單 有時候好人難做
[00:03:45.040 --> 00:03:52.540]  所以你連孟子都說 有時候有些事情我要去選擇
[00:03:52.540 --> 00:04:01.040]  生亦我所欲也 異亦我所欲也 異者不可兼得 寫生而取異者也
[00:04:01.040 --> 00:04:10.040]  孟子都去選擇一些正確的事 做人要選擇正確 選擇一些對的事
[00:04:10.040 --> 00:04:17.040]  何況基督徒 基督徒更加要去想 要選擇些什麼
[00:04:17.040 --> 00:04:23.040]  我們要選擇的 就是選擇一個被神讚賞的 一個神僧
[00:04:23.040 --> 00:04:27.040]  今天我就希望在保羅的鼓勵裡面 跟大家一起去找找
[00:04:27.040 --> 00:04:37.040]  如何做一個很沒有壓力的 很灑脫的 很自在的基督徒的人生
[00:04:37.040 --> 00:04:44.040]  保羅在羅馬書第八章的開始 就用一個勉勵的說話去鼓勵信徒
[00:04:44.040 --> 00:04:48.040]  叫他們清楚明白他們的一個新的身份
[00:04:48.040 --> 00:04:53.040]  因為他們相信耶穌基督裡面 就已經被一個生命的聖靈
[00:04:53.040 --> 00:04:59.040]  從罪和死的轄制裡面釋放出來
[00:04:59.040 --> 00:05:05.040]  保羅強調了 信徒是因為與基督聯合 而領受了聖靈
[00:05:05.040 --> 00:05:14.040]  換言之 聖靈已經在你和我 每一個相信耶穌的人的心裡面住了
[00:05:14.040 --> 00:05:20.040]  來到這個八章的第十二節到第十七節的段落裡面
[00:05:20.040 --> 00:05:26.040]  他就和我們一起去探討 作為一個上帝的賢女 作為一個神的賢女
[00:05:26.040 --> 00:05:29.040]  我們要用一個怎樣的態度去生活
[00:05:29.040 --> 00:05:35.040]  怎樣在這個充滿了隱憂 充滿了罪惡的世界裡面
[00:05:35.040 --> 00:05:44.040]  堅持由信耶穌基督而來的信念 抗拒罪的誘惑
[00:05:44.040 --> 00:05:50.040]  讓我們一起讀第八章的十二和十三節 準備開始
[00:05:50.040 --> 00:05:56.040]  弟兄們 這樣看來 我們不是欠肉體的債 去順從肉體而活
[00:05:56.040 --> 00:06:00.040]  你們若順從肉體活著 必定會死
[00:06:00.040 --> 00:06:06.040]  若靠著聖靈把身體的惡行處死 就必存活
[00:06:06.040 --> 00:06:12.040]  保羅先用一個對立的現實 來幫助我們了解信徒的處境
[00:06:12.040 --> 00:06:15.040]  這個對立的局面就是死和活
[00:06:15.040 --> 00:06:17.040]  是一個生和死的問題
[00:06:17.040 --> 00:06:22.040]  保羅提醒信徒 順從肉體的結局就是死
[00:06:22.040 --> 00:06:25.040]  靠著聖靈帶來的就是生
[00:06:25.040 --> 00:06:28.040]  我們先來了解什麼是順從肉體
[00:06:28.040 --> 00:06:32.040]  在保羅心目中 肉體是指靈性上的惡念
[00:06:32.040 --> 00:06:38.040]  是在說一些當人以自我為中心的人生
[00:06:38.040 --> 00:06:42.040]  即是說一個人的人生裏面沒有神
[00:06:42.040 --> 00:06:45.040]  在他心裏面沒有神的位置
[00:06:45.040 --> 00:06:49.040]  在他來說 他是一個自私的人
[00:06:49.040 --> 00:06:53.040]  在他心中裏面只有自己
[00:06:53.040 --> 00:06:58.040]  自私的人可以對身邊的人帶來傷害
[00:06:58.040 --> 00:07:05.040]  歷史上已經有很多由一個自我變成狂妄的人
[00:07:05.040 --> 00:07:10.040]  他們為社會為這個世界帶來很大的傷害
[00:07:10.040 --> 00:07:13.040]  回顧我們過去的歷史
[00:07:13.040 --> 00:07:15.040]  過去的一百年來
[00:07:15.040 --> 00:07:21.040]  中外這個世界都出現了不少狂妄至大的名人領袖
[00:07:21.040 --> 00:07:25.040]  有些時候在他們的領導下
[00:07:25.040 --> 00:07:31.040]  為我們帶來這個地球嚴重而且深遠的影響
[00:07:31.040 --> 00:07:37.040]  或者你和我 未必是一個掌握時局的領袖
[00:07:37.040 --> 00:07:39.040]  不是新居要職的要員
[00:07:39.040 --> 00:07:45.040]  不過你和我可能都是在家裏面有一定的角色
[00:07:45.040 --> 00:07:50.040]  在我來說 我是一個兒子
[00:07:50.040 --> 00:07:55.040]  也是一個丈夫 也是一個爸爸
[00:07:55.040 --> 00:08:00.040]  一旦如果我們成為一個自私的人
[00:08:00.040 --> 00:08:05.040]  我們同樣都會有機會傷害我們的家人
[00:08:05.040 --> 00:08:10.040]  做一些傷害我們家人的事情出來
[00:08:10.040 --> 00:08:14.040]  保羅提醒信徒不要做一個自以為是的人
[00:08:14.040 --> 00:08:21.040]  不要做一些傷害別人的事情出來
[00:08:21.040 --> 00:08:26.040]  要做到不傷害別人 要做到一個不自私的人
[00:08:26.040 --> 00:08:28.040]  靠自己是不行的
[00:08:28.040 --> 00:08:33.040]  所以保羅提醒我們 叫我們要靠著聖靈
[00:08:33.040 --> 00:08:36.040]  靠著聖靈是一個被動式的語句
[00:08:36.040 --> 00:08:39.040]  保羅說靠著聖靈將身體的惡行處死
[00:08:39.040 --> 00:08:43.040]  在這裏保羅強調的是我們內心的惡念
[00:08:43.040 --> 00:08:46.040]  當這個惡念未成為一件惡事之前
[00:08:46.040 --> 00:08:50.040]  要靠著聖靈來完全將它除去
[00:08:50.040 --> 00:08:52.040]  完全將它制止
[00:08:52.040 --> 00:08:57.040]  完全將這種行惡的動機來除去
[00:08:57.040 --> 00:08:59.040]  保羅強調的是我們的惡行
[00:08:59.040 --> 00:09:05.040]  不可以靠我們自己的心靈 自己的力量來除去
[00:09:05.040 --> 00:09:14.040]  是要由聖靈除去 由聖靈來治死這個惡行
[00:09:14.040 --> 00:09:17.040]  我們怎樣去依靠聖靈
[00:09:17.040 --> 00:09:20.040]  首先就是一個態度
[00:09:20.040 --> 00:09:22.040]  在這個對立的局面裏面
[00:09:22.040 --> 00:09:24.040]  在生與死之間的抉擇裏面
[00:09:24.040 --> 00:09:31.040]  究竟你會用一個怎樣的態度來面對這個選擇
[00:09:31.040 --> 00:09:35.040]  保羅所說的死不是指肉身的死亡
[00:09:35.040 --> 00:09:40.040]  信耶穌和不信耶穌的人都會死
[00:09:40.040 --> 00:09:44.040]  不過信耶穌的人會復活
[00:09:44.040 --> 00:09:46.040]  保羅所指的死亡
[00:09:46.040 --> 00:09:52.040]  正正就是那種永遠與神隔絕的意思
[00:09:52.040 --> 00:09:57.040]  在這裏 保羅所說的生與死沒有灰色的地帶
[00:09:57.040 --> 00:10:01.040]  是很清楚分明的一個局面
[00:10:01.040 --> 00:10:04.040]  擺在我們面前的時候
[00:10:04.040 --> 00:10:09.040]  你會怎樣去選擇呢
[00:10:09.040 --> 00:10:11.040]  如果
[00:10:11.040 --> 00:10:14.040]  我嘗試和你們分享一些經驗體會
[00:10:14.040 --> 00:10:15.040]  如果你有時候發覺
[00:10:15.040 --> 00:10:18.040]  當你做一些事情
[00:10:18.040 --> 00:10:21.040]  總是一種混亂猶豫不決的時候
[00:10:21.040 --> 00:10:27.040]  特別是一些關係是非黑白的道德問題
[00:10:27.040 --> 00:10:31.040]  操守問題 誠信問題
[00:10:31.040 --> 00:10:37.040]  如果你心裏面還有掙扎的時候
[00:10:37.040 --> 00:10:39.040]  我鼓勵你
[00:10:39.040 --> 00:10:42.040]  不要急於做決定
[00:10:42.040 --> 00:10:46.040]  先靜下來禱告
[00:10:46.040 --> 00:10:49.040]  耐心地尋求神的帶領
[00:10:49.040 --> 00:10:52.040]  不要急於將自己的想法思想
[00:10:52.040 --> 00:10:56.040]  馬上就要實行出來
[00:10:56.040 --> 00:10:59.040]  帶著一份信心和盼望
[00:10:59.040 --> 00:11:03.040]  等候聖靈來引導你
[00:11:03.040 --> 00:11:05.040]  將你所面對的難題
[00:11:05.040 --> 00:11:10.040]  要處理的事情交託給神
[00:11:10.040 --> 00:11:16.040]  神一定會為你有好的安排
[00:11:16.040 --> 00:11:20.040]  我們要有這份信心
[00:11:20.040 --> 00:11:22.040]  因為神很愛我們
[00:11:22.040 --> 00:11:25.040]  祂不想我們行差踏錯
[00:11:25.040 --> 00:11:27.040]  就好像爸爸對兒女一樣
[00:11:27.040 --> 00:11:31.040]  不想他們做錯事
[00:11:31.040 --> 00:11:34.040]  不要傷害別人
[00:11:34.040 --> 00:11:37.040]  又傷害自己的事情
[00:11:37.040 --> 00:11:41.040]  這份感覺很奇妙
[00:11:41.040 --> 00:11:43.040]  我不知道你試過沒有
[00:11:43.040 --> 00:11:44.040]  我經常會試
[00:11:44.040 --> 00:11:48.040]  當你想做一些自己認為對的事
[00:11:48.040 --> 00:11:52.040]  就有一種奇特的感覺
[00:11:52.040 --> 00:11:54.040]  好不好這樣做呢
[00:11:54.040 --> 00:11:57.040]  特別是我和太太吵架的時候
[00:11:57.040 --> 00:11:59.040]  這種感覺就很容易出來
[00:11:59.040 --> 00:12:01.040]  在吵架 火遮眼的時候
[00:12:01.040 --> 00:12:05.040]  你什麼都想得出來
[00:12:05.040 --> 00:12:08.040]  聖靈就會提醒我
[00:12:08.040 --> 00:12:09.040]  我最深刻的經驗
[00:12:09.040 --> 00:12:11.040]  不是和我老婆吵架
[00:12:11.040 --> 00:12:15.040]  是我和我媽媽吵架
[00:12:15.040 --> 00:12:17.040]  媽媽當時還沒信耶穌
[00:12:17.040 --> 00:12:18.040]  她就說一句
[00:12:18.040 --> 00:12:20.040]  又說信耶穌的人很乖
[00:12:20.040 --> 00:12:23.040]  不會罵媽媽
[00:12:23.040 --> 00:12:27.040]  我馬上不敢出聲
[00:12:27.040 --> 00:12:31.040]  有時候 神的提醒很奇妙
[00:12:31.040 --> 00:12:33.040]  往往是從你自己的身份
[00:12:33.040 --> 00:12:37.040]  從你自己的角色去提醒你
[00:12:37.040 --> 00:12:40.040]  你是一個信耶穌的人
[00:12:40.040 --> 00:12:43.040]  你怎樣去選擇
[00:12:43.040 --> 00:12:49.040]  怎樣去堅守你的身份
[00:12:49.040 --> 00:12:54.040]  保羅接下來提醒我們
[00:12:54.040 --> 00:12:57.040]  我們可以放膽去倚靠聖靈
[00:12:57.040 --> 00:12:59.040]  這是一份福氣
[00:12:59.040 --> 00:13:01.040]  是神對我們的恩典
[00:13:01.040 --> 00:13:04.040]  因為我們是神的兒女
[00:13:04.040 --> 00:13:07.040]  我們一起讀第八章十四十五節
[00:13:07.040 --> 00:13:09.040]  預備
[00:13:09.040 --> 00:13:11.040]  因為凡被上帝的靈引導的
[00:13:11.040 --> 00:13:13.040]  都是上帝的兒子
[00:13:13.040 --> 00:13:16.040]  你們所領受的不是奴僕的靈
[00:13:16.040 --> 00:13:18.040]  仍夠害怕
[00:13:18.040 --> 00:13:20.040]  所領受的是兒子名分的靈
[00:13:20.040 --> 00:13:24.040]  因此我們呼叫阿爸父
[00:13:24.040 --> 00:13:25.040]  在我未信耶穌之前
[00:13:25.040 --> 00:13:27.040]  我都挺自信的
[00:13:27.040 --> 00:13:31.040]  我相信人定聖天的道理
[00:13:31.040 --> 00:13:34.040]  世間上沒什麼是人做不到的
[00:13:34.040 --> 00:13:37.040]  沒什麼難題是不可以解決的
[00:13:37.040 --> 00:13:41.040]  所差的只是時間和機會
[00:13:41.040 --> 00:13:42.040]  我相信很多人都好像
[00:13:42.040 --> 00:13:45.040]  曾經有過我這樣的想法
[00:13:45.040 --> 00:13:49.040]  不過可能今天你和我都一樣
[00:13:49.040 --> 00:13:50.040]  在相信耶穌之後
[00:13:50.040 --> 00:13:52.040]  就發覺這樣的想法
[00:13:52.040 --> 00:13:55.040]  很多時候會帶來很多的遺憾
[00:13:55.040 --> 00:13:58.040]  和帶來很多的失落
[00:13:58.040 --> 00:14:00.040]  保羅在這兩節經文裡
[00:14:00.040 --> 00:14:01.040]  進一步地來鼓勵我們
[00:14:01.040 --> 00:14:03.040]  去被聖靈引導
[00:14:03.040 --> 00:14:04.040]  不要靠自己
[00:14:04.040 --> 00:14:07.040]  不要按自己的心意而行
[00:14:07.040 --> 00:14:10.040]  他再次用一個對比來說出
[00:14:10.040 --> 00:14:13.040]  當中的重要性
[00:14:13.040 --> 00:14:16.040]  這個對比就是奴僕和兒子
[00:14:16.040 --> 00:14:19.040]  承接著前面的討論
[00:14:19.040 --> 00:14:22.040]  保羅鼓勵信徒在生與死的決定裡
[00:14:22.040 --> 00:14:24.040]  要好好的把握
[00:14:24.040 --> 00:14:25.040]  把握著這個機會
[00:14:25.040 --> 00:14:30.040]  重新享受和天上的父親的關係
[00:14:30.040 --> 00:14:32.040]  保羅就借用了奴隸的意念
[00:14:32.040 --> 00:14:34.040]  來表達我們從前
[00:14:34.040 --> 00:14:36.040]  我們未信耶穌的時候
[00:14:36.040 --> 00:14:40.040]  因為被自我中心的思想所捆綁著
[00:14:40.040 --> 00:14:42.040]  是一個奴隸的境況
[00:14:42.040 --> 00:14:44.040]  在這個所謂奴隸的身份下
[00:14:44.040 --> 00:14:46.040]  很多時候我們是身不由己地
[00:14:46.040 --> 00:14:53.040]  做了一些連自己都明知是錯的事
[00:14:53.040 --> 00:14:57.040]  我相信很多人都會有同樣的經歷
[00:14:57.040 --> 00:14:59.040]  同樣的感受
[00:14:59.040 --> 00:15:04.040]  當我們只會為自己籌算的時候
[00:15:04.040 --> 00:15:07.040]  我們會不惜一切地
[00:15:07.040 --> 00:15:09.040]  做自己認為對的事
[00:15:09.040 --> 00:15:13.040]  做自己想做的事
[00:15:13.040 --> 00:15:19.040]  有時候是很可怕的
[00:15:19.040 --> 00:15:21.040]  我自己都曾經試過
[00:15:21.040 --> 00:15:25.040]  為了方便做事而說謊
[00:15:25.040 --> 00:15:28.040]  當時不覺得什麼
[00:15:28.040 --> 00:15:32.040]  雖然沒有帶來什麼很大的破壞
[00:15:32.040 --> 00:15:36.040]  但同樣這件事
[00:15:36.040 --> 00:15:41.040]  我一直都不能夠補救
[00:15:41.040 --> 00:15:44.040]  時隔多年有時候都會耿耿於懷
[00:15:44.040 --> 00:15:48.040]  每次回想這些事都會覺得很慚愧
[00:15:48.040 --> 00:15:51.040]  這個就是在罪的控制下
[00:15:51.040 --> 00:15:54.040]  身不由己的境況
[00:15:54.040 --> 00:15:57.040]  這個就是保羅口中所說的奴僕
[00:15:57.040 --> 00:15:59.040]  保羅用奴僕的「靈」
[00:15:59.040 --> 00:16:01.040]  來對比兒子命份的「靈」
[00:16:01.040 --> 00:16:03.040]  他不是說有兩種「靈」
[00:16:03.040 --> 00:16:05.040]  一種叫奴僕的「靈」
[00:16:05.040 --> 00:16:07.040]  另一種叫兒子命份的「靈」
[00:16:07.040 --> 00:16:09.040]  他的意思是叫我們珍惜這份
[00:16:09.040 --> 00:16:12.040]  作為上帝兒子的關係
[00:16:12.040 --> 00:16:14.040]  有了這份上帝兒子的關係
[00:16:14.040 --> 00:16:17.040]  我們就不需要再心存恐懼
[00:16:17.040 --> 00:16:19.040]  營救害怕的原文
[00:16:19.040 --> 00:16:21.040]  應該是重磡這個懼怕
[00:16:21.040 --> 00:16:27.040]  即是再次落入這種很害怕的心情
[00:16:27.040 --> 00:16:29.040]  重磡懼怕
[00:16:29.040 --> 00:16:31.040]  如果按照馮蔭坤博士的解釋
[00:16:31.040 --> 00:16:33.040]  是指再次陷入那些標誌著
[00:16:33.040 --> 00:16:36.040]  歸順基督之前的光景的奴隸
[00:16:36.040 --> 00:16:38.040]  充滿了焦慮的懼怕
[00:16:38.040 --> 00:16:41.040]  即是說我們以前未信耶穌的時候
[00:16:41.040 --> 00:16:43.040]  我們人生就好像奴僕一樣
[00:16:43.040 --> 00:16:44.040]  一個奴隸一樣
[00:16:44.040 --> 00:16:45.040]  身不由己
[00:16:45.040 --> 00:16:48.040]  明知不對的事我們都會做
[00:16:48.040 --> 00:16:53.040]  而且是一個充滿了焦慮和懼怕的人生
[00:16:53.040 --> 00:16:57.040]  你想想一個不安樂的人會怎樣?
[00:16:57.040 --> 00:17:00.040]  不斷想辦法令自己安樂
[00:17:00.040 --> 00:17:04.040]  知足常樂
[00:17:04.040 --> 00:17:06.040]  就是另一個反照
[00:17:06.040 --> 00:17:08.040]  你不知足不滿足的人
[00:17:08.040 --> 00:17:11.040]  就會很努力去爭取去找很多東西回來
[00:17:11.040 --> 00:17:18.040]  今天我們已經相信主耶穌的人
[00:17:18.040 --> 00:17:21.040]  應該有一份釋放我們的心
[00:17:21.040 --> 00:17:25.040]  我們應該不會再為將來而害怕
[00:17:25.040 --> 00:17:31.040]  不會為了怕個人的得失而去焦慮
[00:17:31.040 --> 00:17:36.040]  我們不需要再計較有多少
[00:17:36.040 --> 00:17:39.040]  因為我們擁有的是最多
[00:17:39.040 --> 00:17:46.040]  我們擁有的是天上的父親看著我們
[00:17:46.040 --> 00:17:48.040]  有創造生命的主
[00:17:48.040 --> 00:17:50.040]  創造萬物的主成為我們的父親
[00:17:50.040 --> 00:17:54.040]  這是多大的福氣
[00:17:54.040 --> 00:17:56.040]  爸爸一定看著我們
[00:17:56.040 --> 00:18:00.040]  爸爸一定看著這個兒子這個女兒
[00:18:00.040 --> 00:18:03.040]  縱然他捱盡艱苦
[00:18:03.040 --> 00:18:07.040]  回到家裡爸爸都會抱著他
[00:18:07.040 --> 00:18:10.040]  我相信做爸爸媽媽的
[00:18:10.040 --> 00:18:13.040]  很明白這種體會
[00:18:13.040 --> 00:18:16.040]  兒子女兒出去
[00:18:16.040 --> 00:18:19.040]  晚上十二點都不回來
[00:18:19.040 --> 00:18:21.040]  最怕的不是兒子女兒
[00:18:21.040 --> 00:18:23.040]  最怕的是你和我
[00:18:23.040 --> 00:18:25.040]  做爸爸媽媽
[00:18:25.040 --> 00:18:28.040]  還有打手機找都找不到
[00:18:28.040 --> 00:18:32.040]  回來可能第一句是你去了哪裡?
[00:18:32.040 --> 00:18:34.040]  這就是那種關心
[00:18:34.040 --> 00:18:36.040]  那種愛護
[00:18:36.040 --> 00:18:41.040]  天上的爸爸都會問你去了哪裡?
[00:18:41.040 --> 00:18:43.040]  所以不需要擔心
[00:18:43.040 --> 00:18:46.040]  放膽的去跟從神
[00:18:46.040 --> 00:18:49.040]  我們有這份這麼大的福氣
[00:18:49.040 --> 00:18:52.040]  天上的父親
[00:18:52.040 --> 00:18:56.040]  我們就能夠由心底裡叫出
[00:18:56.040 --> 00:18:58.040]  「阿爸父」
[00:18:58.040 --> 00:19:01.040]  這個稱呼是一種對神迫切
[00:19:01.040 --> 00:19:04.040]  而且誠懇和真摯的心情的表達
[00:19:04.040 --> 00:19:06.040]  「阿爸父」
[00:19:06.040 --> 00:19:09.040]  是一個對神和我之間
[00:19:09.040 --> 00:19:15.040]  兒子關係的身份的肯定的表達
[00:19:15.040 --> 00:19:17.040]  你有沒有留心到這份
[00:19:17.040 --> 00:19:21.040]  作為天父兒女的福氣?
[00:19:21.040 --> 00:19:23.040]  你要多點去想一想
[00:19:23.040 --> 00:19:25.040]  你是神的兒女
[00:19:25.040 --> 00:19:31.040]  這是聖經實實在在地寫在這裡
[00:19:31.040 --> 00:19:37.040]  如果今天你仍然有一種身不由己的感覺
[00:19:37.040 --> 00:19:41.040]  或者還在一個
[00:19:41.040 --> 00:19:45.040]  不知道應該怎樣做一個基督徒的時候
[00:19:45.040 --> 00:19:47.040]  我鼓勵你
[00:19:47.040 --> 00:19:51.040]  打開自己
[00:19:51.040 --> 00:19:54.040]  讓耶穌基督的聖靈引導你
[00:19:54.040 --> 00:19:56.040]  做一個屬靈的人
[00:19:56.040 --> 00:19:59.040]  做一個在耶穌基督裡的自由人
[00:19:59.040 --> 00:20:04.040]  享受那種釋放的感覺
[00:20:04.040 --> 00:20:07.040]  寶萊在這裡借用了兩個對比的討論
[00:20:07.040 --> 00:20:09.040]  來鼓勵我們做一個屬靈的人
[00:20:09.040 --> 00:20:12.040]  在整個討論裡
[00:20:12.040 --> 00:20:15.040]  擺在我們面前是生與死的抉擇
[00:20:15.040 --> 00:20:18.040]  是綑綁和釋放的取捨
[00:20:18.040 --> 00:20:21.040]  你怎樣去選擇呢?
[00:20:21.040 --> 00:20:24.040]  我相信我們很多人都知道這個事實
[00:20:24.040 --> 00:20:26.040]  我們都很熟悉聖經
[00:20:26.040 --> 00:20:29.040]  不過有時候知道就知道
[00:20:29.040 --> 00:20:34.040]  要做到的時候絕對不簡單
[00:20:34.040 --> 00:20:36.040]  要將聖經實踐在我們的生命裡
[00:20:36.040 --> 00:20:39.040]  不是一件容易的事
[00:20:39.040 --> 00:20:42.040]  保羅也毫無掩飾地告訴我們
[00:20:42.040 --> 00:20:44.040]  他的心境
[00:20:44.040 --> 00:20:45.040]  在《羅馬書》七章十八節裡
[00:20:45.040 --> 00:20:48.040]  他說了一句很熟悉的話
[00:20:48.040 --> 00:20:50.040]  「我也知道在我裡頭
[00:20:50.040 --> 00:20:54.040]  就是我肉體之中沒有良善
[00:20:54.040 --> 00:20:56.040]  因為立志為善由得我
[00:20:56.040 --> 00:20:59.040]  只是行出來由不得我」
[00:20:59.040 --> 00:21:03.040]  保羅很明白人性裡的軟弱
[00:21:03.040 --> 00:21:06.040]  人性裡的矛盾
[00:21:06.040 --> 00:21:10.040]  不過他同時在他的經驗裡
[00:21:10.040 --> 00:21:14.040]  為我們指出了一個出路
[00:21:14.040 --> 00:21:16.040]  在同一個第七章裡
[00:21:16.040 --> 00:21:18.040]  他接著再說
[00:21:18.040 --> 00:21:20.040]  「我真是苦
[00:21:20.040 --> 00:21:23.040]  誰能救我脫離這取捨的身體
[00:21:23.040 --> 00:21:25.040]  感謝神
[00:21:25.040 --> 00:21:27.040]  靠著我們的主耶穌基督
[00:21:27.040 --> 00:21:29.040]  就能脫離了
[00:21:29.040 --> 00:21:30.040]  這樣看來
[00:21:30.040 --> 00:21:32.040]  我以內心信服神的律
[00:21:32.040 --> 00:21:35.040]  我肉體卻信服罪的律了」
[00:21:35.040 --> 00:21:38.040]  保羅的經驗鼓勵著你和我
[00:21:38.040 --> 00:21:40.040]  一起去面對掙扎
[00:21:40.040 --> 00:21:42.040]  在這個掙扎裡
[00:21:42.040 --> 00:21:43.040]  在這個堅持裡
[00:21:43.040 --> 00:21:45.040]  不是一個無奈的感覺
[00:21:45.040 --> 00:21:48.040]  也不是一個被迫的狀況
[00:21:48.040 --> 00:21:51.040]  也不是一個沒有價值的做法
[00:21:51.040 --> 00:21:53.040]  的決定
[00:21:53.040 --> 00:21:54.040]  在這個言論裡
[00:21:54.040 --> 00:21:56.040]  最後的兩節
[00:21:56.040 --> 00:21:57.040]  晶晶就說了
[00:21:57.040 --> 00:22:00.040]  是保羅面對現實裡的困境時
[00:22:00.040 --> 00:22:03.040]  的力量和支持
[00:22:03.040 --> 00:22:05.040]  成為神的兒女
[00:22:05.040 --> 00:22:07.040]  是何等的福氣
[00:22:07.040 --> 00:22:10.040]  這個兒子的名分
[00:22:10.040 --> 00:22:11.040]  就成為驅拆我們
[00:22:11.040 --> 00:22:15.040]  繼續去堅持持守真理
[00:22:15.040 --> 00:22:20.040]  保羅進一步提醒我們
[00:22:20.040 --> 00:22:22.040]  我們不單止是上帝的兒女
[00:22:22.040 --> 00:22:24.040]  同時也是後製
[00:22:24.040 --> 00:22:27.040]  是和基督同作後製
[00:22:27.040 --> 00:22:29.040]  正正就是回應了
[00:22:29.040 --> 00:22:34.040]  保羅在基督裡的想法
[00:22:34.040 --> 00:22:37.040]  我們一起讀16和17節
[00:22:37.040 --> 00:22:39.040]  準備起
[00:22:39.040 --> 00:22:41.040]  聖靈自己與我們的靈
[00:22:41.040 --> 00:22:44.040]  一同見證我們是上帝的兒女
[00:22:44.040 --> 00:22:45.040]  若是兒女
[00:22:45.040 --> 00:22:47.040]  就是後製
[00:22:47.040 --> 00:22:49.040]  是上帝的後製
[00:22:49.040 --> 00:22:51.040]  和基督同作後製
[00:22:51.040 --> 00:22:54.040]  如果我們和他一同受苦
[00:22:54.040 --> 00:22:58.040]  是要我們和他一同得榮耀
[00:22:58.040 --> 00:23:02.040]  後製是繼承者的意思
[00:23:02.040 --> 00:23:03.040]  保羅強調的
