
[00:00:00.000 --> 00:00:02.440]  今天講第幾個醒 第三個醒
[00:06:47.760 --> 00:06:49.760]  你越犯罪
[00:06:49.760 --> 00:06:51.920]  祂就越赦免你
[00:06:51.920 --> 00:06:53.640]  有沒有這樣的感覺
[00:06:53.640 --> 00:06:56.400]  有些人如果這樣講
[00:06:56.400 --> 00:06:59.400]  你這樣想 人就好像沒有王管一樣
[00:06:59.400 --> 00:07:00.760]  很不合理 是吧
[00:07:00.760 --> 00:07:03.440]  這樣做 壞人就越來越多
[00:07:03.440 --> 00:07:05.680]  世界就越來越差
[00:07:05.680 --> 00:07:06.680]  你怎樣回答他
[00:07:06.680 --> 00:07:10.440]  如果你作為一個基督徒
[00:07:10.440 --> 00:07:13.640]  殺人放火就金腰帶
[00:07:13.640 --> 00:07:16.440]  修橋保路就沒有支鞋
[00:07:16.440 --> 00:07:19.640]  總之信耶穌就是逆來順受
[00:07:19.640 --> 00:07:21.120]  同不同意嗎
[00:07:21.120 --> 00:07:24.040]  如果有人這樣問 你怎樣回答他
[00:07:24.040 --> 00:07:26.040]  看看經文怎樣說
[00:07:26.040 --> 00:07:28.040]  看前面有少許經文
[00:07:28.040 --> 00:07:30.040]  好像正正是這樣說
[00:07:30.040 --> 00:07:34.040]  我們是不是應該繼續活在罪裏面
[00:07:34.040 --> 00:07:39.040]  因為這個神可以將恩典顯得更加豐富
[00:07:39.040 --> 00:07:41.040]  我們越犯罪
[00:07:41.040 --> 00:07:43.440]  就顯得神的恩典豐富
[00:07:43.440 --> 00:07:45.440]  於是我們繼續犯罪
[00:07:45.440 --> 00:07:47.840]  繼續犯罪 讓這個恩典更加多
[00:07:47.840 --> 00:07:49.840]  是不是這個意思
[00:07:49.840 --> 00:07:52.840]  經文開宗明義就已經說了這個意思
[00:07:52.840 --> 00:07:54.840]  但是保羅這個作者
[00:07:54.840 --> 00:07:55.840]  寫這封信的時候
[00:07:55.840 --> 00:07:57.840]  他立刻回答什麼
[00:07:57.840 --> 00:07:58.840]  作者就這樣說
[00:07:58.840 --> 00:08:00.840]  即是儘管犯罪
[00:08:00.840 --> 00:08:04.840]  神可以赦免我們多多都能夠包底
[00:08:04.840 --> 00:08:06.840]  你繼續犯罪
[00:08:06.840 --> 00:08:08.840]  保羅就說
[00:08:08.840 --> 00:08:10.840]  不可以 是吧
[00:08:10.840 --> 00:08:12.840]  當然不
[00:08:12.840 --> 00:08:14.840]  為什麼
[00:08:14.840 --> 00:08:15.840]  為什麼不可以
[00:08:15.840 --> 00:08:16.840]  有沒有想過
[00:08:16.840 --> 00:08:19.840]  你回去再重新看這個經文
[00:08:19.840 --> 00:08:21.840]  現在讓我解釋給你聽
[00:08:21.840 --> 00:08:23.840]  他說 沒錯 你可以犯多少罪
[00:08:23.840 --> 00:08:25.840]  犯多大的罪
[00:08:25.840 --> 00:08:28.840]  神都有能力去處理
[00:08:28.840 --> 00:08:30.840]  可以搞定
[00:08:30.840 --> 00:08:33.840]  但是問題在這裏
[00:08:33.840 --> 00:08:37.840]  你應不應該這樣做
[00:08:37.840 --> 00:08:40.840]  合不合理這樣做
[00:08:40.840 --> 00:08:43.840]  這個就是保羅要帶出的最重要地方
[00:08:43.840 --> 00:08:44.840]  你可以繼續犯罪
[00:08:44.840 --> 00:08:45.840]  神都有能力赦免你的罪
[00:08:45.840 --> 00:08:47.840]  但是你應不應該這樣做
[00:08:47.840 --> 00:08:48.840]  留意
[00:08:48.840 --> 00:08:51.840]  他針對那些犯罪的人來說
[00:08:51.840 --> 00:08:53.840]  如果說針對犯罪的人來說
[00:08:53.840 --> 00:08:58.840]  即是針對哪些人來說
[00:08:58.840 --> 00:09:00.840]  是哪些人
[00:09:00.840 --> 00:09:01.840]  你和我
[00:09:01.840 --> 00:09:03.840]  這個世界有沒有不犯罪的人
[00:09:03.840 --> 00:09:06.840]  即是他針對全世界犯罪的人這樣說
[00:09:06.840 --> 00:09:08.840]  神說我雖然有能力處理
[00:09:08.840 --> 00:09:10.840]  赦免你犯罪
[00:09:10.840 --> 00:09:12.840]  但是你這樣去
[00:09:12.840 --> 00:09:16.840]  take advantage 是不是應該呢
[00:09:16.840 --> 00:09:19.840]  你希不希望自己
[00:09:19.840 --> 00:09:22.840]  神的希望是我們自己迴轉
[00:09:22.840 --> 00:09:24.840]  返回頭
[00:09:24.840 --> 00:09:29.840]  偉大的神不單止是去赦免我們的罪
[00:09:29.840 --> 00:09:32.840]  他更加創造了一個防禦的系統
[00:09:32.840 --> 00:09:34.840]  這個經文慢慢看下去
[00:09:34.840 --> 00:09:37.840]  他叫人可以持續不是落在這個罪裏面
[00:09:37.840 --> 00:09:39.840]  麻煩John
[00:09:39.840 --> 00:09:42.840]  他就借用了一個受浸的意義
[00:09:42.840 --> 00:09:44.840]  帶出了這個防禦的系統
[00:09:44.840 --> 00:09:48.840]  總共有三方面
[00:09:48.840 --> 00:09:50.840]  我再重複看看經文
[00:09:50.840 --> 00:09:52.840]  給我們了解一下
[00:09:52.840 --> 00:09:55.840]  如果我們跟耶穌基督合二為一的話
[00:09:55.840 --> 00:09:57.840]  經歷了祂的死
[00:09:57.840 --> 00:09:59.840]  我們的舊的我
[00:09:59.840 --> 00:10:03.840]  本身舊的我已經跟基督同釘十字架
[00:10:03.840 --> 00:10:06.840]  為的就是要摧毀了我們這個犯罪的
[00:10:06.840 --> 00:10:08.840]  以前的我
[00:10:08.840 --> 00:10:11.840]  以前的我如何能夠摧毀
[00:10:11.840 --> 00:10:13.840]  就是因為耶穌基督釘在十字架上
[00:10:13.840 --> 00:10:16.840]  令我們不再作罪的奴僕
[00:10:16.840 --> 00:10:18.840]  六章六節這樣說
[00:10:18.840 --> 00:10:20.840]  很難明白
[00:10:20.840 --> 00:10:23.840]  特別我們總是覺得我們
[00:10:23.840 --> 00:10:25.840]  信了神之後受了浸
[00:10:25.840 --> 00:10:27.840]  誰信了神又受了浸
[00:10:27.840 --> 00:10:31.840]  每次試探來的時候
[00:10:31.840 --> 00:10:32.840]  你都很難抗拒
[00:10:32.840 --> 00:10:33.840]  同意嗎
[00:10:33.840 --> 00:10:35.840]  你仍然在試探裏面
[00:10:35.840 --> 00:10:37.840]  很容易又跌入試探裏面
[00:10:37.840 --> 00:10:43.840]  如何跟耶穌一起去死
[00:10:43.840 --> 00:10:47.840]  舊的我已經跟耶穌基督同釘十字架
[00:10:47.840 --> 00:10:49.840]  摧毀了我犯罪的自我
[00:10:49.840 --> 00:10:55.840]  2003年我遇到一位牧師叫鄭果牧師
[00:10:55.840 --> 00:10:58.840]  他現在已經離開了這個世界
[00:10:58.840 --> 00:10:59.840]  去了天父那裏
[00:10:59.840 --> 00:11:01.840]  那一年他來到我們東領會
[00:11:01.840 --> 00:11:03.840]  去講一堂道
[00:11:03.840 --> 00:11:06.840]  我在那堂道裏面被呼召
[00:11:06.840 --> 00:11:08.840]  今天成為一個傳道人
[00:11:08.840 --> 00:11:11.840]  當時他分享了一段經歷
[00:11:11.840 --> 00:11:13.840]  令我很震撼
[00:11:13.840 --> 00:11:14.840]  他講了一件事
[00:11:14.840 --> 00:11:16.840]  他當時大約八十多歲
[00:11:16.840 --> 00:11:18.840]  他說他三十歲的時候
[00:11:18.840 --> 00:11:20.840]  那一年他跟太太分隔
[00:11:20.840 --> 00:11:22.840]  異地分隔
[00:11:22.840 --> 00:11:26.840]  但不知道何時才會見到太太
[00:11:26.840 --> 00:11:28.840]  三十歲
[00:11:28.840 --> 00:11:30.840]  年輕的時候
[00:11:30.840 --> 00:11:33.840]  他經常情慾上上發動的時候
[00:11:33.840 --> 00:11:34.840]  我忍不住
[00:11:34.840 --> 00:11:36.840]  他當時已經是一個傳道人
[00:11:36.840 --> 00:11:39.840]  他很想有另外一段的婚姻
[00:11:39.840 --> 00:11:41.840]  但我知道我不可以
[00:11:41.840 --> 00:11:44.840]  他就站在一個選擇裏面
[00:11:44.840 --> 00:11:46.840]  究竟我繼續做傳道人
[00:11:46.840 --> 00:11:49.840]  還是破壞這個承諾
[00:11:49.840 --> 00:11:51.840]  現在我去找另外一段的婚姻
[00:11:51.840 --> 00:11:53.840]  這個是他要去選擇
[00:11:53.840 --> 00:11:55.840]  他覺得自己很慘很痛苦
[00:11:55.840 --> 00:11:57.840]  明明我想做的事我做不到
[00:11:57.840 --> 00:11:59.840]  但因為我要背著傳道人這個身份
[00:11:59.840 --> 00:12:01.840]  我就不能夠做這件事
[00:12:01.840 --> 00:12:04.840]  我這個舊人想走出來拖我
[00:12:04.840 --> 00:12:06.840]  回到以前那裏
[00:12:06.840 --> 00:12:08.840]  於是有一晚
[00:12:08.840 --> 00:12:10.840]  他走到墳場那裏
[00:12:10.840 --> 00:12:13.840]  墳場裏有些甚麼
[00:12:13.840 --> 00:12:18.840]  全部都是墳墓
[00:12:18.840 --> 00:12:21.840]  他就對著那些墳墓說
[00:12:21.840 --> 00:12:22.840]  他就問
[00:12:22.840 --> 00:12:24.840]  墳墓呀墳墓
[00:12:24.840 --> 00:12:26.840]  你教我怎樣做
[00:12:26.840 --> 00:12:28.840]  你們死了
[00:12:28.840 --> 00:12:31.840]  但你可不可以教我怎樣做
[00:12:31.840 --> 00:12:34.840]  甚麼叫做死了呢
[00:12:34.840 --> 00:12:38.840]  整晚都在問那些墳墓
[00:12:38.840 --> 00:12:42.840]  整晚都在跟神去聊天
[00:12:42.840 --> 00:12:45.840]  結果聽不聽到話
[00:12:45.840 --> 00:12:47.840]  一句話都聽不到
[00:12:47.840 --> 00:12:49.840]  神沒有跟他說話
[00:12:49.840 --> 00:12:51.840]  死人沒有跟他說話
[00:12:51.840 --> 00:12:53.840]  一個就過了一整晚
[00:12:53.840 --> 00:12:55.840]  他回到家的時候
[00:12:55.840 --> 00:12:57.840]  他突然間對著鏡子
[00:12:57.840 --> 00:12:59.840]  他就說
[00:12:59.840 --> 00:13:01.840]  鄭哥呀鄭哥
[00:13:01.840 --> 00:13:03.840]  你已經死了
[00:13:03.840 --> 00:13:06.840]  他突然間誤導一個道理
[00:13:06.840 --> 00:13:11.840]  原來我要對著自己說
[00:13:11.840 --> 00:13:13.840]  你已經死了
[00:13:13.840 --> 00:13:16.840]  你不要再走你以前那條路
[00:13:16.840 --> 00:13:19.840]  當他明白了這一點的時候
[00:13:19.840 --> 00:13:22.840]  他整個基督徒的生命就開始改變
[00:13:22.840 --> 00:13:24.840]  和耶穌同釘十字架
[00:13:24.840 --> 00:13:26.840]  現在活著的不再是我
[00:13:26.840 --> 00:13:28.840]  我就已經死了
[00:13:28.840 --> 00:13:30.840]  於是他每天早上起來
[00:13:30.840 --> 00:13:32.840]  第一件事就是對著鏡子
[00:13:32.840 --> 00:13:34.840]  鄭哥你死了
[00:13:34.840 --> 00:13:36.840]  很震撼
[00:13:36.840 --> 00:13:40.840]  我當時就像你現在聽到的故事一樣
[00:13:40.840 --> 00:13:42.840]  死的意思是甚麼呢
[00:13:42.840 --> 00:13:44.840]  就是說鄭哥呀
[00:13:44.840 --> 00:13:47.840]  胡偉銓呀Jonathan呀Yumi呀
[00:13:47.840 --> 00:13:49.840]  對著鏡子說
[00:13:49.840 --> 00:13:51.840]  你已經死了
[00:13:51.840 --> 00:13:53.840]  不要再好像以前
[00:13:53.840 --> 00:13:55.840]  一個人住在舊的屋
[00:13:55.840 --> 00:13:57.840]  你已經離開了舊的屋
[00:13:57.840 --> 00:13:59.840]  你已經搬走了出來
[00:13:59.840 --> 00:14:01.840]  你不再是你以前的我
[00:14:01.840 --> 00:14:05.840]  這就是你要選擇和耶穌同死
[00:14:05.840 --> 00:14:07.840]  在舊的我走出來
[00:14:07.840 --> 00:14:09.840]  這是第一點
[00:14:09.840 --> 00:14:11.840]  同死
[00:14:11.840 --> 00:14:12.840]  第二個
[00:14:12.840 --> 00:14:13.840]  同葬
[00:14:13.840 --> 00:14:15.840]  看看經文怎麼說
[00:14:15.840 --> 00:14:19.840]  耶穌的死是根據罪去決絕
[00:14:19.840 --> 00:14:21.840]  一舉而竟全功
[00:14:21.840 --> 00:14:23.840]  即是說只要一掛了之後
[00:14:23.840 --> 00:14:24.840]  他就成功了
[00:14:24.840 --> 00:14:26.840]  他死的時候就成就了一件事
[00:14:26.840 --> 00:14:29.840]  同樣我們看罪也要看自己死了
[00:14:29.840 --> 00:14:31.840]  當你看自己犯罪的時候
[00:14:31.840 --> 00:14:35.840]  拜託你看你自己已經死了
[00:14:35.840 --> 00:14:37.840]  看我們自己這個人已經死了
[00:14:37.840 --> 00:14:39.840]  耶穌為我們的罪
[00:14:39.840 --> 00:14:42.840]  將罪釘在十字架上
[00:14:42.840 --> 00:14:44.840]  跟著祂埋葬
[00:14:44.840 --> 00:14:46.840]  埋葬了這些罪
[00:14:46.840 --> 00:14:50.840]  罪就不能夠再核制著我們
[00:14:50.840 --> 00:14:53.840]  我們犯罪是因為罪扯我們進去犯罪
[00:14:53.840 --> 00:14:55.840]  但是當我們死了埋葬的時候
[00:14:55.840 --> 00:14:58.840]  罪就不能夠綁著我們
[00:14:58.840 --> 00:15:00.840]  罪已經沒有了這種能力
[00:15:00.840 --> 00:15:03.840]  去拖我們進去犯罪裏面
[00:15:03.840 --> 00:15:06.840]  所以我們就不應該拿那些罪出來
[00:15:06.840 --> 00:15:09.840]  重新走進去犯
[00:15:09.840 --> 00:15:12.840]  否則你就走一條回頭的路
[00:15:12.840 --> 00:15:17.840]  剛才我說葬之前是一個什麼動作
[00:15:17.840 --> 00:15:19.840]  死和埋葬
[00:15:19.840 --> 00:15:20.840]  死了埋葬
[00:15:20.840 --> 00:15:24.840]  這是一個連續的緊貼的動作
[00:15:24.840 --> 00:15:26.840]  你死了接著埋葬
[00:15:26.840 --> 00:15:28.840]  有一次我們又去退休會
[00:15:28.840 --> 00:15:30.840]  退休會有很多這些東西要學習
[00:15:30.840 --> 00:15:33.840]  導師就教我們學一個練習
[00:15:33.840 --> 00:15:35.840]  那天早上在神間的時候
[00:15:35.840 --> 00:15:37.840]  我們就學習禱告
[00:15:37.840 --> 00:15:39.840]  讓神去禱告的時候
[00:15:39.840 --> 00:15:41.840]  看我們本身的罪
[00:15:41.840 --> 00:15:43.840]  神的光照
[00:15:43.840 --> 00:15:45.840]  祂的意念走出來的時候
[00:15:45.840 --> 00:15:47.840]  你就用一張紙寫下你的罪
[00:15:47.840 --> 00:15:49.840]  將罪寫了之後
[00:15:49.840 --> 00:15:52.840]  摺在袋子裏面
[00:15:52.840 --> 00:15:54.840]  然後在神面前認罪
[00:15:54.840 --> 00:15:58.840]  告訴神以後不再走進罪裏面
[00:15:58.840 --> 00:16:01.840]  到了晚上的營火會的時候
[00:16:01.840 --> 00:16:07.840]  導師就叫我們將這張寫滿罪的紙
[00:16:07.840 --> 00:16:10.840]  丟進火堆裡燒了
[00:16:10.840 --> 00:16:12.840]  這個意思很震撼
[00:16:12.840 --> 00:16:15.840]  就是你的罪就像灰一樣燒了
[00:16:15.840 --> 00:16:18.840]  已經葬在死灰裏面
[00:16:18.840 --> 00:16:20.840]  不再出現
[00:16:20.840 --> 00:16:25.840]  罪同樣不能再在你身上發揮任何作用
[00:16:25.840 --> 00:16:27.840]  拖你進去罪裏面
[00:16:27.840 --> 00:16:31.840]  同死同葬
[00:16:31.840 --> 00:16:33.840]  然後盼望就來了
[00:16:33.840 --> 00:16:35.840]  第三方面就是和耶穌一起復活
[00:16:35.840 --> 00:16:37.840]  聖經這樣說
[00:16:37.840 --> 00:16:40.840]  我們跟基督合二為一
[00:16:40.840 --> 00:16:42.840]  經歷了祂的死
[00:16:42.840 --> 00:16:45.840]  我們同樣也要經歷祂的復活
[00:16:45.840 --> 00:16:48.840]  耶穌的活著是為我們而活
[00:16:48.840 --> 00:16:50.840]  不是耶穌的活著是為神而活
[00:16:50.840 --> 00:16:53.840]  同樣我們在基督耶穌裏面的生命
[00:16:53.840 --> 00:16:55.840]  也是為神而活
[00:16:55.840 --> 00:16:58.840]  我們今天不再為我們自己而活
[00:16:58.840 --> 00:17:00.840]  為上帝活
[00:17:00.840 --> 00:17:04.840]  我們每個人都懂得為自己而活
[00:17:04.840 --> 00:17:08.840]  Long weekend 有計劃
[00:17:08.840 --> 00:17:11.840]  今晚去哪裏吃飯都有計劃
[00:17:11.840 --> 00:17:14.840]  我們的事業懂得為自己
[00:17:14.840 --> 00:17:16.840]  找甚麼女朋友
[00:17:16.840 --> 00:17:18.840]  有甚麼房子 有甚麼車
[00:17:18.840 --> 00:17:20.840]  懂得為自己而活
[00:17:20.840 --> 00:17:22.840]  他的意思是
[00:17:22.840 --> 00:17:24.840]  不是叫你不做這些事
[00:17:24.840 --> 00:17:27.840]  而是你知道你的生命屬於上帝的時候
[00:17:27.840 --> 00:17:30.840]  你不要再為這些救我的事而活
[00:17:30.840 --> 00:17:33.840]  為上帝給你的生命而活
[00:17:33.840 --> 00:17:34.840]  所謂為神而活
[00:17:34.840 --> 00:17:36.840]  就是活出一個新的生命
[00:17:36.840 --> 00:17:37.840]  這個新的生命
[00:17:37.840 --> 00:17:41.840]  是令我們不會再被罪支配
[00:17:41.840 --> 00:17:44.840]  有時候我們做事不由自主
[00:17:44.840 --> 00:17:46.840]  想不做的事你偏去做
[00:17:46.840 --> 00:17:49.840]  想做的事就做不到
[00:17:49.840 --> 00:17:54.840]  羅馬書七章尾的一段是這樣說
[00:17:54.840 --> 00:17:58.840]  令到我們在情慾裏面被我們帶入
[00:17:58.840 --> 00:18:02.840]  今天我們就說我們不應該向罪投降
[00:18:02.840 --> 00:18:06.840]  總括剛才三個防禦系統裏面
[00:18:06.840 --> 00:18:07.840]  記住三樣東西
[00:18:07.840 --> 00:18:11.840]  你要死 要葬 要活
[00:18:11.840 --> 00:18:14.840]  但前面有一個同義詞
[00:18:14.840 --> 00:18:17.840]  有個甚麼字
[00:18:17.840 --> 00:18:19.840]  同字
[00:18:19.840 --> 00:18:21.840]  同誰
[00:18:21.840 --> 00:18:22.840]  和耶穌
[00:18:22.840 --> 00:18:24.840]  你自己做不到死
[00:18:24.840 --> 00:18:25.840]  你自己葬不到
[00:18:25.840 --> 00:18:27.840]  你自己活不到
[00:18:27.840 --> 00:18:29.840]  你一定要和耶穌一起
[00:18:29.840 --> 00:18:31.840]  耶穌帶你去死 帶你去葬
[00:18:31.840 --> 00:18:32.840]  帶你復活
[00:18:32.840 --> 00:18:36.840]  這個就是那個防禦系統
[00:18:36.840 --> 00:18:38.840]  好了
[00:18:38.840 --> 00:18:40.840]  很奇怪
[00:18:40.840 --> 00:18:42.840]  當我自己預備這個講章的時候
[00:18:42.840 --> 00:18:44.840]  我自己都在問自己
[00:18:44.840 --> 00:18:46.840]  講完之後
[00:18:46.840 --> 00:18:47.840]  我看看自己
[00:18:47.840 --> 00:18:49.840]  沒甚麼變
[00:18:49.840 --> 00:18:51.840]  其實都是一樣
[00:18:51.840 --> 00:18:52.840]  究竟這個信仰
[00:18:52.840 --> 00:18:54.840]  所謂的耶穌同死同葬同復活
