
[00:00:00.000 --> 00:00:02.560]  各位內賓 珠內弟兄姊妹平安
[00:01:36.860 --> 00:01:41.860]  經過歷代的 歷屆的羅馬統治者
[00:01:41.860 --> 00:01:45.940]  帝王統治者 從奧古斯都開始
[00:01:45.940 --> 00:01:53.500]  耶穌出生的時候 直到主后64年左右
[00:01:53.500 --> 00:01:55.920]  當仕逃彼得寫這封信的時候
[00:01:55.920 --> 00:01:58.320]  就是尼祿皇帝統治的時候
[00:01:58.320 --> 00:02:00.420]  那時候大約是44年的時候
[00:02:00.420 --> 00:02:05.020]  就開始有尼祿在逼迫基督徒
[00:02:05.020 --> 00:02:09.320]  造成很多的 在逼迫情況之下
[00:02:09.320 --> 00:02:11.220]  基督徒就受到很大的掙扎
[00:02:11.220 --> 00:02:14.640]  究竟他怎樣去面對這種的情況呢?
[00:02:14.640 --> 00:02:18.540]  我們都從這個彼得前書那裡
[00:02:18.540 --> 00:02:20.780]  我們今天去看一個主題
[00:02:20.780 --> 00:02:24.620]  究竟基督徒怎樣在社會動盪的時候
[00:02:24.620 --> 00:02:26.920]  去履行天國的光文呢?
[00:02:26.920 --> 00:02:29.960]  我們一起低頭祈禱來開始
[00:02:29.960 --> 00:02:31.540]  我是主耶穌基督 我們感謝祢
[00:02:31.540 --> 00:02:36.040]  我們感謝祢 祢的救恩的計劃
[00:02:36.040 --> 00:02:39.140]  由此下 祢寶貴的話語寫下來
[00:02:39.140 --> 00:02:43.420]  透過祢的使徒 眾使徒 包括彼得
[00:02:43.420 --> 00:02:46.320]  將祢的話語寫下來 給我們去學習
[00:02:46.320 --> 00:02:48.200]  使我們明白 去認識神
[00:02:48.200 --> 00:02:51.420]  求祢幫助我們 以下的時間
[00:02:51.420 --> 00:02:54.620]  求主耶穌親自做我們的導師
[00:02:54.620 --> 00:02:57.940]  教導我們怎樣做一個天國的公民
[00:02:57.940 --> 00:02:59.120]  我們以上的禱告
[00:02:59.120 --> 00:03:02.460]  是奉主耶穌得逞的免治祈求 阿們
[00:03:02.460 --> 00:03:07.780]  彼得前書從第一章開始就提到
[00:03:07.780 --> 00:03:10.800]  一個叫做永生的盼望
[00:03:10.800 --> 00:03:13.400]  成為基督徒有個永生的盼望
[00:03:13.400 --> 00:03:15.460]  接著第二章一開頭的時候
[00:03:15.460 --> 00:03:17.460]  第一節開始提到
[00:03:17.460 --> 00:03:20.420]  我們要除去這個惡毒的行為
[00:03:20.420 --> 00:03:25.300]  好像鷹鞋那樣 要慢慢地得以成長
[00:03:25.300 --> 00:03:30.360]  而我們就好像一塊活石來建造起來
[00:03:30.360 --> 00:03:33.100]  這裡就去到第八節的時候了
[00:03:33.100 --> 00:03:36.160]  我們從第九節開始看
[00:03:36.160 --> 00:03:39.200]  原來基督徒的身份是一個寶貴的身份
[00:03:39.200 --> 00:03:44.240]  和不信者拒絕耶穌是完全不同的
[00:03:44.240 --> 00:03:48.780]  因為我們基督徒這個「你們」是指修信人
[00:03:48.780 --> 00:03:54.260]  我們身份基督徒是被揀選的族裔
[00:03:54.260 --> 00:03:58.380]  君尊的祭司 是聖潔的國度 是神的子民
[00:03:58.380 --> 00:04:00.160]  叫我們去宣揚那一召
[00:04:00.160 --> 00:04:03.780]  你們出黑暗入奇妙光明者的美德
[00:04:03.780 --> 00:04:05.780]  其實這裡提到揀選的族裔
[00:04:05.780 --> 00:04:10.200]  君尊的祭司 聖潔的國度 屬神的子民
[00:04:10.200 --> 00:04:12.280]  彼得是引用了
[00:04:12.280 --> 00:04:15.100]  例如出埃及的第十九章第五節
[00:04:15.100 --> 00:04:17.820]  到第六節的經文
[00:04:17.820 --> 00:04:20.020]  彼得本身是以色列人
[00:04:20.020 --> 00:04:25.820]  他當然是熟讀出埃及的摩西五經的經文
[00:04:25.820 --> 00:04:30.760]  在當中就提到耶和華神對以色列民的應許
[00:04:30.760 --> 00:04:35.020]  耶和華神提到 如果他們聽從神的話
[00:04:35.020 --> 00:04:36.620]  以色列子民聽從神的話
[00:04:36.620 --> 00:04:41.240]  他們就是屬於神的子民
[00:04:41.240 --> 00:04:44.160]  全地都是屬於耶和華
[00:04:44.160 --> 00:04:51.760]  還有他們要歸祭司的國度 聖潔的國民
[00:04:51.760 --> 00:04:54.980]  就是這樣跟以色列人說的
[00:04:54.980 --> 00:04:58.320]  在這裡提到彼得引用了這個經文
[00:04:58.320 --> 00:05:02.300]  提到原來教會中的成員基督徒
[00:05:02.300 --> 00:05:06.440]  都是有得到同樣的祝福的
[00:05:06.440 --> 00:05:09.120]  可以成為揀選的族裔
[00:05:09.120 --> 00:05:13.180]  這個揀選的族裔是非常榮幸的
[00:05:13.180 --> 00:05:21.860]  他們不單只是一個普通的身份
[00:05:21.860 --> 00:05:23.060]  是一個很特別的身份
[00:05:23.060 --> 00:05:28.220]  因為這個身份是擁有神的兒女的特權
[00:05:28.220 --> 00:05:29.460]  神的兒女的特權
[00:05:29.460 --> 00:05:32.100]  當然有特權就有責任
[00:05:32.100 --> 00:05:33.900]  就是要順服神的責任
[00:05:33.900 --> 00:05:38.660]  他們是分別為聖的器皿 神的器皿
[00:05:38.660 --> 00:05:40.320]  專心去侍奉神
[00:05:40.320 --> 00:05:45.800]  所以這裡又提到一個聖潔的國度
[00:05:45.800 --> 00:05:48.000]  聖潔的國度就是他們是與眾不同
[00:05:48.000 --> 00:05:50.480]  我們基督徒是與眾不同的
[00:05:50.480 --> 00:05:52.480]  是分別出來的
[00:05:52.480 --> 00:05:54.840]  還有是說不只這麼簡單
[00:05:54.840 --> 00:05:56.760]  是一個君尊的祭司
[00:05:56.760 --> 00:05:59.160]  這個君尊的祭司可以直接
[00:05:59.160 --> 00:06:01.400]  每個基督徒都有這個特權
[00:06:01.400 --> 00:06:04.960]  去直接跟神面對面
[00:06:04.960 --> 00:06:08.400]  去跟祂敬拜、讚美祂
[00:06:08.400 --> 00:06:11.760]  這個是我們基督徒
[00:06:11.760 --> 00:06:16.120]  是新約教會基督徒所應許的
[00:06:16.120 --> 00:06:19.240]  這個身份是神的子民
[00:06:19.240 --> 00:06:20.760]  是好像一個新的身份
[00:06:20.760 --> 00:06:22.960]  好像拿了一個新的護照一樣
[00:06:22.960 --> 00:06:24.720]  這個國籍一樣
[00:06:24.720 --> 00:06:26.240]  是屬於神的
[00:06:26.240 --> 00:06:28.360]  是一種很寶貴的事情
[00:06:28.360 --> 00:06:29.320]  是屬於神
[00:06:29.320 --> 00:06:31.160]  這個是特別的身份
[00:06:31.160 --> 00:06:32.320]  尊貴的身份
[00:06:32.320 --> 00:06:36.320]  是有一個寶貴價值在當中
[00:06:36.320 --> 00:06:39.360]  所以當我們成為這個公民的時候
[00:06:39.360 --> 00:06:41.440]  就立即信靠主耶穌
[00:06:41.440 --> 00:06:44.360]  接受這個救恩的時候
[00:06:44.360 --> 00:06:46.120]  我們就成為這個公民
[00:06:46.120 --> 00:06:48.160]  不用等五年、不用等加一年
[00:06:48.160 --> 00:06:52.400]  我們是馬上變成神國的公民
[00:06:52.400 --> 00:06:56.400]  這裡提到從前我們基督徒
[00:06:56.400 --> 00:06:59.720]  他們提到你們算不得是一個子民
[00:06:59.720 --> 00:07:00.880]  不是神的子民
[00:07:00.880 --> 00:07:02.840]  但是現在就成為了
[00:07:02.840 --> 00:07:04.440]  因為關鍵是什麼呢?
[00:07:04.440 --> 00:07:06.600]  從前未曾蒙廉恤
[00:07:06.600 --> 00:07:08.680]  現在就蒙了神的廉恤
[00:07:08.680 --> 00:07:11.720]  是全靠神的廉恤憐憫我們
[00:07:11.720 --> 00:07:12.960]  只有藉著他憐憫我們
[00:07:12.960 --> 00:07:16.880]  我們才可以成就這個救恩的計劃
[00:07:16.880 --> 00:07:18.800]  成為神的兒女
[00:07:18.800 --> 00:07:20.760]  主耶穌基督來到我們當中
[00:07:20.760 --> 00:07:22.200]  為我們聚壽死
[00:07:22.200 --> 00:07:23.520]  神憐憫我們
[00:07:23.520 --> 00:07:26.960]  我們能夠接受主耶穌基督這個救恩的計劃
[00:07:26.960 --> 00:07:29.120]  成為神的兒女
[00:07:29.120 --> 00:07:30.880]  但是十一節這樣繼續說
[00:07:30.880 --> 00:07:37.120]  親愛的弟兄啊、親愛的弟兄姊妹啊
[00:07:37.120 --> 00:07:38.440]  我們的弟兄姊妹
[00:07:38.440 --> 00:07:41.240]  你們都是客女啊
[00:07:41.240 --> 00:07:45.040]  我們這個身份其實是一個客女寄居的身份
[00:07:45.040 --> 00:07:48.360]  你們都是客女是寄居的
[00:07:48.360 --> 00:07:50.960]  彼得在這裡提醒基督徒
[00:07:50.960 --> 00:07:54.840]  我們這個地上的身份
[00:07:54.840 --> 00:07:58.440]  地上的居所不是永遠的居所
[00:07:58.440 --> 00:08:00.080]  我們有個永恆的居所
[00:08:00.080 --> 00:08:03.160]  家鄉我們在這裡向著這個方向而行
[00:08:03.160 --> 00:08:04.720]  大家去齊心努力
[00:08:04.720 --> 00:08:07.840]  我們千萬不要好像
[00:08:07.840 --> 00:08:10.760]  不要在這裡留戀這個世界的價值觀
[00:08:10.760 --> 00:08:12.640]  因為世界價值觀有很多
[00:08:12.640 --> 00:08:15.360]  世界的原則、風俗和標準
[00:08:15.360 --> 00:08:18.680]  我們不要被這些標準而改變我們
[00:08:18.680 --> 00:08:24.560]  我們反而要定正於我們將來回到天家的時候
[00:08:24.560 --> 00:08:28.640]  我們這個天國的公民的身份是完全不同的
[00:08:28.640 --> 00:08:31.800]  我們不要積累這麼多的牽掛
[00:08:31.800 --> 00:08:33.800]  因為我們一直都是客女
[00:08:33.800 --> 00:08:42.880]  我早兩天就和一位我們的學生團體的弟兄
[00:08:42.880 --> 00:08:48.000]  他從我們明州飛去西雅圖
[00:08:48.000 --> 00:08:51.120]  我都有和他一起有小組做門徒訓練
[00:08:51.120 --> 00:08:54.040]  因為那時開始了 我們完成了
[00:08:54.040 --> 00:08:56.680]  原來他現在將會去奧泰華
[00:08:56.680 --> 00:08:59.320]  我問他:你去收拾好東西沒有?
[00:08:59.320 --> 00:09:00.840]  他說:收拾好了
[00:09:00.840 --> 00:09:02.560]  他說他有兩個行李箱
[00:09:02.560 --> 00:09:03.960]  好像客女一樣
[00:09:03.960 --> 00:09:10.680]  神帶他由明尼蘇達州去到西雅圖
[00:09:10.680 --> 00:09:12.000]  西岸西雅圖
[00:09:12.000 --> 00:09:15.760]  現在將會飛去奧泰華這個地方
[00:09:15.760 --> 00:09:19.200]  我們這個存在客女的心要行理要輕簡
[00:09:19.200 --> 00:09:20.720]  因為我們地上的
[00:09:20.720 --> 00:09:22.840]  我們不要被地上的牽掛
[00:09:22.840 --> 00:09:26.760]  而阻礙了我們神安排我們的路程
[00:09:26.760 --> 00:09:29.160]  祂在那裏勸我們
[00:09:29.160 --> 00:09:30.960]  彼得勸我們
[00:09:30.960 --> 00:09:34.040]  說你要禁戒肉體的情慾
[00:09:34.040 --> 00:09:38.080]  禁戒 即是說你要見到這些肉體的絲肉
[00:09:38.080 --> 00:09:41.200]  就快點走 快點離開
[00:09:41.200 --> 00:09:45.440]  即是見到就要快點走
[00:09:45.440 --> 00:09:47.240]  走到什麼?什麼叫肉體的絲肉?
[00:09:47.240 --> 00:09:49.600]  我們身體上所用的絲肉
[00:09:49.600 --> 00:09:55.120]  這些不僅是我們經常說的性慾望那類東西
[00:09:55.120 --> 00:09:56.560]  不止這麼簡單
[00:09:56.560 --> 00:09:59.760]  這裏如果看回《迦太書》第五章的時候
[00:09:59.760 --> 00:10:03.600]  這個肉體的絲肉在《迦太書》第五章那裏提到
[00:10:03.600 --> 00:10:05.960]  我們有個肉體的情慾
[00:10:05.960 --> 00:10:07.960]  和我們要結屬靈果智
[00:10:07.960 --> 00:10:11.680]  這件事的生命在當中
[00:10:11.680 --> 00:10:13.280]  因為我們成為主的基督徒
[00:10:13.280 --> 00:10:15.960]  我們不要再成為一個被情感
[00:10:15.960 --> 00:10:17.280]  做一個世俗的基督徒
[00:10:17.280 --> 00:10:19.800]  我們千萬不要 我們要做一個屬靈的基督徒
[00:10:19.800 --> 00:10:22.840]  就要將我們絲肉的事情要逃避
[00:10:22.840 --> 00:10:26.000]  要禁戒 要離開這些事情 不要再做
[00:10:26.000 --> 00:10:27.480]  這些絲肉包括什麼?
[00:10:27.480 --> 00:10:31.840]  第五章的《迦太書》第五章第十九節這樣提到
[00:10:31.840 --> 00:10:38.360]  這些絲肉包括了奸淫、污穢、邪蕩、拜偶像、邪術
[00:10:38.360 --> 00:10:47.040]  仇恨、憎恨、嫉恨、惱怒、結黨、紛爭、異端
[00:10:47.040 --> 00:10:51.160]  和嫉妒、醉酒和謊言等類
[00:10:51.160 --> 00:10:53.680]  他叫我們 保羅在這裡都勸我們
[00:10:53.680 --> 00:10:59.200]  同樣好像彼得那樣 都勸我們要離開這些事情
[00:10:59.200 --> 00:11:02.480]  因為神國 我們有神的子民的身份
[00:11:02.480 --> 00:11:08.120]  我們一定要逃避 遠離這些肉體上的絲肉
[00:11:08.120 --> 00:11:14.400]  因為這些情況 我們看回第十一節的時候
[00:11:14.400 --> 00:11:19.240]  這些絲肉其實和我們的靈 和我們跟隨主耶穌基督的神的靈
[00:11:19.240 --> 00:11:24.320]  我們人的靈魂 在這裡不停地在作戰
[00:11:24.320 --> 00:11:29.760]  這裡提到的真戰 其實是在作戰階段當中
[00:11:29.760 --> 00:11:34.840]  我們要繼續不斷地 如果我們看回文化上
[00:11:34.840 --> 00:11:38.880]  禁戒這個動詞是現在進行式的
[00:11:38.880 --> 00:11:41.560]  就是說我們要不斷地提醒自己要禁戒
[00:11:41.560 --> 00:11:45.680]  這個真戰經常都在我們周圍發生
[00:11:45.680 --> 00:11:47.680]  同時發生的 是成為了基督徒
[00:11:47.680 --> 00:11:50.200]  接受了主耶穌基督的救恩的時候
[00:11:50.200 --> 00:11:52.680]  都有這些的真戰在我們當中
[00:11:52.680 --> 00:11:55.480]  我們社會遇到上很多的逼迫
[00:11:55.480 --> 00:12:00.520]  當時的基督徒遇到在尼祿皇帝統治之下
[00:12:00.520 --> 00:12:03.680]  他們逼迫基督徒 不斷地逼迫當中
[00:12:03.680 --> 00:12:08.480]  去鼓勵我們 成為基督徒遇到生活的各樣的動盪的時候
[00:12:08.480 --> 00:12:13.280]  社會動盪不安 家庭上 職場上遇到各樣的挑戰的時候
[00:12:13.280 --> 00:12:16.440]  這些不斷地有一個真戰在裡面
[00:12:16.440 --> 00:12:20.000]  是我們的私慾和我們人的靈魂的真戰
[00:12:20.000 --> 00:12:22.000]  這兩個是死定的
[00:12:22.000 --> 00:12:26.960]  我們要藉著主耶穌基督
[00:12:26.960 --> 00:12:30.600]  從祂的支柱力量去勝過這些的真戰
[00:12:30.600 --> 00:12:35.200]  我們再看回第十二節的時候
[00:12:35.200 --> 00:12:44.520]  彼得提到我們基督徒在外邦人當中要品行端正
[00:12:44.520 --> 00:12:47.360]  叫我們毀謗我們作惡的
[00:12:47.360 --> 00:12:49.360]  見到我們的好行為
[00:12:49.360 --> 00:12:56.360]  就在監察的日子就歸榮耀給神
[00:12:56.360 --> 00:13:04.200]  當時有基督徒是受到逼迫
[00:13:04.200 --> 00:13:09.160]  受到他們的異教徒來陷害的
[00:13:09.160 --> 00:13:17.560]  用誹謗的方式來誹謗基督徒
[00:13:17.560 --> 00:13:20.840]  但是他提醒我們 彼得提醒我們
[00:13:20.840 --> 00:13:23.480]  我們做基督徒在外邦人當中
[00:13:23.480 --> 00:13:26.480]  我們的行為端正就可以塞住他們的嘴巴
[00:13:26.480 --> 00:13:28.760]  這樣的意思 塞住他們的嘴巴
[00:13:28.760 --> 00:13:33.320]  人家一看見你 其他人就會有判斷
[00:13:33.320 --> 00:13:37.840]  在神的面前都會見到神忽的時候
[00:13:37.840 --> 00:13:40.440]  神落下來看我們的時候
[00:13:40.440 --> 00:13:44.000]  我們都將榮耀歸給神
[00:13:44.000 --> 00:13:46.560]  彼得當然記得寫這封信的時候
[00:13:46.560 --> 00:13:50.520]  都想起主耶穌基督的教導
[00:13:50.520 --> 00:13:53.440]  這裡我們看到第一點
[00:13:53.440 --> 00:13:57.240]  我們基督徒履行天國公文的時候
[00:13:57.240 --> 00:14:03.400]  基督徒要以好的言行為見證
[00:14:03.400 --> 00:14:07.840]  向未信的人去宣揚基督
[00:14:07.840 --> 00:14:10.720]  我們提到 經文那裡提到宣揚
[00:14:10.720 --> 00:14:14.680]  其實第九節那裡都提到宣揚基督這個重點
[00:14:14.680 --> 00:14:18.000]  就說我們將這個基督
[00:14:18.000 --> 00:14:21.920]  是帶我們從黑暗進入光明的
[00:14:21.920 --> 00:14:24.040]  這個這麼美好的事情
[00:14:24.040 --> 00:14:27.080]  我們要為主而作見證
[00:14:27.080 --> 00:14:31.160]  在這些外邦人面前為主作見證
[00:14:31.160 --> 00:14:34.600]  既然我們成為神的兒女是這麼大的恩典
[00:14:34.600 --> 00:14:42.640]  我們千萬不要在困難之下
[00:14:42.640 --> 00:14:48.760]  而忘記了這個恩典
[00:14:48.760 --> 00:14:51.480]  剛才在十一節至十二節當中
[00:14:51.480 --> 00:14:56.000]  都提到我們基督徒過聖潔生活的理由
[00:14:56.000 --> 00:14:57.920]  我們既然身為天國的公民
[00:14:57.920 --> 00:15:01.760]  就應該以天國的法則來為標準
[00:15:01.760 --> 00:15:04.600]  如果我們能夠以這個法則
[00:15:04.600 --> 00:15:09.040]  而做一個美好的見證行為
[00:15:09.040 --> 00:15:11.200]  能夠行善的話
[00:15:11.200 --> 00:15:16.120]  外邦人、異教徒的謠言之控就不攻自破
[00:15:16.120 --> 00:15:17.920]  就可以歸榮耀給神了
[00:15:17.920 --> 00:15:20.480]  這裡就是第十一節至第十四節
[00:15:20.480 --> 00:15:23.280]  我們的過聖潔生活的原則
[00:15:23.280 --> 00:15:24.880]  就是我們的理由
[00:15:24.880 --> 00:15:30.000]  從第十三節開始至第十七節的時候
[00:15:30.000 --> 00:15:34.840]  就提了其中一個怎樣運用的形容例子
[00:15:34.840 --> 00:15:38.600]  這裡就提到我們在政權之下
[00:15:38.600 --> 00:15:41.880]  怎樣去應用、怎樣去過聖潔的生活呢?
[00:15:41.880 --> 00:15:45.600]  接著在第十八節至二十五節的時候
[00:15:45.600 --> 00:15:48.000]  就提到我們在社會上
[00:15:48.000 --> 00:15:50.320]  在主人、僕人之間的關係
[00:15:50.320 --> 00:15:52.720]  怎樣去過聖潔的生活呢?
[00:15:52.720 --> 00:15:56.720]  接著第三節就提到在家庭上
[00:15:56.720 --> 00:15:59.120]  做妻子、做丈夫的
[00:15:59.120 --> 00:16:03.040]  怎樣可以能夠有一個合神心意
[00:16:03.040 --> 00:16:06.120]  過一個聖潔的生活
[00:16:06.120 --> 00:16:08.840]  彼得前書就用了這三個例子
[00:16:08.840 --> 00:16:11.880]  我們今天就集中在第一個例子
[00:16:11.880 --> 00:16:14.200]  第十三節至第十七節
[00:16:14.200 --> 00:16:18.240]  在政權之下我們怎樣去過聖潔的生活
[00:16:18.240 --> 00:16:19.640]  怎樣去榮耀著
[00:16:19.640 --> 00:16:21.720]  第十三節一開頭就提到
[00:16:21.720 --> 00:16:26.720]  你們為主的緣故要信服人的一切制度
[00:16:26.720 --> 00:16:30.640]  為主的緣故而信服人的一切制度
[00:16:30.640 --> 00:16:34.560]  這些制度是由神而定立的
[00:16:34.560 --> 00:16:37.400]  政府這些政權是神定立的
[00:16:37.400 --> 00:16:40.320]  所以是為主的緣故要信服
[00:16:40.320 --> 00:16:41.760]  這是第一個原因
[00:16:41.760 --> 00:16:43.600]  第二個原因就是主耶穌基督
[00:16:43.600 --> 00:16:48.240]  已經在這些制度上來過一個的生活
[00:16:48.240 --> 00:16:50.640]  是做了我們一個很好的榜樣
[00:16:50.640 --> 00:16:55.680]  他怎樣去面對一些敵對的政府的制度
[00:16:55.680 --> 00:16:57.920]  已經在這個政府之下
[00:16:57.920 --> 00:17:01.880]  已經為我們做了一個美好的榜樣
[00:17:01.880 --> 00:17:06.200]  還有雖然這個政府的制度是不好
[00:17:06.200 --> 00:17:09.600]  是不得合神心意的當時
[00:17:09.600 --> 00:17:13.560]  但是主耶穌基督都在這個制度之下
[00:17:13.560 --> 00:17:14.680]  為主的緣故
[00:17:14.680 --> 00:17:17.560]  我們都在這個制度之下來傳福音
[00:17:17.560 --> 00:17:19.480]  所以這裡提到為主的緣故
[00:17:19.480 --> 00:17:23.400]  在這個為主耶穌基督的緣故
[00:17:23.400 --> 00:17:25.280]  我們要信服一切的制度
[00:17:25.280 --> 00:17:28.160]  無論我們的對象是誰
[00:17:28.160 --> 00:17:30.400]  是在上的君王
[00:17:30.400 --> 00:17:34.680]  好像彼得那時候的尼祿皇帝
[00:17:34.680 --> 00:17:37.680]  他雖然是這個迫不及待的基督徒
[00:17:37.680 --> 00:17:40.200]  為主的緣故他都要信服
[00:17:40.200 --> 00:17:43.840]  勸我們基督徒要信服這些暴君
[00:17:43.840 --> 00:17:45.120]  為主的緣故
[00:17:45.120 --> 00:17:48.000]  君王所差派的神僕
[00:17:48.000 --> 00:17:50.240]  神宰我們都要信服
[00:17:50.240 --> 00:17:55.280]  因為是神命令給他做君王
[00:17:55.280 --> 00:17:58.200]  這個君王又派他的神宰
[00:17:58.200 --> 00:18:01.640]  來到我們當中去執行他們的責任
[00:18:01.640 --> 00:18:04.280]  所以看到這裡就提到我們做公民
[00:18:04.280 --> 00:18:05.640]  地上公民的責任
[00:18:05.640 --> 00:18:08.720]  就是要信服人的一切制度
[00:18:08.720 --> 00:18:11.120]  其實政府都有責任的
[00:18:11.120 --> 00:18:12.720]  政府就有什麼呢?
[00:18:12.720 --> 00:18:17.120]  有民生的責任
[00:18:17.120 --> 00:18:22.040]  要維持這個制止罪惡
[00:18:22.040 --> 00:18:23.760]  要促進人民的福利
[00:18:23.760 --> 00:18:26.240]  有惡有善的都要有善的
[00:18:26.240 --> 00:18:27.520]  要保障人民的
[00:18:27.520 --> 00:18:28.920]  這個是政府的責任
[00:18:28.920 --> 00:18:31.760]  但是公民的責任是要信服
[00:18:31.760 --> 00:18:33.400]  是要尊重政府
[00:18:33.400 --> 00:18:34.600]  我們一會兒提到
[00:18:34.600 --> 00:18:36.640]  我們都要為政府來禱告
[00:18:36.640 --> 00:18:41.080]  其實要在這個信服之中而努力
[00:18:41.080 --> 00:18:45.280]  因為神的旨意要我們行善
[00:18:45.280 --> 00:18:52.160]  可以塞住那些糊塗無知的人的口
[00:18:52.160 --> 00:19:01.680]  那些人就是誹謗、指控基督徒的外邦人異教徒
[00:19:01.680 --> 00:19:04.120]  因為在尼祿的統治之下
[00:19:04.120 --> 00:19:06.360]  他們就在逼迫基督徒
[00:19:06.360 --> 00:19:11.320]  當時的基督徒就受到很多的掙扎
[00:19:11.320 --> 00:19:16.400]  在當中彼得就鼓勵他們了
[00:19:16.400 --> 00:19:20.880]  所以我們看到基督徒怎樣履行天國的公民呢?
[00:19:20.880 --> 00:19:24.560]  第二點就是我們要效法著耶穌基督的榜樣
[00:19:24.560 --> 00:19:26.480]  信服一切的制度
[00:19:26.480 --> 00:19:28.840]  無論是君王 當時的君王
[00:19:28.840 --> 00:19:31.520]  好像我們現代的總統
[00:19:31.520 --> 00:19:33.840]  我們所選出來的總統
[00:19:33.840 --> 00:19:37.120]  我們這個制度之下所選出來的總統
[00:19:37.120 --> 00:19:39.560]  選出來的州長 選出來的議員
[00:19:39.560 --> 00:19:43.360]  這些就是我們的政權的領袖
[00:19:43.360 --> 00:19:45.160]  我們選出來的現代的
[00:19:45.160 --> 00:19:49.280]  他的政權裏面所派的委任的官員
[00:19:49.280 --> 00:19:51.640]  來到他們當中的時候
[00:19:51.640 --> 00:19:54.120]  我們都要信服他們
[00:19:54.120 --> 00:19:59.400]  剛才提到這些官員是為了人民的福祉的
[00:19:59.400 --> 00:20:01.560]  所以我在政權當中要
[00:20:01.560 --> 00:20:06.160]  無論是君主或者是屬下的神宰
[00:20:06.160 --> 00:20:10.800]  都要信服在之下
[00:20:10.800 --> 00:20:13.480]  我們剛才提到我們信服當中
[00:20:13.480 --> 00:20:15.600]  我們真的要為他們禱告
[00:20:15.600 --> 00:20:19.360]  在提摩泰前書第二章第一至第四節那裏
[00:20:19.360 --> 00:20:21.280]  提到禱告的事情
[00:20:21.280 --> 00:20:24.440]  提到保羅勸勉提摩泰說
[00:20:24.440 --> 00:20:27.480]  你要為萬人祈求啊
[00:20:27.480 --> 00:20:31.000]  禱告代求和祝謝
[00:20:31.000 --> 00:20:34.040]  同樣都要為君王和一切在位的
[00:20:34.040 --> 00:20:37.960]  這班在位的神宰和他的君王
[00:20:37.960 --> 00:20:39.560]  我們都應該這樣做
[00:20:39.560 --> 00:20:42.880]  因為可以令到我們基督徒
[00:20:42.880 --> 00:20:47.400]  我們大兄姊妹可以繼續去健健、端莊
[00:20:47.400 --> 00:20:50.920]  平安無事繼續去侍奉神
[00:20:50.920 --> 00:20:54.840]  我們真的要為在位的君王和在位的禱告
[00:20:54.840 --> 00:20:58.800]  使他們能夠早日歸主 合神心意
[00:20:58.800 --> 00:21:01.400]  而做出他們的政策
[00:21:01.400 --> 00:21:04.320]  這是好的 是神所喜悅的 蒙娛納的
[00:21:04.320 --> 00:21:06.120]  但是無論如何
[00:21:06.120 --> 00:21:09.960]  他們歸不歸主 他們怎樣的情況
[00:21:09.960 --> 00:21:12.400]  我們最終的目的是甚麼
[00:21:12.400 --> 00:21:16.080]  原來最終的目的是使到萬人得救啊
[00:21:16.080 --> 00:21:19.640]  我們所祈求的那班的君王
[00:21:19.640 --> 00:21:24.040]  他們政府裏面的神宰
[00:21:24.040 --> 00:21:27.160]  都能夠得救 明白真道
[00:21:27.160 --> 00:21:31.160]  這個是神的意願
