
[00:00:00.000 --> 00:00:09.560]  今天我們繼續來看詩篇 119 篇
[00:05:14.460 --> 00:05:17.460]  因爲他的信使要存到萬代
[00:05:17.460 --> 00:05:20.460]  所以我們就要看到
[00:05:20.460 --> 00:05:25.460]  神是很信使的
[00:05:25.460 --> 00:05:26.460]  第一句話說
[00:05:26.460 --> 00:05:27.460]  八字有節說
[00:05:27.460 --> 00:05:31.460]  耶化你的化安定在天
[00:05:31.460 --> 00:05:34.460]  安定是一個軍隊
[00:05:34.460 --> 00:05:36.460]  軍事上的一個俗語
[00:05:36.460 --> 00:05:39.460]  就是說排列的很有整齊
[00:05:39.460 --> 00:05:43.460]  而且有秩序的意思
[00:05:43.460 --> 00:05:45.460]  看到天上的星屬
[00:05:45.460 --> 00:05:49.460]  看到各樣星屬的運轉
[00:05:49.460 --> 00:05:51.460]  就看到是很有整齊
[00:05:51.460 --> 00:05:56.460]  很有秩序的
[00:05:56.460 --> 00:05:59.460]  所以神的話也是這樣
[00:05:59.460 --> 00:06:03.460]  他不但是在這代人身上
[00:06:03.460 --> 00:06:05.460]  顯出是信使的
[00:06:05.460 --> 00:06:07.460]  而且是他的後代
[00:06:07.460 --> 00:06:10.460]  他一代一代的信使下去
[00:06:10.460 --> 00:06:14.460]  因爲他的信使要存到萬代
[00:06:14.460 --> 00:06:16.460]  所以我們感謝神
[00:06:16.460 --> 00:06:19.460]  神是永恆不變的神
[00:06:19.460 --> 00:06:21.460]  他向着我們的愛是不變
[00:06:21.460 --> 00:06:23.460]  他向着我們的愛
[00:06:23.460 --> 00:06:26.460]  一代一代的都要傳下去
[00:06:26.460 --> 00:06:28.460]  我們要感謝他
[00:06:28.460 --> 00:06:31.460]  因爲耶穌也說過
[00:06:31.460 --> 00:06:34.460]  他說天地要廢去
[00:06:34.460 --> 00:06:38.460]  但神的話卻是不能廢去
[00:06:38.460 --> 00:06:42.460]  我們知道經過過了多少年
[00:06:42.460 --> 00:06:44.460]  我們都知道世界上的事情
[00:06:44.460 --> 00:06:46.460]  變化是很大的
[00:06:46.460 --> 00:06:47.460]  今年是這樣
[00:06:47.460 --> 00:06:49.460]  明年是那樣
[00:06:49.460 --> 00:06:50.460]  前十年是這樣
[00:06:50.460 --> 00:06:53.460]  後十年又另外一個一樣
[00:06:53.460 --> 00:06:55.460]  但是我們感謝神
[00:06:55.460 --> 00:06:58.460]  神的話是安定在天
[00:06:58.460 --> 00:07:00.460]  知道永遠
[00:07:00.460 --> 00:07:06.460]  所以神的話跟他的工作是一樣的
[00:07:06.460 --> 00:07:09.460]  因爲天地要廢去
[00:07:09.460 --> 00:07:14.460]  神的話卻是永遠不能廢去
[00:07:14.460 --> 00:07:17.460]  所以神的話跟他的工作是一樣的
[00:07:17.460 --> 00:07:21.460]  所以這次他是確定不會改變的
[00:07:21.460 --> 00:07:25.460]  神用他的話建立了地
[00:07:25.460 --> 00:07:29.460]  那麼也要用這話來建立我們每一個人
[00:07:29.460 --> 00:07:31.460]  和我們的後代
[00:07:31.460 --> 00:07:35.460]  所以這個天地都是
[00:07:35.460 --> 00:07:40.460]  他說到是神的話不會改變
[00:07:40.460 --> 00:07:45.460]  他的誠實要存到萬代
[00:07:45.460 --> 00:07:51.460]  所以當我們看到天地的情形的時候
[00:07:51.460 --> 00:07:56.460]  我們就會記住一位神
[00:07:56.460 --> 00:07:58.460]  我們望天的時候
[00:07:58.460 --> 00:08:01.460]  我們就知道神在天上
[00:08:01.460 --> 00:08:05.460]  他是慈愛的神
[00:08:05.460 --> 00:08:07.460]  他也是公義的神
[00:08:07.460 --> 00:08:09.460]  他是我們的天父
[00:08:09.460 --> 00:08:14.460]  也知道在天上我們有救主耶穌基督
[00:08:14.460 --> 00:08:19.460]  他捨去他自己來救助我們
[00:08:19.460 --> 00:08:23.460]  而且還有千千萬萬的天使
[00:08:23.460 --> 00:08:28.460]  而且在天上現在還有我們
[00:08:28.460 --> 00:08:30.460]  天上有很多信徒
[00:08:30.460 --> 00:08:33.460]  他們在天上與神在一起
[00:08:33.460 --> 00:08:37.460]  我們已經過世的親人也在天上
[00:08:37.460 --> 00:08:39.460]  也在與神在一起
[00:08:39.460 --> 00:08:45.460]  所以天地都是非常充實的
[00:08:45.460 --> 00:08:47.460]  反正我們看不見什麼
[00:08:47.460 --> 00:08:51.460]  其實天上的情形要比地上的
[00:08:51.460 --> 00:08:55.460]  豐富的多,榮耀的多,美麗的多
[00:08:55.460 --> 00:09:01.460]  所以講到我們抬頭望天的時候
[00:09:01.460 --> 00:09:03.460]  我們很感謝神
[00:09:03.460 --> 00:09:07.460]  因爲我們能夠認識這位神
[00:09:07.460 --> 00:09:10.460]  神跟人是不一樣的
[00:09:10.460 --> 00:09:13.460]  人能夠造一樣東西
[00:09:13.460 --> 00:09:17.460]  但是他不能夠保持它不會壞
[00:09:17.460 --> 00:09:20.460]  神創造東西
[00:09:20.460 --> 00:09:24.460]  而且他也是能夠保守這些東西
[00:09:24.460 --> 00:09:27.460]  日月星辰是他所造的
[00:09:27.460 --> 00:09:30.460]  多億萬年多年都是這樣的
[00:09:30.460 --> 00:09:32.460]  沒有什麼大的改變
[00:09:32.460 --> 00:09:39.460]  所以我們在他的手中是挺安全的
[00:09:39.460 --> 00:09:42.460]  下面我們再看到
[00:09:42.460 --> 00:09:46.460]  是神的話語跟他的工作
[00:09:46.460 --> 00:09:49.460]  八十九節是講到神的話
[00:09:49.460 --> 00:09:51.460]  到九十一節就講到
[00:09:51.460 --> 00:09:55.460]  天地照禰的安排存到今日
[00:09:55.460 --> 00:09:57.460]  萬物都是禰的補玉
[00:09:57.460 --> 00:10:00.460]  所以不但神的工作
[00:10:00.460 --> 00:10:03.460]  神的話語安定在天
[00:10:03.460 --> 00:10:06.460]  神還有祂的工作
[00:10:06.460 --> 00:10:09.460]  神的工作一直安排
[00:10:09.460 --> 00:10:12.460]  他說存到今日
[00:10:12.460 --> 00:10:15.460]  萬物都是禰的補玉
[00:10:15.460 --> 00:10:19.460]  就是一切的事情都是神的用人
[00:10:19.460 --> 00:10:22.460]  要成就神的旨意
[00:10:22.460 --> 00:10:26.460]  所以我們在用萬物的時候
[00:10:26.460 --> 00:10:31.460]  我們也要不能夠離開這個墓地
[00:10:31.460 --> 00:10:35.460]  萬物存到現在是神的補玉
[00:10:35.460 --> 00:10:37.460]  是爲了神工作的
[00:10:37.460 --> 00:10:38.460]  那我們呢
[00:10:38.460 --> 00:10:41.460]  我們是今天活在地上的
[00:10:41.460 --> 00:10:44.460]  我們的墓地不單單是活着
[00:10:44.460 --> 00:10:47.460]  我們乃是要來服侍神
[00:10:47.460 --> 00:10:52.460]  我們的墓地是要讓神得到榮耀
[00:10:52.460 --> 00:10:54.460]  來服侍神
[00:10:54.460 --> 00:10:56.460]  所以我們的衣食住行
[00:10:56.460 --> 00:10:59.460]  不是單單維持我們的生命
[00:10:59.460 --> 00:11:01.460]  我們的衣食住行
[00:11:01.460 --> 00:11:05.460]  乃是爲了要服侍我們的神
[00:11:05.460 --> 00:11:08.460]  那麼萬事萬物
[00:11:08.460 --> 00:11:12.460]  他的萬物都是禰的補玉
[00:11:12.460 --> 00:11:15.460]  就是說到萬物呢
[00:11:15.460 --> 00:11:23.460]  都是神用來幫助我們有好處的
[00:11:23.460 --> 00:11:25.460]  神呢
[00:11:25.460 --> 00:11:30.460]  是告訴我們
[00:11:30.460 --> 00:11:32.460]  一切的事情呢
[00:11:32.460 --> 00:11:34.460]  都是互相的效率
[00:11:34.460 --> 00:11:37.460]  叫愛神的一處
[00:11:37.460 --> 00:11:38.460]  所以這樣
[00:11:38.460 --> 00:11:40.460]  在第八十九節開始
[00:11:40.460 --> 00:11:42.460]  一直到九十二節呢
[00:11:42.460 --> 00:11:43.460]  這一大段呢
[00:11:43.460 --> 00:11:45.460]  就告訴我們
[00:11:45.460 --> 00:11:46.460]  我們遇到危險
[00:11:46.460 --> 00:11:48.460]  遇到痛苦的時候
[00:11:48.460 --> 00:11:50.460]  我們怎麼樣能夠
[00:11:50.460 --> 00:11:54.460]  能夠來承受這些的難處
[00:11:54.460 --> 00:11:57.460]  怎麼能夠經過這些難處
[00:11:57.460 --> 00:11:59.460]  我們要記得
[00:11:59.460 --> 00:12:00.460]  一個呢
[00:12:00.460 --> 00:12:02.460]  神是永遠存在的
[00:12:02.460 --> 00:12:04.460]  人可以有很多的變化
[00:12:04.460 --> 00:12:06.460]  但神是永遠存在的
[00:12:06.460 --> 00:12:10.460]  而且呢神的話不會改變
[00:12:10.460 --> 00:12:14.460]  這本聖經已經寫成幾千年了
[00:12:14.460 --> 00:12:17.460]  神的話一直還是沒有改變
[00:12:17.460 --> 00:12:18.460]  沒有清楚
[00:12:18.460 --> 00:12:20.460]  這聖經還要修改
[00:12:20.460 --> 00:12:22.460]  還有新的版
[00:12:22.460 --> 00:12:23.460]  沒有
[00:12:23.460 --> 00:12:24.460]  我們所讀的聖經
[00:12:24.460 --> 00:12:27.460]  就是原來的一聖經
[00:12:27.460 --> 00:12:28.460]  幾千年來
[00:12:28.460 --> 00:12:29.460]  幾千年來
[00:12:29.460 --> 00:12:31.460]  都是這本聖經
[00:12:31.460 --> 00:12:33.460]  而且呢
[00:12:33.460 --> 00:12:36.460]  神的愛永不改變
[00:12:36.460 --> 00:12:38.460]  他愛我們
[00:12:38.460 --> 00:12:41.460]  爲我們死在世之下
[00:12:41.460 --> 00:12:42.460]  救贖我們
[00:12:42.460 --> 00:12:44.460]  從罪惡裏頭出來
[00:12:44.460 --> 00:12:49.460]  當時耶穌基督怎麼愛我們
[00:12:49.460 --> 00:12:53.460]  今天他照樣還是愛我們
[00:12:53.460 --> 00:12:55.460]  所以神的愛呢
[00:12:55.460 --> 00:12:57.460]  也是不會改變的
[00:12:57.460 --> 00:13:00.460]  那我們這種情況下呢
[00:13:00.460 --> 00:13:02.460]  既然神是永遠存在
[00:13:02.460 --> 00:13:04.460]  既然神的話是永不改變
[00:13:04.460 --> 00:13:07.460]  既然神的愛沒有改變
[00:13:07.460 --> 00:13:09.460]  那我們應該怎樣呢
[00:13:09.460 --> 00:13:12.460]  我們要忍耐到底
[00:13:12.460 --> 00:13:13.460]  好多這個患難
[00:13:13.460 --> 00:13:15.460]  一些事情的話
[00:13:15.460 --> 00:13:18.460]  不是一下子就能解決
[00:13:18.460 --> 00:13:20.460]  但是神都知道
[00:13:20.460 --> 00:13:21.460]  神都看見
[00:13:21.460 --> 00:13:23.460]  神有他的時間
[00:13:23.460 --> 00:13:24.460]  到了時候
[00:13:24.460 --> 00:13:28.460]  他必定叫我們從難處裏走出來
[00:13:28.460 --> 00:13:29.460]  那這樣的話呢
[00:13:29.460 --> 00:13:31.460]  我們感謝神
[00:13:31.460 --> 00:13:34.460]  他說神的話呢
[00:13:34.460 --> 00:13:36.460]  是照
[00:13:36.460 --> 00:13:39.460]  確定照神的話來安排
[00:13:39.460 --> 00:13:42.460]  意思到今的意思就是
[00:13:42.460 --> 00:13:45.460]  神的話保守了
[00:13:45.460 --> 00:13:49.460]  維持了大地宇宙
[00:13:49.460 --> 00:13:52.460]  一些的星球的運轉
[00:13:52.460 --> 00:13:55.460]  那麼也保守維持
[00:13:55.460 --> 00:13:59.460]  我們在苦難中的幸 聖徒
[00:13:59.460 --> 00:14:03.460]  他是我們在苦難中間的力量
[00:14:03.460 --> 00:14:07.460]  所以我們就是靠着神的話
[00:14:07.460 --> 00:14:11.460]  這是成爲我們的支持
[00:14:11.460 --> 00:14:13.460]  我們的力量從何而來呢
[00:14:13.460 --> 00:14:17.460]  就是靠着神跟他的話
[00:14:17.460 --> 00:14:19.460]  神見了這個難處呢
[00:14:19.460 --> 00:14:23.460]  叫我們經歷他的話
[00:14:23.460 --> 00:14:25.460]  如果我們一生都很平順
[00:14:25.460 --> 00:14:28.460]  什麼事情難處都沒有遇到
[00:14:28.460 --> 00:14:31.460]  我們就不知道神的話的寶貴
[00:14:31.460 --> 00:14:33.460]  你經過些難處
[00:14:33.460 --> 00:14:35.460]  你就體會到神的難處的寶貴
[00:14:35.460 --> 00:14:38.460]  你多經歷些難處的話
[00:14:38.460 --> 00:14:40.460]  神就多給你恩典
[00:14:40.460 --> 00:14:43.460]  多將他的話來給我們
[00:14:43.460 --> 00:14:45.460]  所以這個話
[00:14:45.460 --> 00:14:48.460]  對於這個你經過患難的人呢
[00:14:48.460 --> 00:14:51.460]  他就不單單是幾個文字幾個字
[00:14:51.460 --> 00:14:55.460]  而是裏面對我們有深深的影響
[00:14:55.460 --> 00:14:58.460]  我們能夠從這些話裏頭
[00:14:58.460 --> 00:15:00.460]  我們得到力量
[00:15:00.460 --> 00:15:01.460]  我們得到安慰
[00:15:01.460 --> 00:15:03.460]  我們得到幫助
[00:15:03.460 --> 00:15:07.460]  九三節這裏說
[00:15:07.460 --> 00:15:10.460]  我永不忘記你的訓辭
[00:15:10.460 --> 00:15:14.460]  因你用這訓辭將我救活了
[00:15:14.460 --> 00:15:17.460]  訓辭就講到是神的話
[00:15:17.460 --> 00:15:19.460]  神救我們什麼呢
[00:15:19.460 --> 00:15:21.460]  用什麼方法來救我們呢
[00:15:21.460 --> 00:15:24.460]  神用他的話來救我們
[00:15:24.460 --> 00:15:26.460]  當你遇到難處
[00:15:26.460 --> 00:15:28.460]  遇到患難的時候
[00:15:28.460 --> 00:15:30.460]  神怎麼救你呢
[00:15:30.460 --> 00:15:33.460]  神用他的話來救你
[00:15:33.460 --> 00:15:36.460]  神給你的話
[00:15:36.460 --> 00:15:40.460]  能夠把我們救活過來
[00:15:40.460 --> 00:15:43.460]  可能我們在難處的時候
[00:15:43.460 --> 00:15:45.460]  好像就活不下去了
[00:15:45.460 --> 00:15:47.460]  但是神的話一來到的話
[00:15:47.460 --> 00:15:49.460]  你就起來了
[00:15:49.460 --> 00:15:50.460]  你就有力量了
[00:15:50.460 --> 00:15:52.460]  你就有盼望了
[00:15:52.460 --> 00:15:54.460]  你就能夠忍耐了
[00:15:54.460 --> 00:15:55.460]  那麼這個是神的話
[00:15:55.460 --> 00:15:57.460]  要讓我們救活
[00:15:57.460 --> 00:15:59.460]  那麼神的話
[00:15:59.460 --> 00:16:01.460]  自從我們得救的時候呢
[00:16:01.460 --> 00:16:03.460]  他一直在我們裏面做工
[00:16:03.460 --> 00:16:05.460]  當我們剛得救的話呢
[00:16:05.460 --> 00:16:06.460]  神的話呢
[00:16:06.460 --> 00:16:09.460]  在我們靈裏頭做工
[00:16:09.460 --> 00:16:11.460]  叫我們重生得救
[00:16:11.460 --> 00:16:12.460]  我們重生得救
[00:16:12.460 --> 00:16:17.460]  是神的話在裏面來做工
[00:16:17.460 --> 00:16:18.460]  我們知道
[00:16:18.460 --> 00:16:20.460]  當我們幸福的時候
[00:16:20.460 --> 00:16:23.460]  反正你說幸耶穌是基督
[00:16:23.460 --> 00:16:26.460]  幸我們是罪人
[00:16:26.460 --> 00:16:28.460]  這些當我們這樣幸了以後
[00:16:28.460 --> 00:16:30.460]  我們就得到神的恩典了
[00:16:30.460 --> 00:16:32.460]  我們就來到神的家中
[00:16:32.460 --> 00:16:34.460]  成爲他的兒女了
[00:16:34.460 --> 00:16:38.460]  這個時候是神用他的話救我們
[00:16:38.460 --> 00:16:40.460]  先叫我們重生
[00:16:40.460 --> 00:16:43.460]  然後在我們的日常生活中間
[00:16:43.460 --> 00:16:45.460]  他常常對我們說話
[00:16:45.460 --> 00:16:50.460]  我們每天讀的聖經都是神
[00:16:50.460 --> 00:16:53.460]  藉着聖經向我們說話的機會
[00:16:53.460 --> 00:16:59.460]  所以這個叫我們這樣的話呢
[00:16:59.460 --> 00:17:03.460]  就叫我們可以不要忘記神的話
[00:17:03.460 --> 00:17:06.460]  永遠的不要忘記神話
[00:17:06.460 --> 00:17:07.460]  因爲這些話
[00:17:07.460 --> 00:17:11.460]  把我們從患難中救出來
[00:17:11.460 --> 00:17:15.460]  這重生是我們信神的話
[00:17:15.460 --> 00:17:19.460]  然後神把新的生命賜給我們
[00:17:19.460 --> 00:17:25.460]  然後他給了我們有生命以後
[00:17:25.460 --> 00:17:29.460]  他還不斷的要來更新我們的生命
[00:17:29.460 --> 00:17:30.460]  叫我們的生命
[00:17:30.460 --> 00:17:33.460]  不是停留在小孩子的地步
[00:17:33.460 --> 00:17:35.460]  叫我們的生命要長大
[00:17:35.460 --> 00:17:36.460]  怎麼能長大呢
[00:17:36.460 --> 00:17:39.460]  他就是會接着一些環境
[00:17:39.460 --> 00:17:41.460]  接着一些難處
[00:17:41.460 --> 00:17:44.460]  叫我們來經歷神的話
[00:17:44.460 --> 00:17:46.460]  當你在難處中間
[00:17:46.460 --> 00:17:47.460]  你有了神的話
[00:17:47.460 --> 00:17:49.460]  你過來了以後
[00:17:49.460 --> 00:17:53.460]  你就知道你的生命就長進了一步了
[00:17:53.460 --> 00:17:54.460]  你對神的認識呢
[00:17:54.460 --> 00:17:57.460]  也就是長進了
[00:17:57.460 --> 00:18:00.460]  所以這個不要忘記神的話
[00:18:00.460 --> 00:18:02.460]  在難處中間先不要看難處
[00:18:02.460 --> 00:18:06.460]  先抬頭仰望我們的神
[00:18:06.460 --> 00:18:10.460]  讓他接着他的話來與我們同在
[00:18:10.460 --> 00:18:12.460]  那麼這樣的話呢
[00:18:12.460 --> 00:18:18.460]  我們就可以在生活中間不斷的學習
[00:18:18.460 --> 00:18:23.460]  我在申請到加拿大來的時候
[00:18:23.460 --> 00:18:27.460]  等護照等了差不多有兩年多
[00:18:27.460 --> 00:18:29.460]  很長的時間
[00:18:29.460 --> 00:18:32.460]  等這個大使館的簽證呢
[00:18:32.460 --> 00:18:34.460]  等了有半年多
[00:18:34.460 --> 00:18:37.460]  隨着有些人碰到我
[00:18:37.460 --> 00:18:39.460]  他說你不是要出國嗎
[00:18:39.460 --> 00:18:43.460]  怎麼一直還沒有出去啊
[00:18:43.460 --> 00:18:45.460]  那我心裏有數
[00:18:45.460 --> 00:18:49.460]  不是說你要想出去就出去
[00:18:49.460 --> 00:18:51.460]  看看神怎麼帶領
[00:18:51.460 --> 00:18:54.460]  所以聖經不是有句話嗎
[00:18:54.460 --> 00:18:57.460]  玩信他的人
[00:18:57.460 --> 00:18:59.460]  必不至於羞愧
[00:18:59.460 --> 00:19:02.460]  在羅馬書第十章
[00:19:02.460 --> 00:19:05.460]  就說你反正信他的
[00:19:05.460 --> 00:19:07.460]  你不會覺得羞愧
[00:19:07.460 --> 00:19:09.460]  那如果你不信神的話
[00:19:09.460 --> 00:19:11.460]  人家老大問你
[00:19:11.460 --> 00:19:12.460]  別人都能出去
[00:19:12.460 --> 00:19:16.460]  你怎麼到現在你還不出去啊
[00:19:16.460 --> 00:19:18.460]  那你會覺得很羞愧吧
[00:19:18.460 --> 00:19:20.460]  你好像你信着神
[00:19:20.460 --> 00:19:23.460]  怎麼沒有人幫助你呢
[00:19:23.460 --> 00:19:25.460]  但是我們知道
[00:19:25.460 --> 00:19:28.460]  神給我們事情呢
[00:19:28.460 --> 00:19:32.460]  不一定像你想象的那麼的順利
[00:19:32.460 --> 00:19:35.460]  你要什麼神就給你什麼
[00:19:35.460 --> 00:19:37.460]  並不是這樣的
[00:19:37.460 --> 00:19:40.460]  那信別的假神可以這麼說
[00:19:40.460 --> 00:19:42.460]  我要什麼
[00:19:42.460 --> 00:19:44.460]  叫那個假神快點答應他
[00:19:44.460 --> 00:19:47.460]  但是神不喜歡我們這樣做
[00:19:47.460 --> 00:19:51.460]  因爲他要接受我們的等候忍耐
[00:19:51.460 --> 00:19:52.460]  這樣的話
[00:19:52.460 --> 00:19:58.460]  叫我們生命就能夠來長大
[00:19:58.460 --> 00:20:01.460]  所以我們這一家人呢
[00:20:01.460 --> 00:20:03.460]  跟孩子一塊出來呢
[00:20:03.460 --> 00:20:06.460]  也是等了很長時間
[00:20:06.460 --> 00:20:08.460]  到公安局去
[00:20:08.460 --> 00:20:10.460]  到省裏的公安廳
[00:20:10.460 --> 00:20:12.460]  跟他說的情形
[00:20:12.460 --> 00:20:13.460]  他也不是
[00:20:13.460 --> 00:20:14.460]  他不能說不行
[00:20:14.460 --> 00:20:16.460]  你不能出國
[00:20:16.460 --> 00:20:18.460]  他就說我們研究研究
[00:20:18.460 --> 00:20:22.460]  這研究研究呢也沒有下文
[00:20:22.460 --> 00:20:25.460]  再過了幾個星期我再去
[00:20:25.460 --> 00:20:27.460]  他還是這句話
[00:20:27.460 --> 00:20:28.460]  研究研究
[00:20:28.460 --> 00:20:30.460]  有人說你的給煙啊
[00:20:30.460 --> 00:20:31.460]  你的給酒啊
[00:20:31.460 --> 00:20:33.460]  研究研究意思呢
[00:20:33.460 --> 00:20:35.460]  就是要些東西
[00:20:35.460 --> 00:20:36.460]  我說我
[00:20:36.460 --> 00:20:39.460]  我沒有什麼東西可以給他們的
[00:20:39.460 --> 00:20:41.460]  那我就忍耐吧
[00:20:41.460 --> 00:20:43.460]  忍耐等候
[00:20:43.460 --> 00:20:45.460]  過一段時間去一下
[00:20:45.460 --> 00:20:48.460]  過一段時間去一下
[00:20:48.460 --> 00:20:49.460]  他說不行
[00:20:49.460 --> 00:20:51.460]  不行我就走
[00:20:51.460 --> 00:20:53.460]  後來他看到我了
[00:20:53.460 --> 00:20:55.460]  他也沒有犯法
[00:20:55.460 --> 00:20:56.460]  他說啊
[00:20:56.460 --> 00:20:59.460]  你呀是國家需要的人才
[00:20:59.460 --> 00:21:01.460]  你現在不能出去
[00:21:01.460 --> 00:21:03.460]  國內正在建設
