
[00:00:00.000 --> 00:00:02.160]  大家聽到累了嗎?
[00:03:48.760 --> 00:03:52.480]  上帝會透過人類的歷史人類的進程裏面來講
[00:03:52.480 --> 00:03:54.320]  在每個不同的時間裏面
[00:03:54.320 --> 00:03:56.400]  一點一滴慢慢
[00:03:56.400 --> 00:04:01.000]  將他的心意計劃和真理向人啓示
[00:04:01.000 --> 00:04:03.000]  不然的話忽然之間全部扔掉
[00:04:03.000 --> 00:04:05.080]  你都解釋不了
[00:04:05.080 --> 00:04:06.760]  就好像我大人教小孩
[00:04:06.760 --> 00:04:09.200]  你都不可以將大人的事告訴他
[00:04:09.200 --> 00:04:11.200]  但慢慢給他
[00:04:11.200 --> 00:04:15.280]  所以我們要知道聖經裏面的啓示是用這樣的方式
[00:04:15.280 --> 00:04:19.560]  就好像我們說我們是由舊約的律法時代
[00:04:19.560 --> 00:04:23.120]  現在進入新約的恩典時代
[00:04:23.120 --> 00:04:25.720]  有什麼不同呢
[00:04:25.720 --> 00:04:27.400]  保羅就告訴我們
[00:04:27.400 --> 00:04:34.720]  舊約的律法就是我們認識上帝和聖經真理的啓蒙師傅
[00:04:34.720 --> 00:04:37.440]  舊約是準備我們瞭解新約
[00:04:37.440 --> 00:04:40.080]  其實新約就是神完全將他的心意
[00:04:40.080 --> 00:04:42.000]  對世界的計劃告訴我們
[00:04:42.000 --> 00:04:43.720]  於是透過舊約的律法
[00:04:43.720 --> 00:04:47.400]  我們慢慢掌握得到、明白得到、瞭解得到
[00:04:47.400 --> 00:04:54.360]  所以我們要知道聖經裏面的啓示是用這樣的方式
[00:04:54.360 --> 00:04:58.920]  問題是耶穌在世界上
[00:04:58.920 --> 00:05:02.440]  上帝就將他叫做猶太人
[00:05:02.440 --> 00:05:03.960]  猶太人是受安息日的
[00:05:03.960 --> 00:05:06.040]  安息日是星期幾
[00:05:06.040 --> 00:05:09.040]  安息日是星期六
[00:05:09.040 --> 00:05:12.080]  耶穌有沒有受安息日
[00:05:12.080 --> 00:05:14.000]  有,耶穌有受安息日
[00:05:14.000 --> 00:05:20.200]  不過耶穌就利用他的身份和不同的環境機會
[00:05:20.200 --> 00:05:24.240]  就幫助當日的猶太人
[00:05:24.240 --> 00:05:28.960]  去矯正對安息日的觀念
[00:05:28.960 --> 00:05:32.160]  所以大家可能記得耶穌一個很出名的說話
[00:05:32.160 --> 00:05:36.880]  他說安息日是爲人而設的
[00:05:36.880 --> 00:05:39.680]  人不是爲安息日而設的
[00:05:39.680 --> 00:05:41.160]  大家記得這句話嗎
[00:05:41.160 --> 00:05:42.080]  什麼意思?
[00:05:42.080 --> 00:05:45.280]  就是說你不要將安息日變成一個教條
[00:05:45.280 --> 00:05:46.360]  安息日是爲人而設的
[00:05:46.360 --> 00:05:49.320]  人不是爲安息日而設的
[00:05:49.320 --> 00:05:51.040]  但是最重要的是後面那句
[00:05:51.040 --> 00:05:55.000]  所以人只是安息日的主
[00:05:55.000 --> 00:05:57.840]  換句話說,安息日裏面誰是主角?
[00:05:57.840 --> 00:05:59.120]  耶穌基督是主角
[00:05:59.120 --> 00:06:01.600]  最重要的是在那一天當中
[00:06:01.600 --> 00:06:04.600]  耶穌基督成爲我們的主角
[00:06:04.600 --> 00:06:08.120]  這個觀念就相當重要了
[00:06:08.120 --> 00:06:11.200]  所以當我們知道了以後,黎明已經結束了
[00:06:11.200 --> 00:06:13.880]  耶穌就爲我們死了
[00:06:13.880 --> 00:06:17.680]  然後在三天裏面從死裏復活
[00:06:17.680 --> 00:06:19.960]  當耶穌從死裏復活之後
[00:06:19.960 --> 00:06:26.600]  當時的教會就將星期日當作一個很特別的日子
[00:06:26.600 --> 00:06:28.840]  因爲星期日是七月的第一天
[00:06:28.840 --> 00:06:30.560]  耶穌從死裏復活
[00:06:30.560 --> 00:06:33.880]  於是很多基督徒爲了紀念耶穌從死裏復活
[00:06:33.880 --> 00:06:38.360]  就星期日去敬拜上帝
[00:06:38.360 --> 00:06:40.560]  紀念耶穌從死裏復活
[00:06:40.560 --> 00:06:44.640]  就稱之爲主日
[00:06:44.640 --> 00:06:51.400]  也有些人用神學的詞叫Christian Sabbath
[00:06:51.400 --> 00:06:55.520]  就是基督徒的安息日
[00:06:55.520 --> 00:07:01.600]  慢慢越來越多的教會就將安息日
[00:07:01.600 --> 00:07:06.000]  本來星期六守的就轉到星期日
[00:07:06.000 --> 00:07:08.880]  事實上在當時的教會歷史當中
[00:07:08.880 --> 00:07:11.040]  有很多基督徒,特別是猶太人的基督徒
[00:07:11.040 --> 00:07:12.720]  星期六是安息日
[00:07:12.720 --> 00:07:14.520]  然後星期一是守主日
[00:07:14.520 --> 00:07:16.440]  兩樣都做的
[00:07:16.440 --> 00:07:20.440]  性質其實很相似,但是意義有些不一樣
[00:07:20.440 --> 00:07:24.240]  加深了安息日的意思
[00:07:24.240 --> 00:07:27.240]  因爲我開頭不是說耶穌是安息日的主
[00:07:27.240 --> 00:07:33.640]  主角讓我們看到在耶穌基督救主的身上
[00:07:33.640 --> 00:07:36.320]  後來越來越多的教會
[00:07:36.320 --> 00:07:40.400]  將星期日當作敬拜上帝
[00:07:40.400 --> 00:07:43.480]  和安息的時間
[00:07:43.480 --> 00:07:45.440]  所以現在很多時候
[00:07:45.440 --> 00:07:49.000]  我們守主日就等於守安息日一樣
[00:07:49.000 --> 00:07:50.600]  《聖經》有什麼根據呢
[00:07:50.600 --> 00:07:51.760]  如果你看《聖經》的話
[00:07:51.760 --> 00:07:54.320]  我沒有被歐拉印出來
[00:07:54.320 --> 00:07:58.840]  如果你看《仕途行傳》二十章第七節
[00:07:58.840 --> 00:08:02.280]  那裏講到保羅在《聖經》裏面
[00:08:02.280 --> 00:08:03.600]  第一次提到
[00:08:03.600 --> 00:08:05.160]  他說七日是第一天
[00:08:05.160 --> 00:08:06.680]  七日第一天是什麼
[00:08:06.680 --> 00:08:07.360]  星期日
[00:08:07.360 --> 00:08:10.360]  他聚集、抹餅、祈禱
[00:08:10.360 --> 00:08:15.040]  然後保羅就講了一篇很長篇大論的講章
[00:08:15.040 --> 00:08:17.040]  那是第一個的記載
[00:08:17.040 --> 00:08:18.400]  所以我剛纔說
[00:08:18.400 --> 00:08:20.640]  所以在開始的時間,歷史發展
[00:08:20.640 --> 00:08:22.360]  有些人是兩樣都守的
[00:08:22.360 --> 00:08:25.000]  慢慢就轉爲大部分的基督徒
[00:08:25.000 --> 00:08:27.600]  今天在星期日裏面守主日
[00:08:27.600 --> 00:08:30.200]  也是守基督徒的安息日
[00:08:30.200 --> 00:08:34.000]  在星期日的時間我們一起祈禱、抹餅、聽道、學習
[00:08:34.000 --> 00:08:36.040]  就是這樣的意思
[00:08:36.040 --> 00:08:38.400]  那問題就是
[00:08:38.400 --> 00:08:40.960]  什麼叫做守安息日呢
[00:08:40.960 --> 00:08:42.000]  什麼叫做守安息日呢
[00:08:42.000 --> 00:08:43.040]  什麼叫做守主日呢
[00:08:43.040 --> 00:08:45.120]  就是我們把它們組合在一起的時候
[00:08:45.120 --> 00:08:47.720]  我們就看回《聖經》的源頭
[00:08:47.720 --> 00:08:48.840]  什麼時候開始的呢
[00:08:48.840 --> 00:08:51.280]  可以嘗試瞭解裏面的意思
[00:08:51.280 --> 00:08:52.480]  那我們要看什麼呢
[00:08:52.480 --> 00:08:53.160]  《創世紀》
[00:08:53.160 --> 00:08:56.920]  這個佩穆斯在第一堂的時候也講過了
[00:08:56.920 --> 00:08:59.280]  《創世紀》第二章第一到第三節
[00:08:59.280 --> 00:09:00.160]  很快看看
[00:09:00.160 --> 00:09:01.920]  《創世紀》第二章一到三
[00:09:01.920 --> 00:09:03.600]  天地萬物都做齊了
[00:09:03.600 --> 00:09:05.040]  到了第七日
[00:09:05.040 --> 00:09:08.040]  上帝造物的功就已經完不
[00:09:08.040 --> 00:09:09.480]  就在第七日
[00:09:09.480 --> 00:09:11.840]  揭了他一切的功
[00:09:11.840 --> 00:09:13.240]  安息了
[00:09:13.240 --> 00:09:16.040]  上帝賜福給第七日定爲聖日
[00:09:16.040 --> 00:09:17.600]  因爲在這一天
[00:09:17.600 --> 00:09:20.520]  上帝揭了他一切創造的功
[00:09:20.520 --> 00:09:22.400]  就安息了
[00:09:22.400 --> 00:09:25.640]  這幾節《聖經》裏面就幫助我們瞭解
[00:09:25.640 --> 00:09:27.600]  有幾個很重要的觀念
[00:09:27.600 --> 00:09:28.960]  第一我要指出的是什麼呢
[00:09:28.960 --> 00:09:32.920]  當上帝創造天地萬物做完之後
[00:09:32.920 --> 00:09:34.640]  那個時間
[00:09:34.640 --> 00:09:37.920]  有沒有年月的觀念呢
[00:09:37.920 --> 00:09:40.040]  或者一個禮拜有七日
[00:09:40.040 --> 00:09:41.840]  有沒有那個觀念呢
[00:09:41.840 --> 00:09:42.520]  是沒有的
[00:09:42.520 --> 00:09:43.920]  那時候是有晝夜有早晨
[00:09:43.920 --> 00:09:44.640]  就是第一天
[00:09:44.640 --> 00:09:46.240]  有晝夜有早晨第二天
[00:09:46.240 --> 00:09:46.960]  OK
[00:09:46.960 --> 00:09:48.840]  他們的觀念就是有晝與夜
[00:09:48.840 --> 00:09:50.160]  可能有日那個觀念
[00:09:50.160 --> 00:09:53.280]  但是沒有一個禮拜有七日
[00:09:53.280 --> 00:09:56.520]  這個是後來那些羅馬尼的猶太尼慢慢點出來的
[00:09:56.520 --> 00:09:57.720]  大家明不明白我的意思
[00:09:57.720 --> 00:10:01.040]  所以其實那個原則是什麼呢
[00:10:01.040 --> 00:10:02.240]  上帝給我們命令就是
[00:10:02.240 --> 00:10:03.520]  做功做六日
[00:10:03.520 --> 00:10:05.680]  然後要休息一天
[00:10:05.680 --> 00:10:07.240]  這個是原則
[00:10:07.240 --> 00:10:08.520]  就more than 教條
[00:10:08.520 --> 00:10:09.800]  不是一條教條
[00:10:09.800 --> 00:10:10.560]  OK
[00:10:10.560 --> 00:10:13.440]  如果我們守主日守安息日
[00:10:13.440 --> 00:10:15.720]  好像舊約聖經那些人一樣
[00:10:15.720 --> 00:10:17.880]  當成一種教條的話
[00:10:17.880 --> 00:10:20.280]  我就變成了新約的法利塞人
[00:10:20.280 --> 00:10:22.760]  以爲守主日嘛
[00:10:22.760 --> 00:10:23.640]  搞定了
[00:10:23.640 --> 00:10:24.880]  那我就一個好基督徒了
[00:10:24.880 --> 00:10:25.720]  我就成功了
[00:10:25.720 --> 00:10:26.880]  我上天堂了
[00:10:26.880 --> 00:10:28.560]  因爲我那一天守了安息日
[00:10:28.560 --> 00:10:29.680]  我那一天守了主日
[00:10:29.680 --> 00:10:31.960]  I'm done
[00:10:31.960 --> 00:10:34.320]  這些就是教條式的敬拜
[00:10:34.320 --> 00:10:36.240]  如果那一天你抱着這樣的心態
[00:10:36.240 --> 00:10:38.240]  不做主日不行的
[00:10:38.240 --> 00:10:39.640]  不去敬拜不行的
[00:10:39.640 --> 00:10:41.280]  那你就要小心了
[00:10:41.280 --> 00:10:43.120]  第二樣東西呢
[00:10:43.120 --> 00:10:46.280]  很明顯其實聖經你留心看都看到的
[00:10:46.280 --> 00:10:49.280]  安息呢就不等於是什麼呢
[00:10:49.280 --> 00:10:51.840]  什麼事情都不做
[00:10:51.840 --> 00:10:54.160]  安息這個字在希伯來文裏面來說
[00:10:54.160 --> 00:10:56.960]  就是停止完工
[00:10:56.960 --> 00:11:00.040]  那個意思就是做好了一件工作
[00:11:00.040 --> 00:11:01.360]  The job is done
[00:11:01.360 --> 00:11:02.360]  OK
[00:11:02.360 --> 00:11:05.320]  所以並不是說上帝做完六天之後
[00:11:05.320 --> 00:11:06.080]  哎呀我好累啊
[00:11:06.080 --> 00:11:07.000]  好像我們人一樣
[00:11:07.000 --> 00:11:08.200]  要第二天休息一下
[00:11:08.200 --> 00:11:10.000]  坐下休息一下
[00:11:10.000 --> 00:11:10.480]  No
[00:11:10.480 --> 00:11:12.560]  因爲聖經都講得很清楚了
[00:11:12.560 --> 00:11:15.000]  上帝是日不打頓日不睡覺的
[00:11:15.000 --> 00:11:16.480]  他不需要休息的
[00:11:16.480 --> 00:11:16.880]  是不是
[00:11:16.880 --> 00:11:19.400]  上帝做事到現在還在做
[00:11:19.400 --> 00:11:20.840]  從來沒有停止過
[00:11:20.840 --> 00:11:22.480]  因爲他是上帝來的
[00:11:22.480 --> 00:11:23.360]  OK
[00:11:23.360 --> 00:11:24.200]  所以其實呢
[00:11:24.200 --> 00:11:27.000]  這裏講到那個安息的意思就是
[00:11:27.000 --> 00:11:30.080]  這個工作做好了已經完成了
[00:11:30.080 --> 00:11:31.800]  大家如果記得的話呢
[00:11:31.800 --> 00:11:32.960]  就是每一天
[00:11:32.960 --> 00:11:34.640]  當上帝做完工作他就是什麼呢
[00:11:34.640 --> 00:11:36.560]  臣看事好的
[00:11:36.560 --> 00:11:37.600]  看回頭
[00:11:37.600 --> 00:11:39.080]  做完之後做好一件事了
[00:11:39.080 --> 00:11:39.840]  做得怎麼樣
[00:11:39.840 --> 00:11:42.200]  不錯啊做得挺好的
[00:11:42.200 --> 00:11:45.040]  Done 做完一個工作了
[00:11:45.040 --> 00:11:46.800]  所以就不是我們說
[00:11:46.800 --> 00:11:48.080]  噢那我們什麼都不做了
[00:11:48.080 --> 00:11:50.440]  所以呢
[00:11:50.440 --> 00:11:51.000]  怎麼樣
[00:11:51.000 --> 00:11:51.960]  完成一切工作之後
[00:11:51.960 --> 00:11:53.320]  臣就要睡覺了
[00:11:53.320 --> 00:11:53.920]  No
[00:11:53.920 --> 00:11:56.560]  第三樣東西
[00:11:56.560 --> 00:11:58.960]  上帝次級第七日是什麼呢
[00:11:58.960 --> 00:11:59.480]  叫做什麼
[00:11:59.480 --> 00:12:02.120]  定爲聖日
[00:12:02.120 --> 00:12:03.360]  OK定爲聖日
[00:12:03.360 --> 00:12:04.960]  而且呢
[00:12:04.960 --> 00:12:07.400]  是要祝福第七日
[00:12:07.400 --> 00:12:08.520]  其實是兩樣東西的
[00:12:08.520 --> 00:12:09.520]  第一祝福第七日
[00:12:09.520 --> 00:12:11.080]  然後定爲聖日
[00:12:11.080 --> 00:12:14.160]  當上帝要祝福一個人或者一件事的時候
[00:12:14.160 --> 00:12:16.120]  他就要這個人得益處
[00:12:16.120 --> 00:12:19.840]  這件事是能夠有成果的
[00:12:19.840 --> 00:12:22.040]  而當上帝說要祝福第七日的時候
[00:12:22.040 --> 00:12:23.800]  從這一天裏面來講
[00:12:23.800 --> 00:12:25.440]  臣是要讓日
[00:12:25.440 --> 00:12:29.400]  讓我們每一個守安息日的人
[00:12:29.400 --> 00:12:31.000]  是能夠得益處的
[00:12:31.000 --> 00:12:35.000]  所以這個其實是一個蒙福的應許來的
[00:12:35.000 --> 00:12:35.960]  OK
[00:12:35.960 --> 00:12:38.040]  而第二樣東西里面來講
[00:12:38.040 --> 00:12:38.840]  聖經說呢
[00:12:38.840 --> 00:12:40.280]  要定爲聖日
[00:12:40.280 --> 00:12:42.240]  什麼是聖啊
[00:12:42.240 --> 00:12:43.760]  聖徒 聖日
[00:12:43.760 --> 00:12:46.120]  聖經裏面當我用到這個字的時候
[00:12:46.120 --> 00:12:47.440]  就是分別開來
[00:12:47.440 --> 00:12:49.640]  就是說神要在七日當中
[00:12:49.640 --> 00:12:50.480]  要有一天出
[00:12:50.480 --> 00:12:53.400]  有一天是特別分出來的
[00:12:53.400 --> 00:12:54.600]  用來做什麼呢
[00:12:54.600 --> 00:12:56.320]  用來敬拜上帝
[00:12:56.320 --> 00:12:57.360]  認識上帝
[00:12:57.360 --> 00:12:59.720]  服侍上帝
[00:12:59.720 --> 00:13:01.440]  這個就是聖經裏面所講的
[00:13:01.440 --> 00:13:03.320]  聖日的意思
[00:13:03.320 --> 00:13:06.400]  如果你明白了這個關於安息日
[00:13:06.400 --> 00:13:08.880]  神定立安息日的意思的時候
[00:13:08.880 --> 00:13:09.920]  你就會發覺
[00:13:09.920 --> 00:13:11.640]  原來守安息日
[00:13:11.640 --> 00:13:13.200]  不僅僅是一個誡命
[00:13:13.200 --> 00:13:15.040]  要遵守一個命令這麼簡單
[00:13:15.040 --> 00:13:17.200]  原來是一個賜福的應許來的
[00:13:17.200 --> 00:13:18.680]  所以守安息日呢
[00:13:18.680 --> 00:13:19.760]  是相當重要的
[00:13:19.760 --> 00:13:21.600]  我希望你因爲明白了這個重要性
[00:13:21.600 --> 00:13:22.120]  所以你覺得
[00:13:22.120 --> 00:13:23.480]  哎呀我不可以miss
[00:13:23.480 --> 00:13:28.680]  這個守安息日守主日的時間
[00:13:28.680 --> 00:13:30.480]  而不是習慣地
[00:13:30.480 --> 00:13:32.880]  習慣性地變成一種教條式的
[00:13:32.880 --> 00:13:35.880]  來參加我們的主日崇拜
[00:13:35.880 --> 00:13:38.440]  不過還有一樣東西呢
[00:13:38.440 --> 00:13:40.880]  我就覺得可能挑戰性大一點
[00:13:40.880 --> 00:13:42.400]  聖經是叫我們什麼呢
[00:13:42.400 --> 00:13:45.200]  當守安息日
[00:13:45.200 --> 00:13:48.200]  將一日拿出來
[00:13:48.200 --> 00:13:49.480]  今天我們這邊來說呢
[00:13:49.480 --> 00:13:50.560]  你回來過幾個小時
[00:13:50.560 --> 00:13:52.680]  就當守了安息日了
[00:13:52.680 --> 00:13:54.000]  聖經不是說你安息日
[00:13:54.000 --> 00:13:55.240]  就是一個小時
[00:13:55.240 --> 00:13:57.040]  完了之後就結束了
[00:13:57.040 --> 00:13:58.640]  就hold day
[00:13:58.640 --> 00:14:00.320]  是不是很challenge呢
[00:14:00.320 --> 00:14:02.080]  可能大家沒有想過這件事
[00:14:02.080 --> 00:14:03.600]  現在我們守安息日就是
[00:14:03.600 --> 00:14:04.600]  去崇拜
[00:14:04.600 --> 00:14:05.800]  參加崇拜就過兩個小時
[00:14:05.800 --> 00:14:06.680]  哎呀真的好了
[00:14:06.680 --> 00:14:08.160]  過兩個小時我又搞定了
[00:14:08.160 --> 00:14:09.760]  我又盡了我的責任了
[00:14:09.760 --> 00:14:10.920]  那些人就知道我是基督徒
[00:14:10.920 --> 00:14:13.000]  我什麼都做了
[00:14:13.000 --> 00:14:14.240]  原來聖經裏面是說
[00:14:14.240 --> 00:14:16.280]  是hold day
[00:14:16.280 --> 00:14:19.320]  不是隻是一日裏面
[00:14:19.320 --> 00:14:20.440]  只是一個小時
[00:14:20.440 --> 00:14:22.000]  或者一個半小時的時間
[00:14:22.000 --> 00:14:23.360]  這麼簡單
[00:14:23.360 --> 00:14:26.440]  牧師整天都是安息日
[00:14:26.440 --> 00:14:28.240]  做什麼呀
[00:14:28.240 --> 00:14:30.440]  這麼長時間我們要做什麼呢
[00:14:30.440 --> 00:14:31.320]  那我們要看下
[00:14:31.320 --> 00:14:32.640]  到底在安息日裏面
[00:14:32.640 --> 00:14:33.840]  我們要做些什麼呢
[00:14:33.840 --> 00:14:35.200]  大家看到了
[00:14:35.200 --> 00:14:37.280]  欣賞上帝的偉大
[00:14:37.280 --> 00:14:39.240]  那我們要看的是什麼呢
[00:14:39.240 --> 00:14:40.880]  一段聖經
[00:14:40.880 --> 00:14:44.640]  我們看出埃及的二十章
[00:14:44.640 --> 00:14:48.240]  那裏是記載十芥的
[00:14:48.240 --> 00:14:49.200]  二十章第八字裏面說
[00:14:49.200 --> 00:14:51.680]  當紀念安息日爲首爲聖日
[00:14:51.680 --> 00:14:53.760]  六日要努力做你一切的功
[00:14:53.760 --> 00:14:54.840]  但第七日
[00:14:54.840 --> 00:14:58.160]  是向耶和華你上帝當守的安息日
[00:14:58.160 --> 00:14:59.920]  這一日你和你的兒女
[00:14:59.920 --> 00:15:01.440]  拂被生畜
[00:15:01.440 --> 00:15:04.040]  並你成女寄居的客女
[00:15:04.040 --> 00:15:06.600]  無論何功都不可做
[00:15:06.600 --> 00:15:09.040]  因爲六日之內
[00:15:09.040 --> 00:15:10.280]  耶和華
[00:15:10.280 --> 00:15:13.000]  做天地海和其中的萬物
[00:15:13.000 --> 00:15:14.440]  第七日便安息
[00:15:14.440 --> 00:15:17.160]  所以耶和華賜福於安息日
[00:15:17.160 --> 00:15:18.720]  併爲聖日
[00:15:18.720 --> 00:15:20.160]  一開始聖經說
[00:15:20.160 --> 00:15:21.520]  當紀念安息日
[00:15:21.520 --> 00:15:23.200]  英文是Remember
[00:15:23.200 --> 00:15:24.600]  Remember是什麼
[00:15:24.600 --> 00:15:27.920]  回想起以前
[00:15:27.920 --> 00:15:30.200]  到底上帝做些什麼呢
[00:15:30.200 --> 00:15:31.760]  就好像上帝每做一件事
[00:15:31.760 --> 00:15:33.360]  神看事是多好的
[00:15:33.360 --> 00:15:35.040]  做人的時候是多好的
[00:15:35.040 --> 00:15:38.520]  然後每一天都說神看事是多好的
[00:15:38.520 --> 00:15:39.840]  原來安息日裏
[00:15:39.840 --> 00:15:41.360]  第一件事我們要做的就是
[00:15:41.360 --> 00:15:43.600]  要學習去欣賞
[00:15:43.600 --> 00:15:45.400]  上帝那種偉大
[00:15:45.400 --> 00:15:47.960]  特別是上帝創造的偉大和奇妙
[00:15:47.960 --> 00:15:52.840]  很多時候我沒有細心留在那裏去欣賞
[00:15:52.840 --> 00:15:54.440]  第二件事裏
[00:15:54.440 --> 00:15:57.760]  上帝吩咐人每天要努力工作
