
[00:00:00.000 --> 00:00:04.280]  今天跟大家分享的人物就是李希敏
[00:01:49.440 --> 00:01:52.480]  你要早點起床、吃少點、操練多點
[00:01:52.480 --> 00:01:54.520]  這種這樣的生命特質
[00:01:54.520 --> 00:01:56.160]  這個是其中一個
[00:01:56.160 --> 00:01:59.440]  有時候生命的操練或者是那種奮進
[00:01:59.440 --> 00:02:01.400]  不一定和異象有關
[00:02:01.400 --> 00:02:04.160]  是我們對付我們生命裏面的某些問題
[00:02:04.160 --> 00:02:07.080]  都是可以有一種逆流而上的特質
[00:02:07.080 --> 00:02:10.600]  不過尼熙米給我們看到的圖畫就是
[00:02:10.600 --> 00:02:11.760]  他有一個異象
[00:02:11.760 --> 00:02:14.120]  他要達成它
[00:02:14.120 --> 00:02:19.520]  如果尼熙米這個人就要講一下少少背景
[00:02:19.520 --> 00:02:21.680]  我們會講第二章和第三章
[00:02:21.680 --> 00:02:25.040]  我們要看一下第一章讀少少傾偈
[00:02:25.040 --> 00:02:30.280]  讓大家去記住尼熙米其實是一個什麼人物
[00:02:30.280 --> 00:02:31.840]  他有一個什麼異象
[00:02:31.840 --> 00:02:37.560]  我想大家要看一下尼熙米的第一章一至到第三節
[00:02:37.560 --> 00:02:39.640]  開頭那三節先看一看
[00:02:39.640 --> 00:02:41.360]  其實尼熙米是一個
[00:02:41.360 --> 00:02:44.200]  什麼是令到他心裏面觸動了他的
[00:02:44.200 --> 00:02:47.120]  尼熙米的第一章一至到第三節
[00:02:50.640 --> 00:02:52.560]  大家請聽我讀出
[00:02:52.560 --> 00:02:54.480]  因為大家一會兒有排讀
[00:02:54.480 --> 00:02:56.160]  聽我讀出這三節先
[00:02:56.160 --> 00:02:57.920]  第一章第一節就說
[00:02:57.920 --> 00:03:02.680]  哈加利亞的兒子尼熙米的言語如下
[00:03:02.680 --> 00:03:03.600]  他這樣說
[00:03:03.600 --> 00:03:06.640]  所以接著整卷書都是用第一身說
[00:03:06.640 --> 00:03:07.560]  用我講的
[00:03:07.560 --> 00:03:08.280]  大家留意
[00:03:08.280 --> 00:03:09.560]  很少書記這樣說
[00:03:09.560 --> 00:03:11.680]  他用回憶錄的方法去說
[00:03:11.680 --> 00:03:15.000]  他說亞特斯西王二十年基斯留月
[00:03:15.000 --> 00:03:17.280]  我在書山城的宮中
[00:03:17.280 --> 00:03:20.960]  那時有我一個弟兄哈那尼
[00:03:20.960 --> 00:03:23.360]  同著幾個人從猶大來
[00:03:23.360 --> 00:03:24.400]  我問他們
[00:03:24.400 --> 00:03:28.240]  那些被老歸回城下逃脫的猶大人
[00:03:28.240 --> 00:03:30.320]  和耶路撒冷的光景
[00:03:30.320 --> 00:03:31.600]  他們對我說
[00:03:31.600 --> 00:03:34.000]  那些被老歸回城下的人
[00:03:34.000 --> 00:03:37.200]  在猶大省遭大難受凌辱
[00:03:37.200 --> 00:03:41.280]  並且耶路撒冷的城牆拆毀
[00:03:41.280 --> 00:03:44.160]  城門被火焚燒
[00:03:44.160 --> 00:03:45.440]  講了背景
[00:03:45.440 --> 00:03:49.280]  尼熙米是一個什麼時代的人呢?
[00:03:49.280 --> 00:03:51.120]  如果在舊約歷史裡面
[00:03:51.120 --> 00:03:52.480]  差不多尾聲了
[00:03:52.480 --> 00:03:54.080]  就是說
[00:03:54.080 --> 00:03:55.120]  猶大國
[00:03:55.120 --> 00:03:57.520]  以色列國猶大國都亡了
[00:03:57.520 --> 00:03:58.960]  亡了國之後
[00:03:58.960 --> 00:04:00.720]  然後很多人被老
[00:04:00.720 --> 00:04:02.960]  去到巴比倫的地方居住
[00:04:02.960 --> 00:04:03.840]  成為了俘虜
[00:04:03.840 --> 00:04:05.120]  成為了奴隸
[00:04:05.120 --> 00:04:07.600]  當然有些人做了官
[00:04:07.600 --> 00:04:08.720]  好像他這樣
[00:04:08.720 --> 00:04:14.880]  後來去到最後波斯的王朝興起
[00:04:14.880 --> 00:04:17.440]  就贏了巴比倫
[00:04:17.440 --> 00:04:22.560]  波斯的王朝對那些被老的人
[00:04:22.560 --> 00:04:24.800]  比較寬容一點
[00:04:24.800 --> 00:04:28.960]  於是就容許他們回歸他們的國土
[00:04:28.960 --> 00:04:32.800]  所以尼熙米的前一點點時間
[00:04:32.800 --> 00:04:36.000]  他的另外一些領袖曾經
[00:04:36.000 --> 00:04:38.480]  比如說巴伯帶領著民眾
[00:04:38.480 --> 00:04:41.120]  回歸去到耶路撒冷的地方
[00:04:41.120 --> 00:04:44.320]  說他們之前曾經試過重建聖殿
[00:04:44.320 --> 00:04:45.840]  這些記錄
[00:04:45.840 --> 00:04:49.040]  不過尼熙米在這個時候
[00:04:49.040 --> 00:04:51.760]  他就問一些人
[00:04:51.760 --> 00:04:53.280]  就是他回歸之後
[00:04:53.280 --> 00:04:54.720]  去鄉下探親
[00:04:54.720 --> 00:04:55.520]  就是這樣
[00:04:55.520 --> 00:04:56.640]  然後就回來說
[00:04:56.640 --> 00:04:57.280]  喂,怎麼樣?
[00:04:57.280 --> 00:04:58.240]  鄉下情況如何?
[00:04:58.240 --> 00:04:59.040]  那些人怎麼樣?
[00:04:59.040 --> 00:05:00.160]  那些地方如何?
[00:05:00.160 --> 00:05:01.520]  他很關心自己的鄉下
[00:05:01.520 --> 00:05:03.120]  於是那些人就告訴他
[00:05:03.120 --> 00:05:05.040]  一不講由自可
[00:05:05.040 --> 00:05:06.320]  一講就說
[00:05:06.320 --> 00:05:08.640]  那些被老歸回剩下的人
[00:05:08.640 --> 00:05:10.400]  在猶大省做什麼呢?
[00:05:10.400 --> 00:05:12.800]  就是租大欄
[00:05:12.800 --> 00:05:14.640]  租大欄
[00:05:14.640 --> 00:05:16.240]  很大的災難
[00:05:16.240 --> 00:05:18.960]  受到很大的凌辱
[00:05:18.960 --> 00:05:20.160]  被人欺凌
[00:05:20.160 --> 00:05:22.160]  而且城牆被拆毀
[00:05:22.160 --> 00:05:25.360]  城門被火焚燒
[00:05:25.360 --> 00:05:27.360]  所以引述下去
[00:05:27.360 --> 00:05:29.840]  第一章的下半段
[00:05:29.840 --> 00:05:31.760]  就是說尼熙米聽到這句話之後
[00:05:31.760 --> 00:05:32.640]  很難過
[00:05:32.640 --> 00:05:33.600]  很傷心
[00:05:33.600 --> 00:05:35.360]  他就在那裡
[00:05:35.360 --> 00:05:36.000]  怎麼說呢?
[00:05:36.000 --> 00:05:37.440]  在那裡禁食
[00:05:37.440 --> 00:05:38.880]  還有祈禱
[00:05:38.880 --> 00:05:40.000]  禁食祈禱
[00:05:40.000 --> 00:05:43.360]  他為他的國家犯的罪
[00:05:43.360 --> 00:05:44.320]  他禁食
[00:05:44.320 --> 00:05:45.360]  他禱告
[00:05:45.360 --> 00:05:49.600]  他期待神能夠拯救他們
[00:05:49.600 --> 00:05:50.720]  第一章就是這麼說
[00:05:50.720 --> 00:05:53.040]  所以在那個時候開始
[00:05:53.040 --> 00:05:56.480]  尼熙米心裡已經有一個這樣的意象
[00:05:56.480 --> 00:05:57.520]  就是有一天
[00:05:57.520 --> 00:06:00.000]  他要回到自己的故土
[00:06:00.000 --> 00:06:02.000]  回到自己的鄉下這個地方
[00:06:02.000 --> 00:06:03.840]  他要做些事情
[00:06:03.840 --> 00:06:06.480]  他要重建他們的家園
[00:06:06.480 --> 00:06:07.840]  重建城牆
[00:06:07.840 --> 00:06:08.400]  好了
[00:06:08.400 --> 00:06:10.960]  第一章最後的那句
[00:06:10.960 --> 00:06:12.560]  就交代他是誰
[00:06:12.560 --> 00:06:13.760]  原來他是
[00:06:13.760 --> 00:06:15.440]  第一章最後的那句就說
[00:06:15.440 --> 00:06:18.320]  「我是作王走政的」
[00:06:18.320 --> 00:06:19.360]  走政
[00:06:19.360 --> 00:06:21.360]  什麼叫做走政
[00:06:21.360 --> 00:06:23.120]  「作王走政的」
[00:06:23.120 --> 00:06:25.040]  他其實是一個什麼人呢?
[00:06:25.040 --> 00:06:27.040]  就在皇宮裡面
[00:06:27.040 --> 00:06:30.000]  書山就是當時亞述的首都
[00:06:30.000 --> 00:06:31.440]  他在皇宮裡面
[00:06:31.440 --> 00:06:32.800]  服侍王的人
[00:06:32.800 --> 00:06:34.560]  幫王試酒
[00:06:34.560 --> 00:06:36.000]  幫王調酒
[00:06:36.000 --> 00:06:37.280]  幫王斟酒
[00:06:37.280 --> 00:06:39.840]  所以留意他和王之間
[00:06:39.840 --> 00:06:43.040]  是有一個很近距離的接觸
[00:06:43.040 --> 00:06:44.640]  往往在一些宴會
[00:06:44.640 --> 00:06:46.000]  在一些慶典裡面
[00:06:46.000 --> 00:06:47.360]  他就會出現
[00:06:47.360 --> 00:06:51.200]  他就會為王做這些工作
[00:06:51.200 --> 00:06:53.760]  所以他和王之間有一個很密切的關係
[00:06:53.760 --> 00:06:58.720]  他怎麼去開始他的意象之旅呢?
[00:06:58.720 --> 00:07:00.480]  怎麼達成呢?
[00:07:00.480 --> 00:07:03.440]  我想說的就是第二章開始
[00:07:03.440 --> 00:07:04.800]  第二章裡面
[00:07:04.800 --> 00:07:06.160]  還有第三章
[00:07:06.160 --> 00:07:08.880]  就是說希米生命裡面
[00:07:08.880 --> 00:07:10.560]  有兩個很重要的特質
[00:07:10.560 --> 00:07:13.840]  第二章我想請大家讀一下
[00:07:13.840 --> 00:07:14.960]  這一章聖經
[00:07:14.960 --> 00:07:19.920]  第二章可以分成兩段
[00:07:19.920 --> 00:07:23.360]  第一節到第八節是前面那段
[00:07:23.360 --> 00:07:26.080]  說他和王之間有一幕相遇
[00:07:26.080 --> 00:07:28.960]  第九節到第二十節
[00:07:28.960 --> 00:07:30.400]  就說他真的可以回去了
[00:07:30.400 --> 00:07:33.040]  說他回去之後最初那幾天發生什麼事
[00:07:33.040 --> 00:07:35.920]  我想請弟兄你讀第一節
[00:07:35.920 --> 00:07:36.960]  去到第八節
[00:07:36.960 --> 00:07:37.680]  這一段先
[00:07:37.680 --> 00:07:38.960]  姐妹讀第九節
[00:07:38.960 --> 00:07:39.920]  去到二十節
[00:07:39.920 --> 00:07:40.560]  好嗎?
[00:07:40.560 --> 00:07:41.760]  好,請弟兄先
[00:07:41.760 --> 00:07:42.960]  預備起
[00:07:42.960 --> 00:07:45.520]  阿達說西王二十年
[00:07:45.520 --> 00:07:48.880]  離山月在王面前擺酒
[00:07:48.880 --> 00:07:51.360]  我拿起酒來奉給王
[00:07:51.360 --> 00:07:54.720]  我素來在王面前沒有愁容
[00:07:54.720 --> 00:07:56.160]  王對我說
[00:07:56.160 --> 00:07:57.680]  你既會有病
[00:07:57.680 --> 00:08:00.000]  為什麼面帶愁容呢?
[00:08:00.000 --> 00:08:01.520]  這不是別的
[00:08:01.520 --> 00:08:03.680]  於是你心中愁煩
[00:08:03.680 --> 00:08:05.600]  於是我甚懼怕
[00:08:05.600 --> 00:08:06.880]  我對王說
[00:08:06.880 --> 00:08:08.400]  願王萬歲
[00:08:08.400 --> 00:08:12.000]  我列祖墳墓所在的那城康樂
[00:08:12.000 --> 00:08:14.080]  城門被焚燒
[00:08:14.080 --> 00:08:17.120]  我豈能無憂無愁容呢?
[00:08:17.120 --> 00:08:18.400]  王對我說
[00:08:18.400 --> 00:08:19.920]  你要求什麼
[00:08:19.920 --> 00:08:21.840]  我使我問
[00:08:21.840 --> 00:08:28.320]  到我列祖墳墓所在的那城去
[00:08:28.320 --> 00:08:30.400]  我好重見新宗
[00:08:30.400 --> 00:08:33.520]  那時王后坐在王的旁邊
[00:08:33.520 --> 00:08:34.800]  王問我說
[00:08:34.800 --> 00:08:37.040]  你去要多少日子
[00:08:37.040 --> 00:08:38.400]  幾時回來
[00:08:38.400 --> 00:08:40.160]  我就定了日期
[00:08:40.160 --> 00:08:43.120]  於是王喜歡差遣我去
[00:08:43.120 --> 00:08:45.040]  我又對王說
[00:08:45.040 --> 00:08:46.400]  王若歡歡
[00:08:46.400 --> 00:08:48.400]  王恕我笑說
[00:08:48.400 --> 00:08:50.960]  通知大河西的省長
[00:08:50.960 --> 00:08:53.760]  准我去皇宮留大
[00:08:53.760 --> 00:08:55.280]  又笑說
[00:08:55.280 --> 00:08:58.400]  通知管理王宮外的官生
[00:08:58.400 --> 00:09:00.160]  只貪欺我幕僚
[00:09:00.160 --> 00:09:05.840]  作屬殿迎樓之門的橫樑和城牆
[00:09:05.840 --> 00:09:08.560]  以我自己房屋使用的
[00:09:08.560 --> 00:09:10.240]  王就允准我
[00:09:10.240 --> 00:09:13.600]  因我臣之恩我的受光祖
[00:09:13.600 --> 00:09:16.080]  講他與王會面的這一幕
[00:09:16.080 --> 00:09:19.680]  請姐妹讀第九節到第二十節
[00:09:19.680 --> 00:09:21.920]  王派了軍長
[00:09:21.920 --> 00:09:23.840]  王馬兵會送我
[00:09:23.840 --> 00:09:26.880]  到大河西省雅馬裡
[00:09:26.880 --> 00:09:29.600]  將王的詔書交給他們
[00:09:29.600 --> 00:09:31.840]  王人倫三拍馬
[00:09:31.840 --> 00:09:34.960]  並圍繞的雅滿人多比把
[00:09:34.960 --> 00:09:38.560]  聽見有人來為以色列人求好處
[00:09:38.560 --> 00:09:40.080]  就甚訴怒
[00:09:40.080 --> 00:09:42.080]  我到了耶路撒冷
[00:09:42.080 --> 00:09:44.320]  在那裡住了三日
[00:09:44.320 --> 00:09:45.840]  我夜間起來
[00:09:45.840 --> 00:09:48.320]  有幾個人也一同起來
[00:09:48.320 --> 00:09:52.880]  但臣使我心裡要為耶路撒冷作甚麼事
[00:09:52.880 --> 00:09:54.880]  我並沒有告訴人
[00:09:54.880 --> 00:09:57.520]  除了我的生後以外
[00:09:57.520 --> 00:10:00.720]  也沒有別的生後在我那裡
[00:10:00.720 --> 00:10:02.880]  當夜我出去谷末
[00:10:02.880 --> 00:10:05.200]  往去九井去
[00:10:05.200 --> 00:10:06.800]  到了粉楚末
[00:10:06.800 --> 00:10:09.200]  拍看耶路撒冷的城牆
[00:10:09.200 --> 00:10:10.960]  見城牆拆毀
[00:10:10.960 --> 00:10:13.040]  城門被火焚燒
[00:10:13.040 --> 00:10:14.480]  我又往前
[00:10:14.480 --> 00:10:15.840]  到了全末
[00:10:15.840 --> 00:10:18.800]  王子但所騎的生後
[00:10:18.800 --> 00:10:20.800]  沒有我幫他去
[00:10:20.800 --> 00:10:24.800]  於是我便跟夜山玄機而上
[00:10:24.800 --> 00:10:28.800]  察看城牆又轉身進入宮門就回來了
[00:10:28.800 --> 00:10:30.480]  我往那裡去
[00:10:30.480 --> 00:10:32.000]  我作甚麼事
[00:10:32.000 --> 00:10:33.760]  官長都不知道
[00:10:33.760 --> 00:10:36.560]  我還沒有告訴猶太平民
[00:10:36.560 --> 00:10:41.120]  祭司貴就官長和其餘作供的人
[00:10:41.120 --> 00:10:43.360]  以後我對他們說
[00:10:43.360 --> 00:10:45.360]  我所遭遇的難
[00:10:45.360 --> 00:10:47.440]  讓耶路撒冷怎樣荒涼
[00:10:47.440 --> 00:10:49.440]  城門被火焚燒
[00:10:49.440 --> 00:10:52.080]  我們你們都看見了
[00:10:52.080 --> 00:10:55.360]  來吧我們重建耶路撒冷的城牆
[00:10:55.360 --> 00:10:57.360]  免得受受刑獄
[00:10:57.360 --> 00:11:00.720]  我告訴他們神已經先收
[00:11:00.720 --> 00:11:02.160]  怎樣幫助我
[00:11:02.160 --> 00:11:04.560]  並王對我所說的話
[00:11:04.560 --> 00:11:05.920]  他們就說
[00:11:05.920 --> 00:11:07.920]  我們起來建造吧
[00:11:07.920 --> 00:11:11.280]  於是他們奮勇作者善供
[00:11:11.280 --> 00:11:13.760]  但王輪忍班巴拉
[00:11:13.760 --> 00:11:16.640]  敬來路的阿門人多比亞
[00:11:16.640 --> 00:11:18.640]  和阿拉巴的人
[00:11:18.640 --> 00:11:22.160]  既是其聖事就指教我們
[00:11:22.160 --> 00:11:24.800]  要是我們說你們甚麼呢
[00:11:24.800 --> 00:11:26.400]  要背叛王嗎
[00:11:26.400 --> 00:11:28.400]  我回答他們說
[00:11:28.400 --> 00:11:31.280]  天上的神必使我們亨通
[00:11:31.280 --> 00:11:35.040]  我們作乃無名的要起來建造
[00:11:35.040 --> 00:11:38.560]  你們卻在耶路撒冷無份無據
[00:11:38.560 --> 00:11:40.560]  無權無義
[00:11:40.560 --> 00:11:43.440]  兩段聖經我會這樣形容
[00:11:43.440 --> 00:11:47.840]  反映這位領袖的特性
[00:11:47.840 --> 00:11:52.480]  我稱他做一個沉著的準備
[00:11:52.480 --> 00:11:54.080]  在他內心裏面
[00:11:54.080 --> 00:11:58.400]  他面對這個擺在他心裏面的異象任務
[00:11:58.400 --> 00:12:00.800]  一個沉著的準備
[00:12:00.800 --> 00:12:03.840]  第一節到第八節
[00:12:03.840 --> 00:12:05.520]  弟兄讀的那段聖經
[00:12:05.520 --> 00:12:08.640]  大家留意兩個地方是很特別的
[00:12:08.640 --> 00:12:11.760]  就是當王問他的時候
[00:12:11.760 --> 00:12:13.440]  你想怎樣
[00:12:13.440 --> 00:12:16.160]  他有甚麼反應
[00:12:16.160 --> 00:12:18.400]  在第四節
[00:12:18.400 --> 00:12:22.000]  王問他說你要求甚麼
[00:12:22.000 --> 00:12:24.720]  你會發覺他的反應是這樣
[00:12:24.720 --> 00:12:31.200]  他說於是我默討天上的神
[00:12:31.200 --> 00:12:35.680]  然後他提出一個革命性的要求
[00:12:35.680 --> 00:12:38.800]  去到第八節的最後
[00:12:38.800 --> 00:12:40.800]  王允准我
[00:12:40.800 --> 00:12:42.000]  他有一個理解
[00:12:42.000 --> 00:12:43.200]  是甚麼
[00:12:43.200 --> 00:12:44.400]  有原因的
[00:12:44.400 --> 00:12:48.320]  因為我神的私恩的手幫助我
[00:12:48.320 --> 00:12:52.640]  其實他向神的默討
[00:12:52.640 --> 00:12:53.760]  討稿
[00:12:53.760 --> 00:12:57.760]  和他理解王這樣回覆他
[00:12:57.760 --> 00:13:00.160]  是神私恩的手幫助他
[00:13:00.160 --> 00:13:01.200]  這個理解
[00:13:01.200 --> 00:13:05.680]  其實是反映他內心很沉著的準備
[00:13:05.680 --> 00:13:06.960]  為何我這樣說
[00:13:06.960 --> 00:13:08.880]  第一
[00:13:08.880 --> 00:13:10.640]  大家要明白一件事
[00:13:10.640 --> 00:13:15.920]  聖經說他在阿特舍西王二十年的離散月
[00:13:15.920 --> 00:13:18.960]  大概離開之前他聽到的消息
[00:13:18.960 --> 00:13:20.240]  大約四個月的時間
[00:13:20.240 --> 00:13:22.320]  他在王的面前好像平常一樣
[00:13:22.320 --> 00:13:24.640]  他去擺酒
[00:13:24.640 --> 00:13:26.880]  他去侍奉王
[00:13:26.880 --> 00:13:28.400]  我想這幾個月的時間裏
[00:13:28.400 --> 00:13:32.160]  他心裏給這件事記掛著
[00:13:32.160 --> 00:13:33.920]  所以他面帶愁容
[00:13:33.920 --> 00:13:35.680]  可能他未必控制得到
[00:13:35.680 --> 00:13:37.520]  他素來都沒有愁容
[00:13:37.520 --> 00:13:40.080]  王跟他說你都沒有病
[00:13:40.080 --> 00:13:41.360]  為何你會面帶愁容
[00:13:41.360 --> 00:13:42.720]  一定有事
[00:13:42.720 --> 00:13:44.480]  你一定有事要受煩
[00:13:44.480 --> 00:13:46.480]  王的眼睛看穿了他
[00:13:46.480 --> 00:13:48.640]  看穿了他心裏面的情況
[00:13:48.640 --> 00:13:49.760]  聖經怎樣形容他
[00:13:49.760 --> 00:13:51.040]  當王這樣問他
[00:13:51.040 --> 00:13:52.560]  你一定有事要煩
[00:13:52.560 --> 00:13:54.560]  他的反應是
[00:13:54.560 --> 00:13:58.640]  於是我就甚懼怕
[00:13:58.640 --> 00:14:00.880]  大家留意
[00:14:00.880 --> 00:14:02.320]  他被王看穿了
[00:14:02.320 --> 00:14:04.640]  他的臉色不太好
[00:14:04.640 --> 00:14:06.320]  其實應該是機會
[00:14:06.320 --> 00:14:08.240]  但他卻懼怕
[00:14:08.240 --> 00:14:09.520]  為何懼怕
[00:14:09.520 --> 00:14:11.440]  大家可以想像一下
[00:14:11.440 --> 00:14:15.040]  他是在王的慶典
[00:14:15.040 --> 00:14:16.560]  在王的宴會中間
[00:14:16.560 --> 00:14:17.600]  做酒證
[00:14:17.600 --> 00:14:20.400]  做試酒、調酒、斟酒
[00:14:20.400 --> 00:14:21.680]  慶典的中間
[00:14:21.680 --> 00:14:23.920]  在王這麼高興的時候
[00:14:23.920 --> 00:14:25.920]  樣子苦瓜乾的樣子
[00:14:25.920 --> 00:14:28.960]  我想王的一切角度
[00:14:28.960 --> 00:14:30.800]  他都會害怕
[00:14:30.800 --> 00:14:32.560]  有異常的人
[00:14:32.560 --> 00:14:33.600]  怕不怕
[00:14:33.600 --> 00:14:35.600]  都不一定不怕
[00:14:35.600 --> 00:14:36.720]  很多怕
[00:14:36.720 --> 00:14:38.080]  大家可以想像多一點
[00:14:38.080 --> 00:14:41.120]  其實亞述王
[00:14:41.120 --> 00:14:42.000]  這個亞達薛西
[00:14:42.000 --> 00:14:43.040]  我們對他很早陌生
[00:14:43.040 --> 00:14:44.160]  他的名字出現在聖經裏面
[00:14:44.160 --> 00:14:45.120]  很少次數
[00:14:45.120 --> 00:14:46.640]  但其實大家要理解
[00:14:46.640 --> 00:14:48.560]  亞述王朝在當日
[00:14:48.560 --> 00:14:51.280]  其實是一個很強盛的帝國
[00:14:51.280 --> 00:14:52.960]  強盛的帝國
[00:14:52.960 --> 00:14:55.280]  亞述帝國的版圖
[00:14:55.280 --> 00:14:58.720]  根本上由差不多整個中東一帶
[00:14:58.720 --> 00:15:00.560]  一直去到印度旁邊
[00:15:00.560 --> 00:15:03.240]  然後去到整個土耳其
[00:15:03.240 --> 00:15:04.240]  小亞洲的地方
[00:15:04.240 --> 00:15:05.600]  當然連埋以色列的地方
[00:15:05.600 --> 00:15:06.960]  再去到埃及的地方
[00:15:06.960 --> 00:15:08.960]  橫跨三個州
[00:15:08.960 --> 00:15:10.320]  一個這樣的王
[00:15:10.320 --> 00:15:14.240]  他比起我們熟悉的大衛王
[00:15:14.240 --> 00:15:15.280]  所羅門王
[00:15:15.280 --> 00:15:16.160]  如果講政治
[00:15:16.160 --> 00:15:17.760]  你講軍事能力
[00:15:17.760 --> 00:15:19.120]  遠比那時強
[00:15:19.120 --> 00:15:22.320]  是一個統治很強大的地方
[00:15:22.320 --> 00:15:23.920]  很大的版圖的一個帝國
[00:15:23.920 --> 00:15:25.840]  那個王問你
[00:15:25.840 --> 00:15:26.800]  為什麼你這麼不開心
[00:15:26.800 --> 00:15:27.520]  我這麼開心
[00:15:27.520 --> 00:15:28.400]  為什麼你這麼不開心
[00:15:28.400 --> 00:15:31.040]  其實他害怕是很正常的
[00:15:31.040 --> 00:15:33.520]  因為他不知道他這個仇容
[00:15:33.520 --> 00:15:35.440]  會帶給他一個什麼結果
[00:15:35.440 --> 00:15:37.360]  恐懼
[00:15:37.360 --> 00:15:38.320]  他害怕
[00:15:38.320 --> 00:15:39.680]  所以有現象的人
[00:15:39.680 --> 00:15:41.680]  心裏面都可能會害怕
[00:15:41.680 --> 00:15:42.720]  於是乎
[00:15:42.720 --> 00:15:44.080]  不過他害怕之餘
[00:15:44.080 --> 00:15:45.920]  你發覺他的反應是怎樣的呢
[00:15:45.920 --> 00:15:47.200]  他的反應是什麼呢
[00:15:47.200 --> 00:15:47.840]  他說
[00:15:47.840 --> 00:15:48.640]  我對王說
[00:15:48.640 --> 00:15:49.440]  願王萬歲
[00:15:49.440 --> 00:15:50.880]  我列祖焚墓所在的
[00:15:50.880 --> 00:15:51.760]  那城荒涼
[00:15:51.760 --> 00:15:53.040]  城門被火焚燒
[00:15:53.040 --> 00:15:54.800]  我豈能面無仇容
[00:15:54.800 --> 00:15:55.360]  嘩
[00:15:55.360 --> 00:15:56.640]  這句反應是什麼呢
[00:15:56.640 --> 00:15:59.040]  機智的反應
[00:15:59.040 --> 00:16:00.880]  大家留意
[00:16:00.880 --> 00:16:03.200]  他從沒講他是哪個城出來的
[00:16:03.200 --> 00:16:04.160]  那個王知不知道
[00:16:04.160 --> 00:16:05.600]  那個王都知道的
[00:16:05.600 --> 00:16:06.560]  但他沒有說
[00:16:06.560 --> 00:16:09.280]  我以前鄉下耶路撒冷那裏
[00:16:09.280 --> 00:16:11.520]  以前圍著那個城牆倒塌了
[00:16:11.520 --> 00:16:12.880]  現在我很受煩
[00:16:12.880 --> 00:16:13.600]  他不是
[00:16:13.600 --> 00:16:14.320]  他說什麼呢
[00:16:14.320 --> 00:16:16.960]  是我列祖的墳墓
[00:16:16.960 --> 00:16:20.240]  如果他說是提及那個城的名字
[00:16:20.240 --> 00:16:22.960]  那個城是猶大以前的首都
[00:16:22.960 --> 00:16:25.360]  都是一國之首
[00:16:25.360 --> 00:16:26.240]  如果他說
[00:16:26.240 --> 00:16:28.960]  他想回到以前自己舊時候的首都
[00:16:28.960 --> 00:16:30.080]  去做什麼的話
[00:16:30.080 --> 00:16:31.360]  其實那個結果
[00:16:31.360 --> 00:16:33.840]  那個的影響可能很不同
[00:16:33.840 --> 00:16:34.880]  但他說什麼呢
[00:16:34.880 --> 00:16:36.960]  他說我想回去我以前的鄉下
[00:16:36.960 --> 00:16:38.320]  我的墳墓
[00:16:38.320 --> 00:16:39.440]  我的祖先
[00:16:39.440 --> 00:16:40.320]  我爺爺阿嬤
[00:16:40.320 --> 00:16:41.680]  我上幾代的墳墓
[00:16:41.680 --> 00:16:42.160]  修墳
[00:16:42.160 --> 00:16:43.040]  就是說我想去
