
[00:00:00.000 --> 00:00:03.280]  教會是耶穌基督的身體
[00:03:29.560 --> 00:03:31.560]  我們一起讀一次
[00:03:31.560 --> 00:03:33.560]  這份所書第二章一到十節
[00:03:33.560 --> 00:03:36.560]  我們一起讀準備一二三
[00:03:36.560 --> 00:03:39.560]  你們死在過犯罪惡之中
[00:03:39.560 --> 00:03:41.560]  他叫你們活過來
[00:03:41.560 --> 00:03:45.560]  那時你們在其中行事為人
[00:03:45.560 --> 00:03:47.560]  隨從今世的風俗
[00:03:47.560 --> 00:03:50.560]  信服空中掌權者的首領
[00:03:50.560 --> 00:03:55.560]  就是現今在搏弈之子心中運行的邪靈
[00:03:55.560 --> 00:03:58.560]  我們從前也都在他們中間
[00:03:58.560 --> 00:04:00.560]  放縱肉體的私慾
[00:04:00.560 --> 00:04:04.560]  隨著肉體和心中所喜好的去行
[00:04:04.560 --> 00:04:08.560]  本為可怒之子和別人一樣
[00:04:08.560 --> 00:04:11.560]  然而神既有豐富的憐憫
[00:04:11.560 --> 00:04:13.560]  因他愛我們的大愛
[00:04:13.560 --> 00:04:16.560]  當我們死在過犯中的時候
[00:04:16.560 --> 00:04:19.560]  便叫我們與基督一同活過來
[00:04:19.560 --> 00:04:22.560]  你們不夠是本福恩
[00:04:22.560 --> 00:04:26.560]  他又叫我們與基督耶穌一同復活
[00:04:26.560 --> 00:04:28.560]  一同坐在天上
[00:04:28.560 --> 00:04:30.560]  要將他極豐富的恩典
[00:04:30.560 --> 00:04:33.560]  就是他在基督耶穌裏
[00:04:33.560 --> 00:04:35.560]  向我們所施的恩慈
[00:04:35.560 --> 00:04:38.560]  顯明給後來的世代看
[00:04:38.560 --> 00:04:41.560]  你們不夠是本福恩
[00:04:41.560 --> 00:04:42.560]  也因著信
[00:04:42.560 --> 00:04:47.560]  這並不是出於自己乃是神所賜的
[00:04:47.560 --> 00:04:51.560]  也不是出於行為免得有人自誇
[00:04:51.560 --> 00:04:53.560]  我們原是他的工作
[00:04:53.560 --> 00:04:56.560]  在基督耶穌裏造成的
[00:04:56.560 --> 00:04:58.560]  為要叫我們行善
[00:04:58.560 --> 00:05:03.560]  就是神所預備叫我們行的
[00:05:03.560 --> 00:05:05.560]  我們信耶穌的人
[00:05:05.560 --> 00:05:07.560]  我們返教會的人
[00:05:07.560 --> 00:05:11.560]  我們都有一個共同的特點
[00:05:11.560 --> 00:05:13.560]  這個共同的特點就是
[00:05:13.560 --> 00:05:18.560]  我們都承認我們是一個罪人
[00:05:18.560 --> 00:05:20.560]  所有信耶穌的人
[00:05:20.560 --> 00:05:23.560]  都要承認自己是一個罪人
[00:05:23.560 --> 00:05:25.560]  我們在報道會的時候這樣說
[00:05:25.560 --> 00:05:27.560]  我們在陪談的時候這樣說
[00:05:27.560 --> 00:05:30.560]  我們在浸禮班會這樣說
[00:05:30.560 --> 00:05:33.560]  你問信德的時候都會問你
[00:05:33.560 --> 00:05:37.560]  你承不承認自己是一個罪人
[00:05:37.560 --> 00:05:39.560]  我們都承認的
[00:05:39.560 --> 00:05:41.560]  這個就是我們的特色
[00:05:41.560 --> 00:05:43.560]  如果我們不承認我們是罪人
[00:05:43.560 --> 00:05:44.560]  我們不會來教會
[00:05:44.560 --> 00:05:45.560]  我們不會信耶穌
[00:05:45.560 --> 00:05:48.560]  我們不會加入這個教會
[00:05:48.560 --> 00:05:50.560]  什麼是一個罪人呢
[00:05:50.560 --> 00:05:52.560]  我們說我們在一個罪人的時間
[00:05:52.560 --> 00:05:54.560]  我們在說什麼呢
[00:05:54.560 --> 00:05:58.560]  我們承認自己是什麼人呢
[00:05:58.560 --> 00:06:00.560]  耶穌所說第二章
[00:06:00.560 --> 00:06:03.560]  形容我們是罪人的時候
[00:06:03.560 --> 00:06:08.560]  我們就是死在一個犯罪惡之中
[00:06:08.560 --> 00:06:12.560]  所以我們是一個罪人的意思
[00:06:12.560 --> 00:06:18.560]  就是我們面對著一種死亡的狀態
[00:06:18.560 --> 00:06:21.560]  什麼叫死在一個犯罪惡之中呢
[00:06:21.560 --> 00:06:23.560]  我們今天看死
[00:06:23.560 --> 00:06:27.560]  我們很多時候就會看活動來描述
[00:06:27.560 --> 00:06:30.560]  一個不死的人就是不會動的人
[00:06:30.560 --> 00:06:33.560]  如果我們沒什麼機會見到死人
[00:06:33.560 --> 00:06:34.560]  如果你有機會見到死人
[00:06:34.560 --> 00:06:37.560]  你看戲你就會推他踢他
[00:06:37.560 --> 00:06:39.560]  沒有反應,死了
[00:06:39.560 --> 00:06:41.560]  人你不會這樣做
[00:06:41.560 --> 00:06:43.560]  但是可能一隻死貓你會這樣做
[00:06:43.560 --> 00:06:45.560]  或者一隻死老鼠你會這樣做
[00:06:45.560 --> 00:06:47.560]  踢一下他,撩一下他
[00:06:47.560 --> 00:06:48.560]  死了
[00:06:48.560 --> 00:06:51.560]  我們看死就是動和不會動
[00:06:51.560 --> 00:06:55.560]  因為我們今天對於人的功能性
[00:06:55.560 --> 00:06:57.560]  是比較重視的
[00:06:57.560 --> 00:06:59.560]  對人的活動性是比較重視的
[00:06:59.560 --> 00:07:01.560]  不過聖經的時代
[00:07:01.560 --> 00:07:03.560]  我們看死又不是這樣看的
[00:07:03.560 --> 00:07:07.560]  聖經的時代看死亡一個很重要的意義
[00:07:07.560 --> 00:07:11.560]  就是一種隔離
[00:07:11.560 --> 00:07:14.560]  今天我們有時候說人
[00:07:14.560 --> 00:07:16.560]  我們說他死了的時候
[00:07:16.560 --> 00:07:19.560]  有時候我們想用間接的方法說
[00:07:19.560 --> 00:07:21.560]  我們會說這個人走了
[00:07:21.560 --> 00:07:24.560]  或者說他離開了
[00:07:24.560 --> 00:07:27.560]  但是有時候這樣會造成誤會的
[00:07:27.560 --> 00:07:28.560]  有時候我們會問一下
[00:07:28.560 --> 00:07:30.560]  這個人還有沒有回你教會
[00:07:30.560 --> 00:07:31.560]  離開了
[00:07:31.560 --> 00:07:33.560]  死了
[00:07:33.560 --> 00:07:35.560]  離開了
[00:07:35.560 --> 00:07:36.560]  我現在問了
[00:07:36.560 --> 00:07:38.560]  他還在教會
[00:07:38.560 --> 00:07:40.560]  但是我們有時候會這樣說
[00:07:40.560 --> 00:07:42.560]  這樣說的意思就是
[00:07:42.560 --> 00:07:46.560]  我們明白死亡一個很重要的意義
[00:07:46.560 --> 00:07:48.560]  就是離開
[00:07:48.560 --> 00:07:50.560]  就是隔離了
[00:07:50.560 --> 00:07:51.560]  隔開了
[00:07:51.560 --> 00:07:54.560]  或者失去了接觸的機會
[00:07:54.560 --> 00:07:57.560]  失去了連繫的機會
[00:07:57.560 --> 00:08:00.560]  所以聖經說我們死在過犯罪惡中的時間
[00:08:00.560 --> 00:08:04.560]  就是說我們失去了連繫
[00:08:04.560 --> 00:08:07.560]  失去了和什麼的連繫呢
[00:08:07.560 --> 00:08:09.560]  當然最重要就是和神的連繫
[00:08:09.560 --> 00:08:12.560]  我們死在過犯罪惡中的時候
[00:08:12.560 --> 00:08:16.560]  我們就開始和神失去了連繫
[00:08:16.560 --> 00:08:18.560]  聖經說形容我們這些罪人
[00:08:18.560 --> 00:08:20.560]  被稱為「博弈之子」
[00:08:20.560 --> 00:08:22.560]  在第二節那裡說的時間
[00:08:22.560 --> 00:08:25.560]  我們和神失去連繫
[00:08:25.560 --> 00:08:29.560]  我們是因為我們背叛了神
[00:08:29.560 --> 00:08:32.560]  罪一個很重要的特徵
[00:08:32.560 --> 00:08:35.560]  就是對神的背叛
[00:08:35.560 --> 00:08:37.560]  我們經常覺得罪進入這個世界
[00:08:37.560 --> 00:08:41.560]  是因為亞當吃了禁果
[00:08:41.560 --> 00:08:42.560]  我們有一種誤會
[00:08:42.560 --> 00:08:46.560]  就以為是禁果令亞當有罪
[00:08:46.560 --> 00:08:47.560]  好像禁果裡面有些細菌
[00:08:47.560 --> 00:08:49.560]  有些病毒
[00:08:49.560 --> 00:08:51.560]  傳染了他
[00:08:51.560 --> 00:08:52.560]  所以有些人就說
[00:08:52.560 --> 00:08:54.560]  神是不是可以
[00:08:54.560 --> 00:08:56.560]  當亞當吃了果的時候
[00:08:56.560 --> 00:08:58.560]  禁止他令他消失
[00:08:58.560 --> 00:09:00.560]  令那個東西不存在
[00:09:00.560 --> 00:09:02.560]  拿起那個東西想吃的時候
[00:09:02.560 --> 00:09:03.560]  那個東西不見了
[00:09:03.560 --> 00:09:04.560]  就不會犯罪
[00:09:04.560 --> 00:09:06.560]  這是一個誤解
[00:09:06.560 --> 00:09:11.560]  亞當犯罪不是因為他吃了禁果
[00:09:11.560 --> 00:09:13.560]  而是因為他想去吃禁果
[00:09:13.560 --> 00:09:16.560]  是因為神吩咐他
[00:09:16.560 --> 00:09:18.560]  不可以吃這棵樹的果子
[00:09:18.560 --> 00:09:21.560]  但是他不聽神的話
[00:09:21.560 --> 00:09:23.560]  他心裡面叛逆神
[00:09:23.560 --> 00:09:25.560]  他開始離開神
[00:09:25.560 --> 00:09:28.560]  所以神要他做的事情他就不做了
[00:09:28.560 --> 00:09:30.560]  神要他不做的事情他就去做了
[00:09:30.560 --> 00:09:33.560]  他就要想去吃這個樹的果子
[00:09:33.560 --> 00:09:35.560]  所以他就犯了罪
[00:09:35.560 --> 00:09:39.560]  所以最重要的不是他能不能找到那棵樹
[00:09:39.560 --> 00:09:41.560]  或者他能不能吃到那個果子
[00:09:41.560 --> 00:09:43.560]  當他立意這樣做的時候
[00:09:43.560 --> 00:09:47.560]  罪又進入他的生命裡面
[00:09:47.560 --> 00:09:49.560]  所以我們有時都會這樣
[00:09:49.560 --> 00:09:51.560]  我們都仍然在罪裡面
[00:09:51.560 --> 00:09:53.560]  有時神吩咐我們的事情
[00:09:53.560 --> 00:09:56.560]  我們偏偏是想不做
[00:09:56.560 --> 00:10:00.560]  我們心裡面對神還有一些反叛的心
[00:10:00.560 --> 00:10:04.560]  我們不是很想聽神說的
[00:10:04.560 --> 00:10:05.560]  什麼叫反叛呢
[00:10:05.560 --> 00:10:07.560]  就是神的話我們有保留
[00:10:07.560 --> 00:10:09.560]  我們不是很想聽的
[00:10:09.560 --> 00:10:13.560]  就好像當年青人在反叛期的時候
[00:10:13.560 --> 00:10:16.560]  父母說的話就不是很想聽的
[00:10:16.560 --> 00:10:18.560]  都還沒說已經不聽了
[00:10:18.560 --> 00:10:19.560]  你出街
[00:10:19.560 --> 00:10:22.560]  媽媽跟你說今晚你記得千萬不要
[00:10:22.560 --> 00:10:24.560]  我不會聽你的就走了
[00:10:24.560 --> 00:10:26.560]  你都不知道他叫你不要什麼
[00:10:26.560 --> 00:10:28.560]  可能叫你不要那麼早回家
[00:10:28.560 --> 00:10:32.560]  你以為叫你不要那麼晚回家
[00:10:32.560 --> 00:10:36.560]  總之我們總是什麼都是反對的
[00:10:36.560 --> 00:10:39.560]  這些就叫做反叛
[00:10:39.560 --> 00:10:41.560]  現在香港人就是這樣
[00:10:41.560 --> 00:10:45.560]  政府一有新招出都還沒說是什麼
[00:10:45.560 --> 00:10:46.560]  當然不行了
[00:10:46.560 --> 00:10:47.560]  當然錯了
[00:10:47.560 --> 00:10:51.560]  我們這些就是一個反叛的心
[00:10:51.560 --> 00:10:52.560]  離開了
[00:10:52.560 --> 00:10:54.560]  我們不再這樣
[00:10:54.560 --> 00:11:00.560]  所以我們是罪神和神是離開了神的
[00:11:00.560 --> 00:11:01.560]  我們反叛神
[00:11:01.560 --> 00:11:03.560]  當我們離開神之後
[00:11:03.560 --> 00:11:05.560]  我們就以自己為事
[00:11:05.560 --> 00:11:09.560]  所以我們就開始和人失去了聯繫
[00:11:09.560 --> 00:11:11.560]  我們不懂得再為人著想
[00:11:11.560 --> 00:11:13.560]  我們不懂得再為人去做事
[00:11:13.560 --> 00:11:14.560]  聖經說我們什麼
[00:11:14.560 --> 00:11:16.560]  我們死在過犯罪惡中的時候
[00:11:16.560 --> 00:11:18.560]  我們第三節說的
[00:11:18.560 --> 00:11:24.560]  我們放縱肉體的私慾 除了肉體和心中所喜好的去行
[00:11:24.560 --> 00:11:26.560]  我們做我們喜歡做的事
[00:11:26.560 --> 00:11:28.560]  我們開始不理人家怎樣
[00:11:28.560 --> 00:11:31.560]  對人家有沒有幫助
[00:11:31.560 --> 00:11:34.560]  對人家會怎樣去看
[00:11:34.560 --> 00:11:35.560]  怎樣感受
[00:11:35.560 --> 00:11:36.560]  我們都不理了
[00:11:36.560 --> 00:11:39.560]  我們就去做我們喜歡做的事
[00:11:39.560 --> 00:11:42.560]  我們開始和人失去了聯繫
[00:11:42.560 --> 00:11:45.560]  我們就只顧自己
[00:11:45.560 --> 00:11:49.560]  我們就去追求自己的利益
[00:11:49.560 --> 00:11:50.560]  當我們這樣做的時候
[00:11:50.560 --> 00:11:52.560]  有時我們今天還是這樣
[00:11:52.560 --> 00:11:54.560]  我們不是很理這個世界
[00:11:54.560 --> 00:11:58.560]  我們不是很理其他人的好處
[00:11:58.560 --> 00:12:02.560]  我們甚至在建立教會的過程
[00:12:02.560 --> 00:12:04.560]  我們都是為自己著想
[00:12:04.560 --> 00:12:07.560]  我們覺得最重要就是對教會好
[00:12:07.560 --> 00:12:10.560]  對教會好就是為自己著想
[00:12:10.560 --> 00:12:14.560]  我們不是等我們做的措施對這個世界好不好
[00:12:14.560 --> 00:12:19.560]  我們能不能對其他人得到幫助
[00:12:19.560 --> 00:12:21.560]  我們仍然都會有這個
[00:12:21.560 --> 00:12:23.560]  我們死在過犯罪惡之中
[00:12:23.560 --> 00:12:26.560]  我們不單止和神離開了神離開了人
[00:12:26.560 --> 00:12:28.560]  我們甚至離開了自己
[00:12:28.560 --> 00:12:31.560]  我們和自己也失去了聯繫
[00:12:31.560 --> 00:12:35.560]  因為當我們不再和神一起的時候
[00:12:35.560 --> 00:12:37.560]  當我不認識神
[00:12:37.560 --> 00:12:39.560]  當我們都開始不為人著想
[00:12:39.560 --> 00:12:41.560]  我們最後就是為自己想事
[00:12:41.560 --> 00:12:43.560]  我們追求自己喜歡的事
[00:12:43.560 --> 00:12:46.560]  但是我們真正自己喜歡什麼
[00:12:46.560 --> 00:12:48.560]  我們開始不知道了
[00:12:48.560 --> 00:12:51.560]  我們開始不知道自己真正想要什麼
[00:12:51.560 --> 00:12:55.560]  於是我們就跟大為
[00:12:55.560 --> 00:12:57.560]  好像聖經說
[00:12:57.560 --> 00:13:00.560]  我們在第二節說
[00:13:00.560 --> 00:13:02.560]  我們在其中行事為人
[00:13:02.560 --> 00:13:04.560]  隨從今世的風俗
[00:13:04.560 --> 00:13:07.560]  馴服空中掌權者的首領
[00:13:07.560 --> 00:13:09.560]  就是這個世界流行什麼
[00:13:09.560 --> 00:13:11.560]  我們就做什麼
[00:13:11.560 --> 00:13:14.560]  現在開始有個名詞
[00:13:14.560 --> 00:13:17.560]  經常被人說的就是洗腦
[00:13:17.560 --> 00:13:20.560]  我們不喜歡被人洗腦
[00:13:20.560 --> 00:13:22.560]  但是我們一出生就被人洗腦
[00:13:22.560 --> 00:13:24.560]  我們有什麼真正自己的東西
[00:13:24.560 --> 00:13:26.560]  我們其實沒有
[00:13:26.560 --> 00:13:28.560]  我們被家人教育我們
[00:13:28.560 --> 00:13:30.560]  我們又被社會教育我們
[00:13:30.560 --> 00:13:32.560]  我們不知道什麼對自己好的
[00:13:32.560 --> 00:13:36.560]  總之大家喜歡做的事就去做
[00:13:36.560 --> 00:13:39.560]  特別香港人我們跟潮流跟得很快
[00:13:39.560 --> 00:13:41.560]  人多所以我們跟大為
[00:13:41.560 --> 00:13:43.560]  很容易看到大為在哪裡
[00:13:43.560 --> 00:13:44.560]  那些沒什麼人的地方
[00:13:44.560 --> 00:13:45.560]  你又不知道怎麼跟人
[00:13:45.560 --> 00:13:47.560]  沒人的你不知道跟誰
[00:13:47.560 --> 00:13:49.560]  香港我們很流行這樣的
[00:13:49.560 --> 00:13:51.560]  我們雖然不關心人不理人
[00:13:51.560 --> 00:13:54.560]  但是我們會跟著那些人走
[00:13:54.560 --> 00:13:56.560]  所以當你找地方吃飯的時候
[00:13:56.560 --> 00:13:58.560]  你下街都不知道吃什麼好
[00:13:58.560 --> 00:13:59.560]  吃什麼好呢
[00:13:59.560 --> 00:14:01.560]  你看哪家餐廳多人
[00:14:01.560 --> 00:14:03.560]  多人的那家就去
[00:14:03.560 --> 00:14:05.560]  有人說心理學家
[00:14:05.560 --> 00:14:07.560]  社會心理學家就喜歡做一些實驗
[00:14:07.560 --> 00:14:10.560]  在那裡排隊就很多人會跟著排隊
[00:14:10.560 --> 00:14:12.560]  他不知道排隊做什麼
[00:14:12.560 --> 00:14:13.560]  不過當然是好東西
[00:14:13.560 --> 00:14:15.560]  那麼多人排的東西
[00:14:15.560 --> 00:14:16.560]  我們都是的
[00:14:16.560 --> 00:14:17.560]  我們都是的
[00:14:17.560 --> 00:14:18.560]  看戲都是必須好看
[00:14:18.560 --> 00:14:20.560]  我們又不知道自己喜歡看什麼戲
[00:14:20.560 --> 00:14:22.560]  不知道自己的喜好是什麼
[00:14:22.560 --> 00:14:23.560]  我們看戲看什麼戲
[00:14:23.560 --> 00:14:25.560]  就多人看的戲我們就會看
[00:14:25.560 --> 00:14:28.560]  所以那些戲越賣座的戲就越賣座
[00:14:28.560 --> 00:14:30.560]  個個都看沒理由不看
[00:14:30.560 --> 00:14:31.560]  當然是好東西
[00:14:31.560 --> 00:14:35.560]  我們開始跟自己失去聯繫
[00:14:35.560 --> 00:14:37.560]  我們都知道自己想要什麼
[00:14:37.560 --> 00:14:39.560]  我們吃大家都吃的東西
[00:14:39.560 --> 00:14:41.560]  我們穿大家都穿的東西
[00:14:41.560 --> 00:14:44.560]  我們去哪裡就大家都去哪裡
[00:14:44.560 --> 00:14:45.560]  我們去旅行就會問
[00:14:45.560 --> 00:14:47.560]  這期香港流行去哪裡旅行
[00:14:47.560 --> 00:14:48.560]  我們就去
[00:14:48.560 --> 00:14:49.560]  我們沒想過
[00:14:49.560 --> 00:14:51.560]  其實我喜歡去哪裡旅行
[00:14:51.560 --> 00:14:53.560]  我喜歡看什麼
[00:14:53.560 --> 00:14:56.560]  對我來說什麼是重要的
[00:14:56.560 --> 00:14:58.560]  我們都不知道
[00:14:58.560 --> 00:14:59.560]  就跟潮流
[00:14:59.560 --> 00:15:01.560]  有時家會都是的
[00:15:01.560 --> 00:15:04.560]  我們都會死在過犯罪惡之中
[00:15:04.560 --> 00:15:05.560]  做什麼好
[00:15:05.560 --> 00:15:07.560]  我們教會有什麼活動好
[00:15:07.560 --> 00:15:09.560]  就看這期流行什麼
[00:15:09.560 --> 00:15:10.560]  這期外面流行什麼
[00:15:10.560 --> 00:15:11.560]  我們就做什麼
[00:15:11.560 --> 00:15:15.560]  我們不是很知道上帝要我們做什麼
[00:15:15.560 --> 00:15:17.560]  我們都是跟大衛
[00:15:17.560 --> 00:15:19.560]  這些叫死在過犯罪惡之中
[00:15:19.560 --> 00:15:21.560]  我們都是罪人
[00:15:21.560 --> 00:15:23.560]  我們既然承認我們是罪人
[00:15:23.560 --> 00:15:25.560]  所以我們回教會
[00:15:25.560 --> 00:15:28.560]  我們希望求神幫助我們
[00:15:28.560 --> 00:15:31.560]  我們就覺得我們有罪
[00:15:31.560 --> 00:15:32.560]  但好奇的
[00:15:32.560 --> 00:15:34.560]  教會的人覺得自己有罪
[00:15:34.560 --> 00:15:36.560]  才回教會
[00:15:36.560 --> 00:15:38.560]  但我們不覺得其他人有罪
[00:15:38.560 --> 00:15:40.560]  或者我們覺得
[00:15:40.560 --> 00:15:42.560]  但我們不接受其他人有罪
[00:15:42.560 --> 00:15:44.560]  我們只接受自己有罪
[00:15:44.560 --> 00:15:45.560]  因為我是罪人
[00:15:45.560 --> 00:15:46.560]  所以我要求耶穌幫我
[00:15:46.560 --> 00:15:47.560]  所以我來教會
[00:15:47.560 --> 00:15:48.560]  你們不要說我
[00:15:48.560 --> 00:15:49.560]  我是一個罪人
[00:15:49.560 --> 00:15:52.560]  當別人說我們有什麼問題
[00:15:52.560 --> 00:15:53.560]  有什麼錯誤的時候
[00:15:53.560 --> 00:15:55.560]  我說我是一個罪人
[00:15:55.560 --> 00:15:56.560]  我信耶穌
[00:15:56.560 --> 00:15:57.560]  所以我來信耶穌
[00:15:57.560 --> 00:15:59.560]  所以你不要指責我
[00:15:59.560 --> 00:16:02.560]  但我們不接受其他人是罪人
[00:16:02.560 --> 00:16:04.560]  按道理大家都是罪人
[00:16:04.560 --> 00:16:05.560]  我們來到教會
[00:16:05.560 --> 00:16:06.560]  大家都有罪
[00:16:06.560 --> 00:16:08.560]  我們大家都承認我們有罪
[00:16:08.560 --> 00:16:09.560]  個個都是罪人
[00:16:09.560 --> 00:16:11.560]  無可厚非
[00:16:11.560 --> 00:16:12.560]  因為個個都說是
[00:16:12.560 --> 00:16:14.560]  這個世界所有團體的人都是罪人
[00:16:14.560 --> 00:16:15.560]  因為聖經說
[00:16:15.560 --> 00:16:17.560]  眾世人都犯了罪
[00:16:17.560 --> 00:16:19.560]  但他們不承認
[00:16:19.560 --> 00:16:21.560]  政府的高官不承認自己錯
[00:16:21.560 --> 00:16:23.560]  立法會的議員不承認自己錯
[00:16:23.560 --> 00:16:25.560]  他們只是說官錯
[00:16:25.560 --> 00:16:27.560]  所以他們不承認
[00:16:27.560 --> 00:16:28.560]  雖然我們覺得他們個個都是罪人
[00:16:28.560 --> 00:16:30.560]  但他們不承認
[00:16:30.560 --> 00:16:32.560]  但在教會個個都承認
[00:16:32.560 --> 00:16:34.560]  如果個個都承認
[00:16:34.560 --> 00:16:37.560]  我們在教會看到別人的罪
[00:16:37.560 --> 00:16:39.560]  是很正常和合理的事
[00:16:39.560 --> 00:16:40.560]  但很奇怪
[00:16:40.560 --> 00:16:41.560]  有些人來到教會
[00:16:41.560 --> 00:16:43.560]  他承認自己是罪人
[00:16:43.560 --> 00:16:45.560]  但他不承認其他人是罪人
[00:16:45.560 --> 00:16:47.560]  所以他覺得其他人都是好人
[00:16:47.560 --> 00:16:49.560]  當他發現其他人有錯的時候
[00:16:49.560 --> 00:16:50.560]  他就很不滿意
[00:16:50.560 --> 00:16:52.560]  於是他就離開教會
[00:16:52.560 --> 00:16:55.560]  所以這是他的誤會
[00:16:55.560 --> 00:16:57.560]  你是罪人你回教會
[00:16:57.560 --> 00:16:59.560]  我們都是罪人才回教會
[00:16:59.560 --> 00:17:01.560]  所以個個都有罪
[00:17:01.560 --> 00:17:03.560]  我們個個都有機會和神隔離
[00:17:03.560 --> 00:17:05.560]  和人隔離和自己隔離
[00:17:05.560 --> 00:17:07.560]  我們偶然就會看到這些事情
[00:17:07.560 --> 00:17:09.560]  這些是很合理的現象
[00:17:09.560 --> 00:17:11.560]  如果在教會
[00:17:11.560 --> 00:17:13.560]  你看不見教會犯錯
[00:17:13.560 --> 00:17:15.560]  教會就騙你的
[00:17:15.560 --> 00:17:17.560]  聖經都說個個都是罪人
[00:17:17.560 --> 00:17:19.560]  為甚麼你沒有?
[00:17:19.560 --> 00:17:21.560]  所以一是聖經說錯,一是你說錯
[00:17:21.560 --> 00:17:23.560]  當然是聖經說得對
[00:17:23.560 --> 00:17:25.560]  所以我們搞錯了
[00:17:25.560 --> 00:17:27.560]  因為我們個個都是罪人
[00:17:27.560 --> 00:17:29.560]  所以這是一個罪人的群體
[00:17:29.560 --> 00:17:31.560]  我們在這裡可以預期會看到罪
[00:17:31.560 --> 00:17:33.560]  我們會看到錯誤
[00:17:33.560 --> 00:17:37.560]  有時我們對教會有一個誤解
[00:17:37.560 --> 00:17:39.560]  有一個錯誤的期望
[00:17:39.560 --> 00:17:41.560]  如果你有這個錯誤的期望
[00:17:41.560 --> 00:17:43.560]  你在教會不會留很久
[00:17:43.560 --> 00:17:45.560]  你很快就會發現
[00:17:45.560 --> 00:17:47.560]  教會也會錯,雖然他不說
[00:17:47.560 --> 00:17:49.560]  但你會知道
[00:17:49.560 --> 00:17:51.560]  然後你就會離開
[00:17:51.560 --> 00:17:53.560]  但聖經說要提醒我們
[00:17:53.560 --> 00:17:55.560]  我們是有錯的
[00:17:55.560 --> 00:17:57.560]  我們在錯誤裡慢慢走過來
[00:17:57.560 --> 00:17:59.560]  教會經過五十多年
[00:17:59.560 --> 00:18:01.560]  四十多年
