
[00:00:00.000 --> 00:00:02.200]  各位主內的親愛的影子妹
[00:01:52.960 --> 00:01:55.760]  講了聽的仰望在主你的手中
[00:01:55.760 --> 00:01:58.360]  禱告奉耶穌基督的名還沒有
[00:01:58.360 --> 00:02:03.800]  就像這段經文所講的那樣
[00:02:03.800 --> 00:02:09.200]  主耶穌降生在伯利恆那段時間呢
[00:02:09.200 --> 00:02:15.400]  整個的中東地區都醞釀着一種期待和盼望
[00:02:15.400 --> 00:02:19.400]  他們都等候着一位君王的降臨
[00:02:19.400 --> 00:02:23.240]  因爲猶太人相信的到了時候
[00:02:23.240 --> 00:02:29.320]  從他們的國中的將要有一位出來做全帝的君王
[00:02:29.320 --> 00:02:31.920]  就是做整個世界居民的統治者
[00:02:31.920 --> 00:02:37.400]  這就讓我們想起了路加福音裏面的老西面
[00:02:37.400 --> 00:02:42.120]  他就一直等待聖靈對他裏面有一個感動
[00:02:42.120 --> 00:02:43.200]  他知道自己呢
[00:02:43.200 --> 00:02:45.080]  會在有生之年呢
[00:02:45.080 --> 00:02:48.240]  來看見這位君王看見基督
[00:02:49.720 --> 00:02:53.440]  他每天就等候着以色列的安慰者來到
[00:02:53.440 --> 00:02:55.800]  其實這件事呢
[00:02:55.800 --> 00:02:59.000]  並不只屬於猶太人的期待
[00:02:59.000 --> 00:03:02.080]  就連羅馬的歷史學家呢
[00:03:02.080 --> 00:03:03.440]  在當時都有記載
[00:03:03.440 --> 00:03:05.520]  有人寫到的說
[00:03:05.520 --> 00:03:09.680]  在整個的東方有一個根深蒂固的古老的信仰
[00:03:09.680 --> 00:03:12.640]  有來自猶太地的人呢
[00:03:12.640 --> 00:03:16.080]  命中註定要統治這個世界
[00:03:17.240 --> 00:03:20.680]  另一位歷史學家也同樣的指出來說
[00:03:20.680 --> 00:03:22.440]  有一種堅定的信念
[00:03:22.440 --> 00:03:25.360]  就是到東方強盛起來的時候
[00:03:25.360 --> 00:03:31.240]  來自猶太地的統治者取得普世王國的君權
[00:03:31.240 --> 00:03:35.200]  所以我們不難理解
[00:03:35.200 --> 00:03:43.240]  當時有幾位博士從東方趕來到猶大國的首都耶路撒冷來尋找猶太人的王
[00:03:43.240 --> 00:03:45.480]  這件事不會太奇怪
[00:03:47.120 --> 00:03:51.040]  大家印象當中的這幾個人一定是三個人
[00:03:51.040 --> 00:03:53.480]  三博士東方三博士
[00:03:53.480 --> 00:03:59.640]  其實我們沒有在任何的聖經經文和歷史記載當中看到了到底有幾個人
[00:03:59.640 --> 00:04:01.640]  就說有一些複述的博士
[00:04:01.640 --> 00:04:04.320]  之所以我們一直理解爲三博士呢
[00:04:04.320 --> 00:04:06.880]  就是因爲那三件禮物啊
[00:04:06.880 --> 00:04:08.440]  黃金乳香末藥
[00:04:08.440 --> 00:04:09.520]  這三件禮物
[00:04:09.520 --> 00:04:12.400]  我們感覺到一個人拿一個就是正好三個人
[00:04:12.400 --> 00:04:14.840]  他們呢
[00:04:14.840 --> 00:04:17.840]  來到東方
[00:04:17.840 --> 00:04:20.880]  這些人是從從東方來的
[00:04:20.880 --> 00:04:22.000]  這個博士
[00:04:22.000 --> 00:04:25.840]  其實東方的離以色列不遠
[00:04:25.840 --> 00:04:29.080]  就有很多很多的占星術
[00:04:29.080 --> 00:04:30.760]  占星家
[00:04:30.760 --> 00:04:32.480]  像巴比倫
[00:04:32.480 --> 00:04:35.680]  波斯阿拉伯地區都十分盛世
[00:04:35.680 --> 00:04:38.640]  尤其是巴比倫是占星術之鄉
[00:04:38.640 --> 00:04:41.200]  那麼古代人呢
[00:04:41.200 --> 00:04:43.680]  就稱這些占星術
[00:04:43.680 --> 00:04:46.320]  非常精通占星的人的叫博士
[00:04:46.320 --> 00:04:50.120]  他們相信星象學
[00:04:50.120 --> 00:04:50.640]  認爲呢
[00:04:50.640 --> 00:04:55.760]  從天上的星星就可以預知到人的禍福
[00:04:55.760 --> 00:04:58.600]  也知道國家的興衰
[00:04:58.600 --> 00:05:03.000]  因爲星宿是按照非常固定的軌跡來運行的
[00:05:03.000 --> 00:05:07.280]  它代表着一種宇宙間的次序
[00:05:07.280 --> 00:05:10.000]  如果突然出現了某顆明亮的星
[00:05:11.640 --> 00:05:15.800]  在一個不是恆定的位置上突然出現
[00:05:15.800 --> 00:05:16.560]  或者呢
[00:05:16.560 --> 00:05:20.000]  天空當中出現了某些不規則的
[00:05:20.000 --> 00:05:22.880]  破壞了當時的順序次序的現象
[00:05:22.880 --> 00:05:24.680]  星宿的現象
[00:05:24.680 --> 00:05:25.920]  或者某些星星
[00:05:25.920 --> 00:05:28.440]  在運行軌道當中
[00:05:28.440 --> 00:05:31.240]  讓你看着覺得互相的接近了
[00:05:31.240 --> 00:05:31.920]  這些呢
[00:05:31.920 --> 00:05:35.080]  都預示着一些特殊的事件發生
[00:05:35.080 --> 00:05:39.160]  我不知道大家有沒有接觸過這類的東西
[00:05:39.160 --> 00:05:39.960]  這類的東西呢
[00:05:39.960 --> 00:05:42.440]  真的還有它的講究
[00:05:42.440 --> 00:05:43.520]  在今天呢
[00:05:43.520 --> 00:05:48.280]  印度有一位據說是非常著名的預言神童啊
[00:05:48.280 --> 00:05:52.840]  他就是專門是用印度的特有的占星術呢
[00:05:52.840 --> 00:05:54.880]  來看星宿的變化
[00:05:54.880 --> 00:05:57.480]  來預言人間的事件
[00:05:57.480 --> 00:06:00.240]  不用說呢
[00:06:00.240 --> 00:06:03.120]  我在九月份的時候聽到林昭啊
[00:06:03.120 --> 00:06:05.520]  在講一些神神怪怪的事情的時候
[00:06:05.520 --> 00:06:10.280]  他真的提到文昭啊那個那個那個網咖啊
[00:06:10.280 --> 00:06:12.800]  他提到了這位神童的提到說
[00:06:12.800 --> 00:06:15.800]  今年的11月底到12月初呢
[00:06:15.800 --> 00:06:17.720]  這個疫情會捲土重來
[00:06:17.720 --> 00:06:19.240]  而且是更加迅猛
[00:06:19.240 --> 00:06:22.440]  這是九月份他講
[00:06:22.440 --> 00:06:29.200]  我們想今天我們經歷的正好是這個新的變種病毒啊
[00:06:29.200 --> 00:06:30.120]  我就覺得哇
[00:06:30.120 --> 00:06:33.160]  這個占星術還真是有點特別
[00:06:35.320 --> 00:06:38.800]  我們現在不知道的這位幾位東方來的博士呢
[00:06:38.800 --> 00:06:41.400]  他看見了哪一顆光亮的明星
[00:06:41.400 --> 00:06:46.440]  因爲他在這裏說到的是我們在東方的看見了一個星星
[00:06:46.440 --> 00:06:52.880]  天文學家爲我們提供了一些選擇
[00:06:52.880 --> 00:06:55.120]  大家知道天文學
[00:06:55.120 --> 00:07:02.160]  他是可以比歷史學家更精準的在時間上界定一些時間點的
[00:07:02.160 --> 00:07:05.320]  因爲整個的宇宙的星宿運行的規律的
[00:07:05.320 --> 00:07:12.120]  可以藉助天文學來進行史學的時間定點的確定
[00:07:12.120 --> 00:07:16.680]  像中國原來我們社科院有一個大型的研究項目
[00:07:16.680 --> 00:07:20.280]  叫夏商周斷代工程
[00:07:20.280 --> 00:07:25.080]  大家知道我們今天最能確定的是商代和周代
[00:07:25.080 --> 00:07:28.400]  但是下到底有沒有這個在史學界呢
[00:07:28.400 --> 00:07:30.080]  長期存在的爭論
[00:07:31.720 --> 00:07:34.320]  那中國的史學界就想解決這個問題
[00:07:34.320 --> 00:07:35.760]  用什麼方法呢
[00:07:35.760 --> 00:07:39.320]  就是社科院的歷史所和社科院的天文
[00:07:39.320 --> 00:07:49.040]  中國科學院的天文所聯手來推算甲骨文上那麼多的時間的記載的那個時間點
[00:07:49.040 --> 00:07:51.360]  透過天文來去推算
[00:07:51.360 --> 00:07:52.920]  幾千年都可以推過去
[00:07:52.920 --> 00:08:00.520]  那我們就看到天文學家的的確在這件事情上的可以給我們一些選擇
[00:08:00.520 --> 00:08:04.800]  參考第一個選擇就是公元前十一年
[00:08:04.800 --> 00:08:08.880]  在天空當中的是可以看見哈雷彗星
[00:08:08.880 --> 00:08:10.400]  大家知道哈雷彗星呢
[00:08:10.400 --> 00:08:12.840]  一旦出現非常耀眼
[00:08:12.840 --> 00:08:14.360]  拖着長長的尾巴
[00:08:14.360 --> 00:08:15.400]  這是第一個選擇
[00:08:15.400 --> 00:08:20.240]  另一個選擇的就是公元前七主前七年
[00:08:20.240 --> 00:08:27.000]  土星和木星慢慢靠近它的光就加大了
[00:08:27.000 --> 00:08:33.560]  讓我們在地球上的人看見土星和木星的接近的發出璀璨璀璨的光了
[00:08:33.560 --> 00:08:40.600]  第三個選擇就是公元前五是五五年到公元前二年
[00:08:40.600 --> 00:08:46.200]  有一個非常不尋常的天文的現象出現
[00:08:46.200 --> 00:08:48.000]  據記載呢
[00:08:48.000 --> 00:08:50.480]  在埃及的彌蘇尼月
[00:08:50.480 --> 00:08:56.760]  就是埃及人的有一種民間的所謂陰曆太陰曆太月亮的陰曆
[00:08:56.760 --> 00:08:58.960]  他們把一年的分成三個季節
[00:08:58.960 --> 00:09:00.720]  每個季節四個月
[00:09:00.720 --> 00:09:03.320]  第一個季節是洪水氾濫的時間
[00:09:03.320 --> 00:09:04.320]  四個月
[00:09:04.320 --> 00:09:05.080]  第二個季節呢
[00:09:05.080 --> 00:09:07.280]  就是萬物復甦生長的時間
[00:09:07.280 --> 00:09:07.760]  四個月
[00:09:07.760 --> 00:09:08.400]  第三個呢
[00:09:08.400 --> 00:09:11.400]  就是所有的收成收穫的時間
[00:09:11.400 --> 00:09:15.360]  是三個四個月
[00:09:15.360 --> 00:09:15.840]  所以呢
[00:09:15.840 --> 00:09:19.760]  就在夏天就是萬物收成的時候
[00:09:19.760 --> 00:09:22.760]  那四個月的最後一個月就叫彌蘇尼月
[00:09:23.760 --> 00:09:27.080]  差不多是今年現在的陽曆的九月份吧
[00:09:27.080 --> 00:09:31.280]  在他彌蘇尼月的第一天
[00:09:31.280 --> 00:09:32.920]  這是埃及的古曆法
[00:09:32.920 --> 00:09:37.040]  第一天就看到一顆星和太陽同時升起
[00:09:37.040 --> 00:09:41.800]  發出非常特異的光彩來
[00:09:41.800 --> 00:09:46.000]  而彌蘇尼這個埃及文呢
[00:09:46.000 --> 00:09:49.360]  他的原文的意思就是一個王的誕生
[00:09:51.360 --> 00:09:54.640]  這一切呢在古代的星象家的眼中
[00:09:54.640 --> 00:09:56.920]  也就是在這幾個博士的眼中呢
[00:09:56.920 --> 00:09:58.200]  毫無疑問
[00:09:58.200 --> 00:09:59.960]  他具有特別的意義
[00:09:59.960 --> 00:10:01.280]  很有可能呢
[00:10:01.280 --> 00:10:01.800]  據此
[00:10:01.800 --> 00:10:05.760]  他們猜測就是一個偉大的君王誕生了
[00:10:05.760 --> 00:10:07.000]  他們就來尋找
[00:10:07.000 --> 00:10:09.760]  非常有意思的是
[00:10:09.760 --> 00:10:10.440]  你看到
[00:10:10.440 --> 00:10:13.520]  在第二節裏面說
[00:10:13.520 --> 00:10:16.080]  我們在東方看見他的星
[00:10:17.480 --> 00:10:24.000]  而恰巧東方這個字原本指的就是太陽或星星的升起
[00:10:24.000 --> 00:10:26.280]  星辰的升起
[00:10:26.280 --> 00:10:31.640]  而不見得表示的是方位是東方是升起的意思是個動詞
[00:10:31.640 --> 00:10:35.440]  所以有人就就把這句話翻譯成爲什麼呢
[00:10:35.440 --> 00:10:36.560]  當他升起時
[00:10:36.560 --> 00:10:37.840]  我們看見那星
[00:10:37.840 --> 00:10:43.760]  那我們就無就是今天的我們就大致呢
[00:10:43.760 --> 00:10:51.840]  我最接近這種判斷就是公元前五年到二年這段時間的天文現象呢
[00:10:51.840 --> 00:10:54.200]  引來了這幾位博士
[00:10:54.200 --> 00:11:02.320]  他們長途跋涉前來尋找並且朝拜這位新生王
[00:11:02.320 --> 00:11:06.520]  而猶太人呢
[00:11:06.520 --> 00:11:10.680]  其實對剛纔我介紹了歷史背景的時候知道呢
[00:11:10.680 --> 00:11:13.160]  猶太人對這件事情並不陌生
[00:11:13.160 --> 00:11:17.280]  所以當這幾個博士滿大街的問新生王的時候呢
[00:11:17.280 --> 00:11:19.400]  他纔會攪動整個全城
[00:11:19.400 --> 00:11:22.440]  引發了特別的反應
[00:11:22.440 --> 00:11:25.160]  當然
[00:11:25.160 --> 00:11:29.240]  我從後來的歷史知道這幾位博士的莽撞呢
[00:11:29.240 --> 00:11:34.680]  讓整個的以色列人就是伯利恆那邊的人呢
[00:11:34.680 --> 00:11:38.360]  每一個家庭大部分的家庭都付出了沉重的代價
[00:11:39.520 --> 00:11:43.960]  但我們今天看的是首先引發的是極大的不安
[00:11:43.960 --> 00:11:47.480]  不安這個字的原文
[00:11:47.480 --> 00:11:50.320]  就是水被攪動
[00:11:50.320 --> 00:11:52.640]  水被攪動
[00:11:52.640 --> 00:11:55.160]  而隱身的意思呢
[00:11:55.160 --> 00:11:56.760]  就是內心被攪動
[00:11:56.760 --> 00:11:58.480]  震盪
[00:11:58.480 --> 00:12:00.040]  甚至呢
[00:12:00.040 --> 00:12:04.240]  產生慌亂恐懼這樣的心態
[00:12:04.240 --> 00:12:07.080]  而外在的行動呢
[00:12:07.080 --> 00:12:09.360]  就引發出來狂亂的舉動
[00:12:09.360 --> 00:12:11.080]  就是你內心太慌張了
[00:12:11.080 --> 00:12:14.280]  太驚恐
[00:12:14.280 --> 00:12:17.200]  你可能引發一些慌亂的舉動
[00:12:17.200 --> 00:12:19.680]  這是一個非常富有感情色彩的詞
[00:12:19.680 --> 00:12:24.760]  我們首先看到的是西律王不安
[00:12:24.760 --> 00:12:28.800]  就是耶穌降生這件事情的讓西律王非常的不安
[00:12:28.800 --> 00:12:33.040]  這位西律王史稱大西律
[00:12:33.040 --> 00:12:36.120]  他在主前37年到主前四年
[00:12:37.280 --> 00:12:39.680]  統治這個地區
[00:12:39.680 --> 00:12:41.880]  所以我說爲什麼剛纔說看到的星
[00:12:41.880 --> 00:12:45.000]  彌蘇尼月的第一天升起的一顆星
[00:12:45.000 --> 00:12:50.000]  最有可能是因爲他是在主前的五年到二年
[00:12:50.000 --> 00:12:53.360]  正好是大西律王統治的時間是重合了
[00:12:53.360 --> 00:12:58.160]  他在位期間
[00:12:58.160 --> 00:13:01.960]  他行了很多大事
[00:13:01.960 --> 00:13:09.520]  這個西律王就是處死施許約翰審判耶穌內西律王的爸爸
[00:13:09.520 --> 00:13:10.280]  大西律
[00:13:10.280 --> 00:13:13.960]  他有着猶太人和以東人的血統
[00:13:13.960 --> 00:13:16.720]  這個人呢
[00:13:16.720 --> 00:13:18.840]  非常的勇敢善戰
[00:13:18.840 --> 00:13:21.320]  而且富有謀略
[00:13:21.320 --> 00:13:23.960]  無論是收稅還是平亂
[00:13:23.960 --> 00:13:26.680]  他都非常有能力很成功
[00:13:26.680 --> 00:13:30.080]  所以作爲羅馬帝國的一個封臣
[00:13:30.080 --> 00:13:31.600]  他非常受重視
[00:13:31.600 --> 00:13:33.960]  因爲我如果是羅馬皇帝的話
[00:13:33.960 --> 00:13:35.120]  一個封疆大帝
[00:13:35.120 --> 00:13:36.320]  我最要求的是第一
[00:13:36.320 --> 00:13:38.760]  他能把稅給我收上來
[00:13:38.760 --> 00:13:39.280]  第二呢
[00:13:39.280 --> 00:13:39.960]  有什麼亂子
[00:13:39.960 --> 00:13:42.840]  他能夠我鎮住這兩樣
[00:13:42.840 --> 00:13:45.880]  大西律王都具備非常厲害
[00:13:45.880 --> 00:13:48.720]  所以羅馬帝國呢
[00:13:48.720 --> 00:13:51.280]  很信任他在他的治下
[00:13:51.280 --> 00:13:52.680]  這個地區的百姓呢
[00:13:52.680 --> 00:13:55.880]  生活至少和平安穩
[00:13:55.880 --> 00:13:59.360]  而且他特別熱衷於文化
[00:13:59.360 --> 00:14:00.840]  尤其擅長建築
[00:14:01.840 --> 00:14:04.960]  大家知道耶路撒冷的聖殿
[00:14:04.960 --> 00:14:06.480]  擴建工程呢
[00:14:06.480 --> 00:14:09.360]  就是大西律王完成的
[00:14:09.360 --> 00:14:12.880]  以至於讓耶穌帶着門徒去到耶路撒冷
[00:14:12.880 --> 00:14:13.960]  門徒都讚歎
[00:14:13.960 --> 00:14:15.760]  他這是何等樣的聖殿呢
[00:14:15.760 --> 00:14:18.200]  所以猶太人的拉比呢
[00:14:18.200 --> 00:14:20.480]  著作裏面甚至提到一句話說
[00:14:20.480 --> 00:14:24.880]  如果你沒有看過西律王建的聖殿
[00:14:24.880 --> 00:14:27.280]  你就不算建過最美的建築
[00:14:27.280 --> 00:14:29.200]  這個地步
[00:14:31.440 --> 00:14:33.680]  他在社會不景氣的時候
[00:14:33.680 --> 00:14:35.200]  曾經呢
[00:14:35.200 --> 00:14:37.360]  豁免過稅金
[00:14:37.360 --> 00:14:38.840]  在百姓捱餓的時候
[00:14:38.840 --> 00:14:41.040]  他曾經拿出他自己的金盤子
[00:14:41.040 --> 00:14:42.840]  換錢換成糧食
[00:14:42.840 --> 00:14:44.720]  鎮計災民
[00:14:44.720 --> 00:14:46.440]  所以當地的百姓呢
[00:14:46.440 --> 00:14:50.400]  其實還是蠻接受他的統治的
[00:14:50.400 --> 00:14:54.000]  他是會於施惠於民的一個統治者
[00:14:54.000 --> 00:14:56.000]  然而呢
[00:14:56.000 --> 00:14:57.440]  他有一個可怕的性情
[00:14:57.440 --> 00:14:59.760]  這個可怕的性情伴隨了他一生
[00:15:01.080 --> 00:15:02.320]  是什麼呢
[00:15:02.320 --> 00:15:03.320]  就是猜忌
[00:15:03.320 --> 00:15:08.520]  他有一種不安
[00:15:08.520 --> 00:15:11.280]  他怕別人奪權猜忌
[00:15:11.280 --> 00:15:13.600]  而你要知道的一個人年輕的時候
[00:15:13.600 --> 00:15:15.400]  如果你有什麼弱點
[00:15:15.400 --> 00:15:16.480]  到你年老的時候
[00:15:16.480 --> 00:15:18.240]  這個弱點一定是會放大的
[00:15:18.240 --> 00:15:21.160]  因爲你到年老了
[00:15:21.160 --> 00:15:26.560]  你很難像年輕的要有那種非常強的意志力控制住自己
[00:15:26.560 --> 00:15:27.240]  所以呢
[00:15:27.240 --> 00:15:30.000]  往往你年輕時候帶有的那些弱點呢
[00:15:30.000 --> 00:15:33.120]  到年老的時候都可能會放大出來
[00:15:33.120 --> 00:15:34.840]  我們都要小心一點
[00:15:34.840 --> 00:15:37.000]  那西律王大西律王
[00:15:37.000 --> 00:15:40.800]  他從年輕開始就擅長猜忌
[00:15:40.800 --> 00:15:42.280]  到他老年的時候呢
[00:15:42.280 --> 00:15:43.920]  就更加的無以復加
[00:15:43.920 --> 00:15:47.160]  而且他一旦猜忌一個人
[00:15:47.160 --> 00:15:48.200]  他就不會釋懷
[00:15:48.200 --> 00:15:50.280]  而且直到把這人除掉爲止
[00:15:50.280 --> 00:15:53.760]  他曾經殺了自己的妻子
[00:15:53.760 --> 00:15:55.240]  殺了自己的岳母
[00:15:55.240 --> 00:15:56.440]  殺了自己的長子
[00:15:56.440 --> 00:15:58.720]  也殺了其他另外兩個兒子
[00:15:58.720 --> 00:16:01.160]  以至於羅馬皇帝有一句話說呢
[00:16:01.160 --> 00:16:03.560]  做豬都比做西律王的兒子好
[00:16:03.560 --> 00:16:06.040]  你就知道這個老人家呢
[00:16:06.040 --> 00:16:07.680]  是非常恐怖的一件事
[00:16:07.680 --> 00:16:11.440]  就在他七十歲的時候
[00:16:11.440 --> 00:16:14.320]  他知道呢
[00:16:14.320 --> 00:16:16.120]  人生快走到了盡頭
[00:16:16.120 --> 00:16:20.040]  他就用各種的罪名呢
[00:16:20.040 --> 00:16:24.200]  把全耶路撒冷城內最有影響力的人
[00:16:24.200 --> 00:16:26.600]  每家抓一個代表關在監獄裏面
[00:16:27.880 --> 00:16:29.680]  他意思是什麼呢
[00:16:29.680 --> 00:16:33.000]  他的意思是下了一道像遺詔一樣的
[00:16:33.000 --> 00:16:34.960]  就是當我死的時候
[00:16:34.960 --> 00:16:36.480]  這些人全部處決
[00:16:36.480 --> 00:16:40.640]  他說我知道不會有人爲我的死而哀傷
[00:16:40.640 --> 00:16:43.720]  但我可以讓你們爲我哭泣
[00:16:43.720 --> 00:16:44.760]  就用這種方法
[00:16:44.760 --> 00:16:46.080]  你說這人是不是欺信呢
[00:16:46.080 --> 00:16:53.320]  你就可以想象
[00:16:53.320 --> 00:16:55.320]  作爲都城耶路撒冷的人
[00:16:55.320 --> 00:16:59.000]  聽到有幾個傻博士滿大街的問
[00:16:59.000 --> 00:17:00.800]  新生王在哪裏的時候
[00:17:00.800 --> 00:17:04.480]  你就知道大家那種心情
[00:17:04.480 --> 00:17:08.000]  因爲他們猜得到這個老西律一定會發瘋的
[00:17:08.000 --> 00:17:14.560]  老西律王發瘋是因爲他怕失去他的權利
[00:17:14.560 --> 00:17:20.320]  他以前可以六親不認斬盡殺絕
[00:17:20.320 --> 00:17:22.840]  他今後也不會心慈手軟
[00:17:22.840 --> 00:17:24.560]  尤其是聽到這個消息之後
[00:17:24.560 --> 00:17:25.760]  他一定會有動作的
[00:17:25.760 --> 00:17:28.760]  而對於猶太人而言
[00:17:28.760 --> 00:17:35.600]  新生王降臨本來是他們一直整個民族都盼望着一個大好的消息
[00:17:35.600 --> 00:17:39.360]  他祖祖輩輩的就等着這個應許的實現
[00:17:39.360 --> 00:17:42.680]  然而當這個消息傳開的時候
[00:17:42.680 --> 00:17:46.280]  你就看到引發的第三節的後果
[00:17:46.280 --> 00:17:47.480]  就是西律王不安
[00:17:47.480 --> 00:17:49.080]  然後合成的人
[00:17:49.080 --> 00:17:51.400]  其實原文沒有第二個不安
[00:17:51.400 --> 00:17:54.040]  原文的意思就是合成的人都跟他一樣
[00:17:54.680 --> 00:17:56.400]  就是當西律王不安的時候
[00:17:56.400 --> 00:17:58.160]  全城的人也都不安
[00:17:58.160 --> 00:18:02.640]  耶路撒冷人不知道這個消息是不是真的
[00:18:02.640 --> 00:18:06.720]  但他最清楚知道的是西律這個爲人
[00:18:06.720 --> 00:18:09.800]  這個重病在身
[00:18:09.800 --> 00:18:13.200]  行將就木的老人是非常恐怖的
[00:18:13.200 --> 00:18:16.400]  他瘋狂的把持他的權利
[00:18:16.400 --> 00:18:18.400]  他會不遺餘力的追查到底
[00:18:18.400 --> 00:18:21.000]  所以大家都猜呢
[00:18:21.000 --> 00:18:23.320]  肯定有很多人頭落地
[00:18:23.320 --> 00:18:25.040]  所以大家都坐立不安
[00:18:25.040 --> 00:18:31.160]  我們熟讀聖經知道呢
[00:18:31.160 --> 00:18:36.360]  西律王是找這些博士來問基督到底出生在何處
[00:18:36.360 --> 00:18:37.520]  什麼時候出生的
[00:18:37.520 --> 00:18:42.680]  最後下令的屠殺伯利恆所有兩歲以內的男孩子
[00:18:42.680 --> 00:18:46.400]  我們可以斷定了他相信這件事
[00:18:46.400 --> 00:18:49.360]  至少他就是想
[00:18:49.360 --> 00:18:52.440]  不管是否真假
[00:18:52.440 --> 00:18:55.240]  我先斬草除根再說
[00:18:55.240 --> 00:19:00.560]  他之所以要殺掉這些
[00:19:00.560 --> 00:19:09.040]  英海就是爲了確保他今生的尊貴權勢和財富
[00:19:09.040 --> 00:19:11.120]  所以細想起來呢
[00:19:11.120 --> 00:19:12.760]  他真是一個很恐怖的人
[00:19:12.760 --> 00:19:16.720]  他強烈的這種情緒呢
[00:19:16.720 --> 00:19:19.200]  會誘發他非常強烈的行動
[00:19:21.720 --> 00:19:23.760]  他爲了權位可以不惜
[00:19:23.760 --> 00:19:29.760]  寧可錯殺一個也不會放過錯殺一千
[00:19:29.760 --> 00:19:33.240]  他也不會放過一個這麼瘋狂的舉動
[00:19:33.240 --> 00:19:34.640]  而老百姓的不安呢
[00:19:34.640 --> 00:19:39.040]  也會帶來行動
[00:19:39.040 --> 00:19:40.760]  我可以推測的
[00:19:40.760 --> 00:19:43.600]  像第三節有一個非常合理的可能
[00:19:43.600 --> 00:19:46.840]  就是也有人希望呢
[00:19:46.840 --> 00:19:48.920]  趕緊把這個
[00:19:50.280 --> 00:19:51.800]  麻煩人物除掉
[00:19:51.800 --> 00:19:54.080]  讓西律這個瘋子能夠平靜下來
[00:19:54.080 --> 00:19:55.040]  我們都平安
[00:19:55.040 --> 00:19:57.760]  因爲這個問題人物
[00:19:57.760 --> 00:20:01.480]  他來會擾亂整個的社會的秩序
[00:20:01.480 --> 00:20:03.560]  而這個秩序非常的脆弱
[00:20:03.560 --> 00:20:08.080]  哪怕一個嬰孩都可以讓這個社會秩序崩壞
[00:20:08.080 --> 00:20:11.200]  而社會的秩序崩壞呢
[00:20:11.200 --> 00:20:14.080]  當然就擾亂了大家生活的寧靜
[00:20:14.080 --> 00:20:18.600]  其實一般而言的
[00:20:18.600 --> 00:20:22.360]  人對於自己的生活環境的忍受力是相當強的
[00:20:22.360 --> 00:20:24.880]  更何況這位統治者
[00:20:24.880 --> 00:20:29.400]  大西律是可以施惠於民的一個統治者
[00:20:29.400 --> 00:20:31.480]  他身上是有缺點毛病
[00:20:31.480 --> 00:20:33.000]  但他只要不犯病
[00:20:33.000 --> 00:20:37.720]  他還算是一個能讓大家接受的統治者
