
[00:00:00.000 --> 00:00:04.600]  我們今天是紀念聖靈降臨的主日
[00:02:31.000 --> 00:02:33.000]  然後有一天突然跟丈夫說
[00:02:33.000 --> 00:02:36.000]  你不如跟我回教會吧
[00:02:36.000 --> 00:02:40.000]  先生就想 好啊 跟你回去聽聽有什麼特別
[00:02:40.000 --> 00:02:44.000]  因此就回去教會第一次
[00:02:44.000 --> 00:02:48.000]  他說他完全沒有任何動機去聽道理
[00:02:48.000 --> 00:02:51.000]  只是順一順太太的意思
[00:02:51.000 --> 00:02:52.000]  回到教會的時候
[00:02:52.000 --> 00:02:55.000]  由最開始到差不多結束的時候
[00:02:55.000 --> 00:02:58.000]  他的心都完全不能夠投入
[00:02:58.000 --> 00:03:01.000]  擔天望地周圍看
[00:03:01.000 --> 00:03:02.000]  他一直看著手錶
[00:03:02.000 --> 00:03:04.000]  到最後一首詩歌的時候
[00:03:04.000 --> 00:03:07.000]  行了 就快可以走了
[00:03:07.000 --> 00:03:10.000]  但是想不到最後一首詩歌一唱的時候
[00:03:10.000 --> 00:03:12.000]  一首很簡單的詩歌
[00:03:12.000 --> 00:03:14.000]  但是很觸動他的心
[00:03:14.000 --> 00:03:17.000]  詩歌的歌詞大概是說
[00:03:17.000 --> 00:03:20.000]  請更新我主耶穌
[00:03:20.000 --> 00:03:24.000]  我的生命和心思裡面有很多的事情
[00:03:24.000 --> 00:03:26.000]  如果不是你的愛
[00:03:26.000 --> 00:03:31.000]  不能夠幫助我可以改變過來
[00:03:31.000 --> 00:03:33.000]  一首很簡單的詩歌
[00:03:33.000 --> 00:03:34.000]  但是當他聽的時候
[00:03:34.000 --> 00:03:39.000]  他就說他想起很多自己人生所經歷的事情
[00:03:39.000 --> 00:03:41.000]  他想起自己的偽善
[00:03:41.000 --> 00:03:43.000]  很多人讚賞他
[00:03:43.000 --> 00:03:47.000]  但是他自己知道裡面的動機和詭詐
[00:03:47.000 --> 00:03:52.000]  最後體會到自己對家裡沒有任何的體貼
[00:03:52.000 --> 00:03:55.000]  對太太很多時候經常責罵
[00:03:55.000 --> 00:03:57.000]  經常指責太太
[00:03:57.000 --> 00:04:01.000]  想到自己生活上經常向錢看
[00:04:01.000 --> 00:04:05.000]  又想到自己經常被很多色情的畫報
[00:04:05.000 --> 00:04:08.000]  影片充塞住他的心
[00:04:08.000 --> 00:04:10.000]  想起很多很多自己的事情
[00:04:10.000 --> 00:04:12.000]  突然間他真的感覺到
[00:04:12.000 --> 00:04:14.000]  如果不是神的愛
[00:04:14.000 --> 00:04:18.000]  不能夠幫助我可以更新過來
[00:04:18.000 --> 00:04:19.000]  當他老講的時候
[00:04:19.000 --> 00:04:21.000]  他就說我想不到自己大男人
[00:04:21.000 --> 00:04:25.000]  在那個時候突然間眼淚就湧出來
[00:04:25.000 --> 00:04:29.000]  他說在那個時刻他知道自己需要耶穌
[00:04:29.000 --> 00:04:30.000]  就是這樣的情況
[00:04:30.000 --> 00:04:31.000]  第一次回教會
[00:04:31.000 --> 00:04:32.000]  去到最後一首詩歌
[00:04:32.000 --> 00:04:34.000]  他就信了耶穌
[00:04:34.000 --> 00:04:36.000]  他心裡開放自己
[00:04:36.000 --> 00:04:39.000]  接受耶穌做他生命的主
[00:04:39.000 --> 00:04:40.000]  當他講回這件事的時候
[00:04:40.000 --> 00:04:43.000]  他說我只是體會上帝一種的能力
[00:04:43.000 --> 00:04:45.000]  幫助我認識自己
[00:04:45.000 --> 00:04:47.000]  也讓我謙卑下來
[00:04:47.000 --> 00:04:51.000]  願意來接受主耶穌的拯救
[00:04:51.000 --> 00:04:52.000]  當你記得
[00:04:52.000 --> 00:04:53.000]  當聖經裡面提到
[00:04:53.000 --> 00:04:57.000]  當主就快離開世界的時候
[00:04:57.000 --> 00:04:59.000]  剛才周刊你也看到
[00:04:59.000 --> 00:05:03.000]  主就向父求一件事情
[00:05:03.000 --> 00:05:06.000]  聖經說主向父請求一件事情
[00:05:06.000 --> 00:05:11.000]  父就另外賜給你們一位保衛師
[00:05:11.000 --> 00:05:12.000]  在主耶穌以外
[00:05:12.000 --> 00:05:17.000]  賜下另一位的保衛師
[00:05:17.000 --> 00:05:19.000]  保衛師意味著被呼召
[00:05:19.000 --> 00:05:21.000]  來幫助我們的一位
[00:05:21.000 --> 00:05:25.000]  和主耶穌同位同尊
[00:05:25.000 --> 00:05:28.000]  這位的聖靈就住入我們的心中
[00:05:28.000 --> 00:05:32.000]  叫祂永遠與我們同在
[00:05:32.000 --> 00:05:34.000]  聖靈進入我們的生命裡面
[00:05:34.000 --> 00:05:37.000]  是永遠與我們同在
[00:05:37.000 --> 00:05:38.000]  有些人以為
[00:05:38.000 --> 00:05:40.000]  有些時候我很軟弱
[00:05:40.000 --> 00:05:41.000]  甚至犯罪
[00:05:41.000 --> 00:05:44.000]  可能聖靈離開我了
[00:05:44.000 --> 00:05:45.000]  但聖經的應許是
[00:05:45.000 --> 00:05:49.000]  聖靈是永遠與我們同在
[00:05:49.000 --> 00:05:51.000]  上帝應許凡是信靠祂的人
[00:05:51.000 --> 00:05:55.000]  甚至是聖靈進入我們的生命當中
[00:05:55.000 --> 00:05:58.000]  聖靈在五旬節的時候
[00:05:58.000 --> 00:05:59.000]  二千年前
[00:05:59.000 --> 00:06:01.000]  當五旬節的時候
[00:06:01.000 --> 00:06:07.000]  聖靈降臨在眾門徒的身上
[00:06:07.000 --> 00:06:08.000]  聖經就說到當時
[00:06:08.000 --> 00:06:11.000]  很多很多的屬神的人
[00:06:11.000 --> 00:06:13.000]  他們生命本來是軟弱
[00:06:13.000 --> 00:06:15.000]  但是變得剛強
[00:06:15.000 --> 00:06:17.000]  本來沒有能力去對付罪
[00:06:17.000 --> 00:06:18.000]  對付自我
[00:06:18.000 --> 00:06:19.000]  對付詭詐
[00:06:19.000 --> 00:06:21.000]  但是在聖靈降臨的時候
[00:06:21.000 --> 00:06:22.000]  生命得著能力
[00:06:22.000 --> 00:06:26.000]  可以勝過一切的一切的邪惡
[00:06:26.000 --> 00:06:27.000]  因此在那個時候
[00:06:27.000 --> 00:06:30.000]  教會開始了
[00:06:30.000 --> 00:06:31.000]  如果有人問你
[00:06:31.000 --> 00:06:34.000]  教會是什麼時候開始的
[00:06:34.000 --> 00:06:37.000]  你說創世紀吧
[00:06:37.000 --> 00:06:39.000]  聖經講述到
[00:06:39.000 --> 00:06:42.000]  新約的教會的開始
[00:06:42.000 --> 00:06:44.000]  是五旬節的日子
[00:06:44.000 --> 00:06:46.000]  當聖靈降臨的時候
[00:06:46.000 --> 00:06:48.000]  教會真正開始了
[00:06:48.000 --> 00:06:50.000]  也因此你會發覺很多時候
[00:06:50.000 --> 00:06:52.000]  當教會講及到
[00:06:52.000 --> 00:06:57.000]  直堂去開拓新的教會的時候
[00:06:57.000 --> 00:06:59.000]  很多時候是在聖靈降臨
[00:06:59.000 --> 00:07:01.000]  的時候會提及
[00:07:01.000 --> 00:07:03.000]  因為是聖靈開始教會
[00:07:03.000 --> 00:07:06.000]  是次下聖靈讓人生命改變
[00:07:06.000 --> 00:07:08.000]  教會開始
[00:07:08.000 --> 00:07:09.000]  但是很多時候
[00:07:09.000 --> 00:07:11.000]  大家可能都會體會
[00:07:11.000 --> 00:07:12.000]  有不少弟兄姊妹
[00:07:12.000 --> 00:07:16.000]  生活上好像沒有聖靈
[00:07:16.000 --> 00:07:20.000]  或者不意識到聖靈的存在
[00:07:20.000 --> 00:07:23.000]  甚至覺得和聖靈好像沒有什麼關係
[00:07:23.000 --> 00:07:24.000]  因為不意識到
[00:07:24.000 --> 00:07:25.000]  聖靈在自己生命當中
[00:07:25.000 --> 00:07:28.000]  所以就不知道去倚靠聖靈
[00:07:28.000 --> 00:07:32.000]  不知道去順從聖靈
[00:07:32.000 --> 00:07:34.000]  或者一個簡單的例子
[00:07:34.000 --> 00:07:37.000]  一個父親看見兒子
[00:07:37.000 --> 00:07:39.000]  看著一本英文書
[00:07:39.000 --> 00:07:41.000]  一些功課要交
[00:07:41.000 --> 00:07:43.000]  好像很困擾
[00:07:43.000 --> 00:07:47.000]  有一個英文字不太認識
[00:07:47.000 --> 00:07:48.000]  爸爸就問他
[00:07:48.000 --> 00:07:50.000]  你不認識這個英文字嗎?
[00:07:50.000 --> 00:07:51.000]  兒子就說
[00:07:51.000 --> 00:07:52.000]  是的,我查了字典
[00:07:52.000 --> 00:07:54.000]  看了很多APP都找不到
[00:07:54.000 --> 00:07:57.000]  不知道為什麼
[00:07:57.000 --> 00:07:59.000]  爸爸看見這樣的情況
[00:07:59.000 --> 00:08:03.000]  為什麼你不問我呢?
[00:08:03.000 --> 00:08:06.000]  兒子突然抬頭看著爸爸
[00:08:06.000 --> 00:08:09.000]  你認識嗎?
[00:08:09.000 --> 00:08:10.000]  爸爸說
[00:08:10.000 --> 00:08:11.000]  你不問我
[00:08:11.000 --> 00:08:15.000]  你怎麼知道我不認識?
[00:08:15.000 --> 00:08:16.000]  兒子有很多方法
[00:08:16.000 --> 00:08:18.000]  到處找字典找解釋
[00:08:18.000 --> 00:08:19.000]  但是不知道
[00:08:19.000 --> 00:08:23.000]  其實在他旁邊的爸爸認識
[00:08:23.000 --> 00:08:24.000]  我的意思是
[00:08:24.000 --> 00:08:27.000]  很多時候我們會容易到處找幫助
[00:08:27.000 --> 00:08:30.000]  到處很多時候用自己的力量
[00:08:30.000 --> 00:08:31.000]  但是忘記了
[00:08:31.000 --> 00:08:34.000]  我們裡面有主給我們的聖靈
[00:08:34.000 --> 00:08:36.000]  而不知道轉向主
[00:08:36.000 --> 00:08:40.000]  倚靠主來生活
[00:08:40.000 --> 00:08:41.000]  當聖經網述到聖靈的時候
[00:08:41.000 --> 00:08:43.000]  不斷提醒我們
[00:08:43.000 --> 00:08:45.000]  有聖靈在我們生命當中
[00:08:45.000 --> 00:08:49.000]  留心去體貼聖靈來生活
[00:08:49.000 --> 00:08:52.000]  領受神給我們得聖的生命
[00:08:52.000 --> 00:08:53.000]  所以大家一起思想
[00:08:53.000 --> 00:08:56.000]  聖經第八章羅馬書
[00:08:56.000 --> 00:08:57.000]  我們先看第八章
[00:08:57.000 --> 00:09:00.000]  剛才讀過的第五節的上面
[00:09:00.000 --> 00:09:04.000]  第三節
[00:09:04.000 --> 00:09:05.000]  第三節提到
[00:09:05.000 --> 00:09:08.000]  律法既因肉體軟弱
[00:09:08.000 --> 00:09:10.000]  有所不能行的
[00:09:10.000 --> 00:09:12.000]  和合本所說
[00:09:12.000 --> 00:09:15.000]  人的身體有很多的軟弱
[00:09:15.000 --> 00:09:19.000]  不能夠按神的律法的要求行出來
[00:09:19.000 --> 00:09:20.000]  是無助的
[00:09:20.000 --> 00:09:22.000]  是無能的
[00:09:22.000 --> 00:09:23.000]  第三節接著說
[00:09:23.000 --> 00:09:26.000]  神就差遣自己的兒子
[00:09:26.000 --> 00:09:28.000]  成為罪身的形狀
[00:09:28.000 --> 00:09:30.000]  他成為了人
[00:09:30.000 --> 00:09:32.000]  道成肉身
[00:09:32.000 --> 00:09:35.000]  作了贖罪制
[00:09:35.000 --> 00:09:37.000]  他自己買贖了我們
[00:09:37.000 --> 00:09:41.000]  負擔起罪的刑罰的代價
[00:09:41.000 --> 00:09:45.000]  因此在肉體中定了罪案
[00:09:45.000 --> 00:09:50.000]  或者說在肉體中將罪判決了
[00:09:50.000 --> 00:09:55.000]  因此罪不再能夠有權勢在我們身上
[00:09:55.000 --> 00:09:59.000]  罪不能夠控制主所買贖了的人
[00:09:59.000 --> 00:10:02.000]  他的贖價負傾了
[00:10:02.000 --> 00:10:04.000]  因為耶穌基督代替了我們
[00:10:04.000 --> 00:10:07.000]  承擔罪的刑罰
[00:10:07.000 --> 00:10:11.000]  因此在十字架上勝過了罪權
[00:10:11.000 --> 00:10:13.000]  當聖經講述到這一點的時候
[00:10:13.000 --> 00:10:15.000]  立事馬上去到第四節
[00:10:15.000 --> 00:10:21.000]  使律法的義成就在我們者不隨從肉體
[00:10:21.000 --> 00:10:25.000]  只隨從聖靈的人身上
[00:10:25.000 --> 00:10:27.000]  律法所要求的義
[00:10:27.000 --> 00:10:28.000]  人做不到
[00:10:28.000 --> 00:10:31.000]  憑著自己的努力不能夠達到
[00:10:31.000 --> 00:10:35.000]  但是那些隨從聖靈的人
[00:10:35.000 --> 00:10:37.000]  依靠聖靈的人
[00:10:37.000 --> 00:10:41.000]  神的義承傳在他們身上
[00:10:41.000 --> 00:10:42.000]  依靠聖靈的時候
[00:10:42.000 --> 00:10:45.000]  能夠行神要我們行的路
[00:10:45.000 --> 00:10:48.000]  領受神給我們的恩惠
[00:10:48.000 --> 00:10:50.000]  因此聖經就講到
[00:10:50.000 --> 00:10:56.000]  隨從聖靈和隨從肉體之間的對比和分別
[00:10:56.000 --> 00:10:58.000]  大家再看第五節
[00:10:58.000 --> 00:11:01.000]  下面的八章第五節
[00:11:01.000 --> 00:11:06.000]  「因為隨從肉體的人體貼肉體的事
[00:11:06.000 --> 00:11:09.000]  隨從聖靈的人體貼聖靈的事」
[00:11:09.000 --> 00:11:14.000]  第六節一起讀「體貼肉體的就是死
[00:11:14.000 --> 00:11:18.000]  體貼聖靈的乃是生命平安」
[00:11:18.000 --> 00:11:19.000]  沒錯
[00:11:19.000 --> 00:11:20.000]  順著耶穌的人
[00:11:20.000 --> 00:11:22.000]  有聖靈在我們生命中
[00:11:22.000 --> 00:11:24.000]  是聖經清楚應許的
[00:11:24.000 --> 00:11:27.000]  但我們仍然今天在身體活著
[00:11:27.000 --> 00:11:29.000]  你有一個身體
[00:11:29.000 --> 00:11:31.000]  有血有肉的身體
[00:11:31.000 --> 00:11:32.000]  這個身體沒錯
[00:11:32.000 --> 00:11:33.000]  給你很多的方便
[00:11:33.000 --> 00:11:35.000]  很多的力量
[00:11:35.000 --> 00:11:39.000]  但同時這個身體是一個有限的身體
[00:11:39.000 --> 00:11:43.000]  這個身體會給你很多方面的限制
[00:11:43.000 --> 00:11:47.000]  或者這個身體也有它特別的慾望
[00:11:47.000 --> 00:11:50.000]  有它特別的需要
[00:11:50.000 --> 00:11:52.000]  何時這些慾望
[00:11:52.000 --> 00:11:53.000]  這些需要
[00:11:53.000 --> 00:11:58.000]  我們為了滿足它而不理會神的意思
[00:11:58.000 --> 00:12:01.000]  罪就出現了
[00:12:01.000 --> 00:12:04.000]  我們最近這幾天看到報紙一直講述
[00:12:04.000 --> 00:12:08.000]  政府以前的高官
[00:12:08.000 --> 00:12:14.000]  怎樣涉嫌貪污辱職的事情
[00:12:14.000 --> 00:12:15.000]  很多時候你會察覺到
[00:12:15.000 --> 00:12:18.000]  人的心想得到錢
[00:12:18.000 --> 00:12:21.000]  不按照應該有的方式
[00:12:21.000 --> 00:12:24.000]  這個慾望很大
[00:12:24.000 --> 00:12:27.000]  以至用很多不同的手段
[00:12:27.000 --> 00:12:30.000]  就陷在罪的裡面
[00:12:30.000 --> 00:12:34.000]  聖經提到當我們仍在身體裡面的時候
[00:12:34.000 --> 00:12:38.000]  這個身體裡面有些時候有私慾的出現
[00:12:38.000 --> 00:12:40.000]  而產生罪
[00:12:40.000 --> 00:12:42.000]  但聖經就說在這個處境裡面
[00:12:42.000 --> 00:12:45.000]  其實有兩種可能的一種回應
[00:12:45.000 --> 00:12:47.000]  第一種的回應就是
[00:12:47.000 --> 00:12:50.000]  你信著你生命裡面的聖靈
[00:12:50.000 --> 00:12:53.000]  引導你去作應有的決定
[00:12:53.000 --> 00:12:56.000]  去行在光明的裡面
[00:12:56.000 --> 00:12:59.000]  但同時你可以仍然有第二條路
[00:12:59.000 --> 00:13:01.000]  出來信耶穌
[00:13:01.000 --> 00:13:03.000]  但你可以走回頭路
[00:13:03.000 --> 00:13:06.000]  信著自己裡面的情慾、私慾
[00:13:06.000 --> 00:13:08.000]  去做你喜歡做的事情
[00:13:08.000 --> 00:13:10.000]  在這個時候
[00:13:10.000 --> 00:13:12.000]  你發覺聖經就說
[00:13:12.000 --> 00:13:14.000]  當順從肉體的時候
[00:13:14.000 --> 00:13:17.000]  生命就出現罪
[00:13:17.000 --> 00:13:21.000]  而產生了極大的危險
[00:13:21.000 --> 00:13:23.000]  但你發覺聖經有一個很重要的關鍵
[00:13:23.000 --> 00:13:26.000]  如果你看回前面第五節的時候
[00:13:26.000 --> 00:13:31.000]  如果我們何時去隨從聖靈
[00:13:31.000 --> 00:13:35.000]  當我們按著聖靈的引導來生活
[00:13:35.000 --> 00:13:38.000]  這些人就會體貼聖靈
[00:13:38.000 --> 00:13:42.000]  體貼也表示將他的心思意念
[00:13:42.000 --> 00:13:46.000]  集中在聖靈所引導他行的事上
[00:13:46.000 --> 00:13:48.000]  很體貼聖靈
[00:13:48.000 --> 00:13:49.000]  留心他的帶領
[00:13:49.000 --> 00:13:51.000]  留心他給我心中的引導
[00:13:51.000 --> 00:13:54.000]  按他的引導來行出來
[00:13:54.000 --> 00:13:56.000]  當我們說體貼的時候
[00:13:56.000 --> 00:13:58.000]  大家平時都會體會
[00:13:58.000 --> 00:14:01.000]  如果你很體貼某個人的意思
[00:14:01.000 --> 00:14:03.000]  你會怎樣?
[00:14:03.000 --> 00:14:05.000]  你會特別留意他所說
[00:14:05.000 --> 00:14:07.000]  他所表達、他所期望的
[00:14:07.000 --> 00:14:10.000]  然後留心按照他對你的期望
[00:14:10.000 --> 00:14:12.000]  來行出來
[00:14:12.000 --> 00:14:15.000]  有一個女兒很疼愛媽媽
[00:14:15.000 --> 00:14:18.000]  知道媽媽也很疼愛弟弟
[00:14:18.000 --> 00:14:19.000]  媽媽告訴她
[00:14:19.000 --> 00:14:23.000]  你們上學要小心看著弟弟
[00:14:23.000 --> 00:14:25.000]  女兒很知道媽媽的心
[00:14:25.000 --> 00:14:26.000]  很疼愛弟弟
[00:14:26.000 --> 00:14:27.000]  因此她特別留意
[00:14:27.000 --> 00:14:30.000]  很小心帶著弟弟上學
[00:14:30.000 --> 00:14:32.000]  讓他平安上學
[00:14:32.000 --> 00:14:35.000]  她體貼媽媽的心
[00:14:35.000 --> 00:14:40.000]  她知道媽媽會很重視一些事物
[00:14:40.000 --> 00:14:42.000]  這些物質不要浪費
[00:14:42.000 --> 00:14:43.000]  要好好使用
[00:14:43.000 --> 00:14:45.000]  因此她自己的物品
[00:14:45.000 --> 00:14:46.000]  她正在用的
[00:14:46.000 --> 00:14:47.000]  她會小心運用
[00:14:47.000 --> 00:14:49.000]  不會隨便浪費
[00:14:49.000 --> 00:14:52.000]  因為她體貼媽媽
[00:14:52.000 --> 00:14:54.000]  當你讀聖經的時候
[00:14:54.000 --> 00:14:56.000]  你明白神的心意
[00:14:56.000 --> 00:14:58.000]  又領受聖靈在你心中
[00:14:58.000 --> 00:14:59.000]  對你的感動的時候
[00:14:59.000 --> 00:15:01.000]  你會體貼聖靈
[00:15:01.000 --> 00:15:03.000]  去做祂歡喜你做的事情
[00:15:03.000 --> 00:15:05.000]  因此聖經說
[00:15:05.000 --> 00:15:09.000]  誰能夠跟隨上帝
[00:15:09.000 --> 00:15:13.000]  是那些體貼聖靈的人
[00:15:13.000 --> 00:15:15.000]  我記得我曾經
[00:15:15.000 --> 00:15:17.000]  時不時提及一位姐妹
[00:15:17.000 --> 00:15:19.000]  程文輝女士
[00:15:19.000 --> 00:15:23.000]  一位大家知道香港第一位失明的社工
[00:15:23.000 --> 00:15:25.000]  在她早期的時候
[00:15:25.000 --> 00:15:27.000]  她講述她自己
[00:15:27.000 --> 00:15:30.000]  很初期年幼的時候信耶穌
[00:15:30.000 --> 00:15:33.000]  但是她當時很憎恨她媽媽
[00:15:33.000 --> 00:15:36.000]  因為她媽媽早年代的時候
[00:15:36.000 --> 00:15:39.000]  對一些盲眼的失明的孩子
[00:15:39.000 --> 00:15:42.000]  是很大的一種排斥
[00:15:42.000 --> 00:15:43.000]  媽媽經常公開說
[00:15:43.000 --> 00:15:44.000]  你沒用的了
[00:15:44.000 --> 00:15:46.000]  你將來只是賣唱的了
[00:15:46.000 --> 00:15:48.000]  因為當時可能很多失明的人士
[00:15:48.000 --> 00:15:51.000]  只能夠用這樣的方式謀生
[00:15:51.000 --> 00:15:53.000]  因此那位女兒
[00:15:53.000 --> 00:15:54.000]  因為媽媽的懸告
[00:15:54.000 --> 00:15:57.000]  心裏面很悲傷很難過
[00:15:57.000 --> 00:15:59.000]  有一個晚上
[00:15:59.000 --> 00:16:01.000]  突然間她聽見
[00:16:01.000 --> 00:16:04.000]  媽媽在房裏哭泣
[00:16:04.000 --> 00:16:06.000]  一聽見的時候
[00:16:06.000 --> 00:16:10.000]  她心裏面覺得很舒服
[00:16:10.000 --> 00:16:13.000]  很心涼
[00:16:13.000 --> 00:16:16.000]  她也哭泣了
[00:16:16.000 --> 00:16:18.000]  在那時候
[00:16:18.000 --> 00:16:19.000]  聖靈在她心中
[00:16:19.000 --> 00:16:21.000]  有一個很特別的提醒
[00:16:21.000 --> 00:16:22.000]  耶穌愛你
[00:16:22.000 --> 00:16:26.000]  為什麼你不可以愛媽媽呢
[00:16:26.000 --> 00:16:28.000]  這種感動來到的時候
[00:16:28.000 --> 00:16:30.000]  她突然間有一種心意
[00:16:30.000 --> 00:16:33.000]  她就摸著牆邊
[00:16:33.000 --> 00:16:34.000]  她看不見
[00:16:34.000 --> 00:16:35.000]  走出去聽
[00:16:35.000 --> 00:16:37.000]  倒了一杯水
[00:16:37.000 --> 00:16:38.000]  進到媽媽的房間
[00:16:38.000 --> 00:16:40.000]  然後敲門
[00:16:40.000 --> 00:16:42.000]  媽媽說是誰呢
[00:16:42.000 --> 00:16:46.000]  開門見到她常常責罵的孫女
[00:16:46.000 --> 00:16:47.000]  站在她門口
[00:16:47.000 --> 00:16:49.000]  拿著一杯水給她
[00:16:49.000 --> 00:16:51.000]  媽媽不要傷心
[00:16:51.000 --> 00:16:54.000]  喝一杯水
[00:16:54.000 --> 00:16:58.000]  這個媽媽很少抱著孫女
[00:16:58.000 --> 00:17:01.000]  在那時候就抱著孫女
[00:17:01.000 --> 00:17:04.000]  其實程文輝可以有兩種選擇
[00:17:04.000 --> 00:17:06.000]  一種選擇就是抵她死
[00:17:06.000 --> 00:17:08.000]  讓她哭一哭
[00:17:08.000 --> 00:17:10.000]  第二種選擇
[00:17:10.000 --> 00:17:12.000]  她可以隨著聖靈在她心中
[00:17:12.000 --> 00:17:13.000]  給她的提醒
[00:17:13.000 --> 00:17:17.000]  而去學習去愛她的媽媽
[00:17:17.000 --> 00:17:19.000]  很多基督徒體會到
[00:17:19.000 --> 00:17:20.000]  當我們幾時耐心
[00:17:20.000 --> 00:17:22.000]  順從聖靈的引導的時候
[00:17:22.000 --> 00:17:24.000]  不單是一種的感動
[00:17:24.000 --> 00:17:26.000]  而是一種的能力
[00:17:26.000 --> 00:17:28.000]  因為在未嘗信主的時候
[00:17:28.000 --> 00:17:29.000]  就算有感動
[00:17:29.000 --> 00:17:31.000]  未必有能力可以走出來
[00:17:31.000 --> 00:17:33.000]  但是聖靈在人的心中
[00:17:33.000 --> 00:17:34.000]  給我們有感動
[00:17:34.000 --> 00:17:37.000]  給我們能力可以行出善
[00:17:37.000 --> 00:17:39.000]  行出光明的路
[00:17:39.000 --> 00:17:41.000]  因為聖靈正是要成就
[00:17:41.000 --> 00:17:45.000]  神的恩惠在我們生命中
[00:17:45.000 --> 00:17:46.000]  所以你再看的時候
[00:17:46.000 --> 00:17:49.000]  在下面第七節
[00:17:49.000 --> 00:17:52.000]  聖經下面第七節說
[00:17:52.000 --> 00:17:54.000]  原來體貼肉體的
[00:17:54.000 --> 00:17:56.000]  就是與神為仇
[00:17:56.000 --> 00:17:58.000]  因為不服神的律法
[00:17:58.000 --> 00:17:59.000]  也就是不能服
[00:17:59.000 --> 00:18:00.000]  而且屬肉體的人
[00:18:00.000 --> 00:18:04.000]  不能得神的喜歡
[00:18:04.000 --> 00:18:07.000]  當人願意去體貼聖靈的時候
[00:18:07.000 --> 00:18:10.000]  就要與神建立一種和好的關係
[00:18:10.000 --> 00:18:11.000]  得神的喜歡
[00:18:11.000 --> 00:18:14.000]  否則當他順從自己的肉體
[00:18:14.000 --> 00:18:18.000]  聖經就說與神為仇
[00:18:18.000 --> 00:18:20.000]  與神敵對
[00:18:20.000 --> 00:18:23.000]  因此越多去順從聖靈
[00:18:23.000 --> 00:18:25.000]  越建立與神那種
[00:18:25.000 --> 00:18:28.000]  真實生命的關係
[00:18:28.000 --> 00:18:30.000]  幾時消滅聖靈的感動
[00:18:30.000 --> 00:18:33.000]  幾時遠離上帝
[00:18:33.000 --> 00:18:35.000]  聖經就是這樣講述到
[00:18:35.000 --> 00:18:37.000]  有些體貼聖靈的人
[00:18:37.000 --> 00:18:40.000]  是得神的喜歡
[00:18:40.000 --> 00:18:44.000]  而你與我其實就是屬神的兒女
[00:18:44.000 --> 00:18:46.000]  因此聖經就接續再講
[00:18:46.000 --> 00:18:49.000]  這些人是神的兒女
[00:18:49.000 --> 00:18:51.000]  大家再看下面的經文
[00:18:51.000 --> 00:18:55.000]  你們看到聖經第十四節
[00:18:55.000 --> 00:18:56.000]  第十四節說
[00:18:56.000 --> 00:18:58.000]  因為凡被神的靈引導的
[00:18:58.000 --> 00:19:00.000]  都是神的兒子
