
[00:00:00.000 --> 00:00:09.000]  看完節目早晨,如果你有聖經的話,你可以翻開《馬太福音》五章三十八至四十一節。
[00:05:42.000 --> 00:05:49.000]  但是猶太人慢慢發展的時候,他發覺一個問題出現,如果「以牙還牙,以牙還眼」,
[00:05:49.000 --> 00:06:01.000]  那個人打我,脫了我的牙,我要去賠償那隻牙,但那隻牙賠償我的,或者那隻牙真的爛,我賠償那隻爛牙給你,反正我的眼睛也瞎了,給你一隻瞎的眼睛。
[00:06:01.000 --> 00:06:16.000]  很不公平的,瞎了,於是他們發覺這些不實際的,所以拉比後來教導,我們用錢來賠償,最實際的,瞎了眼睛,給你一隻眼睛,我也是瞎的,不如一個實際的用錢賠償。
[00:06:16.000 --> 00:06:31.000]  用錢賠償裡面,拉比建議有五方面的衡量,從受損害的程度,從痛楚的程度,從醫療的費用,從時間上的損失,從名譽的損失加起來之後,判斷一個合理的賠償,那就叫公平了。
[00:06:31.000 --> 00:06:51.000]  當然當然由審判官拉比他們的判斷,但無論怎樣都做得好,都想反映一樣東西,以牙還牙,以牙還牙,以眼還牙,是一個要做一個公平的回報,不是回報,公平的懲罰在裡面,不可以有過份的。
[00:06:51.000 --> 00:07:02.000]  但去到這裡,耶穌就說:苟若教你以牙還牙,以眼還牙,但耶穌說:我告訴你,應該怎樣?不如惡人作對。
[00:07:02.000 --> 00:07:16.000]  希臘文的「作對」其實意思是指對抗或抵擋,原文是抵擋,字本身帶有一個動詞,是一種主動的成份,即是說你不要主動去對抗惡人。
[00:07:16.000 --> 00:07:30.000]  當人們說:怎樣才算是對抗呢?是否即是說:我不出聲,任人被人欺負,即是叫我死忍,其實耶穌就是這樣教導我們,所以做了一個「鵪鶉」呢?
[00:07:30.000 --> 00:07:45.000]  但是看耶穌的生平,耶穌自己是否真的這樣呢?有人挑戰祂的時候,耶穌會否出聲呢?會出聲的,祂不會用暴力打你的,但耶穌會用智慧、聰明、才智回應別人,祂不是做一隻鵪鶉。
[00:07:45.000 --> 00:07:53.000]  但現在耶穌這樣叫,好像叫我們做一個死忍,這樣的情況,不是這樣的意思。
[00:07:53.000 --> 00:08:12.000]  當我們看文字本身,「作對」如果化為一個名詞,在希臘文的名詞裏面,其實你見到聖經用它,通常是用在動亂、作亂、煽動這樣的場合,就用這個名詞。
[00:08:12.000 --> 00:08:25.000]  即是原來這個字本身帶有一種武力的意思在裏面,所以作為一個動詞,即是不要與外人作對,意思就是你不要用一些引起動亂的行為,譬如武力,來對抗惡人。
[00:08:25.000 --> 00:08:42.000]  即是直接簡單來說,證明你不要用一種武力來對抗惡人,應該怎樣?你要用一個非武力的行為方式來抵抗惡人。這個就是耶穌基督所說的意思。
[00:08:42.000 --> 00:08:56.000]  在今天裏面,耶穌就是說,假如你受傷害的時候,你被迫害或者被欺負的時候,你不要用以牙還牙,以眼還眼,那是不是叫我們做死忍呢?也不是用死忍,它有第三條路線。
[00:08:56.000 --> 00:09:09.000]  就是要用一種創意式的方式,非武力的方式來抵抗一些欺負你的人,即是怎樣做呢?於是耶穌就用了三個例子來解釋。
[00:09:09.000 --> 00:09:20.000]  不過你發覺這三個例子提出那些受害者的對象本身是社會裏面的低下階層的人物,因為低下階層才會被欺負。
[00:09:20.000 --> 00:09:40.000]  他就是教你在社會上,即是低下階層受欺負的時候,怎樣用一個非武力的方式來回應一些欺負你的人。第一個就是有人打你右邊臉,你連左邊也被他打。
[00:09:40.000 --> 00:09:50.000]  大家是否看到這幅圖畫?那個人怎樣打那個毒人呢?他用這隻手,手背這樣打過去。
[00:09:50.000 --> 00:10:01.000]  因為如果你留意一下,一般人是用右手打人的,右手打人哪邊臉呢?左邊。如果你要打到人家的右邊臉,你一定要反手。
[00:10:01.000 --> 00:10:13.000]  所以這個不是毆打,他只是侮辱巴星你。那這些是甚麼人呢?他就是在一種不平等關係裏面才會做這件事,譬如你是主人,最奴隸。
[00:10:13.000 --> 00:10:25.000]  或者當時社會裏面的丈夫,太太,因為那些是男權時代。或者父母對兒女,或者羅馬人,很有權的那些對那些被恐懼者,譬如劉大人。
[00:10:25.000 --> 00:10:34.000]  他有時要侮辱他,或者罵他打他,所以隨時打他。這就是一種很侮辱的手法在裏面。
[00:10:34.000 --> 00:10:41.000]  但耶穌就說,你不要反抗,如果那些人反抗又怎樣?以牙還牙,以牙還牙,更差。
[00:10:41.000 --> 00:10:51.000]  做奴隸,你反抗,你主人打你又怎樣?更加毒打你。主人擁有無敵的生死權,在當時的情況更加可以判他死。
[00:10:51.000 --> 00:10:55.000]  所以你要反抗又無力,是更加危險的情況。
[00:10:55.000 --> 00:11:05.000]  但耶穌就建議他們令左邊臉被他打,因為如果令左邊臉被他打的時候,你這隻手是拍不到他的。
[00:11:05.000 --> 00:11:14.000]  拍不到的時候,你唯有打他,就要用正手拍他的右邊臉。
[00:11:14.000 --> 00:11:21.000]  左邊臉,這樣的情況有一個問題出現,我們現在不明白的,在當時裏面有點不明白。
[00:11:21.000 --> 00:11:31.000]  因為如果同輩,即主人對主人,奴隸與奴隸,或者同輩關係的人,你想打對方就要這樣正面地打,這樣就屬於那個關係。
[00:11:31.000 --> 00:11:41.000]  如果你用反手打一個同輩份,同層次人,這樣就是極大侮辱,是不可以的,違法的,即是違反當時的文化做法。
[00:11:41.000 --> 00:11:47.000]  所以當這個主人,當奴隸令左邊臉被他打,他想打,打不到的時候,他就唯有這樣打。
[00:11:47.000 --> 00:11:55.000]  唯有這樣打他,不行,停背,他暫時就會停下來,怎樣做呢?不打下去。
[00:11:55.000 --> 00:12:04.000]  耶穌這樣做,這樣建議,就要令到一些受欺壓者,如果你用言語牙橫牙遠的方法,你要近招自續打。
[00:12:04.000 --> 00:12:16.000]  但你用死因的方法,這個鵪鶉翼也不可以,它又怎樣?你用一些創新的方式,令到對方不會再繼續打你,令他停下來,終止他的打。
[00:12:16.000 --> 00:12:25.000]  這個就是耶穌基督所講的以非武力的方式來對抗惡的人。
[00:12:25.000 --> 00:12:35.000]  於是第二個例子,他又這樣講,有人想告你,要拿你女衣,你連外衣都給他拿。這是在講什麼情況?
[00:12:35.000 --> 00:12:43.000]  首先了解舊約裏面,有時我們會有所謂借貸,借貸的時候你要欠債,欠債的時候你有一個抵押品。
[00:12:43.000 --> 00:12:51.000]  在舊約聖經裏面,有一些窮人的抵押品,拿一件衣服去做抵押品,就變了叫外衣。
[00:12:51.000 --> 00:12:59.000]  這個外衣在律法規定,到日落之後就要還給他,因為你要給他夜晚睡覺的時候不要著涼。
[00:12:59.000 --> 00:13:06.000]  所以可以看到律法裏面有些人道主義,但始終都是去欠債,借錢。
[00:13:06.000 --> 00:13:17.000]  原來在第一世紀巴勒斯坦裏面,債務情況是很嚴重,稅制是很重,很多人,特別窮人會成為欠債者。
[00:13:17.000 --> 00:13:43.000]  因為在羅馬管治之後需要給稅給羅馬政府,給稅給羅馬政府的時候,按他的收成,避稅要12%,如果還要給人頭稅,按家庭的人頭稅,再加一個wave offering,大概15%,即是你已經給了35%屬於稅。
[00:13:43.000 --> 00:13:49.000]  但原來有規定,如果你有第二次好收成的話,就額外給多20%,這裏沒有說。
[00:13:49.000 --> 00:14:12.000]  預計下來,65%屬於你可以家庭使用,但你是猶太人,猶太人在聖殿或者對猶太人的政府裏面,你要有奉獻,譬如在聖殿裏面,你要給十分之一的稅,不要說稅,奉獻。還有第二個奉獻,其實聖經裏面有三種,三至十個奉獻。
[00:14:12.000 --> 00:14:24.000]  另外還有一樣東西,就是猶太人裏面一定要給聖殿稅,凡20歲以上要給聖殿稅。如果你給了之後,你還有什麼生活呢?通常都不會給十分之一奉獻的。
[00:14:24.000 --> 00:14:43.000]  我不夠工資的手,所以奉獻當然不給,留給自己。但其實可能你的開支大的時候,你就算不給,你都是生活不到,那你唯有向人借錢,或者向財主借錢。向財主借錢,借了又還不到的時候,於是你出巨債,財主就會收息的。
[00:14:43.000 --> 00:15:03.000]  於是你怎樣還呢?你要還你的地,你有地的。但如果地還了之後,你都不夠還的時候,你可能要將你的兒女做奴隸,賣出去。有時拉比說,甚至你老婆都可以做奴隸,賣出去。那些窮人就越來越窮,欠債的越來越多。
[00:15:03.000 --> 00:15:18.000]  如果你遇到一個很壞的、很惡的財主,我要拿走你的財產,你的衣服、女衣,你的衣服、衣服都是財產,我要你,但我不要你的外衣。誰知你要還給他。
[00:15:18.000 --> 00:15:36.000]  去到一個剛才耶穌說的情況,有人要拿你女衣的時候,告你,上法庭告你拿女衣的時候,你連那件外衣都給他。就是在說這種情況,在這種情況裏面的財主是有力的,因為欠債還錢。
[00:15:36.000 --> 00:15:53.000]  他又真的要這樣的情況,那你一個被欺虐者的時候,去到這樣的情況,你可以做什麼?沒有了,你為了接受這樣的情況。但耶穌教他,你不是死定的,不是逆來順受的。耶穌教你什麼?非武力的方式來抵擋。
[00:15:53.000 --> 00:16:17.000]  甚至他要你那件女衣的時候,你連那件外衣都給他。那給他的情況是怎樣?就是赤裸。大家知道在猶太人的審判的地方是什麼?在城門口。城門口就不要想著中國人進城的城門口,城門口進去之後有一個很大的廣場,那裏是販賣的地方和審判的地方。
[00:16:17.000 --> 00:16:42.000]  因為當你脫下衣服赤裸的時候裏面,嘩然了!嘩然了!什麼事?為什麼去到這樣的地步?在控訴究竟法律出了什麼問題?為什麼他摸著對人,連衣服都沒有給他穿,褲子都沒有給他穿,來去裸露?耶穌教我想說的就是要控訴,告訴你,你被迫害人,你可以有一種控訴在裏面,沉默的控訴。
[00:16:42.000 --> 00:17:01.000]  控訴,為什麼人可以做到這樣?這個財主的不義,這個社會制度上的不義,做到一個這樣的結果在裏面。這個就是一種這樣的回應。在南非,曾經在種族隔離裏面的時候,有一段時間,政府想將一些貧民窟來摧毀了。
[00:17:01.000 --> 00:17:19.000]  其中一個貧民窟有一次,他想摧毀的時候,趁著那些男男女女的大人都出去工作的時候,有幾個婦女和小孩在,於是軍隊就來到,下令五分鐘要搬走所有東西,然後我就清拆,預備催泥車、鏟泥車。
[00:17:19.000 --> 00:17:42.000]  當時那幾個婦女和小孩可以怎樣做呢?無得好做,他們做了一個這樣的動作,脫光所有的衣褲,站在催泥車面前,被他推。結果是怎樣呢?結果就是那些軍隊都不做了,又不可以拉他,又不開車,結果他們就離開了。
[00:17:42.000 --> 00:18:02.000]  這個就是非武力的方式,要抵擋一些的惡人。第三個例子是耶穌說的,有人強迫你走一里路,你跟他走兩里,你不太明白,因為這個是一個羅馬統治者對非羅馬人的統治的地方裏面,一種對軍人的特權。
[00:18:02.000 --> 00:18:19.000]  軍人有行李,他有一個特權就是如果有猶太人被統治者,他可以抓一個人幫他背行李,背一公里,一里路,但之後就不可以再背第二里路,第二里路就是違法的情況。
[00:18:19.000 --> 00:18:32.000]  於是你很不幸,假如你是猶太人,很不幸,你通常都是那些窮的人,很不幸的時候,就是被人抓走的時候,你很死死氣氣,很不願意,一定的,就被人行一里路。
[00:18:32.000 --> 00:18:47.000]  行完一里路的時候,這個時候你就完成了,你可以走了。但是耶穌教你,你主動幫他拿第二里路,很驚訝的,連那個軍人都驚訝,你為什麼要這樣做?
[00:18:47.000 --> 00:19:00.000]  在第一里路的時候,你是無權的,你是被欺壓的。但是去到第二里路,你自己主動,你要拿回自己的權,而對方亦都不可以施行權要你行第二里路。
[00:19:00.000 --> 00:19:13.000]  當你拿回自己的權的時候,你跟他說,我幫你拿了。對方你都很愕然,第二件事就是,當你說我幫你拿的時候,你將自己由一個很低的地位裏面提升了,我現在來幫你守。
[00:19:13.000 --> 00:19:34.000]  對方有時覺得我不可以接受你這種做法,因為將我自己拉低了地位跟你同等。對方可能惡了我之後,都不知道怎樣做,或者我不肯接受你這種可憐,於是自己要拿回一個行李在裏面。
[00:19:34.000 --> 00:19:56.000]  耶穌提出這種方式,這三個例子,去解釋不可以與惡人作對,其實祂是提醒大家,尤其是這個弱者,你面對社會裏面的欺壓者的時候,你是無權無力,如果你用以牙還牙,以牙還牙的方式,會招致更嚴重的毒打結果也不奇怪。
[00:19:56.000 --> 00:20:09.000]  但你又不可以死忍,你唯有用一種非武力的方式去抵擋這些人,因為你需要運用你聰明、智慧、計謀,令到對方終止了對你的欺壓在裏面。
[00:20:09.000 --> 00:20:30.000]  所以今天我們不需要在第一世紀裏面耶穌那一方的例子去做,因為那個例子都不是今天的處境。但如果在今天的處境裏面,你遇到這些被欺壓的情況的時候,你又需要運用你的智慧、聰明,當然我都不會教你,因為每個處境都不同,你的個性都不同,你怎樣去回應那個處境都不同。
[00:20:30.000 --> 00:20:45.000]  但求主給你的智慧、聰明,但又不是用暴力、武力的方式去抵擋那些人,所以求主幫助我們,以致讓那種欺壓不能夠繼續在你身上。
[00:20:45.000 --> 00:21:03.000]  然而當我們在今天這個社會裏面就不同了,因為現在這個社會裏面有人主張勇武,對一些掌權者的時候,我們要用武力去抵擋他。
[00:21:03.000 --> 00:21:15.000]  這些背後是有一段的緣故的,因為過去社會裏面很多人都主張用和理非來去爭取,譬如在政治上,和理非的意思就是和平、理性、非暴力。
[00:21:15.000 --> 00:21:36.000]  但這麽多年來,和武進展在民主裏面,於是有些人就提出要用勇武,甚至是武底線在裏面,用武力去爭取,其實武力,你用武力,對方用武力,結果你增加了仇恨,不單止增加仇恨,武力越來越強大在裏面。
[00:21:36.000 --> 00:21:50.000]  有沒有想過,其實有些人可以因此這樣的緣故被犧牲的呢?有沒有想過,武力是否一定要帶來你所想要的結果,甚至是可以出現那種情況,是不是你想要的結果,是更不幸的結果呢?
[00:21:50.000 --> 00:22:10.000]  在猶太人的歷史裏面,都有一個黨,叫做粉瑞黨。這些粉瑞黨是什麽人呢?是一些激進分子,他們都主張脫離羅馬的統治,即是獨立,以光復以色列,建立分子的權力,他們都一樣會主張用武力來做這件事情。
[00:22:10.000 --> 00:22:27.000]  在公元66年至73年的時候,粉瑞黨就發生了一個起義,由他們的領袖米拿元來起義,來取回自己的主權。
[00:22:27.000 --> 00:22:55.000]  在當時裏面,他們就取了馬薩達這個地方和部分的地方,然後在這個時候起義,羅馬政府軍當然一定要發兵來攻打你,發兵攻打他的時候,進入了猶太,其中就把聖殿拆了,不單止拆了聖殿,還殺了很多人,一會兒我會說是多少人,然後這班人逃走了,就去了馬薩達,馬薩達這個地方就成為了最後據點。
[00:22:55.000 --> 00:23:12.000]  去到公元前72年的時候,羅馬種族就找兵團來包圍這個地方,一年之後就想起高台,因為是高地,馬薩達是高地,在一個高山上面,就起這個地方,進攻他。
[00:23:12.000 --> 00:23:29.000]  誰知道他們都沒有辦法之下,他們就想著怎樣自殺,最後人們發現是死了約960具屍體,為什麼會知道這個原因呢?最後原來有兩個人沒有死,有兩個婦女和幾個小孩,所以這件事就說出來了。
[00:23:29.000 --> 00:23:49.000]  據當時的計算,總共死了60萬的猶太人在這次的起義裏面,大約佔了當時的人口四分之一的人口,都挺多的。這個就是粉瑞黨用武力建國,獨立建國所帶來的結果在裏面,其中有些人是被犧牲。
[00:23:49.000 --> 00:24:05.000]  但大家不知道有沒有留意到,其實在耶穌的門徒裏面都有一個叫粉瑞黨西門,粉瑞黨西門其實聖經沒有記載他的事蹟,只有四次出現他的名字,沒有任何事蹟記載。
[00:24:05.000 --> 00:24:24.000]  不過大家知道,既然他屬於粉瑞黨,他都是主張在政治上用武力來推翻羅馬帝國的管治,要獨立自主。但這個粉瑞黨西門他跟從了耶穌,跟從了耶穌的基督的時候,聖經記載告訴我們其實他改變了。
[00:24:24.000 --> 00:24:42.000]  去到《使徒行傳》的第一章裏面,當耶穌升天之後,聖經記載當時有一百二十個人在牢房裏面祈禱,其中提及到粉瑞黨西門,粉瑞黨西門在那裏祈禱,不是他想著用武力去推翻,不是。
[00:24:42.000 --> 00:25:11.000]  然後第二章,只能於第二章,他們聖靈降臨在演唇詞裏面,聖經記載當時比德和十一個使徒高聲宣講福音,當時有三千人來信主。既然十一個使徒包含了粉瑞黨西門在裏面,粉瑞黨西門對聖靈充滿,然後他來傳講福音,從此聖經沒有任何有關他的記載。
[00:25:11.000 --> 00:25:28.000]  不過在教會歷史的流傳裏面,讓我們知道一件事,他去傳福音,傳千國的福音,去一些不同的地方,這裏有些不同的記載,有些去到埃及,有些去到非洲,古尼來,尼比亞,甚至有些去到大不列顛島。
[00:25:28.000 --> 00:25:55.000]  最後去殉道是在波斯裏面,至死。粉瑞黨西門,本身這個人未認識耶穌的時候,未跟隨耶穌的時候,他是主張用武力,叫獨立,在裏面,但這幾年時間,都去跟從耶穌,透過耶穌基督的生命,那種非武力的教導和生命的見證之後,讓他都改變了。
[00:25:55.000 --> 00:26:14.000]  他由主張用武力,改為主張用甚麼呢?相信祈禱,信靠祈禱,並且在聖靈充滿的時候,他放棄了在地上裏面的國度的爭取,用武力去爭取,他反而去傳天國的福音。
[00:26:14.000 --> 00:26:25.000]  若果他不是經歷耶穌的生命的改變,體會到耶穌基督的非暴力教導,非武力教導的時候,他已經是參與了六十六年至七十三年裏面的起義。
[00:26:25.000 --> 00:26:36.000]  若果是的話,他可能已經早退了。求主幫助我們,耶穌基督告訴我們知道,當有一天很不幸,我們處於弱勢的時候,被欺壓的時候,
[00:26:36.000 --> 00:26:50.000]  他不是叫我們一定要以牙還牙,以牙還牙,以牙還牙,以牙還牙。他要我們也不是做一個死忍者,是要用一個非武力的方式來抵擋一些惡待你的人。
[00:26:50.000 --> 00:27:06.000]  以致我們實現在耶穌在真三寶訓裏面,一個個天國子民生活在地上裏面那種質素,那種分明的表現,願上帝的說話來幫助我們,讓我們同心來祈禱。
[00:27:06.000 --> 00:27:26.000]  親愛的天父上帝,我們都仰望祢自己,當我們看到祢在地上裏面的教訓,我們就必要以愛人作對。今天我們在看祢的話語的真理的時候,都提醒我們,我們很需要有聰明,很需要有智慧,很需要理而理,
[00:27:26.000 --> 00:27:38.000]  我們那種才智要怎樣去回應,假如有一天我們遇在一個弱勢被欺壓的情況裏面的時候,怎樣用非武力的方式來抵擋,讓對方來去同治。
[00:27:38.000 --> 00:28:02.000]  求主祢幫助我們,讓祢的話成為我們的幫助,成為我們的引領,亦都讓我們能夠在生活世界裏面獻上祢天國的真理,獻上這個天國的生命,作上帝的見證。主,願祢幫助我們,將祢的話藏在我們心裏面,引領我們,幫助我們,讓我們祈禱交托,是奉耶穌基督的名字。阿們。
