
[00:00:00.000 --> 00:00:03.600]  這樣吧 讓我們的心安靜下來
[00:01:40.000 --> 00:01:46.000]  好 我們這裏
[00:01:46.000 --> 00:01:49.520]  你現在是這個狀況嗎?
[00:01:49.520 --> 00:01:53.040]  你這麼年輕 你肯定不是你右手邊那個
[00:01:53.040 --> 00:01:55.880]  這是以前六十和七十年代的
[00:01:55.880 --> 00:01:58.080]  你當然不會承認了 我不會問了
[00:01:58.080 --> 00:02:00.640]  我相信你現在在香港
[00:02:00.640 --> 00:02:04.280]  你面對的情況
[00:02:04.280 --> 00:02:07.560]  很多都會左手邊
[00:02:07.560 --> 00:02:11.760]  如果你覺得現在是重擔的 舉手
[00:02:11.760 --> 00:02:18.520]  你覺得這個月裏面你覺得有重擔的 舉手
[00:02:18.520 --> 00:02:23.480]  這個情況 你們都很平安 可能我選錯經文了
[00:02:23.480 --> 00:02:27.360]  那我就把它變成重擔吧
[00:02:27.360 --> 00:02:30.200]  那這樣 假設別人吧 肯定
[00:02:30.200 --> 00:02:33.800]  你在下面廣東話堂的 肯定有很多人面對這個重擔
[00:02:33.800 --> 00:02:37.040]  我們相信這裏也有很多做生意的人
[00:02:37.040 --> 00:02:40.440]  有做專業的人 有做生活上很勞苦
[00:02:40.440 --> 00:02:42.680]  家裏面很勞苦的人 肯定有
[00:02:42.680 --> 00:02:48.360]  太古城我們知道 波大會里面很多會友
[00:02:48.360 --> 00:02:51.040]  那我先介紹一下 我是自己人
[00:02:51.040 --> 00:02:52.680]  波大會的三福堂
[00:02:52.680 --> 00:02:55.200]  三福堂 窩福堂開出來 三福堂
[00:02:55.200 --> 00:02:57.920]  那我們面對的情況是一樣的
[00:02:57.920 --> 00:03:01.960]  我們在屯門 屯門有他自己的重擔
[00:03:01.960 --> 00:03:05.840]  肯定和這邊有點不同了
[00:03:05.840 --> 00:03:08.120]  如果你說幫他解決這個問題
[00:03:08.120 --> 00:03:12.040]  他現在舌頭伸出來的時候 怎麼解決呢?
[00:03:12.040 --> 00:03:14.920]  我想到五個方法 你可以想到嗎?
[00:03:14.920 --> 00:03:19.600]  怎麼樣解決 感覺到他沒有這麼辛苦的重擔
[00:03:19.600 --> 00:03:23.640]  第一 把他放下來 對不對?
[00:03:23.640 --> 00:03:25.560]  那肯定輕鬆了
[00:03:25.560 --> 00:03:28.160]  我們理解這段經文肯定是這樣
[00:03:28.160 --> 00:03:32.920]  就是說 哎呀 勞苦擔重擔的就來到耶穌那邊
[00:03:32.920 --> 00:03:35.680]  那我們就很容易有這個想象力了
[00:03:35.680 --> 00:03:38.600]  耶穌就有點像一個火車一樣
[00:03:38.600 --> 00:03:41.240]  火車過來 我揹着重擔
[00:03:41.240 --> 00:03:43.640]  然後把那重擔放在火車上面
[00:03:43.640 --> 00:03:46.280]  那火車肯定不會重了
[00:03:46.280 --> 00:03:47.960]  我們也覺得輕鬆了
[00:03:47.960 --> 00:03:49.000]  這段經文是這樣
[00:03:49.000 --> 00:03:52.480]  所以來到耶穌面前就可以輕鬆下來了
[00:03:52.480 --> 00:03:54.800]  哎呀 對不起了
[00:03:54.800 --> 00:03:57.880]  看上下文的話 這段經文不是這樣講
[00:03:57.880 --> 00:03:59.440]  那我等會再解釋一下
[00:03:59.440 --> 00:04:01.320]  第一個就把他放下
[00:04:01.320 --> 00:04:05.720]  這個經文沒有解決這個問題 沒有放下
[00:04:05.720 --> 00:04:09.600]  那抬起來怎麼樣輕鬆一點呢?
[00:04:09.600 --> 00:04:12.040]  你看到這裏 因爲現在太重了
[00:04:12.040 --> 00:04:13.640]  那就把它減輕一點
[00:04:13.640 --> 00:04:16.120]  那會覺得輕一點 對不對?
[00:04:16.120 --> 00:04:20.240]  另外 把它鍛鍊成壯一點
[00:04:20.240 --> 00:04:24.960]  一個小女孩和一個大男士來背這個
[00:04:24.960 --> 00:04:27.320]  是完全不一樣 對不對?
[00:04:27.320 --> 00:04:28.880]  還有其他嗎?
[00:04:28.880 --> 00:04:33.120]  我剛纔說有五個
[00:04:33.120 --> 00:04:35.640]  另外 你經過的時候
[00:04:35.640 --> 00:04:38.840]  你有你的朋友 廣東話說friend
[00:04:38.840 --> 00:04:41.760]  就把他交給他 別人幫你分擔
[00:04:41.760 --> 00:04:44.680]  所以聖經裏面講彼此分擔重擔 對不對?
[00:04:44.680 --> 00:04:47.920]  另外我也忘了 隨便吧
[00:04:47.920 --> 00:04:51.320]  總之有方法把它變成越來越輕的
[00:04:51.320 --> 00:04:53.280]  那這段經文裏面
[00:04:53.280 --> 00:04:56.160]  它說勞苦擔重擔的可以到我這裏來
[00:04:56.160 --> 00:04:58.560]  這"我"就是指耶穌了
[00:04:58.560 --> 00:05:02.040]  我們使得安息
[00:05:02.040 --> 00:05:06.680]  有沒有拿走這個重擔?
[00:05:06.680 --> 00:05:08.160]  你想清楚
[00:05:08.160 --> 00:05:10.600]  在這段經文裏面講
[00:05:10.600 --> 00:05:14.440]  耶穌有沒有把我們重擔拿走
[00:05:14.440 --> 00:05:17.680]  那肯定就清省了嘛
[00:05:17.680 --> 00:05:19.480]  表面這句話就是這樣
[00:05:19.480 --> 00:05:20.680]  你看下文
[00:05:20.680 --> 00:05:22.320]  我心裏尤何謙卑
[00:05:22.320 --> 00:05:25.160]  你們當父我的惡 學我的樣式
[00:05:25.160 --> 00:05:30.440]  你們心裏就得到安息 各方面
[00:05:30.440 --> 00:05:34.480]  我用的題目是清省的重擔
[00:05:34.480 --> 00:05:36.600]  這個重擔還在
[00:05:36.600 --> 00:05:38.400]  但是答案是清省的
[00:05:38.400 --> 00:05:43.200]  那等會我會講
[00:05:43.200 --> 00:05:45.720]  哥林多後書十二章八節
[00:05:45.720 --> 00:05:48.040]  保羅曾經爲了他這樣祈禱
[00:05:48.040 --> 00:05:50.680]  他說把我的刺拿開吧
[00:05:50.680 --> 00:05:53.640]  我們相信這個刺就是他的重擔
[00:05:53.640 --> 00:05:55.680]  我們不要理他這刺是什麼
[00:05:55.680 --> 00:05:58.120]  這是他的重擔
[00:05:58.120 --> 00:06:01.360]  十二章八節告訴我們說
[00:06:01.360 --> 00:06:04.040]  我的恩典夠你用
[00:06:04.040 --> 00:06:06.640]  那簡單來講就是沒拿走了
[00:06:06.640 --> 00:06:08.080]  就是恩典夠用
[00:06:08.080 --> 00:06:09.760]  你還是要揹着
[00:06:09.760 --> 00:06:11.360]  這個刺還在
[00:06:11.360 --> 00:06:13.200]  這個重擔在這裏也是這樣
[00:06:13.200 --> 00:06:14.560]  那勞苦擔重擔
[00:06:14.560 --> 00:06:18.320]  你說那不拿走也不關我事咯
[00:06:18.320 --> 00:06:21.640]  是什麼人啊
[00:06:21.640 --> 00:06:25.560]  勞苦擔重擔你想到是什麼人
[00:06:25.560 --> 00:06:28.680]  我相信你肯定會想到一些
[00:06:28.680 --> 00:06:32.680]  港澳珠大橋的工人
[00:06:32.680 --> 00:06:35.520]  你說七月八月做這些工作
[00:06:35.520 --> 00:06:39.280]  特別重擔的
[00:06:39.280 --> 00:06:40.880]  所以他們工資特別高
[00:06:40.880 --> 00:06:42.960]  他應該的配得的
[00:06:42.960 --> 00:06:43.960]  很辛苦
[00:06:43.960 --> 00:06:46.640]  勞苦擔重擔的是這樣的人
[00:06:46.640 --> 00:06:48.720]  但是在這個聖經裏面講的
[00:06:48.720 --> 00:06:50.960]  不是這個
[00:06:50.960 --> 00:06:55.600]  勞苦擔重擔是這樣的人
[00:06:55.600 --> 00:06:59.760]  認重道遠的人
[00:06:59.760 --> 00:07:02.280]  不是那些做勞力的那些人
[00:07:02.280 --> 00:07:05.800]  有時候你不覺得做勞力的人
[00:07:05.800 --> 00:07:07.920]  他比我們還更輕鬆
[00:07:07.920 --> 00:07:09.560]  他做完他工作
[00:07:09.560 --> 00:07:12.040]  有時候下班的時候喝啤酒
[00:07:12.040 --> 00:07:13.240]  我認識一個朋友
[00:07:13.240 --> 00:07:14.760]  他很辛苦
[00:07:14.760 --> 00:07:18.320]  他下班之後就拿那個藍莓
[00:07:18.320 --> 00:07:21.160]  總之是一個啤酒
[00:07:21.160 --> 00:07:23.760]  他拿着吸管來喝的
[00:07:23.760 --> 00:07:28.280]  我整天看他下班的時候就在
[00:07:28.280 --> 00:07:30.040]  我們下班沒有這麼輕鬆
[00:07:30.040 --> 00:07:30.960]  他下班
[00:07:30.960 --> 00:07:33.160]  然後他就哭哭大睡了
[00:07:33.160 --> 00:07:34.840]  這些人可能還更輕鬆
[00:07:34.840 --> 00:07:36.920]  沒有重擔
[00:07:36.920 --> 00:07:40.600]  前一段時間順豐和阿里巴巴
[00:07:40.600 --> 00:07:42.640]  你們知道這兩大公司
[00:07:42.640 --> 00:07:44.400]  這兩大公司本來是合作的
[00:07:44.400 --> 00:07:47.440]  但是後來有些事情好像談不來
[00:07:47.440 --> 00:07:49.280]  我不知道現在解決了沒有
[00:07:49.280 --> 00:07:52.560]  那你說勞苦擔重擔的是什麼人
[00:07:52.560 --> 00:07:54.760]  你如果去問順豐的人
[00:07:54.760 --> 00:07:56.200]  他在搬貨的那些
[00:07:56.200 --> 00:07:58.920]  你說現在這件事情
[00:07:58.920 --> 00:08:00.200]  使你勞苦擔重擔
[00:08:00.200 --> 00:08:02.800]  他說不是
[00:08:02.800 --> 00:08:04.840]  他說這個是上頭的事情
[00:08:04.840 --> 00:08:05.440]  對不對
[00:08:05.440 --> 00:08:06.160]  他會講
[00:08:06.160 --> 00:08:09.640]  所以其實是就動腦袋那批人
[00:08:09.640 --> 00:08:11.080]  最大壓力的
[00:08:11.080 --> 00:08:12.360]  我們在教會里面
[00:08:12.360 --> 00:08:15.600]  勞苦擔重擔的是什麼人
[00:08:15.600 --> 00:08:16.560]  很多
[00:08:16.560 --> 00:08:19.160]  就算你在教會里面
[00:08:19.160 --> 00:08:20.760]  我們就不要騙人了
[00:08:20.760 --> 00:08:24.040]  教會有教會的重擔
[00:08:24.040 --> 00:08:26.440]  任衆道遠
[00:08:26.440 --> 00:08:29.400]  你做服事的同工弟兄姊妹
[00:08:29.400 --> 00:08:30.680]  特別是前線的一些
[00:08:30.680 --> 00:08:31.800]  做領袖的
[00:08:31.800 --> 00:08:34.280]  你說他在服事當中
[00:08:34.280 --> 00:08:35.640]  做侍奉崗位的
[00:08:35.640 --> 00:08:37.960]  有沒有勞苦擔重擔
[00:08:37.960 --> 00:08:39.400]  肯定有
[00:08:39.400 --> 00:08:41.520]  我剛纔講了這段經文
[00:08:41.520 --> 00:08:42.480]  他告訴我們
[00:08:42.480 --> 00:08:44.680]  他不是幫你拿下來
[00:08:44.680 --> 00:08:47.120]  而是另外一些東西
[00:08:47.120 --> 00:08:48.560]  等會再講
[00:08:48.560 --> 00:08:50.480]  那按照經文
[00:08:50.480 --> 00:08:51.800]  他說勞苦擔重擔
[00:08:51.800 --> 00:08:53.520]  我到我這裏來
[00:08:53.520 --> 00:08:56.320]  因爲你要付我的餓
[00:08:56.320 --> 00:08:58.280]  我心裏尤何謙卑
[00:08:58.280 --> 00:08:59.720]  我等會再講
[00:08:59.720 --> 00:09:01.040]  尤何謙卑
[00:09:01.040 --> 00:09:02.200]  你要當付我的餓
[00:09:02.200 --> 00:09:03.200]  學我的樣式
[00:09:03.200 --> 00:09:04.760]  那這樣你就清省了
[00:09:04.760 --> 00:09:05.920]  就得安息了
[00:09:05.920 --> 00:09:07.640]  那得安息我們理解沒錯
[00:09:07.640 --> 00:09:10.240]  真的會清省的
[00:09:10.240 --> 00:09:11.840]  但是怎麼得到呢
[00:09:11.840 --> 00:09:13.800]  他說
[00:09:13.800 --> 00:09:16.120]  付我的餓
[00:09:16.120 --> 00:09:19.840]  就是說原來要付
[00:09:19.840 --> 00:09:22.240]  這個餓有點像中彈一樣
[00:09:22.240 --> 00:09:24.320]  我們不覺得這個餓是清省的
[00:09:24.320 --> 00:09:27.000]  真是中彈
[00:09:27.000 --> 00:09:28.560]  付我的餓
[00:09:28.560 --> 00:09:31.920]  這個餓呢
[00:09:31.920 --> 00:09:36.200]  你看這個圖你就知道了
[00:09:36.200 --> 00:09:39.000]  我找不到一個更合適的
[00:09:39.000 --> 00:09:40.160]  如果這段經文
[00:09:40.160 --> 00:09:42.120]  對兩隻牛還不算
[00:09:42.120 --> 00:09:43.360]  不太算
[00:09:43.360 --> 00:09:44.320]  那就這樣
[00:09:44.320 --> 00:09:45.080]  餓是什麼呢
[00:09:45.080 --> 00:09:46.400]  就是這兩隻牛
[00:09:46.400 --> 00:09:48.080]  因爲它內有中東的時候
[00:09:48.080 --> 00:09:50.160]  那個土地太乾了
[00:09:50.160 --> 00:09:51.320]  太乾的時候
[00:09:51.320 --> 00:09:52.600]  你要種菜種不了的
[00:09:52.600 --> 00:09:53.960]  種什麼都種不了
[00:09:53.960 --> 00:09:55.480]  所以他要拿這個牛來
[00:09:55.480 --> 00:09:58.040]  把他開荒這個鬆土
[00:09:58.040 --> 00:10:01.440]  這個鬆土就拿兩隻牛一起來
[00:10:01.440 --> 00:10:03.080]  然後這兩隻牛上邊
[00:10:03.080 --> 00:10:05.280]  有個U形的反過來
[00:10:05.280 --> 00:10:07.160]  這塊木頭
[00:10:07.160 --> 00:10:08.400]  就是架上面
[00:10:08.400 --> 00:10:12.320]  這個木頭就是這個餓
[00:10:12.320 --> 00:10:14.480]  耶穌用這個比喻
[00:10:14.480 --> 00:10:15.640]  餓
[00:10:15.640 --> 00:10:16.960]  我們是牛了
[00:10:16.960 --> 00:10:18.360]  我說這個圖
[00:10:18.360 --> 00:10:19.960]  不太合適這段經文
[00:10:19.960 --> 00:10:22.320]  因爲它在中東那邊
[00:10:22.320 --> 00:10:25.240]  是一個大牛和一隻小牛
[00:10:25.240 --> 00:10:27.960]  因爲它要帶下一棒
[00:10:27.960 --> 00:10:30.200]  我們現在菠萄會也講下一棒了
[00:10:30.200 --> 00:10:32.040]  要帶下一棒了
[00:10:32.040 --> 00:10:33.400]  太古城也有吧
[00:10:33.400 --> 00:10:34.400]  下一棒的時候
[00:10:34.400 --> 00:10:36.800]  它是大牛帶小牛
[00:10:36.800 --> 00:10:38.680]  雖然那兩隻牛走在一起
[00:10:38.680 --> 00:10:41.320]  但是其實用了最大力的
[00:10:41.320 --> 00:10:42.920]  就是那個大牛
[00:10:42.920 --> 00:10:45.880]  小牛就是
[00:10:45.880 --> 00:10:47.480]  我們廣東話叫板塞爺
[00:10:47.480 --> 00:10:48.760]  就是動一動
[00:10:48.760 --> 00:10:50.360]  它還是有重擔的
[00:10:50.360 --> 00:10:51.600]  但是很輕省的
[00:10:51.600 --> 00:10:53.600]  輕很多的
[00:10:53.600 --> 00:10:54.960]  它說我的餓
[00:10:54.960 --> 00:10:56.400]  你說要扶我的餓
[00:10:56.400 --> 00:10:58.280]  這個餓就是放在這邊的餓
[00:10:58.280 --> 00:10:59.600]  我等會再解釋
[00:10:59.600 --> 00:11:01.080]  爲什麼可以安息
[00:11:01.080 --> 00:11:01.960]  餓就是餓
[00:11:01.960 --> 00:11:03.160]  重擔就是重擔
[00:11:03.160 --> 00:11:04.640]  可以安心了嗎
[00:11:04.640 --> 00:11:05.440]  等會再講
[00:11:05.440 --> 00:11:06.640]  我現在講的是說
[00:11:06.640 --> 00:11:09.400]  當父我的餓
[00:11:09.400 --> 00:11:12.400]  這個我的餓就是耶穌的餓
[00:11:12.400 --> 00:11:14.440]  那你理解這個中文
[00:11:14.440 --> 00:11:17.000]  那這個理解就沒錯了
[00:11:17.000 --> 00:11:18.440]  有耶穌的餓
[00:11:18.440 --> 00:11:22.000]  表示還有其他的餓
[00:11:22.000 --> 00:11:23.760]  對不對
[00:11:23.760 --> 00:11:27.960]  問題不在耶穌的餓
[00:11:27.960 --> 00:11:29.960]  耶穌的餓是重擔
[00:11:29.960 --> 00:11:31.480]  任重道遠
[00:11:31.480 --> 00:11:33.800]  耶穌從來沒有騙我們說
[00:11:33.800 --> 00:11:34.760]  來吧
[00:11:34.760 --> 00:11:35.920]  你來到教會
[00:11:35.920 --> 00:11:38.240]  你信耶穌什麼都沒重擔
[00:11:38.240 --> 00:11:38.920]  哇
[00:11:38.920 --> 00:11:39.840]  有錢
[00:11:39.840 --> 00:11:41.240]  沒有錢就變成有錢
[00:11:41.240 --> 00:11:43.200]  祈禱就變成富有
[00:11:43.200 --> 00:11:45.080]  但是耶穌不是這樣講
[00:11:45.080 --> 00:11:46.120]  祂說你來
[00:11:46.120 --> 00:11:48.440]  要做我門徒的話
[00:11:48.440 --> 00:11:50.600]  你要背起你的十字架來跟從我
[00:11:50.600 --> 00:11:51.560]  然後講這句話
[00:11:51.560 --> 00:11:54.360]  你知道多少人不見了
[00:11:54.360 --> 00:11:58.640]  你去看約翰福音6666
[00:11:58.640 --> 00:12:02.320]  這三個字都不是好東西
[00:12:02.320 --> 00:12:04.000]  66章6節
[00:12:04.000 --> 00:12:05.800]  意思說來跟從我的人
[00:12:05.800 --> 00:12:07.960]  要背起他十字架
[00:12:07.960 --> 00:12:09.080]  然後本來一萬人的
[00:12:09.080 --> 00:12:11.320]  他說喫完五餅二魚那些人
[00:12:11.320 --> 00:12:12.160]  哇
[00:12:12.160 --> 00:12:12.760]  厲害
[00:12:12.760 --> 00:12:13.720]  一萬人過來
[00:12:13.720 --> 00:12:16.320]  然後說背十字架跟從我
[00:12:16.320 --> 00:12:18.280]  然後拜拜
[00:12:18.280 --> 00:12:19.680]  忽然間在太古城的不見了
[00:12:19.680 --> 00:12:22.040]  大批人了
[00:12:22.040 --> 00:12:24.160]  所以在教會來講
[00:12:24.160 --> 00:12:27.640]  留下的人不應該太多
[00:12:27.640 --> 00:12:30.320]  真心跟從耶穌的人
[00:12:30.320 --> 00:12:31.680]  被重擔的人
[00:12:31.680 --> 00:12:33.200]  被他的惡的人
[00:12:33.200 --> 00:12:34.640]  負他的惡的人
[00:12:34.640 --> 00:12:36.480]  不太多
[00:12:36.480 --> 00:12:38.640]  你回到這裏
[00:12:38.640 --> 00:12:40.120]  是有重擔
[00:12:40.120 --> 00:12:42.200]  我現在要講的不是耶穌的惡
[00:12:42.200 --> 00:12:43.720]  耶穌的惡得到安息
[00:12:43.720 --> 00:12:45.800]  等會再講
[00:12:45.800 --> 00:12:49.120]  什麼叫其他的惡
[00:12:49.120 --> 00:12:51.200]  我們重擔從哪裏來
[00:12:51.200 --> 00:12:53.360]  那我們看這個上下文
[00:12:53.360 --> 00:12:54.080]  上文呢
[00:12:54.080 --> 00:12:55.000]  時間關係
[00:12:55.000 --> 00:13:02.040]  上文其實在二十八節以上那些
[00:13:02.040 --> 00:13:03.760]  其實是講那三個城
[00:13:03.760 --> 00:13:05.640]  這三個城不悔改
[00:13:05.640 --> 00:13:08.640]  好像就詛咒了城
[00:13:08.640 --> 00:13:13.440]  這個在二十到二十四節裏面見到
[00:13:13.440 --> 00:13:16.040]  這三個城就是耶穌出馬
[00:13:16.040 --> 00:13:19.760]  他來帶師父出馬了
[00:13:19.760 --> 00:13:23.480]  應該很多人信主了吧
[00:13:23.480 --> 00:13:25.200]  耶穌帶人信耶穌
[00:13:25.200 --> 00:13:26.960]  應該很容易吧
[00:13:26.960 --> 00:13:28.440]  耶穌教導門徒
[00:13:28.440 --> 00:13:29.680]  你記得嗎
[00:13:29.680 --> 00:13:31.360]  你如果熟聖經的
[00:13:31.360 --> 00:13:34.680]  他說兩個兩個出去傳福音的
[00:13:34.680 --> 00:13:35.520]  他這是師父
[00:13:35.520 --> 00:13:37.560]  我說傳福音要這個技巧
[00:13:37.560 --> 00:13:39.080]  你傳福音要聖靈的能力
[00:13:39.080 --> 00:13:39.480]  怎麼樣
[00:13:39.480 --> 00:13:40.440]  我教導你
[00:13:40.440 --> 00:13:42.920]  那如果我出去帶福音的話
[00:13:42.920 --> 00:13:44.240]  假如我是耶穌
[00:13:44.240 --> 00:13:45.840]  那肯定很多人信主
[00:13:45.840 --> 00:13:47.440]  那你是徒弟的話
[00:13:47.440 --> 00:13:50.120]  你帶的人力比較少一點了吧
[00:13:50.120 --> 00:13:53.320]  這樣我還有臉還可以好嗎
[00:13:53.320 --> 00:13:54.880]  好看一點
[00:13:54.880 --> 00:13:58.040]  但是這一章裏面講到
[00:13:58.040 --> 00:14:01.080]  如果你知道同時間的差不多時間
[00:14:01.080 --> 00:14:03.480]  就是門徒回來的時候很高興
[00:14:03.480 --> 00:14:05.360]  哇 鬼都服了我們
[00:14:05.360 --> 00:14:07.480]  他的傳福音的效果很好
[00:14:07.480 --> 00:14:10.480]  這是徒弟的效果
[00:14:10.480 --> 00:14:12.240]  但是在十一章裏面
[00:14:12.240 --> 00:14:13.880]  耶穌去傳福音
[00:14:13.880 --> 00:14:16.680]  這三個城什麼都沒有
[00:14:16.680 --> 00:14:18.680]  這果子零
[00:14:18.680 --> 00:14:20.160]  他回來
[00:14:20.160 --> 00:14:23.600]  他說這三個城市
[00:14:23.600 --> 00:14:27.680]  哥拉順
[00:14:27.680 --> 00:14:29.120]  百賽大
[00:14:29.120 --> 00:14:30.200]  加百農
[00:14:30.200 --> 00:14:33.000]  這三個城他說你們有禍了
[00:14:33.000 --> 00:14:36.520]  連索多瑪都不如了你們
[00:14:36.520 --> 00:14:38.360]  就是說耶穌去傳福音
[00:14:38.360 --> 00:14:41.440]  他什麼果子都沒有
[00:14:41.440 --> 00:14:44.320]  這是上文
[00:14:44.320 --> 00:14:46.120]  我剛纔講的其他的惡
[00:14:46.120 --> 00:14:48.880]  又是講了其他的惡是什麼呢?
[00:14:48.880 --> 00:14:53.280]  就是這幾個城表現的人
[00:14:53.280 --> 00:14:56.240]  經常揹着罪不改
[00:14:56.240 --> 00:14:58.520]  不悔改
[00:14:58.520 --> 00:15:01.400]  什麼人沒有安心呢?
[00:15:01.400 --> 00:15:02.520]  對現在來講
[00:15:02.520 --> 00:15:04.800]  是什麼信徒沒有安心呢?
[00:15:04.800 --> 00:15:06.480]  他知道要改
[00:15:06.480 --> 00:15:08.080]  不改
[00:15:08.080 --> 00:15:09.400]  經常是在犯
[00:15:09.400 --> 00:15:10.760]  在繼續犯的
[00:15:10.760 --> 00:15:13.000]  揹着罪的惡的人
[00:15:13.000 --> 00:15:14.720]  這不是耶穌給的惡
[00:15:14.720 --> 00:15:16.480]  這是第一個惡
[00:15:16.480 --> 00:15:18.560]  第二個惡
[00:15:18.560 --> 00:15:20.040]  就在下文
[00:15:20.040 --> 00:15:24.600]  下文你發現在這二十八到三十節講到的安息日
[00:15:24.600 --> 00:15:27.400]  你看實驗觀衆我們也不講太多
[00:15:27.400 --> 00:15:29.800]  就是你知道下邊就講安息日
[00:15:29.800 --> 00:15:31.320]  那些宗教領袖
[00:15:31.320 --> 00:15:34.560]  耶穌你安息日怎麼做這些東西
[00:15:34.560 --> 00:15:35.440]  怎麼樣怎麼樣
[00:15:35.440 --> 00:15:38.720]  這樣你經常聽到這些的
[00:15:38.720 --> 00:15:43.080]  四福音經常會聽到這個
[00:15:43.080 --> 00:15:46.560]  在下文之前講到惡是什麼惡呢?
[00:15:46.560 --> 00:15:52.840]  這些宗教領袖本來拿到安息的福氣
[00:15:52.840 --> 00:15:56.880]  但是他們讀聖經只是讀在腦袋裏面
[00:15:56.880 --> 00:15:59.320]  他們變成律法的
[00:15:59.320 --> 00:16:01.800]  格外加上很多條例
[00:16:01.800 --> 00:16:03.680]  你可能聽過了吧
[00:16:03.680 --> 00:16:06.720]  本來很輕鬆的條例變成六百多
[00:16:06.720 --> 00:16:08.640]  加了六百多條例
[00:16:08.640 --> 00:16:10.200]  安息又又不能怎麼樣
[00:16:10.200 --> 00:16:13.880]  你看看這個
[00:16:13.880 --> 00:16:20.640]  本來背聖經你覺得不太大重擔吧
[00:16:20.640 --> 00:16:24.320]  如果背聖經 短的聖經應該沒有什麼重擔
[00:16:24.320 --> 00:16:26.960]  你看看他們每天背的聖經很熟了
[00:16:26.960 --> 00:16:30.600]  本來這是生命記第六章裏面的
[00:16:30.600 --> 00:16:32.360]  你說哪裏有生命記?
[00:16:32.360 --> 00:16:34.480]  你有沒有看到這個男人頭上面
[00:16:34.480 --> 00:16:39.000]  額上面有個黑色的小盒子
[00:16:39.000 --> 00:16:42.640]  然後手裏面好像是幹什麼有包着
[00:16:42.640 --> 00:16:46.520]  以爲是first aid在救他
[00:16:46.520 --> 00:16:49.040]  我們說救人的也是first aid
[00:16:49.040 --> 00:16:50.320]  你去學過嗎?
[00:16:50.320 --> 00:16:52.800]  first aid就是這樣包的
[00:16:52.800 --> 00:16:55.880]  幹 這是做什麼的?
[00:16:55.880 --> 00:16:58.120]  猶太人現在還有
[00:16:58.120 --> 00:17:00.680]  現在這個盒子上面是有經文的
[00:17:00.680 --> 00:17:01.800]  生命記第六章
[00:17:01.800 --> 00:17:03.080]  叫你要盡心盡力
[00:17:03.080 --> 00:17:05.240]  要愛你的家庭要教導怎麼樣
[00:17:05.240 --> 00:17:08.440]  教導你的子女各方面的經文
[00:17:08.440 --> 00:17:10.960]  然後這個放上面就算吧
[00:17:10.960 --> 00:17:13.000]  已經很古怪了
[00:17:13.000 --> 00:17:15.240]  你說背聖經
[00:17:15.240 --> 00:17:17.120]  我們背聖經不要背得這麼慘
[00:17:17.120 --> 00:17:18.200]  還要掛着
[00:17:18.200 --> 00:17:20.760]  按照生命記講
[00:17:20.760 --> 00:17:21.760]  聖經有教導
[00:17:21.760 --> 00:17:23.600]  出埃及記怎麼樣都有教導說
[00:17:23.600 --> 00:17:25.240]  你要放在額上面
[00:17:25.240 --> 00:17:26.280]  經文怎麼樣
[00:17:26.280 --> 00:17:28.640]  他們就是按照這個聖經來做
[00:17:28.640 --> 00:17:30.280]  最麻煩是這個
[00:17:30.280 --> 00:17:32.680]  他們這個綁的要打七個圈
