
[00:00:00.000 --> 00:00:02.000]  新年就有新願望了
[00:01:16.000 --> 00:01:20.000]  就是有些人
[00:01:20.000 --> 00:01:21.000]  不是一個
[00:01:21.000 --> 00:01:23.000]  可能一批或者一群
[00:01:23.000 --> 00:01:24.000]  有些人
[00:01:24.000 --> 00:01:27.000]  我們想提他的名字都不想提
[00:01:27.000 --> 00:01:28.000]  提都不想提
[00:01:28.000 --> 00:01:30.000]  見都不想見
[00:01:30.000 --> 00:01:31.000]  不知道為甚麼
[00:01:31.000 --> 00:01:33.000]  就是有一種這樣的感覺
[00:01:33.000 --> 00:01:35.000]  或者倒過來說
[00:01:35.000 --> 00:01:38.000]  別人都有一個這樣的心願
[00:01:38.000 --> 00:01:41.000]  最好就是今年見不到你
[00:01:41.000 --> 00:01:42.000]  都會是這樣
[00:01:42.000 --> 00:01:46.000]  所以就不要那麼清高
[00:01:46.000 --> 00:01:48.000]  自己怎樣怎樣
[00:01:48.000 --> 00:01:51.000]  其實可能自己都會有一些這樣的
[00:01:51.000 --> 00:01:55.000]  別人這樣對我們自己的看法
[00:01:55.000 --> 00:01:58.000]  今日在聖經這裏
[00:01:58.000 --> 00:02:00.000]  講到一個人就是這樣
[00:02:00.000 --> 00:02:03.000]  就是不想見這個人
[00:02:03.000 --> 00:02:04.000]  那個是甚麼呢
[00:02:04.000 --> 00:02:05.000]  就是撒該
[00:02:05.000 --> 00:02:08.000]  撒該是在他的同胞裏面
[00:02:08.000 --> 00:02:10.000]  是被鄙視的一個人
[00:02:10.000 --> 00:02:12.000]  不是沒有緣故的
[00:02:12.000 --> 00:02:14.000]  提一提他的背景
[00:02:14.000 --> 00:02:15.000]  為甚麼沒有緣故呢
[00:02:15.000 --> 00:02:16.000]  是有緣故的
[00:02:16.000 --> 00:02:18.000]  為甚麼那些人不喜歡他呢
[00:02:18.000 --> 00:02:20.000]  那些同胞來排斥他呢
[00:02:20.000 --> 00:02:23.000]  在經文裏面就給我們看到
[00:02:23.000 --> 00:02:25.000]  提到撒該有三樣東西
[00:02:25.000 --> 00:02:26.000]  一個就是他的職業
[00:02:26.000 --> 00:02:28.000]  他個人的經濟
[00:02:28.000 --> 00:02:32.000]  以及他的身體的狀況是怎樣
[00:02:32.000 --> 00:02:35.000]  他的職業是稅理長
[00:02:35.000 --> 00:02:38.000]  是為政府去打工的
[00:02:38.000 --> 00:02:39.000]  公務員
[00:02:39.000 --> 00:02:40.000]  筍工
[00:02:40.000 --> 00:02:45.000]  這個稅務長就好像我們今日的稅務局局長
[00:02:45.000 --> 00:02:47.000]  不知道為甚麼
[00:02:47.000 --> 00:02:50.000]  五年前的事他都可以追回來
[00:02:50.000 --> 00:02:51.000]  你欠了這筆錢
[00:02:51.000 --> 00:02:53.000]  我們快點給你
[00:02:53.000 --> 00:02:55.000]  很不喜歡這些人
[00:02:55.000 --> 00:02:57.000]  誰會喜歡這些人呢
[00:02:57.000 --> 00:03:00.000]  問我拿錢
[00:03:00.000 --> 00:03:02.000]  而撒該是甚麼呢
[00:03:02.000 --> 00:03:06.000]  在當時做這個稅務長
[00:03:06.000 --> 00:03:08.000]  收稅的人
[00:03:08.000 --> 00:03:12.000]  他有一個工作當然是收稅
[00:03:12.000 --> 00:03:15.000]  為甚麼會落在他的手上呢
[00:03:15.000 --> 00:03:20.000]  因為當時羅馬政府已經統治了這個地方
[00:03:20.000 --> 00:03:23.000]  羅馬政府甚麼都管
[00:03:23.000 --> 00:03:24.000]  甚麼都管
[00:03:24.000 --> 00:03:26.000]  但唯一一樣就是不管
[00:03:26.000 --> 00:03:28.000]  就是收稅
[00:03:28.000 --> 00:03:30.000]  收稅找哪些人呢
[00:03:30.000 --> 00:03:31.000]  就找他們這些人
[00:03:31.000 --> 00:03:34.000]  以色列人和以色列人去收稅
[00:03:34.000 --> 00:03:37.000]  這個官
[00:03:37.000 --> 00:03:41.000]  怎樣可以做得到呢
[00:03:41.000 --> 00:03:42.000]  就是價高者得
[00:03:42.000 --> 00:03:47.000]  原來羅馬政府就是看哪一個投標
[00:03:47.000 --> 00:03:50.000]  當年如果是投標
[00:03:50.000 --> 00:03:54.000]  他的價錢比其他投標者高的話
[00:03:54.000 --> 00:03:57.000]  他就可以做到這個官
[00:03:57.000 --> 00:04:03.000]  譬如他當年以一百萬投得到這個官職的話
[00:04:03.000 --> 00:04:10.000]  那一年他只需要向羅馬政府交一百萬就可以了
[00:04:10.000 --> 00:04:12.000]  那剩下的去了哪裏呢
[00:04:12.000 --> 00:04:13.000]  自己貸
[00:04:13.000 --> 00:04:14.000]  合法的
[00:04:14.000 --> 00:04:16.000]  我只是給政府一百萬
[00:04:16.000 --> 00:04:18.000]  那剩下的就是我
[00:04:18.000 --> 00:04:20.000]  亦都是因為這個緣故
[00:04:20.000 --> 00:04:23.000]  這些稅利就會怎樣呢
[00:04:23.000 --> 00:04:24.000]  巧立名目
[00:04:24.000 --> 00:04:28.000]  用很多的方法去增加他的稅項
[00:04:28.000 --> 00:04:30.000]  你踩了這塊地
[00:04:30.000 --> 00:04:32.000]  用了十步
[00:04:32.000 --> 00:04:34.000]  每一步收你一百元
[00:04:34.000 --> 00:04:36.000]  這樣計算
[00:04:36.000 --> 00:04:38.000]  甚麼名堂都可以落得出
[00:04:38.000 --> 00:04:40.000]  又罰錢
[00:04:40.000 --> 00:04:42.000]  不要戴口罩出街
[00:04:42.000 --> 00:04:43.000]  又罰錢
[00:04:43.000 --> 00:04:45.000]  這些情況
[00:04:45.000 --> 00:04:48.000]  總之可以賺到錢的
[00:04:48.000 --> 00:04:50.000]  就盡量去賺
[00:04:50.000 --> 00:04:52.000]  不單止這樣
[00:04:52.000 --> 00:04:54.000]  如果他們的稅收不到
[00:04:54.000 --> 00:04:55.000]  是怎樣呢
[00:04:55.000 --> 00:04:58.000]  在他手下有一班市井之徒
[00:04:58.000 --> 00:05:00.000]  十足十收數佬
[00:05:00.000 --> 00:05:04.000]  就會去到那些人的面前
[00:05:04.000 --> 00:05:06.000]  去跟他們收稅
[00:05:06.000 --> 00:05:09.000]  來拿回那些假銀回來
[00:05:09.000 --> 00:05:10.000]  用很多的方法
[00:05:10.000 --> 00:05:11.000]  勒索也好
[00:05:11.000 --> 00:05:12.000]  訛詐也好
[00:05:12.000 --> 00:05:15.000]  總之
[00:05:15.000 --> 00:05:17.000]  就是要拿到錢回來
[00:05:17.000 --> 00:05:21.000]  十足十就好像那些黑社會收數
[00:05:21.000 --> 00:05:22.000]  這樣就
[00:05:22.000 --> 00:05:25.000]  主要羅馬政府亦都是不管他們的
[00:05:25.000 --> 00:05:27.000]  只要是達標
[00:05:27.000 --> 00:05:29.000]  這樣就可以了
[00:05:29.000 --> 00:05:30.000]  這樣
[00:05:30.000 --> 00:05:32.000]  一個這樣的同胞
[00:05:32.000 --> 00:05:34.000]  一個這樣的同胞
[00:05:34.000 --> 00:05:36.000]  來對自己
[00:05:36.000 --> 00:05:37.000]  你覺得
[00:05:37.000 --> 00:05:39.000]  他是不是自己人呢
[00:05:39.000 --> 00:05:41.000]  當然不覺得是自己人
[00:05:41.000 --> 00:05:44.000]  你現在是幫羅馬政府做事
[00:05:44.000 --> 00:05:46.000]  你現在這樣來剝削我們
[00:05:46.000 --> 00:05:48.000]  像不像賣國賊
[00:05:48.000 --> 00:05:50.000]  而這些稅利
[00:05:50.000 --> 00:05:52.000]  他們的生活
[00:05:52.000 --> 00:05:56.000]  可以說是一個很孤單的生活
[00:05:56.000 --> 00:05:58.000]  因為他們沒有朋友
[00:05:58.000 --> 00:06:03.000]  他們沒有辦法享受到人與人之間的那份真誠
[00:06:03.000 --> 00:06:08.000]  可以說是很明顯的一個公敵
[00:06:08.000 --> 00:06:10.000]  而在經文裏面
[00:06:10.000 --> 00:06:12.000]  講到這個故事
[00:06:12.000 --> 00:06:16.000]  撒該的生命的轉捩點在哪裏呢
[00:06:16.000 --> 00:06:20.000]  就是耶穌稱呼他的名字
[00:06:20.000 --> 00:06:25.000]  耶穌說要在他家裏作客
[00:06:25.000 --> 00:06:27.000]  他整個的生命就在這一刻
[00:06:27.000 --> 00:06:29.000]  來作轉變
[00:06:29.000 --> 00:06:32.000]  耶穌要叫撒該這個名字
[00:06:32.000 --> 00:06:34.000]  一點都不難
[00:06:34.000 --> 00:06:36.000]  要認識這個人一點都不難
[00:06:36.000 --> 00:06:38.000]  因為他是官
[00:06:38.000 --> 00:06:40.000]  亦都是有錢人
[00:06:40.000 --> 00:06:43.000]  很容易便秘得出
[00:06:43.000 --> 00:06:52.000]  亦都懂得這個人究竟叫甚麼名字
[00:06:52.000 --> 00:06:55.000]  而撒該在這個事情裏面
[00:06:55.000 --> 00:06:58.000]  他只不過是帶著一份好奇的心
[00:06:58.000 --> 00:07:01.000]  亦都是沒有想過有任何的改變
[00:07:01.000 --> 00:07:05.000]  看一看究竟耶穌這個人是怎樣的
[00:07:05.000 --> 00:07:06.000]  這麼德高望重
[00:07:06.000 --> 00:07:08.000]  這麼多人去親近他
[00:07:08.000 --> 00:07:11.000]  那麼他就個子不高
[00:07:11.000 --> 00:07:13.000]  爬上桑樹
[00:07:13.000 --> 00:07:14.000]  就在這一刻
[00:07:14.000 --> 00:07:17.000]  耶穌就叫他的名字
[00:07:17.000 --> 00:07:20.000]  撒該很多人認識的
[00:07:20.000 --> 00:07:23.000]  在我們現實的生活裏面
[00:07:23.000 --> 00:07:26.000]  我們有沒有遇到一種情況呢
[00:07:26.000 --> 00:07:29.000]  有些人我們不想叫他的名字
[00:07:29.000 --> 00:07:30.000]  不想叫他的名字
[00:07:30.000 --> 00:07:31.000]  劉文輝
[00:07:31.000 --> 00:07:32.000]  有甚麼好叫的
[00:07:32.000 --> 00:07:34.000]  這個字不好聽
[00:07:34.000 --> 00:07:35.000]  這麼多個名字不改
[00:07:35.000 --> 00:07:36.000]  改劉文輝
[00:07:36.000 --> 00:07:39.000]  叫劉廷輝
[00:07:39.000 --> 00:07:42.000]  甚至乎
[00:07:42.000 --> 00:07:44.000]  或者你們有沒有見過一些
[00:07:44.000 --> 00:07:46.000]  好像當自己透明
[00:07:46.000 --> 00:07:48.000]  明明經過的
[00:07:48.000 --> 00:07:50.000]  招呼又不打
[00:07:50.000 --> 00:07:52.000]  就這樣走過
[00:07:52.000 --> 00:07:53.000]  你跟他打招呼
[00:07:53.000 --> 00:07:56.000]  他好像不是直情彩
[00:07:56.000 --> 00:07:58.000]  不秋不彩地過去
[00:07:58.000 --> 00:08:01.000]  你想想這種生活
[00:08:01.000 --> 00:08:03.000]  面對著這樣的環境
[00:08:03.000 --> 00:08:06.000]  人的心裏面那份滋味
[00:08:06.000 --> 00:08:08.000]  多濃厚
[00:08:08.000 --> 00:08:10.000]  這些就是人性
[00:08:10.000 --> 00:08:12.000]  撒該就是這樣
[00:08:12.000 --> 00:08:14.000]  在這個群體裏面
[00:08:14.000 --> 00:08:15.000]  同胞裏面
[00:08:15.000 --> 00:08:16.000]  就是臭名遠播
[00:08:16.000 --> 00:08:19.000]  沒有人想親近他
[00:08:19.000 --> 00:08:21.000]  沒有人想跟他做朋友
[00:08:21.000 --> 00:08:23.000]  但是在這一刻
[00:08:23.000 --> 00:08:25.000]  耶穌叫他的名字
[00:08:25.000 --> 00:08:27.000]  耶穌叫他的名字
[00:08:27.000 --> 00:08:29.000]  你叫他的名字的時候
[00:08:29.000 --> 00:08:33.000]  突然之間有一份存在感
[00:08:33.000 --> 00:08:36.000]  有一份存在感
[00:08:36.000 --> 00:08:37.000]  就是很簡單
[00:08:37.000 --> 00:08:40.000]  稱呼別人一個名字
[00:08:40.000 --> 00:08:41.000]  就這樣稱呼他
[00:08:41.000 --> 00:08:43.000]  他就覺得他的存在在這裏
[00:08:43.000 --> 00:08:46.000]  這個存在不單止是這樣
[00:08:46.000 --> 00:08:47.000]  還多了一樣東西
[00:08:47.000 --> 00:08:49.000]  耶穌說
[00:08:49.000 --> 00:08:53.000]  我要去你家裏作客
[00:08:53.000 --> 00:08:54.000]  不是就這樣
[00:08:54.000 --> 00:08:56.000]  say hi say bye
[00:08:56.000 --> 00:08:57.000]  就這樣拜拜
[00:08:57.000 --> 00:08:58.000]  不是
[00:08:58.000 --> 00:09:00.000]  而是再親切一點
[00:09:00.000 --> 00:09:02.000]  再進一步的
[00:09:02.000 --> 00:09:04.000]  要真的建立一份友誼
[00:09:04.000 --> 00:09:06.000]  一份友情
[00:09:06.000 --> 00:09:08.000]  對於一個孤單的人來說
[00:09:08.000 --> 00:09:11.000]  竟然遇到一個這樣的人
[00:09:11.000 --> 00:09:13.000]  去到肯定自己
[00:09:13.000 --> 00:09:15.000]  接納自己
[00:09:15.000 --> 00:09:16.000]  在那一刻
[00:09:16.000 --> 00:09:19.000]  那個心情是多麼的歡欣
[00:09:19.000 --> 00:09:21.000]  和多麼的雀躍
[00:09:21.000 --> 00:09:25.000]  一把溫柔的聲音
[00:09:25.000 --> 00:09:27.000]  一個德高望重的人
[00:09:27.000 --> 00:09:29.000]  跟自己說一聲
[00:09:29.000 --> 00:09:30.000]  你好
[00:09:30.000 --> 00:09:32.000]  我現在去到你家裏
[00:09:32.000 --> 00:09:34.000]  或者我和你一起去喝茶
[00:09:34.000 --> 00:09:37.000]  那份喜悅
[00:09:37.000 --> 00:09:41.000]  是很難去形容的
[00:09:41.000 --> 00:09:44.000]  在這一刻之前
[00:09:44.000 --> 00:09:46.000]  撒該是一個不受歡迎的人
[00:09:46.000 --> 00:09:47.000]  很可憐
[00:09:47.000 --> 00:09:48.000]  很孤單
[00:09:48.000 --> 00:09:49.000]  很自卑
[00:09:49.000 --> 00:09:54.000]  甚至乎去到一個自戀的地步
[00:09:54.000 --> 00:09:57.000]  他自己個人也是眼中只有錢
[00:09:57.000 --> 00:10:00.000]  只有個人的利益
[00:10:00.000 --> 00:10:05.000]  現在耶穌願意去和他做朋友
[00:10:05.000 --> 00:10:08.000]  而在當時候身邊的人
[00:10:08.000 --> 00:10:11.000]  都很奇怪
[00:10:11.000 --> 00:10:14.000]  耶穌為什麼會和他一起呢?
[00:10:14.000 --> 00:10:16.000]  就好像第七節這裡所說的
[00:10:16.000 --> 00:10:19.000]  眾人看見都私下議論說
[00:10:19.000 --> 00:10:23.000]  他警告罪人家女去住宿
[00:10:23.000 --> 00:10:27.000]  很簡單
[00:10:27.000 --> 00:10:30.000]  本來就是做什麼事
[00:10:30.000 --> 00:10:32.000]  我會不會去這個人家裏
[00:10:32.000 --> 00:10:34.000]  就這樣就算了
[00:10:34.000 --> 00:10:38.000]  但是這裡還要加多幾錢的獄警
[00:10:38.000 --> 00:10:41.000]  和加多幾錢的貶義
[00:10:41.000 --> 00:10:43.000]  去罪人家裏
[00:10:43.000 --> 00:10:45.000]  為什麼這麼多人
[00:10:45.000 --> 00:10:46.000]  那個也很壞
[00:10:46.000 --> 00:10:48.000]  不過也沒有他那麼壞
[00:10:48.000 --> 00:10:51.000]  為什麼要去他家裏作客呢?
[00:10:51.000 --> 00:10:54.000]  有些人是這樣質疑
[00:10:54.000 --> 00:10:58.000]  但是耶穌就是要去他家裏
[00:10:58.000 --> 00:11:01.000]  當我們在整個過程裏面
[00:11:01.000 --> 00:11:03.000]  撒該的迴轉
[00:11:03.000 --> 00:11:06.000]  撒該的生命的改變
[00:11:06.000 --> 00:11:08.000]  並不是見到耶穌
[00:11:08.000 --> 00:11:11.000]  行過任何一個神蹟
[00:11:11.000 --> 00:11:15.000]  而耶穌也是沒有在撒該的身上
[00:11:15.000 --> 00:11:18.000]  做過任何一個神蹟
[00:11:18.000 --> 00:11:22.000]  然而撒該在這個時刻
[00:11:22.000 --> 00:11:27.000]  他願意他整個的生命來改變
[00:11:27.000 --> 00:11:30.000]  突然之間我們就在想
[00:11:30.000 --> 00:11:33.000]  在這一刻
[00:11:33.000 --> 00:11:34.000]  在這一刻
[00:11:34.000 --> 00:11:36.000]  耶穌對自己說
[00:11:36.000 --> 00:11:41.000]  現在我要住在你的心裏面
[00:11:41.000 --> 00:11:48.000]  耶穌說我現在要住在你的心裏面
[00:11:48.000 --> 00:11:53.000]  會不會好像撒該那樣
[00:11:53.000 --> 00:11:56.000]  一份歡欣和喜悅的心
[00:11:56.000 --> 00:11:59.000]  或者是一種抗拒的心
[00:11:59.000 --> 00:12:04.000]  耶穌說我要住在你的心裏面
[00:12:04.000 --> 00:12:07.000]  不是那麼多人都願意的
[00:12:07.000 --> 00:12:10.000]  不是那麼多人都那麼願意
[00:12:10.000 --> 00:12:14.000]  讓耶穌進入他們的心裏面
[00:12:14.000 --> 00:12:16.000]  我們有沒有試過傳福音
[00:12:16.000 --> 00:12:18.000]  去跟一些人說的時候
[00:12:18.000 --> 00:12:20.000]  他們是不願意接納耶穌基督
[00:12:20.000 --> 00:12:22.000]  做他們的救主
[00:12:22.000 --> 00:12:26.000]  甚至乎不願意聽我們傳福音
[00:12:26.000 --> 00:12:28.000]  我說的不是說
[00:12:28.000 --> 00:12:30.000]  一會兒散了會之後
[00:12:30.000 --> 00:12:33.000]  拿張單張在街邊
[00:12:33.000 --> 00:12:34.000]  先生你好
[00:12:34.000 --> 00:12:35.000]  小姐你好
[00:12:35.000 --> 00:12:39.000]  我現在跟你說一個好消息給你們聽
[00:12:39.000 --> 00:12:41.000]  不是那一刻
[00:12:41.000 --> 00:12:44.000]  面對那個福音對象是什麼呢
[00:12:44.000 --> 00:12:45.000]  可能是十年
[00:12:45.000 --> 00:12:46.000]  二十年
[00:12:46.000 --> 00:12:48.000]  三十年
[00:12:48.000 --> 00:12:50.000]  邀請他回教會
[00:12:50.000 --> 00:12:52.000]  他是不回
[00:12:52.000 --> 00:12:54.000]  因為在他的生命裏面
[00:12:54.000 --> 00:12:57.000]  他覺得沒有這樣的需要要改變
[00:12:57.000 --> 00:13:00.000]  做什麼事無端端叫我信耶穌呢
[00:13:00.000 --> 00:13:02.000]  我吃得好
[00:13:02.000 --> 00:13:04.000]  住得好
[00:13:04.000 --> 00:13:07.000]  生活也沒有任何的缺乏
[00:13:07.000 --> 00:13:09.000]  現狀不錯
[00:13:09.000 --> 00:13:11.000]  我做什麼事要信耶穌呢
[00:13:11.000 --> 00:13:14.000]  信了耶穌是你們說的話
[00:13:14.000 --> 00:13:18.000]  但是現今是很好
[00:13:18.000 --> 00:13:20.000]  我的生活質素
[00:13:20.000 --> 00:13:23.000]  雖然未必和別人那麼好
[00:13:23.000 --> 00:13:25.000]  但是我樂於現狀
[00:13:25.000 --> 00:13:27.000]  我做什麼事要改變呢
[00:13:27.000 --> 00:13:29.000]  有些人是這樣的
[00:13:29.000 --> 00:13:31.000]  他覺得無需要改變
[00:13:31.000 --> 00:13:35.000]  整個生活是無需要改變的
[00:13:35.000 --> 00:13:37.000]  但是這樣的生活
[00:13:37.000 --> 00:13:39.000]  有些人他覺得有需要的時候
[00:13:39.000 --> 00:13:41.000]  就會改變
[00:13:41.000 --> 00:13:44.000]  有需要的時候就會改變
[00:13:44.000 --> 00:13:48.000]  有很多活生生的例子
[00:13:48.000 --> 00:13:50.000]  在尖陣來發生的
[00:13:50.000 --> 00:13:52.000]  這些活生生的例子
[00:13:52.000 --> 00:13:56.000]  我相信五堂都有一些已經是
[00:13:56.000 --> 00:13:58.000]  那個例子裏面
[00:13:58.000 --> 00:14:00.000]  就是想當年
[00:14:00.000 --> 00:14:02.000]  我去兒童崇拜那裏
[00:14:02.000 --> 00:14:05.000]  去那裏有信息分享
[00:14:05.000 --> 00:14:07.000]  這樣想一想
[00:14:07.000 --> 00:14:09.000]  幾年之前
[00:14:09.000 --> 00:14:12.000]  去到兒童崇拜裏面
[00:14:12.000 --> 00:14:13.000]  去那裏分享的時候
[00:14:13.000 --> 00:14:15.000]  當日的信息
[00:14:15.000 --> 00:14:17.000]  分享的內容
[00:14:17.000 --> 00:14:19.000]  主要是講付出
[00:14:19.000 --> 00:14:20.000]  有關付出
[00:14:20.000 --> 00:14:24.000]  這樣就和當時的一班小學生
[00:14:24.000 --> 00:14:27.000]  去那裏問一個問題
[00:14:27.000 --> 00:14:29.000]  問一個問題
[00:14:29.000 --> 00:14:31.000]  如果你在家裏裏面
[00:14:31.000 --> 00:14:34.000]  見到桌上有垃圾的時候
[00:14:34.000 --> 00:14:37.000]  你會怎樣做呢?
[00:14:37.000 --> 00:14:39.000]  很簡單的一個問題
[00:14:39.000 --> 00:14:42.000]  而答案也是很正路的
[00:14:42.000 --> 00:14:44.000]  也是很對的
[00:14:44.000 --> 00:14:48.000]  他說叫工人撿
[00:14:48.000 --> 00:14:50.000]  做甚麼事身份要調轉呢?
[00:14:50.000 --> 00:14:52.000]  這些工人做的事
[00:14:52.000 --> 00:14:54.000]  我是小廚
[00:14:54.000 --> 00:14:57.000]  有人洗為何不洗掉呢?
[00:14:57.000 --> 00:14:59.000]  桌面髒了
[00:14:59.000 --> 00:15:02.000]  我的付出是叫人撿
[00:15:02.000 --> 00:15:05.000]  他是有這樣的做法
[00:15:05.000 --> 00:15:07.000]  當他慢慢長大的時候
[00:15:07.000 --> 00:15:11.000]  現在還在教會裏面生活
[00:15:11.000 --> 00:15:12.000]  慢慢長大的時候
[00:15:12.000 --> 00:15:14.000]  就會見到
[00:15:14.000 --> 00:15:17.000]  當年說不做家務的那些
[00:15:17.000 --> 00:15:21.000]  在教會那裏幫忙撿頭撿尾
[00:15:21.000 --> 00:15:22.000]  我見到家長說
[00:15:22.000 --> 00:15:26.000]  他現在是否在做一些家裏不會做的事
[00:15:26.000 --> 00:15:28.000]  當然家長不會回答我
[00:15:28.000 --> 00:15:31.000]  沒理由這樣回答我
[00:15:31.000 --> 00:15:34.000]  他說現在又撿椅子
[00:15:34.000 --> 00:15:35.000]  桌面髒了
[00:15:35.000 --> 00:15:39.000]  團體完了又在清理
[00:15:39.000 --> 00:15:43.000]  當我們每一次去每一個房間
[00:15:43.000 --> 00:15:46.000]  都起碼有些乾淨
[00:15:46.000 --> 00:15:49.000]  其實之前做完大食會
[00:15:49.000 --> 00:15:51.000]  但是他們都撿了
[00:15:51.000 --> 00:15:53.000]  這些是自自然然的改變
[00:15:53.000 --> 00:15:54.000]  他本來不打算變的
[00:15:54.000 --> 00:15:57.000]  但是自自然然的改變
[00:15:57.000 --> 00:16:00.000]  但是有些東西不變是不行的
[00:16:00.000 --> 00:16:04.000]  我們一定要變的
[00:16:04.000 --> 00:16:07.000]  就是我們那個通訊的網絡
[00:16:07.000 --> 00:16:08.000]  在古代的時候
[00:16:08.000 --> 00:16:13.000]  那個最快的通訊網絡工具是甚麼
[00:16:13.000 --> 00:16:15.000]  知不知道是甚麼
[00:16:15.000 --> 00:16:16.000]  應該知道
[00:16:16.000 --> 00:16:19.000]  有人說是飛鴿傳書
[00:16:19.000 --> 00:16:21.000]  用一隻白鴿或信鴿
[00:16:21.000 --> 00:16:23.000]  將信息傳開
[00:16:23.000 --> 00:16:25.000]  但是都有限
[00:16:25.000 --> 00:16:28.000]  不能將1K的東西
[00:16:28.000 --> 00:16:30.000]  白鴿送過去
[00:16:30.000 --> 00:16:33.000]  飛不起
[00:16:33.000 --> 00:16:36.000]  在今天是怎樣呢
[00:16:36.000 --> 00:16:38.000]  無論我們去任何的地方
[00:16:38.000 --> 00:16:41.000]  只要有電力供應的地方
[00:16:41.000 --> 00:16:44.000]  都有很大的機會
[00:16:44.000 --> 00:16:47.000]  用到互聯網
[00:16:47.000 --> 00:16:49.000]  我們透過互聯網
[00:16:49.000 --> 00:16:52.000]  做很多的通訊
[00:16:52.000 --> 00:16:54.000]  音訊也行
[00:16:54.000 --> 00:16:56.000]  文字也行
[00:16:56.000 --> 00:17:00.000]  甚至乎可以用視像
[00:17:00.000 --> 00:17:06.000]  WhatsApp,Weber,Skype,Wechat
[00:17:06.000 --> 00:17:08.000]  Message
[00:17:08.000 --> 00:17:12.000]  這些很多很多的方法
[00:17:12.000 --> 00:17:18.000]  去到將人與人之間的距離拉近
[00:17:18.000 --> 00:17:19.000]  很簡單
[00:17:19.000 --> 00:17:21.000]  如果當中有些弟兄姊妹
[00:17:21.000 --> 00:17:23.000]  有些親人或朋友
[00:17:23.000 --> 00:17:24.000]  在外地
[00:17:24.000 --> 00:17:28.000]  離開香港很遠的地方
[00:17:28.000 --> 00:17:33.000]  歐洲,美洲,甚麼都好
[00:17:33.000 --> 00:17:35.000]  如果跟他們溝通
[00:17:35.000 --> 00:17:37.000]  約好時間
[00:17:37.000 --> 00:17:40.000]  大家一起用視像來通話
[00:17:40.000 --> 00:17:42.000]  那感覺是甚麼
[00:17:42.000 --> 00:17:44.000]  就在隔壁
[00:17:44.000 --> 00:17:46.000]  就在隔壁
[00:17:46.000 --> 00:17:47.000]  就是這麼近
[00:17:47.000 --> 00:17:52.000]  跟對方的溝通就是這麼近
[00:17:52.000 --> 00:17:56.000]  實質上是兩個人隔得很遠
[00:17:56.000 --> 00:17:57.000]  其實很遠
[00:17:57.000 --> 00:17:59.000]  聊完天之後
[00:17:59.000 --> 00:18:00.000]  跟以前不同
[00:18:00.000 --> 00:18:02.000]  難寫難理
[00:18:02.000 --> 00:18:03.000]  現在聊完
[00:18:03.000 --> 00:18:05.000]  就這樣才不聊了
[00:18:05.000 --> 00:18:07.000]  下次可以再聊
[00:18:07.000 --> 00:18:11.000]  只要能夠搭上互聯網就行了
[00:18:11.000 --> 00:18:14.000]  今天還有沒有飛鴿傳書呢
[00:18:14.000 --> 00:18:16.000]  有
[00:18:16.000 --> 00:18:19.000]  不過這只是去到一個
[00:18:19.000 --> 00:18:21.000]  不是一個溝通的工具
[00:18:21.000 --> 00:18:24.000]  變成了一種娛樂
[00:18:24.000 --> 00:18:25.000]  拿來玩玩
[00:18:25.000 --> 00:18:28.000]  對了,訓練了一隻鴿也不錯
[00:18:28.000 --> 00:18:32.000]  都做得到
